,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
shirt,0.756537,1.4374986,0.42741042,1.173084,1.3522576,1.4395094,1.0787721,1.0403875,0.7524437,0.42701036,1.364644,0.64840055,0.5463854,1.4824226,0.56565136,0.7276714,1.41304,1.4820415,1.5025384,1.2447422,1.4158452,1.0557188,1.1572723,1.1970804,1.3312936,1.2464064,1.4544759,0.6746105,0.6713959,1.2771721,1.3475728,0.76746887,0.8597573,1.0579511,1.2522699,1.2093065,0.50148463,0.6657248,1.5017593,0.6149649,1.4758023,1.0582373,0.47216845,0.9420776,0.88915277,1.156174,0.32557142,1.0509118,1.2760246,0.6810036,0.542574,1.2313869,1.1118839,1.1343184,1.2854624,1.3668404,1.3027496,0.7653736,1.130322,0.87329876,1.2712277,0.5864077,1.078374,0.7521513,1.32872,0.6233371,0.9964538,0.31190467,0.94145435,0.27615762,1.4046394,0.7625662,1.509546,0.7575105,0.88542825,1.0194459,1.0748388,0.7077099,0.92567027,1.3227808,1.3578906,1.3079194,1.1235509,1.4611886,1.0559771,0.38025773,0.29385483,1.0342188,1.4433401,1.4609735,1.2135013,1.2178493,0.7530111,1.2792873,1.4850316,1.4433339,1.0787693,1.2815051,0.80361164,1.2034339,0.6697453,1.3107057,0.0,1.2096436,0.7656848,1.4793801,0.6267447,1.2788041,0.7381611,1.4478499,1.3152022,0.8813386,1.359761,1.1677495,1.4261845,0.96939176,0.22552109,0.57580775,1.4182088,1.211164,1.3022844,1.3383839,1.368953,1.1469545,0.8284812,0.9601909,1.2062798,1.2649924,1.3715982,0.6678691,0.5880643
shoe,1.06994,0.9048948,1.1930002,0.93913037,0.9555038,0.88424647,0.898255,1.0989425,1.0531179,1.2122154,0.86805546,1.0533072,1.0919083,0.6962224,1.1094711,1.0524541,0.810725,0.81908053,0.79474545,0.8771653,0.8889109,1.0460525,0.9467644,0.9373391,0.82239217,0.80545855,0.94557905,1.0692232,1.1717572,1.0551432,0.9019244,1.2045902,1.099273,0.58411705,0.89734674,0.99851817,1.2085791,1.1990097,0.8765782,1.2163702,0.8633779,1.0762908,1.0542768,1.051456,1.1800725,1.0595686,1.0983049,1.0546854,0.97564983,1.1037519,1.193079,0.96904814,0.9957726,0.9957872,0.7551955,0.9880824,0.8951978,1.2616243,0.88687056,0.804096,0.8255452,1.1510779,1.0816934,1.1160991,0.72393954,0.98479897,1.0750833,1.1719013,1.1543068,1.1405852,0.9373097,1.2003883,0.87189174,1.0027814,1.1068027,1.2308906,1.0203356,0.9624299,1.1454802,0.9497384,0.8121825,0.8869966,0.98144424,0.9332513,1.1004012,1.1256341,1.1310846,1.150039,0.8541608,0.90196997,1.0181898,0.81760657,1.0651481,0.99609685,0.8973521,0.8785349,0.72461396,0.7760353,1.2441347,0.9413993,0.9106286,0.9225698,1.2096436,0.0,0.8294052,0.70561475,1.2817179,0.9319338,1.2147108,0.5371531,0.8293989,0.6700279,0.9447609,0.96437967,0.9223914,0.99530125,1.2394658,1.2679825,0.8045541,0.7454048,0.9991578,0.87620926,0.7343438,0.9644016,1.2322555,1.1354866,0.8287393,0.97327214,0.7872313,1.3146409,1.0177941
shorts,1.1266973,1.1771115,0.80010617,1.1645567,1.2725787,1.2286928,0.9833361,0.917925,0.905944,0.9224372,0.859862,0.7498466,0.9198616,1.0779808,0.8156094,0.93870354,0.99589497,1.0649767,1.0996137,1.0066392,1.1975235,0.9691865,0.9405229,1.1427324,0.8853735,1.1055685,1.1007053,0.93267,0.7502749,1.0628369,1.2272369,0.9564605,0.8917399,0.80854326,1.1114746,1.1210041,0.8098552,1.0932403,1.1350871,0.983794,1.0682684,1.1780146,0.9885266,1.0355101,0.944377,0.9719875,0.75945604,0.96541286,1.108833,0.9803955,1.1635557,0.89635676,1.097368,1.1497059,0.9239784,1.1028752,1.2876037,1.1299253,1.0901666,0.68235177,1.2140126,1.1289102,1.1240724,0.9315199,1.1006604,0.9318762,1.0118797,0.63043296,1.0615509,0.5446893,1.1288733,1.0454705,1.1906003,0.6354888,0.9855797,1.171497,1.1250677,0.88429296,1.1815088,1.18538,0.83673,0.8451596,1.112338,1.1365979,0.86254305,0.7162278,0.4775474,1.0840701,1.0653268,1.0102003,1.0564718,0.8773215,1.0869501,1.1165403,1.254503,1.1156309,0.85739493,0.8992771,0.9997135,1.0581511,0.59312665,1.15299,0.7656848,0.8294052,0.0,1.0246066,1.050868,0.9657664,1.1615639,0.99629295,1.2314185,0.7134304,1.1623797,1.1372095,1.1407729,0.8229588,0.85077035,1.0946587,1.0685118,0.9829388,1.23058,1.1669729,0.81805646,1.2262483,1.2075534,1.1119945,1.1076394,1.0065764,1.0453334,1.0089031,0.7474361
shovel,1.0955211,0.58115596,1.4259205,0.99638975,0.825209,0.6509577,0.9848642,1.086965,1.2663579,1.4632399,0.6795455,1.2421238,1.2829838,0.4752863,1.4634044,1.19744,0.8014803,0.46598822,0.50770104,0.8596365,0.7365782,0.97682315,0.7778177,0.8338046,0.7167604,0.76941323,0.7006492,1.2647922,1.1746264,0.9656658,0.8684717,1.1458962,1.1617813,0.9369614,0.9188581,1.006939,1.4076033,1.2664768,0.5369446,1.2947203,0.46516037,0.9973543,1.3948919,1.0881487,1.071876,1.0619771,1.3843658,1.011051,0.90825284,1.3531759,1.3284287,0.9705475,0.9310936,0.84801126,0.76302856,0.70275515,0.73086613,1.2586104,0.86602855,1.0354923,0.8603312,1.2764401,1.1612322,1.3732255,0.57631665,1.3282173,1.0888023,1.3719702,1.146649,1.423206,0.57955915,1.110237,0.67652416,1.2386608,1.0831559,1.1683356,0.9945529,1.2388917,1.1468787,0.7382878,0.5505714,0.66935635,1.104523,0.74265414,0.98620087,1.4279431,1.3769174,1.2334557,0.6336901,0.61191106,0.90396893,0.93034357,1.2587227,0.7207258,0.7543267,0.72090256,0.7759215,0.7246972,1.173276,0.69538474,1.1311042,0.66796714,1.4793801,0.70561475,1.0246066,0.0,1.2697141,0.73159873,1.1688731,0.5888163,0.85562944,1.0696067,0.71392876,0.92863387,0.5887253,0.81177187,1.4038744,1.3462963,0.5721786,0.94803697,0.87407184,0.54882693,0.56899023,0.8952957,1.2691371,1.1155013,0.81882125,0.70971966,0.6238385,1.3235554,1.2904274
shower,0.9629801,1.3736926,0.73381203,1.1712421,1.2329564,1.3255498,1.0119596,0.7195128,0.9505944,0.58345854,1.3092164,0.69777465,0.90327835,1.4006097,0.7373823,0.8843986,1.3161004,1.2423882,1.3363779,1.1009294,1.4223543,0.84600866,0.99601984,1.0980239,1.0257612,1.1038592,1.4033988,0.826563,0.57452476,1.3060827,1.174854,0.33748198,0.90663725,1.1919898,1.2336205,1.2443681,0.63899887,0.8558077,1.4198582,0.6213882,1.2773728,1.0368652,0.80612737,0.97534007,0.35051322,0.80861604,0.68438005,1.167812,1.3241494,0.864264,0.751173,1.2702622,1.2165043,0.99957114,1.3573561,1.2298084,1.2368929,0.7756238,1.2315974,1.0618397,1.2944777,0.7912961,1.1264226,0.9269676,1.3507636,0.8580748,0.8760244,0.7107619,0.8910759,0.6938288,1.188642,0.5379052,1.2390451,0.9070486,1.044178,0.93806773,0.9538255,0.9185227,0.9229492,1.2823756,1.2980014,1.3704722,1.20214,1.3687072,0.62653875,0.75853574,0.6668423,0.9441733,1.4277132,1.4176512,1.2874942,1.1697593,0.77700967,1.0448605,1.3024671,1.3516201,1.0205255,1.1165056,0.5108884,1.0145774,0.91188246,1.2195809,0.6267447,1.2817179,1.050868,1.2697141,0.0,0.89883935,0.7746184,1.4544643,1.2171004,1.101735,1.127711,0.9698929,1.3665304,0.98803145,0.6966317,0.675712,1.3022585,1.2989291,1.2413899,1.337183,1.28817,1.1070433,0.7822519,0.88494056,1.0473257,0.9389597,1.35338,0.564643,0.83666867
sink,1.1981964,0.9744427,1.2792721,1.0951823,0.9362079,0.9178063,0.796559,0.5507728,1.2331454,1.2288991,0.85277474,1.0014545,1.2669091,0.78868544,1.1793554,1.1621734,0.7238561,0.5810833,0.65140873,0.5914219,1.0043132,0.8163808,0.61156625,1.0104222,0.57643646,0.8109069,0.94561905,1.1267817,0.8868895,1.0666951,0.93830776,0.9094801,0.93749946,1.0664406,1.0868366,1.0846771,1.1618459,1.3377335,0.90626115,1.0221889,0.52637553,0.96984076,1.2980533,1.1299422,0.81041783,0.6840413,1.270175,1.1812196,1.0769161,1.1783644,1.2912333,1.0909226,1.2090335,0.9252857,1.1054196,0.743605,1.023718,1.0133089,1.1959779,1.0890595,1.0467116,1.3245323,1.0445513,1.2463005,0.99079543,1.2228014,1.0052974,1.2805808,0.93971837,1.2658093,0.65432405,0.8967289,0.74378085,1.1457689,1.2820629,0.9989426,0.9986187,1.1262739,1.1361632,1.0104909,0.9422126,1.0316823,1.1673555,0.86348283,0.5239891,1.2931657,1.260704,0.9804015,0.9359708,0.9364391,1.2480392,0.7852815,1.0396663,0.74901545,0.71429896,0.822079,0.8148422,0.64499617,0.8709502,0.80768895,1.0996519,0.94934815,1.2788041,0.9319338,0.9657664,0.73159873,0.89883935,0.0,1.1468554,0.9373596,0.84125215,1.0404919,0.7016427,0.91296905,0.98322266,0.8961198,1.2330191,1.0819572,0.73439187,1.2034807,1.0698466,1.011084,0.9176501,1.0633826,1.0387847,1.0648857,0.7727554,0.69141614,0.9440507,0.9530638,1.0724351
slide,0.8095203,1.2790419,0.8017919,1.0870597,1.0448091,1.071995,0.86866105,0.985227,0.82593244,0.5807281,1.340582,0.85871756,0.8381127,1.3568099,0.827892,0.717333,1.2363125,1.3144901,1.2140635,0.9186868,1.2824917,1.0730389,0.8825631,0.97717917,0.83438075,1.0002558,1.3169221,0.91912454,0.7931837,1.2449095,1.2036618,0.8443266,1.0050175,1.1379757,1.187584,0.91925174,0.7536174,0.7430467,1.3269012,0.48294443,1.2361244,0.8749918,0.9054385,0.83228844,0.8711078,1.1250904,0.75949746,1.257598,1.2058395,0.7502417,0.78991556,1.3519394,1.2374568,1.0539324,1.381178,1.2698393,1.0676299,0.83704543,1.2241089,1.0804589,1.1969243,0.8886959,1.1444284,1.0195794,1.2226938,0.7245457,1.0132585,0.7921423,1.0406504,0.80577415,1.1474438,0.541592,1.3080637,0.9256743,1.0053424,1.0365206,0.8997988,0.8261493,0.9214866,1.2373735,1.4191618,1.4285212,1.1165323,1.2545607,0.9322361,0.6935339,0.8510344,0.97658545,1.3473706,1.3523912,1.2494086,1.3691568,0.7696682,1.1716881,1.2634273,1.2169926,1.0485278,1.2006001,0.77192396,1.1799101,1.0818638,1.040002,0.7381611,1.2147108,1.1615639,1.1688731,0.7746184,1.1468554,0.0,1.4132066,1.4198081,0.9992094,1.1506166,0.97419375,1.3093299,1.00447,0.7064814,0.61303425,1.165233,1.3205264,1.2386881,1.2071282,1.4081719,0.64745086,0.6924988,0.77793765,0.9783141,1.0279217,1.3682067,0.7463822,0.78808284
slipper,1.2259709,0.3383975,1.385488,0.9745684,0.7156958,0.8124409,1.2124403,1.0931227,1.1423768,1.5278255,0.30645287,1.3227416,1.2970719,0.39916325,1.3946587,1.1416011,0.6517786,0.5552138,0.57253194,1.0841612,0.6248078,1.0815231,1.2121255,1.0369501,0.9503901,0.8578851,0.44731545,1.0512129,1.3398633,0.72039187,0.7220893,1.3112406,1.2707195,0.7943171,0.7792411,0.9671544,1.4274054,1.3740796,0.1860236,1.5543058,0.660477,1.1763695,1.2963881,1.260008,1.2213743,1.0573255,1.4554967,0.70635855,0.64914984,1.2082567,1.2472342,0.6017592,0.58402723,1.1655618,0.30513704,0.787976,0.918983,1.5437444,0.3587761,1.0966728,0.6024891,1.1753056,1.1490059,1.1768888,0.4269423,1.196129,1.1279862,1.4788748,1.3964485,1.399179,0.90128744,1.3818933,0.5876867,1.1887411,1.0334405,1.3824248,1.1858561,1.450673,1.3534367,0.2508942,0.3257811,0.24614924,0.7767199,0.56732756,1.2811973,1.4326848,1.36433,1.2847178,0.25816774,0.295794,0.6508072,0.66021824,1.3506346,1.0781084,0.6698003,0.75523376,1.0608773,0.81700146,1.4887207,0.9454751,1.1186411,0.99914336,1.4478499,0.5371531,0.99629295,0.5888163,1.4544643,0.9373596,1.4132066,0.0,0.6196387,0.9126105,1.0280137,1.132698,0.4012338,1.0665505,1.4914922,1.6223521,0.6059152,0.30534798,0.36137354,0.4009198,0.43620265,1.2303069,1.5621783,1.2477648,0.871583,0.97798765,0.17809725,1.3945894,1.1800674
soap,1.1427422,0.66899323,1.3478227,0.7956332,0.66233146,0.7953786,1.1156425,1.1272829,1.2193705,1.3992819,0.8757851,1.3018657,1.1679502,0.73710406,1.2779711,1.2704723,0.8771181,0.58581764,0.62286866,0.9685079,0.597889,1.1032003,0.94839025,1.0297158,1.0307493,0.9074493,0.6040252,1.1887107,1.3690991,0.73491514,0.6599934,1.3554943,1.1423119,1.0584794,0.8577483,1.0465469,1.3468988,1.2148905,0.67125565,1.4087471,0.5831608,0.9798079,1.1376076,1.0672754,1.332818,1.0744582,1.3191512,0.7740719,0.6196483,1.1884878,1.1849803,0.69834363,0.74132514,0.96889883,0.6867907,0.99631876,0.8672703,1.0454751,0.7314101,1.0404832,0.46954483,1.155325,0.7960147,1.0603703,0.71811604,1.221076,1.0302823,1.3694019,0.9898823,1.3598542,0.9832657,1.4416549,0.60785204,1.1724968,1.1110994,0.9524526,1.003287,1.1755211,1.0713497,0.5847806,0.71107256,0.77362156,0.73805344,0.64752346,1.1195197,1.3726779,1.3316209,1.0697805,0.71409774,0.8050978,0.82108176,0.7632646,1.0765646,0.8736696,0.6458236,0.7432381,1.0425375,0.8920245,1.3464928,0.9668257,1.1433685,1.037771,1.3152022,0.8293989,1.2314185,0.85562944,1.2171004,0.84125215,1.4198081,0.6196387,0.0,1.135894,0.9260541,0.9375014,0.6666126,1.0370381,1.3284996,1.3097322,0.6551063,0.64104545,0.5740174,0.66154677,0.683899,1.0658232,1.2446196,1.2290772,0.90869975,1.1886573,0.58931535,1.2262914,1.2137417
sock,1.0098484,1.1801522,0.794603,1.1775265,1.1056892,1.2351158,0.9696111,0.8685556,0.84746206,0.9446207,0.9392016,0.8873082,0.8425679,0.9957529,0.87615263,1.0482644,0.91576225,1.0394714,1.0767103,1.037508,1.2246523,0.7778517,0.95388937,1.2506528,0.92406714,1.113775,1.1354196,0.8823308,0.93792576,1.0611707,1.0505016,1.0754435,0.9346806,0.56956995,1.0272175,1.0522517,0.9391602,1.0527548,1.0470686,0.9888564,1.0766037,1.1363158,0.97053546,1.0422207,1.0715479,0.99040663,0.8652579,0.8707582,1.0983157,0.9196461,1.1226712,0.852995,0.9213746,1.2919443,0.91047686,0.9504936,1.1595693,1.061435,1.069197,0.74729997,0.99490994,1.0858715,1.1113861,0.8540728,1.1386248,0.9423185,0.73333585,0.86319536,1.0516801,0.87124294,1.0682096,1.0639625,1.0826694,0.80242616,0.94737804,1.1430626,1.0676633,0.7752454,1.2360749,1.161077,0.94626516,0.91332036,1.0063365,1.2215201,1.0875471,0.811651,0.8649975,1.0183687,0.906115,0.9162772,1.0129864,0.8183179,0.98177457,1.1746619,1.0747685,1.175254,0.98402566,0.9038017,1.140061,1.0655764,0.7859032,1.0061828,0.8813386,0.6700279,0.7134304,1.0696067,1.101735,1.0404919,0.9992094,0.9126105,1.135894,0.0,1.01876,0.9856401,1.1968815,1.016558,0.9795438,1.0606208,1.026761,0.9813745,1.1361711,1.0377885,0.95843166,1.0840054,1.1685772,1.151759,1.1477956,0.9271965,1.0271418,1.0708687,0.78202116
spoon,1.1055169,1.0839174,1.2404292,1.0366879,0.9611131,0.7894541,0.8893367,0.8711973,1.1807075,1.3503914,0.9945711,1.2381268,1.1053427,0.7710767,1.2669643,1.2504008,0.8377555,0.91300917,0.81865364,0.86082447,0.98632497,0.7270132,0.81822586,0.96620363,0.8690406,0.8926436,0.9763421,1.1823916,1.2046283,0.9879015,0.8452679,1.1323488,0.959976,0.9532698,0.9786496,0.92050725,1.3472522,1.1522062,0.93258476,1.190817,0.84879524,0.7484225,1.3049989,0.9791908,1.0258254,0.78538054,1.2964526,1.1668594,1.0995696,1.1225317,1.2683787,0.9143394,1.1776121,0.83627284,1.1026419,0.25735462,0.8103963,0.8841638,1.1072891,1.0958027,1.0243338,1.2528083,0.90958214,1.0461822,1.0457497,1.2046404,0.6976075,1.3062525,0.8544226,1.3953309,0.25332284,1.0621079,0.71725535,1.1562991,1.0684531,0.79892075,0.8362522,1.001339,0.9709718,1.1563047,1.0740435,1.0050471,1.0006511,0.96286255,0.86886394,1.2547286,1.359132,0.7666862,0.8001745,0.74118197,1.0882676,1.0384951,1.187979,0.8067511,0.65025234,0.86534756,0.83482474,0.90607613,0.9982874,0.8399774,1.1094022,0.2998016,1.359761,0.9447609,1.1623797,0.71392876,1.127711,0.7016427,1.1506166,1.0280137,0.9260541,1.01876,0.0,0.6997229,1.0214877,1.0564612,1.2632269,1.0570621,0.9091219,1.181129,1.0678928,0.89831245,1.0625709,0.9330155,0.8485218,0.99765694,0.9437468,0.61957943,1.0785818,1.1071447,1.2067173
sprinkler,1.1610173,1.1752472,1.0494443,0.8852369,0.8412672,0.7838591,0.9480213,0.9951245,0.9972606,1.1067564,1.1776288,1.1067505,0.9677102,0.9919611,1.059359,1.0819981,1.2311995,1.1007686,0.9904635,1.0008824,1.0554131,1.066818,0.82086575,0.98472065,0.9499388,1.0576633,1.1050537,1.0718027,1.068303,1.1094372,0.4112028,0.98735315,0.9794249,1.0273727,1.1310275,0.9219971,1.10354,1.0713927,1.1544926,1.0589978,0.9592549,0.79350644,1.115421,0.9120119,0.8957925,0.91695786,1.0880535,1.185434,1.0812964,0.97329086,1.0894712,0.9979682,1.2629483,0.95360327,1.1994029,0.8079214,0.8869982,0.8355808,1.1804488,1.0075197,0.9401338,1.11338,0.9116087,0.97797275,1.0776409,1.0551653,0.703148,1.0998129,0.91448736,1.220937,0.76680624,0.9498219,0.5609845,1.0350475,1.1231297,0.82843286,0.9108291,0.8202213,0.7986012,1.1505921,1.1713777,1.1736026,1.0255502,1.0231798,0.81128347,1.1565299,1.1462556,1.0971681,1.0958365,1.0497336,1.1295321,1.1838534,1.0925192,0.92533207,0.8781643,0.9430347,0.92514336,1.0727005,0.9846719,1.0121034,0.99636674,0.8786584,1.1677495,0.96437967,1.1372095,0.92863387,0.9698929,0.91296905,0.97419375,1.132698,0.9375014,0.9856401,0.6997229,0.0,1.1093411,1.0225723,1.1322626,1.0328842,1.0088934,1.1946889,1.124703,1.057902,1.1385585,0.8437228,0.844267,0.97001785,1.0044565,0.83872336,1.1917102,1.0589274,1.1230083
strawberry,1.1554683,0.23356658,1.3957019,0.75026655,0.63983554,0.794712,1.1761146,1.2091267,1.1893013,1.5590085,0.5385375,1.4922539,1.2695122,0.58900106,1.5007236,1.1884838,0.7817475,0.5406129,0.6065554,1.0337005,0.5908571,1.089074,1.1424474,0.8909586,0.9914653,0.8780714,0.38996774,1.2661718,1.4123065,0.68403715,0.7611011,1.2724729,1.2765225,1.0900418,0.8408634,0.9046287,1.4771932,1.2046661,0.35596782,1.5353988,0.574702,1.0352017,1.376306,1.2090871,1.2314837,1.1472982,1.4353688,0.6661606,0.5418653,1.2560179,1.2508674,0.6355492,0.58946407,0.9163312,0.5621853,0.87913287,0.78225744,1.3257096,0.6349944,1.2173898,0.57558763,1.2022117,0.95510083,1.1424801,0.6116815,1.286093,1.1679899,1.3999991,1.2223206,1.4366722,0.86855155,1.3650007,0.64070415,1.2035862,0.899678,1.120021,1.119747,1.4391748,1.0849363,0.45688426,0.49576557,0.46576756,0.8761927,0.47978675,1.1966665,1.4285271,1.3923028,1.1939847,0.49731612,0.48385966,0.6513275,0.8924843,1.3732238,0.9141567,0.6933572,0.59883326,1.107931,0.88993984,1.3486116,0.83699554,1.2438383,0.9318662,1.4261845,0.9223914,1.1407729,0.5887253,1.3665304,0.98322266,1.3093299,0.4012338,0.6666126,1.1968815,1.0214877,1.1093411,0.0,0.9655961,1.4182258,1.4943647,0.62096536,0.519317,0.5810694,0.5037099,0.60025656,1.0987818,1.3843656,1.1650091,0.8460779,0.95435226,0.48832965,1.3598585,1.2992877
stroller,1.1114622,0.99003017,1.1616169,1.1160253,0.9992431,1.0057833,0.8863411,0.99700737,1.135906,1.1037967,1.0277971,1.0066866,1.007502,0.94198936,1.0946292,1.0945321,1.0686623,0.7550333,0.9506482,0.9746091,1.0254021,1.0196594,0.73567414,0.92965245,0.8158383,0.8710909,1.0222745,1.0346122,0.9642249,1.1308358,1.027283,0.91282874,1.026155,1.0049675,1.0395179,1.1665846,1.0335779,1.1089919,1.068828,1.0498306,0.7147596,1.1297928,1.085653,1.0624608,0.9066913,1.1437235,0.95954067,1.0709051,1.1307646,1.1631981,1.093287,1.0320055,1.1378222,0.902606,1.0200715,1.1185547,1.0816953,0.9793169,1.0691601,1.1355697,1.1223022,1.0850102,1.1180474,1.1836725,0.9902534,1.1408383,1.0264856,0.93766826,0.8942593,0.93829954,0.970677,0.9842942,1.012065,1.0126563,1.0919329,1.0624411,0.92717403,1.1805575,1.1293838,1.0570678,0.8458628,0.96216965,1.1126776,1.0663074,0.7969146,1.0336498,0.8422215,1.0850492,1.090092,1.0616409,1.1328095,1.0157899,1.0898929,0.8311978,1.1427835,0.9969988,0.9434126,0.94497156,0.96278924,0.96549517,0.7660623,1.0750803,0.96939176,0.99530125,0.8229588,0.81177187,0.98803145,0.8961198,1.00447,1.0665505,1.0370381,1.016558,1.0564612,1.0225723,0.9655961,0.0,0.97977877,1.0492684,0.958305,1.0602299,1.0711994,1.025586,0.8495079,1.0390134,1.1416266,0.9576665,0.90704834,0.9139401,1.0198462,1.0076954,0.9801175
sweater,0.745029,1.45465,0.4389798,1.2054033,1.3841119,1.3750566,1.0473113,1.0303099,0.7353932,0.42555875,1.4067922,0.68008965,0.5507957,1.4732311,0.59263784,0.70910096,1.4156665,1.4525062,1.4696233,1.2133414,1.3996361,1.1009431,1.09715,1.1271049,1.3382509,1.2465259,1.4758676,0.74625885,0.72513294,1.314156,1.3548795,0.8094476,0.8459854,1.1289728,1.1964936,1.1853452,0.512022,0.5574101,1.5268323,0.6065058,1.417662,1.0529618,0.5383842,0.9271743,0.9173519,1.1383438,0.40900123,1.0963287,1.2920835,0.6768887,0.5831796,1.2567787,1.2198099,1.1471881,1.3275716,1.3100171,1.3179296,0.6955706,1.2266924,0.88195455,1.3312721,0.64411813,1.0675347,0.7260822,1.336761,0.6359595,0.99115586,0.21428865,0.8612513,0.3572821,1.3140265,0.7362935,1.4747524,0.7793669,0.8320107,0.99401695,1.0549117,0.68203324,0.86266255,1.3682723,1.3862703,1.3732834,1.1475804,1.4581958,1.0219121,0.38373542,0.38414532,0.9922065,1.4528364,1.4604418,1.2612318,1.2927008,0.806947,1.2993844,1.4542016,1.3792148,1.0598143,1.2770891,0.685608,1.2300858,0.7027265,1.237693,0.22552109,1.2394658,0.85077035,1.4038744,0.6966317,1.2330191,0.7064814,1.4914922,1.3284996,0.9795438,1.2632269,1.1322626,1.4182258,0.97977877,0.0,0.4744013,1.413401,1.2771329,1.3439327,1.328579,1.3942444,1.1403526,0.744416,0.97097665,1.1605732,1.2272948,1.3987043,0.74921334,0.61754286
table,0.7495739,1.5014038,0.67031896,1.1342384,1.222899,1.2670307,0.70622104,0.9530835,0.975337,0.35195518,1.4610124,0.55243546,0.69350696,1.4692601,0.6093219,0.7244303,1.0916132,1.3033018,1.2992972,0.8329611,1.433404,0.9284864,0.83448595,1.0625598,1.1121204,1.1808451,1.5332637,0.99484104,0.64272505,1.3555295,1.3139691,0.8604218,0.465742,1.1779908,1.1868681,1.1254526,0.4992835,0.7010894,1.5619168,0.3700738,1.2455635,0.946438,0.73033285,0.7825817,0.9431485,0.9186839,0.57861793,1.3088065,1.3655478,0.91103214,0.7709943,1.4627857,1.3169744,0.9690639,1.5103531,1.2637765,1.1645955,0.44890767,1.3929758,1.0021074,1.2382784,0.872219,1.0418332,0.9087792,1.4280727,0.8097139,1.0032973,0.6403432,0.6330302,0.6412466,1.2072494,0.5841639,1.4111402,0.88190025,0.9943228,0.83650094,0.87078786,0.67529166,0.84568155,1.4312577,1.5624094,1.5550799,1.1664248,1.430394,0.8831681,0.5780136,0.7357832,0.5708431,1.540552,1.5500441,1.3398671,1.2585413,0.60843873,1.1032888,1.2314312,1.3400552,0.88826513,1.1537001,0.4999073,1.160502,1.0269741,0.9691113,0.57580775,1.2679825,1.0946587,1.3462963,0.675712,1.0819572,0.61303425,1.6223521,1.3097322,1.0606208,1.0570621,1.0328842,1.4943647,1.0492684,0.4744013,0.0,1.2838893,1.4690623,1.4305353,1.3347642,1.5477139,0.7534865,0.34332246,0.93836296,1.1577268,1.0530946,1.5244935,0.68906885,0.81762743
tape,1.1897936,0.52839035,1.4403348,0.72938114,0.59808165,0.6748587,0.93827426,0.9575084,1.2003704,1.364489,0.6231904,1.3255966,1.2765315,0.70957696,1.2942619,1.1827438,0.601148,0.6000102,0.045762062,0.65717024,0.6741501,1.0961527,0.8170378,0.94015896,0.72839725,0.77193916,0.6660729,1.2073171,1.2676319,0.89104724,0.76434875,1.2412143,1.1550012,1.0640811,0.8465588,0.8770265,1.3542542,1.3492551,0.50370395,1.307776,0.4290552,0.8702134,1.4325348,1.1455467,1.2116803,1.1087843,1.401022,0.9848639,0.7078822,1.2799767,1.2631855,1.0482919,0.67569345,1.0113267,0.8662617,0.89663017,0.7006613,1.2120769,0.83294606,1.0909503,0.3887484,1.2497251,1.0845397,1.3587468,0.62022984,1.3213392,1.1651343,1.4134383,1.1801132,1.3741802,0.83943766,1.3295283,0.63981974,1.2624063,1.203397,1.072824,1.0241311,1.2224625,1.1574891,0.5826544,0.75369984,0.7627661,1.0868834,0.570735,1.0737598,1.4149325,1.3907726,1.1154609,0.59760386,0.6954199,0.9018458,0.78575015,1.1905591,0.91763616,0.36700845,0.66477084,0.9813383,0.7945499,1.3230636,0.96161324,1.2468865,0.8148598,1.4182088,0.8045541,1.0685118,0.5721786,1.3022585,0.73439187,1.165233,0.6059152,0.6551063,1.026761,0.9091219,1.0088934,0.62096536,0.958305,1.413401,1.2838893,0.0,0.86280453,0.8076212,0.65756696,0.79622674,0.8400902,1.1528922,1.1118808,0.83248544,0.97506046,0.6559453,1.3314201,1.2808787
