,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
necklace,1.499546,0.68234456,0.76230365,1.1331459,1.3526251,0.861205,0.9496278,0.94608694,0.9842116,1.2896605,1.2543945,1.5293305,0.51826775,1.0769457,1.4040272,0.49533564,1.3878424,0.6706425,0.5217706,0.6038703,1.3543339,0.80821896,1.0853504,0.9893339,0.72357386,0.349056,1.0845033,0.7206441,1.0835235,1.1095253,1.2294312,0.5750787,1.0412925,1.0196663,1.0390388,1.2468356,1.269284,0.87535816,1.343524,0.76151055,0.3729214,1.600834,0.5011251,1.3088083,1.2750964,1.3590202,1.0874902,1.1026561,1.3211613,0.9673363,1.1929722,0.7118821,1.2469027,0.544878,1.4299655,0.655565,1.0093616,1.120638,0.49919033,1.2064605,1.4968362,0.5574534,0.7998161,0.97725993,1.2436072,1.1497376,1.185136,0.51139694,1.1399603,1.1869303,1.3558744,0.96347743,1.022155,0.38929343,1.3773291,0.6822233,0.65230674,0.8988559,1.2023023,1.3560967,0.8069141,1.2490096,1.3783774,0.49371666,0.35430807,0.0,0.56884634,0.81435025,0.93249315,0.9322766,1.3932117,1.318279,1.3163671,0.3712151,0.40272987,0.5168739,1.3285596,0.45811987,0.7072796,0.57790864,0.7017091,0.5996367,1.1308492,1.3277724,0.76566386,1.1785378,0.9575021,1.0938187,1.3806772,0.9769446,1.4139354,0.8492228,1.1897788,0.23092389,1.294734,0.8115575,1.3776588,0.23781466,0.61641407,1.059802,0.46853042,1.1973373,1.2429074,1.4810429,1.5819292,0.85401684,0.47191852,0.37867576,0.5921658,0.41653657,0.9810789,1.5142653,1.2210082,0.86891925,0.4021945,1.2055163
nose,1.3137329,0.72456,0.73846793,1.0927424,1.2438126,0.8478445,0.7197037,1.037179,1.3362455,1.3340881,1.2171174,1.2509176,0.8679663,1.1449499,1.2032297,0.751789,1.2704241,0.98289514,0.89111227,0.8780465,1.4223613,0.78248477,1.1942232,1.2232116,0.82442,0.92199975,1.1898175,0.47328687,0.9802474,1.2671658,1.1166651,0.99044454,1.2313952,1.1359197,1.0894408,1.118458,0.864881,1.0907471,1.1381121,0.89891464,0.67110944,1.3751004,0.87967056,1.1998266,1.0746235,1.0659844,1.2666737,1.0926495,1.1637207,0.8450905,1.1544542,0.486318,0.83410835,0.31049645,1.261987,0.8637017,1.0703142,0.9137662,0.9136583,0.9715238,1.2808754,0.39362097,1.0495502,0.76595116,0.9088881,1.060398,0.79657733,0.56058407,1.1179683,1.1214341,1.2201217,1.2064801,1.0061597,0.76283586,1.280859,1.0757315,0.59137934,0.9433138,1.2080308,1.1102064,1.1982777,1.166311,1.2163879,0.5124155,0.9027503,0.56884634,0.0,0.78542364,1.2787734,0.9656212,1.2013298,1.1163518,1.2722945,0.6754707,0.7379619,0.7319139,1.1147037,0.7164894,0.82324624,0.9374757,0.9493683,0.8022351,1.2558254,1.1298869,0.5300211,1.3726716,1.0724418,0.9903226,1.12322,1.2394496,1.1088693,1.1041541,1.0697343,0.66567856,1.2292267,1.0795363,1.299767,0.56036556,0.9226746,0.9405328,0.8181658,1.0727885,1.2711215,1.2715219,1.3235596,0.94586545,0.2892906,0.60511225,0.8650388,0.9528128,0.94492793,1.274674,1.1582621,1.1175067,0.49949354,1.2806762
orange,1.4037857,0.68667454,0.0244897,1.2216604,1.3553668,0.37707317,0.5858984,0.48299438,1.0377591,1.3462183,1.2437623,1.4239767,1.1502168,1.312513,1.358235,0.75371957,1.3851609,0.72750854,0.5824319,0.5837642,1.1983656,0.61460996,1.2761513,0.88139606,0.84352875,0.817163,1.0958803,0.83782566,1.2838209,1.4120681,1.0853401,0.7180064,1.2861813,1.2791562,1.0428339,1.2392588,0.68173695,0.8575583,1.3356073,0.66126275,0.45690084,1.4130051,0.5767175,1.180824,1.3443785,1.220192,1.3386256,1.1995964,1.2621369,0.102734745,1.3105276,0.96190083,1.1368188,0.80763435,1.21233,0.6988127,0.68133295,1.2220325,0.62125057,0.8118149,1.2713163,0.8033005,1.0590436,0.7020868,1.2161072,1.1861019,1.2386096,0.8094969,1.2492695,1.3249433,1.3720968,0.9405354,1.2788823,0.6031761,1.410146,0.8325056,1.1001525,0.6768169,1.0156922,1.3678688,1.026297,1.1963202,1.1584805,0.50032276,0.68479836,0.81435025,0.78542364,0.0,1.2474338,1.0498544,1.4021833,1.3819876,1.1840314,0.58024025,0.52324367,0.35539836,1.1962222,0.80548155,0.62249345,0.74402833,0.62248605,0.6330873,1.22193,1.1078495,0.7186981,1.2763655,1.2162017,0.99503297,1.2119673,0.9413409,1.3152626,1.1194259,1.248034,0.65277547,1.3266766,0.8768556,1.3107562,0.60346097,0.5085,1.2482146,0.5265103,1.164812,1.2424474,1.329101,1.4078844,0.5269966,0.76601064,0.4767015,0.67997324,0.7174566,0.5030834,1.3023567,1.1487038,1.2067518,0.72850597,1.328252
oven,1.0573326,1.1063697,1.2728986,1.1267406,1.0371244,1.2227349,1.2849445,1.2022568,0.76774764,0.7692006,1.0567297,0.8766608,0.7693971,0.5592242,1.040104,0.94336474,0.8660178,0.96352035,0.94019175,1.0423907,0.76678455,1.266882,0.64119154,0.7365256,1.080997,0.57877636,0.97786003,1.2908452,1.0287457,0.42232502,1.0069788,0.9695479,0.33838212,0.61093843,0.98486435,1.1341801,1.3171036,1.0863408,0.7708605,1.1683306,1.1995252,0.85345846,0.8974168,1.0055784,1.0662075,1.1004729,0.42007518,0.6417042,0.90041715,1.2673999,0.9748963,1.1905597,1.2968388,1.337726,0.8978116,1.0105611,1.0925678,0.9832038,0.99161875,1.2431387,1.0290806,1.2422837,0.84736466,1.4152359,1.1677803,1.1292238,1.314738,1.0563629,1.0701605,0.99107814,0.79008454,0.84497654,0.8680649,0.9640231,0.63863397,0.8975134,1.0463712,1.1108949,0.9870697,1.0032988,0.71990657,0.952483,1.14583,1.2600951,0.68625253,0.93249315,1.2787734,1.2474338,0.0,1.1300744,1.0406376,0.84852254,1.0473771,1.1637064,1.1447874,1.1972253,1.1145077,0.8825325,1.1509637,0.91203195,1.0799909,1.058184,0.73597103,0.9620834,1.2303829,0.29819542,0.83416283,1.1849986,1.1117369,1.0560814,1.092332,0.84576046,0.77797806,0.9131848,0.7058808,0.6764399,0.9242796,1.1481291,1.0351704,1.089801,1.0375332,1.0512378,0.6884628,0.9720623,0.9837438,1.1760559,1.2911687,1.1827638,1.1642208,0.67058665,1.2732337,1.1135185,1.0570078,0.52867293,1.1969382,0.7798203
owl,0.95097077,0.9473452,1.0235269,1.2096744,0.9033448,1.0678493,1.0946171,1.1338292,0.9601899,0.89707047,0.57738715,0.8775404,0.99465436,1.1014647,1.0099034,0.93545526,0.8274448,1.1281093,0.9965538,1.0045729,1.1865562,1.0895787,1.1282271,1.2613682,1.0514697,1.0862389,0.9899279,0.88097084,0.52869064,1.1466614,1.0405414,1.007622,1.0420983,1.0659872,1.1225455,0.95999146,1.0201668,1.0314057,1.0005468,1.0262544,0.9765444,0.9308375,1.0972252,1.2040584,0.6641214,1.2854623,1.0336132,1.1433389,0.9857822,1.0959059,0.71247935,0.96405554,1.0391111,1.0018374,0.9872052,0.90582573,1.1562635,1.0879666,1.056589,1.1971823,0.9817025,0.9827143,1.0747275,1.1129819,1.0724622,1.2098378,1.0983208,1.0657358,0.693147,0.95928293,0.8838999,1.261128,0.87672126,1.0437626,1.0244077,0.890283,0.92562336,1.025145,1.1644336,0.9490845,1.1381903,0.989367,1.11754,0.91278416,1.0109318,0.9322766,0.9656212,1.0498544,1.1300744,0.0,1.0110428,0.9197775,1.0903286,0.85493183,1.0316247,0.9971758,0.9693429,0.9606226,1.0258123,1.0818691,1.0805752,1.0212938,1.085623,1.1944199,0.97445464,1.1396698,1.1049896,1.0962912,1.0382849,1.027458,0.84846175,1.041259,1.0279034,1.0360131,0.8940557,1.0610561,0.84868574,0.9179074,1.0693898,1.0115366,1.0646127,0.95935744,1.1416674,0.98444426,1.0327854,1.0627873,1.0586175,1.0518363,1.101859,1.0339713,1.1873074,1.136403,0.83475864,1.2588093,0.93384427,0.91942126
pajamas,0.51814336,1.2665722,1.4313444,0.84420276,0.57292855,1.3338139,1.250537,1.404612,1.2317358,0.8226044,0.72924924,0.4069556,1.1943548,0.95572144,0.18021256,1.2839267,0.5877539,1.4079603,1.3409008,1.4400485,0.91688114,1.4086502,1.0121,1.2334067,1.242553,1.3880131,0.97944295,1.1797783,0.6835241,0.8320137,0.921279,1.4946315,0.9211834,0.6966944,1.0879893,1.019969,1.0495613,1.1837634,0.6031277,1.3548832,1.553458,0.5212798,1.438178,0.92838347,0.59054786,0.6073979,0.88709486,1.154013,0.49610728,1.328851,0.63074195,1.1681788,0.64733565,1.2297667,0.78537315,1.366177,1.2181935,0.9330642,1.4986966,1.2000251,0.6781917,1.2630514,1.1241856,1.2827923,0.4980448,0.89884615,0.793055,1.1831354,0.56276274,0.8842303,0.45676124,1.109107,0.73548895,1.5797513,0.7111696,1.3058016,1.0941199,1.3158863,0.8672956,0.60955304,1.1720818,0.88483137,0.8642089,1.3357844,1.437256,1.3932117,1.2013298,1.4021833,1.0406376,1.0110428,0.0,0.52391154,0.9606147,1.4522465,1.5562012,1.4779097,0.66940975,1.2818463,1.3829503,1.3601222,1.4548986,1.2021691,1.0168009,0.8735359,1.246165,0.96611834,0.9071829,1.1590025,0.43330956,1.2962623,0.34861612,1.1765645,0.68810904,1.4955201,0.74722826,1.3319681,0.8078413,1.4451625,1.4631121,0.9047432,1.5545847,1.0042548,0.784274,0.29958922,0.4568079,1.4167025,1.2706203,1.4512293,1.3891273,1.4354044,1.2776567,0.762944,0.83919096,1.1498855,1.3729434,0.7780778
pants,0.5083076,1.1662097,1.4231795,1.0797222,0.51087415,1.4133601,1.2229092,1.3730246,1.299982,0.69156617,0.8446226,0.3543368,0.93035036,0.63111407,0.5634627,1.1665828,0.45149255,1.4892873,1.4388916,1.4859115,1.012114,1.4058456,0.89223665,1.3100089,1.2370341,1.289211,1.0777833,0.9185891,0.61363274,0.68035954,0.9004361,1.523259,0.63311327,0.57745284,1.0917608,0.91854775,1.0902739,1.2157079,0.39377207,1.4009502,1.5184003,0.5845416,1.524403,1.0225105,0.5861463,0.93459266,0.7855933,1.0779772,0.6537375,1.3648009,0.6819426,1.1139587,0.7425593,1.110064,0.90934557,1.3779097,1.2976968,0.8594222,1.5293908,1.1779854,0.7147294,1.2186148,1.1291982,1.4162396,0.6771432,1.1204278,0.7699872,1.2263484,0.7122536,0.6329589,0.22818267,1.2091275,0.24226564,1.4365711,0.60532904,1.339714,0.918471,1.2628036,1.118925,0.64735603,1.2395693,0.9084724,0.8375808,1.4080884,1.3646863,1.318279,1.1163518,1.3819876,0.84852254,0.9197775,0.52391154,0.0,0.97422075,1.4349716,1.4562507,1.4951568,0.73138994,1.0917926,1.3986754,1.4306376,1.4901085,1.4511821,0.99465466,0.89397776,1.2463776,0.889944,0.75243515,1.1431288,0.6617047,1.2738204,0.33227193,1.137676,0.36314732,1.3402234,0.6264531,1.1956134,0.7677283,1.4437103,1.5921522,0.84250194,1.5416398,1.00145,0.8713597,0.41079807,0.5093043,1.5271157,1.1999749,1.4319217,1.3479233,1.3525357,1.4926498,0.7960206,0.9592089,0.98529863,1.3634247,0.8835138
paper,0.8858328,1.1697862,1.2048749,0.8673737,0.7224808,1.0233604,1.040906,0.9522172,0.8470559,0.6979652,0.91774017,0.86164844,1.0559219,0.90530926,0.79608274,1.2387798,0.86383915,0.8816625,1.1736963,1.0580779,0.7040448,1.0939286,0.95539,0.9265184,1.2021002,1.1611533,1.0112101,1.1523131,1.1588415,1.0059372,0.94951934,1.0334091,1.0780017,1.135973,0.7060553,0.70331204,1.0020776,0.9979653,0.9942288,1.1041594,1.1457423,0.74831414,1.1377418,0.66240585,1.0895761,0.9636194,0.94436353,0.7583335,0.8773723,1.0603025,0.9896718,1.1649045,1.0388213,1.2238784,0.9126861,1.1428807,1.0366831,0.9687085,1.1878777,0.914699,0.9199055,1.2520629,1.0269123,0.8705861,1.1018753,0.93714505,0.8744167,1.2575402,1.1075165,0.8405757,0.98760813,1.0010759,1.0882236,1.1948842,0.91604173,1.0354892,1.1744422,1.0441856,0.84142685,0.824527,0.92460907,0.95867,0.8387218,1.2380904,1.2070168,1.3163671,1.2722945,1.1840314,1.0473771,1.0903286,0.9606147,0.97422075,0.0,1.1570196,1.1362188,1.2488694,0.9686625,1.2142493,1.2236674,1.2598625,0.99691105,1.1860507,0.9060509,0.8964841,1.1597047,0.90687674,1.1012673,0.96906006,0.99289674,0.74598014,1.0072603,0.9832235,1.0189408,1.3185222,0.82295936,0.9159801,0.73606604,1.2677886,1.0279284,0.927243,1.2380725,0.853039,1.0040078,0.9197451,0.7027403,0.9560103,1.2582812,1.2598922,1.0380634,1.1190232,0.92007077,0.57107425,1.0156088,1.0472188,1.2109461,0.9881531
pen,1.5406065,0.58033735,0.5173317,1.2339872,1.3229573,0.78074884,0.9442033,0.81001866,1.0129349,1.2053198,1.1454946,1.4820828,0.7380689,1.2283653,1.5181844,0.45128036,1.3924358,0.50184906,0.27564192,0.2948017,1.2715745,0.8191123,1.1151137,1.0430009,0.78234076,0.53672844,1.0147763,0.72495455,1.1859599,1.3130721,1.2757928,0.59643567,1.2054583,1.2916422,0.9968704,1.1978345,1.1149957,0.9234637,1.401061,0.7627739,0.106364906,1.4845881,0.36326408,1.2961588,1.3517563,1.3935357,1.1766156,1.0139592,1.363337,0.7808002,1.1984569,0.82338995,1.2402958,0.66445255,1.253615,0.60562706,0.9166888,1.2635467,0.4446056,1.0881841,1.4523557,0.60146403,1.0426673,0.85417056,1.3138646,1.3076887,1.2550938,0.6966223,1.179172,1.1735246,1.4311867,1.1083715,1.1422074,0.36584407,1.3498966,0.74349904,0.95326126,0.89190954,1.1807492,1.4739163,0.84772384,1.2371627,1.4379176,0.2933973,0.4715551,0.3712151,0.6754707,0.58024025,1.1637064,0.85493183,1.4522465,1.4349716,1.1570196,0.0,0.22822797,0.38585842,1.3265094,0.5743865,0.72297585,0.59317744,0.53921086,0.56639415,1.245826,1.3455322,0.8414991,1.2577822,1.1659938,1.089446,1.3170131,0.8229236,1.3921591,0.99192965,1.3189079,0.41327643,1.270114,0.76948917,1.2434658,0.19951314,0.55450493,1.2315848,0.39093554,1.1474257,1.299107,1.449718,1.5134146,0.67880344,0.69993085,0.3303293,0.608555,0.48421133,0.78929985,1.4306912,1.1001234,1.0696688,0.36438298,1.2070568
pencil,1.5383449,0.6322959,0.4947384,1.1357067,1.3586338,0.76023614,0.8913628,0.6321951,0.8915448,1.2919004,1.3017265,1.5634414,0.73418933,1.1401081,1.5708234,0.4823408,1.4160484,0.437173,0.5190141,0.42792982,1.2397552,0.67023385,1.022374,0.99581283,0.74023014,0.51135486,1.1164669,0.6304168,1.3532537,1.2161481,1.2293243,0.5966095,1.2146822,1.2908113,0.9436926,1.0661387,1.099386,0.8291534,1.3902391,0.643402,0.10244435,1.5133929,0.46589422,1.2500194,1.5008094,1.3058279,1.2340295,1.0169923,1.3966115,0.6937897,1.2992295,0.84136766,1.3167739,0.61162007,1.3418355,0.64490193,0.87425643,1.2256057,0.35910612,0.88460547,1.3737285,0.69183695,0.97750294,0.8043892,1.3928158,1.2143725,1.1866612,0.740129,1.3202698,1.1028733,1.4655745,1.0033369,1.157801,0.23296899,1.3303288,0.7446605,0.9286399,0.8202807,1.1842029,1.4628861,0.7945782,1.279067,1.3640311,0.52722216,0.4735644,0.40272987,0.7379619,0.52324367,1.1447874,1.0316247,1.5562012,1.4562507,1.1362188,0.22822797,0.0,0.3515467,1.3827243,0.58467203,0.6006614,0.56984663,0.53744054,0.6421946,1.2209427,1.2477205,0.8273966,1.230218,1.1009789,1.0188,1.3935432,0.66527474,1.4892116,0.9376148,1.296095,0.30501884,1.3913571,0.6781775,1.2931404,0.29482567,0.5411018,1.1106883,0.25687218,1.192634,1.3017805,1.520648,1.5364324,0.6499892,0.6562958,0.33294594,0.3482952,0.51266056,0.71481,1.4045831,1.2528589,0.8440488,0.5409486,1.3362224
pickle,1.4894023,0.705446,0.2878191,1.1978208,1.4274707,0.61442786,0.86946315,0.43054664,0.9787857,1.4636451,1.2873372,1.5773598,0.9023788,1.3111775,1.4665136,0.7167177,1.4414974,0.5912932,0.5144675,0.562595,1.325724,0.47819066,1.1427772,1.0304123,0.68990374,0.69266146,1.0841106,0.800802,1.2962356,1.3811963,1.1556453,0.6115793,1.2874023,1.3215494,1.0985925,1.2530755,0.8859115,0.86174864,1.4865956,0.45903873,0.27458,1.5628128,0.5127084,1.1942594,1.369481,1.3455913,1.3368589,1.1982834,1.3587252,0.5114794,1.3488052,0.8204001,1.2267976,0.6978337,1.302753,0.60159886,0.66754997,1.25113,0.35812712,0.8228961,1.3829496,0.6336497,0.9318539,0.6876832,1.3078156,1.1676375,1.2662531,0.67937493,1.2730412,1.2937169,1.5090458,0.9389865,1.3380413,0.3223939,1.4691491,0.7865913,0.9897861,0.7139501,1.1888951,1.4588037,0.9152123,1.2609304,1.2342372,0.41936743,0.48763895,0.5168739,0.7319139,0.35539836,1.1972253,0.9971758,1.4779097,1.4951568,1.2488694,0.38585842,0.3515467,0.0,1.2800623,0.7176928,0.41375017,0.5239703,0.5062798,0.58292747,1.14376,1.1713877,0.7229981,1.3139765,1.0789449,0.8812983,1.3464557,0.83407515,1.4532853,0.94100773,1.3398288,0.41738725,1.430753,0.9360803,1.3719541,0.37625557,0.4091084,1.2238322,0.29509735,1.2087466,1.2581716,1.4813159,1.549067,0.5064309,0.65487987,0.28946579,0.5440267,0.533176,0.6379763,1.46372,1.1426845,1.0916835,0.5242474,1.3139805
pig,0.39374524,1.2863834,1.2260349,0.98440665,0.8012761,1.2047117,1.1220852,1.1634706,1.1843609,0.92028856,0.695005,0.5700357,1.1816975,0.9708763,0.7269008,1.1624687,0.65573657,1.2856629,1.2981966,1.3124357,1.0090126,1.1267076,1.064156,1.2133285,1.13809,1.3288456,1.0449928,1.1030492,0.62488043,0.9778992,0.8913559,1.2758443,1.039793,0.92997855,1.0860585,0.90519327,0.90337765,1.165563,0.66652757,1.16763,1.3883156,0.67334896,1.3482754,0.94544125,0.45004642,0.7634921,1.0363072,1.0834056,0.81941825,1.1360775,0.9069787,1.0934706,0.6813197,1.1622068,0.8710211,1.1928643,1.0660001,0.89010686,1.3541615,0.92528784,0.7373051,1.1267258,1.0126709,1.1234946,0.7418462,0.919438,0.8318993,1.1683972,0.8640309,0.90562266,0.7619936,1.1341425,0.8020364,1.3435376,0.8732933,1.2400432,1.053783,1.1263585,1.0182945,0.701484,1.2468462,0.85307187,0.8652506,1.2432413,1.3152368,1.3285596,1.1147037,1.1962222,1.1145077,0.9693429,0.66940975,0.73138994,0.9686625,1.3265094,1.3827243,1.2800623,0.0,1.1243265,1.1564326,1.2813456,1.29599,1.2637832,0.9581027,0.76591533,1.1416159,1.090029,0.90809387,0.9543785,0.7660265,1.1731501,0.68453205,1.1590099,0.9506854,1.3074372,0.8584997,1.236999,0.8959255,1.3120751,1.3172601,0.93380356,1.3601316,0.9839744,0.98851883,0.7336954,0.72885066,1.2291241,1.1986414,1.2976863,1.2080499,1.334631,1.1355054,0.81875205,0.9917138,1.1593386,1.3042389,0.9863498
pillow,1.3041122,0.4829809,0.81202483,1.1454011,1.356885,1.0183442,1.0226419,1.0538309,1.0295161,1.036654,1.2746332,1.1017833,0.50143254,0.6937225,1.2863432,0.4476688,0.9794966,0.59948707,0.6824198,0.59713805,1.0936807,0.87401,0.98721,0.8782807,0.9022758,0.39134628,1.1058791,0.7587477,0.98355615,0.8353009,1.1438255,0.8065182,0.9525883,1.034205,0.914481,1.2278873,1.1399441,0.97023493,0.78001845,0.91454506,0.61625814,1.2956867,0.64245033,1.3585703,1.1551756,1.1668948,0.9939095,0.97034097,1.2513883,0.9111885,1.2593625,0.9630822,1.2389079,0.67284477,1.3728297,0.66970444,1.0481437,1.0973973,0.7009195,1.2062863,1.2994642,0.8488265,0.8578817,1.0985273,1.2320694,1.0733029,1.1438632,0.68611205,1.3044248,1.118699,1.1812731,1.0727985,0.7812318,0.5426586,1.1547248,0.8883722,0.80664617,0.93386716,1.2158852,1.2267946,0.9434262,1.1623629,1.3255075,0.69439924,0.5576735,0.45811987,0.7164894,0.80548155,0.8825325,0.9606226,1.2818463,1.0917926,1.2142493,0.5743865,0.58467203,0.7176928,1.1243265,0.0,0.7946549,0.6833987,0.7154518,0.7607889,0.942822,1.1054281,1.0111638,1.1414305,1.059424,1.0674696,1.3056514,1.1577263,1.3027195,0.98939914,1.0359023,0.58954734,1.1724324,0.58887595,1.3186421,0.5125214,0.7675319,1.0686808,0.66921604,1.1660123,1.116873,1.35602,1.3389039,1.016319,0.6614552,0.5818696,0.93719906,0.62491024,1.1605458,1.3994921,1.23372,0.8535845,0.7066146,1.1358824
pizza,1.278173,0.8302785,0.60025036,1.0039032,1.3733763,0.8445968,0.93978685,0.51497525,0.9918913,1.3947985,1.2045417,1.4939665,0.95193905,1.2377162,1.3470914,0.8773097,1.3107992,0.7363467,0.8238595,0.803825,1.2492417,0.1291908,1.2326733,1.0328869,0.69362366,0.8806717,1.0480456,0.8151554,1.144404,1.2879834,0.8568511,0.77559894,1.2611834,1.2633257,1.2360902,1.2420809,0.9168512,0.8397119,1.3820564,0.13627172,0.61997354,1.4924846,0.75807285,1.2045027,1.1789801,1.1382457,1.3464328,1.1659623,1.3177555,0.6346116,1.3196766,0.89530975,1.2274008,0.73746234,1.3115509,0.7404884,0.6490252,1.1516292,0.35653293,0.77842784,1.2322912,0.78076947,0.8331216,0.7406999,1.2849118,0.83366084,1.0792214,0.8071091,1.2203504,1.3341923,1.3851712,0.8699852,1.2900497,0.47939748,1.384448,0.8851606,0.86683697,0.77105737,1.1308205,1.2424054,1.0754392,1.2167991,0.90307295,0.71816146,0.635295,0.7072796,0.82324624,0.62249345,1.1509637,1.0258123,1.3829503,1.3986754,1.2236674,0.72297585,0.6006614,0.41375017,1.1564326,0.7946549,0.0,0.65682185,0.44207776,0.73244303,1.0390087,1.0019594,0.825134,1.3006861,0.9667961,0.56079376,1.3194289,0.99409944,1.4017469,1.017734,1.2095237,0.6057699,1.4197301,0.95946485,1.3364224,0.68112135,0.6385903,1.1300178,0.3295964,1.1489906,1.2439975,1.4279091,1.3966644,0.7118115,0.6792741,0.45474374,0.6783243,0.6967691,0.8467234,1.2761894,1.2045466,1.1024555,0.75657123,1.3546937
plant,1.3796256,0.72691,0.6965703,1.0367252,1.3985314,0.8072279,0.9265543,0.7825073,0.7768765,1.2972115,1.1834075,1.4884472,0.88058406,1.1216158,1.4098234,0.6745753,1.3567432,0.548835,0.54867864,0.6223424,1.0877438,0.82601506,0.9544335,0.7849683,0.72226816,0.5455472,0.8940734,1.0063326,1.1817274,1.1255411,1.0618984,0.5680907,1.0387727,1.1030856,0.97954404,1.2711658,1.1257594,0.86760104,1.3262595,0.7628926,0.52128243,1.4064947,0.5602907,1.2462957,1.3006351,1.1936955,1.0469307,1.0684751,1.3057823,0.8888962,1.3056486,1.032458,1.2874424,0.96157753,1.2720501,0.47285056,0.63261914,1.2134224,0.52341884,0.92287993,1.2724631,0.9240209,0.90463454,0.931579,1.2673182,1.0522375,1.3220103,0.79036576,1.1860371,1.3018808,1.4114596,0.7977053,1.1725181,0.48840213,1.3002415,0.75034595,0.9732462,0.65247244,1.0397811,1.4475634,0.7551994,1.1301001,1.2341634,0.745154,0.5017871,0.57790864,0.9374757,0.74402833,0.91203195,1.0818691,1.3601222,1.4306376,1.2598625,0.59317744,0.56984663,0.5239703,1.2813456,0.6833987,0.65682185,0.0,0.6925906,0.66061026,0.9765682,1.0960833,0.9530177,1.0147816,0.87979794,1.00705,1.28779,0.87902373,1.4305531,0.9429211,1.2697909,0.5802209,1.2363158,0.7224026,1.3409388,0.64345044,0.5361103,1.2528948,0.49399054,1.0968853,1.085291,1.4346104,1.4942204,0.79163384,0.9133252,0.65787435,0.7364012,0.5430518,0.896414,1.3626778,0.9259716,0.84319997,0.7950933,0.9111826
plate,1.4780977,0.745165,0.5968213,1.0820893,1.3745548,0.759855,0.9076021,0.6367527,0.9380826,1.0260503,1.30593,1.4548131,0.9343549,1.1707034,1.3903108,0.73894787,1.3564167,0.56855303,0.578029,0.4004581,1.0475532,0.4984684,1.1721597,0.79790276,0.85833573,0.6975888,1.0233601,0.9851702,1.3295436,1.221786,1.1045709,0.5228032,1.253988,1.353231,0.9424308,1.1433966,0.9629311,0.84869546,1.3868681,0.5559445,0.49620235,1.4054475,0.49336356,1.0226527,1.4032742,1.2852033,1.1844203,0.9145846,1.3863492,0.62757504,1.3013935,0.99389076,1.289395,0.931857,1.1602569,0.75431,0.801965,1.2633095,0.24001408,0.9854036,1.2738078,0.8411667,1.0547426,0.72549796,1.3790748,0.9801531,1.2726103,0.90090346,1.2911949,1.2850258,1.4695269,0.76470244,1.3281119,0.5283233,1.3296173,0.77380836,1.105201,0.8267686,1.0251156,1.4031484,0.9065442,1.1652986,1.0347203,0.6085716,0.653238,0.7017091,0.9493683,0.62248605,1.0799909,1.0805752,1.4548986,1.4901085,0.99691105,0.53921086,0.53744054,0.5062798,1.29599,0.7154518,0.44207776,0.6925906,0.0,0.68329334,1.0621388,1.086743,0.880092,1.1523399,1.2676847,0.76938915,1.3363822,0.854488,1.441584,0.96648383,1.2941283,0.6718025,1.2282662,0.6496736,1.1416253,0.5584036,0.5260947,1.2731857,0.32362914,1.0227293,1.2757046,1.3947723,1.2577689,0.4546551,0.88331777,0.5208913,0.7372142,0.69125056,0.81580323,0.9975264,1.1336867,1.129769,0.69907874,1.2348262
