,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
knife,0.798553,0.5688883,0.7622445,0.998901,1.3295152,1.1381955,0.8320397,1.158336,1.0278943,1.1251094,1.5375907,0.54310983,1.2672373,1.382386,0.7583932,1.4558451,0.75408363,0.62215626,0.77589667,1.172945,0.65693694,0.51801777,0.9379486,0.82246363,0.4525001,1.1782794,0.60272443,1.1840293,0.8928282,0.784641,1.1788665,1.4403676,1.240603,0.69354177,0.92906475,1.2170308,1.0030866,0.47954905,1.5095592,0.5840669,1.3308221,1.3296528,1.0233586,0.72112936,1.3492223,1.0192336,1.2990882,1.3345468,0.7064073,1.0685794,0.86594445,0.23033977,0.7702461,1.2993934,0.65932435,1.0280437,0.8159789,1.3593982,1.1109343,1.0458148,0.7158514,1.1288044,1.1654401,1.3452234,1.3209515,1.0369282,0.0,1.0990238,0.72584456,1.3330953,1.087335,1.2989298,1.1393096,1.0226755,0.74549234,0.503157,0.40778118,0.9152541,0.7365256,0.8457204,1.2628497,1.3788857,1.130263,1.1395407,0.27850974,0.32808965,0.73374367,0.57716334,1.0916345,1.0761063,0.5548021,0.76093686,0.8372597,1.3086591,1.0493914,1.1877083,1.0846052,1.3008797,0.6455676,1.4128019,0.9796147,1.0449386,0.42214423,1.2540253,0.68192524,1.3268471,0.52008307,0.99259543,0.91419137,1.183812,0.2569865,0.7578464,1.3639901,1.4553496,1.416812,0.847811,0.6989838,0.64142996,0.54585516,0.62202096,1.2239037,1.087305,1.2309164,0.7967614,0.48113197,1.2190917
ladder,1.1601456,1.2031422,1.3798796,1.0842569,0.79689413,1.2144152,1.2886235,1.06344,0.8114004,0.7398897,0.60652614,1.0902205,0.7117981,1.0108091,1.1606352,0.8677354,1.042699,1.0128394,1.0809073,0.70199525,1.3053868,0.85690176,1.1234635,1.1313323,1.0248016,0.7238153,1.3082657,0.83093274,0.5201179,1.2141073,0.6654901,0.8425047,0.9890005,1.0445153,1.1204836,0.67947274,1.0379049,1.2289815,0.6148826,1.1464576,0.83351636,1.0859581,0.6516426,0.8658397,0.93748987,1.2694592,0.80900663,0.93244576,1.3745352,1.0485098,1.0283523,1.1691289,1.3017422,0.96218336,1.2081019,1.256205,1.4194033,0.88197106,1.1048121,1.2494557,1.1783695,0.8930199,0.745399,0.8165666,0.83993804,1.155119,1.0990238,0.0,1.019483,0.9731051,0.9801097,1.124893,0.69147116,1.1415483,1.2364612,1.0811546,1.222004,1.2892803,1.3718306,0.6952559,1.0157183,0.90521663,0.89139384,0.9282557,1.2681099,1.3188311,1.2940004,1.1854687,1.0821964,0.92334706,1.0849366,1.192717,1.1316348,1.0394316,0.9350838,0.6073939,1.1017429,0.8838582,1.0120323,0.8624952,1.1963058,0.9969041,1.1478946,0.65250176,0.8851229,0.52992326,1.277618,1.0880773,1.0461624,1.0785851,1.169991,1.1948991,0.85385275,0.80971444,0.5986601,1.3074083,1.3758476,1.2119417,1.1306201,1.0395626,1.1658936,0.9832141,0.78042114,0.5581789,1.3724468,0.4895771
lamp,0.9713334,0.966315,0.70815223,1.0417526,1.2864562,0.69365406,0.5800803,1.0992678,0.85759735,1.2206547,1.3733492,0.7297604,1.3196318,1.2356416,0.7921909,1.2823105,1.0341766,0.71462154,0.7637602,1.1999137,0.8408917,0.691779,0.8668529,0.93252945,0.72084165,1.1596079,0.8242607,1.156485,1.0289358,0.37776423,1.1560478,1.2878866,1.1836116,0.77865916,0.780787,1.2568347,1.0752949,0.7536098,1.3669695,0.70494807,1.2510593,1.1638145,0.9941404,0.93801945,1.3101901,0.7182826,1.106126,1.2140825,1.0037081,0.99436045,0.66240466,0.60684955,0.8480375,1.0584122,0.82964396,1.2090334,0.88954544,1.229773,0.9831411,1.2251371,0.8338566,1.0990279,1.1811996,1.2901163,1.115799,1.1658361,0.72584456,1.019483,0.0,1.1468744,0.9449558,1.2432191,1.1243267,1.0481346,0.7914227,0.7094117,0.68885934,1.0031002,0.6945336,0.89393824,1.1982584,1.2868934,1.2996565,1.1304821,0.7475748,0.7939582,0.7654245,0.8406775,1.0898342,1.0566403,0.7047206,0.950906,0.7758639,1.0255268,1.1810637,1.1604834,0.945834,1.1877,0.97228193,1.3104028,1.1144876,1.1001546,0.78368646,1.1791234,0.9169469,1.2555952,0.7407752,0.8460688,0.98505986,1.1390027,0.5989242,0.70382977,1.2981782,1.3419877,1.3582156,0.7335742,0.92225164,0.7631916,0.7433755,0.7315055,0.9620644,1.2053998,1.0073105,1.0137107,0.88017637,0.9304813
melon,1.1938072,1.3103498,0.97265506,0.7212157,0.8578465,0.8093534,1.0617929,0.83026195,0.85614336,0.90545785,0.9150076,1.293066,0.9920401,0.99299335,1.1829152,0.9301343,1.1185471,1.2148435,0.83371854,0.8826595,0.952628,1.2601523,0.9393363,1.1274984,1.3946688,1.0334698,1.3094223,1.0854234,1.1366055,1.1632777,0.9925266,0.88213956,0.9519687,1.1148434,1.0887876,1.0585304,0.8892233,1.3335516,0.843155,1.2210473,0.9866988,0.93360186,1.0925701,1.1769593,0.90367836,0.91357595,0.91135305,0.92586124,1.1703424,0.8599278,1.0222208,1.2103568,1.1244535,0.5958227,1.3261843,0.9337378,1.0105077,0.8847973,0.9461495,0.843619,1.2909096,1.0042899,0.84123373,0.93145823,0.70237285,1.1118444,1.3330953,0.9731051,1.1468744,0.0,0.96235144,0.82733077,0.9722756,1.0831851,1.2809473,1.33232,1.415235,1.1394408,1.1682746,1.1269864,1.00382,0.9201491,1.0185155,0.8785319,1.3443613,1.2848711,0.9011489,1.3376453,1.058879,0.77883375,1.1051371,1.2356617,0.9537098,0.7566806,0.9150746,0.802127,0.97039527,0.894022,1.1128494,0.9328284,1.042959,1.0896453,1.2962457,0.9550319,0.9703547,0.884983,1.4126883,0.74364465,0.9580153,0.5370134,1.1776216,1.1348493,0.7392571,0.81858635,0.76278293,1.1054946,1.2455326,1.2677797,1.249186,1.2974074,0.87157625,0.6636765,0.8276568,1.0420547,1.405066,0.9211807
milk,1.0722053,1.1353772,0.9815865,0.7735218,1.1985004,0.86099935,0.8923408,1.1074501,0.7163203,1.0209616,1.0526457,0.9673449,1.1224345,1.0145832,1.0165012,1.0685891,0.9108013,0.7293966,0.7843113,0.8632072,1.0716234,0.9468621,0.57792085,1.0847605,0.9205405,1.1799777,1.1302793,1.1656287,1.0550181,1.0646569,1.0046228,1.0877956,1.0075115,1.024354,0.9920763,1.1264708,0.93856627,1.0194414,0.99266416,0.8870776,1.111847,0.86831063,0.98361176,0.9999135,1.1258851,0.9508014,0.9362986,1.0364743,1.1407934,1.2139416,0.8748559,0.9378956,1.067976,1.0017525,1.0686654,1.1490347,1.054603,1.0300969,1.0047581,1.1258563,0.98757344,1.1015978,0.8973807,1.1172982,0.8098098,1.2727735,1.087335,0.9801097,0.9449558,0.96235144,0.0,1.1300132,1.1741518,1.035096,1.0602201,0.8718021,0.9792493,1.1976334,1.0242318,0.828119,1.0944142,1.1511154,1.2618948,0.8426402,1.0726316,1.0589199,0.94435793,1.055532,1.1610497,0.99036425,0.8993198,1.1408349,0.93859744,1.0515658,1.0000273,0.91849065,0.98802435,1.0046079,1.05449,1.153808,1.1520617,1.1345327,0.92675483,1.009155,0.9703575,1.0432347,1.0884274,0.7345127,1.0049022,0.97423834,0.9562664,0.931041,1.0541465,1.0846134,1.0852765,0.98581666,1.110375,1.0262481,0.86514723,0.8589762,0.83486557,1.1035076,0.94736135,0.90357935,1.1349645,1.0098668
mitten,1.0032895,1.1000714,1.4213746,0.9663819,0.5769712,1.1709815,1.2974638,0.664865,1.0466678,0.7850976,0.70737976,1.4329591,0.63225234,0.5345781,1.2971112,0.5985973,1.0909623,1.4859688,1.3734909,0.9287617,1.1880265,1.4137863,1.1659758,1.0415757,1.5387316,1.0060067,1.1376904,0.8009777,0.92703795,1.2195206,0.86916137,0.8588389,0.8654984,0.9198457,1.1770358,0.7633292,0.8615306,1.5049093,0.7770073,1.4795947,0.7436276,0.7036805,1.0943552,1.1490328,0.6692292,1.2911811,0.73883945,0.9346073,1.0028969,0.7417478,1.2759707,1.3784488,1.2802398,0.681899,1.3725243,0.26913172,1.1347071,0.90580285,0.94774497,0.5244905,1.303899,0.9135495,0.7787505,0.73806006,0.8555051,0.80926335,1.2989298,1.124893,1.2432191,0.82733077,1.1300132,0.0,0.99170387,0.93896663,1.4171813,1.3598552,1.468803,0.9023989,1.3699889,1.2205001,0.8237333,0.66353,0.67481834,0.8460887,1.4091247,1.2467879,1.2838035,1.1792948,0.81276476,0.99800104,1.4911896,1.009294,1.1797897,0.7115856,0.7782529,1.005516,0.9925259,0.8667035,0.87569517,0.6571893,0.4927423,0.8554154,1.2511668,0.9580866,1.0608202,0.7957885,1.367778,1.3262501,0.6270349,0.9037159,1.410621,1.3375614,0.7089959,0.7142844,0.6689423,1.3203276,1.093358,1.4118319,1.4359852,1.299022,1.0001166,0.8551402,1.0518004,0.996764,1.2723072,0.9982074
motorcycle,1.0322303,1.1408316,1.2262113,0.976348,0.9357636,1.1518619,1.2166039,0.8650504,1.0811831,0.95190316,0.8238551,1.0325117,0.9587084,1.0463603,1.0275123,0.93311,1.1851404,1.1618598,1.1005309,0.9584023,1.2269276,1.1199644,1.2505147,1.0004383,1.115341,0.39813387,1.0933009,0.46696568,0.91920465,1.1241763,0.7164034,0.8596413,1.0058131,1.0730786,1.1279242,0.7926706,0.9546184,1.1761017,0.86976486,1.1397578,0.59622556,1.1346353,0.829666,1.112367,0.8965269,1.1559637,0.8806854,0.7615452,1.20225,0.9457698,1.1091809,1.2463931,1.0947423,0.95613784,1.016535,1.1365854,1.1352923,0.7945729,1.0574985,1.0969559,1.1757605,0.845836,0.99949783,0.9373278,0.8021033,0.91424173,1.1393096,0.69147116,1.1243267,0.9722756,1.1741518,0.99170387,0.0,1.0507178,1.0690738,1.1839973,1.1847916,1.0193835,1.2368524,0.99643016,0.9217321,0.9038026,0.892506,1.0934069,1.2062992,1.3047979,1.275949,1.134369,0.73401046,0.9229786,1.1149476,1.056598,1.2273117,1.0548106,1.0436077,0.8480874,1.023379,0.85181284,1.1602497,0.7908614,1.2023224,0.95287186,1.1592703,0.7761508,1.0116446,0.83234763,1.1299176,1.1197827,1.1212971,1.0856069,1.2123289,1.2142141,0.9574523,0.9213107,0.79873747,1.1828094,1.2003185,1.0928049,1.1741208,1.1619768,1.1936128,0.8954307,0.91556513,0.9859636,1.1822035,0.6939788
mouth,1.0814611,0.8439865,0.98759943,1.0461076,1.0053619,1.0649087,1.0322889,0.91603976,1.0649796,1.1081136,1.1704559,1.0952736,1.1633195,0.9958624,1.1576023,1.1427747,1.1238418,1.1635011,1.1558843,1.144603,0.8691516,1.1031127,1.1245124,1.0389707,1.1310586,1.1768559,0.84304184,1.1381133,1.1656638,0.83956295,1.1045322,0.91483116,1.1665869,1.0640478,1.020178,1.167235,1.0587399,0.9993934,1.1483995,1.0736359,1.0673809,1.0499042,1.1261837,1.0365744,0.94395643,1.0030595,1.0919225,0.75904524,0.6289475,1.0848607,1.0814931,1.0526621,1.1095724,1.0907255,0.8466902,0.9977871,0.7989057,0.82527703,1.012211,0.73075485,0.922579,0.95756346,0.98193127,1.0677664,1.033441,1.0149095,1.0226755,1.1415483,1.0481346,1.0831851,1.035096,0.93896663,1.0507178,0.0,0.89411473,1.1849135,0.916084,0.5852364,0.9860855,1.2458541,1.0950229,1.0248563,0.915021,1.0556542,0.9356318,0.8370391,1.1022714,1.1649401,0.8963547,1.048692,1.1387507,0.9012202,1.0617826,0.96313167,1.1243951,1.139827,1.0304941,0.9286942,1.0332388,1.0027081,0.8144154,0.9337513,1.0834228,1.15977,1.1379246,1.0808197,0.8376499,1.1416941,1.046675,1.0649208,1.0754933,1.020372,1.027891,0.9676599,1.0371077,1.0015185,0.60492146,0.8496641,1.0534664,1.1780329,1.0450863,1.0056514,1.0182756,1.101033,0.82169366,1.1121339
nail,0.9033622,0.77293026,0.40926898,1.1123028,1.3453252,0.76823074,0.54199225,1.1722021,1.2568481,1.4392016,1.4712632,0.640627,1.5244802,1.4076601,0.7601167,1.4508027,1.0355724,0.48929363,0.79507166,1.3675251,0.52620447,0.8224739,0.9361862,0.9291522,0.45774037,1.0961992,0.43226475,1.196243,1.3912835,0.57718027,1.3708432,1.2821553,1.2314525,1.0903018,0.6691255,1.4141028,1.1541259,0.14082015,1.4361167,0.3325677,1.2578378,1.2622344,1.257512,1.0690999,1.3611077,0.62039775,1.2824986,1.0543493,0.59331024,1.1905892,0.6560775,0.6595682,0.6822144,1.3730084,0.12490696,1.2598212,0.49456298,1.184809,1.1905333,1.1442802,0.419133,1.1860145,1.346397,1.3645084,1.3032224,1.0733953,0.74549234,1.2364612,0.7914227,1.2809473,1.0602201,1.4171813,1.0690738,0.89411473,0.0,0.7371836,0.36078775,0.716555,0.41686547,1.1679786,1.2940981,1.3811804,1.3159969,1.3698268,0.30831438,0.456398,0.8119474,0.8865454,1.1743368,1.194197,0.4234159,0.8623651,0.8948181,1.1815854,1.2839961,1.3718185,1.0476651,1.2843295,1.042823,1.3722627,1.136462,1.1912496,0.7605909,1.2939527,1.2319293,1.345536,0.15555626,0.9031639,1.2462473,1.3397714,0.63582695,0.41687328,1.2638209,1.368254,1.4986954,0.56981575,0.43118334,0.18080473,0.28666866,0.8161212,0.947152,1.3724246,1.1275989,1.2445815,0.36866206,1.3045104
napkin,0.8394414,0.8024094,0.6942311,1.0281392,1.4683651,0.95940787,0.7299751,1.2932262,0.8987981,1.2316481,1.438664,0.5424383,1.303443,1.2262634,0.7131983,1.1433331,0.7819477,0.35823804,0.77008367,1.0676217,0.70580155,0.5811286,0.75749373,0.94738317,0.28600156,1.194787,0.75996387,1.2586352,0.88403904,0.813462,1.1519043,1.4406108,1.1706412,0.8078849,0.6868959,1.1300887,0.95344305,0.5455002,1.5070355,0.48928988,1.2316755,1.2287239,0.94228107,0.8034828,1.4401811,0.9007436,1.1423516,1.3841544,0.9368059,1.2179382,0.74243546,0.50956297,0.73244035,1.4028239,0.76652443,1.1070157,0.937376,1.4231999,1.1416316,1.3269911,0.68941903,1.1654614,1.3435609,1.352767,1.2854966,1.0621032,0.503157,1.0811546,0.7094117,1.33232,0.8718021,1.3598552,1.1839973,1.1849135,0.7371836,0.0,0.43583232,1.121567,0.681127,0.5162672,1.0892924,1.4169115,1.2104622,1.0928471,0.55128753,0.6412374,0.6136526,0.3253265,1.1381952,1.0526506,0.535126,0.9480382,0.7763797,1.254945,0.876411,1.1137257,1.0405282,1.2732458,0.98367476,1.4502032,1.141858,0.9292412,0.404078,1.1997465,0.8254531,1.4401424,0.585377,0.8270607,0.87487906,1.2643899,0.50334394,0.59359556,1.221578,1.5175135,1.5245025,0.77864105,0.82600176,0.6221036,0.5092534,0.031962276,1.0839525,1.2893308,1.2144599,0.92026764,0.5977007,1.2156029
necklace,0.8375439,0.576584,0.51756966,1.1009603,1.4897324,0.99030674,0.587624,1.2537086,1.1528664,1.4267976,1.5711253,0.22342753,1.4729744,1.369767,0.64071923,1.4746983,0.9846989,0.39779,0.83894455,1.264586,0.6016583,0.56442064,0.91078365,0.8863866,0.18722361,1.2504009,0.4093936,1.1655151,1.0979018,0.6499042,1.310982,1.3930253,1.3141865,0.9612682,0.74968743,1.338476,1.1161251,0.26618743,1.5684066,0.38026738,1.2580509,1.2986976,1.1138309,0.96781,1.3989908,0.8654909,1.300505,1.229023,0.6556323,1.2947267,0.73251,0.48957068,0.73226357,1.4808884,0.35693693,1.2294621,0.76764476,1.2950809,1.1413147,1.2140929,0.4690184,1.064886,1.3595539,1.3871549,1.3020474,1.0767993,0.40778118,1.222004,0.68885934,1.415235,0.9792493,1.468803,1.1847916,0.916084,0.36078775,0.43583232,0.0,0.8564111,0.4994359,0.9074177,1.2524806,1.4178228,1.181584,1.3224204,0.27922398,0.4204213,0.6720148,0.59760034,1.1856828,1.129189,0.5177396,0.8549339,0.811636,1.27236,1.1156801,1.3190893,1.1132157,1.2356579,1.0270758,1.4378371,1.0689048,0.9827384,0.379166,1.3398619,1.0695169,1.4665484,0.18754268,0.9532736,1.1595349,1.383329,0.51186514,0.48534214,1.3625573,1.4789896,1.575179,0.73642373,0.5081172,0.32057476,0.3713063,0.5112523,1.1378276,1.3298761,1.1781036,1.0439996,0.26398242,1.2815435
nose,1.1802061,0.79744756,0.78156734,1.0056732,1.048112,1.0159835,0.9354757,0.8677831,1.2496545,1.2293788,1.2532614,1.1221256,1.2250758,0.9836447,1.0835519,1.1804081,1.2114155,1.1749473,1.1874361,1.2504864,0.6983489,1.0600177,1.1555599,1.0514984,1.0666953,1.1365001,0.51439655,1.0134757,1.2098143,0.7104954,1.1311104,1.0469915,1.2184386,1.0706583,0.9572176,1.2037103,1.1248137,0.8805777,1.2247525,0.97650766,1.0033534,0.89825046,1.1596006,1.0324135,1.0789355,0.90368176,1.1271868,0.75566185,0.42265093,0.9849169,1.1137993,0.9035352,1.0177493,1.0668453,0.62803966,0.9203943,0.7244421,0.92362034,1.1069158,0.64428365,0.7315689,1.0461162,1.1276757,1.1348383,1.1843048,0.85642433,0.9152541,1.2892803,1.0031002,1.1394408,1.1976334,0.9023989,1.0193835,0.5852364,0.716555,1.121567,0.8564111,0.0,0.77327263,1.2560377,0.96429795,1.1120613,0.9631679,1.1752652,0.75245064,0.62027997,0.977767,1.0506942,0.9919114,1.1824448,1.119619,0.80401456,0.99101794,0.9601431,1.1784062,1.2435828,1.0399635,1.0394657,1.0746969,1.080815,0.702778,0.9975136,0.94982165,1.2325752,1.247333,1.1526805,0.6168742,1.1862199,1.0746636,1.1474233,0.9431163,0.9382404,1.0641704,1.1210984,1.2072288,0.9350345,0.40342975,0.7940129,0.969689,1.1453068,1.035327,1.1719611,1.207124,1.1967626,0.6004318,1.1691343
orange,0.9444244,0.69201434,0.20861602,0.8378893,1.459224,0.46090353,0.28681207,1.0310935,1.0610839,1.5058511,1.5288498,0.6937107,1.4820942,1.3695539,0.6741041,1.3667312,0.91370654,0.61188704,0.7937275,1.2519124,0.54751205,0.81258464,0.6853892,1.0068277,0.5572423,1.2389088,0.44781297,1.3870305,1.3179274,0.6032419,1.3937036,1.3501406,1.2072027,1.067181,0.67403734,1.4048922,0.9829515,0.38665175,1.4788638,0.4483142,1.4027071,1.1518102,1.2691981,1.0556597,1.4680157,0.22913945,1.3811177,1.2020762,0.6240485,1.1025265,0.7597734,0.66873497,0.68139,1.2858496,0.5099895,1.1216005,0.5259304,1.3322723,1.149938,1.1157472,0.4982986,1.3193995,1.4203563,1.440322,1.244158,1.0300535,0.7365256,1.3718306,0.6945336,1.1682746,1.0242318,1.3699889,1.2368524,0.9860855,0.41686547,0.681127,0.4994359,0.77327263,0.0,1.1443346,1.1469437,1.4559277,1.3174238,1.2586466,0.47814655,0.54126376,0.5421168,0.69024956,1.1151261,1.2072482,0.58352035,0.79045504,0.6869901,1.0235451,1.2200767,1.4132253,0.9001876,1.3491349,1.0130692,1.5055084,1.0494722,1.1834251,0.78585774,1.4665244,1.166861,1.4127088,0.41011918,0.78516877,1.0062839,1.2086462,0.6431198,0.3694207,1.3048637,1.4984684,1.5358093,0.37381017,0.533239,0.46246082,0.5039926,0.7678697,0.6547111,1.2145829,1.2512641,1.3076864,0.47172308,1.393502
oven,1.0674559,1.2101648,1.1166714,1.0211204,1.2242056,1.1248796,1.0759593,1.312597,0.692664,0.8516325,1.0052693,0.80781627,0.8793818,1.1075002,0.98752105,0.9997725,0.87649584,0.6511013,0.8483018,0.74801314,1.1314708,0.7115418,0.8274298,1.0078919,0.6277529,0.9958496,1.2021149,1.0801531,0.4707203,1.169166,0.6235504,1.1306801,0.89968675,0.81516194,1.052053,0.7924534,1.0428935,1.1232224,1.0396312,0.86672544,1.0744482,1.0641189,0.45536685,0.580121,1.1972345,1.1884395,0.9354296,1.2519964,1.3039907,1.2979265,0.8503362,0.8408825,1.1332921,1.1316005,1.1870238,1.0881718,1.3717136,1.182183,1.0224726,1.2731215,1.0259311,1.0899334,0.9381597,1.1498778,1.0673085,1.2305108,0.8457204,0.6952559,0.89393824,1.1269864,0.828119,1.2205001,0.99643016,1.2458541,1.1679786,0.5162672,0.9074177,1.2560377,1.1443346,0.0,0.9922408,1.1988677,1.0505953,1.0076814,1.1210591,1.1365759,0.86779964,0.7334467,1.0958996,0.88187015,0.88267416,1.246749,0.98591894,1.1660018,0.8060613,0.44599283,1.0678039,1.0643315,1.146155,1.1936984,1.1451437,0.8359945,0.6525911,0.7629278,0.62934136,1.00013,1.1183496,0.8124202,0.98737854,1.0203936,0.86598206,0.9629842,1.0851121,1.2031459,1.0883173,1.1649368,1.274527,1.0787154,0.9736867,0.48293436,1.1413339,1.0600413,1.008385,0.54956234,1.1377424,0.74881196
owl,1.0521384,1.0928402,1.205208,1.0201828,0.95606786,1.1234854,1.2073792,0.9824758,0.9007859,0.965508,0.6919422,1.1691375,0.7515106,0.59076786,1.1774764,0.54276836,1.0293517,1.290924,1.2056181,0.8690069,1.2226679,1.1575328,1.0521133,1.0687889,1.2181431,0.94181347,1.2023267,0.93367404,0.9178493,1.1958348,0.91943634,0.8956977,0.8667986,1.0985584,1.1590449,0.7740636,0.9774697,1.291921,0.81122833,1.2606927,0.84921575,0.55617833,1.0370673,1.1112838,0.86150336,1.1534424,0.8895027,1.0280226,1.1395284,0.84044695,1.2081277,1.2610084,1.0743043,0.8538906,1.2704561,0.9067307,1.1427243,1.0501801,1.0151402,1.0083307,1.1336741,1.03799,0.92304957,0.87137616,0.88364923,0.8093336,1.2628497,1.0157183,1.1982584,1.00382,1.0944142,0.8237333,0.9217321,1.0950229,1.2940981,1.0892924,1.2524806,0.96429795,1.1469437,0.9922408,0.0,0.78223,0.8682159,0.929181,1.2698612,1.2300036,1.1318908,0.8806114,0.64117384,0.90905493,1.299989,1.0464212,1.0715028,0.7841645,0.8354658,0.9569852,1.0786884,0.98350203,1.1100847,0.8656954,0.94940966,0.83714724,1.1476997,0.9966683,1.125762,1.0262864,1.27142,1.0995667,0.83194447,0.88796943,1.2614247,1.2731951,0.74524605,0.9517907,0.79839796,1.0945319,1.1830348,1.2905886,1.2492977,1.0211966,0.9078717,0.9715175,1.023022,0.9965007,1.12572,0.9826219
pajamas,1.1194557,1.1440889,1.4229943,1.1665205,0.410536,1.2601502,1.390948,0.8217802,1.1734935,0.7767319,0.4439999,1.304701,0.5954608,0.41590142,1.3333812,0.5921049,1.2219329,1.4814389,1.3108163,0.9804241,1.4196241,1.3655993,1.4003701,1.162452,1.4723905,0.803638,1.2972996,0.59932154,0.9730499,1.3868319,0.8803166,0.48953462,0.943731,1.1010096,1.2830249,0.705654,1.0710357,1.4470724,0.5438305,1.4850436,0.6431806,0.79005337,1.0175124,1.2714779,0.13830048,1.3014385,0.5564809,0.792703,1.2261093,1.0407661,1.2173053,1.4135907,1.4130456,0.8024273,1.3354669,0.90610915,1.3308895,0.6061801,1.0144901,0.88422054,1.4097798,0.4620847,0.84003633,0.36456013,0.9420846,0.8801309,1.3788857,0.90521663,1.2868934,0.9201491,1.1511154,0.66353,0.9038026,1.0248563,1.3811804,1.4169115,1.4178228,1.1120613,1.4559277,1.1988677,0.78223,0.0,0.60993356,0.88733816,1.4204522,1.3688776,1.365715,1.2972836,0.84648263,0.99514574,1.4119453,1.1627295,1.2003566,0.9143488,0.91954404,0.9365312,1.1586713,0.59186596,1.1658291,0.116319776,0.990104,0.6962174,1.3069777,0.72277105,1.1168653,0.6502388,1.4384351,1.3386762,0.99309915,0.9241379,1.4320349,1.4240552,0.8758051,0.28461432,0.5738628,1.424107,1.3307457,1.4307224,1.4407799,1.3192159,1.2148435,0.9315282,0.8362863,1.102295,1.2911979,0.8351612
pants,1.1837018,0.7567744,1.3011066,1.1741521,0.5499648,1.3087411,1.2688482,0.98683727,1.3205774,0.7153121,0.6847082,1.0766008,0.59987044,0.8036057,1.328219,0.71763897,1.2314839,1.3750428,1.4276509,0.9910094,1.2317494,1.1337314,1.3791317,1.1176443,1.2292193,0.87028867,1.0681518,0.71640575,0.5779165,1.2327052,0.8202486,0.5871391,0.99072397,1.1228253,1.2031438,0.56913227,1.1379641,1.3849314,0.8602345,1.3889271,0.66715133,1.077742,0.8890747,1.1182739,0.69310653,1.2756537,0.841067,0.90705884,0.9297022,1.0206355,1.3940635,1.3706042,1.3817261,0.9426638,1.2571067,0.756901,1.2906966,0.8437459,1.0208333,0.7824422,1.2400911,0.7120645,0.9295026,0.5007411,0.9791562,0.54068005,1.130263,0.89139384,1.2996565,1.0185155,1.2618948,0.67481834,0.892506,0.915021,1.3159969,1.2104622,1.181584,0.9631679,1.3174238,1.0505953,0.8682159,0.60993356,0.0,0.9627325,1.2782396,1.2225379,1.2442981,1.0076147,1.0324084,1.036941,1.4399644,1.0656505,1.1006211,0.95388466,0.9075786,0.88788295,1.227534,0.75378144,1.1569573,0.54833245,0.8721912,0.37046224,1.0897195,0.8270037,0.9834271,0.74696916,1.2572463,1.3237267,0.8458084,1.0353708,1.3710483,1.3739994,0.8300562,0.5722717,0.64695966,1.4067008,1.0050225,1.2853618,1.4218255,1.1520286,1.3870339,0.9068422,1.0603329,0.9209485,1.0486534,0.8645591
paper,1.0642312,1.1332772,1.3127235,0.89795053,0.79984903,1.1150669,1.1938573,0.8632544,0.8752588,0.8029404,0.7679653,1.1579578,0.7417184,0.73397857,1.1523042,0.77273715,0.43876886,1.1622614,1.006742,0.58735424,1.2238064,1.1811364,1.0191981,1.1068329,1.2662237,0.95220196,1.2801006,1.0908185,0.95286274,1.1298516,0.9081892,0.92797965,0.8086604,0.7911792,1.2214739,0.90442175,0.62797695,1.2983096,0.7481248,1.2535746,1.0524943,0.8853197,0.97868097,0.8606808,0.89157456,1.1522341,0.88563967,0.98139983,1.191864,0.9297894,1.1419058,1.1827196,1.177356,0.77796614,1.3115476,0.9383033,1.1095076,0.97440356,0.85650325,0.91808337,1.3041811,1.1065531,0.8263755,0.92012906,0.8209511,1.014305,1.1395407,0.9282557,1.1304821,0.8785319,0.8426402,0.8460887,1.0934069,1.0556542,1.3698268,1.0928471,1.3224204,1.1752652,1.2586466,1.0076814,0.929181,0.88733816,0.9627325,0.0,1.2694218,1.2271994,1.2024542,1.066626,0.9586966,1.0169688,1.149806,1.1151764,1.2014444,0.9358318,0.936895,0.8184211,0.9969135,0.94944334,0.97674066,0.8723315,0.966225,1.0545223,1.1823499,0.87863207,0.888976,0.85385996,1.3769546,1.0382147,0.90989184,0.7528874,1.2009456,1.2458382,0.78284407,0.84666216,0.6987079,1.1703728,1.2766396,1.3141042,1.3067966,1.0838389,1.03946,0.76407135,0.9586263,1.0066084,1.3304129,0.9366863
