,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
knife,1.3684286,1.1022291,0.61388814,1.3261856,0.73035514,0.5403127,0.86077267,1.1449041,1.2303121,1.4675473,0.4144063,1.2646792,1.394943,0.99769604,1.4169214,1.1021823,0.8582247,0.5429264,0.5213932,1.1692929,0.5206574,0.6044976,0.8927491,1.0159804,0.6411706,0.7299877,0.8131839,1.1909351,1.3207905,1.0421518,0.81349564,1.2966808,1.2436087,1.2929995,0.99299824,1.4819303,0.6660616,0.12840426,1.3309925,0.6594415,1.424502,1.1655002,1.1635168,1.1367218,1.0945108,0.6486716,1.346396,1.2166135,0.7689278,0.7910979,0.86132824,0.86088824,0.58347696,0.9462695,1.4107249,0.71556395,0.8941685,0.9454077,1.265033,1.2963109,1.2832384,1.1808969,0.54807836,1.2479544,1.1657114,1.383878,1.2206428,1.3752785,0.0,0.8987224,0.52466935,1.3950772,1.1464868,1.1712539,1.492394,0.8670491,0.97250056,0.5698444,0.51143974,0.6505729,1.0577458,0.5505987,1.099374,1.3980896,1.3436708,1.2882545,0.062191606,0.10903096,0.9181944,0.93756145,0.9523433,1.1450934,0.84235674,0.71484506,1.141567,0.4225009,1.3085153,0.6266348,0.9173781,1.2269006,0.5269996,1.4297329,0.93250537,1.3103004,0.40526783,1.3101583,0.66669005,1.3191264,0.37484097,1.0419781,0.62868327,1.2759359,0.59563035,0.59526396,1.1591083,0.55042106,1.1289563,1.4316171,1.346813,1.4962475,0.75820076,0.73810464,0.59357417,0.8929671,0.48423755,1.1461531,0.96600103,1.1710961,0.5337368,0.450323,1.3020585
ladder,1.1549885,1.2509453,1.1323106,1.1536223,1.1667566,1.0880377,1.1196324,0.755932,0.8090074,1.0488063,0.7415493,0.7549887,1.2171681,1.031842,1.1063461,1.0371221,0.76794094,1.003784,0.9798246,0.8200314,0.98115134,0.7502383,0.962643,1.0863497,0.6771609,0.8572707,1.0523556,1.0689492,0.45681107,1.0933461,1.0586354,0.7632693,1.1119137,0.80010366,0.93219787,0.974193,1.041314,0.86837804,0.86801046,0.96337646,1.0443835,1.0816131,0.6110788,0.8159046,0.9613205,1.1273032,1.0148013,1.2711816,0.9696202,0.95946205,0.98927206,0.75428116,1.0165985,1.0386536,1.1727091,1.0653355,0.9698804,0.9898923,1.2169745,1.2291865,1.1264954,1.1650131,1.0643364,1.0182732,1.067318,1.0967865,1.0806863,1.0507569,0.8987224,0.0,0.8768986,1.195169,1.1455417,1.1004324,1.2089162,0.7901762,0.8696703,1.1800534,0.8168813,0.76721543,1.2112334,1.1212864,0.79965127,1.0788007,1.0259787,1.0738083,0.852105,0.807506,1.0930599,0.9426762,0.93148893,0.9418404,1.0425075,1.0012107,0.96195567,0.83678126,0.91502523,0.8892359,0.9322636,1.1272306,0.78852063,1.149188,0.87901956,1.1006185,0.91296285,0.98542076,0.7752929,1.075519,0.89794934,0.98709244,0.82470155,1.1757629,0.87177354,0.9945444,1.0935769,1.1609375,0.98393834,1.1656251,0.99364996,1.1465076,1.0547738,1.0441157,1.096592,1.1008214,0.85655975,1.1362003,0.9465469,0.8864062,0.5707484,0.89927053,0.83206964
lamp,1.2863708,1.0351461,0.65127695,1.3784112,0.65779305,0.41627687,0.9311245,1.0345709,1.2665576,1.4792991,0.6068313,1.371258,1.2216251,0.97622025,1.3689394,1.0950948,0.98053473,0.55136204,0.54638773,1.1477367,0.6338086,0.69219637,0.72062904,0.8324038,0.59412086,0.81446326,0.9554616,1.1690942,1.2214766,1.0345677,0.34220886,1.1632185,1.306497,1.3336883,1.0088334,1.4419055,0.77789944,0.51874346,1.4157064,0.5868732,1.3220395,1.1443162,1.0649247,1.1663849,1.0438294,0.5233903,1.3176565,1.2036606,0.88356984,0.63131046,0.84427196,0.8174565,0.6749872,0.9633212,1.2662239,0.8734196,0.9735824,0.9208447,1.1127651,1.317448,1.2006629,1.2060244,0.6085446,1.1984912,1.1276273,1.3973601,1.049809,1.4655504,0.52466935,0.8768986,0.0,1.3047532,0.97432333,1.0110713,1.3828001,0.8508444,1.0469803,0.6916582,0.55264,0.63295114,1.0818361,0.5618414,1.0039923,1.4345322,1.4201713,1.1999528,0.53350896,0.5238638,0.9111477,0.97724146,0.9077154,1.171803,0.7281941,0.6948596,1.1016781,0.73003155,1.2530948,0.7115157,0.7707255,1.2389004,0.6594937,1.4129763,0.92718583,1.3468122,0.52609944,1.3173844,0.7313318,1.3032302,0.5482309,0.99964666,0.7346935,1.034563,0.6821154,0.6735892,1.1169899,0.6900587,1.140508,1.4473472,1.3126377,1.4648918,0.63430303,0.8534577,0.71197236,1.0343895,0.5399265,1.0766582,0.9944744,1.1471878,0.54449785,0.6244552,1.1612017
meat,0.42427468,0.8927715,1.3664725,0.5348289,1.3289376,1.4237173,1.1042817,0.99060476,0.7595195,0.52271694,1.4086043,0.74774563,0.67811406,1.1241379,0.4769773,1.114287,1.2249275,1.4272048,1.353618,1.0520428,1.2074263,1.3153172,1.3761654,1.1141208,1.4183589,1.2357284,0.9963741,0.73557943,0.8785835,0.94000983,1.1359235,0.8810343,0.81065273,0.80093825,0.9829576,0.5637597,1.1257104,1.4460135,0.7008378,1.4274116,0.5821657,0.7660761,1.0338494,0.9505931,1.0281432,1.2852641,0.6615053,0.9261566,1.1343107,0.99657065,1.2227142,1.2036543,1.121203,1.1625606,0.64578164,1.2168427,0.99941987,1.033989,0.98383135,0.79312325,0.5052289,0.69418347,1.3768649,0.7360369,1.0184069,0.6936661,1.0851407,0.60436857,1.3950772,1.195169,1.3047532,0.0,0.9962498,1.0353775,0.45289338,1.0579118,1.159325,1.1959894,1.3850462,1.2376024,0.97812605,1.3143867,1.0646521,0.52283406,0.68228185,0.8243406,1.4306942,1.3921597,1.200004,0.9350552,0.94959223,1.0070233,1.1415957,1.2382401,0.99354506,1.2936738,0.99132735,1.1685231,1.0768143,0.7820717,1.2808249,0.56061447,1.0214674,0.70031625,1.4211117,0.7595153,1.345696,0.9711929,1.3564432,0.8455925,1.4148953,0.8060744,1.3322376,1.1959767,1.0378984,1.1499763,1.0461373,0.540788,0.96070623,0.60523677,1.3906112,1.1894526,1.237211,0.9154391,1.3685771,1.1513982,1.0127801,1.0602796,1.4323652,1.357459,0.89162976
melon,1.0460701,0.74856836,0.81363106,1.1029469,0.84431624,0.8404673,0.8445187,0.84089094,1.1581085,1.2078648,1.222299,1.224492,0.98238057,0.89018446,1.0995878,0.911373,0.91143584,0.9654138,0.71367145,0.8394474,0.7577719,0.9939938,0.6850789,0.7750787,1.1081227,1.0978552,1.1690906,1.2253222,1.1854411,0.66204226,0.8235536,1.1164219,1.1236513,1.0071838,1.0796418,1.2286427,1.0595028,1.182699,1.071019,0.8323891,1.151053,0.93773764,1.1423111,0.98537135,1.1247566,0.7653161,1.1826785,1.1560007,1.1059448,0.8756195,0.9127033,1.1812224,0.712907,0.7351985,0.72952044,1.2408684,1.0021799,1.1583194,0.6789859,1.203744,0.9832287,0.9184413,1.1132548,0.9944793,1.0403979,1.1308773,0.57984376,1.2669451,1.1464868,1.1455417,0.97432333,0.9962498,0.0,0.6549913,1.019319,0.9486922,1.0614032,1.1141227,1.1558266,1.1660306,1.0786202,0.85559326,0.9560915,1.2907982,1.2907021,0.9783262,1.1995243,1.1258748,0.6807189,1.0205315,1.0999033,1.1465816,0.5226532,0.9342948,0.94370806,1.1807235,1.0381913,1.0208361,0.7663692,1.1287334,0.9462135,1.2034729,0.9979755,1.1959045,0.8241519,1.1692638,0.959099,1.0312737,1.0745364,1.1181443,0.9758827,0.7403142,1.1087191,0.6767899,1.0110747,1.0911912,0.99317926,1.1639428,1.1134245,0.9539212,0.73053634,1.0948926,1.0839725,0.93622583,1.1449015,0.8095253,0.5895765,1.1739914,1.1554563,1.133086,1.2434012
milk,1.0326432,0.80599105,1.0005504,1.0707836,0.98989123,1.0514718,1.1041343,0.7420107,1.0815059,1.1087525,1.2224517,1.050986,0.9308559,0.9009613,1.0728803,1.0613695,0.84682924,0.87214166,0.85612774,0.62817574,0.9658153,0.89936024,0.38243544,0.8103875,1.0840263,1.1172264,1.256057,1.1913866,1.0391955,0.68494326,1.0208129,0.9889605,1.0204291,1.0213993,1.0704737,1.1034243,1.1719939,1.243083,0.96570253,0.7519524,1.0399859,1.0056295,1.0140178,0.8969269,0.9815975,1.0177782,1.0536826,1.0322155,1.3460053,1.0902206,0.87511545,1.2067738,0.9076575,0.96199864,0.89657617,1.2648826,1.1822729,1.103575,0.65644455,1.0464292,0.9355827,1.1723702,1.1739174,0.9683088,1.0158097,1.0410292,0.6167609,1.2123613,1.1712539,1.1004324,1.0110713,1.0353775,0.6549913,0.0,1.0735216,1.0120639,1.132473,1.2325858,1.1367803,1.246414,1.1785815,0.9144267,0.8079543,1.2037246,1.2498963,0.7623199,1.2084665,1.1985868,0.8143221,1.1527042,1.2050714,0.9959619,0.8054208,1.1377401,0.8049182,1.1238132,0.7521259,1.0432029,0.969423,0.9680169,0.99038225,1.0948321,1.0131909,1.2001872,0.9589579,1.0565853,0.88556814,1.0252371,1.197775,1.2200541,1.0702096,0.9196287,1.2207332,0.8485076,0.99504495,1.0907962,0.8779444,1.0178859,1.0330992,0.9448671,0.9811128,1.310048,1.1731151,0.98289937,1.1171207,0.90389687,0.87213504,0.95469195,1.0208007,1.2560083,1.0090841
mitten,0.50994706,0.8764222,1.405352,0.52485573,1.2865534,1.4620976,0.8793101,0.9328803,0.7746157,0.52695477,1.5356271,0.7342264,0.62437636,1.0688413,0.50857586,0.92554754,1.0965308,1.54238,1.4617642,0.95082176,1.3364902,1.3488731,1.3692302,1.1783931,1.5257399,1.3285987,0.8895174,0.8587893,0.8790933,1.0405054,1.0564874,0.9602525,0.86446154,0.72633946,0.9312017,0.5902959,1.1970068,1.511153,0.65495026,1.477901,0.6901136,0.5540374,1.0771118,0.91884595,1.053749,1.3311223,0.7557137,0.8950647,0.9676675,1.1956806,1.2477951,1.0953984,1.2229437,1.0203235,0.6763903,1.1534503,0.6157129,1.0822593,0.84373283,0.8583121,0.5414469,0.5233515,1.3235317,0.7947384,0.91331553,0.72667867,0.9663255,0.66598594,1.492394,1.2089162,1.3828001,0.45289338,1.019319,1.0735216,0.0,1.0495585,0.9868967,1.2947272,1.5162536,1.2821081,0.8210779,1.4106452,1.1736774,0.4599349,0.6636585,0.7420949,1.4923766,1.4198025,1.1794052,0.90437573,0.81648326,1.0786871,1.194511,1.2106503,0.91204613,1.3609987,0.9049157,1.4075915,1.1018355,0.8767103,1.1209378,0.60678786,0.9250177,0.56785655,1.5335729,0.8984366,1.3635879,0.8455094,1.3942888,0.9016075,1.447409,0.5862271,1.3507739,1.2738951,0.93149614,1.3251262,0.85871005,0.6697092,0.85768414,0.6257842,1.2987885,1.0687925,1.3151577,0.85027397,1.5055048,0.83666146,1.0165405,0.9613374,1.5687295,1.3878706,1.0087649
mop,1.0073103,0.9423357,1.2224551,1.0466154,1.2798302,1.1728014,1.0522833,0.8872769,0.81297725,1.1143714,1.0626369,0.8620584,1.1255697,0.8979116,1.1254281,1.1440961,0.9481001,1.1449177,1.0016654,0.8886294,1.1341985,0.36873823,0.9962193,0.88010824,0.92841256,0.978312,1.1768438,1.0508691,0.87998986,0.9998014,0.8416159,0.9057673,1.1056046,0.98649645,0.9474809,1.1050768,1.0616024,1.034744,0.8239933,1.091889,1.0725546,1.0212457,0.78458244,0.7579294,0.9817411,1.2788745,1.0532243,1.1561605,1.1630944,1.0913116,1.0721463,1.0403644,0.6685723,0.88937294,0.76680064,1.1252755,1.0728023,0.91372174,1.0393714,1.1788363,1.1258404,1.0354508,1.2907602,0.92987686,0.8497102,1.0765438,0.8342029,1.1424441,0.8670491,0.7901762,0.8508444,1.0579118,0.9486922,1.0120639,1.0495585,0.0,1.0334371,1.3120346,1.12866,1.0205832,1.0725349,1.2647159,0.86271155,1.1613047,1.1264315,0.9650407,0.93570936,0.8296124,1.082966,1.0768125,1.110678,0.97711825,0.89394224,1.1202408,0.87500054,0.91720843,1.065083,0.9702461,1.0675406,1.0485501,0.6120908,1.0635478,0.83555233,1.1790196,0.87729293,0.97982395,0.8347608,1.0953139,1.0956433,0.8564695,1.067822,1.1112167,1.1741334,0.6370723,0.9041927,1.1702883,0.858788,1.1532319,1.0031183,0.9740764,1.1165314,1.2433115,1.2235262,0.81155217,1.1354558,1.126615,0.7695393,1.03129,0.6920736,1.1589355,0.96620893
motorcycle,1.2340219,1.0969329,0.9484901,1.2496952,0.8577504,1.0167494,0.9366551,0.8919208,1.1986907,1.0436018,0.79877806,0.92573345,1.0089554,1.0601403,1.0903895,0.9570849,0.9142737,0.9888883,1.0411469,0.992674,0.88710845,1.0788047,1.0073951,1.1136307,0.8984581,0.84131706,0.9145648,1.06213,0.9510379,1.0742512,1.1072248,1.0534153,1.1336371,0.97370744,1.0174859,1.0094535,0.93784136,0.9210229,1.008657,0.9827012,1.0060217,0.9321259,1.0099956,1.0833018,0.9017785,0.946293,1.1466069,1.0437515,0.822407,0.9047657,0.826483,0.8884374,1.0831478,0.7933887,1.1468239,0.79250807,0.69191444,1.1103387,1.1432314,1.0495921,1.0559313,0.9831313,0.7469915,1.0820032,1.1166708,1.0501406,1.0279146,0.9993074,0.97250056,0.8696703,1.0469803,1.159325,1.0614032,1.132473,0.9868967,1.0334371,0.0,1.0232444,0.90546614,0.808246,0.92786705,0.9515587,1.0766978,1.0032289,0.9566208,1.2181727,0.9556522,0.9831391,1.0624942,0.9089465,0.8122809,1.0852096,1.1023033,0.8715675,1.0048879,0.77131593,0.98721373,0.94239897,1.0026677,1.1192548,0.9780986,1.1161819,0.91402376,0.95946944,0.91063154,1.1186695,0.9521337,1.1595672,0.8255757,0.9720775,0.90327555,1.0965928,0.82495606,1.0606862,1.0945992,1.0957644,0.74651724,1.1449664,1.0497478,1.2207172,0.9710276,0.8221091,0.9235302,1.2057065,0.921719,0.9199092,1.1561835,1.0236907,0.94314796,0.7110368,1.1325127
nail,1.2625031,1.0856522,0.49210793,1.1172401,0.5351107,0.37451237,0.85164094,1.3821915,1.3151114,1.2496121,0.65337354,1.4066306,1.2061632,1.1366192,1.2410963,1.0608089,1.1694281,0.58507985,0.7649098,1.3800738,0.67577887,1.1341023,1.0512717,1.0737942,0.87335986,0.8838039,0.59777457,1.013505,1.4217658,1.1858193,0.7723155,1.3058405,1.1329343,1.3335193,1.1079007,1.256324,0.47359693,0.3887577,1.4459002,0.7501987,1.209506,1.158198,1.3146472,1.3248687,1.1965253,0.36525142,1.216764,0.8925221,0.5095939,0.71144193,1.0042589,0.8499956,1.0293405,1.157456,1.3271377,0.519554,1.0622988,0.8985027,1.1260834,0.98826814,1.139655,0.971012,0.43681836,1.2035137,1.1999503,1.2313514,1.2554353,1.1116695,0.5698444,1.1800534,0.6916582,1.1959894,1.1141227,1.2325858,1.2947272,1.3120346,1.0232444,0.0,0.6803179,0.65647024,0.6556634,0.5051701,1.2777815,1.1754473,1.1198825,1.3236924,0.54598683,0.59553957,0.96565396,0.86199427,0.91119057,1.2152749,1.0380765,0.50782466,1.3361962,0.80360425,1.3273576,0.7642332,0.8741307,1.1532211,1.0790651,1.1838746,1.1682233,1.0783693,0.7769892,1.1626883,1.0295687,1.1940954,0.46828604,0.9775894,0.7576135,1.1414614,0.5271187,1.0658259,1.1801395,0.34630996,1.2357937,1.2099658,1.2721665,1.3503358,0.7755619,0.4178807,0.39447194,1.0694001,0.6385387,1.0927621,1.2269602,1.2101637,0.9472,0.4045447,1.2531965
napkin,1.4854343,1.1329967,0.6195775,1.4611949,0.73334384,0.5132681,0.90671027,0.9960595,1.354117,1.4723493,0.34676075,1.3864567,1.1761857,1.0348895,1.3387835,1.1277833,0.93819374,0.2760471,0.6338664,1.2315426,0.55719614,0.8530637,0.63704973,1.0123727,0.24728966,0.66869915,0.79899436,1.1343074,1.1749562,1.0923023,0.94555646,1.1006627,1.2205772,1.2602625,1.0601441,1.3872796,0.63606715,0.33450484,1.5076137,0.43971783,1.2433579,1.2725754,1.0185777,1.24073,0.8292268,0.6755866,1.266943,1.2664359,0.7512395,0.77226436,0.74337196,0.6908838,0.9209154,1.0786456,1.5183263,0.74470603,0.6998218,1.07164,1.3089157,1.2755078,1.3566341,1.3060944,0.44347072,1.2547412,1.2673817,1.2320061,1.169592,1.2737994,0.51143974,0.8168813,0.55264,1.3850462,1.1558266,1.1367803,1.5162536,1.12866,0.90546614,0.6803179,0.0,0.40654337,1.1303716,0.5646943,0.80960155,1.3245243,1.1918349,1.3485193,0.40646803,0.50251293,1.0763593,0.9306552,0.818858,1.0885986,1.0012486,0.61036515,1.141346,0.5930748,1.160792,0.53051436,0.91560054,1.274404,0.8218139,1.3625898,0.93375134,1.2646209,0.35440677,1.2744887,0.57239294,1.3020654,0.36493862,0.9853513,0.4671697,1.2392268,0.5248691,0.94824123,1.2428757,0.6949378,1.113345,1.3792394,1.2509092,1.5842657,0.7942157,0.68292636,0.6548687,1.1869013,0.019852638,1.1790788,1.1731013,1.1406221,0.38860524,0.34298044,1.2056754
necklace,1.3019173,1.1573389,0.857092,1.3359762,0.89801097,0.61147976,0.8497277,1.0851543,1.257766,1.3935624,0.41542912,1.3502862,1.086138,1.0558279,1.1816174,1.2125578,1.0312837,0.72154,0.8799732,1.2794247,0.7545078,0.89546996,0.96637344,1.0933622,0.58327585,0.8045875,0.6449222,0.95420307,1.1385716,1.2354589,0.747931,1.1923078,1.1583427,1.1895567,0.99660873,1.2893744,0.64454657,0.52173245,1.4831727,0.8379096,1.105881,1.1472607,1.1100676,1.2398719,0.88679075,0.69089276,1.2491357,1.1443038,0.52105737,0.8505852,0.9571423,0.5501657,0.85603005,1.0876296,1.365544,0.6050391,0.76216805,0.9640452,1.3020353,1.1963748,1.2160007,0.9685052,0.59529364,1.1372287,1.2615354,1.1622438,1.1493058,1.1356547,0.6505729,0.76721543,0.63295114,1.2376024,1.1660306,1.246414,1.2821081,1.0205832,0.808246,0.65647024,0.40654337,0.0,0.798005,0.84072053,1.0286745,1.1118472,0.99373627,1.2915288,0.56286806,0.56928957,1.1430936,0.8752351,0.73018706,1.1774973,1.0242381,0.5275926,1.1298463,0.66771036,1.2489483,0.7327696,0.7244814,1.2818912,0.80960685,1.1769902,0.82777953,1.105954,0.63209057,1.2801355,0.8942342,1.3514122,0.45788354,0.76353264,0.6978947,1.1149548,0.48240966,0.9058886,1.246864,0.8507841,1.06994,1.307153,1.2628773,1.5431604,0.9579661,0.47306114,0.69660234,1.1376898,0.45176136,1.2887261,1.0997412,1.2131094,0.5273442,0.34244353,1.2321634
nose,1.0482503,1.0467235,1.0591372,0.8825402,1.0414902,0.8793086,0.7577442,1.3034391,1.1272587,1.0183545,1.1306708,1.128712,0.8813937,1.0883325,0.9882584,1.1385387,1.266407,1.1932948,1.2191775,1.242871,0.9885374,1.2009205,1.2732601,1.1840414,1.2448717,1.016214,0.61732256,0.93753284,1.1775496,1.165191,0.81144315,1.0814178,0.9821046,1.173767,1.0903796,0.9853241,0.7973255,1.0329261,1.1539506,1.2035539,1.0214025,0.90049314,1.1336658,1.0965034,1.0623071,0.87016404,1.0765829,0.47068328,0.4662754,1.0882387,1.122165,0.8650305,1.082804,1.1188353,1.001598,0.44156528,1.0455446,1.0256625,1.0352056,0.64418936,0.9565861,0.5546706,0.7700868,1.0365052,1.0546,1.0015893,1.0114555,0.9171116,1.0577458,1.2112334,1.0818361,0.97812605,1.0786202,1.1785815,0.8210779,1.0725349,0.92786705,0.6556634,1.1303716,0.798005,0.0,1.0527595,1.2271173,0.8754004,0.90733576,1.1519017,1.0928842,1.05863,1.1673933,0.971997,0.9464562,1.1564592,1.140077,0.63010865,1.1877578,1.086664,1.1044638,1.0036156,0.8252219,0.976904,1.1951444,0.92585975,1.031779,0.8567107,1.2587018,1.0450075,1.2645468,1.0826623,0.92497694,0.8072807,1.2226313,1.0282136,0.9720413,1.1377039,1.0835137,0.91756916,1.0415936,0.962219,1.0186163,1.079914,1.1104019,0.4123603,0.7586376,0.96126556,1.1291473,1.0982827,1.1365004,1.1159905,1.2590431,0.8171346,1.0878171
orange,1.3543774,1.093512,0.32047588,1.3228116,0.40542388,0.34766597,0.7609308,1.0769458,1.4332663,1.3995712,0.67001444,1.4288434,1.1345443,1.0397536,1.3605856,1.0249491,1.0440042,0.42907518,0.40840185,1.1405567,0.29849255,1.0016156,0.7158835,0.9303065,0.7392701,0.87136036,0.8255419,1.2743239,1.3728321,0.8693659,0.7905324,1.2576683,1.2554946,1.2993965,1.1609913,1.3957007,0.6145363,0.46085906,1.4382842,0.50134313,1.3660599,1.1669561,1.2570966,1.281332,1.1092144,0.35245115,1.3326634,1.1247994,0.8619982,0.67132616,0.7679943,0.96769863,0.90578324,0.91154087,1.3316778,0.7815942,0.9898532,1.1474459,1.1374711,1.2210526,1.0705944,1.2441723,0.41985953,1.2375271,1.2570548,1.3261259,1.0893425,1.3208698,0.5505987,1.1212864,0.5618414,1.3143867,0.85559326,0.9144267,1.4106452,1.2647159,0.9515587,0.5051701,0.5646943,0.84072053,1.0527595,0.0,1.131503,1.3780477,1.326514,1.3736961,0.541726,0.65159166,0.7206659,0.9955238,0.975865,1.1434381,0.78700894,0.6037045,1.1996354,0.77489084,1.195087,0.7199676,0.7529563,1.2051667,0.84604955,1.3815832,1.1209745,1.2733173,0.5433741,1.3103957,0.72015524,1.2586077,0.48588216,1.2088106,0.692984,1.1526268,0.6211619,0.889938,1.2131248,0.50693756,1.1082283,1.3126729,1.2708633,1.3856262,0.60271555,0.7376966,0.5210466,1.1772636,0.5053729,0.9273327,1.1184571,1.135435,0.8324107,0.58775616,1.3081284
oven,1.1295638,0.87269825,1.1431903,1.0763682,1.1533887,1.1741902,1.2624058,0.722061,0.84150445,1.0681236,1.0600429,0.8877778,0.91745305,0.9837279,1.061917,1.2033793,0.99595773,0.869362,0.99191535,0.80250573,1.1266031,0.75624484,0.70473224,0.92821896,0.754504,1.0041022,1.3052322,0.9902717,0.6179293,0.90243495,1.0894821,0.4595111,0.9143047,1.048679,1.1263105,0.9986675,1.2093604,1.1913766,0.9567339,0.8397983,0.89438623,1.1217989,0.4433239,0.6641834,0.7741326,1.191103,0.9743157,1.208858,1.2932191,1.1375723,0.8902589,1.1608387,1.0278381,1.1350882,1.0106887,1.2979239,1.0511054,1.0183238,0.9446958,1.1133466,1.1961559,1.2437389,1.22318,0.9214098,1.1313585,0.8966336,0.82455945,1.0823181,1.099374,0.79965127,1.0039923,1.0646521,0.9560915,0.8079543,1.1736774,0.86271155,1.0766978,1.2777815,0.80960155,1.0286745,1.2271173,1.131503,0.0,1.1279267,0.990729,0.9992508,1.1210487,1.1688497,1.0228,1.0703739,1.041384,0.97980815,1.0314125,1.0845275,0.79647857,0.9378544,0.7042065,0.9272225,1.1528951,0.9541739,1.035259,1.0371796,0.93884176,1.134386,0.89934003,0.70993733,0.65912807,1.0722427,1.1728197,1.1712127,0.8711319,1.0611254,1.2135487,0.95367825,1.142273,1.1085423,0.94592,1.0299413,1.0112913,1.0462039,1.1255505,1.2889671,1.2361733,1.0952653,0.8267903,1.1478777,0.97397053,1.0201448,0.7215549,1.1781855,0.6808875
pajamas,0.58107454,1.0304449,1.4279282,0.5904007,1.3370645,1.4896312,1.1025398,1.0216309,0.7679832,0.4723189,1.3212105,0.7433965,0.55610114,1.2097667,0.5321536,1.072615,1.1680238,1.4880645,1.5005481,1.0811718,1.3780036,1.3392465,1.4674248,1.2355349,1.3703831,1.1853213,0.9265182,0.67952514,0.8155366,1.1271425,1.2654762,0.86772054,0.5958204,0.7851524,0.9062742,0.5227148,1.1035249,1.3852893,0.70636255,1.4968199,0.6868824,0.6865273,0.9721384,0.9947654,0.828341,1.348822,0.58191687,0.81124806,0.9370532,1.2749128,1.3166147,1.0584785,1.3083076,1.2745864,0.841107,1.0420042,0.9318449,0.99448884,1.0737555,0.68377554,0.7502892,0.71388483,1.2735815,0.8868342,1.0294071,0.4874974,1.1467091,0.39075541,1.3980896,1.0788007,1.4345322,0.52283406,1.2907982,1.2037246,0.4599349,1.1613047,1.0032289,1.1754473,1.3245243,1.1118472,0.8754004,1.3780477,1.1279267,0.0,0.3853256,0.8458657,1.3763198,1.3541234,1.2555805,1.0052397,0.8856542,1.0143278,1.3627639,1.2468452,1.0457975,1.278096,0.8993245,1.3059201,1.1068301,0.64105403,1.3448403,0.390846,1.0629313,0.43432546,1.5868336,0.74695873,1.3632562,0.8940449,1.3895655,0.8200523,1.3912027,0.7959129,1.2697788,1.3719803,1.054529,1.2510695,1.0345002,0.47841543,0.8637718,0.6173765,1.4031172,1.0325625,1.2752688,1.0349891,1.3341904,1.1203011,1.213168,1.0007726,1.4109421,1.2948657,0.86300004
pants,0.6361946,1.1318078,1.3855228,0.5834211,1.3296554,1.3798218,1.0767198,1.2125607,0.6550954,0.46498495,1.162415,0.6477807,0.7838766,1.2230995,0.60678977,1.1257662,1.2951938,1.4088335,1.4582267,1.1655552,1.3518115,1.2705224,1.4745504,1.324127,1.241374,1.205429,0.88162917,0.537707,0.69204414,1.2358834,1.2518871,0.808092,0.5953553,0.83062994,1.0523818,0.4724558,1.0032244,1.321622,0.75431925,1.439657,0.58017695,1.0318048,0.8763057,1.028185,0.7737695,1.3065538,0.53947234,0.82589304,0.89473295,1.291461,1.2859632,1.074386,1.3350143,1.2902148,0.8774593,1.0572907,0.97458315,0.98200256,1.1679543,0.6726691,0.87130195,0.7800305,1.2237008,0.8627914,1.0354086,0.445719,1.1695701,0.09881854,1.3436708,1.0259787,1.4201713,0.68228185,1.2907021,1.2498963,0.6636585,1.1264315,0.9566208,1.1198825,1.1918349,0.99373627,0.90733576,1.326514,0.990729,0.3853256,0.0,0.99507296,1.3108269,1.315029,1.296248,0.9434439,0.8313849,0.9967958,1.3767381,1.2448757,1.0718359,1.2704458,0.994849,1.2946064,1.1560627,0.97986025,1.3365815,0.3649634,1.0392807,0.2800647,1.4538727,0.64239144,1.2629347,0.96492594,1.3339483,0.7247125,1.229394,1.0370331,1.1940942,1.3728584,1.0647848,1.2020898,1.0118425,0.47909927,0.8810762,0.6773044,1.3558776,0.99242973,1.2326286,1.0999578,1.216918,1.3161968,1.1869552,0.9887225,1.3060464,1.2121046,0.8285177
