,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
scissors,0.636383,1.1558666,1.1931975,1.1907116,1.0319932,1.0600309,0.49882913,0.78731257,0.9826335,1.0917267,1.0437982,0.9438207,1.0259366,0.96925294,1.0785453,1.0562414,0.71587634,1.1310893,0.88116837,0.78812945,0.85505795,0.9005535,1.0111893,0.7292742,0.95687586,1.0310487,1.0466943,1.2025156,0.9735041,0.63255,0.97637445,1.1081928,1.0437932,0.9041092,0.905818,1.0443108,1.1251422,0.9350029,0.91756266,0.9851185,1.0322593,1.1735227,1.100187,0.9158579,1.1153874,0.79015553,1.10587,1.2054892,1.2465154,1.2195866,1.0898343,1.2510896,1.1539752,0.84563166,0.9738527,1.1125704,0.7390658,0.43776917,0.9754026,0.9852611,1.1895313,0.8724586,1.1190456,0.9526522,1.2489418,1.0166699,1.0255239,1.0200413,1.1319208,0.62816167,1.1621456,0.9821753,1.0884501,0.6447732,0.9778926,0.96761596,1.0046695,0.98453104,1.0786271,1.0449744,0.84196097,0.87531143,0.8911261,1.1837425,1.0661069,1.2607801,1.0046444,1.0452023,1.223865,1.0391132,0.9883621,1.0543003,1.17085,1.1797125,0.8700594,0.77555865,0.7847699,0.9227995,1.0344135,0.989207,0.9729438,0.7658612,0.9990721,1.2816138,0.9589752,0.79221666,0.7910774,1.1641071,1.0964123,0.8111508,0.9628625,0.0,1.2050142,0.82607394,1.1391898,0.9326535,1.1677752,0.92265385,0.971688,1.1085968,1.1284791,1.0462788,1.084789,0.9837733,0.663878,0.9285668,0.89243037,0.97731805,0.9274332,1.1489769,0.9605281,0.7942559,1.2284898,1.1919163,0.7469599,1.0685635,0.7064,0.80517507,1.0314832,0.6769473,1.135378,1.1139724,0.9689054
shirt,1.0400971,1.1814376,1.4289625,0.5063141,1.2839166,1.2650694,1.2656636,1.1797056,0.9343717,0.50889355,1.4030334,0.7482511,0.4750979,1.2953994,0.61369526,0.72838426,1.1997666,1.4603505,1.4232595,0.9719809,1.4449526,1.3391514,1.4589562,1.2229508,1.3497636,0.980008,1.272906,0.6382196,0.9631245,1.2992858,1.4608234,0.78856295,0.39910787,1.3584883,0.92709947,1.2888457,0.62732255,0.9529594,1.5391188,0.5973035,1.4969913,0.6028283,0.7017091,0.8399991,0.8730925,1.2520916,0.5744319,1.1822673,1.4125509,0.36345518,1.325464,0.58245134,1.2179371,0.948214,1.082597,1.3108777,1.3272536,1.3621936,0.88729525,0.6599454,1.2981846,0.96026534,0.90585434,1.2845587,0.48376328,0.92021227,0.7983892,1.3820829,0.4169709,0.9051312,0.16506791,1.1225502,0.31457865,1.4727515,0.70901865,1.4350904,0.8151517,1.0481702,1.0848353,1.22156,0.62414116,1.2017834,1.138875,1.0209805,0.9694246,1.3973173,1.4489816,1.3772722,1.2842836,1.4287776,1.005589,0.9762651,0.36203396,0.3640498,0.8826258,1.5057247,1.5124755,1.0741942,1.3626804,0.8934602,1.0440317,1.3751616,0.8408798,1.3382835,1.3194263,1.0888367,1.2318498,1.4153123,0.75679904,1.0480282,0.47700703,1.2050142,0.0,1.2171001,0.7448858,1.4335166,0.6563158,1.17001,0.7192483,1.4898138,0.78871524,1.5356618,1.020255,1.3363942,1.3863719,1.1059167,0.81384206,1.3807594,0.7509075,0.28891528,0.54314613,1.5393775,1.3500285,1.3005805,1.2910886,1.3937626,1.2239327,0.86359894,0.807619,1.2079045,1.4532888,0.8963023,0.7541364
shoe,0.90417194,0.7640352,1.0728364,1.0749787,1.0096749,1.1437677,0.8681649,0.7749595,1.1542448,1.2261521,0.88016653,0.9679485,0.9789835,0.9439509,1.0714179,1.2310965,0.9959464,0.9842376,0.8929523,0.99582845,0.88748574,0.97639704,0.87085724,0.82028985,0.8083562,1.0090958,0.9850216,1.0125827,1.0608883,0.87525123,0.9931117,1.2169726,1.2000582,0.86489314,0.81890315,1.1329122,1.1239474,1.0566821,0.93988824,1.2399346,0.9142478,1.1614625,0.9481228,0.9102266,1.220432,0.97825533,1.057545,0.9698115,0.99692065,1.1418912,0.8752066,1.1432551,0.8685626,1.0934758,1.0403873,0.6929917,0.87396955,0.7880886,1.0567031,1.145398,0.93881524,0.6217433,1.1313183,0.9316555,1.2129805,1.1237829,0.97649485,0.7650387,1.0152304,1.1312556,1.1774405,1.0422342,1.0436113,0.852287,1.1084614,0.8892079,1.0127902,1.0527983,1.0522382,1.0612156,0.89561653,0.95730394,0.83378655,0.9934824,1.1098521,1.0125135,0.8174458,0.7668178,0.83355784,1.065197,0.95116323,0.91921055,1.1739261,1.0333546,1.1293874,0.86934716,0.90779173,0.87039185,0.8430201,1.0402958,1.087451,1.021447,1.0587349,0.99231124,0.9261663,0.74567366,0.80589867,0.817982,1.2219199,0.84975696,0.9603382,0.82607394,1.2171001,0.0,0.9037241,0.7746029,1.2934365,1.0875419,1.2435012,0.70482177,1.150244,0.9595044,0.4242388,1.0302784,0.87185997,1.0228897,0.95396507,0.92040247,0.93971807,1.2232627,1.2691578,0.7756691,0.8155188,1.0495843,0.9919873,0.8616722,0.89275515,1.2159611,1.2492137,0.8246474,0.8264979,1.2009246,0.9735107
shorts,1.1926284,0.87845945,1.2091548,0.70102733,1.2065014,1.118911,1.0334593,1.0662885,0.8046943,0.886561,0.9736992,0.760606,0.7294785,1.1517487,0.7196476,1.1341208,1.1236027,1.216917,1.1309193,1.0085953,1.1300745,0.9977044,1.177268,1.134014,0.7454877,1.1949785,0.8306534,0.9593538,0.7223942,1.059153,1.145479,0.98818606,0.932453,1.0365818,1.054381,1.0553571,0.6765478,0.94681084,1.2246072,1.002712,1.1929014,0.87399423,1.0498937,0.93875635,0.99635303,1.0356383,0.805483,0.9172294,0.9990685,0.8131193,1.1611273,1.0737796,0.87526983,1.1976926,1.1457616,0.8746324,1.1525226,1.3042493,1.0654579,1.1376629,1.1385705,0.75322926,1.0835339,1.1828996,1.0640043,0.8249837,0.9094236,1.0822984,0.93710804,1.098752,0.7754394,1.129771,0.54455245,1.229501,0.9263393,1.1118454,0.6311026,0.8125638,1.0011072,1.1440114,0.7860202,0.9304248,1.2560228,0.9034406,1.0791456,1.2155622,0.9822064,0.9541858,1.0687236,1.2248557,0.8229438,1.0954895,0.76792645,0.37931108,0.96220165,1.2260932,1.2258742,0.88103986,0.713263,1.0915803,1.0865471,1.1262829,1.001458,0.9846588,1.1465403,0.9205257,1.0865481,1.1417851,0.95084614,1.0772359,0.65019655,1.1391898,0.7448858,0.9037241,0.0,1.0628927,0.99988246,0.8765449,1.1075711,1.0714246,1.1459534,1.2421974,0.7074498,0.9976643,1.1359512,1.0030956,0.92023706,1.2214277,1.0352648,0.8262558,1.0517803,1.2559273,0.91813815,1.1159416,1.2735374,1.0146478,1.2787694,1.1153804,1.1475556,0.9354749,1.1266263,1.0841111,0.971238
shovel,1.1665742,0.62604505,0.600522,1.4586036,0.9422972,1.01547,0.8452916,1.0848355,1.283689,1.6360084,0.537797,1.294141,1.430977,0.6180863,1.5295203,1.3972473,1.203865,0.4040314,0.7680857,1.4288299,0.68391645,0.57248014,0.5994864,0.932894,0.6322131,1.0620375,0.7635517,1.1211529,0.9939535,0.88354564,0.80405575,1.20469,1.4352999,1.0220377,1.1749059,0.84860826,1.3587432,1.1963509,0.40820968,1.5839309,0.48452652,1.1070251,1.2399263,1.2972131,1.1311574,1.0847323,1.268859,0.71375054,0.4541198,1.318331,0.75989586,1.3065109,0.7064316,1.1842532,1.0214113,0.57635415,0.5053796,0.8974966,1.292958,1.3392408,0.52685225,0.8582355,1.1282017,1.1215847,1.2804704,1.2158415,1.1781236,0.5275148,1.2039341,1.2482141,1.4413064,0.9992401,1.4094269,0.4148841,1.2698493,0.64705354,1.0135387,1.0935338,1.009625,0.9298196,1.4221733,0.6082877,0.8371961,0.98495865,1.1954277,0.5589825,0.24253416,0.27214932,0.67926866,0.7104145,0.94319695,1.0659875,1.5149407,1.2519121,1.3879387,0.4043393,0.43675566,0.91978854,0.7028434,1.293654,1.0853987,0.97199434,1.2052854,0.5442711,0.69606435,0.8348756,0.9393511,0.58696693,1.2681596,0.7548432,1.124702,0.9326535,1.4335166,0.7746029,1.0628927,0.0,1.4143229,1.0306003,1.3897213,0.36607385,1.2392787,0.4969865,0.8977852,0.8103487,0.46287942,1.0255002,1.031804,0.58059895,1.1474717,1.4384757,1.6092595,0.75214946,0.44670796,0.6615537,0.49013442,0.28067017,1.1665785,1.4534638,1.3060939,0.72558004,0.3121102,1.1997844,1.3166972
shower,0.9761943,1.3019035,1.3541894,0.7572279,1.2008792,1.063314,1.3129399,1.034996,0.71418047,0.5327676,1.3217702,0.7500478,0.8227482,1.2655514,0.72593313,0.6108603,1.1648393,1.2747871,1.2522196,0.84807014,1.4148493,1.0548161,1.1535716,1.1401126,1.2561356,0.89082307,1.3464242,0.871907,0.78883374,1.2350069,1.135383,0.46933836,0.55710906,1.1789737,0.90739995,1.2539196,0.6634102,1.0017207,1.4259841,0.5559271,1.3182403,0.8172957,0.8480392,0.9424592,0.41126704,0.80645335,0.8320317,1.1684285,1.416604,0.67973393,1.2793947,0.7709069,1.2646291,0.9580461,0.9892198,1.3304219,1.2962737,1.2684941,0.9827962,0.76918817,1.3075612,1.2099253,0.9721107,1.2201673,0.72805876,0.92623687,0.9668554,1.3746872,0.82709867,0.84627676,0.6210768,1.0348569,0.66813403,1.3168724,0.6186311,1.213669,1.0031493,1.1281397,1.1856115,0.91544527,0.8847079,1.1185557,1.1092186,1.0918828,1.016478,1.3139341,1.3621426,1.3810399,1.2833273,1.3412101,0.66690797,1.0028312,0.70832866,0.7098937,0.8381611,1.4177749,1.3983753,1.2544744,1.2935004,1.0057921,0.84630716,1.1922299,0.8773156,1.3523767,1.3397901,1.087913,1.0566467,1.347464,0.3421865,1.0844376,0.8620585,1.1677752,0.6563158,1.2934365,0.99988246,1.4143229,0.0,0.8895124,0.72783226,1.4735439,0.85302925,1.2395817,1.1385906,1.1928008,1.3116279,1.0247675,1.0322933,1.3812275,0.7907995,0.6901368,0.6353574,1.3605392,1.3834243,1.2763951,1.2069174,1.2967886,1.1154962,0.68242794,0.74738514,1.0352772,1.4128764,0.70171547,0.8614826
sink,1.2052535,1.1848718,1.0861496,1.1498674,1.0338932,0.77935123,1.0626931,0.8822423,0.23348045,1.0572991,0.6755787,0.8518648,1.2631433,0.9764499,1.0867872,1.0154637,0.8262284,0.85508126,0.5331435,0.8266896,1.0035247,0.6448767,0.73980623,0.99170315,0.6902203,0.94907486,0.86264336,1.0329468,0.54377896,0.8729908,0.72245526,0.88838184,1.0121411,0.77133447,0.87644404,1.1285508,0.8697659,1.0049183,0.94355345,1.0700216,0.754298,1.1436225,1.2517928,1.2903265,0.7086206,0.57339203,1.1834576,1.1222745,1.089764,1.1244699,1.1332872,1.2932012,1.0956405,1.111167,1.1013106,0.92814827,0.86133593,1.1264963,1.1730328,1.065196,1.1726142,1.1529145,0.9335149,1.1154315,1.3096406,1.1013908,1.1190225,1.0567533,1.1773145,0.8581641,1.227041,0.94083506,1.1162592,0.83509135,0.9469842,0.7292333,1.0464656,0.8902251,1.1681981,0.7785245,1.2357192,0.8016687,1.127211,1.2156198,1.0527664,1.118086,0.8623123,1.022276,1.2540289,1.0296293,0.80843437,1.2067281,1.2388093,0.9950839,0.8459227,0.8965081,0.8628918,1.0340934,0.7233305,1.0759666,1.016976,0.40198088,1.1391673,1.1178943,1.2071289,1.0059111,0.89997625,1.1720098,0.6732194,1.0488627,1.0582783,0.92265385,1.17001,1.0875419,0.8765449,1.0306003,0.8895124,0.0,1.0376891,1.0102378,1.1980451,0.84275365,1.0359741,0.5960306,0.8085086,0.7766123,1.1449133,1.1835259,1.1598992,1.1559341,0.9584854,0.92290735,1.1482875,0.8709952,0.99941736,0.9225424,1.1146048,0.6384506,1.0788541,0.7372502,1.034269,0.9296605,1.1623048
slide,0.95720255,1.2184023,1.2627757,0.69180787,1.1007769,1.0017176,1.0883101,1.0216572,0.8611709,0.57822144,1.4266671,0.73536927,0.7678164,1.3208814,0.80502653,0.59504145,0.95720416,1.3716743,1.127057,0.7879783,1.2518024,1.2920108,1.2385545,1.1752322,1.3391075,0.87522036,1.2803354,1.0355488,0.8524815,1.223661,1.2473105,0.80841494,0.6540413,0.9987185,1.041166,1.155137,0.7222801,1.1026285,1.3956864,0.5858067,1.2565539,0.866217,0.883677,0.8146266,0.9120272,0.9506879,0.84121215,1.1335931,1.3361862,0.730046,1.2744553,0.68280923,1.1788579,0.8277756,1.0765841,1.291145,1.0975981,1.1820532,0.76868093,0.67046267,1.2623079,1.0723256,1.085791,1.0779643,0.654858,0.8868016,0.8372374,1.2275137,0.831159,0.8174241,0.6560999,0.9971017,0.8391658,1.2582198,0.7207135,1.2919407,1.0748218,0.98670477,1.0887083,1.0910032,0.713673,1.2427891,1.0842654,0.99784255,1.0433967,1.281967,1.4942992,1.4710788,1.1618435,1.2213974,1.0897534,1.1626866,0.6579452,0.9285861,0.84736896,1.3060031,1.3151643,1.2058759,1.3233356,0.91265655,0.9862103,1.0598071,0.9807068,1.2731171,1.2121534,1.075001,1.0995718,1.2517891,0.80637944,1.1176693,0.973641,0.971688,0.7192483,1.2435012,1.1075711,1.3897213,0.72783226,1.0376891,0.0,1.4252869,0.9104481,1.3521321,1.091238,1.2125243,1.0864675,1.0857136,0.8953092,1.3028529,0.75124353,0.50278485,0.51071835,1.2146947,1.3084751,1.3378947,1.1050735,1.4820712,0.9465068,0.6640117,0.803777,1.1760013,1.4079132,0.80165404,0.8396207
slipper,1.319334,0.47150326,0.41659498,1.4098179,0.89268285,1.0282999,0.9426436,1.178754,1.199441,1.6183996,0.23565829,1.4144444,1.471312,0.40623343,1.5324537,1.3360888,1.0747784,0.34188813,0.6787641,1.4471966,0.66686165,0.723889,0.68846625,0.95510215,0.70295405,1.0967377,0.58660483,1.1732818,1.1872604,0.9269297,0.6445067,1.3352787,1.5275698,0.9632181,1.1688436,0.6555706,1.4246975,1.1993295,0.17706048,1.6405597,0.42394817,1.205097,1.3803121,1.3706005,1.2703931,1.0824319,1.4106205,0.67591256,0.31126857,1.3650302,0.5450801,1.1846579,0.557146,1.2009265,1.0623082,0.37414753,0.6679622,0.8681141,1.2475175,1.5388169,0.23044813,0.93230075,0.98524207,0.9091941,1.274591,1.216419,1.1769706,0.35195273,1.2956553,1.3591762,1.5173935,1.1983014,1.4049721,0.5213387,1.4014401,0.636825,1.1219261,1.0264587,0.88129014,0.9859473,1.4873071,0.7373603,0.9292159,0.7768569,1.1637653,0.19014692,0.38398695,0.32921898,0.45497763,0.55628026,1.2310817,1.0563291,1.5568024,1.3559184,1.4037741,0.26714295,0.2811616,0.82116044,0.6116954,1.3387119,1.2746408,0.8736185,1.2216139,0.4020908,0.7276355,1.0884614,1.0468316,0.37022662,1.4456842,1.0177983,1.37772,1.1085968,1.4898138,0.70482177,1.0714246,0.36607385,1.4735439,1.0102378,1.4252869,0.0,1.1506919,0.53785145,0.94181484,0.81228673,0.70260465,1.1219785,1.1565951,0.52791876,1.330791,1.5179347,1.6473175,0.6560906,0.32967508,0.31981122,0.6773735,0.4138859,1.1915929,1.5193694,1.3187401,0.93480384,0.13444066,1.2066805,1.2921683
snow,0.8246814,1.1529272,1.1480238,0.88434005,1.0458274,1.0594088,1.1802338,1.0617115,1.023745,0.6557453,1.1525581,1.020638,0.7795644,0.99757,0.7202525,0.8313304,0.9639454,1.1466345,1.2256887,0.9669801,1.20636,1.2045387,1.0980179,1.0309427,1.2691708,1.0037984,1.1811615,0.79371595,1.1743093,1.1126058,1.1640326,1.0825019,0.86467373,1.2064342,0.97228163,1.1075019,0.98001784,0.8796242,1.1248647,0.75974715,1.2270079,0.83940554,0.827018,0.9177572,1.0644982,1.1180364,0.89710104,1.1393443,1.122265,0.74535733,1.0690249,0.92841583,1.144866,0.9015889,0.93798923,1.1556752,1.1542355,1.0013489,0.9066685,0.8335247,1.0663471,1.1569983,0.87863994,0.9377305,0.9361168,1.0013843,1.0416617,1.1525378,0.73919606,0.93587756,0.83272433,1.0902525,0.8399036,1.1841705,0.9837414,1.2038903,1.0510404,1.0646392,0.9099437,1.0121442,0.8587717,1.2037098,1.0264585,1.0522387,0.996577,1.0567495,1.1701323,1.1162428,1.1003859,1.1495003,1.0953095,0.7552775,0.70973897,0.95680445,0.7702965,1.1328368,1.1460081,1.0558709,1.111617,0.8702819,1.1022507,1.1830869,0.9456113,1.0663278,1.1577724,1.1230567,1.1638777,1.1466727,1.035411,1.1796035,1.0409242,1.1284791,0.78871524,1.150244,1.1459534,1.2392787,0.85302925,1.1980451,0.9104481,1.1506919,0.0,1.1188633,1.1000823,1.0734682,1.2148699,1.1047488,1.0787141,1.1132623,0.98654634,0.8970981,0.6818655,1.1481837,1.1459837,1.0108106,1.1245205,1.1159406,0.96537,0.9210079,0.9753086,1.2644142,1.1629494,0.92193574,0.87899697
soap,1.1863195,0.9577886,0.4082948,1.5434333,0.64821756,0.66994786,0.9041888,0.9068459,1.1428136,1.5480949,0.61664796,1.4637103,1.4924449,0.6006043,1.4826648,1.239387,0.9777764,0.25769365,0.52127343,1.1998879,0.5300831,0.64934605,0.3249144,0.9279256,0.7151937,0.90412337,0.9545847,1.3333442,1.1671365,0.7293428,0.4595518,1.1805941,1.4086124,0.8854607,1.168796,0.7050223,1.4616767,1.1288413,0.41023254,1.4948218,0.28793854,1.3573146,1.3596864,1.2686136,1.0718995,0.91481215,1.3245329,0.9867275,0.47234523,1.4041132,0.67954755,1.3168662,0.9603604,1.139789,0.934196,0.68339413,0.7405628,0.80736595,1.2073637,1.262638,0.6867665,1.1560214,1.128566,0.80620635,1.3417335,1.1454587,1.3674104,0.59282047,1.3522842,1.2224891,1.509124,0.6522752,1.5665308,0.56670594,1.4447405,0.49682397,1.23311,1.1826416,1.010325,0.5303396,1.5301986,0.80432945,0.8744733,1.0514005,0.9534376,0.4810732,0.39014786,0.5924558,0.82349163,0.44486713,0.9528544,1.0660641,1.5387356,1.5232882,1.1855824,0.5236567,0.50677395,1.0350946,0.7789186,1.211546,1.0448538,0.72359926,1.3213079,0.6011619,0.63205135,0.91036856,0.7877681,0.6134128,1.197164,0.9293747,1.5027275,1.0462788,1.5356618,0.9595044,1.2421974,0.4969865,1.2395817,0.84275365,1.3521321,0.53785145,1.1188633,0.0,1.0409241,0.66151196,0.6994475,0.9423344,1.3006804,0.57982695,1.2703971,1.405563,1.5146117,0.38555264,0.67096835,0.6077205,0.62136644,0.41077793,0.823855,1.1947148,1.1998794,0.9057244,0.5049561,1.1246715,1.3875754
sock,1.0352845,0.8707274,1.0809035,0.80664635,1.0789009,0.98841816,0.89931035,0.8795608,1.0405998,1.160713,1.0911423,1.0140209,0.89837134,1.1934406,0.942439,1.202816,1.1438386,1.0936953,1.0607979,1.0626825,1.0890313,0.99244785,0.97104484,0.9990823,0.7924005,1.084737,0.91082174,1.0417508,0.9233853,1.1095538,1.0480727,1.0789204,1.0753838,0.96043944,0.8802376,1.1331671,1.0584525,1.0914267,1.1342086,1.228388,1.0590402,1.1029301,0.98969805,0.88881314,1.0879674,1.0181332,0.8669628,0.7981153,0.9567723,0.9447523,1.0449802,1.0871179,0.73656166,1.0963409,1.0536506,0.6691118,0.9003688,1.1418661,1.0616474,1.0958046,1.1048222,0.5223648,1.1630505,1.0855327,1.0580955,0.98130155,0.74826217,0.9345588,0.94464463,1.0129207,1.0211835,0.9291243,0.9605944,0.9480162,1.0324975,0.88737243,0.78645587,1.0550668,1.216426,1.0337965,0.80276155,0.93171823,1.1609507,0.82570904,1.0715089,1.1168671,0.8895278,0.8109326,0.935118,1.1568028,0.9078519,1.1749657,0.949097,0.82737124,1.0817924,1.0928136,1.0924009,1.0378045,0.8760005,1.0817184,0.98443055,1.1151776,1.1392891,0.88268983,0.9969197,0.8626878,1.0979973,1.0163225,1.0882373,0.9573623,0.8988287,1.084789,1.020255,0.4242388,0.7074498,0.8977852,1.1385906,1.0359741,1.091238,0.94181484,1.1000823,1.0409241,0.0,0.92733365,0.9549992,1.0080677,0.93405634,1.066655,1.1083796,0.9966499,1.1599965,1.068859,0.6877919,1.0928922,1.0238013,0.9263445,1.0922846,1.0557696,1.1323225,0.97021335,1.0429025,1.0797162,0.93297774
soup,1.0619476,1.0424175,0.8726617,1.1832999,0.9775398,0.8508054,0.8171185,1.0188223,0.7498121,1.2988662,0.61195266,1.1595261,1.3919982,0.78988796,1.2207769,1.2576472,0.9982708,0.79982257,0.8168934,1.0847206,0.75129545,0.50765896,0.8323741,0.9491363,0.6440205,1.1352623,0.8216928,1.0512903,0.8936883,0.695036,0.61900854,1.039726,1.3355834,0.7888941,1.0080066,0.8585713,1.1408948,0.994891,0.77516013,1.2824641,0.8437068,1.1212388,1.2107586,1.2393528,0.89037526,0.7798824,1.2558898,0.91111624,0.7842255,1.1779431,0.94258875,1.1878991,0.9010669,1.0435026,1.0937767,0.7493887,0.86633325,0.87267137,1.2031071,1.2100137,0.99457943,1.1917458,0.9061582,1.0283802,1.2314401,1.1692756,1.1504805,0.88910145,1.1975585,1.0361172,1.3635986,0.9079106,1.2931721,0.74138373,1.1264299,0.63041687,1.0734329,0.947432,0.98483205,0.82363844,1.3332548,0.6398203,1.068106,1.0727645,0.8806666,0.9174146,0.72780603,0.7744887,0.98815197,0.8687113,1.0216925,1.0360571,1.350874,1.1616611,1.0930296,0.8441991,0.766047,0.8782711,0.71861064,1.0909816,1.0867928,0.69291747,1.2268034,0.7370459,0.9543216,1.046085,1.0108491,0.94027126,1.0485156,1.0483886,1.2491287,0.9837733,1.3363942,1.0302784,0.9976643,0.8103487,1.1928008,0.5960306,1.2125243,0.81228673,1.0734682,0.66151196,0.92733365,0.0,0.8694109,0.6697415,1.261987,1.0045483,1.2417728,1.308872,1.2247447,0.88311505,0.7816076,0.7189238,1.0103937,0.78306276,1.1539844,0.97286654,1.1382141,0.90714896,0.8949668,0.95974,1.2643985
spoon,1.0942409,0.91028225,0.72253835,1.3499217,0.78295445,0.72023946,0.72323465,0.93741083,1.0071696,1.4734004,0.78496766,1.2834083,1.2864462,0.8601657,1.3771788,1.2558539,0.9980729,0.7278993,0.5221984,1.2162099,0.6663062,0.7931559,0.7110802,0.9021708,0.8183696,0.9709854,0.8426268,1.2517669,1.0573509,0.85814637,0.8027383,1.2401394,1.2574393,0.82636863,1.0176733,0.85493046,1.3448309,1.0096759,0.64491117,1.4209152,0.59866804,1.1906033,1.2817111,1.1485927,1.2172515,0.9769666,1.2696015,0.89967626,0.7553482,1.3107023,0.9523728,1.3329467,0.8121554,1.0495914,1.0500944,0.7738028,0.105198145,0.83623135,1.1793103,0.9658268,0.8106109,0.72996324,1.1257082,0.95395267,1.3330449,1.0752434,0.8838866,0.79325026,1.2228926,0.9768797,1.4115509,0.80945206,1.4489459,0.44925082,1.2800283,0.6448902,1.1041257,0.94702363,1.0669426,0.99454373,1.134995,0.88246346,0.9985328,1.0448201,0.9951931,0.84357476,0.68137825,0.5953744,0.90938294,0.74601924,1.0823109,1.2279006,1.3607805,1.389195,1.1622782,0.47225422,0.44223875,0.9939808,0.83383274,1.1642774,1.0645072,0.6031666,1.2551503,0.83334255,0.79758483,0.91816807,0.96343666,0.81852245,1.2224469,0.74716747,1.1053269,0.663878,1.3863719,0.87185997,1.1359512,0.46287942,1.3116279,0.8085086,1.0864675,0.70260465,1.2148699,0.6994475,0.9549992,0.8694109,0.0,0.7683933,0.9274461,0.79984844,1.2212797,1.2417613,1.3021297,0.72695374,0.75929946,0.770221,0.4179113,0.7559436,0.98726803,0.95757914,1.2459577,0.8514067,0.6463121,1.1725625,1.2445055
sprinkler,0.8670411,1.0592835,1.0802906,1.0330052,0.8760012,0.8156779,0.896537,0.9884015,0.7969613,1.2238616,1.0098414,0.9896933,1.1555884,0.9471431,1.1399226,1.192109,1.1794366,1.1151016,0.95462763,0.9928485,0.8417736,0.9692743,0.9774165,0.946551,0.77356315,1.151605,0.8421999,0.87869257,0.94290173,0.84613705,0.8604063,1.0586027,1.1228074,0.6838311,0.7815001,0.80291396,1.0744134,0.72832465,1.1409351,1.1318345,1.0940979,0.8752586,0.97086716,1.1548994,0.94180715,0.972257,1.1635796,0.90949494,1.024087,1.0689757,0.8632938,1.1480815,0.9687121,0.8941739,1.0611154,0.9478596,0.86795884,0.89000326,1.1709769,0.8057944,1.1912885,1.0663513,0.9628546,0.91763264,1.168529,0.96273315,0.9154469,1.2112823,1.1231954,0.7928901,1.1876152,0.86496294,1.1070452,0.9935844,1.0521547,0.880306,0.90387183,0.76274985,0.9752502,1.1096311,1.0418514,0.9594168,1.0921537,1.1205279,0.65450984,1.1628102,1.0777637,0.97959787,0.9993705,1.0253799,1.0449209,0.9712868,1.1963621,0.98882174,1.1156635,1.1022406,1.0707114,0.873896,1.0534308,1.0325296,0.9403484,0.8412175,0.9643941,0.9421346,1.0458022,1.0118934,1.0465901,0.96944463,0.96707577,0.95240444,0.96909225,0.9285668,1.1059167,1.0228897,1.0030956,1.0255002,1.0247675,0.7766123,1.0857136,1.1219785,1.1047488,0.9423344,1.0080677,0.6697415,0.7683933,0.0,1.1676288,1.0797597,1.0841268,1.1351072,1.0640414,1.0165004,0.99574184,1.0113218,1.0483136,1.095506,1.1182468,0.89043474,1.1384759,1.0292916,1.0661765,1.072097,1.0853033
