,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
comb,0.906345,1.00755,1.1974751,0.9713303,0.95531267,1.1851939,1.1114982,1.106149,0.82492316,0.8819258,0.9432728,1.0552864,0.9620653,0.9780317,1.0180483,0.90057355,1.0341429,1.0447038,0.926709,1.1074843,1.0400457,0.9059816,1.1083789,1.0662258,0.98293793,1.0423371,1.0293242,1.1133182,0.9845625,0.99547106,0.85254264,1.0047375,1.059214,0.9347131,0.0,1.2145575,1.1374402,0.9559186,0.91967404,0.9524517,1.0615566,1.0594095,1.0635741,1.0995239,0.9841468,0.82303643,1.115237,1.011762,1.1260662,1.0276903,1.1318047,1.0229694,1.0291395,1.0823733,1.0671223,1.0831263,0.63422096,1.0309191,1.0422752,1.1159989,0.92897975,1.0320466,1.0516442,1.0575378,0.9713367,1.0918779,1.0946686,0.727397,1.0594019,0.9640463,1.0518569,0.6798966,0.9338733,0.8424382,1.031202,1.0230607,0.99417716,0.8971597,0.98196787,1.1466285,1.0973014,1.0086471,1.1526594,1.1771164,0.9834767,1.0859756,1.0679457,0.8783661,0.9711556,0.9776524,1.071224,1.0679842,1.1271069,1.02187,1.048017,1.1177558,1.1542795,0.945584,1.0981325,1.0046043,1.001387,1.028076,1.0249434,0.61384237,1.0604318,0.83647233,1.0121984,0.9320814,0.967612,0.84963804,0.8984453,1.0771344,0.8775096,1.1927366,0.8990029,1.0462232,0.84844756,0.8927357,0.92333084,1.123111,1.0466818,1.0527463,1.0593549,0.8861842,1.0668588,1.0578426,0.6809313,1.0965352,1.1206888,0.9884579,0.90798515,1.0770779,0.9693324
cookie,1.3270918,1.0103953,0.3620937,1.1608739,1.3117676,0.49220884,0.59130865,0.43987155,1.2287465,1.2763699,1.1007032,1.3342168,0.747756,1.20656,1.3358741,1.0235308,1.2828267,1.1797342,1.1890483,0.7721147,0.92322034,1.2627754,0.7502543,1.0217539,0.8762792,0.8641329,1.1432295,0.44623423,1.1505101,1.3981286,0.96832925,1.3818582,1.2580426,1.06621,1.2145575,0.0,1.2941128,0.9871806,0.61910677,1.4468697,0.9617324,0.81762624,1.0474132,1.0868369,1.3945827,1.1987952,1.1429791,0.6347504,0.45987636,1.1798713,1.0107753,0.6537191,1.1388859,0.5859302,0.78408027,0.5103321,0.9316492,0.63986874,1.3275046,0.4230647,1.1202068,0.6818999,1.1106844,1.1868646,1.1096244,0.6686765,1.0406454,1.1984123,1.3571961,1.2469552,1.1333728,1.0880625,1.309401,0.955848,1.2578528,0.7483506,1.233554,1.2834928,0.9730779,0.43454158,0.8558786,0.731055,0.43143445,0.42253304,1.3837367,1.3108374,1.1980364,1.324811,0.5875885,0.61444676,0.6034321,0.9584434,0.84136647,0.85011387,0.8996575,1.2240525,0.6919222,1.3575354,0.9055334,0.45928657,1.451506,0.8677837,1.1078551,1.3098028,1.3301556,0.8465946,1.231277,1.0602248,1.3829068,1.2037225,1.2077544,0.42032194,1.0423524,0.7356593,1.1142467,0.8995603,0.77121186,1.0322882,0.92354333,0.5748757,1.2289374,1.3189775,1.3745784,1.1539869,0.4389801,0.89232326,1.3416358,0.7667682,0.942088,1.180139,1.3635201,0.40134454,1.3286312
couch,0.74998397,1.1301944,1.3533242,0.8552425,0.7630719,1.3682187,1.4242208,1.347451,1.1592815,0.8051168,0.9274374,0.47227967,1.0355672,0.4782238,0.8090449,1.0109861,0.679351,0.8097805,1.1920388,1.262994,1.3104917,1.0423731,1.3385695,1.2019314,1.1756119,1.0429016,0.9784828,1.2737623,0.69735265,0.5022639,1.1969532,0.6030904,0.7551489,0.78855014,1.1374402,1.2941128,0.0,0.79697216,1.3620343,0.4650188,1.3174367,1.1128628,0.7511295,0.9642336,0.63006175,0.86757886,0.6824254,1.064546,1.3861461,0.8037989,0.7455666,1.1045825,1.0545084,1.1438693,1.3240887,0.9938172,1.332294,1.1888328,0.82982814,1.1859998,1.010936,1.4617915,0.7875668,0.92806804,0.96382374,1.2117186,0.80712396,1.0800549,0.48119593,0.99380857,0.532817,1.2022686,0.5503691,1.2607188,0.7821176,1.2407435,1.1199914,0.8765619,1.0701371,1.294316,1.1620159,1.1048357,1.1403908,1.3261528,0.7191296,0.6581557,0.47550017,1.0047873,1.2341391,1.1995745,1.3730714,0.63162094,1.2633479,1.2960606,1.2983953,0.862737,1.1430466,0.9080109,1.1899676,1.3789585,0.71135116,1.1122916,0.8959047,1.1733924,0.5911919,1.1225569,0.76970917,1.205915,0.6652491,0.96054494,0.82087487,1.2677183,1.1340874,1.2178609,1.1062526,1.1314514,1.395488,1.2672673,1.4022977,1.4133084,0.45714617,0.6918692,0.5843758,1.2835237,1.1879148,1.2887968,1.0998431,1.172023,1.2814361,1.0877734,0.76482624,1.2292713,0.7610589
cracker,0.6203059,1.1531446,1.2445512,0.87212276,0.84279907,1.2849879,1.3316185,0.90085524,0.9553727,0.9765699,1.1662327,0.786675,1.1878041,0.76130104,0.81867164,0.9048307,0.6597266,1.065817,1.1051102,1.3532734,1.1345888,1.0165724,1.1541636,1.1476865,0.9362439,1.3550608,0.99192417,1.1883258,0.8638026,1.0574723,1.1218164,0.9963135,1.1794894,0.88517356,0.9559186,0.9871806,0.79697216,0.0,1.2741699,0.72548807,1.311434,0.8831409,0.69393337,0.99876106,1.0612688,1.0298604,0.87116265,1.1101059,1.1394598,1.0396539,0.8404937,0.9228237,1.0046018,1.0123706,1.0884176,1.0651593,1.1468627,0.8475002,0.6275464,1.1480559,0.84228873,0.83670354,0.89829904,0.58608633,0.738902,1.2682605,1.0051346,1.0359622,0.9139333,1.0058292,0.8304736,1.032652,0.81134516,1.2106619,0.6486066,1.0782092,1.1273344,0.7106459,0.84154224,1.2546145,1.2602715,1.2613031,0.9781035,1.2561226,1.1400138,0.8911164,0.8817114,0.8590811,1.2422323,1.1913667,1.0136224,0.85729104,0.9909145,1.1527009,1.08798,0.90332896,0.908044,1.1159743,1.0734812,1.0527921,1.0673463,0.97550595,0.98911077,0.98056823,0.89051354,0.86391765,1.0511925,1.2816935,0.9894888,1.0959257,1.0228966,1.2460974,1.0122004,1.1955585,1.0063788,0.8494364,1.2392044,0.9743718,1.19694,1.1901253,0.7548156,0.97115827,0.7183508,1.2826792,1.008877,1.0994599,0.89118713,1.2932917,1.0068182,0.7480645,1.0552564,1.1293234,1.1477481
crayon,1.5819342,1.0689877,0.31418836,1.1955624,1.4704424,0.41639197,0.49166542,0.64573956,1.0930375,1.3287114,1.0790199,1.5412127,0.39613634,1.0906758,1.4862975,0.89591163,1.4896004,1.3313205,0.7400553,0.41497815,0.83264315,1.1951122,0.65904075,0.867738,0.9551747,0.4227664,1.257665,0.31755984,1.3892663,1.206215,1.0232569,1.3253874,1.2387781,1.0744431,0.91967404,0.61910677,1.3620343,1.2741699,0.0,1.5741994,0.6953879,0.8365232,1.3987964,1.1957965,1.3226448,1.0649688,1.3013159,0.59765446,0.59048045,1.3537607,1.312957,0.7374143,1.2756302,0.43163455,0.70665073,0.5284244,0.50556195,0.64702666,1.470443,0.5061351,1.1196721,0.6476545,1.328291,1.3505218,1.2144821,0.68961716,1.221258,1.0117853,1.4827762,1.2286017,1.3739245,0.44359434,1.2875617,0.87063175,1.2686273,0.56357837,1.189687,1.5017499,1.2580445,0.3551656,0.53163654,0.4853925,0.76228285,0.40637118,1.2487863,1.4404839,1.4190091,1.073194,0.0953719,0.13371629,0.6035396,0.80594134,0.7710204,0.7458992,0.81473327,1.3189983,1.0897398,1.1614184,0.88562727,0.7227813,1.3698682,0.8103955,1.2738874,0.80817896,1.5447824,0.79322493,1.225352,0.68128204,1.4731414,0.98416305,1.2994019,0.25163364,1.0800751,0.6500904,1.0227923,0.98376083,0.408235,1.0214045,0.72707695,0.59924453,1.1693652,1.4810643,1.5218748,0.8716739,0.61753345,0.8467537,0.88133836,0.48578495,0.89017826,1.2976867,0.9858701,0.33575773,1.2765615
crib,0.578258,1.0450118,1.6011013,0.8052747,0.6666658,1.4911983,1.5809038,1.3649151,0.837527,0.6855691,0.9439129,0.1712687,1.4719336,0.7141546,0.5637749,0.9368885,0.48316073,0.5175654,1.0864024,1.4244928,1.232635,0.7397963,1.4416051,1.187883,1.2064143,1.3987904,0.6926746,1.5302596,0.6636198,0.6441394,1.0515853,0.54159254,0.8407312,0.81144524,0.9524517,1.4468697,0.4650188,0.72548807,1.5741994,0.0,1.3273218,1.1588356,0.74703014,0.84606695,0.60258406,0.77902156,0.82150745,1.3653336,1.5165823,0.6922176,0.7862392,1.3977846,0.705737,1.5032444,1.3676102,1.4619763,1.3453624,1.3802192,0.6504591,1.4329913,1.1202393,1.4452988,0.772548,0.70436114,0.98327714,1.4064658,0.7884352,0.8844446,0.6137243,0.8307864,0.67627454,1.2868872,0.3879838,1.2202809,0.7860296,1.3471642,0.9829013,0.7484298,0.908583,1.4689078,1.4591854,1.5208715,1.3864939,1.4949497,0.7277989,0.5969095,0.67666394,0.8038969,1.4969757,1.4344387,1.4584733,1.0780774,1.26324,1.3476096,1.2462467,0.7578721,1.2315112,0.8281323,1.1966712,1.4702371,0.5716487,1.2685335,0.8879495,0.96055114,0.55348325,1.3074646,0.9291916,1.3464607,0.5053823,0.9962875,0.53392875,1.6148453,1.0413405,1.3811328,1.1969385,1.0503826,1.5334461,1.1107528,1.2350559,1.548613,0.7016549,0.5817505,0.39458978,1.1126006,1.5397195,1.2448204,0.87458926,1.4972992,1.0585176,0.82243764,0.78512526,1.5397679,0.64372367
cup,1.4416585,0.9819377,0.72891057,1.008081,1.245799,0.73403645,0.7184918,0.8803206,0.77960825,1.1436034,1.215019,1.3782058,0.93089736,1.0533761,1.247053,1.2627859,1.3597867,1.229878,0.63872874,0.32055128,0.37527972,0.7324339,0.57635933,0.18017101,1.0864424,0.52196693,1.2093445,0.8400463,1.4447091,1.0416372,0.9611417,1.1606736,1.2177882,1.1422951,1.0615566,0.9617324,1.3174367,1.311434,0.6953879,1.3273218,0.0,0.9917274,1.3888712,1.0551931,1.1349856,0.9880463,1.2450336,0.9595994,0.7254122,1.3646647,1.2668412,1.1436101,1.1047558,1.0149559,0.8248809,0.9384868,0.8136631,1.1346347,1.0431057,0.8761782,1.1197354,0.8060846,1.1946511,1.1909261,1.2788608,0.7699885,1.1161537,1.0445018,1.3850417,0.6478192,1.4147983,0.8854489,1.2729584,0.8915306,1.0700966,0.7989794,0.569455,1.342736,1.0411545,0.75297403,0.56575286,0.825858,1.1137898,0.7133044,0.92352366,1.3216221,1.4241723,1.1493368,0.77462703,0.79950297,0.8109636,1.0435958,0.8781094,0.7877252,0.5724273,1.0999929,1.0985034,0.89792985,0.62619936,0.92964673,1.030118,0.98814106,1.0659959,1.0942074,1.380039,1.091927,1.1420971,0.7059109,1.2239702,0.6394919,1.1050087,0.77693844,1.1063392,0.5174285,0.8694583,0.8983037,0.7484595,0.9019411,0.756928,0.7140553,1.2589123,1.2495412,1.2114155,0.4127245,1.0137613,0.9377744,1.0726811,0.6091952,0.7269237,0.961291,0.88611275,0.83420086,1.1172317
dish,1.1045588,1.047669,0.90927607,0.88744855,1.2941257,0.99159265,0.864342,0.7385841,0.99922866,0.92922884,1.1417994,1.2013413,0.7447396,0.871825,1.1841252,0.96684414,1.1620805,1.1176661,0.8959795,1.0995133,0.6249341,1.0638998,0.9305649,0.98568314,0.7684959,0.90883857,1.012086,0.82209843,1.1902593,1.0400115,1.0122913,1.146049,1.2513431,1.0139664,1.0594095,0.81762624,1.1128628,0.8831409,0.8365232,1.1588356,0.9917274,0.0,1.0503609,1.0533663,1.2187454,1.0155969,1.088211,0.84049064,0.8154696,1.2148201,1.0905442,0.88558125,1.0742825,0.6857126,0.9007586,0.831015,0.76911366,0.587839,1.0730127,0.94699144,1.0926284,0.7103072,1.1486454,1.1011577,1.0564685,1.0150889,1.1096551,1.1191794,1.1888528,1.1820188,1.0696008,0.8346289,1.0940398,1.0512018,1.08872,0.7040731,1.1179724,1.1652994,1.1365576,1.0700268,1.0117172,0.931926,0.9179226,0.957126,1.161104,1.1319072,1.068165,1.0382894,0.81286806,0.8136593,0.6366661,0.85068345,0.8919062,1.0233039,0.54926854,1.1961483,0.911005,1.2207408,0.9734127,0.8983308,1.1598779,0.8466746,1.1630372,1.020255,1.2180827,0.84855175,1.0490186,0.9036403,1.2494392,0.9001366,1.1687305,0.90314645,1.0812924,1.0073748,1.0855336,0.2677343,0.7316009,1.0651629,1.0293162,0.89993435,1.0235384,1.1947714,0.96643054,0.97105336,0.89519906,0.9460174,1.1107763,1.0622633,0.8682575,0.7177764,1.1549098,0.93035036,1.2171843
dog,0.5506818,1.0217212,1.2635789,0.9702892,0.8246931,1.2592578,1.2817299,1.1090199,1.0065696,0.9911639,0.7809539,0.70369196,1.2891183,1.007356,0.8080933,0.92835635,0.6763841,0.8851925,1.2753232,1.3835453,1.2612127,1.1220347,1.2092317,1.3221619,0.8708607,1.4009367,0.8339314,1.1981205,0.3520937,1.1186925,1.0989875,0.9993431,0.7784554,1.0633608,1.0635741,1.0474132,0.7511295,0.69393337,1.3987964,0.74703014,1.3888712,1.0503609,0.0,0.68529105,1.0437509,1.1791497,0.8719864,1.1176249,1.2573868,0.75389206,0.7665641,1.0558975,0.98395085,1.0332794,0.96420723,1.118815,1.3017462,0.81952,0.83908916,1.1182417,0.8355553,1.0791649,0.8188685,0.7910987,0.83494425,0.99367195,0.91688746,1.1306198,0.76119995,1.1168494,0.84594166,1.307077,0.9591312,1.1831933,0.7878982,1.1862867,1.1756368,0.6071986,0.73783314,1.2323164,1.2747715,1.2360086,0.9390349,1.2320707,1.0725943,0.7235849,0.8324915,0.96378034,1.3681842,1.3557786,1.1841207,0.95792097,1.1546963,1.0044657,1.2573807,0.91159225,0.77521276,1.0792938,1.0699004,1.1295961,1.057463,0.89370304,0.8739173,1.0757135,0.7202858,1.0485808,0.96580815,1.2215266,0.88807523,1.2865396,0.96512455,1.2854764,0.9176848,1.1798999,1.1277926,1.0242376,1.3414872,1.044427,1.1603196,1.2050644,0.84485745,0.8655515,0.8270887,1.2684479,1.052874,0.95057875,1.015652,1.271238,0.9362176,0.9986033,1.1691278,1.1425807,0.9990471
doll,0.88732886,0.63674045,1.1638544,1.1052594,0.9363641,1.1033773,1.0854642,1.1469958,0.9501767,1.1103119,1.0775667,0.72481143,1.2199304,1.0846819,0.6860605,1.1027055,0.80408406,0.9552406,0.95930016,1.1964552,1.0756317,0.86266196,1.1331619,1.0973275,0.9694389,1.2669569,1.0242969,1.1972721,1.0393056,1.1179917,0.9976131,1.1286134,1.1166277,1.0890195,1.0995239,1.0868369,0.9642336,0.99876106,1.1957965,0.84606695,1.0551931,1.0533663,0.68529105,0.0,1.165023,1.0642107,0.9365567,1.1871057,1.143949,0.98888,0.79150856,1.047307,1.0060601,1.1056054,0.99830574,1.1702936,1.0803376,0.91604227,1.000939,1.0716889,0.7128412,0.9777351,0.87157285,0.9843168,0.8531354,0.6344766,1.0967638,1.0672119,0.94274926,1.0317421,0.9678009,1.1033195,1.0259457,1.1208152,0.98182607,1.1858946,1.0067438,0.6478341,0.8923104,1.1448065,1.1950463,1.2296624,0.9545287,1.1747054,1.0822488,0.36745226,1.0061299,1.0001882,1.228985,1.1991649,1.1822588,1.1214576,1.1475617,1.0235889,1.1162337,0.70784736,0.829072,1.0410295,1.0363278,1.070823,1.0973134,0.99459356,0.9070115,0.9514828,0.8480475,1.0121399,0.9739578,1.0994631,0.99933845,1.2347931,0.8852512,1.156296,1.140073,1.1270452,0.9172173,1.0078846,1.1539121,0.89277774,1.0132225,1.0315964,1.0473092,0.91659415,0.8902873,1.0223118,1.0549124,0.8629972,0.9257054,1.1955384,0.5002642,0.97165334,1.1406806,1.1790512,1.0623275
door,0.84237206,1.145578,1.3908653,0.97066313,0.9275087,1.3426557,1.2702785,1.3759823,1.053308,0.60216427,0.88461804,0.7557652,1.2126857,0.8017473,0.98349607,1.0067455,0.9913688,0.8918607,1.1296816,1.1082538,1.2281419,0.93310404,1.1976218,1.0450883,1.205428,0.9529177,0.81312,1.304445,0.8090867,0.4705193,0.9945705,0.09915435,0.74200463,0.99719024,0.9841468,1.3945827,0.63006175,1.0612688,1.3226448,0.60258406,1.1349856,1.2187454,1.0437509,1.165023,0.0,0.5799471,0.7656442,1.15793,1.3418753,0.8929362,0.9588972,1.2611715,0.8559393,1.2789055,1.1682329,1.2321463,1.2261779,1.3563039,0.88282394,1.2822134,1.257499,1.4255545,0.8429224,1.0698733,1.0753479,1.2750782,0.80760074,0.8349279,0.7331314,0.7964844,0.90899515,1.1338992,0.4570558,0.96036345,1.0522665,1.2953655,0.84134394,1.0843396,1.1606202,1.3006363,1.0971106,1.1385765,1.2728219,1.2993433,0.36756825,0.912961,0.7967457,1.047602,1.2997485,1.2972149,1.3335779,0.99069226,1.2632209,1.079602,1.2069588,0.8887799,1.2779417,0.8043728,1.0333288,1.2902886,0.20651007,1.1623461,0.8079747,1.013859,0.7980164,1.3507794,0.8900877,0.99253476,0.35012436,0.7681438,0.9356319,1.3658946,0.9352946,1.0796344,1.116893,1.2002167,1.3042884,0.9239247,1.1185683,1.3266151,0.7727911,0.8232558,0.82484615,1.0984248,1.3645735,1.2519472,0.9617603,1.0633085,1.3385172,1.0498836,0.45702815,1.3511733,0.5468476
drawer,0.99530816,1.0791801,1.2843325,0.94994235,1.0240723,1.256663,1.1174402,1.2308499,0.87051433,0.6355909,1.1497346,0.93793744,0.91457844,0.6838099,1.1158575,1.0066544,1.0038627,0.9431712,0.8020872,1.0944028,0.99306303,0.8313724,1.0343006,0.88055813,0.95100605,0.9334148,0.92029816,1.1860288,1.1727582,0.6543721,0.9359744,0.6166709,1.090267,0.8586449,0.82303643,1.1987952,0.86757886,1.0298604,1.0649688,0.77902156,0.9880463,1.0155969,1.1791497,1.0642107,0.5799471,0.0,1.0196311,1.1504661,1.2380667,1.1270009,1.1706121,1.0976341,0.7895802,1.0535698,1.1561456,1.1200126,0.8279847,1.0930607,1.0105556,1.1852422,1.058087,1.1506157,1.1499143,1.0787317,1.071452,1.1455905,1.1342139,0.79668915,0.99099714,0.90581256,1.0855901,0.8200035,0.76116216,0.97794414,1.0910989,1.0717636,0.8952582,1.0953848,1.115025,1.2345965,0.9913622,1.1588502,1.1295513,1.2506833,0.50570166,1.092326,1.0710258,0.87469995,1.0231686,1.0191945,1.1276191,0.8699664,1.1175286,1.1423017,0.84688306,1.0400605,1.1007172,0.8595256,0.7164428,1.0763389,0.49199152,1.1696527,1.097162,0.8687216,1.1379906,1.0879931,0.9659533,0.84887564,0.8469138,0.5196986,0.9764268,1.167879,0.9735757,1.063894,1.0506984,1.0652641,0.9047258,0.8134718,1.0505068,1.0938365,1.0115837,1.08243,0.9753106,0.8993154,1.2025355,1.1576902,0.89077204,1.0878894,1.093317,0.8223152,0.61651033,1.2198743,0.9220993
dress,0.84138304,1.0094303,1.2559205,1.0497936,0.86167246,1.2469438,1.2818335,1.2287111,1.1610973,1.0455616,1.1065084,0.8716643,1.154947,0.8828606,0.8957495,1.1643275,0.92355645,1.0033232,1.189949,1.2322598,1.2754076,1.0791595,1.2499597,1.1386318,1.0867513,1.1402864,0.9900316,1.2314992,0.9400094,0.8407517,1.1302956,0.7348423,0.772095,0.9275314,1.115237,1.1429791,0.6824254,0.87116265,1.3013159,0.82150745,1.2450336,1.088211,0.8719864,0.9365567,0.7656442,1.0196311,0.0,1.1415364,1.2177105,0.9299248,0.8386849,1.0434228,1.0415249,1.0655769,1.163947,1.1126124,1.2801065,1.0849197,0.83113164,1.1485747,0.98204905,1.2100148,0.78365886,0.9562412,0.90848076,1.1254364,0.88223225,1.0373,0.5393839,0.85206026,0.5631385,1.1632214,0.81160206,1.1494892,0.8664419,1.1277103,1.0138602,0.9354032,1.1525222,1.2573131,1.0994189,1.1490924,1.0557437,1.2626374,0.77775395,0.7073699,0.44788516,1.0903577,1.2868555,1.2725911,1.2161616,0.9695296,1.1973615,1.134348,1.2751845,0.8556516,0.9829326,0.81328726,1.1125737,1.1626768,0.77927375,1.0080246,0.75125945,1.093428,0.620321,1.139783,0.58739823,1.1729109,0.7623988,1.0934209,1.0481675,1.2807117,1.0239958,1.0517516,0.9051027,1.0943427,1.3053932,1.0903779,1.1699088,1.1786195,0.5657264,0.85765433,0.8921561,1.2120026,1.0894834,1.2731416,1.0268493,1.0875748,1.1810066,1.1511098,0.81914234,1.2323923,0.98299867
ear,1.3107893,0.9812711,0.5885283,0.9901293,1.3554668,0.79728377,0.6185173,0.8540541,1.1964141,1.1679006,0.9387176,1.3575114,0.50352514,0.85504705,1.2993474,0.9304534,1.3584595,1.2500848,1.1087295,0.79880977,1.0089792,1.2610064,0.8106986,1.0382067,1.0158478,0.43060017,1.2686033,0.54301286,1.0638741,1.0847682,0.95076084,1.1667916,1.1078669,0.8490075,1.011762,0.6347504,1.064546,1.1101059,0.59765446,1.3653336,0.9595994,0.84049064,1.1176249,1.1871057,1.15793,1.1504661,1.1415364,0.0,0.7625226,1.1529298,1.0461124,0.6163121,1.2603787,0.6575402,0.85424864,0.28274202,0.8566905,0.72628427,1.3325912,0.5109068,1.0328599,0.90702885,1.125524,1.3110514,1.0677534,0.66434455,1.1717954,1.2202591,1.245096,1.2787173,1.1686373,0.8711634,1.19695,0.8820803,1.1788634,0.9078183,1.150174,1.262526,1.1881218,0.7070101,0.7124931,0.28608358,0.49574375,0.7265563,1.127883,1.2618074,1.1563003,1.2834508,0.5694374,0.6293449,0.7883758,0.63110113,0.9425986,0.8696606,0.9888146,1.2983751,0.98857033,1.2037486,1.010599,0.7241603,1.26424,0.8649875,1.0759977,1.2638153,1.2879481,0.59674823,1.0475401,0.86703515,1.2865694,1.0832427,1.2919364,0.3822782,1.1041334,0.8101423,0.96466106,0.99041575,0.7188373,1.1157179,1.0238671,0.8269383,0.95700264,1.3223853,1.4055483,1.1022506,0.45299464,0.95474535,1.3097813,0.62779796,1.1880615,1.3056996,1.1005396,0.43962032,1.1526268
egg,1.4111271,1.0604404,0.3898282,1.2239649,1.3990748,0.35811633,0.4385605,0.3074749,1.1329199,1.2276492,1.1592449,1.4303893,0.7991799,1.256633,1.3261596,1.067357,1.3590252,1.2123029,0.9146178,0.6490905,0.74525756,1.1052649,0.53479356,0.8293923,0.89211154,0.71302104,1.2169979,0.5162176,1.330356,1.3599486,0.8867078,1.3580866,1.2261087,1.0808331,1.1260662,0.45987636,1.3861461,1.1394598,0.59048045,1.5165823,0.7254122,0.8154696,1.2573868,1.143949,1.3418753,1.2380667,1.2177105,0.7625226,0.0,1.3114171,1.1526332,0.849856,1.1628692,0.6874596,0.73547006,0.72280365,0.80037266,0.75921273,1.3022271,0.7281263,1.1566408,0.58950365,1.1616708,1.1461394,1.2023591,0.6749549,0.97352034,1.1360052,1.468985,1.1454587,1.3426361,0.93309945,1.3731787,0.8377194,1.2060668,0.5442795,1.0168501,1.3206218,0.94742066,0.6049422,0.72830164,0.7934725,0.72965616,0.38278532,1.3154894,1.427706,1.3679738,1.2100362,0.66266054,0.7063875,0.36241752,0.9761365,0.8072773,0.81674635,0.65586704,1.2214171,0.8612755,1.2929758,0.8723633,0.4400553,1.354253,0.90366566,1.1574855,1.2078178,1.4342643,0.94794047,1.3376484,0.905043,1.3471065,1.0590068,1.1930163,0.5946706,0.9925362,0.55694646,1.0487045,0.81411505,0.6039308,1.0143162,0.82410556,0.44193602,1.2206916,1.338428,1.3622329,0.8738071,0.6776188,0.827484,1.2339915,0.7438283,0.7576163,1.0599444,1.2973092,0.6678314,1.2827429
elephant,0.6366628,0.92546475,1.2777946,1.0293559,0.56856227,1.2605629,1.3831108,1.2380729,1.0979551,0.87255204,0.5695982,0.61301374,1.2198255,1.2134776,0.65110576,0.8285686,0.689443,0.58317375,1.3293612,1.3007452,1.2878578,1.0616491,1.3241539,1.4054756,1.1540794,1.3558549,0.6397966,1.2710695,0.47231138,0.9749078,1.065992,0.94156855,0.39876318,1.0895184,1.0276903,1.1798713,0.8037989,1.0396539,1.3537607,0.6922176,1.3646647,1.2148201,0.75389206,0.98888,0.8929362,1.1270009,0.9299248,1.1529298,1.3114171,0.0,0.8660805,1.0577781,0.78988355,1.3304348,1.22731,1.2207128,1.3037473,1.2905992,0.99038863,1.1938484,0.9136655,1.3878759,0.8954858,0.87556106,0.83169705,1.2650747,0.8034463,0.9790755,0.6240562,1.0593636,0.5272329,1.327009,0.86098593,1.0969986,1.024342,1.3308685,1.095637,0.73673564,0.9167284,1.1937675,1.3424224,1.1969666,1.1641616,1.2339399,1.0361806,0.64802974,0.5431293,1.0398157,1.2843084,1.2839252,1.3210242,1.2221072,1.1919264,1.1749601,1.3477983,0.97078705,1.13231,1.0684156,1.2910978,1.2764689,0.93775445,1.0485883,0.9624145,1.0939326,0.43417603,1.0987022,0.80681175,1.3057592,0.7762866,1.1682348,0.650351,1.2642555,0.873137,1.3635722,0.9967698,1.2355609,1.3757844,1.1324911,1.1053438,1.3550091,1.0143049,0.48290557,0.7772875,1.1693815,1.1564554,1.0752623,1.0910156,1.2777871,1.2511967,1.1059412,1.152288,1.203676,0.7839105
face,0.9251306,1.1731555,1.1110607,1.056857,0.7851547,1.1381934,1.2415031,1.147552,1.2637986,1.0636401,1.0227039,0.7140529,1.2336208,1.064951,0.7040691,1.1122125,0.8911207,0.89168984,1.2402855,1.2746322,1.2043707,0.97797,1.3241993,1.2856848,1.096647,1.3274003,0.91049975,1.1902424,0.87896746,1.1531049,1.0810455,0.9851677,1.0283784,0.86329,1.1318047,1.0107753,0.7455666,0.8404937,1.312957,0.7862392,1.2668412,1.0905442,0.7665641,0.79150856,0.9588972,1.1706121,0.8386849,1.0461124,1.1526332,0.8660805,0.0,0.90914696,0.9185969,1.1263535,1.1670197,1.097138,1.3221247,1.060762,0.82150537,0.8320224,1.0077935,1.1420685,0.14758122,0.8665262,0.7464094,0.8263492,0.92876494,1.1595757,0.86558056,0.9960412,0.74879074,1.3560059,0.8921217,1.2652414,0.8756838,1.2431198,1.0747079,0.81757224,0.95237523,1.1016576,1.3987848,1.1903559,0.7492475,1.1436269,1.2429286,0.6824733,0.8098471,1.008184,1.2726136,1.243342,1.1840785,1.2342864,1.1965353,1.1868813,1.3124123,0.90725636,0.90789026,1.105398,1.2845113,1.0986161,1.0383683,0.98412985,0.43586993,1.1690534,0.5926746,1.0942463,1.0870533,1.4204378,0.8319657,1.3409853,0.81518483,1.1285253,1.0668341,1.2929437,1.1897681,1.0311091,1.3687444,1.1146815,1.2561908,1.1847527,0.80651766,0.6420797,0.7467405,1.2488791,0.88660824,1.0665174,1.0961375,1.3304124,1.0557839,1.0265613,1.2196907,1.0844108,0.89310384
