,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
owl,0.59048223,1.198944,1.0937766,1.1469393,1.0279634,0.9896523,1.0409358,0.7526374,1.1939143,1.1237454,1.1800014,1.0839194,1.1388389,0.9528643,1.0882123,1.1343218,0.85414827,1.017197,0.9865423,1.0253271,0.9594358,0.9518718,0.04472965,1.0581475,0.8892694,1.2308707,0.96596766,1.0480516,0.9121866,0.9849798,1.0219253,0.8606896,0.87886244,1.0492855,1.1560181,0.84471416,1.1047225,1.029148,1.0530338,1.037059,0.9594678,1.0000689,1.1369834,0.75596774,1.1030618,1.1593485,1.0575365,1.1125776,0.9245255,1.0715735,1.2031039,0.9104554,0.55418026,0.83869517,1.027476,0.83040184,0.43251705,1.1243708,1.1249467,1.1937238,0.9961227,1.136764,1.194151,1.2009254,1.0674443,1.1336372,1.1546319,1.1782514,0.9585612,1.2798367,0.9956377,0.9466685,0.80992025,1.0365196,1.115723,1.142607,1.0192475,0.9583,1.2074952,0.81551814,1.1143138,1.0400752,1.0548143,1.12802,0.0,1.2253215,1.2930837,0.88211554,0.81027853,0.9281685,1.1053694,1.1252466,1.1194654,1.0471953,0.9400662,0.82785773,0.907287,1.0190579,1.1422572,0.90773803,1.0213542,1.101799,1.0181899,0.9345479,1.0615903,1.1082953,1.1446221,0.94377244,1.1948926,1.135306,1.1348548,1.1107091,1.1388899,1.1348046,1.0623721,0.998978,1.0047868,0.85107493,1.043041,1.1753811,1.0754176,1.0753983,1.2342746,1.1598531,1.0507284,0.8122089,0.9823229,0.91744125,0.8193047,1.1669621,0.7837289,1.0081941,1.1226255,1.1042438,1.121959
pajamas,1.3065871,1.2133864,1.3232684,0.41750878,1.3741338,1.3596622,1.4066336,1.3385726,0.56768394,0.57791185,1.3718419,0.69552875,0.39852142,0.73620737,0.3055002,0.74262744,1.3091848,1.4686067,1.4689388,1.0175482,1.4280941,1.4170175,1.2467976,1.4486339,1.4151777,0.8877844,0.788252,1.0711039,1.5159774,0.8050072,0.7934921,1.2000467,1.3641278,1.2061085,0.3969903,1.2121134,1.5038493,0.6857094,1.5222087,0.82615703,0.80833834,1.0651572,0.67823637,1.2069235,0.6160394,0.88867986,1.4393529,0.7710345,1.0741715,0.535357,1.0046672,1.0051346,1.3480659,1.4075649,1.0936997,1.48802,1.4294224,0.6067725,1.1525726,0.950583,0.9001257,1.0655994,0.46856123,0.56065893,1.229693,0.71298313,0.69641244,0.26521045,1.3396144,0.31944132,1.4509658,1.2942483,1.4173055,1.2750101,0.99538624,0.49680716,0.8288483,1.3722954,1.2298056,1.3660626,1.0720472,0.83887595,1.3373345,0.76654625,1.2253215,0.0,0.30511385,0.9711941,1.1012359,1.3364809,1.4078423,1.340455,1.2757274,1.3686068,1.4470823,1.1671134,1.2390814,1.1114925,1.1687038,0.9772357,1.2935455,0.6606886,0.8525524,0.95470774,0.4329896,0.83135015,0.29467094,1.0424044,0.6558933,1.2236362,1.2116554,0.71568984,1.3369623,1.2643621,0.9310563,1.2669222,1.5921235,1.4182096,0.91090506,0.28134573,0.48087925,1.436621,1.1485927,1.1813104,1.0764252,1.1927528,1.1775117,1.1239855,0.91987133,0.6310588,1.276295,1.0354979,1.3819331,0.730589,0.7298123
pants,1.2802937,1.0648288,1.2900141,0.4486668,1.3652782,1.3550978,1.3534822,1.395864,0.50999767,0.52529204,1.1814104,0.64457005,0.4875422,0.7590303,0.32012153,0.73056316,1.3855314,1.4946098,1.4507285,1.1484361,1.3705649,1.4433012,1.3183708,1.3723954,1.3865521,0.7373657,0.82619154,1.0839235,1.4586647,0.8479606,0.8830942,1.2348413,1.3796822,1.1436067,0.44145787,1.3140501,1.39525,0.72087467,1.5095197,0.8801366,0.8693936,1.2401955,0.6104012,1.2129871,0.63525975,0.7595166,1.3857927,0.6100157,1.0337839,0.7777941,0.98943436,0.9888292,1.3679999,1.5058932,1.1299671,1.4996531,1.4852359,0.7162012,1.1171887,0.9261683,0.9006399,1.0602763,0.54026043,0.69501287,1.198982,0.6488928,0.7253985,0.28906828,1.3822703,0.16208363,1.3975395,1.3788753,1.3900807,1.1690823,0.98707235,0.6128827,0.9089343,1.3197247,1.1914883,1.4084544,1.0112275,0.86725366,1.2767005,0.6924757,1.2930837,0.30511385,0.0,1.0170515,1.1402707,1.3228502,1.3205719,1.2461847,1.2016249,1.2205665,1.4014089,1.2913238,1.3187845,1.1550384,1.1236572,1.0311296,1.3015428,0.6990248,0.8168422,0.8847622,0.4185179,0.8707426,0.31870306,1.0202373,0.65152556,1.174449,1.0975673,0.76649547,1.2307818,1.1544638,0.9634608,1.2351325,1.5311959,1.4922214,0.9603075,0.28048396,0.5971376,1.4086356,1.1072947,1.1754844,1.1253581,1.2973051,1.2833507,1.1915095,1.0069141,0.5278737,1.3332982,1.1080832,1.2362005,0.7864564,0.6061319
paper,0.9277628,1.1687629,1.2678144,0.785294,1.1678792,1.0936967,1.1146711,0.8637567,0.80227953,0.7058363,1.2205026,0.7724405,0.9445543,1.0147501,0.9254534,0.79492456,0.45070267,1.1418693,0.96272016,0.6927934,1.260757,0.9129014,0.8681927,1.1380997,1.1155694,1.0779141,0.9162875,0.9919953,1.0698181,0.90215456,0.88231105,0.93489516,1.1217545,1.182459,0.932388,1.1252552,1.0720397,0.7076374,1.1014793,0.8556312,0.93881756,1.213505,0.94435495,0.8920756,1.033727,1.0444156,1.1223974,1.0423888,1.0312225,0.9328268,1.1221378,0.9504013,1.0701554,1.119422,1.1187114,1.0103071,0.9183454,0.9260394,1.2060876,1.1790047,0.9815361,0.93286175,0.9924846,0.904752,1.1620153,1.0055257,0.87737566,0.98965263,1.1270676,0.96682644,1.0282532,0.9130092,1.04191,1.0308211,0.85890913,0.9389352,0.914211,1.2293189,1.1802707,0.945482,1.1521184,1.0573194,1.2474208,0.965069,0.88211554,0.9711941,1.0170515,0.0,0.9154514,1.186163,1.1147549,1.0324228,1.1521261,1.1679058,1.1984975,1.0827696,0.9171487,1.1526124,1.2463431,0.98437977,1.1131492,0.89176124,0.9812087,1.0330842,0.8410242,0.8273648,0.92759484,1.0766692,0.9435011,1.0869792,0.8550999,0.89819205,1.1809777,1.2454731,1.0061647,1.0485481,1.1855563,1.0615327,1.0729517,0.9253535,0.6891325,1.1068038,1.2115986,1.1298544,0.7520441,0.96158445,0.8558132,0.8907788,0.9393301,0.995411,0.9823954,0.9958171,1.2202746,0.9628936,1.0059419
pasta,0.8182926,1.2651991,1.1999264,1.0036306,1.1433971,1.1322868,0.9896103,0.89147884,1.0533774,1.0166146,1.2615639,0.97484964,1.0955409,0.9788688,1.050592,1.0811139,0.854876,1.1462293,0.99966997,0.91046625,0.7971483,1.0470806,0.8291474,1.1959012,1.004299,1.1362419,0.9956806,1.0636867,1.1074092,0.9575819,1.0150999,0.9877365,0.6229142,1.0504342,1.0313854,0.5605985,1.1915445,0.9323734,1.1723003,0.79613864,1.001053,1.0788815,1.0573782,0.9032741,1.0776567,1.1142812,1.2114155,1.1959352,0.98710054,0.9872332,1.1507403,0.8467641,1.0684141,1.0015274,1.0695893,0.9107902,0.7993876,0.904451,1.1197243,1.2177,1.0046864,1.0276738,1.0667745,1.0190094,1.2169076,1.1928129,0.97323394,1.1570437,1.0090421,1.0906801,0.92727363,0.98764396,1.0118308,1.0270076,1.0329697,0.99574643,0.9785398,0.8681255,1.2848042,0.9418741,1.1442877,0.917907,1.15696,0.9735843,0.81027853,1.1012359,1.1402707,0.9154514,0.0,0.79206455,1.2014933,1.1653397,1.1118923,1.1671445,0.97083974,0.84734833,0.42670655,1.1045804,1.157954,0.8716458,1.1067054,0.9180695,1.145405,1.0718602,0.9658006,1.0005249,1.0876421,0.9588082,1.0742536,1.0230417,1.0545175,1.051087,1.2229027,1.2333382,1.079073,0.6376214,0.9938298,0.9925639,1.0361724,1.1048301,0.7813286,1.0703337,1.2526622,1.1490883,0.9485686,0.9466448,0.94438034,0.7044626,0.94673115,1.0952792,0.9535412,0.94152236,1.2189902,1.0637913,1.2144535
pastry,0.78996634,0.9601344,0.6354787,1.3386933,0.6629828,0.73478794,0.6286417,1.0176715,1.4209054,1.4397204,0.79410386,1.3718346,1.2866135,1.0958486,1.3646598,1.2855537,1.0022978,0.7878752,0.90029806,1.0484138,0.09680116,1.0228018,0.9189719,0.9171471,0.8646233,0.97641647,1.1531363,1.2172256,0.8473694,1.2776961,1.2201747,1.00656,0.30718446,0.75628465,1.3246617,0.44021773,0.8347634,1.2774509,0.7614472,1.0493062,1.1332006,0.7447837,1.3469168,1.0413498,1.2320945,1.0520655,0.6900369,1.2462116,0.9976699,1.1521529,0.9407298,1.1807144,0.7302474,0.7226787,1.0671113,0.6572656,0.6331654,1.2545962,0.9191891,1.0441527,1.1864033,0.84709287,1.2869965,1.1879972,0.8641237,1.2074552,1.2270079,1.3344686,0.64072347,1.3801011,0.843861,1.0114598,1.0280302,1.0667156,1.1035464,1.2966781,1.1262976,0.17764115,0.80427104,0.7874115,0.97903377,0.9163165,0.5850787,1.2558208,0.9281685,1.3364809,1.3228502,1.186163,0.79206455,0.0,0.87185913,0.92808664,0.8351766,0.8827889,0.5723245,1.0039741,0.6661646,0.8873492,0.6152022,1.1556756,0.98870075,1.2953684,1.1259285,0.99060965,1.3183012,1.2049862,1.3419063,1.1371658,1.1528054,0.94093114,1.1490963,1.2354164,0.86277926,0.7710267,1.1958452,0.6495694,0.7511021,0.84302866,1.0938642,1.3734281,1.1910278,0.6302611,0.8237266,0.9698585,1.2508069,0.9293299,0.93240887,1.0521187,1.148054,1.2097557,0.9390083,1.1926991,0.8534153,1.3169448,1.2665281
pen,0.89696324,0.6554702,0.47524893,1.4082382,0.66685164,0.8211176,0.66266716,1.0629661,1.3834078,1.3679887,0.35433114,1.3035262,1.2285322,1.3333235,1.4692314,1.2442704,0.91331816,0.3844766,0.6913421,1.175675,0.6963088,0.9327071,1.094947,0.4891135,0.70686144,0.91689795,1.3145008,1.0709695,0.6903748,1.2362471,1.3312384,0.85312414,0.90283155,0.8334287,1.4115398,1.0792841,0.15069818,1.429599,0.42764473,1.3007371,1.2976656,0.9542346,1.281677,1.0971354,1.2016227,1.1036942,0.4528368,1.0453796,1.0113775,1.2519368,0.7439847,1.2308673,0.5930358,0.72806454,1.0235924,0.65538013,0.90590024,1.3530948,0.7390055,0.9158646,1.0548763,0.82870495,1.2310735,1.2581699,0.76351535,0.9808996,1.3493202,1.3025719,0.8909742,1.37705,0.7044367,0.90196615,0.7720355,0.8120128,0.9521195,1.4544291,1.2313482,0.80561364,0.4348644,0.86816204,0.81382746,1.1624376,0.555061,1.2613637,1.1053694,1.4078423,1.3205719,1.1147549,1.2014933,0.87185913,0.0,0.052557826,0.84013057,0.6206105,0.35430545,1.0127287,1.0278333,0.8091136,0.6645727,1.2703992,0.73825204,1.3795872,1.1216073,1.0072569,1.3692191,1.2449524,1.3186939,1.1425132,1.1538887,0.84136295,0.77496964,1.2367858,0.5579289,0.27345085,1.0782825,1.057677,0.6166018,0.9036293,1.2018281,1.4285359,1.4836252,0.67655003,0.5787521,0.34081686,0.98129743,0.9719935,1.0158473,1.1796601,1.1479094,1.2244014,0.99060386,1.1021032,0.35500646,1.2025473,1.0854485
pencil,0.9066582,0.74438953,0.5528692,1.293219,0.7136168,0.8531879,0.7474698,1.0702364,1.2703763,1.2473055,0.4782803,1.2090622,1.1918129,1.2837343,1.3759519,1.1583261,0.8876433,0.51258653,0.708331,1.1224198,0.7726955,0.9713162,1.1182004,0.6033435,0.7793953,0.8748198,1.2611289,1.0896304,0.7540745,1.1778828,1.2787029,0.8856867,0.95285094,0.9160141,1.3402478,1.1182928,0.2130202,1.3328745,0.52368814,1.2303898,1.2598269,1.053047,1.2366242,1.0742542,1.1852117,1.0736682,0.5297424,1.0091845,0.9832758,1.2147108,0.7740253,1.2082329,0.6880651,0.83604646,1.0601138,0.7329869,0.9624408,1.314933,0.8271368,0.98908895,1.023745,0.82687515,1.2116874,1.1971838,0.88514066,0.94077295,1.2617022,1.2340202,0.9475019,1.2998545,0.76251924,0.9320971,0.8213522,0.8750254,0.9563188,1.4100225,1.1881471,0.87758446,0.4846915,0.9185883,0.9152,1.1544281,0.62829113,1.2072552,1.1252466,1.340455,1.2461847,1.0324228,1.1653397,0.92808664,0.052557826,0.0,0.90230626,0.7020528,0.39651108,1.070827,1.0062153,0.917153,0.6978569,1.2441564,0.7836649,1.3232749,1.1004645,1.0253631,1.2977126,1.168496,1.2409257,1.1632168,1.0739715,0.8757664,0.7452929,1.1641924,0.6449377,0.351678,1.0936421,1.042743,0.7169643,0.96835464,1.2059643,1.3568861,1.3695636,0.7091595,0.6687951,0.36000562,0.9347783,1.0147461,1.0056112,1.1238818,1.1217793,1.1785762,1.0415708,1.1209214,0.46998912,1.1721585,1.0400251
pickle,1.006514,0.6564337,0.68137527,1.1602979,0.6806545,0.66526186,0.6767268,0.9616079,1.3331846,1.3217359,0.7533401,1.3345659,1.1949987,1.275351,1.2959101,1.1247295,0.91286725,0.83592,0.98856276,0.9928429,0.8062178,0.88761306,1.0940746,0.86427575,0.89519125,0.8475937,1.2314177,1.0806347,0.89838254,1.1965383,1.1963311,0.94779927,0.880677,0.7635168,1.2444634,0.96816725,0.63551325,1.2137297,0.88275456,1.2374903,1.2175245,0.8479737,1.2454989,1.1445723,1.1291709,1.0502582,0.8111697,1.0347354,1.010447,1.2056737,0.6831238,1.1081104,0.88010865,0.8218524,0.88970935,0.8233784,0.90687484,1.2423084,0.855183,0.73493564,1.095561,0.79149,1.2434831,0.9510097,0.8271245,1.1240588,1.0986881,1.1676474,0.95433044,1.17079,0.77049476,0.99479604,1.0297581,0.86979556,0.9819181,1.0461863,1.0348998,0.8340678,0.66559225,0.89673924,0.81861174,1.1626443,0.7002523,1.2883563,1.1194654,1.2757274,1.2016249,1.1521261,1.1118923,0.8351766,0.84013057,0.90230626,0.0,0.7228863,0.87096775,1.0009477,1.1375227,0.8997681,0.6246532,1.1235698,0.9567664,1.3025538,0.9649854,1.1586664,1.2529804,0.9455439,1.2294984,0.90777373,1.0810821,0.8790418,1.198435,1.0810246,0.625363,0.7951432,0.8632131,0.96991926,0.67481005,0.818849,1.0355775,1.2670019,1.3553143,0.7553516,0.6532837,0.9111093,0.92665416,0.9622776,0.7659698,1.160733,1.2101007,1.1580124,0.99013525,1.1650593,0.6858735,1.2528937,1.093497
pillow,0.86670333,0.3949167,0.798355,1.3199661,0.9189028,0.8797648,0.79533005,0.72581273,1.3765726,1.2410938,0.3700735,1.180386,1.2354369,1.3131444,1.1432064,1.2990041,0.84619296,0.67122114,0.7675345,1.0223069,0.75109494,0.7294168,1.0860143,0.47038442,0.7004485,1.081869,1.2929107,0.698617,0.80402416,1.2973325,1.1244582,0.70883274,1.0121651,0.8254961,1.1704968,1.1064276,0.5510624,1.2662222,0.6278879,1.3865583,1.2436821,0.78069717,1.27793,0.84754854,1.1911886,1.2080473,0.78732383,1.1307285,1.0745506,1.4263191,0.8187665,1.1648759,0.80103344,0.74526536,0.7427166,0.6997935,0.9230864,1.2883378,0.83870995,0.45921087,1.2161111,1.0121506,1.339818,1.2193371,0.6195284,1.1008211,1.2389454,1.4177442,0.8320526,1.2420042,0.6434351,0.77694684,0.8567172,0.7863591,1.0488425,1.0852307,1.3242154,0.8142898,0.8076674,0.5382611,0.6379933,1.2048928,0.83483785,1.1003189,1.0471953,1.3686068,1.2205665,1.1679058,1.1671445,0.8827889,0.6206105,0.7020528,0.7228863,0.0,0.72290003,1.0128504,1.0523858,0.8998444,0.8560202,0.79513973,0.6332861,1.2756059,1.0371743,1.1428663,1.3020291,1.3135169,1.4118489,0.7530164,1.1587577,0.735199,0.72587717,1.4115307,0.31731123,0.6546766,0.6325077,0.9953284,0.5550946,0.76280326,1.0404387,1.4148662,1.5218079,0.83520335,0.631808,0.65503734,1.0155253,0.5548074,1.0240641,0.931913,1.20739,1.265055,0.89207363,0.97041225,0.60663116,1.1618876,1.0991808
pizza,0.8458588,0.8188399,0.4294355,1.4451547,0.6115733,0.80593514,0.6604985,0.88107985,1.4583008,1.4189986,0.50612473,1.3447673,1.2851868,1.273905,1.4696227,1.3860588,0.8908992,0.37969673,0.66474295,1.0318542,0.3908013,0.8665781,0.9610476,0.5093215,0.6914494,0.9757082,1.2556064,1.1194568,0.66944754,1.2463789,1.2451096,0.9682516,0.63699806,0.8564914,1.397624,0.8181421,0.42466772,1.3954687,0.3954805,1.2660412,1.2342192,0.9089984,1.3029697,1.0828885,1.2603568,1.125374,0.47323304,1.1293052,0.9750168,1.2361754,0.9478057,1.2045898,0.61159873,0.61072415,1.0000181,0.68596053,0.77748793,1.374985,0.800419,1.0256441,1.0986345,0.94074196,1.3214097,1.3888618,0.78207755,1.0689911,1.3837899,1.3440263,0.6719242,1.4640388,0.8250524,0.93445885,0.9106021,1.0415859,1.0110325,1.4691461,1.2195356,0.51125526,0.5399659,0.7851987,0.9395332,1.133917,0.46597797,1.2972641,0.9400662,1.4470823,1.4014089,1.1984975,0.97083974,0.5723245,0.35430545,0.39651108,0.87096775,0.72290003,0.0,0.9354161,0.84398127,0.83099914,0.6601378,1.1729045,0.83940744,1.3601053,1.0646466,1.0695747,1.4442081,1.2684927,1.3631783,1.1299586,1.2281575,1.0366706,0.99668473,1.2764505,0.6492297,0.39836228,1.1569086,0.8475983,0.7378017,0.8190852,1.1151545,1.4863483,1.3906238,0.57516694,0.75658166,0.5278818,1.2598385,0.90086603,0.9365934,1.1315752,1.117352,1.258579,0.8984297,1.1544429,0.54738235,1.2464905,1.166044
plant,0.8322667,1.1722735,1.0877581,1.1600448,1.0313014,1.0332723,0.96304137,0.8276662,1.1367483,1.1646875,1.0207796,1.0909362,1.1833868,0.97591335,1.2384025,1.1558559,0.87739956,0.817711,0.89087445,0.89872587,0.9789452,0.84552956,0.81759644,0.9148536,0.846505,1.3045002,0.98509574,0.84353685,0.9344407,0.9679216,0.9779616,0.88624656,0.9181104,1.0469134,1.1546818,0.8484567,1.0520732,1.0922873,0.8817683,1.0484496,0.9575149,0.8236369,1.013932,0.81576484,1.1486423,1.1668121,1.054941,1.1372186,1.0722334,1.0510437,1.1673126,0.8154935,0.78978664,0.40883565,0.96821713,0.7808757,0.69885457,0.962736,1.076557,1.0747485,0.93690085,1.0824432,1.111832,1.1060086,1.019067,1.1526668,1.0812626,1.1991816,0.8668683,1.2571095,0.6952733,0.71690357,0.7107636,0.9897541,0.91491437,1.1345372,1.1302463,0.9998262,1.22463,0.8640241,1.0898578,1.1019304,1.0805919,0.9846693,0.82785773,1.1671134,1.2913238,1.0827696,0.84734833,1.0039741,1.0127287,1.070827,1.0009477,1.0128504,0.9354161,0.0,0.82395124,0.9686831,1.1742173,0.8871205,0.85636157,0.9677232,1.1339748,1.0456891,1.1995864,1.1514245,1.1960273,0.9270257,1.0585415,0.90986353,0.9994171,1.1770362,1.0947089,1.1323757,1.0867728,1.0501093,0.84302175,0.6024507,0.950986,1.1425635,1.0712805,1.113741,1.1828903,1.1178137,1.0428574,0.8794466,1.0230974,0.88548684,0.714577,1.1605678,0.79629123,0.8145104,1.0914007,0.9171842,1.1507909
plate,0.9686109,1.1826878,1.0969467,1.1256824,0.94363195,0.94564676,0.87049925,0.81907636,1.0650357,1.0485038,1.1449139,0.989295,1.2101357,1.0593088,1.1563463,1.0529369,0.7674603,0.9395042,0.49081296,0.926662,0.65182424,0.8139563,0.9249197,1.0371253,0.91815037,1.19792,1.0719818,0.9452547,0.8673284,1.1034746,0.8560486,1.0592394,0.531078,1.0954372,1.1789924,0.5228871,1.0953003,1.0014718,0.8202562,0.5078002,1.065849,0.99321187,1.162344,0.8006859,1.1427152,1.2239633,0.952326,1.2852074,1.0683247,1.0862888,1.2098582,0.93721056,1.0704259,0.9132681,1.0169629,0.80969524,0.83444357,0.9635268,1.1838303,1.2131305,1.0647215,0.98652375,1.236979,1.1039064,1.1135703,1.2700704,1.0776103,1.3228977,0.7794479,1.2793422,0.74868995,0.8829825,0.96962225,0.9841242,0.91902876,1.1187956,1.1263006,0.7597738,1.1624837,0.7141425,1.1645075,1.0723404,1.0931971,0.9697756,0.907287,1.2390814,1.3187845,0.9171487,0.42670655,0.6661646,1.0278333,1.0062153,1.1375227,1.0523858,0.84398127,0.82395124,0.0,1.1563846,1.1448338,0.86266947,0.9027563,0.98122686,1.2099588,1.1889703,1.1954207,1.1612912,1.2616441,1.0350059,1.0612658,0.90871125,0.684538,1.1537597,1.1546966,1.0940342,1.1434152,0.5152325,0.8408588,0.875331,1.1053523,1.2371755,0.7053325,0.89087445,1.2246376,1.0876181,0.9750582,0.769494,0.95794094,0.41551232,1.0068572,1.224271,0.89918923,0.94617045,1.2353333,1.0938524,1.2861786
pony,1.0686761,0.8081984,0.6676274,1.1758374,0.8935437,0.94937485,0.84006286,1.1325663,1.2996211,1.3433273,0.7544921,1.2967072,1.0256189,0.8814184,1.1552978,1.2834156,1.0950698,0.63484305,1.0312657,1.219834,0.8453566,1.0554669,1.0279477,0.7525438,0.85868704,1.012423,0.8354694,1.0085003,0.923201,1.1166791,1.1314961,1.108391,0.96814245,0.85303825,1.1648332,0.9266753,0.83913976,1.3069389,0.746613,1.189277,0.7694572,0.5809935,1.1248658,1.2207644,0.9696229,0.78995526,0.76060164,1.1256762,0.9719057,0.9847825,0.82159424,1.1171774,0.8043825,0.84896374,0.9485599,0.94271135,0.9760007,1.0761132,0.64017177,0.8593411,1.1923232,0.9963456,1.0122948,1.0963141,0.6929203,1.0943614,1.2293625,1.0757606,0.93664306,1.2431163,1.0114999,0.96624136,1.0425283,0.80056024,1.133501,1.0957187,1.2223353,0.9093803,0.7454494,0.90565085,0.79457164,0.953474,0.69052076,1.1798928,1.0190579,1.1114925,1.1550384,1.1526124,1.1045804,0.8873492,0.8091136,0.917153,0.8997681,0.8998444,0.83099914,0.9686831,1.1563846,0.0,0.73872197,1.1380228,0.9702834,1.1360358,1.1775433,0.5847409,1.1392822,1.3142364,1.0921537,1.0971644,1.0980703,1.0164353,1.229404,1.235274,0.8162929,0.65159905,0.9884521,1.1131392,0.9383132,0.9958939,1.1750683,1.1711197,1.2889851,0.9017754,0.7001582,0.8572391,1.168405,0.9377765,1.1099331,1.2612977,1.0949502,1.1635474,0.9723645,1.0311484,0.7204451,1.069666,1.1201429
pumpkin,1.0575349,0.6823875,0.15681136,1.2393959,0.3852675,0.4382199,0.7200892,1.2873379,1.3675753,1.4353335,0.659666,1.3984182,1.1530895,1.1806176,1.3073866,1.2582209,1.1903502,0.78645957,0.9735777,1.2001593,0.533874,1.1509039,1.134208,0.87863886,0.9947542,0.50697756,1.2541087,1.3227494,0.93865675,1.2987475,1.2836902,1.0693314,0.77937806,0.61163646,1.2366164,0.91707176,0.5542833,1.4046073,0.7966197,1.174636,1.2402143,0.8513231,1.3118567,1.2749257,0.9687017,1.05363,0.46395963,1.2382102,0.93681884,1.058497,0.45628023,1.1909606,0.819427,0.9798212,1.0293996,1.0136364,1.0509577,1.2257938,0.668626,0.8721105,1.217183,0.5688959,0.98766875,0.9166231,0.76205325,1.1742289,1.1585687,1.0905557,0.9704026,1.1916916,1.0989772,1.2284445,1.1259423,1.0358853,1.0577264,1.1702095,1.1570666,0.51958275,0.25327957,1.1045191,0.7067288,0.9910485,0.18479168,1.3338852,1.1422572,1.1687038,1.1236572,1.2463431,1.157954,0.6152022,0.6645727,0.6978569,0.6246532,0.8560202,0.6601378,1.1742173,1.1448338,0.73872197,0.0,1.3239243,1.0295175,1.3717766,1.1379058,0.934641,1.2284638,1.1999663,1.1425693,1.2034043,1.090036,1.0117097,1.203693,1.1988688,0.6835235,0.50485575,1.0875415,0.82505274,0.9000594,1.08318,1.2645454,1.1900415,1.3605715,0.63098574,0.3510564,0.60163766,1.1219333,1.2070061,0.9712338,1.371949,1.1683427,1.1349043,1.1510521,1.299984,0.48518872,1.2567737,1.2381237
purse,0.9381197,1.0590141,1.2806007,0.9450262,1.2267693,1.1701463,1.1712438,0.58990175,1.0027645,0.88038105,1.1695617,0.8785513,1.0070312,0.9857158,0.7462747,0.9594252,0.7594111,1.0459536,0.9355164,0.7425819,1.1590121,0.69533,0.92861986,0.90919083,0.9415156,1.2879778,0.9379907,0.7892059,1.0665535,0.9813093,0.81050956,1.0362817,1.0736642,1.2092118,0.8711775,0.9695886,1.2795415,0.8017429,1.0235668,1.0172781,0.91808426,0.9146344,1.0501295,0.75353444,1.0628914,1.2048432,1.2827724,1.0010141,1.0789202,1.0879794,1.3126366,0.9431167,1.2022225,0.95469,0.7950505,0.99735945,0.996466,0.88961625,1.2193009,0.85254204,1.0848585,1.250891,1.1769221,1.1169621,1.0976495,1.0256464,0.9420916,1.0756502,0.9405023,0.97567356,0.9414727,0.7805019,0.92633426,1.0871627,1.0970496,0.8154014,0.9916632,1.1378491,1.3960309,0.6591245,1.0537562,1.0499108,1.2593601,0.88586104,0.90773803,0.9772357,1.0311296,0.98437977,0.8716458,1.1556756,1.2703992,1.2441564,1.1235698,0.79513973,1.1729045,0.8871205,0.86266947,1.1380228,1.3239243,0.0,0.99847585,0.9209276,0.927739,1.1410189,0.92603993,0.9832133,1.0385067,0.66320884,0.954367,0.9239186,1.025088,1.1369132,0.9878639,1.2583778,0.7746492,1.0456003,0.97333443,0.85997856,0.68599,1.0130422,0.9536185,1.1238757,1.2935166,1.2602506,0.99309987,0.534899,0.88943166,0.6487809,1.0032564,0.9411285,0.87870044,0.78937376,1.2779067,1.0268867,0.9418253
