,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,milk,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,sink,slide,slipper,soap,sock,soup,spoon,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch,window
glass,0.96828777,1.1195339,1.0512936,0.9165809,1.0974122,0.68248343,0.81258065,1.0580955,0.9714433,1.0950698,0.9902535,0.963149,1.038076,1.1226915,1.0796474,1.0859607,0.78070676,0.97090423,0.83210075,1.032524,1.1337199,1.025457,0.98589605,1.0558176,1.2820092,1.0764015,1.029461,0.90567887,1.2512968,0.89163375,1.1270182,0.9792089,0.95733356,1.0510454,0.9629186,0.8682536,1.2075286,1.0767772,1.1461593,0.90197265,1.0882393,0.93986154,1.1299875,0.0,1.134633,0.8825351,0.9367385,0.97200125,0.685981,0.7271855,1.0566423,1.1702582,1.1247619,1.109975,1.1221246,1.0652435,0.95215297,1.0620686,0.9073014,0.9650376,0.9666861,1.0450064,1.1622639,0.9868483,1.1058631,0.83346736,0.9713602,1.0964326,0.9769594,1.0448552,0.9278568,1.1793048,1.1642497,0.8083441,1.1970376,0.96042585,1.0393906,1.1432343,0.9071738,0.8848611,0.95083994,1.1556766,0.899409,1.0027925,0.98613024,0.9984835,0.87848437,0.9171259,1.2505596,1.0367877,0.967797,0.8968902,0.99717754,1.0622876,1.016799,1.16155,1.1582116,0.9332091,0.93138254,1.0722067,1.0075722,0.93980247,1.2338053,0.9575572
glasses,1.1076027,0.43224895,0.6419022,1.2523785,0.72706497,1.0605205,1.2145082,1.1827021,1.4589907,1.4550593,1.3976296,1.2566454,1.0233253,1.3707922,1.2731147,0.7214724,1.1925019,1.2224543,0.88289064,1.2422938,0.92677873,0.92075694,1.1118575,1.1947179,0.5496677,1.1860988,1.3953637,1.0970826,0.67610794,1.3569803,0.6854601,1.1370722,0.84467506,1.1673064,1.1334348,0.8780353,0.99361014,0.4774649,1.0338895,1.162652,0.64866024,1.1520298,0.7918136,1.134633,0.0,0.95159787,1.1126117,0.68624747,1.1564981,0.9110467,0.31590557,0.8883447,0.98644596,0.6634916,0.9843193,1.0251644,1.2133173,0.9157166,1.1958357,1.1577226,1.2181606,0.5686964,0.44826102,1.154283,0.5628099,0.7543461,1.2353704,0.9429565,1.2898164,1.1114192,1.2986283,0.8487138,0.75744784,1.0696936,0.8291893,1.0567193,1.1446674,0.44555455,1.2668644,1.1739559,1.278733,0.5587382,1.1171436,1.0553198,1.2641473,1.0462385,1.2740111,1.3439925,0.44376075,0.87608767,0.9493019,1.2122892,0.8300593,1.2279987,1.4688604,0.9184736,0.48563516,0.8036847,1.339389,0.9701746,1.4378688,0.8757639,0.6625626,1.0908141
glove,0.97348624,0.9376634,0.7833135,1.050368,0.9079712,0.90818727,0.9310912,0.9709496,1.2370067,1.1599293,1.131945,0.9828174,0.886074,1.0113423,1.111799,0.88043815,1.026062,0.97619486,0.9144773,0.79876304,0.9942489,0.7967576,1.0825193,1.049329,0.9987657,1.2881305,1.1798651,0.90905553,0.9877668,1.1759373,0.9235249,1.0918541,0.8682407,1.3588043,1.0591769,0.8749937,0.9949969,0.9783098,0.89019597,1.0992274,0.81682837,1.0698829,0.88619643,0.8825351,0.95159787,0.0,0.71105313,1.1992967,1.1100404,0.9232911,0.8950287,0.95590925,0.9693285,0.8970437,1.1400217,0.9396096,1.1476504,1.1141398,0.98637766,0.9826513,0.8136728,1.0462697,0.9270047,0.71339405,0.87715995,0.92076486,1.3583765,0.9385948,1.0437493,1.1744232,1.0174227,1.023392,0.97838974,0.9072434,0.68801826,1.068996,0.9295803,0.8973273,0.9749291,0.93053514,1.3627748,0.9052157,0.9959947,1.1940935,0.8465495,1.0230364,1.2101247,1.0503048,0.8993854,0.97439796,0.99770635,1.1458062,1.0436063,1.1859208,1.2348845,0.75585705,0.78307474,0.859859,0.84383416,0.8158628,1.0913587,0.9194139,0.91080093,1.2416391
gum,0.8801054,1.1356392,0.8199443,1.027573,0.90052515,0.787073,0.80469394,0.8489814,1.092773,1.0560594,0.9880054,0.8222233,0.92365694,0.98040026,0.64457315,1.0517514,0.99485433,0.81015146,1.0073869,0.7250409,1.1428102,0.759346,0.989609,1.187011,1.1277165,1.2885033,1.125133,0.90869117,0.9897775,1.1024897,1.0700412,0.9735697,0.70671254,1.3104488,1.009469,0.8286023,1.2958882,1.0703195,0.91433954,1.0094527,0.9929295,1.0669461,0.87931484,0.9367385,1.1126117,0.71105313,0.0,1.0953655,1.1214781,0.8924981,1.1257122,0.9949095,1.0458364,1.0367581,1.2151135,1.13161,1.1368947,1.1611205,1.030173,0.9845874,0.6492307,0.9863248,1.0288373,0.87531435,1.1181993,0.8719746,1.2831742,0.99448615,0.93120575,1.2197168,0.80377024,0.9794586,1.0355912,1.1172163,0.954686,1.0884991,0.92838115,1.1583731,0.9320323,0.9781339,1.2540972,1.0372219,0.75749373,1.1135978,0.5650048,1.1596655,1.0952601,0.9569348,1.0596772,1.0447423,0.9668408,1.002023,1.1676371,0.9963006,0.929169,0.85649836,1.038076,1.0046979,0.8543491,0.6209524,0.9996902,1.2973225,1.06222,1.1597632
hair,1.1266382,0.936391,1.1218567,0.8318306,1.1767162,1.1022278,1.0786592,1.1865633,0.8630251,0.92417425,0.97839713,0.8382441,1.0921326,1.0160005,1.011295,1.2696252,1.1739299,1.0593903,1.0546011,1.3114929,1.2920319,1.2050897,0.80366874,1.1810646,1.0637758,0.897645,0.8881659,1.002303,1.2554622,0.97243327,1.2248867,0.8362741,0.9661608,0.8459719,1.135075,1.1570318,0.9752062,0.8420458,1.0792835,1.0921987,1.0442849,1.1320734,1.2058616,0.97200125,0.68624747,1.1992967,1.0953655,0.0,0.8894969,0.83354896,0.8946483,1.1075543,0.94406897,1.1807432,0.75385123,0.9448886,0.7887392,1.184913,1.0421718,1.1248388,1.0833211,0.7007007,1.0380808,1.2222927,1.2327957,0.9801355,0.7955382,1.254174,0.861034,0.729915,1.0634015,1.2354759,1.2074393,1.0255228,1.2347782,1.0852175,1.2353349,0.95496434,1.0411248,1.1208893,0.80497575,0.91364497,1.0970176,0.5298475,1.0637741,0.8182961,1.0431428,1.0140543,1.100812,1.2381681,1.2165611,0.9697833,1.1687644,0.66485715,0.9311308,1.276206,1.1035699,1.0046936,1.1270857,1.2190753,1.106993,1.0818504,1.1953545,0.85363466
hamburger,1.0896584,1.1125765,1.1677113,0.8300005,1.0425918,0.82392657,0.9960786,1.0754904,0.87549603,0.9711771,0.9997912,0.88433045,1.172454,0.93232363,0.9465469,1.1524386,0.6633549,1.0726299,0.56664026,1.1521238,1.3080724,1.1344935,0.92707527,1.2346328,1.1995924,1.0118084,1.044285,0.87370586,1.2613039,1.0212473,1.1192356,0.92685753,1.1031077,1.022453,1.0843796,1.1394019,1.0065769,1.156848,1.103108,0.98901874,1.1468195,0.88854736,1.1850226,0.685981,1.1564981,1.1100404,1.1214781,0.8894969,0.0,0.85570914,1.1918474,1.1495751,1.1084695,1.1259291,1.0830841,0.9666689,0.97218907,1.1262231,0.756225,1.0584921,0.9585316,1.0175331,1.1912355,1.0485374,1.2035066,1.1277179,0.96395385,1.1064692,0.929664,1.0509769,0.8752258,1.216784,1.18137,0.89213425,1.2352185,1.0467732,0.88147134,1.116635,1.0810003,0.9991393,0.9014992,1.1842613,0.8911295,0.8960899,1.1121862,1.0242976,0.78227794,0.9126791,1.2555447,1.0005983,1.167583,0.5852851,0.89985406,0.9189291,0.90644217,1.1776712,1.1912327,1.0597243,1.029502,1.1644019,0.84745985,1.1780875,1.2101113,0.95584
hand,1.1573935,0.8803126,0.9991832,0.5380237,1.2570091,0.85471034,1.038361,1.0848054,0.98949796,1.0766923,0.9792238,0.82272863,1.0823054,0.9135626,0.8990354,1.3870351,1.135971,1.0452908,0.9353533,1.23992,1.3478627,1.2132064,1.0445092,1.286986,1.2577345,0.967495,0.9898354,0.72441864,1.258956,1.0174048,1.3190835,1.038092,0.8329537,1.0111381,1.0085427,0.91299117,1.1304716,0.6015489,1.0570087,1.1416448,0.6985272,1.0956419,1.1807487,0.7271855,0.9110467,0.9232911,0.8924981,0.83354896,0.85570914,0.0,0.99183846,1.2582827,1.071435,1.3071684,0.91648406,0.8386322,0.89837265,1.3007749,0.866468,1.2132924,0.900073,0.7499861,0.94748604,1.065979,1.0861144,0.6959558,1.0239844,1.228945,0.8263125,0.89712834,0.8350454,1.2264665,1.118494,0.88695896,0.9851081,1.1494904,1.1607451,1.0597224,0.9713918,1.1068913,1.0007024,1.2021457,1.0249928,0.81431293,0.9471382,0.78097653,1.0227051,0.99487793,1.0047767,1.2909489,1.0478967,0.9074837,1.1628671,0.78005064,0.912005,1.2478876,0.8500451,0.96688277,0.98770106,1.2323744,1.0894728,1.0750052,1.2761002,0.91452175
hat,1.0852436,0.62748677,0.7786363,1.2431468,0.735422,1.0299311,1.2148091,1.0541523,1.4326733,1.4246117,1.3239713,1.2998047,1.0077488,1.3360221,1.2304833,0.6611612,1.090216,1.2059103,0.8881477,1.1268053,0.9061921,0.8506702,1.1325415,1.0002732,0.67282015,1.1481586,1.3309925,1.1249068,0.75811225,1.2510446,0.68931687,1.1397227,0.87108886,1.1655785,1.009027,0.80593723,1.0531409,0.674842,1.077181,1.0480134,0.80040133,1.0950425,0.79777944,1.0566423,0.31590557,0.8950287,1.1257122,0.8946483,1.1918474,0.99183846,0.0,0.81101686,1.0425326,0.69449896,1.0102595,1.226817,1.2777243,0.82504153,1.1804625,0.9418918,1.1989608,0.86879617,0.6205348,1.0844427,0.60024226,0.77021706,1.1972725,0.8825559,1.2089161,1.1085707,1.2753997,0.8437698,0.7932328,1.1646504,0.7404844,0.9317341,1.0468984,0.48836195,1.1772957,1.0612191,1.2506976,0.62476057,1.100044,0.9975499,1.2087986,1.0303282,1.2186663,1.3654675,0.6269749,0.75934327,0.9941476,1.2655389,0.85032535,1.1939424,1.4276373,0.88041794,0.5993393,0.9138992,1.2699332,0.8781024,1.3062055,0.7220437,0.7040876,1.1116873
horse,0.8854397,1.0481516,0.9321408,1.2704399,0.79695773,1.1105239,1.0756885,0.9668079,1.2091305,1.167053,1.2079147,1.1927253,0.96643436,1.1707137,1.0265433,0.68934,0.89150465,1.0720164,0.87503004,0.8703606,0.81897974,0.74550784,1.0705993,0.79137665,0.82607746,1.1844381,1.2289486,1.1725552,0.7800015,1.0766736,0.7044045,1.0013156,1.0175612,1.1675689,1.0478791,0.8546481,1.0247412,1.1099302,0.9347157,0.86516213,1.0153503,0.8760329,0.593305,1.1702582,0.8883447,0.95590925,0.9949095,1.1075543,1.1495751,1.2582827,0.81101686,0.0,1.0361061,0.749845,1.1199583,1.2740695,1.2963455,0.8442304,1.1536651,0.91965735,1.1524975,1.0935295,0.9471048,0.94974864,0.8039461,0.97379947,1.2091578,0.8939902,1.1780227,1.2315793,0.9548365,0.8536395,0.8399164,1.1283194,0.90878177,0.8331902,0.9280076,0.8627953,1.175337,0.99205726,1.2019653,0.82349735,0.9663051,1.1984291,1.115315,1.221486,1.1560563,1.1801021,0.9200187,0.7386465,0.9850936,1.1071663,0.89727944,1.2261274,1.2137473,0.75373447,0.9466569,0.9548254,1.0975554,0.77564716,1.0557134,0.9620099,0.8287333,1.086941
jacket,0.993362,0.8636677,0.9373032,0.93522847,1.1893562,1.1468332,1.1799073,0.9611617,1.0405276,0.8784189,0.92986405,0.9035592,0.8239931,0.85720336,1.0698411,1.1831095,1.3322285,1.0079128,1.1722887,1.0662818,0.87678313,1.0848417,0.9710532,0.9470471,1.0276278,1.008236,0.8276187,1.0110587,1.0981933,0.89980906,1.1501969,0.96960217,0.972309,0.92482424,1.1456221,1.2094891,0.8812919,0.888703,0.7678776,1.114636,0.9434081,1.2199501,1.0610926,1.1247619,0.98644596,0.9693285,1.0458364,0.94406897,1.1084695,1.071435,1.0425326,1.0361061,0.0,0.992496,0.7833977,0.88402915,0.9329086,1.2151641,0.9103203,1.270767,0.84622276,0.8818854,0.9983761,1.0086764,1.1518071,1.2018353,0.92718595,1.140655,0.8644307,0.6406696,1.1883805,1.1165235,1.0473193,0.9208688,0.823817,1.0168394,1.1658803,1.0696895,0.83347756,1.1825279,0.9885793,1.0222856,1.1861178,0.7828632,0.8922883,0.70981485,1.2012103,1.0317749,0.92043805,1.1433381,1.0086973,1.129284,1.2013943,0.86537623,0.96663696,1.2149037,1.0746905,1.0566552,0.8848625,1.1685271,1.1443176,0.9043425,1.0618882,0.95444113
jar,0.98828214,0.7424731,0.54978454,1.3357606,0.5289032,1.0088706,1.1539009,1.2005581,1.448417,1.4189781,1.4097171,1.3858314,1.0566972,1.353763,1.261296,0.2601068,0.89834607,1.183797,0.84819436,0.97110695,0.60102576,0.5202668,1.1891346,0.990105,0.3264255,1.2738928,1.393481,1.1395901,0.40581524,1.3449372,0.25862932,1.2123015,0.9999458,1.2492837,1.057468,0.94991213,1.0770895,0.9093682,0.9097945,1.027439,0.8820008,1.0526057,0.7138471,1.109975,0.6634916,0.8970437,1.0367581,1.1807432,1.1259291,1.3071684,0.69449896,0.749845,0.992496,0.0,1.1705711,1.3147013,1.3523195,0.7508066,1.1959639,0.95449024,1.2014855,1.057887,0.5333667,1.078017,0.5940266,0.9683895,1.2760905,0.75837016,1.383081,1.2843663,1.2879248,0.59856814,0.56549656,1.0678215,0.6989676,0.90575033,0.85004854,0.6063901,1.3661376,1.0563759,1.3102242,0.65977913,1.0658476,1.3096519,1.2325841,1.273626,1.1432655,1.2857473,0.5163952,0.62312025,0.9216027,1.2061007,0.70667917,1.40768,1.4343882,0.6846868,0.6208822,0.9325383,1.2535717,0.7417647,1.3694122,0.8999915,0.37596476,1.1994052
jeans,1.1596721,0.7587345,1.0018297,0.74895906,1.1780223,1.0322983,1.240892,1.1722648,0.84727836,0.78093374,0.91500235,0.9050975,1.023607,0.9759104,1.1172086,1.2686357,1.2529248,1.0730975,1.1170436,1.2861422,0.9550565,1.090106,1.0504047,0.9704066,1.0411278,0.7812178,0.69308156,1.044853,1.1672008,0.9345535,1.1764456,1.0850693,1.1012559,0.75054437,1.176899,1.0936034,0.8447715,0.64368737,0.93386054,1.247984,0.6979063,1.2752798,1.2492635,1.1221246,0.9843193,1.1400217,1.2151135,0.75385123,1.0830841,0.91648406,1.0102595,1.1199583,0.7833977,1.1705711,0.0,0.8021542,0.8356664,1.1965348,1.0074703,1.2809713,1.0989422,0.85469973,0.8750868,1.2379371,1.1168101,0.8644967,0.6453268,1.2773259,0.88498366,0.33439302,1.1946983,1.1806508,1.1205316,0.9927725,0.98636484,1.1713536,1.2607831,1.039803,0.9300481,1.1578896,0.81307864,1.1323605,1.3320792,0.5761683,1.1186117,0.57688427,1.0272682,1.0467186,0.82100165,1.0806762,0.9868845,1.1083608,1.211893,0.66966283,0.9370411,1.2504864,0.8811097,0.93864036,1.1395595,1.3182397,1.2215041,0.8495809,1.1362861,0.8655592
knife,1.0485426,0.8377537,1.0916414,0.7883412,1.2805352,1.1612484,0.98698044,0.98745835,0.8052841,0.7748084,0.770015,0.7770474,0.91382927,0.84828985,1.0573716,1.3149345,1.1934942,1.0448228,1.1235509,1.1032256,1.0342993,1.2960145,1.0473063,1.0629027,1.1742586,0.8064386,0.85082173,0.94546837,1.1309583,1.0328832,1.2996075,1.0575935,1.1159985,0.8473724,1.0460663,1.2068391,0.61839646,0.8389911,1.042161,1.2563207,0.83528745,1.0736178,1.1891413,1.0652435,1.0251644,0.9396096,1.13161,0.9448886,0.9666689,0.8386322,1.226817,1.2740695,0.88402915,1.3147013,0.8021542,0.0,0.8128448,1.1061246,1.0653085,1.1284912,0.9275402,0.768808,1.0589026,0.9645006,1.0544993,1.1207063,0.871606,1.0890285,0.9271243,0.74714226,0.9813476,1.1393193,1.1076117,0.792862,1.0396029,1.2720046,1.0766115,1.0907447,0.774551,1.2102487,0.8895632,1.1617538,1.0704372,0.8861372,0.9794118,0.8639578,0.88982004,0.8757403,0.9257796,1.2726865,0.8925756,1.0036839,1.0391215,0.9170648,0.9465734,1.0935423,0.9887759,0.8054149,0.9599912,1.2743673,1.0205637,0.94991356,1.1866052,1.0264516
ladder,1.0926815,1.1920526,1.2971784,0.7204529,1.3673613,1.0889242,1.1314989,0.96249014,0.5838322,0.55126995,0.42106372,0.77235186,1.0753727,0.6797813,0.9192507,1.456239,1.1712745,0.85872704,1.2813762,1.0955306,1.1313522,1.2789785,0.8201068,0.7062136,1.3228805,0.69909805,0.44107926,0.9036095,1.4029987,0.56345683,1.4239066,0.8214794,1.0774336,0.61422557,0.9481779,1.2520559,0.89741516,1.129814,0.96545273,1.1145011,1.2180873,1.1749804,1.3722429,0.95215297,1.2133173,1.1476504,1.1368947,0.7887392,0.97218907,0.89837265,1.2777243,1.2963455,0.9329086,1.3523195,0.8356664,0.8128448,0.0,1.2730511,0.88742745,1.1310023,0.96393883,1.0453771,1.2873114,1.1570469,1.4091984,1.152095,0.5873065,1.2975485,0.73313046,0.6775153,1.0070884,1.3121605,1.3315061,0.92320067,1.1487725,1.0622071,1.1844621,1.2655561,0.70623887,1.0388576,0.5433171,1.268384,1.1015444,0.70159316,0.8772276,0.71112674,0.8958835,0.8028138,1.3012841,1.3089172,1.169435,0.9341869,1.3533171,0.6897037,0.4987654,1.3499333,1.3691494,1.0679151,0.946304,1.2788856,0.81379104,0.9809341,1.2781066,0.6633204
lamp,0.7513125,1.0532418,0.98786277,1.3250211,0.70230025,0.9784148,0.8906588,1.057886,1.2571878,1.3263721,1.1927627,1.3452295,0.90643805,1.4092925,1.2296944,0.51601934,0.88494265,1.1010834,0.97053045,0.965244,0.6820189,0.9036906,1.1380037,0.91332024,0.6943362,1.0131857,1.3343778,1.1361992,0.5607668,1.2057904,0.6871357,1.1222684,1.0946915,1.0116986,0.7138185,0.92345136,1.042627,1.1289406,1.1004181,0.84566927,1.0465217,0.7697353,0.62053317,1.0620686,0.9157166,1.1141398,1.1611205,1.184913,1.1262231,1.3007749,0.82504153,0.8442304,1.2151641,0.7508066,1.1965348,1.1061246,1.2730511,0.0,1.2689481,0.75343215,1.268064,1.1752892,0.9159601,1.0778285,0.49789202,1.0194018,1.1248839,0.643324,1.353703,1.2851598,1.1134802,0.5482867,0.5414655,1.0571305,0.99803054,0.8493444,0.9398282,0.85236776,1.1841936,0.8378712,1.1180056,0.8333175,0.86711085,1.2921165,1.2289603,1.354427,0.9129796,1.2610308,0.8742113,0.7714392,0.92888105,1.1614505,0.34319568,1.3388616,1.3496094,0.6633204,0.87088406,0.90963495,1.3026803,0.8160542,1.0755132,0.6502327,0.78880066,1.0315754
meat,1.1339778,1.106316,1.0318156,0.8705196,1.1661463,0.9044489,0.9888733,0.95183504,0.8780873,0.828729,0.99138486,0.8252051,1.1014318,0.48723197,0.8951966,1.2740391,0.87806696,1.0478345,0.8289702,0.95764863,1.2292042,1.162897,0.99418044,1.153074,1.2335914,1.0435835,0.8471595,0.8685819,1.2769957,0.93049794,1.2370762,0.99102145,0.9867722,1.0809958,1.1433331,1.0739747,1.0221469,1.0702316,0.97138417,1.0372573,1.1133577,1.0750817,1.2430438,0.9073014,1.1958357,0.98637766,1.030173,1.0421718,0.756225,0.866468,1.1804625,1.1536651,0.9103203,1.1959639,1.0074703,1.0653085,0.88742745,1.2689481,0.0,1.1101196,0.48981106,1.0526336,1.1039848,0.7675724,1.2821842,1.0641981,1.0441691,1.0988414,0.80061245,1.0041796,0.9634225,1.227009,1.2235444,1.0128784,0.9732209,1.0902025,0.73820114,1.2285167,0.9147886,1.0075579,1.0246974,1.2339219,1.000343,0.9550679,0.8308602,0.90765125,1.0281618,0.8146477,1.2137622,1.1589718,1.1332625,0.7528917,1.1631027,0.8995514,0.8962661,1.214421,1.169176,1.1825086,0.62792337,1.1316648,0.7178019,1.1808685,1.1559638,1.01404
milk,0.9554655,1.293046,1.1567184,1.134918,0.955745,1.1006095,0.8757469,0.9751636,0.92191434,0.9916188,0.9046736,1.0563143,1.0329106,1.1024232,0.8623566,0.8434226,0.8388985,0.8209883,1.0266198,0.756996,1.0540047,0.9379962,1.0229288,0.8724852,1.0540743,0.98011065,1.0925274,1.1350783,1.0646414,1.0006138,0.93893486,1.0012907,1.118895,0.93917567,0.712681,0.9560228,1.073171,1.2953888,1.2512066,0.8644425,1.285696,0.7436836,0.9174607,0.9650376,1.1577226,0.9826513,0.9845874,1.1248388,1.0584921,1.2132924,0.9418918,0.91965735,1.270767,0.95449024,1.2809713,1.1284912,1.1310023,0.75343215,1.1101196,0.0,1.1218631,1.2617239,1.1829035,0.85666496,1.0329206,1.1034967,0.9616748,0.81359917,1.0829619,1.2775005,0.86608756,1.0948952,1.1728239,1.1420594,1.079633,0.9476723,0.8988465,1.0352687,1.1073142,0.63388455,0.87387776,0.9620998,0.90135145,1.1420478,1.065474,1.2401204,0.92089117,0.9417189,1.2626872,0.91104203,0.9709389,1.0401355,0.9401562,1.1520455,1.0742288,0.643345,1.1609025,0.9451875,0.9659301,0.83704185,0.73969793,1.0068393,0.9656607,1.0349443
mitten,1.0064324,1.0857221,0.9805646,0.8648573,1.1873482,0.97197527,0.98388004,0.838835,0.9442985,0.88707256,0.87398195,0.7401184,0.93234813,0.5940394,0.8257704,1.3119304,1.1185366,0.9866984,1.0178607,0.7902132,1.15243,1.115965,1.0264671,1.1780417,1.3074744,1.0687283,0.894996,0.9800041,1.2183292,0.98059994,1.3051896,1.0364811,0.92190146,1.1278758,1.0336578,1.0944185,1.028354,1.0816642,0.78454226,1.0793709,0.9462665,1.1103917,1.1427441,0.9666861,1.2181606,0.8136728,0.6492307,1.0833211,0.9585316,0.900073,1.1989608,1.1524975,0.84622276,1.2014855,1.0989422,0.9275402,0.96393883,1.268064,0.48981106,1.1218631,0.0,0.90563667,1.1330351,0.83467394,1.2512589,1.1168909,1.1087841,1.1384485,0.5667644,0.99359304,0.98145354,1.1288902,1.1314185,1.1053194,0.8070625,1.0921394,0.91644293,1.2799101,0.7677215,1.0342463,1.0869792,1.2713006,0.92711455,1.0050398,0.24199629,0.9400046,1.1221528,0.9041656,1.0800893,1.2226284,1.0896304,0.90346515,1.2580012,0.9005616,0.83007777,1.1134697,1.1907551,1.199271,0.6803864,0.9305673,0.87298626,1.2014036,1.2335516,1.0829846
mouth,1.0342405,0.4946053,0.7065588,0.97211534,1.038452,1.0009054,1.1973062,1.1495736,1.1537111,1.167842,1.1631249,0.9670286,0.98557365,1.0863144,1.1033703,1.2054232,1.2840984,1.1035069,1.0444305,1.1899455,1.102778,1.1625826,1.0229727,1.3351322,0.91220534,1.1032643,1.1649117,0.97450966,0.96696395,1.1852196,1.0873301,1.0476176,0.8998293,1.0955799,1.1453419,0.9695744,0.955733,0.44048768,0.94850916,1.1957841,0.6537476,1.1382811,1.0635834,1.0450064,0.5686964,1.0462697,0.9863248,0.7007007,1.0175331,0.7499861,0.86879617,1.0935295,0.8818854,1.057887,0.85469973,0.768808,1.0453771,1.1752892,1.0526336,1.2617239,0.90563667,0.0,0.64259684,1.1396102,0.8722547,0.8063897,1.1271636,1.1382738,1.0499846,0.92627305,1.1098785,1.0635167,0.9703492,1.0081309,1.0465186,1.1766783,1.2259963,0.8367487,1.0816326,1.1488974,1.1453507,0.93832,1.1559145,0.905833,0.9924843,0.92110646,1.1892892,1.1279137,0.6308199,1.1093631,0.91957986,1.0864245,1.094274,1.029,1.1577681,1.0815673,0.7113285,0.9645214,1.160046,1.1372832,1.3234367,1.1172177,1.0685446,1.0717651
nail,1.0672542,0.36772084,0.28705275,1.1775855,0.42302835,0.79039854,1.2560489,1.2796104,1.4292986,1.3950279,1.4408312,1.2015774,1.0803875,1.3442892,1.3075833,0.61985457,1.1189389,1.263256,0.85515314,1.2350786,0.88057935,0.7699671,1.2880652,1.3083062,0.39364564,1.1936406,1.3622112,1.0485715,0.46071047,1.45838,0.5267493,1.3214436,0.9217818,1.2924851,1.1956904,0.67942953,1.047471,0.33595192,1.0647895,1.2676951,0.5244375,1.2718265,0.79413253,1.1622639,0.44826102,0.9270047,1.0288373,1.0380808,1.1912355,0.94748604,0.6205348,0.9471048,0.9983761,0.5333667,0.8750868,1.0589026,1.2873114,0.9159601,1.1039848,1.1829035,1.1330351,0.64259684,0.0,1.0936961,0.5356242,0.5705607,1.3244103,0.87139475,1.3946061,1.0851262,1.2792922,0.6845416,0.5825652,1.1567664,0.75799465,1.1920761,1.0008239,0.59002495,1.3730751,1.2193079,1.4193244,0.7513225,1.1652361,1.1453018,1.2733448,1.0811532,1.2018741,1.3176802,0.21231961,0.78049207,0.86066216,1.3259284,0.7869989,1.2401323,1.4832586,0.7462146,0.25331306,0.91524196,1.3559949,0.8621262,1.4867659,0.978579,0.49475425,1.2658949
napkin,0.8865458,1.1577985,1.119349,1.09731,1.0644354,1.0835192,0.7471508,0.902803,0.9482547,0.8952776,1.0363295,0.95287126,0.96049994,0.60760236,1.0512786,1.0737282,0.7825953,1.0796678,0.8626044,0.7091451,1.0938869,1.0682644,1.0820787,1.0296222,1.0991653,1.2424202,0.94893706,0.95459634,1.1354628,1.1001842,1.0980242,1.0440632,0.9640733,1.2533078,0.99262595,0.8928424,1.017957,1.1508262,1.1008128,0.99857587,0.99243116,0.8764446,0.97225386,0.9868483,1.154283,0.71339405,0.87531435,1.2222927,1.0485374,1.065979,1.0844427,0.94974864,1.0086764,1.078017,1.2379371,0.9645006,1.1570469,1.0778285,0.7675724,0.85666496,0.83467394,1.1396102,1.0936961,0.0,1.0667082,1.0026761,1.2609881,0.83495426,0.9053183,1.192976,0.6986462,1.118034,1.1659817,1.0676869,0.8307803,1.1121018,0.54242766,1.1080358,0.99908,1.0510404,1.2276992,0.9924531,0.91038847,1.2073469,0.83969796,1.0487733,0.9771783,0.7942747,1.1422852,1.1582617,0.89841986,0.99934864,1.0431075,1.09938,0.9903779,0.8785244,0.933574,0.95695585,0.2165612,0.94417864,0.7286742,1.073436,1.0290226,1.1767493
necklace,0.779384,0.6256344,0.6794006,1.2829504,0.63569325,0.9607413,1.0304167,1.1002228,1.5161073,1.5324142,1.4197625,1.3249733,0.8751589,1.4664448,1.3298385,0.49511564,1.0489001,1.2448753,0.83285046,1.1032987,0.648002,0.8045496,1.1597736,1.0291817,0.5670388,1.20837,1.469905,1.1115661,0.4712332,1.3847244,0.55090946,1.1447165,0.9808622,1.248047,0.87620765,0.77416956,1.057599,0.7127907,1.0232002,1.0914289,0.6141199,0.9676266,0.58042353,1.1058631,0.5628099,0.87715995,1.1181993,1.2327957,1.2035066,1.0861144,0.60024226,0.8039461,1.1518071,0.5940266,1.1168101,1.0544993,1.4091984,0.49789202,1.2821842,1.0329206,1.2512589,0.8722547,0.5356242,1.0667082,0.0,0.7690234,1.3299072,0.6952437,1.432091,1.2730756,1.2425396,0.5658087,0.49470854,0.9657996,0.7173084,1.0025746,1.0060917,0.66008437,1.2251365,1.042168,1.3655006,0.726445,1.0247583,1.3666265,1.3161609,1.1537014,1.1405622,1.3353841,0.4169519,0.7120982,0.7646491,1.2896492,0.51870203,1.4732394,1.5645199,0.70750195,0.44435322,0.8966008,1.3208737,0.8407481,1.3624725,0.69103956,0.62657213,1.2257763
