,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
nose,1.3234832,0.8209065,0.33503103,1.2591105,0.9442277,0.8736976,1.1235129,1.0975744,1.3402991,1.0708239,1.3251599,0.35931766,1.290088,0.94178414,1.1015491,1.3255014,0.88430953,1.0271717,0.48849815,1.1139214,1.1326116,1.0322186,0.92403287,0.8956384,1.0546622,0.49374056,0.9486254,0.80342066,1.0572375,0.9424555,1.1845319,0.9427991,1.1719804,1.1511925,1.3065602,1.0594773,0.96340483,1.1771654,1.1501399,1.1542852,0.4296366,1.3245363,0.41139847,1.217973,1.2714951,1.0787615,1.0247386,1.0055431,1.153151,0.5466798,0.59106034,1.094894,0.50372875,0.62405014,0.6988082,0.9505389,0.8707158,1.0563333,1.3347598,0.22811276,1.020484,1.0273701,1.0225112,0.9797604,1.2814562,1.0939982,0.36742902,1.095733,1.1547468,1.2939438,0.9925271,1.2673446,1.0929146,1.2659905,0.5035479,1.170471,1.2523812,1.0436128,1.3247709,1.3129187,0.8531964,1.0635896,0.3056872,0.95871556,0.5994418,0.0,0.8790487,1.18448,1.0267061,1.3492303,1.1731567,1.3076632,1.1413378,0.39279008,0.642298,0.8745921,1.2657697,0.66208315,1.2155939,1.1325387,1.1880033,1.1351876,0.5120213,0.5865891,1.2700428,1.273126,0.5175188,1.0568062,1.2035197,0.8180425,1.2619331,1.2120905,1.0110598,0.7737327,1.3024428,1.284026,1.0359089,0.7607229,1.2367364,1.3522592,1.2754958,0.27388334,1.2005719,0.6961692,0.85761154,1.2636868,1.0407866,0.9931078,0.91153467,1.1658204,1.2638501,1.351309,0.6453995,0.3853863,0.688675,1.2909217,0.749279,0.82063913,1.3565454,1.1297429,1.1640127,0.4014609,1.018152
orange,1.0598412,0.92523885,0.66141486,1.2570484,0.89146066,0.8117653,0.43202394,1.1684778,1.2500625,1.2214866,1.3897483,0.6801386,1.2997284,1.1521462,0.87931883,1.2647047,1.0088196,0.9765327,0.8284097,1.0141603,1.1408074,0.7086782,0.76502025,0.89869136,0.8467277,0.72594494,1.1337279,0.067088485,1.1719398,0.9111037,0.9183074,1.1603022,1.4526448,1.264063,1.144204,1.082445,0.5576737,1.0865654,1.1239204,0.8108835,0.62087715,1.3328264,0.7547066,1.1413606,1.150672,1.0380095,1.3159305,1.0548753,1.3527962,0.6724715,0.46023464,1.2464942,0.67759067,0.61237174,0.91203105,1.0574127,0.8022064,0.8323714,1.2262588,0.7705598,0.87683886,1.1886055,0.96776485,1.2533305,1.0298855,1.091365,0.80494285,1.2224315,1.1778241,1.2423432,0.99480224,1.1952511,0.88836926,1.2824389,0.86866975,0.9144084,0.60418916,1.114194,1.1047641,1.1598701,0.9588641,0.8214912,0.7771585,0.55535483,0.861153,0.8790487,0.0,1.308481,1.2508272,1.4232053,1.1940811,1.2460651,0.7965132,0.70083416,0.7385222,0.21301115,1.2070967,0.63626856,1.0414287,1.2271787,0.9342165,1.1751711,0.46581537,0.6919091,1.0544817,1.215558,0.72874707,1.2563814,1.1895032,0.91568065,1.040319,1.0806888,1.0913683,0.75654185,1.3104396,1.1657279,1.0624254,0.91139084,1.3260351,1.2077533,1.2008278,0.74137276,1.2251527,0.5475426,0.7114787,1.0130613,0.8371645,1.0298783,0.7335887,1.1417766,1.348872,1.2929184,0.71682256,0.6642526,0.67465425,1.143493,0.65188825,0.8795656,1.1820387,1.2440228,1.0534679,0.7563653,1.2441378
oven,1.1275363,0.9698757,1.3300991,0.7589186,1.3134356,1.3240345,1.2327487,0.83408666,0.6955147,1.019121,0.7083259,1.1404681,0.5700046,1.1118993,1.1197412,0.7961711,1.0496598,1.0369399,1.1432306,1.0070881,0.7813462,1.1881545,0.9817941,1.0531011,1.2329668,1.0353385,1.0003177,1.2596974,0.8061913,0.78285,1.0440052,0.9852832,0.56382436,0.8220465,0.8402583,0.7418248,1.2336931,1.0587624,0.748645,1.1425021,1.3076818,0.775362,1.1977856,0.83262384,0.95461166,1.274201,0.6224257,0.57900363,0.74226487,1.1650506,1.4161419,0.9610635,1.279564,1.3057079,1.2063061,1.0189192,1.1457448,1.3557627,0.78809774,1.2646482,1.187529,0.827808,1.2598706,0.9663495,1.0535251,1.0705664,1.2399158,0.9491467,0.94547874,0.78074837,1.0354582,0.76529497,1.0230397,0.6584254,1.0439222,1.0684593,1.1063757,0.9781816,0.95814174,0.8507601,1.0938106,1.1732033,1.2959547,1.1695867,1.084869,1.18448,1.308481,0.0,0.96761274,0.84174335,0.634018,0.94109845,1.1929728,1.2074547,1.2977896,1.2957724,0.90235,1.1175072,1.1275975,1.0675163,1.0119134,0.8489544,1.3460274,1.281929,0.9502323,0.47314644,1.1034619,0.44973433,0.7750347,1.2285013,1.0544987,0.99827385,0.9920829,1.2395123,0.7135227,0.9830326,0.8192433,1.1208323,0.5841267,0.7347878,0.9503283,1.2422056,0.99626005,1.2753556,1.1862261,1.0548978,1.1801769,0.8963396,1.2924819,0.98288673,0.7132645,0.5294639,1.2327977,1.3172537,1.250932,1.0338045,1.1258869,1.334312,0.83749014,1.015468,0.7402541,1.3137236,0.72844386
owl,0.9177851,0.9936623,1.1778549,0.69314194,1.1160276,1.1563528,1.2758127,1.0988039,0.8550837,0.17238605,0.5062928,1.1773726,0.7633035,0.795278,1.1435189,0.6087815,1.1804726,1.1411016,1.2876028,1.2153305,1.156391,1.3009982,1.1397717,1.2717206,1.0627415,1.3035687,1.1348296,1.2523093,0.56413,1.1286377,1.0297167,1.0414435,0.87221575,0.85846305,1.0981836,0.9345714,1.2553551,0.9620864,0.97737753,1.1867367,1.2319111,0.7528947,1.3037057,1.0861586,0.764081,0.9360029,0.976313,1.1350803,0.80530584,1.0636595,1.2043314,0.88397723,0.9396488,1.239165,1.1814659,0.799312,1.2206366,1.1975913,0.9810203,1.1107359,1.0225617,0.6976774,1.1287929,0.840994,1.1392533,0.732216,1.2212546,0.8883372,1.0153804,0.800437,1.2127821,0.5869164,1.2203119,0.9180816,1.2011144,1.0819595,1.1952949,1.0903201,0.85261965,1.0682673,0.96458316,1.1481376,1.1215175,1.1675364,1.0023413,1.0267061,1.2508272,0.96761274,0.0,0.59329355,0.80324894,0.86665016,1.1294079,1.1637796,1.2102861,1.3265141,0.96751356,1.1859789,0.97578907,1.0967134,1.1767406,0.82112575,1.1638103,1.113509,1.0060608,0.9995788,1.0699407,1.0566672,0.78850174,1.2001985,1.1386075,1.0757444,1.1336939,1.2093807,0.7756711,0.81860393,0.85747945,1.2306708,0.7767029,0.94326377,0.7206391,1.098161,0.81946754,1.2975261,1.0620406,1.1803983,1.2587421,1.0334295,1.1569557,1.0747527,0.7191854,0.91242456,1.3253677,0.9785887,1.182825,0.9419062,1.2460546,1.2045329,1.0598245,0.95302784,1.158853,1.0646166,0.8862293
pajamas,0.8848905,1.0100743,1.442092,0.38464856,1.1417321,1.2088252,1.2643485,1.0587878,0.71364623,0.62490416,0.409212,1.4506521,0.55238426,0.35606968,1.1807142,0.43985277,1.2177348,1.0800943,1.4250484,1.160825,1.0015291,1.3407476,1.1903175,1.2753056,1.1108402,1.5239215,1.1111091,1.4385028,0.75302064,1.2039638,0.93253434,1.0229789,0.66388613,0.5120976,0.92218524,0.97310245,1.3825005,0.89995205,0.90286404,1.2027404,1.5390441,0.5873302,1.4719086,0.9112697,0.73227805,0.858686,0.9279976,1.2121094,0.48432583,1.2798512,1.4399474,0.5976101,1.2391942,1.5077466,1.3797004,0.9220987,1.4499344,1.2802505,0.7839777,1.4515953,0.99476826,0.9065698,1.0603666,0.64158094,0.9468502,0.72198117,1.4588339,0.8223648,0.88258004,0.47854668,1.1589333,0.39978147,1.3027532,0.7250706,1.5002632,1.068581,1.0531808,1.0438608,0.56974125,0.7333189,0.9392703,1.1945776,1.406669,1.345125,1.1349127,1.3492303,1.4232053,0.84174335,0.59329355,0.0,0.54944295,0.6351584,1.1285945,1.5292014,1.4488008,1.4430181,0.8662276,1.378753,0.94679916,0.9656086,1.1218219,0.7017112,1.3881989,1.3921633,0.83727777,0.84531546,1.3143324,0.9885529,0.8476412,1.3451298,0.94895184,0.9317741,1.0886158,1.4413054,0.23515671,0.7736592,0.6325606,1.4162246,0.7946873,0.7665603,0.5713779,1.436769,0.73025167,1.5108151,1.1032972,1.0918758,1.3961078,1.1468053,1.2947512,1.0067042,0.30592048,0.70424247,1.4888685,1.3457066,1.3225024,0.79669493,1.3416011,1.2290611,0.8536308,0.9082687,1.0294923,1.4420376,0.9016952
pants,1.005053,0.64387,1.3098775,0.5154444,1.2710509,1.240387,1.2322103,1.2300143,0.9482084,0.94527036,0.6839299,1.2033348,0.4319684,0.9371152,1.0891728,0.49007767,1.2130865,1.3340786,1.2508018,1.4197264,1.168838,1.2991493,0.8692206,1.2118341,1.255847,1.1794162,1.1454494,1.1433676,0.6102098,0.87785876,0.9958885,1.25648,0.733229,0.51508635,1.007202,0.88154507,1.1787959,1.0790256,0.79276806,1.0973105,1.3764472,0.98117423,1.3000787,1.0503829,0.7539669,1.1456251,0.8751757,0.97975904,0.3785962,1.0105983,1.3006921,0.82028985,0.97224486,1.2845404,1.2530018,0.56703603,1.3899393,1.4279646,0.86750054,1.1888071,0.85080934,0.8734212,1.3059671,0.7323415,1.159447,0.75261176,1.2699821,1.0311478,0.91376597,0.5417199,1.2109793,0.21382391,1.2119534,0.70451844,1.3272359,1.0378388,1.0953624,1.1241814,0.5199432,0.64523923,0.8986325,1.1134493,1.3154991,1.0963744,0.7571522,1.1731567,1.1940811,0.634018,0.80324894,0.54944295,0.0,0.94855505,1.0690745,1.2479124,1.3493997,1.2489974,0.94013786,1.1691396,1.2401239,0.99702257,1.3731147,0.7225952,1.1714791,1.1911385,0.76397085,0.91501504,0.9554611,0.8030478,0.76269746,1.2428378,1.0836335,1.1229639,1.1951686,1.2959127,0.2843277,0.7567322,0.18101275,1.4298403,0.7388294,0.99886495,0.94339776,1.2013868,1.0426533,1.4151294,0.86480594,1.2895961,1.3807521,0.8947347,1.38248,1.0571241,0.28787756,0.7866318,1.468986,1.0212996,1.1426656,0.995292,1.0143188,1.4748647,1.1147797,1.132202,0.8503259,1.1976404,1.0109833
paper,0.67380595,1.115887,1.3965015,0.6824988,1.0289198,1.0906036,1.1670396,0.96098894,0.6960603,0.8552817,0.6163631,1.267053,0.75894564,0.7307636,0.94797206,0.7474784,1.015286,0.5170802,1.3168387,1.068246,0.8027134,1.2478168,1.1196299,1.1085887,0.9299755,1.3341626,1.0803287,1.2939463,0.9132,1.182013,1.1026922,0.679639,0.85646874,0.88590544,0.91440815,0.8697386,1.2149725,0.9087955,1.0360457,1.086313,1.2593086,0.63747835,1.3552558,0.81598574,0.95400023,0.96481127,0.9958495,0.91659045,0.9503805,1.283447,1.3680048,0.81742567,1.2433057,1.1913209,1.2959287,1.0754904,1.1345234,0.9788518,0.7849661,1.3241948,1.0749917,1.0011957,0.7163129,0.91167575,1.0132885,0.84101164,1.3376623,0.86878574,0.82677186,0.74138117,1.0727341,0.7735176,1.0651457,0.76046324,1.3081548,1.1278415,1.0756273,0.90774256,0.8802993,0.7795148,0.9910178,1.1891507,1.3076788,1.2230885,1.26663,1.3076632,1.2460651,0.94109845,0.86665016,0.6351584,0.94855505,0.0,1.2116497,1.3320752,1.0817156,1.2812195,1.0830802,1.2622885,1.0063188,0.869601,0.9784639,0.8477416,1.311686,1.4058819,0.9560043,0.92435235,1.3332889,1.0506703,0.8976555,1.2489634,0.95343083,1.0398209,1.0933067,1.0647072,0.75153214,0.8298,1.0211873,1.2408164,0.8458116,0.7219542,0.6237848,1.3057642,0.4274963,1.3017557,1.0944033,1.0604985,1.2432992,1.0369502,1.1672229,0.9024817,0.826035,0.7518152,1.2809206,1.3160212,1.2127738,0.72333467,1.2624767,1.0214368,0.8320422,0.8527851,1.0103551,1.3809752,0.84118193
pastry,0.66973245,0.95329994,1.0668086,1.0634127,1.1472396,1.1397052,0.6655864,1.2621889,1.0847967,1.0892217,1.2726235,1.2639142,1.162195,1.1681108,0.7535377,1.158581,1.1312456,1.23634,1.2393808,1.0631835,1.1718543,0.45034122,1.0080452,1.2734592,0.97220945,1.1818515,1.1199241,0.79106957,1.2371923,1.2081347,0.5751659,1.3148439,1.2218608,1.2321618,0.92177707,1.1035259,0.42714202,0.93399507,1.1686127,0.30639982,1.2129437,1.2190908,1.1931912,1.0507452,0.6980545,0.7373921,1.1457355,1.1340619,1.1455284,0.9311255,0.9257053,1.1178298,0.8747415,1.0680432,1.0073248,0.8968028,1.0006051,0.75704277,0.8965216,1.179158,0.8181534,1.189503,1.0172212,1.0457214,0.53840137,0.72303987,1.2115939,1.1100092,1.1562868,1.1650796,1.0352365,1.1757162,0.8886743,1.1846262,1.296,0.26653838,0.76103956,1.1024214,0.7828653,1.0408312,0.9716487,0.3037461,1.1696036,0.5298809,1.0156126,1.1413378,0.7965132,1.1929728,1.1294079,1.1285945,1.0690745,1.2116497,0.0,1.175915,1.1867175,0.7351794,0.61031365,1.2434099,0.5549153,0.9379132,0.9967172,1.1243937,0.8478095,0.85618055,1.0064259,1.1389253,0.82043856,1.1533755,1.116633,0.80626947,0.58323103,0.8695611,1.1542864,1.1378258,1.0903832,1.0291913,1.0481352,1.1142347,1.192059,1.0488387,1.2416526,1.2062637,1.1674628,0.79690385,0.9752384,0.79248154,0.8346927,0.8424608,0.98971975,0.9496896,1.1063514,1.1172466,1.1675317,0.9273031,1.0230478,0.8413365,1.0852712,1.1667612,0.8801729,1.1724442,1.0396127,1.0139718,1.3436897
pen,1.2991881,0.96919125,0.34138292,1.3817258,0.9610921,0.848531,1.0266526,1.0201713,1.5191506,1.1599549,1.4501973,0.22556424,1.3686285,1.0213075,0.94566965,1.357743,0.6473654,0.9151335,0.36045325,1.1390088,1.147885,1.0148782,0.7448857,0.6882595,0.9176719,0.3124224,0.84788203,0.61190236,1.014698,0.7452891,1.2394807,0.94912094,1.4031051,1.2307487,1.3966594,1.027577,0.94722813,1.2426057,1.140098,1.1740754,0.1218614,1.4103514,0.30686116,1.3812878,1.2942848,1.1589236,1.1980209,0.8945404,1.2293668,0.5645871,0.4482895,1.2954844,0.5518323,0.35514712,0.54414946,1.0627164,0.5314915,0.8687048,1.438916,0.21943843,0.92822474,1.0403328,1.0547615,1.2313817,1.4128215,1.2211685,0.28236973,1.2128356,1.1190315,1.3777369,1.0209423,1.3202385,0.7678567,1.288066,0.32793796,1.259786,1.2237446,1.1040223,1.3777564,1.2506378,1.0934317,1.1447226,0.2937833,0.8172432,0.5511556,0.39279008,0.70083416,1.2074547,1.1637796,1.5292014,1.2479124,1.3320752,1.175915,0.0,0.23946476,0.70613736,1.2913151,0.41515678,1.2751949,1.1439891,1.1567557,1.2773322,0.5070833,0.4327283,1.1524923,1.3185253,0.6025162,1.0045326,1.2856123,0.659419,1.3461713,1.3736027,0.8977597,0.3990339,1.4298329,1.2949351,1.056052,0.5737084,1.1822786,1.498285,1.3317347,0.2157135,1.2412109,0.670868,0.7708983,1.3398887,0.6965627,0.9229647,0.87993,1.0837924,1.3895614,1.4073374,0.4845518,0.43456233,0.46740603,1.2689745,0.48086894,0.7368008,1.4583085,1.1119187,1.0478066,0.19460404,1.0467281
pencil,1.0889239,1.0807425,0.55490494,1.3796283,0.8584059,0.82131416,0.92964697,0.99280417,1.4173948,1.152453,1.3948002,0.46270895,1.361668,1.0513378,0.86862487,1.3586581,0.68728626,0.78998566,0.5694771,1.0581833,1.0950512,1.019243,0.698831,0.7323047,0.81877685,0.5350153,0.88660884,0.68338346,1.1472166,0.84250885,1.2696514,0.8408549,1.3772393,1.217567,1.2718666,1.012517,0.92048377,1.1280173,1.1078627,1.1105595,0.26061392,1.2840863,0.53013086,1.2789834,1.3282104,1.0792558,1.1620111,0.9332974,1.2706858,0.7082393,0.5952346,1.2686158,0.7089839,0.40866876,0.6419625,1.1206087,0.46194375,0.74661016,1.3777403,0.44838774,0.9779803,1.1345605,0.9468308,1.2477466,1.3110731,1.1844383,0.5117164,1.2060564,0.9504626,1.3495349,0.97625357,1.3813863,0.6202638,1.154329,0.43736947,1.2891235,1.1260684,1.0516196,1.3697159,1.2814741,1.0854894,1.1414679,0.5106167,0.8673258,0.73933476,0.642298,0.7385222,1.2977896,1.2102861,1.4488008,1.3493997,1.0817156,1.1867175,0.23946476,0.0,0.7237288,1.2590901,0.5727162,1.2186735,1.0309644,1.0781809,1.2749287,0.6949934,0.6454581,1.1534253,1.3360178,0.876878,1.031785,1.2899806,0.7164712,1.2460723,1.277498,0.8412273,0.30389178,1.4639102,1.2094271,1.2187613,0.53948104,1.1497396,1.3833004,1.2572306,0.4838482,1.0714548,0.7104849,0.8214376,1.1809672,0.6158553,0.92687863,0.8032129,0.92467105,1.4247065,1.3235072,0.53970146,0.6181067,0.5473236,1.0267425,0.5949103,0.70863974,1.3180547,0.9813583,0.9789204,0.46437758,1.0335404
pickle,1.0424578,0.9430746,0.6870732,1.2798082,0.93805426,0.8706266,0.16347355,1.1665751,1.2562267,1.2693301,1.4774423,0.73229814,1.370764,1.1612729,0.829079,1.3257647,0.9515121,0.9885792,0.7930677,0.9570699,1.1244798,0.6144893,0.950104,0.87473536,0.8998703,0.69979066,1.1079538,0.27182615,1.2382073,0.9887856,0.7520045,1.1066732,1.476629,1.2856889,1.1582714,1.1432477,0.4489845,1.019959,1.1576865,0.6934846,0.61744595,1.3880585,0.70475,1.1063062,1.2525258,1.044594,1.3379023,1.1421149,1.3191738,0.6611725,0.41733623,1.2996078,0.74585605,0.66247046,0.89033616,1.094036,0.77030826,0.79854393,1.2835503,0.7979429,0.8210221,1.2518206,0.928631,1.3000016,0.9250522,1.0995739,0.75177115,1.2231264,1.0938617,1.3354342,1.0263367,1.2847525,0.8669279,1.3260045,0.8451309,0.8959394,0.4079007,1.0667555,1.1350461,1.2014799,0.9840818,0.7409091,0.78561366,0.54518634,0.8939686,0.8745921,0.21301115,1.2957724,1.3265141,1.4430181,1.2489974,1.2812195,0.7351794,0.70613736,0.7237288,0.0,1.2094603,0.69857883,0.97015893,1.1316346,0.82720023,1.2227249,0.53874624,0.6625984,1.0511465,1.2253568,0.84509754,1.28402,1.2989681,0.8278209,0.9161609,1.0884472,1.0746791,0.7672549,1.3946354,1.1932677,1.127691,0.865347,1.3392352,1.1970085,1.2488081,0.7691646,1.2402104,0.364523,0.65755135,0.9317916,0.7515983,1.1098773,0.7170454,1.1782728,1.4039546,1.3497618,0.60984176,0.7015139,0.6950438,1.1208236,0.6249661,0.8419913,1.1303374,1.1896073,1.171573,0.75166947,1.2344265
pig,0.7671236,1.1113509,1.229584,1.0204352,1.085761,1.1336035,1.0649674,0.9825438,0.95922023,0.91317576,0.92915565,1.2967342,0.8700671,0.9983545,0.8667321,1.0192903,1.0811098,1.1646384,1.2017848,0.9345657,1.0361493,0.92654884,1.0546076,1.1658196,0.99725777,1.243687,0.9828718,1.1938133,1.0310173,1.0870717,0.8185564,1.1621315,0.81691456,1.0426294,0.876697,0.99489677,0.9883985,0.93026763,0.9143784,0.78716373,1.3291118,0.9239843,1.2479309,1.004074,0.5157236,0.85522395,0.8256886,1.0204821,0.8986264,1.1666474,1.3003814,1.0232589,1.3427861,1.1788039,1.0748985,0.9548011,1.1655064,0.94098526,0.8544616,1.3639123,1.0921953,1.0345399,1.072518,1.0011203,0.7376881,1.0028528,1.2980253,1.0510088,0.95622236,1.0584977,1.014862,1.0668077,1.0022768,0.92608476,1.1769968,0.59189457,0.9722342,0.98140407,0.89207417,0.93285835,1.1231399,0.7683487,1.3018975,1.057609,1.2277962,1.2657697,1.2070967,0.90235,0.96751356,0.8662276,0.94013786,1.0830802,0.61031365,1.2913151,1.2590901,1.2094603,0.0,1.2094125,0.77620196,0.9067783,1.0047666,0.99181014,1.2907456,1.1792107,0.9366079,0.8293234,1.1695467,0.8954686,0.88421834,0.94309133,0.76104224,0.77654564,0.9740776,1.2433083,0.9301493,0.95928586,1.0558177,1.0743581,0.85624695,0.9588369,1.0588161,1.2912538,1.0667622,1.1011184,1.2568431,0.84896886,0.9929002,0.96129024,1.0150462,0.8161339,0.92308784,0.8354701,1.1901326,1.3656268,1.1488466,0.9318601,1.2001143,1.132429,0.805753,0.98725593,0.8248571,1.2928367,1.0721217
pillow,1.2936306,0.940993,0.5929847,1.3543334,0.88778424,0.7140734,0.9933076,0.89078975,1.4174601,1.1285613,1.2141944,0.2685315,1.1252953,1.0225168,1.0577548,1.0658264,0.7438727,0.85092175,0.3983146,1.0013709,1.0256582,1.0781236,0.8451667,0.5484396,0.9312479,0.33229655,0.7790956,0.5415882,0.8794968,0.50696486,1.2556144,0.91767734,1.246845,1.1601303,1.2970452,1.0979607,1.1143479,1.1230569,0.7034385,1.305632,0.37186444,1.2693949,0.3725245,1.272342,1.1158364,1.0595301,1.0964818,0.8746135,1.1811665,0.7532744,0.6383046,1.2630098,0.8533801,0.40158677,0.7061566,1.174721,0.83674204,0.881564,1.4412057,0.49081576,0.87393,1.0277363,1.1013768,1.2491374,1.3601205,1.3424652,0.40973806,1.1805425,1.1755358,1.1482291,0.83533967,1.1371032,1.0566763,1.3049886,0.38792467,1.2802081,1.0865402,1.0684217,1.2207875,1.162307,1.1891046,1.2562753,0.6161082,0.84854054,0.8033755,0.66208315,0.63626856,1.1175072,1.1859789,1.378753,1.1691396,1.2622885,1.2434099,0.41515678,0.5727162,0.69857883,1.2094125,0.0,1.2516686,1.218698,1.0666043,1.2876675,0.7640515,0.727192,0.99557483,1.0787104,0.80419683,1.069049,1.1476413,0.8788356,1.3661196,1.3335047,0.8522595,0.593312,1.3040596,1.1870599,1.0010501,0.75858563,1.2249389,1.4128014,1.1774106,0.3777287,1.2034123,0.78884697,0.7452095,1.2448655,0.95138013,1.1976048,0.82695925,1.0539794,1.2856028,1.1827952,0.54780704,0.7207389,0.66489726,1.4469024,0.41081786,0.7205378,1.3718745,1.0548775,1.0545139,0.60431445,0.8891508
pizza,0.7433721,1.1995451,1.1806118,0.9758468,1.0503792,1.1515936,0.7838479,1.1146756,0.76557434,0.8952194,1.0440466,1.3231542,1.1912122,0.950967,0.9274216,1.0774273,1.1096936,1.027807,1.3051051,0.6798327,0.9785988,0.40301776,1.2807517,1.2610643,0.98897135,1.3650212,1.0661805,1.0914584,1.1733891,1.3747034,0.64307815,1.0674707,1.0632643,1.1282793,0.87422013,1.2030268,0.70513994,0.81596917,1.1728607,0.40223384,1.2707789,0.9695794,1.2839136,0.8864114,0.8875014,0.849717,1.1037695,1.2701483,1.0734566,1.1505109,1.0787684,1.0006472,1.1940446,1.2039459,1.1524696,1.167908,1.044304,0.89772034,0.83156085,1.299933,1.1181498,1.092068,0.95063233,1.0783116,0.27914,0.9011848,1.2484804,0.9902225,1.0515825,1.1094882,1.0899996,1.192795,0.9242915,1.1652957,1.309727,0.49332857,0.76746774,0.90523666,1.045884,1.09641,1.070501,0.44341886,1.1872114,0.94873166,1.3090162,1.2155939,1.0414287,1.1275975,0.97578907,0.94679916,1.2401239,1.0063188,0.5549153,1.2751949,1.2186735,0.97015893,0.77620196,1.2516686,0.0,0.952645,0.5907408,1.0690919,1.1515144,1.0447408,1.0223107,0.9283303,1.1835334,1.2337432,1.0305083,1.0332248,0.44744468,0.7744073,1.0548006,1.243475,1.105831,0.9741126,1.2663448,0.9965224,1.1457834,0.74879146,1.0208592,1.2644094,1.0245949,0.9294758,1.2104096,0.625915,0.89773685,1.1346897,1.0097985,1.0015621,1.0876623,0.9943516,1.1330248,1.2441962,1.2044709,0.8274113,1.2933729,1.0817292,0.5663904,1.0176277,1.2296426,1.1963071,1.1696968
plant,0.7978693,1.0860387,1.1759528,0.9867966,1.023237,1.1000392,1.0492666,0.94894224,1.0025299,1.0831045,1.0202426,1.112641,1.0225596,0.9930011,0.79851794,1.008998,0.935832,1.0158255,1.1157941,0.98355,1.0400052,1.0669692,1.0697153,1.1099685,0.98912543,1.2089207,0.9823332,1.2306297,1.0400469,1.2373062,0.9155795,1.1194391,0.9372352,0.99175614,0.9227079,0.9747758,1.0645192,0.65646136,1.0914234,0.9429026,1.0779749,0.93205917,1.1300399,0.96895075,0.9684293,0.9153036,1.0793387,1.13829,0.9392997,1.0535549,1.2173957,0.95292705,1.1759206,0.9875423,0.7376599,1.0998181,1.0743968,0.7988295,0.89637476,1.1470336,0.97296375,1.0453676,0.8229972,0.9177933,0.9206769,0.9815529,1.1555146,0.90017265,0.78359485,0.9579831,1.0675857,1.0363344,1.0156845,0.89244616,1.1498394,0.99684954,1.0140644,0.9866375,0.9503417,0.83867,1.015977,1.0098791,1.1739643,1.1519785,1.1459758,1.1325387,1.2271787,1.0675163,1.0967134,0.9656086,0.99702257,0.869601,0.9379132,1.1439891,1.0309644,1.1316346,0.9067783,1.218698,0.952645,0.0,1.0128667,0.9792677,1.2116691,1.112285,1.008698,1.0839686,1.170472,0.9652511,1.0029455,0.7507772,0.90844923,0.9899589,1.0249321,0.90012443,0.98404056,1.0177436,1.0479823,0.9719109,0.96651936,0.9935534,1.0095702,1.1743878,0.8811629,1.1137499,1.142467,0.84327525,1.0298115,0.97569203,0.9970006,0.90498686,0.9579236,0.94926155,1.1265857,1.2044077,1.1391635,0.8722335,1.0612053,1.036463,0.92919743,0.6225655,1.0054097,1.1611931,0.9714557
