,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
sauce,0.9688344,1.1136141,1.1071622,0.9748383,0.9838652,1.0672499,0.87597,0.9588016,0.5749203,1.0342208,1.0753185,1.3803303,1.0362563,1.0558506,0.9803729,1.1386043,1.2286868,1.1466753,1.2514217,0.45622253,0.9944035,0.9001078,1.1715621,1.1262071,0.9820575,1.3621223,1.1305401,1.1195912,1.2731689,1.2946936,0.7744293,1.1251125,1.0142629,1.0559369,0.58405983,1.0730544,1.003176,0.84401107,1.111168,0.877717,1.3395169,0.93358624,1.2425717,0.5714898,1.0142367,0.97846866,0.97968537,1.1574701,1.0784955,1.2536058,1.1875471,1.0212601,1.2081001,1.2934762,1.1879851,0.9989938,1.058999,1.0964181,0.61802495,1.3476715,1.1163697,1.1147963,0.93173814,1.0792961,0.6103568,0.88704073,1.335943,1.0137236,0.9577008,1.1419375,0.8677656,1.1328712,0.84825754,1.0626775,1.3199037,0.8013307,0.74662757,0.93314457,0.9110253,1.0153387,0.9204662,0.8412602,1.1986462,1.1445143,1.2152084,1.2120905,1.0806888,0.99827385,1.0757444,0.9317741,1.1229639,1.0398209,0.8695611,1.3736027,1.277498,1.0884472,0.77654564,1.3335047,0.7744073,0.9899589,0.6252731,1.0157781,1.1682731,1.2341886,0.97222304,0.83847976,1.0696375,1.1314111,0.932237,1.1755433,0.62638503,0.0,0.9574164,1.2958602,1.0787518,0.91808283,1.1737854,0.9742415,1.0350566,0.51738113,1.001236,1.3340422,1.0794806,1.0679342,1.2066753,0.4211585,0.7697944,1.0024445,0.8399359,1.0316905,1.1096404,0.8857134,1.1092952,1.288751,1.2430513,0.65491843,1.3595514,1.0893378,0.54495704,1.0508153,0.95631117,1.310428,1.1967764
scarf,1.180047,1.2152427,0.9666325,1.1888124,0.7379765,0.7864332,1.0738835,0.8082031,1.1183381,1.0837266,1.14268,0.96923035,1.1373899,1.1182933,1.0936335,1.0823671,0.8569926,0.8707211,0.8117311,0.8465088,0.83679575,1.0604057,0.99591964,0.77592874,0.8929209,0.83882284,0.83637875,1.0739241,1.1578944,0.8607906,1.1788435,0.92580605,1.0080855,0.99609154,1.0405548,1.1654494,1.2135651,1.016728,0.86598885,1.2187036,0.91552114,1.0534323,0.88027894,0.9836378,1.117509,0.97452354,0.92558247,0.9272066,0.9290508,1.1098672,0.97078,1.1792992,1.0954499,1.0422376,0.7929673,1.1257969,0.84699965,0.9339359,0.95504236,0.9544286,0.9472645,1.0535337,0.97614676,1.2073629,1.0547023,1.1609254,0.8541955,1.0521356,1.002281,1.1198988,0.8758661,1.2025081,0.9123658,1.0251114,0.7801696,1.1992995,1.0377678,0.9573684,1.1703084,1.1506169,1.089478,1.1908274,1.0083983,1.0948021,0.9483627,1.0110598,1.0913683,0.9920829,1.1336939,1.0886158,1.1951686,1.0933067,1.1542864,0.8977597,0.8412273,1.0746791,0.9740776,0.8522595,1.0548006,1.0249321,0.95320016,1.2179992,1.1396823,0.96366525,0.84005153,0.9533856,1.1081841,0.8707033,1.0970045,0.8787916,1.0983367,0.9574164,0.0,0.93328714,1.2061609,0.9937209,1.125879,0.7628658,1.0573696,1.1073977,1.0221479,0.9980275,1.0475211,1.0148576,0.97348875,0.94077593,0.7410915,0.9835338,0.78474975,0.8910395,1.1193845,1.0403082,0.82609975,1.0866449,1.0599954,1.0642589,0.8808179,0.7804072,1.0803776,1.0051466,0.881548,0.8946904,0.970384
scissors,0.9272677,1.0425715,0.71813357,1.3889604,0.9636276,0.9088356,0.93770486,1.0288913,1.4013587,1.1629468,1.3782202,0.51413226,1.3680083,1.167512,0.7375924,1.2858417,0.6844442,0.86242074,0.6764188,1.1021996,1.1496421,1.0362015,0.7056036,0.82005477,0.7626475,0.576028,0.8449262,0.7112299,1.0574826,0.836957,1.2721536,0.80954456,1.3484769,1.2278374,1.1963474,0.87077844,0.8329494,1.0756394,1.1660979,1.0668724,0.36055005,1.3054035,0.6186201,1.2327378,1.3141726,1.1263283,1.1515299,0.8117245,1.257755,0.73171735,0.72222704,1.2470832,0.786607,0.38398916,0.6497375,1.0934676,0.46403313,0.5827896,1.2856238,0.5301552,0.94341254,1.068537,0.95839703,1.2615514,1.3785105,1.2313571,0.6275212,1.1267076,0.9336698,1.2870235,0.93677133,1.3094816,0.6980722,1.1596227,0.4132325,1.1944554,1.1321393,1.095376,1.2628646,1.1699462,1.1119654,1.1235521,0.660236,0.75138843,0.79952645,0.7737327,0.75654185,1.2395123,1.2093807,1.4413054,1.2959127,1.0647072,1.1378258,0.3990339,0.30389178,0.7672549,1.2433083,0.593312,1.243475,0.90012443,1.1136048,1.2757505,0.73408955,0.76858515,1.1288598,1.2841876,0.8537823,1.0486877,1.2040741,0.7128783,1.305904,1.2958602,0.93328714,0.0,1.4190574,1.1656977,1.1690978,0.6930251,1.0465844,1.355479,1.2697179,0.6008737,1.0634457,0.79637265,0.8722031,1.0791248,0.6534589,0.7418494,0.77949333,0.97796077,1.3819454,1.3397473,0.57956076,0.709842,0.5507862,1.1363096,0.5677879,0.83837974,1.3281811,0.86283374,1.0262815,0.5348307,0.9642359
shirt,0.94415057,0.8173952,1.386589,0.30935246,1.2478683,1.2533832,1.3028464,1.1854445,0.78713346,0.8906802,0.5278654,1.3451247,0.48901784,0.5767385,1.1278145,0.45290363,1.2093028,1.2068257,1.369936,1.3037838,1.0747681,1.326403,1.0568128,1.266417,1.1393933,1.4081289,1.1014912,1.3186382,0.6439159,1.0481753,0.958231,1.1305832,0.65902185,0.44243217,0.958739,0.9416345,1.3088685,1.0236161,0.8526144,1.1541165,1.505241,0.8045734,1.405292,0.97007406,0.6892177,0.9898119,0.9189976,1.1160425,0.4638536,1.2082492,1.3748277,0.54458404,1.1056798,1.4013493,1.3475611,0.86056286,1.4427072,1.3313893,0.784294,1.3406821,0.96719825,0.8757771,1.2282771,0.52747965,1.0608661,0.7120073,1.3811607,0.84998274,0.9724988,0.41795778,1.2094026,0.2445085,1.312735,0.72628933,1.4820586,1.048343,1.110999,1.0655168,0.5422835,0.62337816,0.8687211,1.15669,1.3756052,1.2555089,0.9410594,1.3024428,1.3104396,0.7135227,0.7756711,0.23515671,0.2843277,0.75153214,1.0903832,1.4298329,1.4639102,1.3946354,0.9301493,1.3040596,1.105831,0.98404056,1.2391539,0.5938381,1.2640179,1.2551552,0.8891362,0.852113,1.1524348,0.9161993,0.78361315,1.2683322,1.0378733,1.0787518,1.2061609,1.4190574,0.0,0.84042346,0.38760626,1.4911081,0.76809883,0.84827995,0.7766,1.3567097,0.8509332,1.493732,1.0363654,1.1938717,1.4534606,1.019785,1.3516413,1.0133928,0.15664268,0.7352374,1.518285,1.1962051,1.2481102,0.928182,1.2907214,1.3931088,0.9638521,0.98907185,0.97060776,1.3667369,0.94231343
shoe,0.77962065,0.8075884,1.3628608,0.85197663,1.0259036,1.0829736,1.061597,0.9952648,0.9463934,0.89351326,0.80996656,1.301529,0.7996353,1.0060107,1.0118427,0.7025491,1.1353216,0.9234227,1.2244624,1.1182432,0.96086055,1.0549228,0.9853823,1.023987,0.9843472,1.219078,1.0455846,1.1868179,0.99786973,1.0267614,0.9755471,0.9236291,0.9207897,0.91289246,1.0454057,1.0449445,1.0695667,1.0052567,0.89423823,0.98747176,1.3217793,0.8541875,1.2947884,0.9671437,0.8567433,0.82572824,1.0808926,1.0487952,0.86033547,1.3035607,1.3047807,0.9356422,1.1393838,1.2618197,1.1857451,0.3753295,1.1189278,1.0203274,0.8459512,1.2574139,0.77173364,1.1083417,0.913555,0.95663196,0.92632365,0.81216264,1.2236232,1.031035,0.92113316,0.74885726,1.013955,0.7059906,1.0154029,0.95139503,1.3292153,0.9682898,1.0144479,1.0078816,0.6307523,0.7516238,0.9390354,1.0538236,1.3565943,1.0363673,1.0769215,1.284026,1.1657279,0.9830326,0.81860393,0.7736592,0.7567322,0.8298,1.0291913,1.2949351,1.2094271,1.1932677,0.95928586,1.1870599,0.9741126,1.0177436,1.1059927,0.87467825,1.310402,1.261204,0.4293872,0.7945131,1.0997114,1.094817,1.0030196,1.1577741,0.959597,0.91808283,0.9937209,1.1656977,0.84042346,0.0,0.78325087,1.1152205,1.0073233,0.93754405,0.7752969,1.0878713,0.97281367,1.3028251,0.8434888,1.0299151,1.0233488,1.0074116,1.1917017,0.8830776,0.81596667,0.97228116,1.2272727,1.1167549,1.2034199,0.8206556,1.100863,1.0291877,0.954857,1.0739677,0.87004215,1.1523061,1.1199313
shorts,1.0639325,0.57093745,1.1392432,0.60871506,1.2015458,1.1235887,1.1786844,1.222847,1.1397318,1.0228335,0.83633083,1.0419852,0.6360558,0.8991318,1.0581408,0.52555543,1.127915,1.1972108,1.0864698,1.4449497,1.1629629,1.2518893,0.79476285,1.0938219,1.1327221,0.9982332,1.106941,1.0083709,0.7203386,0.8348773,0.96716803,1.1850926,0.96660954,0.6664103,1.1599343,0.9965182,1.1393311,1.1416447,0.8789496,1.1306692,1.169041,1.078643,1.1125879,1.1463668,0.80743873,0.98659694,1.073018,0.96973145,0.5298239,0.91807616,1.1060722,0.9752819,0.7684106,1.1295235,1.1469696,0.57325685,1.2887995,1.2868217,0.9809465,1.0002196,0.6716939,0.9330581,1.1188285,0.8466792,1.1735426,0.71891737,1.0951369,1.0960466,1.0550267,0.653916,1.125349,0.27384818,1.1916872,0.98804843,1.248915,1.0380139,1.0947258,1.2011611,0.41279078,0.67530894,0.88821554,1.1094179,1.1914984,0.93374157,0.56201535,1.0359089,1.0624254,0.8192433,0.85747945,0.6325606,0.18101275,1.0211873,1.0481352,1.056052,1.2187613,1.127691,1.0558177,1.0010501,1.2663448,1.0479823,1.4141002,0.89728147,0.99578613,1.0215931,0.6312548,1.0008037,0.7717686,0.9460548,0.9572837,1.1805093,1.1301119,1.1737854,1.125879,1.1690978,0.38760626,0.78325087,0.0,1.3307136,0.9426692,1.1818807,0.97656244,1.0366312,1.1130044,1.3135357,0.7121037,1.3188736,1.2489451,0.8980188,1.328258,1.07985,0.46524453,0.97613907,1.3356886,0.83718294,0.9555024,1.0406396,0.82887244,1.2990489,1.2428389,1.1985558,0.8852966,0.9565625,1.1131874
shovel,1.1419859,1.1381409,0.70611364,1.4256592,0.8454469,0.8557296,0.9347324,0.864231,1.2006323,1.1942921,1.3667748,0.7028059,1.355572,1.1642112,0.9639481,1.4536892,0.88325524,0.8051826,0.6246779,0.67521167,0.86989695,0.9055407,0.84400773,0.7295281,0.9686362,0.6302461,0.9130191,0.86752933,1.3284037,0.88651156,1.1059674,0.8979306,1.2231059,1.2224985,1.0214345,1.1483111,0.9890274,0.9001425,1.0446146,1.0840241,0.54904914,1.1898532,0.59366935,1.0135807,1.3882015,1.0587007,1.0275811,0.98570454,1.3079863,0.9581958,0.7873256,1.2824221,1.0054142,0.65597475,0.8081796,1.1266295,0.49103856,0.8482852,1.0694085,0.7428552,0.99845016,1.1039113,0.8952284,1.309057,0.96377206,1.2408053,0.65353084,1.1922934,0.9650551,1.4628267,0.7996013,1.4559362,0.4368587,1.1465605,0.5152113,1.1819823,1.0310435,0.90076417,1.3423525,1.2631445,1.1491181,1.0937767,0.70447534,0.934241,0.9767735,0.7607229,0.91139084,1.1208323,1.2306708,1.4162246,1.4298403,1.2408164,1.1142347,0.5737084,0.53948104,0.865347,1.0743581,0.75858563,0.9965224,0.9719109,0.82542753,1.2924203,0.94152474,0.8461325,1.1769401,1.0154345,1.0225374,0.9821086,1.2062247,0.83995414,1.0004526,0.9742415,0.7628658,0.6930251,1.4911081,1.1152205,1.3307136,0.0,1.0813024,1.1530839,1.272636,0.6538054,1.2627342,0.6732957,0.9532757,0.8211962,0.3779266,1.0096114,0.8287279,0.83275795,1.436759,1.1701906,0.56684583,0.88966745,0.78007424,0.845805,0.7336629,0.7338918,1.0528296,1.0371593,0.80251503,0.73640656,1.1023105
shower,0.9312986,1.1880438,1.3806245,0.7866285,1.2621645,1.293509,1.2351034,0.9930692,0.7253432,0.83066404,0.5976908,1.2457578,0.68983555,1.0665262,1.0102143,0.8208824,1.0922602,1.182095,1.2790757,1.1361078,1.0772413,1.2634014,0.95498645,1.2164781,1.1451757,1.2087297,1.1104704,1.2799883,0.60055757,0.934825,1.0789964,0.9954037,0.5977026,0.81682205,0.8728682,0.7019149,1.22473,0.93773776,0.89120454,1.1262125,1.2746774,0.7349987,1.3253384,0.8549378,0.9307071,1.2280043,0.5786863,0.7189287,0.77960527,1.0530475,1.4135401,0.91739583,1.2305257,1.208677,1.2221658,1.0154517,1.0718498,1.2143346,0.81493104,1.2752479,1.1811655,0.59207237,1.2215911,0.94685495,1.1329892,0.9754451,1.3297412,0.853458,0.7396563,0.9357261,1.1276422,0.7342776,0.9055443,0.50543207,1.035225,1.1045809,1.1319366,1.0068686,1.0005914,0.88038266,1.0873822,1.1945823,1.3088837,1.2098715,1.0476404,1.2367364,1.3260351,0.5841267,0.7767029,0.7946873,0.7388294,0.8458116,1.192059,1.1822786,1.1497396,1.3392352,0.85624695,1.2249389,1.1457834,0.96651936,1.0897136,0.8942286,1.3894349,1.3154864,1.103802,0.8118298,1.1802301,0.63379616,0.7495165,1.1695671,1.0691938,1.0350566,1.0573696,1.0465844,0.76809883,1.0073233,0.9426692,1.0813024,0.0,0.75859296,0.84859467,1.3146333,0.90384066,1.3895622,1.164655,1.1516371,1.1163082,0.7927412,1.2160836,1.0333624,0.73140764,0.79685956,1.3260357,1.2778237,1.1448011,0.84427017,1.162786,1.3752649,0.8893048,0.8745511,0.8623346,1.28309,0.69731283
sink,0.8852059,1.1383945,1.368381,0.6806515,1.1722773,1.2425737,0.9620205,1.0411503,0.029437304,0.93276256,0.69243217,1.4274296,0.7686489,0.934752,1.0789418,0.85914207,1.3336549,1.1019373,1.4738135,0.4518245,0.9642122,0.97260016,1.2658681,1.2631091,1.1109079,1.5155972,1.2432685,1.2596276,0.98308945,1.3237491,0.8087562,0.92922163,0.84409994,0.89309835,0.5689106,0.9708531,1.0546938,0.8648393,1.0878072,0.8988112,1.450157,0.68656445,1.439029,0.33204675,1.0106349,1.1621444,0.96072906,0.9604778,1.032296,1.3391836,1.3793846,0.87743247,1.3851106,1.3618612,1.4896344,1.1958152,1.117391,1.1935625,0.67925423,1.4694545,1.328764,0.9198882,1.1200795,1.0250587,0.68293893,0.9756802,1.4512753,0.861641,0.84106916,0.87617254,1.0623436,0.8998858,0.9037252,0.7930404,1.3761714,0.9192284,0.8369768,0.9498025,1.0072007,0.9519458,0.9926,0.96199816,1.3215364,1.2175112,1.3876488,1.3522592,1.2077533,0.7347878,0.94326377,0.7665603,0.99886495,0.7219542,1.0488387,1.498285,1.3833004,1.1970085,0.9588369,1.4128014,0.74879146,0.9935534,0.3595212,0.8049853,1.3499897,1.4227145,1.1000061,0.7332087,1.2989686,1.0888921,0.70953715,1.3463973,0.7064131,0.51738113,1.1073977,1.355479,0.84827995,0.93754405,1.1818807,1.1530839,0.75859296,0.0,0.6807271,1.4216304,0.8128523,1.2181189,1.3065239,0.6488791,1.0302395,0.9591243,1.1143588,1.1877139,0.9117028,0.5772509,1.2764432,1.4570605,1.3728149,0.6639346,1.4541838,1.2634379,0.24618894,0.9817882,1.121456,1.5311722,0.9835175
slide,0.8747998,1.1014763,1.3374279,0.73494434,0.9651934,0.98813224,1.1118783,0.87757415,0.62954605,0.7112785,0.3023678,1.2874047,0.63372517,0.7354189,1.2062029,0.5049043,1.1169293,0.80196124,1.2807815,1.0022515,0.8289739,1.2739933,1.2252398,1.0164448,0.9594054,1.3288419,1.0678456,1.2611487,0.79210496,1.0260985,0.9659735,0.8102482,0.7670448,0.8439143,1.0340713,1.0585028,1.3296432,1.0173492,0.8066828,1.2277262,1.2596991,0.36061078,1.3240507,0.8817506,0.78141284,0.82851636,1.048292,1.0853982,0.9006229,1.2949281,1.3541927,0.81561655,1.3404257,1.3295581,1.3086112,1.1252224,1.3063371,1.0221974,0.99300265,1.3175117,1.1566339,0.8314793,0.91880447,0.9498731,1.071539,1.1222619,1.2769821,0.79092133,0.99032205,0.5628935,1.104791,0.6876235,1.2826812,0.729489,1.3135004,1.1524767,0.9899544,1.0212715,0.93956524,0.7660246,1.0159179,1.3029497,1.2821931,1.3198581,1.3255305,1.2754958,1.2008278,0.9503283,0.7206391,0.5713779,0.94339776,0.6237848,1.2416526,1.3317347,1.2572306,1.2488081,1.0588161,1.1774106,1.0208592,1.0095702,0.86655056,0.70352536,1.3422589,1.3508246,0.7671802,0.8791369,1.2611548,1.0030229,0.84991384,1.2875688,1.072843,1.001236,1.0221479,1.2697179,0.7766,0.7752969,0.97656244,1.272636,0.84859467,0.6807271,0.0,1.2597754,0.60009146,1.4035492,1.1630462,1.1216748,1.3114507,1.1783435,1.2275512,1.0189666,0.82280916,0.65371996,1.2783129,1.4071397,1.2050844,0.97808164,1.241766,0.8044931,0.7923497,0.87483144,1.0515184,1.3260694,0.85320807
slipper,1.3152037,0.81939447,0.24306595,1.3692429,0.90690976,0.77555996,1.0703279,1.0432445,1.4238079,1.1189309,1.3558658,0.18119812,1.2751706,0.8952576,1.0663378,1.2462156,0.8233445,0.8888705,0.3433308,1.048048,1.1035886,1.0273206,0.86524624,0.68712986,0.9941727,0.33496064,0.8818232,0.6818918,1.0343966,0.7929571,1.2458218,0.8662778,1.3088094,1.1755817,1.3775811,1.1366404,0.9780295,1.2269571,1.0681843,1.2158508,0.18189323,1.3883896,0.24051213,1.3357971,1.2667719,1.1292928,1.1848342,0.9958289,1.2579126,0.72130185,0.52337575,1.2195116,0.61847126,0.39703393,0.623681,0.8992596,0.7916683,0.9356514,1.445493,0.20641947,0.9111836,1.1076015,1.0048741,1.1780372,1.376256,1.2572243,0.18331218,1.1682739,1.1921104,1.222832,0.9776206,1.2349882,1.0213977,1.3335488,0.40051633,1.2400076,1.2339443,1.108777,1.2782413,1.2274611,1.027844,1.147445,0.20425564,0.8567631,0.7007688,0.27388334,0.74137276,1.2422056,1.098161,1.436769,1.2013868,1.3057642,1.2062637,0.2157135,0.4838482,0.7691646,1.2912538,0.3777287,1.2644094,1.1743878,1.1228621,1.1414644,0.5116662,0.56208235,1.120338,1.2365689,0.62822473,1.156588,1.1885179,0.7512931,1.3638562,1.3340422,0.9980275,0.6008737,1.3567097,1.0878713,1.0366312,0.6538054,1.3146333,1.4216304,1.2597754,0.0,1.2337914,0.63094366,0.7306176,1.3117013,0.9535887,1.128615,0.9002428,1.1387756,1.3283778,1.3871701,0.45031744,0.42980772,0.5729987,1.3696314,0.52060115,0.6811291,1.4108269,1.1622896,1.1342007,0.3074879,1.112209
snow,0.84264606,1.1476293,1.2780582,0.7988832,1.0301917,1.0525855,1.1524582,0.9097425,0.7785608,0.8416987,0.6327878,1.1850317,0.82652736,0.8495907,1.0061156,0.79908466,0.8900736,0.7056635,1.1584207,1.0969155,0.8304193,1.1839879,1.1789949,1.0298575,0.9631365,1.2248225,1.0408677,1.2732644,0.840377,1.0945603,1.0427082,0.7915262,0.9577934,0.9487001,0.92285717,0.9686255,1.1726165,0.97856796,0.9702405,1.0811349,1.1854566,0.6692857,1.2276024,0.9959981,0.8687966,0.97701097,1.022865,1.0019759,0.9108348,1.2134707,1.2829988,0.8546296,1.2279167,1.1765612,1.1532365,1.1136432,1.1714658,0.9618813,0.91746306,1.2496808,1.1652718,0.94490474,0.8096241,0.9297815,1.0519667,1.0204333,1.2324926,0.81767786,0.9725278,0.71434605,1.0153506,0.8699666,1.165687,0.8106767,1.2005265,1.070085,1.0964028,0.9610473,0.9945814,0.89639515,1.0592303,1.1454302,1.2105393,1.2042768,1.2351669,1.2005719,1.2251527,0.99626005,0.81946754,0.73025167,1.0426533,0.4274963,1.1674628,1.2412109,1.0714548,1.2402104,1.0667622,1.2034123,1.0245949,0.8811629,0.98871213,0.8292707,1.2767625,1.2398102,0.96410847,1.0071151,1.2312472,0.93746024,0.92385316,1.1260612,1.0514629,1.0794806,1.0475211,1.0634457,0.8509332,0.97281367,1.1130044,1.2627342,0.90384066,0.8128523,0.60009146,1.2337914,0.0,1.1791872,1.2095712,1.0530492,1.2452543,1.104817,1.0277559,0.9049654,0.9009417,0.704861,1.2309681,1.2774019,1.1071457,0.93256503,1.2158406,0.9316425,0.8856682,0.8029332,1.0430623,1.2849529,0.90705127
soap,1.1446095,1.031472,0.4976623,1.462767,0.81284666,0.78476,0.5303261,1.0966406,1.2767637,1.2399741,1.5466937,0.657774,1.5223441,1.1000545,0.8315898,1.5207915,0.90716636,0.9064515,0.6359825,0.8379638,1.0412167,0.5641842,1.0534633,0.82779276,1.0569607,0.62486976,0.98847353,0.59088045,1.3778129,1.0658661,0.90670025,0.95722085,1.3609481,1.2955172,1.021846,1.1369228,0.44892597,1.0875609,1.2798549,0.7009146,0.56139696,1.4266704,0.5259508,1.1086569,1.3290683,1.0865344,1.1289278,1.0889606,1.3733287,0.70896626,0.42189884,1.2524221,0.8119198,0.6109468,0.83881956,1.1122478,0.7704438,0.78292763,1.199611,0.7081741,1.0031142,1.2097353,0.86589265,1.2481191,0.85379285,1.2538443,0.5938906,1.168185,1.2072856,1.4414704,0.81209064,1.5229844,0.91771734,1.317681,0.6387985,0.9023733,0.8109376,0.9807789,1.2997105,1.4526,1.0394505,0.64005554,0.5304028,0.56995475,0.94196224,0.6961692,0.5475426,1.2753556,1.2975261,1.5108151,1.4151294,1.3017557,0.79690385,0.670868,0.7104849,0.364523,1.1011184,0.78884697,0.9294758,1.1137499,0.8748129,1.2470615,0.526405,0.62043893,1.2563608,1.2480423,0.8475356,1.1865759,1.1758282,0.7370541,0.9207576,1.0679342,1.0148576,0.79637265,1.493732,1.3028251,1.3135357,0.6732957,1.3895622,1.2181189,1.4035492,0.63094366,1.1791872,0.0,0.8359648,0.76888776,0.7741109,1.092429,0.6087963,1.0793164,1.498481,1.4201589,0.38439864,0.6957181,0.6486426,1.2411693,0.669154,0.78394455,1.1657836,1.1168554,1.1799624,0.7255362,1.1832873
sock,1.0991979,0.77083397,0.84725505,0.95610994,0.8295537,0.73124427,0.8705647,1.0330156,1.3317267,1.124918,1.2307246,0.78687423,1.0249095,1.0959352,1.0437745,1.035664,1.0080193,1.0021288,0.8155656,1.2639377,1.1076038,1.0375755,0.85327095,0.73990977,1.0979484,0.7050976,1.1189668,0.69071263,1.1313865,0.8004005,1.0808103,1.0819986,1.2333419,1.0188792,1.1791402,1.0504148,0.9547764,1.1529015,0.9352175,1.0712326,0.75763845,1.2515426,0.7763997,1.107217,1.2379178,1.0077145,1.1224279,1.0467631,0.9891944,0.8571934,0.6268182,1.211037,0.5251821,0.826767,0.92719406,0.6550089,0.8796712,1.0450761,1.1648561,0.7831559,0.3485905,1.1801609,0.8201481,1.1136024,1.1799874,0.7229179,0.7405113,1.2112385,1.0907998,1.1371964,1.0126185,0.87223464,0.9571503,1.1414734,0.87099826,1.182704,0.93571264,1.0941522,0.68860734,1.0218092,0.9537381,1.0485129,0.81959456,0.72137564,0.6976664,0.85761154,0.7114787,1.1862261,1.0620406,1.1032972,0.86480594,1.0944033,0.9752384,0.7708983,0.8214376,0.65755135,1.2568431,0.7452095,1.2104096,1.142467,1.2763977,1.1747895,0.74506056,0.813838,0.9126258,1.1853095,0.8706498,1.1543163,1.2322675,0.9968041,1.1113361,1.2066753,0.97348875,0.8722031,1.0363654,0.8434888,0.7121037,0.9532757,1.164655,1.3065239,1.1630462,0.7306176,1.2095712,0.8359648,0.0,1.2444654,0.92771965,1.0463511,0.9638729,1.051153,1.0686646,1.3068302,0.83760345,0.47739112,0.7794482,0.8964281,0.5344017,0.9278766,1.3590212,1.2256979,1.0589719,0.6728413,1.0892787
soup,0.906677,1.2758512,1.1699103,1.1353194,0.8478891,0.9496114,0.7540469,0.9662296,0.72202444,1.1232761,1.2229074,1.3078486,1.267067,1.1525877,0.8598603,1.2395749,1.1406475,1.0271795,1.2106609,0.3871919,0.9214662,0.65483737,1.1992369,1.0357201,0.99834025,1.2881366,1.0456841,1.0738157,1.2772979,1.3298084,0.62466705,0.9468007,1.1110842,1.2040795,0.39318633,1.101247,0.77537256,0.7149756,1.1721661,0.6928439,1.2795231,1.0552635,1.1753024,0.579769,1.0706891,1.0036162,1.0222232,1.1567256,1.1291305,1.1962848,1.0852501,1.0839342,1.3174703,1.1143426,1.1884332,1.1517036,0.940189,0.88617,0.6511603,1.3293451,1.1392195,1.1463574,0.90237844,1.1222231,0.55919206,1.0774121,1.2780495,1.026414,0.921243,1.2410336,0.734164,1.3042972,0.83680797,1.1771334,1.1557286,0.7103623,0.7551757,0.83096826,1.0461164,1.1534328,1.0721426,0.66351694,1.2036914,1.0000002,1.2624521,1.2636868,1.0130613,1.0548978,1.1803983,1.0918758,1.2895961,1.0604985,0.79248154,1.3398887,1.1809672,0.9317916,0.84896886,1.2448655,0.625915,0.84327525,0.5282421,1.1768197,1.1612011,1.1723334,1.0548953,0.8875222,1.1889423,1.1313292,1.0267055,1.10407,0.647102,0.4211585,0.94077593,1.0791248,1.1938717,1.0299151,1.3188736,0.8211962,1.1516371,0.6488791,1.1216748,1.3117013,1.0530492,0.76888776,1.2444654,0.0,0.6983777,0.94645643,0.80112255,1.0047855,1.2300086,0.9776183,0.92863566,1.351448,1.2667876,0.8855722,1.2740233,1.0435164,0.6238385,0.8671231,1.0641555,1.3197278,1.1435046
