,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
oven,0.97470206,1.2867209,1.2138529,0.7511015,1.1786934,1.3185036,1.2746459,1.2285882,0.6838449,0.6850261,1.2042847,0.5552582,0.91903985,1.0017397,0.7519549,1.181241,1.1686347,1.2954451,0.9874962,0.9252043,1.2493913,1.1466962,1.0429286,1.1982548,0.9345328,1.2819014,0.90235066,0.73066336,0.94218665,1.1142076,1.0525465,0.995859,0.5911923,1.0677527,0.9698342,0.6934575,1.0204057,1.4251041,0.5323702,1.2928419,0.97948927,1.0901042,1.1265751,0.54224575,0.4338739,0.85792124,1.4152677,0.92638826,0.83812684,1.332267,0.92946637,1.2893156,1.2875311,1.1233095,1.1781534,1.2572595,0.72263145,1.3136976,1.0465174,0.7986115,1.324929,0.91262233,1.0192102,1.0161622,1.2724507,0.85244167,0.7815762,0.9614984,0.79351324,1.303005,0.91178286,1.2030283,1.2072828,1.0909318,1.1011639,0.74879694,1.0035731,0.75836957,1.1337588,1.3990602,1.0121374,1.4312086,1.2016855,1.2005341,0.0,1.1615859,0.8105359,0.81570095,0.94888276,0.8814563,1.3210093,1.3393741,1.1248014,0.9194077,1.2119143,1.3005366,1.0985057,1.2891471,0.87441444,0.9932567,1.1791475,0.55191076,0.8586326,0.87375283,0.8693631,0.82399625,1.3054047,0.8013824,1.0342871,0.93924767,0.83129853,0.52506065,0.68867445,0.77441525,1.4143916,1.3174436,1.1248629,0.9149113,1.0565585,1.0421363,1.0393167,0.8736696,0.84274757,0.5875854,1.2968738,1.4317642,1.4277194,0.99186724,1.1162804,1.2131284,0.87551415,0.98502386,0.8379717,0.66265416,1.4476714,0.6913442,0.8573905
owl,0.70451176,0.93571043,1.1550554,0.9692568,0.9469318,1.0202194,1.0810843,0.90472704,1.0691651,0.94266677,1.0726161,1.1230203,0.76216424,0.7562226,0.76097393,1.1029258,0.9947292,1.1636261,1.0418187,0.9846781,1.0477054,1.1447188,1.0060914,1.1366612,1.0052372,1.1622875,0.93194836,1.2369282,1.0576682,1.0282897,1.034833,1.0801507,1.0979009,1.0209659,1.1013459,1.0047947,1.0054533,1.1007698,1.0449216,1.1677485,0.98845065,0.87515724,0.67100537,1.1872134,1.0744631,0.7340691,0.99123454,0.87730765,0.9385898,1.0737938,0.8929156,0.9813037,0.9721173,0.9541521,1.0777794,0.44202054,0.99399567,1.116905,0.9459901,0.9141023,0.9709897,1.0100883,0.99376965,1.0054685,0.9431166,1.0166588,1.0108888,1.00492,0.8994898,1.1121888,1.0540978,1.1110854,1.0150282,0.9293054,1.165066,1.1351286,0.9453646,0.93365484,0.9047515,1.1131818,1.1189947,0.943617,1.0281024,1.0915948,1.1615859,0.0,0.753773,0.90725154,0.91635054,1.0494658,1.0827273,1.0909758,1.2330015,0.9268176,1.0078665,1.0126776,1.1199734,0.9001907,0.8849691,1.1976136,1.0067486,1.1437267,0.85886145,0.7529808,1.012806,0.95886654,0.8491876,0.8713646,0.9735135,0.9816914,1.1841335,1.0434408,1.0497162,1.0538192,1.0154766,1.0742356,1.0159382,0.98017776,1.0367647,0.97177017,1.1571603,0.98918974,0.8695947,1.0789661,0.83501786,1.041489,1.0516429,1.0272923,1.0588006,0.6304463,1.1156933,1.1238155,1.0407951,1.2077129,0.95698214,1.1404979,1.0102496
pajamas,0.8819282,1.0203089,1.2386936,0.3439374,1.2430272,1.4150554,1.3903396,1.3303274,0.7703735,0.4379334,1.315938,0.62402546,0.2929505,0.78973013,0.26671326,1.2909968,1.3146174,1.4682782,1.1460173,1.0594525,1.2735595,1.3040434,1.2439657,1.4312923,1.1103007,1.2595291,0.89509416,1.0260779,0.95243216,1.4173597,1.2333835,1.2660288,0.9416455,1.2287555,1.1701473,0.5215628,1.1175998,1.5072854,0.58719265,1.4673448,1.0472431,1.161838,0.80246603,1.0280312,1.0142518,0.059347153,1.2265248,0.5248704,0.69308233,1.1353499,0.86682624,1.4716961,1.238836,1.0514972,1.3919277,1.249428,0.7744731,1.4281647,0.9194004,0.88981473,1.3345299,0.69989896,1.0538288,0.77815527,1.3975533,0.87068295,0.5939012,1.2375093,0.3701645,1.4180148,0.9882508,1.4592928,1.1921891,0.9703702,1.1250249,1.0146488,0.83584297,0.6624725,1.1811422,1.3706396,1.2688231,1.2545402,1.1754692,1.3018394,0.8105359,0.753773,0.0,0.5478291,0.8470055,0.9266476,1.3691199,1.3805835,1.2159066,0.8891225,1.2950084,1.3685558,1.2886872,1.1487051,0.83462816,1.318177,1.195291,1.0509394,0.90594035,0.80449116,0.9917842,0.40813267,1.333148,0.3091303,0.9509306,0.71653503,1.2017174,0.7188176,0.76390857,0.6235435,1.4173713,1.37328,1.0303516,0.9701759,1.3506356,1.2204974,1.1003562,0.88522375,0.24527282,0.6696193,1.4559976,1.228013,1.3399365,0.9035938,1.241808,1.1508474,1.0598433,1.0410032,1.028347,0.8711368,1.3354361,0.93098027,0.558938
pants,0.8496521,1.0819972,1.2126584,0.6173928,1.2033854,1.2667215,1.2073919,1.2211553,0.90943265,0.9090281,1.1267749,0.79033816,0.6353784,0.7497788,0.69479895,1.1409161,1.1593903,1.2627258,1.080191,1.1624092,1.1392125,1.1537449,1.0689509,1.1814064,1.1366026,1.1486874,0.89308345,0.9763696,0.99643904,1.300241,1.1634247,1.1841447,0.7938759,1.1549956,1.0496433,0.91010875,1.0730236,1.2564511,0.89564586,1.2246866,1.0050995,1.0964875,1.0272493,0.9823118,1.0318482,0.5537072,1.1837143,0.8299073,0.93527716,0.9893429,1.0203017,1.2702916,1.280446,0.96610403,1.0721929,1.2190483,0.9281332,1.2378821,0.9737599,0.8209541,1.238975,0.91088414,1.0791162,0.73905116,1.273699,0.88482004,0.90177304,1.129465,0.69138825,1.1279562,0.8985094,1.3343794,0.9337506,0.8899879,1.0668998,1.01466,0.92381716,0.96504664,1.0003358,1.2926513,1.1008145,1.1043236,0.96092016,1.1124609,0.81570095,0.90725154,0.5478291,0.0,0.8565402,1.0593632,1.1852653,1.174391,1.1179695,0.9017892,1.1726621,1.2104695,1.1724024,1.0830851,0.8976572,1.1571321,0.9783273,1.006925,0.88752174,0.8350533,1.0432633,0.65664476,1.1666927,0.6139472,1.008022,0.59409106,0.94343823,0.9033424,0.88072735,0.9072489,1.2757642,1.2002308,0.9846149,1.0170611,1.0272847,1.1308603,1.1016297,0.9263484,0.6128968,0.8495804,1.2235076,1.198179,1.0983348,0.82539296,1.1312445,1.2402529,1.1348459,1.0663464,1.1279681,0.90487844,1.2285491,0.96006924,0.6920969
paper,0.45128822,1.1748272,1.1157358,0.7407958,1.0908359,1.1207266,1.1361054,1.1059792,0.7500287,0.70092034,1.0233572,0.8216585,0.5859306,0.96333915,0.7228882,1.2783163,0.6263915,1.173676,0.8613905,0.90865624,1.2313,1.0850093,1.116532,1.0953528,1.0656533,1.0593796,1.0263518,1.0296627,0.9546307,1.0177588,1.1938568,1.0911555,0.90254855,1.0852703,1.124708,0.7830013,1.06068,1.0786858,0.7892158,1.1195756,0.67777663,1.175959,1.0838052,1.0768229,0.9661174,0.88522476,1.2574422,0.93939185,0.93333703,1.1247692,0.87890893,1.098048,1.1072876,1.0982035,1.0050449,0.92771566,0.9116964,1.2155838,1.0345637,0.9028504,1.2340503,1.0272533,1.0218387,0.9507916,1.2868347,0.94775164,0.86521417,1.1604562,0.7816611,0.9387786,1.2523896,1.2289245,1.1313246,1.0103517,1.1296635,1.0953263,1.0209537,0.87293947,1.1559235,1.2574439,0.6461823,1.2111237,1.1987665,1.2434759,0.94888276,0.91635054,0.8470055,0.8565402,0.0,0.94206923,1.0170249,1.0081725,1.2035272,0.99564123,1.0981045,1.0993886,0.8439864,1.2266508,1.0235028,1.082112,1.1483531,1.1237606,0.9656105,0.83573323,1.0466363,0.96372527,0.85318553,0.8952824,1.0508201,1.1262279,0.9460795,0.7581842,0.6126131,0.677419,1.2837827,1.2920393,1.218854,1.039397,0.996792,1.1702265,1.0188576,1.0936661,0.9043717,0.572127,1.0818527,1.294801,1.1990062,0.6208341,0.99959266,0.95055693,0.78267956,1.0371658,1.038634,1.1160369,1.234888,0.9712282,0.9864334
pastry,0.99816006,1.2045692,1.222867,0.87920004,1.0723773,1.2748438,0.75222695,1.2873595,0.8042995,0.8551798,1.3195913,0.97297263,0.8929979,1.0795879,0.9204733,1.351121,1.2317798,1.37284,0.68675303,1.0217294,0.6466591,1.1374297,1.1470302,1.4016502,1.2018691,1.0509167,1.2113158,1.1398138,0.17210895,1.1308705,1.1986974,1.2037566,1.0812958,0.602451,1.1439245,0.90525,0.33869195,1.3896289,0.8848697,1.3698264,0.75567305,1.309581,1.1250676,1.0912875,1.01206,0.9316865,1.2308668,0.97166383,0.9365926,1.2911248,0.99340117,1.3113947,1.1433918,1.0786216,1.3773257,1.0954882,0.834724,1.4228296,1.0045265,1.0896046,0.9585002,1.0484326,0.13475633,1.0370401,1.1531119,0.9828004,0.78633463,1.0237931,0.9313198,1.2898282,1.2792103,1.3005548,1.3026798,1.0074952,0.9008215,0.9355418,0.94289666,0.90001845,0.9674428,1.3398035,1.1212788,1.420944,1.276433,1.0487772,0.8814563,1.0494658,0.9266476,1.0593632,0.94206923,0.0,1.2909892,1.2890933,0.58353794,1.2573854,1.0990676,1.3199193,0.5167502,1.119643,1.0552384,1.1935834,0.96985817,1.1619458,1.0383104,0.41860002,0.49065918,0.9859822,1.2300671,0.9536389,0.96302134,1.2091354,0.8717047,0.92292964,0.7460643,0.87032497,1.3889546,1.2800949,1.228592,0.8189001,1.0598816,1.1336497,0.6552178,1.1217124,0.9942645,0.6966917,1.1072541,1.3296628,1.3473072,0.94054264,1.2900524,1.1360312,0.7256477,1.0835944,1.0454324,0.9976685,1.4028382,1.068794,1.0659254
pen,1.1785209,0.88470703,0.706684,1.3387226,0.8579695,0.7110357,0.8436074,0.57347023,1.2663543,1.4012499,0.6991208,1.3668389,1.2622765,1.1974791,1.4054692,0.69079596,0.46625316,0.4791484,1.1909806,0.9004946,0.9517909,0.5704347,0.9048088,0.6574488,0.8657476,0.827535,1.2910953,1.0142633,1.2197614,0.7151171,0.77854925,0.95543265,1.1382258,1.1577401,1.0331168,1.4333495,1.2727952,0.19809192,1.3343607,0.5713099,1.1663042,1.1248963,1.0936811,1.1651046,1.1604135,1.338141,0.7586478,1.1945734,1.3952763,0.84182453,1.1346896,0.70530534,0.6075637,0.9494823,0.5554251,0.8656988,1.4221137,0.61566836,1.0279787,1.1661229,0.7430184,1.3434111,1.1591309,1.1822919,0.74867904,1.1205988,1.2921795,0.9511074,1.362551,0.06942654,0.9257982,0.6619041,0.7495369,1.1404066,1.0330269,1.0936253,1.1835854,1.2880682,1.0552235,0.6576648,0.6714673,0.69836724,0.9484282,0.97598195,1.3210093,1.0827273,1.3691199,1.1852653,1.0170249,1.2909892,0.0,0.008304954,0.9532493,1.1850822,0.7371908,0.7326391,0.9405188,0.9490899,1.199935,0.662753,1.0204512,0.92146105,1.3122473,1.3039322,1.2543123,1.3111268,0.6239835,1.4119062,1.0164626,1.1965343,0.8500161,1.2417004,1.2832804,1.2026569,0.54855186,0.4564172,0.7297393,1.2888473,0.7557167,0.6184409,1.1743397,1.38461,1.3097703,1.3925483,0.69567245,0.75068647,0.5628905,0.85193324,0.6446583,0.816079,0.95243514,0.90093535,0.95661396,1.2769454,0.61205935,1.0960113,1.2802173
pencil,1.1746137,0.9021345,0.68699485,1.3249342,0.84962016,0.713575,0.8243243,0.59409726,1.2684118,1.3983912,0.70941997,1.3751792,1.252935,1.2081172,1.4084982,0.69825643,0.4738556,0.47002548,1.1716248,0.9140333,0.9488717,0.5502246,0.90499395,0.6531273,0.89526194,0.79078794,1.2938701,1.0383713,1.2169303,0.72433496,0.7794614,0.9626365,1.1544037,1.1479114,1.0274199,1.431126,1.264551,0.18700707,1.3423035,0.5562486,1.1503171,1.1336,1.1002153,1.1837178,1.1871843,1.3497206,0.7454244,1.2088821,1.3884507,0.83172214,1.1371932,0.71645343,0.6129303,0.9553509,0.5698305,0.87713957,1.4304838,0.61209416,1.0326834,1.1695133,0.74632907,1.3384473,1.1467099,1.1591462,0.75899774,1.1381956,1.3018699,0.95725423,1.3698115,0.06062442,0.9397614,0.6628477,0.74440104,1.1348467,1.0080278,1.1028782,1.1821774,1.3064663,1.061704,0.6367152,0.6724109,0.69292235,0.9266331,0.95532537,1.3393741,1.0909758,1.3805835,1.174391,1.0081725,1.2890933,0.008304954,0.0,0.93282974,1.1921558,0.73033184,0.74232924,0.91531444,0.9369099,1.2132592,0.65904,0.9975839,0.9453009,1.3237092,1.2982504,1.2417796,1.3198981,0.6311533,1.4056504,1.0238806,1.207093,0.83779097,1.2452862,1.2739214,1.2006303,0.54677904,0.44720024,0.7505716,1.2768619,0.75328505,0.6413319,1.1688726,1.3954525,1.3199425,1.390975,0.7048091,0.73689187,0.5427278,0.8263568,0.6490495,0.82092714,0.9399718,0.9271172,0.97149825,1.2858473,0.60502213,1.1043438,1.2802093
pickle,1.1596186,0.99954915,1.0773927,1.0099276,1.0034811,1.0914279,0.67017305,1.1771626,1.0912652,1.1382616,1.1948681,1.048131,1.1110873,1.162061,1.2382449,1.154801,1.1667659,1.1343763,0.92183715,1.0599198,0.49564612,1.0677975,1.1190219,1.2676227,1.2865427,0.5263108,1.3557194,1.1723444,0.691599,1.0700252,1.0961134,1.2106173,1.1076722,0.6479105,1.0271884,1.1044953,0.4121884,1.0330727,1.0946497,1.0796288,0.98125535,1.3281736,1.0484778,1.0381658,1.0178977,1.20353,0.8254162,1.0917783,1.1201813,0.88055974,1.1853677,1.227481,1.0762557,1.0481578,1.1467954,1.1253561,1.0105407,1.1936268,1.0505061,1.193798,0.7439524,1.1127211,0.570807,0.79937387,1.0404122,1.0472007,1.0795636,0.89596295,1.182625,0.9113043,0.94063455,1.1568699,1.0982213,0.8140993,0.39804995,0.9180417,1.0019221,1.2366633,0.8116416,1.0422766,1.0166277,1.0994152,1.0365511,0.800454,1.1248014,1.2330015,1.2159066,1.1179695,1.2035272,0.58353794,0.9532493,0.93282974,0.0,1.3263292,1.0127759,1.15533,0.7841128,0.81660795,1.1114546,0.9694308,0.7502302,1.072007,1.0939668,0.8838143,0.7718919,1.1279044,1.1664579,1.1469743,1.0193069,1.1750717,0.73011595,1.1540718,1.045608,0.99765146,1.1526209,0.85561097,1.0313449,1.0030419,0.8285487,1.0038557,0.6695565,1.1662738,1.1515944,0.9970229,0.9021771,0.9461038,0.97020173,0.79829216,1.2100424,1.0628554,0.99712205,1.0383583,1.1571811,0.9019252,1.0404044,1.1694323,1.11591
pillow,0.92510885,0.9685624,1.1449023,0.95781565,1.215339,0.9161387,1.2028931,0.8104359,1.0486988,0.7990098,0.5848975,0.70813,1.0228586,0.791915,0.60117704,0.9292939,0.9618583,1.0004888,1.1812689,1.1086922,1.2447354,1.09078,0.83331114,0.7809684,0.8458494,1.0681503,0.46448272,0.8113392,1.2303469,1.0886598,1.0460712,0.5648378,0.84370655,1.1965504,1.0001613,0.7052398,1.2259047,1.0251069,0.9277702,0.95526713,1.166568,0.42619085,0.86386573,0.92567015,0.92698157,0.93896997,1.093576,1.0982401,0.95936996,0.95949936,1.06707,0.7230778,1.2224774,1.069864,0.7353152,0.9015384,1.125359,0.8826383,1.0223602,0.8953741,1.294771,0.9703052,1.2142286,1.0579613,0.9452502,0.90208876,0.91004276,1.2258455,0.7840893,1.1384623,0.9515131,0.9799151,0.89855,1.0202038,1.0607389,1.190335,1.0237843,0.9678433,0.98524684,1.0649513,0.82117534,0.87473476,1.0281793,1.0771627,0.9194077,0.9268176,0.8891225,0.9017892,0.99564123,1.2573854,1.1850822,1.1921558,1.3263292,0.0,1.0705197,0.94980806,1.296234,1.0828972,0.7073397,0.9473172,1.0189692,1.0065738,0.74826586,1.1175892,1.2010603,0.83430505,1.0167584,0.85499084,1.1011988,0.5336064,1.0974007,0.92018676,1.1393764,1.0360019,0.94213027,1.2267164,0.89502513,0.94845104,1.0426704,1.2318494,1.240162,0.6239382,0.7916501,1.0381335,1.1665192,1.0594934,1.0678326,1.2399697,0.65123695,1.0864131,1.2596917,1.0120654,1.0216517,0.9562625,0.98206747,0.90972036,0.8877109
pizza,1.1247795,1.1575184,0.67858046,1.4382768,0.87816167,0.66638446,0.547866,0.64148545,1.3056674,1.3828095,0.65607107,1.4218946,1.2647233,1.2439554,1.379225,0.6899795,0.7867986,0.5445353,1.0234599,0.9815647,0.70827043,0.833363,0.9303733,0.611834,0.78841555,0.8403983,0.93421555,1.0766493,1.043416,0.72802407,0.7462442,0.7537006,1.1878488,0.8360297,0.94845915,1.3924001,1.0468721,0.56939685,1.267086,0.6412778,1.1274667,0.92478824,1.1346033,1.0722891,1.2523296,1.2681625,0.8974288,1.1085043,1.2998167,1.0908494,1.0668013,0.53671956,0.58127165,1.037406,0.71367353,0.8341484,1.3352759,0.6278228,1.0980221,1.0697501,0.5509495,1.2157407,0.993445,1.3600469,0.7672436,1.295198,1.1710749,0.97621214,1.4673905,0.7799727,1.0280393,0.58857477,0.7996643,1.1633404,1.100535,1.1239433,1.2177458,1.2576296,0.90199625,0.6857847,0.88263005,0.69030887,0.9519017,0.87940663,1.2119143,1.0078665,1.2950084,1.1726621,1.0981045,1.0990676,0.7371908,0.73033184,1.0127759,1.0705197,0.0,0.6365314,0.80286527,1.025352,1.2432699,0.89302945,0.9586382,0.907102,1.2317966,1.0854518,1.1273978,1.2625782,0.8087772,1.3158952,1.0936456,1.1834534,0.8591147,1.0695627,1.3231564,1.3651125,0.6976078,0.56808674,1.0239307,1.0003918,0.9699434,0.8067332,0.9692357,1.2208939,1.250696,1.3946884,0.68624705,0.9363975,0.6661532,1.2472858,0.76816165,0.89230335,0.9901812,0.949373,0.8815467,1.2802801,0.7544641,1.0058144,1.3041646
plant,1.0821333,0.8901763,0.7412629,1.4546131,0.82972103,0.6785929,0.88540435,0.61757326,1.4185574,1.3835312,0.6679899,1.3595598,1.3828759,1.0137428,1.372704,0.6346231,0.8495126,0.46318078,1.2278845,1.0374254,0.953574,0.8161838,0.93675727,0.47501647,0.8271387,0.92811894,0.8591292,1.0240294,1.231903,0.7925157,0.64017934,0.8593225,1.1224444,1.054768,0.80227673,1.3497795,1.2059383,0.5274332,1.2776344,0.6105054,1.2292149,0.5929181,0.8692219,1.0130427,1.1803863,1.3225651,0.71254045,1.1404074,1.1788597,0.80423,1.0152448,0.4818651,0.5530782,1.0234038,0.5478516,0.80421305,1.3244646,0.4662602,1.1533576,1.1151773,0.8136488,0.97840965,1.2302418,1.2223576,0.6613302,1.2130779,1.3796198,0.95103586,1.4453856,0.7429275,0.79342115,0.5576348,0.6773494,1.0624167,1.193061,1.14382,1.2304769,1.2587565,0.819041,0.51714945,0.9686218,0.5304876,0.70768976,0.9981874,1.3005366,1.0126776,1.3685558,1.2104695,1.0993886,1.3199193,0.7326391,0.74232924,1.15533,0.94980806,0.6365314,0.0,1.1374326,0.78928113,1.0518376,0.9302162,0.8820634,0.919153,1.0500963,1.2252439,1.2734911,1.2407022,0.78369653,1.3103888,1.1575629,0.956586,1.0447379,1.2929862,1.4764471,1.4211111,0.5262071,0.6458682,1.0027262,1.08175,0.89562243,0.84030616,1.1712373,0.8320971,1.2773185,1.4377508,0.7942177,0.63851476,0.47951162,1.2546914,0.6752553,0.84002256,1.2591747,0.9355835,0.9772736,1.150049,0.51585376,1.1057941,1.2097905
plate,1.0916125,1.1636097,0.8095614,1.2264456,0.8707606,0.9152248,0.5035013,0.9392928,0.76793754,1.180089,1.0216732,1.2728204,1.0434518,1.2400478,1.2486043,1.0006993,0.80738723,0.8916343,0.33599406,0.97173554,0.69306356,0.98306704,0.864034,0.9760932,1.0390939,0.9162535,1.2509652,1.1684854,0.5673449,0.8758304,1.073988,1.0209844,1.1738604,0.71845025,1.1162727,1.2624459,0.7270264,0.86647904,1.1299596,0.8481946,0.3959036,1.2781749,1.3019712,1.2846148,1.1124673,1.2770822,0.9942484,1.1207097,1.2328718,1.2213308,1.0604255,0.95210737,0.87189627,1.1001012,1.0750834,0.9735415,1.0518686,0.9933006,1.0954778,1.1439459,0.7666099,1.3333639,0.51423496,1.2719449,0.92581606,1.0951904,1.0683907,0.90003914,1.2989919,0.8794713,1.4115344,0.8307508,1.0736825,1.0494891,1.0088549,1.0241666,1.117606,1.1162099,1.0283477,0.94045544,0.81980574,1.1130481,1.1061813,0.86852616,1.0985057,1.1199734,1.2886872,1.1724024,0.8439864,0.5167502,0.9405188,0.91531444,0.7841128,1.296234,0.80286527,1.1374326,0.0,1.1497073,1.2250338,1.0456967,0.9645732,1.2439295,1.280452,0.7476766,0.6327331,1.2590717,0.8840587,1.3025913,1.0546914,1.3923366,0.819689,1.0832646,0.6498078,0.9476175,1.000827,0.9449678,1.094271,0.9770243,0.88498574,1.048632,0.79334986,1.4136809,1.3326099,0.8336576,0.7003225,1.1690092,0.98447096,0.9437376,0.92580175,0.9584152,0.47004998,1.1145301,1.0482478,1.3199863,1.0555236,1.0960664,1.3133823
pumpkin,1.0465748,0.5347343,1.0497665,1.061162,0.82207954,0.9677356,0.84121287,1.0594659,1.2646073,1.2368449,0.97391075,1.2284077,1.161172,0.8538462,1.2147284,0.79299587,1.1292391,1.0454599,1.1734676,1.2191598,0.7118602,1.0611426,1.087214,1.0199695,1.2579864,0.63560146,1.1614894,1.269285,1.0483037,1.0363965,0.9790531,1.1024225,1.0934118,0.92041963,1.0338588,1.1437391,0.85978615,0.8737175,1.3474305,1.0389929,1.1371522,0.9702499,0.82785857,1.1825187,1.1124549,1.1413983,0.5234256,1.2003335,0.86488235,0.415433,1.1628698,0.96648276,1.0803251,0.9572106,0.86493886,0.9147685,1.1259261,0.8403176,1.1180757,1.1638473,0.7722901,0.81587964,0.9494294,0.7142592,0.878002,1.0860691,1.1857064,1.0749497,1.0791225,0.95173675,0.7897955,1.0265492,0.8181485,0.7974646,0.86899567,1.1422856,1.1014655,1.2465689,0.7817811,0.65958583,1.1951228,0.6671195,0.645229,0.64211893,1.2891471,0.9001907,1.1487051,1.0830851,1.2266508,1.119643,0.9490899,0.9369099,0.81660795,1.0828972,1.025352,0.78928113,1.1497073,0.0,1.2591566,0.9082264,0.79704463,1.262435,0.9564435,1.085214,1.0947504,1.0550828,1.0354872,1.0382154,1.1300372,0.86130863,1.033999,1.3169258,1.2421055,1.3088017,0.7873015,0.90825015,1.0006337,1.0981382,0.8647691,1.0826802,0.96741503,0.80300033,1.0872077,1.2886848,0.7692913,0.36159098,0.56383324,1.0701096,1.1362115,1.0362556,1.3514341,1.123742,1.3084112,1.1110055,0.5977055,1.2337502,0.8411484
purse,0.9070643,1.0146435,1.2612203,0.9210484,1.1744089,1.2354174,1.251591,0.9906769,1.0517948,0.8195454,1.2082932,0.71973246,0.8421492,0.94602334,0.6729574,1.2215576,1.0779078,1.2220892,1.0238122,0.85214895,1.1817164,1.0959823,0.85003006,1.1124536,0.93060946,1.2701199,0.8638666,0.7245058,1.1306698,1.3275629,0.9969927,1.1080707,0.96614754,1.0550452,1.1493376,0.79861295,1.0124335,1.3163309,0.8560949,1.1730629,0.975877,0.674247,0.7600645,0.929292,0.9086442,0.8234982,1.3230532,0.9338677,0.9970154,1.2087588,0.9588744,1.2446427,1.0574133,0.8380454,1.146941,0.96696573,0.8319335,1.2164358,0.7182742,1.125787,1.1929519,0.9999903,1.1549884,0.9489096,0.85530794,0.73732865,0.83398604,0.7674274,0.8643761,1.1590663,0.959443,1.298912,1.2073636,0.9281702,1.0936784,0.8917233,0.6842801,0.72851753,0.9369741,1.3757067,0.95303416,1.14589,1.1779586,1.3090701,0.87441444,0.8849691,0.83462816,0.8976572,1.0235028,1.0552384,1.199935,1.2132592,1.1114546,0.7073397,1.2432699,1.0518376,1.2250338,1.2591566,0.0,1.0771713,0.7944223,0.88110155,0.5926834,0.9457142,1.0020975,0.8091381,0.936471,0.8456143,0.74579656,0.8601872,0.99197775,1.0206738,1.0130904,0.8637192,1.0532922,1.2374606,0.86555785,0.9617263,0.9579259,0.96682525,1.1166044,0.67590636,0.87757146,0.7907179,1.2223467,1.2754514,1.3787305,0.9855118,0.96628374,0.79862094,0.9972174,1.0783125,0.9889561,0.66266906,1.1259041,1.1320845,0.9953542
radio,1.0729302,0.8924307,1.0068187,1.2178767,1.0668743,0.8784372,1.0642457,0.7812582,1.1473882,1.2494998,0.67271745,1.0931388,1.2649649,1.189129,1.2983302,0.7349398,0.68638486,0.8030439,1.0876611,0.99390787,1.0590109,0.6808274,0.92117804,0.7191243,0.99899536,0.8806245,0.9983203,0.96414304,1.1754125,0.77414346,0.88865036,0.78541857,0.89495355,1.1037526,0.90515906,1.2108331,1.0841444,0.6548562,1.155874,0.8215818,1.0979576,0.87182593,1.1496258,0.9934146,0.8860924,1.292202,0.8999206,1.2574944,1.1785778,0.88867104,1.1153433,0.8243492,1.0046055,1.0250343,0.6245067,1.0080925,1.1786355,0.7370322,1.1059709,1.0797707,1.048154,1.1355823,1.1569088,1.079895,0.95517695,0.88690835,1.1708652,0.9697855,1.1669604,0.6191109,0.8873193,0.82319283,0.86616206,1.0690156,0.95323,1.1120324,1.1668091,1.1438009,0.98168945,0.86758125,0.91547287,0.74557984,0.9238733,0.8589668,0.9932567,1.1976136,1.318177,1.1571321,1.082112,1.1935834,0.662753,0.65904,0.9694308,0.9473172,0.89302945,0.9302162,1.0456967,0.9082264,1.0771713,0.0,0.86197793,0.9453293,1.1967485,1.2366558,1.0734688,1.1698912,0.7758193,1.1852723,1.0800309,1.074106,0.7813468,1.0684164,1.1868634,1.1718792,0.76044554,0.8132219,0.9472724,1.0484351,0.7450595,0.88192683,1.0846835,1.0225714,1.2397947,1.243798,0.85082775,0.920716,0.82854307,1.027136,0.9316447,1.0114238,0.9551192,0.9305639,0.96454996,1.0735147,0.79302675,1.0088705,1.1520926
