,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
radio,1.4458405,0.5219407,0.6472727,1.2424128,1.324203,0.7238195,0.7711415,0.9040739,0.83049834,1.2984524,1.2399269,0.28602302,1.1019253,1.1372916,0.9347697,1.2970375,1.2128909,0.85795367,0.5556476,1.0277673,1.1999433,1.2669625,0.8348155,0.63021183,0.80633074,0.2956841,0.6752871,1.0033916,0.85149264,0.67909944,0.5976363,1.1405857,1.0213678,1.2546356,0.897096,1.319858,1.0378666,1.2151918,1.4135001,0.48933452,1.1671932,0.65278816,1.2102726,1.1275492,1.3158108,0.9793679,0.86766976,1.2981598,1.0567988,1.0319121,0.85654485,0.98938656,1.1312519,1.3152046,0.93260145,1.1207143,0.643965,0.691092,0.78884023,0.4994557,0.9549568,1.1932731,1.2971498,0.47051084,1.147442,1.0772804,0.8378136,1.238114,1.2931161,1.3720466,0.56782097,1.3325993,1.0236695,0.8516246,1.2187328,0.64441663,1.0153775,0.45909715,1.1596483,1.0214509,1.0673639,1.3955317,1.1376662,1.1425899,1.3103421,0.67233247,0.6060512,0.86377186,0.90362453,1.0371406,0.9079306,1.399841,1.1991069,1.1268697,1.1117567,0.5832258,0.6322876,1.0534343,0.9113221,0.5066909,1.3858719,0.7742193,0.94668233,1.2113322,1.0019578,0.0,0.8474971,0.9381413,1.0624117,1.079309,1.3758025,0.996249,1.3254279,1.0666369,0.8728166,0.42201012,1.0710275,1.2659215,1.2078292,0.48511386,0.5623292,0.78527904,1.0970905,0.5886071,0.88632935,0.64858913,1.0998999,1.3122746,1.2786641,0.6282195,0.79371583,0.7631221,1.388281,0.6605774,0.89957535,1.3204129,1.055554,0.6485591,0.6625209,1.0131869
refrigerator,1.1426324,1.0830685,1.2808423,1.2017643,1.0196981,1.1835883,1.0937946,1.1534244,0.5997638,0.7589294,0.82568467,1.0770588,0.76933163,1.1946678,1.1617475,1.107612,1.0247649,0.9229357,0.8431971,1.0090216,0.76148224,1.3190298,0.7860984,0.74094695,0.9400181,0.68593997,0.98757267,1.326016,0.8154212,0.594576,1.0994717,0.49557817,0.9716457,1.0606008,1.1418028,1.1880335,1.130696,0.83349967,1.1855474,1.1113946,0.61206776,0.9018719,1.1066179,0.8774231,1.1580107,0.34099817,0.5371055,0.91006505,1.1899467,1.2307771,1.1833692,0.949367,1.2012218,1.0006416,1.2960533,0.9784798,1.2027792,1.037857,1.2840688,1.0731288,1.2408537,1.0621619,0.8127221,1.1031921,1.2635467,1.0417914,1.4126303,0.928643,1.1835938,1.2050523,1.0842996,0.81894755,1.0255373,0.732091,0.98080194,0.8840644,0.5379075,0.7558799,1.0133637,1.0814561,0.705296,1.2048769,0.8932632,1.2542729,1.2720051,1.1727346,1.0587543,1.1091111,1.2579187,1.2766393,0.29014736,0.9470881,0.9083574,0.9631855,1.1241503,1.0187867,1.0518365,1.027043,1.2889415,0.98293,1.1148204,1.0976115,1.0572906,1.1866556,0.958224,0.8474971,0.0,1.1560125,1.0753312,1.0606977,1.0551431,0.9664297,0.8953639,1.1504394,1.0034027,0.89870197,0.44441497,0.8114265,1.0376588,1.2120597,0.9903047,1.0184515,1.2267729,1.0134912,0.9057,1.0869589,0.87764424,0.94234765,0.7426157,1.1265965,1.3074032,1.297925,1.0748287,0.9973185,1.0641758,1.0049657,0.99279517,0.54031765,1.1811888,0.63974655
rooster,0.9984172,0.86191237,0.8625621,0.91676813,1.2790443,0.90717846,0.95119584,0.93641245,1.2252518,1.3491056,1.2484075,0.85198075,1.1885345,1.107491,0.16366404,1.2232476,1.1767237,1.0505229,0.9666668,1.3094864,1.3051689,0.91310966,0.8868053,0.9957413,0.87137294,0.93264675,0.82180846,0.73164237,1.0714049,1.0889684,0.9022321,1.2360231,1.0342493,1.1697793,0.941678,0.8692081,0.9931109,1.1365149,0.9921485,0.91752136,1.3013602,1.1023835,1.2568426,0.7333917,0.84658104,1.0795497,1.0665115,1.0331502,0.2545228,0.92223454,0.93880415,1.0679983,0.9794788,1.057381,0.92285377,1.1742644,0.8365704,0.7348914,0.773017,0.83767825,0.3544531,1.191377,1.1849556,0.9131741,0.7995832,1.0894643,0.72356737,1.0445902,1.148829,1.1184914,0.7249356,1.1346387,0.88711005,1.0523522,1.0822897,0.9603888,0.9862465,0.95865494,1.248293,1.0462153,1.135293,1.0919846,0.8728182,0.9876939,0.8265699,0.9278502,0.9416011,1.0197909,0.82657844,0.9013612,1.2320547,1.2750491,1.0337882,1.1734817,0.8953752,0.9266528,0.91528666,0.6358652,0.8569858,0.905094,1.1545405,0.5198258,1.1854594,1.0008533,0.970039,0.9381413,1.1560125,0.0,1.1301255,1.0737983,1.1676973,1.0554527,1.1322685,0.73514396,0.9131839,0.92716324,1.232899,1.3458455,1.3137671,0.7798108,0.82855034,0.995346,1.0627027,0.77728075,0.91919345,0.880507,0.7402366,1.2028066,1.2973964,0.91608363,0.82077813,0.79064626,1.2418935,0.9743151,0.93534213,1.3384861,0.83726215,0.99384946,0.84227806,1.2815412
sandwich,0.9566934,1.0804527,1.1032171,0.8857472,0.9905902,1.1110356,1.1562228,0.7127658,1.1098263,0.98703843,1.114506,1.0770848,0.9709692,0.78350174,1.1331933,0.99532396,1.0472004,0.9664277,1.1011254,0.8039835,0.9608112,0.4386868,1.0582291,1.0093181,1.0617305,1.0720942,1.1432798,1.0812231,1.0666455,0.99485594,1.1318089,1.0885844,0.9611137,0.890121,1.0109613,0.75549006,0.7950826,1.0674498,0.7088761,1.1449007,1.1255281,1.0561882,0.9401651,1.1313323,1.1437118,1.0761862,1.1270947,0.9678516,1.0802201,1.1474501,1.0523676,1.0052539,0.95574045,1.0470631,1.0970644,1.0539672,0.9779415,1.1382897,1.1093266,0.9808594,1.151143,1.0424366,1.066333,1.1452069,1.0974174,1.0947213,1.1111984,1.0364835,0.7606844,1.0450795,1.1576269,1.0765685,1.0273598,0.9434231,1.0370786,0.9989483,1.0418192,1.111746,0.7712637,0.8113822,0.9180218,1.0420251,1.1559166,1.0878725,0.7555865,1.1539743,0.91522807,1.1200614,1.0798683,1.037854,0.95897895,1.0292697,1.0243678,0.9756741,0.837558,1.0744851,1.0932988,1.0307162,0.8239273,1.0218917,0.7833237,1.1798705,0.7188787,1.0148965,1.0959055,1.0624117,1.0753312,1.1301255,0.0,0.8642297,0.91896564,1.0554756,1.0523499,1.0488738,1.0457643,1.0765477,1.0670362,0.9286479,1.0692692,1.1427808,1.0841223,0.9084065,0.7667211,1.0604539,1.1208576,1.1236718,1.0961375,1.049495,0.9972395,1.078117,1.1371502,1.1261525,1.0514653,0.9477592,1.187865,0.7296958,1.0891725,1.1017774,1.1335715,1.045953
sauce,0.9648663,1.0812714,1.0254045,1.0377821,1.107218,1.0999645,0.9982979,0.94078654,0.87301517,0.8399416,1.0254114,1.0994219,0.96869004,0.9974777,1.1393188,0.9957723,1.0804609,0.9541765,1.1655307,0.35151815,0.7784771,0.67326295,1.1260871,0.8905329,0.94180477,1.0779332,1.223497,1.0693698,1.2043971,1.0005901,1.2254946,1.0307529,1.0764103,0.6038399,1.2053301,0.7628737,0.9141797,1.0269842,0.7979095,1.1927255,0.9202089,0.87927264,0.8405409,0.99992955,0.87877065,1.0842572,0.9220343,1.0476818,1.1272894,1.1801772,1.0354007,1.2228644,1.0174539,1.1107061,1.1694635,1.075421,1.0280335,1.091364,1.1770642,1.1212164,1.0277604,1.0206141,0.9632694,1.235286,0.961864,1.1813459,1.1240582,1.133967,0.7812567,1.0193634,1.1921598,0.91381395,1.0559781,0.8408567,1.1323235,1.0583215,1.0021849,1.1378317,0.6281436,0.799724,0.8017734,0.89725316,1.1546323,1.101186,0.74479496,1.2022399,1.0396729,1.0702844,1.1104954,0.9550563,0.9408954,1.0376745,1.1869506,0.9728998,0.77601844,1.15496,1.147218,1.0178293,0.9618361,1.0844254,0.749519,1.1493368,0.48556978,0.9119306,0.8551536,1.079309,1.0606977,1.0737983,0.8642297,0.0,1.0405514,0.8880477,1.0623703,1.0622243,1.1737108,1.1077874,1.1086924,0.8072403,0.9524176,1.2176601,1.1671005,1.0551056,0.65692043,1.0612253,1.0541664,0.99040896,1.1761026,1.0427879,0.8752589,0.9572868,1.2661579,1.2173402,0.9694672,0.9906196,1.0041865,0.5671529,1.0682858,1.1127132,1.2552097,1.0858886
scarf,0.6962713,1.2106463,1.3153768,0.87021947,0.58940345,1.2891829,1.3025781,1.223011,1.0740733,0.88921374,0.8401601,1.30986,0.9160931,0.62913615,1.260124,0.68846583,0.90165824,1.1159202,1.3089212,1.1464058,0.90565103,0.95694697,1.0235054,1.2830373,1.1637366,1.305525,1.1637571,1.0179567,0.9666076,1.1385429,1.3176453,0.94005775,0.70648956,0.97683513,0.98642087,0.9310297,1.1964946,0.9029546,0.85359025,1.357709,0.8756131,1.3690454,0.97669595,0.99973136,0.8381029,1.0384046,1.0407135,0.41160882,1.175061,0.90386176,1.272881,0.9127531,0.9323597,0.7106923,1.0193707,0.897857,1.4232721,1.1954877,1.0226098,1.3957667,1.2299194,0.84176844,0.8215728,1.274099,1.0448349,0.9385306,1.2327862,0.7240049,0.8303075,0.6956592,1.3402643,0.8364357,0.86242074,1.1380478,0.8100028,1.2612476,1.0691696,1.396358,0.9428542,1.0683486,1.0366092,0.68389815,0.8201407,0.8608138,0.9860858,1.2721977,1.311586,0.8420454,1.0712061,1.1442866,0.99936295,0.39080322,0.8226,0.9248231,1.0947695,1.3147547,1.2825015,1.0673287,1.1281214,1.187021,0.62822664,1.1747057,1.2026812,0.9479743,0.91168207,1.3758025,1.0551431,1.1676973,0.91896564,1.0405514,0.0,1.1375475,0.50059247,0.9863634,0.8522691,1.2957087,0.9372386,0.91861844,0.8979929,1.3680186,1.3397031,1.0508173,1.0207269,1.3331409,1.1234393,1.2002523,0.87933874,0.62101644,0.87815917,1.4123007,1.0935595,1.2419038,0.77197796,1.207486,1.2578218,0.94694436,0.94726324,1.2210051,1.2461886,0.89572996
scissors,0.9914395,1.1097702,1.1138266,1.0213715,1.092514,0.94856155,0.8838928,0.6351859,0.8117031,0.96339643,1.0998449,1.1180947,1.0939454,1.065364,0.97750634,1.1098621,0.8615975,0.7052569,1.0029444,0.7164085,0.82998425,1.1136425,0.997703,0.8851904,0.8470868,1.0668156,1.0765386,1.1608765,1.2145929,0.75450957,1.0550492,1.0753297,1.215924,0.9922217,1.0252991,0.9788355,0.7166201,1.2165575,1.060814,0.8760953,0.9160442,0.9159197,0.9271462,0.9756958,0.9216932,1.0835736,0.90251446,1.2481596,1.1161542,1.1847814,0.9973077,1.1087662,1.1333086,1.2786195,1.1963742,1.0161642,0.91564333,0.98927337,1.229184,0.7619915,0.77135396,0.89913934,1.0920312,1.1384405,0.7399599,0.9512998,0.9873968,1.2438385,1.0353588,1.1373287,1.0259608,0.865893,1.0619009,0.87955093,1.2883102,0.50291073,1.016162,0.84862936,0.90553164,0.867135,0.8764305,1.01278,1.0969625,1.0929554,1.0723485,1.1544242,0.82547253,1.004197,1.2475532,1.0083517,0.92366457,1.25978,1.292583,0.95061815,0.870347,0.7277272,0.7035614,0.93928015,0.9431258,1.1050786,1.0452251,1.0881573,0.8130747,0.98899764,0.80543125,0.996249,0.9664297,1.0554527,1.0554756,0.8880477,1.1375475,0.0,1.2778147,1.021906,1.3159816,0.7778931,1.1122049,0.9322681,0.79397726,1.0827006,1.1302282,0.9757137,1.1027691,0.68479097,0.6486138,1.0180352,1.2015657,1.2250373,1.0277367,0.73979974,1.2427549,1.1906388,0.681887,0.7351002,0.6270416,0.83246905,1.0439836,0.8495536,1.1650717,1.0092025
shirt,0.54648423,1.210193,1.4756666,1.0714914,0.42433953,1.4244828,1.3933661,1.4690077,1.0865396,0.6660691,0.58420193,1.3948038,0.5746318,0.7928469,1.2048514,0.5552435,0.8392358,1.270101,1.4115747,1.1771634,0.86081713,1.0478216,1.0632849,1.3042175,1.2730825,1.3635156,1.1569529,1.062943,0.867154,1.031132,1.4072707,0.6092862,0.68695724,0.96535563,1.0543721,1.008164,1.2581642,0.4591385,0.8795069,1.5275629,0.7273728,1.453886,0.9558316,0.86057585,0.7882664,0.8309889,0.99707246,0.34792912,1.0677421,1.0546619,1.4428344,0.900434,1.1781858,0.51516056,1.0698297,0.8088202,1.466244,1.38835,1.0362904,1.5016711,1.3313329,0.91010517,0.6780506,1.3753374,1.0929109,0.96574724,1.4756924,0.5169773,0.86838615,0.64723104,1.3560985,0.640304,0.7972082,1.1637825,0.34299183,1.4269307,0.83741593,1.4922929,1.0412706,1.2922128,1.0612855,0.57042974,0.760755,1.023357,1.071696,1.3841283,1.3272098,1.0791289,1.1720967,1.2977514,0.7851783,0.13183922,0.3770756,0.91158915,1.2586716,1.5191922,1.497534,1.0682757,1.3468313,1.0373001,0.8302455,1.2318208,1.3198633,1.1780002,0.8511852,1.3254279,0.8953639,1.1322685,1.0523499,1.0623703,0.50059247,1.2778147,0.0,1.0510666,0.5999961,1.4405863,0.7768922,0.7185669,0.86767364,1.4925965,1.4395142,0.94854444,1.0514205,1.4979017,1.2103298,1.4053729,0.6460075,0.39524865,0.5512965,1.5629815,1.1910118,1.3602121,0.80704117,1.3002075,1.3848985,0.8830571,0.94732815,1.0030392,1.3723061,0.8087614
shoe,1.1328639,0.8848654,0.95865047,0.85539794,1.2019138,0.92458737,0.9778949,1.0459862,1.0593175,1.2780259,1.228214,1.0422329,1.1917496,1.095094,0.8194683,1.2073029,1.1968005,1.0317565,1.0322644,1.2251048,1.135198,0.8747281,1.0775175,0.7901537,0.9774347,0.84027696,1.1567447,0.8586943,1.2418613,1.0101917,1.1872841,1.1909312,0.8826238,1.2138525,0.7644663,0.85099894,0.9507764,1.1462564,0.9505996,1.1257054,1.186415,1.041887,1.033397,1.0557836,0.8253164,1.0681931,1.0916172,0.9623315,0.82205737,0.6759738,0.9127831,1.1994753,0.91300225,0.85288095,0.8245037,1.0640162,1.0591303,0.91646194,0.64136326,1.023776,0.7725959,1.0726776,1.0787367,0.9688908,0.6637082,1.2096235,0.820976,0.8566543,1.1308923,0.8610056,0.70798,1.1065803,0.8470532,0.9371305,1.0297323,1.0240872,1.1078209,1.1566017,1.1890403,1.0981361,0.84941006,0.80199987,0.98191875,0.66119474,0.89145464,1.0185173,1.0782901,0.7507181,0.7126683,0.8839277,1.1713387,1.0950662,0.9970158,1.0722064,0.8475226,1.0926661,1.0515803,0.6015489,0.8817692,1.0617534,1.0429864,0.87734765,1.2758666,0.89123917,0.72044677,1.0666369,1.1504394,0.73514396,1.0488738,1.0622243,0.9863634,1.021906,1.0510666,0.0,0.78045994,0.8917551,1.2563744,1.2608838,1.234579,0.9109904,0.8568179,0.96825314,1.1281712,0.83250463,1.0248318,1.0072218,0.7300333,1.088196,1.2961535,1.0271428,0.6192142,0.95780945,1.0306498,1.0464709,0.9765205,1.2475753,1.0752586,0.99860305,0.9428613,1.2540593
shorts,1.0443119,0.70508534,1.0844576,0.9119381,0.77458155,1.1925166,1.1838218,1.2903476,1.2314017,1.1347474,1.094875,0.8200568,0.8226299,1.0478455,1.0455391,0.9150393,1.2224977,1.2777874,1.1297951,1.3594708,1.2509261,1.0643554,0.7145437,1.1005723,1.1923081,0.8380141,1.1368724,0.68570065,0.87869817,0.80759585,1.2212719,1.0354097,0.63976544,1.2887481,0.902026,1.0864327,1.234419,0.83487475,1.1188476,1.1552486,1.1699458,1.1571699,1.0361109,1.1044476,0.9604194,0.9436875,1.0610338,0.6485999,0.9385175,0.71733737,1.2000138,0.88860995,1.0961813,0.9595451,0.69253343,1.0567856,1.2348744,1.1337593,0.49725622,1.0899421,1.1853261,1.099637,0.96853304,0.9202872,0.87807184,1.1625729,1.0545446,0.8602812,1.2142923,0.7507288,0.845647,1.0324794,0.63364136,1.141394,0.42564106,1.1272343,0.9264091,1.1814265,1.2558985,1.2476637,1.0570904,0.70195496,0.97908825,0.87522525,1.134763,1.1085473,0.9452289,0.7588754,0.770991,1.0718666,1.0129608,0.71586853,0.32573372,1.175973,1.2541194,1.1782959,1.1511849,0.8385849,0.96201444,0.62890536,1.1656902,0.98600197,1.465419,1.1889253,0.8179716,0.8728166,1.0034027,0.9131839,1.0457643,1.1737108,0.8522691,1.3159816,0.5999961,0.78045994,0.0,0.890085,0.9958003,1.1320056,1.2487192,1.0258846,0.9519342,0.516204,1.0660824,0.9757927,1.1837902,1.1204058,0.6750679,0.7908683,1.0583097,1.2463008,0.66233635,0.99947,1.0719999,0.9689505,1.4071786,1.353393,1.0660547,0.7611313,0.96919817,1.0492654
shovel,1.5606761,0.6091579,0.60927457,1.1145656,1.367746,0.64433956,0.6318175,0.7573029,0.97804093,1.4769278,1.4609842,0.33187675,1.4289458,1.0115949,0.96301836,1.4692867,1.4086778,0.9379846,0.40215254,1.0490826,1.4080046,1.2655642,0.70930207,0.6262194,0.64348805,0.26090264,0.99423397,1.0542104,0.90403366,0.65285146,0.64686203,1.3339484,1.0233126,1.2720344,0.96566176,1.2974133,0.9365684,1.4760301,1.4896818,0.35510778,1.3234363,0.5649552,1.2621493,1.1679466,1.2614458,0.9322245,1.0449849,1.3124061,1.1717954,0.82130677,0.70086277,0.950198,1.0597392,1.3969716,0.881708,1.2952867,0.5773766,0.5787701,0.73431796,0.4033351,0.8508686,1.2351327,1.3625507,0.37557214,0.9173812,1.0848744,0.7738863,1.2505507,1.4213415,1.3194633,0.38783312,1.4432932,0.9910099,0.82251126,1.4091399,0.44781578,1.0841107,0.34441388,1.1514528,0.8670705,1.0292394,1.4233978,1.2665849,1.0290266,1.3289614,0.5560913,0.5622015,0.5218993,0.7591718,1.0115705,1.1619142,1.4548764,1.3220713,1.1636928,1.0492525,0.34751529,0.35079622,0.9107248,0.78499526,0.62481874,1.3354075,0.7804391,0.92254,1.1190991,1.0527468,0.42201012,0.89870197,0.92716324,1.0765477,1.1077874,1.2957087,0.7778931,1.4405863,0.8917551,0.890085,0.0,1.0609173,1.4589672,1.3685324,0.39056194,0.39237666,0.8296189,1.2027805,0.21561885,0.76397634,0.50839394,1.2352986,1.320932,1.5383252,0.57856727,0.6303303,0.6679572,1.1835303,0.5327747,0.82733524,1.4543622,1.1148086,0.5951693,0.4854651,1.1422534
shower,0.87807953,1.1784073,1.3097756,1.2492094,0.8035191,1.2603519,1.2643653,1.2564516,0.86987376,0.5497521,0.62879723,1.1634294,0.73044115,1.1021987,1.1948706,0.77483666,0.8864207,1.2518991,1.1516194,1.0107477,0.8630008,1.2325597,0.7356115,1.0913702,1.1423409,1.002791,0.9868902,1.2520868,0.42571568,0.864579,1.1363302,0.46225047,0.80231875,0.9351355,1.1467675,1.1948583,1.2293704,0.69110185,1.1856439,1.2077146,0.64990634,1.1610439,0.88141376,0.9763241,1.2681017,0.36276257,0.665284,0.8822794,1.1254313,1.1534216,1.2840298,0.7210542,1.0696783,0.87651855,1.3001932,0.86359096,1.256033,1.2777019,1.2013037,1.2261432,1.34252,0.9990924,0.7334633,1.1330423,1.3637533,0.9101647,1.483069,0.88584685,1.0362636,1.1039741,1.2722012,0.7889178,0.992576,1.0849998,0.8203613,1.147632,0.7398857,0.94773114,1.048511,1.1727161,0.9618056,1.056882,0.94792414,1.1622031,1.2537769,1.1784372,1.0972224,1.0927587,1.143021,1.3409315,0.5957357,0.752067,0.72299737,0.96085024,1.1794139,1.1994181,1.2317729,1.2072777,1.2844483,0.97305596,1.1429577,1.2488348,1.0820712,1.225099,1.0870943,1.0710275,0.44441497,1.232899,1.0670362,1.1086924,0.9372386,1.1122049,0.7768922,1.2563744,0.9958003,1.0609173,0.0,0.6221269,0.7585475,1.2282832,1.2150359,1.0675565,1.0629845,1.2066875,0.9559914,1.234751,1.0032521,0.7844506,0.6315448,1.2113779,1.2748042,1.2223582,1.0487407,1.0841817,1.2890754,0.8957027,1.0522593,0.7974328,1.1839316,0.6182102
sink,0.49957818,1.3800128,1.4595264,1.0128475,0.6387963,1.331289,1.3380814,1.2167702,0.9034822,0.04384023,0.60899115,1.4958856,0.43684006,1.102804,1.2988882,0.6527184,0.64776397,1.14153,1.4881195,0.5359339,0.6291149,0.9462493,1.1420231,1.1060296,1.2384953,1.442842,1.0955559,1.2187148,0.9119925,0.9970802,1.368356,0.5981332,0.895073,0.5197138,1.0967841,1.0052081,1.1417245,0.55967355,0.7908194,1.5533949,0.62485266,1.1385548,0.4323995,0.98272395,1.1638657,0.82939744,0.6233785,0.9244948,1.1051701,1.2734088,1.3197482,0.9909328,1.099236,0.83028126,1.320172,0.8439673,1.2339091,1.535352,1.4283576,1.3626716,1.396889,0.88211703,0.51464397,1.4930971,1.2330273,0.9807147,1.501389,0.9125105,0.79252166,0.8551848,1.5599878,0.43901193,1.1115245,1.085006,0.6293691,1.2028177,0.7410203,1.308342,0.9834896,1.0777236,0.832347,0.7121094,1.0033126,1.1436354,1.0764728,1.4753001,1.1817555,1.4046247,1.3691866,1.2263184,0.56414247,0.7028606,0.6897923,0.7663032,1.1685967,1.4628966,1.4785792,1.0891464,1.2977763,1.181132,0.9614195,1.3849156,0.80832,1.2348266,0.96464014,1.2659215,0.8114265,1.3458455,0.9286479,0.8072403,0.91861844,0.9322681,0.7185669,1.2608838,1.1320056,1.4589672,0.6221269,0.0,0.6244645,1.5761901,1.5671748,1.0769638,0.6413237,1.3763684,1.0227605,1.5052004,0.96742827,0.7412665,0.19228494,1.251832,1.5181208,1.42634,0.80215347,1.3379847,1.3700945,0.28162646,1.1284193,0.97703826,1.5080332,0.75506413
slide,0.6141007,1.3482516,1.271122,1.2563376,0.7429191,1.2101437,1.2514571,1.1385803,0.652283,0.58454484,0.49687952,1.3493092,0.7408806,1.0412462,1.2176385,0.6022082,0.42977083,0.9402025,1.3715066,0.85304254,0.48126578,1.0999405,1.1912287,1.1810756,1.1525245,1.4100556,0.9972419,1.1391964,0.8370913,1.0728171,1.1445665,0.6887084,0.9691158,0.8956711,1.0519357,1.0267644,1.0432162,0.736915,1.0067817,1.2963092,0.47767878,1.2830108,0.83542114,0.83267426,0.9416941,0.99560285,0.9430316,0.99262094,1.1209096,1.246252,1.2239369,0.91895914,0.9300812,0.89776826,1.361655,0.45053828,1.3124424,1.3089595,1.3653439,1.3807703,1.1271546,0.6732856,0.80333364,1.3483068,1.1231982,0.7521574,1.2617489,1.0250839,0.75848675,1.0653845,1.3849249,0.6304482,1.1351129,1.1245716,0.9060757,1.1700068,1.0234922,1.3282812,0.94303393,1.1550113,1.0290569,0.8308224,0.8616932,1.1547484,1.0707816,1.2953091,1.2631199,1.2836175,1.2142045,1.107658,0.875821,0.7740861,0.9133488,0.8642944,1.0402098,1.2975376,1.3460141,1.2146512,1.2355573,1.2300804,0.9992119,1.285768,0.96618,0.974747,0.86190295,1.2078292,1.0376588,1.3137671,1.0692692,0.9524176,0.8979929,0.79397726,0.86767364,1.234579,1.2487192,1.3685324,0.7585475,0.6244645,0.0,1.3597502,1.5264679,1.1264845,0.9713188,1.4201927,1.0045128,1.2946414,1.0582649,0.9179084,0.5586375,1.1598284,1.4292367,1.3290594,0.8514505,1.1932657,0.82687503,0.6212062,1.0379047,1.1215353,1.3206329,0.7783585
slipper,1.5827206,0.48621833,0.38910347,1.096059,1.4690926,0.50306785,0.57796615,0.78843766,1.1943101,1.5658319,1.4434994,0.25356108,1.5564475,0.9429953,0.6906384,1.4359347,1.3571895,0.9694881,0.30102283,1.152575,1.506666,1.153918,0.8652599,0.83552194,0.8477912,0.46417582,0.65296036,0.8664173,0.9890608,1.0738691,0.24997652,1.406625,1.1932503,1.3099916,0.97971946,1.2724285,0.99321854,1.4450994,1.3851309,0.12404561,1.4832857,0.5620117,1.3320444,1.1796749,1.2488422,1.2088268,1.2658925,1.3734245,0.8935178,0.7324733,0.60914516,1.0105424,0.87799394,1.2661988,0.73974,1.2120218,0.5414376,0.37684888,0.6188146,0.44494462,0.7598672,1.2897472,1.4608004,0.117981076,0.9941839,1.1008945,0.44410592,1.2321031,1.3275887,1.3390372,0.30737078,1.5670688,1.1590624,1.0095588,1.4072604,0.7490758,1.2533903,0.37038648,1.2344351,0.92402554,1.2444302,1.5070808,1.1918173,0.88596237,1.115194,0.109891534,0.66649127,0.6314847,0.6259561,0.8623867,1.3697214,1.4959714,1.3653874,1.2259789,0.9613223,0.3204382,0.36503965,1.0642362,0.76422834,0.7851243,1.3366879,0.62609124,0.8758775,1.0048206,1.2237923,0.48511386,1.2120597,0.7798108,1.1427808,1.2176601,1.3680186,1.0827006,1.4925965,0.9109904,1.0258846,0.39056194,1.2282832,1.5761901,1.3597502,0.0,0.23884618,1.0378355,1.1671928,0.46899903,0.8590704,0.32149738,1.252296,1.3374461,1.6176412,0.54964024,0.41410542,0.16957325,1.3301872,0.6895238,0.6933907,1.5217947,1.0476465,0.92667663,0.10100001,1.3048564
soap,1.6785178,0.6030694,0.38478458,0.9175617,1.4774213,0.4754941,0.4109646,0.72376096,1.1333158,1.5734262,1.5629231,0.41387206,1.5847611,0.9477981,0.7712457,1.5770099,1.465212,0.9876271,0.18955344,1.1056415,1.4878447,1.1076614,0.86132026,0.58580416,0.7943493,0.34289992,0.8424361,0.88975346,1.1199185,0.9379228,0.46021903,1.4067116,1.1381773,1.2432797,1.0280383,1.1350214,0.9220872,1.4965787,1.3407061,0.28091455,1.4761198,0.37321794,1.3122835,1.2022979,1.1813201,1.0728958,1.1845119,1.2922369,0.96473724,0.7701615,0.45166314,1.0932107,0.92193615,1.2560976,0.74911964,1.3215761,0.56338525,0.42393368,0.69333947,0.5179631,0.84850794,1.3369565,1.3830993,0.31603652,0.941997,1.2263548,0.45252216,1.1845121,1.3262293,1.3275511,0.28022552,1.5468638,1.1661354,0.792594,1.427225,0.7786311,1.1785811,0.36457133,1.2070023,0.73778313,0.9457565,1.4786868,1.2163123,0.9446857,1.0892537,0.26442337,0.7218714,0.6364302,0.702198,0.7177105,1.2949176,1.4948332,1.3755294,1.2564086,0.881821,0.4190541,0.44935417,0.88071454,0.671047,0.87973726,1.2908028,0.73171055,0.89350605,0.926288,1.2108802,0.5623292,0.9903047,0.82855034,1.0841223,1.1671005,1.3397031,1.1302282,1.4395142,0.8568179,0.9519342,0.39237666,1.2150359,1.5671748,1.5264679,0.23884618,0.0,1.0520046,1.1689446,0.46443892,0.8383184,0.36867177,1.1966476,1.3279078,1.6425029,0.57786417,0.48878324,0.3210513,1.2986699,0.7093356,0.6979742,1.5267574,1.0759246,0.89100504,0.27612162,1.2578375
