,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
napkin,1.218596,0.7454021,0.77088195,1.0972788,1.2500343,0.7849277,0.80473363,0.61691856,1.0732782,1.232525,1.2611414,0.5603362,1.0675476,0.8614464,0.94966173,0.92515725,1.2659674,0.82645553,0.7523012,0.9327218,1.2949018,0.9226237,0.716847,0.80064136,0.7795596,0.66641855,0.8763883,0.9561343,0.93805593,0.85314155,0.809975,1.2215949,1.1665757,1.1606737,1.0360184,1.1846381,0.80394876,1.2035148,1.100872,0.6077592,1.282962,0.73625046,1.015176,1.0537779,1.232799,1.0909388,1.0258478,1.2269646,0.9907437,1.103161,0.7770013,1.0156381,1.1778189,1.4271518,0.95186627,1.2900217,0.44849908,0.8042921,0.9218563,0.30229324,0.8761251,1.2141415,1.3113258,0.77679193,0.7187251,1.1641281,0.67724496,1.3964269,1.2729524,1.3153715,0.7327958,1.371553,0.8085629,1.0036697,1.1483527,0.5399651,1.0473069,0.60413045,1.0589315,0.8261978,1.0968451,1.2205304,1.2709002,1.2214651,1.1368556,0.8542501,0.0,0.9056277,0.97634983,0.9565181,1.1449463,1.2959976,1.1574671,0.96994334,0.9970152,0.60247207,0.6386189,0.947373,0.7198646,0.42109275,1.1317825,0.87263983,0.80092716,1.1700364,0.9093383,0.6060512,1.0587543,0.9416011,0.91522807,1.0396729,1.311586,0.82547253,1.3272098,1.0782901,0.9452289,0.5622015,1.0972224,1.1817555,1.2631199,0.66649127,0.7218714,0.6308508,1.0729688,0.5922612,0.9220338,0.7757398,1.2828763,1.2729764,1.2612462,0.66902506,0.93225193,0.7704848,1.257169,0.13389444,1.0064069,1.1517212,1.0372176,0.867524,0.8519562,1.0375885
necklace,1.3891768,0.72870255,0.83204895,0.82445645,1.1124535,0.87553483,0.86792386,1.0212662,1.1765001,1.4047372,1.3553153,0.633887,1.4274106,0.81055945,1.0564117,1.2444373,1.330281,1.1417315,0.80247784,1.2221619,1.3836321,1.0661478,0.7436842,0.98789203,0.86772776,0.7055132,1.2443954,0.83527195,0.9813205,1.0009906,0.9136972,1.2858472,0.90924144,1.1503278,0.8444154,1.0531933,1.0432246,1.3620536,1.1711348,0.7093727,1.3184791,0.9537015,1.1573805,1.2929285,1.1033543,1.0336167,1.096092,0.94727635,1.1225901,0.46120715,0.8542416,0.8968419,0.9633517,1.1462847,0.6388104,1.141596,0.9345079,0.85559714,0.5523828,0.77096194,1.02777,1.1460209,1.2244992,0.52121663,0.9058337,1.123371,0.84086895,0.9824052,1.2633415,0.8580205,0.71807885,1.3144252,0.9618786,1.0306702,1.2116148,0.8947627,1.232306,0.78866416,1.0928849,1.0869713,1.0215687,1.0762001,1.2264041,0.6308448,1.0700041,0.72552884,0.9056277,0.0,0.622501,0.94731843,1.2990317,1.0339684,1.1729261,1.1123078,1.0246496,0.7225322,0.66075116,0.9304239,0.80457056,0.8776402,1.0711075,1.0006949,1.1390216,0.9746475,0.9792598,0.86377186,1.1091111,1.0197909,1.1200614,1.0702844,0.8420454,1.004197,1.0791289,0.7507181,0.7588754,0.5218993,1.0927587,1.4046247,1.2836175,0.6314847,0.6364302,0.8805417,1.0785213,0.59039897,0.8994248,0.7427038,1.1626904,1.0763049,1.4766603,0.9426997,0.44350302,0.6782321,0.96606857,0.8322847,1.1029421,1.4201787,1.1902022,0.97866964,0.6182372,1.148933
nose,1.2567364,0.7832766,0.63491696,0.850357,1.1835387,0.78016996,0.8913388,1.1352769,1.3161654,1.3884965,1.3021996,0.6991255,1.2962021,1.1864061,0.84704745,1.230501,1.3358133,1.2881029,0.8945761,1.2852049,1.3866693,1.0053598,0.80732,1.0555568,0.97418386,0.7723615,0.9026005,0.6228193,0.834338,1.1422615,0.82188326,1.2398343,0.9036343,1.1894838,0.8011252,1.01395,1.2385657,1.2069535,1.2361777,0.7946269,1.3613467,1.0303098,1.1488006,1.2159541,1.132498,1.0700629,1.1904134,1.1792855,0.9076449,0.61667246,0.8383181,0.93386734,0.5840957,0.95560795,0.6953019,1.0299671,0.92071795,0.8922771,0.538596,0.8862371,0.886816,1.1536988,1.058538,0.55722415,0.93122745,1.0551012,0.6888175,0.94292575,1.2019254,0.9382958,0.71193945,1.3600333,0.98895866,1.2114975,1.1299675,1.1023853,1.1873811,0.8346503,1.1774622,1.064247,1.2344499,1.0013124,0.9214977,0.6156281,0.9732946,0.6816737,0.97634983,0.622501,0.0,0.8436823,1.3143669,1.2318052,1.046852,1.219514,1.0752804,0.9094705,0.90055114,0.9737943,0.8208327,0.82820517,1.2299604,0.78709924,1.1986736,1.0590816,1.0390029,0.90362453,1.2579187,0.82657844,1.0798683,1.1104954,1.0712061,1.2475532,1.1720967,0.7126683,0.770991,0.7591718,1.143021,1.3691866,1.2142045,0.6259561,0.702198,0.95397747,0.9950732,0.7971904,0.9501707,0.7795416,0.8696722,1.1885601,1.3898315,0.8777197,0.5197491,0.6131608,1.1250274,0.986922,1.1125329,1.4563637,0.9464456,1.0721799,0.60147893,1.0682809
orange,1.2285078,0.9340253,0.56218696,0.72332585,1.1488254,0.5910366,0.47969007,0.71636397,1.106348,1.278271,1.2990563,0.9359086,1.3072855,1.0166374,0.8343326,1.2269732,1.2520485,0.9645074,0.92698467,0.97042215,1.1422635,0.7849823,1.090893,0.96093327,1.0288736,1.0439495,1.0374626,0.5343468,1.2941403,1.1345664,0.96011925,1.3815409,1.1982201,1.1001121,1.066005,0.8299824,0.8363359,1.2670994,1.0087911,0.8545034,1.2379243,0.7914353,1.0254989,1.1012954,0.85903907,1.2765528,1.1224489,1.2369475,0.8929703,0.89694387,0.2939791,1.2330923,0.68820006,1.0965608,0.65051365,1.2112505,0.841839,0.9060331,0.8479488,0.9303045,0.8355415,1.0426787,1.1410564,0.9826717,0.73996973,1.2053142,0.4864866,1.1499867,0.923679,0.91932786,0.80387187,1.2233824,1.0880842,1.0265399,1.2233331,0.9817776,1.2561625,0.98175025,1.0661073,0.71336234,1.006583,0.9256881,1.1440414,0.83963025,0.75889516,0.8140156,0.9565181,0.94731843,0.8436823,0.0,1.3107297,1.2927408,1.2309643,1.159081,0.77614737,0.9098785,0.85922086,0.86933017,0.6155414,1.0373515,1.0385498,0.98450154,0.94297737,0.47876734,1.0639734,1.0371406,1.2766393,0.9013612,1.037854,0.9550563,1.1442866,1.0083517,1.2977514,0.8839277,1.0718666,1.0115705,1.3409315,1.2263184,1.107658,0.8623867,0.7177105,1.0209137,1.0303092,0.9140238,1.0383804,0.7634443,1.2039628,1.1824665,1.3164525,0.66866493,0.7449196,0.7939372,1.0563011,0.9649337,0.72862935,1.0951363,1.0417886,1.3169496,0.9110632,1.227979
oven,0.86362624,1.1793256,1.3774151,1.1900986,0.8448502,1.229461,1.2426453,1.1835676,0.70889616,0.5445335,0.711499,1.2620451,0.5594378,1.194892,1.2486701,0.89658546,0.87322974,0.9238108,1.165324,0.8485012,0.61785465,1.1414194,1.0475179,0.9536228,1.0586009,1.0278639,0.94691896,1.3178606,0.9526961,0.7184636,1.2179098,0.45243394,0.96246594,0.9741081,1.0515587,1.0730183,1.1164147,0.6697484,1.0263954,1.3185097,0.6060905,1.1201514,0.9084469,0.91882956,1.0830971,0.5613898,0.45319355,0.9121199,1.174742,1.2412559,1.3038563,1.0507216,1.1611567,0.872191,1.2891257,0.9179807,1.2608907,1.2444751,1.3237609,1.2111928,1.2966267,0.91929245,0.7445158,1.2772858,1.287435,1.0687404,1.495844,0.886489,1.0082239,1.0328783,1.2704335,0.71238846,1.0320752,0.9096271,0.81057864,0.9261012,0.64733785,1.0227561,0.9696053,1.1073014,0.8592073,0.9913497,0.8791963,1.1911786,1.1300606,1.3054127,1.1449463,1.2990317,1.3143669,1.3107297,0.0,0.82786524,0.81258655,0.8487624,1.1124849,1.1919874,1.2139596,1.0785252,1.3370382,1.0486771,1.0294507,1.192272,0.9872485,1.1939181,0.84706473,0.9079306,0.29014736,1.2320547,0.95897895,0.9408954,0.99936295,0.92366457,0.7851783,1.1713387,1.0129608,1.1619142,0.5957357,0.56414247,0.875821,1.3697214,1.2949176,1.0051477,1.0818254,1.2150012,0.97450006,1.2571684,0.85773474,0.87325543,0.55625236,1.1930026,1.4005558,1.3900502,0.96227086,1.1565378,1.1528245,0.7065376,1.021707,0.74354947,1.3285451,0.6666236
pajamas,0.50709915,1.2445601,1.4801965,1.0956525,0.35555196,1.417873,1.4104644,1.4335213,1.051636,0.6359614,0.47548974,1.4236264,0.5781121,0.67711586,1.3561038,0.38176364,0.7703519,1.227452,1.4178472,1.1316398,0.7879353,1.0274405,1.1034153,1.3563454,1.2922869,1.435932,1.2304333,1.1568012,0.8437766,1.0777016,1.4110389,0.63432187,0.73820305,0.9261077,1.0534651,1.039454,1.2322176,0.45441055,0.83810425,1.5215154,0.66355664,1.459543,0.94062936,0.8156772,0.7755717,0.9183062,1.0467383,0.3256412,1.1897383,1.0976776,1.403955,0.8485652,1.173301,0.5828556,1.079102,0.7833005,1.4788465,1.3584006,1.1165856,1.5292848,1.3897007,0.830933,0.64723957,1.3798498,1.0938737,0.94391084,1.4763119,0.5680972,0.856845,0.62770146,1.4102888,0.59418154,0.8529763,1.200254,0.39344192,1.421421,0.9448317,1.4967687,0.9901986,1.2464389,1.0656114,0.5960515,0.8644543,1.0579504,1.0495293,1.3668743,1.2959976,1.0339684,1.2318052,1.2927408,0.82786524,0.0,0.4556983,0.8619627,1.2497828,1.4973092,1.472661,1.1277704,1.3460974,1.0515813,0.70491016,1.2965745,1.2640275,1.077518,0.8577161,1.399841,0.9470881,1.2750491,1.0292697,1.0376745,0.39080322,1.25978,0.13183922,1.0950662,0.71586853,1.4548764,0.752067,0.7028606,0.7740861,1.4959714,1.4948332,0.9531075,1.0594932,1.5261474,1.2311879,1.4009566,0.8262938,0.2719661,0.5427912,1.5687869,1.2135569,1.3505144,0.76942146,1.2334486,1.3435178,0.8224858,1.0381162,1.0782889,1.364275,0.7997203
pants,0.6144904,1.0047201,1.3966378,1.039811,0.5311106,1.3911322,1.3979306,1.4230964,1.211154,0.6596955,0.69180465,1.2487156,0.50245553,1.0914994,1.0960902,0.5908332,0.90804785,1.3716139,1.4135795,1.2779121,1.0142946,1.0727475,0.89313436,1.3827658,1.3315556,1.3059977,1.0565327,0.90072346,0.7398842,0.9593147,1.3389453,0.6858442,0.70411,1.0577245,0.95798093,1.1033844,1.2530959,0.43980616,0.9241168,1.4496487,0.890963,1.4095217,0.89726937,0.8892666,1.020613,0.8216107,1.0112364,0.55890656,0.90926063,0.9883998,1.4140797,0.7946958,1.1472108,0.6856724,0.9575635,0.9039682,1.3394313,1.390119,0.85652566,1.3633109,1.3114824,1.005139,0.6093582,1.2539418,1.0812398,0.97934294,1.3820502,0.66253567,0.9892955,0.74540204,1.2454683,0.66720015,0.70525897,1.2745147,0.11110401,1.334467,0.70450634,1.4101784,1.1768216,1.3757305,1.1491592,0.6108803,0.87311417,1.0181596,1.1074595,1.3261304,1.1574671,1.1729261,1.046852,1.2309643,0.81258655,0.4556983,0.0,1.0410659,1.3588265,1.4674721,1.4513818,0.9734027,1.247493,0.79866964,1.0602722,1.1682737,1.4310421,1.2302928,0.87480956,1.1991069,0.9083574,1.0337882,1.0243678,1.1869506,0.8226,1.292583,0.3770756,0.9970158,0.32573372,1.3220713,0.72299737,0.6897923,0.9133488,1.3653874,1.3755294,0.6593195,1.0211705,1.3568287,1.1842471,1.420652,0.61682636,0.52155256,0.57195973,1.4719425,1.0569028,1.2396045,0.984479,1.2230587,1.5089439,1.0056163,1.0012767,0.7834942,1.2580832,0.8771732
paper,0.85850084,1.124695,1.2047688,1.0741926,0.8306973,1.1341004,1.1820433,1.1251119,0.87581295,0.74650705,0.7971092,1.1884588,0.8237198,0.9653981,1.1866146,0.82725656,0.77805483,0.5656293,1.1722194,0.9137043,0.6179742,1.0334427,1.1774813,1.0701705,0.865157,1.1625051,1.1697079,1.1953309,1.0504652,1.005405,1.0170305,0.90391034,1.0655686,0.95142686,1.0305876,1.0076017,0.98220676,0.9159864,0.9031596,1.1544328,0.8481571,1.1268802,0.88134444,1.008523,0.9594324,0.9945012,0.8508119,0.9974525,1.1140639,1.1326092,1.1336695,1.0437025,1.0865794,0.9680507,1.1043394,0.9122017,1.0177824,1.1525284,1.186224,1.0304023,1.0491024,0.74761224,1.0353127,1.2061216,1.1394942,0.9293988,1.2064073,0.9783771,0.92001706,0.89036274,1.2682148,0.91602176,1.0644541,0.97643524,0.97391576,0.9369817,0.9547035,1.1665305,0.9362377,1.0600033,0.9141532,0.9456975,1.0737327,1.1096579,1.068976,1.1997823,0.96994334,1.1123078,1.219514,1.159081,0.8487624,0.8619627,1.0410659,0.0,1.0065179,1.0522534,1.0561109,1.0873308,1.1896003,1.0775394,0.90748626,1.1561104,0.9320227,1.0619673,0.98869634,1.1268697,0.9631855,1.1734817,0.9756741,0.9728998,0.9248231,0.95061815,0.91158915,1.0722064,1.175973,1.1636928,0.96085024,0.7663032,0.8642944,1.2259789,1.2564086,1.0440067,0.9820352,1.1979005,1.060105,1.2214717,1.1269922,0.92952025,0.6936511,1.146215,1.1897068,1.1847323,0.8111646,1.063182,1.0274634,0.66803116,1.0675046,1.1182092,1.2279024,0.906639
pastry,1.1761996,1.171829,0.9407769,0.9456646,1.2706467,0.88972306,0.8036457,0.6745956,0.9831929,1.1791637,1.2151921,1.0731051,1.2861445,0.91854477,0.8881703,1.2166569,1.07205,0.88801044,0.94150305,0.8159387,0.992817,0.6218517,1.113918,0.8518758,0.8772005,1.0363077,1.1467707,1.0971159,1.237332,1.0771309,1.0267195,1.2828939,1.0860636,0.8382379,1.0290729,0.54501384,0.6260005,1.2926937,0.783382,0.98313236,1.1479652,0.90084845,1.0233644,1.0305281,0.8387879,1.195164,1.0488439,1.1481726,0.92898846,1.052473,0.7695004,1.0589578,1.040782,1.2212901,1.0305886,1.0331722,0.89650685,0.841958,1.066718,0.91489744,0.8061034,1.0736243,1.2488549,1.1306072,0.78525627,1.1450565,0.7772509,1.2339175,0.9125017,1.0875248,0.9445533,1.1801348,1.0951369,0.89469635,1.3724937,0.9897846,1.2310804,1.0081068,0.74547505,0.7485708,0.8230881,1.1020133,1.1714623,1.0053787,0.4495437,0.98181766,0.9970152,1.0246496,1.0752804,0.77614737,1.1124849,1.2497828,1.3588265,1.0065179,0.0,0.96429574,0.94182265,0.8750496,0.7269828,1.2251302,0.86547166,1.0652572,0.7380073,0.7707846,1.0877495,1.1117567,1.1241503,0.8953752,0.837558,0.77601844,1.0947695,0.870347,1.2586716,0.8475226,1.2541194,1.0492525,1.1794139,1.1685967,1.0402098,0.9613223,0.881821,1.1881164,0.8869457,0.9541396,0.9802692,0.90876365,1.2295923,1.2458321,1.267302,0.84791404,0.9872585,0.9479613,0.99361855,0.950946,0.73519206,0.88635874,1.030285,1.2893391,1.0075306,1.2175639
pen,1.5204636,0.71316266,0.5742821,1.0686094,1.333878,0.55216223,0.59201145,0.6596211,1.0479573,1.4552461,1.4028101,0.4622193,1.4355292,0.9393571,0.8439981,1.4682677,1.3117256,0.74386555,0.33602637,1.0175108,1.3274677,1.2651272,0.8657829,0.81694245,0.6370138,0.57276565,0.83386534,1.0648266,1.0820398,0.80803144,0.4283694,1.3319373,1.2630035,1.2674874,0.9081241,1.2786934,0.887755,1.5041428,1.3413548,0.16748548,1.3270766,0.55923706,1.3356502,1.132425,1.2118974,1.1429132,1.095855,1.4022747,1.103401,0.9387217,0.62010443,1.041353,0.9825866,1.3850231,0.81419563,1.3013592,0.5388378,0.4362936,0.91371644,0.3299663,0.7816771,1.1797113,1.4034076,0.38401788,0.96366066,1.0937531,0.6323961,1.3027198,1.3640127,1.271575,0.4686696,1.4273638,1.172152,0.8990093,1.497737,0.24364704,1.0966821,0.33446848,1.093167,0.865087,1.1262422,1.4764153,1.2826469,1.0157644,1.1636597,0.38389027,0.60247207,0.7225322,0.9094705,0.9098785,1.1919874,1.4973092,1.4674721,1.0522534,0.96429574,0.0,0.032984495,1.0757747,0.8764264,0.87822676,1.2519842,0.6739181,0.7943642,1.0154594,1.1349603,0.5832258,1.0187867,0.9266528,1.0744851,1.15496,1.3147547,0.7277272,1.5191922,1.0926661,1.1782959,0.34751529,1.1994181,1.4628966,1.2975376,0.3204382,0.4190541,1.0275179,1.2444692,0.25534618,0.7331953,0.4442495,1.345571,1.3471477,1.5113392,0.5065814,0.70575774,0.4741239,1.01816,0.6141997,0.6627079,1.3526624,1.078631,0.7453647,0.4019512,1.1200567
pencil,1.5206846,0.7265833,0.5805644,0.9836813,1.2895672,0.56000775,0.5851968,0.65930295,1.0856429,1.4673502,1.4429474,0.49860775,1.4704225,0.93885314,0.84349227,1.496877,1.3452382,0.7910553,0.38060522,1.044773,1.369693,1.2446635,0.88389146,0.8478827,0.6646279,0.6111752,0.90366584,1.0243127,1.1408796,0.83590317,0.5113336,1.3649523,1.2700071,1.2625574,0.8809953,1.2545415,0.84675694,1.5176003,1.302199,0.20159751,1.3583674,0.6011204,1.3248059,1.1616107,1.1641859,1.1466497,1.0900657,1.3894322,1.0941453,0.8592383,0.600355,1.0486288,0.99875814,1.3501076,0.6781851,1.3526134,0.56544477,0.4728644,0.83697987,0.346515,0.79195917,1.1898985,1.3768759,0.4294253,0.90221316,1.120458,0.6198303,1.2592956,1.3600495,1.1380618,0.48863047,1.4283864,1.1421775,0.92704517,1.4734292,0.24368942,1.1030835,0.3838837,1.0820215,0.876631,1.1240354,1.4059104,1.3190961,0.91402876,1.1086073,0.42048466,0.6386189,0.66075116,0.90055114,0.85922086,1.2139596,1.472661,1.4513818,1.0561109,0.94182265,0.032984495,0.0,1.0539882,0.85096955,0.8912326,1.21678,0.7157347,0.834664,0.97531134,1.1325891,0.6322876,1.0518365,0.91528666,1.0932988,1.147218,1.2825015,0.7035614,1.497534,1.0515803,1.1511849,0.35079622,1.2317729,1.4785792,1.3460141,0.36503965,0.44935417,1.0075643,1.2695274,0.24842334,0.7378339,0.45984542,1.3477759,1.3142346,1.546411,0.526886,0.6134429,0.5006599,0.90772444,0.6449403,0.69281864,1.3619092,1.086404,0.77452004,0.43736535,1.1539353
penguin,1.0520997,1.0442449,0.9914599,0.76305723,1.1366265,0.91572756,0.88596624,0.97004104,1.1496005,1.1251004,1.1920749,1.1000053,1.0027697,1.0930824,0.74179226,1.1191175,1.0891066,0.98342603,1.0550728,1.1495376,1.0651922,0.9100791,0.9601921,0.81165534,0.93000793,0.98303664,1.1500016,0.8445678,1.2181492,0.8520603,1.1929938,1.1819943,0.90797603,1.1119192,0.9337243,0.84285915,0.938072,1.04263,0.9875489,1.1742777,1.1859205,1.0123677,1.0637155,0.9088081,0.82194,0.9967173,0.92675334,0.977308,0.703989,0.905047,0.85670346,1.162313,1.069487,1.0407398,0.95453984,1.1599703,0.8984632,1.0058095,0.91870743,0.99028325,0.70721126,1.0294619,1.0759615,1.1037265,0.7423886,1.2025926,0.8615345,1.0439559,1.1413524,0.9423194,0.8117643,1.0017314,0.89092565,0.94731176,0.97599614,0.9014151,0.9583091,1.0737741,1.1739521,0.98030317,0.81964827,0.90302324,1.0190107,1.007456,0.89595854,1.1476798,0.947373,0.9304239,0.9737943,0.86933017,1.0785252,1.1277704,0.9734027,1.0873308,0.8750496,1.0757747,1.0539882,0.0,0.82285184,0.9098438,1.0863255,0.9079108,1.2181884,0.9244283,0.7652105,1.0534343,1.027043,0.6358652,1.0307162,1.0178293,1.0673287,0.93928015,1.0682757,0.6015489,0.8385849,0.9107248,1.2072777,1.0891464,1.2146512,1.0642362,0.88071454,0.8488304,1.040765,0.8226414,0.94907796,1.0486944,0.83132327,1.0797169,1.104086,0.9769565,0.904281,1.0481312,1.1084313,0.9468116,0.9790385,1.1757314,1.059218,0.9426616,1.0554218,1.2632262
pickle,1.1780419,0.81145847,0.48144257,0.66420054,1.2965124,0.9214629,0.81915003,0.42984134,1.1905637,1.3516035,1.4289229,0.6665029,1.309297,0.74041784,0.9249215,1.2513149,1.3061748,0.92525446,0.9706942,1.0723475,1.2304704,0.5632725,0.8127737,0.97790843,0.9602816,0.84873027,1.1194301,0.5157136,1.1946255,1.155024,0.9450529,1.4433591,1.0837784,1.0275259,1.0697153,0.8210752,0.5899175,1.352688,0.83722144,0.7783332,1.3815849,0.89222294,1.1204302,1.1781148,1.0140723,1.2743013,1.2221136,1.0942086,0.89006263,0.873469,0.70805585,1.1195552,0.8849569,1.2838298,0.79526794,1.1967907,0.7154896,0.9496983,0.7423611,0.7882819,0.7763809,1.081337,1.3962208,0.8403099,0.65222144,1.1881583,0.5568636,1.2945527,1.0458124,1.0812691,0.9120683,1.2990484,1.0271473,1.0088351,1.2337275,0.8734915,1.2697201,0.9175726,1.0382956,0.572942,1.058691,1.0323086,1.2079078,0.8958837,0.8574425,0.91118777,0.7198646,0.80457056,0.8208327,0.6155414,1.3370382,1.3460974,1.247493,1.1896003,0.7269828,0.8764264,0.85096955,0.82285184,0.0,0.8799156,0.98217773,0.8042007,0.9732916,0.75134116,1.0882881,0.9113221,1.2889415,0.8569858,0.8239273,0.9618361,1.1281214,0.9431258,1.3468313,0.8817692,0.96201444,0.78499526,1.2844483,1.2977763,1.2355573,0.76422834,0.671047,0.93100625,0.7566743,0.7144705,1.0866277,0.76548076,1.1375967,1.2957526,1.4444268,0.7175532,0.7490962,0.75662184,1.1134751,0.71060777,0.9624112,1.1008062,1.0135077,1.1942816,0.8916459,1.3262733
pillow,1.1040442,0.65161073,0.8366041,1.1708261,1.036815,0.94839007,0.9609707,1.0663419,1.1398758,1.2213168,1.0121958,0.49727768,0.80390817,1.1815249,1.0377476,0.8065503,1.266261,1.099587,0.9363199,1.1848121,1.3435075,1.0877665,0.678583,0.9651184,0.86335003,0.62742054,0.8270018,0.8090741,0.64932954,0.7500479,0.95343614,1.1204033,0.9753854,1.2613491,0.9734415,1.238763,1.0364994,0.7942357,1.2537932,0.81675637,1.1695557,0.9989637,1.132735,0.9497508,1.1931951,0.91332906,1.0035411,1.1073606,0.9976859,0.97551537,1.032439,0.817821,1.1616927,1.2050683,0.8112205,1.2112215,0.6848193,0.94600344,0.7160474,0.6979097,0.9866918,1.2198422,1.1526111,0.72706264,0.8671875,1.1322988,0.96395946,1.100051,1.2995257,1.0655105,0.7903712,1.2004175,0.66275394,1.0681938,0.7755763,0.8429201,0.954883,0.75074273,1.1813692,1.0564601,1.2399487,1.0160569,1.1018225,1.1363542,1.2025423,0.96532863,0.42109275,0.8776402,0.82820517,1.0373515,1.0486771,1.0515813,0.79866964,1.0775394,1.2251302,0.87822676,0.8912326,0.9098438,0.8799156,0.0,1.2476844,0.84049594,1.2016929,1.2209115,0.91159225,0.5066909,0.98293,0.905094,1.0218917,1.0844254,1.187021,1.1050786,1.0373001,1.0617534,0.62890536,0.62481874,0.97305596,1.181132,1.2300804,0.7851243,0.87973726,0.5065128,1.0680104,0.7690196,1.087978,0.88378525,0.972709,1.0696257,1.1357596,0.92521775,0.8479031,0.9249644,1.2984502,0.48650825,1.2405765,1.4111619,1.0144085,0.7188897,0.91539073,0.9407395
pizza,0.72352123,1.2128749,1.2699288,0.8120577,0.80634737,1.2692521,1.1818774,0.92635655,1.0075552,0.9377634,0.9209347,1.3449394,0.93122023,0.6883833,1.2412724,0.80219513,0.94991106,0.8846724,1.2360692,0.889417,0.77596277,0.6644389,1.1755761,1.1542246,1.0645852,1.3446404,1.180015,1.0760465,1.1823598,1.1936153,1.340773,1.0609087,1.0160965,0.76557815,1.0830126,0.77410674,0.88071114,0.9793613,0.44486117,1.3035628,0.90770125,1.232302,1.0316184,0.8717457,0.7894902,1.1622052,1.1173123,0.63388497,1.1894912,1.0945451,1.136702,1.0249954,1.0337791,0.94471294,1.0095004,1.0456764,1.1739789,1.0641968,1.1329347,1.2059771,1.1370742,0.93344384,0.96810406,1.3723544,0.9106109,0.984388,1.0852928,0.93554497,0.6367864,0.751121,1.3616297,0.89795375,0.9549554,0.94892615,0.98564434,1.1597412,1.1312867,1.3838334,0.3106464,0.8645809,0.92375547,0.8342736,0.9899533,1.0076872,0.5925694,1.2677588,1.1317825,1.0711075,1.2299604,1.0385498,1.0294507,0.70491016,1.0602722,0.90748626,0.86547166,1.2519842,1.21678,1.0863255,0.98217773,1.2476844,0.0,1.0973262,0.83300996,0.76161027,0.9910377,1.3858719,1.1148204,1.1545405,0.7833237,0.749519,0.62822664,1.0452251,0.8302455,1.0429864,1.1656902,1.3354075,1.1429577,0.9614195,0.9992119,1.3366879,1.2908028,1.1109762,0.8364516,1.2791646,1.1897322,1.134729,1.046166,0.8924438,0.9239152,1.316456,1.1613946,1.2133583,0.7661072,1.0465671,1.0713167,0.7090417,0.97013265,1.2937976,1.28831,1.1179835
plant,1.0425999,0.79472256,0.62155217,0.96494365,1.3860532,0.8786763,0.9014883,0.971968,1.0754262,1.4141077,1.1881292,0.64454234,1.1587769,1.0762894,0.6686404,1.2417777,1.1720371,0.90584177,0.7620859,1.2476149,1.2640433,1.1798383,0.89364517,0.956062,0.7846274,0.73342896,0.586221,0.7076327,0.94774216,1.0675063,0.71631217,1.2152897,1.1389064,1.2550757,0.887626,1.1690046,1.105215,1.1761861,1.0591462,0.6545375,1.2002543,0.8888322,1.313051,0.7243836,0.9454915,1.0835285,1.0965897,1.0843922,0.8205314,0.9684943,0.95118934,1.0414801,0.9979784,1.1315885,0.93774873,1.23672,0.7100662,0.44533902,0.8887638,0.798015,0.5131273,1.2159231,1.1930258,0.6255145,0.8490548,0.9378942,0.64988387,1.0632342,1.250654,1.1659454,0.6928987,1.2553078,1.013946,0.9864558,1.1565634,0.7774375,1.0522388,0.7600073,1.1989021,0.9207841,1.283102,1.1561424,0.667958,1.0005932,1.0400522,0.75482196,0.87263983,1.0006949,0.78709924,0.98450154,1.192272,1.2965745,1.1682737,1.1561104,1.0652572,0.6739181,0.7157347,0.9079108,0.8042007,0.84049594,1.0973262,0.0,1.1451014,0.9877997,0.9674266,0.7742193,1.0976115,0.5198258,1.1798705,1.1493368,1.1747057,1.0881573,1.2318208,0.87734765,0.98600197,0.7804391,1.2488348,1.3849156,1.285768,0.62609124,0.73171055,1.0744383,1.0740898,0.6932574,1.0655302,0.6857034,0.73316616,1.3106048,1.2914752,0.81448865,0.8474737,0.7144933,1.2108154,0.86261266,0.86066294,1.3696861,0.6048738,0.9024775,0.69481003,1.1803434
