,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.6247113,1.1951154,1.1943473,0.9413165,0.6401961,1.2595261,1.2747762,1.1780546,1.2890551,0.7761599,0.49764764,0.6976297,1.2911124,0.7340578,0.77973604,1.1360656,0.6592787,0.9058146,1.1470275,1.209011,1.1799538,1.0322573,0.9991338,1.2154763,1.2008355,1.1068826,1.2496165,1.2102385,1.0029254,0.5915766,0.99990183,1.1041546,0.8800696,0.6764396,1.188085,0.92359877,1.1811684,1.1806482,0.68779254,0.96480334,1.2522316,0.8287461,1.3053999,0.9463986,0.8098471,1.0970529,1.0713289,1.1744498,1.0220007,0.8266594,1.2372575,0.5570216,0.8522682,1.0438958,1.1832745,1.0844479,1.0401832,1.1696501,0.9629813,0.83819705,0.9496897,1.1149501,0.57005394,1.0731608,0.89887196,1.2136557,0.9578471,1.2038893,0.9968367,1.039215,0.7035187,1.2714839,0.7138,0.9912874,1.0598534,1.210463,0.85515475,1.124454,1.0097287,0.7922509,0.8745682,0.9723091,1.1471515,1.1298289,1.2462877,1.0387326,0.90900165,1.2056303,0.8416811,0.0,0.80915344,0.732412,1.0745509,1.2654637,1.2712017,1.0550205,1.1653951,0.9053958,1.1402141,1.0979751,1.1078264,1.0279793,1.155201,1.0722201,1.2319279,0.9683723,1.2334719,1.1424421,0.5757342,1.0251279,1.2237875,0.9686674,0.7415407,0.82991236,0.685859,0.8871141,1.099085,1.1067185,0.76085734,0.8891307,0.7660039,1.2125634,0.81720436,1.2239832,1.1499368,1.2444056,1.1867039,1.071297,0.9956598,1.0022905,0.73949414,0.88518435,1.2441064,1.0739546,1.0474102,1.0301648,1.1616721,1.2510122,0.92673326,1.1170822,1.2189229,1.1164497,1.1143105,0.81939054
pajamas,0.4545201,1.0958457,1.4783916,0.73733604,0.40554452,1.4706253,1.4329304,1.1051427,1.3010597,0.74045247,0.8239511,0.41132492,1.4980946,0.54250896,0.34552264,1.256843,0.445606,0.66060793,1.0380127,1.4253306,1.360376,0.8809835,1.197591,1.3893274,1.1856837,1.2447296,1.4661463,1.2951614,1.0782142,0.88056546,0.91261894,1.400856,0.6613193,0.5869632,1.2260523,0.923313,1.2500334,1.2796706,0.46231002,1.0216931,1.5715344,0.5480064,1.4228839,1.055923,0.52269053,0.7450048,1.0942253,1.258822,0.6971471,0.99997663,1.4083776,0.6495274,0.6865233,1.2122636,1.3670818,1.1134579,0.9754597,1.2164975,0.9832354,0.68102306,1.2570093,0.95877886,0.88681924,1.1426014,0.70428973,0.9885848,0.6657081,1.3371832,1.0339122,1.167204,0.24845791,1.170361,0.38775092,1.0615119,0.9832787,1.5214479,0.7025246,1.2521994,0.9272109,0.5190116,0.7870153,1.0653664,1.0815516,1.4503112,1.3029102,1.0752136,1.2126955,1.395055,0.98384994,0.80915344,0.0,0.5355955,1.0467862,1.5460317,1.4238367,0.92509556,1.1930696,0.64899254,1.1074406,0.9777967,1.2658594,0.9947556,1.144921,1.1828418,1.260117,0.7538657,1.4045243,1.2302768,0.93071955,1.1441925,1.0304176,0.9187883,0.49146354,0.7765361,0.2930826,0.7682511,1.2097886,1.2587712,0.8640892,0.87290853,0.54068637,1.5241146,0.7878686,1.5037748,1.090472,1.3508098,1.2142204,1.0800737,0.952109,0.72564334,0.263443,0.6460726,1.4802907,1.2527776,1.2836349,0.9754758,1.2413652,1.337238,0.78532505,1.2105579,1.1076072,1.2573712,1.4023858,0.92778206
pants,0.6075132,1.2032529,1.4274292,1.0456991,0.58489347,1.4757564,1.4051962,1.1343375,1.3819177,0.7287258,0.9376582,0.7433099,1.3810863,0.53004515,0.7756578,1.1394403,0.68238026,0.94929534,1.2459254,1.3639579,1.3148775,1.0420606,1.1448284,1.266623,1.284859,1.3217707,1.2161449,1.2533216,0.87073606,0.7355363,0.6811157,1.403321,0.76527125,0.5601078,1.1953053,0.87406003,1.1860709,1.2835964,0.5537878,0.9203744,1.4088889,0.82428694,1.4528995,0.95118046,0.66754824,1.1727874,0.88238275,1.2135904,1.0094628,0.8169991,1.3987103,0.8010031,0.808465,0.98118234,1.2499474,1.1388286,0.69523394,1.1164293,1.1870931,0.7033148,1.0958515,0.9458715,0.89599705,1.2397015,0.7006026,1.1049618,0.76487404,1.1449909,0.9350113,1.0354301,0.627107,1.2551732,0.19546664,0.8536602,0.78379816,1.362752,0.80986476,1.3087263,0.95266104,0.5657543,0.9799669,1.0151213,0.9888608,1.3208717,1.0112768,0.864505,1.020255,1.2762561,0.79819,0.732412,0.5355955,0.0,0.94647294,1.3961284,1.2667308,0.9263761,1.0818729,0.79437625,0.8545761,1.0391296,1.0090382,1.1099368,1.1895258,1.0318795,1.3737166,0.8092446,1.2738116,1.068401,0.9255825,0.83591294,1.109104,1.0699669,0.65730375,0.80075014,0.4346233,0.714476,0.8875628,1.1135292,0.64343154,0.8329638,0.8470742,1.3039765,0.79109025,1.4216723,1.0928597,1.2577295,1.165437,1.002524,1.0445427,0.828742,0.45540738,0.7424644,1.5130589,1.0064985,1.048468,0.9219004,1.0461411,1.5622663,0.96450514,1.2137709,1.0396333,0.98759437,1.2837962,0.98092806
paper,1.008363,1.0831192,1.1664895,0.90349984,1.0153513,1.0804092,1.1080941,1.1626974,0.95464873,0.8844784,1.2139101,1.0142307,0.94743496,0.85184973,0.9377149,1.0203629,1.0543706,0.89545125,0.49650532,1.0528433,0.9174702,0.5148664,1.2089356,1.0101247,0.8974428,1.0362229,1.0027965,1.007552,1.0025622,1.1251925,0.94984037,0.9521849,0.9360617,1.0442233,0.92351663,0.710444,1.0434718,1.1162819,1.0074654,0.8379277,0.9764788,0.8780191,0.9323688,0.87559545,1.1561483,1.2031156,0.9007684,0.78549075,1.1573514,1.1410984,1.0667005,1.1593993,1.1036088,1.1314505,0.96899873,1.0776783,1.016003,0.79486156,0.96235734,0.87667626,1.1739602,1.0847144,1.0042044,0.7440577,1.1472173,1.2148076,1.0058583,1.1569986,1.249212,1.0614675,0.9819063,0.99044734,0.9922334,0.76994,0.94320744,1.0621115,0.94977236,1.0115812,0.87598085,0.96079886,1.0593431,1.1327555,1.0465596,1.1051595,0.6649527,1.07527,1.1468029,1.1107758,0.7824974,1.0745509,1.0467862,0.94647294,0.0,0.98096496,0.9151014,0.9260094,1.0510136,1.1919458,0.8825853,0.82825816,1.036096,0.92992276,1.1936064,1.2308853,1.1558564,0.87635595,0.89787394,0.8190123,1.0095417,0.9585236,1.1890415,1.001069,0.99690557,0.86872447,0.9950953,0.8866757,0.9178692,0.97361815,0.9588442,0.84224975,0.96504676,0.96598285,1.0110024,1.0186825,1.1245654,0.9970023,0.96469647,1.0219828,0.95519555,0.9627733,1.0762365,0.918269,1.0046363,1.1431818,0.93097436,0.73872936,0.8056979,1.0911837,0.9159563,1.025167,0.9879092,1.0073073,1.0577629,1.0391893
pen,1.578598,0.97033405,0.42111015,1.3365791,1.5065196,0.5180172,0.6627283,1.1088398,0.56429744,1.4994955,1.2006891,1.4983686,0.18710649,1.4948001,1.5827969,0.6550846,1.4505935,1.2533829,0.83499575,0.2706673,0.9041556,1.246356,0.93550473,0.37739277,1.0342773,0.76580125,0.29132223,0.6037733,0.98875636,1.1658713,1.0612019,0.5352707,1.3645953,1.3296165,0.9263223,1.0863225,1.033181,0.7338822,1.458671,1.2002354,0.07728696,1.4642441,0.49734676,1.1712579,1.4892786,1.1457324,1.0058516,0.8859428,1.1939119,1.0676506,0.758228,1.3942113,1.3153262,0.7226647,0.4357791,0.9160253,1.0330656,0.71026516,1.0229285,1.412344,0.62484366,0.8714644,1.2328959,0.9379761,1.344573,1.1201482,1.3295624,0.3994913,0.97063166,0.78314877,1.5021353,0.9900562,1.4524579,0.9156709,0.9989746,0.23687601,1.3988484,0.9536984,1.2724953,1.4945982,1.2209,1.0403533,1.1660935,0.36805642,0.70572734,0.8406564,0.7099285,0.6611615,1.0690145,1.2654637,1.5460317,1.3961284,0.98096496,0.0,0.23228002,1.0720792,0.96145576,1.1923294,0.7832478,1.1212165,0.61027926,1.2993882,0.72731835,0.79872704,0.79939747,1.328785,0.55861044,0.78635615,1.1181142,0.76941717,1.1012999,1.3891959,1.4872432,1.2959547,1.4937377,1.2222564,0.7340767,0.724884,1.2471879,1.4448376,1.4241207,0.23625183,1.2743101,0.35019517,0.80475104,0.6192672,0.895312,1.0544215,1.0155536,1.2119349,1.5372441,1.4787705,0.5490129,0.66336906,0.57417464,0.97358197,0.622951,0.5021364,1.5081844,0.78634655,0.9264616,0.5901027,0.40289825,1.1857061
pencil,1.499031,0.9706974,0.67325073,1.2448845,1.3162291,0.8000057,0.8092377,0.90042007,0.7342457,1.457942,1.2860528,1.4605143,0.41364753,1.341579,1.460752,0.88637376,1.3647628,1.2807299,0.8409956,0.5792575,1.0131459,1.1442121,0.8686301,0.60413766,1.1024418,0.9052263,0.48591822,0.82429796,0.8394247,1.258498,0.9778475,0.81052446,1.3216941,1.2714858,1.0352675,1.0152583,1.0134091,0.7444936,1.3687768,1.08399,0.28009862,1.3773932,0.7511802,1.1430056,1.419874,1.1387792,1.0075384,0.9155732,1.1949599,0.9194981,0.90398,1.3990788,1.2966548,0.58733654,0.5860912,0.9730457,0.80987096,0.4977433,1.0745406,1.1617194,0.6716232,0.71435213,1.2852814,0.87020653,1.2692097,0.95097417,0.9709587,0.64102924,1.1623145,0.74985754,1.4078962,1.0156631,1.2625744,0.6793854,0.8335766,0.5244994,1.3328024,0.9729271,1.2774264,1.2107642,1.2453843,0.8869363,1.0959759,0.597409,0.6929809,0.713087,0.7807027,0.8016099,1.1037084,1.2712017,1.4238367,1.2667308,0.9151014,0.23228002,0.0,1.0408908,0.7896934,1.208298,0.7615714,1.0376556,0.73318803,1.2930727,0.8259045,0.81656814,0.9903094,1.0903969,0.66735995,0.8358068,1.1887393,0.84585834,0.9650251,1.3468609,1.2932806,0.9798034,1.3661075,1.1107341,0.7788916,0.65576416,1.2722938,1.3893892,1.4347847,0.4481523,1.2181504,0.6311586,0.72755283,0.7436276,0.7241612,1.0547191,0.9677076,1.0746,1.3864492,1.3756294,0.77538633,0.6195906,0.53074056,0.6069427,0.66061735,0.74215084,1.4283614,0.8935398,0.94615555,0.56299937,0.5141675,1.1998321
penguin,0.7708118,0.9205426,1.1755164,1.0880355,0.99575263,1.1051884,1.0684825,0.98494434,1.1027769,1.1655719,0.9697598,1.066686,1.0619197,1.0688467,0.8523056,0.90940785,1.0284971,0.8214679,1.048786,1.1595656,1.1741017,1.054217,1.0033748,1.1015365,1.0284506,0.89752287,1.0586305,1.0376046,1.0189365,0.9498474,0.976664,1.0090458,1.0505116,1.0526589,0.9731395,1.0201479,0.9505191,1.0912274,1.0358338,0.868801,1.1210324,1.0064608,1.1090379,1.0662235,0.6917476,0.7528025,1.0852646,0.9936659,0.8834053,1.0404154,1.1025314,1.0440031,0.9913627,1.0061,0.9628569,1.0126934,0.87201655,1.0136404,0.6382171,1.0838579,1.0062795,0.8931697,0.9752932,1.0178474,0.9631011,0.9329167,0.9106946,0.9690876,1.0724645,0.9807318,1.0811026,1.1098324,0.9118284,0.9608715,1.0635644,1.1509802,0.99663585,1.0703337,0.9633062,0.7489844,1.0162457,1.0535731,0.8952974,1.1448989,0.9384279,0.9071271,1.0632844,1.1346054,0.9345465,1.0550205,0.92509556,0.9263761,0.9260094,1.0720792,1.0408908,0.0,1.0232786,0.9811048,0.9094554,1.0771443,1.021651,1.1174383,0.9715285,0.9298953,1.0219895,0.9275201,1.0314695,1.1360314,1.0988139,0.8666581,0.95753896,1.0313976,0.9660833,0.96454525,0.994899,0.874117,0.837333,1.0573587,1.1172247,1.1588563,0.9762198,1.0660385,1.2021722,1.1235719,1.0695426,1.1002488,1.0909294,0.9520766,0.917348,0.9054724,1.0571978,1.1583649,1.197763,0.9764102,0.97990906,0.9358079,0.93645626,1.0740839,1.0633326,0.96421605,0.9257299,1.0949805,0.97833025,1.1340411
pickle,1.1032953,0.89157236,0.7015761,1.0595232,1.0456964,0.8601407,0.8383248,0.18254077,1.2559282,1.2006761,1.259064,1.3065759,1.0089455,1.239908,1.1664042,1.0032786,1.2161543,1.232413,1.1039526,0.96134204,0.77694994,1.2475665,0.56084746,1.0060892,1.1378341,1.041335,1.0828024,1.2224576,0.5983863,1.2772672,1.3012617,1.0449599,1.2965393,1.2771006,1.0328934,1.2110887,0.3790636,0.68425536,1.2471948,0.5439222,0.858096,1.3832206,0.88886654,0.8848649,1.1176542,1.1473572,1.1722089,1.1126958,1.1244063,0.70701915,0.78699905,1.1125778,1.0748345,0.5768443,0.82307434,1.1145408,0.59749377,0.7959504,0.96443975,1.0181451,0.9311633,0.7352209,1.2337782,0.83778197,1.0598902,0.84204483,0.7427166,1.0403315,1.1998218,1.1714163,1.204375,1.0380304,1.1407758,0.9321124,1.1507419,0.9350543,1.1171174,0.7802277,1.1469048,0.8945496,1.3289572,0.7396313,0.64973974,0.80095106,0.7059245,0.96035564,0.7664615,0.609689,1.1964986,1.1653951,1.1930696,1.0818729,1.0510136,0.96145576,0.7896934,1.0232786,0.0,1.1978587,1.052146,0.9118655,0.9492654,0.84291756,1.0519654,0.64769566,0.9069416,1.2214192,1.068229,1.1888832,1.236242,0.8293928,0.68639123,0.8681588,1.0824329,1.0479566,1.220773,1.078896,1.0324614,0.91510934,1.2833908,1.0423318,1.2695264,0.8649285,1.2134964,0.7201462,0.8214501,0.86669207,0.81372124,1.1371961,1.0417278,1.2306505,1.2240763,1.2155135,0.89708686,0.6111972,0.6617907,0.79077995,0.9210803,1.0215399,0.9057728,1.080608,1.1911647,1.0874513,1.0162791,1.2429522
pig,0.7083321,0.9806057,1.19297,1.1078002,0.7831068,1.1965744,1.1819931,1.1154808,1.0851638,0.89887565,0.84487027,0.5536531,1.1128694,0.7697954,0.8339808,1.1898345,0.45594501,0.9142827,1.170734,1.1393981,1.2400793,1.1225275,0.98097414,1.0439267,1.152324,1.1028719,1.031199,1.0986838,1.1276885,0.7575384,0.8052724,1.1428404,0.90187013,0.7332799,1.0659822,1.0164716,1.164248,1.1128991,0.5804887,1.215328,1.2095505,0.8385416,1.2477177,1.0972861,0.6902143,0.9421468,0.9643419,1.130364,0.95920354,1.0814537,1.1514595,0.5761816,0.93646383,1.0849774,1.1621907,1.0830826,1.0627277,1.2108954,1.2097819,1.0775948,1.0759377,0.9675831,0.92767906,1.3319134,0.88970554,0.9348521,0.955761,0.9861976,0.8397031,0.98534584,0.63052094,1.1316413,0.62284654,1.1989939,1.0412028,1.1497813,0.8593613,1.1940069,1.0293789,0.9489368,0.98561084,1.1420819,1.1727893,1.1530056,1.0256238,1.0147039,1.0539227,1.1651499,1.0606862,0.9053958,0.64899254,0.79437625,1.1919458,1.1923294,1.208298,0.9811048,1.1978587,0.0,0.7571575,1.1357344,1.1243613,1.1921593,1.0681674,1.0483022,1.0464878,1.020743,1.1369336,1.036189,0.8801493,1.1670662,1.0416505,1.1047287,0.8806367,1.0820103,0.67166376,1.0065151,0.883313,1.1407595,0.7933742,1.0216941,0.7738058,1.1033311,0.8432231,1.1611722,0.9764051,1.0076858,1.1872487,1.1157165,1.0917461,1.0684614,0.6072697,0.865232,1.2385747,1.069884,1.1501552,1.224286,0.89403975,1.2321132,1.1026951,1.0275568,1.0082151,1.1769894,1.1438549,0.8857098
pillow,1.106507,0.8288922,1.1097959,1.3276236,1.153486,1.0997028,0.96076685,1.0409156,0.84381515,1.2620304,1.0886095,1.0245656,0.6418874,0.9026718,1.2639992,1.0992024,0.7749499,1.0577106,1.0712119,0.9832585,1.1293921,1.121389,0.9180365,0.7601603,0.99846584,1.067715,0.60551745,0.84650326,0.98497176,0.93510807,0.51481235,1.1157883,1.067598,1.1144288,1.0490706,0.9621653,0.9873672,0.9684517,0.81553614,1.036345,0.8229254,1.1306202,1.0732669,1.051856,0.97725224,1.1686296,0.7993449,0.92444515,1.1505277,1.1042633,1.1183859,1.0369091,1.3449916,0.98583686,0.6721401,1.006067,0.92472863,0.8621461,1.2097534,1.219504,0.99190825,0.6048139,1.0335796,1.1846248,1.2036737,1.0319889,1.1697384,0.72339547,1.0295905,0.72976273,1.2170773,1.120686,0.8224148,1.0113198,0.94131166,0.9298176,1.0019609,1.086159,1.0808705,0.92595017,1.3090193,1.1598006,0.9994588,1.0090479,0.33242464,0.73281014,1.0248759,1.0750325,0.8649733,1.1402141,1.1074406,0.8545761,0.8825853,0.7832478,0.7615714,0.9094554,1.052146,0.7571575,0.0,1.0278647,0.7660132,1.3747455,1.0536213,0.9936225,1.159805,0.9366926,0.710407,0.8370224,0.9722815,0.9350884,1.0624602,1.4204304,1.0501748,1.2584126,1.0959952,0.90250564,0.47081143,0.90053326,0.9209342,1.2461184,1.1693271,0.67625153,1.1998758,0.9352392,0.63987577,0.70616275,1.0627095,1.0882472,1.0148711,1.0753759,1.151384,1.0589032,1.1113526,0.9105452,0.84729767,1.1405661,0.2962891,1.1970521,1.4382949,0.8476148,0.73513925,0.8837471,0.8159506,1.0046519
pizza,0.9881758,1.0710142,1.0314947,0.9070282,1.0377975,1.1361866,1.1421467,0.9230538,0.96448225,1.065543,1.1378263,1.0861368,1.1247623,1.0219518,0.99464077,0.98028845,1.0061268,0.9210452,0.76358473,1.1050876,1.0281937,0.83096844,0.7076483,1.2735531,1.0890458,1.0486325,1.2604831,1.0193039,0.81978095,1.0445466,1.1354079,1.0966134,1.0482386,1.0471748,1.0039623,0.9530297,0.6765797,0.9116667,1.0503461,0.567192,1.0892087,1.053752,1.0843925,0.9846914,0.90380156,0.99474436,1.1726235,1.1735572,1.0428342,1.0358815,1.1797622,1.0163504,1.000375,1.0823876,0.8326099,0.782476,0.8907053,0.9305785,0.795625,0.7487956,1.0518059,1.0520332,1.029967,0.78152746,0.96073765,0.79898,0.9570888,1.1945721,1.0186129,1.1527797,0.9592651,1.1292063,1.0803553,1.1655369,1.1249341,1.1275288,0.86128485,0.9619361,1.0759279,0.8690839,0.86397713,1.0564008,0.5889909,1.1141438,0.98375016,0.9392415,0.9835429,0.9422696,1.0598056,1.0979751,0.9777967,1.0391296,0.82825816,1.1212165,1.0376556,1.0771443,0.9118655,1.1357344,1.0278647,0.0,0.77503383,0.94173896,1.0243199,1.0957637,1.0610431,0.8903731,1.0333443,1.1605862,0.9190677,0.83010256,0.68209577,0.9564894,0.8858761,1.0630579,1.028033,0.94349945,1.1099002,1.1704873,1.1885343,1.019405,1.1081005,1.0199523,0.97588307,1.0290847,1.1458488,0.8184115,1.1449167,1.0430765,0.8553445,0.8041204,1.0029694,1.0401992,1.1499819,1.0887115,0.9357284,1.0337422,1.1036468,1.0459956,0.94335026,0.9525432,0.90529126,1.1909637,1.1823946,1.091518
plant,1.3763645,1.0673461,0.7134311,1.2044547,1.3927895,0.8717948,0.8972583,1.1335157,0.7905699,1.4053895,1.1630495,1.4107088,0.673825,1.3133531,1.5097871,0.7226387,1.4002802,1.2743974,1.1491947,0.6345576,1.085749,1.2266078,0.8670385,0.62637085,1.1091881,0.99831235,0.600784,0.8003222,0.84437084,0.93330723,0.9462354,0.812945,1.1434089,1.117944,0.9296018,1.009709,0.8880074,0.9123421,1.2977548,0.9378625,0.57319474,1.308752,0.78681123,1.1705072,1.0680119,1.142685,0.82591724,1.157717,1.1781273,0.9088609,1.079683,1.322256,1.0877374,0.8253894,0.4561633,0.5319822,0.86159754,0.8563958,0.89830893,1.0728658,0.6551828,0.92562854,1.1065414,1.1101341,0.96410525,1.043106,1.2100049,0.67053884,0.9817376,0.7411283,1.4294968,1.1655995,1.25103,1.1803571,0.8408054,0.5384264,1.2680578,1.138187,1.1339436,1.2085142,0.9891725,1.0524617,0.84416854,0.6848174,0.7712656,0.748412,0.6677796,0.8450417,1.0556468,1.1078264,1.2658594,1.0090382,1.036096,0.61027926,0.73318803,1.021651,0.9492654,1.1243613,0.7660132,0.77503383,0.0,1.2708449,1.0180928,0.8483335,1.1112633,1.2717445,0.8059003,0.8377295,1.0841352,0.52524775,0.99055207,1.3684908,1.2618413,1.3263468,1.3084013,1.1170728,0.6503383,0.96552956,1.0775988,1.3407851,1.4815818,0.5487282,1.0474595,0.67206186,0.9952723,0.46693027,1.0652826,0.92179346,0.86808157,0.95892304,1.305146,1.2952338,1.0136412,0.7221956,0.55538094,1.1424288,0.8556913,0.91362923,1.4367572,0.7663508,0.9124001,0.63674116,0.79077905,1.0833018
plate,0.91144174,1.0618427,1.0887883,0.7810336,0.9351118,1.0609963,1.0815775,0.8249903,1.1839278,0.46275926,1.0907947,0.90209615,1.2799127,0.8784904,0.83408284,1.1481953,0.99612296,0.92091054,0.9529903,1.2231109,0.44803345,0.8569422,1.0048078,1.2358497,0.7506261,1.0419338,1.3904696,1.1702049,1.0965748,1.1600938,1.1502403,1.1136401,0.9972629,0.9828181,0.8132826,1.0427333,0.8055934,1.0500977,0.97964454,0.796914,1.2589357,0.8851783,0.9017674,0.7287531,1.1022261,1.0751578,1.1666907,0.95733374,1.0061213,1.1049683,0.9490576,0.97413784,0.9336144,1.2764852,1.2314515,1.089871,1.2258482,0.9613221,0.980292,0.8487395,1.2535284,1.3401154,0.99079376,0.93670297,1.0150927,0.96693605,1.0163746,1.3775965,1.1497108,1.1641349,0.86384165,0.8468056,1.100275,0.9199651,1.1589694,1.2362603,0.8744586,0.68478173,0.8672214,1.0864056,0.9482529,1.0671108,0.77875006,1.2162185,1.1085535,1.2500631,1.214231,0.97635114,1.0546122,1.0279793,0.9947556,1.1099368,0.92992276,1.2993882,1.2930727,1.1174383,0.84291756,1.1921593,1.3747455,0.94173896,1.2708449,0.0,1.1365095,1.207614,0.9946021,0.9747275,1.1792777,1.1660554,1.063976,1.2142264,0.81839514,0.22550493,1.0099717,0.737453,0.9889669,1.0185994,1.2466985,0.98323,0.9984945,0.25549316,0.8008941,1.3067129,0.92289495,1.0644778,1.2773932,1.1013083,0.716126,0.99892974,1.0157468,1.0569447,0.91491485,0.6904665,0.91276175,1.3292375,1.226217,0.9433752,1.2626181,1.0990832,0.12686366,1.141434,1.144113,1.213769,1.2962279,1.00464
pony,1.2052035,0.7943761,0.825973,1.0879008,1.185353,0.84339917,0.8591777,0.96502095,0.68624884,1.2492142,1.1119735,1.197041,0.8015733,1.2064631,1.0881335,0.80424905,1.16176,1.0722053,0.88141453,0.75175184,1.0160136,1.0913754,0.9614035,0.9399498,0.85199887,0.7373753,0.8098129,0.77282244,1.1765131,1.2270951,1.0222908,0.8930253,1.2221621,1.1326039,1.0891385,1.2344604,1.086477,0.93836415,1.1971315,1.1967695,0.840546,1.1702919,0.7239953,1.1234655,1.1648846,0.8132445,1.1451815,0.99233466,0.9256096,1.1058347,0.7671579,1.1225725,1.1533663,0.9414988,1.0562863,0.9140887,1.0160482,0.95415455,0.9943631,1.2023678,0.96005225,0.7988323,1.23623,1.0432355,1.1899567,0.7985737,1.1114144,0.6718929,0.6177561,1.0159961,1.1983627,0.8629401,1.1877815,1.0846436,1.0448091,0.78742844,1.2049373,0.8852389,1.0573289,1.0995747,1.0300264,1.0319307,1.0814855,0.89727193,1.0609033,0.98112637,0.9987078,0.92434824,1.1053622,1.155201,1.144921,1.1895258,1.1936064,0.72731835,0.8259045,0.9715285,1.0519654,1.0681674,1.0536213,1.0243199,1.0180928,1.1365095,0.0,0.7839366,0.7379023,1.0551683,0.81818676,0.9081397,1.1062214,1.0497208,0.8402204,1.102425,1.2060513,1.1364932,1.2000833,1.0502028,1.1625298,0.9386292,1.2488862,1.2567285,1.1026899,0.88501155,1.17532,0.86384684,0.8019697,1.063119,0.97821546,1.0599296,1.0774755,0.8836002,1.2036178,1.1855495,0.74359465,0.94459647,1.0644962,1.1166791,0.99547726,0.69283396,1.1517229,0.9306865,0.9222241,0.94457984,0.7822319,1.1367626
potato,1.3094939,0.5866723,0.63699025,1.151976,1.2658831,0.7029467,0.74454546,0.73015124,1.0228987,1.3496802,1.1222376,1.3733313,0.912653,1.4139802,1.1455855,0.8745015,1.2498736,1.2583209,1.2160691,0.85216314,1.0598058,1.3786622,0.68773127,1.0023589,1.1675556,0.9876906,0.870466,0.99793136,0.7120414,1.1858587,1.2479043,0.80248624,1.3538907,1.0948278,1.0725147,1.3128567,0.7393506,0.77512056,1.2878339,0.9426598,0.7694621,1.4577019,0.8948239,1.1172793,1.1525581,1.0795588,1.2095318,1.1317775,1.0627984,0.5175965,0.4968031,1.2148921,1.0071341,0.3619225,0.86369574,1.0262573,0.5820855,0.94667214,1.0242678,1.1484889,0.57957244,0.67718095,1.2111166,0.9233824,0.8860372,0.93586266,0.90372515,0.60479605,1.0228922,1.2137818,1.2089548,1.0482563,1.0771794,1.179461,1.1840113,0.77912295,1.212297,1.0435077,1.1677297,1.0171322,1.2919762,0.6818756,0.93594116,0.5237809,0.92538595,0.6311777,0.56692296,0.5998024,1.2588096,1.0722201,1.1828418,1.0318795,1.2308853,0.79872704,0.81656814,0.9298953,0.64769566,1.0483022,0.9936225,1.0957637,0.8483335,1.207614,0.7839366,0.0,0.8114773,1.2933533,0.9624884,1.1482303,1.2556269,0.79978484,0.9078432,1.2485552,1.1055719,1.3530394,1.1274613,1.0648142,0.8706262,1.0672193,1.3221436,1.2745312,1.331835,0.6452787,1.2998422,0.63071465,0.7304304,1.0124699,1.0974743,1.024485,1.1931417,1.21887,1.1917518,1.3746701,0.8201111,0.25226796,0.5451514,1.1235197,0.9250492,0.89930105,1.2875193,1.0750703,1.0223302,1.1282929,0.7537588,1.3055212
