,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
bird,0.98102486,1.0929524,0.80713904,0.8492749,1.2185751,0.77809215,0.77319115,0.8479604,1.0276803,1.1856363,1.0200897,1.203739,1.1144156,1.1733774,1.2197535,0.0,1.163553,0.713008,0.8306272,0.8906462,1.051677,0.8923472,0.915046,0.9143831,0.990892,0.41538638,0.98979306,1.0616378,1.0018597,1.0204893,1.2494415,0.68868005,1.0951664,1.049455,1.1312691,1.074741,0.9926466,1.1116412,1.1979177,1.0598679,0.8597995,1.1249698,0.93533707,0.83251595,0.8489475,1.0219785,1.113875,1.2673591,0.9967395,1.2385587,1.0656042,1.115041,1.1972702,1.1327527,1.228515,0.9928478,0.7198425,0.79839057,1.2423497,0.8698458,0.36712992,1.108323,1.0669453,1.0797532,1.0490534,0.9105124,1.1986687,0.73597133,1.2647262,0.9289985,0.3720585,1.053974,1.2082117,1.0684738,1.2080634,0.9366554,1.1309124,0.81200874,1.1180724,1.0705197,0.96833,0.99051076,1.2809299,1.0435971,1.1173472,1.0441427,1.0425671,0.92131686,1.0390553,0.95806444,1.1993146,0.80072707,1.2088897,1.2853663,0.831293,0.9443545,0.8659771,0.9465285,0.9447829,0.83101064,1.030625,1.0667906,0.7471665,0.9729209,0.47154695,0.98639363,1.093228,1.0606356,1.157996,1.0526494,1.0803838,0.74528503,0.932133,1.0641731,0.8548645,1.1762757,1.1690357,1.2876244,0.92442703,1.1472894,1.1979567,1.1451175,1.0281967,1.1222568,0.81006426,1.1075957,1.0095154,0.87007487,1.0049103,1.0201776,1.2540854,1.1821744,1.0114726,1.1827811,0.7959669,1.2140466,0.9401951,1.1712816,0.96618026,0.8048726,1.0714196,1.0855362,1.006774,0.8025504,1.0839468,1.0005199,0.9489969,0.60779953
blanket,0.44239795,1.0459017,1.436844,1.2038208,0.44140768,1.3875977,1.4501985,1.2399808,0.95685613,0.7049217,0.8811534,0.21375358,1.0882549,0.60372126,0.44224596,1.163553,0.0,0.9083498,1.3188653,1.4764705,1.0490693,1.1073425,1.4463158,1.20383,1.2978461,1.2179759,1.3883345,0.99408275,1.3470051,0.6535297,0.72975874,1.232183,0.813197,1.1774753,0.76844364,1.0023882,1.2608798,1.0006027,0.3260572,0.98442376,1.4624846,0.55446595,1.4744039,0.5785762,1.1482841,1.0717827,0.89169145,0.5144725,1.2953398,0.9643355,1.4032996,0.6535183,1.190209,0.82607204,1.1477607,0.9302536,1.3796046,1.3826954,1.0720587,1.1794584,1.2156534,0.81046486,1.2373378,0.80981743,0.84301406,1.283599,0.80530906,1.281415,0.7954929,1.3345048,1.1407453,0.8991453,0.31212485,1.18077,0.43703544,1.1982528,0.80752397,1.4186933,1.0207258,1.2953472,1.1216274,1.1366445,0.634991,0.8601831,1.1159358,1.2007937,1.3203351,1.188961,1.2124288,1.4312574,0.805182,0.8708303,0.19969296,0.57096565,1.0671704,1.2395757,1.4522333,1.4760071,1.2532786,0.91816,0.8619945,1.0753521,1.4199991,1.263541,1.1889839,1.1654232,0.8673607,1.3124578,1.2843473,1.1621028,0.7479719,0.8719606,1.074199,0.68173397,1.0398022,0.47665995,0.8294225,0.7219156,1.1528296,0.69976485,0.7868606,0.71724904,1.3756559,0.68703294,1.4871159,0.838464,0.9670545,1.3002478,1.1728892,1.2609819,0.66972494,0.49346387,1.0919594,0.61720634,1.4191012,1.2450463,1.3648981,0.89752245,0.6537539,1.3285533,0.8038907,0.63491523,0.9247458,1.2140155,1.0404998,1.4022971,0.8681417,1.1264842
boat,0.90105504,1.2488993,0.97264636,1.0490366,1.050085,0.95598054,0.9074746,1.049541,0.8793076,0.9921002,1.0426624,0.84970903,1.1774898,0.9578915,1.0033075,0.713008,0.9083498,0.0,0.7301358,0.926805,0.9532443,0.6432503,1.156501,1.0139066,0.8854649,0.68689215,1.0624788,0.90687394,1.1110742,1.0830934,1.0445542,0.7763293,0.95059735,1.2306166,1.0057799,0.97653025,1.1879965,1.0519174,0.9122954,1.1672262,0.92142713,0.7188239,0.9857809,0.9414341,0.79495287,1.0709568,1.0412946,1.1277086,1.0089031,1.1968334,1.1867504,1.1017498,1.2675881,1.0767754,1.3207493,0.7962104,0.9013877,0.93607175,1.3567078,0.82729787,0.72319627,0.86219025,1.1753772,1.0991592,1.0968482,0.91708225,1.106199,0.66689974,1.2535225,1.0243971,0.7699615,0.9920216,0.9921977,0.9939222,1.0803823,1.0067264,0.9853184,0.94085604,1.2189078,1.2507083,1.0838469,0.9743701,1.2493062,0.90875775,1.1441058,1.3068358,1.1459222,1.1048234,1.2114309,1.1265404,1.1181717,0.95713294,0.90289974,1.1341773,0.8080678,1.1273912,0.95907843,1.049118,1.0135341,0.98776114,1.002387,1.1354135,0.9145074,0.80542994,0.7507274,1.2007163,1.0198706,1.003904,1.2215314,0.9723373,0.9708601,1.0003773,0.7649957,1.0967308,0.71576095,1.0952609,1.1634804,1.2534316,0.9201065,0.90758395,0.9904563,0.82753044,1.1738207,0.87672424,0.9542346,1.154555,1.0640692,0.96044755,1.0777287,1.1131103,0.9708985,1.0350392,0.88747853,0.83565414,0.85938776,1.3497801,1.070959,0.9559805,1.0610683,0.75606036,0.7311934,0.9354414,0.9223835,0.86345154,0.98304254,1.097612,0.86752295,0.88113445
book,1.2987456,1.1044286,0.56217486,0.7733567,1.3944501,0.60090506,0.4850663,0.92208356,0.87665325,1.4167674,1.1999788,1.3587512,0.67615604,1.1395913,1.4015886,0.8306272,1.3188653,0.7301358,0.0,0.45542598,1.0482465,0.40667033,0.7019237,0.85623837,0.67777115,0.8956857,0.5831592,0.90364414,0.7430131,1.3312012,1.0846667,0.71511036,1.2433978,0.90509933,1.3338343,0.99254274,0.99717003,0.9792698,1.3807913,1.2155397,0.3943594,1.2016475,0.560431,1.2878597,0.8231764,1.1071332,1.1707481,1.3689246,0.5807632,1.1563101,0.7335082,1.4004929,0.97842723,1.2902076,0.94868183,1.0526072,0.56020445,0.59938365,1.0630898,0.83057654,0.80647194,1.378335,0.8611442,0.94093,1.2572324,0.55327165,1.3952373,0.63902014,1.2688504,0.5948324,0.85445523,1.2996131,1.3778915,0.96978194,1.3540695,0.7556823,1.3871183,0.6654758,0.9526358,0.9873074,0.9207613,1.0305939,1.3938935,1.1700594,1.104735,1.0992218,0.7375189,0.62887335,0.9760056,0.5875972,1.2910082,1.2246462,1.4034702,1.457666,0.7076033,0.97883886,0.43014085,0.45640564,0.6409874,1.1832979,0.70286083,1.0717751,0.77226865,0.5890548,0.8254328,0.94145614,0.73724884,0.6776043,0.93910384,0.85775316,1.261102,1.3122703,0.9293685,1.1918358,0.92393196,1.442187,1.0459008,1.1743312,0.8602874,1.3683724,1.361053,1.2800297,0.5880684,1.2959393,0.4286723,0.8563909,1.214369,0.80037564,1.1374171,0.7124765,1.1815579,1.3925953,1.0831867,1.224673,0.39834607,0.906603,0.6556454,1.1880553,0.82195586,0.4659409,1.0569146,1.2645261,1.0886856,0.8131517,1.1257601,0.5408846,1.0817363,0.92338073
bottle,1.3636892,1.0470941,0.32424843,0.7807249,1.4449286,0.4133032,0.306998,1.0304822,1.1361827,1.4682965,1.1723125,1.5044361,0.76160115,1.3561574,1.4405422,0.8906462,1.4764705,0.926805,0.45542598,0.0,0.98846596,0.7791118,0.6057782,0.9145476,0.53408504,0.88593954,0.20435071,1.0590401,0.73948187,1.2027719,1.1147358,0.67175967,1.1715872,0.6999045,1.3626188,1.1382186,1.1047503,1.0855441,1.4611728,1.3048282,0.2903862,1.3841493,0.13902509,1.3132887,0.8725151,0.8828707,1.2851232,1.3508403,0.67796654,1.2693127,0.5549855,1.2535903,0.9336828,1.2362866,0.9441828,1.142221,0.54807734,0.31903815,1.0529544,0.973453,0.89268976,1.2967215,0.7440145,0.8673376,1.1577839,0.78183544,1.3049326,0.57058436,1.3321717,0.3104242,0.896193,1.2773417,1.3835568,0.7852016,1.3967056,0.9025918,1.3256396,0.32134354,1.0603844,1.0381868,0.9313184,0.89385265,1.4565982,1.2307116,1.1147476,0.99740773,0.41005832,0.5320338,0.8450217,0.49461573,1.2791657,1.1999601,1.4930053,1.3844824,1.0553092,1.0684468,0.32765806,0.41278726,0.85501707,1.2762378,0.7273798,1.1818254,0.47688752,0.67425275,0.8084016,0.8647835,0.9215031,0.65411896,0.80457103,0.74074125,1.2761035,1.3035861,1.0139579,1.3131218,1.1331251,1.4622574,1.0850817,1.2339711,1.0581731,1.3268919,1.3842006,1.3543806,0.39058882,1.3235172,0.27759778,0.8961987,1.2640667,0.9354781,0.9009157,0.61210394,1.300657,1.400431,1.0015662,1.3868206,0.5324124,0.76271486,0.64925015,1.3052409,0.7997805,0.42613602,1.3281199,1.2927899,1.2818818,0.8139415,1.0808933,0.3451292,1.1041564,0.9037002
bowl,1.0005258,1.2115966,1.0941738,1.1023982,1.0057433,0.9318756,0.9779163,0.92551106,0.6538646,0.69576657,0.9549536,0.9639583,1.258146,0.8932991,1.0196493,1.051677,1.0490693,0.9532443,1.0482465,0.98846596,0.0,0.80761474,1.0916952,1.2184474,0.49866867,1.0486164,1.1254696,1.047897,1.1966705,1.120622,1.18719,0.8920267,0.91750896,1.3313296,0.64718807,0.869241,1.0510372,1.1497877,1.0049001,0.9118155,1.2033066,0.94182134,0.89569944,1.0563642,1.0957787,1.0397586,0.83115274,1.0494769,1.1854405,1.1114049,1.0461726,1.1545221,1.3064187,1.1614478,1.3547839,1.0279262,1.2121313,1.091408,1.3516009,0.7318383,1.1546429,0.5391322,1.2347398,1.2343528,0.99869114,0.9199691,1.1033778,1.0968788,1.1187583,1.1881597,0.9894106,0.8221723,1.0479919,0.57628596,1.2208949,0.97594965,1.0553912,0.98047686,1.203685,1.1012774,0.92793834,0.6350448,1.0565928,1.026578,1.1109941,1.0998617,1.1868804,1.084535,1.3019893,1.1177106,0.692697,0.93633616,1.0138863,1.1897638,0.88877934,1.001924,1.1503439,1.1979,0.9533368,0.8929925,1.1140339,1.0926715,1.1261892,0.52413124,1.0077828,0.8960039,1.0029156,0.8774929,1.1995064,1.0362947,0.83812606,1.0436938,0.648111,1.1850305,0.8431493,1.1297605,1.0941632,1.3198355,0.6274404,0.83343846,0.44511735,0.9295225,1.2715979,0.97396934,0.9661217,1.2529353,0.3565237,0.5434476,0.83230644,1.2468865,1.1246723,0.77200437,0.97920763,0.6630071,0.79615474,1.3929951,1.1484561,0.79718435,1.11097,1.0405219,0.52565044,1.0134342,1.0665627,1.042158,1.0945711,1.2879782,0.98579526,1.0160645
box,1.0818359,1.2112665,0.87588954,1.120714,1.193351,0.7794187,0.75395447,0.9557568,0.5767616,1.0692003,1.1577038,1.060974,1.0305134,0.96956545,1.1795284,0.8923472,1.1073425,0.6432503,0.40667033,0.7791118,0.80761474,0.0,1.0023489,1.1177323,0.5452223,0.9045708,0.94495976,0.9291911,0.9990774,1.311969,1.0467325,0.83864266,0.95015866,1.1768587,1.0958788,0.8851894,1.1143426,0.9841167,1.1236495,1.0880525,0.80006707,0.8527783,0.8404023,1.0910463,0.86206436,1.0396061,0.8982814,1.1702832,0.9521972,1.1301528,1.0145527,1.362322,1.1491944,1.1335065,1.164557,0.8082028,0.8969822,0.8402951,1.2745653,0.89856684,0.8538742,1.0424914,1.1307232,1.0097339,1.2143358,0.51021683,1.2396727,0.7727734,1.1927748,0.9163581,0.9012557,1.1623209,1.1725781,0.8437841,1.3075783,0.9446402,1.1867313,0.957802,1.1728408,1.1435798,1.0146966,0.93093276,1.1848797,1.0537146,1.0834154,1.2179192,1.0327512,1.0152403,1.2086289,0.91722226,1.0682267,1.10029,1.1583128,1.3335589,0.7929051,1.0908735,0.88097537,0.92481846,0.845897,1.0204788,1.0081807,1.1457001,0.9755027,0.6496223,0.87602305,0.9371102,0.7380592,0.8295826,1.0145763,0.9425885,1.0205168,1.1063948,0.601218,1.2242901,0.84455866,1.2564585,1.0976187,1.2408205,0.7982396,1.0370159,1.0444512,1.0079631,0.9907695,1.1757472,0.7024437,1.0386914,0.97899157,0.8263209,1.1089013,0.89579856,1.0391613,1.1533563,1.0030142,0.833989,0.53327405,1.1869442,0.96649194,0.95445275,1.0191755,0.4958148,0.53285384,1.0903411,1.0059977,0.91103095,1.1015507,0.9607959,1.0262018,0.9312018
bread,1.361059,1.0684828,0.46206868,0.64291894,1.3962362,0.69022536,0.6236466,0.7953048,1.2787235,1.2449963,1.1260267,1.4926772,0.79894406,1.439723,1.4056883,0.915046,1.4463158,1.156501,0.7019237,0.6057782,1.0916952,1.0023489,0.0,0.9290038,0.91223645,1.0400531,0.4983046,1.1777031,0.6205249,1.2975333,1.3330913,0.9047434,1.3421956,0.8005857,1.2778627,1.3080966,0.32674658,1.1491458,1.4718425,0.6837203,0.45805895,1.4957988,0.5159384,1.3697436,0.985049,1.1545116,1.3002808,1.2880859,0.63234425,1.0172474,0.4175985,1.2894509,0.71684766,1.0704207,0.78237534,1.184172,0.51614106,0.7184905,0.87372,1.1598524,0.83871865,1.3803618,0.77303076,1.1403825,1.1999726,0.74574536,1.2222905,0.70918226,1.1979829,0.6616353,1.0177354,1.3590448,1.4739972,1.0739808,1.3984051,0.9386981,1.3888837,0.7812116,0.9693339,0.33344436,0.78095865,1.012508,1.3197603,1.3224084,0.8988159,0.43774128,0.4263227,0.41950935,0.80999136,0.4037153,1.3056624,1.0931574,1.5111043,1.3175797,1.0060959,0.3665009,0.5367429,0.51668215,0.79647565,1.1712825,0.97709733,0.532359,0.84200764,0.6070781,1.0221758,0.660377,1.2109597,0.8527008,0.72478676,1.1266632,1.2585633,1.2816834,0.94925356,1.1541934,1.224539,1.4317431,1.1491292,1.139193,1.0098584,1.3945372,1.2759701,1.3443178,0.42698967,1.3073535,0.53535557,1.1039495,1.014792,0.91035956,1.0810782,0.70918566,1.433847,1.336659,1.2108388,1.4588236,0.67312276,0.63088375,0.54855776,1.3636321,0.8981559,0.78512305,1.240952,1.3454304,1.1855987,1.0176171,1.3325382,0.49434638,1.2643425,1.077595
broom,1.1732538,0.8104299,1.0697149,0.6803553,1.2551937,1.0412418,1.0163057,1.0359658,1.0427967,1.1806561,1.0135373,1.3027825,0.73026645,1.0014488,1.1929389,0.9143831,1.20383,1.0139066,0.85623837,0.9145476,1.2184474,1.1177323,0.9290038,0.0,1.0643096,0.8935527,0.80303293,1.0739826,0.8420585,0.9214338,0.871172,0.8965752,1.0534413,0.6788884,1.1419255,0.9787594,0.9705676,0.9693076,1.2352136,0.8692669,0.83832526,1.1516865,0.961038,1.1658803,1.0870806,0.746629,1.0168605,1.195051,0.83785903,1.1585948,1.1489255,1.0978763,0.89937216,1.1842573,0.95174176,1.2068424,0.8479894,0.848145,0.7973497,0.8044673,0.87481666,1.2390023,0.9492227,0.9678413,0.9612759,1.0236194,1.1612291,1.021035,1.1104401,0.92183506,1.041182,0.8752928,1.1232533,1.0291597,1.019436,0.58101326,0.7966192,0.7985498,0.88112074,0.9448089,1.0728045,1.0273157,1.1572062,1.1174908,1.1424978,0.87588567,1.1173537,0.83534765,0.68408066,1.0242069,1.0137472,1.096302,1.2939351,0.99926746,0.90341294,1.0011563,0.73305744,0.7546125,0.89479876,1.171111,0.791108,1.0093675,0.79498124,1.1675856,1.0776521,1.114242,0.9083347,0.6917022,0.91711956,0.7449833,1.151152,1.1381823,1.103224,1.072314,0.96005285,1.1511481,0.76162696,0.9465957,0.7277333,1.2309202,1.1527735,1.3192366,0.84912115,0.97289133,0.90361947,0.7673863,1.0824316,0.9098464,0.8969281,0.93202627,1.0893027,1.2432383,0.8773453,1.2573553,1.0448506,0.9540031,0.785174,1.0904287,0.8664425,1.1444787,1.315243,1.0750108,0.95339614,0.94709975,0.6279183,0.8468949,1.0567693,1.0949067
bucket,1.196687,1.0860838,0.78210515,1.055515,1.3186312,0.5723924,0.5869771,0.8789217,0.75910914,1.1084014,1.1877941,1.3230478,0.993836,1.13819,1.1831443,0.990892,1.2978461,0.8854649,0.67777115,0.53408504,0.49866867,0.5452223,0.91223645,1.0643096,0.0,0.9521409,0.7482626,1.070748,0.91210806,1.3367257,1.055307,0.6799741,1.0778905,0.99497265,1.0395772,1.0251734,0.97668624,1.0383856,1.2769275,1.0351279,0.8405701,1.0602224,0.56541216,1.1917199,0.8117684,0.95135367,1.0225165,1.1613144,1.0072142,1.1412643,0.7863382,1.4086659,1.1183219,1.2345629,1.1203514,0.985481,0.9088255,0.7564026,1.1655396,0.9574528,0.9342877,0.96861964,1.0686617,0.87594914,1.2577074,0.6589552,1.2574257,0.81465006,1.212054,0.7062837,0.9334471,1.074571,1.2915214,0.4757321,1.3731629,0.97395694,1.2188596,0.7266399,1.1127888,0.9761915,0.8799921,0.70285064,1.123634,1.1989555,1.0795425,0.98650175,0.964718,0.9341705,1.0805081,0.7365693,1.0597441,1.1374054,1.3152275,1.3170067,0.91650236,0.99062175,0.90985525,0.9429154,0.8718889,1.0448306,0.93024504,1.093778,0.9018354,0.6826955,0.9054699,0.714537,0.6918864,0.78043413,0.929182,0.8093021,1.1819643,1.1165197,0.7797773,1.303006,0.98489076,1.3006141,0.98241043,1.2087321,0.84725326,1.1393532,0.9388507,1.1054893,0.9098398,1.3201814,0.57057023,0.9257456,0.8678499,0.68696034,0.90073186,0.7979481,1.1496451,1.2354076,1.0245436,1.0268663,0.44957376,1.0683963,0.91539603,1.0151663,0.90662867,0.54503435,0.8584734,1.2991377,1.1563672,0.96052057,1.1320775,0.9125496,1.1124972,1.0322467
butterfly,1.0488807,1.1173768,0.81944776,0.98546433,1.3045449,0.8392314,0.77984154,0.8809068,0.97899485,1.20139,1.0126219,1.2599276,1.1664131,1.1750128,1.2069856,0.41538638,1.2179759,0.68689215,0.8956857,0.88593954,1.0486164,0.9045708,1.0400531,0.8935527,0.9521409,0.0,1.0107688,0.9018614,1.039824,1.0278035,1.1434393,0.67716634,1.0180393,1.0590423,1.0893042,1.0115808,1.0874538,0.94143283,1.2213187,1.0585992,0.92096317,1.0660573,0.9464723,0.93688434,0.73058945,0.98175186,1.1511567,1.2609415,0.9829419,1.1449815,1.0694072,1.1476752,1.1396171,1.0277526,1.2033895,0.9087893,0.7536668,0.6724225,1.2614919,0.75333023,0.44175947,0.9357314,1.0736743,1.0297245,1.007362,0.9000904,1.0676949,0.7213407,1.2087295,0.9050784,0.5506417,1.0529519,1.2262622,1.0041051,1.2357378,0.9599175,1.0455765,0.8440989,1.0935062,1.1046255,0.96468973,0.91277367,1.1628656,0.9189271,1.1069713,1.0703754,1.0983286,1.0499523,1.0210549,0.99418336,1.1899202,0.8198457,1.2539146,1.2682637,0.834677,1.0430177,0.923485,0.9773922,0.95102817,0.99087113,1.104169,1.128432,0.6234551,1.064683,0.5816072,0.9552614,1.0588793,1.0687202,1.1021955,0.9677641,1.1122216,0.7479296,0.9467409,1.1608912,0.81575626,1.1703877,1.1432856,1.2579751,0.93216485,1.1908292,1.1867746,1.1544312,1.0796397,1.0115476,0.83706355,1.1521529,0.9815984,0.8708591,1.008891,0.9955553,1.0912585,1.2255718,0.97098196,1.1463054,0.83709174,1.2099043,1.0177485,1.0943122,1.0908172,0.7949369,1.0732918,1.108497,0.96871394,0.7240491,0.96079284,1.0169357,1.0028995,0.74282986
can,1.351185,0.9526006,0.43695468,0.7061505,1.4127297,0.5588387,0.43950385,1.1034576,1.3044796,1.4267231,1.1281464,1.4528494,0.63437563,1.3366997,1.4031031,0.98979306,1.3883345,1.0624788,0.5831592,0.20435071,1.1254696,0.94495976,0.4983046,0.80303293,0.7482626,1.0107688,0.0,1.0908465,0.7055915,1.1086024,0.948599,0.78167534,1.1915134,0.5470232,1.346527,1.2784314,0.97750294,1.0740203,1.3943458,1.236787,0.3057636,1.3943052,0.22470975,1.392066,1.0301102,0.8333027,1.284652,1.31761,0.5453464,1.2915078,0.52237785,1.1477599,0.7475861,1.1656495,0.8292505,1.1495862,0.57693195,0.42227948,0.8150041,1.0777198,1.0250705,1.4145812,0.69225585,0.8725583,1.1285259,0.9687667,1.2727091,0.61897117,1.3107946,0.2939297,1.087744,1.2950727,1.2792795,0.9948751,1.2615261,0.91455716,1.2553034,0.38427627,0.9222404,0.8896237,0.95550615,1.0752381,1.4691209,1.2708217,1.0759312,0.87587184,0.36975408,0.39041913,0.7138831,0.45890796,1.2109509,1.2448928,1.4430187,1.2237275,1.1287055,0.99423254,0.32034957,0.3894009,0.89761394,1.3726875,0.64921516,1.0682777,0.60589916,0.7193136,1.0041654,0.9274632,1.0036592,0.6199332,0.73781484,0.7535182,1.2439117,1.4432006,1.115471,1.2388849,1.2655882,1.3940167,0.99529785,1.0833169,1.1442015,1.3423417,1.395624,1.3744521,0.2405734,1.2704594,0.36593205,0.8146792,1.2899743,1.0491351,0.946038,0.610649,1.3077095,1.3724705,1.0672374,1.4044772,0.68682337,0.59474933,0.59299505,1.4253875,0.7231746,0.6213957,1.4628379,1.2275729,1.2831668,0.8728403,1.0541356,0.25591457,1.1322272,1.0498081
car,1.1001642,1.2724121,1.1064159,1.0708821,1.039946,1.0451328,1.0701699,1.0169364,0.8960681,1.0791677,0.998568,0.9572213,1.0594282,0.77735054,0.9033071,1.0616378,0.99408275,0.90687394,0.90364414,1.0590401,1.047897,0.9291911,1.1777031,1.0739826,1.070748,0.9018614,1.0908465,0.0,1.1149244,0.85839635,0.90323937,1.0808239,1.025537,1.0917052,0.9221862,0.8423257,1.1912487,0.6988386,0.8901978,1.1378026,1.0163282,0.7363706,1.0370787,0.93460274,0.9476249,1.1023123,1.0942143,1.0346576,0.7947307,1.046657,1.1457778,1.0499275,1.0605034,0.8829005,1.2301711,0.60824883,0.8419712,1.0020878,1.1337833,0.8828459,0.98285085,0.65735316,1.1142868,0.92133284,0.9644747,0.99870586,0.8651176,1.000702,1.076018,1.0879232,0.9855335,1.0430018,0.9886819,1.1758507,0.9020667,1.1015499,0.9378031,1.0859648,1.1560357,1.193179,1.0633657,1.1652844,0.85556567,0.38908356,1.1023972,1.0969362,1.0672379,1.0656929,1.2874069,1.1086236,0.9742675,0.9154367,0.9655385,0.97669566,0.8997584,1.1341176,1.0010437,1.0671014,0.97344905,0.8856299,0.85191417,1.0435491,1.0919489,1.0146321,1.0303664,1.2143667,0.923669,1.0129863,1.0518982,1.0977563,1.1367776,0.77471304,1.1084038,1.0212497,0.94231445,0.8266482,1.0873597,0.9782072,1.1075785,1.0892704,1.0629331,0.7618922,1.0844612,0.80699915,1.123752,1.0341202,1.0848417,1.1686984,1.2858036,1.097519,0.5272738,1.0436388,1.111112,0.8454339,1.0211257,1.1919647,1.2266273,1.0206743,1.181118,0.8360696,0.97448,1.0001383,0.7137627,0.38478196,1.0440588,1.0555444,0.93474376,1.0591648
carrot,1.2864585,0.8663795,0.69173145,0.7709912,1.2323762,0.8420174,0.7557661,0.65231395,1.0842457,1.3266183,1.1351837,1.4006629,0.76834345,1.2922784,1.2759947,1.0018597,1.3470051,1.1110742,0.7430131,0.73948187,1.1966705,0.9990774,0.6205249,0.8420585,0.91210806,1.039824,0.7055915,1.1149244,0.0,1.2292137,1.1414926,0.9817145,1.3367138,0.690801,1.3054523,1.0990498,0.76895714,0.980874,1.3378431,1.0172764,0.5437347,1.3641635,0.79967916,1.272615,1.023725,1.1458194,1.2435899,1.2316983,0.7119311,1.0546895,0.49028176,1.143203,0.7593992,1.1757102,0.6585893,1.1721985,0.6582143,0.8432781,0.71984124,0.9721163,0.89467865,1.3875093,0.8237523,0.9317603,1.1767848,0.75527716,1.2252645,0.8866945,1.0329467,0.7799107,0.9840032,1.1745305,1.389786,0.96519655,1.2055312,0.65277195,1.209987,0.93412495,0.7981446,0.7714299,0.8629367,1.0336916,1.1459336,1.2335323,0.94462717,0.8538459,0.75038505,0.7191453,0.78319454,0.39182448,1.3004011,1.1580005,1.3731266,1.1560929,1.0899701,0.81110394,0.64384127,0.55029094,0.65671366,1.074863,0.8749328,0.8329919,0.80611944,0.8891034,1.0277451,0.7194778,1.0697852,0.78328884,0.83905184,1.0140626,1.2305228,1.221891,1.0693456,1.0901692,0.9743703,1.2869122,0.99592215,0.97321445,0.7709011,1.3278959,1.3230622,1.2053049,0.6213587,1.3118596,0.70753944,0.9440073,1.1785395,0.83605176,1.0918286,0.7149489,1.2018988,1.308694,1.1181962,1.3969964,0.7556387,0.652833,0.51910037,1.018597,0.8657469,0.8440191,1.1800988,1.28277,1.0870069,1.020413,1.0575364,0.62699056,1.2967956,1.0695392
cat,0.8217583,1.0219188,1.2235202,0.8097778,0.900349,1.1607608,1.194226,1.3300508,1.169574,0.90996027,0.48261273,0.7186962,0.9726421,0.80288,0.9380343,1.0204893,0.6535297,1.0830934,1.3312012,1.2027719,1.120622,1.311969,1.2975333,0.9214338,1.3367257,1.0278035,1.1086024,0.85839635,1.2292137,0.0,0.9195484,1.1498551,0.8860207,0.9348557,0.90699244,1.0384243,1.2736459,0.9432697,0.75961185,1.1417923,1.1296142,0.9286386,1.1368706,0.7030345,1.2583582,0.8384027,1.0548445,0.87328774,1.0283366,1.2181768,1.2788177,0.36691272,1.0690191,0.9152205,1.1447674,1.0430498,0.97702813,1.1080786,0.87857705,1.0128521,1.1389929,0.810037,1.100661,0.9638203,0.2720983,1.3381546,0.9262873,1.1941837,1.055533,1.094646,1.0154972,1.0409521,0.61808133,1.3071504,0.56914175,1.1220897,0.9149579,0.9913065,0.900494,1.2344975,1.1865671,1.1464148,0.9865607,0.90665126,1.211211,0.9741915,1.0620615,0.98848164,0.9844894,1.2440886,0.9095768,0.7992788,0.7269018,0.7390451,1.1691272,1.228682,1.0515612,1.1438637,1.2188989,1.0085305,0.70417845,1.2593819,1.1008039,1.2310026,1.0512053,1.2080975,1.1177244,1.0119005,1.0024122,1.1009537,0.78136814,0.8826643,1.0886103,0.90712625,1.2076147,0.86064017,0.83948255,0.91032755,1.2844656,0.8402583,0.9628515,0.9552836,1.0124464,0.4811479,1.323036,0.9485502,1.0535697,1.3547935,1.1211972,1.1968292,0.9848411,0.86032474,1.2003472,0.89623976,1.3422198,1.1174202,1.2353399,1.166863,0.8977018,1.4169328,1.2197598,0.60416675,1.0188695,0.9992616,1.0284816,1.076925,0.711861,0.9790922
