,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window,zebra
orange,1.5140237,0.7337467,0.3726027,1.4490895,0.69516355,0.5459682,0.67278636,0.9909269,1.3586879,1.252641,1.4418442,0.42915535,1.4628575,1.489419,1.2810683,1.4340644,1.0365567,0.8758719,0.3229171,0.97808087,1.4011984,1.0511209,0.8321377,1.2451816,0.35681427,0.80128664,0.95242196,0.9667814,0.94246936,0.7223377,1.2999084,1.2859645,1.029529,1.0395426,0.7538638,1.4317728,1.0249121,0.25748253,1.4004896,0.43976676,1.1120164,1.4417167,1.1913866,1.0652668,1.1187743,1.2746285,0.93384945,0.3343715,1.0568094,0.82013655,1.2212019,0.7373221,1.1077961,0.56852436,0.68095165,0.9571097,0.5432199,1.0393109,1.22552,1.4616793,0.32255137,1.2084581,0.88858986,1.2297232,0.58660096,1.381558,0.44272923,1.1235205,1.2829738,1.4860284,0.8060949,1.4547038,0.58706015,1.3270317,0.35640633,0.55320907,0.55546105,1.0467685,1.5392067,1.1528202,1.006315,0.28735334,0.80296123,0.5609616,0.5925367,0.0,1.3180747,1.0177885,1.4481995,1.3185569,1.4774084,1.1088998,0.39755845,0.38582426,0.40116715,0.6453434,1.2877886,0.87967813,1.3825116,0.7342088,0.89840484,1.2142577,0.879897,1.1110797,1.1896236,1.0331434,1.3778085,1.2551988,1.0519496,1.1901944,1.4438441,1.1462955,1.1829746,0.8888451,1.2760761,1.2600029,1.2892123,0.38608003,1.1978946,0.19632864,0.98021144,1.3616291,0.6724108,1.0683103,0.6706838,1.3652115,1.3288915,1.4901066,0.54483277,0.60365564,0.6177853,1.3589437,0.8088479,0.92697406,1.3416575,0.9927412,0.94350135,0.49752676,1.0891417,1.0098436
oven,0.84117925,1.3124701,1.2739234,0.67486435,1.3153261,1.3620443,1.2472583,0.890217,0.5364495,0.94380075,0.733633,1.290683,0.5114779,0.8739782,0.88578725,0.824621,1.058854,1.1598413,1.2927648,0.86293566,0.6922709,0.9816165,1.0394377,0.9035549,1.167104,1.2331115,1.173022,0.9415631,0.8590031,1.145544,0.363124,0.6483639,0.93353295,0.9890711,1.2262607,0.65931463,1.0047307,1.4029706,0.60199547,1.1800026,0.83178663,0.97217274,1.1649592,0.52050155,0.52985823,0.868906,1.193162,1.3153435,0.9405826,1.1788647,0.8955044,1.3580155,0.94071877,1.4423459,1.264955,1.1666123,1.3517084,1.3359103,0.898018,0.6158997,1.3673109,1.1560631,1.3743525,0.8754628,1.3084235,0.88586015,1.3991024,0.98896253,0.821072,0.8339944,1.1347086,0.8349142,1.202592,0.59801483,1.2265295,1.1852595,1.3088571,0.8397982,0.903047,0.9790113,1.0179598,1.3692226,1.1978323,1.3385905,1.208891,1.3180747,0.0,1.1823294,0.9195152,0.74384725,0.80324066,1.0788653,1.3904061,1.3643489,1.2446313,1.3462971,1.0399513,1.05866,0.9328587,1.3170662,1.0137609,1.022913,1.020188,1.0560439,0.26038015,0.87291956,0.8873613,0.88671017,1.0753733,1.0453707,0.74551725,1.1100488,0.8779991,0.93488514,0.40865278,0.5843544,0.88145363,1.4307516,0.9721952,1.336309,1.0668452,0.8303888,1.2595196,1.1158226,1.2021568,0.7193183,0.84051216,0.58962023,1.386838,1.4009473,1.4852936,1.0362334,1.217483,1.2297006,0.7360108,0.91452163,0.7795955,1.3981212,0.6788511,1.1252997
owl,1.1627778,0.8794294,0.96150815,1.2297156,0.9288618,0.97008586,0.79670155,1.0684826,1.2360408,0.9052538,1.1544237,1.0980062,1.1957855,1.0994431,1.015156,1.1495715,0.9196573,1.0628941,1.0104464,1.1674159,1.1533027,0.85285044,1.0231692,0.860529,1.107693,0.76080704,0.9437191,1.1658512,1.1448202,0.98575133,1.1904346,1.0753608,1.1972331,0.9045949,1.0068057,1.1383723,0.92295575,1.0663662,1.1392297,1.1104486,1.1530396,0.7769428,0.6771358,1.1010331,1.2160509,1.0073446,0.78315324,0.852375,1.1430106,0.9643913,0.782954,0.86682296,1.0731865,0.9402362,0.84470606,0.9943938,1.0864391,0.7946149,0.93769515,1.121076,0.9238786,0.9915615,0.98276865,0.8967198,0.77549225,1.0748042,0.90189177,0.95766383,1.1612176,1.0967252,0.77216846,1.2025367,1.0295838,1.1497084,1.0458553,1.1312273,0.9507339,1.0160853,1.081795,0.97159064,0.7961101,0.9406987,0.9321506,1.0542791,1.0122885,1.0177885,1.1823294,0.0,1.1753997,1.1324452,1.2344846,0.7401381,1.0674224,1.1204646,1.1002318,0.9484644,1.0311879,1.1575404,1.0285096,0.7912349,1.0671844,0.99539053,1.0522424,1.0619057,1.0888339,1.1576732,0.87455297,1.040929,1.0828192,1.0886011,1.0938463,0.9412842,1.0533092,0.9778115,1.2134459,1.2130508,1.2005525,0.9085529,1.0553371,0.95660865,1.2157925,0.93769956,0.8557935,1.0015947,1.0430902,1.0502591,1.0884581,1.14199,0.867602,0.81963396,0.83374476,1.143742,0.9368861,0.79994965,1.1486179,0.9934312,1.1130154,0.954129,1.2311633,0.8979924
pajamas,0.4552685,1.1535654,1.3881228,0.474465,1.2782127,1.372164,1.3740549,1.0848856,0.7990382,0.7820284,0.54367787,1.3509407,0.6729187,0.18130922,0.91663545,0.34190345,1.0792086,1.1332312,1.4539503,1.0926993,0.7237259,1.1149955,1.1756128,0.9094043,1.417023,1.3269027,0.8750351,1.024102,1.1538743,1.3429863,0.8352426,0.88466245,0.9804092,1.1379092,1.2044166,0.6108596,1.1467155,1.48965,0.6913159,1.3453319,0.9813682,0.68455106,0.78667605,1.1115285,1.1029112,0.7033241,1.0139537,1.4767783,0.7815163,1.0900736,0.87830585,1.0787419,0.9090094,1.3923428,1.3547292,0.912071,1.30947,1.1962434,0.88211745,0.73179066,1.4426018,0.7637564,1.0226475,0.86778116,1.348218,0.54636705,1.4207044,0.96015215,0.71823263,0.5483897,1.3284135,0.24130177,1.3342091,0.8328965,1.5393896,1.2715725,1.364018,1.0651908,0.39195502,1.0187198,0.95222497,1.4168637,1.2175403,1.1417809,1.3440182,1.4481995,0.9195152,1.1753997,0.0,0.65914834,0.5625148,1.0309004,1.4763305,1.4330034,1.3281449,1.3017784,0.7176286,0.97732455,0.667744,1.3138938,1.1515303,0.8605057,1.218955,0.8199562,1.086594,1.0010656,1.0057354,0.74460554,0.4360364,1.043843,0.44218874,1.0369767,0.6761323,1.1676853,0.8655917,0.89073896,0.64094675,1.4349836,0.92351866,1.4643989,0.8202903,0.8017134,1.3502954,0.9937979,1.2266282,0.9122342,0.5095689,0.7067799,1.4534657,1.1931067,1.1585456,0.6047837,1.159144,1.1242719,0.77689767,1.0621876,1.2431892,1.3097751,0.97922057,1.1185584
pants,0.7236403,1.2006145,1.2984936,0.6435789,1.2785628,1.2531091,1.3393596,1.2985544,0.908853,1.0703348,0.67220795,1.0637866,0.6023997,0.6974009,0.6923497,0.62171316,1.3293202,1.4109781,1.3000746,1.283272,1.0100172,1.1858833,1.2324843,0.65516895,1.1507283,1.394791,0.8585532,0.64110994,0.9602736,1.4010682,0.86015815,0.70590353,0.9543658,1.2051625,1.2526844,0.59446615,1.2138422,1.3453734,0.972823,1.3225366,1.1329579,0.581043,1.1548576,0.9453634,0.9429714,0.4581244,0.9469966,1.2261112,0.7461277,0.9604611,0.83256924,0.96526015,1.0776993,1.3460854,1.3560665,0.8019911,1.1534126,1.2765636,1.1158818,0.7615802,1.2025304,0.72307414,1.3363011,0.71711105,1.2816443,0.7783026,1.2413142,1.0927994,0.970979,0.44477713,1.3786473,0.3826059,1.1050067,0.93759763,1.3296634,1.0906503,1.2047598,1.1725241,0.6314811,1.1163821,1.039356,1.2442712,1.3072243,1.0283585,1.1684365,1.3185569,0.74384725,1.1324452,0.65914834,0.0,0.8850082,0.94110036,1.3150477,1.2828704,1.1887932,1.1325551,0.75726146,0.77069145,0.9392398,1.1369869,1.3845897,1.1354135,1.2498674,0.7981086,0.8031651,0.8857633,0.71996254,0.94861805,0.74185205,1.1530466,0.27184176,1.0140914,0.19326544,1.0022116,0.71310395,1.0472823,0.97630644,1.2163094,0.92291427,1.3629072,0.8060399,0.8945103,1.1697325,0.98325723,0.93957675,0.84847516,0.36370903,0.84134424,1.403837,1.006326,1.1692374,0.9277064,1.2834883,1.4790685,1.0569372,1.178956,0.87891185,1.118678,0.9457416,1.1836005
paper,0.4982549,1.254729,1.3923342,0.5151615,1.2746768,1.3778422,1.3181648,0.86617047,0.5871306,0.74830705,0.5281327,1.4566615,0.63799185,0.5234095,0.92504865,0.6060504,0.90729356,0.72623146,1.4116213,0.9851421,0.3878175,1.0398089,1.1440332,0.91397345,1.4391317,1.3101529,1.1149396,1.0820972,1.1611519,1.2003206,0.78566563,0.8049648,0.93134016,1.0263741,1.1656622,0.6102265,1.0098567,1.4318511,0.5269015,1.3116369,0.8725931,0.8946852,1.008694,1.0080613,0.8938401,0.8700494,1.1939073,1.410193,0.97447854,1.2323905,0.870535,1.2729269,0.90700656,1.3056514,1.323956,1.0860349,1.3367748,1.0229099,0.7484672,0.49071002,1.5157018,1.0609907,0.9514814,0.8849346,1.3498068,0.6329943,1.5371299,0.94488037,0.7858172,0.62092006,1.2290478,0.6179251,1.2380949,0.7010515,1.4413451,1.3005259,1.3986748,0.98194563,0.6645561,0.9495135,1.0575389,1.4423227,1.151393,1.3605907,1.2799147,1.4774084,0.80324066,1.2344846,0.5625148,0.8850082,0.0,1.0558022,1.3910143,1.3379345,1.3292295,1.4191977,0.84632325,1.203697,0.47718358,1.3688934,0.94811165,0.74070805,1.0325532,1.0237708,0.8738984,0.95496964,0.9674109,0.7363205,0.91485703,0.84947765,0.70633197,1.0590891,1.0048262,1.234217,0.80856156,0.6892364,0.6547721,1.5303116,0.5545871,1.4308897,0.98762774,0.87765455,1.3388362,1.0604284,1.3517053,0.8481762,0.8039394,0.4456522,1.4185144,1.3770314,1.3312142,0.57605535,1.1487697,1.0337876,0.6112027,1.0872315,1.1702682,1.4392958,0.8867227,1.0568982
pastry,0.9892726,1.1217667,1.1318345,1.0324402,1.0881437,1.040441,0.9462789,1.2484709,1.0553493,1.0202975,1.0270121,0.9609977,1.0521322,1.0776917,0.9686345,0.99949515,1.1364264,1.1956875,1.1947824,1.0496032,1.0870761,0.7032734,1.0576824,0.8927874,1.1650338,1.1192089,0.78847027,0.99875826,1.185694,1.1802762,1.137507,1.0910743,1.1788008,0.8431335,1.01325,0.95159185,0.88606477,1.1276088,1.119258,1.1010923,1.096287,0.70482016,1.0124022,1.177745,1.0666659,0.95995915,0.82093453,1.0387778,1.138769,0.87271756,0.96757007,0.93762684,1.0822669,0.98699856,1.0956917,0.7687888,1.0457438,0.8485177,1.0251783,1.0329039,1.091939,0.8468473,0.9635002,1.0018399,1.0780873,0.97652805,1.1108919,1.0188823,1.0866973,0.8981581,1.0758493,0.9654271,1.0454473,1.0783952,1.151496,1.0267904,0.94344395,1.0934938,0.8307601,1.1455083,0.5650809,1.07281,1.0434804,1.084555,1.0413811,1.1088998,1.0788653,0.7401381,1.0309004,0.94110036,1.0558022,0.0,1.1352389,1.140805,1.0872104,0.8260034,0.7442725,0.93992126,0.9379136,0.9509472,1.0681505,1.1589378,1.0937014,0.8680903,1.1616416,1.028937,0.8446733,0.8287436,0.96213,1.0395671,0.93418247,1.1223974,0.85821414,1.107863,1.1175805,1.0425075,1.0594532,1.042095,1.1786245,1.0906496,1.0259647,0.7741771,0.84861195,0.95862234,0.9440018,1.1647866,1.0052973,1.0534865,0.89855456,0.92058235,0.98493594,1.0452107,1.0623779,1.1080015,0.9563376,1.1717206,1.1431432,1.0176961,1.1982732,1.061636
pen,1.4510794,0.65228266,0.50391746,1.4991269,0.71114767,0.54140186,0.63109213,0.95289016,1.4878048,1.3378509,1.5471003,0.27841026,1.5082412,1.5606704,1.2006426,1.5043056,1.0439512,0.64007056,0.31494248,1.0962418,1.4448166,1.1359727,0.8342205,1.316404,0.2947719,0.78053045,0.9219503,0.973849,0.84855306,0.6477078,1.4005576,1.3882363,0.81872845,1.1067432,0.5404779,1.5726453,1.0774528,0.09822154,1.5523162,0.55713534,1.2594645,1.4232049,1.1567173,1.0430915,0.9618404,1.3248292,0.9299464,0.5003332,1.1163787,0.8311231,1.3738381,0.6367735,1.1592611,0.31918526,0.63481486,0.8362951,0.23090464,0.78771275,1.2100221,1.5207056,0.30591923,0.9945992,0.7650422,1.3351808,0.6127082,1.3563333,0.34782422,1.1827415,1.3177288,1.5083582,0.826749,1.4359324,0.33375502,1.3190168,0.29969138,0.49548912,0.53202164,1.1396617,1.5130446,1.1324196,1.1748428,0.4062373,0.6482825,0.4364366,0.6062663,0.39755845,1.3904061,1.0674224,1.4763305,1.3150477,1.3910143,1.1352389,0.0,0.037115335,0.40891504,0.4599285,1.2930598,0.73448503,1.449291,0.5670445,0.9882995,1.1912429,0.67221,1.039781,1.1973696,1.1070235,1.2530471,1.3536217,1.1313871,0.811555,1.5226942,0.93053967,1.1741128,0.8112128,1.359716,1.4087675,1.4146526,0.24269855,1.1460788,0.38551104,0.82903934,1.4453653,0.4834782,0.90247387,0.60923797,1.3142929,1.4768661,1.607916,0.5028155,0.58179134,0.46334368,1.0703532,0.6387868,0.9696203,1.4398907,1.0088881,0.69471425,0.39255428,1.0878167,0.9542328
pencil,1.4038405,0.67987424,0.48097718,1.408516,0.77126837,0.59142053,0.6746667,1.0017264,1.4393616,1.3037126,1.4664061,0.29120886,1.4588311,1.512351,1.2206887,1.4467883,1.0606188,0.6540672,0.3255092,1.1028631,1.3898331,1.1653208,0.88099355,1.303005,0.3153047,0.84353137,0.92063105,0.9535599,0.8596357,0.68608654,1.3533812,1.3784308,0.826311,1.1376399,0.59570867,1.4954252,1.1097937,0.085790694,1.5005012,0.5437983,1.2546223,1.4125456,1.2006648,1.0467336,0.9627605,1.2949595,0.9369888,0.5209048,1.0969086,0.8369429,1.3325441,0.6546844,1.1380873,0.34887612,0.6769886,0.8518397,0.2920671,0.8330024,1.2063814,1.47894,0.30693328,1.0369357,0.80655706,1.3146715,0.6468003,1.3150347,0.4116451,1.1868187,1.3078778,1.4334458,0.9167521,1.39111,0.3536005,1.3080175,0.316442,0.4902426,0.5455173,1.1613419,1.4846847,1.1530981,1.1835916,0.3841588,0.7345464,0.45572835,0.5985994,0.38582426,1.3643489,1.1204646,1.4330034,1.2828704,1.3379345,1.140805,0.037115335,0.0,0.4149831,0.52768844,1.259546,0.76241565,1.4165683,0.6403106,1.0102484,1.216675,0.72616017,1.0331095,1.1898077,1.0988735,1.2778504,1.3065372,1.1212926,0.81622297,1.4689255,1.0084239,1.1619611,0.8495487,1.3026402,1.3802149,1.3579286,0.28669745,1.1398364,0.39203358,0.8220556,1.4385548,0.5667745,0.9079781,0.6288319,1.327183,1.4170363,1.5544599,0.55691594,0.6140286,0.5080574,1.0482064,0.7214602,0.9921423,1.4011333,1.0164754,0.7004383,0.40094548,1.0667135,0.97455746
penguin,1.3515502,0.8553726,0.58158684,1.3531181,0.7819624,0.61604106,0.7818059,1.0251453,1.3159461,1.2188045,1.2656299,0.35209292,1.3365252,1.376976,1.1976898,1.2765948,0.9661796,0.8137796,0.43278652,1.0327739,1.2957125,1.113003,0.8755896,1.1714592,0.4138611,0.86441684,1.0430682,0.94997245,0.96131504,0.81212264,1.2409837,1.2823316,0.9888232,1.0899066,0.7900383,1.2822545,1.0820256,0.34680402,1.3303423,0.52531266,1.1651423,1.2882991,1.178432,1.0948801,1.0497347,1.1926531,0.97199535,0.6108035,1.0036829,0.8448411,1.2043947,0.81110877,1.1078844,0.5689855,0.7670896,0.9681619,0.5025017,1.0025926,1.2010944,1.3947816,0.46837604,1.0494621,0.9308398,1.1836632,0.84353673,1.3260213,0.48167586,1.121107,1.2938336,1.3358731,0.9575554,1.2670414,0.65174085,1.283984,0.52799344,0.41037685,0.57369184,1.1203008,1.408848,1.077227,1.0976676,0.5280119,0.87661844,0.5770734,0.73549044,0.40116715,1.2446313,1.1002318,1.3281449,1.1887932,1.3292295,1.0872104,0.40891504,0.4149831,0.0,0.68659997,1.219933,0.7478336,1.2884034,0.7577592,1.019457,1.1626463,0.79423845,1.078482,1.1960642,1.0136263,1.2493057,1.28754,1.0172118,1.1500564,1.312064,1.0751845,1.0435178,1.0090637,1.2290344,1.2884259,1.3019576,0.50081766,1.116579,0.47955573,0.8730661,1.282757,0.74300504,1.1265568,0.7114172,1.2979153,1.28655,1.3767432,0.64501953,0.760988,0.74770147,1.2724838,0.8820428,0.9809715,1.270762,1.044671,0.9774663,0.5614036,1.0796427,1.0097034
pickle,1.3776118,0.81726223,0.7686666,1.4909067,0.76430726,0.57308096,0.59042984,1.0839237,1.4730504,1.3165063,1.470041,0.43619263,1.4767082,1.4098938,1.2650331,1.2996318,1.1950328,0.8534788,0.69849336,1.0920968,1.4072863,0.85703784,0.928563,1.2939514,0.48927176,0.9063816,0.6981794,0.7985419,0.9135322,0.82646537,1.4096365,1.3147908,0.9187792,0.9298635,0.3573556,1.487346,0.9153222,0.526175,1.5289576,0.7947062,1.2387252,1.0946786,1.1128992,1.1358743,1.023912,1.2994471,0.7074664,0.62174046,1.0620608,0.6912297,1.301227,0.6287938,1.2010902,0.50681305,0.82822216,0.6756628,0.5250678,0.74899435,1.201392,1.558836,0.534973,0.8607333,0.8217648,1.272042,0.6470715,1.3354001,0.50562,1.19003,1.3031597,1.3413321,0.7863455,1.2712666,0.76430225,1.3385153,0.602588,0.5757041,0.64584297,1.1823622,1.27466,1.2455616,0.8297185,0.63036513,0.73763776,0.53600395,0.6567303,0.6453434,1.3462971,0.9484644,1.3017784,1.1325551,1.4191977,0.8260034,0.4599285,0.52768844,0.68659997,0.0,1.157881,0.6721484,1.26048,0.6121681,1.0450035,1.2133552,0.79642606,0.83264446,1.2798359,0.9937434,1.2526777,1.2249751,0.98666495,0.9776634,1.3640323,0.88398075,0.98896796,0.8703222,1.392972,1.3942566,1.3758042,0.3607093,1.1929612,0.59112793,0.90613866,1.1810031,0.6962675,0.9509575,0.48980093,1.4087355,1.3346927,1.5848387,0.46061438,0.53947014,0.5559763,1.227618,0.73733485,1.1145985,1.3207365,1.1130874,0.9441603,0.5402392,1.1993027,0.96662444
pig,0.7947814,1.1475158,1.2087157,0.78935266,1.0694507,1.1215765,1.1494783,1.1873014,0.9071052,0.86349833,0.7602851,1.2070335,0.81214994,0.744604,0.9521658,0.7005836,1.1234028,1.090196,1.3395599,0.98303074,0.8508748,1.0258895,1.1529402,0.8538267,1.3647166,1.2281674,0.87810624,1.0532049,1.2002838,1.1914465,0.9869435,0.9919041,1.0737718,1.0633787,1.1979511,0.7512239,1.0945139,1.2966994,0.9277116,1.1684537,0.96243966,0.77221453,0.9127193,1.2251084,1.0181597,0.8743737,1.0423068,1.1927353,1.0261183,1.1006172,0.87912273,1.0264442,1.0770005,1.2299283,1.1436975,0.96718746,1.205127,1.0219983,1.008191,0.7721715,1.3056823,0.79315776,0.9631662,0.9341129,1.117496,0.7874769,1.2656726,0.9875636,0.8629104,0.58767146,1.1663038,0.6415134,1.183636,0.95742404,1.3510017,1.2037549,1.1955484,1.1274794,0.5599345,1.0427804,0.915328,1.1908925,1.1504371,1.1404986,1.179702,1.2877886,1.0399513,1.0311879,0.7176286,0.75726146,0.84632325,0.7442725,1.2930598,1.259546,1.219933,1.157881,0.0,1.0182037,0.7285484,1.1474828,1.0285432,0.95147085,1.1524113,0.8466923,1.1902747,0.99215084,0.9694379,0.7852261,0.88134706,0.9719894,0.753471,1.1310467,0.70069873,1.0116527,0.99606895,0.90033746,0.831069,1.297575,1.1176537,1.2480747,0.8644025,0.8077171,1.1418117,0.88524795,1.1756968,1.0038792,0.7188568,0.8626473,1.1110532,1.1027642,1.1206068,0.835158,1.1277666,1.0653121,0.82068443,1.1664354,1.1996205,1.2120202,1.0975617,1.1215317
pillow,1.0763664,1.0318441,1.0983852,1.0444679,0.9626432,0.87115324,0.97655016,1.0656595,1.2447515,1.2926304,0.96609604,0.5058515,0.8356017,1.1118579,0.91994303,0.7675092,1.1584702,1.0041285,1.0187435,1.1321135,1.234002,1.1382136,0.9228945,1.0068114,0.6787504,1.0340136,0.8533359,0.6296319,0.67843926,1.126399,1.1597025,1.0950307,0.7600442,1.1748049,0.7580524,0.8755068,1.1742961,0.84512055,1.2391045,1.02837,1.1623544,0.7549994,1.0929774,1.0049129,0.83148736,1.0246874,1.0757494,1.0024726,0.8654758,0.9468462,1.1882885,0.9246146,1.1295664,0.7828188,1.0946218,0.71686876,0.71001285,1.0027614,1.1686034,1.282486,0.89088124,0.6792278,1.0874039,1.0718143,1.0157199,1.1116102,0.75822985,1.135416,1.2043316,0.99286544,1.1580677,0.7694913,0.9474493,1.0818702,0.92700535,0.74801993,0.81609106,1.1061078,0.93657225,1.145996,1.0867119,1.0434963,0.7238643,0.7610513,0.9309338,0.87967813,1.05866,1.1575404,0.97732455,0.77069145,1.203697,0.93992126,0.73448503,0.76241565,0.7478336,0.6721484,1.0182037,0.0,1.3261318,0.9840475,1.1774491,1.1277227,0.93404675,0.93920594,1.1172332,0.93126726,0.9204163,1.1976047,0.9996244,1.1211292,0.9379004,0.88404053,0.62449044,0.82683754,1.1142273,1.229861,1.0171788,0.78406537,1.1569009,0.9854842,0.60134655,1.0786011,0.8469718,1.1419549,0.63112855,1.1126667,0.83929396,1.1690607,0.943427,0.897831,0.99673873,1.1403084,0.68835473,1.2470973,1.3468009,1.0849451,0.8377326,0.93261766,0.9116472,1.0362929
pizza,0.5657618,1.1961353,1.316706,0.5953982,1.3301964,1.402912,1.2010127,1.0240881,0.786736,0.741611,0.7005546,1.4333632,0.8117707,0.5512236,0.8718902,0.7261898,1.0489318,0.92125994,1.39543,1.0377865,0.51647764,0.9057598,1.2317727,0.8533506,1.5337161,1.278966,0.76441026,1.040626,1.3033946,1.319,0.96114874,0.8287138,1.0705619,0.9352996,1.179184,0.76278937,0.91374063,1.4403236,0.614969,1.3394754,0.9855274,0.75579894,0.89869803,1.1986771,1.1345766,0.8865705,1.0293835,1.2696182,1.0276678,1.132359,0.8313005,1.0495596,0.89449817,1.3100702,1.2872448,0.99901986,1.2962393,0.96562636,0.87861145,0.48219562,1.4011946,0.86292565,0.84044427,0.83250284,1.1985638,0.49612617,1.5111772,0.9210479,0.72393554,0.60590863,1.1288209,0.7226584,1.2700459,0.8408463,1.5017233,1.3833025,1.3842115,1.074778,0.5414305,1.0314673,0.74702984,1.3128538,1.2809368,1.2689233,1.3121799,1.3825116,0.9328587,1.0285096,0.667744,0.9392398,0.47718358,0.9379136,1.449291,1.4165683,1.2884034,1.26048,0.7285484,1.3261318,0.0,1.2400459,1.0432618,0.7139045,1.1502635,0.8546034,1.0588396,0.95062965,0.90059096,0.7423341,0.8761018,0.8767884,0.7928461,0.97672236,1.0220178,1.2098525,0.9585445,0.819117,0.75479454,1.411437,0.7866975,1.3898338,1.0443841,0.7600749,1.3538483,0.9083532,1.2994704,0.839339,0.82549495,0.64459246,1.3520346,1.1710806,1.1527762,0.62031287,1.2917836,0.9565111,0.6186847,1.1062174,1.2708025,1.3062301,1.1197264,1.0876529
plant,1.2501799,0.77132237,0.71767634,1.3957746,0.729322,0.6672673,0.8348497,1.0348014,1.419219,1.2301735,1.3759872,0.6869916,1.3715823,1.4019996,1.0600582,1.341929,1.1778165,1.0149953,0.64639723,1.2623155,1.4491181,1.0555112,1.0321821,1.0826651,0.66972643,0.91006535,0.8956665,0.9647969,0.90309477,0.8612524,1.2910814,1.1634893,0.9278624,1.0886961,0.7817071,1.3652117,1.0805526,0.6263123,1.3813629,0.92559534,1.3032249,0.9784669,1.0283787,1.0680386,1.1099097,1.1174686,0.7113706,0.6122353,1.0954778,0.6708886,1.1809727,0.61736923,1.156553,0.7420572,0.5676828,0.77139664,0.50111264,0.796652,1.225512,1.3693444,0.5103438,0.88899475,0.92381454,1.0069101,0.76803255,1.2629329,0.4867832,1.1374986,1.2325011,1.300268,0.9258987,1.3527584,0.589183,1.2722602,0.62217104,0.8609924,0.74017894,1.231507,1.2480258,1.1778438,0.89848685,0.6015178,0.8473244,0.65096074,0.56560284,0.7342088,1.3170662,0.7912349,1.3138938,1.1369869,1.3688934,0.9509472,0.5670445,0.6403106,0.7577592,0.6121681,1.1474828,0.9840475,1.2400459,0.0,1.16363,1.2173119,0.89974886,0.7674984,1.1549232,1.107888,0.9008551,1.2182424,0.9163145,1.0405359,1.3069128,0.8604552,1.0133402,0.80248916,1.3120044,1.4328785,1.3974733,0.4314375,1.1686678,0.701044,0.986052,1.2292292,0.59785515,0.8284944,0.71599597,1.1370356,1.2367628,1.4398618,0.72194904,0.5354433,0.4828937,1.1789215,0.84370315,1.0886595,1.387491,1.0208529,0.7891216,0.44400197,1.1491429,1.0060445
plate,1.083744,0.9965961,0.897289,1.1627462,0.89724195,0.97236025,0.71556354,0.76440525,0.5054759,1.0702899,1.1256987,1.1330805,1.1260186,1.1612921,1.2260042,1.1394219,0.8567184,0.889752,0.9460945,0.18588066,0.9785338,0.7243327,0.802745,1.3074852,1.0823909,0.90637046,1.3103105,1.1969457,1.0396498,0.7846908,1.0482349,1.0031277,1.0901449,0.6811808,0.91181475,1.1765893,0.6931429,0.9490838,0.94369596,0.63892794,0.40411574,1.2960793,1.0739355,1.0827061,0.9029737,1.2108539,1.2822248,0.925254,1.0429596,1.2682967,1.2357554,1.2673564,1.0550569,0.9321189,0.89223003,1.3409288,1.0664965,1.0065846,0.9862899,1.0027381,1.1656404,1.3158288,0.87458754,1.329965,0.91866505,1.20615,1.0326004,1.0600635,0.98080516,1.1982892,0.7188313,1.2783656,0.98598135,0.9926144,0.8424266,1.1659046,1.0029409,0.79277885,1.2032453,1.0245032,0.951711,0.9790597,0.51067674,1.1135881,1.0372975,0.89840484,1.0137609,1.0671844,1.1515303,1.3845897,0.94811165,1.0681505,0.9882995,1.0102484,1.019457,1.0450035,1.0285432,1.1774491,1.0432618,1.16363,0.0,1.0124915,1.0388148,1.208245,1.0349855,0.98585016,1.2561991,0.93400705,1.2612199,0.9629464,1.3125086,1.0915575,1.4349242,0.9787906,1.00446,0.36027527,0.9102325,1.0761378,0.964564,0.79827386,1.1564091,0.8291703,0.871817,1.1248164,1.2308869,1.14746,1.3248476,0.7581245,0.82475555,1.2446668,1.0587655,1.1092204,0.5368305,0.86347234,0.42361605,1.0063586,1.2041175,1.2085581,0.9961503,1.0064309
