,alligator,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,knife,ladder,lamp,milk,mitten,nail,napkin,necklace,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shower,sink,slipper,snow,soap,spoon,strawberry,stroller,sweater,table,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
fork,1.1187156,1.1079503,0.9656932,0.9346921,1.0087042,0.9429791,0.95554763,1.3331399,1.0600226,1.246014,1.126862,0.78472036,1.303599,1.2882793,0.8051206,0.9773836,0.89555955,1.0065519,1.1709375,1.0432487,0.9689246,0.8656553,0.9793886,0.9750467,1.0307316,1.0912296,1.2555394,0.901778,0.84871745,0.7505611,1.3613043,0.757746,1.2056025,0.9235878,0.88777715,1.1614338,1.1725016,1.0172514,0.87603724,1.160307,1.1377753,0.79793626,0.984687,0.9912191,0.0,1.0366759,1.2163396,0.9699959,1.0720173,0.69547755,1.2003429,0.9965527,0.8277632,1.0268303,1.1821347,0.4933269,1.1412686,0.77125067,1.0483813,1.1268889,0.9530575,0.7842549,0.97430164,1.075757,1.272513,1.0308311,0.85723174,0.8352194,0.6863805,0.8833419,1.1439288,1.0405484,0.872225,0.99122304,0.9354758,1.2305733,0.93621796,1.1355772,0.5464449,1.2665377,0.9459124,1.3042138,0.9427179,1.0408137,1.182457,0.90348566,0.8238271,0.9982448,1.2788746,1.083906,0.9986051,0.95236516,0.7938267,0.63049006,0.8640327,0.9260109,0.88164985,1.0336176,0.90559,0.9520627,1.0926826
frog,0.8801921,1.2414296,0.5819788,0.9334659,0.38921535,1.0487252,1.0778565,1.0168145,0.99495965,1.1466516,1.061733,0.86075497,1.0295956,1.1182591,0.8278749,0.86892337,1.0356222,1.0057976,1.1517739,1.1308087,0.93739194,0.9202381,1.0827811,0.81838685,0.9497122,1.0771357,1.2073654,0.96094656,1.1944491,0.96812236,1.09451,0.95245886,1.1690245,0.98653305,1.0789231,0.88263935,0.8486838,1.2237092,1.1437573,0.9544355,0.9818909,1.1079228,0.9310502,0.83781123,1.0366759,0.0,1.080119,1.064871,0.69912827,0.61359704,0.9185873,1.1043124,1.1008737,0.8465984,1.1056216,1.1106448,1.1724254,1.0558602,0.8782232,0.61539775,1.0341766,1.0611794,1.0732979,1.1122928,1.1178905,1.1252688,0.94741637,0.8969786,1.0548766,0.6820538,1.1522522,1.0097928,1.06615,1.0454665,1.0650176,1.0968881,1.1504564,1.0679787,1.0297087,1.1140815,0.7980268,1.0901208,1.0926574,0.8027044,1.0776789,0.87493193,1.049187,0.9761222,1.109209,1.0854069,1.0092672,1.0930991,1.1312783,0.8552209,1.1210203,0.32963824,1.1365209,0.9659165,1.1085602,1.0408226,1.0197866
glass,0.7592186,0.9226796,0.92079186,1.2963469,0.92550474,1.2081949,0.93776923,0.79678774,1.0665916,0.7942356,0.82726,1.1921351,0.797888,0.6987877,1.2102971,1.2102993,1.072814,1.0771601,0.9724875,0.6275803,1.1237179,1.288083,1.2701279,0.8352816,0.9132609,0.9818257,0.92352206,1.2289376,1.0393492,0.9604912,0.7936853,1.3045013,0.7025244,0.96845984,1.0252932,0.9904037,0.8178325,0.8921501,1.0509475,0.9331002,0.9514388,1.0610075,1.0990499,1.0765022,1.2163396,1.080119,0.0,1.2129745,0.92047167,1.1971495,0.9133544,1.1887285,1.161184,1.1341218,0.8424188,1.1539297,0.73693955,1.2431132,1.073794,0.82860434,1.2316191,1.1656022,1.120118,0.93575096,0.7556575,0.7731473,0.93477345,1.2274357,1.251884,1.1271871,0.9900278,0.9633863,1.0441815,0.9439644,1.1536613,0.96943206,1.1204076,0.9672601,1.1866744,0.7992965,1.0433977,0.7611718,0.9469911,1.1737899,0.92229915,1.1825874,1.2267023,1.2302873,0.75047743,0.92646873,0.9234342,1.1869005,1.2227862,1.0559046,1.2788365,1.1870914,1.080993,0.99043936,1.3056027,1.2549486,0.81119704
glasses,1.3558714,1.3167167,1.1832255,0.8643853,1.3375626,0.89389044,1.3752854,1.369554,0.81627446,1.3603094,1.2735659,0.87045777,1.3859468,1.2505947,1.0504973,0.47670877,1.1100432,1.2386228,1.2352543,1.2869054,0.662691,0.57246745,0.56892633,0.8422432,1.1696694,0.637737,1.1210974,0.42903447,0.9142219,0.8741665,1.3111919,0.4624111,1.3555917,0.6865992,1.123797,0.88016707,1.1262133,1.1087608,1.0821012,1.1391444,1.0961461,1.0612005,0.5290215,0.91073203,0.9699959,1.064871,1.2129745,0.0,1.1588974,0.9122894,1.1566926,0.5091326,1.0093266,0.36927056,1.2782075,0.88911,1.1677521,0.52347666,1.1274973,1.4328328,0.6072283,0.9232854,0.98821986,1.0103103,1.349452,1.1958299,1.3321624,0.4332989,0.47710454,1.0990509,0.8223832,1.1731658,1.1438882,0.97595507,0.7527778,1.1346092,0.6784557,1.2982564,0.9007784,1.2980131,1.137717,1.281073,1.3575348,0.40202117,1.1247452,0.8453722,0.6689059,0.50321597,1.2150878,1.2405795,1.415917,0.63465416,0.6215943,1.1447122,0.66833293,1.0649965,1.0921651,0.9967392,0.64620566,0.27734476,1.2123694
glove,0.83545715,1.0801126,0.7470461,0.86736506,0.6905448,0.9813589,1.1674732,1.0196283,1.0134584,0.9262653,1.0233626,1.0868301,0.8821304,0.8561568,1.0952504,1.0243345,1.1113323,1.1132327,0.94254065,0.9691972,0.8827696,1.1619337,1.148458,0.90033793,0.9197837,0.99932826,0.8962962,1.210247,1.2208278,0.9489091,0.97870415,1.157623,1.0071377,1.0623486,1.0882275,0.8339468,0.7503309,1.1402081,1.1630235,0.8756466,1.0311546,0.99407357,1.2555467,0.9286106,1.0720173,0.69912827,0.92047167,1.1588974,0.0,0.8816768,0.97355855,1.1393669,0.9708536,1.1045365,0.9304057,1.1942489,1.0384455,1.1859386,1.0191764,0.32302487,0.95004946,0.8893759,0.9957076,1.0594598,0.9458915,0.92563796,1.1183212,1.0273827,1.1581347,0.90924186,0.9815334,1.046404,1.1221598,0.8974162,1.0780272,1.096358,1.0479139,1.0373819,1.0977492,1.0104176,0.39788365,1.0059202,1.1988871,0.97197634,1.1633924,1.0214499,1.1190051,1.0223709,0.8262696,1.1034904,1.1607331,1.0136406,1.1888245,0.9124241,0.9168524,0.6443911,1.2956345,1.0004321,1.0339198,1.0459759,1.1103363
gum,0.99947095,1.2117604,0.62898815,0.839553,0.6262006,0.86849207,1.0720037,1.2326573,0.9746822,1.1324015,1.0373818,0.96723986,1.1754035,1.2148594,0.6352472,0.78016347,0.9487293,0.88864046,1.0767082,1.2477971,0.7677289,1.0001669,1.0008378,0.85634685,1.0016977,1.2067097,1.3718517,0.931343,1.1327425,0.9341509,1.3430817,0.76668036,1.3330736,0.7127489,0.9787465,1.0934312,1.0493227,1.3297383,1.0937622,1.0015849,1.1617794,0.89584583,0.9694815,0.83128726,0.69547755,0.61359704,1.1971495,0.9122894,0.8816768,0.0,1.1947967,0.9168392,0.87905407,0.81281614,1.1300666,0.7040384,1.2203968,1.0495865,0.9186731,0.8445729,0.8512914,0.94954735,0.92422014,1.2432986,1.2413846,1.0017256,0.72412264,0.8372938,0.76554346,0.73736465,1.2548002,1.1309144,0.9487566,1.0024941,0.97673935,1.1218239,1.0521876,1.1073227,0.7122789,1.2678938,0.8458093,1.325899,1.079552,0.94256973,1.2494818,0.8538754,0.9318243,0.9832131,1.2995224,1.1092532,1.026174,0.89722437,0.9163986,0.70741314,0.976006,0.53456044,1.02569,1.0123,1.056897,0.8382209,1.282489
hair,0.7882409,0.852064,0.963217,1.2581917,0.9220692,1.1392666,1.0158687,0.75852627,1.1463042,0.9852593,0.8027041,1.0564232,0.9367371,0.7874191,1.0403836,1.1817749,1.0198468,0.9900228,0.9923704,0.9012603,1.2606134,1.1577021,1.1912018,1.1221346,0.9864875,1.1034865,0.903733,1.1440711,1.1866106,1.1531471,0.5428599,1.2222964,0.94000155,1.196303,1.0763433,0.8615468,0.7348286,0.9832169,1.223692,1.0035864,0.4493606,0.9884794,1.0551819,1.1131173,1.2003429,0.9185873,0.9133544,1.1566926,0.97355855,1.1947967,0.0,1.0331686,0.94096094,1.0113466,0.9976901,1.0925382,0.89187944,1.2364113,0.90759283,0.8326183,1.098926,1.2314558,1.1842376,1.1952304,0.7875767,1.02844,0.97476774,1.1982256,1.1942947,1.0598835,1.1102577,1.0467565,1.0670744,1.1711903,1.09112,0.9996619,1.0796943,0.9796342,1.1972075,0.49114484,1.0900738,0.9416039,1.0215824,1.1580495,0.86988914,1.1181787,1.2104172,1.0446869,0.7240859,0.70766586,0.9411905,1.0512742,1.2522992,1.1216037,1.294603,1.0425494,1.163318,0.9980733,1.1936193,1.1726239,1.0516493
hamburger,1.1371888,1.1520545,1.2113931,0.9180136,1.1847959,1.0585532,1.343046,1.3700106,0.75257677,1.2928321,1.2281905,0.8354895,1.3504727,1.0974702,1.0331943,0.61228466,1.1571494,1.3179247,1.074702,1.2663267,0.58197325,0.66365445,0.6722771,0.857557,1.2478654,0.79990554,1.1402369,0.7396531,1.046445,0.8862875,1.2802025,0.56443495,1.4181502,0.696514,1.2113127,0.93424857,1.0398972,1.2490697,0.9373526,1.1403066,0.9892408,0.71919966,0.67558897,1.0056496,0.9965527,1.1043124,1.1887285,0.5091326,1.1393669,0.9168392,1.0331686,0.0,0.9006774,0.47345585,1.3516982,1.0922662,1.1743137,0.7911768,0.99714357,1.2084633,0.3431462,0.8571867,0.92088634,1.1370256,1.2683488,1.0232518,1.2710373,0.5537767,0.5473313,0.91200614,0.90803003,1.3907273,1.2061505,1.0256283,0.8945806,1.1585522,0.58618295,1.3157499,0.96723413,1.273508,1.2173685,1.3537966,1.3486216,0.5477448,1.1610471,0.6649113,0.95516926,0.44902098,1.1985112,1.2591085,1.3702476,0.3979314,0.36690915,1.042201,0.78634226,1.132139,1.1702317,1.0482577,0.7279322,0.2721904,1.3547069
hand,1.0276499,0.6742264,0.97716296,0.9553137,0.9750795,1.0680315,1.1098174,1.0593606,1.1127069,1.0332308,0.92023593,1.1210866,1.0891927,0.9520231,0.9443239,1.127341,0.72953904,1.0632071,0.87619954,1.0830802,1.0980711,1.0812272,1.0890682,1.2607203,1.0094477,1.0417343,0.97535825,1.195854,1.0251447,1.1705998,1.0525911,1.1229073,1.140831,1.0490706,1.0070866,0.99892205,0.9248698,1.0243291,0.97959906,1.0446526,0.82596356,0.40072924,1.1795294,1.0251082,0.8277632,1.1008737,1.161184,1.0093266,0.9708536,0.87905407,0.94096094,0.9006774,0.0,1.113747,1.1552424,0.90340734,1.1716921,1.1683918,1.0215136,0.9294085,0.7752403,1.0407723,1.039679,1.2159222,0.9868538,0.9788919,0.9331248,1.1353575,0.983927,0.8935347,1.0673609,1.0255237,0.85695785,1.0880752,1.1416663,1.0934318,0.85884386,1.0947591,0.9582851,1.005347,0.7727479,1.1505812,1.061938,1.1673388,1.1103077,0.94887006,1.0540717,1.0274553,0.9429568,0.9507574,1.04689,0.5308734,1.0462146,0.8701935,1.126154,1.0354347,1.0068896,1.0937514,0.9410738,0.8979674,1.2192942
hat,1.2420063,1.3493751,1.0392255,0.8822935,1.1389413,0.9835882,1.3851733,1.310478,0.8084425,1.340544,1.3210185,0.8394735,1.339551,1.2160594,1.0496808,0.3491249,1.1489016,1.2731262,1.2569315,1.3048812,0.5630264,0.62365526,0.63734233,0.6939306,1.1440318,0.83129406,1.1833813,0.3975476,1.0834066,0.82898444,1.2336442,0.40681636,1.4338348,0.6153052,1.2346394,0.8976192,1.0630226,1.2095935,1.154671,1.1375723,1.0031375,1.0231252,0.46758562,0.8096075,1.0268303,0.8465984,1.1341218,0.36927056,1.1045365,0.81281614,1.0113466,0.47345585,1.113747,0.0,1.2703402,0.9658828,1.2410841,0.5548586,1.0807005,1.2528763,0.47743928,0.95973,1.0928437,1.0910839,1.3328302,1.1972954,1.3637985,0.39296222,0.52003354,0.9974554,0.9671234,1.2669615,1.2286427,1.0731977,0.7644861,1.1163191,0.8090807,1.2385508,0.9448833,1.267638,1.1816723,1.30328,1.3769346,0.43852413,1.1072259,0.8047942,0.9073831,0.39784873,1.2051694,1.1872452,1.3885677,0.73785555,0.6944953,1.0938449,0.6909343,0.86532927,1.2106915,0.97926867,0.7321211,0.31931293,1.2074336
jacket,0.87976444,0.783672,1.0176802,1.0480932,0.96031857,0.9511661,0.90942526,0.72702193,1.0004637,0.65448916,0.69758683,1.2203734,0.5864533,0.8289191,1.0236648,1.286161,1.1036686,0.7736037,0.81461096,0.83302283,1.2863955,1.3341033,1.2686723,1.0938839,0.81579596,1.1963935,0.91295576,1.3105183,1.0118979,1.1611041,0.70727336,1.2695507,0.7280533,1.30826,1.054781,1.1144024,1.067095,0.9140755,0.96621937,0.91127485,1.0077084,1.1841882,1.2325252,0.96054804,1.1821347,1.1056216,0.8424188,1.2782075,0.9304057,1.1300666,0.9976901,1.3516982,1.1552424,1.2703402,0.0,1.0704948,0.84653544,1.2827966,1.0996907,0.8760116,1.3096442,1.163437,1.0374013,1.0405221,0.5855583,0.85116696,0.75255585,1.2494648,1.2400651,1.2085369,1.001091,0.8029403,1.088399,0.92784476,1.2407423,0.89616346,1.2168069,0.5314122,1.0225458,0.6635245,0.9694583,0.70363784,0.91496825,1.3234987,0.90695876,1.3192033,1.1197667,1.2897911,0.90538275,0.8760423,0.8719174,1.3062655,1.2718949,1.097864,0.98383665,1.1055017,0.97261447,1.0843853,1.2425064,1.3749921,0.8082149
knife,1.1909297,1.0823226,0.9748542,0.9904307,1.1733073,0.8247731,1.0327417,1.2388661,0.959143,1.0058594,1.0813012,0.97889864,1.2322366,1.1692505,0.6691383,1.0127025,1.0085729,0.76400274,1.1575177,0.9806638,1.0782396,1.0046222,0.8527276,0.973977,1.0969943,0.9552291,1.1172016,0.7979267,0.8588868,0.8013147,1.2103702,0.714756,1.1226616,1.0196712,1.0304681,1.1568837,1.151986,0.9072122,0.8755373,1.1298791,1.0613045,0.95490336,1.0105973,1.0059401,0.4933269,1.1106448,1.1539297,0.88911,1.1942489,0.7040384,1.0925382,1.0922662,0.90340734,0.9658828,1.0704948,0.0,1.1535374,0.7296498,1.0987419,1.2596776,1.1247873,0.8868039,1.1165206,0.9780028,1.2117667,1.066387,0.73050547,0.8721652,0.6320008,1.1146369,0.9706285,0.9511772,1.0027871,0.9401455,0.922384,1.0786848,0.95631695,1.0803971,0.55107814,1.1264069,1.0532703,1.2190416,1.0065495,1.0264887,1.1329672,1.0891862,0.74294096,1.0986793,1.2223986,0.97977674,1.0089421,1.1216216,0.952044,0.7670696,0.852436,1.0248461,0.7809511,1.046672,0.9063618,1.040005,1.0562415
ladder,0.8017853,0.83928317,1.0465487,1.3075967,0.98913234,1.1952453,0.81875074,0.7648274,1.0364804,0.9063696,0.8103485,1.1443284,0.8289698,0.7487227,1.2308946,1.3267782,1.125418,1.0298613,0.98727196,0.800806,1.2268363,1.2507716,1.2763289,1.1201525,0.9016681,0.8961056,0.9629587,1.2561651,0.87768614,0.93269295,0.7943479,1.3127818,0.43179047,1.0851434,1.0370598,0.9917874,1.0541335,0.8994194,1.0308188,1.1306511,1.016373,1.0553403,1.1378961,1.213418,1.1412686,1.1724254,0.73693955,1.1677521,1.0384455,1.2203968,0.89187944,1.1743137,1.1716921,1.2410841,0.84653544,1.1535374,0.0,1.2166015,1.0923344,0.86679566,1.2372292,1.1076016,1.0813351,0.7911967,0.76844454,0.7013947,0.8912746,1.2816373,1.2993426,1.1564939,0.963062,0.89145064,1.0711886,1.0050453,1.0361559,0.93661165,1.0990331,0.90713704,1.1151081,0.76491493,1.0728314,0.7108556,0.84689057,1.2142353,0.8517053,1.1748309,1.108408,1.242656,0.83335316,0.8412818,0.8446835,1.1440582,1.1192796,0.97764,1.218255,1.2790996,0.923972,1.1113894,1.2174153,1.2411718,0.66091645
lamp,1.5018744,1.4935622,1.100351,0.8384247,1.4372704,0.7859634,1.3324189,1.4898837,0.8539421,1.2751582,1.4514308,0.64042205,1.4563444,1.4977559,0.9437346,0.4043548,1.0763869,1.1519241,1.3518164,1.0102489,0.60426456,0.46180886,0.51050687,0.7050377,1.2389708,0.7579536,1.1058987,0.23994243,0.7687042,0.71689653,1.4346621,0.31517667,1.2610134,0.8299176,1.0239626,0.9505629,1.2137549,0.7951075,0.9612087,1.1169537,1.1706297,1.233861,0.5211714,0.82719785,0.77125067,1.0558602,1.2431132,0.52347666,1.1859386,1.0495865,1.2364113,0.7911768,1.1683918,0.5548586,1.2827966,0.7296498,1.2166015,0.0,1.139209,1.5360434,0.8330214,0.71142614,1.004847,0.78513265,1.5177834,1.3733737,1.3611406,0.42932355,0.51679265,1.0830144,0.8334122,1.0525154,1.0672079,0.9692145,0.49604678,1.0890678,0.83067024,1.288914,0.8676076,1.4504824,1.167856,1.310848,1.309124,0.5431644,1.100901,0.8612493,0.7153101,0.5941701,1.3415376,1.2087407,1.3920412,1.0336646,0.65695906,1.0773845,0.46609896,0.9188822,0.97496486,0.8860538,0.47708726,0.5836297,0.9662228
milk,0.97342664,0.9945378,1.0372071,0.9957363,0.8251313,0.9669396,0.98268664,1.0654172,1.1058487,0.9975986,0.94869035,0.96930766,1.1107156,1.1006352,0.9036425,0.9518663,0.9964953,0.9124861,0.965222,0.99173975,0.9349082,1.0495739,0.9841758,1.0795276,1.0118823,1.2204381,1.0812858,1.106116,1.1263077,1.210728,1.0561041,1.0750223,1.1048974,0.98120946,0.9941499,1.0132363,0.9515243,1.0434872,1.0283079,0.69703555,0.9447845,1.043044,1.0438379,1.0402975,1.0483813,0.8782232,1.073794,1.1274973,1.0191764,0.9186731,0.90759283,0.99714357,1.0215136,1.0807005,1.0996907,1.0987419,1.0923344,1.139209,0.0,0.8566966,1.1082188,1.0194105,0.9375352,1.0558914,1.0758269,1.0262228,0.91141665,1.1053913,1.0856712,0.67228734,1.1917999,1.0308218,0.9862224,1.1580166,1.1146876,0.8465165,1.0799747,1.033391,1.0203646,1.0512782,1.0198525,1.067552,1.005147,1.0917064,1.139139,0.70869243,1.0422821,1.0273099,0.973588,1.02494,0.9868464,0.98207766,1.1029603,0.97095376,1.1007563,0.91369617,0.99005985,0.8662225,1.029316,1.0817688,1.1167998
mitten,0.54080975,0.77696556,0.68110096,1.0388478,0.3922305,1.2583597,0.94716626,0.79433274,0.9881545,0.88586646,0.7713952,1.2215791,0.7486023,0.6546227,1.1242857,1.298197,1.0343153,1.1075422,0.8335669,0.90147275,1.0968996,1.3798681,1.3737464,1.0722882,0.80089486,1.1200628,0.91181326,1.4880028,1.3226062,1.0355186,0.773686,1.3785493,0.84647393,1.0410242,1.0624858,0.959487,0.81557107,1.2338711,1.0736485,0.9185531,0.9422811,0.8460366,1.3455358,1.0870818,1.1268889,0.61539775,0.82860434,1.4328328,0.32302487,0.8445729,0.8326183,1.2084633,0.9294085,1.2528763,0.8760116,1.2596776,0.86679566,1.5360434,0.8566966,0.0,1.0737743,1.0018575,1.1004202,1.1150266,0.7392162,0.77768147,0.84839803,1.2405143,1.3240731,0.82083887,1.0789604,1.0625527,1.0512774,0.99084103,1.3260784,1.0636588,1.1734482,0.96344197,1.1539614,0.8068645,0.57265294,0.8974606,0.97995657,1.1848539,1.1170127,1.0318582,1.3236963,1.230487,0.7144309,0.9697446,0.91047496,0.9999152,1.2870792,0.7636528,1.2031873,0.70225656,1.260679,1.1017925,1.2742488,1.2730159,1.0245335
nail,1.1366335,1.1881682,1.0067832,0.6072209,1.0789548,1.0072827,1.3555827,1.3323383,0.8514012,1.3595061,1.3240188,0.90237147,1.334517,1.1152662,1.1589146,0.5836541,1.0156051,1.3566432,0.99631363,1.2679732,0.59921217,0.6197528,0.78928506,0.9258421,1.2013855,0.8473169,1.1206806,0.7608571,1.1359993,0.9281735,1.2485054,0.6311889,1.3981502,0.6718622,1.1393756,0.9338218,1.0259552,1.2829974,1.128891,1.1825086,1.0592659,0.6001411,0.6560433,0.8356754,0.9530575,1.0341766,1.2316191,0.6072283,0.95004946,0.8512914,1.098926,0.3431462,0.7752403,0.47743928,1.3096442,1.1247873,1.2372292,0.8330214,1.1082188,1.0737743,0.0,0.87046933,0.9642034,1.2166314,1.3155606,1.0786588,1.3917345,0.6168479,0.67419887,0.79740787,1.0000635,1.3293498,1.1042569,1.037444,0.891839,1.2137616,0.6986378,1.2029202,0.9596233,1.289411,1.0486681,1.3323303,1.3471754,0.55359054,1.2060246,0.6396185,1.0052763,0.3966536,1.1369321,1.2028816,1.3894644,0.37792575,0.5589629,1.0290235,0.78266597,0.96645063,1.2958597,1.0934067,0.68711084,0.30159652,1.3893816
napkin,1.1138644,1.1827383,1.1028678,0.86705315,1.041483,1.0612154,1.139791,1.2071854,0.74190944,1.1502155,1.2916788,0.80952936,1.0278434,1.1505704,1.0252122,0.93885064,0.9408431,1.2764068,1.0845578,1.0478897,0.7134071,0.7231622,0.8438402,0.9176911,1.2188869,0.7299756,0.93494326,0.85712206,0.9626707,0.7127968,1.1341586,0.7725846,1.1440479,0.7881841,0.92651474,0.90078413,1.0844591,1.1027776,0.85240936,0.95328623,1.3391964,0.9077513,0.8020154,1.022495,0.7842549,1.0611794,1.1656022,0.9232854,0.8893759,0.94954735,1.2314558,0.8571867,1.0407723,0.95973,1.163437,0.8868039,1.1076016,0.71142614,1.0194105,1.0018575,0.87046933,0.0,1.0159941,0.9081877,1.2297603,0.98897445,1.1878277,0.7426282,0.7897979,0.84079534,0.59558344,1.2425394,0.9184124,0.8010704,0.8785514,1.2247436,0.9510193,1.1462896,0.9640465,1.3324218,0.9727245,1.2150544,1.1512439,0.71567357,1.182996,0.68556035,1.0213579,0.9307955,1.1577712,1.2342949,1.2304713,0.847396,0.6840657,0.87275386,0.34267664,1.0042294,1.2070673,1.0468999,0.9196106,0.8510618,1.1209298
necklace,1.0900943,1.0856532,1.2327471,0.8821527,1.109477,0.8681105,1.1662445,1.0986764,0.89189726,1.0779644,1.0211809,0.9035915,1.0437475,1.0736185,0.7685106,0.89688724,1.2412564,0.8878096,0.9403795,1.1363763,0.7481468,0.871881,0.8650565,1.0563726,1.1383337,1.0822234,0.93872505,0.99673223,1.1243753,1.0913367,1.1316655,0.93141806,1.0958004,1.0496168,1.2002484,0.9527207,1.0118393,0.96473247,0.79300815,0.9252502,1.1841067,0.9891995,1.0700566,0.9446514,0.97430164,1.0732979,1.120118,0.98821986,0.9957076,0.92422014,1.1842376,0.92088634,1.039679,1.0928437,1.0374013,1.1165206,1.0813351,1.004847,0.9375352,1.1004202,0.9642034,1.0159941,0.0,0.96699387,1.1557807,1.0498135,0.8867938,0.9427572,0.8795237,0.8998694,1.0200766,0.9221963,1.2249458,1.0016203,0.76701415,0.71888477,0.9672805,1.1082554,0.8912272,1.1593032,0.93296844,1.054637,1.2164462,0.9075672,1.1195334,0.8645034,0.9188663,0.9044219,1.0299104,1.1924993,1.1522801,0.864059,0.8762965,1.0795505,1.0899382,1.0203352,0.97465485,0.8604503,0.9045213,0.8801165,1.0170194
oven,1.1816422,1.1444468,1.0679187,1.1313783,1.141343,0.9538665,0.9619252,1.052225,0.8800544,0.8995011,1.1723055,1.0548887,1.0715718,0.9671118,1.0206535,1.0068483,1.1366463,0.9277782,1.1393962,1.018272,0.90025914,1.04293,0.5954458,0.8619412,1.1201308,0.8030533,0.9041122,0.9008484,0.7897858,0.8013335,1.0713079,0.92538035,0.66110426,0.9385561,0.99616975,1.1241051,1.1874118,0.6820699,0.6529368,1.1116788,1.2038779,1.2154789,0.9909048,1.2007289,1.075757,1.1122928,0.93575096,1.0103103,1.0594598,1.2432986,1.1952304,1.1370256,1.2159222,1.0910839,1.0405221,0.9780028,0.7911967,0.78513265,1.0558914,1.1150266,1.2166314,0.9081877,0.96699387,0.0,1.1475976,1.0096352,1.1132483,0.9090082,0.9836563,1.1297433,0.8401104,0.90854204,1.0624144,0.83227557,0.7790381,0.72769207,1.0646393,1.1310892,1.0848662,1.1288828,1.0554174,0.7932212,0.98240834,0.9158213,0.93687147,1.0588502,0.88024,1.1260004,1.0508189,1.1035471,1.0287578,1.1548568,1.0045277,1.178748,0.91083187,1.1041662,0.87031555,0.9778414,0.9405814,1.0588902,0.50854075
pajamas,0.65990347,0.5017979,1.0121993,1.1763105,0.91422975,1.1896881,0.8337363,0.36979938,1.0827243,0.7670703,0.46233797,1.3368056,0.31568873,0.5843795,1.1056969,1.4863392,1.0795145,0.9789172,0.75369793,0.8892168,1.4206495,1.4562547,1.4460729,1.2247832,0.7317323,1.1495063,0.8591738,1.4924037,1.0988147,1.1652446,0.49123013,1.4782252,0.69938475,1.2761477,1.1036848,0.98494714,0.8033639,1.0964379,1.119959,0.8865841,0.8239824,0.98769915,1.3290186,1.1316048,1.272513,1.1178905,0.7556575,1.349452,0.9458915,1.2413846,0.7875767,1.2683488,0.9868538,1.3328302,0.5855583,1.2117667,0.76844454,1.5177834,1.0758269,0.7392162,1.3155606,1.2297603,1.1557807,1.1475976,0.0,0.5947653,0.77811545,1.4029262,1.3690562,1.24215,0.95091844,0.9377192,1.0989183,0.9811739,1.3558183,0.97116303,1.1748928,0.6602843,1.0913906,0.3964895,0.9874648,0.69064367,0.8454217,1.4158854,0.6059879,1.3709726,1.2531123,1.3536181,0.80342793,0.8109071,0.77717704,1.106948,1.3275532,0.9854848,1.238582,1.230957,1.0490056,1.0544709,1.4017501,1.415319,0.8690745
pants,0.8463136,0.79770553,1.070379,1.0715383,0.8966285,1.1977082,0.9486528,0.8573052,0.93545246,0.9217901,0.7072381,1.1609472,0.7992613,0.6057168,1.1128494,1.3411963,1.0669633,1.1219859,0.9608222,1.0216333,1.0708852,1.275065,1.3067181,1.132193,0.99144095,0.9621991,0.9828976,1.3625727,0.943131,0.96793944,0.8594799,1.2639675,0.8177058,0.92409617,1.0156693,0.9824341,0.8669447,1.1707878,0.94506735,1.0471933,1.1499197,0.77873635,1.1722078,1.2357597,1.0308311,1.1252688,0.7731473,1.1958299,0.92563796,1.0017256,1.02844,1.0232518,0.9788919,1.1972954,0.85116696,1.066387,0.7013947,1.3733737,1.0262228,0.77768147,1.0786588,0.98897445,1.0498135,1.0096352,0.5947653,0.0,0.8839442,1.2839444,1.1767335,1.0179996,0.85496205,1.1259451,1.0394425,0.8975245,1.1992481,1.1176375,1.0189466,0.9935475,0.8891997,0.73602766,0.96439934,0.8541992,0.96788263,1.2186534,0.9110442,1.0461476,1.0908749,1.189953,0.8840525,0.9450876,0.9741918,0.8981378,1.0204548,0.8325503,1.1479938,1.2497122,0.9992418,1.073735,1.3413792,1.1713616,1.0220649
