,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
dog,1.0061566,1.1372186,1.1186533,1.109674,1.1453657,1.0950241,1.0741045,1.0662653,0.9566573,1.0149995,0.9540923,1.0656205,1.1260023,1.0725559,1.0088224,1.087272,1.236131,1.000075,0.997814,1.1923487,1.0141143,0.9201926,1.1307818,0.96553826,0.9436692,1.1053125,0.32149154,0.9324486,1.0831544,0.984347,1.041064,1.0009272,1.1273384,0.9340896,1.1650453,1.0916152,0.9573748,1.2502832,0.0,0.81485444,0.90788794,1.1090775,0.95256716,0.84905314,1.0991073,0.84196806,0.93768096,1.043574,1.0160929,0.9618018,0.7233805,1.0208597,0.9954241,1.0648863,0.8984064,0.8294395,1.2878189,0.97169363,1.0867856,0.9227468,0.93894136,1.084297,1.1560028,1.1012294,0.9030514,0.92227215,1.0882388,1.0996901,1.1536331,0.9830606,0.81910527,1.0685014,1.0597671,1.0227728,0.9284785,1.1238897,0.97998846,1.0210696,1.0475196,0.9363753,1.2386205,1.0624466,1.1475928,0.74115217,1.0236531,0.82346594,0.9632943,1.0822105,0.7392329,0.9180408,1.0196587,0.626928,0.81002444,1.0353185,1.0533458,0.7496611,1.016536,1.0035032,0.91789865,1.196404,0.9253995,0.7977979,1.0759228,0.98027444,0.97875893,0.9023218,1.1003512,0.5977908,1.0149243,1.1736181,0.9037667,0.9852638,1.0672626,1.2023008,1.0856812,1.1645675,1.0058419,0.76113236,0.87210166,1.1345317
doll,0.99756193,0.97306216,1.0687478,0.8620615,0.9310005,1.104414,0.83997804,1.2247354,0.98688376,0.7734567,1.2665671,0.913247,0.6426331,1.046959,0.73419285,0.94071615,0.81586796,1.1186857,1.2587583,0.77355814,1.0706809,1.2301393,0.8925009,1.1295744,1.1771427,1.2675037,1.0045099,0.84843993,1.0993009,1.0055053,0.87684584,0.8862883,1.1150537,0.7962251,1.06921,1.3249419,0.7392387,1.1398499,0.81485444,0.0,1.0843301,1.0922805,0.72544897,1.0144734,1.1150485,1.1635604,0.8256041,1.1711719,1.3046408,1.0632092,0.77525985,1.146467,0.6973568,1.1201612,1.2563825,0.57865185,0.9361056,0.917448,0.8798191,1.0482719,1.0887263,0.90525323,0.96736985,1.3289849,1.1047378,1.1825812,0.9059258,0.98281753,0.9419482,0.63371533,1.0180372,1.269242,1.0694499,1.1615082,1.1609797,1.1307917,1.1326629,0.9813415,0.7322531,0.9987135,0.86277425,1.2350752,1.096226,1.0555893,0.8068584,1.068657,1.0981752,1.0310106,0.92279667,1.1525478,1.1740505,0.9753024,0.78361654,0.96282214,1.0062482,0.5596066,0.9552952,1.2307216,1.1418933,1.1047872,0.86095405,1.0297859,1.2471304,0.95352244,1.0953797,0.8495486,1.0568798,0.9048089,0.9660841,0.892667,1.1623989,0.95466673,1.1006538,0.91998583,1.0389254,0.601472,0.70818675,1.0306752,1.1058885,1.3636369
door,1.1097562,1.2630684,0.8519182,1.055426,1.0871022,1.2304769,1.1029367,0.46234274,0.85704476,0.77193516,1.2613759,0.7160452,1.0114369,1.2007366,0.88317114,1.0992262,1.240191,1.2845676,1.2958138,0.875686,1.3068718,0.81929016,1.0290213,1.1524359,1.0903624,1.3333088,0.75475913,0.70475847,1.1423036,0.55196893,0.8505232,0.79382926,1.1990368,0.63864404,1.1754164,1.3912443,0.6508178,1.249865,0.90788794,1.0843301,0.0,0.91777575,0.77155495,0.78483343,1.2467066,1.2475544,0.9946555,1.2994266,1.2113607,1.2619367,1.14076,1.2176247,1.300356,0.9437154,1.2997698,1.0919836,1.2539369,0.84028286,1.1157342,1.371353,0.68386227,0.90493953,0.89146465,0.8815341,0.5855652,0.9904192,1.005454,1.1077217,0.7985368,1.0036732,0.7739759,1.3157012,1.0360976,1.3361354,1.259951,1.2737321,0.42817461,1.023299,0.9111679,0.67237335,1.034907,1.4506359,1.4478154,1.0030149,0.8769043,1.1352062,1.3645868,1.3201416,1.0892165,1.1251577,0.27851713,0.9230785,0.99197906,1.2386212,0.8017679,1.2340916,0.85232997,0.9282294,0.23305035,0.7871106,0.88988537,1.3860795,0.6006682,1.1265254,1.1292554,0.9719514,1.2640504,0.6861535,0.82187,0.9148265,1.231853,1.3427911,1.2688437,0.9768339,1.1294458,1.3034012,0.9834605,0.6989554,1.3368983,0.62734795
drawer,0.94505024,1.0071121,1.1364892,1.0557249,1.0306125,0.97153544,0.7512975,0.80380607,1.134567,1.2159892,0.66620576,0.9204789,1.2705334,0.94824815,1.1560241,0.97835374,0.90396774,1.0081228,0.7993591,0.81448466,0.75983393,0.851242,0.7611346,0.72192025,0.9361301,0.92426836,1.1356622,0.7422189,0.9700491,1.0507579,1.0711106,0.85954154,0.9619872,1.0741587,0.93127745,0.857975,1.0310231,0.8946076,1.1090775,1.0922805,0.91777575,0.0,1.1883526,1.1102533,0.8961575,0.94338655,1.211654,0.8300754,1.0624285,1.1056261,1.0597186,0.8853063,1.048435,1.2112504,0.8677316,1.1378856,0.9317655,1.3067983,1.043156,0.9911516,1.029007,1.3039342,1.0998647,0.74626374,1.0733049,0.92680395,1.0939169,1.0205554,1.0558995,1.1501976,1.1069642,0.9734155,0.8147938,0.83568823,0.76594687,0.8654539,0.7114192,1.179805,1.2447577,0.9996713,1.0261425,0.76501834,0.7558991,0.69671166,1.1555954,0.8451732,0.79208326,1.0307109,0.76421916,0.84997517,1.0461563,1.1071693,1.088163,0.95008236,1.303222,0.9825922,1.1388516,0.81560296,1.0771172,0.93208534,1.1997265,0.8753987,1.1139193,0.8128205,0.9829839,1.0261159,0.9104075,0.94862115,1.3216765,1.2317183,0.906523,0.8699169,0.9791084,1.1972871,0.6703181,1.0620979,0.9910572,1.0165205,0.92084503,0.9426301
dress,1.1305451,1.1554439,0.77419686,0.9894278,1.002506,1.2251346,1.1233271,0.99334043,0.94490254,0.68481225,1.2933668,0.8250954,0.62399435,1.1939068,0.69358635,1.0314846,1.0680977,1.229765,1.3768871,0.8652042,1.1759274,1.1682576,0.9370069,1.1969506,1.2138908,1.3538309,0.89399135,0.7900748,1.2082145,0.80107796,0.6859926,0.8662362,1.1925099,0.66484106,1.1310526,1.4428644,0.7290616,1.2132968,0.95256716,0.72544897,0.77155495,1.1883526,0.0,0.994593,1.2149628,1.2605976,0.8149054,1.2023996,1.308139,1.2359052,1.0577604,1.2763453,1.1498139,1.050944,1.3806564,0.78109586,1.1170087,0.6670659,0.87023175,1.1446939,0.9786381,0.6005049,0.80126107,1.2126713,0.9312781,1.2757858,0.84807986,0.8944288,0.7875003,0.7241346,0.921054,1.2853109,1.0235658,1.1548502,1.2732897,1.2318233,0.93639445,0.89527255,0.5516778,0.5331279,0.8863683,1.423372,1.3316314,1.0691165,0.8261807,1.1750107,1.3867226,1.1706645,0.952691,1.3009014,0.8360851,1.0604062,0.88120246,1.2062801,0.56484735,1.024161,0.701928,1.1686629,0.85165846,1.0048769,0.7987319,1.2556791,1.0390373,0.94727063,1.2039362,0.883147,1.2249079,0.8228155,0.54401505,0.8361195,1.2593129,1.1170998,1.2013991,0.8580991,1.0345836,1.0411067,0.940999,1.010339,1.1982471,1.2096668
ear,0.91852355,1.108734,1.0859253,1.1066434,1.1310686,1.0444136,1.1606472,0.8179796,0.99533296,0.95729846,1.072988,0.9620427,1.004423,1.0564809,0.8924605,0.9853096,1.1078793,1.1857187,1.1577523,0.987657,1.0712426,0.98325527,1.1308101,1.2269045,0.9641779,1.0922434,0.75690347,0.939459,1.1201687,0.90523046,0.906672,0.85871387,1.1061339,0.87635255,1.1118196,1.1507865,0.91834044,1.1800236,0.84905314,1.0144734,0.78483343,1.1102533,0.994593,0.0,1.1586685,1.1973426,1.0144644,1.1268299,1.0143374,1.0900258,1.0588795,1.0485044,1.0158228,0.9634353,1.0725741,0.96259296,1.0676777,0.9612444,1.0240039,1.1215614,0.86621034,0.96864694,1.0191747,0.83094716,0.8961042,1.1021076,1.0836728,0.8998444,1.0415087,0.88689655,0.76477873,1.140548,0.9952154,1.1425409,1.1565602,1.1650314,0.8945018,0.9274627,0.9596134,0.9216253,1.0350337,1.1288764,1.1511159,0.9337202,0.9508953,1.0815833,1.1628394,1.140407,1.1521038,1.1363444,0.84998375,0.6338817,0.7556871,1.1223538,0.9926504,1.1084367,0.8470278,0.9851462,0.84458697,1.0519892,0.9979189,1.1610299,0.92775285,1.17983,1.0670674,0.93991315,1.1216488,0.92040455,0.94775796,1.0421791,1.160135,1.2295876,0.9826707,1.0328587,0.94618744,1.081017,0.9701271,1.0262537,1.0473074,0.95596045
egg,0.98778635,0.52556115,1.2107052,0.63193256,0.52455604,0.7502228,0.7896761,1.1387918,1.1643047,1.3154105,0.99551487,1.110151,1.3365556,0.8920096,1.3224766,0.99305105,0.95280254,0.6949939,0.71716636,1.1897657,0.8360008,1.0702357,0.89808315,0.7367085,0.94230264,0.9181775,1.2598319,1.2770984,0.5065657,1.2411764,1.163899,1.1438285,0.9179628,1.3651679,0.9635142,0.6992912,1.2830079,0.6725837,1.0991073,1.1150485,1.2467066,0.8961575,1.2149628,1.1586685,0.0,0.6199179,0.99520725,1.0317032,0.8681227,0.7906922,1.108209,0.8097302,0.67448723,1.069232,0.79189765,1.2471381,0.84812045,1.1956518,1.2804381,0.81120497,1.1741877,1.2746828,1.2385647,1.073495,1.2458326,0.7092495,1.1769572,0.990658,1.1329266,1.2016693,1.2353244,0.7283875,1.2297032,0.9711078,0.7235527,0.08228266,1.222803,1.1354122,1.2975163,1.3071269,1.0800816,0.85200846,0.8677108,1.0488737,1.2649918,0.90052366,0.82953763,0.4018675,1.0356808,0.7472571,1.2871611,1.1489422,1.3375497,0.8850699,1.2268822,1.0585713,1.2637572,1.0453957,1.2065043,1.0644708,1.1690071,0.837492,1.0749625,1.1236689,0.8556553,1.0810851,0.6173752,1.2833943,1.2465551,1.1794654,0.8022291,0.9730533,0.9754169,1.3151373,1.0863404,0.73315763,1.0142182,1.0371584,0.8970564,1.0484774
eye,1.0008613,0.8391329,1.1862776,1.0202104,0.96408063,0.91781086,0.9177001,1.264552,1.1079615,1.4327058,0.6255333,1.4216692,1.4464095,0.80851686,1.4174377,1.1789447,1.1750728,0.50424695,0.38835692,1.4381539,0.8112035,0.8679337,0.9489489,0.5103752,0.84044343,0.74210703,1.0092095,1.4043981,0.6209288,1.353848,1.360873,1.2261053,0.9232927,1.4504154,1.0246394,0.4337499,1.4233809,0.72060126,0.84196806,1.1635604,1.2475544,0.94338655,1.2605976,1.1973426,0.6199179,0.0,1.0356295,0.6129969,0.517075,0.61474687,0.8367186,0.7786361,0.8773355,1.0818121,0.45897752,1.1101481,1.0507165,1.2579538,1.2478595,0.58451474,1.1817956,1.395325,1.3201656,1.0630157,1.2655407,0.56091475,1.2054217,1.1855942,1.2735122,1.308532,1.224579,0.36538053,0.9765463,0.74028087,0.33097708,0.6051837,1.1996229,1.1281104,1.4130647,1.3987768,1.3079801,0.5675764,0.7725616,0.8528236,1.2936928,0.6079067,0.47856212,0.6484889,0.83853,0.5872606,1.3793029,1.1826925,1.3165505,0.9643801,1.3433979,0.81689346,1.331504,0.9488025,1.183617,1.1255575,1.30151,0.4503882,1.0538924,0.9440982,0.78574777,1.1430686,0.7492308,1.2195308,1.3457556,1.3783537,0.37987626,0.61804205,0.88000107,1.3331043,0.93331367,1.0223402,1.189451,0.8648883,0.61051154,0.95403373
face,0.95463705,1.0159125,0.9840797,1.0122985,1.0260673,1.0230616,1.120837,1.1351035,1.0345098,0.8800093,1.1006553,1.0195804,0.7984853,1.062076,0.9891324,0.9802858,1.0551072,1.0132552,1.1491796,0.99512774,1.073769,1.1844842,1.182767,1.1615946,0.9868103,1.1496884,1.0087596,1.1094915,1.0470091,1.0242136,1.0866895,0.8946678,0.81198096,0.89999694,1.0696547,1.1487436,0.9268364,1.0637653,0.93768096,0.8256041,0.9946555,1.211654,0.8149054,1.0144644,0.99520725,1.0356295,0.0,1.0678594,1.05734,1.0079445,0.97562623,1.089503,0.8622323,1.0243025,1.0734192,1.1306099,1.0364206,0.3619631,0.8819868,0.94698304,1.0714282,0.9058914,1.0035048,1.2632357,1.0992886,1.1465755,0.96740234,1.0327963,0.9350299,0.9178256,0.95081794,1.0085326,1.2898335,1.0145622,1.0173167,1.0146377,1.0657864,1.0238589,0.6104883,1.0264734,1.0122837,1.2060925,1.1136714,1.2180138,0.91652685,1.0538752,1.1159936,1.0586717,1.2221414,1.0136884,1.0201595,0.9095274,1.1620729,1.0568478,0.8547862,0.99932796,1.079977,1.1542455,0.9299797,1.0874072,0.870623,1.0108112,1.091362,1.1721718,1.0922151,1.0111314,1.0811833,1.0205472,0.84059733,0.9133287,1.1405388,0.9911983,1.0287746,0.99902964,1.3054838,0.9452271,0.9861633,1.1390326,0.9771442,1.1392239
finger,1.0990809,1.0354034,1.0717069,1.1830674,1.1492704,1.0660589,1.0955771,1.2629532,1.307184,1.416831,0.3121826,1.4011735,1.2491772,0.92910856,1.3448558,1.0836504,1.0813034,0.6966999,0.61548287,1.273311,0.54695636,0.8511738,0.9248899,0.6722876,1.0495185,0.4928015,1.1685296,1.170379,1.0005765,1.3517699,1.2195992,1.1706859,0.90595824,1.3079,0.88091564,0.48622334,1.4240266,0.73058397,1.043574,1.1711719,1.2994266,0.8300754,1.2023996,1.1268299,1.0317032,0.6129969,1.0678594,0.0,0.81877655,0.79417574,0.69041073,0.89808464,1.128092,1.2040801,0.4642467,0.9335904,1.0059837,1.1342262,0.69843876,0.40491462,1.1450655,1.2550329,1.162017,0.94255817,1.2605174,0.93282336,1.0668975,1.0284002,1.2293506,1.075345,1.24141,0.40953028,0.6193661,0.41384757,0.5255458,0.93880486,1.2966229,1.1394758,1.2696059,1.1224767,1.1597389,0.32833534,0.32633293,0.7601109,1.2023768,0.7418338,0.48847044,0.8504448,0.8275756,0.7651712,1.4007604,1.2814803,1.091059,0.97367734,1.2233429,0.7975651,1.024498,0.9146557,1.325321,1.2503412,1.4156601,0.3922305,1.2247012,0.64024436,0.900335,1.2349477,0.8475405,1.1321344,1.1739137,1.3774748,0.63079476,0.22875166,0.88887185,1.1064572,0.6147232,1.1642449,1.1927972,1.1040559,0.4868828,1.1144154
fish,0.85928833,0.91758925,1.1680459,1.1340861,1.1162881,0.88394016,0.9697268,1.0921153,0.99875134,1.2709972,0.64105046,1.299757,1.3985841,0.671568,1.3002963,1.1322527,1.0971922,0.4358127,0.2913391,1.3783523,0.92351055,0.9041007,1.0873021,0.7010968,0.54262745,0.6468476,1.1041136,1.3422463,0.76477134,1.232927,1.3616575,1.2138038,0.88538647,1.3260213,0.9983254,0.28367132,1.2973467,0.74154055,1.0160929,1.3046408,1.2113607,1.0624285,1.308139,1.0143374,0.8681227,0.517075,1.05734,0.81877655,0.0,0.43631184,1.0688231,0.74595624,0.91402906,1.002393,0.47286856,1.2583869,1.0208032,1.2500634,1.3051531,0.80887043,1.1433136,1.2888236,1.3289258,0.96851516,1.052899,0.61114293,1.2365103,1.2081527,1.215622,1.33687,1.0726435,0.3199917,0.9695598,0.9456433,0.6647969,0.84835637,1.124944,1.1499434,1.3133564,1.3814989,1.3031962,0.4577325,0.8827764,0.99178207,1.2016636,0.6551218,0.49901247,0.7719576,1.0528148,0.63929296,1.2237114,1.1083003,1.3117976,0.9917175,1.2380835,1.0858197,1.2856524,0.9304762,1.0980195,0.99904144,1.128861,0.6626617,0.98157203,1.1094564,0.820066,1.2168986,0.79039764,1.2390305,1.2912462,1.1913309,0.6084555,0.8746106,0.79541713,1.2761091,0.9763442,1.0963058,1.1420414,0.9372056,0.81562984,0.89128137
flower,1.0611061,0.76069206,1.3793782,1.0507717,1.0063851,1.0098555,0.6429126,1.2758335,1.1098725,1.351267,0.8411716,1.311413,1.4325297,0.7885051,1.2907836,0.9815392,0.98509294,0.22586,0.346362,1.2774687,0.90075284,0.8528968,0.83547205,0.55618995,0.5267137,0.78852713,1.2469516,1.2391615,0.60066724,1.2879438,1.2977436,1.1673821,0.8296771,1.4256872,1.0027378,0.36634016,1.2946007,0.66192937,0.9618018,1.0632092,1.2619367,1.1056261,1.2359052,1.0900258,0.7906922,0.61474687,1.0079445,0.79417574,0.43631184,0.0,0.9282422,0.6510097,0.89211535,1.0405717,0.5143417,1.214173,0.8944907,1.1977205,1.3253465,0.56613696,1.1856487,1.281786,1.2933424,1.08177,1.0850608,0.4453463,1.2226254,1.2471082,1.2428719,1.3827908,1.1132778,0.465706,0.9746725,0.89794517,0.6919447,0.79706514,1.1924967,1.144099,1.3325444,1.4203454,1.3156245,0.48073322,0.776777,0.99272555,1.2952853,0.44031262,0.49638456,0.6782459,0.7506742,0.45796132,1.3054366,1.163453,1.2658997,0.9696758,1.3547921,0.92977977,1.3495388,1.0202531,1.2557153,1.1694784,1.2081705,0.5613998,1.2128795,1.131565,0.75299275,1.2696079,0.6205136,1.0146396,1.3874079,1.2903012,0.6992801,0.8516983,0.8403845,1.4013152,1.0506557,0.90764827,1.0596973,0.7542528,0.749162,1.083848
foot,1.2248875,1.012568,1.134955,1.0788598,1.0599964,1.1032541,0.9620506,1.1132836,1.0779018,1.2238193,0.8848269,1.3086739,1.1084448,0.99480087,1.1222317,1.0626131,1.1229147,0.95067096,0.92772806,1.2515793,0.7355211,0.9054341,0.8839502,0.8789824,1.0646808,0.9772765,0.8305577,1.1640384,0.96180135,1.1527013,1.0705599,1.0438294,1.0213124,1.184123,0.99221635,1.0156,1.2244244,0.9911833,0.7233805,0.77525985,1.14076,1.0597186,1.0577604,1.0588795,1.108209,0.8367186,0.97562623,0.69041073,1.0688231,0.9282422,0.0,0.9684253,1.0545975,1.1378036,0.7932485,0.61475545,1.095223,1.082886,0.82628274,0.7376202,0.95769435,1.1850569,1.1160363,1.1355648,1.1832584,0.9055761,0.9714958,1.0228722,1.1440169,0.8211326,1.152582,0.93933594,0.88183224,0.67822355,0.756377,1.0605351,1.1428399,0.9590157,1.1747962,1.1216713,1.1866254,0.903795,0.8190938,0.80773985,1.0467376,0.7662357,0.7513128,0.98275936,0.82203865,0.89353883,1.2601104,1.1162238,0.98752785,1.0116969,1.2356282,0.36667877,1.0753787,1.0139955,1.1476768,1.1354749,1.2144654,0.61054116,1.0612327,0.6538253,0.9306653,0.95451975,0.97796607,0.9290314,1.1286404,1.249206,0.7346682,0.5056672,0.92466336,1.1558058,0.8712015,1.0954062,1.0315417,0.9942098,0.84319234,1.0511717
fork,0.8691992,0.7575435,1.417126,1.1042274,1.0531266,0.8573955,0.80176485,1.1341965,1.1843148,1.5165405,0.7877263,1.3865774,1.4144809,0.7253206,1.4031895,1.049382,1.0344696,0.6123077,0.63174045,1.3443046,0.8418815,0.5506765,0.9063555,0.64967275,0.7617023,0.7649084,1.1705227,1.2811806,0.57585114,1.2844216,1.1377051,1.0681878,0.8168764,1.544451,0.864823,0.5207406,1.4272535,0.85429424,1.0208597,1.146467,1.2176247,0.8853063,1.2763453,1.0485044,0.8097302,0.7786361,1.089503,0.89808464,0.74595624,0.6510097,0.9684253,0.0,0.77762365,1.0973432,0.5697856,1.1950394,0.9668198,1.3062483,1.2412015,0.7732832,0.9683383,1.3303716,1.2959111,0.76721126,1.1474726,0.40420216,1.2780433,1.1167895,1.306695,1.3111749,1.1032996,0.78387606,0.96508443,0.8123612,0.762487,0.8101753,1.0569836,1.1302963,1.3767664,1.3374178,1.2284966,0.6513092,0.7392852,0.8892017,1.3734691,0.60146135,0.68233085,0.84241104,0.7936568,0.66039735,1.3002468,1.08427,1.204311,0.35439563,1.4113615,0.9347965,1.3153398,0.5765101,1.2753348,1.1106119,1.308168,0.6866146,1.1353852,0.96567565,0.16866255,1.0920485,0.7424692,1.0372922,1.4295943,1.3728065,0.7141746,0.9024002,0.77660584,1.3051475,0.8897246,1.0337753,1.0084437,0.62416637,0.8005469,0.89527154
frog,0.4680431,0.52494955,1.2933235,0.8486709,0.86886847,0.64105684,0.88987255,1.2562306,1.101076,1.1393578,1.0511626,1.1729637,1.0348375,0.69573075,1.1005447,0.89550745,0.7016252,0.9130397,0.9921268,0.92996436,0.9467812,1.1460826,1.0448341,0.9890681,0.94339144,1.006124,1.2076004,1.2477424,0.7876846,1.2304282,1.2420244,1.2004592,0.86931396,1.2492477,0.9289631,0.8377012,1.1560661,0.83464617,0.9954241,0.6973568,1.300356,1.048435,1.1498139,1.0158228,0.67448723,0.8773355,0.8622323,1.128092,0.91402906,0.89211535,1.0545975,0.77762365,0.0,1.0741279,0.89807343,1.0344231,0.67539346,1.1191632,1.1389586,0.9718359,1.1649973,1.1386213,1.2796557,1.2026815,1.2835042,0.9092967,1.2255256,0.97948533,1.1720116,0.90385854,1.0285709,0.99175227,1.2118512,0.94782996,0.9174215,0.6924744,1.2536186,1.0900123,1.1240368,1.3640375,0.83892214,0.954599,0.952537,1.1122661,1.0436966,1.0045923,0.88214844,0.732775,1.0776712,0.924592,1.3576515,0.9073824,1.1860231,0.62091565,1.1676983,0.782162,1.3025241,1.0571804,1.2577671,1.1087333,1.0248439,0.8637067,1.226688,1.2083514,0.78162956,0.925414,0.63873124,1.2222798,1.185868,1.0212593,0.96658546,0.9928851,0.873684,1.1487926,1.0492116,0.46357834,0.7430032,1.0838116,0.8873174,1.1921492
glass,0.8908342,1.0653591,1.0081917,1.0527505,1.0522707,0.9754834,1.10451,0.8685375,0.66765666,0.8733794,1.1429596,1.0311979,0.898612,1.0771716,0.91342896,1.1240158,1.0637147,1.1427045,1.1070473,1.009919,1.2962106,1.0822779,1.3089876,1.1167853,0.96639717,1.0506206,0.7298167,1.1172954,1.0223521,0.9386657,1.0428399,0.9783153,0.9446696,0.98923755,1.1719738,1.0985171,0.95274764,1.1515517,1.0648863,1.1201612,0.9437154,1.2112504,1.050944,0.9634353,1.069232,1.0818121,1.0243025,1.2040801,1.002393,1.0405717,1.1378036,1.0973432,1.0741279,0.0,1.0374563,1.1844778,1.140553,0.9770444,1.0557646,1.1525761,1.009202,0.7768533,0.9300381,0.9372679,0.9590943,1.0096076,1.0926298,0.93921757,0.9642927,1.1536846,1.0722907,1.1280394,1.0801743,1.0768862,1.1746328,1.1392827,1.0203843,0.72732353,0.9238634,1.1006833,0.9815715,1.180749,1.1773591,1.0237777,0.8958342,1.0678302,1.083684,1.1395591,1.230922,1.0847617,0.70764226,0.92503977,0.9829974,0.99513227,0.815223,1.1922889,0.96805066,1.0057567,0.8766092,0.9187751,0.8584305,1.2231644,0.6866308,1.2208412,1.1486428,1.0897962,1.0832213,1.1775718,0.8403263,0.75757897,1.2114499,1.2604975,1.051676,0.9301816,1.1627811,1.1399338,1.0488328,1.1094412,1.1457901,0.6822506
glasses,0.98788995,0.8973109,1.3549479,1.1949085,1.1558018,0.9422671,0.8979517,1.1050259,1.2034773,1.5276458,0.3495025,1.5142963,1.5808045,0.86964405,1.4833058,1.1823786,1.1887207,0.46930575,0.31113982,1.4802256,0.7791071,0.73152196,0.9945459,0.45239186,0.6973709,0.6656629,1.0345185,1.3257246,0.6984849,1.3913566,1.3941985,1.1935891,0.8640029,1.5491314,0.99428445,0.26185596,1.5141208,0.7373704,0.8984064,1.2563825,1.2997698,0.8677316,1.3806564,1.0725741,0.79189765,0.45897752,1.0734192,0.4642467,0.47286856,0.5143417,0.7932485,0.5697856,0.89807343,1.0374563,0.0,1.1931117,1.1115079,1.2868373,1.1635886,0.41243643,1.0201441,1.4209876,1.4431915,0.8801651,1.191327,0.42510736,1.3238393,1.2361686,1.3189671,1.3630209,1.2276967,0.33634877,0.8268705,0.47190398,0.46708226,0.7883927,1.2204736,1.1625234,1.5208471,1.4418097,1.40948,0.3174845,0.5193776,0.63396084,1.3160481,0.47394824,0.32342696,0.8323229,0.7672268,0.44653368,1.4124401,1.206883,1.2924757,0.73194665,1.4033129,0.8123077,1.2911888,0.74953735,1.2853334,1.1600077,1.3634815,0.2692386,1.0765344,0.861023,0.6696371,1.272923,0.7228781,1.1068769,1.3664641,1.4175577,0.4891067,0.53907955,0.8953823,1.4150487,0.7602371,1.1557493,1.0904905,0.85350657,0.4051972,0.8814102
glove,1.154952,1.133168,0.8531071,0.9898872,0.99414873,1.148434,1.0332491,1.109132,1.0778494,0.9862051,1.1037331,0.97025865,0.7328488,1.0996821,0.84320116,1.0062513,1.0461223,1.1749208,1.2577847,1.0214185,0.9194199,1.1918315,0.85251397,1.1939976,1.2135144,1.1283808,0.9305257,0.9132931,1.1513655,0.99121195,0.82426584,0.91534865,1.208504,0.8893474,1.1501223,1.3045568,1.0020413,1.1608125,0.8294395,0.57865185,1.0919836,1.1378856,0.78109586,0.96259296,1.2471381,1.1101481,1.1306099,0.9335904,1.2583869,1.214173,0.61475545,1.1950394,1.0344231,1.1844778,1.1931117,0.0,1.0823743,1.0492569,0.7022514,0.9355506,1.0248578,0.9978777,0.8436917,1.0868411,1.0792315,1.2139665,0.7972976,0.885553,0.9706266,0.29691625,0.86616576,1.1976591,0.6520375,0.95392513,1.105576,1.2112919,1.1721385,0.96957767,0.92153555,0.84660816,0.9320266,1.0901383,0.9573887,0.951813,0.93531024,1.1811323,1.1222457,1.0570668,0.8678303,1.2552702,1.1825234,0.9234598,0.6649555,1.0815277,0.99069923,0.48199654,0.7245294,1.1513588,1.1594992,1.0201375,1.0034761,0.8896441,1.1363058,0.53203213,1.0664226,0.6893164,1.1899091,0.8710449,0.91954005,1.1136962,0.90036166,0.7263872,0.9942342,0.7271646,0.71295273,0.92435616,1.0745245,1.079443,0.971805,1.3557868
gum,1.062732,0.7493676,1.2118229,0.8345966,0.8620373,0.8997242,0.73574305,1.1895272,1.1633801,1.1006953,1.1187528,0.8468562,0.94409174,0.93392867,1.0285711,0.82250714,0.2246226,0.8592274,0.99093837,0.5223194,0.85696137,1.1568062,0.80785954,1.0371996,0.91244227,0.9712913,1.4420332,1.0547898,0.91309553,1.1942894,1.1078327,0.9260937,0.63975495,1.1788412,0.63500875,0.9069076,1.0901879,0.35165238,1.2878189,0.9361056,1.2539369,0.9317655,1.1170087,1.0676777,0.84812045,1.0507165,1.0364206,1.0059837,1.0208032,0.8944907,1.095223,0.9668198,0.67539346,1.140553,1.1115079,1.0823743,0.0,1.1324556,0.9391553,1.0402474,1.2249084,0.9788415,0.9974515,1.0374589,1.2360507,1.0807792,1.0393859,0.96679074,0.9696071,1.033142,1.0926605,1.0532864,1.0400301,1.0591077,0.98607635,0.81873345,1.1053101,1.168408,1.0436156,1.1973755,0.42727506,0.93785566,0.7667159,1.2538726,1.0440141,1.0279813,1.0125773,0.8932251,0.9891515,0.96950525,1.179152,1.129044,1.0671189,0.93120426,1.1725981,1.0684397,1.2022618,1.2003802,1.275696,0.9670211,0.99999905,1.1344547,1.2812829,1.1287668,1.0885762,0.9479425,0.8358801,1.1976521,1.2539904,0.7358863,1.1447941,1.0884297,0.78110576,0.9061325,1.0428628,0.42800736,0.7251897,1.1761482,1.0931137,1.2443658
