,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
pajamas,1.118509,1.1133982,1.4593147,0.37594986,1.2460146,1.219082,0.7896659,1.124573,0.74145836,0.4041528,1.4879911,0.6806244,0.15614092,1.3612751,0.29246187,0.86107075,1.1271118,1.5453956,1.4201716,1.0378929,0.9899405,1.5152996,1.3163271,1.4598621,1.369649,1.3463867,0.61003566,0.82580125,1.5604941,0.851421,1.1081696,0.9223321,0.60894674,0.8573573,1.510598,0.6286861,1.5782526,0.7950324,0.85179394,0.5669126,0.9846418,1.2247859,0.6518626,0.7719326,0.89921904,1.308476,0.76814806,1.1656983,0.8501849,0.98267174,0.8422401,0.7557585,1.1220859,1.029604,1.4014442,1.2355828,0.8937617,1.3000343,0.7656984,0.85958254,1.1781405,0.7119709,0.6278624,0.6149051,1.2180392,1.2105092,1.3881927,1.3514493,0.4758023,1.1107848,0.43090892,1.2533045,1.2438474,1.6074562,0.71462536,0.85351866,1.0567902,1.0217031,0.43484008,0.701484,0.8784273,0.88666177,1.321099,1.1187596,1.0332929,1.3035297,1.3960106,0.75571793,0.6416335,0.0,0.4770311,0.6435095,1.4799253,1.474341,1.2221525,1.2275671,0.92915785,1.2879068,1.1207612,1.2591195,1.4440324,0.6591647,1.395468,1.3500719,0.9704045,1.0629796,1.15327,0.900986,0.568272,0.9672589,0.33421636,0.9675993,0.53233504,1.3998163,0.6924614,1.1441447,1.0506526,1.4826033,0.6536932,1.4410357,0.89915955,0.85770136,1.3998924,1.0060754,1.343928,0.71633303,0.39611936,0.5403022,1.5334016,1.1563451,0.9439385,0.94575816,0.8550061,1.1861492,0.91854084,0.9857077,1.418934,1.4507028,1.3957024,0.9214601
pants,1.1033013,0.94283324,1.3444467,0.4401654,1.3073672,1.2232922,0.8514085,1.17806,0.72590846,0.676533,1.2693933,0.48895216,0.6025245,1.3419279,0.63691115,0.93000805,1.2218784,1.4259784,1.4469377,1.062441,0.9916657,1.3258157,1.2496986,1.1505848,1.3277087,1.1622877,0.6866356,0.49019957,1.391315,0.8143195,1.0383415,0.99919873,0.4804417,0.7865927,1.3644371,0.7825073,1.436058,0.9874722,0.9495458,0.9947799,0.85833013,1.1480856,0.5432899,0.92309093,0.9455442,1.2160819,0.82149625,1.0279828,0.8833995,0.9059099,0.8613778,0.8659859,1.3559514,0.7789372,1.3124435,1.3798465,0.8557457,1.249047,0.71450883,0.93354714,1.3476341,0.7130083,1.0511286,0.7282281,1.1476636,1.1943485,1.3129345,1.3209852,0.6423843,1.196284,0.10303444,1.0147637,1.2575485,1.4698418,0.66266423,0.95876837,0.9349501,0.7312708,0.6597054,0.6473502,0.88607603,0.91182566,1.2547953,1.0539119,1.0109487,1.3619266,1.3137257,0.49777192,0.8608743,0.4770311,0.0,0.8012746,1.3173022,1.2944826,1.3153789,1.1912239,1.1589655,1.3361682,1.3053992,1.2632341,1.4321039,0.8802985,1.3065944,1.3054193,0.81528103,1.08801,1.1276141,1.1536183,0.79775006,1.0615562,0.28019977,0.9595018,0.16922277,1.2934401,0.58459324,0.91611207,1.2217764,1.2485871,0.8351581,1.2471976,0.9519968,1.0347512,1.2789826,0.97784495,1.3097287,0.88366705,0.328125,0.7029032,1.440259,1.0327266,1.063845,1.0177788,0.8712967,1.3946923,1.116889,1.0703235,1.326571,1.2223545,1.1897061,0.92286944
paper,0.94867116,1.1162708,1.4761302,0.56051517,1.2471224,1.261374,0.72729933,1.070129,0.5931728,0.68093,1.4761425,0.72694135,0.46244216,1.2686405,0.65124583,0.79365015,0.51199514,1.435394,1.1845825,0.6162575,0.8696491,1.3283429,1.12469,1.3804042,1.2051572,1.361946,0.8543074,0.9737037,1.3361118,0.8654177,1.0139041,0.81750625,0.77569306,0.8054392,1.3880063,0.72784495,1.4121468,0.65147454,0.928095,0.9843931,0.9794121,0.91389644,0.7480878,0.8643061,1.0261242,1.4064231,0.9509301,1.193377,0.9056646,1.0989076,0.8775416,0.7601609,1.0275977,1.1307521,1.3533034,1.0716362,0.81969327,1.3679428,0.9071435,0.9918551,1.0102059,0.9168183,0.8969997,0.75672626,1.3787744,0.9939795,1.2456927,1.3213165,0.7589103,0.99861604,0.8239144,1.2170949,1.0272981,1.3277843,0.8491919,0.76462466,0.8845424,0.98702,0.6935518,0.8261063,1.0152601,0.81271327,1.3641635,0.96042824,1.1534531,1.4146141,1.4208109,0.86504596,0.74021447,0.6435095,0.8012746,0.0,1.3372481,1.3184983,0.9572858,1.2451618,0.8563577,1.2195334,0.8680057,1.1136415,1.3867747,0.8380108,1.3319769,1.355886,0.93026316,0.94780153,1.0534675,0.9670789,0.85635114,0.7377302,0.7203124,0.940824,0.90072906,1.2617646,0.63715374,0.8457947,1.1537266,1.4445058,0.8445965,1.3467183,0.8462049,0.8967644,1.2099576,1.0486231,1.2750852,0.9437426,0.7295065,0.4754042,1.2777481,1.2606972,0.7444918,0.9346223,0.92237705,1.1300771,0.6768773,0.9522447,1.239832,1.3285968,1.4140568,0.994122
pen,0.9432337,0.7759476,0.3919958,1.4419227,0.932914,0.82843614,1.2016034,1.0660399,1.3472284,1.4661407,0.17713928,1.3774812,1.5374408,0.5347762,1.4710338,1.212939,0.9200583,0.28033274,0.6764459,1.2413205,1.1623528,0.63364065,0.7392517,0.39008594,0.6941416,0.486215,1.3287166,1.2548907,0.2933209,1.2261707,0.9702383,1.2720191,1.3840724,1.075722,0.06823969,1.4989967,0.26965523,1.3470201,1.3296871,1.4389069,1.1791412,0.92272896,1.1181741,1.3497689,1.115912,0.5830958,1.153253,0.6303438,1.2412457,0.8227213,1.1720378,1.2090776,1.0420265,0.6981324,0.4278292,0.9824842,1.301312,0.43067944,1.1969023,1.1039965,0.8410195,1.3085126,1.1274483,1.268969,0.6942259,0.8157942,0.8091422,0.64001036,1.4117562,1.152634,1.3456988,0.5584558,0.98991525,0.3360908,1.2694936,1.3183906,1.0628479,1.0158197,1.5818069,1.3346074,1.1118305,1.3093961,0.29395568,0.72822434,0.7856509,0.6818037,0.6062004,1.2438618,1.3270998,1.4799253,1.3173022,1.3372481,0.0,0.057717085,1.1244894,0.66504157,1.0624329,0.94917506,0.98484963,1.0122596,0.52744806,1.4014957,0.83143985,0.71333826,1.1944625,1.1719253,1.0417999,1.140429,1.3696477,1.177043,1.4041104,1.2428492,1.202409,0.8309524,1.4001622,0.73338795,0.97145504,0.24389458,1.2437562,0.27156353,1.2306758,1.1138551,0.73348975,1.0893294,0.7893969,1.4119585,1.4124578,1.4509444,0.61573845,0.67352694,1.1708491,0.7908951,0.9713603,1.0318305,1.311389,1.1302525,0.5911565,0.6370936,0.3322205,1.1005667
pencil,1.0060557,0.7720294,0.39467692,1.441782,0.92780566,0.79725283,1.147644,1.0273439,1.3761876,1.4923576,0.1785931,1.4069154,1.5417547,0.5917251,1.5085225,1.2257687,0.8926092,0.2914368,0.7175376,1.2198908,1.120286,0.62452936,0.7419658,0.35984117,0.74547005,0.41175222,1.393534,1.2374116,0.32866144,1.2556405,0.9470426,1.2698551,1.4175026,1.0051831,0.07617569,1.5170808,0.30585313,1.3219614,1.3659801,1.4180652,1.1945746,0.9039662,1.144074,1.3427131,1.0494252,0.5810561,1.235953,0.6693736,1.2529622,0.7392622,1.1704314,1.213422,1.022328,0.6848486,0.40878946,0.9880869,1.2757645,0.41309047,1.1453232,1.1720238,0.77092546,1.2925694,1.1537609,1.1921369,0.66126585,0.8288903,0.8230933,0.64129627,1.423197,1.1595352,1.3369254,0.48592544,0.9669805,0.3887949,1.2689111,1.3046856,1.03231,0.98171365,1.5528387,1.3519533,1.0994381,1.3108914,0.3229465,0.7322074,0.7229269,0.7503036,0.6116115,1.2552211,1.3614559,1.474341,1.2944826,1.3184983,0.057717085,0.0,1.1398346,0.7106277,1.0541525,0.97109413,0.99317753,1.0297974,0.53839767,1.3756945,0.82294893,0.71265584,1.209189,1.2014567,1.0629838,1.151293,1.3793464,1.1205119,1.4034612,1.175088,1.1748095,0.74149656,1.3974771,0.7969772,0.96291274,0.2437526,1.322368,0.3040973,1.1884722,1.1450214,0.6700309,1.1323097,0.782966,1.3620739,1.4174671,1.4664474,0.6104932,0.6172229,1.1062509,0.65063906,0.9732132,0.9897767,1.3171127,1.1633042,0.5762997,0.5774346,0.3057027,1.1629606
pig,0.824322,1.192238,1.0936193,1.162235,0.8155903,0.94508386,1.1051308,1.0027655,1.0816064,1.0883281,1.1453804,1.155428,1.1000091,0.93233865,1.0977874,0.95312196,0.82575047,0.9927177,0.9561861,0.8796849,0.99166137,0.99495316,0.889176,1.1291007,0.8392442,1.1202973,1.0796233,1.1939107,1.0181518,1.0042931,0.89045167,0.87191635,1.139891,1.1092322,1.1198293,1.0307294,1.0232283,0.9964072,0.84180045,0.8952203,1.0537457,0.9215772,1.1532094,1.0125217,1.0113928,1.0817859,1.0446353,1.2065097,0.9997802,1.230325,1.0527737,1.05452,0.8627103,1.2169609,1.0519742,0.72322536,0.9476042,1.2006357,1.1550341,1.0511695,0.9199761,1.0866334,1.0613046,1.1698397,1.1425247,0.98921335,0.6558269,0.93345845,1.1095645,0.8328838,1.3033834,1.1748743,0.84399927,0.96373624,1.04586,0.90000546,1.072839,1.1316519,1.0056504,1.0642349,1.0902936,0.96107614,1.1250408,1.0701205,1.1127291,0.94474244,0.98828965,1.1853776,0.99465245,1.2221525,1.3153789,0.9572858,1.1244894,1.1398346,0.0,1.0905683,1.0067348,0.89796317,0.9672389,0.647312,0.9231281,1.0124781,0.96638054,0.94948936,1.0778757,0.8704139,0.76343036,0.9587064,1.0593642,0.8779751,1.2047063,0.964328,1.2983835,0.9317718,1.1006174,1.1458029,0.99853396,1.1801051,1.0776916,1.0980284,1.0036912,1.0036982,0.93535614,0.8412048,1.0108778,0.94311357,1.1484268,1.0626495,0.98175985,1.1707217,0.9019161,1.1495544,1.0806634,0.7705873,0.852517,0.9197921,0.85794365,0.92786956,1.188546,1.0341064
pillow,0.81327325,0.6955533,0.6981298,1.3766954,0.99023706,0.9287411,1.2056569,0.68906856,1.3697991,1.2447422,0.4843433,1.0988878,1.2988374,0.70607835,1.0260056,1.3288336,0.9297441,0.58543354,0.83228004,1.0581232,0.91111475,0.6010351,0.7929622,0.4907478,0.74931616,0.9004468,1.164284,0.7935474,0.6151849,1.224154,0.95851666,1.2672085,1.0243343,1.1891308,0.675863,1.207421,0.5520544,1.4340556,1.1275759,1.1067492,1.05723,1.0037984,1.0834483,0.9859618,1.1048201,0.808419,1.0548534,0.91441965,1.3025105,1.0105331,1.0662153,1.0101712,1.0826491,0.84116775,0.69984525,1.0134248,1.3688247,0.7650472,0.7998454,1.2039713,0.9418694,1.2961972,0.9713243,1.2632697,0.6548795,0.83993924,0.75922954,0.79287016,0.9937226,1.0772573,1.1918647,0.79720056,0.82602507,0.52984107,1.0937083,1.1938916,1.0326488,1.1318123,1.2027891,1.2962797,1.2558467,1.2449087,0.8308955,0.4180311,0.9561752,0.59348243,0.8249333,1.0557083,1.2645296,1.2275671,1.1912239,1.2451618,0.66504157,0.7106277,1.0905683,0.0,1.0866116,0.718377,1.133477,0.9338349,0.7514604,0.9326273,0.5901715,0.6057624,1.0261209,0.8879827,0.91780025,1.3226447,1.202029,1.3914623,1.2534091,0.9777009,1.0196391,0.7810532,1.2820272,0.95805687,1.0108248,0.5637967,1.2381299,0.68285364,0.7863275,1.2250192,0.8339133,1.221378,0.8557284,1.1635926,1.323342,1.4394244,0.693063,0.88971627,1.2306328,1.1829982,0.44661427,1.0914857,1.3047832,1.2045113,0.74409926,0.70573807,0.7719258,0.99694663
pizza,1.0212317,1.1934675,1.0562034,1.0012034,1.0824354,1.0105883,0.86131334,0.81635547,0.9506126,1.1509907,1.0603523,1.1670076,0.9285724,0.95273936,0.966264,1.0505183,0.93684155,1.1073241,0.776608,0.9001347,0.7210593,1.0954746,0.8840487,1.0942596,0.91029054,0.94809884,1.0087979,1.2715966,1.1049415,1.1734321,0.95245016,0.8650597,1.2254162,0.64058495,1.0208124,1.0219713,1.1333057,0.609042,1.0635543,1.1028512,1.0698622,1.0314456,1.1048456,0.9887799,1.0169435,1.1177728,1.0762264,1.189789,1.0205371,1.0609263,0.8595177,0.70028317,0.6544211,1.0994786,0.89492404,0.87531507,0.9121665,0.9732931,1.1422143,1.0738523,0.7693615,1.0132048,0.8748812,0.95518935,1.1918294,0.9529819,1.0509129,1.089196,1.071046,0.9544498,1.1648811,0.89800113,1.0449576,1.1404262,1.0822412,0.9397421,0.9496949,1.1754723,1.1142513,1.2145653,0.9504466,0.76543844,1.1095437,0.9994782,1.0285035,1.0986599,1.039271,1.1076114,0.9134191,0.92915785,1.1589655,0.8563577,1.0624329,1.0541525,1.0067348,1.0866116,0.0,1.0651106,0.653963,1.0281624,0.96967447,1.077754,1.1395315,1.1594433,1.0142871,0.850334,0.95853627,0.6153115,1.0034838,0.9367403,1.0529941,1.0810767,1.1685984,1.0655799,0.990855,1.0028589,0.9673507,1.1247177,0.967105,1.1356704,1.2094233,0.61254704,0.9393751,1.1635042,0.8557936,1.1106929,1.1138643,1.0072093,1.0576496,1.0967302,0.95872474,0.9174283,1.0257237,0.99092484,0.7498096,1.0473255,1.0165054,1.1486895,1.1705551,1.0337502
plant,0.96715236,1.0253706,0.8716675,1.3092911,1.0156085,1.0420462,1.2707009,0.88928413,1.1064227,1.0982814,0.86516094,1.103691,1.3158088,0.7141344,1.153866,1.1358532,0.9723842,0.71694434,0.82460284,0.9699953,1.1781219,0.7304595,0.92282856,0.83280396,0.85211116,1.050183,1.1288674,0.94534904,0.87081254,0.97812194,0.9887912,1.2615976,1.0593263,1.2877945,0.94380593,1.014048,0.754891,1.0549047,0.9757843,1.0247381,0.8925363,1.035087,1.2113678,1.069151,1.0629519,1.0437921,1.0759022,1.1296713,1.1190753,1.2586792,1.0535319,1.1983745,0.64015746,1.2780432,0.89294714,0.87716216,1.0277593,1.0089049,1.225697,0.8840263,1.0871199,1.0633895,1.0160416,1.2920653,0.9047161,0.9107728,0.7397711,0.7308007,1.1008769,0.91564065,1.2971134,1.0483204,0.63594913,0.6951592,1.0613909,1.0016322,1.1518687,1.3120756,1.2419059,1.1381035,1.2236973,1.2035091,1.0448515,0.94354224,1.1766746,0.7987595,0.9315506,1.076212,1.0795274,1.2879068,1.3361682,1.2195334,0.94917506,0.97109413,0.89796317,0.718377,1.0651106,0.0,1.0078905,0.76264894,0.8149836,0.97881675,0.65938544,0.78333795,0.80821586,0.9733465,0.87593126,1.0997841,1.1205244,1.2124629,1.2730076,1.0307232,1.3019332,0.82550156,1.1067383,1.1166676,0.76238465,0.98300093,1.0577455,0.94637954,1.0487446,0.91782755,1.020676,1.0349975,0.72213924,1.0047153,1.2098922,1.1529838,0.9066841,1.1756585,1.1758603,1.2328101,0.97908777,0.9536799,1.0468681,0.7238248,0.85013914,0.69476986,1.0346675,0.80428755
plate,1.0283903,1.2129002,1.0528406,1.1590304,0.8451873,0.7840504,0.90780413,0.9224615,0.6847517,1.0505533,1.0003906,1.1087662,1.0395298,1.119583,1.0738014,0.7258926,0.6933067,1.0003605,0.20793486,0.646656,1.171761,0.8100405,0.92800546,1.0299784,0.8756732,1.0536497,1.2926891,1.250287,0.9535901,1.0624794,0.92894936,0.97366774,1.2420009,1.07535,0.940545,0.88813096,0.8990583,0.40003228,1.1659882,1.05347,1.1493567,0.7967365,1.1783457,1.1586676,1.1316682,1.1241772,1.1512859,1.2637693,1.150048,1.1608748,0.9806336,1.1463001,0.49735886,1.2972572,1.0688944,0.7517705,0.91941774,1.084111,1.2002277,1.0357895,0.6559509,1.2873025,1.0411146,1.0963606,1.2309167,0.9468368,1.0486472,0.90259784,1.1752223,0.8588761,1.3119624,1.1166128,0.9852527,0.9236617,1.2852854,1.000677,0.9105923,1.2315814,1.0841463,1.0263275,1.1681416,1.071935,1.0953707,1.0736585,1.1475201,1.1915163,1.0207027,1.1657486,1.0686618,1.1207612,1.3053992,0.8680057,0.98484963,0.99317753,0.9672389,1.133477,0.653963,1.0078905,0.0,1.027503,0.9227379,0.95855445,0.9988597,0.9820799,1.0597647,1.067829,1.1834589,0.4285143,1.0947462,0.6568972,1.2724279,0.9448217,1.2882864,0.83477163,1.02778,0.6271148,0.84897625,1.0633438,0.9970888,1.1257652,1.0551219,0.7050487,0.7618705,0.91101044,0.8871186,0.9912671,1.1605973,0.7592881,0.72965515,1.2563452,0.7560774,0.8515732,1.1889985,0.5762448,0.30785775,1.04767,0.9860957,1.0815392,1.1218723,1.1283164
pony,0.7651744,1.0662329,1.0141207,1.2291744,0.8909491,0.92576766,1.1682038,1.0014002,1.1728288,1.100055,1.0114022,1.13257,1.2366784,0.7808693,1.1249603,1.073756,0.8625985,0.9424091,0.974006,0.9855787,1.1093645,0.9679531,0.73398733,1.0696708,0.7562323,1.0619948,0.91358936,1.1018848,0.9234083,1.0867493,1.0750496,1.10396,1.1330676,1.1489062,1.015148,1.0531328,0.94754964,1.0533634,0.6189395,0.8649179,1.0879488,0.97986573,1.1648443,1.0107514,1.1205682,1.0443685,0.9754474,1.0636955,0.9877428,1.2234392,1.0831786,1.057604,0.8156471,1.1968858,1.0112917,0.601234,1.1225532,1.0257782,1.1120057,0.9710105,0.94899076,1.1001098,1.016875,1.2375101,0.9937188,0.93491143,0.22691154,0.9097604,1.169253,1.0234795,1.266933,1.1301624,0.85186607,0.9116782,1.1720474,1.0863442,1.185142,1.1078618,1.1480927,1.1404036,0.9940423,1.170795,1.1022645,1.0594342,1.1381044,0.85481715,0.98935455,1.2292156,0.9440052,1.2591195,1.2632341,1.1136415,1.0122596,1.0297974,0.647312,0.9338349,1.0281624,0.76264894,1.027503,0.0,0.99134666,1.0006182,0.8811125,0.90313977,1.0870076,0.89047337,0.26196253,1.0353888,1.0455115,0.97170186,1.1974113,0.96947294,1.2824627,0.9558165,1.1241559,1.1678202,0.93165714,1.0538547,1.1151667,1.0128077,0.9554248,0.9654816,0.96328175,1.0609396,0.8637705,0.9495027,1.1386886,1.1276064,0.8730355,1.1525736,1.0590917,1.1477168,1.0743827,0.75338006,1.041368,1.006601,0.9109898,0.9443007,1.091054,1.0706152
pumpkin,1.1883608,0.9519218,0.29549366,1.4376612,0.6032062,0.66635203,1.1204497,0.98814535,1.3032743,1.3986888,0.5146534,1.4155885,1.4393142,0.56682605,1.4182856,1.1583183,1.0225288,0.29675156,0.60392153,1.1915214,0.9169304,0.55742836,0.9387209,0.6132633,0.8438359,0.56145275,1.3851843,1.331254,0.6066773,1.1814755,1.0297046,1.1339777,1.3722858,1.1147344,0.438945,1.4219888,0.30565053,1.2575145,1.2139223,1.2210569,1.1647787,1.118795,1.216291,1.2211204,1.1341023,0.41556764,1.1600497,0.99179965,1.1672709,1.0346296,1.1458143,1.2514701,0.9136151,0.9764051,0.66303766,0.9828826,1.1711645,0.6460762,1.3128197,1.1161796,0.8093432,1.2411431,1.0972962,1.3393718,0.72120047,0.9739267,0.8045975,0.7331469,1.3767446,0.8310227,1.4567488,0.9051818,0.91216075,0.4680062,1.2193635,1.0611658,0.84886116,1.1373363,1.329603,1.3612785,1.1477636,1.0932568,0.42959917,0.8085654,0.92372906,0.6186781,0.2664612,1.3476204,1.2849627,1.4440324,1.4321039,1.3867747,0.52744806,0.53839767,0.9231281,0.7514604,0.96967447,0.8149836,0.9227379,0.99134666,0.0,1.3425512,0.8168312,0.7955917,1.216989,1.023762,1.1697664,1.0809013,1.281781,1.1673157,1.4468038,1.1932839,1.2890277,0.7335476,1.35905,0.98165345,0.836949,0.57266784,1.2620286,0.52290934,1.1385403,1.1238481,0.7941502,1.0359852,0.65727377,1.3062341,1.3824966,1.408638,0.50130457,0.84849465,1.0537767,1.090899,0.9865242,0.84148425,1.119403,1.0369067,0.46204007,0.79389274,0.62075824,1.1606236
purse,0.94782925,1.1251687,1.4059741,0.85931176,1.1596974,1.2209021,0.9502503,0.66745913,0.90196395,0.61617017,1.2824482,0.6760381,0.66358507,1.2790906,0.560378,0.8338508,0.8617176,1.3275263,1.1071796,0.5903111,1.1016589,1.0307384,1.0652323,1.2096161,1.0542862,1.3880684,0.9094831,0.59243923,1.3675725,0.79300606,0.9191811,0.95702475,0.6921706,1.0908175,1.3994404,0.48663068,1.3409051,0.83310753,0.92428654,0.6704509,0.94247967,0.8636967,0.98906857,0.9509511,1.0544071,1.4186338,1.0246363,1.3140285,1.1076908,1.2934879,0.93904084,0.99037033,0.96651775,1.3393457,1.2769157,0.9326817,0.91364706,1.2811977,0.79345983,1.0166036,1.1122756,1.0382354,0.8751601,1.037949,1.1332194,1.0686672,1.0487027,1.0311652,0.6436713,0.98605216,0.7869571,1.1545949,0.8705692,1.3460679,1.0520126,0.98551893,1.1237766,1.1511176,0.6528474,0.5879875,1.1903561,1.0311387,1.4562125,0.98486626,1.1315362,1.2561908,1.4075978,0.767648,0.8788525,0.6591647,0.8802985,0.8380108,1.4014957,1.3756945,1.0124781,0.9326273,1.077754,0.97881675,0.95855445,1.0006182,1.3425512,0.0,0.8240492,1.0724812,0.8855645,0.98313034,1.0492187,0.97251713,0.66017336,0.652576,0.85486984,0.6009094,0.8942205,0.9613158,0.85178316,1.0634964,0.87867403,1.2533786,0.93124104,1.4296875,0.8047116,0.99089026,1.0308135,1.045665,1.09883,0.35710144,0.8534043,0.70139176,1.1941977,1.3874092,0.94554186,0.98216176,0.8315779,0.8190575,0.6991973,1.0268773,1.2099879,1.026665,1.3140795,1.0210032
radio,0.9185027,0.9616188,0.8108022,1.3739338,0.9762482,0.99297506,1.2611309,0.7116741,1.1675619,1.1503618,0.7009006,1.1061733,1.4095802,0.8345166,1.2777295,1.1616592,0.8982065,0.66120243,0.75438726,0.7737663,1.1811066,0.58521134,0.8695672,0.6565285,0.63694066,1.0010556,1.2792122,0.85641277,0.6770427,0.9750736,0.87952226,1.1571673,1.0462986,1.2931294,0.81509024,0.9824245,0.6471846,1.2165563,1.0867313,1.0464962,0.96069276,0.8769559,1.341339,1.1606104,1.0416825,0.9309053,1.2529937,0.9481487,1.1180699,1.163462,1.0326177,1.3364598,0.90851617,1.1265372,0.85484254,0.8760924,1.1301577,0.8321763,1.0912437,1.1050177,0.97501165,1.1776849,1.1088836,1.3132975,0.7741701,0.89778924,0.73528105,0.66144335,1.1977129,0.9062489,1.3197111,0.9418717,0.75652844,0.61535406,1.1824588,1.1913203,1.1017686,1.1081161,1.337907,0.98391587,1.2118702,1.2325454,0.97226155,0.9653433,1.0643499,0.80410564,0.8806071,0.94751596,1.3042445,1.395468,1.3065944,1.3319769,0.83143985,0.82294893,0.96638054,0.5901715,1.1395315,0.65938544,0.9988597,0.8811125,0.8168312,0.8240492,0.0,0.56782717,0.83016074,1.04146,0.97004324,1.0691642,1.1182799,1.0965624,1.3215225,0.8847798,1.2031676,0.83001286,1.146028,0.96460766,0.96560085,0.7238845,1.2131628,0.8574707,0.97403157,1.133951,0.91349286,0.99196506,0.7807235,0.8945234,1.3109748,1.2515919,0.63728476,1.0754013,1.2048311,1.1655163,1.0207101,0.808023,0.9496097,1.0693992,0.7500145,0.6509523,0.7689247,1.0108835
raisin,0.97226787,0.83968645,0.6536106,1.4417144,0.8075667,0.7538261,1.2926607,0.7993461,1.2755669,1.3147173,0.59019786,1.337001,1.3672209,0.8493116,1.2816386,1.2524146,1.0001498,0.6592746,0.7144278,1.0855198,1.1308644,0.6192256,0.9113291,0.56115323,0.778823,0.8333416,1.2558742,1.0828512,0.5041281,1.182802,0.9802,1.0802342,1.2615042,1.3028395,0.7080455,1.2920221,0.6230976,1.3009527,1.2178,1.101065,1.0892962,0.93623143,1.2323778,1.1429908,0.9992301,0.75124985,1.1525872,0.7383033,1.155845,0.95125484,1.1299543,1.2478759,0.99421835,0.8592794,0.7807208,0.8677906,1.2521322,0.71524894,0.9984326,1.1627384,0.8797582,1.1214949,1.0977364,1.1985059,0.5512,0.930173,0.6777357,0.6368924,1.2182904,0.98878235,1.3199316,0.8953737,0.91173023,0.5395903,1.2363544,1.1588731,1.0434171,1.1360451,1.2938769,1.1695696,1.1456168,1.093045,0.8004075,0.87899524,0.9050215,0.56630796,0.7366775,1.1869812,1.2152605,1.3500719,1.3054193,1.355886,0.71333826,0.71265584,0.94948936,0.6057624,1.1594433,0.78333795,0.9820799,0.90313977,0.7955917,1.0724812,0.56782717,0.0,1.1271836,0.8908717,0.93823093,1.1002384,1.1702558,1.2193235,1.3098899,0.9285675,1.1261559,0.7874098,1.2778121,1.0432409,1.0740769,0.58701515,1.2612207,0.74090284,0.9956371,1.0932131,0.7921299,1.0820076,0.77624685,1.1423291,1.3368876,1.3944602,0.5190456,0.83489764,1.2750757,1.132976,0.99270284,0.9323809,1.1626576,1.1613969,0.8407812,0.73479843,0.6018038,1.0901544
refrigerator,1.1002944,1.201859,1.3363061,0.9285597,1.3345202,1.2090935,1.1487154,0.9140529,0.65197515,0.73970485,1.1477242,0.6182261,1.065974,1.0485027,0.9952378,0.9766282,1.017542,1.0792332,1.0887992,0.6842003,1.1693479,0.818323,1.1542588,0.8716723,1.0981895,1.2310897,0.9660552,0.50334704,1.0778737,0.5921917,0.6318136,1.175142,0.70696175,1.0451916,1.2482277,0.52462876,1.0569696,0.9720192,0.9565903,1.0996219,0.2948038,0.8387946,0.992908,1.0459845,1.0796208,1.3435009,1.040921,1.2060192,1.0384398,1.2556585,0.92760295,1.1153628,1.0935193,1.2743528,1.2059711,1.3349264,0.67170763,1.2841077,1.2225635,0.8227501,1.3190658,0.9143011,1.0965925,1.1391517,1.2421277,0.82727647,1.1375693,0.9540982,0.90595126,0.89440095,0.81085145,1.1304591,0.6471544,0.9385369,0.7920294,0.9828259,1.0075897,1.1621145,1.1269165,0.89463264,1.1877095,1.1592816,1.3127695,1.0038778,1.2272835,1.1703484,1.3098356,0.28131974,1.0967362,0.9704045,0.81528103,0.93026316,1.1944625,1.209189,1.0778757,1.0261209,1.0142871,0.80821586,1.0597647,1.0870076,1.216989,0.8855645,0.83016074,1.1271836,0.0,1.1932111,1.0779315,1.0816596,1.0399818,1.1058093,0.84590226,1.1710365,0.9336441,1.0785334,0.5507873,0.7430986,0.92522496,1.3420949,0.86055815,1.1730175,1.1071167,1.0033773,1.2241466,0.87747705,1.1562335,0.856631,0.86305666,0.807624,1.2121055,1.3254961,1.1719675,1.1130241,0.9402223,1.2332019,0.8670794,0.8732053,1.1150055,0.650144,1.297154,0.43854582
