,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
orange,1.2058021,0.7487421,0.34705162,1.341753,0.39120615,0.2781664,0.5970174,0.8477844,1.4240514,1.144776,1.4420878,0.66458195,1.4746034,1.3529453,0.8516749,1.465723,1.3297567,1.1369431,0.62538743,0.7032151,1.3209802,0.8045226,0.87487173,0.89822555,0.8341109,0.74034035,1.0650477,0.56970304,1.3056651,1.3361738,1.0397428,0.8888539,1.338531,1.2717627,1.3552719,0.6730193,0.86416054,1.3977642,0.7950295,0.56158817,1.4901068,0.68124735,0.808931,1.2632141,1.2693586,1.0734661,1.2828288,1.1271712,1.1991793,0.8256001,0.18736625,1.193573,0.7551217,1.1692481,0.74351656,0.76190925,0.86476326,0.94126725,0.84184265,0.86321616,1.0445843,0.64881504,1.1346551,1.1414554,0.7857239,1.1863577,1.178748,1.1889919,0.84674233,0.9121681,0.82332313,1.2521434,1.3845541,0.7889615,1.3166785,0.77645636,1.441209,0.7079586,1.1006533,1.0839137,0.6703587,0.94104284,1.20293,1.3226671,0.9308595,0.8793165,0.46708715,1.0279087,0.9335791,0.83666015,0.0,1.247769,1.149682,1.4152713,1.2647564,1.3416582,0.8492161,0.6992373,0.72392833,0.5516486,0.86854774,1.0007323,0.9487773,0.9109324,0.8628421,0.91200805,0.5760559,0.28976583,1.1785026,0.7614856,0.66684383,1.3404025,1.1894177,0.76025546,1.0772736,0.8309326,1.2178828,1.2537642,1.3359624,1.1695738,1.1863422,0.8658633,1.2923245,1.2522137,1.361181,0.54634655,1.2931037,0.573099,0.7764492,0.9211315,0.6986157,1.1764816,1.2801006,0.5574668,1.3200624,1.3301432,1.3466494,0.5100715,1.0913191,0.6673558,0.7660347,1.2891935,0.9542763,0.8099053,1.2034376,1.1589493,1.1138009,1.2171887,1.1388319,0.5964787,1.3266864
oven,1.1188003,1.2429559,1.3471205,0.7477454,1.3116918,1.34989,1.1462288,1.1391807,0.5862615,1.128934,0.6538533,1.2083498,0.46716338,0.9595758,1.3472177,0.76600647,0.85868245,1.0363501,1.1508719,1.1217027,0.6653604,1.2330977,1.0153441,0.9113511,1.2672905,0.9571897,0.93204856,1.1906047,0.8473339,0.45905203,1.0212848,1.2807833,0.43032944,0.63263667,0.79112947,1.3284678,1.1650074,0.593561,1.1693776,1.3874614,0.5506629,1.0431734,1.2451291,0.85702467,0.8063423,1.021006,0.4230411,0.78608054,0.8509782,1.1566361,1.3381962,0.98583406,1.2667289,0.88505244,1.2536024,1.3735955,1.2527286,1.0296582,1.186117,1.3764507,0.71690106,1.3673553,1.0261304,1.1380975,1.3375385,0.8690996,1.0773171,0.9772596,1.0928427,1.0274125,1.2383974,1.0237762,0.7709479,1.0048801,0.6959866,1.1863754,0.5048393,1.1181344,0.93300676,1.0369724,1.2263639,0.91255236,0.8806421,0.699011,1.1708345,1.1299082,1.372139,0.9959215,1.1890234,1.181696,1.247769,0.0,0.9315027,0.802324,0.6822227,0.8417925,0.9820111,1.3672509,1.3582737,1.3760204,1.0887138,1.0754973,1.1338018,1.0569434,1.0804089,1.2390223,1.19595,1.0276568,0.841389,1.120321,1.2671379,0.1525541,1.0348213,1.311553,1.0545256,1.1948688,0.9286107,1.0411762,0.67713153,1.0122682,0.70887303,0.95943433,0.6315931,0.73394024,0.79783356,1.3873208,0.86853814,1.2299092,1.1886864,1.091862,1.2568299,1.0543237,0.9097728,1.2045933,0.7241273,0.70662344,0.74115705,1.3550712,0.9822654,1.2917991,1.3754724,0.98230195,1.0092561,1.2436765,0.7954589,0.82114476,0.9009623,0.73234594,0.6594775,1.3430169,0.53150135
owl,0.8832654,1.1945895,1.1618093,1.0572991,0.97007364,1.1750774,0.9670505,1.0725211,1.0353972,0.9981511,0.8202225,1.2337122,0.9300983,0.96651524,0.86928475,0.76915497,1.0373406,1.0377699,1.101069,1.1272135,0.9417093,1.1567104,1.1257063,1.0085028,0.977787,1.2004186,0.8470454,1.2846651,0.67514443,0.9296034,0.9650029,0.95823866,0.9980308,0.9378246,0.923167,1.162534,1.0481558,0.8381004,1.0181888,1.2457871,0.7776566,1.1240982,0.9690157,0.973497,0.6433358,0.6186554,0.9592467,1.139694,1.0415956,1.199424,1.086968,1.0252315,1.1576123,0.8798098,1.265116,1.0161021,1.0360475,1.1576638,1.1634164,0.7126048,0.8897259,1.249299,0.8373513,1.0845236,1.000694,0.8656624,0.8473209,1.0930538,1.013478,1.0501791,0.98261505,0.96123487,0.89348406,1.0422285,1.0679908,1.2146691,0.8603592,1.1354568,1.216187,1.0404235,1.1203982,0.9141553,0.80319446,0.85745364,1.1557171,0.86321694,1.1820357,1.1160395,1.2684106,1.080115,1.149682,0.9315027,0.0,0.97444665,1.0783445,1.0313587,0.89946324,1.264783,1.2734942,1.1525768,1.1007264,0.988843,1.1290616,0.81700724,1.1301384,0.8510332,1.0715045,0.9764731,0.8612304,1.0947845,1.028239,0.8925787,0.9342704,0.8950576,1.0723116,1.0935279,0.7423261,1.0262955,0.9947899,0.85589397,1.1090571,1.0061266,0.9674505,1.1216568,0.99284565,1.2242115,0.7646081,1.1639543,1.0669181,1.0581241,1.2130777,0.85899085,1.0532218,1.0836592,0.86071813,0.9639984,0.9273179,1.1425294,1.0332284,1.2554653,1.1563361,0.9433334,1.0908096,0.8516815,1.038953,0.92551833,0.8043428,0.68873537,0.9921046,1.2542555,0.83809394
pajamas,1.1468319,1.0690184,1.3693266,0.35826945,1.2182043,1.4073318,1.2847573,1.3758273,0.68871975,0.7859568,0.4495771,1.3607118,0.5897745,0.2734816,1.2764481,0.32983637,0.7335075,1.0039086,1.4674492,1.3526406,0.7906399,1.4385431,1.3142394,1.3182681,1.2561666,1.3716509,1.0813613,1.0108198,0.68951607,0.76308644,1.1766396,1.3030368,0.7581069,0.8352233,0.7575686,1.5232455,1.3460503,0.5193318,1.3888466,1.4920186,0.54831636,1.443281,1.3637986,0.8787224,0.816528,0.7090964,0.91270834,1.1608341,0.5563818,1.005156,1.3755466,0.72594297,1.1893995,0.73355603,0.9399975,1.2433695,1.400195,0.7185715,1.4024371,1.2265363,0.7103098,1.3389308,0.6140544,0.92332166,1.1246667,0.71035767,0.84627795,0.46044445,0.9368827,1.2607216,1.2253889,0.9028599,0.35647184,1.2271727,0.31257224,1.4129851,0.8190979,1.520335,0.6877703,1.1079546,1.0558441,1.0799943,0.36858225,0.72628886,0.90626097,1.23035,1.3779521,1.0055432,0.8585502,1.0359688,1.4152713,0.802324,0.97444665,0.0,0.43790853,0.64073503,0.9075067,1.4653668,1.4646047,1.5000105,0.90217185,1.0249325,1.2985848,1.3876232,1.3337876,1.1706867,1.3539513,1.2921245,0.94010204,1.4959852,1.4296718,0.8036177,0.7626306,1.354934,1.1216208,1.2229245,0.86857057,0.85180783,0.29103196,0.8643734,0.5262171,1.3743407,0.81558645,0.92418486,0.4666531,1.3986752,0.6688187,1.4161985,1.188774,1.2170099,1.447381,0.9803266,0.76760113,1.198599,0.71083045,0.28973508,0.6239779,1.5370613,1.0738442,1.0519668,1.1893755,0.5811559,1.1083838,1.2673261,0.8569704,0.9553133,0.9509687,1.0101002,1.2625735,1.2969629,0.8412436
pants,1.131654,0.9665378,1.2991211,0.5995064,1.2659379,1.3575187,1.251851,1.389218,0.76781344,0.7069547,0.70013213,1.0989758,0.49829733,0.68049514,1.265456,0.65444064,0.9041961,1.2097787,1.4095136,1.4175407,0.9503252,1.3593202,1.0857911,1.2875184,1.0873923,1.0256097,0.887689,0.87551755,0.67613447,0.5416527,1.1637825,1.3672078,0.78247416,0.86935365,0.71939456,1.4187872,1.2398971,0.540391,1.2464046,1.3578341,0.8080771,1.3305079,1.3175943,1.022858,0.8923872,0.9657676,0.84736526,1.0721787,0.5147227,0.9495231,1.3077261,0.4489215,1.1847854,0.82264775,0.92818767,1.0848742,1.356194,0.72944057,1.3983731,1.2707373,0.73158103,1.2031727,0.80294573,0.8869211,1.2557554,0.6952516,1.03956,0.72640395,0.7903224,1.1729896,1.2194455,0.9900432,0.56265247,1.2640685,0.093245745,1.302888,0.7921731,1.3783789,0.57414615,1.1272843,1.0506588,1.1915585,0.64110386,0.6277541,1.0136737,1.3038814,1.3329872,0.99412805,0.8932133,1.0342952,1.2647564,0.6822227,1.0783445,0.43790853,0.0,0.83757937,0.98522455,1.3552821,1.3768806,1.3526902,0.86183524,1.0087019,1.2779069,1.3635874,1.3790319,1.2229899,1.2617979,1.2961011,0.93062997,1.293234,1.3565768,0.78760564,0.84314275,1.2151215,1.1097018,1.268698,1.0349731,1.0064244,0.30669618,0.776467,0.17465425,1.246383,0.84419584,0.86466575,0.6875371,1.1987063,0.7828348,1.1455365,1.0148607,1.2749717,1.3880619,0.97900444,0.8288034,1.1996104,0.62677425,0.25765324,0.877454,1.4000757,1.1158724,0.9727155,1.2440851,0.86347157,1.0123174,1.4352691,1.1112745,1.0551381,0.9423193,0.9417984,1.0367037,1.2123437,0.843269
paper,0.89275026,1.1183361,1.4032209,0.6763554,1.1630688,1.2864447,1.2663535,1.1383322,0.58304554,1.0317323,0.72551316,1.2348593,0.6765572,0.4591028,1.1469452,0.6247054,0.65079707,0.34253192,1.3282456,1.0984246,0.5018392,1.2060184,1.2529585,1.0068479,1.1492362,1.218602,0.957904,1.1056468,1.0011711,0.84058154,1.0969973,1.1345577,0.8465001,0.7156677,0.6350039,1.2943702,1.2784946,0.7320623,1.1612151,1.305292,0.6583059,1.2269024,1.2589066,0.79458225,0.94027317,0.99287903,0.954564,0.7650775,0.9471106,1.1030138,1.2232186,1.0616784,1.2002746,0.8980676,1.0411245,1.0573534,1.1933577,1.0527983,1.1542251,1.0396471,0.88870746,1.2718427,0.84150827,1.0333825,0.88391143,0.95940226,0.86711127,0.7197908,1.1082019,1.1577096,1.1047401,0.8216711,0.62214965,1.1980133,0.7378771,1.1706212,0.83510804,1.2046083,1.0032982,1.0053207,1.0049198,1.0352458,0.7129737,0.93060285,1.0322864,1.131109,1.3845491,0.7078803,1.0379635,1.1647899,1.3416582,0.8417925,1.0313587,0.64073503,0.83757937,0.0,1.072085,1.1929175,1.2133174,1.3517574,1.00554,0.94456494,1.0927095,1.217033,1.0367243,1.0095392,1.2714558,1.2307936,0.9534111,1.300858,1.4007425,0.81964254,0.9193874,1.2815934,1.0053482,1.0178504,0.93183374,0.8653367,0.7619189,0.9693482,0.8752253,1.3059127,0.8606337,0.6022104,0.70435476,1.3514888,0.7736184,1.2597702,1.1303918,0.9942367,1.2476647,0.8843313,0.7468475,1.1532992,0.9303199,0.7828315,0.601519,1.2328256,0.9343177,1.1880178,1.1789708,0.655111,0.9086897,1.062297,0.7538179,0.9534585,1.0300438,0.98245865,1.1891218,1.2987697,0.854398
pastry,1.1641624,1.1090173,1.0032277,0.90109015,0.8214189,0.96210563,0.86428225,1.1237537,1.1670742,1.0742877,1.0182978,1.2915393,0.9963949,0.95690095,1.1277814,0.94201,1.0281641,1.1860728,1.2036085,1.0129316,1.081399,0.78840303,1.2222476,1.1845715,0.96371067,1.3042731,1.075664,0.941224,1.016976,1.1152496,0.80368185,1.1856354,1.0218099,1.0500273,1.1047626,0.88016695,1.1376364,0.960608,1.0119721,1.3118842,1.0634768,1.1336834,1.0172194,0.9047704,0.9293126,0.800359,1.0795064,1.1392926,0.934216,1.0157789,0.8504437,1.0931911,1.0897948,0.901147,1.0113742,1.132478,1.2075086,0.85379064,1.1312382,1.0629408,0.7866508,1.2163522,0.8544737,1.1899109,1.0784,0.8658186,0.72861725,0.8397087,0.9177194,1.1729362,1.0518836,1.021013,1.0008167,0.876446,0.9633373,1.1844687,1.1245563,1.2888321,0.96833646,0.8462639,0.9293635,0.9695392,0.7188657,1.0360341,0.9694081,0.5169975,1.1461418,0.95248723,0.9893778,0.79920596,0.8492161,0.9820111,0.89946324,0.9075067,0.98522455,1.072085,0.0,1.2952949,1.2638755,1.0538462,0.77795255,1.0612062,0.8773978,1.1885979,0.85351914,1.11577,0.8717445,0.8129046,1.0769073,1.1950122,1.0702134,1.0337472,1.0199989,1.1527501,0.9193332,0.785759,0.93281573,1.1276631,0.93202907,1.0273186,0.9513128,1.1998702,1.1836042,1.0713005,0.98811615,1.2164733,1.0296434,1.1392643,1.140779,0.7451203,1.1325434,1.0855103,0.96210665,0.94527733,1.0213534,0.9412399,1.0018435,1.1970893,0.8801996,1.0386436,1.1703172,1.0214345,1.0906981,1.151346,0.92624074,0.99538803,1.0492517,1.0406562,1.2844043,1.2094432,1.062658
pen,0.7424017,0.72572786,0.454077,1.4264537,0.8498678,0.5682403,0.89423686,0.59989905,1.2986331,1.0667163,1.5011306,0.2511238,1.4350556,1.4966611,0.5570888,1.4978018,1.2441999,0.8245837,0.42294383,0.7186512,1.3515205,0.8839231,0.5387891,0.73164785,0.7852924,0.41673565,0.93773216,0.7063962,1.3322517,1.2322932,1.1885109,0.69545496,1.4358501,1.2974035,1.1581224,0.7222158,0.6982676,1.5074322,0.8510791,0.14279264,1.4951341,0.57440555,0.740028,1.2998238,1.4014413,1.2338026,1.2643111,0.79719126,1.3002788,0.8297026,0.71968305,1.1299183,0.6589925,1.3346957,0.6948978,0.5057184,0.5453607,0.91620797,0.47869152,0.865312,1.518971,0.3603317,1.0555109,0.96653426,0.7999639,1.3387957,1.209394,1.2429204,0.82465225,0.7306083,0.9223069,1.201574,1.5085204,0.96212465,1.4406434,0.3826927,1.2759869,0.3102072,1.0830284,1.1796337,0.92484885,1.176302,1.518517,1.3993143,1.0638179,1.2102139,0.39412832,0.8407554,0.76272786,0.89869225,0.6992373,1.3672509,1.264783,1.4653668,1.3552821,1.1929175,1.2952949,0.0,0.099250436,0.565513,0.98942673,0.6630639,1.0239066,0.68464315,0.96426845,0.9512402,0.7164177,0.97834074,1.0649929,0.40035182,0.52555007,1.4409885,1.157618,0.6046596,1.1831735,0.98199636,1.2821529,1.1354592,1.4988029,1.098217,1.2700372,0.67710114,1.2581223,1.1066535,1.3627892,0.2873087,1.3581204,0.46651083,0.6190768,1.1033927,0.38343346,1.178073,1.1461109,0.72496176,1.347707,1.4860822,1.5144516,0.35350502,1.2713617,0.65415096,0.48304987,1.2014301,0.5955427,0.8392675,1.3449035,1.1581416,1.2022486,1.2023113,0.698608,0.28829104,1.2200036
pencil,0.7681987,0.76473606,0.5276936,1.3875146,0.84967893,0.60927534,0.8655634,0.6069781,1.2653706,1.1744424,1.4718966,0.40383345,1.4278535,1.4873227,0.6056537,1.499888,1.2108228,0.875023,0.50860626,0.75114405,1.2976327,0.8468212,0.44980967,0.72993135,0.81030995,0.51625484,1.0598528,0.7345053,1.4094813,1.2534907,1.1739979,0.6688836,1.3696297,1.2688129,1.1617639,0.6751164,0.6805155,1.5185429,0.79705626,0.201666,1.4524934,0.6048563,0.7331041,1.2902803,1.3992629,1.1837087,1.2072239,0.75720227,1.2954757,0.820305,0.7305298,1.2135636,0.71702975,1.3293242,0.70398104,0.59830767,0.46697444,0.96563536,0.34833193,0.84900737,1.4714808,0.44250333,1.0970776,1.0463208,0.7811067,1.3578479,1.1973156,1.188918,0.9316972,0.7935097,0.94662863,1.0637634,1.5004752,0.9255339,1.4401536,0.27111912,1.2221172,0.38978553,1.0779053,1.1571987,0.9136411,1.1621159,1.476364,1.3945615,0.986761,1.1597128,0.48846877,0.8454602,0.71670425,0.956661,0.72392833,1.3582737,1.2734942,1.4646047,1.3768806,1.2133174,1.2638755,0.099250436,0.0,0.52905,0.95265573,0.79219604,0.983896,0.68147266,0.93108755,0.95731604,0.7516945,0.9354074,1.054569,0.52373123,0.61734086,1.3995724,1.1818413,0.6427457,1.160344,0.9418252,1.284143,1.0034599,1.490447,1.1607413,1.2755536,0.61605823,1.2157692,1.1207255,1.3391823,0.40894997,1.4017396,0.5288751,0.72232366,1.0573795,0.27288914,1.1074791,1.0274777,0.7862303,1.2916708,1.4940186,1.4696019,0.47638953,1.2430876,0.6788387,0.5233605,1.0866165,0.6568925,0.79916924,1.2806686,1.1871843,1.2297484,1.2529486,0.6542866,0.39696884,1.2441473
pickle,1.0773299,0.74317676,0.44408166,1.4725219,0.8186387,0.6106175,0.47801727,0.6254577,1.4934516,1.2016882,1.5211821,0.66137946,1.5172033,1.424012,0.8208933,1.5330244,1.3152592,1.0776916,0.6212162,0.8364661,1.36643,0.4652952,0.69822437,0.92615646,0.75922287,0.6851742,1.0843352,0.702605,1.3826156,1.3402225,0.69111145,0.9350542,1.4438918,1.3916067,1.3021976,0.28523314,0.59902596,1.5368426,0.25754362,0.41520566,1.5108232,0.69952357,0.7687924,1.2064695,1.3297155,1.0607488,1.3175049,1.0754644,1.2055435,0.84795475,0.59071934,1.1763569,0.8165091,1.3442584,0.7532103,0.77017426,0.75735104,1.042245,0.6736674,0.7303958,1.3707154,0.61992276,1.0798348,1.1818374,0.652341,1.3325623,1.10672,1.235926,0.9750582,0.9593034,0.9739783,1.315211,1.4671558,0.8524642,1.424823,0.6367117,1.4224093,0.7121353,1.0441866,0.84472215,0.56638014,1.0639769,1.3473868,1.3938327,1.0165541,0.8644933,0.52075994,0.87651145,0.92863464,1.0013208,0.5516486,1.3760204,1.1525768,1.5000105,1.3526902,1.3517574,1.0538462,0.565513,0.52905,0.0,0.9011755,0.94411933,0.5804112,0.80264896,0.730927,0.98859894,0.50090873,0.7273263,1.0550246,0.6359919,0.5889554,1.4632416,1.2647468,0.62781733,0.8711461,0.8128835,1.3106155,1.2227923,1.5009346,1.1173534,1.2547593,0.6482084,1.3169566,1.3298545,1.3859401,0.45981866,1.3647883,0.42858267,0.7042619,0.91939586,0.5514444,1.2391436,1.2648816,0.716273,1.3137839,1.475997,1.4247589,0.50404674,0.91282284,0.65859765,0.6589401,1.230731,0.85010314,0.7351601,1.1828964,1.2755535,1.0977713,1.2079277,1.0678115,0.526435,1.4419755
pig,1.0757897,0.58262646,0.84576046,0.87814516,0.94430935,0.8898393,0.9404206,1.1058062,1.2076375,1.183991,1.1813915,0.9640379,1.0630724,1.055412,1.0947247,1.1444088,1.1648155,1.1529598,1.1182947,1.116652,1.1356717,1.0068475,0.8214204,1.0471739,0.8427781,0.93735874,1.0576459,0.47969508,1.1273406,1.0238403,1.1419088,1.2814571,1.1980832,1.2132789,1.0361993,0.97886413,0.9576287,1.1161177,0.9365391,0.98742,1.1901472,1.0393453,1.0667707,1.1984525,1.1431512,0.7344276,1.059819,0.9506969,0.87032133,0.6650131,0.9336607,1.0454042,0.8699735,1.0165397,0.31730366,0.9145248,1.030867,0.47497386,1.0314997,1.024193,1.011575,0.85617554,0.6732158,1.1931616,0.8299245,0.9153924,0.92815226,0.5028579,0.6726336,1.1499182,1.0928693,1.1122167,1.1808138,1.0206648,0.9294657,0.96919876,1.2260146,1.0611064,0.6135514,1.1315073,0.84253633,1.1021831,0.7795526,1.1974359,0.8731266,0.9194497,0.9517439,0.8583015,0.59153926,0.71505994,0.86854774,1.0887138,1.1007264,0.90217185,0.86183524,1.00554,0.77795255,0.98942673,0.95265573,0.9011755,0.0,0.9333081,1.102837,1.1451386,1.1352295,1.1056114,1.0226636,0.9524684,1.0818104,1.055449,1.0088673,1.160379,1.2220675,0.8716762,1.1697961,0.92073405,1.1972663,1.1617502,0.9743441,0.92323697,0.7970154,0.9619725,1.2172312,1.1307112,1.1426257,0.773626,1.0608734,0.81065977,0.86391056,1.0098143,0.98240614,1.203422,1.0040332,0.8023709,1.0749861,0.95714164,1.2808506,1.0680153,1.1623826,0.4228419,0.8211465,0.8444641,0.863451,1.1334261,1.2569042,1.1964781,1.13178,1.1292548,1.1401564,0.76435405,1.1256596
pillow,0.7117703,0.88323295,0.87715507,1.1627359,0.8992331,0.8218218,0.9163096,0.6548161,1.1350842,0.9313075,1.0606058,0.66387236,0.96817064,1.0622938,0.9029064,0.8367621,1.0919443,0.7514333,0.84203386,0.9466773,1.1362168,1.027982,0.8270173,0.74337053,0.9278102,0.61564326,0.83880955,0.9489333,1.0315778,0.7226057,1.1506988,1.0383599,1.2679026,0.99862415,1.0514053,1.0024054,0.75863165,0.903679,0.996833,0.8197911,1.135521,0.8265332,0.86803263,1.170778,1.0343434,0.9017463,1.1037153,0.8055265,1.0342381,1.0942167,0.8999511,1.0168804,0.98843116,1.2803084,0.9637453,0.70680654,0.94697,0.8180504,0.93479323,0.9820888,1.3609124,0.8913491,0.5115988,0.97501713,1.0483211,1.2399533,0.97673017,1.1887069,0.77098906,0.7784171,0.96636534,1.2359449,1.0890758,1.043464,1.0975654,0.9152157,1.017483,0.6741344,1.0126975,1.1022397,0.9612953,1.0415864,1.0872948,1.1890215,1.2268136,1.0976369,0.934453,0.5712164,0.9436601,1.09121,1.0007323,1.0754973,0.988843,1.0249325,1.0087019,0.94456494,1.0612062,0.6630639,0.79219604,0.94411933,0.9333081,0.0,1.0834161,0.7968279,1.0934273,0.9565269,0.8635821,1.0869831,0.734827,0.66670555,0.83731776,1.1947609,1.058531,0.83091867,1.1757791,1.1403481,1.158598,1.3591435,1.1472518,0.7586585,0.9533242,0.8922186,1.2352989,1.0087063,1.0533267,0.7333033,1.0579535,0.7857851,0.6065629,1.1625831,0.90104896,1.2759924,1.2046398,0.86756957,0.98938936,1.1207674,1.3569825,0.78393584,1.2091581,0.9685082,0.98402315,1.312468,0.38025624,1.0290362,1.3396689,1.0471996,1.25014,1.0634584,0.8521595,0.81352544,0.98100847
pizza,1.0331392,1.0967518,1.0759797,1.2404656,1.1256799,1.0689967,0.7572428,0.80271673,1.2310264,1.1402521,1.2822244,1.0871553,1.2800465,1.1504139,1.0378553,1.2451651,1.1484452,1.0271877,1.0241058,0.8588109,1.1512321,0.10869253,1.0986218,1.0655156,0.96475345,1.1374183,1.2119977,1.153775,1.2738802,1.3100219,0.2949381,0.9973242,1.1750809,1.1375477,1.15711,0.23740637,0.8006666,1.2936246,0.48368317,1.0290018,1.2717493,1.0064923,0.89217144,0.8672278,1.1356369,1.2099309,1.1222727,1.0339427,1.1622826,1.1276864,0.98570704,1.2131224,1.0576651,1.1623889,1.151203,1.0799509,1.006144,1.246879,0.7795175,1.0049206,1.1931237,1.0702078,1.261708,1.0914674,1.0595273,1.2434115,0.8892727,1.1995205,1.3316675,1.0057417,0.96856844,1.0367658,1.2215701,0.8549404,1.2850794,0.854705,1.2133237,1.0623722,1.1195204,0.15989113,0.9373507,0.9020741,1.2532778,1.2384365,1.0037568,0.53433967,1.0511265,0.8645334,1.1564533,1.1596522,0.9487773,1.1338018,1.1290616,1.2985848,1.2779069,1.0927095,0.8773978,1.0239066,0.983896,0.5804112,1.102837,1.0834161,0.0,1.0321072,0.4198556,0.9884137,0.7229625,0.87147665,1.1309646,1.0140066,0.94519854,1.1254927,1.1179831,1.0760565,0.2346937,0.72672087,1.1321257,1.1154184,1.2930098,1.1525542,1.2066674,0.9928436,1.1866311,1.0654643,1.2244918,1.0728601,1.2275771,0.95799327,1.1263328,0.6490785,0.8340158,1.0938307,1.1548846,1.0319479,1.1996899,1.2736752,1.0390966,0.9304405,0.23904431,1.140466,1.0911124,1.2626919,1.0295455,1.0215474,0.784905,1.0955898,1.1262178,1.1754076,1.2022811,1.1181304,1.2186557
plant,0.7494379,1.0143777,0.7807962,1.3671235,0.8929102,0.76936364,0.8188424,0.7219181,1.1580094,1.1698298,1.2403382,0.8309718,1.2616819,1.387301,0.6993202,1.2790198,1.2311215,0.9090635,0.56397355,0.81672204,1.1420034,1.0079659,0.6984513,0.5889403,0.883496,0.661748,1.0412564,1.1887095,1.1390113,0.9939525,1.1262232,0.7504072,1.1618261,1.1058913,1.2945511,0.89788324,0.688241,1.2359577,0.96644586,0.72234476,1.1392195,0.5980799,0.62014556,1.0847577,1.0363199,0.9851654,0.96969885,0.95877373,1.2151769,1.0992337,0.8553629,1.1636236,0.99396425,1.2263917,1.1803781,0.90031624,0.39696747,1.1694412,0.7472749,0.72750396,1.1231099,0.8987906,1.0529826,1.0679661,0.9701683,1.2076442,1.1095636,1.3419931,1.0547554,0.71638983,0.78078735,1.1766355,1.2865223,0.7683595,1.4217325,0.8202683,0.94485795,0.52778137,1.2023618,1.128211,1.0697503,0.85444605,1.3623133,1.1648543,1.180003,1.0514395,0.84498703,1.080013,1.0939975,1.1368892,0.9109324,1.0569434,0.81700724,1.3876232,1.3635874,1.217033,1.1885979,0.68464315,0.68147266,0.80264896,1.1451386,0.7968279,1.0321072,0.0,0.97583103,0.7317863,0.9066021,0.7374627,0.79016036,0.6573967,0.6422887,1.0066118,1.1262891,0.56805,1.1499751,1.0139772,1.1095736,1.1362045,1.3478224,1.0425816,1.261358,0.58292776,1.0722858,1.2181362,1.3082185,0.86296725,1.1763,0.9064201,0.83148855,1.0020026,0.7469752,1.1624894,1.248302,0.8445739,1.0730132,1.3659726,1.3011738,0.8054121,1.1631217,1.0941095,0.9593899,1.2455331,0.9113905,0.764841,1.1749527,0.7083939,1.0751216,0.993887,0.592833,0.8874417,0.885841
plate,1.1236714,1.1719465,0.9919426,1.2163545,0.95306647,0.8765002,0.8150182,0.91464293,1.113443,1.2565881,1.2158163,1.0444702,1.2599177,1.1564584,1.0593234,1.238261,1.1139964,0.88457143,0.88204646,0.44058532,1.050298,0.40555453,1.1015123,0.8757719,1.0959256,1.0948337,1.1661774,1.145758,1.3279483,1.2801993,0.49651235,0.92321724,1.1599779,1.0966275,1.1405662,0.51437,0.9718854,1.2749882,0.76370937,0.9911818,1.2134588,0.7692809,0.9312037,0.82388276,1.1406472,1.1936371,1.1818461,1.0323703,1.2471657,1.110684,0.86615443,1.3395646,1.0843294,1.145828,1.168884,1.05798,0.9694784,1.2774286,0.5619127,1.0834975,1.0887644,1.0992515,1.2488395,1.1522542,0.9966302,1.2395136,0.92787135,1.1897506,1.277423,1.0046493,0.9817559,1.0352831,1.2844827,0.7238248,1.3700958,0.73162127,1.1880105,0.9111543,1.2537588,0.53087956,0.97702044,0.8016244,1.2179615,1.2491701,0.9885163,0.521173,1.00096,0.70847213,1.1301893,1.1271977,0.8628421,1.0804089,1.1301384,1.3337876,1.3790319,1.0367243,0.85351914,0.96426845,0.93108755,0.730927,1.1352295,1.0934273,0.4198556,0.97583103,0.0,1.0333495,0.73678076,0.8409402,1.1975033,1.0054027,0.9523151,1.0412092,1.1463078,1.1579036,0.5210464,0.48736697,1.0898902,1.1017348,1.3098421,1.1806719,1.3166772,1.0021849,1.1534792,0.8805716,1.2096896,1.0732609,1.2585757,0.9204457,1.1760333,0.3903669,0.6530282,1.0894308,1.1768378,0.94871986,1.2701534,1.3465276,0.8242508,0.8452823,0.4306717,1.1651008,1.0325317,1.1940216,0.930279,0.98636556,0.38593662,1.0239798,1.1663842,1.1064081,1.1732912,1.0940169,1.1356671
