,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
scarf,0.9866621,1.2800995,1.2600114,0.8318939,1.0324183,1.1821274,1.1923198,1.172452,0.8391727,0.9274966,0.779044,1.2773736,0.8015789,0.8162991,1.0956405,0.71062934,0.8074595,1.0133431,1.2180367,1.1093459,0.7935081,1.1946642,1.2437634,1.1573327,1.1451825,1.2990344,0.9935523,1.2423947,0.53081596,0.98139375,1.0320462,0.930357,0.82450366,0.7264052,0.9073019,1.2641628,1.1754193,0.7297342,1.2069387,1.2868859,0.779525,1.2276682,1.0858864,0.8987418,0.366768,0.9690449,0.9275738,1.0626662,0.9446287,1.2180794,1.1476762,0.96125764,1.1589953,0.9062097,1.2785281,1.2021676,1.1728573,1.1912336,1.2322981,1.0235482,0.78183115,1.2647032,1.0249615,0.98124677,1.08851,0.86820674,0.8476082,0.98745364,1.1462536,1.0338455,1.0482274,0.76990134,0.73765063,1.1085993,0.95808935,1.254065,0.846713,1.2388635,1.143771,1.0349107,1.1582448,0.96330285,0.8346642,0.83486414,1.0274336,1.006432,1.22365,1.1285642,1.2142389,1.0540028,1.2178828,0.9286107,0.7423261,0.86857057,1.0349731,0.93183374,0.93281573,1.2821529,1.284143,1.3106155,1.1972663,1.158598,1.1321257,1.1095736,1.0898902,0.9958582,1.183848,1.117379,1.0025176,1.1379094,1.1502702,0.8632747,0.7978549,1.2168844,1.0245049,1.0906847,0.0,0.7616544,0.90540636,0.89521986,1.0872277,1.181922,0.8700906,0.882872,0.8518728,1.31583,0.80532444,1.3094391,1.2184134,1.0267613,1.289542,0.7745544,0.83760655,1.1193101,0.9155929,0.9098184,0.7271261,1.1849025,0.9866558,1.3232675,1.2123595,0.8747397,1.2054734,0.95801055,0.82695997,0.9193521,0.94359857,0.9153104,1.0487921,1.2688041,0.9470349
scissors,0.9578863,1.1827666,1.3644382,0.69092077,1.1127566,1.2835653,1.0965433,1.2561558,0.7701658,1.0408964,0.82379824,1.3123114,0.855103,0.744717,1.0503141,0.85368,0.6585834,0.9431367,1.2989532,1.1654224,0.73581046,1.1545197,1.174851,1.2035779,1.0986302,1.4056735,1.0058105,1.172765,1.014456,1.0863602,1.0636079,0.7002125,0.8255312,0.8975485,0.78929806,1.1500111,1.2803975,0.9064245,1.2091894,1.2013435,0.76215017,1.2748407,1.0463425,0.8536088,0.9631988,1.0225343,1.0354985,0.9380588,0.9803256,1.1317488,1.2051963,1.0593625,1.1310521,0.91280407,1.1600652,1.1980124,1.0731521,1.139976,0.89040613,0.84291625,0.6857915,1.1462374,1.1042132,0.93503845,0.92260957,0.9775595,1.0193477,0.81915116,1.2867153,1.0712969,1.075818,0.3149696,0.7617562,1.0802335,0.8700235,0.9200742,0.79076177,1.3046836,1.0691284,1.0728273,1.1303084,1.0095911,0.8005244,0.57107073,0.96459955,1.0573701,1.3281562,1.192245,1.0326881,1.1679657,1.2537642,1.0411762,1.0262955,0.85180783,1.0064244,0.8653367,1.1276631,1.1354592,1.0034599,1.2227923,1.1617502,1.3591435,1.1154184,1.1362045,1.1017348,1.0298386,1.2958875,1.0590777,0.92181116,1.1905407,1.2842127,0.9666954,0.9015601,1.2783849,1.0173366,1.0888287,0.7616544,0.0,0.88233477,0.90233266,1.0906453,1.2040869,0.8539175,0.77701133,0.7325853,1.3042041,0.8972285,1.3968354,1.2743,1.0594895,0.9489703,0.3479495,0.54475117,1.3207786,0.8184326,0.9123962,0.5807057,1.1811266,1.020148,1.2450167,1.1310475,0.40584552,1.3270192,0.6943393,0.79367685,1.0302856,0.81716394,0.94367933,0.9438498,1.2102276,1.0534495
shirt,1.1677653,1.1670438,1.3915861,0.3446911,1.2545326,1.4237804,1.2754958,1.415566,0.7021098,0.79568106,0.5544259,1.349735,0.53708506,0.4639321,1.2499344,0.5343778,0.76816547,1.1444864,1.4150367,1.3852289,0.8266159,1.4056566,1.3145297,1.3123462,1.2208614,1.3098431,0.962006,1.0902971,0.6895273,0.6827775,1.1399789,1.2312025,0.679265,0.7974621,0.7727822,1.4963562,1.3115481,0.41971862,1.3563244,1.4936985,0.69341415,1.3846333,1.2980897,0.9320006,0.7739991,0.8798281,0.85345995,1.1885655,0.5273934,1.0572982,1.3328642,0.6485755,1.2358329,0.5476005,1.0878849,1.2745337,1.3870015,0.8795039,1.4213622,1.2295222,0.6980343,1.3436515,0.8815649,0.93277,1.2467833,0.5136362,0.9741827,0.65929073,0.9233378,1.1863593,1.1831198,0.8878853,0.38655037,1.1975131,0.2428081,1.4343408,0.76367855,1.4644383,0.80865246,1.1096767,1.1158468,1.0413784,0.6200317,0.6312456,0.9723757,1.2292649,1.3810201,1.1561848,0.9412639,1.0337391,1.3359624,0.67713153,0.9947899,0.29103196,0.30669618,0.7619189,0.93202907,1.4988029,1.490447,1.5009346,0.9743441,1.1472518,1.2930098,1.3478224,1.3098421,1.1706681,1.3618417,1.2384524,0.97145325,1.4411914,1.4141598,0.64555794,0.73101044,1.3344057,1.0828171,1.249041,0.90540636,0.88233477,0.0,0.9650826,0.430575,1.331831,0.8295179,0.87952614,0.47446185,1.4398527,0.70539397,1.3565199,1.2243485,1.199266,1.4900997,0.86419106,0.78303933,1.3239046,0.7011169,0.09905863,0.64073795,1.479343,1.0517622,1.1322165,1.3160164,0.79587054,1.2459537,1.3087696,0.90579796,0.92931205,0.86270183,0.92149377,1.1630548,1.3423295,0.77733904
shoe,0.91619205,0.8358352,1.1938033,0.9622572,0.98210853,1.1438171,1.0189812,1.1121588,1.0766774,1.02627,0.9781365,1.0557177,0.86485714,0.9379505,1.0166249,0.84276086,1.0370945,0.9423133,1.1769559,1.142807,0.913483,1.1232005,1.1122831,0.9672141,0.91812587,0.9545539,1.0384529,1.107474,0.94914335,0.8179608,1.1332948,1.1682695,1.0818542,0.89751077,0.85094494,1.1190667,1.0830337,0.9008955,1.0927236,1.1851352,0.9795132,1.0693508,0.965915,1.0184127,0.92270213,0.82931113,1.0993527,0.88518775,0.876542,0.9808003,1.0662168,0.90323645,0.9842926,1.0365453,0.981084,1.0087879,1.1146584,0.7804917,1.0639539,0.910337,0.99515307,1.0550419,0.50581735,1.1096199,0.95620227,0.9845306,0.90293384,0.84990925,0.77224517,1.1053611,0.9535257,1.0165602,0.80373144,1.0037748,0.78621954,1.0615717,0.9835994,1.165379,0.8935297,1.0995265,1.1432918,0.99341863,0.69911015,0.73193526,1.0122639,0.9641606,1.2212658,0.83299136,0.981111,0.9944858,1.1695738,1.0122682,0.85589397,0.8643734,0.776467,0.9693482,1.0273186,1.098217,1.1607413,1.1173534,0.92323697,0.7586585,1.1525542,1.0425816,1.1806719,0.9545371,1.214001,1.0309622,0.5814759,0.88764894,0.9106409,1.1280823,0.9795438,1.0219601,1.1222849,1.1405357,0.89521986,0.90233266,0.9650826,0.0,0.7976152,1.1646268,1.065327,1.0314516,1.0131156,0.8757335,1.0310191,1.1370955,0.71400785,1.1558621,1.0753818,1.0623299,0.99520314,1.0830956,0.6732432,0.9427339,1.08145,1.127544,1.0958672,0.92934954,1.100484,0.94179237,0.82858366,0.9416717,1.1244133,1.1122496,1.1627027,1.0881141,0.8776568,0.98386264,1.1766008
shorts,1.1665231,0.91572785,1.1976305,0.78507274,1.1565605,1.2154834,1.2187269,1.2640731,0.9051719,0.88674784,0.87485564,1.0143842,0.67416143,0.8026645,1.2187364,0.7893683,0.97616816,1.1347282,1.2823827,1.2992729,0.9525846,1.2679988,1.0001149,1.1107523,1.0528826,0.860015,0.92196125,0.8180787,0.89570737,0.5958899,1.1389911,1.352629,0.8905923,0.93077314,0.87447524,1.3303199,1.1388186,0.78108513,1.1927986,1.241736,0.8432027,1.1852584,1.205337,1.0452583,0.97019047,0.87209857,0.8232655,0.9526864,0.4778924,0.89633185,1.2394326,0.6838952,1.1324738,0.9951992,0.8914281,1.0360836,1.2334276,0.6916462,1.3080395,1.2066243,0.7999296,1.1064138,0.7061472,1.0443469,1.0954494,0.8538791,1.0315459,0.78309965,0.76994157,1.1224358,1.1636362,1.0616825,0.6785573,1.154386,0.26088226,1.2112585,0.87637824,1.276335,0.43597472,1.0977533,0.9889813,1.1611062,0.6501938,0.78545165,1.0000088,1.242861,1.2684194,0.9320058,0.7892318,1.0575446,1.1863422,0.70887303,1.1090571,0.5262171,0.17465425,0.8752253,0.9513128,1.2700372,1.2755536,1.2547593,0.7970154,0.9533242,1.2066674,1.261358,1.3166772,1.1828134,1.2127243,1.2140357,0.8287262,1.1921107,1.2644423,0.864164,0.92366964,1.1313832,1.0921297,1.2242174,1.0872277,1.0906453,0.430575,0.7976152,0.0,1.1546276,0.98319966,0.99155974,0.77850676,1.1129881,0.9512029,1.0902725,0.9639821,1.2350011,1.2852445,1.087154,0.9242603,1.0266012,0.6598787,0.47700334,1.063993,1.3605672,1.1047297,0.93570447,1.1563605,0.8664549,0.8782922,1.3026838,1.1691151,1.0097178,1.0492741,0.97897595,0.9845339,1.1260482,0.8570342
shovel,0.8260449,0.8678119,0.7215837,1.3769119,1.0024493,0.8076649,0.83623636,0.6958767,1.1325986,1.1884216,1.2868496,0.8045561,1.2490485,1.4888616,0.8468864,1.3698404,1.2884346,1.1803727,0.56139326,1.0023607,1.3228735,0.9001677,0.31323493,0.7073501,0.824504,0.57290953,1.1533672,0.9797318,1.1018324,0.95308864,1.107997,0.8233909,1.0688679,1.2865326,1.2598219,0.7361221,0.36853576,1.3313248,0.75779617,0.62536156,1.2527537,0.6870097,0.72611946,1.209737,1.1041201,0.96427786,0.7283559,0.96373415,1.0522494,0.9855906,0.84344244,1.0481353,0.94092065,1.306636,0.967834,0.9879329,0.5272777,1.0016593,0.7150202,0.9573158,1.2528646,0.81614864,1.1098608,1.0739464,1.0002449,1.2615949,1.1874517,1.3009403,0.99622,0.7620426,1.0085655,1.1484233,1.3929515,0.86954975,1.3523407,0.71559054,1.0027701,0.46519196,0.9286221,1.1475455,0.9985163,0.94098544,1.370296,1.259304,1.2064874,1.0956969,0.70883465,1.0116396,0.9090919,1.1052186,0.8658633,0.95943433,1.0061266,1.3743407,1.246383,1.3059127,1.1998702,0.67710114,0.61605823,0.6482084,0.9619725,0.8922186,0.9928436,0.58292776,1.0021849,1.0224578,0.71980834,0.85845846,0.91545594,0.71359414,0.6019341,0.98001933,1.2580339,0.58223784,1.1498001,1.0122694,1.181922,1.2040869,1.331831,1.1646268,1.1546276,0.0,0.98860663,1.2043128,1.3426563,0.72022665,1.0815712,0.71550286,0.8121981,1.0358249,0.6529677,1.1289086,1.1180303,0.90841365,1.1353003,1.3301982,1.3962777,0.77158976,1.2074926,0.8614662,0.8004929,1.2305402,0.8376905,0.97302616,1.239218,1.0646244,1.0856156,0.996203,0.4873562,0.7451165,0.99098825
shower,0.9868849,1.1783304,1.3325624,0.76232004,1.2740116,1.3185246,1.2500434,1.2062457,0.3676014,0.8629414,0.5778896,1.2137601,0.6152207,0.80358887,1.206372,0.67913306,0.7380298,1.0969294,1.2277262,1.2050726,0.78602046,1.2662662,0.9212462,1.0615734,1.2641212,1.163214,1.0766568,1.2249061,0.67823267,0.7473922,1.126538,1.0892832,0.40685534,0.7771673,0.7718507,1.3262873,1.1573719,0.6907567,1.2375379,1.2520868,0.6358746,1.2010248,1.1823927,0.9290461,0.8124523,1.155396,0.38936734,0.91194,0.93809104,1.0902102,1.2944808,0.81708735,1.1096632,0.88526523,1.1830633,1.2701817,1.1275871,1.1149122,1.1321055,1.2344413,0.8736974,1.2511437,1.214419,0.7850934,1.3226068,0.91912276,1.0528823,1.0083385,1.2188805,1.1306189,1.099402,0.8459629,0.7746285,1.1886089,0.782596,1.1469969,0.6475354,1.0951579,0.9697994,1.0998087,1.2008917,1.0215361,0.9904728,0.8062514,1.0586045,1.2093337,1.2422525,1.0748879,1.1258788,1.0842025,1.2923245,0.6315931,0.9674505,0.81558645,0.84419584,0.8606337,1.1836042,1.2581223,1.2157692,1.3169566,1.2172312,1.2352989,1.1866311,1.0722858,1.1534792,1.0933509,1.2453351,1.1695662,1.0446215,1.2434161,1.2235267,0.55256474,0.8997536,1.2447151,1.0662898,1.2044784,0.8700906,0.8539175,0.8295179,1.065327,0.98319966,0.98860663,0.0,0.73473376,0.72555226,1.2924247,0.73476726,1.2402146,1.2615242,1.1657753,1.2080574,0.8967368,0.82246,1.3127548,0.9262507,0.7997793,0.6894325,1.2583666,1.0208112,1.1997654,1.2043864,0.96317154,1.1319582,1.2103345,0.8643704,0.8614246,0.8827474,0.9325149,0.8032383,1.2845694,0.6909767
sink,0.89118516,1.2440223,1.4142289,0.8140089,1.2217286,1.1853485,1.2490458,1.1627078,0.28095758,0.8274465,0.7852969,1.0530264,0.5063673,0.8009782,1.1869819,0.78768104,0.47569174,0.82457525,1.2351459,0.8104564,0.5237572,1.1211329,1.0973206,0.83793426,1.2138338,1.116521,0.88766646,1.1988556,0.8879453,0.7527702,1.1036755,0.9554374,0.7361811,0.68953335,0.6720054,1.2112552,1.2255381,0.781368,1.2275337,1.2324771,0.69592535,1.0299473,1.2531241,0.78815305,0.9955319,1.3100903,0.81036437,0.62460834,1.0696238,1.297801,1.1758101,0.9020447,1.2650545,1.0162601,1.2346318,1.0424128,1.2279315,1.150097,1.0352802,1.2234731,0.841941,1.2846868,1.1058568,0.779431,1.1474838,1.0864072,0.924881,0.9940745,1.2182835,1.065846,1.1866379,0.64572704,0.84330636,1.1708609,0.8526644,1.0451993,0.78910154,0.93706554,1.0824548,1.0487756,1.1532792,0.9444658,0.96566576,0.9405622,1.1279601,1.049731,1.3269446,0.69097203,1.1109508,1.1591386,1.2522137,0.73394024,1.1216568,0.92418486,0.86466575,0.6022104,1.0713005,1.1066535,1.1207255,1.3298545,1.1307112,1.0087063,1.0654643,1.2181362,0.8805716,1.1787179,1.2148844,1.2525926,1.1175923,1.1487918,1.3275772,0.6831676,0.9476264,1.4511983,1.03765,0.9516549,0.882872,0.77701133,0.87952614,1.0314516,0.99155974,1.2043128,0.73473376,0.0,0.70170814,1.2851708,0.7975676,1.1242489,1.249326,0.8880615,1.0926259,0.69105804,0.7347883,1.1893922,1.0932024,0.8658285,0.68103856,0.9399303,1.001065,1.3612478,1.1792297,0.8480418,0.85138834,1.2027345,0.6778423,0.95782864,1.0619891,0.95717245,0.98984617,1.3353356,0.7922404
slide,1.0825359,1.3329897,1.408852,0.4254719,1.2132354,1.3376682,1.2100457,1.152287,0.51666534,0.7100493,0.47984868,1.3177061,0.48325437,0.4538412,1.2490225,0.42239118,0.48085332,0.9455061,1.3484621,1.2114027,0.63269866,1.2914248,1.2877936,1.1657648,1.3657082,1.3209302,0.9971622,1.1582261,0.76437974,0.7373705,1.0979668,1.1384062,0.5877508,0.7175951,0.72845304,1.3848832,1.2535666,0.52183807,1.2755827,1.3643606,0.56747997,1.2958329,1.2562554,0.79444903,0.84032786,1.0939056,0.89921707,1.0266503,0.87722915,1.234975,1.3427255,0.7464818,1.2143303,0.82987887,1.2052583,1.28041,1.38383,1.048362,1.2911831,1.2192754,0.79850334,1.3527727,0.93284297,0.77884424,1.1434959,0.8693359,0.9500528,0.83444035,1.1343927,1.1842073,1.2004619,0.8105454,0.4618429,1.2183077,0.49906313,1.3023705,0.66472596,1.3861126,0.9843528,1.1014882,1.0880326,1.0329661,0.70523834,0.843097,1.0186483,1.1396978,1.3815494,0.97072744,1.0852145,1.1711818,1.361181,0.79783356,0.99284565,0.4666531,0.6875371,0.70435476,0.98811615,1.3627892,1.3391823,1.3859401,1.1426257,1.0533267,1.2244918,1.3082185,1.2096896,1.1625794,1.3603271,1.2389785,0.9880846,1.4127556,1.3802001,0.75821793,0.687298,1.453809,1.0815387,1.1983981,0.8518728,0.7325853,0.47446185,1.0131156,0.77850676,1.3426563,0.72555226,0.70170814,0.0,1.434712,0.6565586,1.3672918,1.2912059,1.1417308,1.3448074,0.8462353,0.75003535,1.2807014,0.93278825,0.5076163,0.49928844,1.365468,1.0284637,1.3069202,1.243118,0.74217004,1.0707123,1.1402639,0.73983943,0.92075074,0.947593,0.9686951,1.1665814,1.3302822,0.7169459
slipper,0.99256736,0.46471608,0.25114942,1.463904,0.75587595,0.5038328,0.8313407,0.6789975,1.485082,1.0774122,1.487804,0.20476401,1.4630742,1.4752249,0.6620898,1.4892731,1.4079889,1.0435098,0.47248966,0.73735684,1.4197936,0.9079359,0.5932169,0.86716056,0.6353378,0.34884262,0.90885085,0.51299846,1.2627928,1.2017062,1.2116914,0.87153196,1.4848146,1.3851253,1.2039752,0.7193818,0.73417175,1.4586614,0.7022049,0.17087126,1.5426173,0.6160382,0.87535423,1.3584974,1.3830916,1.0456282,1.3040085,0.97019494,1.167398,0.57296145,0.6463791,1.086617,0.53680366,1.2907245,0.4801041,0.46345472,0.7460488,0.6679802,0.7760393,0.83075297,1.4622921,0.2317844,0.91836524,1.0623311,0.69004023,1.2285608,1.262507,1.1400913,0.57039064,0.8541373,0.98901063,1.3469547,1.4730976,1.0214143,1.3251045,0.6196859,1.4574616,0.47863412,0.9095275,1.231231,0.7522813,1.231682,1.3120469,1.3515549,0.96739584,1.1662644,0.21653974,0.9081097,0.70825386,0.6864291,0.54634655,1.3873208,1.2242115,1.3986752,1.1987063,1.3514888,1.2164733,0.2873087,0.40894997,0.45981866,0.773626,0.7333033,1.0728601,0.86296725,1.0732609,1.0314504,0.66404647,0.9775159,1.0525417,0.42026842,0.4714272,1.5463264,1.272713,0.50542873,1.2417725,1.0047015,1.31583,1.3042041,1.4398527,0.8757335,1.1129881,0.72022665,1.2924247,1.2851708,1.434712,0.0,1.4034925,0.26651925,0.46166432,1.1977525,0.58289605,1.2565833,1.2694716,0.5631746,1.2594721,1.409633,1.5706296,0.32712114,1.3232522,0.33568108,0.41343498,1.2684245,0.6460149,0.8661662,1.4508672,1.2725217,1.1518879,1.2161762,0.91575366,0.16085315,1.3446453
snow,0.9363664,1.2963545,1.3496234,0.7140068,1.1386611,1.2406948,1.2633166,1.1559602,0.6003221,0.56404114,0.6070025,1.3313946,0.65582347,0.69111323,1.1443459,0.540561,0.6972747,1.0233744,1.276959,1.2673945,0.82467157,1.2987127,1.1118772,1.1260003,1.2202063,1.2946734,0.8157583,1.2071881,0.4709344,0.85351735,1.1293303,1.0843405,0.76124406,0.8558651,0.77646875,1.3507067,1.0718724,0.61320716,1.2385806,1.3741367,0.68243533,1.3196666,1.169958,0.9331096,0.74074423,1.0434663,0.82666075,1.2009408,0.87623936,1.2570858,1.2175174,0.59880316,1.244766,0.8035155,1.2210433,1.170414,1.2079117,1.0755922,1.3537033,1.1296018,0.76418793,1.3788922,1.0005387,0.6197587,1.0708067,0.82712287,0.78669995,0.92973703,1.1346161,1.1184855,1.1427146,0.88047266,0.6842957,1.1849431,0.716783,1.384756,0.8564386,1.2350028,1.0039488,1.0992991,1.1795355,0.95536226,0.8195694,0.78814745,1.1273576,1.1078995,1.3159,1.1248674,1.2145283,1.1369656,1.2931037,0.86853814,0.7646081,0.6688187,0.7828348,0.7736184,1.0296434,1.3581204,1.4017396,1.3647883,1.0608734,1.0579535,1.2275771,1.1763,1.2585757,1.098388,1.2093285,1.2278044,1.0923238,1.376675,1.287715,0.7495522,0.8772223,1.258372,1.0903938,1.1713256,0.80532444,0.8972285,0.70539397,1.0310191,0.9512029,1.0815712,0.73476726,0.7975676,0.6565586,1.4034925,0.0,1.255368,1.216587,1.1034051,1.4193358,0.8063357,0.8643491,1.252898,0.9214356,0.6150104,0.68567276,1.2657075,1.0850717,1.277555,1.2312145,0.7812992,1.1765331,1.1470355,0.9176842,0.8878115,0.7343942,0.69581455,1.0725048,1.3677642,0.76574266
soap,0.9655281,0.66589993,0.41833407,1.4211197,0.8454541,0.5677055,0.771602,0.675447,1.3142059,1.0438601,1.3655794,0.2697224,1.313719,1.4374621,0.7831223,1.4214642,1.3177879,1.0777116,0.58955795,0.73169184,1.3353872,0.8481741,0.5590866,0.87961346,0.6744196,0.3977633,0.8573914,0.6297531,1.206987,1.1102599,1.0536703,0.9519739,1.354064,1.3268125,1.1571729,0.6926454,0.73378754,1.3548579,0.543573,0.3152963,1.4217193,0.6457164,0.956946,1.3452885,1.3175422,1.165318,1.2200165,0.9527158,1.1341859,0.8038487,0.676663,1.051501,0.79616225,1.2781751,0.6574714,0.45807052,0.7240664,0.8170458,0.8467835,0.87643105,1.3973441,0.50139797,1.083471,1.0175076,0.7931457,1.2542818,1.1696477,1.2616761,0.7802438,0.90270835,1.0799975,1.3424923,1.4551704,1.0655822,1.2874069,0.6760237,1.3769838,0.50369596,0.9580348,1.0752571,0.5829788,1.1721563,1.3543711,1.3497509,1.1058719,1.1254791,0.448017,0.7666817,0.8837211,0.8962755,0.573099,1.2299092,1.1639543,1.4161985,1.1455365,1.2597702,1.1392643,0.46651083,0.5288751,0.42858267,0.81065977,0.7857851,0.95799327,0.9064201,0.9204457,1.1074959,0.6517572,1.010544,1.1964525,0.51443094,0.6657841,1.3521404,1.2450016,0.66224873,1.0916141,0.925507,1.3094391,1.3968354,1.3565199,1.1370955,1.0902725,0.71550286,1.2402146,1.1242489,1.3672918,0.26651925,1.255368,0.0,0.64060843,1.0727057,0.6842512,1.238136,1.2605944,0.6243903,1.2803004,1.3298628,1.4362569,0.40365326,1.1696886,0.5856768,0.6911525,1.3085495,0.5931256,0.99025404,1.2660725,1.2006831,1.0964092,1.0802162,0.9627923,0.48414135,1.1696016
sock,1.005317,0.39662194,0.61838126,1.2736329,0.84391403,0.7362282,0.8682881,0.77081084,1.3605825,0.97785145,1.3553817,0.5522215,1.2908657,1.2005295,0.821185,1.287038,1.3429325,0.9924793,0.71261,0.97833884,1.2526817,1.0719135,0.7710122,0.74582714,0.74829173,0.46141523,1.0073013,0.78864795,1.1898028,0.9982043,1.2169378,0.9448699,1.3589985,1.2301201,1.0778081,0.94512224,0.7365733,1.290309,0.8659109,0.6206938,1.3426707,0.7406248,0.84293765,1.2144096,1.2313904,0.9618353,1.2384182,0.9871561,1.0409406,0.79252857,0.7449552,0.9732288,0.7638317,1.1547137,0.73186415,0.6647371,0.8397211,0.7618145,0.86457396,0.86099887,1.2922586,0.59166396,0.5763122,1.0523499,0.84194773,1.1038197,1.1831105,1.051737,0.5478385,0.89656645,0.89438987,1.2730815,1.1668522,0.9569895,1.1426295,0.7701759,1.2516081,0.7127875,0.9259815,1.2159395,0.82260317,1.1035879,1.083864,1.1253108,1.1125933,1.2099744,0.6641603,0.8603927,0.84556603,0.95216554,0.7764492,1.1886864,1.0669181,1.188774,1.0148607,1.1303918,1.140779,0.6190768,0.72232366,0.7042619,0.86391056,0.6065629,1.1263328,0.83148855,1.1760333,0.93647075,0.7292345,0.9703254,0.8657198,0.5646076,0.6546061,1.3327864,1.0898259,0.6422839,1.2192812,1.1558938,1.2184134,1.2743,1.2243485,0.71400785,0.9639821,0.8121981,1.2615242,1.249326,1.2912059,0.46166432,1.216587,0.64060843,0.0,1.2656295,0.7498212,1.1955276,1.1968096,0.71207714,1.0044409,1.1873175,1.4328959,0.6822439,1.2692177,0.65250206,0.8130067,1.1942935,0.7003505,0.92585945,1.3982385,1.1888622,1.1822445,1.2161523,0.87795603,0.521487,1.2672545
soup,1.0094123,1.1706239,1.103082,1.0638107,0.9830364,0.9233651,0.95509213,1.0526633,1.0508777,1.1651893,1.1331075,1.1682975,1.1827825,1.0763998,1.0842525,1.1432266,1.0133035,1.0083995,0.9408605,0.6397238,1.0409325,0.5898468,1.1798049,0.90844053,0.99141073,1.2161592,1.2035506,1.126872,1.1794093,1.2703494,0.79172206,1.0241895,1.0790796,1.0970492,1.1125997,0.67558473,1.0015177,1.1743667,0.9279837,1.1450037,1.1628944,0.81584203,0.92749006,0.8007237,1.0151074,1.0827115,1.1316411,1.0195472,1.2328815,1.1361067,0.91760147,1.2360815,1.1117704,1.0045575,1.1351901,1.0775577,1.0256382,1.1404502,0.8223995,1.0594993,0.98782563,1.167985,1.1836884,1.0902222,1.0468037,1.0335051,0.76758146,1.0624825,1.1884588,1.0946035,0.9173293,1.0035831,1.2129197,0.6023704,1.2482946,0.95833343,1.1237237,1.0093354,1.1516892,0.7786933,1.0370542,0.7514544,1.0570813,1.1917981,0.9149177,0.3888526,1.0933042,0.8798757,1.104635,0.93435466,0.9211315,1.091862,1.0581241,1.2170099,1.2749717,0.9942367,0.7451203,1.1033927,1.0573795,0.91939586,1.0098143,1.1625831,0.6490785,1.0020026,0.3903669,0.9695672,0.86537486,0.86618876,1.2064271,1.1384327,1.0124353,1.0033276,1.0661006,1.1471246,0.7638687,0.0869391,1.0267613,1.0594895,1.199266,1.1558621,1.2350011,1.0358249,1.1657753,0.8880615,1.1417308,1.1977525,1.1034051,1.0727057,1.2656295,0.0,0.8742976,1.0934108,1.097995,0.9921785,1.1862702,1.2426388,0.93090504,1.0021992,0.6396897,1.1378773,1.069472,1.1202414,1.0962411,1.1268227,0.60873926,0.93178546,1.1741699,1.0999591,1.209299,1.1975384,1.0262916
spoon,0.849586,0.82508457,0.65808505,1.4147075,0.8964982,0.67668855,0.7549742,0.7553642,1.2841141,1.253349,1.4446094,0.6373824,1.4089746,1.4371667,0.6889471,1.4788644,1.2092932,0.9084053,0.64500386,0.6259068,1.2497193,0.71265113,0.6272764,0.75054926,0.7993283,0.7117861,1.1458817,0.7789613,1.4739298,1.222159,1.035064,0.8258816,1.3379843,1.2693374,1.1016657,0.6029645,0.81445384,1.5175071,0.7918761,0.44613636,1.3847818,0.65270454,0.6278839,1.0994716,1.3532495,1.0955598,1.251648,0.8195436,1.295984,0.8981894,0.7225616,1.2929506,0.8762133,1.3405035,0.8485433,0.7207953,0.5845633,1.0598216,0.08858371,0.83285606,1.2975405,0.6265305,1.0838058,1.149915,0.8434827,1.3961743,1.1667863,1.2154309,1.0477252,0.91672486,0.8546014,1.0616415,1.4413314,0.8059082,1.4377384,0.062254786,1.1794505,0.6034757,1.0780818,1.0159221,0.9373352,1.0278555,1.3477821,1.286826,1.0187505,0.9733909,0.6671856,0.6966616,0.82417554,1.0906678,0.6986157,1.2568299,1.2130777,1.447381,1.3880619,1.2476647,1.1325434,0.38343346,0.27288914,0.5514444,0.98240614,0.90104896,0.8340158,0.7469752,0.6530282,0.89178616,0.7361502,0.8029251,0.9403231,0.6753929,0.7532439,1.2907221,1.2193089,0.6808493,1.0451887,0.7932652,1.289542,0.9489703,1.4900997,1.0753818,1.2852445,0.6529677,1.2080574,1.0926259,1.3448074,0.58289605,1.4193358,0.6842512,0.7498212,0.8742976,0.0,1.1213919,1.119064,0.7577027,1.1375312,1.4966279,1.3364692,0.589936,1.0717812,0.81192005,0.68239814,1.0851836,0.74263453,0.81339705,1.0187808,1.2487437,1.2455806,1.2688384,0.73618853,0.6139561,1.333533
