,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sandwich,0.8658941,1.1628003,1.2177929,0.9110011,0.71691275,1.1827648,1.3046046,0.9218977,1.107711,0.95449924,0.85169744,0.9385101,1.3289372,1.0274935,0.7946756,0.9774273,0.90403754,1.2167869,0.9489059,1.3334104,1.1146289,0.9924432,0.58915526,1.1597937,1.1708424,1.169846,1.3648138,1.2598422,1.1248689,0.9624373,1.1357521,0.8189918,1.2159245,0.950719,1.2345277,1.2673396,0.90491104,0.79387957,1.142461,0.9714713,0.7656544,1.3329057,0.991213,1.265856,1.1673795,0.9268828,0.9236861,1.0743096,1.0691649,1.0036644,0.962567,1.1220604,1.0894533,0.9595556,1.1360937,0.93113303,1.0797086,0.96704805,1.2428284,1.0989044,1.0405834,1.0433389,0.8203133,1.2504659,1.0179869,0.9582308,1.0997036,0.95440465,0.63194716,0.8218692,1.167971,1.0922139,0.75222725,1.0215545,1.2101367,0.91589135,1.0517983,1.0483662,1.3330083,1.3132548,0.42675644,0.61356586,0.8927234,0.78995734,1.0199789,0.9574162,0.67974675,1.2620786,1.0540133,1.1608628,1.3088734,1.1303698,0.7963116,0.9359125,0.91367626,1.00303,0.83983666,1.2758399,1.2340906,1.0166065,0.9191478,0.9559591,1.2907764,0.582045,1.1671836,0.64331234,1.1501204,0.82863027,0.97476655,0.9078802,1.2770933,1.1870687,0.89428234,1.1403242,0.0,1.0643919,1.0648147,0.8985696,0.9431313,1.0337664,1.2878188,1.0133315,1.2501568,1.0153319,1.2173307,1.0565876,1.2657034,0.92722046,0.807158,1.2068179,0.9881795,1.1445875,0.99066824,0.88468194,1.0051395,0.7207439,1.1669309,1.1912789,1.0078611,0.88596815,1.2077986,1.1972941,0.5602383,0.92108893,0.9874816,0.966601,1.2370284,1.2820349,1.0243279
sauce,1.2630832,0.9361633,0.9019043,1.0644703,1.3160516,0.91111636,0.6404617,0.92841554,0.9104099,1.101803,1.1451161,1.1701493,0.76943195,1.1306206,1.1637933,1.1546366,1.2157474,0.82861793,1.020469,0.88392365,0.5687016,0.9822378,0.9061484,0.90543205,0.7844012,0.872905,0.75037575,0.92245704,0.80035913,1.2093201,1.0974935,0.9511552,0.9865187,1.0786949,1.0175507,0.7002474,1.1049173,0.91413414,1.0196843,1.210241,0.98520595,0.8133187,1.1557446,0.783955,0.9645473,0.9627144,1.202274,1.1884739,1.1056857,0.979227,1.1323557,0.7563375,0.81917644,1.2806153,1.0206158,1.1928554,1.0352827,0.961933,0.8944493,0.90198225,0.836468,1.0683495,1.0692469,0.9714453,1.2286264,1.1516873,0.9380542,1.266127,1.068534,1.1200353,1.1261208,0.91344726,0.92694336,1.2039481,0.88321567,1.2788949,0.8411592,1.0550177,0.9335163,0.838341,0.9633845,0.9462147,0.95792186,1.1051351,1.1478882,1.0255345,0.9254742,0.8979164,0.9049884,0.9833326,0.9453648,0.9016937,1.0739218,1.2485428,1.2124753,1.1711403,1.0581447,0.90569526,0.88250357,1.0797973,0.8634168,1.1823612,0.9319511,0.8327166,0.9669436,0.70348877,1.0123214,1.0944772,0.9915935,1.0587919,0.8487667,0.87862134,1.0902358,1.1586455,1.0643919,0.0,0.98640007,1.2831255,1.0754998,1.071521,0.8656943,1.2003112,0.8974156,1.012704,0.89699495,1.0640457,0.8941519,1.0213434,0.30512094,0.70940626,1.0721691,0.7180766,1.1818087,1.3402337,0.9744886,1.1043122,0.95052415,0.9867861,1.0256075,0.9957964,0.9003924,1.0741503,0.817392,1.0957153,0.9802294,1.085569,1.0008628,0.9890639,1.0606012
scissors,0.9524221,1.1512282,0.78926826,0.9667915,1.2066063,0.7918576,0.8639308,0.8976904,0.9399456,1.2046405,1.0665743,1.2073975,0.9238588,1.2471786,1.2326256,0.87265444,1.2691813,0.67618847,0.96776813,0.68234825,0.78960764,0.93161654,1.1061172,0.98878914,0.9713024,0.5143535,0.91608167,0.59105015,0.9824819,1.2729558,1.2741028,0.86503565,0.68578243,1.2214544,1.0710425,1.0198239,0.9475238,0.9567942,0.8564292,1.30066,1.0201359,0.67889535,1.1715187,0.8151976,0.6483256,0.9840834,1.1612587,1.0500042,1.1469245,0.90562147,1.2519815,1.2334161,0.8716347,1.31159,1.0778513,1.1870884,1.1796882,0.9672751,0.60379744,1.2501392,0.50467354,0.6411731,1.144288,0.7519454,1.0604324,1.1094183,0.83241934,1.2369878,0.9079206,1.2524229,1.1427722,0.8415369,0.78353775,1.2878947,0.80304086,1.307085,0.5521482,1.2016054,0.7806867,0.98787737,1.2566246,1.0047967,1.1121632,1.0685493,1.0152085,1.2668244,1.2846824,0.8492274,1.0002089,1.1240537,1.0521315,0.8579179,1.1382523,1.235247,1.4186882,1.4132099,1.1335891,0.59308404,0.63391244,0.90174866,0.912481,1.151284,0.8119312,0.9914546,0.6825818,0.8939085,0.8455308,1.0714034,0.860074,0.9825686,0.69671917,1.0449628,1.248277,0.8644348,1.0648147,0.98640007,0.0,1.3667778,0.99595416,1.443846,0.56831187,1.093528,0.9811052,0.9758004,0.94168806,0.9845323,0.8318069,1.1025809,1.0134802,0.51452965,0.92878157,0.7101133,1.0796423,1.3493422,0.94433624,1.085112,0.7349522,1.1767536,1.165839,0.5624157,0.98999476,0.45152265,0.9338778,1.0293789,1.1454623,1.0986727,0.76148105,0.84301823,1.2286683
shirt,0.7302335,1.1804008,1.392087,0.9538981,0.3165846,1.389719,1.4392595,1.3030269,1.2195209,0.61271,0.77891386,0.69077754,1.3363229,0.637461,0.40343988,0.9624456,0.54907596,1.2636213,0.9691374,1.4279678,1.3731756,0.93526536,1.2967225,1.0970098,1.1896896,1.4263155,1.3943322,1.2768703,1.3918613,0.54163873,0.70918787,1.2488887,1.3559772,0.6400115,0.98581046,1.258611,0.75650525,1.2383085,1.272064,0.55372727,1.1483889,1.4973574,0.7092221,1.4173986,1.3820708,0.89390606,0.78840774,0.9747907,0.846066,1.1011614,0.6827587,1.055343,1.4442763,0.48108315,1.3251169,0.54826874,1.0928402,1.1998818,1.3926301,1.0321563,1.5163908,1.2899818,0.686174,1.3866886,1.0134373,0.71231806,1.3683424,0.4926744,1.0869162,0.6831332,0.97480214,1.1836866,0.85820353,0.45639098,1.3647966,0.2752753,1.346961,0.9501572,1.3917937,1.3518595,0.84195423,0.9723355,0.9090774,0.7583083,0.7655489,0.8070921,1.1127934,1.3772223,1.2089276,0.959276,1.3616326,1.3551202,0.70448005,0.61991566,0.27364147,0.31873035,0.76283854,1.4768007,1.45716,1.1436352,1.3163173,0.8404882,1.3239213,1.0566505,1.3280063,1.2383838,1.2437541,1.1761672,1.1775602,0.84398735,1.4256419,1.3332574,0.64511645,1.1251857,0.8985696,1.2831255,1.3667778,0.0,0.9900207,0.47994047,1.4732752,0.76303864,1.1952225,0.97775465,1.3818026,0.8928513,1.2627803,0.8726061,1.018065,1.5286362,0.89548504,1.3739252,0.7297307,0.16871941,0.9168456,0.6354785,1.4944005,1.2051636,1.1333332,0.98304456,1.1643946,1.3783804,0.925577,0.7569005,0.8677842,0.7686587,1.2028714,1.3514026,0.68911695
shoe,0.99369067,1.0491977,1.2104441,0.89038587,0.896385,1.0961044,1.1456559,0.8864019,0.98360217,1.1300391,0.9554575,1.0284002,1.1419488,1.0588863,0.8681986,0.94906265,0.97167385,1.0355405,0.91759723,1.1449168,1.1896647,0.9127894,1.0730635,1.0348758,0.9332572,1.0625403,1.1431686,1.004069,1.152173,1.0714022,1.0697621,0.92464954,1.1609747,1.0433238,1.0030018,1.1444043,0.9745235,0.97928065,1.0998107,1.0276659,0.99861664,1.1845616,1.0135697,1.1024194,1.002767,0.96296626,0.96428347,0.83149517,1.104379,0.985386,0.99309355,0.94690335,1.1702113,1.0075544,1.053309,0.940641,0.9654114,0.98700535,1.0097319,0.7574146,1.1503917,0.89280397,0.91949785,1.0133227,0.6365212,1.1123184,0.91126263,0.952783,1.1144522,0.8223517,0.82134545,0.9850853,0.9806167,0.98685753,1.1105763,0.8815065,1.0877937,0.9586916,1.2454183,1.1654465,0.98579687,1.0349694,0.92178696,0.62191045,0.8519094,0.9459063,0.9839498,1.2231028,0.96408784,0.9428856,1.1068349,1.1826322,1.0267187,1.0331209,0.9411368,0.93584305,0.9979107,1.1693921,1.1217345,0.918946,1.0196486,0.8892302,1.0498134,0.98086125,1.0889395,1.0629591,1.005916,0.96459055,0.98108953,0.7316714,0.996343,1.1120209,1.1058509,1.0451628,0.9431313,1.0754998,0.99595416,0.9900207,0.0,0.9370538,1.1056216,1.10244,1.2111902,1.0030916,0.77127564,1.0521739,1.2675812,0.61219335,1.0244806,1.1190801,1.0663326,1.0564042,0.8421816,1.0003766,0.92474395,1.0461484,0.96465313,1.0025133,0.9894768,0.9805901,0.96611655,0.8264128,1.0592757,1.0533509,0.89653283,0.9778879,1.0259752,1.0141383,1.1262887
shorts,1.0340883,0.875077,1.2560393,0.9780056,0.7773252,1.3573123,1.2274663,1.1642499,1.0214273,0.9429999,1.0804036,0.9489158,1.037049,0.6944773,0.76293796,1.1155571,0.87916017,1.164342,1.1956439,1.317632,1.3867786,1.1195302,1.0303823,0.87836695,1.1401013,1.4250528,1.0929857,1.1966618,1.0246032,0.80608773,0.64358044,1.2437177,1.3268452,0.7082203,0.6491271,1.0842614,0.9111985,1.1740726,1.113977,0.7568699,1.002248,1.2117176,0.92773634,1.2754941,1.255538,1.1268127,0.9655613,0.8775383,0.837722,1.0244693,0.7704388,0.80946946,1.2853402,0.605229,1.1106491,0.83156836,0.86407906,0.9749009,1.3442442,0.69864994,1.3642268,1.2939544,0.9232944,1.1427289,0.8080005,0.9711052,1.2483919,0.7010442,1.1212313,0.8010696,0.77812064,1.2170622,1.0989774,0.5743537,1.2409157,0.43630004,1.1934276,0.7822846,1.3075787,1.0594726,0.8297868,1.188976,1.0821487,0.83210313,0.75967526,0.6587119,0.8853591,1.2176403,0.95713747,0.76358366,1.0887336,1.2579148,0.8477999,0.81949794,0.55820143,0.1662885,1.0520712,1.2849734,1.1918073,1.0951227,1.211586,0.8344041,1.2299242,1.1391208,1.2335272,1.311708,1.2189946,1.0708029,1.1878283,0.840821,1.3004062,1.0705653,0.8033633,0.94252384,1.0337664,1.071521,1.443846,0.47994047,0.9370538,0.0,1.1715847,1.0008447,1.0433451,0.963906,0.97363013,1.066376,1.2609271,0.6642431,1.1293116,1.2588618,1.0117189,1.2660291,0.6783902,0.5444552,1.0145805,1.0989012,1.432652,0.88792914,0.90181315,1.1412839,0.8636203,1.3887374,1.2002658,1.0927145,0.7022377,0.94307965,1.0112404,1.1012951,0.8601423
shovel,1.2345004,0.778105,0.6222869,1.2096897,1.472562,0.7102606,0.6430259,0.9407701,0.80908245,1.3870041,1.3387471,1.3348318,0.52401066,1.3097801,1.4134085,1.1470165,1.4231329,0.59231955,1.2153122,0.41801763,0.7538978,1.2766366,0.891683,0.8443205,0.77092826,0.5237167,0.42998546,0.5966506,0.68437415,1.367824,1.0619824,1.0695385,0.6079012,1.320376,0.5782182,0.83299136,1.2687356,1.0539193,0.53476006,1.3934746,1.0212032,0.3791461,1.3567134,0.51532316,0.57817197,1.3017193,1.3390973,1.0432565,1.0759844,1.0469822,1.1998804,0.87181413,0.74490917,1.3403912,0.7907892,1.372947,0.9094387,0.92076886,0.70075077,0.9197156,0.33616102,0.9743506,1.3588831,0.5048897,0.9531316,1.2965908,0.86220527,1.3179173,1.0264275,1.3054928,0.79760337,0.8811508,1.1149544,1.358622,0.64407134,1.4139782,0.65038085,1.1409268,0.523821,0.5530114,1.3681779,1.2259284,1.1904088,1.3942206,1.0619787,1.1602142,1.1057038,0.59126145,0.65306866,0.76821494,0.5829481,0.74790186,1.2108371,1.3584667,1.4597969,1.2883362,1.3991733,0.479267,0.45860314,0.949616,0.9425148,1.2962508,0.5057582,1.1584992,0.6529305,0.9417311,0.83062315,0.9344015,0.9149956,1.1591053,0.512991,0.73120546,1.2380695,0.79596084,1.2878188,0.8656943,0.56831187,1.4732752,1.1056216,1.1715847,0.0,1.1920264,0.8215035,1.0888668,0.5972736,1.100703,0.7559319,1.1743568,1.1303816,0.12015486,1.2110565,0.68191546,1.126295,1.4697487,1.1051446,1.4996551,0.63421017,0.7701371,0.99641675,0.9475184,0.5520499,0.84382594,1.2749331,1.2479777,1.1343302,1.2701705,0.57594615,0.43213022,1.154502
shower,0.8103808,1.2161546,1.2138652,1.1578388,0.8453246,1.2037599,1.2653033,1.2783017,1.1284534,0.37450522,0.9450117,0.68830925,1.2553009,0.7351723,0.9390205,0.93202436,0.75447744,1.1904807,1.0226007,1.1204933,1.1269305,0.85310435,1.2546523,0.9241789,1.0381422,1.1108494,1.103709,1.079313,1.3502724,0.6896721,0.710536,1.1673496,1.0142472,0.54759413,0.97981167,0.94967353,0.93889374,1.1949153,0.9937443,0.7166535,1.2120556,1.2314084,0.6125543,1.1125103,1.1937754,0.83467126,0.88892937,1.0240424,0.31747502,0.8692619,0.9234941,1.1905822,1.2854145,0.8219732,1.1313109,0.9168993,1.260893,1.286293,1.0242331,1.2243543,1.2427785,1.1107714,0.8627937,1.2212296,1.3424381,0.7245237,1.3107188,0.82876337,1.0651525,1.0839233,1.161973,1.0320064,0.87857735,0.8573835,1.1068294,0.8494824,1.1378568,0.8519839,0.91879624,1.1510043,1.0607564,1.0709203,0.93530715,1.0525723,0.95082295,1.1652993,1.0389876,1.1745114,1.1680924,1.227006,1.2104131,1.2263613,0.6049431,0.7761034,0.8820436,0.8600799,0.9149595,1.2262902,1.3062483,1.0790136,1.2594649,0.96610385,1.1234847,1.0224828,0.9542886,1.0651691,1.0656021,1.2609541,1.0788071,0.9733129,1.1092106,1.17699,0.45937926,1.0290695,1.0133315,1.2003112,1.093528,0.76303864,1.10244,1.0008447,1.1920264,0.0,1.0162401,1.0037067,1.3729997,0.83908993,1.04745,1.1564876,1.0561346,1.2953765,0.8316468,1.1727179,0.84677976,0.7624167,0.99319834,0.75170094,1.2156944,1.2947731,1.3040498,1.0943052,1.1363922,1.1155959,0.9305884,0.7589279,1.0403857,0.9559108,0.8007462,1.2795162,0.49574792
sink,1.042501,0.78706706,0.8633025,1.1942476,1.2321752,1.0644848,0.81118053,1.1028309,0.8414841,0.78367746,1.2412007,1.1486328,0.44972956,0.7157852,1.365884,1.2136431,1.1504282,0.65603185,1.094007,0.67166513,0.56150204,1.1141689,1.0519265,0.89209247,0.832744,0.9843719,0.50249803,0.73437095,0.8603852,1.1225069,0.79834807,1.1347387,0.69655734,1.0272863,0.7825501,0.55662775,0.9525643,1.0609587,0.95596415,1.0593976,1.1068363,0.6159605,1.1211693,0.6630168,0.9683198,1.1966821,1.2265557,1.3316247,1.0186566,0.7540318,1.3143475,1.0975765,0.93454677,1.1148815,0.84418786,1.2635056,0.9414326,0.8181941,1.0640107,0.76932025,0.6648084,1.0465593,1.159482,0.7481425,1.1063197,1.0707572,1.0217284,1.2267027,1.0370386,1.2836668,1.0237174,1.1252807,1.178042,1.138577,0.83143497,1.1232667,0.6044284,0.9686188,0.44196796,0.7127694,1.2306119,1.2773619,1.1609472,1.4217062,1.1011102,1.1028566,1.1433643,0.73672295,0.7483567,0.96584725,0.8321764,0.9788294,0.94741917,1.1657603,1.2462033,1.0587796,1.1551893,0.45960617,0.5370488,1.009809,0.9591397,1.160035,0.5910248,1.1317692,0.83950377,0.974301,1.081625,1.0618416,1.1860344,1.2096561,0.73909485,0.8630308,1.0470136,0.99452955,1.2501568,0.8974156,0.9811052,1.1952225,1.2111902,1.0433451,0.8215035,1.0162401,0.0,1.026605,0.77974445,0.8738893,0.4016341,1.0818511,1.2194862,0.75146806,0.8914405,0.9567441,1.2002496,1.1650535,1.1715938,1.242522,0.80061585,0.8775558,0.95816284,0.9570956,0.7736146,1.1113573,1.0693345,1.1791842,1.0399095,1.1157751,0.7378391,0.70905274,0.9410186
slide,0.9698818,1.1051239,1.17875,0.7496689,0.974235,1.2392488,1.0122275,0.85987157,0.89226884,0.9081738,1.0661925,0.8769008,1.1189764,0.7971624,0.94927716,1.0965706,0.89438456,0.9360072,0.79305226,1.0853109,1.0976919,0.84128547,1.0811085,0.9093048,0.9248778,1.0614083,1.0355895,0.98470676,1.0859551,1.0741594,0.80270845,0.92762434,1.2727337,0.8843524,0.9869173,0.95373154,0.80955637,1.0310158,0.968192,0.96052617,0.8858564,1.0554891,0.7535155,1.0664223,1.044571,0.9042495,1.0736145,1.1138692,1.0089892,0.9062062,0.9948565,1.080996,1.14356,1.0351661,1.279442,1.0591638,1.1283617,1.1049979,1.0281084,1.1020691,1.0676484,1.088056,0.9919344,1.1905174,1.1703265,0.8911983,1.0820408,1.0649396,0.99146914,1.0594054,1.1114537,0.9311125,0.96210396,0.9592478,1.019852,0.936875,0.93781435,0.6732096,1.1634884,1.0131043,0.9909198,0.9893137,0.81004685,0.9472751,1.0045531,1.1243305,1.1330628,1.233351,0.88007104,1.0781744,1.1966543,1.0743738,0.9386507,1.1443205,1.0084152,0.9817952,0.8906795,1.0668159,1.0197469,0.9797023,1.023443,1.1026003,1.0268787,1.0152982,1.0839663,1.0019614,0.9972325,1.2155583,0.9899086,0.8320006,1.1536574,1.2521698,0.9306401,1.1990283,1.0153319,1.012704,0.9758004,0.97775465,1.0030916,0.963906,1.0888668,1.0037067,1.026605,0.0,1.2429985,0.930439,1.0551894,0.82935554,0.9736195,1.0805701,1.0786437,1.1202651,0.97150004,1.0658845,0.8753841,0.8982375,1.1601052,1.2148218,1.146418,0.80419236,0.8866497,0.89859575,0.89651513,0.9907357,0.8597768,0.7614387,0.96554554,1.2097815,0.91093737
slipper,1.4613518,0.4455577,0.49251127,1.0096098,1.3885646,0.73800564,0.6982463,0.8532483,1.0645585,1.5104063,1.1712297,1.4531827,0.33612782,1.3358284,1.387543,1.1999098,1.4589186,0.7645424,1.313384,0.6672869,0.8760284,1.4423332,0.7569408,0.9571518,1.1054424,0.85942376,0.5860821,0.8235879,0.39837807,1.3296465,1.293256,0.95457745,0.69995457,1.4278789,0.7473828,1.0226841,1.3694936,0.8631512,0.894394,1.4035509,1.0150015,0.3641951,1.583454,0.8091372,0.7345903,1.4452488,1.3207705,0.9648934,1.3007867,1.1924975,1.1744826,0.6757067,0.55845517,1.0984759,0.5005968,1.1288695,0.4441719,0.67178833,1.0056734,0.4172656,0.72069186,0.9119214,1.4421265,0.41318965,0.474549,1.3620951,0.6816136,1.2391833,1.0429214,1.0364163,0.5874281,1.0989463,1.4054046,1.1404614,0.8364705,1.188223,0.89234823,1.2545346,0.7400658,0.6439693,1.2308601,1.254791,1.4052714,1.0695581,1.1424994,0.7236695,0.9921349,0.3316918,0.8722189,0.55384666,0.3601209,0.69425786,1.4930848,1.271425,1.254025,1.108625,1.4068456,0.48763365,0.50184214,0.9812114,0.7242007,0.9165781,0.8119933,1.1978134,0.9342241,1.2030383,1.0390503,0.6576898,1.0717833,1.3096536,0.74467075,0.36019778,1.5617859,0.837461,1.2173307,0.89699495,0.94168806,1.3818026,0.77127564,0.97363013,0.5972736,1.3729997,0.77974445,1.2429985,0.0,1.173485,0.66172045,0.7444657,1.2849241,0.59995997,1.2580328,0.67270374,1.2171634,1.3550527,1.2592475,1.5794692,0.67387533,0.22849894,0.5204443,1.2087313,0.8246484,0.89031774,1.4926493,1.4128485,1.0894768,1.2595631,1.0138024,0.23217249,1.412077
snow,0.8391743,1.1584089,1.1106913,1.1065364,0.9421165,1.1399984,1.1312863,1.0606674,0.9661268,0.77545595,0.97747487,0.8886576,1.0376604,0.80304444,0.90962076,0.8053097,0.75874054,0.91936344,0.8698555,1.0750303,1.0430481,0.9686411,1.1436378,1.0303255,1.0716673,0.9730718,1.1044947,0.7723329,1.0838518,0.6087248,0.96392655,1.046332,0.9342491,0.8001585,1.0633223,0.97762966,0.80151427,1.0918832,1.0147185,0.88187027,1.0758172,1.0796901,0.8500333,1.105212,1.0327274,0.9563329,0.90477985,1.2044256,0.92694455,1.0322016,1.141778,1.1872771,1.1325169,0.9622362,1.0832863,0.93283534,1.2265221,0.9630506,1.0878952,1.1360766,1.0713632,0.994202,0.71617824,1.0771356,1.1526135,0.8395341,1.1731421,0.9214237,0.96221715,1.1655235,1.1800911,0.9821233,0.95249075,0.9249163,1.168684,0.91058505,1.0678172,1.0475972,1.0127536,0.99646413,1.107697,1.1165842,1.0464915,1.0696211,1.0121655,1.052057,1.2032802,1.0944084,0.9745128,1.2162545,1.1561579,1.1308973,0.94061893,0.8055501,0.88738966,0.936433,0.83475375,1.0416486,1.1233095,1.0489798,1.0735917,1.0008048,0.9048128,0.96254283,1.1072412,1.0367938,0.9535813,1.1783508,1.2177604,1.0504808,0.99000996,1.134866,0.96223605,1.0016102,1.0565876,1.0640457,0.9845323,0.8928513,1.0521739,1.066376,1.100703,0.83908993,0.8738893,0.930439,1.173485,0.0,0.9301746,1.0948671,1.0637622,1.101511,0.9378644,1.0793948,1.1506978,0.897754,1.0403192,0.8586156,1.0171419,1.2242457,1.1797613,0.9962621,0.96675843,1.0778968,0.9992117,0.94158006,1.0000062,0.9683134,1.11535,1.1088104,0.94569874
soap,1.2035036,0.77465796,0.46917683,1.2324822,1.3677325,0.81114286,0.6149569,1.0349045,0.98012894,1.1034483,1.2198282,1.272599,0.33751,1.1615467,1.4250289,1.1274738,1.3030112,0.74272,1.1480836,0.3836875,0.4639318,1.2863467,0.99049824,1.0301719,1.0068892,0.70026577,0.49937606,0.70907694,0.7246228,1.1741642,1.1750492,1.021125,0.4914025,1.2682157,0.852203,0.7099345,1.2447181,0.9951023,0.84777856,1.2951818,1.0802833,0.31510383,1.3541269,0.5933355,0.80205065,1.3136032,1.2405701,1.2958355,1.1145265,1.1206495,1.2668941,1.0860864,0.7173261,1.1732495,0.75668573,1.1646357,0.90429217,0.8229512,0.8379237,0.8575725,0.58460015,0.9540017,1.3409343,0.56152797,1.178912,1.0114733,0.8835204,1.2253952,0.97030944,1.3635826,0.93615013,1.0190111,1.2291088,1.2288166,0.63274187,1.2354507,0.74947834,1.2123183,0.34217882,0.48953152,1.342644,1.1523908,1.2288597,1.4699086,1.2835617,1.1371598,1.2336042,0.34453058,0.8299856,0.9441695,0.5797155,0.69049335,1.296319,1.1764514,1.3290606,1.2668351,1.2157035,0.3171383,0.5062033,1.0858439,0.81111765,1.119654,0.65790844,1.1219792,0.66313374,0.9666346,0.9646623,1.0029833,1.134558,1.4590654,0.6817378,0.6874451,1.2948487,0.9937378,1.2657034,0.8941519,0.8318069,1.2627803,1.2675812,1.2609271,0.7559319,1.04745,0.4016341,1.0551894,0.66172045,0.9301746,0.0,1.2385076,1.194026,0.6883364,1.0671136,0.72787046,1.378044,1.2818365,1.2342608,1.3498747,0.805449,0.6992072,0.9809771,1.0567799,0.80367976,0.97973174,1.1823004,1.0829754,1.2328889,1.109708,0.86854357,0.5199069,1.0443438
sock,1.067495,0.9441561,1.2170262,0.7271,0.7647228,1.1005251,0.9852132,0.9440188,1.0889599,1.0376759,0.9648092,1.0405421,1.0275909,0.83212113,0.8179476,1.0791347,0.88695854,1.0144365,1.0940751,1.2140203,1.2028315,0.9949026,1.0342219,0.8853152,0.9715388,1.2515627,1.0104183,1.0856918,0.97039473,0.9715626,0.8479858,1.0219543,1.315458,0.9864317,0.9111944,1.1072307,0.8632798,1.0412095,1.2133149,0.9160206,0.95568204,1.1221424,1.0082186,1.1313313,1.1471744,0.98773146,1.0263897,0.8879341,1.0713102,0.9911055,0.8866407,0.87027144,1.0769916,0.90436256,1.1201034,1.0046182,0.83035606,0.8764543,1.2418163,0.7310281,1.3443091,1.0074068,0.9801047,1.1732503,0.49151033,1.1465206,0.84888464,1.0090325,1.1375614,0.7330946,0.8888105,1.1862683,0.97339237,0.79323995,1.1556,0.76159614,1.0708462,0.9346917,1.2863202,1.2047763,0.87932324,0.9946111,1.0093415,0.35024768,0.9111067,0.8208613,1.0375779,1.1662312,0.8561926,0.991637,1.1364853,1.1393872,1.0127833,0.98490644,0.6861461,0.7124829,1.1023197,1.165437,1.0777504,0.9287007,1.0562754,0.8535362,1.1568903,1.1745831,1.2454237,1.2940247,1.2016811,0.96591145,1.0310488,0.76075864,1.2109485,1.0383081,1.0740329,1.0942109,0.92722046,1.0213434,1.1025809,0.8726061,0.61219335,0.6642431,1.1743568,1.1564876,1.0818511,0.82935554,0.7444657,1.0948671,1.2385076,0.0,1.0855591,1.2219124,1.111525,1.1278782,0.8351035,0.90192735,0.92248076,1.0604239,1.1246849,0.9029094,0.7998377,0.8903047,0.8816656,0.95516026,1.0906999,1.2079539,0.8040753,1.0139816,1.0585856,1.0252938,1.1254731
soup,1.018399,1.2083718,1.0824574,0.94117707,0.9182439,1.0124241,0.9698194,1.0143907,1.0417677,0.9182777,0.9389602,0.97398204,1.2451236,1.0618138,0.84919536,1.020683,0.9652225,1.108487,0.89281166,1.1174743,0.7033994,0.8430607,0.9624641,1.1049817,0.87956244,1.0169098,1.1549652,1.1450479,1.103129,0.98928684,1.1496209,0.9913936,1.1482142,0.9520437,1.2309045,0.96129453,0.9362912,0.96586186,1.1365638,1.0509208,0.8970815,1.2127516,0.9587152,1.0157483,1.1638,0.7498522,0.9893853,1.1422929,1.0861794,1.0162835,1.0001649,0.93857825,0.99965566,1.0984963,1.1626571,0.9859765,1.1947663,1.1769662,1.0095521,1.1613282,1.0177965,1.1455072,0.8058703,1.2296586,1.3093926,0.99015945,1.0977721,1.0518821,0.9953696,0.9173877,1.2456363,0.9195592,0.64348304,1.1363366,1.0113146,1.0821135,1.0272847,1.0322304,1.2008003,1.1667122,0.7651792,0.6768441,0.7476634,0.93130666,1.113466,1.0765487,0.915895,1.1693369,1.1626627,1.1710052,1.2006509,0.9810274,0.8590628,1.0492449,1.0055275,1.0950913,0.83993924,1.2247303,1.2143288,1.0824821,1.0259641,1.1259878,1.2075254,0.69704765,1.0943941,0.6304611,1.0466101,1.135908,0.8632761,0.9291388,1.0611132,1.0962869,0.89443934,1.2251465,0.807158,0.30512094,1.0134802,1.018065,1.0244806,1.1293116,1.1303816,1.0561346,1.2194862,0.9736195,1.2849241,1.0637622,1.194026,1.0855591,0.0,0.99620414,0.9503352,0.87514496,1.092676,1.082005,0.84016645,0.7493783,1.1197137,1.2585027,1.1612988,0.8978949,1.1758428,1.1302485,0.5545021,0.85475206,0.99604887,0.9312525,1.1646683,1.2890182,1.0094831
