,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,0.8981287,0.8301115,0.23303044,1.4355639,0.53780144,0.5160783,0.674183,0.829512,1.4639485,1.0587442,1.5716846,0.5218194,1.5477442,1.2566987,0.88771147,1.5083036,1.2486223,0.93685275,0.46882933,0.6850611,1.1490214,0.42728794,0.88312674,0.7712185,0.6359475,0.610411,1.0694675,0.9359015,1.1332825,1.3980316,0.9586894,1.2924893,1.3551148,0.72663504,1.0474373,1.1898036,1.4800415,1.1324651,0.34788263,1.4891909,0.50778365,0.6525555,0.80063164,1.4162099,1.0889378,1.2683161,1.0557216,1.400165,0.97667766,0.55086434,1.2856339,0.81629807,1.293766,0.9888844,1.1527122,0.7655348,0.79870105,1.0865295,0.5428297,0.75327754,1.2282258,0.7725817,1.1861356,1.3325255,0.4686638,1.3235393,0.98388267,1.3210886,0.5187052,1.1360737,1.1493975,1.424197,1.0305486,1.4088938,0.73714966,0.9873944,1.0729907,1.1026602,0.6208973,1.1317184,1.303344,1.1794693,0.9229615,1.2600237,0.28831434,0.79668367,0.8097067,0.6616648,0.32065952,1.3937318,0.99874103,1.4363043,1.2963654,1.4266952,0.51157737,0.54320526,0.6981026,1.0360811,1.0728298,1.1581835,1.1171441,0.7881418,1.0912275,0.48594844,0.4912523,1.1168518,0.84162736,0.54811573,1.2974137,1.272505,1.0268203,1.3460517,0.6579679,1.4204891,1.2327393,1.0138302,0.7423951,0.8639846,1.4182291,0.41276765,1.3271909,0.53722185,0.8920811,0.6744361,0.73064,0.0,1.2363424,1.4518104,1.1612507,1.5377288,0.5131046,0.617791,0.77387714,1.3608541,0.928428,0.72363245,1.1528004,1.2693818,1.1882448,0.9211242,0.508656,1.3605105
stroller,1.0323088,1.201836,1.3368354,0.956995,1.1146482,1.0917758,1.1837952,1.01507,0.91314316,1.1963829,0.7278288,1.298523,0.6776937,0.7414689,1.0327932,0.6464624,0.9241077,0.967696,1.18728,1.1269948,0.7616911,1.3424333,1.0432649,1.0347337,1.1796473,1.2400151,0.96464163,1.3043935,1.1695294,0.6754763,1.0509973,0.94834685,0.9403213,1.2673398,1.1056713,0.95630264,0.6965184,1.097718,1.3251579,0.50924546,1.1765683,1.0419327,1.1188645,0.6581536,0.46317446,0.9068345,1.1091778,0.78878516,1.1741971,1.1732996,1.0009143,1.3447692,0.89034903,1.2416211,0.7859509,1.2127894,1.0362014,0.9016566,1.3268718,1.0579461,0.8479361,1.243202,0.89368266,0.9087035,1.2837412,0.96383107,0.9831977,1.030841,1.2168726,0.8756367,0.72541916,0.9090531,1.0007656,0.9653319,1.1177536,1.0485901,1.1487383,0.87439257,1.3151516,1.0020368,0.7923641,0.65277153,1.1269548,0.979343,1.3075383,1.1253629,1.0865357,1.3535336,1.3366709,0.8795935,1.1483539,0.7220361,1.0042074,0.7781618,1.2711234,1.2659333,1.1585242,0.87307537,1.1101556,0.894598,0.90423566,1.0908403,0.7254414,1.3493698,1.2376113,0.6163683,1.0763806,1.2273948,0.7184229,1.00467,0.8408048,0.94705653,1.0920492,0.9502301,0.7471492,1.2806472,1.1097542,1.173563,0.85986185,1.3061763,0.8911127,1.2191043,0.9957411,1.203705,1.2667298,1.2363424,0.0,0.83253115,0.7320882,0.59725845,1.2305888,1.3313292,1.2875075,0.7738596,0.8858146,0.70124125,0.7695956,0.76682925,0.78346205,0.8750142,1.3173591,0.9525279
sweater,1.2555866,1.1139692,1.4392781,0.40701246,1.3663508,1.3691978,1.371641,1.3903348,0.880513,0.92785853,0.4342804,1.45857,0.5264543,0.4816618,1.262212,0.45205355,0.6691345,1.3385429,1.4338149,1.4829391,1.1764123,1.5001519,1.317072,1.414315,1.4279553,1.5183756,1.171192,0.988749,0.8819576,0.77898276,1.3335133,0.7027111,0.38110316,1.2831903,0.9791996,1.0284629,0.36774445,0.98079956,1.561775,0.6526753,1.5050716,1.3256035,1.2128811,0.64937043,0.89983153,0.98567086,1.2875481,0.42947257,0.9274339,1.3190699,0.7176577,1.1435955,0.4138521,0.841686,0.8900865,1.245376,1.3061707,0.9021714,1.5530651,1.3999488,0.86065316,1.1591254,0.7843533,0.70099384,1.4300085,0.4408719,1.0321966,0.43541658,1.2868719,1.1343491,0.8487118,0.20144105,1.096454,0.357188,1.4987053,1.2531989,1.2157412,1.0861816,1.3273605,1.1186243,0.6110435,1.0054191,0.8472713,0.7637392,1.3223194,1.4559603,1.3479367,1.0817996,1.40991,0.9674019,1.0595845,0.2427969,0.4506992,0.6962837,1.5486645,1.4797904,1.2903619,0.9383954,1.0426884,0.84468627,1.0704236,1.5255656,0.9604737,1.4572701,1.3180714,1.0014844,1.4283674,1.3510734,0.85377425,0.81204987,0.97736,0.38319492,1.3554552,0.11272919,0.7738871,0.86286736,1.5418723,1.4619496,0.6506498,1.5031941,0.7828853,1.3494506,1.0098705,1.5507512,1.2680917,1.4518104,0.83253115,0.0,0.8674089,0.44901532,1.4909027,1.1372465,1.1669796,0.64209616,1.3329896,1.2920773,1.1869965,0.7227368,0.9101738,1.2223489,1.2890387,0.83841884
swing,0.98909926,1.1834282,1.2383819,0.9404409,1.1146629,1.1430264,1.0679642,1.2243333,0.81549716,1.0114278,0.818607,1.3128322,0.86148727,0.8705733,0.99198663,0.85088587,0.7283202,1.0933707,1.1867818,1.1862339,0.9956562,1.2655592,1.0952449,1.1748542,1.0874128,1.2577367,0.8020656,1.2178768,1.0093377,0.901683,1.0425613,0.9303052,0.88160414,1.2027079,1.1124341,1.0538299,0.8143543,1.2128611,1.2387269,0.70357347,1.2363536,1.0190951,1.1641698,0.8144058,0.92874324,0.82889915,1.1120439,0.8741765,1.1434007,1.1491107,1.000621,1.2327412,0.89833057,1.1389756,0.91201633,1.0117198,1.0460411,0.99321765,1.2184056,1.0276129,1.0374392,1.1312298,1.0524237,0.690178,1.2013066,0.9594679,0.9903293,1.0263716,1.2337507,0.9337058,0.81634104,0.81048405,1.0391437,0.948904,1.1706511,1.0903432,1.0124599,0.96371853,1.1701965,1.1370599,0.97916365,0.8528011,1.1044905,0.94795644,1.244461,1.2311718,1.1257542,1.224703,1.1523569,0.91349196,0.96707916,0.8561643,0.9517152,0.89206624,1.2146533,1.1990921,1.0784317,0.8252816,1.2545776,1.0188758,0.8957759,1.1758963,0.8264873,1.1595551,1.1354585,1.011785,1.0017369,1.2532156,0.8629425,0.99098504,0.87819505,0.94041157,1.1085808,0.87507135,1.0391377,1.1895704,1.2319045,1.1452206,0.79958487,1.313379,0.9266243,1.1247511,1.100963,1.1488788,1.2112385,1.1612507,0.7320882,0.8674089,0.0,0.69501626,1.1838251,1.2502236,1.0925218,0.94958305,1.1903726,1.0330533,0.9636134,0.83098066,0.7435058,1.0340058,1.2099607,0.74668574
table,1.2777538,1.3347927,1.5235323,0.5635507,1.316165,1.3054905,1.3810804,1.2275007,0.58304745,1.0530759,0.29245836,1.5508547,0.3018772,0.62920386,1.2548194,0.4086504,0.730507,1.0575937,1.3548049,1.2052907,0.88171047,1.4892755,1.2920561,1.2599897,1.4665785,1.462426,0.9989004,1.2438133,1.0055666,0.58016795,1.149025,0.68982124,0.6324962,1.3199939,1.039613,0.9015815,0.3071425,1.0538703,1.5986505,0.36463714,1.3605599,1.3050212,1.2486465,0.5708434,0.7952118,0.82947195,1.1344568,0.63025254,1.1985246,1.3018012,0.85126615,1.3667696,0.6463621,1.1614672,0.83560884,1.3229444,1.1585418,1.0011066,1.5565526,1.3895634,0.7151128,1.3225069,0.8539219,0.62790865,1.4323454,0.6764764,0.8946171,0.7740698,1.4836307,0.9305041,0.86134404,0.55610895,0.90436983,0.75155437,1.4474723,1.1498421,1.023278,0.9667613,1.3561444,0.97957355,0.74857485,0.8586127,1.1579368,0.6917856,1.4785631,1.2782366,1.3222165,1.3690863,1.4698265,0.7114832,1.043733,0.51754177,0.7832407,0.43031883,1.5374432,1.4645598,1.1778518,0.96720296,1.1022221,0.72686553,0.90899855,1.2237133,0.9016933,1.419786,1.4224167,0.90613127,1.3118436,1.460346,0.64416754,0.7775438,1.0106684,0.69720745,1.3730791,0.5293336,0.8494887,1.2704732,1.4115295,1.2292951,0.59212714,1.6595709,0.7145004,1.3330859,1.0691018,1.4400688,1.4025996,1.5377288,0.59725845,0.44901532,0.69501626,0.0,1.3659742,1.4382453,1.185189,0.6634318,1.1691042,1.1707648,0.753906,0.5956693,0.7706457,1.13557,1.4982123,0.6662657
tape,0.9077765,0.96085256,0.49116194,1.4525733,0.53100604,0.5078477,0.6664919,0.69075394,1.1683779,1.1305896,1.4348406,0.72924113,1.3604699,1.3813477,0.8872977,1.5281105,1.2486714,0.74102753,0.4798696,0.44131285,0.9273655,0.5290725,0.94687474,0.5524963,0.6831906,0.5170613,0.99354124,1.1245859,1.205159,1.2307831,0.6421875,1.2572602,1.4668282,0.62867975,1.1140041,0.9392055,1.4062504,1.1766331,0.46536964,1.3587003,0.33171403,0.74342936,0.79405665,1.3540261,1.2033265,1.2580965,0.89562976,1.4314783,1.2186831,0.62980545,1.233784,0.93008137,1.3542824,1.2419224,1.195056,0.75657845,0.89676213,1.1538502,0.53555804,0.72412014,1.059516,0.8823059,1.2292566,1.2894363,0.6258488,1.4300102,0.9304305,1.4510176,0.7880227,0.77763104,1.2077777,1.4878349,0.7832479,1.4906096,0.6315249,0.9303879,0.88487506,1.0026652,0.6023003,0.9421322,1.3667934,1.0566975,1.0931232,1.2036866,0.63679457,0.72394484,0.8448274,0.98438,0.47719103,1.091922,1.0706923,1.4611495,1.4290133,1.2678759,0.5308192,0.5588202,0.5848328,1.1507931,1.1797029,1.0896796,1.0954964,0.48749882,1.1370591,0.47801387,0.63807833,1.064187,0.76592326,0.7082066,1.2887028,1.1825243,1.1625003,1.4427601,0.6521177,1.5144893,1.2258291,1.2332776,0.70777225,0.6464904,1.2413877,0.55008405,1.2309693,0.5458503,1.0513718,0.5253651,0.9704733,0.5131046,1.2305888,1.4909027,1.1838251,1.3659742,0.0,0.9406046,0.8156568,1.327337,0.9004899,0.6473014,0.88266075,1.2596288,1.1818497,1.0566629,0.6784357,1.3112183
toe,1.0267283,0.4646464,0.62334764,0.92668056,0.75917685,0.8548041,0.890013,1.1171327,1.389135,1.1201953,1.3873204,0.72227585,1.2918735,1.1022754,1.0282346,1.2359846,1.2224284,1.1833633,1.0267037,1.0684357,1.1947865,0.68813205,0.93910825,1.1067344,0.92234826,0.9289888,1.3613902,0.39251465,1.2002828,1.2745574,1.1284626,1.2343497,1.1533382,0.99828213,1.0352846,1.1334462,1.2523093,0.89927834,0.6928072,1.4791574,0.9581993,0.9903758,0.88259524,1.3191345,1.0712506,1.2259184,0.9168346,1.0260209,0.41138673,0.663874,1.1806949,0.47995156,0.9761911,0.29201603,1.2445272,0.9519194,1.086525,0.715708,0.8875495,0.9577186,1.1424327,0.54981375,0.71384436,1.3956827,0.65453297,0.9517868,1.1131501,0.59802735,0.54263055,1.2303692,1.1534168,1.1924777,1.1520921,1.0108206,0.88004255,1.104678,1.1734008,1.1197778,0.60558224,1.0943025,0.75856936,1.2535281,0.5620524,1.0166132,0.50821936,0.8368684,1.0247883,0.295488,0.6451031,1.4083631,1.0903234,1.0912708,0.93891466,1.2724829,0.7527977,0.7437103,1.1095381,0.93732,0.7773677,1.2794898,1.2684345,1.0141704,1.191908,0.9410986,0.53758365,1.1531588,0.9601284,0.76278025,1.3409758,1.289248,0.980667,1.0963815,0.9016445,1.0487044,0.7960132,0.5117603,0.886767,1.2047257,1.3200741,0.4468521,1.3772588,0.97628313,0.59741575,0.89308053,0.7416847,0.617791,1.3313292,1.1372465,1.2502236,1.4382453,0.9406046,0.0,0.98442864,1.1343751,0.9517264,0.93373144,1.2696121,1.3078151,1.1966887,1.0775663,0.55973047,1.3637623
tooth,1.0253843,1.0301139,0.578279,1.1025829,0.9770687,0.9714454,0.95752203,0.9009339,1.1097646,0.8937974,1.1053433,0.598557,1.2164983,1.1860626,1.0488929,1.2170129,1.0203602,0.9813847,0.4485759,0.81829953,1.2338765,0.7581403,0.9466612,1.0921502,0.876828,0.80481374,0.9127381,0.86859274,0.671464,1.2584207,1.0045664,1.0731484,1.0559055,0.7251903,0.82498366,1.1423876,1.1472985,1.1288865,0.58096087,1.2015324,0.79895246,1.0522932,0.9671131,1.2003357,1.3364251,1.1105899,1.0725663,1.2932806,1.1004192,0.9536322,1.0369642,0.92452097,1.0665858,1.0174567,0.98416525,0.8556989,0.91220737,1.2484546,0.54624325,1.0385118,1.1874123,0.85135317,1.281241,0.83048195,0.5407708,1.0380188,1.0879147,1.1638391,0.9820236,1.1241995,1.1881759,1.0981472,1.177506,1.159823,0.9000405,0.8936095,0.8298634,1.2156602,1.0048877,1.1304824,1.3433801,1.1343653,1.0288522,1.1875687,0.5364028,1.0982082,1.0909387,0.8408848,0.6599642,1.1063149,1.0882819,1.2207602,1.1681828,1.1738193,0.5943202,0.5730346,0.5781019,1.1782742,1.0364294,1.0262476,1.0419968,1.0153016,1.1999582,0.4531656,1.0457457,1.3273538,0.96346503,0.93406826,1.2217453,1.0319488,1.2290013,1.1731592,0.9939173,1.1100916,1.3522778,1.0509726,0.99411035,0.7479783,1.0655162,0.7443123,0.9801086,0.71010476,1.2329254,0.8963169,0.81254685,0.77387714,1.2875075,1.1669796,1.0925218,1.185189,0.8156568,0.98442864,0.0,1.079294,1.2061586,1.2529411,1.260793,1.0446277,1.1404072,1.0493463,0.5966018,0.9600636
toothbrush,1.173259,1.123109,1.3866446,0.60736716,1.2313923,1.2665651,1.155364,1.2159901,0.8299321,0.9235319,0.70688415,1.1858511,0.70767474,0.74554765,1.2289186,0.6239711,0.88052934,1.0205201,1.3066503,1.2098461,1.0447046,1.4354713,0.89585847,1.2654622,1.3006806,1.309356,1.13165,0.86132246,0.9435962,0.83800477,1.2018155,0.696916,0.83591735,1.1749285,0.7851291,1.1067364,0.7659066,0.8801952,1.1588546,0.7267681,1.3538892,1.3086915,1.0967572,0.8935875,0.9103201,0.9862527,1.1087811,0.7434084,0.8917183,1.3175079,0.9043863,1.1233104,0.7976555,0.87014055,0.86712825,1.0441808,1.2235417,0.9395531,1.1919783,1.2186251,0.8153753,1.0824766,0.8574333,0.8778044,1.1324259,0.756921,1.10417,0.58930147,1.29813,0.9299227,1.0125198,0.80316067,1.1168149,0.670163,1.0220253,1.1073059,1.0500416,1.171004,1.3540001,0.9961929,0.6495908,0.8687216,0.96639043,0.8740911,1.2636726,1.178046,1.1382365,1.0870441,1.3940586,0.8684583,1.0227871,0.6770891,0.8534383,0.63072264,1.1213953,1.118131,1.2178022,1.0205808,0.9779384,0.7567711,1.0514547,1.1591403,1.0773625,1.384841,1.3698366,0.9705279,1.2669551,1.3664901,0.89111626,0.85550886,1.0856229,0.6990273,0.9209033,0.6966887,0.7330044,0.91898626,1.1129487,1.2827194,0.69516885,1.3205531,0.7976542,1.3105198,0.96750027,1.0740556,1.0769752,1.3608541,0.7738596,0.64209616,0.94958305,0.6634318,1.327337,1.1343751,1.079294,0.0,1.1615915,1.067399,1.0012584,0.93697834,0.9834712,0.94716007,1.1969101,0.89886254
towel,0.88065684,0.82517934,1.04117,1.2391536,0.9685813,0.9830312,0.85169756,0.698361,1.0038736,1.2889472,1.1617339,0.8548885,1.0490737,1.0984596,0.8415325,0.8107146,1.3439828,0.7037251,0.9723437,0.806043,0.7042242,0.84912735,0.8576383,0.63513577,0.8662131,0.7724818,1.1151087,1.08264,1.2672426,0.8897425,0.90950143,1.1545043,1.2332878,1.0264795,1.0811906,0.85775447,1.1750495,0.8645265,0.8969877,1.0719085,0.85656035,0.73452026,0.85919315,1.0843817,0.7699261,1.0470034,0.7676939,0.92928046,1.0770458,0.84323233,1.1618333,1.0950477,1.3363954,1.1670736,1.1470082,0.9322902,0.9439163,0.9758283,0.89446443,0.7786408,1.09953,1.1233263,0.6696643,1.4303794,0.9989959,1.4068379,0.95215577,1.2534792,0.8465441,0.8499902,1.0694301,1.2745408,0.94824934,1.1655167,0.7882879,0.9200688,0.99300927,0.71244955,0.89049685,0.6286637,0.8379933,1.0878081,1.1423739,1.1044772,0.996289,0.20211875,0.74026144,1.1061579,1.020388,0.9709049,1.1070865,1.0915915,1.0821606,0.95530903,0.8675127,0.88512915,1.0679166,1.0550972,0.5271608,0.9960195,1.0395433,0.6732651,0.98407215,0.91751766,0.93534416,0.53551805,0.8093526,0.8587292,0.9393259,1.2098087,0.9488973,1.1736559,0.86455077,1.3410289,0.83694243,1.008242,0.6562627,0.7204,1.1915796,0.7263703,1.234603,0.8821329,0.6857384,0.8090229,0.9477394,0.928428,0.8858146,1.3329896,1.1903726,1.1691042,0.9004899,0.9517264,1.2061586,1.1615915,0.0,0.71072733,0.7028241,1.2355328,1.1628956,0.91828513,1.0958923,1.2300161
toy,0.83622533,0.98527926,0.7750504,1.4000638,0.48123264,0.5636509,0.5426656,0.9222988,1.2744813,1.2671187,1.3550091,0.9949862,1.2462069,1.0307989,0.7601517,1.1437616,1.2183833,0.7448429,0.7948687,0.7821443,0.7604599,0.9177681,0.99470353,0.72408456,0.74995387,0.9202411,1.0068907,1.2711494,1.3927242,1.1477716,0.8496544,1.237874,1.4070718,1.0031507,1.3517029,1.0565296,1.2686851,1.21726,0.78294086,1.164198,0.7092469,0.69707507,0.9428603,1.0952828,0.5206854,1.2024736,0.98959535,1.1294283,1.0980455,0.6959243,1.2543248,1.0885689,1.2085024,1.2365156,1.0576198,0.91826487,0.9024655,0.9710726,0.9678167,0.53458494,0.9789284,0.9651664,0.7764556,1.3453321,0.8465321,1.3213023,0.9150028,1.2768277,0.66205233,0.7397892,0.9877929,1.3270774,0.7312631,1.2593389,0.82173145,1.163792,1.1554533,0.9075118,0.7303322,1.0075128,0.7864197,0.7574948,1.1024716,1.192418,0.903499,0.72039795,0.78630096,1.1474122,0.7539413,1.190397,1.003856,1.156673,1.287795,1.074273,0.85121524,0.8813485,0.9543443,1.0087581,1.1732357,1.0960065,1.0471187,0.61672306,0.91681254,0.9424878,0.6804872,0.6166868,0.8554765,0.8699467,1.007891,1.2560353,0.9941911,1.313958,0.60965633,1.3731189,0.77230227,1.303523,0.82924354,1.0339895,1.253389,0.6654315,1.2350538,0.755833,0.66094875,0.7594576,1.0986624,0.72363245,0.70124125,1.2920773,1.0330533,1.1707648,0.6473014,0.93373144,1.2529411,1.067399,0.71072733,0.0,0.74158573,1.1259696,1.0284111,0.95438063,0.9353244,1.3713951
tray,0.92166924,1.1210409,1.1868414,1.1550487,1.0748,1.0723499,0.9188066,0.64474297,0.8133172,1.2754675,1.0347071,1.0485041,0.87635845,1.1107315,0.910772,1.0512619,1.2022458,0.46794677,1.048528,0.44734406,0.46626377,0.90750504,0.9936039,0.7879679,0.9674633,0.9409043,0.9448651,1.2491233,1.3054395,0.8188641,0.859264,1.0284888,1.2533109,1.1585736,1.1821396,0.733157,1.0870786,0.9964397,1.037023,0.82287896,0.8507155,1.0065401,0.87152207,0.98035663,0.7573773,0.9425998,0.68132764,1.1134174,1.1965452,1.0284749,1.1667948,1.3028507,1.234792,1.2857904,0.99675626,1.0625033,1.0018312,1.1014378,1.0717605,0.87066615,0.90991646,1.162286,1.0176969,1.1665227,1.1284789,1.2713895,0.74205303,1.2039515,1.2171184,0.67831933,1.0478873,1.2779771,0.58971095,1.2531174,0.7990359,0.92255056,1.0425264,0.64699376,0.9987075,0.8455224,1.0600301,0.8789375,1.2180055,0.8722924,1.3005173,0.6461559,0.888885,1.3320488,1.0460293,0.7144313,0.98203003,1.1802421,1.2454479,0.6755103,0.97602326,0.9622897,1.0666322,1.0359045,1.0105418,0.70124316,0.99618447,0.3757608,0.99768144,1.0655047,1.0141373,0.80102813,0.65893245,1.0867413,0.7135656,1.0212468,1.0120492,1.219571,0.8950138,1.2666095,1.0105311,1.2845666,0.6174835,0.69360137,1.0150923,1.0941944,1.0405097,1.0375582,1.0827808,0.68229413,1.1672513,1.1528004,0.7695956,1.1869965,0.9636134,0.753906,0.88266075,1.2696121,1.260793,1.0012584,0.7028241,0.74158573,0.0,1.0590948,0.9747443,0.9926609,1.2911606,1.0843554
tree,1.1605469,1.2254804,1.2574251,0.7946951,1.1569006,1.1088158,1.2112625,1.2238712,0.8205463,0.891438,0.6873378,1.2816696,0.73806727,0.5471624,1.1685817,0.7430768,0.79399526,1.1050506,1.1579512,1.2621366,1.0097665,1.29003,1.194717,1.207399,1.266463,1.2953571,0.9866482,1.1283034,0.9232501,0.9138809,1.0986279,0.88244516,0.8231885,1.139393,1.0754364,0.953775,0.6619917,1.0926405,1.3305582,0.74603623,1.2164013,1.2019299,1.218773,0.7774837,0.8059199,0.9000963,1.1393965,0.858243,1.1253431,1.19309,0.8294582,1.147911,0.82701665,1.1051854,0.8648533,1.2179711,0.78827107,1.0613095,1.2696371,1.2463949,0.8500942,1.1152232,1.0516028,0.690465,1.2329601,0.8160613,0.78370804,0.9204867,1.2065375,1.0538487,0.9539389,0.7530829,0.99686545,0.8965086,1.2539096,1.0839233,0.9806853,1.0112932,1.2549641,1.069761,0.9166701,0.9347799,1.0412768,0.9181304,1.2637544,1.3152897,1.1390486,1.1940476,1.2432263,0.8785107,0.98468584,0.7490469,0.95062727,0.77813804,1.2964067,1.2745249,1.0318953,1.0608723,1.1774544,0.89786565,0.7123005,1.2970163,0.98779166,1.2024529,1.2236593,0.9561681,1.237269,1.2551615,0.7691619,0.7851397,1.0843138,0.80398345,1.2744491,0.7438561,0.967303,1.204498,1.3033752,1.1864061,0.78956914,1.3857172,0.8631815,1.1940873,1.105329,1.3061358,1.2127798,1.2693818,0.76682925,0.7227368,0.83098066,0.5956693,1.2596288,1.3078151,1.0446277,0.93697834,1.2355328,1.1259696,1.0590948,0.0,0.90527046,1.0966481,1.20402,0.7177052
truck,1.0661463,1.203735,1.2446969,0.9931994,1.066546,1.080787,1.1787761,1.1854142,0.8664337,1.1459422,0.84671795,1.2954373,0.84739965,0.9391425,1.1165049,0.90290576,0.73138994,1.0853279,1.1620716,1.1748884,0.98147213,1.2498354,1.1491095,1.0721275,1.1383661,1.2391328,0.55545974,1.137969,1.092109,0.8493486,0.99415696,0.93428195,0.90331924,1.1147128,1.1878254,0.93832105,0.8399745,1.0500269,1.2728155,0.8016807,1.1833599,1.0319197,1.1735997,0.7472037,0.8269414,0.78046095,1.0918195,0.91915405,1.0302593,1.0591805,1.1037296,1.1414798,0.8992762,1.0522195,0.9741935,1.1536998,1.0118032,0.88849777,1.2394222,1.1001573,0.8067527,1.1550714,1.0675569,0.65825653,1.1977878,0.8519765,1.0802069,1.0008144,1.1870918,0.966963,0.8091935,0.8581072,1.0080789,0.9918892,1.159841,1.0477898,1.0621071,0.9234286,1.1720939,1.0182766,1.0207472,0.71441495,1.0421656,0.87998164,1.2213216,1.2305434,1.1146188,1.1606479,1.2106112,0.94681776,1.095535,0.96465933,0.96608675,0.8885235,1.227796,1.2373862,1.0666326,0.77250636,1.1783949,1.0734781,0.845582,1.138061,0.7939224,1.2066451,1.121663,0.94307935,1.092977,1.168613,0.91119945,0.9700892,0.8267164,1.0047824,1.2022998,0.9433921,0.96916425,1.1201074,1.2244194,1.1394117,0.942263,1.3245155,0.953799,1.137172,1.1696467,1.1871986,1.1621954,1.1882448,0.78346205,0.9101738,0.7435058,0.7706457,1.1818497,1.1966887,1.1404072,0.9834712,1.1628956,1.0284111,0.9747443,0.90527046,0.0,1.0235394,1.2393483,0.7425391
vacuum,0.9764564,1.0230553,0.92775697,1.2237659,1.0666883,0.99789536,1.0404292,0.7355138,0.9690105,1.0872777,1.1592311,0.76630217,0.94614255,1.2602537,0.9133433,1.2433975,1.159427,0.9558998,0.76041937,0.86818266,0.7706398,0.96409357,0.23698205,0.6285892,0.88886404,0.44694805,0.95541936,0.98254436,1.1128174,0.61912763,0.9974593,0.9518492,1.1306468,0.9603604,1.0127147,1.2133646,1.0327668,1.0205411,0.7949065,0.7917249,0.7005203,0.8567413,0.86136377,1.051682,0.9847494,0.6439496,0.7311817,1.1074054,0.99967676,1.1165881,1.3021092,0.95905447,1.2809885,1.1307911,1.0136276,1.1560296,0.8609389,1.1217525,0.83698106,1.0085351,0.9361917,1.1501305,1.1166781,1.2080858,0.9212761,1.189364,1.3139343,1.2661345,0.9526361,1.001225,1.1032621,1.2272575,0.9639932,1.084952,0.7081746,0.5590261,0.938408,1.1821048,1.1112944,0.77127683,1.1988037,0.8543369,1.1610737,1.2496674,1.0281265,1.0368215,0.82018745,0.99155295,1.0629303,0.85130656,1.2057362,1.2327647,0.9364999,1.160953,0.78678477,0.81985843,0.9737345,1.1406835,0.7855954,1.2533593,0.75040436,0.97090715,1.0372242,1.0334066,1.1035604,0.90216684,0.73285013,0.7758115,0.6127394,1.1549809,0.98968095,1.122062,0.87777925,1.2542777,1.0915548,1.0315399,0.5438813,0.7040515,1.0303599,0.9274837,1.2131666,0.9292512,0.9657436,0.8064789,0.84965754,0.9211242,0.8750142,1.2223489,1.0340058,1.13557,1.0566629,1.0775663,1.0493463,0.94716007,0.91828513,0.95438063,0.9926609,1.0966481,1.0235394,0.0,0.9558988,0.9520664
watch,0.9662983,0.76333106,0.28329659,1.1536055,0.7569592,0.79348993,0.69296914,1.0054982,1.4373107,1.0073619,1.4196103,0.52448875,1.4265096,1.1967849,0.97000754,1.3735791,1.114648,0.9742155,0.5008185,0.8146759,1.3249139,0.4750082,0.958607,1.1020061,0.755633,0.743027,1.1089644,0.7289243,1.0221587,1.4361248,1.0168116,1.300462,1.2125678,0.8576807,1.0154645,1.2970241,1.3358381,1.16204,0.35921776,1.5007149,0.6927599,0.90161306,0.9092352,1.3337185,1.2512195,1.3120108,1.0734146,1.277991,0.7630389,0.6755985,1.1034006,0.540537,1.0889704,0.7046114,1.2242815,0.8470236,1.0748148,1.0607169,0.5028958,0.88514316,1.2099259,0.41978174,1.0940024,1.2361751,0.5068449,1.0743132,1.1091603,0.9815739,0.38022077,1.1503375,1.1901573,1.2050625,1.2135351,1.1782906,0.562171,1.116044,1.0851443,1.2176005,0.6836191,1.3119605,1.2056665,1.1745903,0.7743582,1.2774518,0.33166134,0.9600817,1.0404766,0.53281826,0.3952328,1.3348849,1.1620599,1.2538123,1.1798661,1.4122235,0.40225637,0.4556477,0.82462794,1.1300728,0.9961123,1.2739341,1.2935421,0.91837233,1.2309467,0.49299455,0.5868764,1.1261194,0.84590864,0.6838896,1.3987818,1.2465707,1.177753,1.1850617,0.6878745,1.1895038,1.1307225,0.8839096,0.8199484,0.956632,1.2273233,0.315157,1.2909125,0.63874614,0.97678524,0.6296621,0.8114511,0.508656,1.3173591,1.2890387,1.2099607,1.4982123,0.6784357,0.55973047,0.5966018,1.1969101,1.0958923,0.9353244,1.2911606,1.20402,1.2393483,0.9558988,0.0,1.3615605
