,alligator,apple,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jar,knife,ladder,lamp,milk,mitten,motorcycle,muffin,napkin,necklace,orange,oven,pajamas,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slipper,soup,spoon,table,tape,toe,towel,toy,tray,vacuum,watch,window
glove,1.1251606,0.9155585,1.088917,1.0191488,0.63454926,1.0863551,1.0432774,1.1139385,0.7400323,0.8937781,0.9635243,0.92940944,1.0131758,1.0317125,1.1564466,0.77827024,0.93695873,1.263876,1.2330174,0.9647201,1.2769797,0.95945495,0.7515299,1.1072588,0.9913245,0.79490423,1.0287132,0.85849094,0.94126964,1.0442512,0.6027849,1.1408358,0.849651,1.2451837,1.2077345,1.214239,0.85424304,0.94408303,0.6223251,1.1472534,0.9905284,0.6620092,0.99480546,1.2277851,1.2515392,1.1247905,1.065728,0.0,0.94390976,0.87794936,1.1667415,0.64666677,0.6562233,1.0657558,1.2218959,1.0284766,1.0627314,1.1308918,1.2605882,0.89467883,1.2052145,1.2881413,1.2133553,1.0509399,0.6831691,1.0873939,0.80380976,0.83837044,0.65706706,0.8112428,0.91000885,1.165422,1.1209764,1.0793773,0.85425985,1.2199093,0.9896434,1.0686396,0.75555825,0.767473,0.98143953,0.8622414,1.1583811,0.7484033,0.7050477,0.9314173,1.1964872,1.2636055,0.95477796,0.86561114,1.0716432,1.2497647,1.0904326,0.6632631,0.6978818,1.1232158
gum,1.1133898,0.917341,0.7100101,0.7318237,0.9926393,1.0631235,1.089717,1.041443,1.1189039,1.0341488,0.83652294,1.0660646,0.9153205,0.9530025,1.1900667,1.1804304,1.1734318,1.1327441,1.0788625,0.8248453,1.073863,1.0772247,1.1509849,1.0995327,0.7830055,1.0757135,0.9787039,1.0170463,0.96451634,1.0447676,1.026439,1.0172818,1.1898063,0.91406476,1.007888,1.1422391,1.1245627,1.002716,0.9725864,1.157277,0.8330661,0.9549765,0.7490316,0.9953929,1.1303364,1.0736018,0.8404032,0.94390976,0.0,0.943322,0.80340123,0.99725777,1.1098046,0.92539644,1.088244,1.0708932,1.0294001,1.1219792,1.0315051,1.0081528,1.1234337,1.04058,1.0606372,0.92054284,0.9340297,1.063564,0.8538046,1.1414225,1.1231991,1.0097204,0.8915289,1.0920612,1.0628738,0.8549996,0.9929875,0.87048334,0.8101229,1.0768522,0.80344176,0.8609487,0.9666897,0.9475123,1.0048264,1.1924831,0.82757753,0.9603556,1.1181521,1.1527338,1.0299551,0.8776466,0.90965915,1.0075804,1.127535,0.9836087,0.9963964,1.0060506
hair,1.1153059,1.2197831,0.9279256,0.944242,1.2211763,0.89915586,0.6167206,0.73889756,1.2633793,0.99174863,0.80543673,1.2877088,0.7362875,1.2686496,0.8825795,1.1684451,1.3149858,0.8613717,0.9539861,1.1901395,1.0985526,1.1980323,1.3310986,1.1383879,1.0271865,1.1678687,1.1483868,0.6501198,0.6771226,0.83941805,1.2702001,0.8211758,1.2207634,0.89416206,0.93274635,1.0316547,1.1615672,0.871769,1.2225589,0.8029177,1.0855454,0.91056275,0.8414128,0.9481202,1.1403042,0.8158045,1.2239428,0.87794936,0.943322,0.0,0.83372104,1.2292124,1.2507216,0.8330348,0.95762753,1.2734005,0.7726019,1.0434608,1.0974618,0.7640265,1.1309059,1.163988,1.2352438,1.2082789,1.2239308,1.219652,0.5728052,1.2136343,1.2663834,1.2933192,0.949481,1.068135,0.8116033,1.1805509,1.1949717,1.175994,0.9821325,1.047937,1.0818541,1.2080613,0.652328,0.998632,0.96141046,1.2053988,1.0106826,1.0768802,1.1095687,0.8023607,1.2952671,1.0419009,0.9554371,1.056509,0.81163025,1.2296728,1.173866,0.9078628
hand,1.0488855,1.204628,1.0389483,0.94918305,1.2519324,0.96630126,0.8951489,0.8940505,1.2690345,0.88996255,0.7798982,1.0582368,0.944273,1.2779851,0.805911,1.3215588,1.2694333,0.83429337,0.9529791,0.96081394,1.1501162,1.1671298,1.2506633,1.1170936,1.0002382,1.172379,1.2024729,0.894324,0.8161566,0.91208184,1.2481338,0.91721404,1.2589992,0.92060065,1.033827,1.0778258,1.1779908,0.91678613,1.3011624,1.0280762,0.5047728,0.82673025,0.8349024,0.6841043,1.0772581,0.85432976,1.1017222,1.1667415,0.80340123,0.83372104,0.0,1.2982149,1.3543364,0.81521523,0.96737987,1.0334264,0.88806295,1.1021403,1.2023976,0.98097396,1.090156,1.0177699,1.0513965,0.9845811,1.2649995,1.1334639,0.68742895,1.2437711,1.3238769,1.1170211,0.72166383,0.923227,1.0084383,1.0001591,1.1468225,0.9767728,1.0083078,1.142778,1.1492128,1.1254934,0.72448623,1.1794335,0.91953224,1.2302986,0.80079097,0.9808693,0.98876613,0.7789071,1.0333852,0.76438785,0.71735847,1.1130803,0.9800564,1.2204732,1.0181507,0.9753501
hat,0.90431184,0.62734747,1.0071865,0.9455411,0.40129936,1.3076068,1.4290955,1.5062943,0.6827052,1.2443148,1.3411217,0.7155926,1.4003506,0.60484445,1.1213611,0.60332865,0.6550045,1.5071229,1.3497082,0.85875595,1.1921184,0.7405758,0.7084437,0.81120455,1.0872214,0.8527233,0.84237635,1.398622,1.4517052,1.3490932,0.45763153,1.4420491,0.7875282,1.1688321,0.9833193,0.7497955,0.94098693,0.89772946,0.36254048,0.8521527,0.8785933,0.94642174,1.2621373,1.1993985,0.7955826,1.2157507,0.75976795,0.64666677,0.99725777,1.2292124,1.2982149,0.0,0.4280802,1.3332853,1.3620994,0.8560389,1.3815057,1.1299926,1.0616745,1.2726164,0.8907925,1.1237453,1.1453135,0.9631541,0.35895425,0.94074,1.3412844,0.81039536,0.4391157,0.59554255,1.130117,1.2779619,1.2976055,0.9421839,0.707587,0.9630802,1.0541022,1.0073434,0.87390524,0.618466,1.3224609,0.721107,1.3116677,0.63681257,0.7600583,0.9733011,1.11158,1.3940134,0.6895651,0.85187507,1.3552408,0.79080844,1.0516348,0.63123405,0.5964432,1.26915
horse,1.0606475,0.7321038,1.1642829,1.0772254,0.48333657,1.2254821,1.3552247,1.3821273,0.58170104,1.2205188,1.293071,0.794482,1.3234761,0.80521846,1.2504935,0.41081917,0.5854982,1.4388617,1.2198386,0.82795334,1.1355183,0.87572086,0.5488908,0.9118303,1.092184,0.688067,0.77955097,1.2467405,1.3235434,1.2266257,0.41818118,1.2976303,0.61388004,1.3107028,1.2045391,1.0745593,0.71923065,1.09645,0.4209262,1.1085242,0.84980035,0.953935,1.1449842,1.1429701,1.1465324,1.3412926,0.91326934,0.6562233,1.1098046,1.2507216,1.3543364,0.4280802,0.0,1.3219928,1.2437339,0.8268806,1.2423717,1.0605078,1.0283861,1.1872433,1.0911498,1.0517716,1.090646,1.0413842,0.3441028,0.8736691,1.2742469,0.71185195,0.255502,0.55327153,1.160048,1.1899647,1.092961,1.0673286,0.66726035,1.0360311,1.1079181,0.8869276,0.7433657,0.5956206,1.3104407,0.7291155,1.2640163,0.58387786,0.8458433,0.9972513,1.0814283,1.38428,0.8093922,0.7718356,1.325719,1.1274632,1.2161409,0.43843472,0.5079093,1.2020175
hose,1.0908185,1.3017833,0.9452533,1.0062149,1.2879925,0.8767515,0.7373538,0.6340586,1.2613049,0.8463862,0.8544095,1.1757885,0.7225412,1.2698212,0.8840438,1.232785,1.2514689,0.75701636,1.0150614,0.91727585,1.0003096,1.1195556,1.2334471,1.1064963,0.93330765,1.1086869,1.2132424,0.82250434,0.6509713,0.96002185,1.2831624,0.7771385,1.2382687,0.8053169,0.9565196,1.0851284,1.1456906,0.9617876,1.349325,1.071068,1.1456308,0.9598056,0.9614701,1.0276072,1.0228064,0.7833208,0.9357915,1.0657558,0.92539644,0.8330348,0.81521523,1.3332853,1.3219928,0.0,0.9387488,1.1754642,0.7700475,0.98998964,1.0851862,0.87532085,0.960345,1.1185788,1.1364423,1.0370562,1.3759198,1.0614555,0.76759726,1.2554486,1.3159397,1.213398,0.91135395,0.9832428,0.8781408,0.960649,1.1461954,1.1778092,0.83031964,1.1123562,1.0349742,1.1460536,0.8078987,1.2015665,0.9284977,1.2252759,0.9950664,1.097392,1.1060498,0.6902971,1.0816672,1.0349196,0.8437183,0.99655575,0.9312189,1.0004381,1.0232979,0.9321177
jar,1.0251046,1.188771,1.0304022,1.1265516,1.2665863,0.7853259,0.99004513,0.9136229,1.3193995,1.1495049,0.8733754,1.2101979,0.90994775,1.1068057,0.9822525,1.0288815,0.92901963,0.5094002,0.38459778,1.2258046,0.40731728,1.2220361,0.95554507,1.0083741,1.1270795,1.2217212,1.1902465,0.89971113,0.99014944,0.6231665,1.3284622,0.86226064,0.56798375,0.87212837,1.0221572,1.0172212,1.1746188,1.0427171,1.305753,1.0108582,1.2131143,1.2112396,1.0332596,0.88216084,1.060426,0.88613683,1.1127224,1.2218959,1.088244,0.95762753,0.96737987,1.3620994,1.2437339,0.9387488,0.0,1.0186042,0.9670868,1.095052,0.8411262,0.91146654,0.97688425,0.5610705,1.0155121,1.2060332,1.2877228,0.9948548,1.0301398,1.2153466,1.3008385,1.3526325,1.2224725,0.9497594,0.84325457,1.0681424,1.2056953,1.0292702,0.9804597,0.8521972,1.206242,1.2823079,0.96338457,1.1768225,0.7606055,1.2290848,1.370357,1.0836276,0.6296577,0.785779,1.2074405,1.2290878,1.0077659,1.0451669,1.0057279,1.1965312,1.3292003,0.98157036
knife,0.9294071,0.8871986,1.3414971,1.2274109,0.64276886,1.1114539,1.2219778,1.2676502,0.6446352,1.0208814,1.2299788,0.75241673,1.3159542,0.94754547,1.2475669,1.0843141,0.7636689,1.21344,0.89827317,0.7439399,1.1695443,0.7792345,0.74499315,1.0946587,1.0315561,1.0092216,0.81386805,1.315408,1.3319434,0.9818123,0.715232,1.25036,0.91579545,1.3039165,1.232471,1.135336,0.90388244,0.82190067,0.8616935,1.1644919,0.73500526,0.91499853,1.1025274,0.98915625,1.0366023,1.3518075,0.9383434,1.0284766,1.0708932,1.2734005,1.0334264,0.8560389,0.8268806,1.1754642,1.0186042,0.0,1.1599122,1.0186435,1.2599504,1.1687335,1.1347109,0.8696034,0.90083355,0.80380607,0.7961473,1.0363729,1.1704953,0.772758,0.7467866,0.6442051,0.8886323,1.0135533,1.2265882,0.878517,0.8729217,0.96669734,1.0815182,1.1752166,0.9905887,0.5393158,1.2643209,0.9631628,0.38792288,0.9249461,0.6917992,0.46499544,0.36173272,1.3196075,0.5379635,0.7609973,1.0754448,1.2381831,1.2694136,0.8689485,0.7519098,1.1764139
ladder,1.1209258,1.3781347,1.1147286,1.1177275,1.3596904,0.6379058,0.5990921,0.52803344,1.1200526,0.5812959,0.84076464,1.1935637,0.75942653,1.2354671,0.94363874,1.1993626,1.2949315,0.6450013,0.96082735,0.9874855,1.0451343,1.1181862,1.1265554,1.1173171,1.0468405,0.6817835,1.1855155,0.47522795,0.490811,0.86865234,1.316796,0.3895309,1.1650481,1.029278,1.0981966,1.1635479,0.787516,0.9711976,1.3790371,1.159611,1.1981145,0.9723893,1.0004941,0.98530763,1.2040215,0.9222463,1.1954994,1.0627314,1.0294001,0.7726019,0.88806295,1.3815057,1.2423717,0.7700475,0.9670868,1.1599122,0.0,0.9588996,1.0658023,0.7943565,1.0779072,1.0288553,1.1941885,1.1617259,1.3671496,0.9514501,0.78739804,1.2344395,1.2886155,1.2748158,0.8105737,0.9393033,0.89024216,1.1533327,1.0617726,1.2396054,1.095804,0.76114553,1.1526325,1.2030383,0.8029432,1.1469022,0.8916863,1.1534712,1.1290755,1.0366333,1.1283631,0.7778747,1.2431854,1.1317931,0.8760499,1.1568261,1.0268447,0.9517924,1.1917711,0.5951607
lamp,1.0521264,1.0389501,1.0665878,0.9706264,1.0715388,1.0525663,0.83484733,0.9202564,0.9042999,0.98795027,1.0056752,1.0411249,1.0147899,1.0473061,1.0404465,0.96080244,0.8854219,1.0705386,1.0916518,0.9095653,0.9245633,1.1042023,0.95453477,1.122369,1.0513333,0.99534714,0.6603652,1.0652571,0.97969824,1.0183145,1.0337318,0.94454485,1.0356457,0.9193584,1.1653696,1.1428332,0.84682894,1.1633958,0.97553474,1.1216043,1.0253458,1.0658281,1.0291108,1.0098182,1.1095974,0.9197637,1.15198,1.1308918,1.1219792,1.0434608,1.1021403,1.1299926,1.0605078,0.98998964,1.095052,1.0186435,0.9588996,0.0,0.86965644,0.9829236,1.1408786,1.0639894,0.7961331,0.8128481,1.0711484,1.069914,1.0565115,0.929969,0.97343373,0.8922464,0.9514809,0.88087046,0.91395056,0.77501726,1.1472055,1.0246563,1.148283,1.0043103,1.0870607,1.1640546,0.95718014,1.1158152,1.067329,0.97697663,1.0196607,1.0367581,0.97994983,1.0010616,0.83097446,0.9860569,1.0249761,1.1823566,1.0293204,1.1082362,0.9552708,0.61205316
milk,1.0842608,0.95209694,0.83656174,0.97100043,1.1835804,0.8776757,1.1045313,1.0892042,1.2833177,1.2796197,0.99303067,1.0916458,1.0176568,0.78776884,1.0447763,0.719857,0.7990848,0.92342544,0.89092386,1.2126634,0.22053957,1.1556202,1.0439487,0.92623514,1.1083494,0.93615454,0.8740031,1.0825671,1.1508278,0.97055453,1.1631444,0.97235346,0.87413895,0.84036857,0.93177557,0.8926729,1.0615685,1.2773459,1.119898,0.9415798,1.1918585,1.4127797,1.1191785,0.7396319,0.9717938,0.9747225,0.85075676,1.2605882,1.0315051,1.0974618,1.2023976,1.0616745,1.0283861,1.0851862,0.8411262,1.2599504,1.0658023,0.86965644,0.0,1.0382153,0.7709037,0.7985916,0.7506385,1.0494249,1.0814157,0.6811768,1.2647282,1.01658,1.1121812,1.1825339,1.3420303,0.978411,0.95099235,0.9363568,1.0531603,0.7946318,0.9234817,0.66258425,1.1172959,1.2515752,1.0619917,1.0468822,1.1612928,1.0886929,1.3720231,1.3398912,0.99269366,0.9832524,1.0933145,1.3510485,1.076384,0.8173821,1.0554129,1.0789431,1.3306482,0.9879345
mitten,1.0104109,1.1730392,0.93683136,1.0111966,1.1536641,0.8603761,0.92424613,0.8025284,1.2210195,1.0249964,0.4721042,1.1520311,0.77209467,1.2383116,1.0832993,1.2186514,1.2666954,0.8557678,0.8464713,1.1142256,1.04178,1.1955626,1.2731391,1.0841885,0.9731314,1.1761647,1.1225612,0.8525276,0.74417865,0.44846398,1.2763895,0.85223675,1.1872547,0.9947945,0.9290423,1.039503,1.1503804,1.0244716,1.189665,1.1099944,1.1116159,0.9190839,0.7895956,0.99401826,1.177603,0.8949071,1.216139,0.89467883,1.0081528,0.7640265,0.98097396,1.2726164,1.1872433,0.87532085,0.91146654,1.1687335,0.7943565,0.9829236,1.0382153,0.0,1.12468,1.0098802,1.0292253,0.984645,1.2112739,1.2366458,0.711616,1.1638083,1.2256309,1.2110256,0.96795166,0.80821365,0.8608573,1.1599547,1.094127,1.1544721,0.98862183,1.0983719,1.0575292,1.2105526,0.8718098,0.9785203,0.86146533,1.2968065,1.1144372,1.0019403,1.0666438,0.97665006,1.270455,1.0914302,0.7376749,1.0965261,1.0129206,1.2098055,1.1388261,0.9595595
motorcycle,0.8154662,0.9818303,0.838672,1.0076158,1.1624591,0.8908603,1.1290431,1.1263267,1.1902645,1.2054297,1.0889384,1.0705758,1.0677621,0.7093672,0.7889501,0.97885305,0.931978,0.90354013,1.0420549,1.1593657,0.8469796,0.8302171,1.1661317,0.4597162,1.1528358,1.0764264,1.0820638,1.1399406,1.1805959,1.1582944,1.181244,1.0269576,1.0465282,0.8678147,0.5751129,0.48950046,1.1661716,1.1973003,1.109483,0.81380177,1.2554164,1.3370584,1.1777195,0.8527779,0.4543553,0.9282322,0.7878578,1.2052145,1.1234337,1.1309059,1.090156,0.8907925,1.0911498,0.960345,0.97688425,1.1347109,1.0779072,1.1408786,0.7709037,1.12468,0.0,0.8998252,0.9910488,1.1025037,1.1063223,0.78971535,1.1693823,1.1392939,1.1057699,1.1491762,1.3694532,1.1374497,0.95150864,1.0442815,1.0062704,0.89778656,0.9976202,0.8153585,1.1758718,1.0598283,1.0571022,0.9932258,1.0702412,1.07644,1.3990827,1.2866497,0.9831976,0.8572452,1.1421009,1.4138186,1.1222703,0.40806794,0.91226244,1.0354011,1.2777891,1.1257908
muffin,0.96877676,1.0572993,1.1334358,1.1931473,1.1145678,0.9421019,1.1006968,1.050238,1.0746809,1.1088244,1.01441,1.1037109,1.0052036,0.9551352,1.0137435,0.9151582,0.8396206,0.8509246,0.6364133,1.0456545,0.6879682,1.0777763,0.92979884,1.0284258,1.0333334,1.1183013,1.0429046,1.0888112,1.1107311,0.82134956,1.2384057,1.0102185,0.7196174,1.0856767,1.03557,1.0093558,1.0263715,1.2028778,1.1392606,1.0613822,1.0795957,1.2984562,1.03235,1.0117248,1.0530804,1.0138439,0.9357834,1.2881413,1.04058,1.163988,1.0177699,1.1237453,1.0517716,1.1185788,0.5610705,0.8696034,1.0288553,1.0639894,0.7985916,1.0098802,0.8998252,0.0,0.9240011,0.99467885,1.0873243,0.82675004,1.2327044,1.0338697,1.0748103,1.1019272,1.196067,1.0239853,0.9135329,1.1014767,1.0421091,0.918896,1.1712711,0.8225959,1.0434439,1.1075389,1.1180131,0.9621222,0.8507309,1.0735595,1.3231616,0.9704611,0.78269035,0.8107877,1.030496,1.1646532,1.0385588,1.047633,1.108016,1.1342063,1.1826853,1.0231816
napkin,0.84876084,0.99813336,1.1008226,1.0824062,0.9927958,1.0681648,1.1169357,1.11476,0.9693029,1.0950681,1.0354462,0.9806298,0.9128528,0.9851909,1.1362396,1.0476061,0.8896487,1.0661937,0.9145242,1.1255366,0.83129287,0.9382847,1.0772798,1.0123683,0.9802006,1.0816245,0.9168231,1.1478455,1.1655817,0.95940644,1.0760978,1.1008463,1.0776931,1.023177,1.0095696,1.0564492,1.1325945,1.1091541,1.0570965,1.0274123,0.94651675,1.0542998,0.90180755,0.96422714,0.9282923,1.1227477,0.868007,1.2133553,1.0606372,1.2352438,1.0513965,1.1453135,1.090646,1.1364423,1.0155121,0.90083355,1.1941885,0.7961331,0.7506385,1.0292253,0.9910488,0.9240011,0.0,0.90599406,1.0485308,1.0560266,1.1339176,0.6063877,1.0656285,0.9827843,0.8682414,0.67186916,1.0072759,0.8452488,1.0224743,0.9146155,1.0974103,1.0971513,1.0101974,0.95740503,1.1454694,1.0597763,0.95033234,1.0790538,0.9391509,0.99524635,0.8908448,1.1253601,0.7602041,0.9875388,0.55965304,1.0554088,1.1174506,1.2850416,1.1116664,0.97891176
necklace,0.98965204,0.92431146,0.9204521,0.8186998,0.8889941,1.1543212,1.1493442,1.108722,0.91455984,1.0170984,0.9136451,0.88483906,1.1320949,0.86322486,1.2631414,1.137772,1.077127,1.2678767,1.14429,0.82442796,1.1517646,0.8302563,0.9983849,1.1261566,0.8699807,1.0764111,0.4717465,1.214305,1.1851443,1.0504946,0.89032704,1.1520597,1.1769547,1.1329402,1.0363598,1.0820547,0.8665929,1.0202761,0.9855961,1.137863,0.8660406,1.0276208,0.803072,1.0102305,1.0468904,1.1209898,0.8817577,1.0509399,0.92054284,1.2082789,0.9845811,0.9631541,1.0413842,1.0370562,1.2060332,0.80380607,1.1617259,0.8128481,1.0494249,0.984645,1.1025037,0.99467885,0.90599406,0.0,0.983402,0.9928355,1.0034245,0.921961,0.9940001,0.83302045,0.88258946,0.9750761,0.97695494,0.8344347,0.9662431,0.88468343,0.8492765,1.0900704,0.8480135,0.9002105,1.0683362,1.0205228,0.92489433,1.0728657,0.8080822,0.7389573,0.9897577,1.2859613,0.7739215,0.8104464,0.9664069,1.0646565,1.232643,1.0423131,0.809093,0.9884233
orange,0.97514653,0.28937525,1.0643258,0.9895375,0.40885204,1.3222497,1.3659601,1.4328957,0.6823965,1.281246,1.302151,0.79358745,1.3712796,0.78475976,1.2348133,0.5881421,0.6563898,1.5290496,1.2174021,0.8777155,1.1506534,0.9035099,0.6892617,0.96731126,1.0834749,0.9168329,0.72843385,1.3630618,1.3953414,1.2511516,0.44207895,1.4068518,0.7404562,1.3044399,1.1377358,0.97452056,0.9353255,0.9761705,0.11394876,0.9898108,0.69241786,0.91345084,1.1071323,1.1577269,1.0499704,1.2697332,0.8630728,0.6831691,0.9340297,1.2239308,1.2649995,0.35895425,0.3441028,1.3759198,1.2877228,0.7961473,1.3671496,1.0711484,1.0814157,1.2112739,1.1063223,1.0873243,1.0485308,0.983402,0.0,1.0507135,1.2857028,0.75665724,0.42670512,0.5632671,1.1255223,1.2341993,1.1935401,1.0015206,0.84493417,0.63765967,1.1100006,1.089646,0.8498728,0.59569895,1.3239212,0.7392673,1.2843223,0.7333401,0.7040907,0.8638581,1.0798073,1.4194798,0.6992094,0.68180686,1.331002,1.0383188,1.1777693,0.6792651,0.5374234,1.3163571
oven,1.1159488,1.0590663,1.0386924,1.0866777,1.1176181,0.70783794,1.1852865,1.202594,0.94851947,0.8687626,1.1872864,0.9678289,1.1578946,0.80303866,1.0492952,0.8204846,0.7927798,0.93608665,1.0936327,0.86668706,0.7648934,0.9298165,0.7457763,0.88561296,1.0260435,0.5938282,0.88170683,0.98696977,1.0827677,1.2220126,0.9642385,0.9085021,0.8067425,1.0827733,1.042078,1.0110241,0.5538199,1.0848857,1.1039306,1.067084,1.1568537,1.304631,1.0551847,0.9120687,1.0509561,1.1414301,0.8837713,1.0873939,1.063564,1.219652,1.1334639,0.94074,0.8736691,1.0614555,0.9948548,1.0363729,0.9514501,1.069914,0.6811768,1.2366458,0.78971535,0.82675004,1.0560266,0.9928355,1.0507135,0.0,1.2919564,1.019029,0.928012,0.9400108,1.0684713,1.1067643,0.96440846,1.003114,0.8644059,0.96681887,0.9153795,0.5274657,0.93036574,1.0855008,1.1664454,1.0679115,1.15532,0.7730123,1.2200317,1.0704882,1.072027,1.0742415,1.0595605,1.1277195,1.1962721,0.97587883,1.159179,0.6984516,1.1231675,0.9330584
pajamas,1.0435591,1.2447069,1.0006058,0.9750844,1.2138989,0.96697223,0.69927984,0.65939844,1.2300344,0.9189364,0.59590787,1.1627488,0.7208203,1.3066204,0.9548356,1.2971606,1.4085698,0.8531482,0.9921465,1.0034814,1.2432082,1.0609598,1.3153799,1.1787162,0.9169725,1.2033284,1.1934223,0.59925157,0.6509854,0.7870358,1.2646334,0.85877717,1.3285205,1.0391896,0.9257962,1.1591096,1.157152,0.91853935,1.2510056,1.1048825,1.030968,0.65251833,0.76533556,1.0026658,1.156174,0.89497584,1.1272178,0.80380976,0.8538046,0.5728052,0.68742895,1.3412844,1.2742469,0.76759726,1.0301398,1.1704953,0.78739804,1.0565115,1.2647282,0.711616,1.1693823,1.2327044,1.1339176,1.0034245,1.2857028,1.2919564,0.0,1.2077676,1.2900075,1.2354859,0.8370179,1.0070856,0.9531718,1.236848,1.0184606,1.1515511,0.9423388,1.1559097,0.9616719,1.1146251,0.6565913,1.0156305,0.87735987,1.2755035,0.7956252,0.9388904,1.1101795,0.90518385,1.1961117,0.92843276,0.7791279,1.162286,0.9598057,1.1215829,1.0238605,0.90908515
paper,0.9659809,0.95915693,1.2395284,1.1480708,0.7627933,1.13388,1.0459503,1.1189557,0.36705494,0.83643806,1.3139629,0.9731231,1.1244531,0.985288,1.0938721,0.67276573,0.7024517,1.2543557,1.0755379,1.0649434,1.1141952,0.83673567,0.74595386,1.0735209,1.0874064,0.7957458,0.78220034,1.1862205,1.1652281,1.1571741,0.5369771,1.225134,0.8785523,1.2988353,1.263768,1.1685228,0.81326115,0.9305123,0.67624676,1.1204004,0.91192204,0.8521453,1.1372609,1.0919135,1.0919408,1.2142581,0.94212174,0.83837044,1.1414225,1.2136343,1.2437711,0.81039536,0.71185195,1.2554486,1.2153466,0.772758,1.2344395,0.929969,1.01658,1.1638083,1.1392939,1.0338697,0.6063877,0.921961,0.75665724,1.019029,1.2077676,0.0,0.5688391,0.68301046,0.85287833,0.92014813,1.2054868,0.89388597,1.0458256,1.1328489,1.188849,1.1860223,0.92598796,0.74486256,1.1818155,0.937855,1.0465609,0.52632177,0.753001,0.89446837,1.0145438,1.2288336,0.6377698,0.8472433,1.0166024,1.1997805,1.1723602,0.9857042,0.68093944,1.0415655
pen,0.9802641,0.7836534,1.2080038,1.0621109,0.41728336,1.2320974,1.2856867,1.3575312,0.41257763,1.1920288,1.3283653,0.74702454,1.3057162,0.75876456,1.1893374,0.32236207,0.5741465,1.5350025,1.2814888,0.76870096,1.2348524,0.875715,0.6007209,0.9629436,1.1218772,0.7672923,0.798455,1.3331532,1.3642945,1.3215097,0.29587156,1.3097237,0.6372326,1.2762849,1.2664429,1.0959489,0.719035,1.0851607,0.4171331,1.1133348,0.8708526,0.78465277,1.1945437,1.0990596,1.0827141,1.3105426,0.91224855,0.65706706,1.1231991,1.2663834,1.3238769,0.4391157,0.255502,1.3159397,1.3008385,0.7467866,1.2886155,0.97343373,1.1121812,1.2256309,1.1057699,1.0748103,1.0656285,0.9940001,0.42670512,0.928012,1.2900075,0.5688391,0.0,0.28421068,1.1909271,1.1329112,1.1468354,0.9755922,0.83623433,1.0717173,1.1366025,0.9897486,0.8614994,0.6101579,1.2656151,0.87528086,1.2060088,0.40572125,0.8367533,1.0074964,1.0256888,1.3695652,0.7880212,0.79393995,1.3448826,1.1512058,1.239012,0.51762486,0.39620292,1.1848638
pencil,0.9977045,0.78915715,1.1755106,0.9940199,0.532321,1.2676141,1.2411203,1.3409655,0.47568935,1.0697751,1.2593629,0.69819474,1.2949698,0.8260007,1.2380936,0.74368864,0.80208546,1.5484115,1.3141344,0.57400835,1.296314,0.9089403,0.6637522,1.0584246,1.0345083,0.81501603,0.75195384,1.3478378,1.3158928,1.2858026,0.43609506,1.2713798,0.93869513,1.2364749,1.281019,1.1149321,0.6835817,0.9731537,0.5811147,1.0878459,0.6274507,0.90954024,1.0778581,1.0662643,1.0687518,1.3420527,0.86936384,0.8112428,1.0097204,1.2933192,1.1170211,0.59554255,0.55327153,1.213398,1.3526325,0.6442051,1.2748158,0.8922464,1.1825339,1.2110256,1.1491762,1.1019272,0.9827843,0.83302045,0.5632671,0.9400108,1.2354859,0.68301046,0.28421068,0.0,0.93009174,1.0067562,1.2106054,0.9083157,0.89921546,0.96386003,1.1085999,1.0951201,0.89508003,0.64458066,1.1868811,0.97181225,1.1339743,0.61759686,0.6639112,0.87339365,1.0295204,1.4222034,0.71781385,0.5954658,1.2403289,1.1666421,1.2203864,0.6396018,0.47868574,1.1209345
pillow,0.98989064,1.2010245,1.2105849,1.0455794,1.0358046,1.040264,0.8489419,0.8852936,0.796901,0.42472136,0.9875763,1.0945761,0.90113497,1.3425324,1.0815591,1.3434315,1.243309,0.98799103,1.1383637,0.82688296,1.3323305,1.0081644,0.9395627,1.211832,0.8238627,0.75687826,1.0554974,0.85053754,0.6585008,0.97663486,0.992044,0.89139366,1.29171,1.228047,1.1702121,1.3046939,0.7200051,0.6787865,1.103424,1.1083591,0.6264264,0.67230654,0.76837045,1.1867472,1.2629011,1.1754535,1.2149339,0.91000885,0.8915289,0.949481,0.72166383,1.130117,1.160048,0.91135395,1.2224725,0.8886323,0.8105737,0.9514809,1.3420303,0.96795166,1.3694532,1.196067,0.8682414,0.88258946,1.1255223,1.0684713,0.8370179,0.85287833,1.1909271,0.93009174,0.0,0.7806831,1.055994,0.953447,0.9772248,1.197568,1.0943387,1.2220325,0.8625254,0.93561417,0.9341029,1.0716454,0.94114435,0.9591112,0.4800064,0.70019484,1.1642376,1.152737,0.8009577,0.5092628,0.64859056,1.3630599,1.103593,1.023306,0.83077836,0.718656
