,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
finger,1.1485347,1.1236203,0.75117254,1.0722158,0.94611526,0.99360234,1.2629929,1.0552566,1.1288042,1.0837522,1.1495323,0.7188925,1.0477961,0.96428216,1.1531955,1.18593,1.0515046,1.198699,1.1408259,0.90240645,1.2244879,1.2600486,1.1232935,1.311471,1.1873051,0.9002625,1.0772865,1.1404886,1.1514884,1.183669,1.0697529,1.1184168,1.1042913,1.0795703,0.8425728,1.1904354,1.1498625,1.1656168,1.1727492,0.90032685,1.1759105,0.8486823,1.0454651,0.59363234,0.9903205,0.92778236,0.0,1.0606151,1.2288184,0.8753904,1.0370414,1.081296,0.76435256,0.86994314,1.1127303,1.0435721,0.777941,0.28907108,0.8167039,1.0529821,1.1827884,0.9900622,1.08594,0.8965059,0.972806,1.1382511,1.1117364,1.1982254,0.6463576,0.9983721,0.4411689,1.023146,0.42288804,0.52331203,0.67100525,1.2679223,1.1770042,0.9742794,0.8923316,1.0689348,0.945246,0.8691472,0.82517123,0.83456635,1.1421535,1.1966184,1.0990405,1.1412386,0.6825607,1.2561282,1.1508226,1.2288594,0.90045524,1.0112944,0.9132489,0.94389826,0.8310727,0.7445813,1.18655,1.0331961,1.1434251,1.0871912,0.9374947,0.95852685,1.0680858,0.6707378,0.8810515,1.0692277,1.0830022,1.1436665,0.9942019,1.1423874,1.1983325,0.2518909,0.98413837,1.0124438,1.1983802,1.1651409,1.1241188,1.0955092,0.44235712,1.1632459
fish,0.9111911,0.6131001,1.353842,0.6083951,0.5322467,0.6836302,1.0703609,1.4076787,1.5316024,0.5348949,1.5154524,1.1100742,0.6706387,1.408957,1.1483792,1.0691776,0.7453929,1.0925256,1.3262898,0.71563065,1.2081634,1.1757488,0.34717882,1.1118805,0.8443998,0.705265,1.0379186,1.1995195,0.75343335,1.3421077,1.0097773,1.0339826,0.697106,1.4714646,0.5097188,1.4949437,0.6137183,1.3801625,1.230875,1.2380118,1.0773345,1.004805,1.2857859,1.1155529,0.80102783,1.2926058,1.0606151,0.0,0.82518995,0.39399529,0.31241417,1.1272405,0.654698,0.8913032,1.2379941,1.0035219,1.336494,1.3343527,0.6617842,1.0268581,1.2936361,1.300735,1.2046318,1.4241154,0.5950324,1.1008252,1.1234651,1.164101,1.2452135,0.9920603,0.83385754,0.84131587,0.82719344,1.2100277,0.7291813,1.1078519,0.8295493,1.4596231,1.262538,1.0790577,0.55990714,0.5225074,0.8207803,0.6382787,0.7905117,1.1202284,1.0427188,0.96660787,0.86371934,1.1790452,0.7278802,1.2253406,0.95133513,1.271585,0.5469886,1.4901896,0.7976164,1.1510795,0.63212496,1.2338187,0.95762414,1.2414836,0.55913526,0.94769216,0.8163979,0.6720866,0.5361059,0.4736008,0.7105869,0.9858454,1.4728558,1.5324898,0.79758215,0.9352158,0.9063081,0.7133603,1.0654656,1.2282209,0.79130924,0.7640084,0.8027055,1.0945783
flower,0.88836765,0.89121675,1.1506845,0.93179077,0.993137,0.71797085,0.94443244,1.0952837,1.2181025,1.0060073,1.1968628,1.0691693,0.86759174,1.2967504,1.1188586,0.9273815,1.0293547,0.9028673,1.1225191,1.0580597,0.9868071,0.9192346,0.95154274,0.94363946,0.856355,1.135086,1.1102595,1.1194471,0.8298708,0.92676663,0.8358233,1.0187008,0.8170078,1.1619151,1.1694002,1.0826836,0.9731924,1.0789995,0.91316617,0.87115383,0.95794195,1.2306101,0.95913374,1.1234027,0.9311237,1.0805537,1.2288184,0.82518995,0.0,1.1408288,0.8496195,0.9687656,1.1873466,0.9066465,1.008248,0.9097213,1.1781226,1.2322024,1.0146383,0.7963324,1.1003314,1.2204391,0.8958804,1.2916658,1.1232997,0.99894404,1.0686959,0.979266,0.99877965,0.93403226,1.3037052,1.0414994,1.3401713,1.1211557,1.1352487,0.8092005,0.7644297,1.1647632,1.3310335,1.0842589,1.1542327,1.1869895,0.918577,1.165425,0.8064467,0.45170194,1.0884771,0.7452226,1.1575829,0.86127084,0.7911757,0.7409839,0.8335337,1.0893434,0.823959,1.2121552,1.0640435,1.3465034,0.75583476,1.1869136,1.125837,0.9892779,1.049638,1.031231,0.87012863,1.1384577,1.1330346,0.94785154,1.0203804,0.6621656,1.1487346,1.1138991,0.81993914,1.237608,0.93038046,1.0316882,0.77129394,0.921165,0.8233464,0.9577284,1.2288064,0.9347284
fork,1.0779516,0.55292207,1.3275695,0.6840409,0.60099274,0.7167392,1.1099162,1.4055674,1.4505935,0.676522,1.353581,1.0375037,0.74317014,1.3367617,1.2745419,1.0480767,0.6952611,1.0023698,1.2167673,0.47828764,1.1294556,1.3004327,0.47453642,1.0781273,1.0725822,0.55887437,1.043726,1.1355512,0.8890064,1.3637962,1.1391162,1.1024449,0.674299,1.4126208,0.17387497,1.4483769,0.52638793,1.3616998,1.3838445,1.3942155,1.1364223,0.7698339,1.3896447,1.1109108,0.865533,1.3338068,0.8753904,0.39399529,1.1408288,0.0,0.42256498,1.177208,0.45686555,0.99336725,1.2774329,1.0148121,1.3055339,1.1865605,0.65187263,1.1643137,1.1120691,1.2723652,1.2650658,1.4407992,0.21358693,1.025309,1.0652164,1.2520571,1.2763839,0.96217316,0.6488675,0.84133685,0.59296274,1.0830051,0.5389214,1.0822177,1.0357033,1.5076516,1.2512747,0.9786436,0.26242197,0.1660552,0.7977524,0.5073901,0.7134601,1.3325951,0.86128634,1.1762011,0.73101676,1.3096942,0.81584466,1.3707504,1.1133505,1.3594186,0.48241544,1.512758,0.871724,1.0749457,0.7528311,1.1348366,0.8454653,1.3182287,0.52564454,0.98429453,0.7572047,0.56139886,0.1882155,0.4421721,0.69842416,1.2122235,1.486206,1.4644086,0.8415404,0.7645826,0.8358,0.7832484,1.2277642,1.2119627,0.93702286,0.6915877,0.52835304,1.1250724
frog,0.7879073,0.65075916,1.4231033,0.78488237,0.61624366,0.52148473,1.0230968,1.3377059,1.4895623,0.72995573,1.4882102,1.081566,0.6633197,1.411942,1.2265005,1.0884854,0.8633789,1.0793797,1.2282662,0.59901845,1.2039374,1.1126368,0.37012112,1.1022695,0.9036829,0.82598215,1.1181322,1.1664007,0.74462533,1.2841771,1.0159464,0.92775166,0.6779322,1.4478948,0.5043492,1.3675191,0.7455721,1.2766954,1.2405481,1.2327862,1.0782869,0.930268,1.2772095,1.1104002,0.90361613,1.2810395,1.0370414,0.31241417,0.8496195,0.42256498,0.0,1.0636613,0.8085867,0.96289885,1.1675735,0.8351058,1.393923,1.3043048,0.80471873,1.0063046,1.2744706,1.3294369,1.0221698,1.4660994,0.5562368,1.0482309,1.1356596,1.1361772,1.1510587,0.86062926,0.94426537,0.9320309,0.8696792,1.2306936,0.7286875,1.1288829,0.83470225,1.4613239,1.3169266,1.1095272,0.625586,0.55586517,0.57528055,0.72533405,0.71349114,1.1455934,0.89542174,1.090455,0.8664777,1.1941081,0.71498966,1.2339082,1.0155244,1.2332833,0.45372808,1.4974059,0.78460413,1.1347911,0.7343925,1.235142,0.9783465,1.2706223,0.6876728,0.9586459,0.6564667,0.7695707,0.51637405,0.6015805,0.87730503,1.009771,1.4632292,1.4501443,0.77085024,1.0421774,0.80901515,0.84606004,0.92158693,1.117056,0.8206931,0.79932106,0.85780966,1.1824709
glass,0.74845624,1.1860001,0.88980305,1.1601473,0.97906363,1.1816633,0.9025561,0.7515251,0.8166862,1.1517984,0.87340057,1.0522909,1.1464441,0.9298958,1.0339857,1.1442665,1.1068438,0.89597714,1.005286,1.1869597,0.8959091,0.9014652,1.1666038,0.8624724,1.1403432,1.1573299,0.8651973,0.95603234,0.91168094,0.7949211,1.093437,0.9560108,1.1573819,0.8005675,1.3224561,0.8142316,1.0827698,0.9610364,0.8273828,0.9803086,0.8046942,0.9151507,0.91632265,1.0291,1.0969014,0.800044,1.081296,1.1272405,0.9687656,1.177208,1.0636613,0.0,1.2299912,1.20326,0.71222514,1.2122996,0.8406174,0.919485,1.2836963,0.9344518,0.8151141,0.921424,0.7716222,0.8710829,1.2138073,1.0584724,0.6482885,0.98429406,0.94219047,0.9592479,1.2347405,1.0861275,1.2244009,0.90963113,1.1707448,0.98268914,1.0786636,0.8365092,0.9559108,1.039876,1.2136667,1.2725352,1.1642327,1.1268032,1.0853096,0.83340704,0.9967061,1.0709691,1.2240298,0.8964249,1.03773,0.8493091,0.83376783,0.816266,1.1774862,0.80218035,1.1739364,1.0143278,1.1762798,0.8789627,0.9751161,0.9152586,1.322577,0.9625344,1.0551215,1.2965276,1.2340426,1.0578412,1.2877185,1.0493075,0.8671385,0.65667385,1.069292,1.2177045,1.2423844,1.1115093,1.1191443,0.8287971,1.146871,1.1562039,1.2503414,0.8091132
glasses,1.2424126,0.417467,1.2505894,0.50265026,0.8022542,0.8015644,1.256536,1.356294,1.46117,0.82609224,1.4310311,1.0444989,0.90533084,1.264647,1.176735,1.2563072,0.49292284,1.0931809,1.3954649,0.5396448,1.1875585,1.4134375,0.6619505,1.2940998,1.0977371,0.3307358,0.9607365,1.3801757,1.0721399,1.2867912,1.1351736,1.1610551,0.75851077,1.4010227,0.43830144,1.5402526,0.40280652,1.3303349,1.2992289,1.2324828,1.1920608,1.0050657,1.3341961,0.8618438,0.84180534,1.1388196,0.76435256,0.654698,1.1873466,0.45686555,0.8085867,1.2299912,0.0,0.8947551,1.2919858,1.2001032,0.9627784,1.0322903,0.31948435,1.2213742,1.2837019,1.1782227,1.4083966,1.3118852,0.6517985,1.1862737,1.1823194,1.2906955,1.2425948,0.915455,0.2729441,1.1940831,0.31684846,0.8447422,0.5351079,1.2417867,1.0545304,1.3395436,1.1140096,1.25843,0.2157104,0.2517637,0.83747923,0.7330062,0.8331151,1.2632267,1.1042848,1.1056743,0.5498854,1.3189094,0.8990144,1.3226855,1.1338487,1.2920227,0.72226876,1.2900954,0.9625319,0.97733736,0.66634357,1.2031658,1.0770918,1.2597585,0.29876608,1.0880581,1.0937345,0.46103525,0.52061033,0.479203,0.39085263,1.2872083,1.3207326,1.437421,0.9749766,0.5264783,0.90637845,1.1240792,1.2592261,1.3656434,0.9684119,0.677543,0.3128692,1.1658164
glove,1.1586685,0.8406526,0.9691348,0.85963476,0.9866003,0.69348514,1.2251744,1.2221806,1.2568591,0.73387283,1.1897159,0.89744323,0.6344098,1.1247822,1.1156882,0.94186354,0.86390984,1.0028663,1.1008757,0.94544035,1.1903018,0.98842496,0.86222947,1.0502363,1.042999,0.90377074,1.2227387,1.1100792,1.0467732,1.2498288,0.8020233,1.134374,0.8974124,1.2292855,0.9660129,1.193485,0.8956995,1.149838,1.1475711,0.8012059,1.2941395,1.3002787,0.96949935,0.95366764,0.8693514,1.130539,0.86994314,0.8913032,0.9066465,0.99336725,0.96289885,1.20326,0.8947551,0.0,1.3307393,0.8590351,1.0991876,0.89733785,0.65238124,1.0624644,1.2523925,1.0884792,1.1351091,1.0360453,1.0353628,1.1196531,1.3019149,1.0264946,0.8738332,1.033343,0.9018141,0.7989701,0.8599402,0.93737715,0.9361217,1.0056294,0.90535676,1.1429727,1.0784259,0.9567268,1.0173479,0.9398662,0.98808813,0.92154217,0.9915557,1.1273674,1.1136125,0.9071615,0.7641921,1.028755,1.0130332,1.0530583,1.138279,1.1355782,0.7236343,1.1404417,0.64151675,0.9620366,0.79437745,1.2115045,1.1669993,1.0088743,0.8051972,1.0592594,0.94586545,0.54999596,0.9642726,0.9244587,0.88088024,0.9697776,1.0948431,1.2831529,0.9301152,0.7427232,0.7127312,0.7170418,0.8878826,1.083477,0.97233176,0.8630104,0.8566985,1.2102892
grass,0.86897224,1.2231113,0.8157257,1.1922511,1.168392,1.2168006,0.979633,0.6962124,0.60923815,1.2426825,0.6929485,1.0316844,1.2161348,0.75980586,0.8538582,1.1786028,1.3240278,1.0830188,0.85170424,1.2612324,0.9385656,0.9872878,1.2225392,0.9972223,0.91816306,1.1898128,0.7929914,0.9382218,1.1078848,0.6825487,1.1085324,0.925349,1.1852596,0.6527994,1.3225442,0.6899225,1.3364353,0.8370973,0.70060813,0.97931105,0.9090578,1.0668197,0.8939991,1.018334,1.1341643,0.8198788,1.1127303,1.2379941,1.008248,1.2774329,1.1675735,0.71222514,1.2919858,1.3307393,0.0,1.193589,0.8290882,0.9760129,1.4189045,0.8152517,0.7389811,0.7606706,0.9841601,0.7291128,1.2356954,1.0835186,0.8143374,1.028051,0.9655898,1.0641751,1.2506104,1.1886071,1.2716006,1.0011,1.1844956,1.0920715,1.1402278,0.6787109,0.801833,1.0529253,1.2079277,1.3073125,1.1583304,1.2013665,1.1396497,0.8156401,1.0741267,0.9696381,1.25801,0.9540472,1.1214771,0.951988,0.77821225,0.7886976,1.3506187,0.6748264,1.1871219,0.98579973,1.2144732,0.7915506,0.9889233,0.81170267,1.3529129,0.96361977,1.1895858,1.3981309,1.3516147,1.198921,1.2410773,0.89617217,0.72479963,0.53958595,1.1881688,1.2987294,1.2832975,1.2334955,1.0220336,0.922829,1.0759331,1.2694614,1.321095,0.7758095
gum,0.9623218,1.0153399,1.139615,0.9709671,1.0160254,0.880635,0.908816,0.87326515,1.1724325,1.0709158,1.0909164,0.85214376,0.97501945,1.1622108,1.0203092,0.73268676,0.88144577,1.0012224,0.8552691,1.0144483,0.9365034,0.8070158,0.9906741,0.8753061,0.998905,1.1258627,1.3162949,1.073262,0.8427682,1.1118026,0.819273,0.9906481,0.7829765,1.2013621,0.8234378,1.0014594,1.0219914,1.0208783,1.1858072,0.95993924,1.0719459,0.945384,0.90082777,1.1110187,0.95358634,1.198684,1.0435721,1.0035219,0.9097213,1.0148121,0.8351058,1.2122996,1.2001032,0.8590351,1.193589,0.0,1.2813499,1.060047,1.0385033,0.9777645,1.119336,1.2019564,0.69167084,1.2328321,0.9108782,1.0038102,1.1236075,0.84021723,1.0061603,1.0039302,1.1007339,0.84246004,1.1114509,1.1162783,1.000747,0.95539916,0.82034135,1.2020695,1.2239298,0.9230113,1.0653493,0.9905846,0.88244385,0.8063941,0.94476163,1.0911387,0.9546839,1.0620095,1.0613699,0.85996914,1.0064108,1.0302379,1.0899328,1.0637287,0.8304155,1.2659246,0.8098775,1.1912036,0.99452657,1.1952527,1.0896636,1.1204994,0.91738844,1.0313362,0.4870277,1.0201,0.95443964,1.1100634,0.9839952,0.91266537,1.2221413,1.1650933,0.88353395,1.0443906,0.19958079,0.82448775,0.42822456,0.9688911,0.98659444,0.9908925,1.027513,1.1779442
hair,0.92866105,1.3285825,0.56196904,1.2962763,1.220368,1.31873,1.132541,0.76027435,0.68656147,1.2844732,0.8091666,0.9122438,1.3209994,0.5805804,0.8335713,1.2071455,1.330876,1.2572386,1.0493937,1.3010466,1.0117788,1.1361413,1.3484437,1.2210857,1.1042695,1.1564881,0.70661414,1.1059978,1.223819,0.84703773,1.1441451,1.0575131,1.3314097,0.7186894,1.3368998,0.83956784,1.4153085,0.9358391,0.7651056,0.7989076,1.0113963,1.0823593,0.82245505,0.67012775,1.1573585,0.40585756,0.777941,1.336494,1.1781226,1.3055339,1.393923,0.8406174,0.9627784,1.0991876,0.8290882,1.2813499,0.0,0.57777697,1.0062829,0.95732254,0.9143485,0.66019976,1.1548643,0.5677201,1.3372004,1.1652205,0.89453006,1.0379126,0.7912737,0.9973708,0.83537054,1.2331753,0.86452246,0.57094806,1.1146342,1.1931992,1.2148125,0.50511444,0.69856685,1.088459,1.2634931,1.3050671,1.1642036,1.2318997,1.3437374,0.8809955,1.2903678,1.0313768,0.9256046,1.0753086,1.3494706,0.96933705,0.8855599,0.7071918,1.3092356,0.44397092,1.1260644,0.76334,1.2812322,0.7860251,1.1550422,0.82935286,1.3362935,0.9497493,1.4739434,1.0818588,1.3172704,1.3312571,1.2540995,1.096018,0.5743003,0.7129029,1.3778133,0.7650646,1.2963569,1.2783324,1.1700238,1.1148112,1.2195721,1.254943,0.9527369,0.8848216
hand,0.9963455,1.3690503,0.4076844,1.3544496,1.1603041,1.1810818,1.1765506,0.82333815,0.835083,1.276853,0.8845505,0.59768546,1.2901564,0.6922561,1.0866139,1.0970213,1.2890451,1.1761619,0.9526986,1.1534824,1.1520414,1.2065967,1.3510901,1.1996931,1.240678,1.1474199,0.97328085,1.0488191,1.2765672,1.0120778,1.1270353,1.0639564,1.3231722,0.8166884,1.1633179,0.9119476,1.4149204,0.9675079,0.97485447,0.7611277,1.0981474,0.86054826,0.88895106,0.63405395,1.1827598,0.7837011,0.28907108,1.3343527,1.2322024,1.1865605,1.3043048,0.919485,1.0322903,0.89733785,0.9760129,1.060047,0.57777697,0.0,1.0826952,0.92824626,0.9884124,0.7832097,0.97870123,0.6303539,1.2114474,1.1329155,0.9916692,1.0953804,0.52229255,0.9350099,0.75685275,0.9713529,0.72886974,0.47941422,0.8807185,1.2306719,1.2678246,0.6606514,0.75363827,0.9432363,1.2203915,1.1683526,1.0401324,1.0022205,1.2872436,1.0543226,1.0858251,1.185818,0.88909763,1.1047459,1.3189896,1.0557249,0.8458668,0.7390642,1.1292236,0.6152006,0.9257303,0.5470414,1.3373983,0.84441376,1.1289831,0.9722402,1.2463577,0.9869343,1.2148407,1.0034637,1.14045,1.311975,1.3146131,1.1291832,0.7216793,0.81977105,1.3245211,0.42378998,1.0361966,1.0423424,1.1307952,1.010511,1.2600538,1.3052609,0.79410714,1.0726153
hat,1.2562628,0.48967373,1.2975639,0.53027177,0.7217487,0.60297287,1.1453519,1.4816647,1.5526264,0.7381042,1.491184,1.0326823,0.680696,1.3169091,1.2986425,1.2268791,0.5203008,1.0667537,1.4019382,0.5221961,1.1329253,1.2938442,0.6226362,1.225858,1.101942,0.48148936,1.1276246,1.2830195,0.92778456,1.4013588,0.85269284,1.1533033,0.73308873,1.4251273,0.6113081,1.5599079,0.4909861,1.3559698,1.2294273,0.96183556,1.2003868,1.1118383,1.1428769,0.8818398,0.73290324,1.2748535,0.8167039,0.6617842,1.0146383,0.65187263,0.80471873,1.2836963,0.31948435,0.65238124,1.4189045,1.0385033,1.0062829,1.0826952,0.0,1.1286161,1.3573629,1.2696772,1.3013842,1.3162252,0.7584567,1.084947,1.2347584,1.2524798,1.1070845,0.9552247,0.4779824,1.0966955,0.46064985,0.8022963,0.5944236,1.15807,0.9174308,1.4515653,1.1275587,1.3066467,0.54591644,0.49985516,0.7305666,0.82977957,0.7767887,1.2477627,1.0967641,0.8467399,0.48992002,1.2246934,0.90969884,1.2047522,1.0572162,1.2818129,0.630777,1.3624382,0.7961068,1.0611562,0.59964484,1.2327385,1.1868476,1.4194481,0.43177688,1.2669516,0.9841071,0.33650577,0.6338401,0.61953205,0.5225224,1.0846267,1.3446772,1.5161853,0.9239596,0.5421489,0.78888154,0.9722359,1.1272221,1.3361619,0.907128,0.627727,0.40312576,1.2854649
horse,0.79048955,1.2203535,0.96747816,1.1651945,1.0478842,0.978728,1.090392,0.9511497,1.016279,1.2345867,0.9972913,1.0320843,1.0647688,1.0539465,1.0767449,1.123013,1.249526,1.0662962,1.0508201,1.0876648,1.0690656,1.0617743,0.93157405,1.1251174,0.96433854,1.2710918,1.0241562,1.0596068,1.0126634,0.89348626,0.9754511,0.923849,1.2362872,0.9152243,1.1659005,0.91495895,1.288004,1.0675484,0.5814289,0.6199166,0.98142046,1.1402521,0.8668143,1.0063165,0.9853196,1.0163366,1.0529821,1.0268581,0.7963324,1.1643137,1.0063046,0.9344518,1.2213742,1.0624644,0.8152517,0.9777645,0.95732254,0.92824626,1.1286161,0.0,0.9877981,0.9852311,1.0348853,0.8867064,1.1730094,1.1075815,0.9624927,1.0127702,0.87854683,0.9341816,1.1467379,1.0928231,1.1871328,0.94819224,1.1243469,1.0786104,0.9924657,0.8688539,1.0520326,1.0936484,1.2103513,1.2222384,0.9959837,1.1018269,0.9566026,0.9342838,1.0875117,0.58896303,1.0819325,1.0024961,0.98539513,0.9894162,0.23475957,0.8855105,1.0106008,0.9163247,1.0188555,1.1004388,0.9759699,1.0381875,1.1186985,0.9051722,1.170827,1.035866,1.053864,1.1712211,1.0800413,1.166326,1.2043976,0.7721305,0.91441035,0.9841199,1.1184056,1.0708166,1.0101098,1.1186222,0.87289625,0.95850825,1.0212679,1.0768706,1.18776,1.0806885
hose,1.0272186,1.306257,0.8318722,1.2779754,1.079513,1.369359,0.77153784,0.7975426,0.5258547,1.0261166,0.5135609,1.0696279,1.2955885,0.6952652,1.0181887,0.9363295,1.2624998,0.9444128,0.79731023,1.2390839,0.5699241,0.8936207,1.2500222,0.7613622,1.1589985,1.237951,0.775504,0.66286665,1.0800053,0.6762192,1.0436623,1.0081631,1.1673546,0.56881374,1.1032394,0.65983015,1.2225233,0.85490906,0.81001276,1.1285027,0.8212296,0.85226315,0.9555095,1.1013098,1.2572086,0.9623081,1.1827884,1.2936361,1.1003314,1.1120691,1.2744706,0.8151141,1.2837019,1.2523925,0.7389811,1.119336,0.9143485,0.9884124,1.3573629,0.9877981,0.0,0.741285,0.92292345,0.80512565,0.9128128,0.8042562,0.6833713,1.0082363,1.0349671,1.1533842,1.3602492,0.94457066,1.2729366,1.086286,1.2904173,0.76613104,1.161653,0.8646232,0.8318372,0.8612281,1.2173705,1.2258224,1.3676589,1.128048,1.0920955,0.8519899,1.0393183,1.0194787,1.3485318,0.97702014,1.0804929,0.90990144,1.0168574,0.8542393,1.084396,0.82977843,1.0425433,0.93599993,1.1987422,0.58624524,0.83932495,0.86166525,1.3295149,0.9736027,1.0910114,1.353991,1.0612639,1.1076376,1.2315761,1.0751295,0.8588326,0.60209304,1.1397479,1.2506131,1.1270716,0.9799018,1.117195,0.90600145,1.187158,1.0527058,1.233581,0.7729763
jacket,0.8807106,1.3691745,0.548337,1.3700621,1.2063491,1.3724177,1.04589,0.7374641,0.51730555,1.0728492,0.70751595,0.99793893,1.2959721,0.33482635,0.70422524,1.2629287,1.3577508,1.3348985,1.047123,1.403832,0.93512136,1.0794686,1.2870666,0.9725517,1.1245911,1.2387431,0.5732162,0.9209805,1.1662877,0.7359061,1.0274855,1.0311614,1.2703602,0.57261175,1.2646378,0.77931637,1.4343654,0.9685839,0.7880839,0.9473265,0.9538948,1.0615416,0.8763711,0.93842673,1.2898034,0.74987435,0.9900622,1.300735,1.2204391,1.2723652,1.3294369,0.921424,1.1782227,1.0884792,0.7606706,1.2019564,0.66019976,0.7832097,1.2696772,0.9852311,0.741285,0.0,1.1163013,0.50437397,1.2079005,1.102023,0.9308916,1.0783222,0.8881897,1.2010206,1.0819428,1.1023779,1.095824,1.0080024,1.2355657,1.1097549,1.1958729,0.37434077,0.45162475,1.0997872,1.2445062,1.2915977,1.2646008,1.2000763,1.3876584,0.9315553,1.3348486,0.96512884,1.2071931,1.1143823,1.2399658,1.0016056,0.9893516,0.6883724,1.2803211,0.3856688,0.983872,0.59827113,1.282301,0.64220005,1.0708771,0.6256971,1.332099,0.7741303,1.3341606,1.2597888,1.289838,1.2331849,1.2812663,1.0975534,0.44962198,0.7189238,1.4020824,1.071004,1.2233808,1.1305522,1.1907454,1.1759299,1.2837403,1.1626277,1.1885061,0.7641268
jar,0.951918,1.2308342,0.99667704,1.182544,1.0332121,1.0421984,0.63912404,0.85310686,0.9989198,1.1103826,0.9724217,0.9894088,1.0819949,1.0770862,1.0935701,0.8257674,0.9367176,0.6267688,0.7699214,1.137533,0.8426312,0.43215477,1.2207673,0.6403321,1.0585388,1.2503166,1.2382399,0.87495977,0.6997259,0.9880491,0.86341125,0.8297088,0.8715482,0.9981623,1.2317302,0.872557,1.0613526,0.74520445,1.0261647,1.0064868,0.9044962,0.9537583,0.89527655,1.0963762,1.0131376,1.0624653,1.08594,1.2046318,0.8958804,1.2650658,1.0221698,0.7716222,1.4083966,1.1351091,0.9841601,0.69167084,1.1548643,0.97870123,1.3013842,1.0348853,0.92292345,1.1163013,0.0,1.064468,1.1516848,0.84868073,0.8480928,0.68591225,0.84627783,1.0709419,1.3496697,0.8634357,1.2656915,1.0677624,1.1759075,0.88097054,0.95804703,1.0966635,1.0913072,0.8743814,1.3344445,1.3307273,1.0472637,1.1444675,1.0554496,0.88869816,0.7643734,1.1249907,1.221337,0.5524523,1.0174083,0.84364796,1.0218712,0.9271749,1.11863,1.0886118,1.0552939,1.1353893,1.1587418,1.01025,1.0173315,1.0896907,1.2881231,0.96738875,0.7015981,1.2576299,1.2238448,1.2486212,1.2400148,0.89907736,1.0825565,0.8314162,0.7506087,1.2033463,0.93086433,0.9322891,0.72243994,0.6962914,1.0674887,1.1127812,1.2306181,1.061995
jeans,0.8639989,1.4928042,0.51481324,1.4372102,1.3197534,1.4058211,0.99671,0.69166386,0.45172822,1.171905,0.57094586,0.7922189,1.295228,0.39434433,0.7402712,1.1860406,1.4535742,1.3314279,0.83287287,1.3776557,1.0251809,1.078002,1.315462,0.9592193,1.0959506,1.3125951,0.8193596,0.74805415,1.3563432,0.801151,1.0607262,1.044924,1.4359047,0.4512254,1.4420115,0.60713583,1.5777538,0.8584063,0.6521444,0.7484547,0.99828553,1.0138189,0.7191474,0.81268406,1.3041408,0.6788697,0.8965059,1.4241154,1.2916658,1.4407992,1.4660994,0.8710829,1.3118852,1.0360453,0.7291128,1.2328321,0.5677201,0.6303539,1.3162252,0.8867064,0.80512565,0.50437397,1.064468,0.0,1.4017856,0.9974435,1.011194,1.0592985,0.7158607,1.1510351,1.0657173,1.0447387,1.0575812,0.8288952,1.2188332,1.1588098,1.2470338,0.29775643,0.18217528,0.98796594,1.4287844,1.4540691,1.1935198,1.1511928,1.3930936,0.98282975,1.1972235,0.92588127,1.1294341,0.9882556,1.3311647,0.8802203,0.87201506,0.6087712,1.5141217,0.2548374,0.895397,0.598707,1.4052689,0.78904516,1.0575695,0.6118261,1.4555681,0.977679,1.399041,1.2969731,1.4550898,1.4708223,1.4038858,1.0210953,0.29595983,0.6273151,1.4408605,0.9550377,1.2871203,1.0635941,1.1662161,1.0300592,1.2639208,1.3413053,1.2109559,0.97146845
