,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
crayon,1.3494617,1.2027452,0.54534465,1.2253206,1.5101978,0.63124955,0.6258398,1.0867331,1.0534271,1.3902204,1.507815,0.9584177,1.49301,1.4469279,0.9943204,1.4749861,1.3835338,1.1523896,0.737285,0.47143686,1.3920207,0.8050865,1.1254425,0.6834106,1.3233297,0.6218029,1.0687758,1.4904387,0.694678,1.1472654,1.0791293,0.8865572,1.488312,0.9043493,0.0,1.5993236,0.6386981,1.3011074,1.2919728,1.3071096,1.0891424,1.356536,1.497376,0.35222447,0.9312165,1.3777566,0.6276097,1.2947336,0.921529,0.6223876,0.39758825,0.5216747,0.5729292,0.85255516,1.2816434,1.0631527,1.1560644,0.3594892,1.3378237,1.0287243,1.2606333,0.99993056,1.2528234,0.89258176,1.222859,1.3715432,0.5893265,1.4705083,1.0232832,1.3717892,0.75783676,1.177801,0.8854101,1.0647174,1.524775,0.3655401,1.1001894,0.32782722,0.92691904,0.8183596,0.95750356,0.55525136,1.0834743,1.119894,1.4920249,1.3695718,1.3202293,0.43070728,0.20533144,0.22646445,0.7901242,1.0190338,0.8526574,1.4404998,0.7163739,0.85617614,0.8783306,0.9283631,0.8601496,1.240144,0.602501,1.4353553,0.7876429,1.3063316,0.59314173,1.4779564,0.54932827,1.2991331,0.9533323,1.1637852,1.4408712,0.3997482,0.35783815,1.010441,0.3705901,1.1302097,0.8366352,1.3122479,0.43590719,1.159364,1.4988334,1.6188381,0.6230674,0.48724836,0.40560877,0.8182886,0.61015654,1.0330607,1.3874645,1.0148746,0.31086463,1.2737483
crib,0.7598709,0.9531196,1.4861774,0.8137282,0.521916,1.4637651,1.4383739,1.1029173,0.914324,0.5789317,0.22369051,0.98903114,0.21184015,0.6835689,1.1292076,0.39088786,0.57274354,0.8385359,1.2578628,1.474822,0.5134592,1.457596,1.037875,1.2605723,0.4464941,1.4085503,0.8798106,0.22800285,1.3149929,0.8492503,0.842468,1.3780994,0.3440132,1.257378,1.5993236,0.0,1.4744937,0.9436671,0.8819321,0.8279012,0.7412493,0.54900295,0.58647734,1.3704298,1.2922516,0.6367821,1.3600333,0.7183544,1.260863,1.2571458,1.4664066,1.2407401,1.2941432,1.2900283,0.72397697,1.0022534,0.97836316,1.53337,0.7363118,1.0431939,0.80511177,1.1945913,0.93411946,1.2204807,0.97164685,0.6135814,1.225146,0.60527974,0.8909003,0.48158717,1.2367843,1.0772858,1.2311491,0.88905364,0.6695745,1.4193677,1.222155,1.4593409,0.9625982,1.3263601,1.0951462,1.460597,0.8094299,1.0090089,0.60305077,0.6458926,0.6909013,1.4695702,1.5311868,1.5357614,1.1445099,1.1507993,1.1220493,0.5933821,1.4194106,1.2410495,1.3005579,1.1757429,1.3903852,0.8308985,1.3136413,0.40975058,1.2584562,0.8402847,1.2732956,0.6050518,1.3551918,0.7599395,1.0378869,0.9166255,0.36689377,1.5102537,1.3139923,1.1127254,1.3135843,1.0736153,1.2868054,0.7657784,1.5193295,0.75881773,0.5515479,0.22816336,1.3682871,1.5364225,1.3686419,1.1645303,1.2055535,1.034752,0.8021635,0.8154692,1.4761794,0.4774763
cup,1.3282554,0.853713,0.7528478,1.1342897,1.2680963,0.63489085,0.56683064,1.1190853,0.6808104,1.3242891,1.498179,0.9961172,1.4200735,1.3226784,0.94206285,1.4273472,1.1644729,1.0430112,0.46238184,0.5516069,1.142098,0.7765683,0.40516788,0.6113759,1.4232769,0.66561264,1.2388452,1.3531485,0.77962613,0.85496557,1.2237439,0.8914353,1.3635252,1.0168345,0.6386981,1.4744937,0.0,1.1029377,1.1636975,1.0097762,1.0935985,1.2611446,1.3635744,0.7486607,0.7615883,1.307946,0.82718337,1.3146545,0.82212937,1.1442333,0.6856173,0.964136,0.8962031,0.9330181,1.2168953,1.03595,1.009266,0.67853117,1.0340029,0.95330805,1.2443804,0.8957167,1.1387105,0.8454825,1.1367893,1.3544724,0.6218142,1.3642728,1.2185961,1.2549745,0.68943393,1.0136559,0.99204713,0.91898966,1.1221209,0.79777503,0.9305821,0.7304171,0.8218395,0.8448131,1.0953785,0.7381933,0.8274729,1.1553073,1.3402405,1.2663212,1.2854532,0.78716856,0.7081487,0.6866778,1.0580722,1.0213438,0.9609702,1.170997,0.867463,0.6650033,0.9474488,0.9070209,0.7267811,0.82250154,0.6585747,1.3620348,0.8378074,1.2427537,0.78914297,1.3734349,0.83837235,1.2669482,0.9149708,1.0675609,1.3879778,0.5903969,0.8614561,0.6622036,0.7565232,0.85264343,0.79385716,1.2579755,0.71385217,1.032174,1.335963,1.4514856,0.641443,0.6236875,0.8344618,0.9971634,0.71608937,0.8214591,1.2322514,0.9770243,0.72698116,1.2880757
dish,0.86306465,0.9727953,0.93721896,0.6953387,1.0811429,0.8669691,0.89112294,0.674145,0.82690257,1.0480363,0.90802306,1.1745749,1.1178281,1.0414635,0.80287266,0.89064306,0.94987655,0.80879587,1.0797392,1.0035869,0.83850217,0.7180608,1.011241,1.2603141,1.0271314,1.1436074,1.204416,1.1645197,0.9699128,1.0188642,1.0227647,0.5553001,1.1359258,0.58750904,1.3011074,0.9436671,1.1029377,0.0,0.9146388,0.84116083,1.1353867,0.9611483,0.9992621,1.3473046,0.6825541,1.1211793,1.1065683,1.0172808,1.0439593,1.0590538,1.2932695,1.2908515,1.1300225,0.8344102,0.7107251,0.978152,0.72614694,1.4309223,1.0201784,0.69958603,1.0595576,0.85773104,1.0422769,1.1247523,1.0794183,1.0927001,1.2575066,1.0862764,1.1824536,1.0995644,1.0668507,0.80659544,0.8786628,1.1091578,0.77523017,1.3391795,0.39934677,1.2712305,1.1907113,1.2845625,1.1501578,1.1980608,1.0540854,0.95695186,1.0254654,1.1720409,0.921,0.93110263,1.2933221,1.1429234,1.0031482,0.858433,1.1558971,0.9519596,0.9357191,1.1621065,0.53062975,0.9808685,0.9508489,0.8709117,1.0964115,1.0515214,1.1728302,1.0804739,1.022189,1.0559893,1.222028,1.1810336,1.1092713,1.0154996,0.8498441,1.4544458,1.22849,1.1468749,1.243279,0.6776052,0.91661894,0.9412906,1.1334822,0.9120945,1.0099946,0.93337923,0.62400794,1.2800572,1.2889469,0.93452686,1.2604728,0.5524778,0.39660847,1.1466641,1.3588197,1.1032535
dog,0.63330805,0.97396225,1.1100926,1.0905695,0.9681008,1.115565,1.1981782,1.0092673,1.1295245,1.0504303,0.8564218,1.0668739,0.9282166,0.92901194,0.69924796,0.8798647,1.0270643,0.9443938,1.1677175,1.2301824,0.9440374,1.0425212,1.0831816,1.0512118,0.8956016,1.1325874,0.92169756,0.9348945,1.0808328,0.98670274,1.0842187,1.0083332,0.861651,0.8909367,1.2919728,0.8819321,1.1636975,0.9146388,0.0,0.65903485,1.0685617,1.0134405,1.0112392,1.2253859,1.059046,0.9004669,1.0890226,0.8958436,1.0844235,0.79369557,1.1505384,1.059824,1.2575201,0.6717125,0.98212147,0.9118408,1.0827167,1.205823,0.9535975,1.128641,0.8963197,1.0662088,1.049088,1.0353906,0.3350771,0.9741032,1.1790401,0.94669265,1.1169981,0.8564238,1.0833592,0.99026895,1.10785,1.0426276,0.88327664,1.2444997,0.98304456,1.2194262,1.1051767,1.0981681,1.014924,1.1129625,1.1456776,1.0055451,0.94945276,0.9113685,0.94236624,1.1211184,1.2138484,1.2880104,0.8431634,1.0620577,0.5116993,0.8161327,1.1172742,1.0126718,1.1718662,0.40613645,0.9876488,1.041192,1.2023755,0.97681373,0.8609023,0.96464753,1.0581635,0.95747596,1.0900793,0.9618824,1.0643637,1.1195141,0.9786457,1.2059758,1.2407227,1.0846193,1.1558906,1.1148196,1.039094,0.90600884,1.1360538,0.8101922,0.95878595,0.8608329,1.1669737,1.1890591,1.2222916,1.139306,1.0993866,0.9854345,1.0228745,1.0139707,1.2542441,0.96551394
doll,0.8026485,0.60094297,1.115858,0.9364432,0.88439333,1.0385563,1.0413262,0.97196376,1.0057203,1.1520512,0.73271585,1.059431,0.9527695,0.81463355,0.86215246,0.6970069,0.75233746,0.73119724,1.077354,1.2298372,0.71225476,1.1278032,0.8563699,0.9527896,0.9108247,1.0985913,1.0733596,0.90947115,1.2624426,0.8348234,1.0689951,1.1182575,0.8281022,1.0071265,1.3071096,0.8279012,1.0097762,0.84116083,0.65903485,0.0,1.1741605,1.1324694,0.9312203,1.3286331,1.1252766,0.874856,1.2395474,1.0220975,0.94501036,1.0899265,1.2195443,1.2021585,1.3906949,0.8991213,0.7444655,1.034178,0.8944905,1.2969226,0.54932,0.85722446,1.0511357,1.0781436,0.8600014,1.0091028,0.87864375,0.9388617,1.2345176,0.77028275,1.2592452,0.8938978,1.2027993,0.9406767,1.0392479,1.0813824,0.5447682,1.2658595,0.9454878,1.2983696,1.1217363,1.0750183,1.0281682,1.1491222,1.057976,1.0805175,0.8287,0.86397284,0.9207041,1.2769698,1.3395355,1.218719,1.0558089,1.0443246,0.98223853,0.4425689,1.208931,1.0848144,1.1955072,0.92889386,0.8705895,0.8257849,1.118723,1.0772643,1.080194,0.8772607,1.0192709,0.9388988,1.2652247,0.91125464,1.1061975,1.1756082,0.77483416,1.1380829,1.3632631,0.6781671,1.1923585,1.1102029,1.1034894,1.0313138,1.2084572,0.7085149,0.9045583,0.7942241,1.1016732,1.1283327,1.2885373,1.0004069,1.1631615,0.5860119,0.7686989,1.1301745,1.2693549,1.0393014
door,1.1561148,1.1243486,1.3032935,1.1395786,0.8761607,1.278606,1.0690681,1.1832566,0.8074845,0.66907805,1.0535238,1.009288,0.75139135,1.0806146,1.1471075,1.092709,0.89698964,1.0597999,0.9462571,1.0529227,0.9185235,1.1783258,0.8381577,0.92076087,0.8898237,1.1168135,0.71309334,0.5244279,0.8893399,0.55870265,0.76319134,1.1553077,0.78341424,1.1767138,1.0891424,0.7412493,1.0935985,1.1353867,1.0685617,1.1741605,0.0,0.87891865,1.0239197,0.91989636,1.1473246,1.1443044,0.88029337,1.0437193,1.1826367,1.1992593,0.96866566,1.0702821,0.773929,1.2260716,1.0942783,0.8082967,1.1819705,0.9879747,1.1682024,1.2448852,1.0083061,0.96879804,1.1699537,1.1904494,1.0576228,1.0552541,0.85806084,1.12746,0.7992302,0.76904714,0.59821385,1.0819939,1.326354,0.5998549,1.1781962,1.0924587,1.1764708,1.0690086,0.6360881,1.0623094,1.1134996,1.1622105,0.58757126,1.0118032,1.0547007,1.030061,1.0105724,1.0077562,1.0255814,1.0219977,1.2212801,0.9723397,1.150532,0.97183084,1.1185417,0.9458831,1.0529066,1.0708154,1.2676225,1.0575522,0.878773,0.6388328,1.0273429,1.060529,1.094979,0.9989531,0.92619634,1.1638048,0.9233662,0.6638025,0.97545785,1.1148076,0.9694814,0.99496263,0.97979856,1.0575106,0.9409506,0.9385025,1.1401181,1.0749141,1.0064075,0.9053406,1.1807879,1.2048075,0.99958676,0.99253577,0.80482924,1.2764541,1.1385529,0.47333658,1.1712372,0.45538175
drawer,0.9262682,0.9331797,1.315069,0.7859686,0.72301644,1.3392186,1.2441721,1.006966,0.96092314,0.5139539,0.69309056,0.91711617,0.456819,0.76748157,1.1820741,0.6916835,0.730743,0.9602401,1.2037308,1.1875525,0.6762628,1.2500197,1.0228505,1.1110076,0.7057091,1.2232175,0.78901535,0.63759315,1.2957501,1.1184865,0.7807861,1.2449603,0.62511253,1.0359682,1.356536,0.54900295,1.2611446,0.9611483,1.0134405,1.1324694,0.87891865,0.0,0.76864076,1.1178212,1.2277814,0.77183545,1.3227506,0.94196117,1.1071736,1.1255322,1.3907576,1.100298,1.1064765,1.2368901,0.8673103,0.9661291,0.7908015,1.3128725,0.906027,0.8677938,1.0340554,1.1849784,0.7453002,1.2212882,1.0216651,0.78096557,1.0723776,0.65166354,0.6237289,0.7299214,1.2723007,1.1299505,1.0597327,1.0455197,0.8354624,1.243701,1.1527686,1.320383,1.0190461,1.1085869,1.0480528,1.1575408,0.7969465,0.9349756,0.7921315,0.64157593,0.79569083,1.3218061,1.3059714,1.2700585,1.0458175,1.1273576,1.0471741,0.8959132,1.2259359,1.2129241,0.95220035,1.1529168,1.234241,0.8338643,1.2668093,0.60290396,1.2622406,0.79202056,1.1409687,0.7643505,1.2902482,0.6199208,1.0279535,0.7552055,0.75921535,1.1926019,1.2196132,1.1059558,1.2674725,0.96067095,1.2304212,0.947549,1.3375802,0.9792451,0.8104737,0.5907876,1.2305648,1.3192226,1.2438129,0.96435434,1.2517897,1.1187235,0.7958199,1.0512166,1.2336929,0.7998742
dress,0.88819027,0.83548915,1.2629813,0.9454959,0.5172422,1.2744758,1.3507873,1.0775003,1.1975782,0.6734038,0.51035446,1.0852274,0.6324287,0.33847284,1.1048852,0.5664282,0.760172,1.0770309,1.2842501,1.4468935,0.8820828,1.3083487,1.1157523,1.1886938,0.66064644,1.3296726,0.8083222,0.63300586,1.2393603,0.9561392,0.9379389,1.2332096,0.69772816,1.2392379,1.497376,0.58647734,1.3635744,0.9992621,1.0112392,0.9312203,1.0239197,0.76864076,0.0,1.2801557,1.1585004,0.6302154,1.2874407,0.7235451,1.1149459,1.3313069,1.38204,1.2349111,1.2825106,1.2425381,0.8607546,1.0674143,1.0041572,1.3732185,0.80167735,1.1961833,0.75455713,1.2419785,0.82263637,1.0782708,1.0520211,0.35225827,1.3401735,0.40391368,0.9875843,0.7554628,1.2705567,1.0645212,1.1392434,1.1151025,0.73129654,1.3098756,1.133902,1.357899,1.2451558,0.9074317,1.0294582,1.2367691,1.1165191,1.0776098,0.1910317,0.49433678,0.858255,1.4055519,1.4513009,1.4231622,1.1219759,1.0957526,1.2067897,0.77054894,1.2987118,1.2294779,1.246278,1.1993716,1.200006,1.0463759,1.3231559,0.62345624,1.2676096,0.5268161,1.2786617,0.21891534,1.3000367,0.5659406,1.0453359,0.9455751,0.5958972,1.3273011,1.3416674,0.9125719,1.2881308,1.1433192,1.1511073,0.8782058,1.3349774,1.0200752,0.13814992,0.6200036,1.2784417,1.2763374,1.2918525,1.1252598,1.3991127,1.1468233,0.8656787,1.10819,1.3047695,0.8300852
ear,1.3612666,1.1809781,0.773973,1.2634673,1.310117,0.844601,0.83100355,1.1775444,1.082673,1.1630244,1.34814,1.0213419,1.2814767,1.2767943,1.137608,1.3750134,1.284865,1.2681692,0.8115386,0.6735033,1.3277836,0.91318774,1.0650275,0.73096186,1.1895247,0.6414842,0.9657779,1.2308619,0.8551931,1.1291114,1.0879552,0.97425956,1.2663748,1.0002145,0.35222447,1.3704298,0.7486607,1.3473046,1.2253859,1.3286331,0.91989636,1.1178212,1.2801557,0.0,1.0735658,1.215701,0.7403461,1.1970171,0.99903756,0.88983,0.48360157,0.6101606,0.7112224,1.0883296,1.2440995,1.0368516,1.2134647,0.46365118,1.315453,1.2415236,1.152966,1.044822,1.222339,0.89621365,1.1611992,1.2038188,0.5464853,1.2819182,0.9542881,1.2577581,0.8251611,1.2467456,1.005202,1.0367279,1.4502023,0.4226073,1.1382295,0.3200022,0.8541622,0.8015027,0.9189402,0.6378523,0.9832291,1.097007,1.2813166,1.1256438,1.2775106,0.52412546,0.45348358,0.6487484,0.9548431,1.0518037,0.97716504,1.3469023,0.84726506,0.81223726,0.96338564,1.0165964,0.9594146,1.3276988,0.7926228,1.1636697,0.75978786,1.1434519,0.89602673,1.2389864,0.6464674,1.113191,1.0038195,1.064138,1.3473715,0.5150816,0.46463072,1.1064746,0.46943015,1.1551874,0.9384863,1.1629314,0.58691007,1.2431084,1.2825809,1.373098,0.9502513,0.5291675,0.39210236,0.9223682,0.72179914,1.2516388,1.3780193,0.9693588,0.48319066,1.0730807
egg,1.221216,1.0593319,0.49856186,1.0195887,1.2318816,0.27321988,0.42615402,0.9307039,0.8490682,1.0631652,1.251241,1.1737131,1.3450644,1.2743973,0.81359184,1.2642611,1.2001241,1.0217763,0.76867545,0.70783794,1.2242869,0.8409312,0.9669177,1.1099249,1.2419873,0.7936587,1.2250917,1.3236016,0.71871376,1.0365411,1.0799206,0.77227545,1.2959335,1.0474052,0.9312165,1.2922516,0.7615883,0.6825541,1.059046,1.1252766,1.1473246,1.2277814,1.1585004,1.0735658,0.0,1.1918192,0.7393788,1.1229517,0.811722,1.031369,0.93409896,1.1009973,0.9986598,0.9141199,0.98684955,0.9727541,0.84939545,0.9718997,1.0932299,0.7882647,1.1299776,0.8755334,1.1411314,0.841958,1.0762098,1.2393796,1.0042131,1.3034766,1.2942162,1.2959448,0.70108974,1.0044817,0.8734986,1.0859278,1.0775841,1.0377895,0.8370259,0.803146,1.0530311,1.0920472,0.9880811,0.72258294,1.0847269,1.1449562,1.2391417,1.374882,1.1768157,0.91908747,0.8945319,0.8561647,1.0285329,0.8937568,1.0712429,1.2216523,0.9131929,1.0718327,0.7558526,0.8839865,0.7233566,1.0931771,0.7911931,1.2628616,0.9059622,1.2042564,1.0259291,1.2533413,0.96301234,1.3045706,1.0306661,0.7955662,1.106576,1.0467871,0.8825232,1.011647,1.0375681,0.8012588,0.71942204,1.1424912,0.7693791,1.0915039,1.1664487,1.2951189,0.3543896,0.7486898,0.9909245,0.9793151,0.89347005,0.74503374,0.9023915,1.0717899,0.975898,1.2013822
elephant,0.81960845,0.8921788,1.2646023,0.88683736,0.6943227,1.2658607,1.3364654,1.0511935,1.24519,0.7899899,0.5696676,0.9259113,0.63707805,0.5637343,1.0935159,0.5937325,0.80608606,1.0208336,1.2127573,1.4200349,0.8572545,1.3116578,1.1278305,1.1903472,0.60587794,1.1925045,0.8062198,0.7930362,1.2628576,1.0534029,0.99288356,1.3045075,0.7469946,1.1669488,1.3777566,0.6367821,1.307946,1.1211793,0.9004669,0.874856,1.1443044,0.77183545,0.6302154,1.215701,1.1918192,0.0,1.2741269,0.74712026,1.0206089,1.0599505,1.2159989,1.161577,1.2747979,1.188988,0.8961997,1.113325,0.940389,1.2885243,0.725092,0.9980477,0.8031521,1.1907451,0.7717602,1.0962155,0.70995647,0.54695815,1.1815317,0.55200547,0.9235251,0.78090835,1.3379089,1.0098888,1.0788465,1.1654357,0.71901405,1.2071472,1.2257805,1.231791,1.1674409,1.0689948,1.0229127,1.23111,1.1103992,0.8838251,0.59336936,0.6315826,0.82842076,1.4228954,1.3202972,1.3439424,1.077286,1.08843,1.1447036,0.7878643,1.1745046,1.2095374,1.3131392,1.1963848,1.1900617,0.95691097,1.322424,0.79140675,1.049965,0.6143069,1.2462547,0.5819611,1.3185722,0.5520519,0.98394084,1.002463,0.64576995,1.2607751,1.1835046,1.0442218,1.2678816,1.1893017,1.183084,0.86239433,1.2816834,1.0451365,0.6763394,0.6214099,1.3498318,1.2203058,1.2359729,1.1614002,1.223068,1.1445495,0.9325172,1.1027517,1.2712642,0.9179264
eye,1.2275342,1.2441608,0.7358788,1.260635,1.3113602,0.6778452,0.7390808,1.1718949,0.94112253,1.2493864,1.3055172,1.0423027,1.3521116,1.3695661,0.9855032,1.361489,1.3283436,1.144214,0.84134924,0.72528,1.3119786,0.8861635,1.118952,0.93235767,1.2070712,0.72661996,0.980202,1.288561,0.6273561,1.0070872,1.1007657,0.80733836,1.3182594,1.0721875,0.6276097,1.3600333,0.82718337,1.1065683,1.0890226,1.2395474,0.88029337,1.3227506,1.2874407,0.7403461,0.7393788,1.2741269,0.0,1.1657791,0.94300413,0.87305117,0.5458938,0.8695921,0.6663468,0.9743091,1.1628717,0.9184102,1.2188768,0.556991,1.2441545,1.1031446,1.1324991,0.8217896,1.2441989,0.89388245,1.0662014,1.3057711,0.8292842,1.3878046,1.2006301,1.2718467,0.6094778,1.0654324,1.0589199,0.9803617,1.3624117,0.7118437,0.98675746,0.54196215,0.90735376,0.9946632,0.8767946,0.7655426,0.8779078,1.1369451,1.344511,1.3771538,1.2155032,0.65960604,0.47218037,0.7017233,0.97678834,1.0273073,0.9404431,1.353868,0.88212687,0.8802173,0.9749252,0.899389,0.95145446,1.1850952,0.5998106,1.2430363,0.6733069,1.2985752,0.9498142,1.3203967,0.5859291,1.2782056,1.003668,1.0498925,1.2551807,0.7611337,0.5985184,1.0747334,0.7102013,1.0562702,0.7433048,1.1703115,0.65782344,1.1996511,1.3103725,1.4242113,0.71651447,0.67511123,0.64285874,1.1494656,0.7098853,1.1212723,1.2681708,0.85795337,0.6021821,1.0652825
face,0.8490175,1.0329503,1.1461077,0.9347427,0.656914,1.1564001,1.2287438,1.0160261,1.2768033,0.8876495,0.7049315,1.147318,0.78273714,0.7264272,0.996204,0.82836235,0.87355536,1.0735822,1.2763891,1.3981011,0.9930847,1.2335713,1.1744416,1.3353114,0.6923364,1.1175038,0.9095869,0.8040253,1.2693932,1.1074568,1.0132443,1.1135492,0.79182714,1.090843,1.2947336,0.7183544,1.3146545,1.0172808,0.8958436,1.0220975,1.0437193,0.94196117,0.7235451,1.1970171,1.1229517,0.74712026,1.1657791,0.0,0.98487973,1.1031197,1.2969372,1.0811518,1.1914309,1.0704364,0.9587265,1.0828531,1.0309409,1.1224177,1.0678625,1.0548844,0.14402926,1.1289029,0.8226063,0.5668782,0.91010624,0.6530064,1.2416741,0.8004794,1.020418,0.9062831,1.2932268,1.0816356,0.9889376,1.0761296,0.85676295,1.0715282,1.1419168,1.0990086,1.2008264,1.015466,0.61662817,1.0162449,1.1482058,0.88003314,0.68813574,0.8320466,0.88625485,1.256547,1.251333,1.32826,1.0575978,1.172157,1.0656984,1.0243326,1.2043767,1.1564579,1.2653284,1.0718673,1.0599072,1.17061,1.3012767,0.73456514,1.1473701,0.8941598,1.1539714,0.62824833,1.1953902,0.8307949,1.0450463,1.1074507,0.79691285,1.2610557,1.1332799,1.2600104,1.1714915,1.1739528,1.1379273,0.88532484,1.2316823,1.0125195,0.614031,0.77868617,1.2339184,0.99328953,1.0849358,1.1414254,1.2825997,1.1291796,1.0207167,1.1039813,1.0983269,0.816001
finger,1.1590371,0.7988406,0.9288262,1.0469853,0.8428241,0.8793417,0.8829743,0.9742028,1.1382935,1.0574839,1.1543831,1.0465388,1.2076507,1.0560794,1.0416782,1.1747212,1.0541195,1.1133846,1.0855689,1.0410691,1.183793,0.9609065,1.0307981,1.0098112,1.2752458,0.47850144,1.18667,1.1878834,1.1186368,1.2327491,1.1624296,1.0091206,1.1668878,0.97447664,0.921529,1.260863,0.82212937,1.0439593,1.0844235,0.94501036,1.1826367,1.1071736,1.1149459,0.99903756,0.811722,1.0206089,0.94300413,0.98487973,0.0,0.98293775,1.0501428,0.9496273,0.9562222,1.016344,1.0645586,1.0801198,0.9868835,0.88434434,0.8894148,0.8824716,0.98412913,0.93182963,0.39389038,0.86528873,0.9917133,1.1585299,1.0795747,0.94040436,0.98689705,1.0145352,1.0752641,1.0557913,0.8885544,1.2333283,0.94619054,0.84531033,1.0271189,0.8933762,1.147037,0.7926753,0.6309765,0.75909764,1.1169504,1.1003188,1.1012623,1.0056908,1.1428525,1.077599,0.9724923,0.80285513,0.8623178,0.8392713,1.029615,1.1036446,1.08641,1.0227414,1.0634946,1.0215406,0.88668513,1.070507,1.0380205,1.2338846,0.9144923,1.0679567,1.0363467,1.1608633,1.0630543,0.85203195,0.95777154,0.9932919,1.142922,0.7808491,0.9849431,0.79433215,1.1352644,0.78718734,0.9979138,1.1199862,0.9329667,1.0764146,1.1453552,1.2262974,1.0181977,0.44535697,0.8532414,0.8405056,1.0741721,1.0655605,1.1176808,1.0588814,0.7285989,1.2304021
fish,0.72713196,1.2681556,0.7616938,1.0750282,1.3204793,0.8984915,0.88973844,0.86651796,1.2682589,1.1406822,1.2140784,1.0366672,1.1786646,1.1871729,0.7454583,1.1225733,1.1766219,1.122552,1.1754516,0.87033904,1.216465,0.85026395,1.353918,0.9370636,0.9445572,0.83273184,0.97095436,1.2966906,0.9008203,1.2841476,0.95063645,0.90111923,1.196651,0.6767291,0.6223876,1.2571458,1.1442333,1.0590538,0.79369557,1.0899265,1.1992593,1.1255322,1.3313069,0.88983,1.031369,1.0599505,0.87305117,1.1031197,0.98293775,0.0,0.8670042,0.5889778,0.8728529,0.55080307,1.2389481,1.1236137,1.0723165,0.8768863,1.0609953,0.89001876,1.1160576,0.857633,1.0501713,1.0053345,0.7392934,1.2167774,1.0245446,1.1622157,0.8705828,1.194231,1.1141716,1.0947611,0.786531,1.189362,1.1229072,0.7368614,1.0118698,0.8430469,0.9790297,1.0886352,0.9569561,0.7932671,1.3036219,0.8378446,1.3161336,1.1134061,1.0161781,0.7802911,0.6322476,0.79458797,0.6057279,0.87907153,0.686659,1.0766021,0.80220485,1.04395,0.9159472,0.7956406,0.9671975,1.2435243,1.0640236,1.2456701,0.74287,1.1153908,0.7807961,1.3177557,0.7855092,0.9780834,0.88031197,1.0574912,1.2624435,0.86974853,0.7601476,1.1890429,0.90393764,1.0576574,1.0424988,1.0237945,0.78059864,0.9996804,1.327001,1.251327,1.0159854,0.90504354,0.88942605,0.8431445,0.7655501,1.0547202,1.2150359,1.1028447,0.8141367,1.1728348
flower,1.363223,1.2601888,0.72509587,1.2831296,1.4058481,0.69998837,0.78761023,1.1828105,0.91543984,1.3662249,1.4558973,1.0015551,1.3984338,1.4175885,1.0415195,1.4690764,1.3294716,1.254457,0.6724559,0.5653282,1.4666271,0.82231313,1.056684,0.7092247,1.2301742,0.7266017,0.95053506,1.3215811,0.563198,0.8975096,1.0779626,0.8436715,1.3845646,1.006177,0.39758825,1.4664066,0.6856173,1.2932695,1.1505384,1.2195443,0.96866566,1.3907576,1.38204,0.48360157,0.93409896,1.2159989,0.5458938,1.2969372,1.0501428,0.8670042,0.0,0.6906715,0.6528238,0.96994036,1.328258,0.908479,1.2845701,0.33681333,1.2987771,1.2804446,1.1766808,0.88000906,1.337055,0.8725893,1.0680705,1.3217081,0.51284754,1.4980478,1.1296617,1.2844365,0.594817,1.1027586,1.0633396,0.9971852,1.4835197,0.5660577,0.99397695,0.33827972,0.87394476,0.88561666,1.0177944,0.72090745,0.9839404,1.0551586,1.4090784,1.3834715,1.396394,0.4375503,0.37293106,0.5956898,1.0857706,0.99816567,0.94908273,1.3700259,0.73819226,0.6539898,0.9809803,0.9296273,0.9200034,1.256316,0.56336015,1.303154,0.3686738,1.2580342,0.8281292,1.3755283,0.4262218,1.3327712,0.9097718,1.1322811,1.4498692,0.55271775,0.46985185,1.0708537,0.4671347,1.1346989,0.7532186,1.2067627,0.5138282,1.2677623,1.3913186,1.5449104,0.85031056,0.60142475,0.4722848,1.1023108,0.55289626,1.2093606,1.4138322,0.9044328,0.5830257,1.0913079
