,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
spoon,1.3358887,0.9010729,1.0670882,1.1336756,0.78265023,0.75953126,0.8256067,0.84020317,1.0772694,1.3625224,0.65763134,1.3200598,1.26686,1.3910413,1.254281,1.0783563,0.69929844,0.47349167,1.2212594,0.67517936,0.7261523,0.75172365,1.1509354,0.81684136,0.8227732,0.8106186,1.1719,1.2491593,0.6917376,1.1369634,1.2509695,1.2240622,0.831077,1.422893,0.68757224,0.71982247,1.397964,0.6822272,1.1443427,0.88632244,1.2286537,0.7337228,1.1063696,1.2604147,1.2747285,1.2443837,0.71960264,0.7032766,1.208812,0.9685195,1.3110453,0.7956086,0.83929175,0.74633133,1.1308593,0.19140112,0.91154295,1.0150236,0.861273,0.7108451,1.2424417,1.0412596,1.2856797,0.9691515,0.8749653,1.3611814,1.4153049,1.1768817,1.3023082,0.41151327,1.353476,0.6426307,1.0996938,0.80162424,1.0590802,1.1327306,0.9571276,1.0706233,0.9079928,0.66862303,0.6941091,1.0306957,0.7512109,1.0408581,1.1343142,1.3495979,1.1745863,1.3516719,0.31798255,0.3391198,0.8023325,0.82010615,0.84156364,0.9902796,0.72404397,0.76464736,0.95311785,0.76451087,0.9112578,0.8866513,0.7926707,1.0273459,1.2477611,0.6733763,0.657192,1.3202262,1.0675509,1.2751226,0.7282151,1.087465,1.2105131,0.7495109,0.0,0.8455993,0.76086944,0.9457559,1.2739722,1.2963244,0.81978035,0.895032,0.930201,1.011323,0.7652446,1.1169631,1.1914337,1.1458122,1.078534,0.69727176,1.3187425
sprinkler,1.3435324,0.63204837,1.2988743,1.254525,0.95001954,0.7801299,1.0604076,0.7936753,1.254933,1.359058,0.5652325,1.2340858,1.3675892,1.4424479,1.2019383,1.1245065,0.5223278,0.9102134,1.2374313,0.75142455,0.30228013,0.8333869,1.1404696,0.43740892,0.89842397,0.9393877,1.0619357,1.1160941,0.49234712,1.0441098,1.1554613,1.2461771,1.0299964,1.302424,0.8475598,0.5531577,1.161445,0.57094336,1.1936777,1.0909125,1.3561423,1.0524344,0.5561309,1.2161545,1.1893873,1.301228,0.63778704,0.7800172,1.1249273,1.0019166,1.2634981,0.93837607,0.6527244,0.55324644,1.2676694,0.8506396,1.1206969,0.9873847,0.7163812,0.81483346,1.0973433,1.0775138,1.2131269,1.3467884,0.77036357,1.2322239,1.2746155,1.0482222,1.4377733,0.84902287,1.1696671,0.5124733,1.0294666,0.9326098,1.3859088,1.0764176,0.60769945,1.1472051,0.60373586,0.7809619,0.8483331,1.1411506,0.6957168,0.9577436,1.1277349,1.3034208,1.2879273,1.3120148,0.66294706,0.77934366,0.85965705,0.7814001,0.7283912,1.3215461,0.57590246,0.95231456,1.0479292,0.9863435,1.171851,0.70138156,0.79222274,0.82370836,1.2778866,0.63056266,0.9343143,1.3338988,1.2561457,1.2461903,0.80923164,1.3276864,1.3385464,0.8612037,0.8455993,0.0,0.69566023,0.9873146,1.332232,1.433657,0.7151653,0.91307867,0.7690803,1.2548578,0.7549655,1.2245305,1.3205967,1.0456553,0.8372803,0.6531155,1.0009316
strawberry,1.4838973,0.36524177,1.3668773,1.3408985,0.6459739,0.4715972,0.86669946,1.0375111,1.3231137,1.5334339,0.6385569,1.5362664,1.4966967,1.5456059,1.3499718,1.2224706,0.37394834,0.8572835,1.4013252,0.30860263,0.7559619,0.9630418,1.2257228,0.6188016,0.88858235,0.758388,1.2440875,1.4771177,0.72064817,1.2264099,1.3031889,1.2619319,0.6791768,1.4646915,0.44546604,0.27029145,1.5741407,0.51118195,1.1893398,1.1914065,1.3453001,0.99936277,1.136758,1.4141197,1.2716954,1.2707491,0.30008507,0.53347075,1.2341148,0.87803423,1.1644908,0.64458996,0.25389832,0.32902676,1.0977421,0.9071018,1.0171015,1.1063433,0.42666137,0.73823315,1.2245597,0.9654334,1.1444778,1.2691302,0.53333354,1.2950746,1.4028043,1.1732824,1.4586968,1.0362127,1.548268,0.83534694,1.0198836,1.0985625,1.3512241,1.1567712,0.6766153,0.75148916,0.23330802,0.83817875,0.8710488,0.8672396,0.374256,1.0976405,1.2933228,1.4039793,1.3114024,1.5067464,0.58894944,0.69378847,0.6368911,0.8513466,0.9444117,1.1582798,0.6693373,0.77838457,0.97161454,0.9170563,1.2176079,0.7410176,0.28310072,1.2018223,1.3033698,0.50998753,0.9254531,1.3626693,1.3023427,1.3004473,0.613552,1.406684,1.4016031,0.44644958,0.76086944,0.69566023,0.0,1.1470224,1.3874776,1.5950856,0.49270093,0.50419635,0.3399346,1.4127979,0.88942254,1.1344905,1.3209113,1.1169513,1.3040855,0.3178782,1.3274918
stroller,1.0010344,1.1038251,0.8383868,1.0269216,1.0253152,1.0157696,0.91861117,0.8952235,1.2231991,1.1298754,1.0673715,0.8615298,1.0556476,1.039265,1.1121944,0.9581553,0.94185555,0.84445214,0.9674542,1.048502,0.8870715,0.89206785,0.98056144,0.6903301,1.0092641,0.9345225,1.2409229,0.881037,0.9665611,1.1504753,1.0051197,0.927273,1.1725247,0.98033464,1.1107073,1.0874127,1.0158364,0.87670743,1.0765569,0.96485364,1.086957,1.0245842,0.8173419,0.884396,1.144299,0.85140026,0.99456996,0.9557452,1.0689999,1.0268317,1.0983933,0.8609294,1.2137076,1.0903018,0.9971195,0.87964576,1.0633192,0.7966953,0.9967284,0.9134125,1.0080537,0.9670516,1.0041968,0.9221783,0.93485385,1.2028362,1.1089758,1.0591599,0.93377614,0.8204571,0.8362001,1.0047833,0.9973906,0.9771539,0.99042577,1.0053598,0.96570265,1.1869222,1.1681725,0.8529346,1.0027819,0.9348262,1.084735,0.8840503,1.1730586,1.0923111,1.01914,1.1745657,0.9191682,0.85639334,0.89528346,0.81693393,0.94182926,0.9279378,0.828086,1.1737473,0.94481707,0.8889535,0.9601636,0.7655763,1.0935597,0.75446767,1.2581649,1.1176093,0.9748164,1.1307745,0.87391627,0.8468541,0.9385399,1.1507542,1.2138628,0.89864504,0.9457559,0.9873146,1.1470224,0.0,1.0638251,0.9962061,1.0673177,0.88740003,0.99586505,0.93835044,0.9024451,1.050166,1.0835475,1.2578335,0.60555786,1.0448669,1.0687102
sweater,0.787876,1.3174005,0.88368297,0.5981045,1.3115407,1.3598332,1.116966,1.2284257,0.6274867,0.42064977,1.3032907,0.61430347,0.41935676,0.5101,0.85735905,1.1175063,1.4866092,1.2343695,0.8772262,1.4805909,1.4125093,1.2225697,0.92431873,1.4938359,1.1497225,1.3491466,0.8260324,0.55734414,1.3895158,0.7991948,0.3903365,1.0110142,1.2480874,0.44047642,1.3596256,1.4895992,0.6003433,1.4307263,1.0585366,1.04443,0.71933746,1.1734885,0.99618995,0.7502827,0.33249533,0.9903755,1.4633054,1.4021846,0.7865458,1.1780773,0.57596457,1.2193089,1.3860728,1.4780405,0.95347124,1.1881169,1.2521684,1.1677291,1.3743447,1.3203769,0.87644875,1.3453763,0.68614745,0.78619367,1.3407841,0.67668015,0.19439662,0.9603571,0.46046895,1.239032,0.5744944,1.271097,1.1451225,1.0132858,0.9198031,0.8962364,1.251784,0.97507,1.3460393,1.3978677,1.3335924,1.0762522,1.3861821,1.0615402,0.89191985,0.22869766,0.65127015,0.6319045,1.4044523,1.300949,1.3795007,1.2882109,1.2666538,0.9054132,1.4007444,1.0596594,1.1249518,1.2220874,1.0367011,1.4497408,1.3562084,0.9611837,0.79639447,1.4021462,1.2978213,0.13801992,1.017479,0.64708143,1.2140337,0.55750674,0.60428894,1.4855058,1.2739722,1.332232,1.3874776,1.0638251,0.0,0.46611965,1.3746092,1.3834064,1.3493936,0.7886083,1.3584614,1.0737565,0.8803619,0.78137755,0.8537101,1.5064809,0.4769503
table,0.53994906,1.5108771,0.6332067,0.5457375,1.3952693,1.504879,1.171788,1.1499265,0.2944708,0.12458646,1.4024162,0.32665825,0.47132683,0.24447954,0.5402579,0.8311153,1.6838571,1.1886172,0.5791541,1.5947139,1.4096448,1.2340513,0.8134055,1.5143852,1.2773695,1.2916417,0.75338006,0.4686963,1.490801,0.77521026,0.63718086,0.82540095,1.2285758,0.34551144,1.3948534,1.5821507,0.4024285,1.593582,0.9357974,0.9703062,0.6170503,1.1193969,1.0441804,0.58719355,0.5685742,0.7486569,1.576809,1.4455054,0.83834964,1.238534,0.837114,1.3342688,1.5027046,1.6359627,0.97057074,1.2393262,1.2043363,1.0880469,1.6002134,1.3363966,0.8044454,1.1828382,0.93826973,0.733816,1.5645413,0.76009274,0.48596013,0.9778281,0.42866743,1.0337595,0.42909634,1.3705764,1.1627965,0.9918402,0.6478709,1.0004901,1.2765511,1.1110531,1.5310476,1.3072089,1.3053569,1.1387687,1.5319256,1.025344,0.86896,0.4649679,0.5271596,0.40533167,1.4073504,1.3722663,1.4836774,1.2440422,1.1508064,0.6998097,1.5557269,0.92290294,1.0908464,1.2363958,0.863059,1.4865372,1.4614185,1.012935,0.6310496,1.6002613,1.2395554,0.4937991,0.87167746,0.5906857,1.152924,0.2440846,0.35180962,1.5637231,1.2963244,1.433657,1.5950856,0.9962061,0.46611965,0.0,1.5220909,1.5016611,1.5148661,0.7061763,1.2364641,0.9288682,0.59560907,0.8385323,0.8372563,1.6669891,0.6134462
tape,1.4949673,0.50810486,1.3416522,1.3949296,0.48510188,0.44577974,0.8070896,0.84342813,1.2713424,1.4472698,0.5785305,1.4089012,1.4525073,1.4576637,1.2961738,1.0828729,0.4007671,0.6625498,1.287025,0.47405624,0.746329,0.77262354,1.2729504,0.61269534,0.68143547,0.98665464,1.2253019,1.3287075,0.70373356,1.1672541,1.370595,1.1404082,0.703282,1.3996602,0.65946347,0.54951483,1.3773634,0.43000466,1.1737052,0.9908917,1.312125,0.9448226,0.9436179,1.2919769,1.2796814,1.3269265,0.6263734,0.4702593,1.2789245,1.040305,1.2054435,0.960824,0.5077486,0.4408015,1.20575,0.9463548,0.97611916,0.95329344,0.65740234,0.7756505,1.1734937,0.8947991,1.2051286,1.4011296,0.5229987,1.263708,1.3902783,1.005187,1.4474351,1.0614448,1.4319949,0.61037755,0.8476795,1.0730447,1.2848787,1.0406746,0.9185328,0.9033607,0.5032207,0.5941851,0.9580403,1.0971041,0.55354017,0.881184,1.1485363,1.3951355,1.2956803,1.3818942,0.787623,0.8463179,0.5984516,0.7100181,0.8427346,1.1610243,0.68136036,0.756793,1.1363024,0.7754054,1.0964112,0.5954159,0.6205927,0.9793047,1.2916778,0.59737563,0.81696063,1.3567563,1.1404011,1.3528571,0.8321692,1.2925842,1.3934352,0.6323739,0.81978035,0.7151653,0.49270093,1.0673177,1.3746092,1.5220909,0.0,0.7349231,0.670179,1.3806357,0.6979182,0.98938197,1.2712482,1.1665151,1.1869025,0.46204197,1.3224669
toe,1.2110277,0.773324,1.1852462,1.1765378,0.81785387,0.7465352,0.78030884,1.2417548,1.4326105,1.4701371,0.9384446,1.4466124,1.3439246,1.3493944,1.3879434,1.1706527,0.6937391,1.0140609,1.4249312,0.5012949,0.88109094,1.1003817,1.162163,0.65320385,1.1383705,0.5593721,1.1714563,1.4452174,0.89229375,1.352792,1.288248,0.9200143,0.8243482,1.3617013,0.6427703,0.5217313,1.5573263,0.7231456,1.0943972,1.204967,1.316047,1.1064975,1.2173891,1.2451942,1.3615776,0.8862568,0.48585773,0.56480265,1.1456171,0.4995014,0.9968222,0.22466457,0.62878776,0.7541804,0.7356819,0.76781666,1.0039159,1.0219655,0.27978677,0.8207465,1.2570784,0.87009203,0.8070681,0.8001373,0.4910431,1.3425686,1.3350934,1.2899185,1.082512,0.95769495,1.5244712,1.0928575,0.9616892,1.1790957,0.92369026,1.2979087,0.7123468,0.7227034,0.58325917,0.8454119,0.6548462,0.43977392,0.63649607,1.1915132,1.2086645,1.3882973,0.9656112,1.4292574,0.5545732,0.5565245,0.52576035,0.78982294,0.8670845,1.0254598,0.8580025,1.0425274,0.74373674,1.0667077,1.2612097,0.75616133,0.67267513,1.2839092,1.387639,0.77457416,1.001597,1.3488575,0.90852225,1.1035696,0.84915787,1.351942,1.4428453,0.17350423,0.895032,0.91307867,0.50419635,0.88740003,1.3834064,1.5016611,0.7349231,0.0,0.34967917,1.2750919,0.80864906,1.2172177,1.377924,1.3067911,1.1491667,0.4507618,1.3539424
tooth,1.3195403,0.47841668,1.2567309,1.3020971,0.8404107,0.6633165,0.7759967,1.1124256,1.4332532,1.437268,0.75316095,1.4047866,1.4248776,1.4049184,1.3825898,1.0895505,0.5023072,1.0653242,1.3389869,0.43298256,0.8140388,1.1223332,1.2029488,0.567172,1.106064,0.62554294,1.2237649,1.391207,0.7479962,1.2060508,1.3304818,1.0047545,0.85562813,1.3653121,0.5155692,0.28123575,1.4315786,0.6506294,1.1128905,1.280022,1.3766793,1.220889,1.1284873,1.2380769,1.338202,1.1352375,0.48326522,0.65754473,1.2322086,0.80589044,1.139538,0.46272904,0.39807367,0.5588631,0.88239384,0.85892063,1.0443714,1.0031065,0.39245147,0.93219006,1.1305286,0.8592666,1.0370888,1.0741327,0.6662346,1.3044091,1.3650361,1.2069963,1.2877135,0.94453055,1.4336237,1.0052109,0.9045393,1.2335365,1.2123969,1.2388624,0.49908674,0.8453171,0.29605103,0.94074255,0.7824049,0.71794003,0.46272528,1.1037512,1.2277356,1.417494,1.0538039,1.3422872,0.50489247,0.5797466,0.5888845,0.84662074,0.93622416,1.047792,0.78128505,0.8548858,0.988358,1.1510429,1.2474289,0.7339799,0.47647107,1.2386765,1.3175101,0.8064054,0.9838483,1.3413229,1.2239616,1.276748,0.6335707,1.4006445,1.430459,0.36240637,0.930201,0.7690803,0.3399346,0.99586505,1.3493936,1.5148661,0.670179,0.34967917,0.0,1.2394867,0.88591003,1.1613401,1.2966737,1.1725096,1.1563187,0.3404404,1.2925045
toothbrush,0.80771786,1.2669523,0.623945,0.8657738,1.1846288,1.2962604,1.0439506,1.0517604,0.83274436,0.7808889,1.2401234,0.8643483,0.62021756,0.7918687,0.58553135,0.6825236,1.2956557,1.2153459,0.5774698,1.438658,1.3260947,1.031908,0.93812203,1.429744,1.1355814,1.1252843,0.87363183,0.9139716,1.2202013,0.88499314,0.93226564,0.87824064,1.2623758,0.8794271,1.322754,1.2880108,0.7545421,1.3667359,1.0588845,0.67263806,0.9194285,0.9575926,1.1738317,0.7727444,0.90776193,0.9334484,1.4353869,1.3318999,0.90686536,1.0477854,0.87727624,1.1403378,1.3083631,1.4811579,0.87287134,0.92193365,0.8574009,0.88904625,1.3656933,1.2144973,0.88390356,0.74442786,0.99063164,0.6521621,1.3879724,0.92487776,0.7931775,0.7557974,0.70991594,0.84357494,0.7453632,1.2525933,0.8618673,0.89613044,0.7466047,0.767839,1.2387462,1.1336453,1.3064069,1.3922482,1.1521728,1.0260137,1.310015,1.0289365,0.790921,0.7877768,0.85080475,0.5388998,1.1007491,0.9999825,1.2801392,1.3367697,1.3613273,0.8605852,1.2542268,1.0514469,1.0785515,1.0018871,0.9245958,1.3122867,1.2962445,0.99255335,0.65595853,1.3610563,0.94510204,0.7688986,0.8159442,1.0932723,1.1901197,0.77756095,0.5912401,1.3302565,1.011323,1.2548578,1.4127979,0.93835044,0.7886083,0.7061763,1.3806357,1.2750919,1.2394867,0.0,1.4187803,0.5848644,0.52744067,0.9656429,0.9721028,1.3495922,0.9682214
towel,1.1391964,0.9091609,1.3054814,1.1238803,0.92944264,0.9029393,0.8242822,0.7282784,1.2110139,1.1821718,0.81032467,1.0653867,1.3144712,0.9632063,1.2566245,1.1496606,0.73425496,0.654065,1.2304437,0.60061896,0.58414936,0.82993627,1.1945717,0.5109872,0.8768271,0.8697999,1.1744692,1.0257947,0.71610785,1.2290137,1.1221718,0.94483864,0.81998825,1.1702063,0.674303,0.8328263,1.1161648,0.5966008,0.9742801,1.2536697,1.1936611,0.925315,0.9117294,1.1743245,1.2531923,0.9975108,0.7106303,0.7689896,1.0309153,1.0609242,1.39392,0.9124397,0.91338277,0.6817536,1.1204236,0.8006026,1.0593699,1.059066,0.89481103,0.6058241,1.1287984,1.1016784,1.312865,1.2427435,0.8286944,1.2368461,1.3133204,1.2473001,1.1354253,0.7871482,1.2472492,0.7703983,1.0273105,1.0718492,0.9467732,1.1283047,0.8977799,1.128814,0.95784646,0.13494128,0.69374436,1.0468853,0.7803848,0.9250757,1.0515331,1.3319228,1.0562874,1.4011561,0.7235119,0.75307953,0.7505214,0.59343517,0.39509666,1.1008838,0.779073,1.0444067,0.9599117,0.76885265,0.74459195,0.597718,0.88082355,0.97471815,1.2942111,0.72226894,0.8405609,1.3987471,0.9140506,0.9459661,0.88873357,1.2341692,1.367799,0.64460844,0.7652446,0.7549655,0.88942254,0.9024451,1.3584614,1.2364641,0.6979182,0.80864906,0.88591003,1.4187803,0.0,1.2828944,1.3376064,1.2779024,0.86659527,0.7438784,1.2030957
toy,1.0111874,1.0908189,0.65887046,1.220723,0.79789424,0.92592996,1.0105228,0.8270562,1.0043365,1.0469103,1.0893875,1.0803313,0.9370906,1.0091395,0.519405,0.37454355,1.117729,0.9957303,0.41226143,1.2148234,1.3052989,0.76504743,0.9682156,1.2602792,1.0185834,1.0361367,1.2158234,1.0908993,1.1680826,0.98445183,1.233649,1.101342,0.92630845,1.1174362,1.1567819,1.1300719,0.99208635,1.08143,0.95190823,0.5118424,0.9473124,0.6882742,1.2087334,1.0148041,1.0583512,1.1569216,1.2411414,1.0196238,1.0927699,1.146164,1.031429,1.2114314,1.0944101,1.1680954,1.0248665,1.2001499,0.54719615,0.74838626,1.3104973,1.054633,0.9921928,0.36952335,1.1395851,0.9985133,1.0779129,1.0385731,1.1266979,0.5580065,1.0946378,1.1784897,0.9490572,1.1315883,0.83659863,0.89021045,1.0125536,0.7191845,1.1318302,1.0125222,1.1940618,1.1748668,1.2992809,1.1009856,1.1153173,0.9268995,0.9696461,1.0540175,1.1563559,0.6784105,1.2015393,1.1515329,1.0639653,1.1906099,1.2887318,0.93182427,1.1755906,1.0063602,1.1684344,0.8469783,0.8227555,1.0768986,1.0543622,1.0540538,0.7169865,1.1945534,0.66153973,1.0840765,0.8673624,1.1528428,1.0341312,1.0459636,0.75860584,1.1584795,1.1169631,1.2245305,1.1344905,1.050166,1.0737565,0.9288682,0.98938197,1.2172177,1.1613401,0.5848644,1.2828944,0.0,0.35750735,0.99254054,1.1786145,1.1980481,1.1761578
tray,0.84850085,1.2973424,0.537706,0.91787755,1.0779375,1.2169613,1.1081588,0.8301995,0.72321045,0.72925925,1.2251508,0.7825399,0.7067158,0.7943944,0.40472782,0.50064206,1.3567728,1.0602164,0.120955944,1.3664963,1.326618,0.93378866,0.87638235,1.3358332,1.1692091,1.1068052,1.0475905,0.88104665,1.3273047,0.935121,1.0087208,0.98456967,1.119668,0.8490014,1.2719798,1.3383393,0.6974459,1.3274195,1.0198965,0.6876202,0.8512013,0.9584527,1.1773576,0.77742016,0.89393425,0.9395038,1.3583102,1.2228023,0.9713684,1.1809233,0.95222217,1.2765715,1.3045672,1.3906412,0.9891466,1.1780634,0.931544,0.8359507,1.4446514,1.2475003,0.8848451,0.6123987,1.0982759,0.8365714,1.4018326,0.98065925,0.90086144,0.6780842,0.8422667,1.0651298,0.6667559,1.2565542,0.9709099,0.87967503,0.8745105,0.90177166,1.178108,1.0948464,1.3540387,1.3139443,1.2961696,1.0956535,1.3224996,0.93717504,0.97204477,0.8395301,1.0082178,0.4456218,1.2611338,1.1872456,1.3224158,1.1606575,1.2535379,0.81327283,1.3908634,0.96416676,1.1020963,1.0381078,0.8157435,1.2638215,1.2305303,1.0752962,0.5486523,1.4057996,0.94207704,0.87943506,0.8967009,0.9671872,1.0808791,0.7419716,0.5915426,1.3988643,1.1914337,1.3205967,1.3209113,1.0835475,0.8803619,0.59560907,1.2712482,1.377924,1.2966737,0.52744067,1.3376064,0.35750735,0.0,0.9235764,1.1527394,1.4130096,1.01856
tree,0.98856735,1.0345384,1.0537509,0.9160556,1.0703038,1.0486393,1.1877934,1.0621331,0.7348536,0.74596274,1.0006274,0.88867384,0.9050037,0.9150623,0.86856294,1.0302111,1.1607093,1.1197813,0.95085704,1.2259581,1.101378,1.1196463,0.9801191,1.2860229,0.83340514,1.1772327,0.84238005,0.853946,1.0838152,0.5940907,0.885222,1.1464875,1.1409478,0.8341521,1.1941602,1.1422718,0.73703307,1.1763042,1.0098609,1.0095074,0.9576227,1.056399,0.9640086,0.96167135,0.74408054,1.156044,1.2579391,1.2056222,0.9231442,1.085864,0.88425356,1.2264524,1.0584848,1.0405751,1.0990835,1.1880422,1.0664067,1.1595379,1.2021658,1.1028131,0.86999786,1.1786262,0.9788647,1.0624833,1.1986585,0.8316478,0.7670965,0.89905643,1.015183,1.1889095,0.750391,0.9574957,1.0027773,0.97999614,1.1750795,0.9650017,1.0126835,1.113832,1.0700003,1.2485844,1.1664551,1.1998028,1.1333234,1.0048383,0.85672253,0.76876247,0.9957146,0.8004537,1.2231629,1.2184707,1.2095556,1.2031472,1.1604295,1.1008953,0.98466295,0.993635,1.1810544,1.0322709,1.0741916,1.2145507,1.0824926,0.92538595,0.777988,1.0803422,1.1047821,0.76633394,1.1926877,1.0564964,1.0691162,0.8260842,0.70268,1.3083572,1.1458122,1.0456553,1.1169513,1.2578335,0.78137755,0.8385323,1.1665151,1.3067911,1.1725096,0.9656429,1.2779024,0.99254054,0.9235764,0.0,1.095239,1.1769586,0.74922454
vacuum,0.87461555,1.2501957,1.1261773,0.97884095,1.2904559,1.2512672,1.0968978,0.8915124,1.1405493,0.8552155,0.99935764,0.54485846,1.069046,0.81501883,1.1391351,1.1435459,1.0668669,1.0788921,0.9742788,1.2379256,0.64768374,0.9708123,1.045732,0.70183206,1.0547426,1.1084098,0.96704274,0.514675,0.8997799,0.8896281,0.8121462,0.90006065,1.2127459,0.66773105,1.1717241,1.1656015,0.6668869,0.971016,0.9889224,1.1441132,0.891096,1.0432817,0.48646307,0.8197878,0.96267873,0.9307081,1.0601732,1.2442465,1.0377228,1.2026805,1.0300066,1.0572063,1.2996576,1.1188581,1.0561692,1.0322216,1.1809498,1.116294,1.0702739,0.9734882,1.0206581,1.3135257,0.9162651,1.1403714,1.0431318,0.92405033,0.81382173,1.0865651,0.86070997,0.7707549,0.6283408,0.81973004,1.23822,1.015761,1.0440121,0.8421957,0.93593776,1.1849649,1.2205968,0.95995927,0.9993659,1.0192428,1.1949651,0.8647766,1.0750126,0.96895945,0.85146916,1.0868769,1.0772208,1.0590584,1.0895765,1.0568308,0.77262956,1.0999652,0.7777789,1.3419569,0.9989534,1.0607618,0.9502223,0.8735338,1.2596759,0.6685165,1.1405809,1.0301728,1.1439106,0.9424813,0.80947375,0.8372284,1.0069022,1.0780678,1.0344647,1.0939528,1.078534,0.8372803,1.3040855,0.60555786,0.8537101,0.8372563,1.1869025,1.1491667,1.1563187,0.9721028,0.86659527,1.1786145,1.1527394,1.095239,0.0,1.123359,0.6482517
watch,1.5005049,0.38404065,1.3770542,1.4295204,0.78087986,0.6552845,0.87925977,1.0196706,1.4722873,1.5859873,0.5507981,1.4848456,1.5963794,1.5469061,1.4666855,1.1746598,0.26506495,0.8252094,1.4314626,0.30587137,0.6237296,0.96166253,1.2974772,0.42837608,0.7564777,0.7890093,1.2309738,1.4213662,0.55370533,1.2406003,1.3787084,1.1154761,0.87522984,1.4776096,0.5038123,0.23639834,1.5288041,0.41998947,1.1068958,1.1545017,1.3786714,0.9750062,1.080889,1.3177917,1.4054242,1.2071611,0.3623019,0.67805785,1.2615032,0.8588033,1.2961427,0.65407354,0.34372818,0.32930827,1.107125,0.7426248,1.0146015,1.0769836,0.29330075,0.63100386,1.2361426,1.0175979,1.1627461,1.2965912,0.44720024,1.3509121,1.4972162,1.2173603,1.4369078,0.8353472,1.4971132,0.75889623,1.0209066,1.1493056,1.3051742,1.110762,0.63600165,1.0280076,0.25418115,0.76082367,0.610046,0.88584507,0.41804713,1.1288497,1.1342776,1.5180271,1.2386018,1.5607204,0.45818514,0.5568509,0.5038725,0.8907466,0.7919113,1.2193959,0.51508856,0.8203684,0.86649036,0.9033427,1.1758243,0.48317313,0.35626817,1.1036054,1.3489132,0.50292146,0.88290834,1.4586613,1.1519628,1.362456,0.650909,1.5070667,1.496669,0.29818606,0.69727176,0.6531155,0.3178782,1.0448669,1.5064809,1.6669891,0.46204197,0.4507618,0.3404404,1.3495922,0.7438784,1.1980481,1.4130096,1.1769586,1.123359,0.0,1.3746169
window,0.8445589,1.2357179,1.043416,0.8161744,1.3745276,1.3525624,1.2799327,1.0908015,0.7650094,0.4917841,1.1842602,0.50582707,0.7363287,0.65767395,0.8791703,1.2086785,1.3524954,1.2749277,0.96615505,1.4139285,1.0534353,1.1704786,0.9679899,1.182688,1.0640887,1.2772441,0.69241834,0.3725978,1.2540525,0.6112791,0.5739857,0.9946003,1.2882752,0.4274515,1.3862133,1.3556297,0.48141414,1.3012946,1.0226356,1.0942932,0.8590782,1.1887257,0.61613816,0.80271447,0.5577294,1.0170786,1.3018968,1.3765018,0.9146372,1.0952587,0.72727257,1.2493262,1.3152418,1.27802,0.9792676,1.2212242,1.2906678,1.1244068,1.1837063,1.2116275,0.8891343,1.351062,0.732338,0.9901824,1.205648,0.7108661,0.47716606,0.9456176,0.8245578,1.1964934,0.52078205,1.0654066,1.122113,0.9585827,1.0085772,0.915628,1.0435513,1.0394115,1.1978508,1.3007,1.2054952,1.0847089,1.3172549,0.94147867,0.91567206,0.5920604,0.81605923,0.78910655,1.39223,1.3612455,1.3915904,1.2407475,0.98970836,1.0989962,1.1772342,1.1941241,1.0256562,1.2667165,1.0794947,1.2593791,1.2813196,0.78441024,0.8898834,1.2671771,1.3540299,0.5751306,1.0962601,0.7502351,1.1658573,0.80501974,0.74482167,1.4141419,1.3187425,1.0009316,1.3274918,1.0687102,0.4769503,0.6134462,1.3224669,1.3539424,1.2925045,0.9682214,1.2030957,1.1761578,1.01856,0.74922454,0.6482517,1.3746169,0.0
