,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
soup,1.1162839,1.1366025,1.0731425,1.1947467,1.0224586,0.93224025,0.86968565,0.88284934,1.1129112,1.2309629,1.0572022,1.0523125,1.123579,1.0650696,1.0223097,1.0473068,1.2161505,0.22614908,0.9792562,0.7933259,1.0753411,1.1965212,1.1937306,0.9442158,1.097846,1.0796932,1.0579269,1.049881,1.252475,0.9978525,1.0696486,0.8454791,1.1469265,1.0780468,0.6429063,1.334858,1.0107927,1.1590794,0.7162571,0.50201267,0.84183097,0.9086031,1.0580342,1.0428894,1.0918461,0.9034654,1.0158359,1.0642577,1.2140012,1.0614442,1.1291515,0.92443365,0.881114,1.0517868,0.9875894,1.2094054,1.0004824,1.049739,1.0821943,1.0821297,1.1364057,1.0134405,1.1523966,1.1154001,0.9004195,1.0909468,0.88037044,1.1166898,1.1037629,1.200469,0.81456935,1.0463691,1.1093078,1.0867465,0.89771724,1.2703675,1.1810215,1.1824386,1.0942079,0.9904336,1.0604578,1.0837663,1.0933195,1.0835458,0.9540326,1.0058944,0.9678448,0.8882372,1.1322713,0.70738834,1.2539883,0.3102187,0.99569273,1.048218,0.8703643,1.1738983,0.9013944,1.0219033,1.1276029,0.68944407,0.2856382,1.0983028,1.213658,1.0977194,1.1346471,1.0331466,0.69461596,0.7399504,1.1072742,1.2230399,0.90802276,1.0811328,0.0,0.5081097,0.89591,1.1318913,0.99335057,1.0619776,0.9466327,0.9353003,1.2198704,1.1874893,1.1906289,1.1359833,1.1540629,0.71956056,1.0842253,1.1997705,1.177701,1.0560927
spoon,1.3419845,0.9676715,1.1507376,1.1064179,0.9469837,0.9258383,0.84431046,1.0270586,1.176251,0.80151707,1.1022476,1.2812132,1.337896,1.3568655,1.0416405,1.1218721,0.89804435,0.34800267,1.138352,0.6945252,0.77761227,0.85443854,1.2389575,0.916778,1.2202405,1.1473475,0.792211,1.1880196,1.1440935,0.8107928,1.2191794,0.8472092,1.1947799,1.3273932,0.75033194,0.8166546,1.2749686,0.7763919,0.9508663,0.71476936,1.072897,1.2451005,1.1822314,0.84748155,1.3533448,0.9272188,0.9589765,1.3077507,0.97385174,1.2138116,1.0175967,1.181974,0.23689634,1.0443517,1.188835,1.0125246,1.0664622,1.0996878,1.0665293,1.3287458,0.9524201,1.0086105,0.9815827,1.3283063,1.0677117,1.2239311,0.26455033,1.3073177,0.8174416,1.1830039,0.8173941,1.342928,1.1012454,0.99502933,0.96727157,1.0129966,0.8107916,0.8542409,1.0741479,0.91325814,1.0460094,1.21558,1.3411734,1.1013548,1.1355644,0.6074474,0.46196735,0.8746755,0.98927957,0.90884775,0.9190958,0.35423088,0.98032206,0.8622415,0.95833355,0.9166328,0.8849045,1.1285757,0.882913,0.64386624,0.6342294,1.2414849,0.88455427,1.3017972,1.3600215,1.2935789,0.47090113,0.8994483,1.0350935,0.89898604,0.80967563,1.0962054,0.5081097,0.0,0.7814206,1.0199735,1.1978574,1.229933,1.1969087,0.76820755,0.9933184,0.8494937,0.7966341,0.8313559,1.182106,0.8015855,1.1407223,0.90211964,0.7546124,1.2766733
sprinkler,1.1072359,0.98267895,1.0973471,0.8808804,0.82611525,1.1209098,0.93292034,1.0563595,1.2069325,1.1834049,1.1682694,1.1082908,1.2251137,1.199054,0.9945817,1.0908446,0.99298525,0.85404027,0.972212,1.0369419,0.8847784,1.1237473,1.2466516,1.1418192,1.276484,1.1513287,0.95891666,0.99146307,1.1811364,0.8137234,1.1898091,1.0719948,0.9512279,1.222892,0.9186698,1.032153,1.1016018,0.9277763,0.8642285,0.91199386,0.91376895,0.94508266,1.0376092,1.0001297,1.1563848,0.87363535,1.0040249,1.006084,1.0391405,1.2544842,1.026512,0.9857493,0.802083,0.9509094,0.8890822,1.1306292,1.1438942,1.0369154,0.9384621,1.0653162,1.0312507,0.9881834,0.8787407,1.216512,0.83390594,1.3013757,0.9478835,1.1402345,0.6918366,0.95265776,0.7013172,1.16665,1.2696781,1.0057163,0.8229932,1.0943885,1.0571084,1.1124005,1.0935515,0.8785867,0.9450745,1.2797055,1.1364547,1.2834224,1.0598986,0.87115324,0.8312607,1.0549325,1.2422668,1.0304489,1.0278251,0.8582801,1.1113702,0.86475056,0.85471714,0.9315494,0.9591379,0.94780123,0.9380044,0.9828885,0.9363917,1.1194129,0.7905146,1.0571066,1.1401962,1.1716405,0.9554289,0.88198626,1.1323004,1.1685199,0.56448096,1.1420844,0.89591,0.7814206,0.0,0.8669061,1.0908353,1.0359257,1.1261432,0.7926307,1.0676718,1.1627357,0.8197637,0.96401125,0.81038797,0.87357205,1.0101923,1.019112,1.077452,1.068934
strawberry,1.2988904,0.56340396,1.157687,0.5393646,0.6621315,1.0341026,1.0804237,1.3327084,1.3957492,0.9489725,1.4156983,1.2690848,1.1017013,1.3798231,1.2401075,1.1623319,0.82822967,1.127702,1.218858,0.8066234,0.86921334,0.9684684,0.9408462,0.87028605,1.1551068,1.3480061,0.9004829,0.97627634,1.0015007,0.83963907,1.054994,0.9352957,0.8564289,1.3842014,0.84899867,0.7994882,1.3895223,0.7844098,1.0490162,1.2158716,1.1095738,1.0847011,1.1075432,0.9687554,1.4312068,0.7663362,0.6738196,1.0838429,0.61254007,1.143223,0.7437073,1.1493698,0.9238123,0.8540654,1.0086122,0.8802157,1.0652386,1.0345241,0.6971729,1.1049709,0.79007727,0.8256628,0.8131199,1.3167603,0.99860924,1.377553,1.1228507,1.2269545,0.8807249,0.7380386,1.038405,1.021658,1.1207345,0.68584734,0.45624173,0.6594869,0.8451229,0.837329,0.78533846,0.7895093,1.0249939,0.92975205,1.3494496,1.3037479,1.0985005,0.9105328,0.92590296,0.9559958,1.0461208,0.9132525,0.8163756,1.1458169,1.0266111,0.67937815,1.0689284,0.90128314,0.5981525,1.106734,0.7502692,0.89604056,1.213561,1.287135,1.0025783,1.2985711,1.3207015,1.2404773,1.1923203,1.270334,1.2368228,0.8567685,0.8694109,1.0598711,1.1318913,1.0199735,0.8669061,0.0,1.27213,1.2997978,1.3743141,0.80147076,0.61311233,0.84491205,0.8973367,0.88272583,0.8767105,1.2428477,1.0182744,0.92225635,0.8573945,1.2160197
stroller,0.62918323,1.2528715,0.80303365,1.157705,1.1907023,1.0852787,0.93805784,0.821296,0.6828507,1.2492731,0.7716065,0.4355662,0.63147163,0.40995133,0.8238241,0.7583306,1.3839949,0.9816004,0.75314045,1.3070991,1.0586555,1.3269545,0.9890424,1.0507133,0.9344115,0.85898197,1.2690918,1.1055698,1.0473589,1.2659606,0.93548363,1.1490201,1.0174334,0.74437284,1.1683902,1.3623846,0.4765116,1.363404,1.0997254,0.926809,0.94656545,0.6227677,1.0930464,1.2623131,0.6632251,1.2201071,1.1512257,0.8873042,1.1109535,0.7151037,1.323352,0.91690767,1.2762697,0.8412267,0.8812659,1.1821792,0.64957917,1.0733287,1.0204947,0.90356094,1.3109765,0.8869022,1.0516382,0.67552286,1.0365281,0.5930934,1.1192404,0.79705817,1.2923269,1.0890712,1.0930101,0.6152427,0.77893054,1.2679454,1.2374803,1.2895628,1.3861483,1.2373089,1.0159793,1.1454499,1.0395554,0.80754495,0.51063937,0.72768646,0.74643064,1.063062,1.0880877,1.153868,0.95244735,1.1056432,1.3177943,1.0549519,1.0307078,1.2644163,0.9638502,1.3048582,1.251986,1.1065929,1.276696,1.094214,0.98920286,0.81766564,1.0342054,0.7584779,0.2990144,0.7363821,0.84929633,0.94465315,0.9259088,1.1325899,1.2192916,0.7623024,0.99335057,1.1978574,1.0908353,1.27213,0.0,0.7765804,0.6239023,1.1298428,1.246639,1.3215072,1.2190007,1.2375091,0.6678949,0.8496998,1.0035998,1.2456348,1.2403315,0.9354105
sweater,0.8748047,1.2923572,0.4438312,1.2891536,1.2583435,1.2228479,1.2257977,0.4952948,0.58642644,1.4029171,0.6527828,0.6637041,0.85475576,0.6219879,0.62514985,0.97392243,1.416713,1.0801144,0.9481399,1.3229898,1.4122298,1.3730782,1.0578177,1.0282038,0.91531754,0.6881056,1.3662071,0.933786,1.0674248,1.3021297,0.9668292,1.227305,0.9769511,0.61008,1.1951419,1.4855382,0.6588181,1.4598184,0.99683183,0.8156369,0.91307867,0.7129179,0.9854157,1.3787781,0.3802629,1.1777883,1.249124,0.63511753,1.2359202,0.9374355,1.2612,0.84394324,1.2063426,1.1977584,1.062135,1.308249,0.8791547,0.924171,1.2783946,0.60847414,1.3427355,0.7326709,1.2270424,0.40382326,1.0728326,0.6130026,1.190343,0.5705755,1.2649897,1.1075147,1.0998962,0.8163313,1.0189806,1.2198317,1.1391788,1.3783243,1.4228523,1.3268934,1.1680156,1.2931286,1.1023173,1.1511121,0.3941008,0.6580114,0.83767885,1.157971,1.2571641,1.0765071,1.2863972,0.94641316,1.3898664,1.0668414,1.0008521,1.1827447,1.1291963,1.285658,1.3876817,0.9391902,1.3490226,1.2253962,0.97549784,0.57994914,1.1843225,0.054169476,0.815888,0.5897188,0.8064039,0.5864962,0.631646,1.4268618,1.1892499,0.93101424,1.0619776,1.229933,1.0359257,1.2997978,0.7765804,0.0,0.46983546,1.3573109,1.328094,1.3860465,1.2425237,1.2080132,1.1721011,0.8499336,0.82396317,1.3860121,1.4585177,0.6174245
table,0.6801306,1.3727965,0.5246754,1.3382943,1.1892982,1.136343,1.0987982,0.23774832,0.3231759,1.4795315,0.3650425,0.43232644,0.7102949,0.4112327,0.34179974,0.6260388,1.5659254,0.90915173,0.54319674,1.3921746,1.3043486,1.5208914,1.031512,0.95166713,0.8457953,0.64461595,1.487602,0.92766213,1.1719456,1.3573674,0.9651508,1.2472479,0.75772774,0.5958197,1.166887,1.5375795,0.43335313,1.589215,0.9260668,0.63587075,0.91358274,0.71216905,0.98605573,1.4030638,0.48938668,1.2686281,1.402446,0.9047905,1.4001108,0.7512239,1.3767278,0.78865814,1.263324,1.1227591,0.9505976,1.4992846,0.87557006,0.88156354,1.055688,0.9379705,1.5223494,0.68739533,1.39765,0.6600678,1.0113314,0.5502567,1.0842923,0.7551625,1.315634,0.9606853,1.0670942,0.6552264,0.9989215,1.2789029,1.1905911,1.5319699,1.5689976,1.5816395,1.3654517,1.2830276,1.1776621,1.0522722,0.43220967,0.6444147,0.5122048,1.0174465,1.05659,1.0196711,1.2835777,0.80749786,1.5690669,0.8549671,1.059444,1.2259396,1.078321,1.3828515,1.4922037,1.0079787,1.5646544,1.2093132,0.8862343,0.72709405,1.0135636,0.49499846,0.58815926,0.68178374,0.64587784,0.34420586,0.47628593,1.6129997,1.3397663,0.865697,0.9466327,1.1969087,1.1261432,1.3743141,0.6239023,0.46983546,0.0,1.381135,1.5467049,1.4975679,1.1334405,1.3187916,0.8853082,0.43503207,0.7498823,1.5475354,1.6539837,0.7116532
tape,1.2475579,0.4592266,1.4918095,0.45952505,0.40651637,0.85811365,0.77705634,1.2484206,1.3051257,0.76803815,1.3510648,1.2559606,1.2167122,1.4073645,1.1878694,1.0546353,0.5698932,0.7503811,1.108207,0.7793845,0.452173,0.6957704,1.1593537,1.1857104,1.3039668,1.3143394,0.81296635,1.0987575,1.0521576,0.6684874,1.2570238,0.85793626,1.0182774,1.4131055,0.94546306,0.628979,1.3251352,0.42369354,1.1812134,0.980109,1.1484779,1.3066919,1.1760249,0.77730894,1.3583946,1.0122256,0.58057696,1.283714,0.97564846,1.2046001,0.7614007,1.1867926,0.81352335,0.8091949,1.0533301,0.89957905,1.2888359,1.0714462,0.7278954,1.2648151,0.8325234,1.3847051,0.6766548,1.4764566,0.79646116,1.4857941,1.0264648,1.3899801,0.60454035,0.81652653,0.84437823,1.3041124,1.1573415,1.0783207,0.9679139,0.64622706,0.7105782,0.85805374,1.1011463,0.6142029,0.7642077,1.1466938,1.416255,1.3484576,1.1769942,1.081719,0.9834093,1.1350114,0.9446486,1.1801449,0.68929285,0.75341713,1.1656581,0.74354035,0.9596207,0.4910615,0.6554341,1.0662632,0.700415,0.9227054,1.0980248,1.2189105,0.9485222,1.3832426,1.2723461,1.4614954,1.1135072,1.1897604,1.2174351,0.74354136,0.43030357,1.2367219,0.9353003,0.76820755,0.7926307,0.80147076,1.1298428,1.3573109,1.381135,0.0,0.8505926,0.750715,0.909971,0.8263111,0.68826485,1.0424476,1.1379108,0.6924963,0.72330886,1.3903167
toe,1.4356713,0.6317781,1.1618973,0.69177437,0.96742016,1.0466294,1.2577152,1.4054188,1.4516027,0.6055205,1.4524803,1.3915093,1.3290385,1.4624164,1.4256475,1.3016403,0.5360582,1.2269028,1.4087824,0.7527959,0.94947463,0.49078077,0.9224722,0.81526136,1.0646063,1.3132734,0.79667157,1.1744896,0.9229981,0.83333623,1.1144167,0.7911593,1.2177773,1.201565,0.9688509,0.52168417,1.5150522,0.57016724,1.2672148,1.3556659,1.2572565,1.2259786,1.1105331,0.72449136,1.3861295,0.77166,0.46672404,1.0223844,0.14817566,1.2814832,0.57106686,1.3234394,0.8676983,1.0859838,1.175721,0.24922013,0.9876467,1.2017097,0.99302727,0.96561885,0.35597342,0.87035847,0.81203157,1.2417454,1.2007265,1.235711,0.8244885,1.1062582,0.9171533,1.0438925,1.258303,1.1581919,0.92583907,0.46941423,0.7396432,0.23293483,0.6346748,0.2157259,0.32439715,0.87624013,1.0540557,0.95441926,1.3704311,1.2345752,1.3570964,0.941116,0.935705,0.8459534,0.76448864,1.2821022,0.7250562,1.2160804,0.9937406,0.8697754,1.2353985,0.8468668,0.57221234,1.1975269,0.61080086,0.9522933,1.2695763,1.13172,1.0292069,1.2942073,1.3387697,1.1497383,1.2602613,1.335797,1.3364403,0.2949165,0.9919253,1.0213803,1.2198704,0.9933184,1.0676718,0.61311233,1.246639,1.328094,1.5467049,0.8505926,0.0,0.3278666,0.88397986,0.90516615,1.157674,1.4802222,1.244898,0.7573299,0.37491882,1.2431927
tooth,1.3595157,0.6780618,1.3713353,0.735893,0.97540766,0.94335943,1.1730585,1.3586395,1.3373756,0.40224463,1.3158708,1.4130833,1.2543373,1.4587979,1.3466685,1.2130687,0.2574246,1.1045997,1.3675506,0.59127146,0.7566714,0.3021773,0.92893565,1.0161287,1.0411857,1.2783939,0.6781565,1.1344017,0.8513329,0.79977244,1.1732485,0.645228,1.2778876,1.2292147,0.8865211,0.3150286,1.4450015,0.3198989,1.2538277,1.2682812,1.2572287,1.4595313,1.1401609,0.778595,1.3482091,0.9791652,0.67199296,1.1860577,0.6185877,1.2236006,0.27592087,1.2676334,0.7875235,1.0588576,1.2582078,0.29273582,1.2607039,1.1456047,1.0849204,1.1400286,0.4684685,1.2630384,0.85555637,1.3520687,1.143046,1.3246288,0.7417511,1.2711358,0.7818339,1.0707603,1.1723328,1.4286293,1.0049412,0.6828014,0.9357081,0.14013863,0.58334666,0.24372202,0.6792558,0.89461416,0.9839831,0.9495602,1.4585238,1.2367939,1.3582875,1.0949242,0.96321595,1.0254225,0.8049434,1.1538191,0.54958135,1.0567281,0.9327361,0.97537255,1.1957145,0.601966,0.6439742,1.1625246,0.52262485,0.8378924,1.2258129,1.1984136,1.0071642,1.3722417,1.3987715,1.3589928,1.2041276,1.3370681,1.2142329,0.40416873,0.9279591,1.1642785,1.1874893,0.8494937,1.1627357,0.84491205,1.3215072,1.3860465,1.4975679,0.750715,0.3278666,0.0,0.9057526,0.8498589,1.1544265,1.3593841,1.1482208,0.6121991,0.30757004,1.2464713
toothbrush,1.1745789,0.93464655,1.0621163,0.877227,0.86693865,1.0130124,0.9824145,1.1694416,1.2641875,0.96610755,1.1554892,1.2041283,1.1902639,1.3012738,1.1430644,0.9969204,0.83092546,1.1439587,0.8789245,1.0537583,0.8088232,0.8643999,1.1716627,0.89870363,1.2185253,1.143321,0.78178453,1.0615056,1.0391599,0.77565694,1.003923,1.0785912,0.84971803,1.2461723,1.0948367,0.56115955,1.1183302,0.8038302,1.1287415,1.0906203,1.1744651,1.0721946,1.0146959,0.87996733,1.2601769,1.0285606,0.9666655,1.2209736,0.8100124,1.1412222,0.9263649,1.1890371,0.5195943,1.0555277,1.0308914,0.96293247,1.0378321,1.0477885,0.7606957,1.2016904,0.907052,0.91579044,0.9965213,1.2083436,0.98157793,1.2543538,0.6520615,1.0895329,0.7514514,0.8837426,0.8269591,0.9948098,1.0294158,0.92442036,0.985414,0.86498857,0.8076266,0.91768146,1.0477564,0.9436481,0.91780883,1.0948304,1.2498729,1.2374148,0.96188504,0.4047405,0.36190653,0.9313888,1.1079981,1.1194625,0.81699336,1.1127536,1.0826255,0.93743634,1.160507,0.92530346,1.0055609,1.0205827,0.79664874,1.1268001,1.2215693,1.1217809,0.28367293,1.2555134,1.1564207,1.1760917,0.81871724,1.0353017,1.1789715,0.9006587,0.87906957,0.9432437,1.1906289,0.7966341,0.8197637,0.8973367,1.2190007,1.2425237,1.1334405,0.909971,0.88397986,0.9057526,0.0,0.8683912,0.8039265,0.9042216,1.0259749,0.7450555,0.86974174,1.1157478
towel,1.1220721,1.0008137,1.1187946,1.0293167,0.81545854,1.1056656,0.68959373,1.2337315,1.0495867,0.6877049,1.0259037,1.235373,1.1023858,1.1457675,1.1520914,1.1021467,0.76705617,1.092715,1.0859437,1.0180886,0.7581648,0.762473,1.1400719,1.0310215,1.1478735,0.87104964,0.71818423,0.8642406,0.9328768,0.7516167,1.0592759,1.0437071,1.2815871,1.0747855,1.1538296,0.71344817,1.1171689,0.64550436,1.0839118,1.1801708,1.0799298,1.1018572,0.8880416,0.6151751,1.1783124,0.96286595,1.0924,1.2753264,0.9401827,1.0971379,0.8678459,1.1207145,0.83879113,1.1445849,0.9586881,0.97484314,1.1480793,1.059493,1.1128731,1.2261698,0.7356164,1.2064167,0.663453,1.1502899,0.86945605,1.1265292,0.894722,1.0913063,0.7738836,1.2292457,0.8978398,1.2273288,1.1609253,1.0037491,1.0560969,0.8844541,0.26598108,0.94265014,1.1051865,0.90117514,0.7963846,1.1603189,1.1949073,1.0779228,1.2487216,1.0004991,1.0185242,1.0021802,0.534052,1.1864485,0.61438453,1.0772517,1.0588177,0.85666716,0.5269893,0.62003046,0.8438128,0.78548807,0.77730536,1.1113099,1.0860946,1.094063,1.0157698,1.2326609,1.2068815,1.1754191,1.2170199,1.234865,1.0600289,0.76849085,0.73843455,0.975524,1.1359833,0.8313559,0.96401125,0.88272583,1.2375091,1.2080132,1.3187916,0.8263111,0.90516615,0.8498589,0.8683912,0.0,1.0978297,1.1901464,1.2640676,0.5810145,0.68017876,0.99415505
toy,0.734274,0.684968,1.1972948,0.522242,0.5092874,0.7721598,0.8701773,1.2003838,1.0792744,1.1308992,1.2071532,0.6669749,0.9741018,0.80463445,0.8951924,0.5273597,1.0452236,1.0156436,0.556314,1.1040729,0.56568295,1.2330682,1.1517994,1.1317111,1.3463826,1.3128272,1.1526078,1.2213608,1.1926957,1.0232618,1.1155374,0.96152234,0.6342281,1.2678604,1.0209634,0.8028649,0.8414684,1.0258605,1.1091965,0.9563802,1.0427669,0.74470574,1.36506,1.1563847,1.1016483,1.1969459,0.9069325,1.1362488,1.1281193,0.8208084,1.0919286,1.051361,1.1477506,0.53829485,0.79630864,1.209602,0.91102535,1.0999156,0.40371495,1.151163,1.2481815,1.076331,0.78959715,1.1164768,0.72173333,1.1148448,1.229294,1.1416044,1.102252,0.5819328,0.9389287,0.7059135,0.9865358,1.1977278,1.0402812,1.0051135,1.2089916,1.1950264,1.1332276,0.7917085,0.95264566,0.9681203,0.92899907,1.0681059,0.7240826,0.85485774,0.81509924,1.1072955,1.0919974,1.1118655,1.0753987,1.048716,1.2303617,0.84265447,0.99705297,0.9718329,1.0206114,1.2215879,1.0892248,1.0707037,1.1480706,1.1682334,0.6358858,1.1775354,0.6950362,1.0904647,1.1135337,1.2476326,1.112852,1.0185553,0.9083128,0.81990564,1.1540629,1.182106,0.81038797,0.8767105,0.6678949,1.1721011,0.8853082,0.68826485,1.157674,1.1544265,0.8039265,1.0978297,0.0,0.6743537,0.96363574,1.1070123,1.1600997,1.2723739
tray,0.87508214,1.1511173,0.8520651,1.1586794,0.9592966,0.8852825,0.88681895,0.62096775,0.7249682,1.3304536,0.7327484,0.70281804,1.0487705,0.7806982,0.5727284,0.5679505,1.362361,0.5308595,0.3597082,1.1532583,0.92918545,1.3682289,1.1711044,0.9496351,1.2412381,0.94463307,1.3083096,1.0711819,1.286105,1.190347,1.0097928,1.0685033,0.7366361,1.0849898,0.96644235,1.1324652,0.70652544,1.3004565,0.95572394,0.4623872,1.0260661,0.8963422,1.1307024,1.1706246,0.9569288,1.1948524,1.3002394,1.028133,1.3561809,0.8780213,1.2853725,0.9654645,0.90966326,1.0190014,0.9013907,1.4346657,1.0177699,1.0332204,0.66917604,1.1224283,1.3982209,0.8341198,1.2181885,1.0434979,0.8899531,0.94123983,0.86166775,0.9573077,1.154382,0.8790456,0.91355157,0.8958492,1.0999126,1.2019272,1.1247765,1.4199986,1.3906846,1.425763,1.351542,1.0744522,1.0140575,1.2007076,0.8210769,0.9082633,0.55648005,0.7373227,0.71708363,0.93411565,1.3143005,0.7816167,1.406184,0.4927466,1.1624138,1.045801,1.0279213,1.1904565,1.321423,1.0000837,1.3960595,1.0511975,0.7101587,1.073846,0.8368036,0.90369767,0.8313935,1.0004791,0.66062284,0.5928766,0.7534174,1.463454,1.0840288,1.0356871,0.71956056,0.8015855,0.87357205,1.2428477,0.8496998,0.8499336,0.43503207,1.0424476,1.4802222,1.3593841,0.9042216,1.1901464,0.6743537,0.0,0.849439,1.3326705,1.4405301,0.9993997
tree,0.9952112,1.0178297,0.8921702,1.0380144,1.0654492,1.0700812,1.1096766,0.8490909,0.9095169,1.1521089,0.9026711,0.7951225,0.9367861,0.8582079,0.76271987,0.81397057,1.1350232,1.0349951,0.88367087,1.1219963,1.1242087,1.198806,0.9803694,1.1450541,0.933531,1.014878,1.0669308,1.0879261,1.023777,1.0965229,1.071429,1.0734333,0.9197478,1.0066614,1.0260049,1.1370747,0.80850697,1.182684,1.0299201,0.85121244,1.0504463,1.0623895,1.0417182,1.2341046,0.8554764,1.0829285,1.1454091,0.9579012,1.2038826,1.0414085,1.0360937,0.96128625,1.0829453,0.9460657,1.0959944,1.1520458,1.1076813,0.67039394,1.0314285,0.948351,1.2137607,0.9623915,1.1334484,0.8902321,0.9835064,0.9917703,1.1597464,1.1059622,0.9514008,0.9952854,0.98840386,1.0483061,1.0280111,1.0568228,1.0498409,1.1564474,1.299237,1.1778691,1.1805725,0.987842,0.99737376,1.0117266,0.8796553,0.9741046,0.8083272,1.0648986,1.0191646,1.2186606,1.3125398,0.85878134,1.034029,0.99464667,1.029478,1.08744,1.1486568,1.0062737,1.1352266,0.95943487,1.135668,1.0720129,1.1092899,0.9176922,0.9229753,0.8558409,0.9489349,0.99247545,0.8894719,0.867675,0.77832305,1.279717,1.1499377,1.0730178,1.0842253,1.1407223,1.0101923,1.0182744,1.0035998,0.82396317,0.7498823,1.1379108,1.244898,1.1482208,1.0259749,1.2640676,0.96363574,0.849439,0.0,1.1082819,1.2291135,0.88135844
vacuum,1.2925241,0.8829898,1.4120826,0.85356164,0.9024827,1.0674521,0.6639524,1.4926951,1.3864354,0.50519615,1.29596,1.4469142,1.2216761,1.4415869,1.4759597,1.1644123,0.3765105,1.1721718,1.1272484,0.9420401,0.664094,0.43134975,1.0298673,1.185739,1.0790992,0.94468546,0.37785435,0.8462987,0.7467147,0.71257454,0.9837481,0.91450053,1.257696,1.1073859,1.1369343,0.5246894,1.1429739,0.32663172,1.1257062,1.296263,1.1647723,1.3313179,0.7604724,0.5270927,1.3230352,1.002927,0.9576714,1.2308999,0.8776803,1.349066,0.6410894,1.2093567,0.76355463,1.0739806,1.0328059,0.7233626,1.2412969,1.1407492,1.1497566,1.1641984,0.6228092,1.3909335,0.61765057,1.2264801,0.9184397,1.3807435,0.92513394,1.1452669,0.52962124,1.1696962,0.8776645,1.3586426,0.9509011,1.0259067,1.121631,0.63205624,0.37295997,0.65360487,0.97832,0.9082582,0.70475304,0.9928247,1.4446893,1.3337166,1.3580172,1.0740635,1.0003111,1.2352984,0.67340803,1.2570059,0.2747712,1.1589825,0.9328968,1.0816541,0.8505986,0.48779666,0.6423242,0.717759,0.43259895,1.0946928,1.2815539,1.1598061,0.86509776,1.38691,1.298536,1.330549,1.2618893,1.44045,1.2847031,0.6045237,0.64600205,1.1517565,1.1997705,0.90211964,1.019112,0.92225635,1.2456348,1.3860121,1.5475354,0.6924963,0.7573299,0.6121991,0.7450555,0.5810145,1.1070123,1.3326705,1.1082819,0.0,0.403894,1.0897611
watch,1.3315462,0.8156076,1.3221071,0.81858844,1.0051762,1.0325443,0.94192064,1.4835479,1.4376585,0.4101107,1.3337594,1.452301,1.2987648,1.4534652,1.4589553,1.2479799,0.33540857,1.1210077,1.3525918,0.75302887,0.69809353,0.39770186,1.0388259,1.0661762,1.0427586,1.1943885,0.5415678,1.1851759,0.83180606,0.7707557,1.0859002,0.8792848,1.3224041,1.2532676,1.0347741,0.39084518,1.4471431,0.34631592,1.2185612,1.3407586,1.2309988,1.3650863,1.0942414,0.56870484,1.3716767,0.940354,0.7305155,1.2626318,0.50052047,1.2683396,0.48559093,1.3187747,0.7495642,1.0830183,1.1550916,0.38017714,1.0543597,1.2040198,1.0974787,1.1588099,0.52403086,1.1897763,0.59569347,1.2716675,1.0933865,1.2500219,0.6912842,1.2214863,0.76193476,1.2035199,1.05675,1.3668724,0.89646703,0.7771169,1.0548974,0.33711433,0.44397914,0.25131428,0.61397445,0.8620223,0.893006,0.9630077,1.4326339,1.2116971,1.444845,0.98229474,0.9102596,1.0521413,0.656796,1.2984043,0.4023906,1.1220118,0.7984258,0.9806354,0.9837499,0.6139926,0.62183046,1.0132211,0.40653133,0.8890862,1.2184978,1.1062756,0.9902923,1.4615997,1.3076518,1.2185929,1.2399788,1.4470422,1.294533,0.22240186,0.78249085,1.04132,1.177701,0.7546124,1.077452,0.8573945,1.2403315,1.4585177,1.6539837,0.72330886,0.37491882,0.30757004,0.86974174,0.68017876,1.1600997,1.4405301,1.2291135,0.403894,0.0,1.3137196
