,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
napkin,1.0232985,0.7058016,0.6819688,1.295591,1.3756868,0.76524925,0.6510662,1.0536791,0.68718517,1.0078042,0.9297475,1.466324,0.4305055,0.9156612,1.4541352,1.2151437,1.3756809,1.2999686,0.9642574,0.57096994,0.38756657,1.4434419,0.8943582,0.60122746,0.901829,0.3729424,1.2604884,0.95820355,1.1882278,0.91002023,0.5009797,1.1569115,0.7265235,1.0095959,1.0068852,0.6683817,0.88043183,1.2414227,1.1001561,0.5422318,1.413286,0.59286356,0.85983026,1.2348683,1.170593,1.0756906,1.0367467,0.83612967,1.3416069,0.9439018,0.7095183,1.2559912,1.3486716,0.8790413,0.6282855,0.5641484,0.784165,1.1478025,1.2030973,1.1909614,1.3982122,0.6027131,0.9057535,1.1729267,1.0999261,1.268004,0.986168,1.34815,0.6924217,1.061968,1.0930448,1.3058548,1.1301335,1.3492997,0.4226085,0.95050174,0.7766435,1.1826015,1.1869493,0.8234461,1.339149,1.4395176,1.0730944,1.2785542,0.5587654,0.0,0.6837939,1.1582699,0.8798692,0.53106385,1.2635071,1.3581682,1.1933402,1.2999527,0.5340955,0.7797028,0.80689347,0.2762077,1.0322047,0.543271,0.49457186,0.60372484,1.1302694,0.84699416,1.165056,0.8073759,0.521219,1.1963762,1.1836329,1.2055227,1.4382944,1.3405256,1.27921,1.0506625,1.0948216,1.2737634,0.43690753,1.2831951,0.92689776,0.75616425,1.0448062,0.7745801,0.6007797,0.59902084,1.208605,1.2994074,1.439878,0.67615485,0.7470277,0.547468,1.3581148,0.15311968,1.2165043,1.3267789,1.1661309,0.7803619,0.505814,1.0480535
necklace,1.0610442,0.82172257,0.73591924,1.2221403,1.2065754,0.83798605,0.70163226,1.1317681,0.8878704,1.2404854,1.0177637,1.5228064,0.48684072,1.1412283,1.1888725,1.2459921,1.3693547,1.3675592,1.1960465,0.7465066,0.7787394,1.4928741,0.7768392,0.70379066,1.0395501,0.5269329,1.4338412,0.8434446,1.149089,1.0622108,0.69185996,1.3052473,0.6058885,1.0795615,1.0440396,0.7404722,0.7635257,1.2723056,1.0688225,0.6661024,1.5205339,0.714255,0.8488529,1.1757963,1.0970095,1.1589439,1.0788693,1.1213127,1.1206912,0.5875007,0.7886565,1.0863719,1.1599268,0.5682927,0.82176536,0.67581177,0.6552339,1.2339311,1.1161433,1.2830067,1.478212,0.4385203,0.9314806,1.132645,1.1762208,1.0107626,0.9886553,0.9715672,0.64238656,1.100412,1.265113,1.160423,1.2373137,1.1798145,0.5544508,1.0411652,0.8730196,1.054297,1.3019115,0.99840873,1.3747358,1.3891836,0.863603,1.1155498,0.5615762,0.6837939,0.0,0.7228739,0.8223003,0.7420787,1.2514503,1.1158845,1.0219508,1.4338826,0.5022658,0.7464305,0.9441644,0.6474832,1.0893493,0.66737014,0.89818895,0.47144574,1.1265023,1.106579,1.1550053,0.86582536,0.6455774,1.0311363,0.9480484,1.136104,1.2353337,1.3088174,0.9904114,1.1317016,1.1984499,1.3255459,0.60185283,1.4467506,0.6056717,0.73038095,1.108582,0.88228637,0.8086529,0.6433973,1.2181907,1.144063,1.48897,0.91608804,0.4551862,0.62592524,1.3209251,0.65380144,1.3338692,1.2910442,1.1344334,0.8964661,0.40952283,1.0990188
nose,1.1578978,1.1551,0.9539513,1.0548007,0.89225817,0.8467283,0.99132156,1.0677797,1.2266886,1.1253086,1.1704428,1.1993551,1.1553928,1.2328669,1.0358276,0.99653095,1.1796256,1.1264211,1.1809652,1.1559763,1.1969743,1.197689,0.8935474,1.0885997,1.2458081,1.1247989,1.2419623,0.69737107,1.091962,1.1172373,1.1625701,1.081749,1.0048181,1.0007819,1.0204461,0.97075444,1.0523491,1.0270543,1.0400027,1.0683289,1.1896583,1.0962112,1.0617509,1.0016701,1.0146164,0.9097415,1.0231527,1.1583515,1.036005,0.60864025,0.9011547,0.873604,0.6521094,0.4053104,0.9260748,1.0992537,1.0195494,1.1224841,0.907351,1.1221709,1.171772,0.6218097,0.7589853,1.0812957,1.0538938,0.5763377,1.0689459,0.5807361,0.70436394,0.9914388,1.1423309,1.0298508,1.0492198,0.9868317,1.0960442,1.142576,1.091113,1.0750223,0.9285538,1.1247891,0.89087194,1.1487674,0.5213151,0.81562436,0.8371725,1.1582699,0.7228739,0.0,0.90088105,1.1881382,1.1941352,0.9550582,1.0077686,1.0864197,0.8978002,1.0434283,1.0825204,1.1749823,1.0534419,1.1905643,1.2294797,0.7823491,0.8828529,1.1386429,1.1717231,1.131754,1.133912,0.96321166,0.9579225,1.1082458,0.98397154,1.1507515,0.90141994,0.9831187,1.0846939,1.1721044,0.9601339,1.2190571,0.45628524,0.95789886,0.9060869,1.1198851,1.0982288,1.0465736,1.0745595,0.95057535,1.2121783,1.0656257,0.3899513,0.9796207,0.9970565,1.1486105,1.1917859,1.0918595,1.0542359,1.1472392,0.8100982,1.0020397
orange,1.0674446,0.7923657,0.54779285,1.1238785,1.2831682,0.25000072,0.51513183,0.7257375,0.83944595,1.2618939,1.2430294,1.3935168,0.9343592,1.1738933,1.3530772,1.2254475,1.3350546,1.004036,1.0058551,0.7461867,0.78695655,1.2951105,0.5388558,0.96833086,0.8341576,0.9552077,1.361761,0.7481987,1.3451593,1.2697496,0.849843,1.2670512,1.021428,0.7597523,1.2552975,0.5875602,0.87158144,1.3533151,1.012482,0.8689388,1.4841179,0.73044145,0.8807734,0.60555464,0.9876227,0.9568499,1.2177964,1.1015146,1.2475407,0.83997595,0.23848736,1.2825483,1.098196,0.8299343,0.99680364,0.8983836,1.0034871,0.7944011,1.0185056,1.2646569,1.3473884,0.9197341,1.0175614,1.2433593,0.8960561,1.0510153,0.86642504,1.0612909,0.8638971,1.2210722,1.2763414,1.3358138,0.9221922,1.3061256,1.0063795,1.2068937,0.8945441,1.0943035,0.9507825,0.8136068,1.1011463,1.3114711,1.077136,0.83517087,0.71999294,0.8798692,0.8223003,0.90088105,0.0,1.007779,1.1722356,1.2844905,1.2906536,1.266208,0.9305262,0.9571964,0.68947774,0.9148927,0.9876326,0.9078448,0.7454006,0.7782882,0.5469183,1.0104434,1.0423917,1.033551,0.78324693,1.0512265,1.1447775,1.1045707,1.296909,1.2331663,1.2111328,1.0423088,1.2352486,1.2225631,0.6788284,1.2982843,0.71371835,1.0572296,0.7669829,0.8686433,0.8409791,0.70574886,1.1820081,1.1647894,1.3251069,0.5519444,0.71365774,0.90046716,1.2806286,0.84779316,0.91839993,0.9992929,1.1072898,0.9743783,0.77511287,1.2738495
oven,1.0129184,0.9020684,0.8051179,1.2763534,1.3608681,1.0010047,0.7357338,1.1609163,0.62818784,1.154993,0.9961737,1.3181908,0.5141642,0.8540512,1.3902869,1.2411551,1.3701124,1.3507857,0.84575975,0.60119134,0.64760387,1.1467807,1.0104071,0.31882322,0.82936716,0.29623783,1.1223522,1.0623468,1.1634012,0.7930872,0.42124182,1.0716097,0.7503423,0.90871847,0.9288909,0.635455,1.0236055,1.1906799,1.112149,0.51148194,1.2060674,0.60785496,0.86812544,1.1789824,1.1702389,1.2487817,0.76091945,0.66225636,1.284147,0.9842081,0.9920891,1.1918705,1.1685666,0.98367935,0.8709352,0.55158913,0.8446443,1.1710863,1.1926798,1.174212,1.2070585,0.6599147,1.312067,1.1101342,1.010576,1.1632841,1.0938948,1.3820099,0.86302555,1.172826,1.0872158,1.2020078,1.2257621,1.3583672,0.63225144,0.7213712,0.62637687,1.1914873,1.3752477,0.7966628,1.5446756,1.2410516,1.1640115,1.2372646,0.62974983,0.53106385,0.7420787,1.1881382,1.007779,0.0,1.3145516,1.4207584,1.2361845,1.2794166,0.62525725,0.78374135,0.89307535,0.57065094,1.1517712,0.4552859,0.77834994,0.86458373,1.1622143,1.0007923,0.83261174,0.5043981,0.6078011,1.2298336,1.1764014,1.0407021,1.3132,1.3433845,1.3499882,1.1458483,1.1402841,1.2216523,0.75728345,1.3333869,0.9844195,0.96302474,1.0801032,0.9170028,0.6633986,0.59420115,1.1407388,1.2178122,1.2860999,0.82270885,0.9018357,0.5784795,1.3182079,0.4172082,1.1415514,1.158761,1.0603666,0.49218816,0.6269353,0.88424325
owl,0.8347025,1.1035285,1.3185096,0.9138512,0.7179898,1.2645055,1.3696666,1.0855814,0.9739326,0.8226882,0.8368617,0.5468514,1.290862,1.0628488,0.53248143,0.7660421,0.4652574,0.84684515,1.1108595,1.2847446,1.2678856,0.7886006,1.1624724,1.3118196,1.1150196,1.3409423,0.65601975,1.1421216,0.62129015,1.0590773,1.2724001,0.8454326,1.1210576,1.1863967,0.80168307,1.2762432,1.0788234,0.77637494,0.69023,1.4027183,0.59234303,1.2613804,1.142146,1.0365921,0.77933204,0.94372255,1.062063,1.1317228,0.45129454,1.194385,1.2218244,0.8615438,1.0399939,1.2987931,1.1714326,1.1670696,1.292573,1.0255429,0.86115444,0.60799426,0.6613138,1.3456604,0.9245367,0.7424522,1.1852243,1.0271685,1.0980006,0.9406276,1.2774291,0.9434544,0.85975015,0.7431583,0.97756743,0.713763,1.3333337,1.077454,1.231332,0.86089313,0.9714021,1.1042297,0.7503023,0.7870761,1.2253124,0.8594719,1.3426098,1.2635071,1.2514503,1.1941352,1.1722356,1.3145516,0.0,0.5167666,0.8324875,0.6967937,1.3917537,1.2675977,1.228524,1.187817,0.8910588,1.2087922,1.238099,1.2122428,1.0035156,1.0218737,1.0373585,1.0708472,1.2101974,0.9750188,0.65989953,1.091449,0.7348639,0.6979752,0.68397677,1.1069276,0.8813189,0.7796333,1.321043,0.63342685,1.240937,1.0101217,1.107615,1.3066052,1.1227616,1.3456838,1.0052192,0.83597666,0.7472005,1.2973254,1.3146873,1.2278464,0.9625579,1.2753745,1.0265868,0.93972117,0.89432895,1.2412622,1.3835547,0.9394859
pajamas,0.9422275,1.2383553,1.4850667,0.8815339,0.32086337,1.3456659,1.478236,1.2738237,1.2944298,0.6469896,0.93270844,0.44479895,1.4413488,0.9783054,0.29561567,0.89547515,0.351636,0.82054853,1.1137583,1.4250076,1.4628959,0.73177445,1.3648775,1.4113154,1.1872467,1.3369906,0.86357754,1.0103049,0.77052075,0.7850766,1.495569,0.8051707,1.0829049,1.2514184,1.0142205,1.5147084,1.1260543,0.48086917,1.0633153,1.5371854,0.51547945,1.4051178,1.3116834,1.027757,0.81964046,0.8988059,0.94505864,1.0678575,0.34158576,1.1174259,1.2734215,0.8060939,0.83337224,1.0831834,1.2641956,1.4389992,1.1849487,1.2421668,0.9010971,0.84166384,0.8389817,1.3802223,0.6736714,0.8329669,1.2289747,0.8311894,1.1679449,0.60804003,1.1679232,0.7750746,0.9021449,0.4107442,1.0286382,0.34552586,1.3885179,1.0375639,1.3028426,0.7453186,0.9446472,1.1983516,0.47371864,0.8108246,1.0478705,0.9818793,1.4484755,1.3581682,1.1158845,0.9550582,1.2844905,1.4207584,0.5167666,0.0,0.40964663,0.59674454,1.4077115,1.28252,1.3785655,1.2562504,1.0929921,1.4199395,1.4162905,1.2117267,1.0975928,1.0012596,1.0923527,1.1415037,1.4897702,0.89947045,0.5150219,1.090435,0.40400988,0.7058083,0.28924322,1.0342034,0.7697065,0.88322806,1.3430898,0.80413127,1.1713067,0.7880435,1.1630964,1.3054959,1.3656423,1.4604726,0.8095113,0.47293693,0.5807699,1.4983953,1.1615868,1.4294447,0.83398175,1.440563,1.0674645,0.9058778,0.9473719,1.318588,1.4551989,0.8307545
pants,1.0608369,1.1468717,1.2647567,0.976403,0.55143964,1.2687085,1.400358,1.242123,1.4286523,0.5918922,0.74019945,0.7348825,1.1501054,0.6721946,0.6286238,0.8062894,0.6529703,0.7749811,1.2298551,1.4415929,1.3143661,0.9895155,1.1460863,1.228013,1.2401508,0.9849054,0.894001,0.9692395,0.6228094,0.80513424,1.4184394,0.72104955,0.81464267,1.2333369,0.95020884,1.3752389,1.0124035,0.48900467,1.0370971,1.2640111,0.75405633,1.4279621,1.328294,1.0773652,0.97648215,1.1198748,1.0143652,1.0141717,0.59848255,1.1431866,1.2619481,0.7957979,0.9307778,0.9449607,0.9946411,1.4205427,1.0740131,1.2649474,1.014398,0.9736733,0.95314723,1.142005,0.79633796,0.9352082,1.2045553,0.9165943,1.0940032,0.7497906,0.9353013,0.58843726,0.96524364,0.35938525,1.1104642,0.21918118,1.0738658,1.0419035,1.3173476,0.862305,0.89089125,1.3767319,0.6917336,1.013739,0.84670377,1.0675056,1.3007627,1.1933402,1.0219508,1.0077686,1.2906536,1.2361845,0.8324875,0.40964663,0.0,0.88243866,1.1673007,1.0696323,1.166082,1.0851924,1.2073241,1.3703835,1.3021541,1.1400673,1.1024407,1.0107331,1.1702757,1.0898293,1.4237084,0.9225943,0.7158805,1.0893759,0.56004924,0.96895295,0.2385391,1.0621667,0.6864011,1.0271225,1.1689436,0.9608524,1.0919259,0.5411978,1.1216445,1.1134561,1.4222753,1.1863366,0.8959813,0.6041135,0.66723424,1.3440626,1.0394152,1.3314309,0.8863349,1.2020295,1.2479461,1.1324525,1.0260144,1.2761023,1.2449968,0.8709414
paper,0.8603141,1.1859863,1.4279315,0.74220145,0.61126566,1.3670706,1.4269166,1.0966947,1.1173546,0.6977097,0.96998304,0.4158393,1.4170923,1.0578511,0.4621396,0.89563,0.45696115,0.6868336,0.6072061,1.3754857,1.2998343,0.44318318,1.3019645,1.2977593,1.0601301,1.4212449,0.72042525,1.1772418,0.8562365,0.90540326,1.303132,0.86366934,1.3219754,1.0299469,0.9087338,1.3772011,1.1384244,0.73480934,1.0040373,1.4187596,0.52520025,1.291273,1.2028803,0.89194,0.9024178,0.8341035,0.92730206,0.7253432,0.73704034,1.3009626,1.349632,0.90291977,0.8732374,1.3004105,1.210012,1.311598,1.1834848,1.0195123,0.7975676,0.8253625,0.6201924,1.4920757,0.8293222,0.92089546,0.87452996,0.9689811,1.0098311,0.7889538,1.341804,0.9453888,0.78664374,0.82586706,0.9321384,0.72257197,1.377857,0.9836204,1.1725243,0.80022013,0.9207538,0.9112623,0.609084,0.6936766,1.1215895,0.9240008,1.4625952,1.2999527,1.4338826,1.0864197,1.266208,1.2794166,0.6967937,0.59674454,0.88243866,0.0,1.3594329,1.1874982,1.255798,1.30803,0.8307224,1.3171551,1.1305234,1.4743788,1.0530591,1.0183896,0.8664984,1.0911,1.4158148,0.84661657,0.83622,1.0022146,0.7284635,0.64267004,0.79851377,0.9025957,0.72147644,0.7953923,1.4329342,0.8093109,1.2681342,1.050597,1.088279,1.2138498,1.2527827,1.5018553,0.84652984,0.82018065,0.49727446,1.3389593,1.4023411,1.391426,0.758935,1.4068398,0.796852,0.60362417,0.9227286,1.2444526,1.563032,0.91973007
pen,1.1264784,0.76289743,0.47036946,1.2442551,1.3135614,0.819862,0.6477148,0.93985236,1.0352999,1.3066251,1.0437949,1.5117352,0.34937453,1.0519304,1.4899087,1.2757137,1.4368112,1.3764498,0.96180934,0.66222167,0.6386735,1.4311405,0.6512402,0.5249597,0.9621869,0.53152406,1.3340738,0.57905436,1.3299917,1.2317528,0.59251463,1.2562467,0.73980355,0.97449553,0.95357037,0.46922028,0.8078202,1.4363306,0.9889773,0.18599051,1.6011709,0.7145124,0.93093497,1.1970997,1.3107105,1.1473417,1.2006756,0.898895,1.3862338,0.71997094,0.84691995,1.268019,1.2590019,0.4742639,0.66170895,0.5942296,0.5328973,1.0027857,1.1746874,1.2908275,1.4363035,0.3862368,1.0176722,1.2135401,0.81577593,1.1644732,0.9324235,0.97491336,0.6553582,1.18625,1.1824399,1.4217262,1.2810814,1.3410587,0.2746173,1.1645657,0.9005799,1.1749291,1.187849,1.024621,1.3860817,1.3248994,0.69767046,1.0399014,0.35116577,0.5340955,0.5022658,0.8978002,0.9305262,0.62525725,1.3917537,1.4077115,1.1673007,1.3594329,0.0,0.4588238,0.7391205,0.6843125,0.9915997,0.741746,0.678792,0.69303715,1.2437062,1.2098198,1.0090163,1.0575359,0.6969013,1.0497147,1.2353532,0.88477653,1.4389229,1.281486,1.1752608,1.0110344,1.2858319,1.2234454,0.5196602,1.4071245,0.6648922,0.84836954,1.0059801,0.5736413,0.826648,0.47849667,1.3044933,1.3313129,1.4581819,0.639109,0.48412907,0.42595756,0.95690185,0.44537842,1.1483555,1.2632563,1.2102524,0.8778748,0.26677132,1.2853147
pencil,0.9296445,0.7581531,0.88485515,1.1011466,1.1597254,0.98746073,0.9060539,0.9213981,0.9034928,1.1399822,1.0125061,1.3586963,0.5888319,0.91521144,1.2887949,1.1949735,1.2914454,1.0672053,0.95054996,0.9183731,0.7638835,1.1883076,0.82952774,0.5413244,0.96800876,0.69439,1.19845,0.86864394,1.1355972,1.0472583,0.8178743,1.2091308,0.8787069,0.93792844,0.862308,0.7690274,0.81037366,1.2420595,0.98341405,0.51764286,1.3662677,0.9560264,0.92927194,1.1039938,1.1872864,1.0919777,1.0196078,0.8607224,1.2362583,0.9824804,1.0143278,1.1463761,1.2474436,0.8652678,0.820202,0.8699569,0.5944185,1.0027462,1.128141,1.0733808,1.3208195,0.78464806,0.9933595,1.0682961,0.8966907,1.1902587,0.88964754,1.0231538,0.8690859,1.1738546,1.0466684,1.2412925,1.1612889,1.2147812,0.42979413,0.879017,0.7915225,1.1604674,1.1559744,0.9736317,1.2696006,1.2649784,0.93597084,1.0830928,0.82480776,0.7797028,0.7464305,1.0434283,0.9571964,0.78374135,1.2675977,1.28252,1.0696323,1.1874982,0.4588238,0.0,0.8307711,0.7366202,0.9240766,0.86148643,0.8476038,1.0050308,1.145529,1.0408249,1.0104728,0.9707665,0.87237364,1.043874,1.1085899,0.8535676,1.3144531,1.2331625,1.1421269,0.88120174,1.0783973,1.0532912,0.7848285,1.2376899,0.8776548,0.8979567,0.95536673,0.6008977,0.9031261,0.85570985,1.1869466,1.2447734,1.2483029,0.78350097,0.9098823,0.7843734,0.87036663,0.6971469,1.1153111,1.1419512,1.0084907,0.787724,0.71262515,1.0729737
pickle,1.0013945,0.90503675,0.56578517,0.8920661,1.294333,0.8309153,0.75619096,0.28517425,0.91685855,1.2248826,1.1574577,1.3862271,0.79825276,0.9491039,1.3881712,1.0359731,1.3639798,0.94406205,1.0173224,0.7655731,0.5950537,1.261891,0.42009848,0.88660127,0.94070446,0.8665703,1.2314909,0.7235164,1.2687416,1.271364,0.83981913,1.0265988,1.0234861,0.8572279,1.0634503,0.69431186,0.74493194,1.3385996,0.7145231,0.5805851,1.4241269,0.79300034,0.9946729,0.92690426,1.1098138,0.98443073,1.2521145,0.90827405,1.2827334,1.091265,0.90017086,1.2773261,1.1740923,0.8624052,0.7321149,1.0126204,0.7397556,0.49441743,1.1353661,1.2221327,1.2260536,0.90977573,1.003235,1.2197225,0.6274775,1.1839292,0.57677054,1.0442402,1.0137843,1.0321563,1.2027503,1.366992,0.9199932,1.2334113,0.6547196,1.135005,1.101661,1.1069306,0.6882235,0.9756617,1.0852897,1.314138,0.86485374,0.86505103,0.880024,0.80689347,0.9441644,1.0825204,0.68947774,0.89307535,1.228524,1.3785655,1.166082,1.255798,0.7391205,0.8307711,0.0,0.96180624,0.80693793,0.9343239,0.6157452,0.8302412,0.8487043,1.0329959,1.0795076,1.1463392,0.8986142,0.80195594,1.1891496,1.0193784,1.3257596,1.2989178,1.2322634,0.9046556,1.1060306,1.2425185,0.78462386,1.2970331,0.8808739,0.92564905,0.79825515,0.6091586,1.0094386,0.7101434,1.2819709,1.2826724,1.213505,0.5833844,0.9049239,0.8695725,0.9903089,0.63423127,0.9336641,1.1516078,1.1678255,0.9835443,0.8242829,1.2854481
pillow,0.87120855,0.7239125,0.807132,1.3633192,1.2698312,0.87675256,0.7333567,1.1712189,0.729313,1.0127094,0.81859446,1.3386929,0.33098507,0.7591523,1.3102124,1.1741742,1.2270776,1.2985746,1.0383892,0.7804287,0.58640474,1.435286,1.0727375,0.54345644,0.9630701,0.39938837,1.1125349,1.0847731,1.0013717,0.8352575,0.52137786,1.2324594,0.6872816,1.0673425,0.9030871,0.7537264,0.9246502,1.1051449,1.1492853,0.6557006,1.3187118,0.7951161,0.815415,1.2342469,1.0935502,1.1053071,0.97174066,1.0137686,1.2584114,0.99593085,0.8712284,1.1468813,1.2645977,1.0195997,0.5440809,0.5630641,0.79153097,1.1713995,1.2182653,1.0942681,1.3145838,0.6203961,0.989865,1.0679195,1.1964378,1.1966916,1.0860637,1.3746365,0.6445237,1.1035519,1.0437686,1.1889654,1.2596035,1.2669263,0.5565901,0.8760066,0.7141343,1.1940694,1.2436012,0.8698646,1.3606999,1.3628175,1.1548944,1.3554393,0.69018024,0.2762077,0.6474832,1.1749823,0.9148927,0.57065094,1.187817,1.2562504,1.0851924,1.30803,0.6843125,0.7366202,0.96180624,0.0,1.1506821,0.4933955,0.7810762,0.7358122,1.0833143,0.7925588,1.0803075,0.6914562,0.47352433,1.2391679,1.1455791,1.1760318,1.3368201,1.2571228,1.1944902,1.1021707,1.1163402,1.2616136,0.54007775,1.2701483,1.0374554,0.6666477,1.1140321,0.8504211,0.5556773,0.6858075,1.1160561,1.2078333,1.3595412,0.8395022,0.8817945,0.71715206,1.3590529,0.3716203,1.229773,1.3139136,1.0491772,0.72369206,0.6000078,0.93097067
pizza,0.90453434,1.1101545,1.0630703,0.7458838,1.0638504,1.0953621,1.1428872,0.7269843,0.855529,1.1565585,1.1945994,1.061835,1.074331,1.2070612,0.9692627,0.83901525,0.9942945,0.8334526,0.76847374,1.0366541,0.8208056,0.9099112,0.81957173,1.1971194,1.0082159,1.238719,0.76214325,0.9587504,1.0286096,1.1646959,1.0582584,0.98747784,1.1278422,0.9054252,0.90025055,1.0006502,1.0172824,1.2263665,0.6010287,1.0357286,1.0940909,0.92634135,1.019288,0.96971285,0.92801714,0.74024665,1.1761138,0.9095197,1.0674988,1.1061401,1.1130823,1.0713298,1.0225729,1.1088041,1.0293438,1.0468848,0.9818033,0.73994535,0.75994486,1.1225722,0.7106126,1.1635495,0.9336666,1.0534917,0.69073963,1.0866238,0.5528762,0.8541913,1.2698663,0.92228854,1.1565161,1.2917211,0.99168175,1.144867,0.9716979,1.0261654,1.1634716,0.7344086,0.9250502,1.0195378,0.94454986,1.0763633,1.0470012,0.7854643,1.1332829,1.0322047,1.0893493,1.0534419,0.9876326,1.1517712,0.8910588,1.0929921,1.2073241,0.8307224,0.9915997,0.9240766,0.80693793,1.1506821,0.0,1.0871309,0.7981398,0.9833146,1.0347098,1.1002481,0.9431821,1.1099151,1.0279031,0.6285933,0.961229,1.1103511,1.1072559,0.92718923,1.1135317,0.9035891,1.0422606,0.96925515,1.0963783,1.0064882,1.0975301,1.1194272,0.9414037,0.9970938,1.0770435,1.1476672,1.0650187,1.2318354,0.963763,0.97224236,1.118229,1.1059889,0.92805827,1.0377147,0.83481085,0.7381144,1.1415635,1.1417425,1.11917,1.1091979
plant,0.8953899,0.79332376,0.74125063,1.2377509,1.3779085,0.8939072,0.5658221,1.0762694,0.5969232,1.2086645,0.93163985,1.3759017,0.45969272,1.0200021,1.3580213,1.2278891,1.3794876,1.3313934,1.0473281,0.50625336,0.6847247,1.3586853,1.0447168,0.47760606,0.87620986,0.5107172,1.1820141,1.171868,1.1194842,0.895162,0.36121768,1.1845752,0.73771834,1.1546328,1.1365304,0.6943532,0.96213317,1.2996556,1.2007449,0.66922605,1.2858202,0.5404509,0.5547476,1.2373102,1.034197,1.1312529,0.8596724,1.0712627,1.2777524,0.8579791,0.85444844,1.1752238,1.18413,1.0831578,0.85883754,0.32598174,0.76409066,1.0545791,1.184937,1.1740671,1.1804456,0.65127206,1.2944381,1.0522788,1.2027086,1.089909,1.0578691,1.4214038,0.8725595,1.2474366,1.0910642,1.2582595,1.2030442,1.4384545,0.7008515,0.7194568,0.52732974,1.2487229,1.2483226,0.73217255,1.5331553,1.2104162,1.2597966,1.258955,0.64367926,0.543271,0.66737014,1.1905643,0.9078448,0.4552859,1.2087922,1.4199395,1.3703835,1.3171551,0.741746,0.86148643,0.9343239,0.4933955,1.0871309,0.0,0.80395716,0.6813367,1.143112,0.98635757,1.0366136,0.5769911,0.33558166,1.2143648,1.1594187,1.1278067,1.3139889,1.2721213,1.4427502,1.0915339,1.1992,1.1795301,0.7247003,1.1972461,1.0515519,1.073498,1.1893595,0.9152435,0.4946,0.59630185,1.110467,1.217591,1.3996456,0.9150186,0.9141809,0.6360467,1.4312142,0.55780774,1.1968906,1.2911127,0.90138793,0.48415834,0.61565584,0.8750287
plate,1.0231501,0.87875915,0.6226944,0.9624609,1.40149,0.77154726,0.727348,0.7417526,0.8182598,0.93943024,1.0925041,1.3051586,0.6653743,0.99334943,1.3334651,1.2440221,1.3237503,0.80762124,0.7349545,0.6587083,0.24952757,1.1544408,0.790687,0.82753456,0.7849232,0.80126727,1.1743705,0.9841928,1.3821175,1.1508343,0.67033195,1.2083621,0.9915176,0.71312016,1.1294128,0.6693466,0.8434923,1.404999,1.0638728,0.6210709,1.3570125,0.5754854,0.90282184,0.91484475,1.1995397,1.1566951,1.1956389,0.75103664,1.3037415,1.0401014,0.72757125,1.305777,1.3157922,1.0244123,0.93172646,0.7315761,0.65373176,0.8716775,1.059031,1.1959782,1.1969342,0.88446665,1.1268482,1.1776462,0.86479354,1.3407445,0.65735435,1.2578437,1.0399177,1.1479881,1.1741599,1.4681916,0.8632399,1.3045566,0.5589236,1.1088687,0.8714707,1.040296,1.0267487,0.83451235,1.3084755,1.2524799,1.1129631,1.0694348,0.69486904,0.49457186,0.89818895,1.2294797,0.7454006,0.77834994,1.238099,1.4162905,1.3021541,1.1305234,0.678792,0.8476038,0.6157452,0.7810762,0.7981398,0.80395716,0.0,0.95322025,1.0329648,1.0820919,1.0722442,1.0611585,0.80038327,0.91812223,1.2807488,1.0513158,1.377757,1.205882,1.3670979,0.8633281,0.77723086,1.1221373,0.7075105,1.1933551,1.0173727,1.1329721,0.8232172,0.5393549,0.7557789,0.70799106,1.2556301,1.3561866,1.1083105,0.4926474,1.0079045,0.709786,1.1881588,0.4970129,0.96187115,0.95169073,1.1907907,0.96995735,0.69695437,1.2981038
