,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
belt,1.4952999,0.71882254,0.5958971,1.3301402,0.80906117,0.7740356,0.72975373,0.96863735,1.3539045,1.4026179,0.0,1.2990178,1.0688,0.5029469,1.2953479,1.1242461,0.82928944,0.3963095,0.6414804,1.1151795,0.7746882,0.8608556,0.7473835,0.5873388,0.78683215,0.8606877,1.0383185,1.0656501,0.50723255,1.3973019,1.202435,1.3084614,1.422876,1.0544363,0.4055525,1.5103705,0.46594536,0.9105971,1.2960508,1.198848,1.2991047,0.9455012,1.3271666,0.8770537,0.955072,0.517413,1.0843279,1.3626863,0.5763868,1.1847123,0.60321987,1.0700799,1.105144,0.4574347,1.067559,1.0414224,1.3464649,0.6235976,0.49777985,1.2715431,0.6605053,1.3143249,0.7462577,1.2128181,0.31160104,1.3651594,1.3407968,1.4445546,1.295481,0.7576382,1.2065523,1.1681762,1.2718582,0.46425605,1.1934063,1.2839131,1.1933092,1.3094962,1.3052533,0.48963946,0.43021274,0.33457518,0.6342634,0.82655907,0.95316786,1.1824807,1.3614733,1.3090676,1.1119827,0.4022162,0.43605763,0.8482702,0.6996279,0.9577691,1.1178389,0.6319461,0.84202296,1.1141576,1.1208389,0.6201375,0.91521764,1.2936987,1.0415602,1.4124763,1.0986536,1.3981116,1.347964,1.0520592,0.8165168,1.1904402,1.2357105,1.2053275,1.3130804,0.2927128,0.94571966,0.49395037,0.6074688,1.0812615,0.5405679,1.3588965,1.0058842,0.98588914,1.23985,1.1069422,1.4361349,1.5920486,0.6583537,0.511305,0.7455043,1.3033402,0.43158513,0.9242351,1.1148741,1.3180841,0.8066354,1.2760019,0.347103,1.3113773
bench,0.7755137,1.2386724,1.3926024,0.9065631,1.319866,1.3120772,1.3182118,0.80033815,0.54094636,0.593949,1.2990178,0.0,0.9667277,1.2822628,0.64866364,0.69044477,0.93153673,1.3789301,1.1943502,0.66787046,1.266608,0.99346054,1.0228955,0.9285431,1.0330502,1.0740322,0.9285578,0.2780221,1.4136543,0.6883278,1.0455046,0.56852424,0.5272527,1.0908746,1.3430511,0.3138156,1.3321642,1.1103953,0.863699,0.8404296,0.6353437,0.61012983,0.8366647,1.1237746,1.1937689,1.4325037,1.0361944,0.9848788,1.3623911,0.96577287,1.320543,1.0955697,0.9469462,1.3294053,1.1637485,1.0340985,1.0282948,1.3276103,1.2977847,0.9638367,1.4138646,1.0028374,1.3171474,1.0706826,1.4047284,0.80158204,0.958962,0.65795994,0.91847974,1.1302288,0.7478792,0.7809589,0.3826524,1.221426,1.0406042,1.0000217,1.0444288,0.9593777,0.68627423,1.4209763,1.2472183,1.3140124,1.3291832,1.3058908,0.7702626,1.0248861,0.82440025,0.67230844,0.712445,1.2338271,1.2299546,1.1215987,0.8701024,1.1601592,0.8677845,1.2578999,1.1522696,0.9502489,0.81741405,0.970952,1.1748321,0.62379706,0.91531914,0.8886228,0.98864335,0.7600615,0.8730422,1.0164956,0.9704923,0.6994485,0.73609626,0.79718435,0.59552395,1.3604455,1.0771817,1.343553,1.1370934,1.1536689,1.3106365,0.7575411,0.8420399,1.2299271,0.6916863,0.87449205,0.7109034,0.39616162,1.2678642,1.4013389,1.2697262,0.9487459,1.254073,1.1037191,0.6854825,0.84173393,1.0489688,0.5096329,1.3634057,0.6613114
bib,0.7113271,1.0767595,1.3012745,0.5871369,1.1847335,1.253735,1.0021248,0.99160653,0.81661224,0.5859183,1.0688,0.9667277,0.0,1.3497657,0.4120679,1.0296787,1.0317334,1.3536711,1.4216089,0.97914183,1.1960225,1.2209994,1.2770588,1.1575725,1.3365867,0.82833457,0.8192126,1.0125862,1.3540108,0.7775762,0.94079024,0.7861035,0.6229001,0.95217353,1.3200846,0.6993957,1.3982446,1.1667657,0.7037429,0.5990629,0.9084149,1.0279287,0.7038589,1.2428689,0.7861966,1.2147892,0.8298215,0.8489145,1.0209658,0.91988075,1.2715178,1.0651858,0.80275834,1.360487,0.97165793,1.0658991,0.8922025,1.0899656,0.83162373,0.900362,1.1851666,0.8086625,1.107296,0.7057249,1.2344286,1.0037302,0.8578874,1.0536635,0.6654649,1.2226492,0.51796305,1.0283852,0.9594439,1.4319751,0.7886532,0.7491095,0.88313806,0.5499796,1.1032566,1.2619412,1.176752,1.1123786,1.1598005,1.0853058,1.0968895,0.8684417,0.36403948,0.58041346,0.7158677,1.2917131,1.2978234,1.1935134,0.6705502,1.1900394,1.2476851,1.3675268,1.2503228,1.0840849,0.7173749,1.2761534,1.1967558,1.0064752,0.97237855,0.8106869,0.61020863,0.96624154,0.48512518,0.90841776,0.77571994,1.1485322,0.84715366,0.9718357,0.89255124,1.3097708,0.9778011,1.3144733,0.79845786,1.2038395,1.3965436,1.0600393,1.2043171,1.0045264,0.7105447,0.5749086,0.9905451,0.7724569,1.3415699,1.0959779,0.9615763,0.73250914,1.1587197,1.0603596,1.0442206,1.0826075,1.3096902,1.0191382,1.2878377,0.98670924
bird,1.4072862,0.82738644,0.5733702,1.4854101,0.76194155,0.7970892,0.8682435,0.93629175,1.4753536,1.4979615,0.5029469,1.2822628,1.3497657,0.0,1.4951894,1.0972719,0.8715428,0.28144604,0.5971739,1.1473602,0.7826961,0.93632424,0.6756158,0.5895537,0.6285888,1.0689135,1.2107444,1.0372113,0.42749405,1.3169909,1.0361702,1.3494477,1.4766024,1.1310462,0.4785056,1.4680704,0.35176307,0.91204274,1.3311806,1.2293909,1.2368547,1.1864691,1.2365166,0.7405593,1.1706823,0.5295316,1.2948167,1.2931651,0.8605542,1.2171023,0.60715437,0.8640549,1.2741559,0.44993848,0.99059296,1.030576,1.308675,0.7473221,0.76727873,1.2666748,0.6402807,1.2810254,0.7129148,1.3865507,0.28166282,1.227544,1.2800453,1.3371568,1.3489318,0.7324474,1.4294877,1.2606822,1.1226349,0.38962984,1.1507051,1.2780648,1.1846962,1.4053197,1.1416782,0.50274557,0.4582497,0.50555766,0.7502185,0.8136619,0.94355625,1.2201371,1.4856825,1.4273157,1.2550035,0.53287756,0.59386134,0.7832588,1.0086056,0.9033276,0.96342236,0.58349854,0.5136125,1.0132041,1.238837,0.6771443,0.87799305,1.2024244,1.0694087,1.3082057,1.104543,1.3785181,1.4203417,1.1462601,0.95270836,1.1171665,1.2388297,1.2626605,1.2030729,0.3761003,1.0531055,0.4206816,0.9516927,0.9756786,0.49898946,1.2516432,0.8938496,1.0540587,1.2093171,1.2644105,1.3003576,1.5091751,0.67647624,0.7167258,0.9636818,1.4360751,0.43058515,0.80152845,1.1790223,1.1412497,0.660695,1.2249575,0.44289434,1.1322185
blanket,0.5821445,1.2015165,1.5522199,0.49590844,1.2811544,1.353724,1.2581761,1.0486084,0.44278145,0.13796604,1.2953479,0.64866364,0.4120679,1.4951894,0.0,0.9390009,1.1990849,1.614306,1.5440772,0.97460145,1.4366906,1.3197217,1.4175973,1.2833824,1.3495172,0.93202627,0.54473805,0.8736541,1.4996691,0.49720275,0.95488745,0.44540095,0.27476913,1.0113249,1.553549,0.48118305,1.6510191,1.2292222,0.47585744,0.6865281,0.6566045,0.94121456,0.5229106,1.1848984,0.91772926,1.5048003,0.7142323,0.7376198,1.2689481,0.87662864,1.4176614,1.2655667,0.7665157,1.544209,1.1086415,0.94685227,0.8154531,1.2933109,1.1246624,0.67517745,1.4998091,0.7330009,1.2998471,0.73990554,1.4960239,0.803511,0.71015906,0.7645778,0.41286433,1.3347862,0.23595083,0.9348713,0.9244018,1.6180078,0.7394488,0.7497592,1.0458392,0.5722945,0.8791743,1.4655943,1.4017818,1.3777144,1.3645158,1.3596598,1.1292827,0.69627357,0.2205739,0.2931708,0.66263694,1.4985067,1.5019827,1.1982558,0.59653795,1.321283,1.1879401,1.5511105,1.355643,1.1408304,0.712373,1.3775053,1.1761659,0.84905034,0.76476467,0.81244284,0.6157943,0.8039374,0.32109845,0.89483905,0.82260334,1.0637314,0.5562053,0.832501,0.84413874,1.5470089,0.85008836,1.5591507,1.0663208,1.2513802,1.6250976,0.92058724,1.2053463,1.2252567,0.75110096,0.3832711,0.80944985,0.48168594,1.5176604,1.3589691,1.2040344,0.87487227,1.3940191,1.3403728,1.0575873,0.91409284,1.3124048,0.79337054,1.5588198,0.7966491
boat,0.9147059,0.9658968,1.1416967,1.0475956,1.1011907,1.0672961,1.1968651,0.94128305,0.9221886,0.987777,1.1242461,0.69044477,1.0296787,1.0972719,0.9390009,0.0,0.9570885,1.2049624,0.8933595,0.93042326,1.184763,1.0404122,0.6991836,0.9260868,0.9280846,1.1517475,1.1481457,0.81162286,1.2393888,1.0184461,1.1596965,0.96335995,1.0192667,1.1824243,1.166757,0.86695635,1.0901278,0.94108236,1.1566484,1.05981,1.0131327,0.9327835,1.0926911,0.8129235,1.1752973,1.2582152,0.9913864,1.0607615,1.2682168,0.96120334,0.97851104,1.0951215,1.0445899,1.1569966,1.0395275,1.0190506,0.89573383,1.2144157,1.0990639,0.98611516,1.097014,1.1055942,1.2435647,1.095035,1.1681918,0.9395993,0.96318066,0.7941329,0.99573565,0.9990336,1.044979,0.92709386,0.83903897,1.1139907,1.1564624,0.99298054,0.90050256,1.0693432,0.82106507,1.2382846,1.181254,1.2213373,1.2087035,1.0779366,1.0199453,1.0611049,1.0384132,0.99463314,0.9572912,1.1194263,1.1354766,0.8422815,1.054514,1.0990621,0.81281686,1.0359511,1.0391725,0.76731664,0.8816648,1.0533582,0.83670807,0.973198,0.86856425,0.99759245,0.9956323,0.7798294,1.0862199,0.9533264,0.9288738,0.69531834,1.0667512,0.7852961,0.33234715,1.1627264,1.0859677,1.1737497,1.0020152,0.9236613,1.1047893,0.70509285,0.7669058,1.1105493,0.899427,1.0907625,0.80293614,0.8731147,1.0002,1.2562294,1.2176518,1.0029991,1.2091802,0.87417835,0.8656713,0.8431169,0.99471784,0.9396466,1.2222371,0.91337293
book,1.1556792,0.9471734,0.90072954,1.2845465,0.927235,0.94695276,0.8939978,0.7430816,1.1761149,1.2495557,0.82928944,0.93153673,1.0317334,0.8715428,1.1990849,0.9570885,0.0,0.7382247,0.727408,0.38324523,0.766814,0.80351174,0.804548,0.7505652,0.84971535,1.0734172,1.356926,0.8611493,0.8255393,1.2945129,1.2148961,1.1301615,1.1066815,0.93415123,0.6701206,0.992182,0.6948914,0.97230345,1.3827057,1.0184511,1.1874294,0.7480073,1.262647,0.8991022,1.1921453,0.8975475,1.3482537,1.1736052,0.94727784,1.0012294,0.78261817,0.8277785,1.0873821,0.82075846,0.8840703,1.1884938,1.1011436,1.0029795,0.9345698,1.1868069,0.6175378,1.2552387,0.8654479,1.113636,0.9094781,1.2124455,1.2940338,1.2060786,1.3023722,0.82060456,1.3185611,1.00497,0.91766137,0.7475531,1.3401753,1.2061894,0.9233866,1.0967946,1.1341863,0.9068421,0.73202115,0.97891873,1.0546426,0.81809944,0.73267734,1.282549,1.2744416,1.3019143,0.483316,0.59830284,0.6277898,0.8749726,0.80125886,0.8160291,1.057609,0.66277397,0.92738307,0.9848024,0.8681184,0.5513264,1.0091215,1.0770764,1.16736,1.0512735,1.1353747,1.1478006,1.3207443,0.8316555,1.0526593,1.0613776,1.2695739,1.0007305,1.0127786,0.832973,1.2314919,0.78839016,0.7871495,0.9388086,0.766586,1.2102702,0.99760586,0.884423,0.8465914,1.3453865,1.2878476,1.0391071,0.722042,0.98812675,0.89246416,0.92857325,0.7210586,0.4949491,0.48159587,1.2213519,0.8654112,1.0011233,0.80179214,1.0768027
bottle,1.541393,0.818678,0.50041413,1.5479476,0.6984036,0.64506567,0.70945203,0.8832586,1.485285,1.6154319,0.3963095,1.3789301,1.3536711,0.28144604,1.614306,1.2049624,0.7382247,0.0,0.48776245,1.0073624,0.7048614,0.8265809,0.55488527,0.39688587,0.7235618,0.91920984,1.2120422,1.0405747,0.27811038,1.4304755,1.0836064,1.39916,1.5250167,1.1473274,0.22440124,1.5224913,0.10585022,0.8559821,1.4332626,1.2670956,1.2606575,1.0386847,1.2808312,0.86677325,1.0870456,0.3708045,1.3285997,1.330787,0.6179998,1.172648,0.4858603,0.87211883,1.2240293,0.31451023,1.0533285,1.0523851,1.4014082,0.58493495,0.6629004,1.3712604,0.3807901,1.3612627,0.66598237,1.3614644,0.2173037,1.3332117,1.4548903,1.4607059,1.4817095,0.58671975,1.479443,1.1907473,1.1740481,0.24284953,1.2243133,1.3346527,1.2313372,1.4284511,1.3213809,0.2827075,0.25586295,0.30890727,0.5919766,0.6874478,0.84138143,1.2616609,1.5666664,1.4780848,1.1898232,0.3316329,0.37912297,0.9215174,0.92719054,0.8950869,1.0342294,0.5286973,0.6945033,1.1710248,1.1908622,0.5632872,0.97931623,1.1665176,1.1609523,1.3842945,1.1430329,1.4819114,1.5153763,1.166509,1.040475,1.232573,1.2679617,1.2774,1.2997069,0.20405948,1.0947653,0.23922634,0.753618,1.0281283,0.413458,1.3594049,1.0699302,0.9563058,1.2465535,1.3647904,1.444049,1.6125467,0.5574331,0.48567444,0.66279244,1.3671658,0.21482402,0.66913784,1.1033202,1.2826246,0.7520174,1.2165118,0.16564381,1.2004546
bowl,1.5140363,0.9108245,0.5583409,1.5139804,0.62816805,0.59733754,0.9125939,0.7036897,1.3460714,1.4904544,0.6414804,1.1943502,1.4216089,0.5971739,1.5440772,0.8933595,0.727408,0.48776245,0.0,0.87341005,0.6825243,0.9016781,0.26812935,0.5921065,0.73567,1.2263031,1.3792989,1.087482,0.52198386,1.4032242,1.196209,1.3561945,1.4460733,0.9781985,0.63801116,1.3647254,0.24979186,0.5956967,1.535219,1.3257256,1.272583,0.9283199,1.4068229,0.78793526,1.2941071,0.5529085,1.3727143,1.3142936,0.9897132,1.1795738,0.6981,0.95552295,1.3635505,0.6707884,1.0371665,1.1322954,1.1354375,0.9702255,0.93331647,1.3290751,0.6113158,1.4286087,0.86259985,1.3544362,0.6257232,1.0920904,1.4375118,1.2674289,1.3428583,0.5555184,1.5876921,1.0427095,1.2323391,0.5141903,1.4886627,1.1737008,0.8435755,1.4205352,1.1214458,0.6571756,0.5962849,0.8201668,0.86438406,0.6248648,0.7509575,1.362298,1.5399241,1.5178274,0.9904891,0.69519687,0.6998924,0.790226,1.0727413,0.7397376,0.8474641,0.23232156,0.79710746,0.8314483,1.0699182,0.5691635,0.6425721,1.0806205,1.1495775,1.2723575,1.3194747,1.1829761,1.5376143,1.1081074,1.1252427,1.000274,1.3018727,0.7407445,1.1394866,0.6522608,1.1398058,0.57179487,0.8636016,0.5224947,0.521617,1.1236767,0.9807966,0.90214795,1.2192931,1.4743314,1.2956929,1.2729425,0.33146417,0.95433414,0.8602634,1.3004878,0.6636374,0.7501186,0.6199454,1.155267,0.78637415,1.2346556,0.63155234,1.2627165
box,1.0736856,1.0675458,1.2419473,1.1290972,1.0746841,1.0690043,1.1873657,0.54023874,0.8884057,0.96997195,1.1151795,0.66787046,0.97914183,1.1473602,0.97460145,0.93042326,0.38324523,1.0073624,0.87341005,0.0,0.9940393,0.91459304,0.71638334,0.6273947,1.011432,1.1042614,1.1747298,0.5964495,1.1540684,0.9015781,1.117239,0.94945955,0.79194415,0.9542255,1.1455894,0.5805068,0.9211569,1.0371082,1.169746,0.8822619,0.7969471,0.44079423,0.93563217,0.9160907,1.1875763,1.2479093,1.3037062,1.0458014,1.226763,0.9088446,1.1794419,1.0206808,1.0478253,1.2045312,1.0862536,1.1773345,0.99214536,1.1722606,1.0678203,1.0983398,0.99714065,1.1104636,1.1557766,1.061179,1.153142,0.979782,1.2091191,1.0505419,1.10989,0.7226418,1.0795766,0.8384985,0.7151646,1.0003062,1.166012,1.1300927,0.9323498,0.9676576,1.0433686,1.2707793,0.98156494,1.1850514,1.1383733,1.0160004,0.48209703,1.2331132,1.0333326,0.9690642,0.53599477,1.0462615,1.0569624,0.897355,0.80354035,0.97123694,0.99047005,0.99453545,1.0622209,1.0865867,0.4960237,0.54557884,0.96136737,0.69180644,1.1813643,1.022982,1.0151371,1.0318592,1.0918447,0.80449414,0.9436438,1.0805795,1.021363,0.84831345,1.0192524,1.2081437,1.2306648,1.1048806,0.96079594,0.9638459,1.1271656,1.1529837,1.0372145,1.0384781,0.6144695,1.1676953,1.1446165,0.7310827,0.9526179,1.245241,1.1577364,0.9747952,0.9955791,0.75943047,0.40254432,1.1248618,0.9955495,0.6126113,1.0789722,0.8826945
bread,1.2734268,0.8165076,0.73203766,1.2882329,0.94696385,0.92461324,0.5987215,0.91973543,1.3780844,1.4131062,0.7746882,1.266608,1.1960225,0.7826961,1.4366906,1.184763,0.766814,0.7048614,0.6825243,0.9940393,0.0,0.86657745,0.88380265,0.94653946,0.81909317,0.9374195,1.3470142,1.1509589,0.7388958,1.3671435,1.0938896,1.3131994,1.3837671,0.5849164,0.7092553,1.3640959,0.69637245,0.7565743,1.33184,1.1001904,1.2725303,1.0720482,1.236862,0.89044166,1.0932446,0.5896246,1.2264297,1.2046566,0.88770604,1.0998529,0.72012925,0.84871453,1.1101092,0.7333995,0.80374026,1.1601741,1.2736576,0.9519795,0.8652129,1.3038235,0.7495273,1.2369267,0.6273244,1.250319,0.80055517,1.2987621,1.328266,1.3262422,1.4494858,0.8606884,1.431942,1.1202879,1.118216,0.71498,1.1687045,1.1967547,0.8487618,1.1752914,1.2598308,0.81307805,0.6465738,0.8131658,0.96017194,0.5963559,0.86036754,1.2360018,1.3869836,1.3713695,1.0640032,0.7442657,0.7501581,0.85241944,1.0069301,0.10372472,1.0159109,0.4660704,0.8657478,0.77755773,1.1339655,0.80279154,0.91538346,1.130047,1.2008308,1.1415107,1.1677283,1.2921314,1.417957,0.99562,1.120103,1.126103,1.3657763,1.155375,1.1706891,0.71317977,1.1217811,0.6526099,0.85453534,0.6605714,0.65654105,1.2530997,1.004013,0.69693434,1.1451463,1.3682721,1.2652279,1.3068931,0.6195405,0.80740154,0.8175546,1.1104956,0.67340577,0.76329046,0.86986434,1.124541,0.8030155,1.2973425,0.71920764,1.2297843
broom,1.2365816,0.8648681,0.901574,1.1247295,0.9387575,0.83023,1.090697,0.91205215,1.1828575,1.3346461,0.8608556,0.99346054,1.2209994,0.93632424,1.3197217,1.0404122,0.80351174,0.8265809,0.9016781,0.91459304,0.86657745,0.0,0.8889903,0.881153,0.9429288,0.8628315,1.318479,0.89896923,0.8865408,1.2704895,1.1675631,1.2712661,1.3046674,0.97282714,0.6462851,1.112078,0.80577683,0.87321734,1.353029,1.133399,1.107072,0.8267424,1.1507559,0.93595415,1.0962918,0.9418831,1.163688,1.2079747,0.93953747,1.0250332,0.92018604,1.0060185,1.0713295,0.6436285,0.9852781,1.1546682,1.1205225,1.0287418,0.9520208,1.2867677,0.8545923,1.2465376,1.0028377,1.0588803,1.007027,1.1971748,1.2056314,0.8461576,1.288874,0.81537217,1.3014975,0.60264075,0.87325954,0.6733714,1.1029179,1.1494931,1.1465739,1.2151271,1.0055884,0.97519535,0.72139215,0.88319755,0.95635283,1.014261,0.8931737,1.2827892,1.274219,1.2131296,0.97515815,0.519552,0.46677864,0.9460759,1.0756645,0.91010535,0.96947813,0.7676597,0.95658696,1.0019151,1.0814564,0.81642,0.9329349,1.0550576,1.2380506,1.1239113,1.098572,0.846105,1.3136722,1.0053551,1.0084354,0.5715386,1.2165923,1.0580509,1.1202096,0.88083285,1.1632038,0.8846284,0.8326911,0.92835593,0.3842982,0.8863075,0.5776663,1.0026517,1.016715,1.2863876,0.92894363,1.1911693,0.9201226,0.93268377,1.0112094,0.7176592,0.72265327,0.9150641,0.8362029,1.1656566,0.9518378,0.8010279,0.82924014,1.175327
bucket,1.4205127,0.82842433,0.74836206,1.4502063,0.7883147,0.7610147,0.96390176,0.43205917,1.3257401,1.4284818,0.7473835,1.0228955,1.2770588,0.6756158,1.4175973,0.6991836,0.804548,0.55488527,0.26812935,0.71638334,0.88380265,0.8889903,0.0,0.29978544,0.7639738,1.1743982,1.3747363,0.8047737,0.81081563,1.2855234,1.1679658,1.2922614,1.3481535,1.1298432,0.8375034,1.1023167,0.3609568,0.6867314,1.4956563,1.1730822,1.172646,0.90181774,1.2456183,0.7664523,1.2997932,0.79636693,1.3787594,1.3321791,1.0771669,1.1343018,0.84815174,0.98928934,1.2693651,0.8178274,1.070173,1.126024,1.2092009,1.0731001,0.7918992,1.3222604,0.78584564,1.4324386,1.004308,1.341876,0.69394803,1.0363669,1.3923078,1.1632773,1.3683501,0.39468563,1.4465601,1.016428,0.9409616,0.63943946,1.3331933,1.1855315,0.9409492,1.2726265,1.0399315,0.9275712,0.66423637,0.83414483,0.9622707,0.7715354,0.65147096,1.3540665,1.422223,1.3354515,1.0171989,0.83840114,0.8628769,0.7839752,0.9908016,0.91800606,0.74956214,0.58752966,0.8333431,0.8108638,0.7175255,0.58634967,0.7135739,1.0116794,1.1026552,1.2555292,1.1119342,1.1678631,1.4600611,0.9702451,0.9319961,0.9184872,1.2145804,0.84830153,0.97932607,0.74108016,1.167443,0.69545895,0.8390867,0.755535,0.67187494,1.0423814,0.90308553,1.0250624,0.9297836,1.3425038,1.229427,1.2404187,0.5573523,1.0129752,1.1110153,1.3099515,0.7123852,0.7576208,0.71361786,1.1820892,0.78998935,1.0231322,0.7392851,1.2069238
can,1.3878305,0.907537,0.86858976,1.4130524,0.9564331,0.882766,0.9646626,0.51131487,1.1768355,1.3520465,0.5873388,0.9285431,1.1575725,0.5895537,1.2833824,0.9260868,0.7505652,0.39688587,0.5921065,0.6273947,0.94653946,0.881153,0.29978544,0.0,0.867724,0.9234646,1.1258082,0.5325119,0.757481,1.1367385,1.1007509,1.1359966,1.2126019,1.1803881,0.6504444,0.9967295,0.3907485,0.8886055,1.3636694,1.0321712,0.90789014,0.7219202,1.0062325,0.9840914,1.1458199,0.8404082,1.3617713,1.3133196,0.85688156,1.145669,0.8318618,1.0472665,1.166364,0.67030096,1.1922296,1.1194278,1.3410263,0.8384707,0.6537036,1.2957662,0.82568085,1.3562006,0.93895555,1.2982081,0.506038,1.2441708,1.4257238,1.3200283,1.3587388,0.5523664,1.1880839,1.1365045,0.7931338,0.5359962,1.1203434,1.3175004,1.1559905,1.2196729,1.2812138,0.79242814,0.41920352,0.528895,0.80616724,0.8810187,0.53829074,1.2866997,1.3044051,1.0855434,0.9213344,0.63422346,0.6878802,1.0244637,0.66040766,1.0586772,0.96055484,0.8326586,0.87156785,1.113806,0.7281108,0.5499371,0.929407,0.80069035,1.143278,1.3091445,0.89510876,1.4311824,1.3221787,1.0796462,0.7496464,1.1411535,1.0461679,1.0512877,1.1463727,0.5685847,1.1333355,0.6557923,0.7269561,1.0863655,0.75669163,1.3402171,0.9681978,1.086592,0.84912914,1.1450462,1.3196714,1.291461,0.8133187,0.78500557,0.9535485,1.3442312,0.41819,0.88905823,0.9271071,1.3013543,0.932286,0.84187514,0.5937892,1.0089434
car,1.2990795,0.8304709,0.779162,1.3468131,0.85069454,0.92543995,1.0347782,0.91540295,1.3309224,1.2935477,0.78683215,1.0330502,1.3365867,0.6285888,1.3495172,0.9280846,0.84971535,0.7235618,0.73567,1.011432,0.81909317,0.9429288,0.7639738,0.867724,0.0,1.2933748,1.2496729,0.99815196,0.81576097,1.2451208,1.0779312,1.2360888,1.2688653,1.0884804,0.8597231,1.2833716,0.69969845,0.90073025,1.2210352,1.061576,1.1840098,1.1127632,1.2053365,0.74428713,1.2232199,0.86337227,1.1609523,1.126641,1.1165961,1.0372254,0.88470715,0.8787412,1.2108612,0.83975303,0.9883291,1.0765458,1.1545095,1.001618,0.9977507,1.2185609,0.8590831,1.1251405,0.934358,1.3041735,0.7295249,1.0617484,1.1879025,1.1023513,1.2903894,0.76914275,1.3657157,1.0957594,1.0236006,0.7367932,1.3090624,1.2693467,1.1838351,1.3191593,0.9186254,0.87218285,0.8441329,0.92146647,0.98934907,0.99409217,0.8742483,1.1867739,1.325953,1.3065574,1.179455,0.85750264,0.8845818,0.7128462,1.1600878,0.82084495,0.7327026,0.70166224,0.66928256,0.993473,1.1166023,0.59497243,0.9105162,1.1111656,1.0815358,1.1695635,1.1562093,1.1376629,1.3396091,0.94837946,0.97634006,0.9513549,1.2320441,1.1984724,1.0122803,0.73966867,1.1250651,0.8059381,1.0069036,0.860775,0.7271026,1.0176396,0.86424446,1.0313052,1.0730026,1.3061446,1.0671821,1.2439039,0.7919243,1.0098987,1.144567,1.2933646,0.86604965,0.8223766,0.9966387,0.94219625,0.11172575,1.0997287,0.7710574,1.0088286
carrot,0.8977281,0.91657126,1.014965,0.6588748,1.0564247,0.9527239,0.8564571,1.1389748,0.94542325,0.9971828,0.8606877,1.0740322,0.82833457,1.0689135,0.93202627,1.1517475,1.0734172,0.91920984,1.2263031,1.1042614,0.9374195,0.8628315,1.1743982,0.9234646,1.2933748,0.0,0.9085592,1.0251884,0.94891423,1.1182718,0.9789139,0.9630591,0.96071976,1.0086341,0.7707659,1.0765238,1.0628831,1.1501663,0.89575285,0.8671369,1.0001634,0.9917996,0.90640587,1.2162158,0.82210195,0.8177144,0.8707876,1.0862794,0.5718786,1.1416209,0.92409873,1.1805369,0.6675825,0.8496104,1.0400785,1.0538812,1.243592,0.890101,0.72609246,1.099708,0.959781,0.9552409,0.815966,0.7137996,0.94217783,1.2507387,1.0976994,1.0467633,1.0850627,1.2391772,0.81033194,0.97151357,1.0837077,1.0559286,0.6444061,0.94136196,0.96354383,0.8187157,1.2512763,0.8386731,0.75653815,0.7404805,0.868648,0.9098004,1.1049808,0.998518,0.9061642,0.8392503,0.92631793,0.7731944,0.75823265,1.2955887,0.71428174,1.0528333,1.2888842,1.1912973,1.1620806,1.0384423,1.0402771,1.2535222,1.114244,1.0448356,1.0426838,1.1166408,0.897548,1.0610837,0.9295283,1.1174725,0.9638343,0.9793186,1.0681953,1.131171,1.152088,0.82995033,1.0757735,0.89289975,0.64759994,1.1938443,1.0063479,1.0814897,1.0615308,0.95728546,1.0593469,0.9677736,1.054815,1.1405799,1.1151962,0.55917066,0.72724485,0.71212727,0.7213351,1.070135,1.201853,1.1943152,1.2859278,1.0139918,0.8762425,1.1359323
