,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
oven,0.84049076,1.1537439,1.3676236,1.1035373,0.8543788,1.3529824,1.2657958,1.1161325,0.75434077,0.6344762,0.68512416,1.0210503,0.83352846,0.9126363,1.103582,0.8029192,0.93953073,0.8936111,1.199828,1.0597944,0.57186484,1.105904,1.1269741,1.0039011,1.1793647,0.84934956,1.1250687,1.2263504,0.9711775,0.73915637,1.265053,0.61408234,0.9614475,0.5640737,0.92538565,0.94762117,0.6470212,1.1081843,1.3062415,0.581241,1.0976443,1.182615,0.9505501,0.9280582,0.98206943,0.54562753,0.57650137,0.9929723,1.1387596,1.0265938,1.2727013,1.0932778,0.9915541,1.1953468,0.8778959,1.3602015,1.1512967,1.0850985,1.1891407,1.1382549,0.8628948,1.1806487,1.1851329,1.0630993,1.2155371,1.0291843,1.0801637,1.0861559,1.2657342,0.79606783,0.98870647,1.1383895,0.82294416,0.93420756,0.9147878,0.8956661,0.67952716,1.1485646,0.8851257,0.9406243,1.0335704,0.87333983,0.9858073,0.6914188,0.96946883,0.9844927,1.2949064,1.0712341,1.2616875,1.1186038,1.3114603,0.0,1.0264579,0.892617,0.8087552,0.7803917,1.2512856,1.2526388,1.2792392,1.0308359,0.97062504,0.9071864,1.0753732,0.9861917,1.3510914,0.7702142,0.7896016,1.2929118,0.307068,1.1080832,1.2715433,0.8968896,0.9862468,1.3052478,0.90495586,1.109812,0.8889059,1.1810353,0.7770089,0.56814,0.98332,1.3222365,0.93673337,1.2432216,1.1362375,0.87865615,1.1650045,1.0064687,1.0797199,1.2846276,0.7701023,0.9232602,0.71795225,1.1429244,1.3117447,1.2513323,1.0123843,1.0870552,1.191361,0.8620891,0.99887556,0.943312,1.0828993,0.80304706,1.2229383,0.7644348
owl,0.6614292,1.1941361,1.262143,0.9656209,0.70118773,1.2347722,1.2923651,1.1085926,1.0211887,0.75952387,0.7815427,1.3270288,1.1617897,0.78306067,1.1597468,0.68229115,1.0503415,1.3404739,1.3206091,1.3071222,1.173987,1.2556496,1.1871502,1.3434335,1.0678881,1.3077505,1.1854367,1.0069854,0.58802295,1.2559869,1.3204545,0.9755076,1.1353893,1.0927314,0.96024346,0.9958975,0.90465593,0.93790036,1.3105108,0.8934208,1.3282981,1.1408966,1.121421,0.74319243,1.0285938,0.96987164,1.2386227,0.8802683,1.119957,0.8936669,1.3127058,0.569494,0.7651377,1.0096416,1.0126275,1.2873731,1.1185474,1.102052,1.1778036,0.935783,0.7234442,0.9983568,1.225544,0.7733139,1.1427214,0.634749,1.2300488,0.82465076,1.3284001,0.8586788,0.4839748,1.0124137,0.99052125,1.2137264,0.65037745,1.1149037,1.0513778,1.3359194,0.8163317,0.72005814,0.86567557,1.0849441,0.8836444,0.99937814,0.85567975,0.958753,1.2534475,1.2892421,1.1498032,0.82688886,1.2754292,1.0264579,0.0,0.7254695,0.8058658,1.109796,1.3020521,1.3116003,1.111437,0.8446964,1.2320846,1.0742728,0.97140175,1.2989106,1.2836525,1.1826795,1.3114725,1.1356874,1.1010873,0.74134195,1.0528486,1.013972,0.7323212,1.1700494,0.6784923,1.1635436,0.8571427,1.2307655,0.92263895,0.9580878,0.9704693,1.2457023,0.72679865,1.3046157,0.9809423,0.6953023,1.2103701,0.92448103,0.8815458,1.192219,1.1573514,0.6678427,0.8155015,1.2576908,1.1574124,1.0766149,0.9115536,1.3329638,1.3518498,0.8235844,0.6824639,1.0172027,1.1305192,1.303562,1.2096565,0.8042728
pajamas,0.46612495,1.1430523,1.4119079,1.1583865,0.41248006,1.2668072,1.2491355,1.2608579,0.91572183,0.678442,0.38211775,1.3762307,0.9855957,0.24130768,1.2683483,0.32570815,1.0627017,1.3497717,1.5232838,1.529743,1.0671929,1.4177903,1.3484273,1.4559065,1.2650504,1.415108,1.3357499,1.1554773,0.7542216,1.0158517,1.4824259,0.77208465,0.91722065,0.91967005,1.0238214,0.9943847,0.49314743,1.2376521,1.5325891,0.5792596,1.5470418,1.3235116,1.058759,0.5996325,0.5911182,0.8468345,1.1662726,0.16067564,1.2656562,1.0154005,1.4323727,0.7794257,0.71706325,1.1004759,0.8690591,1.5177041,1.2525847,0.8156432,1.3617641,0.9816679,0.7340001,1.2416773,1.1833737,0.71606857,1.3035569,0.7159802,1.3386405,0.79552644,1.4577551,0.79250324,0.6545625,1.0922303,0.7421162,1.3137952,0.27086806,1.3639526,0.748688,1.5154042,0.6653183,0.69145703,0.79844797,1.1097903,0.64377457,0.8981343,1.0209897,1.1067501,1.4023188,1.3081033,1.2364887,0.8980816,1.401939,0.892617,0.7254695,0.0,0.47246665,1.0441422,1.4954661,1.4767827,1.3117241,0.8703369,1.1236484,0.96747637,1.1150615,1.3703743,1.3622272,0.99296844,1.4255439,1.3215199,1.0080034,0.75433135,1.2902844,1.0178756,0.5419051,1.3508505,0.40808964,1.0446147,0.5228623,1.3893747,0.97381675,1.064479,0.8231667,1.3736726,0.8028685,1.4817299,0.7410108,0.84514225,1.4197168,0.93622375,1.0220655,1.359835,1.0125493,0.39168185,0.579829,1.4530189,1.2633139,1.2650661,0.76656425,1.3031926,1.3301399,0.82761127,0.8042918,1.0950111,1.1621234,1.2669426,1.347522,0.70775306
pants,0.6355549,0.95862603,1.3526273,1.148376,0.4552927,1.2936025,1.2614907,1.2055972,1.0526743,0.67133963,0.44801295,1.069754,1.1023841,0.49395704,1.3624704,0.43767732,1.2034181,1.3577096,1.4524906,1.5208018,1.0884796,1.3137827,1.3043728,1.4496646,1.2889298,1.2046014,1.3021235,1.043301,0.6176309,0.97592604,1.3879002,0.7057632,0.7989721,0.835393,0.9249197,0.93980736,0.46751374,1.2606716,1.4094439,0.6800796,1.4739207,1.3530371,1.1417348,0.6420871,0.9719255,0.67654186,0.9536791,0.6693971,1.3337936,0.91733885,1.4003975,0.9005157,0.6353941,0.89998734,0.99049795,1.4783072,1.3447933,0.9424277,1.3551183,1.1824363,0.7507941,1.0646728,1.2039713,1.0141809,1.412221,0.6436652,1.3600416,0.73204094,1.3061962,0.90334296,0.69226736,1.1538054,0.4668039,1.2796828,0.2967217,1.0356067,0.7339763,1.4115248,0.6436338,0.780479,0.81340766,1.0998756,0.6461407,0.8472987,0.8560676,1.0956974,1.259542,1.1270593,1.0778086,0.73234487,1.3125019,0.8087552,0.8058658,0.47246665,0.0,1.0553119,1.3494017,1.3088002,1.2802303,0.8148067,0.9233146,1.0677718,1.2218301,1.4183733,1.3050666,0.8098428,1.343952,1.1999097,0.83631814,0.7434119,1.3501267,1.1543752,0.6219728,1.4135215,0.29909688,1.2321538,0.14636791,1.462737,0.82307756,0.99150014,1.0693879,1.3201965,0.89575225,1.4219234,0.82351375,0.9381545,1.4036412,0.9954002,1.0410117,1.3817626,0.9666554,0.44158,0.8242682,1.4769051,1.0884203,1.0983974,0.92076117,1.1881747,1.5333976,1.0677087,0.98549545,1.1110959,1.1939042,1.0986229,1.3652296,0.7877557
paper,0.91121775,1.1918342,1.2407653,0.9446739,0.9589259,1.0972134,1.0200292,1.0427924,0.8792503,0.7311332,0.8277037,1.0606102,0.9181645,0.8907443,1.0711483,0.9165026,0.92856145,0.5392815,1.133434,0.92703325,0.5262078,1.0222446,1.108758,1.0813571,0.94510436,1.1021132,1.1750515,1.26193,1.093424,0.9176472,1.0375047,0.9093741,1.0657345,0.67586017,0.82650524,0.928678,0.8749821,0.9274499,1.1195065,0.7644034,1.0679654,1.1705136,0.772575,1.0060675,0.99185336,0.9022823,0.80661213,1.0954875,1.08626,1.1178796,1.0067173,1.1326985,1.0210378,1.1771202,1.0168407,1.1278169,1.0785761,1.0816064,0.947112,0.9961629,0.82865316,1.2151524,1.0419537,0.9038938,0.81910473,1.1334552,1.0155035,1.0038686,1.2032534,1.0033604,1.0909387,1.0106943,1.0860299,0.99499327,1.0077838,0.93262845,0.87623185,0.9936311,1.0426234,1.0024151,0.85712004,0.7254291,0.8916227,1.0274824,1.0897932,0.9191693,1.2230253,0.9404467,1.2091615,1.1727443,1.2126883,0.7803917,1.109796,1.0441422,1.0553119,0.0,1.0690432,1.0896167,1.147919,1.134728,0.9343317,0.809731,1.0731881,0.688511,1.2396781,0.9802353,0.96167886,1.2682784,0.92875093,0.96598655,1.1198823,0.8672485,1.1164899,1.0370724,1.0140982,1.0370966,1.042074,0.94634694,0.85412675,0.79139197,0.9557449,1.276071,0.9108034,1.101468,1.159697,0.83799595,1.051932,1.0192672,0.90685076,1.1842382,1.037991,1.0292935,0.66753316,1.034528,1.2902263,1.1553471,0.85111773,0.97917134,0.93451685,0.6923392,1.0486796,1.0670838,1.0261915,1.0735939,1.2326169,0.9736166
pen,1.585438,0.71974224,0.40101993,1.204048,1.4102433,0.7823397,0.84340394,0.6934049,1.1753829,1.4237571,1.4935158,0.25514817,1.0820312,1.4434773,0.8797687,1.4690385,1.0504448,0.58160186,0.33392668,0.60052395,1.1933852,0.6438178,0.59345436,0.7208675,0.7741215,0.55273694,0.557747,0.6457964,1.0712456,1.0632576,0.38787514,1.3727164,1.0947506,1.2878463,0.88926566,1.0953479,1.4148184,0.97301054,0.041893363,1.4740942,0.5012554,0.6776293,1.2334913,1.4627411,1.3054446,1.2182467,0.92509913,1.3761139,0.8575194,1.0279949,0.66920424,1.2575884,1.2277734,0.7096576,1.2530546,0.23117858,0.8450827,1.0083228,0.44377863,1.1717514,1.4930863,0.52414536,0.8749717,1.295056,0.9024005,1.2100451,0.7493921,1.2099581,0.3770826,1.3415115,1.3538094,1.0361872,1.1140938,0.93023974,1.4375803,0.45451772,1.2906628,0.35938072,1.2467809,1.4105921,1.3531475,1.1035877,1.508347,1.2968085,0.8690808,1.2258621,0.28390265,0.5167871,0.38625157,1.2216758,0.45323634,1.2512856,1.3020521,1.4954661,1.3494017,1.0690432,0.0,0.04930067,0.6840194,1.1726482,0.76147616,1.2374841,1.0863844,0.8367247,0.581526,1.0885085,0.66172636,0.4509254,1.1653806,1.2815573,0.76854426,1.2342877,1.2952154,0.55752206,1.3467315,1.043239,1.2788718,0.6971664,1.0185133,1.1534698,1.2826928,0.3696432,1.133379,0.30879927,1.100766,1.4635946,0.6993172,1.1193807,1.048016,0.53283507,1.1814938,1.2831905,1.5177834,0.6604067,0.5144639,0.4437406,1.1532737,0.51258194,0.729005,1.3500626,1.2520273,1.1091528,0.90296555,0.80584574,0.41455746,1.2954717
pencil,1.5932121,0.69141734,0.3685251,1.1787605,1.3846555,0.75648886,0.8503369,0.74649566,1.1680744,1.4030498,1.4807931,0.26137626,1.0984346,1.412764,0.93279403,1.4762607,1.1275352,0.62578213,0.3195864,0.61567897,1.218005,0.60130847,0.5743456,0.7486111,0.8369256,0.55562335,0.5612134,0.5937318,1.0773413,1.0637931,0.41321892,1.3746966,1.1292546,1.280937,0.9174348,1.1470668,1.4054055,0.94586086,0.06798303,1.4660788,0.5024647,0.68998414,1.244198,1.4558787,1.2514942,1.2108529,0.92053294,1.3585434,0.9074781,1.0229656,0.63230205,1.3040552,1.2224278,0.63653487,1.2592225,0.25549066,0.86171895,0.9965054,0.5385063,1.1823959,1.4795504,0.5051242,0.9505657,1.3047826,0.9259372,1.2021759,0.7625338,1.1463354,0.36634004,1.3522654,1.3657942,1.1116081,1.1250141,0.9241257,1.4224938,0.46062398,1.2614601,0.3579244,1.2048266,1.4101034,1.3502207,1.1123078,1.4909449,1.294457,0.8424963,1.204862,0.2422924,0.53136,0.35456812,1.1381669,0.40098238,1.2526388,1.3116003,1.4767827,1.3088002,1.0896167,0.04930067,0.0,0.71583515,1.1258498,0.7915183,1.2454607,1.130441,0.8486377,0.5222338,1.1241167,0.7100566,0.4103663,1.1589495,1.2800678,0.7534118,1.2406496,1.2962453,0.59266186,1.3422422,1.0804842,1.2325677,0.70069766,1.0387089,1.1766315,1.3154674,0.35568005,1.1749059,0.2993908,1.0624459,1.4277654,0.68999815,1.1212788,1.0522785,0.5120903,1.1732986,1.27171,1.5168881,0.6578413,0.4367957,0.37814343,1.0995632,0.5334724,0.73845357,1.3459325,1.2941172,1.0851306,0.9105016,0.8351264,0.39078462,1.3117764
pickle,1.3046312,0.8386117,0.6640058,0.8840381,1.3635387,0.8146714,0.8056517,0.716028,1.1247964,1.2963759,1.3718878,0.6841791,1.0511993,1.291758,0.76218975,1.3079646,0.92100096,0.7911414,0.65412,0.65721273,1.1242578,0.7741113,0.84446025,0.76555365,0.9180237,0.83904684,0.7876975,0.77468485,1.168016,1.1228151,0.72371435,1.3151484,0.98170555,1.1422592,1.167962,1.0147554,1.3099213,0.82728875,0.64810264,1.3593733,0.71197903,0.7708038,1.0569079,1.2147135,1.0448211,1.2068399,0.9582098,1.294249,0.7106519,1.0888487,0.7555755,0.9883651,1.249661,0.9346403,1.0836557,0.5421984,0.7369486,1.0299834,0.89400834,0.88641787,1.1888,0.8968055,0.8675207,1.1714275,0.61295074,1.2781732,0.8524498,1.0827768,0.71776754,1.2680882,1.2263616,1.0761529,1.1995159,0.8805011,1.3622918,0.88441694,1.2870202,0.786382,1.2566853,1.076897,1.0673654,1.1322222,1.2195442,1.1629841,1.0584238,0.8879705,0.7868476,0.8181037,0.76838267,1.0857025,0.7480153,1.2792392,1.111437,1.3117241,1.2802303,1.147919,0.6840194,0.71583515,0.0,1.0643915,0.7993648,0.9974212,0.9029098,0.86179245,0.7631866,1.0414792,0.8013349,0.80598164,1.142412,1.0469625,0.67073613,1.052258,1.2918702,0.7753414,1.3127215,0.9186547,1.2494743,0.77431566,1.1953506,1.0807621,1.1583714,0.72253966,1.2205697,0.63777494,1.031431,1.1166605,0.68793315,1.1248631,0.8933921,0.68954086,1.0034533,1.3301392,1.3521287,0.71986294,0.8464819,0.82520705,1.0833752,0.8364155,0.74445355,1.1661338,1.0853943,1.0793742,0.97202665,1.008183,0.6535219,1.1951011
pig,0.6562145,0.8847176,1.1402568,1.0585221,0.84651566,1.1240379,1.0974549,1.030097,0.9414352,0.8800604,0.7645758,0.99409366,1.0335289,0.8852325,1.0823951,0.7052299,1.1023499,1.2358449,1.2439165,1.2331421,1.1031474,1.0583439,1.1099248,1.2500001,1.1107011,1.1414745,1.181595,0.895839,0.6337155,1.0339656,1.1617371,0.94689757,1.0339452,0.9317528,0.9981519,1.0360274,0.7629525,0.89577127,1.1931816,0.8637279,1.2710981,1.189913,1.0735093,0.34872973,0.75734574,0.9047026,1.0107383,0.9311207,1.0851326,0.98029256,1.1672895,1.0176921,0.961668,0.9483637,1.0267903,1.2059741,1.2391602,0.9102706,1.2523106,0.71162295,1.0428519,1.0202634,0.96634436,1.0269443,1.1227777,0.83485603,1.120212,0.894981,1.1017479,1.035752,0.90053654,0.9689653,0.82371676,1.206346,0.782006,1.0116804,0.88315386,1.275286,0.8286431,0.9525019,0.88831747,1.1075829,0.7021766,0.9459115,0.89558494,1.0744383,1.0984666,0.95898104,1.0455261,0.84885025,1.1180215,1.0308359,0.8446964,0.8703369,0.8148067,1.134728,1.1726482,1.1258498,1.0643915,0.0,0.77609503,1.0592414,1.1665323,1.242791,1.1186678,0.94735515,1.168196,0.9888659,1.029979,0.9094183,1.03281,1.0751141,0.9323537,1.096565,0.8713139,1.0799098,0.73349524,1.2029779,0.9237095,1.1051075,1.0521904,1.1058093,0.968503,1.1027163,0.83310694,0.94664085,1.1064683,1.0952306,1.0311967,1.1775768,0.95575744,0.83679086,0.9471426,1.1622851,0.96131116,0.95053804,1.0444262,1.0236896,1.116266,1.0519801,1.1128246,1.022424,1.1871446,1.0858243,1.1785408,1.0266038
pillow,1.2275109,0.6844632,0.9518099,1.093265,1.1905309,1.0330529,0.9188417,0.6713608,0.75083375,1.2053833,0.96011543,0.4899699,0.86497957,1.0203949,0.986254,0.78805053,0.91252095,0.6741002,0.8454596,0.83191603,0.8514179,0.7912218,0.87465197,0.78262556,0.94775134,0.5692306,0.8044362,0.90468544,1.0681729,0.74113333,0.9225731,1.1223948,0.7142609,1.0160791,0.82264805,0.84612095,0.88464856,0.99863607,0.78420335,0.92072344,0.8888689,1.0319872,1.0512687,1.0837268,0.9638368,0.975799,0.81964654,1.1402583,0.9607905,1.1510775,0.94670457,1.3388398,1.2462631,0.9922499,1.0633363,0.7817296,0.97808087,0.85132277,0.90843725,1.0664502,1.3503301,0.980494,0.681934,1.3566318,0.9773177,1.2438986,0.90398836,1.1902049,0.7136617,1.3230587,1.4690969,0.9071152,0.6433683,0.9962697,1.0599929,0.8382938,0.95228595,0.8680063,1.2245567,1.3072506,1.0119346,1.0225742,0.9571375,0.94234186,1.0333842,1.1352917,0.93214935,0.3354125,0.8058831,1.282086,0.9821145,0.97062504,1.2320846,1.1236484,0.9233146,0.9343317,0.76147616,0.7915183,0.7993648,0.77609503,0.0,1.1619544,1.0551486,0.93223256,0.9864933,0.61314344,0.7003377,1.0099367,0.9857358,1.1070715,1.0253283,1.170599,1.0105033,0.9680751,1.1185287,0.97312194,0.83235574,1.03475,1.0134906,1.1086001,1.16053,0.81109875,1.2771666,0.77991164,0.8288692,1.3149594,1.0028727,1.2582717,1.0941517,0.8934836,0.7062752,1.0192919,1.3031186,0.9430352,0.9302065,0.9355056,1.2900813,0.3545792,0.9256185,1.302913,1.2803631,1.0285699,1.0323832,0.855665,0.87805444,1.2055643
pizza,0.8277612,1.1329277,1.0374949,0.7295042,0.8773795,1.0373198,0.94808304,1.0194113,1.1506575,1.0001233,1.0429113,1.238483,1.1651974,0.8878525,1.1304095,1.0212581,1.0938792,0.93220216,1.2059222,0.9830191,0.94764525,0.6641805,1.271775,1.1997948,1.0257839,1.3363231,1.2203239,0.9437731,1.1730882,1.229305,1.0875059,1.0714465,1.0880219,0.85992765,1.0376337,0.9642722,1.0744317,0.6503936,1.2284698,1.081596,1.1428671,1.2004412,0.5817534,0.99334425,0.97907066,1.1936451,1.0368241,1.0016145,1.1701148,0.95848215,0.915721,0.9944908,1.0344566,0.9733752,1.0066526,1.1432592,1.0217065,0.9506929,1.1817455,0.85275245,0.7878216,1.2057129,1.0061129,1.0063989,0.79443884,1.0321474,0.6075834,0.81329846,1.2555722,1.0014238,1.030266,1.1417868,1.1450711,0.98522574,1.0683546,1.1237386,1.1113042,1.2709306,0.93609405,0.6177727,0.7542551,0.9575002,0.76905274,1.060448,0.95390856,0.53459716,1.1486107,1.1268785,1.1807415,0.88969773,1.0085384,0.9071864,1.0742728,0.96747637,1.0677718,0.809731,1.2374841,1.2454607,0.9974212,1.0592414,1.1619544,0.0,1.0945603,0.66202426,1.0536793,1.1671429,1.1421256,1.1089815,1.0786059,0.96798056,1.1553216,0.5464006,1.025911,1.1579708,1.0843577,0.8840023,1.0880706,1.136978,1.2171565,0.900039,1.0328733,1.1669403,1.0259894,1.1055268,0.9536589,0.7089039,0.99009216,1.0955809,1.0051503,0.9967392,1.1507165,1.1070243,0.88312554,1.0240533,1.0926485,1.0023137,0.9646703,1.157691,1.0588465,0.856867,1.04236,1.0931504,1.0896072,1.2432966,1.1149787,1.060891
plant,1.0649836,1.173383,1.0583532,1.0056422,1.1461517,0.977776,1.0500761,0.8815071,0.89368474,1.0790589,1.1459277,1.2014811,0.807722,1.2361212,0.7643919,1.1043675,0.8126688,0.9834447,0.9702645,0.91227436,0.94263405,1.1846336,0.76704234,0.7716383,0.8521278,0.91174185,0.84023774,1.221185,1.2304574,0.869017,1.0819361,1.1127658,1.0034442,1.0810244,1.1680704,0.660954,1.145107,1.0213312,1.0610459,1.0107315,0.8868321,0.87565535,0.9120559,1.1570027,0.9802663,1.0891159,1.1262295,1.0321647,0.7778748,1.1209201,1.0861112,0.74686205,1.1421888,1.3034818,0.8964576,0.8278411,0.33408678,1.1620531,0.9180544,0.93494415,1.0762091,1.1981449,1.0553371,0.82076,1.0128202,1.1576871,1.0611391,1.1724019,1.1087525,0.8723385,0.97922635,0.8213932,1.2125914,0.9068675,1.2181971,1.1811064,1.0557737,0.92173564,1.1528027,1.0443741,1.1934373,0.86554295,1.19551,0.9255576,1.2816093,1.0349951,1.202676,1.1167077,1.2099015,1.2373018,1.1367795,1.0753732,0.97140175,1.1150615,1.2218301,1.0731881,1.0863844,1.130441,0.9029098,1.1665323,1.0551486,1.0945603,0.0,1.0397574,1.0097979,1.0440717,0.9564522,1.1762161,1.0260237,0.9639631,0.7859416,0.9146918,1.0431597,1.014094,1.2397345,0.93439114,1.2571989,0.84788764,1.0197785,0.99576515,0.89401364,1.0700922,0.998632,1.1073487,1.1889561,0.9921534,0.9622894,0.9939513,0.66499054,1.0318819,0.8670449,1.199292,0.99575925,1.0496643,1.2301257,1.2270415,1.1847379,1.1119223,0.98954,0.9193556,0.49812412,0.8558518,0.821407,0.8721407,1.07515,0.82807064
plate,1.2674122,1.002665,0.7699578,0.74782556,1.357557,0.7549808,0.77772397,0.6824098,0.986892,1.1543622,1.3081782,0.89566123,1.0743573,1.2214546,0.96751386,1.3401301,0.8660599,0.6639545,0.7454938,0.29501474,0.8360585,0.40415913,0.9574539,0.6332264,0.92729217,0.87342954,0.9000639,1.0032394,1.3833326,1.1558096,0.6146404,1.174924,1.1264347,0.84598035,1.0601944,0.98302865,1.334974,0.73827624,0.8029788,1.2106221,0.58631897,0.88760823,0.6033024,1.3737175,1.1194103,1.2401086,1.0131319,1.2854754,0.93396163,1.1279427,0.501571,1.219043,1.2175158,1.1881236,1.1190104,0.724524,0.8856231,1.1729083,0.84518164,0.9548878,0.9877439,1.0441544,0.8750071,1.0937386,0.70414734,1.379994,0.4200974,1.2271347,0.8275448,1.1708449,1.3968511,1.0047785,1.3787518,0.6810585,1.4181364,0.9373852,1.2672056,0.79660714,1.2730777,1.0893517,0.8976553,0.89894354,1.1800655,1.1868757,1.1228576,0.76341623,0.8765288,0.8300905,1.0390724,1.2294482,0.7264762,0.9861917,1.2989106,1.3703743,1.4183733,0.688511,0.8367247,0.8486377,0.86179245,1.242791,0.93223256,0.66202426,1.0397574,0.0,0.81457394,1.1494796,0.7293826,1.070434,1.0877688,1.1696802,0.97465265,0.6244751,1.3372097,0.72480154,1.3815491,0.90265906,1.3962681,0.7048809,1.1562586,0.71181226,1.0099286,0.90058374,1.2064075,0.65850765,1.2469862,0.773149,0.6101949,1.0640082,1.1403273,0.8387271,1.1371088,1.371033,0.9927787,0.4612459,1.105928,1.0049006,1.024327,0.8444942,0.62141997,0.709247,1.2163062,1.0737152,0.9307208,1.0644252,0.81225413,1.2450311
pumpkin,1.4466872,0.73104405,0.19729376,1.0089757,1.3606699,0.24360275,0.49454492,0.88525224,1.1467664,1.5075268,1.4487518,0.6957884,1.1833107,1.2865374,0.8593023,1.4456636,1.1521832,0.87602395,0.45268667,0.62751126,1.2139693,0.6262381,0.7709409,0.6502325,0.87053,0.7383636,0.6965433,0.7140614,1.1929523,1.186124,0.4807936,1.3102133,0.97771144,1.2547853,1.1905385,1.206327,1.3982632,0.9745176,0.4957875,1.4899421,0.5582682,0.6799911,1.1432705,1.3425891,1.1970365,1.3332028,1.0725713,1.2079024,0.8299416,1.0640824,0.37214142,1.168127,1.1780537,0.8173995,1.1913713,0.53252125,0.7830263,1.0291427,0.83283794,1.115255,1.3989068,0.7101656,0.9043239,1.2206036,0.9176298,1.2278186,0.64814466,1.1682835,0.41113484,1.2862215,1.3558493,1.0318389,1.1806717,0.7945363,1.3953046,1.0683897,1.3473662,0.57852626,1.2361491,1.2545229,1.1358935,1.1109957,1.2853575,1.2654686,1.0046961,1.1096934,0.35698807,0.81425774,0.6095826,1.0001336,0.15085542,1.3510914,1.2836525,1.3622272,1.3050666,1.2396781,0.581526,0.5222338,0.7631866,1.1186678,0.9864933,1.0536793,1.0097979,0.81457394,0.0,1.1235346,0.78083265,0.52935135,1.2443004,1.2267449,0.6519597,1.0432403,1.2395251,0.81115884,1.3281639,0.9101067,1.2369235,0.835292,1.2180321,1.2776935,1.1870085,0.51951325,1.2786429,0.42216372,1.0202408,1.2947559,0.80929786,1.0389574,1.2045624,0.34903014,1.177477,1.298123,1.4624856,0.5983504,0.54486614,0.6538767,1.2521029,0.7435634,0.59751153,1.3088251,1.1700003,1.0342343,0.7892971,1.011626,0.49642926,1.3264487
purse,1.0821058,0.969486,1.2547526,1.0778372,1.1015463,1.1137877,1.0444403,0.9593679,0.59698546,1.1248069,0.9393309,0.8415284,0.8511456,0.9207093,0.8987458,0.88095456,0.91385645,0.8358347,1.0469627,1.0367316,0.6478169,1.1365014,0.97112274,0.7195963,1.1104856,0.7198373,1.0862535,1.1953659,1.1058317,0.64576006,1.2191439,0.88896734,0.6291523,0.8515578,0.92007446,0.8582401,0.82104295,1.1265852,1.1380045,0.77026886,0.97797287,0.9859079,1.0509899,0.9145652,0.8985651,0.9466445,0.71548295,1.0116876,0.9682885,1.0892975,1.142715,1.2068737,1.1095142,1.1104468,0.98296,1.1909646,1.0715508,0.8180582,0.9468303,1.0601329,1.0295614,1.0488415,0.74841446,1.2387925,0.98643667,1.1222434,1.1324352,1.0761684,0.87182486,1.0803902,1.166012,0.8697494,0.5738579,0.8969771,0.9585348,0.8589936,0.7874764,0.9498441,1.1066524,1.1323473,1.0769426,0.95756686,0.79147947,0.833964,1.0702398,1.0353934,1.2240045,0.80747294,0.93031293,1.1685297,1.2238127,0.7702142,1.1826795,0.99296844,0.8098428,0.9802353,1.0885085,1.1241167,1.0414792,0.94735515,0.61314344,1.1671429,1.0440717,1.1494796,1.1235346,0.0,0.60864645,1.1664245,0.87399334,1.1093932,1.0206643,1.1498138,0.8782504,0.9782906,0.99231017,0.73973066,0.75217205,0.94051975,1.0581105,1.0738765,1.0057875,0.9075923,1.2725077,1.1119734,0.8289852,1.1748416,0.95108527,1.0072101,1.179112,1.1541511,0.5308065,0.99794394,1.0779855,1.0695338,1.139523,1.1707608,0.9929854,0.76250803,0.90763617,1.0780269,1.2648572,0.91278446,1.0604641,0.6647618,0.9590691,1.209784
