,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
spoon,1.4281757,0.7008348,0.8023294,1.2844545,1.070189,0.80754125,1.1240228,1.0275503,1.1905375,1.452651,0.64694417,1.2835157,1.4366099,1.4730656,0.72033906,1.184251,0.92943215,0.86703897,1.092488,0.79648095,1.0572767,0.8785335,1.027122,0.89567965,0.7310663,0.9730139,1.2704455,0.8962915,0.74717903,1.3020034,1.0545137,0.738989,1.4143128,0.8587892,0.50690925,1.4460077,0.6975149,1.3310022,1.2919627,1.0928286,0.8546351,1.3069737,0.9996364,0.6944076,0.73921645,1.2085258,0.80993533,1.2411982,0.7533473,0.79550767,0.022345483,1.0736089,0.9932721,0.8395558,1.0578809,1.1433904,0.9226031,1.289581,1.1380744,0.8572265,1.2437952,1.1798407,0.8594757,1.357935,0.34023714,1.0657346,0.45246077,0.76992154,1.3287771,0.9309921,1.4184593,1.0670874,1.0209707,1.0683321,0.8431028,0.65372795,0.5872957,1.0607904,0.84714866,0.9308838,1.0928456,1.4135145,1.3411813,1.3612492,0.42717528,0.37914872,1.0807146,1.0144458,0.71044,0.7813627,0.7446397,1.2817433,1.0875261,0.8282895,0.8456081,1.169748,1.1722611,1.1035438,1.2558126,0.9816317,1.3127515,1.2590942,1.2148584,1.0263506,1.2405517,0.91586024,1.279109,0.5776737,1.1873803,0.75914764,0.85283804,1.0835619,0.0,0.75779146,0.83874637,0.7024056,0.92732793,1.4173545,1.2131505,0.5812828,0.8127402,0.8867874,0.74190587,0.7191142,1.032418,1.1822,1.0014741,1.1340384,0.7584693,0.5605569,1.2603908
sprinkler,1.4053779,0.44607288,0.7696732,1.2582843,1.0299804,0.64919263,1.2154676,1.198669,1.2057774,1.3776352,0.2884953,1.2209524,1.4278005,1.4027274,0.3476019,1.306701,0.96423066,1.186498,1.3348787,1.0327315,1.1962712,1.1546522,0.90204835,0.77154917,0.7985108,0.99247324,0.9485782,1.1575391,0.3903644,1.2115974,1.0634327,0.8516452,1.3642192,1.1194751,0.27432406,1.3889408,1.0015155,1.2956975,1.3851027,1.0678234,1.0324808,1.2073059,0.91661704,0.50869614,0.6632677,1.0740663,0.73397887,1.1758423,0.5916668,0.691581,0.75209457,1.1924641,1.1401503,0.63363045,1.3012617,0.9560429,0.9351655,1.1746,1.2395463,0.56383675,1.0650568,0.9585383,0.95477825,1.1156384,0.4870842,1.1700085,0.41764498,0.970705,1.3025742,1.0124302,1.4521228,1.2420588,0.9430829,1.2224537,0.24448705,0.7841386,0.5919148,0.851036,0.64171135,0.92838734,1.1855198,1.3860993,1.2239618,1.3790767,0.27606046,0.4152093,1.02904,0.9928449,1.0537344,0.94983727,1.1412339,1.3401794,1.2439405,1.1872519,1.0111527,1.0903914,1.1491532,1.1580534,1.295192,1.2765105,1.189932,1.2427055,1.1338158,1.3346488,1.1858634,0.8638018,1.2037265,0.27090567,1.0134964,0.6128695,0.9088624,1.1068876,0.75779146,0.0,1.0383339,0.61618096,1.2345047,1.2864404,1.3164855,0.80401695,0.6106075,0.9406204,0.9138325,0.5750173,1.1551133,1.2872303,1.0221577,1.2692769,1.0281379,0.5609493,1.1317126
stick,1.1704209,1.0074344,1.0548927,1.005307,0.95329046,1.0424529,0.9445337,0.9344773,1.0202335,1.0803293,0.9631126,1.0442519,1.1241201,1.079657,1.0124965,1.0481254,1.0423337,0.98445255,1.0561081,0.8575746,0.9011928,0.982191,1.1905872,1.0369945,1.0019675,0.893947,1.1044652,0.91700995,0.946215,1.100016,0.98198867,0.9382596,1.0367111,0.8859656,0.91538286,1.0745076,0.93158877,1.0159599,1.0223613,1.0198464,0.9654235,1.055043,1.0882516,1.0169164,1.1333176,1.0847327,1.0306518,1.1438631,1.0766737,1.0769724,0.83558357,1.1568435,1.0890815,1.1509069,1.1088756,0.96433944,1.1663778,1.1470759,1.0871354,1.134084,1.1264746,1.1508236,0.89249194,1.1592288,0.79372704,0.94172186,0.82341266,0.896628,0.9676518,1.0378172,1.0435637,0.9440377,1.0246828,1.1633219,1.0716473,0.85120374,0.99497825,1.1289933,0.9407353,1.0915939,0.9357283,1.1053438,1.2099907,1.0123601,0.8605305,0.8535134,1.1287988,0.93887305,0.7427795,0.7823994,0.8667183,1.000103,1.0348217,0.96203816,0.97513664,1.0741053,0.84450656,1.0569638,1.0572435,0.9364805,1.1738603,1.0395427,1.155431,0.9545574,1.0326284,0.96227956,0.8558905,1.0600805,1.0136784,1.0993623,1.084897,1.093634,0.83874637,1.0383339,0.0,1.098043,0.9465638,1.1781106,1.0617323,0.93984425,1.0891317,1.0676031,0.9032319,0.9030973,0.9506426,1.0408864,0.9691014,0.93855,0.80944157,0.9911003,1.0174984
strawberry,1.4984055,0.45893937,0.18376005,1.4346681,0.9466299,0.48441988,1.0115688,1.1509306,1.4658267,1.5614398,0.41462684,1.3557456,1.5063417,1.5112772,0.6527777,1.2704861,0.9077067,0.8215133,1.2099386,0.84839046,1.1892838,1.0268985,0.96259236,0.8575267,0.8349986,0.87043524,1.2447885,1.1193062,0.6816621,1.4283766,1.0540797,0.7213459,1.52371,0.9552597,0.3637671,1.5730171,0.8842533,1.381475,1.2689769,1.3003854,0.8806366,1.3170758,0.8164241,0.20160842,0.67323256,1.177785,0.50190705,1.0230616,0.5986402,0.516307,0.7033765,0.9794438,1.2756743,0.72265214,1.0425864,1.1415068,0.79066706,1.3246771,1.1324402,0.51198226,1.2043647,1.1341068,0.7979483,1.2381647,0.5904354,1.3054324,0.650566,0.81649655,1.2534566,0.9070589,1.3047689,1.2045176,0.83347046,0.94520694,0.43710434,0.77638745,0.468359,0.80069506,0.6186832,1.0106728,1.1464838,1.3978204,1.2918563,1.4916854,0.50903136,0.5103378,0.824211,1.0696143,0.8806915,1.0282489,1.0174874,1.3888406,1.0421702,1.0082954,1.0217004,1.3706459,1.2961105,1.0066541,1.3247753,1.3051746,1.3192781,1.1433146,1.1154082,1.2773545,1.3180673,1.078131,1.1183449,0.35304475,1.1870723,0.5750396,0.7711499,0.9586637,0.7024056,0.61618096,1.098043,0.0,1.2032547,1.3878825,1.3441942,0.6507816,0.5452403,0.7095799,1.0098614,0.6973426,1.0332118,1.2467345,1.0880747,1.2150166,1.0355976,0.64418405,1.3219787
stroller,0.98461366,1.2067742,1.1854342,1.031173,0.9573145,1.1141789,1.2199857,0.7905861,0.8850798,0.9219645,1.1297656,0.97562146,1.0331975,0.91548073,1.1321433,0.9895019,0.9712074,1.081609,0.8489321,1.1897757,0.75596285,0.76605296,1.1192144,0.8167927,0.6526674,1.1941658,1.0608543,0.659657,1.0543807,0.79118466,0.8409625,1.1623032,0.8868382,1.1652361,1.1848454,0.85922444,1.0333707,0.9095919,0.8134767,0.7444964,0.9925765,0.9520619,1.0169954,1.383619,0.9734722,1.0021769,1.2710547,1.228858,1.030754,1.2099411,0.9267603,1.0302827,0.9485541,1.180567,0.8737353,1.0787637,1.0252277,1.0102569,1.1626384,1.0521486,0.95300204,1.011549,0.82823884,1.0356131,1.1899718,0.6431223,0.9128576,1.1892529,1.1714189,1.1083617,0.9778338,0.236031,1.182818,1.0764837,1.294009,1.1465844,1.1414037,1.1172954,1.3334355,0.8389307,0.96639156,1.079644,0.97515607,0.9959756,1.1989517,1.2092979,1.2061386,0.87182605,1.1210495,0.85454875,1.1652021,0.913748,1.1519151,0.7714964,0.92123806,0.74996066,1.1229372,1.1705456,1.0684252,0.92124736,1.0153033,0.878618,1.0210788,1.1373546,0.856083,1.0452032,0.9122224,1.2334923,1.0945468,1.0981001,1.1204932,1.2277732,0.92732793,1.2345047,0.9465638,1.2032547,0.0,1.0394217,1.0665648,1.0850967,1.2281483,1.3082637,1.0861874,1.0253276,0.72312635,0.9402804,0.73033756,0.46717513,0.5678911,1.0530345,0.6636041
sweater,0.5477271,1.2859044,1.3229307,0.5119757,1.2208312,1.3769951,0.8823261,1.2060672,0.70152235,0.52819836,1.4457726,0.73835117,0.5082102,0.5698867,1.309566,0.96473235,1.1944876,1.1838155,1.0852778,1.240035,0.981253,1.3076115,0.9598206,1.1979347,1.287878,0.87587327,0.6344033,1.0730213,1.3669548,0.66674894,1.0160735,1.3198662,0.6289791,1.1804774,1.4264616,0.6468899,1.3177757,0.8037775,0.87108976,0.9059668,1.1513346,0.83120483,0.93668365,1.3009275,1.3074511,0.8087634,1.0925229,0.8833008,1.4094766,1.1249282,1.4321852,1.0646731,0.8934683,1.014018,0.9202198,0.8614678,1.2681317,0.58744705,0.7050038,1.2025293,0.6588477,0.51646787,1.3548441,0.4203186,1.3593248,0.9302323,1.4735072,1.2772243,0.8248827,1.0256641,0.7560128,1.0424882,0.99670464,0.9842868,1.2300012,1.3325925,1.2690804,1.0987381,1.0806369,1.1320901,1.0214527,0.5193767,0.34679925,0.71676564,1.3589959,1.3095646,0.9788003,1.0604614,1.3169999,1.3245106,1.1627285,0.6383204,0.9648832,1.1863024,1.2963505,0.7392751,0.8301803,0.99583614,0.6929226,0.9586894,0.24352777,0.89544976,0.63657606,0.89528584,0.7893761,1.0247182,1.0048398,1.3393581,0.75189376,1.2686828,1.0149729,0.97819465,1.4173545,1.2864404,1.1781106,1.3878825,1.0394217,0.0,0.7457826,1.4128529,1.1334057,0.99078304,1.08389,1.3032411,1.3130536,0.956382,1.0773541,0.97148484,1.1901428,1.3175287,0.826507
table,0.4919753,1.3706164,1.2038057,0.66099036,1.0545613,1.3351276,0.9021851,0.8558795,0.76014674,0.5774527,1.4150229,0.8322501,0.56818795,0.70783,1.2779417,0.7467346,0.8242535,0.63007766,0.79100645,0.9128387,0.9148256,0.8876807,1.1057967,1.3023498,1.2732375,1.0797062,0.9420851,1.0362728,1.2441993,0.78562236,1.0732534,1.0036033,0.61973226,0.8809212,1.4832283,0.519274,0.8625485,0.7854109,0.8133091,1.0165758,1.2262539,0.8092245,1.3055198,1.3069472,1.3471112,0.88718903,1.3858564,0.9045917,1.3063385,1.3530293,1.2264578,0.96965885,0.77779245,1.3246169,1.1574547,1.0300746,1.1247277,0.82509744,0.9467678,1.417482,0.8159024,1.0617987,1.0827183,0.8776469,1.3093147,0.92921257,1.4475474,0.96376234,0.6713697,1.0177498,0.8167736,0.9290096,1.0671811,1.0017072,1.2589225,1.2040817,1.5003402,1.1490507,1.2441161,1.1910639,0.93190175,0.78122497,0.8033187,0.57748353,1.4043071,1.4344008,1.1080776,1.2470059,0.9041757,1.1056567,0.5637938,0.8217695,0.79571027,1.1189176,1.0410728,0.9033452,0.8892666,0.84584814,0.87118447,0.7304653,0.8439189,0.98362297,1.1042945,0.6285775,0.8116445,0.9734403,0.8868992,1.4596369,0.929333,1.3231583,1.3273867,0.8801867,1.2131505,1.3164855,1.0617323,1.3441942,1.0665648,0.7457826,0.0,1.167244,1.4012764,1.1432014,1.0450852,1.411174,0.9642381,0.6870537,1.0045208,0.8391219,1.202396,1.4080211,0.7899029
tape,1.3453674,0.79378873,0.6168409,1.3475894,0.75863117,0.6127005,1.0905241,0.8323945,1.3054038,1.4303886,0.70284075,1.348551,1.3440565,1.4579715,0.78191173,1.1644127,0.6655196,0.6752459,1.0950679,0.77872694,1.1357924,0.64225864,1.1871123,0.7921152,0.71692944,1.17661,1.2837974,1.0590168,0.571331,1.3353996,1.0874147,0.6188608,1.3948709,0.8740572,0.66894156,1.3758624,0.47684377,1.1856668,1.1692477,1.1682947,0.968474,1.20337,1.0693042,0.7162304,0.4435705,1.1793712,0.91129446,1.1942761,0.688439,0.85841167,0.61717606,0.9719992,0.8468349,0.97720253,1.1093966,1.2137364,0.7328241,1.339877,1.2858064,0.71895295,1.260417,1.2655009,0.57207096,1.3093309,0.78811234,1.2191358,0.60743195,0.68715334,1.202772,0.88367265,1.3370256,1.1110401,1.060452,1.1198326,0.80598485,0.8344585,0.6610201,1.0118266,0.9886343,0.81245303,0.87528414,1.408408,1.3876176,1.3394374,0.75254446,0.7936428,1.0208925,1.1151385,0.7219211,0.8313942,0.8116838,1.3421458,1.0454485,0.9355665,0.6515512,1.2988489,1.234665,1.0155716,1.2661562,1.0338457,1.4064461,1.1478364,1.2706455,1.0452098,1.2472832,0.9117133,1.1561643,0.6479324,1.0985115,0.7833849,0.95206666,1.0104668,0.5812828,0.80401695,0.93984425,0.6507816,1.0850967,1.4128529,1.167244,0.0,0.900501,1.0050312,1.0297253,0.8009763,0.7938259,1.1141574,1.0977983,1.1717216,0.9062277,0.54991645,1.3247263
toe,1.4359602,0.5967912,0.55290323,1.134137,1.1465273,0.7659339,1.0384768,1.3378948,1.4794123,1.4669079,0.6339334,1.3789084,1.4117258,1.4200001,0.76416135,1.3486509,1.1107383,1.152047,1.3843395,0.9419913,1.2310677,1.2684574,0.71437645,1.0006542,0.932132,0.75247926,1.2360473,1.2514901,0.78030086,1.3857665,1.0803037,0.7674844,1.4624078,0.9775365,0.45632875,1.5728989,1.0303525,1.3407371,1.2166052,1.235971,1.0421046,1.1953071,0.6735528,0.42834032,0.80716467,0.92903733,0.14103776,1.1136932,0.90028286,0.23362315,0.87551,1.2127713,1.2351758,0.34643257,0.96630824,1.1806381,0.9189599,1.0619881,0.6324158,0.6562683,1.0468518,1.002028,1.0183628,1.0747775,0.7665015,1.2703155,0.77149403,0.9953647,1.2776153,0.9964701,1.1579483,1.2426387,0.62357306,1.0179826,0.43477124,0.9587992,0.34249145,0.5739311,0.6145489,1.1014838,1.2195494,1.1512355,1.1887131,1.4291973,0.59733254,0.46699357,0.8860612,1.1661747,1.0057319,1.1094221,1.1301976,1.2221514,1.0090084,1.2049178,1.0495424,1.3326614,1.1785555,0.95094323,1.1864216,1.387706,1.1591533,1.2050928,0.9712028,1.31081,1.244343,1.2826474,1.2808912,0.4536755,1.2192732,0.7310862,0.6283958,0.8611161,0.8127402,0.6106075,1.0891317,0.5452403,1.2281483,1.1334057,1.4012764,0.900501,0.0,0.42253315,0.74026656,0.84480596,1.2316179,1.4912659,1.150296,1.2430072,1.0774962,0.48565054,1.3287606
tooth,1.1939228,0.93029714,0.6784825,1.0897783,1.2857475,1.0400296,0.7565948,1.3665996,1.3372424,1.3365848,0.95594954,1.204915,1.1870185,1.2837102,1.0883896,1.1614108,1.1738373,1.0429,1.2305477,0.7464949,1.1962347,1.3253512,0.5776666,1.2500157,1.2153838,0.6433519,1.2125878,1.3153062,1.2037224,1.2806852,1.1022604,0.7296735,1.3741155,0.7392637,0.74931073,1.4091659,1.106689,1.2577616,1.1918473,1.2665966,0.9381629,1.2126166,0.6929307,0.5743206,1.0272377,0.97995675,0.37721753,0.81056345,1.0708528,0.6471973,0.950833,1.0660933,1.0448679,0.43015885,0.9356168,1.1956724,0.8977901,1.048132,0.54842347,1.0103018,1.0742106,0.9772308,1.2541707,1.0691788,0.8883634,1.2621586,1.1236557,0.9304488,1.0100418,0.96090865,1.0102054,1.2599968,0.42173505,0.7536206,0.75342155,1.0052906,0.54770267,0.6653604,0.80880797,1.2078975,1.1491144,0.9800848,0.99164957,1.2429081,0.84360737,0.6162333,0.6454452,1.3232803,0.84545153,1.2163674,0.888519,1.0164107,0.8477341,1.2235156,1.2043294,1.3140149,1.0436724,0.7881842,1.020261,1.1856757,1.063865,1.0720642,0.8916191,0.87336534,1.1685172,1.2465289,1.2718326,0.8182775,1.1611953,0.8928249,0.70259583,0.68241787,0.8867874,0.9406204,1.0676031,0.7095799,1.3082637,0.99078304,1.1432014,1.0050312,0.42253315,0.0,0.68271625,1.1801668,1.3616569,1.2432747,1.290434,1.2075495,1.2520303,0.824895,1.3352244
toothbrush,1.015209,0.98537105,1.031388,0.8861296,1.0579034,0.9984702,0.8057296,1.0175302,1.2222775,1.2040044,0.9507507,1.3043816,0.9216958,1.156775,1.0321476,0.95773315,0.867477,1.0680438,1.0173993,1.1435091,0.9205064,0.99440545,0.98773175,1.1724552,1.1080033,0.8210573,1.2931783,1.1962318,0.9894566,1.2806925,1.0383141,1.0717933,1.1745639,1.0358471,0.74685496,1.1131334,0.95334214,1.1043054,0.8327467,1.1863353,1.154416,0.98264486,0.875216,0.8326314,1.0837901,1.0097523,0.6824509,0.9903163,1.0095097,0.88923186,0.8269564,0.9926547,0.8968923,0.77488744,0.74020046,1.226299,0.79620105,0.9349194,0.5545727,1.0361835,1.0224092,1.1697563,0.9804712,1.2749071,0.85729814,1.2027808,0.97521955,1.1525358,1.1157523,0.9060855,0.8766059,1.1112658,0.88566047,1.0314069,0.8784868,0.9696423,0.73246926,0.7536881,0.8415812,1.2308518,1.1532178,0.9198993,1.2189949,1.0284438,0.73896575,0.6244431,1.0311605,1.1716712,1.0887066,0.9020406,1.0745307,0.964874,0.7941821,1.1739014,1.0151559,1.2844155,1.0083226,0.932808,0.9558196,0.60562587,1.116512,1.1320978,1.0816398,0.82677996,1.071537,1.2614946,1.0936177,0.91027224,1.2427298,1.0280313,0.85019743,0.9035991,0.74190587,0.9138325,0.9032319,1.0098614,1.0861874,1.08389,1.0450852,1.0297253,0.74026656,0.68271625,0.0,1.0483887,0.87659276,0.9896321,1.2280841,1.0960155,0.94687283,0.7889974,1.2461174
towel,1.480068,0.45613742,0.91217965,1.2925392,1.0391315,0.5963648,1.1413265,1.0912437,1.1532352,1.2992125,0.4130385,1.0309844,1.3843551,1.2429028,0.5436202,1.1571679,0.9209368,1.1350958,1.1124821,0.9203829,1.0386177,0.9407485,1.1760759,0.40476084,0.7439073,1.0355179,1.0980793,0.8085697,0.5142202,1.1750045,0.9369676,0.9023045,1.2172441,1.012751,0.49460042,1.3405521,0.851771,1.3163111,1.2790531,0.94513893,0.86581177,1.1604415,0.8241637,0.7572782,0.8100994,1.2556264,0.9014346,1.3390119,0.6220919,0.69671166,0.679351,1.1755329,1.2139969,1.0214955,0.9598193,0.98812014,0.9524548,1.3297459,1.3380963,0.535399,1.2562294,1.038082,0.84438705,1.176458,0.5993252,1.0337871,0.3373978,0.90620184,1.3276254,1.0596552,1.2879871,1.1793807,1.1566907,1.2099898,0.8056725,0.24171162,0.7336727,1.1483538,0.7342896,0.550678,1.0727402,1.2088001,1.2656224,1.2741369,0.55495495,0.6537319,1.096867,0.5020592,0.9056131,0.8075226,1.0796398,1.3111943,1.2678641,0.87175953,0.867809,0.9253554,1.1899924,1.2220349,1.3136127,1.3127483,1.2204326,1.110126,1.0094608,1.2292615,1.2297996,0.7625946,1.0539644,0.4477079,1.1076124,0.54997456,0.6262727,1.2373701,0.7191142,0.5750173,0.9030973,0.6973426,1.0253276,1.3032411,1.411174,0.8009763,0.84480596,1.1801668,1.0483887,0.0,0.994349,1.2339432,0.9888469,1.2226946,0.7467357,0.699155,1.1236117
toy,1.0012418,1.1758641,0.9862658,1.1430384,0.49234992,0.84764564,0.9900033,0.4393654,1.1070416,0.96241146,1.0108298,1.1918892,0.9009642,0.94467854,1.0191514,0.8143412,0.6466202,0.8357675,0.69611543,1.1279126,0.73693323,0.42518938,1.3507212,0.9950481,0.80337614,1.3742373,1.2044903,0.92951727,0.8551276,1.115933,1.085192,1.0462291,0.86685693,1.111904,1.1234288,0.74955046,0.74034595,0.77979666,0.47057486,1.0876303,1.1705482,0.8158995,1.2206272,1.1928648,0.850384,1.0443285,1.2712746,0.95398104,0.7346343,1.2205722,1.0388284,0.55321985,0.99412364,1.3259873,0.7791549,1.1380816,0.7782457,1.1213913,1.2554379,0.9604878,1.1233777,1.3017323,0.56865984,1.2951669,1.2280939,1.0116514,0.98887235,0.99527466,0.9853251,1.0024729,0.84850156,0.6595578,1.1963348,1.1205513,1.1573943,1.0376184,1.1409067,1.01376,1.2943113,1.0236387,0.8033093,1.1188388,1.3672967,0.8652232,1.1889406,1.273005,1.169083,0.9017512,1.0231869,0.7563909,1.117402,1.1691815,0.8767823,0.79678357,0.6223586,1.2294542,1.0847894,1.0819539,1.0859106,0.60894704,1.3135412,0.95246,1.3023202,1.086745,1.0675173,1.2487988,0.7353046,1.154632,1.1530874,1.0689492,1.1406717,1.1613218,1.032418,1.1551133,0.9506426,1.0332118,0.72312635,1.3130536,0.9642381,0.7938259,1.2316179,1.3616569,0.87659276,0.994349,0.0,0.7361369,0.9803694,0.67653775,0.7625973,0.99873,1.0361716
tray,0.55601496,1.295783,1.2269412,0.9411945,0.8381872,1.18034,0.9101031,0.603613,0.6289312,0.662051,1.2516489,0.621202,0.70818293,0.7043685,1.1780821,0.46091187,0.8882686,0.7803861,0.52621555,1.2699699,0.8263144,0.6920879,1.1215321,1.006882,1.1042795,1.1714153,0.93567353,0.7942465,1.2716143,0.80685747,1.0181001,1.3213446,0.6582158,1.2158774,1.3734684,0.5009922,1.011662,0.71600175,0.6631746,0.9769698,0.7673693,0.94161177,1.1062862,1.3239248,1.2532809,1.0342271,1.4275031,0.7974736,1.0992436,1.3879039,1.1308812,0.7742131,0.86828446,1.3561592,0.98632884,0.9898007,0.9042185,1.0408586,1.016303,1.2563353,0.9751623,1.0677485,0.8055873,0.994574,1.1755123,0.79617345,1.2460458,1.1621648,0.89787185,0.9958249,0.8508002,0.91706526,1.1934675,0.9831587,1.3680857,1.1919363,1.4290943,1.1475513,1.3036461,0.9089294,0.93610966,0.89000404,0.8866524,0.58985126,1.2829213,1.3225653,1.070645,0.95662093,1.1657465,0.95568293,1.0191617,0.8680291,1.0324668,0.82862407,0.95545566,0.8789593,0.9414644,0.9792548,0.8378826,0.5957178,0.9956451,0.8799182,1.0920932,0.8427042,0.84237176,0.7390721,0.8468869,1.330826,1.0379367,1.1525776,1.247159,1.0251652,1.1822,1.2872303,1.0408864,1.2467345,0.9402804,0.956382,0.6870537,1.1141574,1.4912659,1.2432747,0.9896321,1.2339432,0.7361369,0.0,1.0421455,0.90752655,1.0257429,1.3867817,0.9009657
tree,1.0913124,1.0150816,1.1095934,0.9682916,0.95715845,0.99430346,1.2081311,0.9423036,0.8283198,0.9265225,1.0050857,1.0012566,1.0679096,0.970592,1.0152981,1.012225,1.0727905,1.0206343,0.99625796,1.1402507,0.90310997,0.9746656,1.1792748,0.92072266,0.804251,1.1378064,0.87270737,0.7750797,0.9538306,0.80637574,0.9306836,1.1369305,0.9378891,1.1536068,1.0758172,0.91287017,1.0349709,1.0263503,1.0540266,0.73000425,1.0009432,0.94440985,1.161548,1.2032931,0.9739237,1.0116934,1.1699543,1.1952732,1.0108393,1.1034743,0.9613273,1.1106533,0.97853,1.2008243,1.0695266,0.862494,1.0548639,1.0003856,1.1445968,1.105799,0.90788877,1.0070547,0.9233671,1.0357063,1.0161946,0.7194731,0.8760968,1.0820273,1.0795987,1.0876002,1.0740519,0.7531959,1.0968347,1.1361241,1.1077803,1.0998446,1.1230466,1.1781046,1.0426719,0.926832,1.0271469,1.0419211,1.1136459,0.99098593,1.0256634,1.0961646,1.0594809,0.9386134,1.0595882,0.85773104,1.0753479,1.0298164,1.1647507,0.94244033,1.0272073,0.79202145,0.9689083,1.1164387,1.0666627,1.0230848,1.0234816,1.0786312,1.0715649,1.167491,0.87997526,0.95446354,0.8266842,1.093951,0.9688842,1.0042224,1.2663125,1.1665608,1.0014741,1.0221577,0.9691014,1.0880747,0.73033756,1.0773541,1.0045208,1.0977983,1.150296,1.290434,1.2280841,0.9888469,0.9803694,1.0421455,0.0,0.77878624,0.91568196,1.0642713,0.45401758
tricycle,0.8967342,1.2545239,1.14622,0.90527076,0.9144437,1.1705108,1.1099014,0.7845284,0.85012066,0.8196185,1.2286754,0.9765352,0.8648611,0.8821354,1.1747749,0.8809708,0.89763,0.9063804,0.8060082,1.190139,0.82154423,0.80336106,1.1433324,1.0715598,0.86579955,1.2093853,1.0387384,0.82354856,1.1221572,0.8929917,0.94210345,1.1867943,0.7928482,1.1769574,1.3038737,0.72060645,0.9518061,0.9055973,0.68622553,0.93993294,1.1455189,0.86362857,1.1095358,1.3286204,1.1643027,0.94478077,1.2717246,1.0887299,1.109447,1.2354879,1.1212862,0.96615255,0.9529027,1.2257867,0.9574838,0.9728832,1.0880778,0.930979,1.0669835,1.2114136,0.86276186,1.0759099,0.97599065,1.0211954,1.2547415,0.82888293,1.1703962,1.134081,0.9536487,1.0894041,0.87967086,0.13847685,1.0265766,1.0808709,1.245954,1.2164919,1.2892736,1.0357057,1.2937198,1.0409583,1.0303594,0.9703526,0.9953209,0.7934089,1.2733034,1.2899373,1.1366485,1.039832,1.1356605,0.9835636,1.1074047,0.96774495,1.0155096,0.9231939,0.97643346,0.91648656,0.93368983,1.0941906,1.0611954,0.9225521,0.9715846,1.0149325,1.0356363,1.0674657,0.9314913,1.0360054,0.7992057,1.3195622,1.015106,1.1837834,1.2835639,1.1565049,1.1340384,1.2692769,0.93855,1.2150166,0.46717513,0.97148484,0.8391219,1.1717216,1.2430072,1.2075495,1.0960155,1.2226946,0.67653775,0.90752655,0.77878624,0.0,0.89989513,1.2046614,0.6231539
vacuum,1.1193109,1.0053583,1.0379931,1.1410779,0.97931546,0.89605355,1.1983796,0.84617305,0.9017647,1.1038423,0.8850501,0.96409583,1.2706435,1.1188918,0.95076317,1.0729052,0.9176305,1.0457433,0.9188261,1.1045902,0.74712676,0.75559455,1.1976671,0.5894202,0.77537584,1.1737759,1.1485873,0.61351705,0.8434415,0.80227107,0.97784436,1.0708088,1.0125148,1.1047826,0.9248152,1.0267338,0.8937968,1.0292517,1.001187,0.67275554,0.88271654,1.040239,0.9652641,1.1686959,0.94680667,1.0777491,1.0947745,1.2739257,0.91831005,1.0534565,0.78561354,1.0968378,0.9915898,1.1294824,0.9896856,1.1642377,1.0496633,1.0884036,1.1871762,0.8959139,1.1523527,1.1192727,0.7720914,1.2217007,0.91995895,0.6163087,0.6150763,1.067763,1.1370842,1.1815233,1.1608052,0.75961185,1.1402626,1.1761177,1.131659,0.91317075,0.9599569,1.1623095,1.1313882,0.6294565,1.0234585,1.2390624,1.2194319,1.1254598,0.9063631,0.9503552,1.1900117,0.88822657,1.0079023,0.7026449,1.1119411,1.054801,1.1553862,0.8361785,0.81839824,0.67404747,1.1619114,1.1396549,1.0696287,0.9121524,1.1920073,0.9185263,1.1792246,1.0939169,0.8766537,0.89733434,0.99578446,0.97644347,1.1500429,0.99532014,1.0022358,1.1826897,0.7584693,1.0281379,0.80944157,1.0355976,0.5678911,1.1901428,1.202396,0.9062277,1.0774962,1.2520303,0.94687283,0.7467357,0.7625973,1.0257429,0.91568196,0.89989513,0.0,0.8472403,0.92528224
