,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
owl,0.9630127,1.0579214,1.0190204,1.1951338,0.9327685,1.0242509,1.0035785,1.0082575,1.1046088,0.583614,1.023125,1.0459218,1.0445141,1.0557045,1.0263809,0.86425555,0.88505906,1.2224017,1.1347245,0.99425745,0.99403024,0.97819966,1.2011198,1.1559968,0.97450536,1.0497346,0.7831501,1.0666864,0.9257231,1.0801846,1.1327642,0.9949584,0.8206216,1.0674133,0.8799715,1.0938176,1.056588,1.1741023,0.97434944,0.8407269,1.0662513,1.0253041,0.998756,0.9526005,1.0148808,0.80551517,1.0416327,0.7474903,1.1586694,0.70563614,1.0583316,1.0532534,1.1498363,0.58770764,1.1741264,0.9854979,1.119072,0.6768459,1.1258259,1.0835376,0.9270371,1.1826704,0.9820528,1.0230609,0.862284,0.9245947,1.1832073,1.1043965,1.1681412,1.0649699,1.0583724,1.0017899,0.9795986,0.9806696,0.98212105,0.960395,1.1385252,0.9468967,0.9890393,1.1038239,0.9339606,0.98828924,0.90671104,1.0742807,0.0,1.0618883,1.1249956,0.98112106,1.1210852,1.1003828,1.07657,1.0619262,1.0266176,0.9151846,0.9949765,1.0360284,0.8884736,0.87882113,1.0200171,1.091794,0.96034247,1.1531861,0.76929593,0.91764486,1.0350239,1.016604,1.0250857,1.0703471,1.0592531,1.0017006,1.0837482,1.1222363,0.93218917,1.1920655,1.1118219,1.0024453,0.7427933,1.1103593,1.0985702,0.9999378,1.1372011,1.1017604,1.0873246,1.1054893,1.0558188,0.94639444,1.0782955,1.0655653,1.1858714,1.048288,0.8816654,1.1504332,1.1771613,1.0796288,1.0369868
pajamas,0.39138687,1.2391536,1.2897743,0.6420591,1.3341532,1.3587298,1.0215622,1.3468933,0.7770063,0.769019,0.43518943,1.4811113,0.5902834,0.10228503,1.371551,0.46616358,0.6721817,1.4305322,1.2316902,0.78103805,1.1338775,1.0125535,1.3986158,1.3672966,0.91102785,1.295184,0.74719775,1.1504898,1.4500372,0.93102765,1.0567725,1.056756,1.0491496,0.8711787,0.8590797,1.5371757,0.53430057,1.4377053,0.8151041,0.5916233,1.0047097,1.2798961,0.26268578,1.2032115,1.2056209,0.99084,1.1896276,0.9095186,1.1809864,1.1120948,1.167275,1.1888455,1.416734,1.2582197,0.9013243,1.2400503,0.71460956,0.85276,1.2389362,0.4813627,0.8721048,0.64629644,1.3905593,0.8070518,1.089802,0.46348703,1.0686963,0.44366348,1.38561,1.3054038,1.568584,0.74706584,0.84634656,1.0418547,0.6063393,0.7755191,0.9572119,1.1477507,1.4545051,1.0921991,1.3691251,1.1846887,1.1248335,1.2941241,1.0618883,0.0,0.45923603,0.5876443,1.5010847,1.4598603,0.9684353,1.0570894,1.3877633,0.6782659,1.3713042,1.3613522,0.90000933,1.2442622,0.9502778,1.4280932,1.3283532,1.0246956,0.73089534,1.4389994,0.75000596,0.9894625,0.7273549,1.3055191,0.24548161,0.5964279,0.57452834,1.096777,0.89841104,1.161965,0.624941,1.5177165,0.71025413,1.4628675,1.087131,0.93129295,1.1959758,0.98826045,0.55749947,0.3377558,0.57064474,1.467571,1.3121564,1.3268309,1.197011,1.3365824,1.1457667,0.7341241,1.3190045,1.5005093,1.0581794
pants,0.5488883,1.0315924,1.2468693,0.72374505,1.3916321,1.3840785,1.1620517,1.3508425,0.83423126,0.81648064,0.56558985,1.2690425,0.58188057,0.65552497,1.277533,0.6846826,0.9589268,1.4095037,1.2480907,0.8857101,1.2290243,0.97095895,1.368815,1.0951669,0.9151725,1.1704576,0.7451494,1.0952401,1.3519931,0.8795167,1.1620036,1.1210251,1.1356872,0.6576165,1.0397437,1.397407,0.60613036,1.3484865,0.8479012,0.96935284,0.81444377,1.041638,0.49634707,1.0328296,1.0004493,1.0296143,1.1393453,0.89235306,1.0281425,1.0910318,1.2493572,0.95316976,1.384728,1.263622,0.90434635,1.0487051,0.7640101,0.89207643,1.3874732,0.63833344,0.9573059,0.73720455,1.269697,0.8327708,0.9758765,0.56451875,1.0627981,0.106938004,1.252203,1.1391251,1.433691,0.49462914,0.9363784,1.1825936,0.6717752,0.91768616,1.0050218,1.2221019,1.3654425,1.0132811,1.0673728,1.0217656,1.1337492,1.1781683,1.1249956,0.45923603,0.0,0.8353187,1.3706107,1.3029186,1.0017374,0.8352247,1.2273681,0.9638518,1.3603572,1.3953414,0.8340173,1.1652986,0.9977607,1.3770168,1.236252,0.87248814,0.8200017,1.2735374,0.9837887,1.043091,0.76581633,1.3354863,0.3773563,0.7949189,0.37559986,1.1204096,0.77724993,1.0815583,0.8449538,1.3594859,0.77669996,1.4183552,1.0361325,0.99502265,1.2051445,0.84115744,0.8330047,0.3018976,0.8638916,1.4827174,1.0893586,1.3317608,1.306715,1.0681356,1.3738098,0.86926603,1.0885216,1.3878274,0.9575804
paper,0.5751853,1.205876,1.1880138,0.7691835,1.2626126,1.2862515,0.8486972,1.244239,0.7746226,0.9444215,0.5423176,1.414086,0.7147405,0.4446354,1.2473131,0.58593136,0.21704787,1.3020515,1.0182626,0.48894328,0.94857585,0.9973138,1.269137,1.3215617,0.92469615,1.281908,0.9367698,1.1984248,1.3781706,0.9304944,1.0212244,0.9955561,0.9782379,0.97962815,0.6703698,1.4117106,0.68776184,1.3274271,0.9957023,0.8466876,1.0639175,1.0804255,0.7086753,1.1524491,1.1626217,1.0702446,1.1800247,0.9442231,1.1854812,1.0994421,1.1600354,1.263139,1.2111682,1.0889236,0.6854736,1.1837206,0.9329865,1.009115,0.9589461,0.77606964,0.7013203,0.70876193,1.3556602,0.96499276,1.1237843,0.7054084,1.0778407,0.79826605,1.2473422,1.2505536,1.4255693,0.93693113,0.74318707,0.9458278,0.79406315,0.8429893,1.033247,1.0978651,1.3942187,0.80588865,1.3625455,1.2012508,1.0150692,1.2314115,0.98112106,0.5876443,0.8353187,0.0,1.3761194,1.3165091,1.0117849,0.98483795,1.3739932,0.3362484,1.3173814,1.0182506,1.0208728,1.2005185,0.93163294,1.3366365,1.3013825,1.0427805,0.86584216,1.354104,0.64228034,0.85205793,0.8460636,1.1521577,0.67549264,0.6997018,0.8844531,1.0012395,0.9863259,0.99581707,0.7722558,1.4502382,0.77579916,1.3221564,1.2023387,0.79945326,1.0244434,0.97224534,0.8214334,0.70980155,0.57885027,1.3315673,1.3269987,1.2211193,1.104526,1.3275396,1.1293182,0.6863332,1.3239228,1.4516609,1.1386588
pen,1.5074716,0.6668395,0.69450986,1.227766,0.65194577,0.81435585,1.2148093,0.6814773,1.3167255,1.267875,1.4929442,0.26408827,1.447681,1.5251591,0.65453666,1.4436629,1.2814682,0.54064447,0.8531829,1.3273591,0.98227954,1.1366819,0.6211305,0.582611,1.255403,0.5085501,1.3784689,0.86656255,0.5062542,1.2312961,1.1153895,1.0597569,1.071929,1.2160779,1.3003949,0.051166415,1.4931109,0.502541,1.3212506,1.3698435,1.0630519,0.7762405,1.4027979,0.61974937,0.7047554,1.0294583,0.769987,1.1436509,0.6496064,1.0191637,0.9836809,0.5713291,0.43046224,1.009398,1.3005059,0.6720803,1.1705943,1.228529,0.91804755,1.3335668,1.325299,1.2198138,0.5233562,1.1180763,0.874277,1.4216882,1.0923827,1.433527,0.2371639,0.6866555,0.42010224,1.2066119,1.3202116,1.1088552,1.3803852,1.3729889,1.2610495,1.0952849,0.30608433,0.8398414,0.4308802,0.7292391,1.0427647,0.7409004,1.1210852,1.5010847,1.3706107,1.3761194,0.0,0.043081045,1.216538,1.0055559,0.42850184,1.3934655,0.75167084,0.7395502,1.285114,0.7993401,1.032222,0.518239,0.81604075,1.0754035,1.4041412,0.6203946,1.3222158,1.2332755,1.2427583,0.7331657,1.4350032,1.3854017,1.3014352,0.98405546,1.186114,0.98236775,1.32524,0.27500415,1.3204312,0.504412,0.90180606,1.2342439,0.79232264,1.0152489,1.3339142,1.4802489,1.350018,0.61866814,0.4920755,0.42029822,0.70831007,0.5224615,0.97965634,1.2500292,0.63083524,0.23520827,0.9976007
pencil,1.4603443,0.71753436,0.78774333,1.191753,0.77145284,0.87035507,1.2128799,0.6721147,1.2720225,1.2581048,1.4411225,0.34247243,1.3849561,1.5002956,0.69555247,1.430004,1.2445675,0.65711856,0.86873835,1.2780877,1.005752,1.1641849,0.6723492,0.6166779,1.2820722,0.5188324,1.3645238,0.8854946,0.6074058,1.2036436,1.141423,1.0493168,1.0756859,1.1845834,1.2740285,0.09913856,1.4192543,0.59129,1.336333,1.3607718,1.0160102,0.69777596,1.3604958,0.57237256,0.64582115,1.0269332,0.7798486,1.127466,0.6231665,1.031319,1.0600536,0.5597644,0.39737248,1.0019253,1.2817316,0.6739623,1.1587297,1.213361,0.94897103,1.3168933,1.287983,1.1890658,0.59016275,1.137288,0.8793748,1.4067681,1.1279081,1.3798419,0.13010395,0.66633034,0.48646963,1.1505156,1.3093009,1.1259756,1.3372269,1.3645942,1.2518486,1.146074,0.40430367,0.8181882,0.4150411,0.707759,1.0157871,0.7670271,1.1003828,1.4598603,1.3029186,1.3165091,0.043081045,0.0,1.2157632,0.9305509,0.49296486,1.3528671,0.8491794,0.7583833,1.2877464,0.7887768,1.0515368,0.62357634,0.8409854,1.0600067,1.3697723,0.66096425,1.3169069,1.2435869,1.2472069,0.7257029,1.4012502,1.3755465,1.2357955,0.97277635,1.1595725,0.9845925,1.308085,0.35409337,1.2700387,0.57643807,0.93049544,1.2306318,0.7500985,0.9620639,1.3101567,1.4446223,1.3321712,0.6925455,0.5054605,0.44365788,0.76992214,0.53232205,1.0413451,1.1910716,0.6762903,0.33397067,1.0080963
penguin,0.8791028,1.0433321,1.1229677,0.9589759,1.0352482,0.9824745,0.7511153,1.0830045,1.0056584,1.054846,0.99391985,1.2339674,1.0139838,0.97979265,0.9012956,1.0444701,1.0102859,1.0391213,1.1044264,1.0107987,0.8911771,0.8920821,1.0414236,1.1368694,0.97258246,1.2001616,0.8990296,1.0869097,1.1506355,0.98496854,1.1115348,1.0221418,0.94982415,0.95403695,0.9233998,1.2100097,0.9558574,1.1361971,0.7589916,0.7637814,1.0795311,1.0384902,1.0283766,1.1190797,1.0608861,1.0801734,1.0077541,1.0197353,1.0824436,0.9262904,0.9533823,1.1071155,1.1501453,0.8069736,0.9127906,1.0510556,0.9563892,1.0511426,0.9414132,0.99125063,0.87482154,1.0323546,1.1038295,1.0097598,1.1341069,0.9533831,1.069418,1.0142659,1.1639526,1.0485224,1.0761462,0.9873319,1.0928286,0.99042994,0.89824975,0.9544051,0.959471,0.8328276,1.1369753,1.0222418,1.1926554,1.1224718,1.0455716,1.0890603,1.07657,0.9684353,1.0017374,1.0117849,1.216538,1.2157632,0.0,1.0730538,1.0258023,1.0129355,1.0160902,1.1464919,0.70883274,0.9854211,1.0805627,1.0794423,1.0197159,1.0401137,0.7503853,0.9982553,0.93315184,1.0130885,0.9081553,0.99824804,0.9892801,0.96498376,0.9637944,1.0072932,1.1157537,1.0015013,1.016882,1.1502395,1.0761906,0.9343447,1.0150845,1.0891085,1.1245835,0.9862975,0.95537066,0.9184642,1.0090647,1.0574129,1.109156,1.0641831,1.0817436,1.0699573,0.8115196,1.0157125,1.0846416,1.1517664,1.0195037
pickle,0.9167491,0.86265063,0.79108167,0.89506745,1.0851972,1.1194893,0.8174087,1.2021224,1.1901497,1.0561212,1.0694385,0.89100707,1.0684915,1.0705471,0.95182157,1.0750623,1.0510359,1.2108811,1.1920706,1.1470112,1.0154854,1.0686715,1.1489655,0.94606525,1.2612697,0.69932956,1.081749,1.2342547,1.0622274,1.1574469,1.090047,1.0975504,1.1350682,1.0049177,1.006931,0.94860524,1.1354693,1.1600474,1.1449274,1.1448891,1.0555791,0.84093773,1.0607234,0.58668184,0.5642959,1.0787059,0.9476546,0.878492,0.5364846,0.811359,1.2554977,0.686304,1.0940456,0.8708636,0.9970442,0.8359413,0.7677114,1.1369352,0.8953284,1.0530212,0.88340056,0.77898276,0.94218487,1.0399376,0.96586967,1.0580665,1.1253573,0.83868855,0.9283124,1.0866921,1.2052921,0.87663054,1.033028,1.1705346,0.7480153,1.1782262,0.90873986,1.1268828,0.93245023,1.0712456,0.679068,0.6939206,0.85082746,1.1277035,1.0619262,1.0570894,0.8352247,0.98483795,1.0055559,0.9305509,1.0730538,0.0,1.0285454,1.0095537,1.1985438,1.1480492,1.1317284,0.79277503,1.0074549,1.1667522,0.99371123,1.1514931,0.98517776,0.8158294,1.0471282,1.1170722,0.88418597,1.0516706,1.0673742,0.9919539,0.73104113,1.0791178,1.1754789,1.1414927,1.1135448,0.85989755,1.0646954,1.1536764,0.92843944,1.0726045,1.0659386,0.9895631,1.1736476,0.97411966,1.1872597,1.0798542,0.65814763,0.8320515,1.1649826,1.090637,1.1090634,0.9888802,1.1260562,0.99231595,1.1397191
pillow,1.3435323,0.5881679,0.7709612,1.3019897,0.7518604,0.8740425,1.1735444,0.77396977,1.2740383,1.0403227,1.2055476,0.30579728,1.2479057,1.4416652,0.5551174,1.300733,1.2698462,0.6644087,0.99776727,1.2809219,0.95935464,1.1491352,0.72215253,0.5048583,1.0943342,0.66944444,1.1241318,0.94144785,0.5775593,1.1573788,1.2220008,1.2005398,0.95352954,0.8537987,1.2527981,0.39887178,1.2304689,0.68466145,1.1456174,1.2460269,1.0715184,0.7337984,1.3586215,0.78403354,0.71488625,1.0509106,0.93209076,1.159986,0.84140205,0.8418508,0.9836228,0.5550606,0.8482009,0.9050324,1.293842,0.8210362,1.0058768,0.94012934,0.94783056,1.3022518,1.3204036,1.3329524,0.50738233,1.0821469,0.7694744,1.3324306,1.1831348,1.2765186,0.70296025,0.748638,0.43773335,1.0807071,1.3602344,1.1653274,1.2305468,1.3209089,1.297151,1.0043746,0.5174933,0.7928039,0.53255427,0.86576605,0.99762905,0.80075943,1.0266176,1.3877633,1.2273681,1.3739932,0.42850184,0.49296486,1.0258023,1.0285454,0.0,1.417014,0.676201,0.904212,1.1035709,0.8117262,1.1052309,0.41136265,1.0003406,1.0184677,1.150831,0.4791013,1.3357949,1.22916,1.2563248,0.99049294,1.3422985,1.3121095,1.159467,1.2069142,1.0442792,0.90810126,1.301568,0.39118373,1.11453,0.61723363,0.8674614,1.2488344,1.1034893,1.0832361,1.2688283,1.3648744,1.3893346,0.72054315,0.63131785,0.5450477,1.01592,0.5047724,0.9856555,1.2324622,0.8064417,0.43659723,0.7844243
pizza,0.6531917,1.1845765,1.1111541,0.80663246,1.1592634,1.1710634,0.6412203,1.1853776,0.86795235,0.89693123,0.68506277,1.4686034,0.78117293,0.5332524,1.24574,0.6960967,0.50923467,1.3474984,0.915622,0.7647993,0.52308446,1.018517,1.3753912,1.469036,0.9860579,1.222778,0.9517502,1.2574881,1.3654076,1.0304319,1.0260992,0.9871414,0.74152505,1.2110752,0.2396717,1.420445,0.8353307,1.3980044,1.0092278,0.80925953,1.1780386,1.3140905,0.80162317,1.2146059,1.2395138,1.1000547,1.1513714,0.8486029,1.1262603,1.1071144,1.1682318,1.244121,1.2011843,1.0330297,0.7474656,1.1882983,1.0521537,0.9254159,0.9328674,0.79430693,0.42896134,0.71063703,1.3446689,0.9696011,1.1141402,0.77180374,1.1073942,0.9044566,1.2648369,1.3736274,1.4744048,1.0226064,0.5614395,0.9664044,0.8856109,0.8900028,0.9826577,0.92176324,1.3101072,0.93319076,1.4080337,1.2012106,0.9983408,1.3470337,0.9151846,0.6782659,0.9638518,0.3362484,1.3934655,1.3528671,1.0129355,1.0095537,1.417014,0.0,1.3027701,0.9125624,1.008729,1.1308942,1.0744883,1.355844,1.17224,1.2307227,0.82796276,1.3864226,0.24179506,0.7596561,0.9203178,1.1508423,0.80031633,0.75511277,0.90471923,0.9956922,1.1110741,1.080879,0.76703537,1.4054378,0.8127529,1.2816643,1.238324,0.69256413,0.995711,1.0382515,0.8953062,0.8071854,0.5865716,1.2279994,1.280308,1.2303517,1.0924778,1.3875129,1.0497981,0.7755953,1.4439406,1.4342515,1.2049564
plant,1.3233615,0.9881669,0.9181375,1.3008285,0.72917104,0.68117595,1.0964004,0.61471,1.281232,1.2444273,1.362531,0.7067369,1.3459845,1.3420266,0.56060135,1.3064898,1.1825848,0.4393413,0.95738995,1.1398506,0.9487698,0.965269,0.58945185,0.7028284,1.0036372,0.9777506,1.1844555,0.7319933,0.6134081,1.0824854,0.8779421,1.0037595,0.86335534,1.0791283,1.1473601,0.7039685,1.3012366,0.5601447,1.0077169,1.0448405,1.0441284,0.93702775,1.2188988,1.1159958,1.1468229,1.1589751,0.9589305,1.1978865,1.1402855,1.0802813,0.4355979,1.0233488,0.845208,0.8174487,1.0700252,1.0299227,1.1409233,1.1786809,0.7933134,1.1737787,1.2849687,1.3963597,0.7578322,1.0267949,0.93618035,1.3331628,0.71159285,1.4064941,0.8649483,0.74071836,0.47668654,1.126201,1.2243077,0.90859604,1.2952008,1.1860216,1.1693355,0.6558713,0.7986231,0.8574555,0.825333,1.1243649,1.0339341,0.7425426,0.9949765,1.3713042,1.3603572,1.3173814,0.75167084,0.8491794,1.0160902,1.1985438,0.676201,1.3027701,0.0,0.9053335,0.96572757,0.7955158,0.9219278,0.5206635,0.8097129,0.9333006,1.3273911,0.46216702,1.2597778,1.1113374,1.0937214,0.82460916,1.3780369,1.2657017,1.4121389,1.0425172,1.0781561,1.049224,1.1350491,0.68305993,1.2127931,0.56596494,0.8593632,1.146327,1.0654907,1.1094062,1.1687849,1.3700328,1.3142292,0.6390902,0.958206,0.85058504,0.85632545,0.52911365,0.76700234,1.2537838,0.6704734,0.6742419,0.86343634
plate,1.3861829,0.9997433,0.8504286,1.2243109,0.77374566,0.80249524,0.9001048,0.8049231,1.0679346,1.2740374,1.2804029,0.8240056,1.3274661,1.2424431,0.85303473,1.2611077,1.0146044,0.8088112,0.19247031,1.1125032,0.82817143,1.1057408,0.7730246,1.0091866,1.0443132,1.0196204,1.3197147,1.0023143,0.68969834,1.2503834,0.7949052,0.71423614,0.9944373,1.3325365,0.9110121,0.7439366,1.3211817,0.7153386,1.2193398,1.0809872,1.2799144,1.0556407,1.3374255,1.0725211,0.90927076,1.1144013,1.0130368,1.10219,1.0904075,1.0775518,0.9756771,1.1438053,0.37495244,0.9487788,1.0235833,0.9753341,1.263191,1.1594582,0.79394186,1.26549,0.8561739,1.2511513,0.8686782,1.1743883,1.0896413,1.300573,0.88675916,1.4611924,0.77995336,1.0592511,0.8000525,1.3167751,0.7010633,0.9352989,1.2804655,1.017734,0.93752944,0.8768462,0.7767389,0.89025104,1.0077668,1.1054454,0.9495509,1.0041673,1.0360284,1.3613522,1.3953414,1.0182506,0.7395502,0.7583833,1.1464919,1.1480492,0.904212,0.9125624,0.9053335,0.0,1.1944518,0.96697015,1.1257147,0.81814665,0.87683904,1.2031299,1.2317611,0.9028919,0.9455968,0.50069165,1.2585182,0.6358612,1.3939714,1.1632302,1.3710713,0.6338347,1.204974,0.9108448,1.1648159,0.79188013,1.1772324,0.73040724,1.0389968,0.56726474,0.33224374,1.1400442,1.0890455,1.3733652,0.90081596,0.5513799,1.0295486,0.8901844,0.688837,0.99360436,0.8803104,0.932058,1.0495123,0.83664477,1.2294011
pony,0.6508331,1.2029669,1.1782027,0.9989416,1.0935699,1.0548058,1.0126427,1.108605,1.0569811,0.8293606,0.8922467,1.1913791,0.85926205,0.9369818,1.07095,0.8889923,0.96876,1.101924,1.0949733,0.98483574,1.056622,0.7290076,1.1207837,1.1210016,0.8566669,1.3275664,0.55767846,0.92179996,1.1111387,1.019385,1.0193075,1.063359,0.9558455,0.893714,1.0143967,1.3004274,0.8869498,1.1639117,0.32606786,0.7443371,1.0681285,1.1547635,0.9255711,1.2076002,1.1475365,0.87046957,1.148982,0.9872581,1.2739475,0.81231153,0.8929271,1.2126058,1.2224917,0.8803757,0.95596594,1.1918046,1.0562677,0.8652797,1.0866089,0.93026173,1.0450311,1.1204317,1.1941609,1.0874945,0.98573554,0.94988793,0.97605604,0.8975422,1.2538956,1.055896,1.1353787,0.8994643,0.9976154,0.990262,0.9593421,0.947188,0.99918604,0.78005475,1.2438965,1.0849965,1.2306353,1.1782366,1.029081,1.0611115,0.8884736,0.90000933,0.8340173,1.0208728,1.285114,1.2877464,0.70883274,1.1317284,1.1035709,1.008729,0.96572757,1.1944518,0.0,1.0517831,0.9658259,1.096517,1.1074549,1.0285424,0.7932467,0.95336443,1.0203903,1.0008179,0.9493401,1.1506622,0.9230727,0.9069847,0.95925367,1.0856957,0.995171,1.1074425,0.86046404,1.2037514,0.9649194,1.1092774,1.0197186,1.0339729,1.1335431,1.0177693,0.82981074,0.8874186,0.96429306,1.1117752,1.228732,1.2003195,1.1765058,1.0787861,0.8818158,0.9620297,1.0326416,1.228288,0.9658695
pumpkin,1.2737726,0.86353374,0.687652,1.1325507,0.6584735,0.6706226,0.76179755,0.8902815,1.400743,1.1477284,1.3486339,0.82448786,1.4672116,1.2297384,0.72950757,1.3127792,1.093091,0.87830627,1.0519743,1.1783566,0.8492441,1.1892532,0.8802668,0.9790321,1.2445421,0.69935894,1.1694561,1.0253711,0.88224936,1.3029376,0.9907505,1.1691656,1.0265645,1.1857061,1.0907725,0.7481077,1.4428434,0.87118584,1.1205899,0.8975595,1.1902431,0.93359953,1.1607106,0.62798667,0.5856521,1.0473969,0.89655197,0.93273294,0.59151447,0.8452867,0.84582675,0.61629784,0.9287387,0.6843465,1.0901908,0.8074353,0.93081474,1.242368,0.82879424,1.1834186,0.97358274,1.0448247,0.664847,1.1244975,1.0418175,1.2507763,1.0053848,1.2335125,0.8401545,0.93074214,0.8713091,1.0997099,1.1559086,1.072386,0.98600173,1.2859738,1.003717,0.76166666,0.6644786,1.0189289,0.6245382,0.738126,0.6293077,0.99628246,0.87882113,1.2442622,1.1652986,1.2005185,0.7993401,0.7887768,0.9854211,0.79277503,0.8117262,1.1308942,0.7955158,0.96697015,1.0517831,0.0,1.0654866,0.894116,0.69830656,1.2432609,1.1971881,0.66261935,1.2257309,1.2002023,1.1341158,0.9712891,1.2743806,1.1853516,1.0911748,1.2057244,1.2601085,1.262162,1.3526055,0.65488636,1.2499722,0.7294506,0.90215516,1.1617343,0.997537,1.1515089,1.1729188,1.2729207,1.3618371,0.73476964,0.56273955,0.8201134,1.1610855,0.80624616,0.73259175,1.2590575,1.0834999,0.7005371,1.1244912
purse,1.0210648,1.0643867,1.0410628,1.1293653,0.8901502,0.9005163,1.0347896,0.81647724,1.0790111,1.1201543,0.9063584,0.90853924,0.93745655,0.87703854,1.1132424,0.48412538,0.7616367,0.84666455,1.144986,0.6941178,1.2397027,1.0136105,0.8011863,1.0391517,1.017552,1.140372,1.1496041,0.89837044,0.88492066,0.92387575,0.86100334,0.9594746,1.0802088,0.95460016,1.1675885,0.9931335,0.8847162,0.85460246,1.1125393,0.9398339,1.0782048,0.98059535,0.9469944,1.184518,1.0637317,0.98594916,1.1283463,1.0632163,1.2262299,1.0175887,0.95299286,1.1941972,1.1155057,0.8396846,1.1921293,1.1885114,0.8966772,1.1324909,0.8732485,1.1547318,1.1954012,1.2004492,0.82833123,1.0415992,1.0746214,0.74961925,0.8971301,0.92790896,1.0612199,0.8695333,0.9831681,1.0212417,1.2211133,0.84621364,0.8746419,1.025244,0.98394626,1.1004987,1.0541753,0.9912824,1.0509912,1.2155185,1.0602443,0.9410243,1.0200171,0.9502778,0.9977607,0.93163294,1.032222,1.0515368,1.0805627,1.0074549,1.1052309,1.0744883,0.9219278,1.1257147,0.9658259,1.0654866,0.0,0.86645484,1.0599412,1.0005565,1.0404015,1.074755,1.1254675,1.1875873,1.0280278,0.83972555,1.0230654,0.45926082,1.1102669,0.99833965,1.0155076,1.0406448,0.70345795,0.9512228,1.0528619,0.91041934,0.74520755,1.1894126,1.1801807,1.1399835,0.76567054,1.0027469,1.0142434,0.8627219,1.1547818,1.0850054,0.93016577,0.9438408,0.6305763,0.86959493,0.8539771,0.9852741,1.1621315
radio,1.4883953,0.79263484,0.7141882,1.3238544,0.647216,0.6999836,1.1444932,0.5938579,1.223994,1.208664,1.3195922,0.38465828,1.317796,1.4346795,0.71372235,1.2990432,1.1806984,0.43575293,0.8719277,1.0785441,1.0603665,1.1378343,0.55878097,0.48501235,0.9704848,0.8494812,1.266905,0.78238493,0.33572817,1.0486089,0.90944815,1.0485457,1.0638376,0.999396,1.2432609,0.5046581,1.2567786,0.47891003,1.1597161,1.1763562,0.99696255,0.7255602,1.4181724,1.0189954,0.9416161,1.0659013,1.0245245,1.0928977,1.0437967,1.040018,0.7895837,0.94657725,0.8153629,0.9100696,1.2177206,0.97294474,1.2066833,1.0260694,0.9364773,1.2730851,1.3389887,1.3639331,0.60700774,1.0793508,0.92353606,1.3206203,0.9351906,1.4380577,0.78594565,0.6216429,0.33156043,1.1870598,1.3373896,0.9451996,1.3570979,1.1769367,1.2079803,0.90069515,0.62140113,0.90679014,0.7457906,1.0497558,1.0371022,0.6505358,1.091794,1.4280932,1.3770168,1.3366365,0.518239,0.62357634,1.0794423,1.1667522,0.41136265,1.355844,0.5206635,0.81814665,1.096517,0.894116,0.86645484,0.0,0.9034054,0.86862624,1.315295,0.5044222,1.3071992,1.1724623,1.3395758,0.9108792,1.409307,1.2404743,1.3316298,1.0268635,0.98404956,0.8439631,1.2612655,0.51355684,1.2503519,0.5297053,0.8977766,1.2030754,1.0446434,1.1256882,1.1841462,1.3937101,1.2949446,0.5754684,0.8175683,0.7183884,0.8880024,0.58256996,0.8217886,1.2094011,0.6072308,0.5132029,0.81493086
