,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
raisin,1.3000727,1.0071656,0.35546815,1.165978,1.4127381,0.58725697,0.52469885,0.58384126,1.2523891,1.2971561,1.4078403,0.49095446,1.4310302,1.4165171,1.1952224,1.3988562,1.0792607,1.1352032,0.5281132,0.57505697,1.3667771,0.59574413,1.2399749,0.96439254,0.6322506,1.0074605,0.6296644,1.0261216,1.3043983,0.90189123,1.347719,1.2528114,0.39123094,1.0107539,0.76883495,1.3926258,1.0923469,0.50984454,1.432624,0.57427907,1.2488579,1.2412729,1.2372848,0.86772984,1.2846985,0.9631729,0.62430567,1.2481138,0.916714,1.1649945,0.7222747,0.77411985,1.0697057,1.0228148,0.78981113,0.8731663,1.0564351,1.1918623,0.51894605,1.1268086,0.883812,0.8455944,1.1639504,0.9159726,1.1979133,0.774585,1.2180449,0.8094442,1.2230617,0.9259261,1.324733,0.776433,1.2993383,0.59017634,1.2628846,0.49239904,1.16673,1.2834587,1.2253257,1.0538453,0.47866654,0.82869464,0.78247833,0.59195924,0.5713781,1.1926637,0.94116,1.3818731,1.2722927,1.3430192,0.6141386,0.6850987,1.0375409,0.5824405,1.0550345,1.1536608,1.0452744,0.6132723,1.198904,0.96952266,0.96283567,1.3570436,0.9177102,0.0,1.2225351,0.8625747,1.2208889,1.1770909,1.3420013,1.2923698,1.0579379,1.1065315,0.62513924,1.2454919,0.3729003,0.81529045,0.8678119,1.0360544,0.7141231,0.8513491,0.5296607,1.2611383,1.2435378,1.24301,1.3707806,0.62206286,0.63837045,0.66252506,0.90417933,0.804292,1.1530749,0.86312914,1.0876945,0.9146551,1.2871065,0.5255556,1.2321309
refrigerator,1.0615153,1.1380574,1.3414922,0.9986544,0.76337755,1.3960708,1.2887231,1.208425,0.97169673,0.49785054,0.59733903,1.0380785,0.47349095,0.93869483,1.0804589,0.840222,1.0760009,1.187036,1.108637,1.1113384,0.88806134,1.3637385,0.7131357,1.1008049,0.8853118,1.1432557,1.2426339,0.8464045,0.539742,1.1474034,0.29431993,0.9425957,1.0684612,1.0011665,1.2305537,0.50508636,1.1652005,1.3464286,0.47232008,1.0729669,0.90615225,1.139661,0.2719878,0.8361347,0.85269266,0.93727064,1.3217486,0.967435,1.0966412,0.8525994,1.3128803,1.0361929,1.0759804,1.1002874,1.2688878,1.1852441,1.233951,0.92120284,1.1999406,1.2280731,0.73305374,1.3667214,0.8642363,1.1910417,1.0997025,1.2471862,1.0616434,1.0355347,1.0313609,0.9255866,0.7887108,0.9878458,0.50280446,1.1933079,0.546561,1.2327683,0.9108594,1.0702773,0.9248866,1.0219345,1.2741823,0.91014254,1.3249403,1.2598675,1.3135123,0.14404035,1.2470396,0.8629574,0.6291957,0.9561423,1.3002567,1.2163781,1.1484306,1.2134068,1.0130597,1.1893098,1.0376617,1.1184857,1.0742124,1.1500087,1.2625661,0.82010144,1.105766,1.2225351,0.0,1.1568134,1.0857605,1.1769302,0.7521479,0.9972636,0.865805,0.9970412,0.81952053,0.8826548,1.2070104,1.166451,1.2302787,0.9587552,1.2719969,1.0254904,1.3264737,0.8622816,1.0244998,0.6674156,0.6951953,1.3527145,1.3271642,1.1860553,1.1256738,0.8989585,1.2532225,1.158223,0.8521657,1.0305424,0.52920735,1.2865777,0.4634894
rooster,1.1298289,1.0484273,0.74415827,1.273145,1.2005763,0.8447537,0.6802754,0.79854447,0.9987798,1.3013111,1.2467848,0.7794367,1.2735407,1.3121576,1.0919331,1.1573728,1.0302525,0.9705602,0.64172524,0.73120147,1.2292724,0.8017678,1.0733188,0.80158603,0.60023427,0.8968903,0.8917538,1.0677075,1.03788,1.078815,1.1777227,1.1858047,1.016354,0.8277255,1.0964799,1.1894658,1.1953417,0.6086988,1.1884315,0.69506776,1.1325257,1.0141364,1.1165705,1.0374811,1.2608802,0.96265066,0.9401215,1.168057,1.1954339,1.2420342,0.8859596,0.86508197,1.070124,0.7532114,0.84996873,0.6600325,0.9505971,1.2094809,0.7306062,0.7701802,1.1205888,0.96351224,1.1566792,1.033787,1.1869868,0.5583789,1.0781777,1.1518779,0.92855275,0.7699368,1.1104107,0.9026128,0.95594406,0.8408828,1.1902738,0.91805375,1.0771221,1.0757389,1.11058,1.2197522,0.7086004,0.7662563,0.9064901,0.77157897,0.93020034,1.0633831,0.9802507,1.2391163,1.0877762,1.2318605,0.6808649,0.83094466,0.9180862,0.8768153,0.86359155,1.1317463,0.750457,0.8843863,1.0419285,1.1586014,1.1451167,1.0456268,0.8461902,0.8625747,1.1568134,0.0,1.1499295,1.0466974,1.2572992,1.2381086,1.0407021,0.9544137,0.9100934,1.1125739,0.7383637,0.7156185,0.82178485,1.080287,0.6049268,0.91727877,0.83292454,0.9417829,1.1532077,1.0798188,1.3426135,0.7499714,0.77680707,0.9094088,0.90018773,0.7640551,0.90306795,0.8885282,1.0978646,0.8352208,0.9940146,0.6589707,1.1559724
sandwich,0.8506271,1.0638002,1.1782954,0.79892534,0.91690284,1.1132745,1.2337829,1.1266828,0.72499967,0.9462296,0.70245695,1.1817096,0.9624127,0.7176842,0.94787264,0.5771351,0.921831,0.80472565,1.1372817,1.1982675,0.6552261,1.1458995,1.0898668,1.0272284,1.2728591,1.0339826,1.1502309,1.0205106,0.8880348,0.91026545,0.895946,0.82009816,1.147814,0.9800637,1.0379908,0.836514,0.9396156,1.1513113,0.7559577,1.1260474,0.9376086,0.8665322,1.0548519,1.2003086,0.9004231,1.0940108,1.1225677,0.8726214,0.9663448,1.002288,1.1852982,1.1826874,1.0681767,1.0263356,1.2038171,1.2087864,0.9460464,0.9937577,1.1987517,1.0533265,0.9401832,0.9780424,1.0106381,1.0256784,1.0390635,1.135375,0.930464,1.1576849,0.93838894,1.1668807,0.9551427,1.0172371,0.9530434,1.1613401,1.0420728,1.1625462,1.0201145,0.93986636,0.98829997,0.95883274,1.1379185,1.1876783,1.1069582,1.1865561,1.1382298,1.1432605,1.0326636,0.79072934,1.0522945,0.68544066,1.1900508,1.0470865,1.2051164,1.1819534,0.8895625,0.8440912,1.0058849,1.1064559,0.9818821,1.046321,0.8973076,0.83286405,1.0822427,1.2208889,1.0857605,1.1499295,0.0,0.93275905,0.9008483,0.8496998,1.0858964,1.1218905,1.1388226,0.67344666,1.202869,1.0741131,1.0826803,1.0196176,1.2643763,1.0967884,1.1675837,1.0006777,0.84262156,0.9833735,0.7251365,1.0931038,1.2191626,1.0226055,0.96848,1.1709732,0.7498759,1.0928644,0.996748,1.2207816,1.1410677,1.1796728,1.0051942
scissors,0.91988707,0.9358829,1.2202734,0.78735405,0.9208152,1.0942526,1.1578853,1.0466598,0.90234804,0.98492914,1.0223402,1.1698583,0.85249853,0.88269174,1.0848025,1.0246655,0.9338006,0.89310074,1.2217582,1.2761694,0.78330624,1.0594099,0.88564515,1.0393728,1.1776501,1.0726217,1.2006228,1.152102,0.9612824,0.5125731,0.9247775,0.9922826,1.1336584,0.9574741,0.98835033,1.0360692,0.82252556,0.9242922,0.9193367,1.1753235,1.0746063,0.9439247,0.9954559,0.8418882,1.013575,1.1583974,1.1707608,1.045662,1.035499,1.0830716,0.9930853,1.0498104,0.93796045,1.0448595,0.9710524,0.8927525,0.92875075,1.0160164,1.0859687,1.0122298,1.0568027,0.8837915,1.0783724,0.96798563,0.8941039,1.0133061,1.0304493,0.9869329,0.91242915,1.1869493,0.9760444,0.97639793,0.8563156,1.1146495,1.0116162,1.2535999,1.0330392,0.8992791,0.9577236,1.0893403,1.1111801,1.135422,0.8576629,1.1318982,1.1917993,1.1469798,0.9253323,0.9814931,1.0361693,0.8929801,0.9681835,0.8624253,0.9952949,1.1607034,1.1915619,0.79617167,1.0262744,1.185518,1.0318909,1.0989858,1.0181459,0.89465,0.9297048,1.1770909,1.1769302,1.0466974,0.93275905,0.0,1.0326986,0.56704843,1.0542002,0.6685463,1.1993454,0.89630955,1.0803609,1.1160053,0.92326856,0.8848347,0.996048,1.0456789,1.0201651,0.9485875,1.0091729,0.99550694,0.8831654,1.0242755,1.0562844,0.9766175,0.76366305,1.1693981,0.74123657,1.0991918,0.984153,1.1764331,0.8170388,0.9886776,1.1560993
shirt,0.8330312,0.7995552,1.3940178,0.73920035,0.50851494,1.2930019,1.3402404,1.3771349,1.1380923,0.67990696,0.64875656,1.3330194,0.7727741,0.3272624,0.87396467,0.75607467,0.9507291,1.1908098,1.3983076,1.4797416,0.8235281,1.3836918,0.90118486,1.264421,1.403023,1.1820338,1.3491898,0.92874414,0.8126719,1.2302275,0.6998257,0.66900355,1.2078176,1.0849645,1.2998915,0.6385787,1.0948359,1.5098268,0.7239874,1.3929919,0.7640313,0.66977537,0.80086327,1.24612,0.34180868,0.9357526,1.2881205,0.9076476,1.0786242,0.60062236,1.1365999,1.2222457,1.0402247,1.1609356,1.1837447,1.1774006,1.0452263,0.8888593,1.3041816,1.0307773,1.0240144,1.189966,0.56457764,1.1770071,0.73286885,1.0544059,0.9031319,1.0462701,0.8660664,1.2931187,0.30361164,1.2916982,0.80321336,1.4501382,0.5744723,1.2400384,1.1025681,0.6489734,0.841671,1.0076617,1.3520135,1.3328143,1.2233115,1.2662082,1.2986349,0.8930225,1.1433539,0.12035453,0.40097642,0.7864776,1.5009044,1.3587644,1.1504692,1.3220677,1.2193276,0.83674157,1.1757632,1.4602461,0.9425353,0.96928775,1.0771534,0.8309002,1.2517076,1.3420013,0.7521479,1.2572992,0.9008483,1.0326986,0.0,0.8185711,0.65179,1.1278868,1.2542915,0.8162569,1.4123545,1.2975259,1.1467032,0.94021964,1.4792978,1.2830774,1.3704196,0.8526333,0.47007036,0.7659824,0.57198095,1.4531004,1.2080475,1.2758453,1.2091662,1.3471469,1.0319564,1.4536629,0.9637113,1.2200567,1.0208133,1.4009969,0.70342493
shoe,0.79358864,0.9250399,1.4444172,0.7573374,0.6059606,1.3001633,1.4300532,1.2537657,0.89418304,0.7507566,0.73934364,1.2680111,0.6183619,0.6248089,0.9536905,0.76254123,0.9014165,1.0147401,1.4932718,1.4544129,0.69229805,1.3084127,0.7713244,1.176028,1.377305,1.154701,1.3764122,1.0038507,0.9486966,0.54194444,0.7879278,0.9480941,1.1668099,0.97461194,1.1680454,0.8046305,0.8662368,1.3434826,0.76357985,1.4753098,0.912055,0.97013515,0.9108397,0.95191455,0.64336437,0.95974284,1.2879881,0.9174792,0.93983096,0.9496287,1.1173294,1.0000695,0.88012516,1.2336183,1.0683633,1.1169759,0.91486204,0.88228625,1.2980826,0.959906,1.0030173,0.8638201,0.9310872,0.9960321,0.7758874,1.2137252,0.97802496,0.87034076,0.9225998,1.2015696,0.66511613,1.0938258,0.8808332,1.2668092,0.77343565,1.306321,1.07551,0.73188126,0.9434817,0.9372927,1.3796173,1.219605,0.974019,1.2335271,1.3248875,1.0175809,1.020825,0.79718006,0.7187505,0.8043531,1.2645566,1.275403,1.1561718,1.2986159,1.131242,0.6914031,1.2049217,1.3117566,1.0089155,0.9984132,0.9222696,0.6551213,1.0590763,1.2923698,0.9972636,1.2381086,0.8496998,0.56704843,0.8185711,0.0,0.7797794,1.0223042,1.315978,0.811351,1.2820579,1.286364,0.83804935,0.876399,1.2315528,1.0671158,1.3854277,0.98989886,0.8384854,0.8721262,0.63993895,1.2582327,1.236572,1.164134,1.0876358,1.2516718,0.89908254,1.2567759,1.109052,1.2132324,0.8839927,1.2360368,1.0170268
shorts,1.1015902,0.6109106,1.1692691,1.1142405,0.6446076,1.2140182,1.1868138,1.2130204,1.268538,0.7528628,0.82206315,0.9939352,0.7263001,0.68206567,1.0788091,0.8213997,0.7581282,1.288367,1.2609608,1.3028506,1.1018554,1.1054229,0.8562901,1.2424217,1.0602599,1.2544746,1.1298797,0.9257705,0.9998395,1.1972063,0.8664497,0.9055682,0.96086085,0.73672545,1.2448729,0.74375594,1.1730512,1.1159277,0.98195815,1.2897351,1.0784291,1.1594439,0.90103465,0.9838528,0.49695408,0.57171714,1.1539588,0.9946325,1.0376775,0.8551239,0.7150215,0.80051386,1.0605918,1.3391281,0.77216506,0.98580474,1.208003,1.0841364,0.8905955,0.96134067,0.94235265,1.007592,0.72707385,1.2271885,0.7482891,1.0527374,1.0996586,0.76826704,0.8696313,1.2756708,0.50874937,1.0491037,1.0261434,1.2646487,0.7746967,1.0521485,1.2183361,0.72235453,1.0887631,1.0236063,1.1391296,0.89225745,0.851868,1.0322151,1.0780277,0.8552501,1.1871041,0.77622926,0.291959,1.1609726,1.0534158,1.1261777,1.1748972,1.1523389,0.9612249,0.9376465,1.3459452,1.241725,1.0644327,0.88412976,1.0211362,0.8582424,1.3416064,1.0579379,0.865805,1.0407021,1.0858964,1.0542002,0.65179,0.7797794,0.0,1.1979014,1.0373603,0.972461,0.96178466,1.3342936,0.77395487,0.8053597,1.1559638,1.1642848,1.2005,1.2509173,0.92860484,0.9046804,1.0028949,1.2790036,0.8181893,1.0298085,1.1098824,0.9271974,1.3304392,1.3166599,1.098119,1.2559452,1.0723972,1.0173612,0.93161106
shovel,1.0490499,1.012839,1.00542,1.0442694,0.99676806,0.93983585,1.0308995,0.94453114,0.80258065,0.9421665,1.14628,1.0714957,0.9441497,1.0854516,1.0416784,1.1676928,0.9870111,0.9190586,0.91790456,0.9230629,0.89797705,0.98567414,0.8261646,0.7291759,0.9752155,0.99541813,0.89600486,1.1392695,0.9285718,0.8420111,1.0029359,1.106175,1.0550181,1.1365026,0.7802055,1.1368853,0.88985175,0.85691345,1.0058905,0.8462412,1.100379,0.94278,1.0423634,0.86055946,1.107527,1.167358,0.77801657,1.1032367,1.0812194,1.2377756,1.1363801,1.0524616,1.0159051,0.88502014,1.0452597,0.85786134,1.0399708,0.9930495,1.1808317,0.9337121,1.0655658,1.0879737,1.2147352,0.9501506,1.0449481,1.0204109,1.0682602,1.1485947,0.9537442,0.82779706,1.1641383,0.89821887,0.98615265,0.96795523,1.1283157,0.99155647,0.8161429,1.0349026,1.0008929,1.0086867,1.0996449,0.901187,1.0824223,1.145762,0.9315287,0.9245307,1.095507,1.1167326,1.1724377,1.0356908,0.86712295,0.7300258,0.88988787,1.0207593,1.1099404,1.1306834,0.8584722,0.9477361,1.0716014,1.0575324,0.99267715,0.93899375,0.68828285,1.1065315,0.9970412,0.9544137,1.1218905,0.6685463,1.1278868,1.0223042,1.1979014,0.0,1.0272812,1.0374358,1.0781093,0.74926347,1.0379245,1.0484294,0.8135082,0.79950464,0.86286455,0.8744166,1.1810883,1.0313625,1.0542581,0.9144456,1.1147677,1.0826931,0.65785074,0.928315,0.9086135,0.82875377,1.0523319,1.0862827,0.6494365,0.97141284,1.1180327
sink,1.3290464,1.2929852,0.6702113,1.3315082,1.2844702,0.9497657,0.6348586,0.6353864,1.0219009,0.9418685,1.1459347,0.22293597,0.9758155,1.430373,1.2177999,1.2198932,1.0684106,1.0132354,0.3697549,0.40510643,1.2421334,0.79726166,1.082856,0.90024036,0.377553,0.8607911,0.84123945,0.8543309,0.93919367,0.92439854,1.060815,1.1916271,0.7139526,0.9527314,1.0645475,1.0686864,1.2018299,0.55016977,1.1863921,0.3713714,1.2244946,1.308119,0.93607795,0.6763236,1.2628458,0.9814882,1.0513886,1.1249449,1.1019557,1.1778834,1.0326539,0.65396917,1.1575565,0.99413246,0.9635966,0.994412,1.2615848,1.2116069,0.6056824,1.2061254,0.6530019,1.2526524,1.1999989,1.1534202,1.3843064,0.97192883,1.2424166,1.0092548,1.2545085,0.94159406,1.2315197,0.39949512,1.1140144,0.6118125,1.1904812,0.8602643,1.1621042,1.461468,1.1679792,1.2211739,0.62071437,0.530087,1.0106994,0.9349302,0.9570184,0.7374469,1.1434002,1.3051422,1.1997104,1.2433397,0.5213759,0.5172858,1.1335582,0.68805814,0.8166065,1.3009862,0.97285587,0.31396246,1.2535238,1.2773119,1.2895762,1.2790844,0.8330368,0.62513924,0.81952053,0.9100934,1.1388226,1.1993454,1.2542915,1.315978,1.0373603,1.0272812,0.0,1.0421883,0.34401727,0.771407,0.9891757,1.1795017,0.72477883,0.77276886,0.74137473,1.1810527,1.2633419,1.0989056,1.1821505,0.738174,0.9088656,0.6238543,0.69717306,0.46790737,1.208078,0.59115875,1.0310377,0.89189965,0.9152846,0.54712987,1.0059559
slide,0.849536,1.1319805,1.2115299,0.9546603,0.8821521,1.1385539,1.170792,1.1956137,0.74891835,0.703849,0.6929645,1.2396417,0.7731689,0.78127724,0.9821285,0.7716701,0.5465175,0.88765204,1.174712,1.2691439,0.63461274,1.3479891,1.0619692,0.9291533,1.144018,0.7853643,1.2679087,0.9311628,0.72259736,0.95950794,0.7181754,0.73777205,1.172292,0.91704077,1.2145071,0.77183723,1.1769679,1.1649399,0.7234935,1.1581001,0.93117565,0.8121282,0.8599446,1.1397761,0.7639573,1.1012979,1.1842495,0.8731179,1.0430635,0.962987,1.2547524,1.060316,1.0554618,0.9828951,1.2312373,1.2455722,0.95341,1.0636978,1.2662288,1.0465764,0.7915861,1.0948076,0.96672666,1.1223418,1.1043216,1.1352785,0.9985173,1.1892325,0.8547253,1.2749906,0.88709074,0.95989966,0.8030406,1.2298659,1.0079665,1.2579176,1.0997101,0.9398844,0.9122392,1.1574303,1.2125338,1.1733274,1.1864798,1.299875,1.2124062,1.0215248,0.9780139,0.7164053,0.97395295,0.78317434,1.1401092,1.1211687,1.137869,1.1710371,1.0356429,0.8534392,0.9478602,1.117173,1.0738236,1.232087,0.98456967,0.8937745,1.0172609,1.2454919,0.8826548,1.1125739,0.67344666,0.89630955,0.8162569,0.811351,0.972461,1.0374358,1.0421883,0.0,1.2602962,1.1809688,1.1059572,1.129575,1.1841872,1.1169639,1.2312915,0.92820513,0.74560845,0.89220804,0.672466,1.0784764,1.3163066,1.1821245,1.0245138,1.152277,0.702598,1.0839155,0.84927046,1.1233373,0.9454901,1.2487618,0.8958242
slipper,1.4433522,1.0111128,0.42565274,1.4042379,1.3901776,0.7854146,0.5077853,0.5120081,1.1317656,1.2924274,1.4010363,0.15345728,1.3022232,1.4778227,1.3361809,1.3652058,1.1783803,1.1082925,0.37411022,0.46562028,1.4083841,0.44010264,1.2081383,0.9046109,0.38512206,0.9414589,0.6610941,0.9956147,1.2406621,0.9207183,1.3940432,1.2954543,0.6727821,0.8645259,0.95197624,1.3026825,1.0918764,0.3181455,1.4289708,0.4165486,1.4221406,1.3318744,1.2300646,0.71871954,1.3142911,0.8972654,0.900575,1.3080946,1.0914254,1.1742711,0.5607151,0.5727539,1.1892815,1.0777543,0.5489569,0.668352,1.2791302,1.3566246,0.2051388,1.1461171,0.85219187,0.9724536,1.1638547,1.0765208,1.2415583,0.6989299,1.3120173,0.8759674,1.1954993,0.88625073,1.3104954,0.49536407,1.3495636,0.5233308,1.3566473,0.67135847,1.21389,1.4306935,1.2409118,1.1883905,0.33835292,0.5151196,0.6065468,0.6018559,0.73558706,1.0936126,1.0075977,1.4631476,1.2323723,1.4459858,0.381069,0.43065834,1.106512,0.5936238,0.8029663,1.1942699,1.0767252,0.4574225,1.2613988,1.1019672,1.1596774,1.253031,0.8623368,0.3729003,1.2070104,0.7383637,1.202869,1.0803609,1.4123545,1.2820579,0.96178466,1.0781093,0.34401727,1.2602962,0.0,0.72497636,0.6707611,1.0178187,0.55093056,0.83947784,0.48916364,1.3379011,1.3437514,1.2819583,1.4756075,0.59145206,0.3979287,0.40531814,0.7962577,0.49898732,1.2397587,0.79473734,1.1613076,0.9140907,1.1979287,0.20907211,1.2798915
soap,1.2850899,1.151739,0.61775255,1.283083,1.3086116,0.6646154,0.58190256,0.744905,0.799467,1.2918859,1.2732859,0.71922237,1.2760806,1.337289,1.0982646,1.224285,1.1307406,0.94170034,0.41522312,0.52759296,1.1390638,0.756782,1.1800389,0.5100883,0.57171965,0.7680907,0.8237108,1.1071483,1.0070872,0.8667765,1.247384,1.164603,1.0013185,1.0836196,0.83415353,1.226294,0.9981816,0.6547639,1.1953704,0.42587692,1.1953068,1.04769,1.2102727,0.93268967,1.2869784,1.1701527,0.73136187,1.2270956,1.108527,1.2558175,1.0543299,0.9573993,1.2014811,0.71052814,0.9959848,0.91426843,1.1581964,1.0960734,0.836328,0.8883313,1.0913674,1.0840291,1.2679701,0.9531789,1.3262744,0.64427215,1.1250423,1.1990548,0.9903025,0.52967274,1.2841643,0.86693203,1.1434505,0.67967135,1.3343583,0.79071474,0.8607937,1.2874591,1.0679373,1.0415578,0.6734611,0.7350334,0.9813114,0.8844775,0.8434835,1.0755545,1.0704551,1.3191901,1.3405092,1.237144,0.8304949,0.8672862,1.0073162,0.8039613,0.88639057,1.297017,0.691552,0.7003784,1.1124736,1.1132448,1.115623,1.0036067,0.5596352,0.81529045,1.166451,0.7156185,1.0741131,1.1160053,1.2975259,1.286364,1.3342936,0.74926347,0.771407,1.1809688,0.72497636,0.0,0.944501,1.0346386,0.66520464,0.7075349,0.8021802,0.9635872,1.3155901,1.1315169,1.3355899,0.5883459,0.88748115,0.89330953,0.81750584,0.72042227,0.9004534,0.62369263,1.0887861,0.73645097,0.97246766,0.6348208,1.2034477
sock,1.1715434,0.8229068,0.9181776,1.0399221,1.0188857,0.88095874,0.7746602,1.0193195,1.0711269,1.1335125,1.2210002,0.7786328,1.0691835,1.0092721,1.135268,1.1476513,0.91950274,1.0597564,0.988069,1.0082396,1.0132402,0.79640985,0.98809004,0.85816777,0.8755117,1.1308657,0.9018649,1.1741645,1.1601825,1.0376383,1.2896998,1.0828195,0.96661264,0.88528305,1.0017458,1.1307005,0.8580389,0.71026677,1.2301071,1.0090592,1.3133918,1.1922425,1.2612418,0.8591642,1.018032,0.7859563,0.98687774,1.0746852,1.0803387,1.2006667,0.5315498,0.50272727,1.0404946,1.2581952,0.6436544,0.6570624,1.0647289,1.1208993,0.758646,0.7799946,1.03494,0.69781685,1.0980369,1.0900884,0.7828213,0.91709256,1.2062312,0.89727545,0.9354799,1.0236541,0.9660615,0.91914475,1.2037035,1.0368261,1.1582738,0.9572409,1.1057638,0.8626607,1.0596904,0.89999056,0.88465494,0.83339477,0.6639711,0.93707174,0.96312904,1.1451753,1.0671903,1.1811415,0.9156371,1.233532,0.7217859,0.84729695,1.0948554,1.0163801,1.0171685,0.94736594,1.258956,0.91005766,1.1619675,0.80409706,0.878068,0.9349377,1.0531482,0.8678119,1.2302787,0.82178485,1.0826803,0.92326856,1.1467032,0.83804935,0.77395487,1.0379245,0.9891757,1.1059572,0.6707611,0.944501,0.0,0.94900393,0.7611784,1.0620165,0.75722075,1.2568284,1.0921538,1.1375973,1.170077,0.86943734,0.6147516,0.8789722,0.875315,0.8628901,0.974249,1.0357932,1.225889,1.1331522,1.1438316,0.79479265,1.2967863
soup,1.0421611,0.7922598,1.1460019,1.0488002,0.97561616,1.1699512,1.1152046,1.1266041,1.0308058,0.88362265,0.93875766,1.069134,0.81195676,0.91232777,1.1190177,0.8544848,0.9288177,1.1808565,1.158231,1.1196069,1.132137,0.8554098,1.0572628,1.0961834,1.0753287,1.1733055,1.0042646,0.8964008,1.0202439,1.0430435,0.9569808,0.9377989,0.9097644,0.8152009,0.7549435,0.86656815,0.8031875,1.0613145,0.9518743,1.1636338,1.0676056,1.0922964,0.9239295,0.87607425,0.93643475,0.8184349,1.131195,1.1280665,1.131523,1.0642511,0.9653604,0.9800935,1.080078,1.1688704,0.997377,0.9357225,1.1791114,1.0266954,1.0140481,0.9424375,0.9306692,0.9715488,0.98542196,0.94396263,0.98810804,1.0122001,1.1080343,0.9452357,0.8001886,0.97365385,0.9042491,1.1404855,1.0517495,1.1263621,0.9104271,1.0968789,0.8940482,0.8367313,1.074527,0.7519157,1.1030867,0.79855126,0.91487,0.98207366,1.0873344,0.8837948,1.0708958,0.969069,0.7067241,1.2052579,1.174545,1.1848221,0.95310587,1.0063343,0.83416104,0.98993397,1.1774474,1.2038683,1.0297575,0.8708044,0.99509627,0.821442,1.1337438,1.0360544,0.9587552,1.080287,1.0196176,0.8848347,0.94021964,0.876399,0.8053597,1.0484294,1.1795017,1.129575,1.0178187,1.0346386,0.94900393,0.0,1.0824223,1.0490264,1.074333,1.0412277,1.127876,1.0213946,1.1082499,1.0575228,1.0119449,1.0353428,1.1984764,0.8288983,1.2419857,1.1229918,0.95380926,1.1308415,1.0912747,1.0470634,0.9677064
spoon,1.4155396,1.1104922,0.5617831,1.3272715,1.4212484,0.7427807,0.5753345,0.63849473,0.89933884,1.29255,1.4455596,0.58283854,1.2360964,1.4943752,1.2643912,1.3603053,0.9792947,0.93497485,0.59466124,0.43935364,1.3297434,0.62259316,0.99358827,0.63713264,0.5164518,0.72403,0.7445719,1.2424588,1.1306977,0.8974126,1.392736,1.2377951,0.8039665,0.9142208,0.8981379,1.3518684,0.9990462,0.39057076,1.3601114,0.642796,1.3961155,1.2256114,1.2574706,0.71049404,1.4066465,0.8890759,0.756286,1.2432375,1.0760031,1.3762071,0.76755905,0.62588,1.0831946,0.9030776,0.7587913,0.4663602,1.055568,1.1612743,0.677638,0.84175783,1.0344852,0.8609971,1.3811252,0.9077007,1.206867,0.7348077,1.2595963,1.0906931,1.02768,0.72124094,1.355866,0.6572642,1.266356,0.57273996,1.3713886,0.7469851,1.0105789,1.3427212,1.1672149,1.1499813,0.67877257,0.5832957,0.65002346,0.7806559,0.71320796,1.1090066,0.97631264,1.4458377,1.3637114,1.4296644,0.34479392,0.5026902,0.92072093,0.65902084,0.8196715,1.2264392,0.87569225,0.5110956,1.2121327,1.0698686,0.9910714,1.157734,0.6732149,0.7141231,1.2719969,0.6049268,1.2643763,0.996048,1.4792978,1.2315528,1.1559638,0.8135082,0.72477883,1.1841872,0.55093056,0.66520464,0.7611784,1.0824223,0.0,0.813295,0.68008745,1.0829091,1.3416114,1.2751569,1.536761,0.53142697,0.72769153,0.76952887,0.69432235,0.5845715,1.0539168,0.49109846,1.1129382,0.7409191,0.9691237,0.51779574,1.3695318
