,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,1.1762235,1.0903361,1.319085,1.1039407,0.87440544,1.4098079,1.2446992,1.1802852,0.8559595,0.62350315,0.7416417,0.9232098,0.4459566,1.0667167,1.1447756,0.8933601,1.0322292,1.1495404,1.0339568,0.9606791,0.9572119,1.2855455,0.72654533,0.980346,0.7290033,1.0914707,1.2105467,0.89776224,0.5053224,1.0860665,0.43809515,1.0339936,1.0185941,1.0101233,1.1469047,0.55933577,1.1495078,1.2419968,0.564157,0.96027213,0.9972531,1.1473016,0.41450548,0.6436781,0.97775346,0.8677246,1.2822943,1.0129935,1.0871192,1.0047203,1.2674884,0.92753154,1.1210736,1.0598403,1.1680158,1.1056024,1.277078,0.9809008,1.1566739,1.1288146,0.7813655,1.3627453,1.0181394,1.1686107,1.119747,1.1902486,1.1499984,1.0272667,1.0071986,0.80531895,0.85171974,0.95914304,0.6202026,1.0812436,0.68090594,1.1940845,0.89630926,1.1054964,0.99406755,1.0450951,1.2638521,0.627614,1.2565854,1.2329361,1.2874924,0.0,1.2427834,1.0170927,0.66963196,1.0862625,1.12153,1.1156423,1.0695525,1.1168418,0.8716673,1.2725426,1.006082,1.0292833,1.139296,1.1545496,1.2824074,0.7778647,0.9229232,1.1926637,0.14404035,1.0633831,1.1432605,1.1469798,0.8930225,1.0175809,0.8552501,0.9245307,0.7374469,1.0215248,1.0936126,1.0755545,1.1451753,0.8837948,1.1090066,0.9518931,1.2539616,0.7761148,1.1773632,0.7490759,0.91257215,1.2679899,1.2619518,1.1555239,1.1057783,0.6236154,1.2597868,0.97975934,0.94415873,0.94306475,0.4842931,1.1637421,0.6111518
owl,0.7278838,1.1208248,0.8826689,0.93052614,1.1945858,0.8437085,1.0200647,0.9259406,0.9560446,1.3200195,1.1523802,1.0616231,1.3017141,1.0111029,0.8834264,1.1102387,1.05054,0.8786901,1.080831,1.1438572,0.9506983,0.9606046,1.1466208,0.9798188,1.0809722,0.98453635,0.8944429,0.9387858,1.1979017,0.96087384,1.1872973,1.0166612,0.8912847,1.039137,0.9223791,1.2095863,0.9962685,0.93526554,1.1969379,1.0759442,0.95189434,0.7777997,1.1905284,1.1295137,1.116303,1.0428245,0.9609361,0.9377535,0.9741802,1.0231894,1.0071096,0.9995656,0.89718676,0.95433486,0.98848957,0.9007902,0.6066654,1.1561786,1.0145425,1.0296339,1.1131226,0.84675545,1.0596842,0.73492384,1.0918857,0.9795649,0.9288492,0.99697256,0.9605481,1.0555658,1.1917727,1.1861253,1.1110318,0.94500846,1.1782861,0.9630776,1.0368342,0.9914317,1.0436815,1.0093817,0.95651627,1.1320852,0.9742657,0.9391016,0.86189026,1.2427834,0.0,1.1079552,1.2240547,0.9260984,0.9836874,1.0493952,0.9602318,0.96571004,1.1161919,0.8730488,0.97370523,1.0441942,0.9030236,1.0564554,0.802273,1.0745503,1.0082483,0.94116,1.2470396,0.9802507,1.0326636,0.9253323,1.1433539,1.020825,1.1871041,1.095507,1.1434002,0.9780139,1.0075977,1.0704551,1.0671903,1.0708958,0.97631264,1.1111861,0.9340359,1.045525,0.84939206,1.1087301,1.0988742,0.70763284,1.0104113,0.97935414,1.1135986,1.130073,0.700246,1.0850973,1.0414131,1.0421208,1.1866187,1.0344383,1.1349696
pajamas,0.7742195,0.8384649,1.4207611,0.6757242,0.5679291,1.3086199,1.3662152,1.3772289,1.022281,0.7046436,0.5757617,1.3949337,0.8021648,0.32383847,0.893509,0.62443054,0.88057554,1.0376719,1.3948736,1.4574962,0.704623,1.4032898,0.9390306,1.2207264,1.4559447,1.1150023,1.3665257,0.9704926,0.8034793,1.1923704,0.71018815,0.6118139,1.2435044,1.0823562,1.27595,0.6525186,1.0769678,1.4782476,0.6661855,1.3940125,0.7710424,0.5551073,0.8483188,1.2608027,0.5210351,1.0509603,1.3104517,0.88831353,1.0521209,0.7263901,1.2263275,1.2509485,1.044177,1.0877687,1.2336944,1.1689181,1.0009723,0.89169455,1.3909855,1.0520374,1.0627487,1.1632047,0.70015955,1.1247663,0.7823725,1.1299556,0.86963403,1.105743,0.77976006,1.2762458,0.4035443,1.269386,0.7764256,1.4628332,0.64494765,1.3141412,1.0278566,0.69961655,0.8329741,1.0139239,1.379843,1.3656106,1.2716322,1.3440393,1.3367418,1.0170927,1.1079552,0.0,0.53839546,0.6995701,1.4820507,1.3089805,1.1166956,1.3004131,1.1318475,0.7363487,1.0924027,1.4104631,0.9200663,1.0233529,1.0298219,0.81187624,1.2546526,1.3818731,0.8629574,1.2391163,0.79072934,0.9814931,0.12035453,0.79718006,0.77622926,1.1167326,1.3051422,0.7164053,1.4631476,1.3191901,1.1811415,0.969069,1.4458377,1.2770307,1.3343682,0.815075,0.4279216,0.787813,0.52438647,1.4098945,1.2961892,1.3044144,1.1513882,1.3762931,0.89044106,1.3567466,0.9350058,1.2187824,1.055532,1.4489734,0.78825027
pants,1.0044962,0.6535961,1.4015342,1.0018778,0.53197443,1.3627288,1.334064,1.3453804,1.1847262,0.6425518,0.6297916,1.1771514,0.564143,0.5710336,1.0329115,0.7009735,0.88882774,1.3178834,1.4073362,1.4373516,0.9786579,1.2976166,0.73954177,1.2585728,1.1992271,1.2635967,1.2852464,0.9318329,0.80687416,1.24859,0.6516801,0.7611293,1.1137426,0.9074928,1.322402,0.5188749,1.1674042,1.3572245,0.7258692,1.4308959,0.9160272,1.0196319,0.70838434,1.0321991,0.50689584,0.672763,1.3105371,0.9420791,1.1454744,0.7622242,0.95510846,0.95763624,1.0525844,1.2806036,0.95132643,1.0521911,1.1995645,0.93806154,1.1369174,0.9742251,1.025538,1.1472379,0.67429966,1.261781,0.72162616,1.1035293,1.0427613,0.9237222,0.7844814,1.1646996,0.23171669,1.212496,0.83402765,1.445282,0.42902702,1.2396166,1.129853,0.60504836,0.9441888,0.94806004,1.3263941,1.000059,1.0533831,1.1660078,1.2770686,0.66963196,1.2240547,0.53839546,0.0,1.059727,1.36255,1.3404424,1.1637938,1.3188604,1.0246528,0.91765195,1.2923658,1.4642985,1.0278847,0.9242459,1.1375424,0.67069703,1.3658391,1.2722927,0.6291957,1.0877762,1.0522945,1.0361693,0.40097642,0.7187505,0.291959,1.1724377,1.1997104,0.97395295,1.2323723,1.3405092,0.9156371,0.7067241,1.3637114,1.2257074,1.3817801,0.9850972,0.869641,0.7638416,0.76376796,1.4709034,1.0250478,1.2240531,1.2024001,1.0444735,1.2534149,1.4383398,1.0443593,1.2240138,0.8667257,1.2872915,0.7362295
paper,0.5170019,1.2150316,1.3803532,0.4939493,0.7583946,1.2030659,1.3505204,1.2757778,0.98421425,0.82898414,0.7687162,1.3580458,0.8806827,0.5555166,0.6370456,0.8128756,1.051083,0.37145913,1.3425161,1.3810611,0.353765,1.4113505,1.0037875,1.2543519,1.4691277,1.0963992,1.318021,0.81252235,0.967651,0.8651763,0.82396275,0.9127197,1.1810093,1.1255172,1.1726899,0.9189335,0.9571465,1.4212426,0.76808167,1.3084352,0.5909244,0.78764737,0.96519166,1.2113941,0.81487894,1.2264949,1.2081432,0.5744861,0.9295573,0.8540007,1.3780556,1.3012289,0.78944397,1.0113735,1.279963,1.3366611,0.66610813,0.86514384,1.407612,1.2114607,1.1107303,0.9075081,0.919311,0.89384687,0.9197929,1.3080897,0.5616324,1.1332238,1.0592045,1.2160801,0.869425,1.1701151,0.8226034,1.2813857,0.9033607,1.3252194,0.86806315,0.94873583,0.79156435,1.0821744,1.3414482,1.4378555,1.3355439,1.3216454,1.2889991,1.0862625,0.9260984,0.6995701,1.059727,0.0,1.3344834,1.2163001,1.063612,1.2856131,1.2480923,0.68654037,1.0091347,1.1909285,0.63554513,1.1329135,0.9622937,0.95080066,1.1041011,1.3430192,0.9561423,1.2318605,0.68544066,0.8929801,0.7864776,0.8043531,1.1609726,1.0356908,1.2433397,0.78317434,1.4459858,1.237144,1.233532,1.2052579,1.4296644,1.2302642,1.3141174,0.918424,0.73388267,0.8817762,0.30179632,1.1668136,1.4245346,1.2632369,1.0970612,1.4204359,0.63667405,1.1394745,0.95081586,1.1116958,1.0604314,1.4537048,0.89118505
pen,1.3813398,1.0659893,0.61085,1.3692114,1.3483913,0.8367654,0.6412997,0.6051364,1.0367422,1.3103051,1.5023712,0.46357715,1.2755414,1.4497073,1.240822,1.3955879,0.9736606,0.81345075,0.5554756,0.5408589,1.2792856,0.5918325,1.0045668,0.8663636,0.5206973,0.8736052,0.7351786,1.1295192,1.2812397,0.97322404,1.4316514,1.2677008,0.76099133,0.7954151,0.95372355,1.4309494,1.0362151,0.22596061,1.4279668,0.60519516,1.4167774,1.3125539,1.2693889,0.7145942,1.4171345,0.88477814,0.8383312,1.2518623,1.004962,1.3089707,0.58781683,0.60571414,1.0609547,0.9399743,0.6013845,0.52042615,1.071233,1.2303301,0.49233216,0.9237859,0.88412803,0.73013586,1.273644,1.0253153,1.0335995,0.854826,1.2881612,1.0147482,1.1008809,0.90165865,1.3442874,0.43967462,1.3082424,0.603012,1.4104158,0.80631655,1.1382451,1.3513181,1.2629703,1.2446817,0.6011006,0.546628,0.601436,0.7132155,0.78346694,1.12153,0.9836874,1.4820507,1.36255,1.3344834,0.0,0.18620604,0.94465005,0.6176344,0.82975817,1.0630059,0.941469,0.45232713,1.2391483,1.1324419,1.0898668,1.2759663,0.84315467,0.6141386,1.3002567,0.6808649,1.1900508,0.9681835,1.5009044,1.2645566,1.0534158,0.86712295,0.5213759,1.1401092,0.381069,0.8304949,0.7217859,1.174545,0.34479392,0.8070685,0.63050634,1.2127789,1.3253666,1.288522,1.4813769,0.6309629,0.58410597,0.56699884,0.5524949,0.5402634,1.1529936,0.5959984,1.1152822,0.86489356,0.954664,0.41576964,1.3574234
pencil,1.3315706,1.0585123,0.67924315,1.2797823,1.2551732,0.9162621,0.7419623,0.63018996,1.0214536,1.1714258,1.3888708,0.5091601,1.2182608,1.3436632,1.2553685,1.3417978,1.0631775,0.83304036,0.5479963,0.62913907,1.152976,0.6366364,0.9531512,0.9313894,0.58756685,0.9416746,0.7076764,1.1045302,1.2133298,0.94732296,1.2902045,1.2157437,0.82857996,0.8934645,0.9880649,1.3744378,1.0440124,0.25150895,1.3048663,0.59442306,1.3613839,1.2514682,1.1673332,0.76304245,1.3145983,1.0277978,0.89963865,1.1897278,1.0028651,1.2390156,0.682076,0.7555501,1.1187125,1.0092852,0.7333251,0.6017874,1.1271031,1.1866088,0.53364915,1.0990366,0.8349368,0.8830015,1.2305119,1.0870004,1.0268501,0.9908249,1.2578955,1.0286787,1.1220983,0.96173936,1.2946837,0.32803267,1.2035236,0.64243335,1.3508978,0.87063396,1.1492589,1.3469802,1.1983854,1.2378271,0.6054691,0.67624396,0.6654853,0.792279,0.82450193,1.1156423,1.0493952,1.3089805,1.3404424,1.2163001,0.18620604,0.0,1.0639843,0.692124,0.92181736,1.0184565,0.9968094,0.5243214,1.2326336,1.1726135,1.1567155,1.3284433,0.90558124,0.6850987,1.2163781,0.83094466,1.0470865,0.8624253,1.3587644,1.275403,1.1261777,0.7300258,0.5172858,1.1211687,0.43065834,0.8672862,0.84729695,1.1848221,0.5026902,0.7961524,0.6887072,1.2259179,1.1988487,1.2019749,1.2933972,0.7448493,0.65642875,0.5431299,0.4017353,0.6572183,1.0925264,0.736582,1.0638256,1.0054905,0.88215905,0.45396078,1.2810822
penguin,0.8005402,1.028508,0.96686745,1.0935252,1.1517011,0.99077076,0.9314824,0.90438944,1.020942,1.1187087,1.2126076,1.1269968,1.1389568,1.1746929,0.8932729,1.1257036,0.8758598,1.0388962,1.0268703,0.9174398,1.1948488,0.8756964,1.1353033,0.9681345,1.0829734,0.98329186,0.8423865,0.8970751,1.1729125,1.1109316,1.1920717,0.98401046,1.0379695,1.051573,0.80534434,1.2015324,0.88972473,1.030279,1.170476,1.0246351,0.7802936,0.99367577,1.1437901,1.0360892,1.2195344,0.9894096,0.85215855,0.9700083,0.9323139,1.1779236,1.025783,1.0973401,0.4624883,0.85925055,1.0104824,1.0188441,0.8247654,0.90606713,1.1354698,0.7644509,1.0897056,0.97000945,1.1830822,0.92838794,1.0435493,1.0733598,0.7659199,1.0986246,0.9599143,0.9113623,1.1969653,1.135502,1.1616488,1.0224648,1.0793958,0.90002584,0.8868518,0.9000819,1.0643396,0.8308952,1.0950538,0.9146156,1.0275682,0.92001086,0.9104497,1.0695525,0.9602318,1.1166956,1.1637938,1.063612,0.94465005,1.0639843,0.0,0.8325083,0.9614759,0.9726628,0.9339965,1.0025984,0.7308545,0.9867153,0.9927821,1.1192362,1.0525818,1.0375409,1.1484306,0.9180862,1.2051164,0.9952949,1.1504692,1.1561718,1.1748972,0.88988787,1.1335582,1.137869,1.106512,1.0073162,1.0948554,0.95310587,0.92072093,0.91070235,0.79757214,0.82469654,1.173162,1.1133146,1.2252713,1.0064934,1.0414475,1.0653356,1.0535402,0.9491423,1.0732328,0.89260864,0.929245,0.9853788,1.0569246,1.0963533,1.0835906
pickle,1.2255654,1.1116458,0.5249444,1.268414,1.3736446,0.754645,0.5971542,0.55527735,1.0859302,1.2000605,1.3052807,0.6217027,1.3054111,1.4289799,1.1904279,1.2466612,1.0057353,1.0146714,0.56073135,0.44092178,1.3421059,0.5526295,1.1873784,0.9019797,0.6557474,0.88249,0.60973275,1.0153584,1.1922671,0.95431584,1.3300166,1.1969557,0.7208052,1.0006014,0.79672045,1.2880565,1.0754352,0.57897025,1.3223524,0.5745579,1.2198524,1.1353586,1.1956552,0.93853855,1.3052987,0.94122285,0.78753805,1.2051462,0.94760966,1.1760935,0.9189266,0.8963654,1.005383,0.9644606,0.96071404,0.950432,1.0591775,1.1600791,0.7225118,1.005241,0.9556387,0.9992134,1.1744373,0.92731744,1.2755476,0.85653615,1.1708397,1.0637248,1.1687769,0.86911124,1.3263483,0.70272523,1.3005266,0.62685007,1.2614021,0.643705,1.1000957,1.2975545,1.1751577,1.0651124,0.6331358,0.7508796,0.9044306,0.6843683,0.67719275,1.1168418,0.96571004,1.3004131,1.3188604,1.2856131,0.6176344,0.692124,0.8325083,0.0,0.779793,1.1889197,0.997288,0.5663414,1.1201283,1.0830866,1.0320941,1.3090125,0.8917373,0.5824405,1.2134068,0.8768153,1.1819534,1.1607034,1.3220677,1.2986159,1.1523389,1.0207593,0.68805814,1.1710371,0.5936238,0.8039613,1.0163801,1.0063343,0.65902084,0.8459419,0.6537883,1.1365786,1.2380209,1.1798536,1.3634038,0.63963175,0.7928401,0.7620623,0.8423345,0.7188455,1.1442618,0.6436808,1.0228317,0.79116213,1.1931485,0.65941715,1.1167902
pillow,1.2468718,0.8894787,0.9680207,1.336907,1.0350657,1.1037371,0.9265948,0.91706365,0.8162216,1.0049279,0.5940155,0.80004215,0.8286952,1.1487291,1.2647929,0.40110445,0.84904444,1.0160338,0.8051179,0.70483774,1.1989831,0.8263333,1.1846197,0.9655725,0.7507439,0.8568181,1.0223092,0.9738603,0.8043345,1.0723569,1.0405269,1.0144048,1.0756266,0.87328494,1.0308957,0.58963346,1.0591842,0.8943405,0.8178344,0.81202084,1.1608552,1.0098933,0.94847345,0.7909188,1.2010647,0.7842026,1.05418,1.1596493,1.0532216,1.1965169,0.96341383,0.89042133,1.1549115,0.9975041,0.960595,0.94367164,1.2346189,1.1765559,0.86430067,0.8436027,0.94651407,1.1773313,1.1970223,1.1845895,1.1639848,0.8942021,1.2157108,1.1039429,0.89155036,0.7976482,1.1145948,0.82448673,1.0852436,0.7672553,1.1634204,1.0096517,0.9247226,1.153843,1.1571491,1.0035882,0.868897,0.5111623,1.0115304,0.8814308,1.0757939,0.8716673,1.1161919,1.1318475,1.0246528,1.2480923,0.82975817,0.92181736,0.9614759,0.779793,0.0,1.1693314,0.9737932,0.8327951,1.1821574,1.1075544,1.1016065,0.80524963,0.92191595,1.0550345,1.0130597,0.86359155,0.8895625,1.1915619,1.2193276,1.131242,0.9612249,1.1099404,0.8166065,1.0356429,0.8029663,0.88639057,1.0171685,0.83416104,0.8196715,0.8113158,0.99539864,0.9872001,1.2028832,1.0910983,1.2805531,0.93436146,0.89498156,0.8918459,1.0473915,0.51162905,1.1591356,0.74433506,1.0595264,0.8898889,1.0560379,0.80458164,1.044675
pizza,0.6715647,0.9355308,1.2774656,0.7362088,0.7142548,1.2433344,1.3150163,1.1840307,0.9903111,0.9832709,0.93661046,1.2884878,0.97367567,0.60049623,0.8656063,0.8897061,0.92593807,0.7909143,1.3395474,1.3913748,0.70208967,1.1497489,0.9442947,1.2360051,1.3788669,1.1702939,1.181637,0.816502,1.2194974,1.0091047,0.99524254,0.92392814,1.199437,0.8658487,1.1692343,1.0144465,0.8536552,1.1749042,0.9176989,1.3692424,0.86422825,0.89414495,1.0868986,1.1992373,0.81625235,1.1462215,1.2341388,0.94707,0.9583168,0.8755796,0.87757975,1.1177235,1.0027444,1.0794713,0.85376453,0.9871315,0.89179,0.90301514,1.10235,1.0367354,0.9740737,0.76366603,0.8596312,1.0143411,0.58116335,1.2021091,0.89181143,0.9323528,0.95988077,1.2448667,0.8309457,1.041534,0.95370436,1.2846332,0.9412525,1.2252538,1.0422077,0.74634886,0.96237934,0.95019233,1.2569027,1.2447116,0.92239326,1.0625064,1.2497138,1.2725426,0.8730488,0.7363487,0.91765195,0.68654037,1.0630059,1.0184565,0.9726628,1.1889197,1.1693314,0.0,1.1178731,1.285096,0.9239516,1.0487298,0.93839127,0.96500325,1.2957224,1.1536608,1.1893098,1.1317463,0.8440912,0.79617167,0.83674157,0.6914031,0.9376465,1.1306834,1.3009862,0.8534392,1.1942699,1.297017,0.94736594,0.98993397,1.2264392,1.2249631,1.2630589,1.1021395,0.68740875,1.0178416,0.7144327,1.2387697,1.0151933,1.091784,1.0829982,1.270611,0.9155241,1.2602135,0.96724397,1.130501,1.1756258,1.1766002,1.0619134
plant,1.0218914,1.1995544,0.9671311,1.0781958,1.1412799,0.94696647,0.91238326,0.9905487,0.7336397,1.154016,1.060115,1.0441215,1.1432561,1.2416899,1.053706,1.041613,1.0947367,0.9145184,0.8062481,0.77572703,1.0448446,1.1427267,1.0718964,0.7709894,0.8616949,0.746292,1.1162767,1.0468608,0.8848776,0.9385642,0.955196,1.0859171,1.0988116,1.122411,0.96719307,1.0508238,1.1020281,1.0139043,0.9363258,0.7677978,0.9714847,0.8639802,0.9707617,1.0523515,1.2038178,1.2904167,0.93942964,1.099564,0.9841343,1.1260866,1.2607183,1.1505368,1.0939667,0.08152902,1.1254966,1.0260377,0.91028357,0.8428556,1.0789121,0.9697031,1.100028,1.1838021,1.1045696,0.9857522,1.2118293,0.8212691,0.9665441,1.187165,1.0136601,0.75581336,1.2372979,1.0146449,0.7890511,0.92313427,1.1990484,1.0604525,0.876788,1.1965708,0.9693353,1.201015,1.0161555,0.99315494,1.1339784,1.1482052,1.0181968,1.006082,0.97370523,1.0924027,1.2923658,1.0091347,0.941469,0.9968094,0.9339965,0.997288,0.9737932,1.1178731,0.0,0.9702116,1.0165392,1.2065296,1.0931468,0.9899896,0.689723,1.0452744,1.0376617,0.750457,1.0058849,1.0262744,1.1757632,1.2049217,1.3459452,0.8584722,0.97285587,0.9478602,1.0767252,0.691552,1.258956,1.1774474,0.87569225,0.9076483,0.96674055,0.7437198,1.1480155,0.9161388,1.082277,0.9534952,1.1838565,1.1264484,0.97918594,0.9739989,0.88992745,0.7134347,0.80659866,0.76820594,0.82484865,0.9766367,0.86968386
plate,1.3118327,1.3687586,0.483967,1.1347634,1.4402074,0.7481591,0.54867226,0.5037156,1.0120577,1.0934428,1.3270408,0.41378105,1.1877182,1.4653304,1.2009505,1.3178463,1.0580865,0.79099286,0.3539272,0.23482919,1.1938367,0.4954288,1.1575352,0.799793,0.46411234,0.7679119,0.6097086,1.0959456,1.1253302,0.81694525,1.3274195,1.2708074,0.7927367,1.0323,0.82003,1.321552,0.977748,0.4580747,1.3202884,0.39035022,1.3248134,1.3290831,1.2169843,0.72551346,1.4147085,1.0553817,0.8272996,1.1476687,1.058882,1.294385,0.9960889,0.71053576,1.0514181,0.95208776,0.96153677,0.8532572,1.0917414,1.1152215,0.66798794,1.146204,0.85388815,0.93739086,1.3608408,0.910366,1.3891623,1.0117977,1.2348808,1.095849,1.2670333,0.8516846,1.4141306,0.41911364,1.3051362,0.5026938,1.3704244,0.722053,1.0483019,1.4928744,1.2018962,1.0974845,0.50398767,0.6570463,0.96577895,0.77735513,0.70908624,1.0292833,1.0441942,1.4104631,1.4642985,1.1909285,0.45232713,0.5243214,1.0025984,0.5663414,0.8327951,1.285096,0.9702116,0.0,1.2229327,1.1559167,1.0422109,1.3367945,0.7689369,0.6132723,1.1184857,0.8843863,1.1064559,1.185518,1.4602461,1.3117566,1.241725,0.9477361,0.31396246,1.117173,0.4574225,0.7003784,0.91005766,1.2038683,0.5110956,0.8256263,0.5618649,1.209051,1.2838678,1.2457426,1.244897,0.51326716,0.8849045,0.55082214,0.75229204,0.6009374,1.072986,0.30851603,1.1039244,0.7930817,1.1337707,0.56038505,1.1964858
pony,0.5687583,1.1152561,1.1881797,0.9033337,1.0307468,1.1144633,1.1812356,1.1444886,1.1264263,1.0202471,0.9981872,1.2021728,1.0851634,0.92369306,0.5778708,0.9699143,1.0361329,0.8484035,1.2014128,1.2601435,0.9203606,1.2150103,1.0223682,1.2062306,1.30738,1.0538617,1.1056256,0.7127963,1.0854298,1.1115091,0.98234665,0.96848303,1.096726,1.0041215,1.0565277,1.0980101,1.0141407,1.2408403,0.9969809,1.2135156,0.4441864,0.8334778,1.0581928,1.2571901,1.0041323,1.0410771,1.0965881,0.70146316,1.0206102,0.9568921,1.1810901,1.1933144,0.6923917,1.0205492,1.1532339,1.1219827,0.77164936,1.0163983,1.1953331,1.1257765,1.1448263,1.027456,0.9341371,0.9417971,1.0309861,1.1058933,0.069111586,1.072867,0.9235067,1.0881975,1.0069612,1.2866675,1.0129704,1.1920003,0.97099584,1.1467465,0.84454495,0.98572075,0.8742172,0.94927114,1.1840757,1.2481332,1.1144745,1.0479177,1.1049097,1.139296,0.9030236,0.9200663,1.0278847,0.63554513,1.2391483,1.2326336,0.7308545,1.1201283,1.1821574,0.9239516,1.0165392,1.2229327,0.0,0.98822385,1.0201877,1.0244981,1.1570804,1.198904,1.0742124,1.0419285,0.9818821,1.0318909,0.9425353,1.0089155,1.0644327,1.0716014,1.2535238,1.0738236,1.2613988,1.1124736,1.1619675,1.0297575,1.2121327,1.191955,1.137224,0.9048551,0.9236312,0.9983821,0.88387483,1.0602742,1.1877537,1.1714591,1.1716042,1.2523286,0.92948955,1.1869569,0.98121935,1.0110288,1.1026859,1.2661391,1.0255544
potato,1.0432417,0.6145907,0.88672876,0.842483,0.9392941,0.7394396,0.9304591,1.1307216,1.2741371,1.0734816,1.10168,1.19524,1.1588643,0.9036906,1.0028375,1.0459176,1.0351113,1.2425244,1.2604003,1.146242,1.1720172,0.8010721,0.92448646,1.162592,1.2963078,1.214404,0.77145445,1.1901911,1.2470005,1.1096231,1.2204056,1.0175725,0.8527906,0.9874363,0.6025284,1.1299243,0.66392255,1.1397038,1.1891565,1.26268,1.0420345,1.0157344,1.1525029,1.0419961,0.9398866,0.9102955,0.6306126,1.0236496,0.90196246,0.86823225,0.6648277,1.1326144,0.9744344,1.1540718,0.85399103,1.0511509,1.03167,0.90252537,1.0619417,0.90562695,1.1766205,0.82363874,0.86684334,0.9179177,0.67825323,1.0127656,1.0562892,0.8479012,1.0616636,1.0826784,0.9532379,1.3403088,1.2105314,1.0542418,0.8846426,0.6891516,0.98035526,0.74436396,1.0221205,0.51447356,1.0127853,1.1709356,0.8209751,0.9191634,0.6484559,1.1545496,1.0564554,1.0233529,0.9242459,1.1329135,1.1324419,1.1726135,0.9867153,1.0830866,1.1075544,1.0487298,1.2065296,1.1559167,0.98822385,0.0,0.66593504,1.0442628,1.1168436,0.96952266,1.1500087,1.1586014,1.046321,1.0989858,0.96928775,0.9984132,0.88412976,1.0575324,1.2773119,1.232087,1.1019672,1.1132448,0.80409706,0.8708044,1.0698686,1.0973117,0.8650663,1.0920953,1.0172994,1.1182556,1.087976,1.0313785,0.707199,1.042564,1.12077,1.2056326,1.1205589,1.2070937,1.1082362,1.1762345,1.1963245,1.0962398,1.0995007
pumpkin,0.73539144,0.9948189,0.7414992,0.72961104,1.0414426,0.55586654,1.0132134,0.8917261,0.9381374,1.2023093,1.1293309,1.1818719,1.1865044,0.8530835,0.83154166,1.0072047,0.91214925,0.95629895,1.2137793,1.1163964,0.8567838,0.8786583,1.0298524,0.89053774,1.2780758,1.1435153,0.81015575,1.211093,1.2602539,0.997515,1.1813768,0.9853892,0.85708797,1.0237981,0.68787247,1.1349603,0.79202664,1.0865481,1.1822836,1.2087227,1.0223058,0.92143786,1.2951822,1.1131039,0.9478746,0.9257091,0.66392887,0.95340437,1.0420663,0.99556077,0.9829468,1.0262883,0.89799786,1.0536335,1.098293,1.0781404,0.62708676,0.893223,1.1882546,0.8991695,1.2056952,0.70464706,1.0387331,0.72289914,0.9024201,1.1043209,1.0270337,0.98819476,0.94981134,1.1376288,1.1639541,1.2362292,1.1092842,1.1261637,1.053514,0.52207285,1.0168802,0.76153386,1.0913616,0.7306632,1.0742803,1.2027792,1.0555594,1.0732706,0.4834072,1.2824074,0.802273,1.0298219,1.1375424,0.9622937,1.0898668,1.1567155,0.9927821,1.0320941,1.1016065,0.93839127,1.0931468,1.0422109,1.0201877,0.66593504,0.0,0.93956107,1.0645635,0.96283567,1.2625661,1.1451167,0.8973076,1.0181459,1.0771534,0.9222696,1.0211362,0.99267715,1.2895762,0.98456967,1.1596774,1.115623,0.878068,0.99509627,0.9910714,1.164253,0.8988446,1.1506445,0.89633626,1.2290998,1.0427436,0.82841384,1.0384418,1.1794419,1.15968,1.2217728,0.80183953,1.0273216,1.1173781,1.2019209,1.3280877,1.2097639,1.2781746
