,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,vacuum,watch,window
scarf,0.75111467,1.5162066,0.7217737,1.3953135,1.1436596,1.1679425,0.73353785,0.8531157,0.9379399,0.5774254,1.0798659,0.7010957,0.47224587,0.9465248,0.49545616,0.8105397,1.0652866,1.4292623,1.4507394,0.7488514,1.3483121,0.9862559,0.9873148,0.88610333,1.0875827,1.0478374,1.0324028,0.8326062,0.86737007,1.4364572,0.7489207,1.2794095,0.8175951,1.239555,0.8880578,0.6424602,0.8114017,1.449055,0.5816342,1.4230583,1.3684468,0.8177897,0.994583,0.9202607,1.1739016,0.5993042,1.3772074,0.75744945,0.96913046,1.1092782,1.3757993,0.9436479,1.0664622,1.3679727,1.0813118,0.80814546,1.1415273,0.7195939,0.9617567,1.1644095,0.9237872,0.9032967,0.86211807,1.231585,0.82940096,0.5126784,1.4013416,0.5086852,1.3353318,0.80438066,1.4827623,0.701406,1.4835929,1.0618312,0.47243255,0.9555881,1.089386,1.3878263,1.1712066,1.2408292,1.5412123,0.9801579,0.8813453,0.40619195,0.5550824,0.8049343,1.4093132,1.4633493,1.2043377,1.0875382,0.95065075,1.1621156,1.2435436,1.4127634,0.9987431,1.4627101,0.77548736,1.0401645,1.317847,0.8692856,0.98938954,0.0,0.86720353,0.6358424,0.656949,0.57431674,1.3188801,0.8316932,1.3369557,0.80571544,1.4833202,0.93234813,1.4852709,0.66308796,0.90567136,1.416754,1.2756252,1.0179124,1.3768406,0.8385719,0.61622477,0.73490834,1.3766294,1.2193409,1.306487,0.7276059,0.93704075,0.98702186,1.0078186,0.94658226,0.9490959,0.8172374,1.3686581,0.81846416
scissors,0.70081574,1.4003761,0.7291529,1.2673556,1.1102234,0.9923577,1.055778,0.64685166,0.88448423,0.79274553,1.2992609,0.6261948,0.9058447,0.5921496,0.86345947,0.4465425,0.92508435,1.3421729,1.272569,0.7409786,1.3927469,0.9516807,1.1886406,0.8409025,1.2996622,0.7095181,1.1805724,0.93317646,0.8032132,1.3162237,0.710255,1.2793975,0.814914,1.2478263,0.79252017,0.89347357,0.92248887,1.2543855,0.68134975,1.3876822,1.0489063,0.83882,1.2596025,0.9607601,0.99551755,0.84485376,1.286846,0.959073,0.88480914,1.2179191,1.2969588,1.1886429,1.2375708,0.9734243,0.84702224,0.86089665,1.2279058,0.9906723,0.94381595,1.1037304,1.0297502,1.0106831,0.98568946,1.3677164,0.5088186,0.9052521,1.251512,0.9957529,0.94317377,0.8103759,1.261078,1.0741874,1.3841834,1.0444458,0.8055928,0.81062627,1.2764565,1.2927392,1.4538672,1.3455267,1.4110808,0.9162762,0.81924,0.9870312,1.0607712,0.7660986,1.1531476,1.2363756,1.0701,1.0668269,1.3003092,1.061546,1.161751,1.1225723,1.1421896,1.4040395,1.0438025,0.8097291,1.1929742,0.8974106,0.7701117,0.86720353,0.0,0.868936,0.59265214,1.06537,1.3585852,0.80510914,1.2262168,0.64200544,1.422226,0.8396211,1.3268757,0.8052797,0.95223814,1.0903728,1.096527,1.1272124,1.2913458,0.8885171,0.8246534,0.5682734,1.2305793,1.3366112,1.2658013,0.65144706,1.4407202,0.8181739,0.93264735,0.95094085,0.81430846,0.2739042,1.27616,0.8628068
shirt,0.80844617,1.3420054,0.52795017,1.2919023,1.2231864,1.1657144,1.0381628,0.7266893,0.93124217,0.66097766,1.1450717,0.7688355,0.5702779,0.98055327,0.70679325,0.8150062,1.1656713,1.3501457,1.4380637,0.8454251,1.307234,0.9868158,1.2158688,0.9435478,1.2390928,1.0082717,1.0625747,0.81140894,0.9102591,1.3389168,0.6658028,1.2418625,0.79299134,1.2161928,1.0240089,0.7276194,0.99330735,1.4620821,0.69622356,1.3913916,1.3038349,0.8538029,1.1281357,0.90646106,1.2035508,0.33165765,1.262827,0.7956841,0.6756029,0.9706218,1.3651772,1.2031918,1.0065963,1.3554661,1.0959778,0.8431658,0.9830654,0.9088164,0.9226022,1.305708,0.568232,0.95971084,0.80627364,1.1154022,0.9837123,0.8064743,1.3033091,0.58313394,1.3692548,0.8661907,1.3229994,0.8958151,1.24638,1.120353,0.73184985,1.0022274,1.1726129,1.3088874,1.3352852,1.170883,1.3778929,0.986741,0.898737,0.4802599,0.61448133,0.80184174,1.3828995,1.4266922,1.2334309,1.1883473,1.1572303,1.1811647,1.2856132,1.3558813,1.1034163,1.2527251,1.0159318,1.1621363,1.2499151,0.79102916,0.9796848,0.6358424,0.868936,0.0,0.84314823,0.46102172,1.3853245,0.70761275,1.285017,0.78091526,1.4207363,0.9093476,1.3302224,0.8065162,0.9359031,1.3402077,1.1485262,1.160908,1.2061732,0.9602889,0.35285252,0.64202297,1.3530966,1.0920305,1.219329,0.88860524,1.243925,1.1934981,1.0341549,0.9240936,0.9853568,0.8927798,1.2600803,0.6843733
shoe,0.8199973,1.4365447,0.796344,1.2562172,1.2530007,1.062243,0.9084371,0.87360716,0.9866239,0.7189833,1.2482514,0.6610458,0.65614665,0.644151,0.70058036,0.61876357,0.961766,1.507403,1.3139677,0.6917671,1.2534376,0.95275813,0.9807668,0.77968156,1.1372806,0.81419516,1.0265913,0.87475723,0.90472484,1.492827,0.87603056,1.4402378,0.8088311,1.2213061,0.8784981,0.8080825,0.75485134,1.4023263,0.6528882,1.4755986,1.1462294,0.76433694,0.98854864,1.2236001,1.1735846,0.7517712,1.2359179,0.8528057,0.7979204,0.9614671,1.2148923,1.0183363,0.9932959,1.2575363,0.9092796,0.820053,1.0818453,0.6123987,1.1115285,0.9963116,0.9554678,0.84067726,0.7801393,1.2131733,0.8300327,0.7998827,1.4092035,0.8224587,1.1955181,0.92945755,1.4627047,0.76789486,1.2268372,0.9911813,0.53988963,0.9619709,1.0243003,1.3479062,1.3528904,1.2349846,1.4012952,0.92286325,0.8365026,0.7587926,0.86524546,0.78368765,1.4045744,1.3933039,0.958637,1.0552607,1.075863,1.0219017,1.2695386,1.1611598,0.9978861,1.2682669,0.9390693,0.82436585,1.2173971,1.0837957,0.90647495,0.656949,0.59265214,0.84314823,0.0,0.8355575,1.2365755,1.0134686,1.3273888,0.8433894,1.3463963,1.0359157,1.4590259,0.78193563,0.7701242,1.2632358,1.2459711,1.0877371,1.1152616,0.92664164,0.8090893,0.7019756,1.2926959,1.0512205,1.3417828,0.577552,1.2606565,0.9017998,0.8526037,1.1333213,0.99209064,0.7551791,1.2833103,1.0756958
shorts,1.0177207,1.2664094,0.64911443,1.2268708,1.1755033,1.1667224,1.0447799,0.8782819,0.9744427,0.7571744,0.92664266,0.76051694,0.6116256,1.0380806,0.74726677,0.9849623,1.2479885,1.3667337,1.38726,0.9899781,1.1557816,0.8561895,1.0888853,0.86247826,0.98319095,1.1401073,0.9948433,0.78578305,0.9423262,1.3306199,0.8856731,1.1846676,0.8595705,1.1927353,1.0949299,0.753037,0.9817007,1.3478498,0.86219573,1.3530548,1.3664447,0.8566792,0.9993828,0.98096836,1.0805796,0.29578805,1.1085175,0.7131989,0.83711463,0.76287735,1.1951662,1.2833664,0.71861935,1.3699067,1.2097287,1.0826735,0.864576,0.76859605,0.9715384,1.236424,0.68798196,0.99862397,0.7706083,0.9394277,1.1201491,0.6873629,1.3561108,0.38267183,1.3274496,0.91240305,1.3368785,0.9140093,1.0472639,1.2180444,0.71893823,1.1717293,1.1051314,1.2497269,1.0907233,0.9038991,1.2056578,0.8746989,0.9798584,0.3417952,0.30657429,0.9667968,1.3697529,1.2798369,0.9321685,1.1687394,1.0225148,1.2447342,1.3651929,1.3808041,0.9741692,1.0565348,1.0772927,1.2314023,1.1765553,0.8796488,1.1527071,0.57431674,1.06537,0.46102172,0.8355575,0.0,1.2249167,0.83750737,1.1604383,0.97130305,1.1727028,1.0963336,1.3091778,0.8042202,0.9620413,1.3015723,1.200697,0.88529587,1.0831109,1.0582787,0.592761,0.8832276,1.3335383,0.87796503,1.1176306,0.9162612,0.99010134,1.3259048,1.0710279,1.0902251,1.1306716,1.050387,1.099423,0.91691136
shovel,1.3663975,0.68920785,1.4074659,0.811788,0.74241686,0.95073,0.9000567,1.2996478,1.3062812,1.3321359,0.6279759,1.2577343,1.4579685,1.2430273,1.3593955,1.3524446,0.97080016,0.5393516,0.457241,1.199685,0.7967118,0.88736534,0.6305747,1.2925404,0.43182647,1.1541321,0.9145668,1.3116398,0.8955434,0.69884866,1.3038207,0.68034923,1.2275113,0.94394165,1.2075313,1.1832935,1.3199984,0.48757172,1.3216099,0.3970524,0.8232202,1.2895933,0.7876887,1.0203961,0.7517468,1.4133179,0.7935044,1.2480954,1.329489,0.9907956,0.59783924,0.9498734,0.89614487,0.5061943,1.1474605,1.2348163,0.9412874,1.0949503,1.1779912,0.86521834,1.2429423,1.2669203,1.2500645,0.667664,1.1724044,1.23518,0.65912014,1.1483505,0.5300589,1.1182768,0.6884147,1.2638028,0.59354776,0.90634996,1.4516268,1.1070018,1.0164326,0.7173835,0.38634706,0.6893704,0.5342134,0.8857924,1.2429448,1.2763643,1.0826541,1.2976445,0.6268992,0.46210587,0.6412833,0.9717968,0.78279734,0.87106264,0.705038,0.711203,1.0492896,0.6959633,0.90823805,0.9805835,0.8366063,1.03161,1.2495512,1.3188801,1.3585852,1.3853245,1.2365755,1.2249167,0.0,1.266002,0.4139083,1.316199,0.43244004,1.3480499,0.5525776,1.228188,1.2153676,0.40118778,0.9063327,0.7120273,0.76620233,0.98954123,1.3404322,1.4382457,0.55825824,0.8369271,0.5816759,1.2109351,0.50734705,1.0253209,1.1401416,1.0775485,1.133457,1.1696796,0.6270632,1.2216089
shower,0.806124,1.3719416,0.76179004,1.4318497,1.268001,1.2188648,1.0961413,0.29589343,0.84181094,0.47978497,1.1487979,0.54377145,0.858489,0.99977803,0.6841354,0.75649625,1.1865926,1.2043421,1.3444521,0.77852094,1.3429699,0.86803925,1.3050109,1.140871,1.05643,0.8913292,1.0572622,0.6665173,0.67452073,1.2108186,0.3357799,1.1397675,0.77681637,1.2704971,1.085222,0.52048206,1.1334733,1.4023695,0.48567384,1.2540724,1.1852238,0.8840302,1.3171661,0.26544583,0.97689867,0.756791,1.4009424,0.8364666,0.8696489,1.2231035,1.4196993,1.1335329,1.2269909,1.2113769,1.1896105,0.89641565,1.1253502,1.2631884,0.67727906,1.4884644,0.8247609,1.1219802,1.0790178,1.252838,0.9542043,0.8446709,1.2185102,0.72000206,1.2144209,0.5196119,1.1974753,1.0700828,1.3311918,1.119222,0.95464754,1.0077918,1.3016558,1.2898924,1.2025806,1.3312335,1.4000871,0.6400124,0.86931735,0.66516906,0.73366904,0.8494353,1.223034,1.350181,1.167794,1.2144334,1.1075294,1.1619118,1.2187481,1.2951901,1.2692201,1.3865378,1.0963658,1.1127464,1.3307416,0.33541715,0.9635229,0.8316932,0.80510914,0.70761275,1.0134686,0.83750737,1.266002,0.0,1.050976,0.7320254,1.3886051,0.75202024,1.2246978,0.9557534,0.91768134,1.2457894,1.1068758,1.1268154,1.3322383,0.9515068,0.7081928,0.5827816,1.3230059,1.2853675,1.0954874,0.8665643,1.1306964,1.221471,1.0912995,0.7545839,1.0086789,0.69424295,1.3320618,0.47812718
sink,1.3474212,0.69349504,1.3232101,1.0073541,0.7461455,1.0777102,1.0182343,0.9428673,1.0167092,1.2647499,0.3434838,0.97541726,1.4420104,1.1854285,1.3365729,1.2066647,1.0814223,0.5093901,0.4435414,1.2023704,0.87822425,0.75647974,0.8904862,1.2706604,0.55931735,1.0739304,0.9705521,1.1324389,0.94890594,0.6111542,1.2207558,0.597203,1.093856,1.1020093,1.2036245,1.1343157,1.3955077,0.4861499,1.2735778,0.41164374,0.7519562,1.2997427,1.2796053,0.8853788,0.672518,1.2926136,1.0126845,1.0513343,1.2443236,1.12805,0.5668905,1.1529119,1.0371529,0.5183296,1.2586346,1.1857512,1.0670167,1.3304801,0.94304955,1.0936112,1.1983176,1.4263325,1.3145452,0.927436,1.1104013,1.1993194,0.6707916,1.0134621,0.6206604,1.0997584,0.6454311,1.2772677,0.6779791,1.0507201,1.4656453,1.1800593,1.0841019,0.7369129,0.41811448,0.84710187,0.6416166,0.747348,1.1071991,1.1615855,0.92730284,1.2537681,0.44613993,0.4132188,0.5738173,1.1022838,0.918913,1.123386,0.9714043,0.76566577,1.2354405,0.83492553,1.1033293,1.0150719,0.96424156,0.8671359,1.3097348,1.3369557,1.2262168,1.285017,1.3273888,1.1604383,0.4139083,1.050976,0.0,1.1852702,0.48663336,1.1102798,0.4203676,1.2987428,1.2511506,0.38849604,0.9207065,0.76718664,0.82894766,1.1798216,1.2734189,1.3424294,0.60950243,1.0261284,0.4571998,1.1419084,0.50645626,1.247062,1.2417412,0.91457605,1.1720805,1.1858026,0.78047967,1.1096365
slide,0.30384773,1.3094558,0.7218442,1.2624612,0.9182629,0.77345467,0.9621891,0.5210166,0.69087327,0.6915045,1.2766621,0.625267,0.7490561,0.95971495,0.75440454,0.64889026,0.92711455,1.3131717,1.2258714,0.6789986,1.4961149,1.0536604,1.0324187,1.0244051,1.2830105,0.8775087,1.1532135,0.86907595,0.8227266,1.3496976,0.60349137,1.2420646,0.8780903,1.2665557,0.751047,0.81421506,0.96644306,1.3711066,0.49940026,1.3490393,1.1136311,0.8625145,1.1905533,0.9532296,1.2254636,0.8013933,1.3095127,0.7807139,0.92025995,1.2624077,1.2828376,1.1564937,1.2947074,1.346431,0.6767108,0.79633343,1.2615542,1.0587634,0.8699952,1.0485443,1.018723,0.995045,1.0460916,1.3866978,0.8834326,0.7898504,1.2285416,0.8994933,1.3674388,0.7514874,1.3414161,1.0605363,1.3207958,1.0779709,0.7909769,0.97908384,1.2829155,1.299165,1.4483567,1.3719246,1.3536447,0.9593647,0.8114618,0.82852685,0.9479507,0.73087126,1.2938354,1.4092821,1.1601146,1.0316648,1.3226929,1.1526,1.1664093,1.1029944,1.0989089,1.3715062,1.1099443,1.113044,1.1213965,0.8434075,0.90223855,0.80571544,0.64200544,0.78091526,0.8433894,0.97130305,1.316199,0.7320254,1.1852702,0.0,1.4526104,0.7360741,1.2839892,0.6055342,0.9705145,1.3769591,1.003937,1.2764573,1.192531,1.0121443,0.7560848,0.38110995,1.2581034,1.3568097,1.2350795,0.73287,1.4035895,0.6414584,0.7684641,0.89261496,0.95403457,0.80954885,1.4114783,0.7273401
slipper,1.5865694,0.27871203,1.389286,0.6464515,0.8536406,0.96649504,1.1554439,1.4420292,1.1987305,1.4978718,0.5649646,1.4234796,1.5371312,1.241277,1.483973,1.4232788,1.136785,0.3308438,0.4464053,1.487258,0.52385527,1.0615968,0.8505287,1.139926,0.6655158,1.1656773,0.88176686,1.3038119,1.2457886,0.30938077,1.5607605,0.42256343,1.3287842,0.8996615,1.2520659,1.3800219,1.3516113,0.1921075,1.6345611,0.27816832,0.78531003,1.3251739,0.88698685,1.223456,0.8273053,1.3845954,0.5969413,1.1807886,1.2508872,0.6946125,0.49735606,1.0370989,0.58271337,0.4820863,1.263396,1.2834947,0.6123678,1.1199328,1.1332371,0.8601947,1.0936033,1.2914456,1.1159762,0.4324491,1.2978904,1.2731385,0.61008656,1.3137714,0.48950493,1.372684,0.3414883,1.2909253,0.47162658,1.055059,1.5119946,1.2653636,0.9485239,0.27177215,0.38602495,0.32058573,0.2581718,1.1343302,1.1876036,1.4379717,1.2047776,1.4482675,0.29658687,0.26272154,0.65259904,1.0483927,0.8418369,0.9501824,0.87344944,0.72117513,1.0475118,0.45916158,1.1077042,1.0346057,0.6881436,1.3577927,1.3257775,1.4833202,1.422226,1.4207363,1.3463963,1.1727028,0.43244004,1.3886051,0.48663336,1.4526104,0.0,1.2100691,0.30757666,1.4427432,1.2640617,0.39731425,0.7195424,0.7672334,0.4904449,1.2675819,1.4424099,1.6137918,0.386675,0.45186865,0.28699565,1.4238166,0.5749679,1.228051,1.2929394,1.1839628,1.2774298,1.3472474,0.20584184,1.4081929
snow,0.8971603,1.1288313,0.9316008,1.1735454,1.0776578,1.1761651,0.90074146,0.5813293,0.50068897,0.73558784,1.0630255,0.8294412,0.909014,0.9938949,0.73824525,0.79969984,1.0521634,1.124309,1.1323375,0.966917,1.0362283,1.1593225,1.1827877,1.0589942,1.332078,0.933602,1.1562277,0.7563119,1.0879569,1.0932517,0.84798586,1.0745938,0.9947738,1.0545138,0.9053107,0.91414106,0.9170806,1.1392093,0.8380319,1.1808461,0.93677235,0.9185824,1.3630509,0.92724943,1.079606,1.0628726,1.1683915,0.62128174,0.9967602,1.1117845,1.210922,0.99551445,1.1484444,1.1358222,1.0516008,0.7969224,1.1592932,1.1562998,0.43058646,1.1184483,1.0864136,0.9248938,1.0890254,1.30311,0.98491126,0.84704983,1.0867094,1.0585229,1.1688633,1.0225884,1.0717745,0.96966916,1.2462995,1.0937996,0.92979383,1.0221244,1.1353171,1.1242007,1.1959783,1.144148,1.1653329,1.1148231,0.6920688,1.016107,1.0788348,0.91338575,1.0038378,1.1407748,1.162039,1.0028937,1.0370612,1.0521622,1.0474725,1.0227491,1.0784888,1.2303134,1.1055341,1.0361015,1.0684566,0.97593784,0.93184686,0.93234813,0.8396211,0.9093476,1.0359157,1.0963336,1.3480499,0.75202024,1.1102798,0.7360741,1.2100691,0.0,1.1217616,0.9772011,0.9896285,1.1722556,0.9937916,1.2117109,1.208602,1.1805764,0.8752803,0.7501359,1.2101235,1.1700393,1.0883651,1.012226,1.1233317,1.0739318,1.0803684,0.8469584,1.0368942,0.9501234,1.1479838,0.89108
soap,1.3599141,0.21045935,1.3807378,0.7739382,0.8678159,0.7813073,1.220748,1.3163497,1.1131749,1.3826194,0.59919846,1.3751638,1.4903302,1.2973232,1.4161743,1.3243935,1.067988,0.1531989,0.38974118,1.3765461,0.66083086,1.0529543,1.0119396,1.331969,0.79217273,1.0518984,0.87905633,1.2887229,1.1873078,0.29443604,1.3501289,0.44610763,1.2285175,1.0208827,1.1886183,1.3350282,1.2876716,0.24842322,1.471736,0.20752728,0.61400163,1.3130748,1.1227027,1.1549106,0.99764454,1.3936026,0.80149174,1.1937498,1.2916936,1.0476567,0.6064061,0.9438138,0.9715763,0.5368974,1.1860371,1.1137004,0.94809645,1.3668702,1.0929923,1.011938,1.2105813,1.2805474,1.3417089,0.74552584,1.2603571,1.2776448,0.4294343,1.3041564,0.6187164,1.31583,0.42206764,1.3066497,0.44024694,0.91704345,1.5646696,1.1780556,1.071543,0.35082185,0.51858497,0.71600705,0.29663074,1.0979136,1.1200196,1.3988054,1.2261636,1.3325654,0.27526593,0.38927978,0.8799597,1.0101994,0.98077047,0.9449599,0.7648711,0.6914957,1.1295767,0.5116815,1.1589088,1.0275407,0.76380324,1.1672028,1.2004623,1.4852709,1.3268757,1.3302224,1.4590259,1.3091778,0.5525776,1.2246978,0.4203676,1.2839892,0.30757666,1.1217616,0.0,1.3135549,1.2346547,0.4852844,0.76665753,0.9880866,0.5850925,1.1961654,1.3603313,1.4328294,0.38401103,0.8150737,0.3369189,1.3546219,0.6757419,1.1782135,1.2329938,1.0011312,1.1883376,1.2788732,0.4769231,1.1931185
sock,0.53968674,1.2866781,0.65061194,1.1072097,0.8604285,0.78235865,0.9366031,0.85991555,0.85013723,0.8564498,1.2677381,0.80013525,0.66819453,0.99133646,0.7894156,0.8902996,1.0705112,1.3157632,1.271767,0.8431331,1.2674594,0.9779735,0.94914275,0.95579803,1.1467547,1.0891647,0.99934566,0.929799,0.9819546,1.466439,0.89394426,1.340925,0.7678254,1.1327971,0.84802616,0.88638186,0.82759154,1.3701456,0.79993194,1.310859,1.147779,0.88266945,1.0186803,1.0842928,1.226522,0.74394107,1.1800493,0.83413523,0.95496356,1.0404979,1.1768119,1.0725487,1.0963849,1.4164171,0.82721657,0.91155213,1.253271,0.6748564,0.99154633,0.8482189,1.0283691,0.8463259,0.779269,1.3173537,0.86299103,0.7865932,1.1321228,0.7275398,1.3606488,0.9615076,1.4726324,0.7939987,1.174919,1.0615422,0.4758817,0.9980536,1.1183107,1.3229051,1.257135,1.2544408,1.3520491,1.0374705,1.0865538,0.66753304,0.7927271,0.86504316,1.4302877,1.378696,1.1404896,0.88937074,1.1657797,1.1163889,1.1151705,1.2400391,0.8273597,1.2293,1.0275135,1.1495407,1.0249999,0.9235825,1.0136627,0.66308796,0.8052797,0.8065162,0.78193563,0.8042202,1.228188,0.9557534,1.2987428,0.6055342,1.4427432,0.9772011,1.3135549,0.0,0.847003,1.4289732,1.0007371,1.0641686,1.1613727,0.96386814,0.73380417,0.73662704,1.2901173,1.1968164,1.3187504,0.63589066,1.1618142,0.85699767,0.85461,1.0562494,0.9686989,0.9056287,1.3724381,0.85768867
soup,0.7780605,1.1744097,0.8994262,1.0678834,0.983872,0.96263295,1.2286102,0.8734325,1.0617557,0.9597642,1.2845197,0.93122566,0.75462335,0.79770637,0.9252764,0.9913189,1.0493509,1.2522061,1.0893492,0.89703834,0.9121679,0.89727205,1.2465911,1.0040528,1.2632337,1.1687354,0.9072291,0.90899056,1.1450473,1.2651484,0.9400941,1.1903425,0.83560586,0.74897695,0.9134102,1.0063351,0.70684296,1.3378811,0.94912535,1.2396168,0.9733756,0.9102574,1.0695612,1.0570394,1.126349,0.9192176,1.0932982,1.028345,0.815526,1.0054345,1.0903982,0.9497945,1.0376118,1.2485979,0.9897233,0.95777434,0.9848963,0.9654806,1.0682399,1.0451802,0.86743593,0.8318001,0.8854238,1.1376361,1.0463415,1.0787619,1.1074004,0.9396921,1.2268881,1.0592698,1.1684625,0.5286511,1.0848228,1.1339335,0.8142314,1.0843155,0.7429516,1.2065535,1.2644233,1.1531837,1.174572,0.95992583,0.940536,0.90655684,0.9775205,0.871474,1.3401072,1.2110121,0.97674817,1.0163661,1.1349902,0.86204314,1.1823783,0.89204216,0.78246814,1.0139174,1.100111,1.183619,0.9842318,0.9420232,0.8427965,0.90567136,0.95223814,0.9359031,0.7701242,0.9620413,1.2153676,0.91768134,1.2511506,0.9705145,1.2640617,0.9896285,1.2346547,0.847003,0.0,1.1780106,1.0224764,1.1011153,1.0676684,1.0440829,0.940818,0.9066884,1.2595108,1.0726339,1.2068877,0.8565266,1.2305548,1.1022997,0.7964277,1.0924734,1.0856024,1.001465,1.2776608,0.95001864
spoon,1.4523847,0.66690457,1.3593985,0.8804891,0.88153964,1.060816,1.0262563,1.2092847,1.1853638,1.4308454,0.6421337,1.2485287,1.5900352,0.9424762,1.4644537,1.2637895,1.0934469,0.50172806,0.46410066,1.3466848,0.769959,0.8482661,0.85573745,1.1285697,0.6369472,1.0931281,1.0728879,1.2817955,1.0279956,0.51434064,1.3783412,0.56853426,1.2514322,0.9333481,1.1507759,1.3463392,1.3134465,0.41481102,1.4653862,0.40651822,0.7485371,1.3036561,1.0743339,0.9933501,0.70425963,1.3508434,0.88918674,1.1874306,1.3042407,1.0438243,0.6509691,1.0654647,0.9069809,0.12528849,1.2289536,1.1624423,0.944003,1.2125062,1.0676644,1.046946,1.2414032,1.3272529,1.2605503,0.78763014,0.97724247,1.2403591,0.61304027,1.2505786,0.28830135,1.157194,0.4560004,1.1947482,0.72182417,1.0616144,1.5132244,1.0595937,1.0016328,0.67248774,0.40953195,0.6712174,0.58569056,0.917963,0.97487116,1.4047008,1.2105932,1.3724991,0.362949,0.32243824,0.68860126,1.0698999,0.9324909,0.8591825,0.8362507,0.6331028,1.1717978,0.7950264,1.0071257,0.8943039,0.89739174,1.0535673,1.1357452,1.416754,1.0903728,1.3402077,1.2632358,1.3015723,0.40118778,1.2457894,0.38849604,1.3769591,0.39731425,1.1722556,0.4852844,1.4289732,1.1780106,0.0,0.85837126,0.7074723,0.82454515,1.0694267,1.3212949,1.4739172,0.5739425,0.8994035,0.52936685,1.2613387,0.56938565,1.1593062,1.242423,0.9646211,1.1014423,1.0191743,0.53390473,1.2780838
sprinkler,1.103494,0.75005555,1.1074849,0.75782865,0.9053493,0.86648864,1.1342852,1.0819931,1.0631468,1.2778777,0.999678,1.1767229,1.2362741,1.1915978,1.3068331,1.2488878,1.1383779,0.72913265,0.9059218,1.1869991,0.8733784,1.0361488,0.92100537,1.0321298,0.9127706,1.0859898,0.9806291,1.2618032,1.0814437,0.6314554,1.1620741,0.90530753,1.0949429,0.9554989,1.0510266,1.231353,1.1593381,0.6689525,1.2202406,0.7104899,0.98452336,1.2663012,0.96414053,0.98557335,0.99745315,1.2100766,0.75664353,1.0659026,1.0389825,0.80080974,0.82838124,1.0684916,0.7927071,0.8164152,0.9975972,1.1141801,0.72289073,1.0890167,1.0830729,0.8211976,1.0037702,1.1001574,1.0012434,0.78664637,1.1775677,1.1606746,0.8066504,1.1875504,0.8223377,1.1686436,0.5246463,1.2062912,0.89473027,1.0291408,1.244402,1.0310199,1.0153953,0.6679826,0.8105528,0.65600157,0.75571257,1.0776124,1.0683597,1.2530241,1.1840546,1.2129463,0.7693062,0.7826688,1.0732515,1.0320448,1.0904783,1.054474,0.9333447,0.94200164,0.91418695,0.776237,1.1047494,1.0841534,0.8288598,1.0711629,1.1149067,1.2756252,1.096527,1.1485262,1.2459711,1.200697,0.9063327,1.1068758,0.9207065,1.003937,0.7195424,0.9937916,0.76665753,1.0007371,1.0224764,0.85837126,0.0,0.959822,0.8353273,1.03941,1.2608485,1.2064974,0.77701825,0.72604376,0.88332725,1.1047648,0.9454138,1.0050178,1.1700436,1.0768336,1.0063679,1.0362505,0.63615155,1.0686541
stick,1.2243159,1.0520204,1.0998297,1.0945561,0.990682,1.1148555,0.8886428,1.0468729,1.1659735,1.1928477,0.7500651,0.98860484,1.1555052,0.8855808,1.1717572,1.214886,1.0098693,1.0187559,0.97572017,1.1133515,0.85360557,0.6530168,0.7727332,1.0231432,0.6543395,1.2420346,0.9485793,1.1304374,0.9612737,0.92508364,1.2039478,0.85786176,1.007392,1.1221563,1.0885404,1.0604186,1.0920298,0.7962298,1.1711223,0.9224627,1.1690358,1.2137752,0.94383,0.9337137,0.72058445,1.0012139,0.9680433,1.0359622,1.2223929,0.78654784,0.8265439,1.05872,0.6694064,0.7830062,1.2362766,1.1606901,0.91988635,0.99740195,1.0510211,0.9955845,1.0562631,1.1807706,0.94641834,0.8987708,0.934417,0.98495555,1.0004458,0.87328154,0.6824136,0.9441718,0.9835633,1.0845006,0.89076513,1.1380923,1.1577303,1.113552,0.9688865,1.0506988,0.6019181,0.6706092,0.9704611,0.88941574,1.1893207,0.9996883,0.8441613,1.0917011,0.8973961,0.59744704,0.7313224,1.1319687,0.9041145,1.0825704,1.0572952,1.04259,0.8881437,0.95842105,0.97065824,1.1636108,1.1267064,0.98448443,1.2048184,1.0179124,1.1272124,1.160908,1.0877371,0.88529587,0.7120273,1.1268154,0.76718664,1.2764573,0.7672334,1.2117109,0.9880866,1.0641686,1.1011153,0.7074723,0.959822,0.0,0.9085872,1.0308818,1.101393,1.2183537,1.0397086,0.825313,0.8831997,0.8637873,0.6177871,1.2680721,1.0738635,0.976549,1.0633776,1.0489881,0.88109154,1.103501
