,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
bed,0.6140059,1.1750349,1.4571654,0.5355641,1.2564368,1.4170994,1.4833882,0.7839701,0.62994003,0.76325434,0.0,1.3784082,0.40610546,1.0486963,1.1770147,0.13819158,1.2733787,0.9924222,1.4606087,1.3400629,0.76350206,1.4914281,1.3281453,1.2389097,1.4244773,1.1831169,1.3063159,1.4170463,0.9720284,0.78544265,1.1083244,0.95777684,0.40986252,0.65955293,0.83673984,1.0209323,1.3355169,1.2619655,0.19570386,1.329932,1.5558294,0.39388514,1.4498197,1.0740657,0.7201698,0.77986103,0.61253715,0.9052404,1.3475782,1.3573612,1.3765148,0.9165171,1.1089939,0.80736613,1.2918617,0.76827097,1.2540647,1.2094183,1.0120223,1.436096,1.1020498,0.7536952,1.2507584,0.8714409,0.7025032,1.4237404,0.76516515,0.9911989,0.9365644,1.2988998,0.9304441,0.98593247,0.5299096,1.2466089,0.5587893,1.354185,0.86627877,1.4716756,0.8133529,0.8137801,1.410007,0.97049826,0.572882,1.0041658,1.1498047,1.0463326,1.3976306,1.0458013,1.4340777,1.3501902,1.426964,0.6964706,0.7262635,0.60170674,0.54917526,0.6058565,1.4754667,1.4353245,1.060105,1.2595873,0.7007275,0.8898233,1.3617611,1.2585515,1.1207614,1.0400463,1.2129242,1.4712584,0.7379737,1.1199322,1.0349423,0.73522615,0.79808635,1.3128113,1.2003077,0.5993284,0.7395151,0.60972655,0.88664526,0.5965781,1.3703201,0.4285391,0.7686667,0.4948219,1.4194741,0.53169477,1.4956748,0.92627275,0.982645,1.4895266,1.1000861,1.1052412,0.85686123,0.60107183,0.46673286,1.3332365,1.3752378,1.3862581,1.3326445,1.0682126,0.9249686,1.0252758,0.895872,1.0017694,1.1681811,0.9409061,1.3585556,0.5710098
belt,1.3293412,0.7041732,0.60061765,1.244271,0.93419534,0.7016811,0.7374157,1.0679247,1.4277817,1.1907585,1.3784082,0.0,1.2044823,0.87523687,0.8655355,1.4067626,0.6843897,1.0278068,0.5449437,0.63979673,1.3111444,0.8198742,0.5314476,0.8815205,0.71096087,0.4610865,0.6374294,0.81728715,1.1718824,0.85006714,1.2379906,1.1040094,1.3905461,1.1724963,1.0855814,0.9854427,1.1454817,0.98990923,1.3442342,1.0300902,0.39935786,1.3896809,0.5898706,1.0203159,1.3193846,1.2999396,1.1017482,0.7417973,0.753018,0.60404056,0.8147795,1.0783528,0.8734827,1.2899505,0.7712358,1.2901372,0.67956644,1.0199219,0.86092055,0.54968035,1.1672322,1.3283095,0.83542037,0.915435,1.1661783,0.89505154,1.3019241,1.1958435,1.1748519,0.6182558,1.0172671,1.0842634,1.3088788,1.0574164,1.0908923,0.5312427,0.9745333,0.48517597,1.1545802,1.0165547,0.78669345,1.1047636,1.3719682,1.2230121,0.8561654,1.2901514,0.57895756,0.72222,0.32941896,0.6711681,0.7213422,1.0971184,1.3507059,1.3423412,1.1953555,1.4471625,0.39147037,0.38838243,1.0831763,0.9739234,1.2672472,0.5981369,0.96780014,0.96378887,1.0836431,1.1065481,1.1113776,0.85761267,1.0700746,0.85512733,0.7398013,1.1803334,1.1417221,0.8715217,1.0292618,1.1197213,1.2666847,1.2296485,0.88430005,1.2276359,0.8558633,1.2604649,1.2116206,1.4408827,0.3251322,1.2774191,0.546683,0.9969543,0.8830942,0.59264946,0.93780464,0.8240336,1.2345266,1.3310628,1.5404671,0.7365208,0.5958757,0.5580989,0.60580665,0.7001205,1.2070372,0.923433,1.0849912,1.1702704,0.9003519,0.90389216,0.4586569,1.3312134
bench,0.61019355,1.167918,1.4564625,0.6430453,1.3094213,1.2748269,1.4617523,0.85879594,0.52382916,0.90995467,0.40610546,1.2044823,0.0,1.1365352,1.0661132,0.52854383,1.1920928,1.0577811,1.4187504,1.2766815,0.65601486,1.4345714,1.1899248,1.205434,1.3052709,0.9390554,1.334229,1.3368995,1.0082406,0.47509998,1.0768056,1.0481787,0.5456557,0.7184881,0.664883,0.87278014,1.320833,1.1555177,0.30167073,1.248725,1.4658464,0.44837606,1.3714546,1.1864299,0.78512156,1.0148723,0.5115389,0.5783028,1.3675444,1.1781449,1.3344712,1.0610081,1.068873,0.87877804,1.1965226,0.8903795,1.1734577,1.2535967,0.9190349,1.2654969,1.1792381,0.8675996,1.2145083,0.8000144,0.64027387,1.4284549,0.842039,1.015264,0.89539546,1.3032387,0.9243493,1.0465035,0.73444504,1.2513297,0.587944,1.0385623,0.6291182,1.3825588,0.5552062,0.6378829,1.4570658,0.83430815,0.69945395,1.034028,1.0985178,1.1279919,1.3915964,0.89907384,1.2964671,1.223896,1.4783895,0.535825,1.0353185,0.7902278,0.475703,0.701517,1.3453567,1.34046,1.1505392,1.2969886,1.0367242,0.9440759,1.3530581,1.2285844,1.1744182,1.2000911,1.2801394,1.4958322,0.76346356,1.1310251,0.88309664,0.5977272,0.9253021,1.3392198,1.1523954,0.70506364,0.8093363,0.610905,0.8827869,0.64425683,1.13929,0.4560418,0.5826958,0.62411404,1.2703931,0.73232985,1.4197781,1.0012476,0.82877386,1.3076966,1.0040488,1.1300626,0.880166,0.6575832,0.46223557,1.3598019,1.2901812,1.326855,1.2666057,0.91552734,1.1175016,0.9716647,0.8889711,1.0642087,1.1929882,0.76769745,1.2971172,0.6552992
bib,0.8783724,0.8934963,0.91224456,0.9819727,0.8870131,0.85211706,0.8969561,1.0381979,1.0704272,0.9781348,1.0486963,0.87523687,1.1365352,0.0,1.0459719,0.88022286,1.1376442,0.7997019,1.0344622,1.1411407,1.0385845,0.93761814,0.92443854,0.9945619,0.79691875,1.1091582,1.1076775,0.9308005,1.2044289,1.2102294,0.99317116,0.9478724,1.0742021,0.8884876,1.1172682,1.1535611,0.9964083,1.091149,1.0920887,1.0798156,0.81128687,1.0618025,1.127643,1.2253984,1.1826597,0.89621806,1.2141111,1.0683794,0.91220653,0.96467096,0.9161155,1.0737988,0.8754202,1.080025,0.83712065,0.99778515,0.84514225,1.1468506,0.87404627,0.81708217,0.612842,1.0573387,0.9431909,0.7913979,1.1328994,0.7484946,1.0461074,1.0663112,0.87126523,0.854089,1.0642284,1.1178675,0.83634835,1.2555704,0.8741673,0.98602945,1.1774887,1.0300612,1.0023952,0.85024875,1.0374076,1.1566454,0.7230705,1.1614099,0.8134304,0.9270823,0.84904444,0.9820326,0.70834947,0.95498,0.9684427,1.2141162,0.8746104,0.7824213,0.9430036,0.8526756,1.0256966,0.9079362,0.8828446,0.84795344,0.9360832,0.9978859,0.88539606,1.2801476,0.96590924,1.187936,1.1284158,1.0335966,0.971391,1.2471114,0.881899,1.2582768,1.1284969,1.0334454,1.0878681,0.83512795,0.90481704,0.8906351,0.82480234,0.962793,1.0925827,1.1042367,1.0820425,0.93267983,0.744418,1.0519072,0.86715925,1.0316527,0.9843029,0.8678556,1.0627141,0.82728237,1.1541665,0.95497227,1.0459045,1.1229542,0.77711594,0.6831301,0.9038954,1.0226928,0.88044083,1.1701624,1.195212,1.1983099,1.1570755,1.2626104,0.88917255,1.1881398
bird,0.94310135,1.0040894,0.9761596,1.0818207,1.0293264,1.0204475,0.91714734,1.1891696,1.1493405,1.2335132,1.1770147,0.8655355,1.0661132,1.0459719,0.0,1.1730878,0.88336587,1.0501404,1.0127844,1.0305781,1.1877414,0.9857314,0.83867407,1.1121066,0.8738388,0.9452186,0.9007187,0.87588894,1.1053597,0.99519765,1.0280201,0.99705595,1.0908341,1.0731552,1.0568677,0.9065099,0.94459236,1.128335,1.1389692,1.0942172,0.8747201,1.1798922,1.0134264,1.0664686,1.0860916,1.0844665,1.0480654,0.90756476,0.82118046,0.87700087,0.92928565,1.1427162,0.9853737,1.062257,0.87021196,1.1750895,0.7176103,0.82877636,0.90915984,0.8717588,0.9506211,1.098214,1.0126507,0.84750664,1.1204555,0.91953045,1.0954003,1.0040098,0.9560456,1.0536332,1.0963043,0.8933788,1.1785367,1.0774678,1.0066559,0.7062669,0.95617586,0.79208815,0.92864287,0.835459,0.96240205,0.97805727,0.9724919,0.9370459,1.0101221,0.98121434,1.0167556,0.9106452,0.9242953,0.8372941,0.99817955,1.0708398,1.2829064,1.1512482,1.0712929,1.1035299,0.78288466,0.8479271,0.9601423,0.932346,1.2327557,0.866882,0.87786365,0.8656692,1.1217762,1.02448,0.8876258,1.0259321,1.0317307,0.9558605,0.92764884,1.0816945,1.1987782,0.87447345,0.93701786,1.1128796,0.95396245,1.1064147,0.891556,0.9776184,0.8979491,1.1706089,1.120153,1.1406157,0.93531287,1.1329646,0.94925714,0.85525924,0.83706176,0.83391714,0.75454307,0.9128769,0.87425876,1.1729084,1.2196797,1.0890791,0.91467845,0.8910595,0.7934364,0.881156,1.1240811,1.1388456,0.90332043,0.99797463,0.94070715,0.80539453,0.9545797,1.0643009
blanket,0.53309023,1.1999414,1.4758809,0.5676115,1.205348,1.3958322,1.4711602,0.74159145,0.6884498,0.59644866,0.13819158,1.4067626,0.52854383,0.88022286,1.1730878,0.0,1.3310506,0.93785226,1.527884,1.3890285,0.8316204,1.4599017,1.3599374,1.2618738,1.4304286,1.3296053,1.3755999,1.4033427,0.99420595,1.0010868,1.0675098,0.9423672,0.5497774,0.61590517,0.8958991,1.0399541,1.2701076,1.2324896,0.34199584,1.2796961,1.5403352,0.5144663,1.530057,1.1181225,0.7383194,0.77245665,0.83591604,1.0420223,1.3655515,1.3568741,1.3695269,0.7980763,1.0956299,0.8652475,1.263785,0.7744914,1.212995,1.1972561,0.9490635,1.4297149,0.9838666,0.7376856,1.2829245,0.7551101,0.65217614,1.296031,0.75884914,0.9338951,0.8608935,1.3513229,0.9365956,1.0303416,0.50038683,1.2713325,0.550567,1.3719006,1.0171353,1.5571022,0.80393976,0.7324221,1.4078968,1.0219727,0.4011945,1.0392315,1.1371913,0.9361182,1.4283893,1.0475963,1.4283614,1.3474104,1.4465301,0.83963585,0.5308163,0.5262023,0.5653776,0.48448777,1.4830122,1.4332267,1.0699146,1.1717912,0.47448218,0.96652776,1.2913712,1.3080167,1.1433488,1.0495272,1.2008436,1.4556569,0.71554923,1.1732078,1.0172945,0.92837155,0.7040825,1.3096974,1.1750975,0.49272442,0.7099212,0.5807599,0.79591465,0.5673793,1.4730701,0.58134836,0.85797447,0.460469,1.4251835,0.43866098,1.5005367,0.7759657,0.97747594,1.4957479,1.0562029,1.0986311,0.92689985,0.61865693,0.51181704,1.3490562,1.3742625,1.3570454,1.343396,1.0716957,0.8932712,1.084775,0.94322455,1.050695,1.233785,1.1344864,1.3909438,0.7104157
boat,1.3264663,0.98262924,0.8401829,1.3817776,0.8309246,0.8044611,0.77731514,0.8818747,1.2384619,1.1413803,1.2733787,0.6843897,1.1920928,1.1376442,0.88336587,1.3310506,0.0,0.8442551,0.6643851,0.6146971,1.1643362,0.886393,0.8675482,0.7442725,0.72296643,0.7217028,0.3979287,0.9766818,1.0263656,0.89050734,1.0898149,1.0116854,1.3382391,1.2583361,1.0810835,0.9959273,1.0491005,1.005889,1.3301481,1.0371737,0.6856649,1.1643094,0.7115267,0.7918443,1.1366141,1.0851964,1.0104185,0.8496753,0.76812917,0.5980309,0.9947773,1.0891196,1.1111248,1.2514796,1.0669682,1.146495,0.9696179,0.74613273,1.1444328,0.7057555,1.0845445,1.1196133,0.95350635,1.1038814,1.2075197,0.9568683,1.2861547,1.2270222,1.2689772,0.86513346,1.0439024,0.8377366,1.2813644,0.8174777,1.2573278,0.5927,0.7738136,0.5947508,1.1122015,1.1194774,0.83153,1.0674983,1.3670067,0.8737247,1.0413468,1.2604697,0.9176529,0.87511194,0.85356206,0.8789861,0.91564935,1.0558105,1.2266082,1.3370228,1.3175509,1.3113135,0.49508405,0.7251644,1.0542741,1.0644675,1.175211,0.75248724,0.9544246,0.71895444,0.88271976,0.9397248,1.0120686,0.7139878,0.98406345,0.7137465,1.0564014,1.0545658,1.1338664,0.6444323,1.0586512,1.1759089,1.1479138,1.3363659,1.0982237,1.3230985,0.7719744,1.2276834,1.1161476,1.1872747,0.79437447,1.1461235,0.7507408,1.0879079,1.1018174,0.6077943,0.8897194,1.1163452,0.96749055,1.3207645,1.3609213,0.5885802,1.0021139,0.94688356,0.8037936,0.84634554,0.96005225,0.54674906,0.9190428,0.9793362,0.6541935,0.82436395,0.74752444,1.1175991
book,0.97479826,1.1382705,0.9804863,1.1857026,0.9237184,0.9486391,0.94502044,0.60586274,1.124917,1.179892,0.9924222,1.0278068,1.0577811,0.7997019,1.0501404,0.93785226,0.8442551,0.0,0.8999634,0.8037224,0.5465898,1.0553265,1.0536524,0.6490262,0.7931143,0.9804497,0.8490265,1.0120252,0.98276764,0.98586214,1.0112532,0.95137906,0.9338336,1.1933227,0.91298604,0.91787845,1.0248685,0.9301214,1.0568016,0.8673694,0.87210894,0.77543116,0.9055048,0.9453032,1.0566264,0.7972862,1.1775421,0.9783458,0.97709274,0.92029846,1.1254708,1.1279172,1.0971857,1.1431983,1.186782,0.88994783,1.157714,0.90290815,1.1267487,1.0152977,0.72081226,1.0989325,1.145141,1.1183424,1.2111073,0.84095347,1.2165749,1.068826,1.1244017,1.0675541,1.1336617,0.8318409,1.1044788,0.80835336,1.2559103,0.9304225,0.89950496,1.039263,1.2069104,1.1785411,0.89005756,1.0022364,0.93761146,0.9303531,1.1050406,1.0438479,1.0841019,0.98222554,1.142571,1.1427318,0.9677105,1.0135624,0.9206067,1.0214356,1.2585819,0.53742945,0.9010635,0.9098299,0.9510439,1.0678604,0.99715686,0.9873114,1.1076703,0.9450531,0.7749185,0.97762734,0.93822604,0.93750316,0.75925845,0.8053194,1.1013156,0.98314303,1.0595189,0.8972074,1.1336629,1.0342715,0.91586494,1.3120209,1.0181608,1.2371719,0.90646034,1.1754137,1.0617586,0.8698909,1.0334412,1.0984075,0.94117963,0.9791471,1.1819437,0.98007226,1.1435173,0.94415784,0.97253805,1.1601484,0.90368146,0.8757903,1.2093551,1.1292937,0.9646953,0.96768314,0.4785844,0.618804,1.024094,0.95331085,0.7097225,1.0635958,1.0759411,1.0784984
bottle,1.5325235,0.94484854,0.26179844,1.4441535,0.76943326,0.5382992,0.52080846,1.0626954,1.3974581,1.1756419,1.4606087,0.5449437,1.4187504,1.0344622,1.0127844,1.527884,0.6643851,0.8999634,0.0,0.48623848,1.2917308,0.7018443,0.56006116,0.58019227,0.6613719,0.51992214,0.3997181,0.8303486,1.0860927,0.95149183,1.1734186,1.0679998,1.363079,1.364449,1.0552561,1.0881072,1.0163157,0.9330204,1.4206061,0.8707961,0.3227861,1.395339,0.15086353,0.80240786,1.2877066,1.220221,1.1273423,1.1734791,0.35895997,0.7245351,0.6633586,1.0868784,1.1361006,1.2374622,0.9920852,1.2361331,0.7373223,0.82269394,1.1989089,0.70784414,1.1809676,1.2741735,0.91079324,1.261301,1.2411842,0.83740145,1.3473468,1.2824333,1.408971,0.51433456,1.062228,1.1111572,1.3774798,0.6581335,1.4165225,0.7874975,1.0884156,0.29797077,1.2959886,1.2906957,0.46248645,0.9489468,1.512937,1.0920293,1.1375835,1.3625742,0.35112464,0.80143654,0.5799937,0.800606,0.40448213,1.239821,1.2256708,1.3983753,1.447463,1.4033313,0.3965512,0.38803017,0.969165,1.039455,1.1972811,0.7352365,0.98112345,0.662606,0.88704276,0.8958462,1.0146605,0.34852642,1.1401327,0.8376998,1.0476297,1.1445076,1.171233,0.649796,1.0986017,1.3646394,1.4145424,1.4067338,1.1782534,1.4390875,0.65353525,1.2988935,1.1678874,1.3711443,0.47293782,1.3051162,0.3051793,1.1469926,1.1769948,0.70606405,1.1240939,0.98214513,1.1926801,1.4108001,1.4698559,0.57518804,0.70336074,0.6468486,0.3341412,0.75571465,1.0142956,0.8039712,1.0819756,1.0616062,0.7875451,0.88975924,0.69857794,1.2852155
bowl,1.4840896,0.9989146,0.6373464,1.4064188,0.7255673,0.62554085,0.7257999,0.6998579,1.1257024,1.2290434,1.3400629,0.63979673,1.2766815,1.1411407,1.0305781,1.3890285,0.6146971,0.8037224,0.48623848,0.0,0.97890264,0.81669694,0.8346736,0.308394,0.8811654,0.69715196,0.52454734,0.8518041,1.0422702,0.9984799,1.0947368,0.8533877,1.3499271,1.4390591,0.7390106,0.99652916,0.9100797,1.008271,1.333066,0.9199014,0.66871,1.2081808,0.314618,0.7991439,1.160211,1.1012654,1.1950655,0.9403192,0.7718328,0.7860438,0.70209885,1.2134459,1.1916687,1.279016,1.1930349,1.1876297,0.88677025,0.8160125,1.270139,0.6877874,1.1114173,0.90169054,1.0656446,1.2370954,1.2477386,0.80083704,1.3975911,1.0549102,1.3435792,0.85237885,1.2148409,0.77187,1.3897562,0.52647597,1.4164534,0.76877844,1.0967214,0.49687064,1.3735464,1.2562017,0.528104,0.8483167,1.4294822,0.9610752,1.1973829,1.148644,0.793535,0.88485575,0.9302753,0.84340155,0.6824738,1.0543951,1.2894647,1.3478038,1.4298644,1.2196765,0.5717437,0.6557584,1.052497,0.96858853,1.1585066,0.75607765,1.0685833,0.70914686,0.55357325,0.97322524,0.8898834,0.6437404,0.9885591,0.73005724,1.0007591,1.121434,1.1470997,0.78747416,1.0428002,1.3536682,1.1475166,1.4602032,1.226678,1.3648298,0.67325824,1.3345612,0.8366297,1.2421111,0.83004045,1.2447566,0.6401955,1.0979426,0.8528717,0.5021106,0.845398,0.9421249,1.074441,1.3661685,1.2097961,0.21528131,1.0624182,0.9991104,0.8003757,0.894473,0.86088383,0.39219797,1.098593,1.0208633,0.7641835,0.9556327,0.83517945,1.2187729
box,0.82475555,1.1726527,1.388092,0.80306053,1.2387536,1.2161437,1.2766318,0.6341616,0.51423824,1.1707703,0.76350206,1.3111444,0.65601486,1.0385845,1.1877414,0.8316204,1.1643362,0.5465898,1.2917308,0.97890264,0.0,1.2012522,1.2699575,0.7577071,1.1841546,1.0519793,1.3136247,1.1023723,1.0325402,0.9034806,0.6316296,0.9450859,0.71255195,0.94440895,0.72178376,0.72243863,0.9012139,0.79588234,0.71381587,0.7744789,1.384736,0.45671093,1.1552849,1.1449757,0.9623332,0.8444246,0.8566973,0.74083054,1.3945105,1.267466,1.2828501,1.2217577,1.1879363,0.91891134,1.268115,0.7526988,1.3488803,1.109072,1.1025679,1.176306,0.89775527,0.71832037,1.2866344,1.056934,1.0500984,1.0426986,0.9630722,0.79384947,0.8973606,1.3729444,1.1919338,0.8764663,0.8754491,0.7654148,0.9705082,1.15506,0.8354652,1.3920274,0.9208642,1.0653814,1.1860672,0.71833354,0.81015277,0.95663416,1.0637283,0.8001805,1.4602184,0.9858177,1.4481789,1.4272,1.3135368,0.5595377,1.0380956,0.8179598,0.8814402,0.3894649,1.3461257,1.2809467,1.1171767,1.1166953,1.0558974,1.2255108,1.1568723,1.1240975,0.60806865,1.2101502,0.9312309,1.3295449,0.7477293,0.9190659,1.0261333,0.63521254,1.1083441,1.2610428,0.96825564,0.8828668,0.7238741,0.9763825,1.0670115,0.91635066,0.97621423,0.77893835,0.4850207,0.64776546,1.4621091,1.0209237,1.3411863,1.0271081,1.0700475,1.2184368,1.0734184,1.0670178,0.9223345,0.77886814,0.38688433,1.1541802,1.4667778,1.431328,1.3095546,1.0114013,0.69497365,0.6614976,0.98622847,0.990465,0.9100115,0.9539051,1.2716424,0.78974926
bread,1.2911563,0.8127762,0.5054406,1.3515167,0.9065896,0.8464393,0.43642664,1.2937628,1.2650636,1.1041762,1.4914281,0.8198742,1.4345714,0.93761814,0.9857314,1.4599017,0.886393,1.0553265,0.7018443,0.81669694,1.2012522,0.0,0.88207495,1.0424923,0.7878566,1.0693685,0.8124813,0.547536,0.98888624,1.264801,0.71671987,1.1446376,1.4370781,1.3052878,1.1763924,1.1734198,0.40242916,0.62890005,1.4617112,0.50250924,0.57177144,1.511168,0.7848153,0.9782615,1.2085845,1.1208718,1.3834004,1.199857,0.6789918,0.8183979,0.62791914,1.0801497,0.9419875,1.2468681,0.7332742,1.2888154,0.59886813,0.923005,1.016993,0.73892903,0.9752672,1.3626697,0.8473079,1.1391785,1.2607111,0.5601531,1.2864394,0.5550746,1.0211186,0.8904054,1.0543474,1.176346,1.4512954,0.8539825,1.3535362,0.8778987,1.2460499,0.7349256,1.1468391,1.156922,0.5979559,1.1144391,1.3304787,1.1840857,0.9793417,0.44645405,0.6057036,0.873353,0.7312867,0.68418413,0.46256614,1.2725441,1.1304202,1.3762212,1.3550514,1.2679604,0.7550035,0.7464014,0.9544087,0.58142257,1.1341156,0.8495248,0.21770442,0.9696653,0.82751405,0.9796362,0.79474163,0.48776782,1.2013476,1.0444237,0.982545,1.2697133,1.1213328,0.7425594,0.4903946,1.2791498,1.4528766,1.3716261,1.2090307,1.2979598,0.72807586,1.4444993,1.2541792,1.4827921,0.6511344,1.3632512,0.5213141,1.1632355,1.0762492,0.7457864,1.1756406,0.9583865,1.2949955,1.3749639,1.3918589,0.81518316,0.63466775,0.539261,0.91627693,0.9136602,1.1585879,0.9708938,1.1773901,1.1678392,1.0023938,1.2781435,0.7900661,1.3899553
broom,1.2671566,1.0188173,0.5827344,1.2296361,0.99877745,0.766369,0.723956,1.1818562,1.2459517,1.0296222,1.3281453,0.5314476,1.1899248,0.92443854,0.83867407,1.3599374,0.8675482,1.0536524,0.56006116,0.8346736,1.2699575,0.88207495,0.0,0.9965928,0.57120186,0.6831275,0.7697497,0.7714157,1.0951705,0.9559978,1.1231897,1.0898466,1.2413446,1.1035058,1.1223156,0.98272824,1.0476974,0.9154905,1.2888339,0.90377074,0.43581104,1.3478963,0.6274714,1.0216523,1.2470238,1.3408618,0.9605512,0.92456216,0.6705151,0.8001108,0.7494882,0.9775877,0.9232032,1.1649723,0.9093681,1.2002889,0.61185205,1.0498589,1.0731281,0.57330596,1.1167539,1.3037964,0.93493533,1.2351542,1.0280718,1.0173384,1.1880348,1.2710822,1.2861986,0.7856678,1.0049218,1.0227748,1.2206806,1.0654771,1.1660806,0.5318707,0.984725,0.40650964,1.1428837,1.0651317,0.757631,1.0554849,1.3956931,1.2014728,1.0202821,1.3242532,0.6558628,0.8133395,0.49393868,0.8026043,0.726769,1.1957351,1.1449159,1.2513942,1.1942106,1.2942643,0.38439143,0.3444296,1.0094644,1.0252262,1.1747496,0.72055984,1.0171909,0.9347776,1.0435055,1.0018727,1.0733542,0.83113384,1.2492205,1.0914742,0.9559587,1.1779491,1.0203674,0.88661784,1.1575389,1.1715329,1.1507411,1.185127,1.1667923,1.2470604,0.71532595,1.1640327,1.104415,1.3476828,0.5908617,1.1078756,0.5152666,1.1662087,1.0000132,0.6734369,1.0885911,0.7559206,1.2641845,1.2684658,1.3955126,0.9344738,0.75055516,0.64834785,0.41122842,0.7718787,1.2682369,1.0909214,1.0247148,1.0934985,0.9703733,0.7940014,0.8716652,1.2306697
bucket,1.3008189,1.0139066,0.9149795,1.2904351,0.7054341,0.6264272,0.88316953,0.437685,1.0927488,1.2175534,1.2389097,0.8815205,1.205434,0.9945619,1.1121066,1.2618738,0.7442725,0.6490262,0.58019227,0.308394,0.7577071,1.0424923,0.9965928,0.0,0.8919693,0.60552824,0.72937095,0.93884456,1.0335481,0.86122555,1.0352125,0.9542112,1.2068772,1.2740616,0.74590516,0.92454875,0.99803984,0.9498372,1.2176611,0.9219004,0.82035786,0.9342728,0.36224598,0.8681958,1.1592569,0.9172158,1.132865,0.9789981,0.9423039,0.86721534,0.8957158,1.232422,1.2803946,1.2282059,1.2572643,1.0305774,1.145705,0.8685936,1.185063,0.8817618,0.9061283,0.9072098,1.1472734,1.076859,1.3472159,0.8426502,1.330199,1.1117116,1.3137014,0.84506667,1.2512964,0.7649775,1.2391865,0.44092488,1.3490776,0.9607358,0.9515542,0.74602544,1.2431022,1.22642,0.73452574,0.6202976,1.1441306,0.84667647,1.1856683,1.1654294,1.0168922,0.82088757,1.0271903,1.0674406,0.9225791,0.98145014,1.1702285,1.2033746,1.3338798,1.0790505,0.82135904,0.9130115,0.99321693,1.0870277,1.1287651,0.8645721,1.1745058,0.6912422,0.7531501,0.9996642,0.9474096,0.73219216,0.7592191,0.76573586,0.9468917,0.97460806,1.212158,0.84494746,1.1336963,1.1982499,1.0722471,1.3435438,1.0761846,1.3694665,0.7007069,1.2271733,0.8785487,0.9343642,0.98385847,1.2712092,0.8252319,0.90905446,0.9580084,0.7181499,0.93669575,0.95369816,0.93974763,1.2225666,1.0671635,0.45357078,1.1869159,1.1667436,0.8855685,0.8246547,0.5974446,0.577793,1.0928316,0.9100003,0.7241248,0.9065928,0.9060643,1.1769472
butterfly,1.0765672,0.9872909,0.6984999,1.3626366,0.87991345,0.73158973,0.6210536,1.1412032,1.3285041,1.1542867,1.4244773,0.71096087,1.3052709,0.79691875,0.8738388,1.4304286,0.72296643,0.7931143,0.6613719,0.8811654,1.1841546,0.7878566,0.57120186,0.8919693,0.0,0.80247116,0.692221,0.7541543,0.9530092,1.0348173,1.04036,1.0832748,1.242833,1.2215009,1.1449947,1.1017116,0.9272685,0.85725737,1.4124053,0.8581386,0.53264546,1.3411816,0.75668,0.9028207,1.1452991,1.1358352,1.1125886,0.9822873,0.5805653,0.6335935,0.9301141,1.0299916,0.87849915,1.203073,0.9474537,1.1761973,0.7431212,0.70797545,1.0554445,0.70584923,0.71995896,1.3275088,0.9092123,1.1838636,1.1780024,0.85371053,1.2444664,1.218251,1.2578087,0.75065994,0.9467079,1.0805582,1.2959105,1.0001329,1.3152301,0.7026657,0.9735946,0.62156814,1.1964916,1.0560805,0.78076494,1.1620178,1.311039,1.0269006,0.9337276,1.1664295,0.78406775,0.878481,0.6544723,0.7807201,0.762257,1.2586094,1.125987,1.3204567,1.3228278,1.2367873,0.63684124,0.69444966,0.8030845,0.9267042,1.2252281,0.8544683,0.89050025,0.78117305,0.99302965,0.89023364,0.9346178,0.7597269,1.0881418,1.0056981,0.96536565,1.1787164,1.1210333,0.5470648,1.122453,1.1893572,1.1975578,1.2936423,1.0660714,1.3440226,0.75862414,1.3046739,1.2573533,1.3679907,0.6479689,1.2613916,0.5647627,1.1510783,1.0660572,0.69962513,1.167291,0.83595985,1.1205151,1.3002582,1.4082363,0.8841447,0.8372451,0.7089302,0.721185,0.8594971,1.068123,0.9840094,0.9809471,1.043137,0.81226957,1.0228622,0.8991382,1.2376009
