,alligator,ankle,apple,arm,ball,balloon,banana,basket,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,sink,slide,slipper,sock,spoon,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,truck,vacuum,watch,window
shirt,0.71298677,1.2410923,1.2344081,0.5242699,1.3906457,1.3795959,1.2973907,1.3245957,0.53524995,1.3006253,0.84984595,0.5993149,0.56880355,0.6062397,1.0856602,1.4002886,1.5028834,1.168243,0.6406078,1.0790589,1.4084356,1.1639557,1.2852317,1.2756569,0.82651424,0.7089445,1.2908957,1.1407512,0.96755433,0.5351247,0.8630009,0.5102027,1.3893973,1.5418563,0.9051477,1.3558086,0.824996,0.8794483,0.8856526,1.3635952,0.666935,1.0163542,1.1167985,1.4135861,1.3068216,1.1928787,1.2272099,1.2957253,0.84052074,1.1105815,1.1191951,1.267601,0.6549755,0.8160381,1.324678,0.8573146,0.69582015,0.7855986,0.5110967,0.93772596,1.1332421,1.4448762,0.9783852,1.3835741,0.9007677,1.1031396,1.332357,0.89873475,0.9743049,0.27040386,0.43776673,0.65944034,1.3104565,1.3237493,1.1009223,1.3480716,1.3451093,1.1915398,1.2608316,1.1002877,1.2928369,0.94698006,0.55142415,1.3583513,0.0,0.9521123,0.58044267,1.1336689,0.7579855,1.5484586,1.1746395,1.4325665,0.9781537,0.31353772,0.6924528,1.3928757,1.3014292,1.0493128,1.1314197,1.3676646,0.7612706,0.8028102,1.0355034,1.3841735,0.832901
shoe,0.79926276,1.0387001,1.0590684,0.9153584,1.1343011,1.0813842,1.2880974,1.0623152,0.80495834,1.1975042,0.96741664,0.77368623,0.90740556,0.7395194,0.9659141,1.2243227,1.2199308,0.92703855,0.9185141,1.0255336,1.1184231,1.0592624,1.1003485,1.1443956,1.073808,1.0565901,0.9818084,1.1237922,1.0678521,0.9238556,0.9547593,0.86037004,1.1767833,1.3266246,0.86047405,1.2555366,0.94834435,0.8042101,1.0730133,0.95308554,1.0372305,1.0936587,1.0892682,1.2548001,1.1560514,0.8771881,1.0601516,1.1302752,1.0406444,1.1834649,0.4458965,1.0325428,1.0441047,0.97647876,1.1978942,0.913574,1.043246,0.9329991,0.818457,0.9423187,1.0202181,1.2150927,0.54731584,1.2400055,0.63228834,1.1614845,1.1360221,0.7605913,1.0325584,0.82065964,0.82582986,0.9799626,1.2909857,1.2904207,0.7429782,1.2591157,1.2038491,1.0310109,1.3100564,0.85500157,1.1041929,0.84798366,0.96045864,1.2220516,0.9521123,0.0,0.90656203,0.82648444,0.81194246,0.91281354,0.48169494,1.2967904,0.8543516,0.9098585,0.88366365,1.1497735,1.059131,0.9910583,0.66543096,1.0557271,0.8850602,1.0006875,0.90283376,1.3187046,1.0598053
shorts,0.70262563,1.0330826,1.1560864,0.6135807,1.2752844,1.3367462,1.404062,1.3594979,0.5523677,1.2907438,0.66976184,0.6498128,0.74705637,0.5771316,1.1665428,1.3584263,1.3962374,1.1719822,0.69863474,1.0009934,1.3342289,1.3116482,1.0979905,1.4399168,0.9275943,0.9627289,1.1441478,1.1316563,0.98615706,0.48935843,1.0799205,0.57134545,1.3195666,1.4438372,1.041397,1.2824249,1.0898733,0.77368045,0.77980983,1.298803,0.7019834,0.9796637,0.9455816,1.3472031,1.3373375,0.98318934,1.3728646,1.3800975,1.0895196,1.0174904,0.95582557,1.2068578,0.7056494,0.77007204,1.086952,0.9175837,0.6657976,1.0063401,0.5025758,0.97512746,1.1368774,1.3018775,0.80577886,1.1553555,0.7759541,0.9523226,1.2728548,1.0401765,1.2045332,0.31448972,0.34227753,0.7882018,1.1466917,1.2708168,0.95690596,1.2645113,1.3161782,1.1071655,1.3158944,1.0882863,1.1928,0.840954,0.77267647,1.4369112,0.58044267,0.90656203,0.0,0.94105244,0.8246299,1.3740933,0.9461646,1.2509997,0.89737314,0.5435892,0.7054652,1.4063051,1.1135275,1.0725362,0.8973038,1.491384,0.9612282,1.1017427,0.84310794,1.2612938,0.7678969
sink,0.88070124,1.1176742,1.2029008,1.0658879,1.2484897,1.0316004,1.1570463,1.0833954,0.9777393,1.0035894,0.59246135,1.0051835,1.1219553,0.9502665,1.0229717,1.0977235,1.0643021,0.8838852,0.87920994,0.86583537,0.97768354,1.000669,0.7882627,0.9854965,1.0302354,0.93404675,0.6840417,1.1000681,0.8336238,0.89513916,1.0865139,0.9966904,1.1151261,1.0139698,0.89778304,0.97076786,1.1225941,1.1266422,0.6270149,0.6663218,1.0964813,1.1226041,1.0704421,0.96923447,1.1958166,1.1752082,1.0668811,1.1123003,1.1631179,1.2044239,0.91457915,1.1217471,1.1121845,1.1591259,1.1693133,0.6884443,1.0668937,0.9559625,0.9748986,0.6270906,0.6673536,0.719368,1.0904515,1.1644843,0.8370609,1.1466562,1.2046636,0.84286463,1.1079423,1.054227,0.93771815,1.0789491,0.94922894,0.7817364,1.0371826,1.0585934,1.0821528,0.686924,1.1345909,0.9250721,0.80652064,0.7572338,0.9878972,1.1120663,1.1336689,0.82648444,0.94105244,0.0,0.90919304,1.103707,1.0043756,1.0008651,0.94711035,1.0644575,0.9525091,1.2232598,1.2608335,1.0572132,0.90172595,1.2866192,0.98182315,0.92572606,0.74812186,1.157948,0.81646526
slide,0.7191408,1.2433417,0.98363906,0.7033528,1.051981,1.0991899,1.2335161,1.1127819,0.5537766,1.3084805,0.7811956,0.6386159,0.8643393,0.61632335,0.8850101,1.214893,1.2351162,0.95330065,0.8320849,1.2588677,1.1800582,1.144193,1.3430153,1.2208687,0.97668946,0.9495853,1.1633809,1.1956376,0.97940147,0.88056767,0.9025662,0.70301765,1.2547405,1.3299726,0.6957353,1.2383025,0.9224958,0.86547744,0.94144434,1.168635,0.8133004,1.2085195,1.1119635,1.3281194,1.2774291,1.2423577,1.1954341,1.1005907,0.9746715,1.2665396,1.0085657,1.0720747,0.97110105,0.90525144,1.3954437,0.8657166,0.8705039,0.9485218,0.6731324,0.8711345,1.0824862,1.2784923,0.96827936,1.3099406,0.8729502,1.2299135,1.2205566,0.9834747,1.0258392,0.72000384,0.71813285,0.57130265,1.2099669,1.2069774,1.046787,1.2880821,1.3309184,0.96356976,1.2818741,1.0148711,1.1896275,1.018337,0.74025536,1.1699789,0.7579855,0.81194246,0.8246299,0.90919304,0.0,1.3197922,1.0409197,1.2524269,0.9025731,0.7885636,0.5700543,1.1483529,1.2191147,0.87302196,1.1007783,1.0137366,0.694624,0.9837172,1.1427559,1.3357836,0.7990743
slipper,1.4087785,0.4739148,0.7204214,1.4351038,0.4470451,0.6070841,0.810287,0.74468416,1.4706153,0.5623302,1.3423231,1.3979921,1.2200527,1.4323622,1.1065694,0.5277719,0.35354233,1.071038,1.3009646,1.1585445,0.7046496,0.8308626,0.83675194,0.77427274,1.1840303,1.2295951,0.903319,0.7077254,1.325001,1.4192698,1.192457,1.455146,0.57455957,0.44142687,1.353422,0.71317357,1.1375053,1.1536934,1.391528,0.7353229,1.2595304,0.9377117,0.75782585,0.7736324,0.7372574,0.6186218,0.79571795,0.7895653,1.1337705,0.76245415,0.6688943,0.7814468,1.3365642,1.1374078,0.58044565,1.4103168,1.3583038,1.3241847,1.3551508,1.128516,1.0403775,0.6341231,0.8816756,0.4286734,1.2093414,0.75282514,0.5253419,1.0155106,0.93791586,1.5019183,1.4282365,1.4561838,0.6211358,0.7208602,0.9504585,0.660105,0.7751839,0.92195594,0.84400487,1.0785979,0.73246545,1.3231413,1.3582956,0.45259225,1.5484586,0.91281354,1.3740933,1.103707,1.3197922,0.0,0.64441127,0.70709425,1.1507556,1.5207705,1.5357282,0.46992123,0.37839216,1.0260353,0.96738136,0.57555145,1.3369429,1.2748029,1.2889856,0.51677585,1.3900225
sock,0.98369616,0.70984507,0.9188883,0.9037787,0.8296389,0.9992891,1.1333468,0.9152177,1.0265051,1.1628518,1.0950048,0.97227114,1.1090752,0.91375715,1.0700186,1.1498865,0.91275597,1.020704,1.0278039,1.0163155,0.9262819,1.1282307,1.0499078,1.1665269,1.0450548,1.1489553,1.007337,1.0562308,1.0861403,1.116893,1.0545855,1.0857605,1.0167506,1.0499644,1.1245546,1.1823955,1.0595504,0.70522165,1.2008969,1.0013785,1.0267065,0.97082525,0.8316735,1.0971293,0.97484565,0.41796952,0.9509278,1.1079686,1.0930103,1.1157968,0.28222072,0.9178958,1.2226279,0.79566586,1.0689179,1.0255073,1.1186758,1.1894333,0.951083,1.063976,1.0567819,1.1249304,0.35564983,1.0496674,0.76098084,0.92292553,1.0499495,0.895433,1.1277328,0.9737742,0.978083,1.1581342,1.0233219,1.2063968,0.6937615,1.1666536,1.1060048,1.1526967,1.1506542,0.9446192,1.1270254,1.041665,1.1152915,0.93978286,1.1746395,0.48169494,0.9461646,1.0043756,1.0409197,0.64441127,0.0,1.1018606,0.94565016,1.1573095,1.1054983,0.8542154,0.65275043,0.96205074,0.69140184,0.97942895,1.1304705,1.1334728,0.9421028,1.1954315,1.2319862
spoon,1.2524915,0.8131676,0.9179256,1.316535,0.7744137,0.8993519,0.51529557,0.951311,1.419315,0.6910146,0.99483967,1.3584011,1.1538153,1.3526661,1.0715084,0.68608695,0.6227528,1.0986222,1.1417397,0.8822489,0.75960517,0.9852682,0.8057097,0.814064,0.89653987,1.17166,1.0425068,0.8501798,1.2214972,1.2187078,1.1352274,1.4052346,0.62563574,0.40766537,1.2434988,0.79656494,1.1273683,1.240202,1.2589043,0.86987424,1.2844057,0.879567,0.8193684,0.43457407,0.9051608,0.9980771,0.83706886,0.6748467,1.0139898,0.80339706,1.1441586,0.8298164,1.2422476,1.1759611,0.69326717,1.1016064,1.2110349,1.2576442,1.3685216,0.99260575,0.9957148,0.8300855,1.2000165,0.5937644,1.0697895,0.8663611,0.8782927,1.0229877,1.034162,1.4518342,1.2513305,1.2788868,0.5664959,0.56753355,0.8944911,0.67938375,0.9312421,0.8430486,0.462376,1.1784285,0.6496538,1.319891,1.2502503,0.6187885,1.4325665,1.2967904,1.2509997,1.0008651,1.2524269,0.70709425,1.1018606,0.0,1.2053131,1.362267,1.4588429,0.80009365,0.7951195,0.911516,1.0115879,0.8813169,1.1702697,1.1758325,1.1160252,0.57061535,1.1396956
stroller,0.80199474,1.0651845,1.1127727,0.8617439,1.251797,1.1160295,1.1783926,1.0522447,0.9576255,1.1728973,0.9939962,0.914616,1.0532361,0.9824025,0.9748052,1.1787978,1.2969296,0.88744915,1.0388143,0.94910246,1.0999244,1.0891209,1.0307393,1.0019691,1.0918602,1.1616879,0.8685423,1.0746092,0.8103156,0.8342242,0.8671413,0.90860856,1.23349,1.3215208,0.6430439,1.2030016,1.0221887,0.80016696,0.8668227,1.0028931,0.9694896,1.0641448,1.0631837,1.2368627,1.1372336,1.0060166,1.1353605,1.1096135,1.1663336,1.2205924,0.72253525,1.1540551,0.8786379,0.90254754,1.1956728,0.85655826,0.9442794,0.8500647,0.94370097,1.0455536,0.86755913,1.1714168,0.80695736,1.2702787,0.9118327,1.098867,1.0585884,0.9724152,1.0547717,0.91444725,0.8659958,0.97723085,1.257564,1.2676958,1.060478,1.1955346,0.934723,1.1592803,1.120463,0.8060602,1.0743434,0.7742743,0.9454721,1.1637994,0.9781537,0.8543516,0.89737314,0.94711035,0.9025731,1.1507556,0.94565016,1.2053131,0.0,0.8758333,0.7769464,1.1901178,1.1028507,1.0354055,0.85364306,1.0349375,0.91423273,0.8959428,0.8127986,1.1802533,0.7656187
sweater,0.60933477,1.2895238,1.1911639,0.6293922,1.3532549,1.3826644,1.2906445,1.3184204,0.45442915,1.3446461,0.85487294,0.6178147,0.63978875,0.5449887,1.0503634,1.3686893,1.4971435,1.1378257,0.70679426,0.9874497,1.3752128,1.2484654,1.2845488,1.3055521,0.9794728,0.8672233,1.1902997,1.2199986,0.9228397,0.48532772,0.96744305,0.4031489,1.3473918,1.5227382,0.8701366,1.3079437,0.8610555,0.8449694,0.8560353,1.307073,0.64328754,1.0439383,1.1110414,1.3432485,1.2781578,1.230886,1.3103896,1.2958281,0.95112115,1.1692725,1.0472932,1.2547661,0.64334434,0.8953545,1.3053987,0.88419616,0.4603476,0.8566643,0.5220038,1.0254087,1.1127256,1.3925169,0.9668848,1.354197,0.877137,1.0299985,1.276878,0.9018827,1.1643627,0.22901523,0.40831947,0.7436919,1.3561294,1.3475486,1.0433758,1.3489524,1.2487906,1.2086471,1.2465042,1.1224056,1.2620839,0.84616774,0.66105354,1.4319775,0.31353772,0.9098585,0.5435892,1.0644575,0.7885636,1.5207705,1.1573095,1.362267,0.8758333,0.0,0.6002629,1.4102829,1.3396153,1.123902,1.0344012,1.3572538,0.7854975,0.9036503,0.9118618,1.3770018,0.7310108
table,0.58330745,1.3587548,1.1708395,0.71182156,1.3646258,1.2732158,1.3671758,1.119851,0.4410367,1.5115153,0.7754187,0.42829847,0.8461577,0.50986,0.5578517,1.4297185,1.4619226,0.6701679,0.819757,1.0365759,1.1860437,1.1714308,1.2647467,1.2100505,0.984616,1.020438,0.9922522,1.354407,0.69529176,0.77686965,0.840871,0.50714254,1.4214497,1.5750175,0.5111453,1.339731,0.96405226,0.7924516,0.72282314,1.1055791,0.7776841,1.1818286,1.2251042,1.3784653,1.2995939,1.2566183,1.2452096,1.1662142,0.933547,1.3636543,1.0230234,1.1125553,0.84668696,0.83204806,1.4728012,0.82463956,0.69607866,0.8269234,0.6906707,0.9804081,0.9805817,1.3514965,0.9251335,1.5277662,0.7670745,1.2973973,1.3341167,1.0111107,1.096282,0.5642813,0.6732267,0.38227183,1.5117157,1.4136797,1.0022697,1.3994989,1.2139429,1.0373912,1.3557798,0.86651886,1.2405801,0.6806252,0.7027292,1.4110563,0.6924528,0.88366365,0.7054652,0.9525091,0.5700543,1.5357282,1.1054983,1.4588429,0.7769464,0.6002629,0.0,1.3161234,1.3710294,0.923899,0.9698989,1.112063,0.48337483,0.8932171,0.8278501,1.5214121,0.6903713
tape,1.3512146,0.8948822,0.7116504,1.3689406,0.45456874,0.50295967,0.722432,0.65249205,1.3684502,0.7866558,1.338919,1.3037784,1.2330955,1.3150656,1.037059,0.5966291,0.32164383,0.9765365,1.336412,1.1299531,0.6703375,0.76403975,1.0196024,0.73303366,1.0354903,1.1876335,1.0676827,0.8579125,1.1779277,1.4235746,1.0759709,1.3898679,0.65727603,0.54380107,1.2071053,0.65863633,1.1905377,1.1539054,1.3454016,0.9314607,1.1423666,1.10292,1.0626532,0.79745936,0.5971993,0.859584,0.75130725,0.7466745,1.014233,0.9128516,1.031733,0.661304,1.2896136,1.0783411,0.87597686,1.2500751,1.1605299,1.1689684,1.36396,1.2356055,1.1367034,0.7875086,1.0788894,0.71294796,1.248465,0.91351503,0.6626724,1.1904324,0.8409882,1.4008458,1.4787985,1.2091516,0.64901304,0.7896062,1.0484346,0.6858147,0.7284242,1.0177124,0.87639487,1.0134351,0.94104767,1.2152748,1.2735791,0.36718023,1.3928757,1.1497735,1.4063051,1.2232598,1.1483529,0.46992123,0.8542154,0.80009365,1.1901178,1.4102829,1.3161234,0.0,0.70295966,0.8863862,1.1286981,0.5130094,1.1498673,1.1278911,1.1798471,0.6884604,1.2312497
toe,1.2935263,0.16213626,0.7639227,1.1303824,0.52503,0.82094777,0.972524,0.92086935,1.2281786,0.90792936,1.3564112,1.2417666,1.2110935,1.288758,1.1753647,0.7489098,0.64975387,1.1741695,1.1718838,1.1513033,0.883598,0.97273225,0.9780022,0.9780071,1.1718358,1.2169981,1.1490067,0.708536,1.2233279,1.310424,1.2363303,1.2240055,0.7454817,0.69573826,1.3184476,0.91130537,1.0004686,0.8111477,1.3945982,1.013439,1.0517544,0.86288357,0.54230845,0.9898098,0.8891048,0.3455124,0.92978495,0.97307056,1.0296718,0.6518357,0.8411316,0.87860346,1.0301551,0.77265555,0.6218148,1.3822286,1.1349788,1.3225353,1.2219899,1.1934283,1.1582028,0.88725096,0.74971473,0.5334153,1.2318201,0.72651327,0.77480423,1.1740953,0.9528418,1.2438111,1.252685,1.2425913,0.694365,0.90391123,1.0762206,0.8534009,0.9344377,1.1108993,0.968413,1.1786879,0.9430768,1.3147583,1.2091322,0.70245403,1.3014292,1.059131,1.1135275,1.2608335,1.2191147,0.37839216,0.65275043,0.7951195,1.1028507,1.3396153,1.3710294,0.70295966,0.0,0.9597338,1.0849822,0.7715817,1.2789448,1.2814279,1.2862082,0.6967502,1.3189312
toothbrush,0.82643694,1.0649195,0.9185909,0.79362303,0.8926208,1.070381,0.9727031,0.9024729,1.0745069,1.2815263,1.1166083,0.7765918,1.1344708,1.0614723,0.78152984,1.0593505,1.0346845,0.7617332,1.2034485,1.1370708,0.8569374,0.9588144,1.2483573,1.0519845,0.9093715,1.2122399,1.2647358,0.99518675,0.92989206,1.0953004,0.84710705,1.00995,0.8586379,1.0300058,0.83960676,1.2742923,1.0137544,0.8080081,1.168829,1.1396856,1.1162126,1.0074492,0.86338145,1.0279974,1.1328259,1.0087948,0.98909944,0.9356736,0.9549443,1.0156422,1.0347581,0.44875133,0.9796245,0.39628112,1.1379505,0.9922839,1.0529399,1.0760387,1.2011988,0.98334163,1.1132319,1.2722473,0.8943731,1.1232572,0.95901483,0.9636797,1.2033858,1.1430324,0.9353651,1.0626187,1.0431763,0.6755897,0.778486,1.0083605,0.9694883,1.2384136,1.2051864,1.2354652,0.99133444,0.9175992,1.1761036,1.0886862,1.1753261,0.8674822,1.0493128,0.9910583,1.0725362,1.0572132,0.87302196,1.0260353,0.96205074,0.911516,1.0354055,1.123902,0.923899,0.8863862,0.9597338,0.0,1.0707873,0.7995617,0.8473831,1.1277182,1.1164743,1.155219,1.0606294
towel,0.88196146,1.0503491,1.0489708,0.9733913,1.095859,0.9248554,1.1555128,1.0249397,0.9802307,1.0977613,0.9050053,0.97511727,0.97670174,0.7782844,1.0687257,1.1445208,1.0505782,0.9659914,0.8715884,0.7711381,0.9861051,1.1306686,0.7295729,1.1313481,1.1072896,1.1891166,0.6356075,1.2268001,0.835793,0.87017405,1.0168276,1.0120873,1.0989181,1.2575221,0.9006465,1.1636798,1.0102359,0.8058989,0.965267,0.874228,1.1412263,0.8303087,1.0181583,1.1143168,1.0771275,0.9279061,0.977945,1.1720259,1.2264388,1.1728714,0.58157104,1.0183779,1.1059225,1.0038915,0.94313484,0.92293894,1.0872226,1.0713639,1.0889695,1.0629466,0.87557477,1.0797627,0.5502008,1.1496538,0.29891604,0.92868155,1.0763838,0.80708444,1.1065092,0.95550114,0.9393768,1.1882093,1.1852164,1.329044,0.52526414,1.1853846,1.0362837,0.88581336,1.0842292,0.7063252,1.0005201,0.79188937,1.1294954,1.2201259,1.1314197,0.66543096,0.8973038,0.90172595,1.1007783,0.96738136,0.69140184,1.0115879,0.85364306,1.0344012,0.9698989,1.1286981,1.0849822,1.0707873,0.0,1.1599162,1.0915937,0.9948185,0.64827085,1.2494029,1.0637882
toy,1.2483557,0.90862656,0.56307685,1.3520392,0.4747321,0.66111714,0.7814658,0.6478305,1.2794644,0.92646825,1.4570396,1.0549507,1.2696086,1.3007998,0.61578333,0.5976364,0.5644102,0.69221085,1.4175127,1.2448215,0.7462458,0.69165313,1.238583,0.51316065,1.1181654,1.2658949,1.1152284,0.97430736,1.158164,1.4929628,0.95769024,1.2836076,0.7320374,0.6713242,0.8567833,0.82106745,0.87056565,0.9657214,1.411128,0.9073076,1.1654266,1.0906633,1.0939808,0.8558935,0.6961891,0.97290045,0.7743356,0.545663,0.8402945,0.98914045,1.0767369,0.7120284,1.159466,1.1360549,0.92255944,1.412872,1.1975881,1.0690125,1.4522372,1.3160601,1.1920356,0.90652484,1.1016631,0.8430244,1.2635624,1.120824,0.7480029,1.1746773,0.6810407,1.4557575,1.4643917,1.0136989,0.98872405,0.90371394,1.0840552,0.82763886,0.8002832,1.0926793,0.7968426,0.84117573,0.9329976,1.2035582,1.1295602,0.48817152,1.3676646,1.0557271,1.491384,1.2866192,1.0137366,0.57555145,0.97942895,0.8813169,1.0349375,1.3572538,1.112063,0.5130094,0.7715817,0.7995617,1.1599162,0.0,0.88057345,1.1390426,1.3410168,0.81921905,1.2315339
tray,0.75654817,1.2576889,1.0930107,0.8130635,1.2307837,1.20008,1.1748521,1.0058709,0.7202905,1.3411863,0.96640533,0.58691394,0.92403686,0.7738993,0.50859094,1.14241,1.2732834,0.733881,0.92938244,1.0946996,1.0828638,1.0465002,1.3547192,1.0158354,0.9781739,1.0408179,1.192619,1.171125,0.9424277,0.9882101,0.86259854,0.7653831,1.268366,1.2665799,0.63736165,1.1979268,0.9162233,0.9161042,1.0247732,1.032758,0.9580055,1.1659067,1.1089876,1.2029936,1.214942,1.2110305,1.0829841,0.92489463,0.69779694,1.2662749,1.0799919,1.0783453,0.94015306,0.95169604,1.3984079,0.9413285,0.85840887,0.88866794,0.94796884,0.99723387,1.1227694,1.3075638,1.0089022,1.3372033,0.8798527,1.2915604,1.316614,0.9801638,0.9284809,0.82137495,0.88703537,0.5199203,1.2968683,1.1534882,1.0637215,1.2406766,1.248944,1.0086659,1.160553,0.9539849,1.1167852,0.8983686,0.7441074,1.0755842,0.7612706,0.8850602,0.9612282,0.98182315,0.694624,1.3369429,1.1304705,1.1702697,0.91423273,0.7854975,0.48337483,1.1498673,1.2789448,0.8473831,1.0915937,0.88057345,0.0,1.0432092,1.0959998,1.3470392,0.8559109
truck,0.9383201,1.241349,1.1977308,0.9160203,1.2734826,1.0342861,1.0666413,0.9688861,1.0691887,1.1332628,0.8384583,1.1033643,1.0059325,1.0298432,1.0942413,1.1563572,1.1729225,0.8961365,0.9250746,0.78481585,0.96383774,1.0650733,0.823035,0.7715437,0.8718501,0.6862004,0.85717326,1.1602924,0.7190367,0.86622816,0.91936624,1.0603433,1.2237034,1.2758582,0.60103226,1.072985,0.8879577,1.0513291,0.653523,0.833706,1.0034158,1.0024742,1.30245,1.0670761,0.95346564,1.1784453,1.0500773,1.134007,1.0046786,1.1513367,1.072613,1.2039319,0.9780691,1.0779548,1.2157323,0.5566789,1.0469232,0.5436454,0.90933365,0.82705027,0.83046836,1.0497777,1.100461,1.2904811,0.950876,1.2502435,1.1743659,0.86728126,1.090703,1.0053974,0.87560815,1.0479112,1.2540065,1.2341646,1.1383306,1.1576464,1.0198708,0.95907056,1.0427773,0.9069192,1.0483468,0.8246275,0.9236577,1.1563576,0.8028102,1.0006875,1.1017427,0.92572606,0.9837172,1.2748029,1.1334728,1.1758325,0.8959428,0.9036503,0.8932171,1.1278911,1.2814279,1.1277182,0.9948185,1.1390426,1.0432092,0.0,0.6054895,1.2296166,0.80521965
vacuum,0.9324567,1.1763561,1.2582855,0.92654574,1.3460414,1.0470754,1.2014216,0.95453686,1.1151222,1.113453,0.7087946,1.1286786,1.0939771,0.99698246,1.0921481,1.2984914,1.2348998,0.88353467,0.99181175,0.30164993,0.8880036,1.0670582,0.51030815,1.036612,1.092755,0.91726947,0.54605097,1.1690239,0.5641039,0.7732525,1.0022384,1.072308,1.2917204,1.2904989,0.7182089,1.0617142,1.1545751,0.98924005,0.53179634,0.7810395,1.0269508,0.8840743,1.1966336,1.034301,1.0590389,1.0540226,1.1318384,1.21329,1.2956495,1.2066517,0.9347434,1.1784235,1.0451139,0.9891975,1.0934805,0.56293225,0.9401415,0.7320108,0.8865439,0.8582728,0.6814585,0.93722475,0.91291094,1.3190917,0.7841367,1.0139753,1.2389214,0.7146545,1.1822088,0.92322606,0.89489233,1.144675,1.1862397,1.2401035,0.8980205,1.211424,0.9289124,0.96473145,1.1630071,0.7710457,1.0032005,0.5247648,1.1333102,1.3075509,1.0355034,0.90283376,0.84310794,0.74812186,1.1427559,1.2889856,0.9421028,1.1160252,0.8127986,0.9118618,0.8278501,1.1798471,1.2862082,1.1164743,0.64827085,1.3410168,1.0959998,0.6054895,0.0,1.3137083,0.7660544
watch,1.3951638,0.75652224,0.93148685,1.3657696,0.72088027,0.882159,0.73625636,0.9774637,1.3905826,0.3056054,1.2313384,1.4498454,1.1743491,1.4502262,1.2000153,0.4470048,0.43437785,1.191561,1.2411749,1.1067128,0.89376104,0.8667725,0.81073546,0.70956236,1.0469463,1.0851351,0.999044,0.47794676,1.3031224,1.2898865,1.1206697,1.3253028,0.5464469,0.240664,1.4060123,0.38243473,1.1129824,1.3431308,1.2332332,0.92540944,1.2526059,0.9809215,0.8301187,0.6741917,0.7033217,0.83063906,0.9088458,0.80605185,1.1639676,0.47418195,1.1967773,0.9509186,1.1298739,1.2719274,0.4785865,1.3141253,1.2756617,1.2825274,1.3269296,1.029767,1.000138,0.60342354,1.3384719,0.2608832,1.3902724,0.6942626,0.52837765,1.0453475,0.9959947,1.4617889,1.3416656,1.3521025,0.44252855,0.48393357,1.0901048,0.2657104,0.6531439,0.960556,0.71817994,1.1930512,0.74758816,1.2715178,1.2430018,0.6278166,1.3841735,1.3187046,1.2612938,1.157948,1.3357836,0.51677585,1.1954315,0.57061535,1.1802533,1.3770018,1.5214121,0.6884604,0.6967502,1.155219,1.2494029,0.81921905,1.3470392,1.2296166,1.3137083,0.0,1.3074212
window,0.7093074,1.2833233,1.2200027,0.9194956,1.3141031,1.0989668,1.1244905,1.0719905,0.76500785,1.2315748,0.7337905,0.7875129,0.86884844,0.8273864,0.9696629,1.2321298,1.3242378,0.86418194,0.8290531,0.89376473,1.0402668,1.1300793,1.009256,1.0602115,1.0130925,0.8529178,0.9300909,1.2348503,0.75937825,0.64630497,1.0964593,0.8120042,1.2583376,1.3096888,0.76111066,1.1361837,1.1192901,1.0717984,0.5203459,1.0347291,0.8179077,1.1293948,1.207178,1.0837208,1.2435994,1.2673173,1.23769,1.1727934,0.98489577,1.2767558,1.1149526,1.0781752,0.87463653,0.9935401,1.3055426,0.80722564,0.7822865,0.8842909,0.7175625,0.9019119,0.9521623,1.0785612,1.1160578,1.2916305,0.9898118,1.2338709,1.1532344,0.9982761,1.088008,0.7498857,0.81047726,0.81629556,1.2612399,1.1619862,1.1879472,1.25191,1.0448831,0.98390406,1.1495801,1.0212729,0.96583956,0.8787633,0.8452238,1.308261,0.832901,1.0598053,0.7678969,0.81646526,0.7990743,1.3900225,1.2319862,1.1396956,0.7656187,0.7310108,0.6903713,1.2312497,1.3189312,1.0606294,1.0637882,1.2315339,0.8559109,0.80521965,0.7660544,1.3074212,0.0
