,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
orange,0.986706,0.92411673,0.51041585,1.4210557,0.67763793,0.6557937,0.3686248,1.0359848,1.4661558,1.5492265,0.6216322,1.5439892,1.4504298,1.1078979,1.4561524,1.0431762,1.2040527,0.47193694,0.8094592,1.3830309,0.54111147,1.2312709,1.0769928,0.69723994,1.0747418,0.7821268,0.3462758,1.2682109,1.1860588,0.99366415,0.82061106,1.4378685,1.1971389,1.3223655,1.2260659,0.748814,1.5055104,1.0057948,0.46399546,1.4624343,0.66377455,1.0836716,1.2371892,0.90355,1.3970938,0.9339688,1.4725335,0.8162167,0.101628065,1.0814801,0.8542677,1.2149425,0.8088844,0.6758429,0.5006974,0.8517321,0.6836375,0.81574035,1.2155315,0.73458576,0.75249726,0.63079214,1.2486731,0.46414536,1.2219785,0.52645934,1.3192133,1.4115267,1.0014852,1.4721962,0.6836286,1.3663067,0.55842483,1.0199832,0.93323886,1.1316153,1.2593994,1.1095812,1.4013516,0.9746597,0.69837373,0.45699036,0.8798378,0.7531495,0.69305587,0.0,1.2979739,1.1990411,1.5384452,1.4434099,1.4098499,0.59370005,0.5480018,0.545094,0.3724596,1.1069967,0.7669183,1.0015225,0.76349145,0.83450353,0.4487121,0.70841676,1.1537507,1.1809139,0.8248944,1.1342392,1.083707,1.2023978,1.2773179,0.9075021,1.4525205,1.1734807,1.3183072,0.8126332,1.2320336,1.1792495,1.4262426,0.66546816,1.0583711,0.3973859,1.2897298,1.2153752,0.57730675,1.2212042,0.48061073,1.4907405,1.4638203,1.4185181,0.88104117,0.75455976,0.8167553,0.89977914,1.0714625,0.8897997,1.277213,1.2644591,0.5154797,1.327251
oven,1.0946718,1.1370196,1.2855188,0.91204596,1.2449255,1.2685415,1.1633296,0.7897861,0.5911316,0.8350573,0.93930304,0.5532887,1.0246134,1.0412499,0.915396,0.9196239,0.9704282,1.0903339,0.943126,0.74036765,1.2176855,0.7527712,0.8637279,1.1249596,0.5795272,0.77651393,1.1638833,0.8726377,0.53677136,1.0534984,1.1369373,0.6632675,1.0138155,0.7247479,0.93214834,1.1975895,0.8479901,1.1006073,1.1928482,0.65191823,1.0258586,1.0693486,1.0486803,1.1533499,0.42541564,0.5175695,0.82963324,1.203339,1.3203797,0.87380815,1.1275922,1.0094217,1.1852219,1.1431963,1.1731392,1.1512012,1.0755382,1.198483,1.0311636,1.1658862,1.1666057,1.2874019,0.9772018,1.2544488,1.0590076,1.1973482,1.021631,0.8300255,0.905792,0.8663714,0.96827364,0.7929541,1.0933712,1.0443414,1.0399451,1.0578376,1.0352308,1.0000197,0.70807374,1.1420004,1.2020454,1.2468543,1.0276906,1.2230136,1.0697061,1.2979739,0.0,1.0814748,0.9330895,0.75553215,0.9103358,1.2037336,1.0757191,1.100202,1.247394,0.91775465,1.1379136,0.86960745,1.0154521,1.0972106,1.2966164,1.2115502,0.85110897,0.5278203,1.1281201,0.56388575,1.0421135,1.0020659,0.9934086,1.185938,0.87090194,0.910395,0.8342462,0.9466177,0.80884284,0.5447509,0.8582787,1.0553446,1.0136561,1.1812611,0.9388795,0.94848007,1.0754457,1.0505376,1.2529241,0.78475994,0.95558274,0.86263144,1.0785263,1.2273004,1.2047242,1.0649068,0.9077417,1.1785738,0.9197559,0.62853014,1.2014934,0.72245055
owl,0.76242125,1.1494088,1.1566514,0.7822352,1.0925229,1.0593059,1.1343544,1.1356063,0.87446606,0.8017827,1.3523257,0.8537247,0.67967963,0.6818168,0.76970184,1.12074,1.106604,1.241802,1.207038,1.0286283,1.0328045,1.006923,1.0772194,1.1272647,1.1522971,1.2400846,1.2386451,0.5887491,1.1212591,0.8765637,1.2368623,0.8983289,0.932841,0.9627697,0.7698082,0.72758543,0.80602825,0.706586,1.3587289,0.9460114,1.3037968,1.0612503,0.6468992,0.8941736,0.9343375,1.2980611,0.79571575,1.1551181,1.2020272,0.9571356,1.1225358,0.8494917,1.1777978,1.1644366,1.2313322,1.1289101,1.3418876,0.9539798,0.8634765,1.1947498,1.1347011,1.1926253,0.85500395,1.0567521,0.9994559,1.2577941,0.9557085,0.88119084,1.0138626,0.77482194,1.3883626,0.9782569,1.2904096,0.7697722,0.84499377,0.95429015,0.78502464,1.1010947,0.96446145,1.0958047,0.9024899,1.1739175,1.0896095,1.1961375,1.1280046,1.1990411,1.0814748,0.0,0.752651,0.8491333,0.9081682,0.96691155,1.3295487,1.366195,1.1153364,1.0973096,0.9697587,1.0963736,1.1827357,0.95306283,1.0071937,1.1466244,1.1216661,1.0843978,1.0044557,1.1113688,0.7811723,0.8446539,0.95625067,1.176907,0.76214933,0.9765912,1.012448,1.1584839,0.8641786,1.0785851,0.8898977,1.2428914,0.91166186,1.0563916,0.8184005,0.87911433,1.3829237,0.9120252,1.1709166,0.9231116,0.72144943,0.9156352,1.1336498,1.1980995,1.2058675,1.2522337,1.0556045,1.0020971,0.9767026,1.1026286,1.2633252,0.9232398
pajamas,1.0465574,0.9589842,1.3922261,0.31780505,1.2952986,1.3513111,1.5200945,1.2634012,0.50482935,0.28752905,1.3698083,0.4457032,0.3223002,0.9096459,0.44055682,1.1110393,0.85262567,1.4823079,1.309666,0.7927721,1.4337325,1.025133,1.1073388,1.3853555,1.1974603,1.2889141,1.3976641,0.6985,0.8879154,0.95442504,1.312815,0.6005391,0.6779393,0.77397156,0.9024528,1.247676,0.30298078,1.0375175,1.5059674,0.6250925,1.4614598,1.1427836,0.8049357,1.0804113,0.7469885,1.2793932,0.17817926,1.1834381,1.534564,0.83015794,1.2138661,0.781429,1.0383941,1.2649305,1.4241306,1.0759925,1.5100887,1.2713294,0.9396574,1.2687413,1.1894805,1.2333928,0.7148496,1.4197923,0.64893156,1.389369,0.8640197,0.4055667,1.098805,0.21452063,1.4871452,0.73539996,1.5295514,0.9999735,0.9667125,0.92879796,0.5187857,1.0913652,0.8014594,1.0427547,1.3507209,1.3606567,1.2617817,1.1852932,1.3951349,1.5384452,0.9330895,0.752651,0.0,0.39484572,0.6540898,1.295198,1.4806222,1.4875531,1.4053434,0.902307,1.1757284,1.147852,1.3801056,1.2030602,1.423254,1.2288479,0.9698212,0.9994479,1.1032593,1.0413408,0.9447378,0.8494626,0.59001243,1.2390008,0.2730307,1.0259682,0.5148489,1.3652277,0.7661188,1.045772,0.4981358,1.3897614,0.9866504,1.4340632,0.7349333,0.8152265,1.5323544,0.8306183,1.3593351,0.6459269,0.3089068,0.58912706,1.327994,1.1302028,1.1597388,1.174118,0.983377,1.1994656,0.8062756,1.0037079,1.3988209,0.7310654
pants,1.0576591,1.115877,1.3191607,0.6175654,1.2933859,1.3281198,1.4002806,1.2593162,0.6122752,0.48402482,1.1846066,0.4579239,0.67364997,1.0285527,0.61020935,1.0400707,1.1048042,1.3470615,1.3079762,1.004569,1.3631039,0.9549916,1.1132798,1.2691078,1.0763319,1.24031,1.2313194,0.7343931,0.72198117,1.0585873,1.2770748,0.57731843,0.5883748,0.8457325,0.9069866,1.266907,0.51444745,1.0816251,1.3656268,0.8411617,1.3902026,1.183314,0.9385756,1.164105,0.63172454,1.0678132,0.3713724,1.0988045,1.3948184,0.67471135,1.1829513,0.87216085,1.0155163,1.2384435,1.4186089,1.0295925,1.4295623,1.2905746,1.0536263,1.1112586,1.0991361,1.2522141,0.795752,1.3798845,0.8518787,1.2971323,0.9501535,0.2494005,1.1182648,0.25082624,1.3718762,0.7570491,1.4019992,1.0903189,1.0427407,1.0651829,0.6209345,1.046799,0.82031345,1.0210398,1.3548913,1.2320197,1.0482376,1.009598,1.3081472,1.4434099,0.75553215,0.8491333,0.39484572,0.0,0.86543965,1.3260491,1.316333,1.3596861,1.266943,0.7427517,1.2093334,1.1203072,1.3670543,1.1446223,1.3305013,1.0865355,0.91992486,0.9898395,0.9652657,0.86566836,1.0031035,0.9255101,0.5924316,1.2784278,0.29620337,1.0363338,0.2462095,1.3360138,0.75622654,0.9603184,0.7416257,1.2626696,1.0040407,1.3145299,0.6508211,0.9057022,1.4729807,0.9537801,1.260844,0.74264026,0.50859576,0.82891786,1.3750234,1.0878242,1.0569049,1.1027379,0.71769726,1.3260826,1.0127988,0.9333037,1.2494619,0.83356065
paper,1.0681137,1.217918,1.2587678,0.7021318,1.1574762,1.1380591,1.3438548,1.0865352,0.67639637,0.59142935,1.480593,0.6896022,0.5313777,0.8934648,0.6931878,1.0252594,0.36506772,1.4209626,1.0333335,0.32406664,1.2812748,1.0011991,0.94164276,1.2060839,1.103768,1.2577777,1.3133836,1.0467836,1.0962279,0.74971724,1.1392826,0.74420726,0.9388078,0.8417838,0.86183774,1.0899267,0.6231222,0.8855241,1.3770579,0.60526365,1.2964568,0.90344673,0.95285356,1.0782691,0.8596486,1.1384397,0.8041879,1.1928735,1.4622341,1.0381141,1.210186,0.83983195,1.2182099,1.2084904,1.3134086,1.258441,1.2497933,0.9475082,0.84707105,1.3242376,1.3217511,1.09256,0.8560153,1.333801,0.8420274,1.3865461,0.82618606,0.8375842,0.9812461,0.81345206,1.2332633,0.7134943,1.4121567,0.9171507,0.7809627,0.5693956,0.9121535,0.9931669,0.77044636,1.0801579,1.1369035,1.4012759,1.1062392,1.3250902,1.2539848,1.4098499,0.9103358,0.9081682,0.6540898,0.86543965,0.0,1.1735705,1.3889904,1.355104,1.3029919,1.1015161,0.99550915,1.1502446,0.93058383,1.211681,1.3490074,1.3671093,0.8879747,0.8649607,1.1957008,0.8043429,0.8081802,0.7655343,0.937493,0.9512486,0.79764783,0.9793295,1.0129853,1.2128272,0.8782642,0.93494505,0.65819687,1.4432219,1.0136658,1.3450059,0.92801917,0.73761666,1.2983953,0.90560746,1.3814213,0.69968414,0.7347647,0.41970617,1.0538558,1.3302072,1.2606742,1.0848627,1.1135145,0.91000444,0.39629835,1.0306576,1.4747617,0.7680657
pastry,0.9450015,0.84930617,0.84298337,1.1180127,0.89928544,0.82015127,0.7813348,0.9965418,1.2591909,1.271173,1.1145685,1.331309,1.0846262,0.95167613,1.1403414,1.1978192,1.1973342,0.98147273,0.67385626,1.1358073,0.35030425,1.1039107,0.943683,0.9861193,1.0333908,0.9600759,0.8215086,1.1527127,1.373163,0.55829805,0.9250578,1.2097778,1.1312249,0.9668661,1.1289917,0.2802378,1.3136349,0.33256882,1.095836,1.2611034,0.85094506,0.9036803,0.94405985,0.96484137,1.2877704,1.1749476,1.2410016,1.1603085,0.70633924,1.0790085,1.0501642,1.1687821,1.1207691,1.0320562,0.850072,1.0585579,0.88028604,0.94505775,1.0136224,1.1963551,0.9796429,0.96606964,1.2151554,0.5098496,1.1393335,1.0896668,1.1911697,1.3452151,0.7912867,1.3045733,1.0520681,1.2418582,0.9691249,0.5575787,0.85623586,0.8305514,1.141498,1.1172837,1.1934128,1.0945833,0.18676478,1.0473781,0.8207809,1.1656669,1.0498325,0.59370005,1.2037336,0.96691155,1.295198,1.3260491,1.1735705,0.0,1.097362,1.0855849,0.84726495,1.1688026,0.43476856,1.002611,0.48905128,0.93919885,0.6672836,1.1028196,1.0043929,1.2083223,1.0674627,1.1111037,0.68521595,1.0390527,1.163312,1.0346385,1.2830447,1.0639665,1.1853571,0.72237843,1.1994828,1.128304,1.2541987,1.1013855,1.1427308,0.8559649,1.1614723,0.94036824,0.8098144,1.0163631,0.8816538,1.3221412,1.2444217,1.0217648,0.80787605,1.1089246,1.0449734,1.1449051,1.0737576,0.9899261,0.94152975,1.2872584,1.1129351,1.1652207
pen,1.0514566,0.9995677,0.7194611,1.459636,0.86367524,0.8624237,0.54850405,0.9098989,1.3596891,1.4507487,0.26416302,1.3898369,1.5486226,1.2406714,1.3521407,0.8450508,1.1032982,0.29706103,1.0486959,1.3394861,0.8375861,1.1317471,1.2862778,0.54499614,0.9562866,0.66357887,0.4756524,1.2079079,0.87675655,1.4003491,0.73903245,1.3523034,1.1997997,1.3693031,1.031035,1.0620383,1.4541304,1.2984946,0.1295743,1.4006095,0.6508192,1.1806941,1.325289,1.0545598,1.1749219,0.6309074,1.4120791,0.6904139,0.4436049,1.0602826,0.78149176,1.2170086,0.70769155,0.60514474,0.49029815,0.7457851,0.47820616,0.9287137,1.2689781,0.51761293,0.6492897,0.679146,1.227025,0.7886406,1.2318896,0.4112314,1.1960411,1.2991489,1.2116641,1.3671113,0.22596872,1.2260151,0.2969811,1.36001,1.3753722,1.3355527,1.3981233,0.8960148,1.3115569,0.9375225,1.0383584,0.28560042,0.8453023,0.4773156,0.52346027,0.5480018,1.0757191,1.3295487,1.4806222,1.316333,1.3889904,1.097362,0.0,0.09499705,0.6058323,0.9134826,1.1260645,0.95001274,1.0036837,0.86768997,0.7902888,0.6319145,1.1940429,0.9996369,0.72944474,1.0111004,1.2792747,1.3797237,1.247537,0.8763856,1.4249759,1.1386235,1.2703979,0.8532059,1.1111956,1.034231,1.3333783,0.3568452,0.95725954,0.5912817,1.1830102,1.4078795,0.4961478,1.276635,0.62937874,1.3965788,1.4146607,1.4580891,0.99317306,0.5925781,0.7040616,0.554014,0.89174366,0.9974643,1.456425,0.9961341,0.18890798,1.2097503
pencil,0.9919372,0.90653104,0.71803033,1.4052855,0.84644485,0.8273638,0.4950719,0.86843324,1.3858994,1.4945136,0.337075,1.4057615,1.5246533,1.2766702,1.3817153,0.8549905,1.0702904,0.32909584,1.0384948,1.2893648,0.828817,1.053122,1.2542543,0.6150738,0.95385057,0.69413567,0.50056654,1.2473876,0.90832317,1.3601671,0.7236076,1.3954046,1.2008897,1.3656844,1.0618753,1.0684603,1.4762415,1.3071429,0.093405366,1.3857944,0.64388025,1.1711795,1.3174618,1.0451416,1.2079256,0.64081156,1.4448845,0.6846372,0.475792,1.1062953,0.84963226,1.2593066,0.6554752,0.6914082,0.5076412,0.6913421,0.4062817,0.96208423,1.2606001,0.56398845,0.62929535,0.67233837,1.2542504,0.7792165,1.0760865,0.44939625,1.1745723,1.3523961,1.1474035,1.4128482,0.16158456,1.2007093,0.3418622,1.370401,1.3204099,1.3425832,1.3458521,0.7807718,1.3308045,0.94085824,1.0463973,0.37602443,0.8519231,0.46497667,0.562793,0.545094,1.100202,1.366195,1.4875531,1.3596861,1.355104,1.0855849,0.09499705,0.0,0.64171547,0.9644022,1.1222262,0.9505602,1.0068538,0.83494866,0.79879737,0.6798441,1.0835556,1.01205,0.803248,1.0117081,1.26051,1.336471,1.1709418,0.7712642,1.444509,1.0844892,1.2869449,0.7345005,1.1977698,1.1016555,1.3384345,0.39548796,1.0328287,0.6209836,1.1588047,1.4027408,0.40464807,1.2668324,0.64438224,1.3745704,1.4300297,1.471033,0.94683063,0.58822507,0.7384292,0.4271831,0.9254922,0.9729775,1.434463,0.91993093,0.26914907,1.2459872
pickle,0.95854706,0.987296,0.50934136,1.2974908,0.82093954,0.94579357,0.45984524,1.1801398,1.3291045,1.448261,0.67287827,1.3465425,1.2922227,1.1456597,1.403553,0.79552376,1.2094321,0.73517346,0.90106344,1.4302464,0.688903,1.1917574,1.0924697,0.7403164,1.2445245,0.96768785,0.46517622,1.1735353,1.1585301,0.9967253,0.9776833,1.4635539,1.1988466,1.3281751,1.1743413,0.8848301,1.3899109,1.033078,0.52123684,1.4366405,0.9584867,1.1727728,1.1960279,0.919636,1.3784047,0.9637558,1.3872052,0.78272176,0.27069902,0.90291566,0.8365918,1.1492937,0.6886666,0.4908769,0.6819846,0.8010955,0.80051166,0.78066814,1.1550095,0.70566285,0.79283345,0.5556882,1.1571618,0.5292881,1.1254818,0.6606543,1.1853436,1.1974357,1.1791528,1.2734964,0.7861465,1.357976,0.82538575,1.0387537,0.7144656,1.1429324,1.1379421,1.2185819,1.3031597,0.9417338,0.89653575,0.5559764,0.91908556,0.7313888,0.84541553,0.3724596,1.247394,1.1153364,1.4053434,1.266943,1.3029919,0.84726495,0.6058323,0.64171547,0.0,1.004118,0.7950636,1.0144469,0.86752325,0.81076825,0.49970615,0.6835072,1.2668717,1.1939542,0.68389815,1.2048092,0.9993618,1.0583767,1.219068,0.9894767,1.3012531,1.1674376,1.2637368,0.9221364,1.1818451,1.0494355,1.3593087,0.65082777,0.9982745,0.6691805,1.1515429,1.0827249,0.71444607,1.2233183,0.5693145,1.4208395,1.3640757,1.3334107,1.0954156,0.67722183,0.74787,0.8572938,1.0542375,1.015509,1.2602973,1.2854269,0.5490774,1.3093078
pillow,0.769456,0.9215639,1.1418138,0.92741185,1.1493124,1.0652043,0.965274,0.7960034,0.85827994,0.69113773,0.7595763,0.7925123,0.82923543,1.134634,0.49432337,0.8524727,1.1052763,1.0231562,1.1619858,1.1189831,0.95455813,0.8676257,1.0165228,0.8876256,0.82571363,1.0004134,0.93650913,0.88534606,0.6204728,1.1687368,1.0372555,0.8936918,1.1005745,1.0101746,1.0029428,1.2111232,0.801736,1.1397986,0.97488004,0.9583696,1.0013474,1.0555685,0.9893686,1.0155905,0.9060786,0.74546695,0.9538522,1.0866799,1.075683,0.9712614,1.0428306,1.1235917,0.97567844,0.7970811,1.0395173,0.89703345,1.0171705,1.0920433,1.2936214,1.0415014,0.6497004,1.062093,1.1176615,1.0882858,1.0488361,1.0571877,1.0293219,0.6727187,1.0655802,0.78846645,0.97186285,1.0112607,0.9628068,1.147903,1.14777,1.2822349,0.67704237,0.9162081,1.105366,1.160179,1.1970397,1.0630037,0.49420995,0.9602555,1.0060427,1.1069967,0.91775465,1.0973096,0.902307,0.7427517,1.1015161,1.1688026,0.9134826,0.9644022,1.004118,0.0,1.0845878,0.90761197,1.0688299,0.89063275,1.0905495,1.005652,0.75406516,0.89531416,1.0523565,0.8935317,1.1335542,1.1905385,0.79516125,1.1556023,0.9589058,0.9284396,0.76943505,1.0051104,0.92540985,0.84270906,1.0282478,0.7829599,1.1363928,1.1615689,0.6611744,1.2205341,1.0515299,1.1497867,1.022979,1.0360017,1.0582454,1.2036318,1.0524931,0.9587808,1.0787768,0.9165196,0.2960322,1.1884087,1.1212648,0.91974574,0.98958695,1.1190047
pizza,0.9778286,0.9725474,0.921071,0.97382665,1.0439137,1.1191294,0.84112513,1.1268986,1.2618289,1.17951,1.1502852,1.1977061,0.91014355,0.90621233,1.1262102,1.1670791,1.0741718,1.1090374,0.8373007,1.1269397,0.27117026,1.2172868,1.1254344,0.99301946,1.2244918,1.0840095,0.8958485,1.0758029,1.3458247,0.6235815,1.0441785,1.2036086,1.0809512,1.0261266,1.1272986,0.5187262,1.1772801,0.37432504,1.1369991,1.1604891,1.0945146,0.9685279,0.85896444,0.9162267,1.2736751,1.1776204,1.156684,1.025053,0.83258766,1.0081235,0.99424654,1.0333302,1.0039951,1.02503,1.0021582,0.97510856,0.9948071,0.8702155,1.1115134,1.0220195,1.0018876,0.8746658,1.041844,0.43670326,0.9571117,1.0709741,1.2106764,1.2058662,1.001645,1.1679959,1.1450202,1.2662671,1.1776992,0.5882486,0.8305713,0.89272916,1.0337983,1.2004727,1.1537242,1.0018132,0.38084328,1.0174569,0.9214013,1.1319438,1.0964096,0.7669183,1.1379136,0.9697587,1.1757284,1.2093334,0.99550915,0.43476856,1.1260645,1.1222262,0.7950636,1.0845878,0.0,1.0849432,0.5133706,0.9395618,0.7553105,0.9953605,1.092667,1.1400036,0.94220763,1.0887666,0.30780613,0.9886915,1.1010343,1.1297433,1.1453496,1.1067913,1.1502447,0.9526585,1.305239,1.1437529,1.2618091,1.1364168,1.0787057,0.91882944,1.1151601,1.0013293,0.99367535,1.1261158,1.0470486,1.220189,1.1466583,0.90530133,1.0127641,0.9998891,0.9536123,1.0899365,1.1312492,1.0728973,0.88705176,1.3872842,1.0573543,1.184973
plant,0.97909933,0.9202928,0.9120109,1.150815,0.9477128,0.94008654,1.0027227,0.72612023,1.1066614,1.1461167,0.8130171,1.1190221,1.2205373,1.033399,1.1650946,0.9126982,1.0702629,0.77929354,0.8735206,0.9970035,1.0581605,0.77133894,0.8197212,0.85950005,0.7540077,0.7414755,1.1203214,0.9202458,0.76802623,1.0212296,0.9533342,0.940832,1.0362016,0.80746496,1.0928396,1.1110636,1.095144,1.1432697,0.96567875,0.94899595,0.70073354,1.078709,0.9337728,0.9559088,0.6991073,0.91640985,1.0424482,1.1465873,1.074774,0.97734416,1.0075547,1.1069866,1.1675818,0.8636581,0.4507134,1.0783646,0.8557948,0.90264857,1.0142376,1.0389498,0.9266453,1.1390283,1.0400095,0.92194396,1.144643,0.93124795,0.9886206,1.1474366,0.8730734,1.1698704,0.9155188,0.9107903,0.73019886,1.1414893,1.1408048,1.1745946,1.1591122,1.0102073,0.8732817,1.0828173,0.9961655,1.0972081,0.89214444,1.0134572,0.93099034,1.0015225,0.86960745,1.0963736,1.147852,1.1203072,1.1502446,1.002611,0.95001274,0.9505602,1.0144469,0.90761197,1.0849432,0.0,1.0022212,1.0107,1.0777365,1.1127479,0.90903544,0.97913706,1.2156484,0.81686926,1.1310235,1.0775447,1.0323807,0.88717633,1.1181315,0.98624843,1.0123322,0.71780777,1.0754908,1.0126764,1.1107746,0.9352636,1.0434778,1.0196542,1.0616575,1.0790138,0.82118964,1.0853585,1.0591614,0.833321,1.1045827,1.0966306,1.020008,1.1186426,1.089575,1.0243125,0.97809094,1.0402206,1.1323342,0.73959076,0.9981224,0.83392906
plate,1.0666883,1.1321673,0.8197706,1.1861703,0.9728767,0.8659514,0.77753085,0.8322325,1.0689447,1.2024833,1.1052474,1.1276196,1.1506641,1.0488969,1.0882007,0.96501356,0.98456174,0.9947622,0.3261538,0.94390714,0.49814487,1.0618268,0.7588644,0.9520218,0.91195655,0.91510355,0.9804128,1.3022723,1.2518507,0.54878765,0.9364271,1.1428965,1.1939586,0.83894396,1.122411,0.54611695,1.2645772,0.4832765,1.0608742,1.0740073,0.7766384,0.550692,1.1427969,1.1847996,1.2041156,0.95391846,1.2945628,1.2304866,0.8883675,1.2368721,1.1475687,1.2056069,1.3043547,0.9694806,0.9207443,1.2515497,0.6690307,0.92022663,0.8780105,1.2727958,1.123468,1.0814848,1.2763917,0.65033436,1.2357212,1.1659263,1.0972307,1.360537,0.76533175,1.4143959,0.8395015,1.1326822,0.93495184,0.5800542,0.6899359,0.6665971,1.3507527,1.0788251,1.0499595,1.1548167,0.47252035,1.1694603,0.67601246,1.3097975,1.0659356,0.76349145,1.0154521,1.1827357,1.3801056,1.3670543,0.93058383,0.48905128,1.0036837,1.0068538,0.86752325,1.0688299,0.5133706,1.0022212,0.0,0.97331023,0.8787075,1.2708509,0.95181525,0.949397,1.2614331,0.9670604,0.61358666,0.91752267,1.2795968,0.95014966,1.351371,1.0006192,1.2869229,0.6612598,1.2299622,0.6606169,1.1792331,1.131268,1.1102004,0.9685653,1.2156543,0.86268085,0.6170941,1.0997698,1.0636607,1.1990232,1.291692,0.701444,0.52441645,1.3282856,1.1749594,1.0908148,1.0106003,1.0241642,0.5414509,1.1813095,1.2107238,1.1363202
pony,0.27308464,1.0567253,0.9957646,1.2034646,1.0009139,1.0616592,0.6845174,0.78414977,1.1608425,1.1837416,0.8518935,1.1317986,1.1618973,1.0171139,1.0273647,0.8531952,1.156059,0.9997562,1.0853786,1.2211906,0.7914824,1.0264075,1.1030837,0.8910571,1.0386996,1.036118,0.80079865,0.98545676,1.0248498,0.98078066,0.9684881,1.1633995,1.0615181,1.1806896,0.72120774,0.95002604,1.236615,0.9693826,0.81395423,1.1037043,1.0371455,1.0504737,1.0147297,1.0637401,1.1034389,0.9342434,1.1935773,1.0398492,0.8471645,1.0225523,0.96225977,1.1927278,0.98021483,0.92295116,0.94943064,0.9404855,0.80256796,0.9365343,1.0153489,1.0217894,1.0192019,0.9933092,1.1770918,0.9160951,1.1159352,0.9969488,0.9286858,1.1568147,1.0707352,1.1297852,0.80990845,1.1512921,0.9332127,1.0895984,0.93756557,1.1777091,1.1085278,0.9883817,1.1608032,0.9247589,0.957527,1.0197718,0.9692613,0.9105391,0.8728521,0.83450353,1.0972106,0.95306283,1.2030602,1.1446223,1.211681,0.93919885,0.86768997,0.83494866,0.81076825,0.89063275,0.9395618,1.0107,0.97331023,0.0,0.9411606,0.97149736,0.97019273,0.93846476,1.1020881,1.1408824,0.9838921,0.9867565,0.9939659,0.953987,1.189455,0.93900526,1.1023219,0.94773644,0.9195623,1.0626633,1.1508249,0.8816682,0.9727087,1.0126618,1.00268,1.0848559,0.8992368,1.1378016,0.9824638,1.097406,1.1801032,1.2056028,0.96923554,1.0027031,0.8549069,0.9161002,0.9114109,1.0818027,1.1298826,1.0458759,0.9021581,1.1114023
potato,0.98188424,0.70271885,0.5205481,1.2624769,0.6493949,0.697942,0.52930856,1.0932379,1.44681,1.4275076,0.88066673,1.4754078,1.2950536,1.0027236,1.3523564,1.0712882,1.2227634,0.80546457,0.9582919,1.3775076,0.4910571,1.2012353,1.1711707,0.8074584,1.1743028,0.9644747,0.59386086,1.1899114,1.29164,1.0333468,0.8200499,1.3647616,1.1530217,1.2661473,1.2217013,0.7460742,1.388432,0.9727221,0.7234131,1.4285505,0.86577636,1.0920993,1.0374928,0.74681866,1.4351612,1.0322864,1.3898377,0.8101326,0.3181957,1.0825405,0.79076123,1.0720975,0.69267374,0.7963488,0.77858186,0.7066091,0.8478696,0.74635804,1.1669459,0.8251207,0.78050065,0.7152012,1.149205,0.47883654,1.109745,0.72611314,1.2772117,1.3367,1.0505587,1.2977427,0.89433694,1.3801484,0.779972,0.9177239,0.95456135,1.1095265,1.1040657,1.1000355,1.3380461,0.93704265,0.6924348,0.6352576,0.96316886,0.8645209,0.79101,0.4487121,1.2966164,1.0071937,1.423254,1.3305013,1.3490074,0.6672836,0.7902888,0.79879737,0.49970615,1.0905495,0.7553105,1.0777365,0.8787075,0.9411606,0.0,0.65660864,1.2159226,1.2321986,0.7089984,1.2791538,1.0150143,1.1899254,1.2286211,0.92910486,1.3199561,1.1054596,1.2018688,0.9052875,1.1997532,1.3285837,1.387964,0.747031,1.0484985,0.5680823,1.1936946,1.2465587,0.7916157,1.1425462,0.47438258,1.4304551,1.3399332,1.3418397,0.95454437,0.64732295,0.82712233,1.0512048,1.1152186,0.82456774,1.2666985,1.2966325,0.6919308,1.2618718
