,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
door,1.1496226,1.1736022,1.4659559,0.7098666,1.2986186,1.3155501,1.3327923,1.1863686,0.45223987,0.9512865,0.55772674,1.2199097,0.36082995,0.89557475,1.2594845,0.6719067,1.0538903,1.0393302,1.2468115,1.2350361,0.75572145,0.89950585,1.0196419,0.9704173,1.1634985,0.8041388,0.7367868,1.1181749,0.82704353,0.6754914,1.1443716,0.38150167,1.0170262,0.97300684,1.2410622,1.2847469,0.5742589,0.796868,1.33636,0.57274777,1.1884832,1.2777604,1.1962285,1.2023284,0.0,0.64438224,0.82069576,1.0660626,1.3147323,0.98088676,0.74510926,1.2352854,1.2967632,1.1857988,1.1695211,1.165735,1.3569543,1.1806917,0.84837985,1.130267,1.1837583,1.0949168,0.7863982,1.2556236,0.9454631,1.2468367,1.2440448,1.0684242,0.62358534,0.97270143,0.5981697,0.79755366,0.41613162,1.0821291,0.8831017,0.97089756,1.1358837,0.97020096,1.0202082,1.2949492,1.0876185,1.1413326,1.1734552,1.3837738,0.37218606,1.1976409,0.68397295,0.5831833,0.8796798,1.3079686,1.3220598,1.2279778,1.2191751,1.0194267,0.98804724,0.89554614,1.1447537,1.3373225,1.2417994,1.1004654,1.0468173,1.0576158,0.28542924,1.215197,1.2512757,0.6118157,1.1162049,0.8653574,1.121933,0.42731172,0.5722784,0.8527807,1.2474439,0.9492918,1.3427482,1.1311802,1.3022913,0.8299206,1.4134325,0.9520648,0.6644815,0.70949733,1.3754739,1.2987351,1.1555855,0.9231852,1.121332,1.3588878,0.86611044,0.56276715,1.296832,0.49870074,1.1311982
drawer,1.1051818,1.0268327,1.1740923,1.0956815,1.0550697,1.0033553,1.1653671,0.59310216,0.75333965,1.1261858,0.9858104,0.9990408,0.654958,1.1033169,1.117908,0.9718515,0.89579374,0.9626187,1.0470715,0.7468939,0.8431828,0.84246016,0.8630848,0.60938704,1.1212633,0.4301815,0.9452281,1.0780222,1.2187486,0.56165195,1.1766127,0.581176,0.7537911,0.7130965,1.035057,1.0502012,1.0743437,0.9132545,0.9602304,0.65349394,0.891774,1.1278299,1.2081554,1.1413945,0.64438224,0.0,1.0211115,1.1577227,1.2890086,1.2020253,1.2173667,1.1899947,1.0741185,1.0207747,1.1339984,0.88969445,1.1858208,1.086524,0.891838,1.1530081,1.0433763,0.95306337,1.2224447,1.0881678,1.1126946,1.1746931,1.134197,0.7971966,1.1637197,1.0509053,1.0241379,0.67347115,0.71294034,0.79895574,1.2065375,1.0398378,1.1431556,1.118362,1.0660446,1.163546,0.7676344,1.0830945,1.1690829,1.2306341,0.6994713,1.1598675,0.9195154,1.0901053,1.1711652,0.95333034,0.84521306,1.1459323,1.1835786,1.1597434,0.8633247,1.1012747,1.031701,0.95036536,1.1446531,1.2201545,0.88635164,0.7610921,0.49551868,1.1527237,0.85252935,1.1398441,0.8394336,1.1168275,0.8865863,0.83103627,0.40950608,1.0158831,0.9653217,1.217087,1.092567,0.88095397,0.90704024,0.9476344,1.1897271,0.88502395,1.0943052,0.9981633,0.9851556,1.1972616,1.0174139,1.0521375,0.78662765,1.083257,0.69322944,0.5827851,0.84763443,0.9217941,1.0517356
dress,1.0676363,0.8939414,1.18121,0.810369,1.216642,1.1952436,1.0719175,1.0414944,0.8802002,0.9347469,0.7766238,1.0102487,0.8557674,0.85488474,1.0937865,0.7754183,1.0318873,1.1749469,1.0739266,1.0224174,1.0748831,0.9377985,1.1769172,0.981087,1.122286,0.9069222,1.0520172,0.9136041,0.8842315,0.65389884,0.9713509,0.8231307,1.1128749,1.0327587,1.1578252,1.2186936,0.8025812,0.9572079,1.1287171,0.95762396,1.0263492,1.1401215,1.0838542,1.0522554,0.82069576,1.0211115,0.0,1.033708,1.0382031,1.0103314,1.122396,0.9764005,1.1285012,1.1201136,0.9702784,0.96839166,1.1832016,1.2168925,1.075012,1.0020225,0.7719329,1.0852848,1.0260894,1.0757098,0.9357435,1.0093082,1.1434247,1.066217,0.83613855,1.0339991,0.6697185,1.0355129,0.7462579,1.0615155,0.95613146,1.0265958,1.135022,0.97338635,0.9074255,1.0980105,0.7424399,0.9699645,1.0382049,1.1463884,0.8128437,1.1744863,0.6531296,0.7031844,1.0966364,1.112938,1.1455299,1.0105067,1.1029625,1.0303849,0.7884928,0.9623655,1.0665994,1.077649,1.1367636,1.0101726,0.9200252,1.0145589,0.85672367,1.0255332,1.1376693,0.7209646,1.0496792,0.6108026,0.9125346,0.8317695,0.86651695,0.9659211,1.057284,1.1187979,1.1286315,0.9117061,1.0499005,1.0776111,1.1158035,1.0450847,0.7512669,1.0142378,1.1655949,1.0039812,0.9487229,0.95799327,0.7094966,1.2492197,1.0222933,0.95987433,1.0835952,1.0393898,1.1380751
duck,0.9756916,1.1043417,0.9159988,1.1282597,0.96608305,1.01397,1.0073466,1.1860939,1.141166,0.8638116,1.1326481,1.1114553,1.0696093,1.1025546,0.5864552,1.1723206,1.1124264,1.1252928,1.1406082,1.1391746,1.0762702,1.0917735,1.0411912,1.2415159,0.8394227,1.1791049,1.1161408,1.0705525,0.64241993,1.2784127,0.9829475,1.1469182,1.0946674,1.086808,0.92288345,0.9901001,1.0777903,1.1512529,1.1374044,1.1441149,1.157945,0.81827617,0.6394601,0.85939586,1.0660626,1.1577227,1.033708,0.0,0.8301204,0.913635,0.951439,1.0484439,0.68751884,1.1094133,1.0030452,1.0930665,0.71454203,0.87930393,1.061014,1.0197979,0.98599553,1.1075934,0.99143696,0.84849036,1.08232,1.0554265,0.82901704,1.1541924,0.9842706,0.9925175,1.1417037,1.1855646,1.0983846,1.1081799,0.929208,0.9294864,0.9189914,0.8185925,1.07301,1.0813076,1.041477,1.1268833,0.98808366,0.905686,1.0772518,0.61785793,1.1645161,1.0955142,1.0556318,1.1299343,1.2430731,0.7426971,0.9631803,0.744822,1.1071047,1.0911672,1.0840368,1.1353245,0.8089727,0.60123765,1.1215723,1.0873681,1.1657666,0.5882997,1.2238915,1.1082109,1.0926749,1.164243,1.1226019,1.0173846,1.1249723,1.1503829,1.1035885,0.86523384,1.0443668,1.0564423,1.0518799,0.92291206,0.9040346,1.1148195,1.0320716,1.0943041,1.0977793,1.0287981,1.1029978,1.0386902,1.0351325,1.0296531,1.1136423,1.0907094,1.1688348,1.0725696,0.88629985
egg,1.2365685,0.68632585,0.52842546,1.1042222,0.8520496,0.8085395,0.75517744,1.1780101,1.3062372,0.9042726,1.2677523,0.9260326,1.3137594,1.2003194,0.99065405,1.2893069,1.1098204,1.3666091,0.8546816,0.797542,1.3678275,1.069937,1.0535263,1.1721727,1.2873988,1.1627489,1.1494343,0.7416478,1.0436381,1.2614818,0.5849949,1.4053817,0.93875426,1.1154563,0.7726135,0.9504759,1.2058531,1.2034589,0.83656436,1.4252084,0.91502273,1.0749213,0.9993695,0.81161356,1.3147323,1.2890086,1.0382031,0.8301204,0.0,1.0662402,0.9228592,0.5319871,0.9060763,1.0945258,0.56749564,0.8635739,1.0807621,1.1740929,1.1513822,0.73897934,0.9887234,1.0654829,0.93989575,0.8085347,0.91613156,0.7068924,1.1046351,0.9802763,1.1054665,1.0410023,1.0331417,1.1334062,1.3499807,0.8414279,0.95736635,1.1817065,0.9276626,0.9229147,0.9668716,0.61198926,1.0563675,0.57666826,0.5500644,0.40696585,1.2281042,1.0974569,1.0404087,0.97986114,1.2434938,0.831473,0.97813296,0.91271055,0.8356602,0.9765519,1.1215125,0.868804,1.0061736,0.8018689,1.0461998,0.6041957,1.2378118,0.998106,1.4304624,0.9067903,1.1064117,1.0869894,1.0300128,1.0209359,0.92102456,1.1269162,1.1214983,1.2900356,0.7428298,1.1967993,0.7229419,1.0726198,0.7619692,1.1439282,0.6846054,1.3014567,1.1372738,1.3423259,0.9196735,0.4516517,0.8025607,1.0768778,1.0094872,0.8847684,1.1806636,1.2888656,0.91529113,1.2486327,1.2162886
elephant,0.8428234,1.0745184,1.231953,0.9664277,1.1213048,1.159503,1.1559976,1.281628,0.8905727,0.48448348,0.87985694,1.1971201,0.9336389,0.9824751,0.84151816,0.8663789,1.0253128,1.0823922,1.278735,1.376868,1.0512064,0.9260777,1.1938707,1.3688287,0.8208165,1.3186095,1.073644,1.0073088,0.555723,1.2211506,1.1130174,0.9021878,1.1808544,1.041643,1.1120577,1.0970798,0.9141158,0.9658498,1.2700747,1.0662732,1.3751031,0.6196563,0.47921157,1.1040827,0.98088676,1.2020253,1.0103314,0.913635,1.0662402,0.0,0.97564495,1.1348844,0.946828,1.1328623,1.1577688,1.1681372,0.85898805,0.7097081,1.125488,1.068517,1.1557804,1.193003,0.9548875,0.9647412,1.0433885,1.1944299,0.42913544,1.0659838,0.9096833,1.1769348,0.89206094,1.1614461,1.0738211,1.26828,0.9017714,0.9314973,1.1283517,0.8597244,0.98848444,1.1358083,1.1592389,1.0967625,1.0579922,1.2177674,1.051377,0.92530775,1.0624746,0.8949474,0.91149026,1.2101285,1.2071171,0.7339207,1.0914234,0.32447046,1.097822,1.053821,1.169733,1.3366592,0.45377314,0.99890095,1.1172605,1.2610469,0.9776103,0.7219738,1.1693496,0.9199374,1.2406273,0.9162418,1.2175107,1.0215691,1.211647,0.8583888,1.3091252,0.7032464,1.2673017,1.1708118,1.2670505,1.0331175,1.0676783,1.0564251,0.851667,0.9264478,1.2018698,1.1793432,1.0915657,1.0259588,1.1991339,1.2097695,1.1130984,1.1790674,1.1312494,0.96948034,0.503417
face,1.135665,1.082287,1.2027593,0.5574987,1.2230233,1.277158,1.0505778,1.3528231,0.7594476,0.94135696,0.6534174,1.2739375,0.7812584,0.7363063,1.2495241,0.75506115,1.1303715,1.0581142,1.3149633,1.3551514,0.85741025,0.9213477,1.2217033,1.3656558,1.1802077,1.3159283,0.93062997,0.9606264,0.87765574,1.2879622,1.037907,0.9362173,1.0280361,1.1814718,1.0864067,1.204992,0.5604732,0.8598876,1.3255583,0.97171587,1.3049803,1.2776797,1.1329234,1.0583899,0.74510926,1.2173667,1.122396,0.951439,0.9228592,0.97564495,0.0,0.86516464,1.3301406,1.2056037,0.8761755,1.1339396,1.3013623,1.1514546,0.90372425,0.6217447,1.2185469,1.0393015,0.2695412,1.0515,0.6808182,0.93480194,1.264491,1.1168811,0.56732404,0.95559865,0.720469,1.0694425,0.9858253,1.282231,0.56639117,0.9559258,0.9626661,0.7868973,0.93831736,1.0808058,1.2424042,0.8060587,0.7165203,1.1174151,0.87154526,1.0266714,0.851725,0.62886524,0.74645877,1.2997068,1.3381381,1.2803664,1.012586,1.042541,1.1399966,0.8065927,1.2452888,1.3047333,1.2485776,0.82992816,1.2781719,1.2502158,0.94996864,1.2247877,1.3424678,0.47418278,1.2899033,0.7775577,1.2655989,0.9269157,1.0645487,0.8813452,1.282693,0.84286726,1.2448313,1.2897309,1.3368149,0.9299735,1.2237375,1.0850987,0.69425386,0.78642654,1.3227701,0.914483,1.0431753,0.7908803,1.3479314,1.2592833,0.99945533,1.1066487,1.3280534,0.76165974,1.1114626
finger,1.0794947,0.69668984,0.70157456,0.82437783,1.1864914,1.0987957,0.72085065,1.2719454,1.269936,0.9557458,1.2544848,0.75063276,1.2730012,1.0956839,1.18289,1.2437305,1.016666,1.2957509,0.94621897,0.8640697,1.348037,1.0134324,1.07601,1.245165,1.2811673,1.1428523,1.1638846,0.41618967,1.198902,1.1095979,0.7814578,1.3731992,0.79087126,0.94717824,1.1373742,1.0733286,1.2009743,1.1590043,0.6220003,1.4131608,0.9996194,1.1880082,1.2867832,1.1182646,1.2352854,1.1899947,0.9764005,1.0484439,0.5319871,1.1348844,0.86516464,0.0,0.98140055,1.1333532,0.23628521,0.49491727,1.2103806,1.2172015,1.358132,0.5616441,0.735399,0.89373845,0.8348433,0.9383805,0.44344848,0.5462556,1.2242004,0.89072573,1.1083845,1.2199575,0.9616722,0.77585894,1.1901475,0.8626851,0.7943964,1.2711334,1.0614785,0.8753925,0.79580724,0.5581005,1.0810877,0.33729345,0.34742558,0.8503842,1.201622,1.226016,0.9192764,0.9618704,1.2689873,0.67774564,0.7251341,1.1040231,0.86828136,1.1229193,1.0960997,0.8907193,0.97976303,0.7962977,1.1988075,0.96991557,1.2728119,1.0131372,1.3572907,1.1591243,0.94311255,0.9945862,0.9569237,0.9625124,0.7763767,1.2303953,1.0963575,1.2408413,0.6393032,1.180342,0.8811421,0.8897159,0.6658691,1.3344157,0.77165586,1.2620991,1.048064,1.3409512,1.1678594,0.15882337,0.63373435,0.77783275,1.0827191,1.1302861,1.1431834,1.3413614,0.99608433,1.2309608,1.2024167
fish,0.5576073,1.0706024,0.6551225,1.4297965,1.0165181,0.94184715,0.8167849,0.99943423,1.4609178,0.88122684,1.5175359,0.65003705,1.3676875,1.4392498,0.21285069,1.5498778,0.85861814,1.145226,0.8024845,0.7601035,1.3843031,1.2328693,0.7581452,1.0502931,0.6596174,0.9835268,1.1027759,1.0118519,0.8885136,1.0317707,0.72481036,1.338248,1.0993674,0.86869717,0.942526,0.7346177,1.4533272,1.4296916,0.6020054,1.4181652,0.8819909,0.4194073,0.5122666,1.0123181,1.2967632,1.0741185,1.1285012,0.68751884,0.9060763,0.946828,1.3301406,0.98140055,0.0,0.8454793,0.9581091,0.81907916,0.20582181,0.72614485,1.3355091,0.9699024,0.9977835,1.2553726,1.2722929,0.92171705,1.3544557,0.82622266,0.46302247,0.84487617,1.3553542,1.1683649,1.418596,0.93060476,1.1855714,0.64931333,1.2339666,1.1770611,1.125082,1.2495058,1.2298894,0.89658546,0.9611183,0.9511536,1.0371383,0.77685195,1.2624576,0.659802,1.44825,1.453975,1.3759716,0.6198768,0.7633761,0.28390825,0.98178744,0.6620181,1.009592,1.3315957,0.6321125,0.71583545,0.44902325,0.8824712,0.965841,0.7603082,1.2964364,0.36525035,0.9418843,1.5010959,0.6165528,1.4350007,0.6790575,1.1921301,1.1157343,1.4372736,0.57100105,1.0584754,0.6983889,0.8386458,0.6502406,1.227511,0.6325594,1.2699337,1.359155,1.4961452,0.96280706,0.9040085,0.9920273,1.3522552,0.8687412,1.0136082,1.1776657,1.1473085,0.8497373,1.2795444,0.8645145
flower,0.96835196,1.0609595,0.816908,1.2818971,0.72920716,0.6820928,1.0924823,0.72498226,1.2907529,1.1781998,1.3361107,0.7008077,1.1380675,1.2134789,0.82754207,1.2400956,0.8122629,0.9236246,0.6090759,0.81422704,1.2089487,1.1018676,0.6510395,0.8109623,0.7750815,0.85308045,0.9197277,1.1440322,1.1842428,0.9285192,0.8795731,1.087591,1.0276867,0.9541223,0.98629844,0.80604076,1.3022121,1.2475632,0.75489867,1.127898,0.70259756,0.8037826,0.9316051,0.9078865,1.1857988,1.0207747,1.1201136,1.1094133,1.0945258,1.1328623,1.2056037,1.1333532,0.8454793,0.0,1.149482,1.086027,0.7585696,0.8423158,1.0085319,1.0359155,1.0426493,1.1030054,1.1487998,1.0532424,1.2425487,0.9069161,0.8462721,0.96768814,1.2208763,1.0384319,1.3528622,1.1771605,1.1249793,0.7233973,1.2230418,1.0390462,0.9033673,1.2077733,1.1699307,0.83160496,0.99755716,1.0879066,1.1099724,0.8450798,1.144981,0.8848979,1.1826644,1.3782392,1.1503772,0.7479047,0.70999146,0.8798915,0.8711705,1.1104094,0.9927422,1.1407893,0.17111397,0.8396168,0.86810553,1.1344658,0.75835156,0.8315366,1.0838797,0.85217166,0.9041403,1.2845902,0.8788978,1.302932,0.9092073,1.0083283,1.1934454,1.2637851,0.8217969,1.1309634,0.67922354,1.0181339,0.8527574,1.0772889,0.6459408,1.073209,1.2844388,1.1815339,0.81770915,1.0542994,1.028871,1.3516245,0.9113779,0.83438635,1.2467558,0.93440616,0.78040195,1.0636741,0.92255676
foot,1.0381845,0.6828183,0.69238347,0.7748277,1.2428515,1.1673038,0.76188254,1.1902254,1.1654131,0.9765952,1.1425177,0.8185293,1.1842251,1.0484279,1.1425467,1.194936,1.0818815,1.2478015,0.96972317,0.8230621,1.2725501,0.9058267,1.0557976,1.2099088,1.2796037,1.10431,1.1245898,0.56165165,1.2150265,1.1286744,0.7796978,1.3098518,0.8848325,0.9234387,1.1100432,1.1201762,1.0887207,1.1445924,0.69232315,1.307451,0.99850166,1.2002372,1.2534149,1.0561014,1.1695211,1.1339984,0.9702784,1.0030452,0.56749564,1.1577688,0.8761755,0.23628521,0.9581091,1.149482,0.0,0.5042932,1.1725662,1.1986021,1.3085247,0.69671607,0.809061,0.9483513,0.8753249,0.9564939,0.6136365,0.622867,1.233186,0.9757532,1.0526384,1.1495064,0.9120361,0.71735,1.1522241,0.8664137,0.7345177,1.1894432,1.0892915,0.86033595,0.929072,0.6696809,0.936522,0.50241613,0.5735093,0.8985673,1.1051093,1.2167909,0.93319684,0.8878001,1.2569023,0.7254228,0.804678,1.1597663,0.9542807,1.1404865,1.0129588,0.83316654,1.0301266,0.7885269,1.1945775,0.95349175,1.2796502,1.053789,1.2728312,1.155335,1.0356556,0.99721336,0.9474717,0.9084156,0.7602112,1.1610562,1.0025936,1.2313645,0.68964016,1.1815953,0.9326122,0.9372146,0.7044096,1.2612933,0.84823,1.2474566,1.0154157,1.2978121,1.1927974,0.27282608,0.7594941,0.7783842,1.0201783,1.2079622,1.0428995,1.3095934,1.0812874,1.2169409,1.2113812
fork,0.8517064,0.7955591,0.86310357,0.989743,1.2065892,1.1043546,0.7978232,0.9587219,1.1390631,1.0174925,1.292995,0.7627611,1.2266399,1.0791618,0.99175996,1.242681,0.9809402,1.183149,0.9190644,0.7598229,1.3373857,0.9772833,0.77983415,1.0357754,1.0901884,0.9261358,1.1227,0.5942407,1.2267224,0.9242687,0.8265306,1.2102941,0.89715886,0.72936296,1.0637445,0.8499647,1.3123705,1.1720192,0.5293898,1.3366598,0.91370714,1.0865732,1.2811534,1.2232124,1.165735,0.88969445,0.96839166,1.0930665,0.8635739,1.1681372,1.1339396,0.49491727,0.81907916,1.086027,0.5042932,0.0,1.0349236,1.0876185,1.3056202,0.80672216,0.82249117,0.97072214,1.0814596,1.0546546,0.82555413,0.79894793,1.1400598,0.68345976,1.1930925,1.2379929,1.0742025,0.49952185,1.0438197,0.71114326,1.0108626,1.2303263,1.1264883,1.0933874,0.97512573,0.7785701,0.8689127,0.55844456,0.720456,1.0550969,1.1896175,1.1881738,1.067618,1.0918527,1.3329214,0.54231334,0.53784406,1.0876007,1.0007895,1.2090392,1.0402696,1.0137422,0.95355856,0.73214346,1.1475232,1.0699009,1.1755217,0.92583585,1.2818607,1.13789,0.72358084,1.1450027,0.69559073,1.0362928,0.59230614,1.2035027,0.90953445,1.2354302,0.6055868,1.2463334,0.938691,0.73903716,0.4980932,1.1776873,0.8985017,1.2477199,1.1347944,1.3907875,1.0729095,0.5572436,0.5678944,0.7489864,0.8290145,1.2396368,1.1024345,1.0413803,0.77174294,1.2567008,1.0927315
frog,0.40775216,1.1656728,0.77816397,1.3925629,0.8657169,0.91198176,0.85711694,0.9652107,1.3940125,0.92732835,1.3912405,0.8501316,1.3741498,1.2400819,0.23263502,1.3850273,0.9843459,0.8416597,0.9430194,1.026873,1.1405342,1.254947,0.82374465,1.0856713,0.2985822,1.1464007,1.0580301,1.1122586,0.8946265,1.209823,0.88765997,1.2785876,1.185375,1.004123,0.9192168,0.7419175,1.3409948,1.2624791,0.84047234,1.2562343,1.0242344,0.3342203,0.42036426,0.8212749,1.3569543,1.1858208,1.1832016,0.71454203,1.0807621,0.85898805,1.3013623,1.2103806,0.20582181,0.7585696,1.1725662,1.0349236,0.0,0.6219957,1.1972322,1.0769488,1.0408432,1.1457194,1.273837,0.80018455,1.3507622,0.9569734,0.3672104,0.96953773,1.2794807,1.0760351,1.4357848,1.1163249,1.2623769,0.9172539,1.2523712,1.0009749,1.0223259,1.1860679,1.2108312,1.0911202,1.0748886,1.1704906,1.195937,0.8578763,1.2846993,0.5865421,1.4302676,1.4356558,1.0775877,0.84646845,0.8722817,0.35864437,1.0088375,0.68301827,0.99301296,1.2648154,0.6673807,0.932514,0.38043463,0.8794545,0.86892956,0.89381576,1.2946858,0.36171234,0.87088054,1.4267253,0.7719226,1.3861023,0.95617014,1.2103342,1.3086562,1.238359,0.8831064,0.8896681,0.83582735,0.9384458,0.9261117,1.146922,0.6683254,1.1003045,1.269191,1.2722332,0.87603045,1.1805389,1.1766993,1.2635746,1.0124918,0.8707602,1.1487674,1.1557653,0.90504247,1.2407796,0.7430328
giraffe,0.7742791,1.0877397,1.0669755,1.227032,0.8933289,0.9226963,1.1382036,0.9228152,1.2115299,0.8453992,1.2191708,1.0817823,1.2323436,1.1902692,0.5178436,1.2235541,1.004106,0.94575053,0.9790962,1.1754229,1.0902994,1.1429417,0.8977509,1.1027924,0.7390022,1.066057,1.0409409,1.1655477,0.9318827,1.1350843,1.0933654,1.114111,1.1591668,1.0451117,0.8462042,0.81959045,1.1941432,1.1267462,1.0303676,1.0888186,1.0737225,0.27272862,0.53828824,0.96248233,1.1806917,1.086524,1.2168925,0.87930393,1.1740929,0.7097081,1.1514546,1.2172015,0.72614485,0.8423158,1.1986021,1.0876185,0.6219957,0.0,1.0908549,1.0707413,1.2089545,1.1517984,1.1845477,0.9670964,1.2586917,1.1077527,0.4090842,1.0335037,1.1545829,1.0263015,1.2862896,1.1723449,1.1872194,1.0218203,1.1488435,0.90345854,1.0271586,1.2249451,1.1410432,1.1083637,1.1067214,1.1286036,1.1701537,1.0785552,1.21516,0.6428073,1.2834592,1.2705395,1.0301336,1.0130847,1.0023013,0.63224703,1.0872737,0.6881494,1.0845387,1.1343108,0.89504623,1.1387453,0.46753895,1.0374714,0.88822293,1.0932231,1.1711262,0.62230885,1.0559022,1.2497118,0.95614624,1.2704985,1.0483625,1.1131566,1.2991357,1.1168882,1.0935767,0.8555829,0.9939841,1.0519825,1.0654991,1.0924207,0.9010848,0.91205406,1.2237291,1.127131,0.9393579,1.1689895,1.1229246,1.2094424,1.0336959,0.914582,1.1684488,1.034269,0.969105,1.1220201,0.33692867
glass,1.2814165,1.1680486,1.227848,0.8856381,0.8949964,0.9841664,1.094635,0.85860276,0.67930996,1.1153717,0.82113147,1.368345,0.83004004,0.8003576,1.1994312,0.81908584,1.146013,0.8268817,1.1015034,1.0736071,0.5704135,0.8925096,1.0169556,0.70767033,1.0772179,0.89354223,0.9167011,1.2020776,1.0187578,1.1101418,1.3064532,0.69507545,0.94363505,1.1491168,0.9304621,1.0417655,0.86711395,0.67168057,1.411382,0.5890392,0.9224855,1.217511,1.1342801,0.89870405,0.84837985,0.891838,1.075012,1.061014,1.1513822,1.125488,0.90372425,1.358132,1.3355091,1.0085319,1.3085247,1.3056202,1.1972322,1.0908549,0.0,1.2487354,1.0948635,0.7970475,1.0034379,1.1359332,0.963299,1.3768394,1.2314876,1.0803481,0.88321805,0.5110166,1.0127405,1.1080428,0.8439667,1.3052357,1.0432523,0.8335494,0.84999394,0.87210166,0.959946,1.3202453,1.0220282,1.3469067,1.272685,1.0703204,0.7498814,1.0013924,0.9795236,0.9730786,0.7118805,1.4133677,1.3289506,1.2251422,1.0260688,1.1650103,1.1447021,0.8613548,1.1789143,1.1413721,1.2425736,0.85044974,0.9302343,1.1353658,0.68171537,1.2068816,1.0482526,0.89184,1.1890693,1.0157257,1.2696497,0.83560634,0.84988296,0.6437086,1.3709178,0.9171768,1.1630734,1.2234911,1.2028804,0.6235254,1.2345469,0.7347056,0.942431,0.5709332,0.8287452,1.3966185,1.1402023,0.8940064,1.143717,0.88384604,0.7695216,0.781212,1.1283243,0.7378119,1.0492314
glasses,1.0521635,0.99331796,0.8565014,1.0181459,1.1594496,1.1049961,0.837274,1.2147268,1.2449833,0.9456506,1.160742,0.7685397,1.2000732,1.0009966,1.0541204,1.2124195,0.9740478,1.1944896,0.8946171,0.96983755,1.2745112,1.1898332,1.1179316,1.2447999,1.1768032,1.1638229,1.0344676,0.6606165,1.1077722,1.0961598,0.67090654,1.1696507,0.8256985,1.0175189,1.1008761,1.1144309,1.066774,1.1455743,0.77192354,1.2764312,1.0006847,1.0530128,1.1058903,1.0674977,1.130267,1.1530081,1.0020225,1.0197979,0.73897934,1.068517,0.6217447,0.5616441,0.9699024,1.0359155,0.69671607,0.80672216,1.0769488,1.0707413,1.2487354,0.0,1.0498127,1.1294179,0.525331,0.83290386,0.8837312,0.39762795,1.1088129,0.80899394,1.0047604,1.1155732,1.0468446,1.0384032,1.1384288,0.83718747,1.0005498,1.1770267,1.1451768,1.0813078,0.9677966,0.6440568,1.197514,0.416785,0.39411235,0.80650115,1.1256487,1.0533394,1.054937,1.0184236,1.157745,0.7603468,0.8537306,1.0131441,1.0676892,1.1249838,1.1075176,1.0717459,0.9334581,0.85307175,1.0679691,0.9488761,1.134871,0.86724126,1.2396716,1.0447353,0.96361154,0.9639589,1.0166963,1.0271392,0.905715,1.0873995,1.2200618,1.2522597,0.7509301,1.0576946,0.8725293,1.012151,0.89822054,1.2435342,0.875499,1.242057,0.9741561,1.2654308,1.1577444,0.5980823,0.6040431,1.0324472,1.1924542,1.1342497,1.1771516,1.222686,0.9093652,1.1365011,1.1383741
glove,1.0699503,0.86521566,0.826298,0.9667471,0.949535,0.8503674,0.87250686,0.9027661,1.1508892,1.0646498,1.10273,0.9064113,1.0769635,1.0537213,1.0433555,1.0198317,1.1178548,1.144297,1.0504427,0.8868531,1.1324458,0.97354996,1.0456734,0.914279,1.1268551,0.90095055,1.0315598,0.818732,1.061902,0.9340195,1.113725,1.1640893,0.9314491,1.083235,1.1107018,1.0275583,1.133688,1.0264,0.9082005,1.1163359,0.9952451,1.1293843,1.0956295,0.84919256,1.1837583,1.0433763,0.7719329,0.98599553,0.9887234,1.1557804,1.2185469,0.735399,0.9977835,1.0426493,0.809061,0.82249117,1.0408432,1.2089545,1.0948635,1.0498127,0.0,0.8322513,1.182893,1.0476161,0.7322135,0.9332832,1.1379879,1.0897876,1.106888,0.9725019,0.9838284,0.8258096,1.1157715,1.1467223,1.0539808,0.9189461,0.9584248,0.54790735,0.7527563,0.9771923,0.5677481,0.98076785,0.98824525,1.0424416,1.0496725,1.0706009,0.732165,1.0029035,1.2319535,0.9804046,0.807706,1.0249927,0.89231384,1.0556101,0.81313294,0.9269196,1.0822312,1.0007503,1.1388488,0.9927005,0.8066161,0.99697196,1.1653093,1.0150464,0.77985084,1.0585521,1.0520002,0.88333446,0.9073785,1.057092,0.9432335,1.0287997,1.0006914,1.2453121,0.99408734,0.82193416,0.74448574,1.1094013,0.8225463,1.0456848,1.03097,1.2103447,0.84697664,0.7906196,0.92619807,0.7563367,0.6217899,0.97283715,1.0074301,1.0513164,0.94535476,1.2006724,1.1752279
