,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
pizza,1.112355,0.86354077,1.2609696,0.7332104,1.1720357,1.2474382,1.1314887,0.95465505,0.880339,0.99282473,0.7575558,1.2987785,0.87239575,0.7818296,1.2382147,0.62980884,1.2396549,0.9745797,1.2147896,1.1981411,0.906107,0.71902215,1.0475197,1.125802,1.1530695,1.1557254,0.9267806,1.0135264,1.0603873,1.1499461,1.1543044,0.984225,1.0838597,1.1132692,1.1294299,1.2132045,0.74591255,0.67106444,1.2818656,0.779109,1.1297588,1.2647663,1.1286433,0.6734542,0.89554614,1.1012747,0.9623655,1.0911672,0.868804,1.053821,0.8065927,0.8907193,1.3315957,1.1407893,0.83316654,1.0137422,1.2648154,1.1343108,0.8613548,1.0717459,0.9269196,0.80004394,0.8993534,1.1630094,0.5618125,1.1880822,1.2887193,1.189682,0.873094,0.7821485,0.7681888,1.0056775,0.9760757,1.3111881,0.85220855,0.774509,1.0549705,0.75047624,0.8238048,1.1501763,0.8918912,0.9549608,1.0230273,1.1679794,0.9758266,1.0978632,0.5746524,0.686669,0.93420184,1.2444087,1.2079259,1.3176767,1.0637734,1.1160817,0.8981533,0.0,1.2010186,1.1843119,1.2563593,1.0180415,1.0411754,1.2275941,1.0151596,1.1886426,1.1242551,0.66595256,1.163262,0.830935,1.2270646,0.75156766,0.97985727,0.8760509,1.2257745,1.1017481,1.243705,1.1950468,1.1428928,0.974303,1.252166,0.8533729,0.7694334,0.8260161,1.1782596,0.9816908,1.0097619,0.66521865,1.0517342,1.1735885,0.9482764,0.96952134,1.2414211,0.87911195,1.1310542
plant,0.8256088,1.0372318,0.7633456,1.3274908,0.86209273,0.78006065,1.0145769,0.82487386,1.3565536,1.0885859,1.4084452,0.56499636,1.1797683,1.2966094,0.76547635,1.3523039,0.8332685,1.0452806,0.5862384,0.75717676,1.3450115,1.1705368,0.59505886,0.8749375,0.76965415,0.8593163,0.92911994,1.010731,1.153337,0.8430607,0.6768016,1.1496379,1.0495445,0.8393918,1.0312431,0.86543536,1.3586453,1.3501925,0.60676205,1.2320986,0.7016077,0.76669145,0.9515693,0.97739494,1.1447537,1.031701,1.0665994,1.0840368,1.0061736,1.169733,1.2452888,0.97976303,0.6321125,0.17111397,1.0301266,0.95355856,0.6673807,0.89504623,1.1789143,0.9334581,1.0822312,1.1973064,1.0976706,0.9922831,1.2850807,0.71313727,0.80585325,0.85494506,1.2686613,1.1119668,1.3282061,1.0664912,1.0497459,0.56518304,1.225753,1.2086078,0.9779796,1.3249345,1.1907785,0.76158124,1.0088753,0.903677,0.99501127,0.8302431,1.1397699,0.97284347,1.2203361,1.3644325,1.2989821,0.61477995,0.6744206,0.7364139,0.83753455,1.0962789,0.9926362,1.2010186,0.0,0.7217323,0.8092085,1.1261765,0.830038,0.772366,1.1197414,0.7820052,0.91634005,1.3206097,0.733077,1.3614843,0.75075024,1.0070821,1.1571084,1.3895528,0.60699093,1.1942792,0.6727778,0.8974016,0.74609697,1.2282219,0.58373034,1.1901875,1.2782212,1.3372958,0.96892816,0.9124456,0.99014395,1.4196,0.9049035,0.9034158,1.2845016,0.97341824,0.77442086,1.0881938,0.9784481
plate,0.9287326,1.0796171,0.49845505,1.3591251,0.97617185,0.83282787,0.5807295,0.7589326,1.2836543,1.2418786,1.4097852,0.31561065,1.3074851,1.1609974,1.0378872,1.401897,0.70728683,1.1201262,0.37357545,0.22972381,1.3036778,1.0835972,0.948144,0.7287765,1.1414976,0.83733606,1.0302345,0.80614066,1.3485197,0.8398212,0.5598906,1.3252487,0.96487576,0.7409944,0.94747454,0.88438135,1.3916638,1.2072699,0.28495383,1.2886498,0.4905926,1.0943799,1.2417848,1.1354226,1.3373225,0.95036536,1.077649,1.1353245,0.8018689,1.3366592,1.3047333,0.7962977,0.71583545,0.8396168,0.7885269,0.73214346,0.932514,1.1387453,1.1413721,0.85307175,1.0007503,1.0444603,1.2668368,1.0267248,1.292177,0.5608407,1.1516377,0.7419816,1.410894,1.1291918,1.3050327,0.9026035,1.1279671,0.40201354,1.260117,1.1762278,1.0895782,1.2936845,1.0799114,0.4045365,0.8679905,0.8144874,0.82100904,0.5196763,1.12541,1.117625,1.2826488,1.3140061,1.3527637,0.286157,0.47752994,1.0268236,0.99338484,1.292356,0.9885702,1.1843119,0.7217323,0.0,1.0976357,1.0505533,1.0979544,0.44642895,1.2662866,1.1320652,0.66006994,1.4047366,0.5604004,1.2328141,0.5027404,1.218148,0.9125315,1.2325094,0.21564531,1.2536528,0.43997967,0.7739248,0.46885896,1.2035674,0.78064215,1.1358477,1.342713,1.3312391,0.7690201,0.7559469,0.60699534,1.267249,0.80929977,0.76005757,0.9536609,1.1913018,0.6483873,1.2705085,1.264547
pony,0.65424,1.1151909,0.92842275,1.3305569,0.92827487,0.9008088,1.1683483,1.0433342,1.3368921,0.65647644,1.3209128,0.9561132,1.2442572,1.3206286,0.38165474,1.336256,0.94969904,1.0411683,0.9624255,1.1015656,1.2115883,1.1164504,0.99839836,1.1422281,0.59645337,1.1036237,1.0294554,1.1900403,0.76349306,1.1412853,0.93121445,1.187897,1.1455221,1.028735,0.92258626,0.90904385,1.2832658,1.2834548,0.98635304,1.2266828,1.0575229,0.14508748,0.16368091,0.921562,1.2417994,1.1446531,1.1367636,0.8089727,1.0461998,0.45377314,1.2485776,1.1988075,0.44902325,0.86810553,1.1945775,1.1475232,0.38043463,0.46753895,1.2425736,1.0679691,1.1388488,1.2409797,1.2229491,0.87325615,1.3025773,1.0128745,0.03705561,1.0133898,1.2417836,1.1100948,1.3324637,1.2391063,1.2360224,0.95753974,1.1636016,1.0591456,1.0960037,1.1883547,1.1253965,1.0515865,1.0993098,1.1427515,1.1378909,1.0024652,1.1861438,0.7718577,1.3769543,1.3110411,1.1445127,0.9520521,0.96495026,0.3717661,1.1120774,0.35487485,1.1196778,1.2563593,0.8092085,1.0976357,0.0,1.0453646,0.8968643,1.0020872,1.175227,0.26038718,1.0609877,1.3442783,0.92732024,1.3092304,1.0148042,1.1256313,1.2795272,1.237221,1.0028342,0.76566005,0.95760465,1.0249195,1.0145683,1.1950371,0.7706449,1.0620269,1.2503157,1.2458985,0.93410987,1.1337266,1.1608565,1.3445039,1.0344095,0.9565344,1.2163147,1.2084239,0.9106899,1.2403485,0.39094746
pumpkin,1.07829,0.97114664,0.86799157,1.0302134,0.98885196,1.0866929,0.6881029,1.2549601,1.0544274,0.92150605,1.0669321,1.1527128,1.1137733,1.0098878,0.87323296,1.0737202,1.1169612,1.1567392,1.0759101,1.1396149,1.05815,1.0486616,1.1778456,1.2120826,1.0282619,1.263427,1.1018208,0.88963157,0.78958964,1.2927359,1.002625,1.1272547,1.0989944,1.19227,0.9112534,0.99503076,1.0266602,1.0251037,1.1668338,1.1895823,1.1130841,1.0028195,0.84500253,0.78257775,1.1004654,1.2201545,1.0101726,0.60123765,0.6041957,0.99890095,0.82992816,0.96991557,0.8824712,1.1344658,0.95349175,1.0699009,0.8794545,1.0374714,0.85044974,0.9488761,0.9927005,1.052213,0.8928537,0.79463243,0.9695985,1.0052626,1.0774398,1.0877854,0.92418474,0.86027056,0.97692597,1.1544939,1.1685077,1.2103448,0.90101945,0.97017604,0.87363493,0.72973466,1.0435652,1.0902253,1.0384662,1.0077323,1.0053241,0.61474633,1.1050278,0.8161905,1.0238569,0.9405102,1.0781701,1.1697438,1.2658784,0.8564997,0.93145347,0.9056053,1.0947375,1.0180415,1.1261765,1.0505533,1.0453646,0.0,1.1439619,1.1563586,1.2176081,0.87884784,1.1136991,0.9445042,1.2188715,0.9620793,1.1667943,0.9972626,1.119346,1.0094218,1.1682637,1.0218961,1.0296926,0.99062026,1.0901248,0.92554784,0.92031866,1.121585,0.9551831,1.0665373,0.9850419,0.99511373,1.0899467,0.9135445,1.1137184,1.0061964,0.9640487,1.1302037,1.1680201,1.0801654,1.0869555
purse,1.0618695,0.9885983,1.1218951,1.20503,0.818719,0.88581204,1.1099908,0.52841985,1.152359,1.126605,1.0239673,0.97863793,1.0472788,1.099964,0.84169436,1.0246379,1.0372225,0.842639,0.876778,1.0310432,0.8854141,1.1940099,0.83373415,0.6787308,0.85059774,0.70176536,0.89361465,1.2552605,1.1835736,0.66297364,1.1454332,0.9063934,1.038691,1.1028516,1.0322214,0.8495735,1.0670408,1.0981412,1.0219021,0.7921219,0.8672486,0.8266451,0.94348544,0.8085892,1.0468173,0.88635164,0.9200252,1.1215723,1.2378118,1.1172605,1.2781719,1.2728119,0.965841,0.75835156,1.2796502,1.1755217,0.86892956,0.88822293,0.9302343,1.134871,0.8066161,1.0364755,1.2331502,1.0294111,1.190442,1.0688143,0.85076404,1.010992,1.0744218,0.833936,1.140985,1.0318768,0.9815275,1.047553,1.2514713,0.9274134,1.0512383,1.1458422,1.0761224,1.1862538,0.8362459,1.1385719,1.2668321,1.0978044,0.9704329,0.96466696,1.0990567,1.1255653,1.0373261,1.0463172,0.87620616,0.8630613,1.00383,1.0252304,0.85115016,1.0411754,0.830038,1.0979544,0.8968643,1.1439619,0.0,0.8405072,0.9010677,0.870692,0.85417354,1.1551532,0.9250344,1.0727603,0.965593,0.99661297,1.0541017,1.0016651,1.0803808,1.1030232,1.0048256,0.8537129,1.0501904,1.0623903,0.9270214,0.755183,1.0532169,0.99218166,0.75828075,1.1910479,1.2256523,1.2184559,0.7268639,0.8629649,0.9985987,0.7498475,0.8062464,1.0898482,0.97152746
radio,0.9718871,1.1246003,0.7430713,1.3588749,0.918559,0.82881474,0.9067145,0.70301133,1.2889266,1.1299639,1.3395433,0.465248,1.1793358,1.2490075,0.94010866,1.330354,0.7484535,1.0147725,0.57616806,0.48651415,1.1290742,1.2115285,0.91190463,0.650112,1.0211358,0.6459531,0.8037751,1.00835,1.2972736,0.6733126,0.7183391,1.1397685,0.85126907,0.79337764,1.0047516,0.95342404,1.2986867,1.252579,0.5479364,1.1065961,0.6395245,1.0161244,1.08071,1.0780201,1.0576158,0.7610921,1.0145589,1.0873681,0.998106,1.2610469,1.2502158,1.0131372,0.7603082,0.8315366,1.053789,0.92583585,0.89381576,1.0932231,1.1353658,0.86724126,0.99697196,1.1097164,1.2165954,1.003087,1.3268638,0.70077753,1.0113621,0.72739184,1.3525858,1.1068566,1.2740732,0.8833395,1.0259908,0.50823516,1.3083788,1.1417462,1.1188269,1.3179069,1.1250336,0.7584264,0.9535657,0.93256795,0.8974686,0.79596627,0.7973479,1.0654539,1.2956824,1.2474177,1.277188,0.5806253,0.6003965,0.9042731,1.0299739,1.1216486,0.9683197,1.2275941,0.772366,0.44642895,1.0020872,1.1563586,0.8405072,0.0,0.9669351,0.97225183,0.78165305,1.3490639,0.5295549,1.1839153,0.6035948,1.1007042,0.833882,1.3606286,0.43572295,1.1979703,0.6976378,0.87208605,0.711226,1.1232805,0.87167376,1.0188652,1.2765279,1.3227327,0.8641788,0.9773196,0.8484386,1.3655034,0.81435984,0.88120234,0.97155666,0.88274467,0.7462274,1.1714075,1.1500883
refrigerator,1.2178458,1.2175975,1.431747,0.80819726,1.2330388,1.2378186,1.3473493,0.9774112,0.5167902,1.0293165,0.5942267,1.1739092,0.35703897,0.82421184,1.2406721,0.6996946,0.96850395,0.78632766,1.1978619,1.1083876,0.5335908,0.94027346,1.0863345,0.73261595,1.1092547,0.6163546,0.7982228,1.2575841,0.9651092,0.5602684,1.2692299,0.33070207,0.95752144,0.9555149,1.2616012,1.284082,0.63883644,0.7624792,1.3349801,0.39936578,1.0272208,1.2361622,1.1746782,1.17204,0.28542924,0.49551868,0.85672367,1.1657666,1.4304624,0.9776103,0.94996864,1.3572907,1.2964364,1.0838797,1.2728312,1.2818607,1.2946858,1.1711262,0.68171537,1.2396716,1.1653093,0.9921456,0.95270973,1.1960003,1.0451874,1.274792,1.1650451,1.0537093,0.74168295,0.9047899,0.7056937,0.87402725,0.45446467,1.0715748,1.0862436,0.9583489,1.1161585,1.0568976,1.0621692,1.3500793,0.99968165,1.2621855,1.3469534,1.4056189,0.2968797,1.1570596,0.8496984,0.7319661,0.73177576,1.322528,1.2555685,1.2018895,1.1911938,1.0360473,0.96580786,1.0151596,1.1197414,1.2662866,1.175227,1.2176081,0.9010677,0.9669351,0.0,1.2180933,1.1499115,0.76156795,1.0804433,0.9158786,1.1187054,0.66922325,0.54404753,0.76618886,1.2707283,0.8389,1.2999032,1.1786227,1.3057898,0.8436099,1.317817,0.7549776,0.70428455,0.5394708,1.2311215,1.4285402,1.2350049,0.9899936,1.053841,1.2030399,0.7300261,0.5694024,1.1940717,0.63492644,1.0547104
rooster,0.7972058,1.0565825,0.8718224,1.3491565,0.87573135,0.90087074,1.1693066,1.0269479,1.4387158,0.7105703,1.3680866,0.9937998,1.2638022,1.3642461,0.24076045,1.3575319,1.0517164,1.131477,0.98224616,1.0799454,1.3018167,1.0859711,0.91570365,1.1242747,0.58759516,1.0256929,1.0683174,1.1467869,0.6334594,1.116796,0.8711868,1.1816099,1.0750272,1.0761702,0.8985452,0.88663983,1.3129411,1.3202517,1.0371714,1.2385982,1.053343,0.24339008,0.20180374,0.76395696,1.215197,1.1527237,1.0255332,0.5882997,0.9067903,0.7219738,1.2247877,1.1591243,0.36525035,0.85217166,1.155335,1.13789,0.36171234,0.62230885,1.2068816,1.0447353,1.0150464,1.2893261,1.2227919,0.860179,1.2674078,1.0236262,0.28759497,1.0422814,1.2162621,1.0958734,1.3597777,1.2463274,1.2299676,0.980411,1.1255864,1.0245681,1.0545924,1.109991,1.1293935,1.0929642,1.0563821,1.1229614,1.1096547,0.9081857,1.1975569,0.67111695,1.285368,1.327471,1.2294058,1.0081292,1.0300765,0.24678028,1.062613,0.4420042,1.0822048,1.1886426,0.7820052,1.1320652,0.26038718,0.87884784,0.870692,0.97225183,1.2180933,0.0,1.1261808,1.3255019,0.947171,1.3371665,1.0066999,0.9839895,1.2683011,1.354903,0.9969842,0.9251606,0.919604,1.0581208,0.96289724,1.1418633,0.69633186,1.0909617,1.253473,1.345306,0.95650107,1.0462136,1.1835206,1.3720367,0.9496987,1.0274699,1.2885159,1.1119272,0.9399299,1.2411035,0.61899555
scissors,0.84378237,1.0610827,0.84523535,1.2339252,0.9233774,0.813977,0.7931716,0.77483153,1.1444023,1.1599872,1.319601,0.76801425,1.164237,1.074862,1.0501426,1.2588257,0.88946426,0.86069894,0.76895034,0.7754661,1.0398072,1.1658036,0.8818472,0.7024747,0.93568134,0.8974098,1.0476781,0.86128074,1.35224,0.9323832,0.9880077,1.1120445,0.94468635,0.8262867,1.0822123,0.8663645,1.3489058,0.80184877,0.6404058,1.0662812,0.7981954,1.0152456,1.2011456,1.0395484,1.2512757,0.85252935,1.1376693,1.2238915,1.1064117,1.1693496,1.3424678,0.94311255,0.9418843,0.9041403,1.0356556,0.72358084,0.87088054,1.0559022,1.0482526,0.96361154,0.77985084,0.6894754,1.2701845,0.97175264,1.0154042,0.90509653,1.0423064,0.73111045,1.2966746,1.068351,1.2783101,0.6926315,1.0220743,0.82257754,1.3103684,1.0700462,1.0018648,1.0663908,0.76181567,0.8533652,0.9788246,0.9362019,1.0739083,0.9294413,1.2111511,1.1726962,1.121074,1.3025211,1.1062185,0.693287,0.6168329,1.0509794,1.0273085,1.1876643,1.0050905,1.1242551,0.91634005,0.66006994,1.0609877,1.1136991,0.85417354,0.78165305,1.1499115,1.1261808,0.0,1.2935002,0.7949618,1.2253435,0.88343406,1.1304661,0.97571284,0.9704378,0.73784524,1.208499,0.7966842,0.6686646,0.65969974,1.0911613,0.8959516,0.9209144,1.2521799,1.0730532,0.61147,1.0286238,0.69917065,0.91801256,0.9597601,0.676013,0.8824391,0.89004445,0.62537634,1.2041391,1.1126833
shirt,1.0395737,0.94095504,1.4366937,0.37932634,1.3103027,1.3978426,1.1796207,1.3638277,0.5223409,0.96980643,0.34739065,1.3366318,0.5868676,0.5506956,1.3838464,0.3465091,1.115498,1.067004,1.4423219,1.4513059,0.8241987,0.69503725,1.327819,1.2897179,1.1798445,1.2859676,0.93829536,0.94978714,0.7896535,0.97822315,1.1916542,0.72919965,1.1674466,1.1977087,1.297483,1.3758038,0.34716237,0.7110163,1.44736,0.7914137,1.4042671,1.3820201,1.2297941,1.0637053,0.6118157,1.1398441,0.7209646,1.1082109,1.0869894,0.9199374,0.47418278,0.9945862,1.5010959,1.2845902,0.99721336,1.1450027,1.4267253,1.2497118,0.89184,0.9639589,1.0585521,1.0406684,0.5038289,1.1561122,0.6460825,1.1455362,1.3512611,1.1939901,0.27815115,1.027504,0.2696278,0.9759655,0.78479373,1.385395,0.65154517,0.91326296,1.1001003,0.77232075,0.902434,1.255127,1.0981271,0.9597935,1.044181,1.3391637,0.77214044,1.1768594,0.4181888,0.25819427,0.7229667,1.4173555,1.4256818,1.385515,1.0997821,1.087211,0.9274742,0.66595256,1.3206097,1.4047366,1.3442783,0.9445042,1.1551532,1.3490639,0.76156795,1.3255019,1.2935002,0.0,1.3050483,0.38401675,1.2574524,0.7590082,0.9648867,0.683819,1.403016,0.9147024,1.4355333,1.1869417,1.461488,0.86974305,1.3940476,1.0415093,0.2906679,0.58761984,1.4282391,1.1133356,1.1012549,0.6833229,1.1634618,1.3790207,0.9219311,1.0052996,1.3504584,0.68473166,1.1510199
shoe,0.7946241,1.0058802,0.8655598,1.2097569,0.99452704,0.9479343,0.98715883,0.65482473,1.2335392,1.1631773,1.3129742,0.6757818,1.172548,1.0969911,0.80389076,1.2788088,0.812963,0.8866222,0.77493703,0.6569739,1.1348287,1.0776432,0.6730062,0.7654034,0.9218345,0.76486576,0.99903065,1.0219336,1.2898742,0.81347215,0.6854367,1.1546882,1.0304226,0.6783258,0.91270506,0.9288328,1.301051,1.1731372,0.6234933,1.1467909,0.73147446,0.91750246,1.0904542,1.1040034,1.1162049,0.8394336,1.0496792,1.0926749,1.0300128,1.2406273,1.2899033,0.9569237,0.6165528,0.8788978,0.9474717,0.69559073,0.7719226,0.95614624,1.1890693,1.0166963,1.0520002,0.98357415,1.2420299,1.0572592,1.2052871,0.8399675,0.9455255,0.57010746,1.3024957,1.1279151,1.2465001,0.8017096,1.0110233,0.564928,1.2720865,1.1564478,1.1307651,1.3678669,1.1899084,0.9023301,0.8791832,0.8927671,1.054262,1.0303855,1.1193166,1.0341122,1.2128588,1.2441006,1.1349678,0.69485295,0.76017123,0.8963076,0.97414917,1.1830382,0.88735855,1.163262,0.733077,0.5604004,0.92732024,1.2188715,0.9250344,0.5295549,1.0804433,0.947171,0.7949618,1.3050483,0.0,1.246433,0.6862451,1.1138604,0.88131446,1.3534317,0.29518366,1.1360922,0.8077766,0.7682136,0.7402283,1.1627432,0.91794235,1.1128348,1.2486619,1.2544408,0.9758105,0.9070304,0.9310404,1.2629253,0.7466176,0.9945094,1.0352268,0.97987497,0.8443707,1.1824282,1.0704776
shorts,1.0391191,0.77443856,1.2308296,0.5329889,1.1715827,1.236322,1.0402348,1.2158581,0.64562017,0.98893523,0.41314644,1.1776811,0.78452027,0.7154696,1.3882253,0.43218023,1.0556103,1.0749509,1.326242,1.2719944,0.90726846,0.8043985,1.3317292,1.1837304,1.1897175,1.1715438,0.9410786,0.91338587,0.9237754,0.84062546,1.2518822,0.8645197,1.1557906,1.1719551,1.1943268,1.2202771,0.45666724,0.8627223,1.2645733,0.88976115,1.3370651,1.3490388,1.2509544,1.095424,0.8653574,1.1168275,0.6108026,1.164243,1.0209359,0.9162418,0.7775577,0.9625124,1.4350007,1.302932,0.9084156,1.0362928,1.3861023,1.2704985,1.0157257,1.0271392,0.88333446,1.0149341,0.80500764,1.043777,0.79783976,1.0808481,1.3027769,1.1319474,0.6297682,1.08213,0.26925623,0.95421827,0.9024309,1.2845019,0.6354621,0.917231,1.0345976,0.8042449,0.9379748,1.1671443,0.92214924,1.0279545,1.0478606,1.1980046,0.8748105,1.2120352,0.49446,0.30545402,0.85344505,1.2755904,1.2260311,1.3239603,1.0481993,1.0894494,0.7260062,0.830935,1.3614843,1.2328141,1.3092304,0.9620793,1.0727603,1.1839153,0.9158786,1.3371665,1.2253435,0.38401675,1.246433,0.0,1.0890656,0.9836211,0.92425823,0.7489504,1.3183982,0.9827847,1.2516625,0.95265174,1.3387563,0.9529817,1.263458,1.0214036,0.51327944,0.784891,1.2140855,1.0386609,1.0694009,0.7370122,0.9541755,1.2249081,0.91683275,1.1065433,1.2387425,0.8961117,1.1643986
shovel,0.86151236,0.945451,0.731688,1.1504683,1.0739056,0.95282793,0.8053797,0.8264876,1.2511076,1.1323311,1.2798781,0.41974914,1.147754,1.2278459,0.93729454,1.3449812,0.7938457,1.2940425,0.6192445,0.4240712,1.4155939,1.079339,0.8278558,0.87009585,1.1496282,0.75782025,0.9068753,0.8569304,1.2418323,0.60061723,0.71228564,1.2258635,0.96593004,0.7852232,1.0896518,0.81070393,1.2685663,1.3420322,0.41962945,1.2780516,0.7124365,0.96265113,1.2172676,1.233234,1.121933,0.8865863,0.9125346,1.1226019,0.92102456,1.2175107,1.2655989,0.7763767,0.6790575,0.9092073,0.7602112,0.59230614,0.95617014,1.0483625,1.2696497,0.905715,0.9073785,1.2823238,1.15929,1.130993,1.2249209,0.6317516,1.0169568,0.7841912,1.2511867,1.2394632,1.1119528,0.65496707,1.0016551,0.4583497,1.198443,1.1833794,1.2191187,1.2751362,1.0640421,0.6750946,0.8413327,0.73947614,0.83068365,0.90916353,0.9842514,1.1686364,1.1818781,1.1792171,1.4325656,0.4468618,0.47860438,0.8661128,1.0297403,1.1698939,0.8839964,1.2270646,0.75075024,0.5027404,1.0148042,1.1667943,0.965593,0.6035948,1.1187054,1.0066999,0.88343406,1.2574524,0.6862451,1.0890656,0.0,1.1745614,0.7596601,1.2610595,0.46384984,1.2839417,0.6717854,0.74521065,0.36221313,1.2260807,0.8482905,1.2098408,1.2353224,1.410628,1.0132536,0.646625,0.7451675,1.1570301,0.69713956,1.0915536,1.1077548,0.98795986,0.7089531,1.2428513,1.1018738
shower,1.1533132,1.1102158,1.3065652,0.909565,1.1520278,1.1545373,1.3005078,1.0129056,0.78963983,0.98858625,0.7830659,1.2050554,0.61668277,0.97941715,1.1278666,0.7860191,1.1204584,1.0145329,1.1305755,1.183879,0.941422,0.82920545,0.92923236,1.0185457,1.1128968,0.93595165,0.76218885,1.1405442,0.8682118,0.8304268,1.0990894,0.5921166,1.0369219,0.9799978,1.1730506,1.2416968,0.79314137,0.816292,1.2995692,0.6490254,1.0963941,1.1329157,1.0237688,0.9027207,0.42731172,0.83103627,0.8317695,1.0173846,1.1269162,1.0215691,0.9269157,1.2303953,1.1921301,1.0083283,1.1610562,1.2035027,1.2103342,1.1131566,0.83560634,1.0873995,1.057092,1.059592,0.9449521,1.165146,0.95298314,1.1912584,1.1598227,1.0601572,0.7979122,0.8931319,0.8159802,1.0101132,0.57870126,1.0934334,0.9825539,0.9835358,1.0859098,0.97169757,0.87075245,1.2337224,0.986877,1.1806018,1.1426119,1.1722783,0.72547853,1.0899935,0.705783,0.7784622,0.99617183,1.2647654,1.2704855,1.1247556,1.1911848,1.0361645,0.98911256,0.75156766,1.0070821,1.218148,1.1256313,0.9972626,0.99661297,1.1007042,0.66922325,0.9839895,1.1304661,0.7590082,1.1138604,0.9836211,1.1745614,0.0,0.8266479,1.040755,1.1907272,1.0572361,1.2105807,1.1914803,1.1804786,0.8980429,1.2537402,0.92954165,0.8336739,0.8371852,1.1547974,1.2672839,1.1008021,1.0417196,1.035358,1.2040281,0.995165,0.68981457,1.2094046,0.5874197,1.1108787
sink,1.2107812,0.96735924,1.1866537,0.8914291,1.1744077,1.1073985,1.2301931,0.82636094,0.5539017,1.0857624,0.83831424,1.0417726,0.49992293,1.0196542,1.2430177,0.8704112,0.9680166,1.1310672,1.1448071,0.6074007,0.88987297,0.83041877,0.95915174,0.60269064,1.246214,0.54203254,0.78020585,1.1194197,1.1127476,0.6121967,1.1434612,0.68631494,0.8581337,0.8541074,1.0820932,1.2006513,0.9113897,0.8829429,1.1034721,0.7878837,0.8950192,1.3220848,1.3257356,1.2299876,0.5722784,0.40950608,0.86651695,1.1249723,1.1214983,1.211647,1.0645487,1.0963575,1.1157343,1.1934454,1.0025936,0.90953445,1.3086562,1.2991357,0.84988296,1.2200618,0.9432335,0.8957155,1.1042185,1.2495818,0.9702874,1.2213619,1.2913527,0.88211834,1.0569097,0.9857276,0.7486105,0.5718538,0.59906566,0.87099373,1.0308272,1.0291939,1.0785491,0.96158785,0.9987902,1.1841702,0.69659114,1.0485616,1.1286356,1.2702656,0.5625597,1.2070321,0.79743665,0.8420973,1.1300085,1.0895693,1.0408616,1.2766542,1.0698837,1.1334769,0.8201279,0.97985727,1.1571084,0.9125315,1.2795272,1.119346,1.0541017,0.833882,0.54404753,1.2683011,0.97571284,0.9648867,0.88131446,0.92425823,0.7596601,0.8266479,0.0,0.8917335,0.94487953,1.1971312,1.1360391,0.9279625,0.78946364,0.83829355,1.3127306,1.0145849,1.0140505,0.9589746,1.0480567,1.1368756,0.9534181,0.86688536,0.8498749,1.2158371,0.69427586,0.6581944,0.97600126,0.9113509,1.2192521
slide,1.0578234,1.142484,1.3388141,0.7337774,1.0296962,1.1031,0.9288157,1.0940081,0.38476765,1.0934043,0.5206566,1.3422412,0.7860493,0.6048134,1.3275781,0.5464158,1.1056726,0.77090955,1.2777086,1.2571877,0.5315579,0.88498056,1.258578,1.001845,1.0264248,1.1805551,1.0217085,1.0646372,0.88781244,1.0822778,1.3128215,0.7067483,1.1523379,1.1825452,1.11022,1.1296204,0.63807106,0.549887,1.3466511,0.55312616,1.2369268,1.2655865,1.1799496,1.0116056,0.8527807,1.0158831,0.9659211,1.1503829,1.2900356,0.8583888,0.8813452,1.2408413,1.4372736,1.2637851,1.2313645,1.2354302,1.238359,1.1168882,0.6437086,1.2522597,1.0287997,0.79735947,0.92133695,1.0870436,0.8411752,1.3624176,1.2158895,1.2053919,0.7398816,0.9030874,0.70854515,0.9449153,0.76778316,1.4139972,0.8868166,0.78890336,0.9635658,0.7663013,0.92260784,1.2765615,1.083468,1.2793487,1.2302653,1.2943238,0.86535513,1.0987201,0.8423423,0.7471687,0.5530929,1.3219367,1.2008569,1.3352447,1.0998317,1.0970469,1.062613,0.8760509,1.3895528,1.2325094,1.237221,1.0094218,1.0016651,1.3606286,0.76618886,1.354903,0.9704378,0.683819,1.3534317,0.7489504,1.2610595,1.040755,0.8917335,0.0,1.4650357,0.7820744,1.332838,1.0384462,1.3319386,0.71370953,1.3402845,0.5667415,0.6662571,0.37050736,1.0185853,1.3266362,1.1215837,0.61737454,1.233313,0.76085544,0.70335734,0.99280864,1.1962094,0.7355819,1.021316
