,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
owl,0.49130476,1.2646248,1.2912471,1.213093,0.78296685,1.1965477,1.2303886,1.1770967,1.0778618,0.771986,0.60606486,1.2803283,0.7689363,0.6171851,0.57575834,0.5367712,1.0998409,1.1547784,1.401931,1.4565723,1.1289954,0.87004095,1.2483444,1.3622041,1.1609228,1.2632381,1.0381502,1.339217,0.5360429,1.1455916,1.215948,1.2816367,0.7214123,0.5887153,1.2917708,0.8284899,0.7068083,0.5342199,1.4310341,0.8699909,1.430113,1.0332798,1.0224025,0.80068463,0.99217457,0.9214369,1.2052605,0.64400375,1.1974422,1.2405728,0.35380226,0.9789223,1.248383,1.3403456,1.318727,1.1632742,1.2840825,1.2258005,1.021066,0.8280175,1.23321,0.92815423,1.1007288,0.91767776,0.8883992,0.89552885,1.3249972,1.0015574,0.82838595,0.52663904,1.153176,0.5952649,1.2415183,1.3172452,1.3556454,0.8900739,0.9812653,1.0945647,0.79711175,0.9236267,0.962468,1.031925,0.59706223,1.2973657,1.0846177,1.2883373,1.0141476,1.2091709,0.9725048,0.0,0.52820677,0.6909719,0.88208187,0.63965476,1.3711205,1.2352428,1.1357981,1.0572064,1.0276579,0.8184517,1.3092331,1.438746,1.043809,0.9991409,0.91565555,1.2720273,1.1278464,0.9537918,0.60450435,1.2069569,0.8226747,0.6854976,1.176505,0.5630247,1.2507994,0.92003363,1.3494041,0.8283403,1.2224612,0.71167934,1.3484967,0.81241333,1.3235189,1.0420225,1.3262455,1.2318676,0.71555233,0.65417576,0.7968093,1.251721,1.2981278,1.2944939,1.1108266,1.0221546,1.2892605,1.2397592,0.9743408,0.90111136,1.2632968,1.3602364,0.858209,0.9561235
pajamas,0.6133102,1.2828565,1.3577808,1.1035869,0.46558952,1.2784114,1.3864505,1.2191279,0.9017082,0.71590436,0.3310554,1.4132714,0.7134146,0.21611416,0.99295664,0.34628564,1.142262,0.94349307,1.5458045,1.5881664,0.9406438,0.9008237,1.3862232,1.4167295,1.3120012,1.31831,1.1930155,1.3999941,0.88832283,1.1407175,1.3778244,1.473377,0.6639661,0.5086582,1.3430805,0.8855826,0.45904356,0.47351265,1.5230412,0.6718729,1.5843039,1.1800785,0.976731,1.0199466,0.77402604,0.9183744,1.3177445,0.46127605,1.3276091,1.3809676,0.45214713,0.80962485,1.1516178,1.4865453,1.4888365,1.224105,1.3553557,1.3204707,0.9890674,0.78601676,1.2732465,0.6026423,0.7963174,0.75985724,0.84364784,0.55860794,1.4908607,1.1143633,0.7826818,0.2965262,1.0888779,0.43349004,1.3373281,1.379597,1.5448045,0.9473904,1.070097,0.92248356,0.47077417,0.9769092,0.9959449,1.0381888,0.73329186,1.411179,1.1490275,1.3704549,0.9641615,1.2525945,0.97097623,0.52820677,0.0,0.5017581,0.64316845,0.717124,1.4718974,1.2374104,1.0877218,1.2393159,0.99587315,0.6938195,1.4658905,1.5745885,1.2248027,0.86589944,0.87494004,1.4503555,1.274022,1.0190657,0.84430176,1.3002347,0.70211154,0.5317902,1.240674,0.36685055,1.3718647,0.72499746,1.6297799,0.7580072,1.265211,0.53826463,1.3827472,0.9785234,1.5287069,0.64006996,1.5005252,1.4070101,0.7213779,0.38921,0.5318011,1.2804856,1.2345284,1.1889441,0.8812419,1.02118,1.2654994,1.0778213,0.872788,0.9850173,1.36746,1.4425514,0.83607644,0.9364431
pants,0.8697354,1.0782275,1.2997943,0.99450576,0.5422752,1.3626587,1.4382982,1.1966105,1.1870646,0.8604022,0.52093625,1.1451671,0.6061575,0.67551124,1.1700107,0.5472728,1.2754802,1.2163827,1.350692,1.4733515,1.1366254,1.0270538,1.31182,1.2417468,1.1574636,1.2262173,1.195783,1.1826624,0.74438894,0.7980743,1.3151422,1.3892426,0.64718133,0.3996575,1.2376478,0.77936757,0.502299,0.77343607,1.3645331,0.86919475,1.4665239,1.2049825,1.0161983,1.020323,1.1158907,0.6896965,1.090611,0.4336214,1.0386676,1.429271,0.53360283,0.9341935,0.9984374,1.3119435,1.4095242,0.9157976,1.3404558,1.3452643,1.0604935,0.87102544,1.086122,0.7716559,1.1214991,0.82340634,0.9762353,0.7538247,1.266924,1.1585917,0.88288116,0.4178784,1.2227626,0.31308365,1.2851021,1.1666644,1.4355056,0.9242419,1.0059193,1.0164088,0.6634089,0.9775485,0.9184236,0.96163446,0.83944523,1.3022326,0.82943255,1.0616003,0.9134858,1.3008611,0.76504195,0.6909719,0.5017581,0.0,0.99312174,1.0415738,1.2870492,1.0607748,0.97387385,1.2983761,0.9110439,0.6624474,1.4125245,1.5531584,1.2493954,0.8589015,0.8485152,1.2382636,1.1414261,0.87550974,0.9326218,1.0786406,0.9200331,0.5721864,1.2759886,0.40922648,1.2261404,0.3752994,1.393099,0.6548538,1.06501,0.6819112,1.2502694,0.7726599,1.4259919,0.90797985,1.469208,1.2255621,0.7977633,0.5536563,0.7603427,1.3829176,1.0802215,1.1685758,1.0051788,0.7795922,1.437618,1.2486925,1.0217019,0.9663826,1.1181767,1.2897036,0.87748367,1.0742335
paper,0.73652357,1.3178536,1.230272,1.222435,0.8100112,1.1020979,1.1806396,1.1002014,0.99423903,0.76736146,0.65913063,1.3663564,0.7856006,0.34650505,0.94090307,0.66537863,1.0249615,0.22535264,1.4037402,1.3706958,0.34322292,1.093691,1.2513713,1.2113261,1.2037978,1.1331942,0.98487645,1.348027,1.0827925,1.1708922,1.1818781,1.1986827,0.8038307,0.8188897,1.2283944,0.82233226,0.7699166,0.8621696,1.3588853,0.720706,1.3707314,0.96184903,0.9087421,0.9804913,0.8256854,0.96185434,1.2256994,0.75673944,1.3890712,1.1982071,0.8029248,0.80396676,1.3163066,1.2704604,1.2962725,1.3349046,1.215488,0.9988102,0.87166965,0.6405302,1.2467402,0.936916,0.8379281,0.83199424,0.8378432,0.8385291,1.3685898,0.96209204,0.8796091,0.6749805,1.0101151,0.8805032,1.1764932,1.2452383,1.3513856,0.94527096,0.9982533,0.46439302,0.80177677,0.9650584,0.98132044,1.0809188,0.9950314,1.3639909,1.311646,1.4367832,1.0963192,1.0817858,0.9630848,0.88208187,0.64316845,0.99312174,0.0,0.76035404,1.3418593,1.0635693,1.170894,1.0455697,1.1629796,0.93957174,1.2300408,1.2756493,1.052729,1.166148,0.92617327,1.2263781,1.244478,0.9491433,0.9131285,1.1385894,0.896274,0.90740806,1.060168,0.7417922,1.3333774,1.0912411,1.4139833,0.9010102,1.1733047,0.64069986,1.4329717,1.1016924,1.3850796,0.7928094,1.2882292,1.2840927,0.92590094,0.7100147,0.34632283,1.093946,1.3745253,1.2808557,1.1004634,1.1891372,0.9525698,0.8842482,0.81073064,0.9165505,1.3288163,1.3586648,0.81401396,0.80974925
pastry,0.5553786,1.228103,1.1820916,1.1580436,0.82442075,1.081974,1.1617811,1.0494963,1.0562221,0.85874116,0.82226604,1.3099793,0.96257484,0.6444812,0.76091886,0.86620665,1.0185107,0.9884387,1.3263892,1.3279767,1.0021353,0.64241326,1.1741152,1.2793901,1.0963646,1.1558671,1.0801139,1.2515831,0.8809354,1.3024468,1.1626376,1.2293106,0.94508326,0.91881984,1.2432826,1.0343226,0.91809577,0.43127155,1.3574334,0.9029849,1.3264854,0.9006595,0.8733789,0.7878843,0.7060491,1.0812329,1.2435086,0.8870325,1.258322,1.135676,0.8525842,0.84499395,1.2181908,1.2747011,1.2025315,1.2658942,1.1680634,1.023873,0.8848792,0.8601957,1.1987257,0.8981717,0.9374281,0.85881287,0.7564677,0.8197011,1.2791245,0.91444534,0.84368676,0.8909942,0.9782312,0.99998033,1.1792148,1.2913755,1.326774,0.94796073,0.93340373,1.0234157,0.75674313,0.8945257,1.0001644,1.0185217,0.5136231,1.2337623,1.2952068,1.3606796,0.9697776,1.0763694,1.0527347,0.63965476,0.717124,1.0415738,0.76035404,0.0,1.344043,1.3117032,1.1071461,0.98408794,1.1792958,0.87109643,1.183749,1.2766559,0.9293385,1.1778557,1.0822808,1.3203099,1.2073908,1.1142478,0.65774834,1.1304735,0.66397166,0.86272913,1.1955602,0.8804339,1.1948462,1.0890006,1.3271172,0.98871,1.2103959,0.8712712,1.2895316,1.1283197,1.2472446,0.8847884,1.2150276,1.1992884,0.9411805,0.7714424,0.8289315,1.1754212,1.2101933,1.1675807,1.0159761,1.1908553,1.0162898,1.048339,0.92082393,1.0359015,1.2715735,1.3613415,0.9338317,0.86347806
pen,1.3200003,0.6304548,0.7993848,0.92594004,1.339308,0.92022747,0.78264666,0.89752644,1.0473531,1.3157234,1.4414749,0.35791653,1.2555676,1.5057843,1.1369717,1.4059501,0.6253526,0.9682674,0.3913676,0.38142252,1.183467,1.2038715,0.6463616,0.90290797,0.79072404,0.9274689,0.939734,0.5260227,1.1455941,0.95866835,0.8258615,0.5755592,1.3894275,1.3891524,0.58916175,0.8994028,1.384051,1.3854979,0.1806202,1.3381519,0.47705048,1.1521056,1.2400404,1.1992719,1.2678329,1.30045,0.65687907,1.2733432,0.56697905,0.781049,1.2765067,1.2426566,0.6309978,0.37036014,0.49022388,0.73570776,0.4174083,0.7671024,1.1289049,1.4208841,0.6967659,1.1719332,1.0844485,1.2665286,1.2462239,1.2953196,0.415802,1.164279,1.16591,1.387146,1.0601075,1.2762796,0.5510405,0.63807184,0.46947944,1.1681124,1.204143,1.2668967,1.4034216,1.2272918,1.2377484,0.97773045,1.4387271,0.41396534,0.69925356,0.40798378,1.1256353,0.9444112,1.1775651,1.3711205,1.4718974,1.2870492,1.3418593,1.344043,0.0,0.3634895,0.9612488,1.0114509,0.90223736,1.1743357,0.6375811,0.38224602,1.1149095,0.8437272,1.1230239,0.6070016,0.8067672,1.2332666,1.2206713,0.83251405,1.2969054,1.3560421,0.6204832,1.404482,0.39586437,1.0714726,0.46228147,1.3351203,0.70952535,1.3092651,0.30163002,0.934726,0.4847458,1.2142835,0.50359225,0.7099311,1.2951694,1.4457958,1.4170251,0.8126538,0.57791907,0.48630595,0.8689951,0.8743079,0.9161983,1.0290694,1.1984668,1.143041,0.76539546,0.43400002,1.302917,1.1662854
pencil,1.1409832,0.8101258,0.95327955,1.0702434,1.2059858,1.0956703,1.0383191,0.9473805,1.0226296,1.1188599,1.2485088,0.6091084,0.91349643,1.1967208,1.1882353,1.2011675,0.83480644,0.75798535,0.80349165,0.6856252,0.83030266,1.2561672,1.0035847,0.9492565,0.83646584,1.0079358,0.7809646,0.7265698,1.0951312,0.7668811,1.0145725,0.899342,1.2125142,1.206057,0.72979087,0.6596252,1.1833953,1.3410044,0.5161758,0.9441373,0.82312894,1.1087842,1.056274,1.1753639,1.188521,1.1065658,0.5728559,1.0655882,0.7748536,1.0566726,1.1037618,1.2535163,0.7902867,0.61929536,0.810251,0.9360353,0.6459508,0.8534139,0.98708254,1.229864,0.85610807,1.0923709,0.9535901,1.2493085,1.2152591,1.1250325,0.7512978,1.0862632,1.0623286,1.1408228,1.168566,1.1339602,0.6679704,0.6837443,0.7957771,1.0026968,1.177809,1.0470575,1.2104293,1.2099617,1.1846998,0.9684329,1.3623726,0.79662865,0.8135423,0.63979197,1.142581,1.138546,0.96407646,1.2352428,1.2374104,1.0607748,1.0635693,1.3117032,0.3634895,0.0,1.0501935,1.0400658,0.8659944,1.0896531,0.8057464,0.7437958,1.1073277,0.8572343,0.953207,0.70535386,1.0247144,1.092305,1.0615759,0.8742392,1.2610003,1.2043432,0.6674683,1.196698,0.65356946,0.98110616,0.79465425,1.1952205,0.7060395,0.9738599,0.68381685,1.0317892,0.87814677,1.1236914,0.7160759,0.86739945,1.1305884,1.2597867,1.1114287,0.85434866,0.88813126,0.73653615,0.8368063,0.9438527,0.9124527,0.8809283,1.1739074,1.0926002,0.85820377,0.7682508,1.1671659,1.0971746
pickle,1.1059536,0.8384432,0.59521693,0.50546825,0.79629695,0.8665626,1.0253171,0.90917075,1.253819,1.2241019,1.0965508,0.8183392,1.1011118,1.0594141,1.3036933,1.1188099,1.007628,1.2185425,1.0616473,0.9406884,1.2414473,0.6495807,1.173167,1.0330464,0.9551496,1.2049874,1.2758434,0.6401516,1.0876696,1.1769648,1.015798,1.1844835,1.2148607,1.1250049,0.84528077,0.9881788,1.0222739,0.88091135,0.97928905,1.2660244,0.9919294,1.2613226,0.9646715,1.1550884,1.1144656,1.0944982,1.050797,1.1146828,0.7976808,0.83485883,1.1540738,0.885224,0.45694327,0.9570006,1.2304797,0.76579785,0.87198794,1.0711138,1.1627903,1.1014678,0.7743249,0.9256415,0.8629084,0.8467269,0.6856481,0.6229905,0.9893722,1.1596916,1.2246561,1.1300899,0.9280624,0.9480711,1.0439703,1.2309887,1.1823988,1.008457,0.81335086,1.0308036,0.8497151,1.1744977,1.056104,0.69696105,0.7180601,0.81186754,1.1681055,0.8148869,0.5314542,0.8550117,1.0102668,1.1357981,1.0877218,0.97387385,1.170894,1.1071461,0.9612488,1.0501935,0.0,1.2303717,1.0173427,0.9667259,1.1404012,1.0288973,1.235299,0.84893775,1.2827579,0.96095663,0.59027344,1.1772838,1.0958892,0.98299474,0.9078019,0.931871,1.071167,1.0234418,0.8318475,0.62677324,1.053697,1.0470233,1.0214809,1.1957077,0.8088608,1.0710714,0.94433486,1.0314997,1.0530002,0.9721739,1.2306378,1.0883161,1.1165186,0.9676052,0.6489587,0.73405033,0.746132,1.1597484,1.1526206,1.0517837,1.1761727,1.1452981,1.2417665,0.8773663,1.2115415,1.1634521
pig,1.0508828,0.939835,0.9362217,1.1261731,1.2434613,0.88860804,0.8291807,1.0436561,0.8817391,1.2070318,1.2549272,1.0923855,1.2437284,1.1407095,0.6697056,1.2112105,1.060271,0.91843736,0.96282697,0.9156554,1.0384648,1.0889391,0.9433131,0.982604,0.73115087,0.9892394,0.94035906,0.97414386,1.1524019,1.1286166,0.8868691,0.8992438,1.2410606,1.2184225,0.9576384,1.1927378,1.252913,1.1921464,0.9426684,1.1635774,0.9269005,0.15963149,1.135189,0.5528403,0.77746785,1.267041,1.1015085,1.2507515,1.0422161,0.8431749,1.0848945,1.1105591,1.0669746,0.85931325,0.8151713,1.015368,0.96841997,0.6749784,0.628381,1.1482109,1.0012535,1.1008732,1.0653319,1.185365,1.0906051,1.1970022,0.9071835,0.20231628,1.1725848,1.2581823,0.963323,1.3254433,0.9898152,1.0053892,0.86994326,0.98871565,1.0893663,1.0519868,1.1811957,1.0752325,1.1507875,1.1084682,1.1174283,0.9526028,1.1016221,0.99483895,1.0243258,0.9658089,1.2590663,1.0572064,1.2393159,1.2983761,1.0455697,0.98408794,1.0114509,1.0400658,1.2303717,0.0,1.0862001,1.1697261,0.83216554,0.8492491,0.111745596,1.0189846,1.0641903,0.996246,1.0110799,1.1980157,1.0602423,0.92569196,1.0717354,1.1660975,0.8299633,1.2763898,0.99631244,1.3060305,0.8851898,1.252815,1.1593821,1.2107612,0.94155806,1.1446458,0.92047644,0.99056214,0.81382656,0.8431854,1.1395965,1.2220159,1.2059617,0.7980962,0.9498638,1.0896978,1.1447752,1.1288973,0.766454,1.0264066,1.0810437,1.095229,1.0338814,0.92551833,1.1946104,0.59601724
pillow,0.85641354,0.9965218,1.1920862,1.0628984,1.0859034,1.1241096,0.9584483,1.0272688,0.69292665,0.937991,0.83711123,0.8343221,0.8635883,0.95826095,0.88154346,0.7114152,1.0719018,1.0350055,1.0183083,0.8515283,0.97820735,1.0232333,0.888014,0.7853191,1.080584,0.8138602,0.96095556,1.1072824,0.9959858,0.580103,0.9458997,1.0639099,1.0207318,1.1276177,0.8408977,0.9636407,0.81521714,1.0519409,1.0341145,0.84141564,0.9467386,1.0827129,1.0148128,0.95579666,1.0259664,0.93665856,0.7283162,0.9796212,0.9936785,1.0326034,1.07451,1.2029179,1.0978931,0.85049903,0.9782691,0.8684263,1.0635213,0.99322987,1.0283124,1.1854206,1.1017549,0.7907931,1.1729171,1.2382766,1.0352464,1.2028415,0.95830756,1.0721207,1.038564,1.0815144,1.0359938,0.8501083,0.97688377,0.8716941,0.89982986,1.1350386,1.0919416,1.0100517,0.9094896,1.0689279,1.0377957,1.219942,1.0600948,1.145295,0.37820584,0.9431262,1.2051364,1.1387148,0.9793782,1.0276579,0.99587315,0.9110439,1.1629796,1.1792958,0.90223736,0.8659944,1.0173427,1.0862001,0.0,0.9958334,0.8923216,0.87637687,1.05405,0.9467673,0.6518709,0.8205659,1.0643609,0.8453344,1.0937238,1.0153484,1.004553,0.9885725,1.0152159,1.1647601,0.9591102,0.86174405,0.9242567,1.0215205,0.81914645,1.0832288,0.93850434,0.9378498,0.82185847,0.9606253,0.9268166,1.086109,0.83774644,1.1946642,1.0721089,0.99993306,1.0741857,1.0976474,1.2359102,0.3759734,1.0608904,0.84830433,1.0765489,1.0534236,0.78882545,0.8932066,1.0970247,1.1759877
pizza,0.7684573,1.1776633,1.2087123,0.9097108,0.7771423,1.2900281,1.3222934,1.0633159,1.0259883,0.9780729,0.8616189,1.1772789,0.7890012,0.70760643,1.0754663,0.8343407,1.1792567,1.0423057,1.2612827,1.3309362,0.9971936,0.71391565,1.1205596,1.182445,1.0014937,1.2233516,1.2078619,1.1114815,0.9119278,1.107079,1.1431981,1.2913456,0.8614617,0.9226492,1.129007,0.834358,0.88410324,0.49879593,1.2894777,0.83774006,1.327781,1.1092789,0.8749931,0.9438567,1.0211186,0.8569697,1.0961969,0.80103284,1.0926917,1.284714,0.87807053,1.0160111,1.0903986,1.2149097,1.2654598,1.041181,1.1450136,1.2217723,1.0258265,0.6934833,1.1539797,0.8038376,0.9511334,0.96549773,0.8184514,0.80555403,1.3342274,1.0543011,0.95334613,0.900826,1.0741491,0.7837118,1.1796575,1.076512,1.3596792,0.76046574,0.98131627,0.92756295,0.66435623,0.9836012,0.87768906,0.90300894,0.6721257,1.2462598,1.0093096,1.1160545,0.9292469,1.1840653,0.87670755,0.8184517,0.6938195,0.6624474,0.93957174,0.87109643,1.1743357,1.0896531,0.9667259,1.1697261,0.9958334,0.0,1.2618645,1.3444746,1.1286286,1.014027,0.9321602,1.1711174,1.1050059,0.98304236,0.95185524,0.9872286,0.6286649,0.7094803,1.0212287,0.854728,1.1236697,0.7065901,1.3206251,0.8325025,1.0876389,0.9050742,1.2024109,1.0314257,1.2377828,0.90382653,1.320081,1.1923656,0.91684777,0.87596804,0.8941806,1.3244013,1.1602356,0.97369766,0.8532169,0.9551466,1.3122954,1.0237242,1.0258671,1.086477,1.1159052,1.1830196,0.9422495,1.0023638
plant,1.1466348,0.8249097,0.7643621,1.0157975,1.4361476,0.7895664,0.69364774,0.7926657,0.87431425,1.2747166,1.4773958,0.73824596,1.3192642,1.3743595,0.90538365,1.3830562,0.8813521,0.952382,0.6071323,0.6047273,1.0802397,1.0860732,0.660789,0.8014095,0.62564385,0.85930586,0.88388264,0.77709764,1.106316,1.0094625,0.6101609,0.70012605,1.3135418,1.3448368,0.87736654,1.032445,1.4246179,1.3120201,0.6035671,1.2044994,0.5931402,0.925071,0.9976773,0.9907277,0.9659776,1.2200534,0.84669864,1.4030551,0.8075068,0.75009507,1.2496611,1.2778003,0.9521368,0.5786597,0.20778012,0.9439563,0.61956894,0.6629398,1.0752292,1.1082767,0.93115884,1.1217287,1.1009889,1.2565938,1.2464464,1.2793198,0.6739701,1.0036373,1.1457251,1.4441743,0.8798338,1.471179,0.73083764,0.70221865,0.56948316,1.101785,0.9550308,1.1092143,1.2940154,1.1465211,1.0464906,1.0703919,1.2506478,0.7666874,0.82898045,0.7719569,1.1823276,0.84907544,1.2079692,1.3092331,1.4658905,1.4125245,1.2300408,1.183749,0.6375811,0.8057464,1.1404012,0.83216554,0.8923216,1.2618645,0.0,0.5895239,0.86896974,0.9407308,1.1162202,0.7820746,0.9011761,1.1563818,1.0972455,0.5586901,1.2730842,1.3129637,0.66049314,1.4447286,0.72668374,1.3070861,0.5143832,1.338586,0.9598607,1.3704355,0.711247,1.002946,0.6725433,1.1107253,0.5894438,0.44378674,1.1817926,1.4029461,1.3590887,0.78319216,0.8621675,0.9098547,1.0073171,0.94488287,0.7617371,0.9849666,1.0306981,1.0104412,0.7055939,0.7105403,1.124022,1.0684959
plate,1.3756915,0.7324561,0.7082528,0.97064817,1.5562594,0.65896434,0.49603188,0.81017077,0.8560395,1.2400289,1.5230788,0.56638104,1.3746387,1.5562254,0.98905087,1.4620593,0.566018,0.9065419,0.2584144,0.10475135,1.0700182,1.1131821,0.6048769,0.64747393,0.8757303,0.7642269,0.77693653,0.6550364,1.1824508,0.9670214,0.5328835,0.29980004,1.4362013,1.4518232,0.5259876,1.243099,1.5031202,1.4702272,0.31466794,1.3110237,0.20527601,1.0014943,0.9957367,1.107989,1.1520123,1.306328,0.747385,1.4965165,0.8214189,0.49134332,1.4235747,1.2341396,0.9562539,0.39570558,0.38349164,0.9524086,0.60335517,0.6862712,1.1315827,1.2320161,0.8755229,1.2489411,1.0083085,1.3599443,1.1882273,1.5009375,0.42053777,1.0259619,1.2957051,1.5244013,0.78784335,1.5091602,0.6763666,0.691171,0.33692598,1.1127709,1.1079466,1.1383127,1.5114444,1.1982751,1.0802709,1.1505462,1.4126024,0.47645867,0.77452457,0.70798266,1.2883117,0.6998586,1.2027638,1.438746,1.5745885,1.5531584,1.2756493,1.2766559,0.38224602,0.7437958,1.0288973,0.8492491,0.87637687,1.3444746,0.5895239,0.0,0.9285745,0.9426973,1.1174612,0.5334974,0.7856636,1.1658744,1.244849,0.90350735,1.3108981,1.4989889,0.76423895,1.549093,0.4418683,1.393404,0.34986484,1.372554,0.66363716,1.3718107,0.44746757,1.0351665,0.2712158,1.1986629,0.42174757,0.7649415,1.2608159,1.5066121,1.3825662,0.5424387,0.81037986,0.6960808,1.1194834,0.89227486,0.6574943,0.7638075,1.1195153,1.0859989,0.7114576,0.47978055,1.2289714,1.2031708
pony,0.99338967,1.018402,0.9807199,1.1611726,1.2347267,0.9180124,0.8735035,1.0014905,0.89582187,1.1413227,1.2107441,1.1660124,1.157133,1.1268972,0.69476306,1.173534,1.1087646,0.96184635,1.0412369,0.96366775,1.0287209,1.0587156,0.9557253,0.96300006,0.7612618,0.94573355,0.9460752,1.07608,1.0733274,1.08858,0.9236339,0.99362713,1.2104076,1.181385,0.9909668,1.1940006,1.211389,1.1664038,1.0773396,1.108974,0.9830346,0.06258261,1.0790737,0.4776801,0.77543104,1.2143507,1.0797194,1.257513,1.1125709,0.887583,1.0954652,1.0928688,1.1714263,0.9205933,0.921874,1.0831114,1.0297532,0.66212815,0.62380713,1.0475271,1.0659078,1.1223888,1.076232,1.1788791,1.0745847,1.2032853,1.0433352,0.08670211,1.1193577,1.2446519,0.95837873,1.3013899,1.0186131,1.0051732,0.9243963,0.97805864,1.0466862,1.029552,1.1596644,0.9905447,1.0801036,1.1435978,1.0467699,1.0905597,1.0663352,1.0937349,1.044323,0.9645222,1.1748991,1.043809,1.2248027,1.2493954,1.052729,0.9293385,1.1149095,1.1073277,1.235299,0.111745596,1.05405,1.1286286,0.86896974,0.9285745,0.0,1.0631926,1.0301006,0.9964481,1.0364995,1.1407027,1.0741868,0.9205795,1.0251935,1.1357441,0.884956,1.2653999,1.0787288,1.298286,0.94495493,1.1814568,1.1223507,1.1815133,1.0673153,1.1229329,0.9405135,0.99905545,0.8622366,0.934529,1.069816,1.1960849,1.1661189,0.85519123,1.0557519,1.1773943,1.2109342,1.0752069,0.7680735,0.97721654,1.0416268,1.0832826,1.0284595,0.99691105,1.1134133,0.5449311
pumpkin,0.9987322,0.77042943,0.7173089,0.78082883,1.1171237,0.9058884,1.053054,0.80238754,0.99805623,1.341402,1.0941951,0.86079454,1.1682636,0.9251818,1.0488682,1.0403905,1.0752244,1.1215744,0.9019176,0.9451755,1.2167008,0.9283614,1.0385517,1.1200707,0.8158139,1.257834,1.1467217,0.7107887,1.0334098,1.0543538,0.9329513,1.0161626,1.2575417,1.0038519,0.8790925,0.97122365,1.0221508,0.9757505,0.81899107,1.1270381,0.9443871,1.0802283,1.0314798,0.96451664,0.82912385,1.2491205,1.1397355,0.90819085,0.7577339,0.8777076,0.9827839,1.0510197,0.78023607,0.8417386,0.91074777,0.92227256,0.99774945,0.8679682,1.0287126,1.1989803,0.8629944,0.97196865,1.0056674,1.0753173,1.0917543,0.9384709,0.8369788,1.0452694,1.2187674,0.96292627,1.1111782,0.9588145,1.1088399,1.0694084,1.0524321,0.8808614,0.8002228,1.088167,1.0231799,1.3256693,1.189805,0.9311431,0.9339312,0.8023267,0.9340174,0.73401487,0.8747564,0.947526,1.26436,0.9991409,0.86589944,0.8589015,1.166148,1.1778557,0.8437272,0.8572343,0.84893775,1.0189846,0.9467673,1.014027,0.9407308,0.9426973,1.0631926,0.0,1.1625997,0.9949847,0.8221276,1.3474778,0.90989876,0.8803723,1.186779,0.9862512,0.94788057,0.9921639,0.73636746,0.88093626,0.90259224,1.2299892,1.1723887,1.0537453,0.80824476,1.0149794,0.9001083,1.0388427,1.0007055,0.7489375,1.1979605,1.0038993,1.2074637,0.9899129,0.79030854,0.79412526,0.8692093,1.0026716,0.9327001,1.1078677,1.1214333,1.2220297,1.0515922,0.9321408,1.2800372,1.0914481
purse,0.8954196,1.1878402,1.2941473,1.1761307,1.0853622,1.1626422,1.1018243,1.0474745,0.58368886,0.8411828,0.86483616,1.1465912,0.801283,0.84734416,0.92085123,0.7277905,1.196186,0.8878972,1.1224949,1.0715605,0.6916258,1.1839837,0.98047197,0.7968202,1.1113038,0.7829558,0.7081669,1.3648775,1.056662,0.6501313,1.0999978,1.1088865,0.79656833,0.8471817,1.0580223,0.93387324,0.87559783,1.0085433,1.1960073,0.674125,1.0961318,1.0422957,1.0042474,1.0031188,0.9955567,0.79484713,0.92458236,0.8312051,1.211833,1.1893523,0.87516797,1.1809379,1.3291736,1.1618915,1.154166,1.0378138,1.1270995,1.0847205,0.8604466,0.94600695,1.19625,0.83230925,0.9562816,1.1684685,1.0763321,1.1467375,1.2005521,1.0299227,0.8525798,0.8018682,0.9448645,0.827042,0.8880793,0.8241105,1.0628523,1.0385485,1.1519411,0.83491457,0.8576598,0.9535512,0.94702035,1.1768417,1.1232516,1.3234605,0.7018477,1.1458397,1.3060467,1.1994212,0.8052523,0.91565555,0.87494004,0.8485152,0.92617327,1.0822808,1.1230239,0.953207,1.2827579,1.0641903,0.6518709,0.9321602,1.1162202,1.1174612,1.0301006,1.1625997,0.0,0.8738387,1.1844959,0.7897563,1.0967205,1.1064737,0.9757678,0.99557006,0.8606448,0.9422639,1.2237719,1.0780644,1.0236034,0.8300706,0.90753335,0.88138306,1.2230078,1.0621758,1.1403562,0.9037058,0.9410702,1.1978061,0.58546424,0.96799767,0.90356,0.9829394,1.3018825,1.2739044,1.138637,0.69149387,0.9203283,0.79915035,0.97598344,1.0051699,0.76651835,0.8563395,0.9100243,0.985945
