,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,sprinkler,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
fish,0.36897165,0.97275996,0.6802628,1.2424499,1.0045575,0.77406883,0.82793033,0.9484152,1.2598156,1.0038097,1.3724282,0.6405767,1.1015499,1.2816708,0.54256696,1.2956153,1.1509435,0.6964425,0.44713575,1.3166049,1.0221077,0.727419,0.6252439,0.50289977,0.42418873,0.66314054,0.786775,1.024305,0.63491917,1.1580602,0.95097727,0.727837,1.1959411,1.3391298,1.1984469,0.3917603,1.413613,0.6102646,1.070951,1.1701031,1.208104,0.98812455,1.3310034,0.8288022,1.0057285,0.71073794,0.0,1.0884933,1.0872674,1.124004,0.5256343,1.3856175,0.7984259,0.98675513,1.0296577,1.1800448,1.2291318,1.354641,0.5756541,1.0006466,1.2746813,1.0799222,1.1779627,1.2758868,0.7217305,1.3626375,0.39226472,1.1880379,0.9055992,1.2538085,1.2014954,1.2342769,1.2888739,1.1640608,0.5478145,0.4065001,0.71930695,0.8266592,0.5539618,0.8232677,1.2571838,1.154122,1.2646015,0.86598843,0.87890565,0.651507,0.89188457,0.9627733,1.0028018,0.8602369,0.94496465,1.329601,0.9886282,0.508099,0.9359895,1.0967562,1.0554782,1.0969921,1.1334021,1.3958685,1.3394291,1.1743374,0.8524124,1.2789149,0.4702624,1.3399127,0.39648592,1.2764199,0.80156934,0.7096312,1.2557073,1.2994527,1.2739425,1.2285277,1.4676448,0.6342828,0.68926024,0.6182798,1.2376522,0.41262436,1.1718783,1.3431966,0.99855006,0.8800999,0.47061598,1.1080711
flower,1.1071197,1.1212842,1.1027428,1.0629623,0.9649947,1.0080665,1.1281012,0.9173192,1.0101204,1.0357876,0.9050394,1.1675284,1.0002533,0.9984559,1.021121,0.8807902,0.85429657,0.9275109,0.9618939,0.847612,1.1062005,1.0062847,0.96673894,1.0162754,1.0117598,0.88661253,1.0456723,1.0413817,1.0358031,0.86146176,1.0545747,1.193224,1.1087902,0.93877566,1.0212566,1.1132709,0.94036543,0.96419454,0.8644592,0.8947782,0.83228207,1.0028713,0.96455944,1.0834908,0.9478318,1.2205099,1.0884933,0.0,1.1003464,1.059181,0.9944671,0.99764735,1.1354231,1.0424947,1.1826928,0.95488,1.1313065,1.0996226,1.1227219,0.9097124,1.0276344,0.9949524,0.92792666,1.1263764,1.1764439,0.871649,0.9746764,1.0187424,1.0642011,1.0818408,0.88425624,1.0305706,0.8319403,1.0945386,1.1554863,1.1227665,1.1075473,1.0852257,1.0763619,0.99725163,1.1322743,1.0907428,0.8647338,0.94667345,0.97609735,1.0598621,1.1258287,0.3553347,1.0305775,0.870148,0.9501029,0.89126915,0.96297204,1.1532533,0.8618896,1.0459557,0.96462095,1.0088426,1.0722605,1.0628055,1.0154388,1.1035767,1.0910308,0.92552114,1.0584172,1.0779641,1.1726,1.047809,1.1033489,1.0858047,0.9952181,0.87632984,1.0736951,0.99275696,0.89500123,1.1072918,1.2125169,1.1366193,1.073605,1.0823818,0.9207915,0.89805657,0.8196453,0.9029906,1.0873066,0.8039389
foot,1.111471,0.4211141,0.9895498,0.96312356,1.0258154,0.90999675,0.92588973,1.1920451,1.0633622,1.1312355,1.18065,0.8174739,1.0190843,1.0893502,1.0679886,1.0743402,1.1926361,0.97779644,1.1762009,1.2375225,0.87248206,1.0445876,0.98891014,0.9576229,0.99619746,1.1661124,1.0468715,0.9557498,1.021618,1.1499994,0.9005356,0.9029147,1.0396669,1.1298567,1.0557858,0.956304,1.1798916,0.9903422,1.0950274,0.9425187,1.1841412,1.0721121,0.9818163,0.73694664,1.073863,0.6290896,1.0872674,1.1003464,0.0,0.52053404,1.0977278,1.1940076,0.9179624,0.7021004,0.8163505,1.0793586,0.98386216,0.7094363,0.9870293,1.1235746,1.1797976,1.0695981,0.98470265,0.9942075,0.8207889,1.0355955,1.0411795,0.6906207,1.0475069,0.9261681,0.95035076,0.96631664,1.112927,0.9938788,0.9474707,0.9149755,0.87877953,0.94915235,1.0415753,1.0130718,0.83076274,1.0335085,1.2465641,1.0297756,0.96607655,0.83341664,0.9727182,1.1003631,1.0208712,1.0879768,0.79285264,0.9934825,0.99443513,1.0444587,1.0316567,1.0142037,1.1369793,1.1127126,0.9963137,1.0451663,0.91352385,0.95705444,0.90913653,1.1309891,1.1241229,1.1355288,0.836796,0.41528547,0.9048216,0.8927756,1.1874287,1.1397576,1.1523458,1.1211045,1.1912913,0.90147066,0.49643105,0.958101,0.84525275,0.9430111,1.0231882,1.1469246,1.1661336,1.0380602,0.95850945,1.2213261
fork,1.1094664,0.63257635,0.858363,0.96361184,0.9850688,0.9695608,0.8897791,1.0367596,1.1694195,1.098519,1.1816257,0.8344219,1.1606337,1.1455017,0.8908014,1.1864439,1.1925232,1.0125521,1.1075485,1.2257102,1.0109663,1.1620182,1.0488207,1.0237502,1.0543001,0.9747153,1.0006185,1.0857172,0.8939026,1.2165524,1.0156549,1.0286984,0.96279335,1.1596665,1.0406706,0.7869885,1.1826613,0.9938957,1.1006974,0.9845479,1.1622312,1.0494916,1.0942394,0.8158975,1.0907549,0.49848866,1.124004,1.059181,0.52053404,0.0,1.0543017,1.1601545,0.7536801,0.7323605,0.6729876,0.9268119,1.0552719,0.50881416,0.8811126,1.1098667,1.0713047,1.104831,1.0407403,1.0962261,0.68387926,1.0545228,0.9591657,0.79860723,1.123828,0.8930025,1.0978633,1.1496607,1.1338613,1.0373209,0.79499674,1.010998,0.8604,0.86700183,0.9689776,1.1158059,0.98292,1.1411592,1.2160838,0.8343728,0.7446863,1.0410246,0.993263,1.0301274,1.0121098,0.98309976,0.8012332,1.1497103,1.078593,0.9657764,1.1891823,1.09902,1.0589247,1.1073127,0.91100013,1.0780336,1.0348608,0.93332887,0.7982809,1.1143138,1.2194312,1.1688184,0.81727505,0.80281556,0.87957615,0.6692569,1.15869,1.1504457,1.1948502,1.0178144,1.165972,0.883166,0.52312315,0.796075,0.7011041,1.0556213,0.9710073,1.0780615,1.1732575,1.067697,0.8224883,1.2065151
frog,0.25251007,1.0881425,0.68576163,1.2590829,0.8339324,0.89307284,0.61674076,1.0595479,1.2924659,1.1508166,1.2698536,1.0902127,1.3102139,1.041951,0.41158426,1.1444796,0.7941867,0.93956405,0.84369665,1.0533239,0.99255604,0.904936,0.83485156,0.6636781,0.8550097,0.76222193,1.0038201,1.2025937,0.74986565,1.1905975,0.72169495,0.79479384,1.316716,1.331078,1.0810268,0.7136764,1.3082165,0.8820896,0.7115069,0.8731211,1.305668,0.9192368,1.3544357,1.0283035,0.7043531,0.9500209,0.5256343,0.9944671,1.0977278,1.0543017,0.0,1.2489047,0.97254276,0.8542179,0.8949806,1.1053922,1.0713907,1.2542475,0.822189,0.5709565,1.1745979,1.1442516,1.1441418,1.3899641,0.9669583,1.2707016,0.77088886,1.2672455,0.9867966,1.0718584,1.1493552,1.042812,1.2519376,1.0815539,0.90940905,0.77605027,0.8716839,0.8756628,0.8971174,1.0345945,1.328312,1.3107567,0.94264543,0.8806495,0.90233177,0.79560184,0.96013373,0.94824916,1.00148,0.5717583,0.9371841,1.2388135,1.0247234,0.82330245,1.1385741,1.0939238,0.56454754,1.0582922,0.8740379,1.4144472,1.1525888,1.1749389,1.0845348,1.1953497,1.0059841,1.3769859,0.8134506,1.2313464,0.73793787,0.92471063,1.1014382,1.2456251,1.347305,1.128367,1.2707705,0.73996,0.94259727,0.80650145,1.1294643,0.761066,0.7013128,1.2158086,1.1320767,1.06983,0.83265513,1.2043893
glass,1.2957956,1.203707,1.162617,0.7220697,0.9182925,1.0286219,1.1014504,0.99053204,0.7374952,0.9442319,0.8625457,1.2328521,1.0527458,0.793097,1.2646756,0.8806995,0.9259919,1.1940945,1.2773173,0.73355603,1.2429241,1.0486183,1.2201518,1.2403394,1.31827,1.1377786,1.1131097,1.1930025,1.166987,0.96289194,0.94378966,1.1990144,0.9283643,0.8916421,0.90459776,1.448992,0.6010854,1.1448969,0.97602195,1.1104801,0.8819427,1.0727373,0.89512,1.1023762,1.08616,1.3524392,1.3856175,0.99764735,1.1940076,1.1601545,1.2489047,0.0,1.1787198,1.1241916,0.9581923,0.9838139,0.9890685,0.8496641,1.3438593,1.0489553,0.65411484,1.0341872,0.8817533,0.83811975,1.3294178,0.89945424,1.3150805,0.9504385,1.0238254,0.7370852,0.89545566,0.8508107,0.74576193,0.9729777,1.3454857,1.4116545,1.3600419,1.1647936,1.2210304,1.1692104,0.9436163,0.92268527,0.7791167,1.1878638,1.2170911,1.3450642,1.1198856,1.1128662,1.1126754,1.0796218,1.0942763,0.91861975,1.0135721,1.2459694,1.0564326,0.967075,0.9519435,0.9230722,0.8665036,0.78023696,0.7342414,0.8899566,1.2301146,0.87328583,1.1231272,0.67090756,1.4392722,1.0022247,0.9890762,1.1450689,0.4189337,0.85157454,0.6407407,0.7552041,0.71408576,1.1696254,1.4044641,1.3363316,0.9507468,1.4186753,0.96338946,0.7973099,0.8437618,1.1531522,1.3777816,0.8102515
glasses,0.82409376,0.78091764,0.75033855,1.0197669,1.0435944,0.99680525,0.9127239,1.1742827,1.1455139,1.0004249,1.2689052,0.7544633,1.1460913,1.1723466,0.95121074,1.3310328,1.2099156,0.99923176,0.9364294,1.2063375,1.0651422,0.9762719,0.95825416,0.86420125,0.7857322,0.94537205,0.96109366,1.0288361,0.74075234,1.1879656,1.0911454,0.8989941,1.1124773,1.1773584,1.1439059,0.5966042,1.3439606,0.9149862,1.1847878,1.0833689,1.1502829,0.9280742,1.0345912,0.8414234,0.9047718,0.46318406,0.7984259,1.1354231,0.9179624,0.7536801,0.97254276,1.1787198,0.0,0.9605259,0.840621,0.661478,1.1838248,0.90069765,0.45379877,1.1608499,1.1295631,0.92073965,1.2874011,1.0301089,0.81982696,1.2180614,0.802919,0.9927095,1.0748148,1.167478,1.2766246,1.112165,1.2097299,1.1411362,0.5271498,0.8926649,0.6655413,0.9784774,0.7564144,0.92172086,1.0048302,0.9268578,1.2090983,0.9310592,0.9389867,1.0762691,0.8639863,1.0908461,1.0291654,1.093673,0.88533396,1.2496665,1.0515928,0.5997684,1.1852545,1.1077317,1.1723706,0.8924755,1.0497068,1.0728016,1.2502366,0.8739116,0.89295536,1.1573571,1.0052817,1.1894746,0.55210274,1.0437603,0.77585125,0.8186889,1.100783,1.2288514,1.0583707,1.0990133,1.3644545,0.8998568,0.4326163,0.48300773,1.0630074,0.91843784,1.1716193,1.2932253,1.0065106,1.0406017,0.5922078,1.146576
glove,0.86119676,0.76914877,0.9534038,0.9831029,0.9033469,0.920146,0.8954384,0.9498136,1.2030748,1.0923103,1.1550834,0.85089093,1.1138037,1.0751729,0.9619466,0.88527405,1.1195182,0.99333405,1.1000358,1.1922123,0.88612115,1.0387309,0.9141264,0.9316222,0.9837998,1.0565268,1.0210698,0.99209076,0.98194355,1.1641072,0.9980798,0.93836635,1.0601919,1.0540746,1.0240629,0.8384485,1.1836312,1.0125763,0.8940467,0.9285203,1.2578671,1.0726441,1.1666895,0.8992452,1.0335567,0.8658583,0.98675513,1.0424947,0.7021004,0.7323605,0.8542179,1.1241916,0.9605259,0.0,0.8109471,1.2065644,0.9749221,0.9013318,0.88412964,1.089211,1.0467063,1.0396613,1.049031,1.0239681,0.7658833,1.0698521,1.0477475,1.0173539,0.99285614,1.012361,1.0490378,0.743486,1.1663605,0.99122083,0.99989825,0.82647955,0.7971594,1.0062041,1.0663054,1.0152186,0.9269124,1.0895665,1.19787,0.8323244,0.7927771,0.5661164,0.96484405,0.9296328,0.98720074,0.91542506,0.8313385,1.15493,1.0771022,0.96846694,1.2221739,0.95720345,0.9790827,0.9259474,0.8338865,1.1261716,1.0243571,0.99117815,0.9906375,1.2107556,1.1533251,1.1539507,0.875697,0.66531444,0.99129033,0.8145014,1.1676507,1.1560102,1.1594794,1.0718108,1.1535462,0.90555906,0.8029785,0.95820284,0.847775,0.73348653,0.8674475,1.1418678,1.0905722,1.0073352,0.88183355,1.2781312
gum,0.9582756,0.90282726,0.72130287,1.0473101,0.79820794,0.8104484,0.73936427,1.1049521,1.1955924,1.1625048,1.2143542,1.0073662,1.2582228,1.017219,1.0523424,1.1309311,1.0071075,0.96521026,1.0694308,1.0421908,1.0510222,1.1469463,0.9830576,1.0148699,1.0590587,1.1605585,1.1611342,1.3618367,0.8569157,1.0647962,0.78730637,0.8409017,0.9176595,1.264699,1.0324247,0.83946055,1.2225058,0.9412885,1.118277,1.0571527,1.3878677,0.92579377,1.1800947,0.7237545,1.0088525,0.64208144,1.0296577,1.1826928,0.8163505,0.6729876,0.8949806,0.9581923,0.840621,0.8109471,0.0,1.0563114,1.0987633,0.6383325,0.9481139,1.1519041,0.992782,1.1686506,0.8814163,1.1193179,0.8596791,1.3009541,1.0899531,1.0984219,1.0385077,0.62319416,0.92835706,0.9589582,1.2403028,0.9380806,0.8204638,0.88433003,0.9051417,0.9514319,1.0433036,1.1571549,1.0271956,1.1422671,1.0669073,0.93384975,0.88620454,0.99192494,0.7863192,1.2485406,0.91432804,1.0863445,0.8765203,1.162817,1.116117,0.88212395,1.3512225,1.0053332,1.0319645,0.8709755,0.83219707,1.128139,1.008796,1.0267222,1.0464271,1.1929237,1.223784,1.2151041,0.87492657,0.9339347,0.7245923,0.8144163,1.008893,1.2168541,1.1309916,0.91098213,1.1329763,0.8300872,0.70779073,0.79944104,0.66768193,0.9712062,0.84583795,1.026875,1.1310652,1.2117862,0.98576367,1.3168417
hair,1.1086359,0.9562336,1.0590262,1.0113064,1.0736852,1.1476421,1.1598954,1.2077063,0.911481,1.0447003,0.81650233,1.1788026,1.0577703,0.8611883,1.0969294,1.0312161,0.9734562,1.2240751,1.1809202,0.8770002,1.0615033,1.19831,1.2893611,1.119035,1.2506158,1.1452321,1.0362246,1.1070069,1.1092355,0.9351814,1.1054323,1.10018,0.9781388,0.7708953,0.85171527,1.2237238,0.981599,1.2114339,0.9405086,0.8329699,0.88646865,1.0947224,0.7591642,1.071051,0.72737455,0.95818645,1.1800448,0.95488,1.0793586,0.9268119,1.1053922,0.9838139,0.661478,1.2065644,1.0563114,0.0,0.97733474,0.8285769,0.8013885,1.048648,0.94320977,0.89165217,1.0867363,0.86504745,1.2188653,0.9367455,1.1849234,0.8445925,1.0891958,0.99222803,1.0762823,0.89101195,0.9403441,0.949426,1.0388452,1.2522329,1.1889598,1.1139778,1.0912763,1.1453702,0.90170825,0.87146837,0.87167954,1.2202495,1.2209048,1.307071,0.96130306,0.9913417,1.0893373,1.1054547,1.0294876,0.9677777,1.1582522,0.96370673,1.0975001,0.99775845,1.0035053,0.87983954,1.1549535,0.77239084,1.0005335,0.6375032,1.083418,0.78384346,1.1898897,0.9224532,1.1368197,0.99578536,1.096131,1.221532,1.0618988,0.88521624,0.8731713,0.97801054,0.9200007,1.2580057,0.90279335,0.9832587,1.0190426,1.2887263,1.0761776,1.0043948,0.9767006,1.2117862,1.1593719,0.9007441
hamburger,1.1182303,1.1279696,1.1068125,0.9611947,1.0116916,1.0607151,0.9628905,1.063187,1.0497202,1.0608001,0.96084124,1.2237272,0.9825131,0.95234275,1.1486251,0.89005244,1.0181603,1.1656439,1.0194635,1.0137897,0.19058663,1.1879802,1.1217487,1.1246848,1.264049,1.2042341,1.181814,1.1108009,1.090945,1.1206602,0.8730068,0.79900664,0.9705589,0.96912616,0.44003677,1.2954497,1.0067521,1.1259156,0.9582183,1.0041114,1.0360171,1.1303337,1.0663937,1.0966973,1.0403818,1.1672772,1.2291318,1.1313065,0.98386216,1.0552719,1.0713907,0.9890685,1.1838248,0.9749221,1.0987633,0.97733474,0.0,0.9454789,1.2492714,0.9277564,1.0388596,1.2125739,0.8735139,1.0449846,1.0591886,0.98087406,1.2455337,0.909845,0.4624641,0.7804607,0.9250766,0.8476924,1.0041056,0.3138908,1.2324427,1.2184625,1.2694603,1.0445429,1.1755584,1.145725,1.0057981,1.1279742,0.9804195,1.1084545,1.1125631,0.9886265,0.5837649,1.1322386,0.4426006,1.0260947,1.0175871,0.9676835,1.0346282,1.2391939,1.0450907,0.8939595,0.82383764,1.0915077,1.0816712,1.0033596,0.95197046,1.0144254,0.9069285,1.0225137,1.1995858,0.99637854,1.2799276,0.99598086,1.0536443,1.0119183,1.0648057,1.05154,1.1343848,0.987162,0.6638999,1.0397933,1.2080879,1.2075813,0.97773993,1.192482,1.033698,0.635362,1.0876708,1.2746133,1.251348,1.0406985
hand,1.2568208,0.9275241,1.1565626,0.55435663,1.1593139,1.1925354,1.0718869,1.2899233,0.88352114,1.0700572,0.887135,0.8968122,1.0098295,0.71655583,1.3187267,0.9567748,0.9359185,1.3573315,1.3090818,0.8698675,1.0926884,1.1821856,1.3205546,1.2300377,1.3954049,1.3074934,0.9997447,1.1936734,1.2981758,1.0130371,1.0629879,1.1179894,0.8049862,0.89876914,0.89048916,1.2805586,0.9032505,1.3320959,1.0989681,1.0510244,0.99738353,1.012417,0.82028186,1.0790201,1.0821383,0.676257,1.354641,1.0996226,0.7094363,0.50881416,1.2542475,0.8496641,0.90069765,0.9013318,0.6383325,0.8285769,0.9454789,0.0,1.2289964,1.1335921,0.8743893,1.0925382,1.007163,0.7456758,0.96619403,1.0747504,1.4110234,0.67752445,1.0641714,0.6506668,1.0510389,0.8497004,1.0967932,0.8687502,1.1572224,1.3120434,1.1898513,1.1991544,1.2847741,1.1989055,0.538507,0.8453953,0.85056174,1.1338913,1.0665525,1.3052993,0.9419724,1.1733034,0.97042567,1.2339673,0.98380226,0.92936414,1.1376705,1.1789014,1.1804705,0.94732594,1.0391976,0.8763112,0.8883253,0.6569488,0.9212751,0.75259316,0.9981476,0.92994237,1.2532461,0.90165025,1.2087646,0.6405433,1.1201174,0.9217943,0.97741276,0.95012635,0.8536333,0.79868454,0.7797313,1.3234835,0.79555345,1.1899935,0.49243915,1.3905265,1.0958925,0.763342,1.0071077,1.3603939,1.2970076,0.9660693
hat,0.7803228,0.77477527,0.4673677,1.3548834,0.8337585,0.8104241,0.82060134,1.0192211,1.233872,1.041885,1.2819663,0.75779766,1.2235184,1.310394,0.7143958,1.3172958,1.264863,0.6017373,0.636584,1.3129187,1.0786965,1.021628,0.7438047,0.8215594,0.5813455,0.7889631,0.8615128,0.9485945,0.59358454,1.2148566,1.0210944,0.9275939,1.3039498,1.2177405,1.2788305,0.40594983,1.3520775,0.5844392,1.1143266,0.87787396,1.3055365,1.0179099,1.235023,0.70029855,0.80170095,0.5186957,0.5756541,1.1227219,0.9870293,0.8811126,0.822189,1.3438593,0.45379877,0.88412964,0.9481139,0.8013885,1.2492714,1.2289964,0.0,1.1986358,1.3336385,0.95866877,1.1995873,1.2106054,0.8537452,1.239702,0.5250964,1.2086928,1.1648687,1.314675,1.2100211,1.0451705,1.1776825,1.2352732,0.26991343,0.5488119,0.6039871,0.6974324,0.407813,0.8227403,1.2241421,1.0822574,1.3641032,0.97309035,0.9698308,0.8190454,0.9375749,1.0359197,1.1232699,1.0713102,0.8014281,1.190558,1.0119385,0.38193482,1.1739949,1.1575272,1.1160948,1.0479409,1.1984805,1.3016052,1.0626649,1.0173091,0.88751864,1.2831383,0.7796154,1.2908356,0.25485575,1.1487048,0.7918438,0.8921815,1.2041873,1.1981232,1.2094196,1.2928283,1.488856,0.5932225,0.44318628,0.35827255,1.3040411,0.53369135,0.8620706,1.425401,1.0993747,0.932703,0.28592134,1.308286
horse,0.79468787,1.2060659,1.0685315,1.1063414,0.97772586,1.0615814,0.9762363,1.0503845,1.062516,0.9716615,0.9209646,1.233861,1.1526438,0.6127535,0.74559915,0.8779474,0.5370191,1.1268282,1.114397,0.71707344,0.9938865,1.0934548,1.1786164,0.9074976,1.1978936,0.97887564,1.0261213,1.189202,1.0605024,1.0610732,0.9013958,1.0384246,1.0954229,1.0681261,0.97317135,1.1444653,0.96707946,1.1504352,0.49241155,0.80248356,1.0815289,1.0395509,1.0932107,1.152985,0.84640354,1.2062608,1.0006466,0.9097124,1.1235746,1.1098667,0.5709565,1.0489553,1.1608499,1.089211,1.1519041,1.048648,0.9277564,1.1335921,1.1986358,0.0,1.0869222,1.0568756,1.0724761,1.1702384,1.1903069,1.0000288,1.1375182,1.1186486,0.98518825,0.9929699,1.0007015,1.0896454,1.015447,0.9712097,1.1784227,1.171906,1.1116905,1.0179942,1.1061337,1.150664,1.1291802,1.1784275,0.54998744,1.0128872,1.0415397,1.0781162,1.0525094,0.99121255,1.0084172,0.48623693,1.0656677,1.0350509,0.98942435,1.2331227,1.0491444,1.018399,0.51115096,0.9923742,0.9736197,1.0913541,0.9830999,1.15306,1.1822033,0.9194108,1.16549,1.0819691,1.2086915,1.1442766,1.117485,1.1839914,0.9568625,1.0445601,1.090008,0.9611049,0.9191154,1.0806952,1.2520213,1.1236356,1.0877734,1.1478026,0.7406025,0.9708742,1.0281955,1.1730827,1.163286,1.0429537
hose,1.1656092,1.2452254,1.1703184,0.7839315,1.0248741,1.0963678,1.1764109,0.9833527,0.82122535,1.013213,0.74083865,1.2859285,0.99916357,0.8404057,1.1531353,0.78830874,0.90974057,1.282935,1.2546651,0.82270885,1.1775334,0.9404178,1.2971365,1.262233,1.2894166,1.220001,1.1456097,1.1703757,1.2263838,0.83343226,1.1532979,1.1546183,0.8514584,0.8004676,0.8857398,1.1873686,0.731077,1.2859607,1.0336813,1.0908134,0.88629156,1.0309602,0.9401709,1.170109,1.1094062,1.2361586,1.2746813,1.0276344,1.1797976,1.0713047,1.1745979,0.65411484,1.1295631,1.0467063,0.992782,0.94320977,1.0388596,0.8743893,1.3336385,1.0869222,0.0,1.0054812,0.95549697,0.8423248,1.0242829,0.7760029,1.2280252,0.96997786,1.1312493,0.8666656,1.0237403,0.8392066,0.8762866,0.9966101,1.2696865,1.2714646,1.2426677,1.178416,1.1995976,1.316727,0.916627,0.89656925,0.77035815,0.8653048,0.8651455,1.2587872,1.0910106,1.140446,1.1405325,1.1906266,1.2143866,0.853684,1.1599222,1.2577658,1.020114,0.90765905,1.0242779,0.9320798,0.46956408,0.82075346,0.7840833,0.87926877,0.98812336,0.8363495,1.1529913,0.7009728,1.3491652,0.92135525,1.219661,1.0508881,0.8202183,0.86113167,0.7968761,0.6092075,0.6997734,1.3111756,1.3077991,1.2583094,0.56075495,1.2742239,0.9904884,0.8041305,1.0084517,0.9449778,1.3442591,0.850576
jacket,1.044227,0.90995616,1.1985084,0.9692343,1.1122909,1.1896915,1.2678566,1.103091,1.0118332,0.872398,0.83307886,0.99652416,1.040459,0.871176,1.0732635,0.88782066,0.97778434,1.0918313,1.1472487,0.9086245,1.2316655,1.0467803,1.1951115,1.0869071,1.0968126,1.0465766,0.95828885,0.8784758,1.1013275,0.85436034,1.2751358,1.087554,1.0278405,0.8303945,1.1248453,1.043419,0.91630524,1.1820595,1.017748,1.0535587,0.9377003,1.0724585,0.52693045,1.155236,1.065952,1.052386,1.0799222,0.9949524,1.0695981,1.104831,1.1442516,1.0341872,0.92073965,1.0396613,1.1686506,0.89165217,1.2125739,1.0925382,0.95866877,1.0568756,1.0054812,0.0,1.1707655,0.5062643,1.0990903,0.92196655,1.1325933,0.99786896,1.2393436,1.1930611,1.1102496,0.9328358,0.9910816,1.1536317,1.0422031,1.0192755,0.69160664,1.0600696,1.0099685,0.9982808,0.8216893,0.49133068,0.91103065,1.0199169,1.0400803,1.1232396,1.1502316,1.0683794,1.1863573,1.1224505,1.097847,0.863202,1.1507406,1.0152682,1.118192,0.93261486,1.0864176,0.6725662,1.0558407,0.50006104,0.9972411,0.7536458,1.1086261,0.84827924,1.1332407,0.8555378,1.0293361,0.92233217,1.125675,1.231477,0.9499154,0.8002991,0.60948914,0.97335994,0.9643781,1.236707,1.0514562,0.9938391,1.073797,1.0005844,1.1737368,1.0665796,1.074791,0.92293954,1.0226928,0.9503337
jar,1.2006557,1.1121594,1.1315767,1.0721551,0.9477877,0.89551514,1.0354851,0.8306073,0.889948,1.1398002,1.0712147,1.0936118,0.9708767,1.1105253,1.1575764,1.0040958,1.0555669,0.51794004,0.9603653,0.997665,0.9629527,1.1094303,0.8366718,1.1470611,0.9863468,1.0611243,1.1544433,1.0639039,1.0748413,0.85513616,0.91140693,1.0543543,0.96893054,1.0879267,0.93559116,1.1940932,0.92285323,0.7956205,1.0530682,0.9899485,0.99088997,1.0034981,1.0920278,0.8786321,1.1282307,1.2337103,1.1779627,0.92792666,0.98470265,1.0407403,1.1441418,0.8817533,1.2874011,1.049031,0.8814163,1.0867363,0.8735139,1.007163,1.1995873,1.0724761,0.95549697,1.1707655,0.0,1.1894549,1.1240411,0.9268021,1.05549,0.9727766,0.9583512,0.84360254,0.21513814,1.0000756,0.85406375,0.93409324,1.1827728,1.0596018,1.1226969,0.9838231,1.1293648,1.0713128,1.1444714,1.1579406,1.0570607,1.0105023,1.0140457,1.0550969,1.0389917,0.97278756,0.9060776,0.995283,1.0967526,0.86786115,1.0423584,1.225604,0.82449424,1.1590685,1.0767539,1.1109647,0.9978021,1.0665127,0.8406586,1.2215909,1.0559185,0.97613996,1.0049953,1.021326,1.2097243,0.9379064,1.0532839,1.0175955,0.90975463,0.978073,1.0633329,0.9556019,0.9101373,0.9126321,1.2106503,1.2311,0.88153565,1.077551,0.8845471,0.7590554,1.0265288,0.9437415,1.1647731,1.0274435
jeans,1.2049807,0.8434998,1.4127622,0.566261,1.2937669,1.3640653,1.4246203,1.1991323,0.7457173,0.79123664,0.5585811,0.9431157,0.72781575,0.6691465,1.3944056,0.6999987,1.0066547,1.471676,1.3757603,0.86412454,1.1900871,1.1504347,1.4004014,1.2065811,1.4158828,1.3039169,0.9288158,0.8000754,1.454495,0.8777647,1.3611195,1.1107626,0.7610105,0.4632243,0.90870094,1.4137169,0.6843477,1.5384748,1.097524,1.2374227,0.8088437,1.1032757,0.4070378,1.2560842,1.1974914,1.1007745,1.2758868,1.1263764,0.9942075,1.0962261,1.3899641,0.83811975,1.0301089,1.0239681,1.1193179,0.86504745,1.0449846,0.7456758,1.2106054,1.1702384,0.8423248,0.5062643,1.1894549,0.0,1.1378968,0.9489971,1.4865286,0.759941,1.0962747,0.9792215,1.1974312,0.6612256,0.9495858,0.913362,1.2846425,1.1888262,1.1678859,1.3332171,1.2969925,1.08682,0.3567683,0.2452439,0.84259546,1.2873229,1.3197055,1.1615794,1.0128237,1.2129201,1.0577705,1.3460909,1.1364526,0.7762937,1.1824055,1.064319,1.1931503,0.7476533,1.125051,0.57042044,1.0590035,0.31846333,0.8970709,0.41197836,1.1421182,0.7466295,1.1696802,0.6307372,1.2718096,0.66794956,1.285148,1.3096586,0.868493,0.6518411,0.4382816,0.8995121,0.6772597,1.5135506,1.1204941,1.2049549,0.8720932,1.2277514,1.4403329,0.85723096,0.97860754,1.2087076,1.3620651,0.83603054
