,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
raisin,1.2867466,0.7665435,0.9760994,1.2146941,0.9049125,0.71864367,1.0819618,0.93493754,1.2686749,1.2727194,0.48846138,1.121423,1.2238418,1.109691,1.172872,1.1513788,0.8806882,1.0194174,1.2122749,1.0376136,0.60982454,0.7795774,1.1024966,0.56393045,0.94721043,1.060843,0.91373277,1.1046005,1.1000977,1.0313262,1.2125003,1.2029068,0.9889703,1.031925,1.234315,0.9040055,0.6745594,1.2240822,0.8753882,1.2580756,0.9826895,1.208669,0.9607913,0.9920118,1.2418642,0.39878213,1.0345192,0.47110122,1.1274946,0.64714855,1.2808813,0.9148814,1.0779754,0.9244133,1.0740575,1.1275105,1.1041775,0.61005735,1.0031703,0.8721881,1.0724599,1.1053345,1.0587816,0.7644416,1.0697302,1.0711285,1.0317024,1.2109286,1.1411675,1.0073967,1.1933082,0.7854285,0.898534,0.95918703,1.0376396,1.2624426,1.1642504,0.84140617,1.0790032,1.250924,0.63513947,1.0125797,0.54960835,0.40752614,0.85036474,1.1511325,1.1794038,1.2721205,1.1026684,1.2610512,0.6936859,0.8068677,1.2529173,0.9666466,0.5440845,1.0987788,0.89755166,1.1950302,1.0382414,0.9353951,1.163979,0.9461843,0.0,1.2015411,0.8635067,1.099906,1.1309342,1.2033162,1.0301499,1.1069785,0.9639191,1.2774701,1.2497874,1.2447499,0.60964847,1.2200257,0.8119044,0.7942386,0.87928873,1.1157038,0.8670263,0.8422463,1.095947,1.1136994,1.3645804,0.8666421,0.63037175,0.58665556,0.993765,1.0578243,0.9888367,1.3014401,0.83581805,0.49790776,1.0739019
refrigerator,0.99821144,1.4571617,1.2686777,0.79969656,1.1782382,1.1057272,1.252738,0.82978094,0.63533276,0.6436037,1.143193,0.57522905,0.7959975,0.9945788,0.79431295,0.7078946,1.2017463,1.0449209,0.5533088,1.3180041,0.8651725,1.0036043,1.0543749,0.90601325,0.8976023,1.0652094,0.84063035,0.59063524,1.1759703,1.1370115,0.3688749,0.7721263,1.0349194,1.3224126,0.6121357,1.3636651,1.3885927,0.465141,1.0734012,0.7764931,1.2042301,1.1031029,0.28085595,0.43382514,0.8233976,1.2081428,1.2614439,1.1052444,0.9528526,1.2815914,0.9359761,1.1537052,1.0740148,1.1765113,1.1498429,1.205475,0.78277004,1.4036832,1.2801279,1.1698008,0.9716783,1.1784918,0.928538,1.1744074,1.2211514,0.8547641,1.061895,0.89320165,0.85934496,1.0410933,0.5495097,1.1201175,1.0238346,1.1590163,1.0129188,0.8176392,1.0173068,0.8812814,0.8630927,1.1345277,1.4390771,1.015766,1.231529,1.3257878,1.3342245,0.36394405,1.044015,0.78519785,0.7873051,0.6333455,1.3481388,1.3315644,0.8769311,1.2462938,1.2431817,1.1420176,1.1181151,0.9393263,1.2211853,1.2397283,0.7435758,0.9226787,1.2015411,0.0,1.2510512,0.93262345,1.1898916,0.76772785,1.178238,0.805773,1.1404543,0.70482993,0.648136,0.7914053,1.484904,0.8249184,1.2837942,1.3150722,1.0402092,1.1229602,1.1222721,1.3186518,0.71200025,0.7612327,0.65299046,1.2717826,1.3334455,1.4236931,1.0398229,0.95870626,1.3182333,0.57733583,0.8410921,1.4425676,0.5055013
rooster,1.1589504,0.8667866,0.99535775,1.3043832,0.9959976,1.0082139,0.99274254,0.8470119,1.3937473,1.4214447,0.9026651,1.3075376,1.3251379,0.9380971,1.3897333,1.2699482,0.68232197,1.0920446,1.4197191,0.91614455,0.9084876,0.75278324,0.8071688,0.7659535,0.93459237,1.1365113,0.9245844,1.0913436,0.9398745,0.88386106,1.22788,1.224933,1.13445,0.8549708,1.1571293,0.84401584,0.7123546,1.2786635,0.79590327,1.1351917,0.6046959,0.9528382,1.111188,1.243684,1.177949,0.81448996,1.1144704,1.0361683,1.074886,0.91067,1.2234731,0.8272371,0.44450068,0.9940468,0.87783855,0.947003,0.92715895,0.676337,0.96187264,0.96433914,1.0124226,1.0109949,1.0320194,0.720119,0.68215513,0.91143775,1.0905695,1.0962232,1.1738331,0.9251994,1.0920082,0.87424684,1.0494444,0.7824305,1.1563503,1.1853073,1.1852385,0.99306506,0.8179311,1.1310714,0.749887,1.0843277,0.8470078,0.7272018,1.0160823,1.2245078,1.0956072,1.209956,1.126054,1.4242375,0.6840764,0.7735909,0.99166465,1.0346605,0.6928721,1.0057799,0.712005,1.1609062,0.80848235,1.0301137,1.1127207,0.86115617,0.8635067,1.2510512,0.0,1.0202584,0.81950486,1.129409,0.99035925,1.19032,0.7455615,1.2434957,1.3312238,1.1473787,0.64844036,1.1512914,0.8252951,0.85051894,0.9361714,0.9254748,0.8728796,0.80943716,0.99225503,1.0909065,1.4396122,0.9609439,0.8486254,0.6504225,1.0189637,1.1383873,0.83056206,1.4339585,0.78361994,0.66399056,1.0914464
scarf,0.6769058,1.2885091,1.1695949,0.8403193,1.1612158,1.2254041,1.290875,1.2748199,0.86016256,0.57282376,1.2299554,1.0095978,0.664559,0.5470681,0.63009334,1.1331222,1.294902,1.3409063,1.0635384,1.3434625,1.254479,1.2747352,1.2012155,1.141825,0.97462904,1.2266109,0.6228342,0.7911476,1.0386393,1.3283739,0.7196272,0.8992836,1.0782598,1.279794,0.81824785,1.1161273,1.3445011,0.73797905,1.3584714,0.8431538,0.8719709,1.0686655,0.91105366,1.091982,0.5683551,1.0629345,1.3006681,1.1446779,0.88636965,1.1591004,0.8594818,1.021608,1.1622956,1.08387,1.3803244,1.1058409,0.7103967,1.1617391,1.083826,1.3017455,0.8181276,0.993204,0.96688926,1.0681652,1.0775163,0.89611596,0.8360185,1.1822255,0.38141644,1.3341901,0.7708019,1.2630076,0.9033504,1.061248,1.0467556,1.1771026,0.75975305,1.188531,0.6820595,1.11408,1.1604897,1.2650545,1.0651617,1.1009372,1.2328101,1.0365062,0.78128064,0.46617317,0.42394948,0.8562974,1.3310997,1.3695323,1.0739537,1.1335212,1.1116697,1.1682581,1.3015285,1.2572454,0.9805965,1.0710534,0.885644,1.3329701,1.099906,0.93262345,1.0202584,0.0,1.2283522,0.45251346,0.96371293,0.5086378,1.2843658,0.7762362,1.149636,0.62190706,1.2149482,0.74347794,1.1995819,1.1935577,1.2690402,1.3514574,1.2996519,1.2439517,0.7706571,0.5605271,0.7146906,1.3142359,1.1187931,1.1468441,1.0906415,1.1594723,1.3348656,0.9448535,1.2513528,1.229657,0.96539134
scissors,1.0187194,0.8993848,0.99694407,1.30598,0.74607056,0.86480147,0.60617274,0.9457302,1.2536668,1.3312947,0.86774445,1.0695127,1.3408387,1.1264875,1.2331315,1.0016694,0.73096746,0.87534904,1.1274785,0.9065227,0.88672376,0.77947414,0.58334625,0.9380141,0.9375192,0.9178471,1.2522051,1.195846,1.081539,0.7113539,1.2678357,1.1523571,0.89675206,0.79750156,1.2068336,0.9941386,0.6202568,1.3277756,0.7311636,1.2368042,0.93398833,0.92350453,1.2361485,1.1247776,1.2923689,1.1206459,0.85191566,1.0159796,1.2470468,1.113545,0.9858411,0.83022726,0.801328,0.9940847,0.689946,0.7276649,1.3198289,0.96994406,0.9129033,0.7025914,1.3082001,1.0030205,1.2354602,0.85009825,0.7643488,0.9499029,0.99456525,0.9253356,1.3037919,0.6555517,1.227832,0.92791647,1.1924856,1.101966,1.1248796,0.84014213,1.1783698,0.79184616,1.1865394,0.9673047,0.9060835,0.7585906,1.1583823,1.0620284,0.86527556,0.98596275,1.2222008,1.3340807,1.366216,1.1799976,0.6665922,0.66899216,0.8553605,0.9801583,0.91030073,1.0480573,0.7819322,1.0198317,0.830353,1.127475,1.0304208,0.67939377,1.1309342,1.1898916,0.81950486,1.2283522,0.0,1.3948402,0.8966148,1.3683193,0.52222097,1.2713172,0.9856386,1.0832655,0.7494174,1.1419581,0.8670194,0.7760506,0.99699473,0.69273037,0.7326072,0.64132196,1.0575005,1.3340195,1.2220228,0.60442054,1.1133503,0.9036439,0.9306556,0.7779905,0.48306632,1.1958399,0.69637245,0.9099456,1.1737428
shirt,0.7025645,1.481554,1.1394888,0.4331382,1.4081007,1.4272165,1.3837309,1.266093,0.70283777,0.48605067,1.3394635,0.9519918,0.2510476,0.63486034,0.57490003,1.101091,1.4811237,1.4602554,0.91119695,1.4109361,1.3450907,1.3548162,1.2690679,1.2076322,1.0259408,1.2391214,0.6683171,0.65013665,0.943826,1.5072367,0.5644931,0.8533665,1.0026673,1.403582,0.70402557,1.1772249,1.5886631,0.5441551,1.5089738,0.7954947,1.0286744,1.0268949,0.8329029,1.0052487,0.16722405,1.0008194,1.4009458,1.2344863,0.54725283,1.1128579,0.8370087,1.2863473,1.2705429,1.111192,1.4108685,1.1931403,0.50101256,1.2154634,1.1262296,1.4755075,0.51756036,1.0647774,0.6813658,1.1630584,1.2096345,0.90660787,0.91807353,1.1303413,0.2412622,1.3841921,0.5854535,1.4040387,0.79051125,1.1240621,1.0011928,1.1670194,0.71791494,1.3430611,0.71963096,1.1100943,1.4143564,1.28369,0.92144287,1.1762843,1.4119267,0.8600235,0.79590046,0.19310033,0.21764028,0.7218523,1.5354414,1.568512,1.0745516,1.2046508,1.2781013,1.1218281,1.4284275,1.2619915,1.1288304,1.0348384,0.72505724,1.4321022,1.2033162,0.76772785,1.129409,0.45251346,1.3948402,0.0,0.9170823,0.2545486,1.4497175,0.5848388,1.0828518,0.49405533,1.4699774,0.77377737,1.3879526,1.4112036,1.2972877,1.4243503,1.4465952,1.3816423,0.67592275,0.19119906,0.5679432,1.5530522,1.0875561,1.3115036,0.98890615,1.1594582,1.5720385,0.80214447,1.3923285,1.3249929,0.9024243
shoe,0.77365744,1.2220085,1.0169117,0.9860957,1.017626,1.3448704,0.95290905,1.0676717,1.0369573,0.93378556,1.2258697,1.0647864,0.8276254,0.7887171,0.8163657,1.0077033,1.2187032,1.1466054,1.0368638,1.0948555,1.2724082,1.0488735,1.0312626,1.1291974,0.9665563,1.0938655,0.9914727,0.94014746,0.9841677,1.110941,1.1098559,0.78632355,0.9933195,1.0420343,0.99141186,1.0031037,1.2180775,1.0051785,1.2423891,1.0800369,0.89969647,0.87886685,1.2520163,1.1042861,0.8835691,0.9233531,1.1809254,1.1907712,0.9439419,0.99538165,1.0028998,1.040786,1.1254032,0.62388813,1.1060959,0.85511863,0.9872833,1.1396501,0.7040206,0.95020664,0.9398744,0.9779064,0.89009696,1.007412,0.86578083,0.9493181,0.86703837,0.8982573,0.7841731,1.0423619,0.97806656,1.2918314,1.0061646,1.0365745,0.8565204,1.0037053,0.7423963,1.2700604,0.89898086,1.0023977,1.2328315,1.0007945,1.0832343,1.0234936,1.1923054,1.073641,0.84904957,0.7977965,0.81994593,1.0282577,1.1979297,1.238035,1.0304263,0.9688394,1.1126456,1.0343173,1.2195929,1.177679,0.86760306,1.0746791,0.5760793,0.96586967,1.0301499,1.178238,0.99035925,0.96371293,0.8966148,0.9170823,0.0,0.7758403,1.1844763,1.0390329,1.1106653,0.92080086,0.92266524,1.0555949,1.2421747,0.97518253,1.0956844,1.0776212,1.016969,1.1185808,0.7391192,0.8990613,1.0160216,1.0512736,0.80931056,1.0605133,0.94336575,0.8764819,0.9401948,0.94902265,1.2110507,1.1217881,1.2831259
shorts,0.7931051,1.4163945,1.1176236,0.5468507,1.3371667,1.3415984,1.2834203,1.2341185,0.7515458,0.5691131,1.1959243,0.9193661,0.3849672,0.7636327,0.6005963,1.1264513,1.4000368,1.3560522,0.9266643,1.3760298,1.1835083,1.1594177,1.295881,1.0023233,1.133904,1.1661478,0.7689693,0.65410775,0.9719684,1.4495311,0.6603755,0.8545011,1.0470735,1.3874819,0.7341808,1.1964955,1.468534,0.6519412,1.3687721,0.9288407,1.0968807,1.055386,0.81977636,0.97015435,0.33756036,0.99268585,1.3290105,1.1431688,0.79984,1.0113972,0.9534182,1.2670588,1.308145,0.94331914,1.367985,1.224262,0.7345369,1.2007895,1.0269352,1.4304128,0.7083508,1.0989108,0.7801195,1.1340785,1.161614,0.9179584,0.91195077,1.1016212,0.20459032,1.2460508,0.6993879,1.3377179,0.76557076,1.182005,1.0309626,1.1233263,0.7710411,1.1904261,0.8049438,1.1831069,1.3569381,1.0891876,0.8949577,1.1192893,1.3358014,0.81317466,0.92426264,0.24427229,0.092024505,0.8243866,1.4429277,1.482095,1.1247591,1.1723695,1.1397461,1.156667,1.3853867,1.2655922,1.1119292,1.0254107,0.68342876,1.3295692,1.1069785,0.805773,1.19032,0.5086378,1.3683193,0.2545486,0.7758403,0.0,1.354986,0.70010984,1.0622648,0.7051631,1.3410846,0.9342843,1.3428539,1.284409,1.2085948,1.342714,1.3583562,1.3330333,0.740534,0.38334823,0.71364474,1.4157152,0.96785825,1.245187,0.9515153,0.9503438,1.5002189,0.8700675,1.2027696,1.2611811,0.9063544
shovel,1.3206646,0.7166774,1.0627279,1.3774145,0.6714804,0.5097856,0.7258555,0.77568567,1.3175966,1.5118508,0.54768336,1.161083,1.4579943,1.3937881,1.4390732,1.1007427,0.35931242,0.60534585,1.234588,0.8698777,0.48531348,0.45147097,0.69163096,0.5658467,1.0917633,0.8725234,1.298645,1.2100744,1.2429409,0.55060124,1.2624301,1.2297714,0.98496747,0.8612772,1.2885814,1.1085913,0.42522657,1.3929789,0.36584926,1.2568095,1.0041991,1.1527306,1.0634648,1.1618711,1.4079268,1.0587387,0.7906959,0.81280035,1.280883,1.054082,1.2589648,0.82499826,0.59769166,1.0219214,0.55681,1.0594975,1.3588136,0.77386236,1.1412823,0.80069846,1.3065972,1.1163367,1.3012574,0.7655289,0.80842257,0.97196215,1.1022333,0.9150193,1.4268179,0.6019382,1.2961199,0.5931444,1.1996133,1.0704283,1.2080278,0.77400565,1.4044607,0.4925133,1.2622328,1.1320301,0.641334,0.7925827,0.9912787,0.964117,0.79180497,0.9559424,1.3576517,1.410388,1.3953089,1.3404559,0.49000627,0.51416665,0.9467716,1.0901402,0.6229024,1.0490638,0.4762078,0.87043226,0.92523396,1.0992948,1.2001326,0.61991894,0.9639191,1.1404543,0.7455615,1.2843658,0.52222097,1.4497175,1.1844763,1.354986,0.0,1.2931997,0.9543627,1.3347958,0.62115645,1.3069024,0.6581018,0.763908,0.88859695,0.537364,0.65766096,0.55336225,1.3042355,1.3628144,1.4181528,0.5261679,1.0454341,0.70643467,0.9923965,0.8546548,0.65698934,1.3191435,0.3631022,0.740842,1.007055
shower,0.7377554,1.360388,1.1291646,0.5198553,1.2431049,1.2852932,1.3616827,1.1769019,0.48606247,0.45410436,1.3760118,0.98199934,0.52704704,0.7932436,0.65698993,1.0133336,1.3134079,1.1871866,0.864709,1.3283627,1.249953,1.3828254,1.2020673,1.3209573,1.1004314,1.1237826,0.73290336,0.8256005,1.0724049,1.2203662,0.42999208,0.8631102,0.9763011,1.3121929,0.79317385,1.2681041,1.4572284,0.52399796,1.3425822,0.7065575,1.1124175,0.9469021,0.66900045,0.8988921,0.58753663,1.1424948,1.2011122,1.212841,0.6154263,1.1774995,0.81205726,1.1932176,1.2579426,1.0614818,1.1794739,1.1076359,0.6959845,1.2333853,1.2081294,1.3847907,0.5688681,1.0637519,0.8181841,1.0681901,1.1521345,0.8880754,0.9393685,1.0728751,0.6918507,1.2528661,0.72822165,1.239423,0.9702942,1.2257044,0.94885904,0.95565045,0.78162324,1.2013643,0.94597626,1.1208013,1.2949988,1.2376282,1.1212344,1.2016281,1.3333113,0.78159225,0.7727294,0.5621981,0.698099,0.70415246,1.4083543,1.4023174,1.0214021,1.2470555,1.4277729,1.125996,1.253243,1.0281243,1.1365854,1.0320872,0.92431456,1.2721083,1.2774701,0.70482993,1.2434957,0.7762362,1.2713172,0.5848388,1.0390329,0.70010984,1.2931997,0.0,0.72670424,0.7155949,1.4162183,0.68617696,1.2995789,1.3742533,1.1349446,1.182801,1.248573,1.3174096,0.84765875,0.6708549,0.54092884,1.4067023,1.1648194,1.323623,1.0450716,1.1169702,1.395499,0.68123096,1.2831271,1.2987311,0.78394085
sink,1.0388496,1.2837701,1.2736602,0.8650374,1.1623274,0.9617288,1.0715053,0.79579175,0.32970643,0.86355245,1.015427,0.58999234,1.0117346,1.0509381,0.91900873,0.86313105,1.117773,0.46392995,0.58374774,1.0115094,1.0032488,1.0035579,0.99156183,1.0285771,0.84916675,0.96833634,0.96853316,0.78463656,0.9896213,0.83666724,0.760216,0.9009805,0.9266215,1.0701983,0.8017091,1.1389731,1.1907692,0.8273139,0.92239374,0.818904,1.204653,1.1665547,0.75526035,0.52391887,1.1021069,1.3119389,0.9581474,1.1207621,1.1330004,1.2397996,0.940976,1.0176201,1.1645111,1.1977292,0.6924305,1.1777756,1.0512766,1.2878084,1.0709075,1.1848271,1.1413924,1.2041625,0.9973752,1.2087941,1.1917307,0.76730204,0.9456201,0.87378734,1.0876901,0.7549264,0.856907,0.8541287,1.189337,1.1165974,1.0752248,0.69873106,1.0715915,0.8648211,1.0971874,0.9904743,1.2373736,0.76804847,1.2390535,1.2929316,1.1777295,0.5032844,1.0270787,1.0839573,1.0924675,0.6835128,1.1077095,1.0802166,0.9485246,1.1461084,1.1600438,0.9903791,1.0322495,0.4083144,1.1872053,1.2375164,0.86187065,0.75772786,1.2497874,0.648136,1.3312238,1.149636,0.9856386,1.0828518,1.1106653,1.0622648,0.9543627,0.72670424,0.0,0.97207534,1.2557844,0.8995518,1.1761017,1.1372912,0.8093721,0.6122452,0.9215034,1.1971215,0.9530307,1.044613,0.7125921,0.94460136,1.3191042,1.3298566,1.1159835,0.8529129,1.215301,0.52295125,0.99144167,1.359513,0.7563966
slide,0.65248,1.4021907,1.1678928,0.6595689,1.3506917,1.3502942,1.1113224,1.1124893,0.7197778,0.49227136,1.2951261,0.8323849,0.58654636,0.6146021,0.6210429,0.9665214,1.3603388,1.3261448,0.8164088,1.3506851,1.2896978,1.390737,1.0469494,1.2716651,0.84322524,1.2209066,0.60506684,0.72473156,0.955381,1.353407,0.6754705,0.9375537,0.84798396,1.3287419,0.77167165,1.1420561,1.4004358,0.58403397,1.4067516,0.7595466,0.92459553,1.0223334,0.9154412,0.9796036,0.5977937,1.0828938,1.3823484,1.1681442,0.7492943,1.2709585,0.5381679,1.1219196,1.2239996,1.1719584,1.2808659,1.0046964,0.57599175,1.1981652,1.0997009,1.3176534,0.77464056,1.0020719,0.7680592,1.2414879,1.1693884,0.9896198,0.9689595,1.1633064,0.44776005,1.2348964,0.5649756,1.3082113,1.0342301,1.0876052,1.0598229,1.1116226,0.7641194,1.2580996,0.8059226,1.04233,1.3261182,1.2218252,1.194103,1.3161914,1.3749416,0.8365859,0.7997723,0.58733976,0.5775447,0.6847832,1.3318605,1.3256912,1.0681082,1.1030372,1.2418829,1.1130434,1.2948627,1.1648825,1.1179507,1.1452333,0.8429524,1.2383446,1.2447499,0.7914053,1.1473787,0.62190706,1.0832655,0.49405533,0.92080086,0.7051631,1.3347958,0.7155949,0.97207534,0.0,1.3404508,0.65612173,1.2621092,1.2896473,1.2351815,1.2739525,1.3195238,1.3501735,0.7734895,0.58772105,0.4523362,1.3813115,1.2486417,1.3400518,1.0149674,1.1526568,1.3485038,0.68719,1.2867184,1.3113446,0.9337716
slipper,1.4522058,0.3642665,0.9221412,1.4411997,0.69177836,0.6188016,0.7357124,0.8496062,1.496521,1.5440865,0.5011896,1.3109554,1.4868386,1.2994765,1.48025,1.1861689,0.26619792,0.7852173,1.4514916,0.7729039,0.6407492,0.603295,0.8535206,0.6017297,0.9434058,1.0877339,1.16232,1.40346,1.0866022,0.61942947,1.4612945,1.3944308,1.1260124,0.7068831,1.3809131,0.7859895,0.16818333,1.5982506,0.45944893,1.3596647,0.8431553,1.2118186,1.2739241,1.2752248,1.4172566,0.7595068,0.8121902,0.6403494,1.2604672,0.6790087,1.2737963,0.8734671,0.7890918,0.76681703,0.7880791,1.0749618,1.3968439,0.26020825,1.0175666,0.64224815,1.2165446,1.0498302,1.2210141,0.6251434,0.8964964,1.1515868,1.1635597,1.1934409,1.3150712,0.78261954,1.4847486,0.62281704,1.0931668,1.0298492,1.1883289,1.1683868,1.4526632,0.8165238,1.2366643,1.2432764,0.15909511,0.9566432,0.6628498,0.5587357,0.6465723,1.2850775,1.328124,1.4737635,1.331728,1.4806373,0.21313334,0.2772088,1.1694419,0.9235866,0.36330938,1.0731609,0.54260457,1.11749,0.9555296,0.9873437,1.3719363,0.6576887,0.60964847,1.484904,0.64844036,1.2149482,0.7494174,1.4699774,0.92266524,1.3410846,0.62115645,1.4162183,1.2557844,1.3404508,0.0,1.2703748,0.32114434,0.66324383,0.8920893,0.83017343,0.71046245,0.5913708,1.3943696,1.4209672,1.5625417,0.4762208,0.57025754,0.28413188,1.0508693,1.0487984,0.560105,1.5660329,0.65324074,0.22755277,1.2482785
snow,0.8998194,1.2612209,1.1921812,0.867035,1.1290278,1.184185,1.2397656,1.0476631,0.70344293,0.5887372,1.2605577,0.77846193,0.80359054,0.7056004,0.7876549,1.001433,1.1831388,1.0961542,0.79393303,1.1940596,1.2064047,1.2810247,1.1649495,1.2390587,0.7369096,1.2101057,0.63048255,0.8377267,0.9507127,1.10283,0.6929613,0.80474705,0.99008435,1.1618268,0.76016986,1.1138103,1.3233548,0.67883164,1.2290171,0.66582227,0.9038361,1.0293187,0.8219959,0.9048128,0.8087158,1.1968608,1.1652656,1.1063206,0.8599879,1.2512211,0.79819256,1.1358061,1.1709017,1.0963341,1.2669054,1.0772663,0.69759977,1.2282813,1.223685,1.2177436,0.9351915,1.0954969,0.97764486,1.1694957,1.1197647,0.84694684,1.0338839,0.98674315,0.83791,1.2520111,0.6845752,1.1131068,1.0370512,1.0419985,1.0360905,1.121629,0.947338,1.2000489,0.5795543,0.9816173,1.1935614,1.1882814,1.2990265,1.2475913,1.2300076,0.98897415,0.7678827,0.77760535,0.8577217,0.7038293,1.3020412,1.23926,1.0660387,1.1643363,1.3047395,1.0852847,1.1405013,1.0066427,1.0630116,1.1683671,0.9324929,1.037957,1.2200257,0.8249184,1.1512914,0.74347794,1.1419581,0.77377737,1.0555949,0.9342843,1.3069024,0.68617696,0.8995518,0.65612173,1.2703748,0.0,1.1159616,1.2824947,1.0353096,1.2560506,1.0462896,1.2817152,0.8053013,0.76753587,0.5536661,1.2227399,1.2448455,1.3518866,1.1585095,1.1476072,1.2238905,0.798639,1.2343564,1.2987547,0.79231375
soap,1.3643286,0.2880001,0.8657837,1.4187478,0.66615707,0.5465947,0.5671792,0.93489885,1.374655,1.4515747,0.64860636,1.3588094,1.4104564,1.2570024,1.449286,1.1070014,0.29010856,0.70020664,1.3689022,0.7616303,0.6647157,0.78249776,0.876366,0.7693832,1.032955,1.0777863,1.1897581,1.4990861,1.1121454,0.5735992,1.2970206,1.2842951,1.1723238,0.67653567,1.4075522,0.7869129,0.31176305,1.4652181,0.4635868,1.1732537,0.91604096,1.2344716,1.1725028,1.2052653,1.3666933,0.9247756,0.731598,0.66203797,1.1560049,0.92725366,1.200051,0.8846455,0.72339755,0.9912844,0.8752065,0.9033015,1.2641954,0.4446352,1.1493946,0.67959386,1.2133703,0.9082198,1.3717604,0.8241737,0.9596656,1.1938728,1.138796,1.1055064,1.3606544,0.98837954,1.468077,0.717631,1.1766834,1.0205337,1.0396178,1.1641308,1.4359299,0.8571128,1.1632494,1.0586767,0.27444148,1.0231191,0.8756952,0.75937605,0.5810853,1.2813443,1.2707603,1.3928382,1.3318295,1.4022521,0.4123925,0.3901422,1.007636,0.81199557,0.57404286,1.0147628,0.5145478,0.96854615,1.0311149,0.8878983,1.4530174,0.84376884,0.8119044,1.2837942,0.8252951,1.1995819,0.8670194,1.3879526,1.2421747,1.3428539,0.6581018,1.2995789,1.1761017,1.2621092,0.32114434,1.1159616,0.0,0.72986233,0.9171289,0.9009141,0.77802193,0.6244414,1.3962076,1.3572028,1.4503026,0.4829198,0.8689634,0.5259967,1.1943635,1.0857207,0.5833569,1.4179363,0.75678945,0.47508335,1.1413491
sock,1.0272301,0.6680275,0.71856236,1.3290391,0.76386917,0.8030441,0.6327529,0.9421052,1.2369652,1.4075005,0.7651892,1.1483314,1.392662,1.1644636,1.2347755,1.1379442,0.85115564,0.9224235,1.2537286,0.74726665,0.8342437,0.78929985,0.8151406,0.82022595,1.1266999,0.861962,1.1510739,1.327769,0.9193474,0.84063137,1.399842,1.2864031,1.0303341,0.69328994,1.2557774,0.7256648,0.69030213,1.3710703,0.8312552,1.2890314,0.68672675,0.90348005,1.2526549,1.1856494,1.3797019,0.7934612,0.7574972,0.90322196,1.2947842,0.8679796,1.2058421,0.72280586,0.92926323,0.88222754,0.92240727,0.6359856,1.2984693,0.81280553,0.54860777,0.7695525,1.2608787,0.74835,1.2085375,0.919381,0.86604285,1.1910911,0.95166385,1.1872866,1.2711322,0.96379733,1.3817594,0.8717549,1.1394712,0.907943,1.0442966,0.9688089,0.99021316,0.83639336,1.2454312,1.0053011,0.73832154,0.7543071,0.8492623,0.7380097,0.68540406,1.2937189,1.0858713,1.3802001,1.2892003,1.3170985,0.7421255,0.8129119,0.92098457,0.7723396,0.66168,0.98265654,0.7879264,1.0444779,0.8698606,0.88951796,1.3228226,0.9451387,0.7942386,1.3150722,0.85051894,1.1935577,0.7760506,1.4112036,0.97518253,1.284409,0.763908,1.3742533,1.1372912,1.2896473,0.66324383,1.2824947,0.72986233,0.0,0.87132317,0.9285023,0.8640225,0.77235854,1.35481,1.3319814,1.4673903,0.67750096,0.8018049,0.67546743,1.0161649,0.87624556,0.56205136,1.3661631,0.84817433,0.7042688,1.1934097
