,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,cat,chair,clock,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,face,finger,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,hose,jacket,jar,jeans,knife,ladder,lamp,mitten,mop,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pillow,plant,plate,purse,refrigerator,scissors,shirt,shoe,shovel,sink,slipper,soap,strawberry,sweater,table,tape,toe,toothbrush,towel,toy,tray,vacuum,watch
pillow,1.1163449,0.7465271,1.1109928,1.3960228,0.9130257,1.0472813,0.5822418,0.83922803,1.0274854,1.4582248,1.2507694,1.2930028,1.0592941,1.3223004,1.3254157,0.70683336,1.2239347,1.1831237,0.6463251,0.97275406,0.51256037,0.47534692,1.1591659,0.7058501,1.032984,1.0635726,1.3301947,1.0383579,1.2334522,0.72257054,1.3340405,0.9110124,1.227476,0.9482158,1.0050881,0.66958475,1.0201074,1.2170651,1.021085,1.2135117,0.9250876,0.5622866,0.5432711,0.82988274,1.0260581,0.84060764,1.1176234,1.281506,0.99719065,0.8117871,0.8086991,1.2059542,1.0111451,0.90416336,0.9974817,0.97918314,1.1178701,0.9354524,1.1869638,1.0830773,0.7702466,0.84025383,1.0379351,0.5619342,0.9377916,1.3438747,1.3602571,0.8518572,0.98335505,0.7441602,0.8802533,0.0,0.43498516,1.1653355,1.0477858,1.1726794,0.7935905,1.2862122,0.97317135,0.8576383,1.022192,0.563985,0.7013748,0.7474694,1.1565131,1.52701,0.9915669,0.63748056,0.69652295,0.7198871,1.0366185,1.47095,0.8220933,1.0684749
plant,1.1491423,0.7668861,1.1776326,1.3027966,1.0707293,1.1359305,0.5876194,0.68934315,1.2387127,1.4648141,1.3612494,1.3387611,1.2266018,1.3175106,1.2121822,0.48461926,1.0887351,1.1563005,0.60245,0.8416529,0.3860538,0.36528957,1.147841,0.9042727,1.0625709,1.0827969,1.3304772,1.2767107,1.3116039,0.5598797,1.2996855,0.69108045,1.1917119,1.246801,1.0379852,0.5373213,0.96161026,1.2269305,1.0087003,1.2096843,0.99531156,0.079732895,0.8409071,0.75888824,1.0019376,0.74360704,1.1126249,1.160167,1.0265896,1.090439,1.092043,1.1516867,1.178494,0.9072576,1.1231257,1.011512,1.1161156,0.6881374,1.444229,1.0222207,0.7668019,1.131669,0.970561,0.8297188,0.8053835,1.3108437,1.4525926,0.9695253,1.0560389,0.6084429,0.7088369,0.43498516,0.0,1.0203099,0.9438383,1.0105276,0.6930329,1.3311458,1.010187,0.5614066,1.0824238,0.59648675,0.7067893,0.6766043,1.3509623,1.4806821,0.84171826,0.78616184,0.6123311,0.9703664,0.9389837,1.4706428,0.5927698,0.9222657
plate,1.0548178,0.6476337,0.7619971,1.0852915,0.97313833,0.81463766,0.93785596,1.0017248,1.2606025,1.2636626,1.2706707,1.2906731,1.2759569,1.0323521,0.7521465,0.89183813,0.25207603,1.069273,1.036304,1.0006912,0.90564847,0.97780704,1.0628767,1.2666914,1.2514784,1.1153,0.9688927,1.453323,0.86918485,0.82721347,1.2797508,0.61614466,0.30119252,1.2548081,0.8131534,0.8925848,0.9950482,1.3217813,0.498415,1.2064817,0.86143583,0.9692441,1.3572819,0.6963714,0.7952448,0.8274591,1.1425197,0.5256924,1.312674,1.031917,1.056186,1.0833354,1.2853632,1.066468,1.429866,0.9857987,1.2616425,0.6451797,1.290266,1.0905246,0.78143907,1.0388607,0.81205547,1.206837,0.7451756,1.2392118,1.2706385,1.328492,0.6917135,0.8547864,0.74437654,1.1653355,1.0203099,0.0,0.84837604,1.0345234,0.7930945,1.3770282,0.93580973,0.7918107,0.9835933,0.895679,1.0371479,0.69471884,1.4447563,1.0720205,0.45409274,1.1410434,1.2513204,0.9860158,0.59175795,0.83072186,1.0075676,0.9746232
purse,0.8850717,0.98362064,1.0638885,0.99552584,1.1106029,0.93301094,0.98368156,1.038175,1.0205609,1.0728979,1.1468942,1.0239143,0.9385547,0.97331417,0.53948754,1.0202608,0.8490858,0.8258456,1.0911064,0.84353316,1.0421258,1.0764239,1.0812373,1.1097683,0.9202843,0.92315507,1.1193845,1.1201383,1.0476364,1.1048964,1.024722,0.9839595,0.8702021,1.1923013,0.7715509,1.1027371,0.9274754,1.0500723,0.9679442,1.1371973,1.0777357,0.9029299,1.2085993,1.0318081,0.78083843,0.78197515,1.2308086,0.86761844,1.0749221,0.92637944,1.0443083,1.0897412,0.94440866,0.7922838,1.1446888,1.03357,1.0088946,1.1087999,1.1369709,0.89226663,1.0798992,1.0659106,0.85104316,1.1213776,1.0589948,1.1153258,1.109174,1.0693432,0.9103453,1.1386981,1.0841125,1.0477858,0.9438383,0.84837604,0.0,0.96934193,0.8672362,1.1181058,0.92997205,1.0461713,1.0506091,1.0024346,1.208839,0.92501837,1.0881579,0.9401001,0.90658665,1.0246202,1.0731586,1.125097,0.6590482,0.81865895,0.9145317,1.1826067
refrigerator,0.98937553,1.3121334,0.9999551,0.8057995,0.8284554,1.0082202,1.3041577,0.93822235,1.1056981,0.8155478,0.8394801,0.93226624,0.8817201,1.0474528,0.9137814,1.1461077,0.90558195,0.7414152,1.2673855,0.854122,1.0579972,0.92571807,0.78958195,0.9932403,0.68241006,1.1108569,0.8412852,0.8977803,1.0642011,1.3334018,0.7402365,1.0707463,1.0965501,0.9262471,1.0946914,0.90851593,0.69924796,0.90969104,1.2067363,0.9115436,1.0204904,1.00319,1.1980063,1.1386029,1.0605421,1.2849762,1.022264,1.091881,1.0265083,1.1836889,1.0952793,0.655357,0.9075915,0.92805535,0.86544716,0.8805622,0.70717055,0.9931492,0.8607411,0.8402413,1.372911,1.1199955,1.0148113,1.2403314,1.2174189,0.68157476,0.93195534,0.976601,0.9714191,1.2705263,1.2734612,1.1726794,1.0105276,1.0345234,0.96934193,0.0,1.0092179,0.9444597,1.139019,0.93512094,0.98609257,1.4566796,1.2471143,1.2343017,1.0125971,0.8901814,1.1132957,1.3650858,0.9317186,1.1331767,1.1344705,0.93590224,0.8474221,1.1716222
scissors,1.0466778,0.66141444,1.0522228,1.2524405,1.0849764,1.1585789,0.87781465,0.8985258,1.2421027,1.2862973,1.1809579,1.3135444,1.1430149,1.1915735,0.81320465,0.6636818,0.8678423,1.0649992,0.9517815,0.8532057,0.72554904,0.6834522,1.0203606,1.1305349,1.1802312,0.93105644,1.139648,1.2103174,1.1556499,0.6897805,1.3093603,0.71086836,0.9032383,1.2886539,1.0536808,0.72455096,0.9559373,1.2007476,0.9459958,1.138928,1.0377054,0.71776956,1.0820671,0.7966099,1.019975,0.9288064,1.0646089,0.8566076,1.1243402,1.1462032,1.0808703,1.1840067,1.1265496,0.95993114,1.1546731,1.0407485,1.2490575,0.7416312,1.2420143,0.93772507,0.88401693,1.1027253,1.0056807,1.0821207,0.77696383,1.2826321,1.2349967,1.1367059,0.94737947,0.72166705,0.65831065,0.7935905,0.6930329,0.7930945,0.8672362,1.0092179,0.0,1.263327,0.95217884,0.74448663,1.1345992,0.8123796,0.92324567,0.69311714,1.3060185,1.2084823,0.7736666,0.95457745,1.0404738,1.0213915,0.7804313,1.1523503,0.79172516,1.0139452
shirt,0.92939436,1.3577191,1.0946321,0.59001535,1.0183448,1.0045725,1.2423259,1.1431875,0.78082126,0.6094801,0.73666245,0.13934821,0.7652949,0.84027696,1.0474795,1.3700093,1.2606138,0.9823647,1.2513887,1.2236404,1.3937972,1.3498375,0.8910461,0.9314627,0.8599077,0.9342606,0.94330037,0.6342797,1.0263097,1.4016471,0.6938127,1.3670721,1.199121,0.74652386,1.1169472,1.3113065,1.1434102,0.4567541,1.2955964,0.5861716,1.133965,1.2986481,1.0311955,1.3808644,1.1574624,1.3271683,0.9440098,1.2743886,0.7464676,1.044457,1.0022856,0.87505543,0.7880555,1.0536321,0.62052995,1.0595697,0.7669624,1.4042284,0.7021862,1.0588119,1.3473147,1.0854464,1.1430793,1.0615875,1.2952728,0.71316135,0.2034179,0.758427,1.2659285,1.3470106,1.3568729,1.2862122,1.3311458,1.3770282,1.1181058,0.9444597,1.263327,0.0,1.1002035,1.3764628,1.0453093,1.403137,1.2024214,1.3614111,0.20290232,0.60392785,1.3933518,1.160927,1.0221803,1.2100632,1.3102951,0.7791926,1.2969543,1.127136
shoe,1.0039362,0.90351236,0.93644655,1.0815542,1.0886678,1.1295679,1.0029474,1.0144355,0.88377756,1.1286125,1.1171103,1.1732187,0.9978875,0.9785842,0.9488099,1.1481209,1.0583825,0.934342,1.0881734,1.0870111,1.1418145,1.004104,1.1027249,1.0109441,0.9874965,0.71971285,1.1149192,1.0004532,0.9369842,1.1080279,1.091647,1.1704249,0.9024743,0.9564969,0.909899,0.9030208,0.95635736,1.1112127,0.8970139,1.017143,1.0994823,0.9825632,0.88603455,1.1220355,0.96974075,1.1118158,1.1836472,1.0544642,0.99991614,0.9787585,1.0300971,1.0968275,0.9148819,0.809579,1.07363,1.0176637,1.0082301,1.133518,0.9982252,0.9978544,1.0460885,0.9416867,0.97640246,0.8989107,1.0028554,1.1011134,1.1857401,1.0444205,1.0015473,1.0754827,1.1304861,0.97317135,1.010187,0.93580973,0.92997205,1.139019,0.95217884,1.1002035,0.0,1.1548,1.0685428,0.90627134,1.0609281,0.9074721,1.069937,1.060392,0.9752343,0.91053295,0.8566534,0.9888476,0.9442358,0.9419151,1.0608448,1.1502874
shovel,1.1621393,0.77541727,1.1822988,1.2121539,1.0447451,1.0000919,0.79870737,0.8121033,1.33645,1.4177388,1.344944,1.3669152,1.3374324,1.2090173,1.218303,0.3888321,0.92044795,1.2936518,0.73798084,0.6736058,0.44222385,0.49818528,1.1742008,1.0927821,1.2370117,1.2112892,1.1609902,1.4517252,1.1417906,0.44821644,1.3354365,0.44600904,1.0116358,1.3695838,1.0773066,0.54779524,1.1164669,1.299566,0.81897825,1.1629823,0.8095238,0.6468529,1.2603211,0.5084479,0.902764,0.64196724,0.9241274,0.9356347,1.1964351,1.1822759,1.1066115,1.085631,1.3405805,1.2363288,1.3039715,1.014161,1.2332492,0.3005725,1.4390489,1.0324869,0.64937496,1.173896,0.83520025,1.0357115,0.6339674,1.1573411,1.4251184,0.9638682,1.0155029,0.4958471,0.5123111,0.8576383,0.5614066,0.7918107,1.0461713,0.93512094,0.74448663,1.3764628,1.1548,0.0,0.9753738,0.66598916,0.87578756,0.6825863,1.4155865,1.416157,0.5203456,0.9452111,0.7578555,0.9861174,0.83299565,1.4155083,0.3903749,0.7508031
sink,0.6610868,1.2507896,1.1356102,1.0466663,1.042671,1.1262076,1.2394693,0.94352466,0.2975422,0.61623,0.7327593,0.84994733,0.74015963,0.9929653,1.0765525,1.2728888,0.86742747,0.73141366,1.2377129,1.1114925,1.1329626,1.0647504,0.8524569,0.83167183,0.803262,1.0589598,0.8209352,0.7621825,0.8490703,1.1647482,0.48552436,1.1158587,1.1587973,0.94319,1.242129,0.99077594,0.85225964,0.9190856,1.1893828,1.0994431,1.1612504,1.0098168,1.0988059,1.0295329,1.1523314,1.1495554,1.047669,1.1555877,1.179718,1.291949,1.0334443,1.0016948,0.8172404,1.1399609,1.0608072,0.9042226,0.9656456,1.0249634,0.92837125,1.1111257,1.2681861,0.35830224,1.1028768,1.0866772,1.1574982,0.6333468,1.040433,0.92073476,0.72470534,0.96154165,1.0177968,1.022192,1.0824238,0.9835933,1.0506091,0.98609257,1.1345992,1.0453093,1.0685428,0.9753738,0.0,1.2856386,0.9332517,1.2551756,0.955905,0.93658245,1.1304989,1.2937977,0.9568248,0.45603347,1.2832638,1.0254285,1.0302352,1.0754294
slipper,1.2784123,0.48629433,1.1173726,1.3886865,1.1958137,1.0461547,0.48775136,0.9978473,1.332799,1.6027088,1.4875638,1.4138548,1.4019574,1.2296441,1.2062569,0.33638823,1.0686121,1.3564231,0.39796346,0.927314,0.45039797,0.6197015,1.3454583,1.1217335,1.4496845,1.0382193,1.4148338,1.4795103,1.2346872,0.2689556,1.5767287,0.51738006,0.8958585,1.3071936,0.8521693,0.7738365,1.1875547,1.3450611,0.6164687,1.1604439,0.80162776,0.72550017,0.71620417,0.6157988,0.930956,0.48440504,0.9201987,0.87367916,0.97971743,0.7637551,0.9734042,1.3557096,1.3076441,0.9827717,1.3323195,1.2210033,1.4081321,0.63572407,1.4884138,1.047601,0.2388699,1.2018547,0.9774368,0.5830329,0.48577684,1.4931943,1.4774344,1.1627717,1.0475607,0.52619624,0.5625018,0.563985,0.59648675,0.895679,1.0024346,1.4566796,0.8123796,1.403137,0.90627134,0.66598916,1.2856386,0.0,0.667842,0.46048737,1.3774945,1.5087781,0.58319914,0.3296144,0.9627359,1.0417877,0.6912858,1.3854405,0.8084693,0.6277722
soap,1.0443304,0.64772356,1.1417154,1.3329,1.0652293,1.2601495,0.70916307,0.8947509,1.1254859,1.1968629,1.2004014,1.1670374,1.1649969,1.0029471,1.2461433,0.6382092,1.0896423,1.2144724,0.71345764,1.0696595,0.6573387,0.76823413,0.9892031,0.9478099,1.2743976,0.9268018,1.2351482,1.1305053,1.2275738,0.4929278,1.2142788,0.762453,1.1315093,1.168607,1.1720792,0.75855815,1.1025255,1.1246083,0.9195862,1.1883367,1.1771125,0.7537016,0.80878633,0.77294505,1.1425948,0.88866687,0.8396808,1.1059979,1.1287678,1.218048,1.1215551,1.2600044,1.1731417,1.0066384,1.0318253,1.0236768,1.2305996,0.768274,1.282268,1.1694965,0.7854624,1.0074525,1.0284704,0.94665444,0.66322315,1.0770004,1.2506044,1.0608559,0.9901705,0.31596506,0.47945154,0.7013748,0.7067893,1.0371479,1.208839,1.2471143,0.92324567,1.2024214,1.0609281,0.87578756,0.9332517,0.667842,0.0,0.8093653,1.1885462,1.2290925,0.8836758,0.8775616,0.9415671,0.83117056,1.0297763,1.2271909,0.9822763,0.65698326
strawberry,1.1815398,0.4224459,1.1595991,1.1944747,1.054884,0.8658676,0.63315475,1.0566969,1.3315704,1.4916649,1.3809031,1.39273,1.3145211,1.2379756,1.1591332,0.44460356,0.8904862,1.3296368,0.6461824,0.9528526,0.50028783,0.70765775,1.1618037,1.0812604,1.3318048,1.0859377,1.3064239,1.3757161,1.1409024,0.4944871,1.4853072,0.6226078,0.92182755,1.268275,0.7657695,0.80011064,1.1750969,1.2459911,0.5910884,1.1338414,0.98003733,0.77304983,0.98825246,0.70581937,0.950493,0.62965596,1.011589,0.83281386,1.037545,0.9672586,1.0466065,1.2807357,1.2306398,0.99476016,1.2622569,1.2038449,1.323729,0.6452145,1.3707261,1.152008,0.5295286,1.2131922,0.97249323,0.8210541,0.5004636,1.3820564,1.43908,1.086575,1.0328536,0.6645525,0.64504856,0.7474694,0.6766043,0.69471884,0.92501837,1.2343017,0.69311714,1.3614111,0.9074721,0.6825863,1.2551756,0.46048737,0.8093653,0.0,1.3634859,1.4452049,0.5899568,0.7434373,0.8765174,1.0466883,0.6676316,1.3649828,0.8708408,0.77940375
sweater,0.9023252,1.3895284,1.1207277,0.6383177,0.9771268,0.9492425,1.2778997,1.1612968,0.60122097,0.6064784,0.7198831,0.33357966,0.61330295,0.8628598,1.0835129,1.4283528,1.2920933,0.9623653,1.2084365,1.1998527,1.4315052,1.3751588,0.932757,0.83824205,0.80769247,0.90749454,0.9892728,0.51023185,1.0009391,1.468963,0.64540476,1.4525875,1.2315468,0.5829481,1.0729874,1.3602568,1.1527519,0.49524653,1.2705741,0.73481274,1.1378936,1.3335078,0.91109395,1.4613706,1.1545318,1.2972943,1.0075796,1.3138579,0.7509744,0.9271487,0.9486233,0.9647565,0.64001715,1.0362697,0.625334,1.0759563,0.7446787,1.5085671,0.60911095,1.0389847,1.3629701,0.941082,1.1504955,0.9541689,1.3506207,0.7134051,0.3326925,0.6917838,1.2674179,1.4324783,1.4314992,1.1565131,1.3509623,1.4447563,1.0881579,1.0125971,1.3060185,0.20290232,1.069937,1.4155865,0.955905,1.3774945,1.1885462,1.3634859,0.0,0.64314187,1.4922504,1.0634551,0.97740567,1.0940361,1.3390107,0.8021457,1.3006477,1.1975739
table,0.79191697,1.3522406,0.891783,0.64323217,1.0015587,0.95125926,1.4452772,1.2306848,0.8229897,0.25433064,0.61377555,0.58345747,0.75806105,0.4779557,0.4837793,1.5055224,0.965543,0.71646476,1.4197905,1.2239382,1.5474927,1.5050805,0.87962985,1.0805422,0.89128345,0.74101466,0.76270247,0.7004545,0.83034194,1.4318918,0.5198288,1.3541179,0.96806794,0.95519817,1.0858786,1.435401,0.94036573,0.7483419,1.228584,0.8166393,1.1194466,1.3777955,1.1316171,1.4105175,1.0724082,1.3422415,1.0198268,0.91309106,1.0174811,1.0614471,1.0877584,0.9516092,0.8611061,1.092146,0.8232851,1.1493582,0.77831495,1.4121963,0.6564751,1.0486891,1.4041688,0.99628615,1.0823891,1.2517428,1.3381903,0.68850935,0.46890175,1.119077,0.9726179,1.3803706,1.2708158,1.52701,1.4806821,1.0720205,0.9401001,0.8901814,1.2084823,0.60392785,1.060392,1.416157,0.93658245,1.5087781,1.2290925,1.4452049,0.64314187,0.0,1.3076559,1.2549771,1.3317192,1.1791935,1.1407516,0.24764001,1.373688,1.1154333
tape,1.1511452,0.61285484,0.92808396,1.2728525,1.10486,1.0020792,0.75175,0.96534485,1.4381571,1.441228,1.4097098,1.3235394,1.4028087,1.1315159,0.95381457,0.4307139,0.5976909,1.2448628,0.78092897,0.83013886,0.5192691,0.69828045,1.1898068,1.204804,1.4153817,1.1058347,1.1460185,1.5394124,1.0708247,0.5171322,1.4446365,0.26035893,0.60545427,1.4100049,0.84304345,0.7719507,1.1566675,1.3124025,0.520153,1.2009981,0.9360046,0.92231125,1.3643465,0.4728952,0.748402,0.62787473,0.9586344,0.5009614,1.2692599,1.1523114,1.1012845,1.1597182,1.3896227,1.0310141,1.4723527,1.0157282,1.392385,0.410962,1.4825753,1.0558378,0.57960755,1.1942174,0.7254406,1.1730484,0.5009323,1.3154585,1.3516321,1.2855308,0.7917446,0.54924667,0.5830181,0.9915669,0.84171826,0.45409274,0.90658665,1.1132957,0.7736666,1.3933518,0.9752343,0.5203456,1.1304989,0.58319914,0.8836758,0.5899568,1.4922504,1.3076559,0.0,1.0150357,1.1872628,1.0092952,0.40432173,1.1664011,0.7510839,0.78640383
toe,1.2576773,0.7163751,1.0462914,1.1529385,1.1461595,0.9575281,0.7073741,1.0692049,1.1624986,1.3824918,1.2490693,1.232423,1.2648823,1.1802377,1.160583,0.77336466,1.208441,1.2181609,0.63701046,0.9668486,0.79314744,0.81315684,1.2987576,1.1384075,1.2793493,0.99329776,1.357103,1.2315365,1.1228788,0.69053376,1.4035699,0.9243261,1.0993829,1.0836709,0.849816,0.8960314,1.0827819,1.124736,0.8406719,1.0231532,0.58811355,0.86009383,0.54384696,0.9605695,1.0235591,0.81628776,1.1082169,1.0666926,0.8080491,0.42186642,0.8346414,1.154588,1.170018,0.964371,1.0838952,1.2192153,1.1880269,0.9798218,1.1446555,0.8670956,0.5225209,1.1105616,1.1053878,0.56052965,0.8582466,1.3085054,1.2218282,1.0030376,1.0724367,0.85764813,0.93219703,0.63748056,0.78616184,1.1410434,1.0246202,1.3650858,0.95457745,1.160927,0.91053295,0.9452111,1.2937977,0.3296144,0.8775616,0.7434373,1.0634551,1.2549771,1.0150357,0.0,0.903949,1.0597407,0.95953166,1.2092198,0.92314565,0.90628415
toothbrush,1.1098864,1.0102081,1.2070591,1.1022339,0.997095,1.0333229,0.86184454,0.73281366,0.93570995,1.2204065,1.1250563,1.1172769,1.006314,1.1453332,1.3322195,0.89660394,1.2665479,1.1075642,0.78153735,0.9862797,0.7141559,0.6886797,1.0532991,0.80118287,0.84747285,1.0784276,1.1894839,0.9842002,1.1317384,1.0166098,1.0796382,1.134393,1.269947,0.94204485,1.1424627,0.6470327,1.00571,0.9575414,1.1601367,1.0708227,1.0404434,0.67261475,0.8677109,1.0507226,1.1619053,0.95564014,1.117899,1.3382326,0.8353469,1.0479871,1.0252416,1.015545,0.9467543,0.98309886,0.831686,0.95031047,0.87030274,0.89133215,1.0968702,1.0737971,0.9705946,0.9988526,1.1157966,0.8109247,1.0917838,0.9858425,1.2387096,0.42719138,1.1949686,0.9789005,1.0712869,0.69652295,0.6123311,1.2513204,1.0731586,0.9317186,1.0404738,1.0221803,0.8566534,0.7578555,0.9568248,0.9627359,0.9415671,0.8765174,0.97740567,1.3317192,1.1872628,0.903949,0.0,0.9570207,1.2260718,1.3299553,0.7674335,1.1055214
towel,0.6217514,1.0220906,1.0734988,1.1286077,0.9519695,1.1083179,1.0429779,0.9983953,0.54110765,0.887307,1.0419178,1.0403209,0.73201376,1.1881008,1.0627885,1.0606418,0.8996806,0.95786834,1.0353636,1.0971409,0.966006,1.0236404,1.0592263,0.86844504,1.0696478,1.1092011,0.8198425,0.9543718,0.6377786,0.9982577,0.87512887,1.0206609,1.0949825,0.8913843,1.0675107,0.8082383,0.97814757,1.1270168,1.0818417,1.2318321,1.0002093,0.9614653,0.9938989,0.7629748,1.1459192,1.0920528,1.1275386,0.99118584,1.274535,1.0709151,1.1331207,1.1908786,0.83287233,1.036526,1.1508693,0.8168279,1.1552109,0.96773994,1.0534027,1.0523864,1.088889,0.10035646,1.1136369,0.9448261,1.0134529,1.1022096,1.1411115,1.0556725,0.3321774,0.8645986,0.92271173,0.7198871,0.9703664,0.9860158,1.125097,1.1331767,1.0213915,1.2100632,0.9888476,0.9861174,0.45603347,1.0417877,0.83117056,1.0466883,1.0940361,1.1791935,1.0092952,1.0597407,0.9570207,0.0,1.1660166,1.2383202,1.053351,1.0943662
toy,0.9913977,0.7105412,0.9623976,1.2278534,1.0823393,0.89898515,0.86690414,1.0325685,1.3656434,1.3304288,1.2937046,1.2470928,1.2841208,1.057153,0.7879399,0.68357116,0.6611922,1.0649893,0.96024305,0.73015666,0.77690196,0.89582527,1.1549691,1.2642708,1.2144669,1.0375385,1.1336049,1.4053882,1.1162177,0.76602364,1.3336518,0.5884107,0.6235497,1.3269616,0.59159184,0.99822545,1.0481209,1.2653584,0.6936502,1.2288666,0.97277683,0.95789254,1.2920749,0.68734527,0.34848857,0.6894575,1.1103894,0.6125125,1.2257808,0.9500438,1.1114806,1.0833654,1.234577,0.8406515,1.356869,1.0590463,1.1800532,0.84836197,1.3688357,0.9167628,0.77671385,1.2358863,0.3908429,1.1934252,0.76415956,1.3392627,1.2250167,1.2864757,0.926617,0.8233105,0.81290156,1.0366185,0.9389837,0.59175795,0.6590482,1.1344705,0.7804313,1.3102951,0.9442358,0.83299565,1.2832638,0.6912858,1.0297763,0.6676316,1.3390107,1.1407516,0.40432173,0.95953166,1.2260718,1.1660166,0.0,1.0478197,0.78918874,1.0097412
tray,0.9513028,1.2325538,0.8057718,0.7781695,1.0463762,0.90254825,1.3662589,1.2110052,0.8972035,0.5374311,0.77246064,0.76497257,0.8197574,0.42987573,0.36451864,1.4986739,0.9077011,0.63226026,1.3683662,1.2106581,1.5259492,1.4528482,0.9091227,1.11693,0.9272839,0.706565,0.8556455,0.8570425,0.81833977,1.3962325,0.7169924,1.3164159,0.6832123,0.90586686,0.989709,1.3604604,0.8277698,0.88324744,0.9950741,0.8807515,1.0533715,1.3598819,1.1583004,1.3855994,1.0199813,1.3349794,1.104564,0.84645367,1.0706371,0.96033955,1.0963075,0.9897639,0.88268554,1.0027636,0.97673243,1.0883214,0.855616,1.3713589,0.72011197,1.0451669,1.3207333,1.0611947,1.0444624,1.2233565,1.2487867,0.83651453,0.67287177,1.175291,0.9318478,1.3486825,1.1964762,1.47095,1.4706428,0.83072186,0.81865895,0.93590224,1.1523503,0.7791926,0.9419151,1.4155083,1.0254285,1.3854405,1.2271909,1.3649828,0.8021457,0.24764001,1.1664011,1.2092198,1.3299553,1.2383202,1.0478197,0.0,1.3853531,1.1506977
vacuum,1.2299483,0.99666095,1.2773507,1.3157421,1.189495,1.1353025,0.9084051,0.74053645,1.2720934,1.334424,1.1580855,1.3063278,1.1629474,1.2297161,1.1305548,0.62759674,1.0104709,0.9491613,0.93851113,0.14853448,0.60905236,0.41705787,1.1910748,1.091315,0.88407147,1.1593609,1.1981343,1.2133226,1.2882662,0.7328089,1.1520827,0.68523955,1.1638428,1.3174376,0.9624672,0.64194477,0.8224329,1.1942868,1.0360578,1.1610391,0.9659933,0.6581682,1.1780852,0.78277886,0.85413843,0.784394,1.0213577,1.1867198,1.1276455,1.1928662,1.0718248,0.857919,1.1258134,1.0009226,1.1503115,0.9124501,0.8407756,0.7046061,1.29771,0.45681047,0.8930217,1.1520014,0.83803535,1.1652294,0.8925943,1.0902085,1.3147132,0.9421796,0.9708148,0.7244719,0.78042597,0.8220933,0.5927698,1.0075676,0.9145317,0.8474221,0.79172516,1.2969543,1.0608448,0.3903749,1.0302352,0.8084693,0.9822763,0.8708408,1.3006477,1.373688,0.7510839,0.92314565,0.7674335,1.053351,0.78918874,1.3853531,0.0,0.9792641
watch,1.1320956,0.859801,1.1302968,1.1049469,1.1445706,1.1156731,0.8264645,1.1531869,1.1986666,1.1472008,1.2036451,1.1266195,1.2295916,0.9892378,1.1316291,0.504817,1.0068576,1.2626368,0.64735126,1.0421891,0.8155803,1.012132,1.0610855,1.1203833,1.2871085,1.0187924,1.1239809,1.2435575,1.1483746,0.34882003,1.1872009,0.585911,1.06335,1.185032,1.0578333,1.0540123,1.1997861,1.1598568,0.88323236,1.0341672,0.95375645,0.96819663,1.0906136,0.7975151,1.1362802,0.646439,0.49611527,0.92305243,1.0807048,1.0899045,1.0904291,1.1415604,1.2277082,1.2223692,1.1430627,1.1199198,1.2335575,0.661517,1.2174065,1.1250408,0.58940065,1.2176267,1.0635896,1.018099,0.52052474,1.0804986,1.15202,1.1665862,1.1281743,0.58649015,0.5050126,1.0684749,0.9222657,0.9746232,1.1826067,1.1716222,1.0139452,1.127136,1.1502874,0.7508031,1.0754294,0.6277722,0.65698326,0.77940375,1.1975739,1.1154333,0.78640383,0.90628415,1.1055214,1.0943662,1.0097412,1.1506977,0.9792641,0.0
