,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
soup,1.144759,0.9172924,0.73747265,1.2043712,0.80643857,0.8050679,0.9190036,1.0265934,1.1610055,1.0774689,1.2331816,1.0030025,1.244123,1.1291484,1.0467548,1.2152654,1.1098187,1.0366664,0.9975614,0.81486773,1.0911899,0.9465245,0.99930453,0.8577907,0.88608545,1.1079754,1.0311233,0.92879426,1.216821,1.2708408,0.95553154,0.82438517,1.175103,1.1535201,0.7485764,1.003564,0.8816497,1.2091613,0.94530416,0.96159905,1.2402858,0.78867936,1.030632,0.8951481,1.1103132,0.9623798,1.1870304,1.1445725,1.2222656,1.0355941,0.72591305,0.7757635,1.1548681,0.6723783,1.0077592,0.902069,1.0044675,0.84616053,1.0117579,0.930315,0.85112107,1.1008456,1.1279376,0.9445243,0.74327594,0.9197469,0.7528205,1.0232906,1.0741627,0.978998,0.98519546,1.0742242,1.1024878,1.2501929,0.93825215,1.2265799,1.0601271,1.1917496,0.972437,0.9508376,1.1201154,0.96068084,0.9749157,0.97090983,1.0752324,0.96269584,0.8001038,0.89017767,0.9555751,1.0232986,0.9874414,0.83302426,0.894763,1.2352029,0.9885239,1.160065,1.2474426,1.1366498,0.99580455,1.0035275,0.99052435,0.8972598,0.7210765,1.0764798,1.1020745,0.9491379,0.86824113,0.7986062,1.0226779,0.96955395,1.1491439,1.0357354,1.1387813,1.1865547,1.1026057,1.1001648,0.9810054,1.1845032,1.0459858,1.1581573,0.9752422,1.152024,1.0327113,1.180799,0.9907845,1.0850192,0.8798767,0.9325189,0.0,0.932464,0.87976855,1.0459859,0.98306733,1.1364486,1.1533864,1.1500322,0.65569866,0.90618825,0.9484749,0.92071134,1.0301383,0.8417618,0.97637546,1.0163463,1.060732,1.1067361,0.9434263,1.1363555,1.0632184
spoon,1.184207,1.0676705,0.83475816,1.0626822,0.920496,0.8437969,0.8269061,0.825835,1.0958688,1.1116545,1.2211472,0.97998285,0.99831915,1.2190714,1.0446793,1.2230713,1.1175963,1.0887623,0.8501488,0.6052902,1.1082349,0.88100344,0.7754754,0.85339344,1.0943525,0.81550264,0.9987541,0.71180224,1.0967683,1.0250312,0.9977759,0.7872517,1.1412535,1.2246635,0.92365706,0.63478035,0.9359468,1.1570171,0.9724717,0.8242858,1.1641632,0.762555,1.1137199,0.9005609,1.1996634,1.101476,1.0867822,0.94605976,1.2646846,0.9406247,0.87266517,0.7745909,1.0486807,1.0092323,1.2069829,1.0508219,0.83646005,0.8118105,1.066571,0.49386388,1.0180032,1.2197931,1.2510108,0.8822386,1.080962,0.9504398,1.0325781,1.1929976,0.95661014,1.0541353,1.0105102,1.1801846,0.7319501,1.2269242,0.9214515,1.226479,0.4344719,1.0339925,0.7092378,0.9171824,1.3079681,0.9231406,1.1011084,1.025498,0.70424527,0.9748195,1.1128612,0.9719331,0.95473087,0.8987384,1.0811908,1.1055017,0.9104231,0.8812032,1.1810826,1.2826312,1.241096,1.1786842,0.969053,0.73621887,0.7538729,1.0116947,0.8287246,1.0824782,0.9390747,1.0540793,0.7882369,0.6203568,1.1589384,0.9938316,0.9905585,0.7598489,1.002672,1.1295162,0.97090805,1.131926,0.56351465,1.2672141,1.0037835,1.2141807,0.48063493,1.1754851,0.6137234,1.1142362,0.86571574,0.97583723,0.9538569,0.9558502,0.932464,0.0,1.0702163,0.7973097,0.9718736,1.1809125,1.2419332,1.1467276,0.80459917,1.0549842,0.97942847,0.75873786,0.99384344,1.0354551,0.93689,1.0166618,0.9905865,0.63263524,1.0162153,1.0690744,1.0988708
sprinkler,0.78432095,1.1733054,1.0293367,1.0716451,0.8408074,0.97640663,0.99241716,1.1536317,0.9705583,0.99230796,0.93027914,1.1287004,1.1619753,0.9747579,0.9690058,0.9736074,0.8920972,1.0117316,1.1474578,1.0946426,1.0323446,1.1746932,1.1359893,1.0662681,0.96933323,1.2318807,0.84169924,1.1055149,0.9781311,1.0672963,1.0400105,0.9563236,0.9142253,0.9863836,0.9609079,1.0264663,1.0570495,1.0232913,1.0922705,1.1256713,0.96376747,1.1320114,1.0980549,1.0981408,0.8408266,0.9063426,0.8982844,1.0879424,0.95425,1.1131421,1.0371283,0.996727,1.0147344,0.85655737,0.809898,1.1488032,0.8858702,0.92769897,1.2179838,1.1384985,0.68804336,0.87890273,0.96841437,0.85236543,0.8724095,1.0639123,0.78832126,0.86140436,0.9703611,1.0505617,1.0940462,1.0500149,0.97396475,1.1073552,0.9956305,1.0017543,1.1424183,0.95109296,1.0649989,1.2306341,0.94231385,1.0272349,1.0752151,0.9730993,1.0943491,0.86293656,1.0779402,0.93786603,1.0851644,1.1936702,1.1778005,1.0343418,1.0684366,0.9574155,0.7499092,0.85097575,1.0285848,0.91927326,0.9657635,1.1622193,1.1336029,0.7958735,0.9401099,1.2085487,1.2158725,0.9908761,1.1148664,1.0401287,0.9960027,0.98897004,1.0813334,1.1295856,0.80122936,1.0927482,1.0336165,0.9630292,0.920189,0.9350175,1.1424533,1.0635381,1.2178526,0.9484013,1.0593735,0.91052514,1.1916322,0.95737386,1.0047735,1.1412512,0.87976855,1.0702163,0.0,1.1579969,1.1390165,0.9241991,0.8842085,0.8956978,0.90681356,1.1996354,1.0429869,0.8914792,1.1658406,0.84650975,0.9739816,0.9055129,0.9264221,1.084283,1.1293038,0.96888894,1.0548664
stick,1.3242853,0.8817322,0.6364054,1.3073618,0.81629884,0.56295675,0.8132286,0.9253742,1.3835025,1.1274393,1.3915097,0.3313098,1.0255314,1.4185746,1.0273639,1.2522044,1.0992522,0.96972895,0.6165809,0.6338103,1.1845978,1.060355,0.48318392,0.68807256,0.89900035,0.54421806,0.881856,0.71605045,1.1005881,1.0731746,1.1443062,0.7114599,1.3189864,1.3243499,0.9099998,1.0248369,1.1636299,1.1846364,1.179393,0.45074284,1.2859185,0.63353896,1.0098337,1.2730551,1.2293766,1.056658,1.0649866,0.98502314,1.3050234,0.5208689,0.7628093,0.6719804,1.1815244,0.90869606,1.2215745,0.8307674,0.6270758,0.89579856,0.71584034,0.63343,0.93239135,1.2194295,1.2300402,1.3161495,0.94855034,0.9346194,0.9020358,1.2808096,1.2674714,1.2078067,0.62208915,1.037387,1.1883136,1.0472744,1.0394917,1.2350416,0.7624965,1.265007,0.6026066,0.6550689,1.2287972,1.0943552,1.1293087,1.3313814,1.0371321,0.8636156,1.0172296,1.2642124,0.7153799,0.90730023,0.7099706,1.0567702,0.7381175,1.2042629,1.166807,1.3997239,1.2430222,1.3277769,1.2981364,0.4483919,0.45953512,0.67825526,0.69023824,1.0729449,0.40062904,0.9290537,0.73462343,0.8307481,1.0404476,0.7084106,1.0665013,0.7823727,1.1996521,0.8678558,1.1169837,1.3452737,1.0027089,1.2891933,1.0902178,1.1733255,0.5899946,1.3149884,0.9809485,1.2659581,0.57141864,1.2044675,0.6724918,1.0166903,1.0459859,0.7973097,1.1579969,0.0,0.7299644,1.0821013,1.3448501,1.4245439,0.7164601,0.81181955,0.69159114,1.1308403,0.98558635,0.78882295,1.3458335,1.039367,1.0343038,0.64596736,0.6839763,1.0008737,1.0305874
strawberry,1.1952343,0.94852906,0.6841587,1.3019927,0.7996856,0.6325475,0.8805167,0.9830853,1.3031166,1.0745903,1.3831586,0.7899158,1.0781206,1.2895919,0.91004586,1.2858576,1.0616517,0.947909,0.7219801,0.8089359,1.1235185,0.9909065,0.7804972,0.860419,0.84754103,0.8649347,1.0184684,0.8196089,1.1693931,1.2273811,1.0654314,0.6847363,1.2916647,1.3080735,0.94662464,0.99406856,0.9435205,1.2694875,0.9865541,0.6579759,1.3539903,0.7429813,0.89534926,1.1129687,1.1119486,1.0785145,1.0688363,0.97917587,1.3063884,0.6724452,0.79579985,0.7441059,1.1023339,0.8929288,1.1845076,0.94239616,0.82781136,0.92204016,0.9735019,0.7861044,0.81104994,1.1335112,1.0991657,1.2371986,1.0552891,1.0521815,0.85587406,1.240952,1.2018002,1.1354908,0.7895645,0.8903277,1.1151268,1.2001417,1.1425904,1.3185098,0.8972078,1.2296546,0.716599,0.81706816,1.022872,0.9744719,1.0033277,1.1273682,0.9213659,1.0540084,0.9415857,1.0814917,0.7225455,0.89556396,0.93718153,1.0733321,0.7669173,1.1874866,1.0352472,1.3780216,1.3046439,1.2292397,1.176925,0.6979351,0.70263195,0.8205683,0.7193762,0.8326993,0.8229821,0.86039907,0.8354136,0.8861762,0.8331936,0.8311656,1.1430613,0.90418255,1.0955596,0.82571745,1.1540499,1.236803,0.94749165,1.2817013,1.0380697,1.2387707,0.6879348,1.2602408,1.1229204,1.2889032,0.7200853,1.142756,0.86082923,1.0496793,0.98306733,0.9718736,1.1390165,0.7299644,0.0,1.2260463,1.3229134,1.3366418,0.74282146,0.9034052,0.788679,1.0277139,0.91944474,0.8149922,1.2076923,1.0490779,1.0665087,0.8286081,0.89750826,0.9953848,0.89437145
stroller,0.81026345,1.2526723,1.3146014,0.9957804,1.1456689,1.2153925,1.1714704,0.96706724,0.7970895,1.042453,0.7465966,1.157784,0.86454743,0.8826889,1.0226178,0.80499446,0.76131,0.90524787,1.1983125,1.2819116,0.8309871,1.1996527,1.1599004,1.024927,0.94421715,0.9317185,0.6979435,1.1433069,0.8829191,0.5958851,1.010295,1.1505862,0.7277647,0.79199016,1.1576788,1.1353761,1.1574771,0.71547294,1.2083288,1.2838131,0.6334669,1.2171011,0.96994877,1.029702,0.7956084,0.65404296,0.8376522,0.9863275,0.69179755,0.9876065,1.2411747,1.3138937,0.97752464,1.1592928,0.8031414,1.2585902,1.1726536,0.9486481,1.1269127,1.2377963,0.99032366,0.7714118,0.9283416,0.87611616,1.1011707,1.0874656,1.1164172,0.8074788,1.1677929,1.1021972,1.1041375,0.88469064,1.021577,0.6851286,0.77028346,0.78421944,1.1626556,0.6893643,1.248067,1.2918388,0.9516951,1.1336673,0.91384804,1.0301555,1.023884,0.66370183,1.1998985,1.099177,1.2807719,1.1698842,1.1496542,1.0847522,1.2682068,0.8540653,0.95984775,0.7252864,0.74726707,0.8628864,1.1181829,1.2872554,1.2656223,0.95973635,1.2193406,1.1143143,1.1384485,1.1672866,1.008978,1.2231283,0.945605,1.1356715,0.6605768,1.0639327,0.84436595,0.80613625,1.0203826,0.8349122,0.9260413,0.8229058,0.93552625,0.8995551,1.1464183,0.7425718,1.0221409,0.82054657,1.2455701,1.0044831,1.0331526,1.2517847,1.1364486,1.1809125,0.9241991,1.0821013,1.2260463,0.0,0.7358557,0.7856214,1.2434425,1.2577102,1.1959299,1.1580185,1.0854504,0.92879367,0.89946014,0.94570625,1.0048432,1.0155524,1.209599,0.92149293,0.97159785
sweater,0.6748902,1.1145414,1.3794401,0.58165276,1.3107907,1.4295517,1.3017213,1.296723,0.5582954,1.022014,0.49118304,1.3200846,1.0170258,0.36519605,1.1042873,0.5253791,0.9419714,1.1766565,1.4430391,1.4841068,0.99834645,1.2321706,1.342165,1.3635788,1.1685226,1.3424653,1.1213181,1.4076554,0.72415495,0.7273643,1.0064937,1.3816179,0.5171131,0.23594332,1.1086707,1.1851552,1.0548285,0.75752795,1.1353443,1.50798,0.6279962,1.5169482,1.2217369,0.81273353,0.8735697,1.0144513,0.87718564,1.1386018,0.20701396,1.4028997,1.3211932,1.4222229,0.8187842,1.2985237,0.45540035,1.1006103,1.311648,1.2526798,1.160115,1.4778689,1.2526909,0.8810836,0.9203968,0.675038,1.0085341,1.0810351,1.2349633,0.41811484,0.7857095,0.719334,1.2840309,1.156184,0.75802875,0.4219252,0.9371985,0.28816628,1.2323284,0.743111,1.5258683,1.392886,0.8431589,0.90717113,1.0130261,0.75429225,1.0908324,1.1018287,1.0273014,0.9742737,1.3647146,1.3027756,1.1281368,0.9610724,1.3577983,0.7177452,0.91084325,0.10709357,0.3019858,0.6304072,0.844915,1.5303285,1.4919839,1.2566774,1.3272008,1.2899448,1.3766819,1.2445798,1.3967735,1.2642728,1.2306671,1.2617624,0.9485761,1.3763323,0.82208604,1.1611849,0.75789356,0.3261932,1.1145113,0.11970115,1.0461355,0.46492267,1.5153054,0.55357355,1.0586011,0.58616203,1.4948301,0.74019164,1.2617013,1.0829358,1.1533864,1.2419332,0.8842085,1.3448501,1.3229134,0.7358557,0.0,0.5240215,1.4727323,1.201403,1.1979445,0.97793853,1.1431785,1.4116461,0.7819459,0.9065971,0.89863014,1.3734667,1.2541509,0.97549427,1.1367563
table,0.64198166,1.3295581,1.4551684,0.6803883,1.2058883,1.4796599,1.3033109,0.98866105,0.4092046,0.9353744,0.19744456,1.4504945,0.80908346,0.4630413,0.9826138,0.44433153,0.77733886,0.7400482,1.447791,1.3365393,0.5670754,1.0741739,1.3892303,1.2502154,1.118055,1.3966594,1.0614029,1.3052168,0.8751547,0.7108902,0.9134082,1.3002521,0.5472071,0.6132891,1.0949755,1.0680525,0.9675233,0.6688782,0.95001376,1.5347599,0.41142213,1.4600955,1.1912389,0.633356,0.86484337,0.94813097,0.80073607,0.9265704,0.61162114,1.4673783,1.4677483,1.4888282,0.8203058,1.250787,0.80532396,1.3654892,1.2884862,1.1554278,1.3292198,1.4764948,1.1378431,0.57666713,0.69601345,0.59747076,1.3269281,1.2873684,1.1388991,0.819444,0.6547755,0.89501935,1.5289319,1.153067,0.6970346,0.95250493,0.91474813,0.6655739,1.2662432,0.55863506,1.3990202,1.470751,0.9126713,0.96235776,0.8470375,0.76208115,0.9817059,1.1030397,1.201694,0.86624753,1.401889,1.2029036,1.4359584,1.2167335,1.2965957,0.67078197,0.9138684,0.45019096,0.7112241,0.32684076,0.684818,1.576623,1.5110022,1.3453463,1.4209558,1.1339647,1.52115,1.1880178,1.2968345,1.0874603,1.1688895,1.3620238,0.9401665,1.3040354,0.64702654,1.247363,0.8295429,0.6582908,1.0135195,0.63072413,1.1105677,0.8173742,1.4827298,0.6490789,0.831411,0.49150658,1.5381881,0.52653205,1.3780656,1.1588819,1.1500322,1.1467276,0.8956978,1.4245439,1.3366418,0.7856214,0.5240215,0.0,1.4214145,1.4248643,1.452664,0.9509428,1.0729433,1.1815343,0.4371462,0.7136552,0.9680612,1.3500271,1.4849136,0.9119439,1.0600553
tape,1.3477705,0.9305138,0.4087466,1.456336,0.5072562,0.3857388,0.45343268,0.80921984,1.4239781,1.181774,1.5057333,0.7302307,1.2118077,1.4853303,1.0103436,1.4462336,1.1072203,0.91826004,0.5423038,0.31545925,1.0706942,0.92787474,0.7751477,0.4646331,0.89334905,0.7449132,0.86258096,0.65874326,1.3730431,1.3410413,1.0532577,0.4532143,1.4683101,1.4296548,0.7793286,0.94226307,0.897025,1.3162718,0.97559637,0.48223943,1.4852438,0.3113457,0.99709314,1.0821536,1.1843917,1.0154178,1.2768257,1.1004807,1.4608543,0.6351851,0.57645607,0.35836637,1.3207915,0.80385494,1.2288781,0.8438049,0.7004587,0.9101252,0.9040537,0.68039393,0.67145026,1.1765952,1.2915409,1.3087608,0.8447659,0.8256884,0.5771122,1.3043627,1.271487,1.2599468,0.55836713,1.0448813,1.2380723,1.4158003,1.0341693,1.4454336,0.89561653,1.4033861,0.59043443,0.82206297,1.2888589,1.0798925,1.1621407,1.1900829,1.1961207,0.80082947,1.026074,0.9930073,0.5589637,0.87135994,0.91083694,1.0602783,0.56541115,1.406157,1.1136639,1.4921893,1.483309,1.4349438,1.2644303,0.51901364,0.48129773,0.61496556,0.37424183,1.0517167,0.6395185,0.8192291,0.7283167,0.51437235,0.9587476,0.5095463,1.0960974,0.60421103,1.2728817,0.9867856,1.199657,1.419617,0.9469628,1.4764459,0.9634165,1.2894357,0.6043767,1.4048285,1.0407795,1.3492384,0.41783506,1.303673,0.41046798,1.0427802,0.65569866,0.80459917,0.90681356,0.7164601,0.74282146,1.2434425,1.4727323,1.4214145,0.0,0.76545966,0.7493504,1.0308642,1.0197735,0.38793933,1.1751018,1.1390777,1.2764932,0.86935353,0.7099203,1.3050017,1.0894605
toe,1.4097266,0.29337645,0.52625173,0.92818016,0.9083851,0.7642219,0.8256375,1.1658604,1.3544564,1.1877081,1.4214556,0.57669234,1.2897153,1.2168183,1.1203982,1.3519014,1.1990712,1.2026983,0.76037323,0.9134279,1.3679335,1.0546402,0.83742523,0.97926015,1.1729063,0.93796986,1.2387699,0.9714573,1.1535512,1.226201,1.1575029,0.98669285,1.3844413,1.1530765,0.943299,1.1191052,1.0942096,1.2693051,1.1078784,0.5997356,1.476059,0.75890726,1.1087433,1.2666035,1.2443645,1.1275915,1.263217,1.1684682,1.1618857,0.92066246,0.4694838,0.588029,1.2195514,0.805467,0.96778554,0.086616755,0.8825119,1.1701846,0.26036596,0.7149178,1.1455909,1.2011329,1.2045891,1.1779455,0.4874251,0.490179,0.7528884,0.93685263,1.1516206,0.50423384,0.5734076,1.121091,1.2672913,1.037844,1.2088944,0.99150884,0.8549963,1.3217391,0.84769726,0.5159605,1.0532452,1.0736206,1.2038314,1.0135816,1.1790175,1.1422353,0.47627205,1.1125654,0.57192135,1.0045644,0.40355575,0.4494415,0.8301219,1.3901956,1.200444,1.1856776,1.035056,1.3679924,1.2175335,0.5804339,0.6372621,0.90424937,0.7251174,1.0041807,0.706054,0.854419,1.0144689,1.0324807,1.119067,0.7993393,1.2261564,0.9475473,1.3682199,1.0401171,1.0622087,1.0572706,1.1886438,1.1758631,0.8000077,0.8644162,0.7889449,1.2829843,1.2523661,1.3224552,0.50922275,1.2878957,0.6904253,0.4049434,0.90618825,1.0549842,1.1996354,0.81181955,0.9034052,1.2577102,1.201403,1.4248643,0.76545966,0.0,0.4551537,0.7808663,1.1125028,0.9702381,1.425715,1.2131422,1.2896477,1.0000024,0.36436135,1.2371377,1.1020924
tooth,1.3128585,0.5864657,0.5072359,1.1527195,0.91559714,0.7863203,0.8281164,1.1607552,1.3781458,1.1195538,1.4774531,0.5164669,1.3743176,1.2301052,1.0645983,1.2732085,1.079511,1.1113716,0.6414191,0.8236779,1.3943087,1.2061332,0.7128764,0.85701394,1.1541795,0.82451,1.0056263,0.92639714,1.0366596,1.2375253,1.1825283,0.9141913,1.3918439,1.2563772,1.0023572,1.1909941,1.1264368,1.3540859,1.1824217,0.45710212,1.4540241,0.7282095,1.1148255,1.2852104,1.2724519,1.1987681,1.1909447,1.2870886,1.154537,0.79598916,0.519037,0.5463468,1.1968088,0.7902654,1.1055852,0.41521275,0.6948966,1.0296034,0.5065234,0.6214999,1.0584176,1.1072886,1.2284493,1.1518058,0.6063504,0.82326216,0.6070342,1.0669316,1.2389891,0.8192108,0.51496434,1.1203712,1.1459651,0.8565771,1.0858846,1.1439346,0.806853,1.3426497,0.78556675,0.53251016,1.0731598,0.9413187,1.2152722,1.1859839,1.3082972,0.9719659,0.6780182,1.2582506,0.53888565,1.0387524,0.41164315,0.6148907,0.68779653,1.3710799,1.1865016,1.2134397,1.1182051,1.3334289,1.2705638,0.48099762,0.523191,0.8043505,0.68101233,1.1323204,0.6252758,0.59523666,0.9886675,0.87240684,1.1193109,0.6386017,1.2309169,0.9645201,1.2891026,0.91986156,0.9471365,1.1261724,1.0467687,1.1384219,1.0285687,1.078799,0.77656436,1.2996081,1.273143,1.221417,0.50595486,1.2602991,0.71270096,0.89567345,0.9484749,0.97942847,1.0429869,0.69159114,0.788679,1.1959299,1.1979445,1.452664,0.7493504,0.4551537,0.0,0.6503302,1.1038945,0.92514074,1.3510361,1.2126516,0.9422786,0.94391936,0.3624438,1.1998496,1.1579633
toothbrush,1.0612862,0.9174863,0.8775221,0.777159,1.0070119,1.0853018,0.9405653,1.0663061,0.98783565,1.1896398,1.0408496,1.0515655,1.1654377,0.82594806,1.1155062,0.9543713,0.93437016,0.9407152,0.96350795,0.995072,1.0189605,1.1346928,0.90210056,0.9626261,1.197914,1.1085048,1.1135912,1.0064977,1.0906676,1.070866,0.971347,1.1181464,1.0705618,1.0980953,0.92073625,0.99793476,1.0977536,1.1779763,1.027097,0.8838306,1.1078666,1.0017701,1.2963842,1.0046164,1.1782662,1.1599336,0.9268886,1.1133142,0.9856855,1.1331024,0.85398734,0.9652846,1.1675767,1.0581177,1.0998765,0.6935775,0.86158633,1.0053263,0.815957,0.8209512,1.083387,0.97423005,1.1368936,0.74261105,0.9342158,0.732952,0.4685759,1.0316465,1.0614772,0.51423347,1.0646867,1.2575278,0.8149842,1.0233817,0.8416352,0.9365537,0.69141036,1.0439167,1.0537765,0.9133537,0.99182945,0.83244884,1.0222131,0.7105479,0.91567874,1.1138549,0.8807079,1.1405927,0.98021424,1.0016319,0.8718811,0.87985075,1.0095387,1.0668689,1.2343832,0.88403106,0.9650027,0.9199728,1.1016073,0.8959451,0.8871689,1.0880182,1.001896,1.1162163,1.1231296,0.68019056,1.1167133,0.90379727,1.2332599,1.1110188,1.0833006,1.1032984,0.87050396,1.3133699,0.8595439,0.8926718,0.6868306,1.0188854,0.90270776,0.9793408,0.8515221,1.0879165,1.0167751,1.0286089,0.99674803,0.97254556,0.9925432,0.5994711,0.92071134,0.75873786,0.8914792,1.1308403,1.0277139,1.1580185,0.97793853,0.9509428,1.0308642,0.7808663,0.6503302,0.0,0.953797,1.0228206,0.99708927,1.1799392,0.90616137,0.93793285,0.9238485,1.109328,1.1329179
towel,0.9503851,1.0664039,1.1162817,0.9935219,1.0271335,1.0611947,0.85523283,0.8874552,0.9946568,1.1060122,0.8319112,1.0576625,0.7016902,0.7046404,1.0629728,0.53567433,0.97529876,0.9820797,1.1642177,0.96355927,0.7839775,0.6051166,1.0598534,1.0374572,0.920284,0.94672793,1.1089973,0.812385,1.1182638,0.91656744,0.7279918,1.2140212,1.0168227,1.0978605,0.93325794,0.985993,0.829424,0.7922065,0.594003,1.1262609,0.8741181,1.0789934,1.0622365,0.87015367,1.0032115,0.9016436,1.0294158,0.80201393,1.005,1.0196265,1.0917113,1.124718,1.0129972,1.1090268,1.2635785,1.1215247,1.012484,1.0447508,0.9764408,1.1104202,1.0132194,1.0751599,1.1580459,1.2263808,1.2213504,0.66596925,0.9466048,1.2441485,0.90013814,1.0311278,1.1509471,1.1136657,1.1061963,0.8882204,0.96040875,1.0179298,1.055236,1.0358266,1.0730325,1.0712624,0.91965485,0.84828377,0.94943464,0.4352315,0.97378135,1.0972137,1.0464944,0.9103451,1.2141576,0.09389675,0.9442327,1.0944893,1.1787367,1.0205935,1.1580344,1.014636,0.9497022,1.0225245,0.81972754,1.1252282,1.1128262,1.0910277,1.1057718,0.8179619,0.75068974,0.68548334,1.0335253,0.898988,1.0843723,1.1960394,0.71137786,1.0262982,1.0952857,1.1600796,0.9065316,1.1164563,0.9932623,1.06845,0.7402909,0.90679216,0.8785515,1.0127248,1.0390948,1.0752023,1.0661352,1.1338396,1.0669932,0.6854373,1.0301383,0.99384344,1.1658406,0.98558635,0.91944474,1.0854504,1.1431785,1.0729433,1.0197735,1.1125028,1.1038945,0.953797,0.0,0.986515,0.879941,1.187938,0.9704298,1.0141149,1.2374755,1.0126497,1.0046048
toy,1.0686743,1.1460267,0.61099434,1.4815297,0.35187006,0.48801637,0.6128681,0.8316307,1.4704571,1.1925945,1.3529702,0.92311406,1.1313922,1.3298669,0.8713461,1.2834172,0.83005285,0.54504704,0.6560128,0.651356,0.8576784,1.0141244,0.9418386,0.45856464,0.7313312,0.78794193,0.5447941,0.7960657,1.3932695,1.2654377,1.0013616,0.5979474,1.4371166,1.4106784,0.9656839,0.9470892,1.0472412,1.1732212,1.0425112,0.6659367,1.2811531,0.5214564,0.8894681,1.1885144,0.93915284,0.5959159,1.2270963,1.0793555,1.3830186,0.6718309,0.934533,0.64030004,1.3779685,0.9983902,1.1913155,1.050782,0.76133955,0.75762326,1.0814912,0.8720257,0.3773873,0.70921874,0.9920826,1.3078251,1.0644408,0.8704598,0.45623755,1.2850914,1.3954196,1.2571424,0.68887913,0.83773065,1.3636756,1.4054067,0.8732035,1.4756666,1.1399233,1.2927382,0.8818917,0.9617646,1.1263065,1.0232818,1.0157958,1.0614961,1.0867085,0.7452278,1.1573238,0.9900997,0.7474561,0.97562104,1.10819,1.1650362,0.7068877,1.452711,0.95602983,1.3596203,1.5221887,1.1411047,1.3514011,0.72205114,0.6930058,0.6751906,0.5900651,0.82912934,0.73972523,0.7767185,0.717419,0.8749137,0.7626767,0.77075565,0.9436857,0.6730993,1.1222097,0.8438682,1.2026192,1.3621206,0.91887933,1.4386004,0.99183303,1.3530117,0.7864292,1.44882,1.2150856,1.3825758,0.63077223,1.3387749,0.6010411,1.132459,0.8417618,1.0354551,0.84650975,0.78882295,0.8149922,0.92879367,1.4116461,1.1815343,0.38793933,0.9702381,0.92514074,1.0228206,0.986515,0.0,1.0730906,1.0017247,1.2074999,0.9130722,0.9517162,1.3279483,0.88206154
tray,0.7076241,1.3309036,1.3312294,0.87473255,1.1987013,1.432924,1.0062447,0.82675254,0.58289915,1.0037581,0.6054038,1.4467816,0.93707395,0.59849435,0.9474376,0.6775763,0.8721907,0.75146973,1.4716109,1.0790184,0.55181247,0.5659485,1.4145708,1.167725,0.98488015,1.384561,0.98357934,1.1419966,1.1312215,0.9667419,0.644875,1.2617097,0.79011816,0.867381,0.9346313,1.056122,0.6392325,0.89809215,0.6104303,1.501369,0.6853777,1.3489949,1.0993618,0.1522556,0.90436846,0.9031362,0.97479516,0.9570593,0.89112633,1.358575,1.420443,1.3705777,0.9884265,1.273957,0.923728,1.3791658,1.3018907,1.0202436,1.3544548,1.3186269,1.0346228,0.6144274,0.81634235,0.80924994,1.3147218,1.2376333,1.0804071,0.9627919,0.6455028,0.9380443,1.5190842,1.1070051,0.8129351,1.0888964,0.88674074,0.98368907,1.2416904,0.761179,1.402067,1.4079065,0.92209595,0.843863,0.8376305,0.7449057,1.0097417,1.0448467,1.1977271,0.58882093,1.4226215,0.9257358,1.411711,1.2104385,1.2868853,0.8037777,0.9290706,0.7664483,0.9832514,0.4965074,0.5737127,1.5270964,1.4656209,1.209724,1.2048593,1.0787357,1.4774084,1.0067986,1.2001705,0.5887996,1.1001551,1.3145174,0.8846002,1.2298212,0.79786634,1.2392621,0.6206298,0.8697735,0.94838464,0.86736256,1.0890223,1.0166134,1.3259431,0.8284036,0.8142469,0.7335078,1.4918799,0.80311096,1.285058,1.1952225,0.97637546,0.93689,0.9739816,1.3458335,1.2076923,0.89946014,0.7819459,0.4371462,1.1751018,1.425715,1.3510361,0.99708927,0.879941,1.0730906,0.0,0.8717787,0.9710931,1.3807445,1.5258284,1.0956197,1.0287492
