,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
orange,1.4265924,0.8222188,0.35340238,1.4721901,0.35171556,0.33065683,0.5417142,0.77664286,1.4249736,1.1986948,1.5572597,0.8431834,1.46333,1.2207215,0.87662107,1.4876893,1.3984565,1.2367744,0.61554706,0.489635,1.2161617,0.22326696,0.95321417,0.74733055,1.0538291,0.79966813,1.1959972,0.6901801,1.3815318,1.4459163,0.7034114,0.65760136,1.3852538,1.3896959,0.9632277,1.1590207,0.63769186,0.6513623,1.4531037,0.91544163,0.6140144,1.5458765,0.543501,0.9961239,0.9070997,1.0336827,1.0284256,1.2533576,1.0982249,1.4013655,0.81814367,0.54444945,0.258996,1.3199258,1.1859246,0.88600814,0.926055,0.80619895,1.1353076,0.8099729,0.81704485,1.165646,0.7301167,1.2527213,0.5250956,1.2839686,0.76379746,1.288892,0.5207449,0.8883425,1.2699385,1.4482138,1.0714518,1.5066743,0.96239245,1.3643706,0.6336572,0.96716917,0.9424048,1.0347686,1.132191,1.3676946,1.1687466,0.8636751,0.7653538,0.48281515,0.6395298,0.77958703,0.7222422,0.0,1.3744336,0.98545766,1.5039538,1.4984398,1.3775868,0.7941685,0.81598413,0.825307,0.7685225,0.7833657,0.86514,0.9914564,0.8826233,0.66317993,0.8227154,0.2130171,1.025737,0.7597487,0.7238107,1.2898796,0.9201816,0.9951879,1.2692848,1.0097337,1.454673,1.1934849,1.348058,0.9766481,1.4310648,1.1584394,1.4067568,0.6415098,1.2051547,0.5455769,1.1590335,0.85589445,0.69798356,1.1375332,0.51194763,1.259652,1.413295,1.1928822,1.436883,0.32326925,0.9848456,0.7173587,0.81629276,1.3410455,0.9042178,0.6573781,1.2541788,1.210427,1.1275705,0.78416264,1.305316
oven,1.051151,1.0723693,1.3306012,0.7989197,1.3560975,1.2418233,1.2508823,1.1468328,0.6332497,0.9625054,0.71865016,0.9779212,0.56565857,1.1124363,1.2249415,0.86588895,0.6801324,1.0685868,1.1621666,1.2084514,0.81791043,1.3296366,0.80210966,1.0090195,1.0726881,0.87996864,0.8335645,1.1576173,0.81094795,0.57532775,1.112987,1.1081016,0.5869025,0.8009753,0.9890901,0.90319306,1.1719508,1.1343329,0.6157397,1.1467943,1.1329434,0.69873494,1.1877741,1.0951003,1.0833141,1.1487459,1.1843649,0.529338,0.76051164,0.7789202,1.0567043,1.116386,1.3671358,0.8691735,1.0428424,1.21298,1.1236136,1.1508942,1.0661076,1.0674112,1.3478642,1.0334162,1.1581323,1.0769095,1.3989909,0.9583132,1.2367935,1.093556,1.1560715,1.1620317,0.81074905,0.82850844,1.0328166,0.6897985,0.86102796,0.71268,1.0347307,0.89885294,1.0935215,1.0997853,0.8977871,0.93997,1.0805027,1.1677567,1.0980287,1.3044629,1.1873295,1.0852046,1.1566626,1.3744336,0.0,1.1939875,0.87309223,0.6379335,0.9472453,0.9658519,0.98273546,1.1652137,1.179533,1.107276,1.0200574,1.2059946,1.0394429,1.0811746,1.1843071,1.2426066,0.9107986,1.1535753,1.2650809,0.61842585,1.1870662,1.1840228,0.90816027,1.0731051,0.7825869,1.0930278,0.7044749,0.8397356,0.6710311,0.6996529,0.6947935,1.2128035,0.9928792,1.2582817,1.036335,1.0100433,1.0516496,1.0101571,1.2141969,0.8772848,0.88768613,0.9302579,0.8797953,1.3135698,0.9774516,1.2488264,1.1878743,0.9728923,0.91254264,1.2975516,0.75573707,0.8931005,0.66853267,1.1838405,0.5913509
owl,0.624324,1.2289622,1.070025,0.8679789,1.0401025,1.0988667,1.0643135,0.88782793,1.0231766,0.35132766,0.9346037,1.1581599,1.1224036,0.8602358,0.6555101,0.7541488,1.0561912,1.0221751,1.166316,1.2244041,1.161179,0.9211234,1.103968,1.2147869,1.0318245,1.258836,1.084934,1.0694164,0.6196017,1.1728731,1.0808761,1.050714,1.0913059,0.81667274,1.0576801,0.9217106,0.98077786,1.0448469,1.0980709,0.9659956,1.1974121,0.9911393,1.1919597,0.8629389,1.0024579,0.6079945,0.780311,1.219461,1.1888821,0.9990944,0.9295325,1.0495625,1.016134,0.44484383,1.0386999,1.1278996,0.941926,0.9456534,1.1604207,1.088851,0.7556966,1.0347468,1.1616836,0.7903409,1.0487481,1.0781906,0.92985916,1.0792053,1.0728021,0.8552586,1.1666456,0.911891,1.0222528,0.97496045,1.2577629,1.0541501,1.0986835,1.1401855,1.0374973,0.8984073,1.0974717,0.7870861,0.8643261,1.205088,1.0850852,1.0998092,0.9142958,1.1851355,1.1512666,0.98545766,1.1939875,0.0,0.7902768,1.0058372,0.94252515,1.1941,1.1930077,0.80853534,1.0020822,0.9542786,1.0689716,1.0069236,1.0163324,1.227367,0.80398434,1.0493436,1.102354,1.1842777,1.0922095,1.1796534,0.8578304,0.94218963,0.92605567,1.1432178,0.850665,0.9882705,1.0681214,1.2458466,1.041242,1.2147897,0.9575698,1.1549789,0.80757165,1.0208666,0.976299,1.0681047,1.1907538,0.93493307,1.0261062,1.0615257,0.86505055,0.95559573,0.9704612,1.1103197,1.052666,1.1355627,1.1001322,1.0085931,0.9467978,0.98265046,1.0981929,0.8922829,1.2747588,1.1108848,1.0714128
pajamas,0.5229503,1.2905002,1.4414393,0.25680435,1.4095204,1.5081083,1.4411566,1.3558929,0.695959,0.6334577,0.44875765,1.4158503,0.78542364,0.59406525,1.141073,0.4593948,0.6330627,1.0062635,1.5374799,1.5477092,1.0908792,1.4123085,1.3259295,1.42732,1.0796757,1.4279981,0.92513686,1.2444096,0.5010715,0.7571016,1.3333536,1.4254749,0.6899557,0.21499205,1.0050563,1.0627534,1.3474913,1.2426168,0.6358812,0.9474998,1.543266,0.59269655,1.5609033,1.1703024,1.0145822,0.94487,0.99288833,1.0835932,1.2333567,0.43242908,1.1371579,1.3170992,1.3114142,0.4429065,0.60562223,1.0276062,1.2208984,1.3921485,0.9332575,1.483073,1.2596929,0.785908,1.3035178,0.67910445,1.4196792,0.5391294,0.9419618,0.57781935,1.3266357,1.2540982,0.8182066,0.15825915,1.030901,0.22437108,1.4079802,0.7502897,1.5142376,1.1879326,1.2346686,0.8550785,0.88964665,0.44718796,0.8721372,1.1372732,1.1038482,1.3514531,1.4516017,1.2817962,1.3154573,1.5039538,0.87309223,0.7902768,0.0,0.26645243,0.6272072,1.5042909,1.4891298,1.1801957,1.1574938,1.3642553,1.3003821,0.83334565,1.3276441,1.4712695,1.3082213,1.4427824,1.0923841,1.2751285,1.1002847,0.9309676,1.1709998,0.85325336,0.6578077,1.3100121,0.10058278,0.9055414,0.552248,1.2976784,0.5504395,1.1304685,0.6549129,1.4212595,0.8343047,1.4342164,0.8254907,1.1430682,1.5364172,0.8839489,1.387533,0.9101565,0.13280845,0.75222063,0.47731537,1.6195102,0.9478264,1.1460085,1.2540132,0.7678646,1.2401872,1.3609259,0.8129139,0.74650514,1.2013111,1.2847729,0.7945517
pants,0.68723255,1.0969919,1.3918946,0.3348663,1.4173534,1.4646001,1.4294837,1.4361135,0.6876863,0.87738895,0.5129138,1.2740322,0.6901932,0.7915412,1.1983163,0.5114912,0.7246154,1.1157988,1.527762,1.5147257,1.071172,1.3868186,1.1699436,1.3704149,1.1556767,1.2719622,0.82769495,1.1560106,0.57166433,0.60026854,1.2509975,1.4362849,0.7067742,0.37791562,0.9901944,1.137836,1.2748847,1.1234558,0.5569637,0.97861433,1.4652756,0.6952856,1.5460931,1.1358889,1.0640953,1.0464742,1.1380568,0.9245406,1.1639631,0.3924569,1.0647309,1.2451024,1.2760125,0.6212871,0.7801553,0.9481034,1.1104404,1.4492254,0.77028495,1.4437783,1.3705373,0.83741915,1.2508465,0.6673937,1.4485433,0.614986,1.0703081,0.6235019,1.3107034,1.2218642,0.79917836,0.34004736,0.9544502,0.067959785,1.2932211,0.7237706,1.485027,1.0131177,1.1742455,0.8569396,0.935714,0.45611727,1.0896277,1.0538985,0.97119427,1.3375582,1.4101081,1.1495209,1.2202649,1.4984398,0.6379335,1.0058372,0.26645243,0.0,0.76400733,1.4183441,1.4226861,1.2848895,1.171053,1.2650766,1.1653726,0.9415065,1.3726008,1.419981,1.3270944,1.3923452,1.0032504,1.1803727,1.0202106,0.8814347,1.148239,0.90598583,0.54662395,1.3407586,0.25646234,0.7885657,0.28929806,1.1962738,0.5734233,1.0334916,0.7889426,1.3187397,0.98332274,1.3507609,0.65078133,1.1607313,1.472002,0.97438496,1.3773292,0.87208366,0.39886248,0.95387024,0.6717262,1.5861119,0.9450691,1.0612477,1.2320608,0.86758447,1.1253368,1.4331648,0.85090065,0.79499656,1.0817636,1.2013354,0.7803341
paper,0.52695704,1.4300976,1.2948,0.5799633,1.2866387,1.4199976,1.2747929,1.1894876,0.5955291,0.86902916,0.4703542,1.4384296,0.6638657,0.710776,1.0214733,0.5565641,0.4830256,0.2905047,1.4233572,1.3577394,0.66588277,1.3762548,1.3446715,1.2076596,0.78020996,1.5028355,0.9173627,1.2638934,0.7778824,0.921114,1.3020625,1.3650603,0.795674,0.7063899,0.8078276,0.9152489,1.1407664,1.3463479,0.8485287,0.79335016,1.486398,0.6314379,1.4184777,1.0138814,0.8747483,0.9200283,0.943054,1.0986363,0.9351898,0.7292847,1.1582468,1.3994672,1.3691825,0.7717063,0.88694733,1.2278154,1.2637035,1.2861607,1.1431278,1.3353025,1.0072712,0.5884579,1.4109743,1.0256271,1.0960156,0.86081445,0.72941005,0.71665895,1.5313935,1.1195047,0.88832355,0.7187003,0.8932004,0.7162318,1.2422042,0.8111769,1.380146,1.297881,1.0792011,0.68997085,0.65050346,0.7515024,0.68592435,1.3459234,1.107843,1.4571204,1.3917832,1.4700818,1.4338095,1.3775868,0.9472453,0.94252515,0.6272072,0.76400733,0.0,1.3921878,1.3052479,1.2109575,1.0441962,1.2559685,1.4333978,0.51053846,1.2103705,1.0982661,1.1188118,1.3716221,1.1106588,1.3856757,1.1699858,0.7925662,1.163026,0.549567,0.8283472,0.9858068,0.66050506,1.13585,0.91635066,1.2194151,0.7230233,0.8653793,0.5482867,1.5620773,0.74209726,1.3840737,1.0535533,0.8800421,1.4462624,0.7553426,1.1717365,1.0389798,0.68818617,0.7825892,0.2906813,1.4191782,0.84676784,1.3988316,1.3329177,0.52821064,1.3879093,1.0662977,0.52345777,0.78951555,1.2329441,1.4218037,0.9265654
pen,1.5144135,0.57646734,0.7753515,1.4427615,0.7915577,0.59904504,0.6831608,0.70493394,1.309371,1.1214978,1.4622076,0.31530893,1.156072,1.4577205,1.0195566,1.4131253,1.2329938,1.1191894,0.45568365,0.63370603,1.1465418,0.7381294,0.3582487,0.83365244,1.0221754,0.47572285,1.1073185,0.71185774,1.2784007,1.203796,0.5955735,0.44772887,1.357368,1.4386442,1.3052939,0.8624058,1.0763512,0.66806465,1.3415842,1.1715995,0.18473667,1.3836554,0.6080355,1.0923512,1.306026,1.2231467,1.2354984,0.87118113,0.8710001,1.4696594,1.0728004,0.5979302,0.7832799,1.3049225,1.3092299,0.893746,0.8745985,0.72730386,0.892339,0.21589291,1.02427,1.4802864,0.54839027,1.2177612,0.8204783,1.3313172,1.3740034,1.3457046,0.6546912,0.93898594,1.1129063,1.4074479,1.2941982,1.4332922,0.1713252,1.3233385,0.4052925,0.630708,0.92217326,1.3743902,1.3191767,1.5222223,1.1614387,0.7831475,1.1094147,0.55172926,0.58979607,0.53937864,0.6276072,0.7941685,0.9658519,1.1941,1.5042909,1.4183441,1.3921878,0.0,0.02961564,0.8477203,0.88327646,0.77798235,0.6355865,1.3361151,0.7982883,0.7086696,0.92334676,0.71527046,0.90135133,0.67710537,1.0722654,1.2319374,1.0002538,1.3133771,1.3013608,0.5812131,1.4533083,1.0728734,1.1769726,0.52948976,1.4191847,0.9397779,1.2290654,0.37353492,1.1100855,0.60232997,1.0688722,1.1297126,0.30077827,1.2900159,0.835119,1.1357291,1.4659052,1.2269769,1.4998572,0.583603,1.1293089,0.755218,0.5953971,1.1570381,0.642391,1.0470221,1.3542656,1.2806091,0.70835507,0.55394316,1.1746773
pencil,1.4780728,0.6288896,0.80708873,1.4124383,0.7945114,0.6539278,0.69445735,0.7070316,1.2644138,1.1169907,1.3995986,0.39598542,1.0906209,1.407879,1.0350673,1.3742008,1.1658282,1.0372733,0.5266149,0.6676383,1.0709206,0.78201693,0.37388146,0.8617452,1.0117781,0.5620023,1.1208881,0.7649096,1.2981272,1.2012181,0.62891287,0.5151261,1.3246503,1.4280927,1.2482992,0.8030371,1.042008,0.726278,1.3184782,1.1023412,0.26467943,1.3386471,0.6532897,1.0634822,1.2213778,1.2228793,1.225875,0.87043697,0.808978,1.4643165,1.1218623,0.6812093,0.81830084,1.2966344,1.2964365,0.929173,0.93524146,0.7934754,0.9291675,0.23043525,1.0236565,1.4246405,0.6404102,1.2401296,0.8423532,1.3347106,1.3073552,1.3128359,0.7664708,0.95600724,1.0696079,1.3841772,1.2631253,1.4331536,0.14852726,1.301452,0.46646094,0.68847895,0.93987584,1.3380339,1.2797458,1.510177,1.1094128,0.8370247,1.1402501,0.64116156,0.6200383,0.62546116,0.70895815,0.81598413,0.98273546,1.1930077,1.4891298,1.4226861,1.3052479,0.02961564,0.0,0.8854182,0.892801,0.78759533,0.7106667,1.2807,0.82129693,0.67768973,0.9281735,0.7741321,0.92614204,0.7544397,1.074593,1.1995275,1.0435092,1.2482624,1.2772025,0.5104157,1.4420277,1.1146954,1.1932889,0.5229033,1.3920438,0.8783252,1.182037,0.48903733,1.0650103,0.63250154,1.0555513,1.0777451,0.35423875,1.2391204,0.8646804,1.1527672,1.430221,1.2022072,1.4188111,0.61165524,1.0973411,0.8243755,0.66098654,1.0907344,0.7069021,1.0166384,1.2461525,1.2910813,0.715822,0.63692635,1.1803308
penguin,0.880206,1.0724303,0.8638285,1.1723181,0.7670251,0.8149033,0.7710671,0.7587926,1.2375071,1.0066592,1.2788533,0.9918549,1.2524582,0.975281,0.44989836,1.1201131,1.2298472,1.025739,0.7989099,0.82702965,1.078496,0.8403683,0.8568956,0.87580144,0.9130313,0.8501296,1.216858,1.0343446,1.0462055,1.1642975,1.0275021,0.8945575,1.2072791,1.1674808,1.1851083,0.9579045,0.9083754,1.065476,1.1812952,1.142287,0.8869897,1.2208848,0.82737875,0.88537896,1.0788704,0.6254835,0.6554405,1.1286573,1.0630078,1.2027282,0.9269811,1.018959,0.9578104,1.0742772,1.1637857,1.0698912,0.5956192,0.70677173,1.1693958,0.8587304,0.57496357,1.163032,1.0505506,0.8829012,0.9120228,1.2563295,1.0091146,1.1778783,0.75471914,0.7487871,1.1812016,1.1593934,1.0077938,1.2719711,0.86054754,1.1483532,0.92986894,1.0221735,0.8824793,1.0763116,1.1679866,1.0897433,0.9624677,1.1761398,1.1158844,0.9597261,0.7027712,1.0284845,1.0424438,0.825307,1.1652137,0.80853534,1.1801957,1.2848895,1.2109575,0.8477203,0.8854182,0.0,1.0038341,0.77251333,0.83217233,1.2197161,0.7629385,1.033548,0.6677891,0.8241091,0.79889864,0.8938879,1.064562,1.0835437,0.6548178,1.138926,1.2640988,0.8309393,1.2220371,0.86059916,1.2128416,0.90204716,1.2497221,1.1418905,1.2210244,0.8540293,1.1127753,0.8822171,1.0875348,1.1338782,0.7762257,0.969887,0.8117386,0.8723364,1.1932085,1.0875232,1.2306774,0.8021108,1.1167645,1.0257024,0.9551638,1.1309814,0.7420547,0.7065667,1.2340921,1.1355354,0.92143226,1.0257773,1.2077534
pickle,1.1531781,0.89950335,0.55560195,1.0044247,0.88411313,0.8966824,0.6213517,1.0371933,1.1719474,0.94924986,1.2570221,0.872208,1.2138183,1.0919701,0.90517575,1.0763139,1.0684723,1.1024457,0.9362791,0.8387681,1.1688151,0.7148255,1.0141348,1.0724107,0.9717545,1.062832,1.0304706,0.58284867,1.0419544,1.3293217,0.7497512,0.97303575,1.1422158,1.2244064,1.0316178,1.0172197,0.97546566,0.6116133,1.3022574,0.7134585,0.7922592,1.3134928,0.9767575,1.130904,1.1236612,1.1691761,1.225453,1.1092223,1.1372249,1.2013731,0.9554755,0.8001881,0.7767212,1.0758104,1.1970574,0.904514,0.85415196,0.8632984,0.83036387,0.89791584,0.9415642,1.0543327,0.9661386,0.9187384,0.6434864,1.2253319,0.8176216,0.9600076,1.0755605,1.1565763,1.1474468,1.1941106,1.0985652,1.1554302,0.9780333,1.3226879,1.0484987,0.7832327,0.9872884,0.50393414,1.1723093,0.8942876,1.0112965,0.9657604,0.7525251,0.8708247,0.8346056,0.9560449,0.8685287,0.7685225,1.179533,1.0020822,1.1574938,1.171053,1.0441962,0.88327646,0.892801,1.0038341,0.0,1.0180635,0.9566622,0.85911024,0.9833856,0.85044736,1.1258397,0.795264,1.0913906,0.95805424,0.9328911,1.2538974,1.0381444,0.9267979,1.0964142,0.9624836,1.1756747,1.0451993,0.94657737,1.0338376,1.2439768,1.0434343,1.0501237,0.8828258,1.0213578,0.6981583,0.8819748,0.6699201,0.9042777,1.035722,0.7281466,1.3506815,1.2356141,1.2320286,1.206176,0.807729,0.83619237,0.8679505,0.77783,0.86188626,0.90301216,1.0177644,1.0933851,1.162688,1.2189397,0.95265406,1.2370409
pig,0.94201154,0.9064022,0.84264576,1.3571725,0.86097294,0.77312076,0.83454,1.0069234,1.3236845,1.0803666,1.2968173,0.76446795,1.1805288,1.2839096,0.6648215,1.1701088,1.2362349,1.006874,0.820877,0.86746144,1.0590053,0.8084562,0.8589948,0.9274066,0.9136106,0.8654041,1.048832,0.89359117,1.1017671,1.2339188,0.76404,0.81742954,1.2507362,1.2448837,1.1656126,1.0152556,0.8108478,0.8218082,1.2096939,1.1115876,0.6945149,1.2571026,0.8447806,0.65589535,1.1407753,0.5674189,0.8825043,1.1051565,1.0211458,1.2713238,0.89061785,0.7153661,0.94000036,1.0910798,1.1681646,0.98380053,0.63017416,0.8756488,1.0543422,0.8752694,0.6599113,1.2303748,0.8959112,1.0905061,0.91266453,1.2409276,1.1636705,1.2298104,0.8951476,0.37703717,1.2155718,1.3217127,1.0172689,1.2439219,0.9053188,1.2404685,0.9261439,0.93016106,0.92078227,1.2496073,1.1940244,1.2865937,1.1007645,0.9635446,1.0449816,0.8705202,0.8010335,0.867808,0.920248,0.7833657,1.107276,0.9542786,1.3642553,1.2650766,1.2559685,0.77798235,0.78759533,0.77251333,1.0180635,0.0,0.83514154,1.1713428,0.91062945,0.98868716,0.36166573,0.74621856,0.9819355,0.8337024,1.0005088,1.1845369,0.7530613,1.119187,1.2148447,0.9282399,1.3310415,1.0274839,1.2063553,1.0274148,1.2952192,1.1949598,1.2534076,0.78730553,1.1778121,0.85659677,1.0826603,1.1413637,0.845142,1.2328668,0.7866583,0.9970986,1.3264791,1.1232047,1.3033515,0.7679929,1.0864308,0.9355177,0.8756219,1.2612177,0.8820429,0.7757814,1.2351949,0.99862415,1.0221356,0.88835096,1.215394
pillow,1.2748073,0.570573,0.9048426,1.3097419,0.89036065,0.7136794,0.7592086,0.7409638,1.1146259,1.0900291,1.1293955,0.4384392,0.97298896,1.0518054,0.9765917,0.9053183,1.3719227,1.202465,0.61590195,0.6159056,0.9742719,0.72580713,0.6876574,0.69489026,1.1894593,0.390355,1.056766,0.86585224,1.135235,0.88781023,0.78435683,0.6584625,1.1245899,1.3157766,1.3061053,1.1081665,1.0072066,0.87846845,0.8490545,1.3153965,0.56532186,1.1581805,0.6356195,1.1487632,1.3095975,1.1083108,1.0015928,0.77321345,0.8406447,1.1918235,1.0184324,0.80369955,0.8596331,1.1323268,1.3365504,0.88240755,0.6445649,0.65068614,0.8480941,0.7011844,1.0715973,1.4723585,0.7658223,0.8336834,0.9778412,1.3136678,1.3285426,1.2842519,0.6303804,1.0288908,1.2243189,1.296035,1.0541258,1.2180514,0.7429485,1.1566427,0.6109244,0.7463524,0.98583674,1.1855773,1.2577817,1.2372566,1.2452569,0.85008883,0.9800847,0.7085967,0.3261239,0.6530522,0.7710007,0.86514,1.0200574,1.0689716,1.3003821,1.1653726,1.4333978,0.6355865,0.7106667,0.83217233,0.9566622,0.83514154,0.0,1.4026555,0.76995003,0.8122538,1.0251002,0.723886,0.7179442,0.49589634,1.1204592,1.0476483,0.8494741,1.3661098,1.1853855,1.0463173,1.3422196,0.85518813,0.9227735,0.74417436,1.2840776,0.96347475,1.2866482,0.4937836,1.1973534,0.6749524,0.77370685,1.2819186,0.5145259,1.3454609,0.9890055,0.8966517,1.3907574,1.2916903,1.4686377,0.7076007,1.2591534,0.7391236,0.8028848,1.3592651,0.33007848,1.0039879,1.4824849,0.974248,0.74683446,0.7592659,0.98714846
pizza,0.78615797,1.266932,1.1181484,0.7636179,1.193759,1.2964127,1.0596343,1.1415052,0.8741964,1.0580115,0.9185969,1.3705463,1.0308936,0.86257654,0.9745971,0.89610875,0.86725384,0.75597066,1.3414098,1.2488593,1.0017473,0.7688378,1.3556806,1.2847422,0.9385701,1.4659593,1.0291038,0.88916576,0.9947022,1.1601808,1.0524075,1.2866199,0.9932871,0.8779763,0.823969,1.0609816,0.9872527,0.9832797,1.1169716,0.28763813,1.3405801,1.0154287,1.3213247,1.0285045,0.850512,1.0281494,1.0244182,1.2680067,1.11375,0.833572,0.9518701,1.1293818,1.0362885,1.0125214,0.8517288,0.9713449,1.2015026,1.2545853,0.9800292,1.2695258,1.0060117,0.6885369,1.1798546,0.9409204,0.9324881,0.8231204,0.44190663,0.64429474,1.3580885,1.1000702,1.0511004,0.9173928,0.98660266,0.94512546,1.2470614,0.98514706,1.3175292,1.1755977,0.9144494,0.6343,0.8102958,0.76611257,0.8794076,1.0732256,0.69361305,1.1906954,1.1886637,1.2038982,1.1651231,0.9914564,1.2059946,1.0069236,0.83334565,0.9415065,0.51053846,1.3361151,1.2807,1.2197161,0.85911024,1.1713428,1.4026555,0.0,1.2661291,0.95257825,1.074115,1.0056067,1.1993537,1.3149989,0.9605686,1.0725831,0.98285043,0.31718862,0.9037934,1.0476916,0.8636451,1.0244486,1.0008762,1.1402588,0.9355479,0.9607385,0.945721,1.3472366,0.91253847,1.1973456,1.0318502,0.64314914,1.3440824,0.8827497,1.049312,1.1881727,0.8436201,1.0294468,0.7096957,1.247271,0.51939017,1.0868315,1.0469341,0.7090352,1.3354136,1.148477,0.73727894,0.97683436,1.3635948,1.1716545,1.1215501
plant,1.1310084,1.0787957,0.80089533,1.3518027,0.79326016,0.79016095,0.5764053,0.69309604,1.1502166,1.0307424,1.2145467,0.9484121,1.1233976,1.0660838,0.99049664,1.2638006,1.2060219,0.9706696,0.60151845,0.66024816,0.9500566,0.91845465,0.77046055,0.6499069,0.8543172,0.6642132,1.1111541,1.2177969,1.2052308,1.0179477,0.9461799,0.7946325,1.1013423,1.2810862,1.1975148,0.85350096,1.0073693,1.0776082,1.0669093,1.3017224,0.8248157,1.0925425,0.6321799,0.94108355,0.98660886,0.91242,0.83479327,0.9142498,0.8525459,1.2504741,1.120837,1.0596184,1.1100988,1.1468095,1.2055871,1.1687895,1.0415871,0.17991263,1.2913013,0.8117122,0.7971761,1.0590516,1.0342538,1.176828,0.9903721,1.265953,1.0342534,1.2781724,0.8343406,0.80429417,1.1229717,1.2570382,0.95691615,1.3439974,0.8249315,0.9742035,0.6727717,1.0704654,0.93030006,1.1472652,0.9474783,1.3529608,0.9128356,1.1701407,1.2405176,1.0239207,0.6723046,1.0669186,1.1109371,0.8826233,1.0394429,1.0163324,1.3276441,1.3726008,1.2103705,0.7982883,0.82129693,0.7629385,0.9833856,0.91062945,0.76995003,1.2661291,0.0,0.85888964,0.7870702,0.8939385,0.7832322,0.8841249,1.2138664,0.9117686,0.82302743,1.2374437,1.1880219,0.7937576,1.3183475,1.0828846,1.3241719,0.72033775,1.1349324,1.0107785,1.0840275,0.9197822,0.96423286,0.93385184,1.2953038,0.91686124,0.57188916,1.1227324,0.6445361,0.873162,1.2325575,1.0303618,1.175893,0.73983985,1.1986321,1.1281093,1.1158721,1.2352198,0.70925033,0.7940631,1.1488545,1.1081066,0.65409625,1.0677081,0.8617215
plate,1.3879168,0.8986346,0.78439933,1.3536496,0.7666317,0.6426038,0.68049836,0.7836107,0.7961313,1.1696692,1.2310748,0.6897974,1.0241245,1.0394231,1.0995759,1.2369851,1.0536546,0.98586035,0.7005132,0.31133586,0.8888305,0.77141297,0.9227536,0.6190525,1.1127756,0.7815931,1.014881,1.0035515,1.281018,1.1166723,0.7844771,0.63699454,1.1856886,1.4521295,0.6397889,0.9952795,0.7673406,1.0067778,1.1935617,1.0020065,0.74483836,1.2487193,0.5196568,1.158492,0.58576494,1.2823286,1.1416609,0.9380791,0.8213625,1.3919617,1.1451397,0.98213464,0.79790914,1.302047,1.3184094,1.1230065,0.9795303,0.84910846,1.083137,0.70184255,1.0216484,0.95269746,0.97350484,1.2579405,0.7983944,1.3725984,0.81414634,1.219831,0.894213,1.1501731,0.9509021,1.4049196,0.92113554,1.4263031,0.7074804,1.2279797,0.62153995,1.0133264,0.97395235,0.8829577,0.9398509,1.3415467,0.9003699,1.0704236,1.0202936,0.89159906,0.69420016,0.94871,0.9325889,0.66317993,1.0811746,1.227367,1.4712695,1.419981,1.0982661,0.7086696,0.67768973,1.033548,0.85044736,0.98868716,0.8122538,0.95257825,0.85888964,0.0,1.094503,0.76614255,0.9654269,0.97796863,1.1213089,1.0882472,1.1826088,1.0621384,1.3053496,0.7726776,1.4355054,1.1619434,1.1248564,0.74597126,1.2123817,0.33984172,1.1090102,0.8398693,1.0011028,0.68330973,1.0737174,0.59896696,0.5662644,0.91089857,0.89041555,1.2021079,1.4011265,1.1230503,1.0785642,0.48582083,0.9754157,1.0964341,1.0119433,1.0298098,0.9233155,0.82606477,0.86488163,1.1809616,0.991846,1.0537816,1.0815655
