,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,1.134338,0.8731308,0.58339095,1.3112825,0.8214356,0.63644236,0.8010175,0.883557,1.3955116,1.4151477,0.89056754,1.3481646,1.2971344,0.9821381,1.2821858,1.2675478,0.857408,0.860844,1.0156057,1.0929277,0.69723797,1.2398144,0.9357998,0.7599312,0.97927016,0.8964255,0.70078486,1.3488824,1.2633003,1.1829143,0.8539137,1.2823932,1.1704643,1.1736573,1.102208,1.1217122,0.7581624,0.892793,1.3153664,0.7877461,0.7445171,1.3365424,0.8420037,0.9567744,1.0794258,1.1235999,0.9165474,1.1271516,1.050477,1.1199797,1.0012733,0.6921602,1.1650645,0.8983377,1.1345778,0.737602,1.0077822,0.7738048,0.64751834,0.902163,0.88971657,0.7485169,1.2682457,0.80790174,0.94279134,0.85122126,1.13164,1.0437068,0.8425463,0.8293392,1.3008475,1.1861603,0.93681467,1.2874099,1.1716018,1.233951,0.87928313,1.032429,0.8577354,1.0400991,1.0915341,1.1901782,1.0515093,0.9350471,0.81137353,0.7633543,0.80385876,1.018055,0.79735243,0.8566083,0.6459277,1.2717034,1.2778695,1.3763361,1.2865359,1.1394252,0.7952415,0.79838085,0.7760296,0.79126734,0.8274296,0.80591804,0.649947,0.99397063,0.82247496,0.7161412,1.1804135,0.77913684,0.73901176,1.0931072,0.761687,1.105274,1.2839184,1.2201116,1.2806001,1.0446568,1.1950785,1.0080911,1.3355525,1.2382817,1.3597913,0.77713394,1.2640723,0.65955806,0.9192027,1.0770404,1.0812737,1.1663805,0.0,1.1793811,1.30548,1.3787329,0.74028444,0.72812146,0.8335686,1.1660497,1.0817852,0.7431137,1.1834292,0.7980489,0.99646854,1.1232398,0.8099066,1.1717551
stroller,0.6390926,1.3035145,1.4100931,0.81005824,1.3026375,1.3917304,1.1860538,1.0689725,0.6874806,0.60579693,1.2130045,0.75751084,0.6629017,0.9243992,0.7630391,0.819431,0.9585046,1.260462,1.1000414,0.839417,1.3596816,0.9473952,1.1067232,1.061674,1.089916,0.90573317,1.3645682,0.6383814,0.5472453,1.0716013,1.1705126,0.7299456,0.9064696,0.8286355,1.103049,1.0475463,1.2801036,1.1497533,0.70133847,1.4174798,1.34794,0.5655861,1.3025322,0.9064313,0.88061273,0.7382393,0.7434176,0.8388896,0.98372823,0.8358763,1.0147185,1.4717201,0.9530219,1.179618,0.694589,1.3755257,0.769721,1.1799394,1.0472931,1.1587472,1.2720767,0.9792122,0.83149433,1.2762355,1.0442439,1.2895037,0.7723259,1.0086497,0.96630514,0.86702293,0.7954491,0.5502047,0.7994912,0.68037105,1.06639,0.6300799,1.3453454,1.1243438,1.1935397,0.8779558,1.0099365,0.78792584,1.0017171,0.6297536,1.2166138,1.2463646,1.373891,1.1820874,1.3321679,1.3097854,1.393688,0.757913,0.9546496,0.59819984,0.6877605,0.7556446,1.2734157,1.2961552,1.3635266,1.2174314,1.2677771,1.2656057,1.0574043,1.2018285,0.91521275,1.1170969,0.43262708,1.0890139,1.4031312,0.7986418,1.0309998,1.0455543,0.8421253,0.70823956,0.62491524,0.8202423,0.7430534,1.0274247,0.7674513,1.0472138,0.80147266,1.2835437,0.908639,1.3110788,1.279452,1.0691057,1.1621779,0.93781054,1.1793811,0.0,0.5901707,0.6549794,1.3587135,1.4191856,1.3286908,1.0934095,1.0995475,1.1299313,0.86819446,0.9338217,0.8814652,0.95259136,1.361217,0.94098747
sweater,0.56000865,1.0392298,1.4372392,0.37615156,1.3965245,1.4766622,1.2820535,1.3819935,0.46121418,0.44574332,1.3342323,0.8002632,0.247522,1.0366842,0.60454655,0.8631243,1.2502422,1.4428513,1.2909447,0.9492119,1.3247137,0.9583768,1.3221972,1.2346269,1.285951,1.2724462,1.3847712,0.5407187,0.6383472,1.0533558,1.3371701,0.6107441,0.8725292,0.32540154,1.1160271,1.1133664,1.2025986,1.24375,0.6724576,1.3106372,1.5338917,0.61689943,1.4865158,1.1236492,1.0683386,0.7624642,0.887409,0.78206104,1.093739,0.52315676,1.0044922,1.4085937,0.69636285,1.0914388,0.5708147,1.1619303,0.8472679,1.4048166,1.3446002,0.9665267,1.4975171,1.1882919,0.7570312,1.3032978,1.0025127,1.3940746,0.55943596,0.7253381,1.2373466,1.0275564,0.80170596,0.47881526,0.95305854,0.29940832,1.1562536,0.6454167,1.5210638,0.93870807,1.208545,0.78874695,1.0338632,0.57175523,1.2652358,0.94404554,1.1044638,1.1579098,1.3886817,1.1633737,1.1687088,1.1867286,1.4352868,0.71811086,0.93030196,0.18685937,0.24104893,0.7231007,1.5526613,1.5279207,1.3065852,1.2809463,1.3167311,1.2543811,1.2496151,1.3517584,1.1883548,1.0236098,0.7624476,1.440165,1.3150096,0.87714773,1.2164559,1.0203238,0.5506326,0.90749043,0.18911761,0.93922013,0.430584,1.2742145,0.4676379,1.120757,0.7109569,1.4472713,0.8206362,1.4542567,1.1875587,0.99873096,1.3794618,0.9724753,1.30548,0.5901707,0.0,0.563387,1.5315431,1.2325776,1.1807399,1.0628273,1.0628816,1.4024485,0.85056657,1.0776404,0.92315066,1.1842712,1.3917303,0.95375925
table,0.6146076,1.3263184,1.5147439,0.45947516,1.2514622,1.3689684,1.1982073,1.2059609,0.44034117,0.3049786,1.4491976,0.6157419,0.5628977,1.0658735,0.6310074,0.6829793,0.90217394,1.3942014,0.8923235,0.6638072,1.4617827,0.73117983,1.2006378,1.1744955,1.3247602,1.2379618,1.5761921,0.67790055,0.60570776,0.86145264,1.2184495,0.6636578,0.795657,0.89726245,0.7759695,1.0375544,1.215251,1.2018028,0.6218467,1.3920606,1.5539668,0.3869046,1.3433125,1.14695,0.80089,0.79265827,0.91695094,0.77928567,0.9012268,0.9279903,1.0038643,1.4723587,0.928115,1.1963489,0.7107625,1.3749683,0.79230005,1.4309673,1.2850052,1.1962769,1.3738929,1.0670505,0.56669456,1.4968511,1.1701144,1.189973,0.8034574,0.8512799,1.3254075,1.0578862,0.6152319,0.8424479,0.9566608,0.71599567,0.9910263,0.5371577,1.4482386,1.1215512,1.226642,0.75724137,0.81874704,0.6636747,1.0632539,1.0007502,1.3008618,1.2195072,1.4306693,1.2525767,1.5033145,1.2966012,1.3879769,0.6785154,0.89961916,0.49035108,0.7516298,0.4099772,1.5195962,1.4863529,1.3549014,1.2313505,1.5902784,1.2585666,1.1715914,1.0000827,1.1676227,0.9613234,0.7865125,1.4340634,1.4748907,0.7139014,1.2875415,0.7929363,0.7188736,0.6506469,0.5384414,1.0125433,0.88476044,1.1811135,0.5379151,0.87812036,0.33929312,1.5724163,0.58886176,1.4672774,1.3411726,0.7837183,1.1522199,0.6995249,1.3787329,0.6549794,0.563387,0.0,1.3379568,1.4678549,1.3748019,0.9256693,1.2262545,1.1119027,0.41719842,1.1220789,1.1192303,1.0784684,1.5171131,0.8812968
tape,1.3010881,1.0426723,0.46268862,1.5159701,0.3885951,0.34061897,0.67203474,0.70043623,1.4397008,1.4686267,0.7815056,1.3099806,1.4848188,0.9199157,1.3347044,1.2645848,0.82494926,0.52901214,0.5133711,1.0743616,0.7799874,1.1760682,0.52008,0.95727986,0.76056767,0.7450031,0.68752486,1.4488807,1.3709505,1.0599494,0.585528,1.4092824,1.1679362,1.3611455,0.79222363,1.0921888,0.7669672,0.7895442,1.3804443,0.8549313,0.5200329,1.3763139,0.3796845,1.0141419,0.93841374,1.1760925,1.0639488,1.3132194,1.0881474,1.3114771,1.0752568,0.38471472,1.2179712,0.9206121,1.2841032,0.9360741,1.1131377,0.6492983,0.7522869,1.1504424,0.8025335,0.71926296,1.213142,0.72591805,1.0351708,0.5909334,1.3513603,1.3263042,0.69885254,0.98339766,1.2037921,1.3712678,0.8428506,1.478009,1.0757977,1.4094594,0.6182955,1.1531237,0.973578,1.0854973,1.0092235,1.2949486,1.0274538,1.0287585,0.9106704,0.85903525,0.57175374,0.93554664,0.8890741,0.96162486,0.42081368,1.367461,1.1755325,1.5162337,1.5185461,1.2990842,0.5818433,0.6181404,0.7181306,0.8498299,0.723345,0.8485935,0.81333244,0.58576643,0.8151289,0.91161525,1.2862277,0.6017337,0.68705195,1.2525619,0.8366803,1.0576482,1.3076254,1.2165713,1.4752611,1.0876825,1.4203272,0.8865896,1.3528968,0.9067515,1.210412,0.58014786,1.2862345,0.49922454,0.8415379,1.005452,0.72379273,0.9467004,0.74028444,1.3587135,1.5315431,1.3379568,0.0,0.86742306,0.93009627,1.1118233,1.0072916,0.4140321,1.0480673,1.0299945,1.1556716,1.0068482,0.68626666,1.2566693
toe,1.3527865,0.39328516,0.5083686,1.0646763,0.8723557,0.8752635,0.91824955,1.0601696,1.3417182,1.3503821,0.69998884,1.342512,1.1114618,1.0310396,1.2749649,1.3515108,1.1852717,0.8523577,1.2784748,1.3364123,0.56195784,1.2828403,1.1063112,0.969708,0.96311057,1.0462613,0.34667456,1.2416378,1.2992222,1.2396663,1.0461417,1.3699626,1.2364767,1.0533814,1.3408462,1.0361522,0.987915,1.0515815,1.3137424,0.56534636,0.5974363,1.5016168,0.9333112,0.98600495,1.3044274,1.2795416,1.166488,1.2741162,1.2145605,1.012427,0.8605804,0.48132384,0.8504895,0.6382065,1.0618626,0.0947451,1.2920485,0.9345643,1.1066873,0.29158545,0.830788,1.1723853,1.1830187,0.4292549,0.62096596,0.79262877,0.934861,0.5891776,0.7971759,1.1235008,1.262726,1.213884,1.167644,1.053014,1.0897176,1.344271,0.8505449,0.72542876,0.7301095,1.1452712,1.3163977,1.1107837,1.1904061,1.1412693,0.44602287,0.92573166,0.48150027,1.022316,0.34564626,0.3963349,0.77662295,1.346619,1.261384,1.2399901,1.0379581,1.3689852,0.75921416,0.7724199,0.64017826,0.77722335,0.6151023,0.84164923,1.0824775,1.1064446,1.1640005,1.0191464,1.325345,0.9186805,0.33297265,1.3852272,1.0306721,1.2644213,1.1315302,1.252094,1.178598,0.87700945,0.889239,1.0495174,1.2476108,1.2712514,1.3243992,0.38501883,1.250019,0.7325379,0.44098532,1.2816074,1.1281465,1.3745961,0.72812146,1.4191856,1.2325776,1.4678549,0.86742306,0.0,0.3553269,0.93321,1.0680252,1.0461556,1.4151535,1.1810666,1.1675102,1.163449,0.4035796,1.2571644
tooth,1.2439924,0.6431992,0.56428266,1.1475159,1.0063059,0.9317148,1.0439599,0.9450115,1.2318959,1.2720953,0.638296,1.3028107,1.074514,0.98938715,1.1947539,1.2690367,1.1473037,0.92339987,1.2160652,1.2838988,0.57888865,1.2561562,1.1810493,0.98302925,1.0714943,1.0115148,0.48269814,1.1342354,1.2845495,1.1678492,1.1131389,1.2965205,1.1365432,1.1267654,1.3499601,0.9189458,1.111027,1.0665269,1.3232874,0.5581186,0.59093,1.3955524,1.0023135,0.99861926,1.2587957,1.1982895,1.2143561,1.225427,1.1976902,1.0804701,0.8183428,0.6841575,0.9136288,0.6063708,1.0300144,0.36241853,1.1418653,0.826612,1.1360489,0.5884116,0.92141086,1.1052562,1.0728872,0.40812457,0.91543096,0.794759,0.91974115,0.75942606,0.910149,1.115956,1.2681293,1.1330534,1.1288426,1.0409116,1.0123317,1.2510273,0.8613868,0.79475605,0.93125904,1.0937493,1.287252,1.072779,1.234709,1.0603834,0.40665817,0.93620735,0.5565605,1.1336753,0.35493034,0.42334223,0.8781514,1.2514021,1.1605929,1.2026724,1.0505922,1.2807496,0.7864852,0.8305545,0.6974418,0.6786417,0.6826192,0.7670206,1.1400707,1.0712922,1.1672502,1.0297421,1.3473972,0.9673284,0.39731818,1.3638332,1.1114844,1.2618725,1.0062326,1.2248975,1.1237235,1.0941784,0.8844109,1.1230707,1.2313143,1.171968,1.2859609,0.5083108,1.1434803,0.7277378,0.72567564,1.2095112,1.1275535,1.3463691,0.8335686,1.3286908,1.1807399,1.3748019,0.93009627,0.3553269,0.0,0.94021153,1.1342154,1.0939325,1.2952085,1.1446161,0.9111192,1.2530556,0.4108342,1.195117
toothbrush,1.0916792,0.8625318,1.1420302,0.7682607,1.0304012,1.0731992,0.95172226,1.1376988,1.0597439,1.1525258,1.2389674,1.0697819,0.9639898,0.9814683,1.1931541,1.036546,1.0444753,1.0516763,0.94838965,1.0824051,1.0317519,0.75158525,1.0220808,0.92354405,1.1325426,1.1842799,1.1101934,1.1770074,1.0313625,0.9104239,1.0260067,1.1146421,1.1243697,1.0982848,0.88897467,0.7456726,1.0676061,0.95914054,1.0485506,0.8443036,1.0657794,1.1234064,1.0071146,0.9021054,1.0143727,1.1675453,1.0115486,1.1135201,1.0108272,1.0028517,1.0254781,1.082622,1.1820737,1.0925446,1.1064647,0.7929692,1.1138583,1.1638918,1.014072,0.9676868,0.56315696,1.0821695,0.6285911,1.182461,0.69892067,0.6261083,1.0986227,0.57498276,1.1922845,1.2308564,0.7588279,1.1979012,1.0982964,1.1048263,0.40642715,0.9615857,1.1348696,0.9480425,0.9443211,0.9708474,0.82805395,0.6961235,0.7227472,1.1527898,1.1708083,0.9524021,1.1371396,1.0023155,1.0848424,1.002682,1.153242,1.1194497,1.1053675,1.0479108,1.1332436,0.94945943,0.9436939,0.8425549,0.99356675,0.88476425,1.2121525,1.0150981,1.029203,0.9225349,1.1750898,0.91481835,0.95232725,1.1370049,1.1227989,1.0045786,1.1068385,0.78470516,0.8830693,0.59424734,1.0925641,0.96079427,1.0176075,0.72226274,1.0818521,1.0148288,0.8596029,1.1478953,1.130702,1.0524728,0.8966891,0.81718206,0.47068954,0.7007711,1.1660497,1.0934095,1.0628273,0.9256693,1.1118233,0.93321,0.94021153,0.0,1.0209659,1.0199964,0.8290484,1.1253159,1.0286444,0.7644346,1.0469853,1.1559811
towel,1.0028274,0.76302004,1.070005,1.1444786,1.0597314,1.0399373,0.6950388,0.9509161,1.0001075,0.8976747,0.91048074,0.8077903,1.0271645,1.1357503,0.5922126,0.97946393,1.0249571,0.97344226,1.0733743,0.9262114,1.0206823,1.0363674,0.8712491,1.0099486,0.8128754,1.0473171,0.9986382,1.0274065,0.9308439,0.93439806,1.0861231,0.9718969,1.0790448,0.77367735,0.9603026,0.9631816,0.932291,0.6881708,0.8406874,0.9882596,0.9789422,0.97308314,0.9441277,0.98328984,1.1025394,1.0487573,1.0167779,1.0041839,0.9406355,0.7978891,1.103738,1.112259,1.0569625,1.1832689,1.3436873,1.1146137,1.1371173,0.90113616,0.944657,0.9257197,0.8753999,1.0336419,1.2526051,1.1786605,0.66441065,0.8980566,1.3175316,1.1431825,1.0439799,1.0993125,1.1388822,0.6907866,0.9993176,0.89783716,1.0248848,1.0973266,0.9103281,0.8952618,0.98410076,0.9581689,0.8980316,0.7738272,0.92544216,1.094205,1.1866597,0.8865978,1.1069556,0.1021319,0.9299083,1.2000074,1.0601054,1.0032259,0.7681397,0.9454484,0.84263754,1.1035029,0.97054684,0.9705187,0.95319784,1.0883667,0.67314523,0.9407151,0.93343854,1.161067,1.0569587,1.1069076,0.77936804,0.9440753,1.1909814,1.0466642,1.0827297,0.95689243,0.8867502,1.1876998,1.105379,0.823171,0.9355765,0.9403343,1.0892683,0.9844693,1.0179726,0.90603197,0.9754328,1.0433509,0.6323828,1.025231,0.95723224,1.1919119,1.0817852,1.0995475,1.0628816,1.2262545,1.0072916,1.0680252,1.1342154,1.0209659,0.0,1.0275936,1.2156518,1.0556331,0.91494834,0.9563029,1.1352695,0.9569014
toy,0.9795365,1.2169657,0.7205545,1.3791823,0.41190946,0.5037516,0.6307827,0.8317143,1.4152157,1.285111,1.0570161,1.2335281,1.3124499,0.8957782,1.1824954,1.257344,0.54268825,0.77376866,0.84178066,0.8268708,0.9378912,1.1967285,0.8339833,0.8595921,1.0645235,0.7205982,0.9085971,1.3342712,1.2947876,0.9690692,0.80083466,1.3643242,1.18367,1.3363154,0.9525471,1.0048089,0.79886514,0.8372158,1.2020526,0.9439714,0.7876654,1.2252964,0.6898489,1.0520291,0.8955364,0.88734734,0.5418307,1.1758482,1.0905775,1.1955116,1.067434,0.6968428,1.3519223,1.0334226,1.1001229,1.068106,0.75085187,0.7968024,0.7817478,1.1991909,0.91827416,0.3237145,1.1168693,0.988809,0.92458504,0.48959172,1.2323731,1.177775,0.70387304,0.75792146,1.1339655,1.2524333,0.84805834,1.4342115,1.1122074,1.1989355,0.9515382,1.21774,1.0039415,0.95554864,0.91581386,1.0298128,1.0398542,0.9031608,1.0496937,0.84025204,0.85413367,0.99168545,1.1097105,1.0379838,0.66748273,1.3985528,1.1206491,1.3266594,1.4629397,0.97225267,0.83727086,0.85554236,0.916893,0.89069885,0.9573946,0.90607274,0.90672535,0.93098974,0.73777586,0.84569776,1.08143,0.7842401,0.9469095,1.0465157,0.7626156,1.0136453,1.1564676,1.012916,1.3697095,0.9835066,1.4194226,0.9909563,1.3266249,1.1832795,1.0478866,0.8773707,1.1984861,0.73793846,0.99455315,1.0859485,0.9201377,0.7342514,0.7431137,1.1299313,1.4024485,1.1119027,0.4140321,1.0461556,1.0939325,1.0199964,1.0275936,0.0,0.9362568,0.93600076,1.1567073,1.0810463,0.94198316,1.2661376
tray,0.7975885,1.2860153,1.4229531,0.73873705,1.1246282,1.1751232,0.9462723,1.0258918,0.6469493,0.75534666,1.4853656,0.87053144,0.8062204,1.0499117,0.8822756,0.8414787,0.8601873,1.3840878,0.40951502,0.68250483,1.0990766,0.9255444,1.0693227,1.0720055,1.3202881,1.264042,1.4863135,1.0340656,0.89934176,0.5929351,1.0905381,0.9419663,0.99173474,1.0789819,0.66995966,0.9523071,0.91406196,1.0351357,0.91440046,1.0416561,1.4774934,0.6622472,1.2410235,1.046303,0.4121163,0.9123613,0.89634573,0.9882351,0.82866824,1.12863,1.0308155,1.2851962,1.2256532,1.1307642,0.9073873,1.314487,0.8873582,1.3187457,1.1026603,1.1956685,1.117047,0.93901366,0.60801554,1.4793915,1.1480012,0.96685,1.0336841,0.8580433,1.3824158,1.0129967,0.76342416,0.9605375,0.9200401,1.0954461,0.7443793,0.773048,1.3800006,1.1665937,1.1336039,0.74906987,0.69936484,0.7889236,1.032901,1.0809305,1.2937446,0.8252741,1.4299871,1.1278554,1.424252,1.282788,1.2111534,0.93217206,0.9795095,0.8429353,1.0690084,0.59284306,1.4128156,1.3480769,1.0652521,1.0736914,1.5811956,0.9107309,1.1571923,0.4963168,1.0983577,0.92231554,0.8627,1.3021665,1.3950263,0.85344934,1.2289423,0.47131073,0.8666988,0.7876069,0.8779718,0.9410258,1.1537809,1.1026745,0.82375216,0.81216395,0.7325796,1.4952595,0.93636924,1.3057561,1.2937639,0.41087383,0.7689358,0.6478241,1.1834292,0.86819446,0.85056657,0.41719842,1.0480673,1.4151535,1.2952085,0.8290484,1.2156518,0.9362568,0.0,1.0325825,1.0908008,1.1473796,1.4939091,1.1444178
tree,0.94671696,1.0910922,1.0446376,1.1331303,0.92918575,0.9684481,0.98027706,0.86710584,1.1824613,1.1802111,1.0416402,1.0786513,1.1165042,1.0519309,1.0845447,1.0298834,0.82163936,0.9679167,1.0057929,0.94524497,1.0356737,1.0460055,0.93694514,0.9174794,0.9697016,0.92306185,1.0599616,1.1186036,1.0589448,1.0591605,0.8534208,1.0814643,1.0094786,1.1294688,0.97727376,0.97124946,0.8699441,0.8839317,1.0388978,1.0501015,1.0338259,1.0498165,0.9746192,0.9856766,0.968474,0.979017,0.832466,1.0048473,0.9643661,1.048705,1.1235452,1.072056,1.114962,1.0801449,1.0354218,1.1615348,1.007229,0.85868204,0.7028944,1.1733971,0.9320775,0.89460826,1.1253755,1.0731615,1.061364,1.0855656,1.0336894,1.1400801,0.95891005,0.7572371,1.0822951,1.003084,0.93092966,1.1451943,1.0242261,1.0374258,0.9348756,1.1581621,0.97604537,1.0992088,0.913754,1.184804,0.8958885,0.8873972,1.1400334,0.93643767,1.1279525,1.0083379,1.0698339,1.1225537,0.96829104,1.0653169,0.98246264,1.1209779,1.1336621,0.9730513,0.9497555,0.9172355,1.0302067,0.9420506,0.9592814,1.0127048,0.78405297,1.0390584,0.73544127,0.97701645,0.9812437,0.8385788,1.0795499,0.9256782,0.8467627,1.035582,1.1173441,1.028779,1.0400496,0.99228626,1.1145412,0.9415535,1.1231576,1.056005,1.1458352,1.0960854,1.0295938,0.99120045,1.1355582,1.0392286,0.9710418,0.9991848,0.7980489,0.9338217,1.0776404,1.1220789,1.0299945,1.1810666,1.1446161,1.1253159,1.0556331,0.93600076,1.0325825,0.0,0.94334114,0.96650696,1.0776328,0.95768404
truck,1.0043654,0.91061234,1.1231263,1.0755365,1.2411005,1.1098403,1.1675044,0.9433038,0.91771346,1.0218318,0.9370103,0.84875375,0.99714255,1.0230472,1.0229788,0.8868336,1.0046293,1.0973636,1.0749024,0.8598459,0.9864211,1.000241,0.9859541,1.0419968,0.94281363,0.8714634,1.0106874,0.8705527,0.8754059,1.034934,1.1239483,0.79078686,0.8937071,0.89752597,1.0585968,0.87909335,1.0511751,0.8415781,0.9320432,1.0688125,1.0115229,0.8774108,1.0893061,0.99652755,1.0717788,1.0314777,1.0962217,0.7147503,0.7253442,0.894276,1.0795434,1.2029511,1.0719948,1.0135891,1.1535577,1.1233675,0.7360907,0.87784874,1.0086634,1.0312167,1.0688381,1.0421226,1.0480461,1.0862917,1.1067467,1.0227361,1.070216,1.0155898,1.2017231,1.0735182,1.2078816,0.8555052,0.99074906,0.88120407,0.98997086,0.79863703,0.910259,0.905841,1.0875722,1.1087111,0.96697384,0.963767,0.9520379,0.8517146,0.99415374,0.97898597,1.1681287,0.9814821,1.032776,1.0411352,1.1976922,0.8701532,0.9190343,1.0309379,0.8960032,0.98526937,1.0297908,1.1005598,1.0246364,1.0782895,0.9375354,1.0046964,0.98063445,1.1526186,1.1003065,1.0653865,1.0277,0.9430497,1.1370362,0.80068815,1.0980812,1.1045121,0.90599495,1.1556591,0.9941105,1.0897868,0.86510897,1.0678815,1.0553553,0.9071039,1.0733793,1.0560731,0.9452546,1.0136719,1.0160744,1.0279208,1.1204797,1.0403745,0.99646854,0.8814652,0.92315066,1.1192303,1.1556716,1.1675102,0.9111192,1.0286444,0.91494834,1.1567073,1.0908008,0.94334114,0.0,1.080179,1.1407269,0.73564136
vacuum,1.2198626,1.1394632,1.1023482,1.1499487,1.0149009,1.0101223,1.239984,0.9296236,1.0325216,1.131669,0.84938484,0.74157625,1.2943282,1.1145508,1.2311409,0.7947149,1.0398684,0.6569381,0.9702584,1.031509,1.3271673,0.31493223,0.62350863,0.9157921,0.4569372,0.8904953,0.9732401,1.122803,0.6563268,1.1299114,0.77631575,0.7586763,1.0455599,1.0492109,0.92567813,0.8370919,1.1543653,1.1025289,0.8508644,1.2850561,0.77663213,0.8769686,0.67048305,0.68695736,1.0567513,1.2218598,1.187742,0.6799185,0.7407924,1.0477706,1.1458795,1.1185946,1.101396,1.1560915,1.2327875,1.2055072,1.1025363,0.9222762,0.8263092,1.2238042,0.56990075,1.269938,1.1760349,1.0529253,1.1546469,1.270905,1.236242,1.3179862,0.89019775,1.0992322,0.5440366,1.1613731,1.053325,1.0917919,0.55329365,0.82133174,0.6391239,1.0082604,1.0416723,1.322048,0.9981192,1.3281702,0.37684417,1.0823758,1.2006917,1.2902244,1.0113088,0.99981874,1.1020341,1.2001758,1.0265868,0.6766456,1.054886,1.1859827,1.0797455,1.2029531,0.6288799,0.5987551,1.242155,1.082165,0.8886141,1.2610413,0.7566963,0.9619834,1.0061672,1.1318408,0.8156315,0.6437759,1.074938,0.6622153,0.8929316,1.1386966,1.1633683,0.5611724,1.238729,1.0410829,1.1697556,0.28753138,0.97228557,0.6938191,0.92744255,0.9861093,1.1236495,0.9785113,1.0915016,1.2322762,0.54202414,0.8074539,1.1232398,0.95259136,1.1842712,1.0784684,1.0068482,1.163449,1.2530556,0.7644346,0.9563029,1.0810463,1.1473796,0.96650696,1.080179,0.0,0.954855,0.74488854
watch,1.4625938,0.7699369,0.3082555,1.3255379,0.75203466,0.7322455,1.017696,0.78569806,1.4673486,1.4950376,0.3936149,1.4019834,1.3340113,1.0561609,1.3897263,1.309005,1.0418158,0.40713394,1.1619477,1.4030007,0.6566844,1.2002852,0.96806896,0.873807,0.81996274,0.6657716,0.23550236,1.2739,1.3664372,1.2837962,0.7370975,1.3694676,1.1335589,1.1681436,1.3998566,0.9383069,1.0275706,1.0319127,1.408802,0.6687854,0.22901285,1.5381507,0.58498234,0.93614554,1.2889241,1.3604374,1.294879,1.2614684,1.2373149,1.1606195,0.90643805,0.4971646,0.94943213,0.64907795,1.1356618,0.50214297,1.2753022,0.7150934,0.8527905,0.8347702,0.72350335,1.1289432,1.3011885,0.17288494,1.0403786,0.8630928,1.0105398,1.1003739,0.58673954,1.0611372,1.2784233,1.308832,1.2024467,1.2559049,1.0655842,1.3912551,0.51468766,0.9494201,0.7939906,1.3421499,1.3665234,1.4349564,1.0392686,1.0773911,0.5171096,1.1336732,0.18767571,1.1155174,0.27097952,0.49105185,0.5814215,1.3041103,1.1124877,1.4180341,1.2607682,1.4101074,0.36532784,0.4202516,0.8047271,0.777935,0.49672705,0.81513906,0.92888576,0.93335253,1.0346695,1.1474022,1.3448126,0.6861452,0.26389682,1.3734694,0.8063479,1.3586509,1.3204049,1.1611574,1.31986,1.1460181,1.1116283,0.8769603,1.3184757,1.080945,1.3723049,0.2825088,1.1423748,0.5027281,0.83767414,1.3940933,0.965749,1.3124213,0.8099066,1.361217,1.3917303,1.5171131,0.68626666,0.4035796,0.4108342,1.0469853,1.1352695,0.94198316,1.4939091,1.0776328,1.1407269,0.954855,0.0,1.1515303
