,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
necklace,1.4107729,0.5552839,0.7117065,1.0055819,1.168861,0.9693633,0.80847484,0.81521857,1.1552535,1.3904419,1.3142412,1.4699824,0.6145028,1.3105973,1.2359384,1.0405054,1.3438332,1.1791748,1.2613317,0.75708133,1.2308989,1.3345214,0.9717737,0.9169474,1.1982223,0.6361561,1.245836,0.62432516,1.0161948,1.3158463,0.8537513,0.9864478,1.3621986,0.8290698,1.1279348,1.0266724,0.8901413,1.3736267,1.056757,0.46093595,1.4856937,0.95495623,1.268553,1.3879951,1.1194417,1.2402374,1.2028035,1.1737336,0.49179482,0.6020894,1.0693365,0.38753355,1.2910049,0.799852,1.0481188,0.99204844,0.66873956,1.2579217,1.4833809,0.23622704,0.9418559,0.8637369,1.0010693,0.9325405,0.9209661,0.4697988,0.99351084,1.2258737,1.2549304,1.2248325,1.243891,0.68442166,1.37749,0.65832245,0.5566019,1.4252634,1.3281617,1.239828,1.2615273,0.8499199,1.0483516,0.46850282,1.0717232,0.4199717,0.9750232,0.0,0.36875916,0.89434016,1.3717276,1.0618929,1.3274918,1.17344,1.3184376,0.5745347,0.5698575,0.63609326,0.9784799,0.65739495,1.0283811,1.1511576,1.1068538,1.0533872,0.5817993,1.3237491,0.8220169,0.38926017,1.405889,0.9363625,0.90811664,0.83142096,1.2177702,0.94521403,0.9601414,1.0681614,1.3157043,1.2696918,1.346226,0.50756705,1.2242444,0.72844565,1.0044229,1.216775,0.7191123,1.1839011,0.8572813,1.2594463,1.3084769,1.5188004,0.9758177,0.3604985,0.32826304,0.9320458,1.1002196,1.1331465,1.4181843,1.2814171,1.1939281,0.97013456,0.080789685,1.1825268
nose,1.2342031,0.66851515,0.73164773,0.8486714,1.0733563,0.8994751,0.896866,0.8410776,1.2965325,1.289373,1.177836,1.284214,0.97562236,1.2846615,1.0154564,1.08985,1.2706163,1.2124029,1.2502404,1.0045869,1.2257348,1.2398077,0.9167551,1.141949,1.1986293,0.94456583,1.2228509,0.7407982,1.0971593,1.305584,0.959789,1.1642989,1.2341707,0.9182787,1.0859408,1.1293865,0.9717524,1.2321818,1.0328794,0.831655,1.3170661,1.0835491,1.1080613,1.2074051,1.0317223,1.2409029,1.1813216,1.080074,0.3076241,0.50195456,0.70120066,0.3165856,1.1791434,1.0172988,1.2064855,0.8884081,1.0577978,1.1629142,1.2103436,0.5250504,0.9569568,0.80671215,0.7452592,0.9668515,0.65432954,0.6869121,1.0857384,1.1027255,1.1131053,1.1876178,1.079345,1.0875752,1.2427282,0.9265807,0.7521168,1.2095714,1.0999539,1.2040097,0.9748128,1.0987391,1.08087,0.31103456,1.040796,0.5588871,1.1458505,0.36875916,0.0,0.89239556,1.2800684,0.9852989,1.1217417,1.0758508,1.2301046,0.91621727,0.89342725,0.8174954,0.98046494,1.0002203,1.0425934,1.226255,1.1900038,1.1505322,0.7126551,1.3021605,1.0616176,0.36686146,1.3246933,1.0198854,0.9152042,1.1207232,1.0410706,1.0184355,0.96240026,1.2706414,1.1984426,1.2510267,1.2191508,0.72784674,1.2668097,0.9413309,1.0210588,1.1140473,1.0848837,1.0819725,0.92215645,1.3004947,1.0693784,1.310669,1.0120428,0.30629373,0.4566912,0.98449594,1.2261194,1.1231295,1.2732563,1.2176577,1.2209489,1.1882904,0.38553846,1.1788208
orange,1.323303,0.97428787,0.27487934,0.6033012,1.388396,0.37306577,0.24405801,0.7767397,1.0826514,1.2868531,1.1382146,1.4764435,0.7847533,1.321681,1.3972952,1.1379253,1.393188,1.2028111,1.0684615,0.6038842,0.6073381,1.183445,0.4707657,1.2058147,0.89229774,0.9355439,1.1398609,0.45063937,1.3378465,1.408637,0.5361052,0.7877772,1.3643687,1.2015684,0.6456965,1.197767,0.48383915,1.3647884,0.77181005,0.60606444,1.5082228,0.56639755,0.7971356,1.2992692,1.0284133,1.388486,1.178316,1.3058487,1.086621,0.27350473,1.1873382,0.852493,1.2438779,0.7452136,0.8083812,1.2953444,0.8222349,0.91166484,1.3072742,0.73546356,1.271441,0.60405076,1.2229007,0.98547876,1.2251638,0.7343996,1.165615,1.3296506,1.4060441,0.9831645,1.3944712,0.83922935,1.382469,0.64424884,1.0464501,1.1958481,0.7942095,1.0524755,1.3442461,0.9482414,1.0716658,0.87015927,0.6839105,0.5284332,1.0434813,0.89434016,0.89239556,0.0,1.4329889,0.7804481,1.4264793,1.3998406,1.2117691,0.7279359,0.69165015,0.41003728,1.0469923,0.8077707,0.8669386,0.98089844,0.69156015,0.91039294,0.7171782,1.3681972,0.9139564,0.80366933,1.3532747,1.196739,1.3416731,1.028342,1.4058572,1.1546109,1.3586476,1.033082,1.3202688,1.1129471,1.3625078,0.9235304,1.2344148,0.4981585,1.2923753,0.9697311,0.75522596,1.0833678,0.52295136,1.266124,1.3558908,1.3440742,0.3535537,0.8025383,0.69109184,1.1582069,1.2128024,0.5474959,1.1343539,1.1563016,1.0584395,1.1293485,0.8171891,1.1919194
oven,0.84141564,1.1782426,1.5228393,1.3626602,0.6440517,1.4281619,1.417903,1.3725414,0.8746402,0.4327991,0.8858504,0.50887495,1.1335506,0.5508629,0.70763636,1.0558541,0.64560443,0.72458714,1.0359509,1.3186936,1.174081,0.7004287,1.334641,0.765891,0.9708952,1.086406,0.8472601,1.41058,0.61305654,0.6510248,1.2912512,1.0897207,0.38590682,0.83783054,1.0738542,0.8511349,1.4341817,0.65281177,1.2601054,1.4134073,0.4953969,1.2685852,0.99464434,0.90178883,1.2557521,0.33157134,0.65505314,0.8162515,1.1670517,1.5384845,0.9099049,1.3478235,0.83576703,1.2932694,1.2631183,1.0080433,1.1583221,1.2633173,0.5709332,1.3743433,1.1148778,1.5097115,0.8749665,1.217356,0.9872909,1.3270371,0.9556745,0.45916408,0.58463943,1.0139325,0.5618481,1.1060214,0.6574791,1.2640206,0.971421,0.9050961,1.1182401,0.92453885,0.8170525,0.94535035,0.96045846,1.2673172,1.1963003,1.4390578,0.9566301,1.3717276,1.2800684,1.4329889,0.0,1.2240765,0.7246438,0.54614985,0.8238516,1.3015637,1.3227375,1.488128,1.0819659,1.3328183,1.3373618,1.0991461,1.1186132,1.1988609,1.3940167,0.6726812,1.1303818,1.3682266,0.16995275,1.0801315,0.7942261,1.1870456,0.6557776,1.1302724,0.6340468,0.94484293,0.39436036,0.5145706,0.50563633,1.3707337,0.6723635,1.352987,0.8859913,0.9378111,1.223568,0.9750739,1.3344796,0.94276744,0.6588192,0.5994583,1.4492592,1.4107552,1.4084107,1.0720047,0.8653367,1.477174,0.77466863,0.74948233,1.0308217,0.7424275,1.4054343,0.66060114
owl,0.96543115,1.2040806,0.8756822,0.98345435,1.285666,0.76418275,0.73845947,0.9511646,1.0230352,1.2093003,0.8614577,1.1570003,0.96060526,1.2325324,1.210543,0.9132416,1.1363488,1.0087107,0.85213506,0.8626535,0.9669811,1.1177192,0.87994444,1.1511722,0.98879,1.1030306,0.9725821,0.8908516,1.2030506,1.1766722,0.92824256,0.93334454,1.137967,1.1507423,1.0049276,1.0860703,0.7913462,1.1619502,0.9608434,0.90801346,1.1794906,0.8604774,1.0294228,0.9690772,0.61530423,1.1708918,1.1599598,1.1146975,1.1778214,0.84083116,0.8807971,1.1014276,0.9133717,0.944171,0.8272329,1.217058,0.9701142,0.583685,1.1801164,0.9595121,1.1617978,0.8921838,1.0356727,0.9743319,1.208636,0.874133,0.87679476,1.1990358,1.1388155,1.1000885,1.2629676,1.0528914,1.1258923,0.91496617,1.2585988,0.99933535,0.9798821,1.1193666,1.2480838,0.9960576,0.970393,1.0007277,0.9313209,0.89261127,1.1581221,1.0618929,0.9852989,0.7804481,1.2240765,0.0,1.1269592,1.2803991,0.99456453,0.9369461,0.9381448,0.92170143,0.9519066,0.9932583,0.79477894,0.86038214,1.0661943,0.733559,0.9225414,1.174192,0.9995825,1.016968,1.1606476,1.0895532,1.2062681,0.9086779,1.1678582,1.0689688,1.3808727,1.0121473,1.084858,1.2266078,1.0958757,1.0858653,1.0886339,0.9601448,1.2884654,1.1389184,0.9536117,0.9638832,0.71517974,0.97813684,1.0879579,1.089898,0.7611672,1.0398887,0.99299484,1.1989145,1.1263528,0.57732034,1.0976945,1.0328146,0.81690127,1.0644089,1.0152036,1.0009798
pajamas,0.6214197,1.0222175,1.411411,1.1793418,0.37281275,1.2745367,1.4975898,1.0783111,1.2090563,0.78994274,0.8105072,0.48087013,1.3737128,0.935721,0.1471324,1.0534704,0.5504863,0.97020245,0.9373781,1.4937179,1.3616905,0.9656169,1.3054433,1.211702,1.2470357,1.3980013,1.0253394,1.4073348,0.76733035,0.8108566,1.4587134,1.2964792,0.77575016,0.86755794,1.2469983,0.9367046,1.4348944,0.7348838,1.1110868,1.5713613,0.56465966,1.506169,1.1096221,0.6143391,0.7934135,0.86458427,1.0947005,0.52347803,0.98655003,1.3461175,0.5575008,1.1384377,0.7040909,1.4241564,1.3786759,0.752609,1.5742632,0.9556439,0.63172877,1.4493265,0.7641635,1.2664824,0.57841575,0.87597704,0.58415014,1.2912235,0.96739626,0.71333283,0.24050045,1.065066,0.35118753,1.54932,0.7199202,1.5846809,1.147631,0.6821509,0.85039085,1.0176069,0.39717388,1.4529573,0.9398647,1.1704305,1.1680857,1.4287403,1.185325,1.3274918,1.1217417,1.4264793,0.7246438,1.1269592,0.0,0.42290604,0.6790056,1.546307,1.530452,1.4568584,1.1081315,1.4149618,1.0815419,1.220145,1.3451829,1.1927942,1.3624425,0.6708848,1.4481994,1.2466596,0.84906715,1.0168935,0.4504478,1.2623916,0.1868347,0.9362108,0.5136781,1.3387482,0.6189146,1.0474039,0.62455165,1.2623649,0.80895543,1.5537711,0.593603,0.9536095,1.6076205,0.9244572,1.369911,0.7556882,0.16072047,0.4187113,1.4456098,1.2045451,1.4166685,0.94928557,0.9991495,1.2254765,0.75887275,0.80859494,0.9989415,1.3139235,1.3360367,1.012295
pants,0.80890995,0.7408688,1.3495166,1.2544744,0.36497128,1.322039,1.4284487,1.1496224,1.2674081,0.80394644,0.8733573,0.59077424,1.2364424,0.8585342,0.39805716,1.0496933,0.68323565,0.9721789,1.1810358,1.4285913,1.4249555,1.0002854,1.278083,0.9739902,1.2579403,1.052274,0.9996727,1.2853761,0.5755507,0.73214513,1.3850722,1.3555503,0.73595977,0.6927119,1.2473152,0.9733573,1.3975348,0.7185415,1.1870198,1.4448516,0.7310164,1.4561859,1.2324978,0.7414731,1.1122602,0.74099284,1.0280628,0.7346712,0.9120121,1.2934988,0.8130793,1.0276939,0.84831357,1.306563,1.4465202,0.61367303,1.4523213,1.2070235,0.7724733,1.2811328,0.7746826,1.4102025,0.6895873,1.0577961,0.73961186,1.2200884,0.9037269,0.64499295,0.29318953,1.0589614,0.061932445,1.350488,0.7557258,1.4301031,0.85644555,0.96043336,1.0434145,1.0810158,0.5248766,1.2784207,0.94664794,1.1147261,1.1904407,1.318724,1.0847532,1.17344,1.0758508,1.3998406,0.54614985,1.2803991,0.42290604,0.0,0.9152056,1.422711,1.4258838,1.3537953,1.088049,1.2479815,1.271482,1.2841026,1.3818545,1.2442347,1.327162,0.73793757,1.2796599,1.1296755,0.7504605,0.9722849,0.45061737,1.2717732,0.29355228,0.866688,0.16382575,1.2500099,0.5985408,1.0206157,0.7200122,1.0529561,0.82255244,1.4256574,0.503993,1.0635705,1.4510922,1.0641707,1.3046124,0.8805498,0.32895464,0.6785268,1.4785739,1.0631671,1.2966535,1.0281821,1.0066175,1.42752,0.9490184,0.9166235,1.0395458,1.0481075,1.2020928,0.94574195
paper,0.5786285,1.2533005,1.3402362,1.1818068,0.7404423,1.1636803,1.2896408,1.1211174,0.8594166,0.64707685,0.9557188,0.633318,1.2164079,0.7180907,0.7230026,0.83622646,0.6374788,0.94679636,0.25417793,1.3207992,1.0562117,0.5869312,1.149007,1.1485639,1.0923245,1.4013133,1.0114722,1.2840748,1.0481575,0.97071147,1.1120504,1.0679011,0.8915801,1.1606346,1.0296059,0.8275908,1.2416883,0.94323015,1.0189689,1.3369385,0.6267557,1.2808913,0.861735,0.80500495,0.97665936,0.9349305,0.8255764,0.8192975,1.1955575,1.3173552,0.8634802,1.2573473,0.58830315,1.2865458,1.2145774,1.0068038,1.2633679,0.74337107,0.7630391,1.3998803,1.0973623,1.0350059,0.8978504,0.9564592,0.86659294,1.3987286,1.0251938,0.764062,0.8754438,1.0049124,0.8947613,1.2689888,0.79534686,1.3030702,1.2873423,0.6381093,0.87901235,0.87378496,0.7989202,1.2680011,1.0534862,1.1737157,1.0776051,1.354423,0.8435159,1.3184376,1.2301046,1.2117691,0.8238516,0.99456453,0.6790056,0.9152056,0.0,1.3144035,1.3025296,1.4059386,0.8001064,1.403033,0.93892205,1.1427493,0.93802035,0.96906906,1.2870405,0.8473734,1.3234167,1.33492,0.79695034,1.0530246,0.85819936,1.14551,0.8213059,1.0812517,0.96174157,1.1530424,0.77161,0.8154199,0.643514,1.3206334,0.76542115,1.3430532,0.8715337,0.87570363,1.3538733,0.9269773,1.1783851,0.9876675,0.778911,0.37355924,1.2102154,1.3246675,1.3590356,0.96492046,0.8773605,1.0034407,0.5682305,0.83823526,0.9536137,1.2462819,1.3157854,0.99997395
pen,1.4123112,0.9655599,0.630101,1.1903429,1.428695,0.8483454,0.596455,0.9797755,1.032913,1.3368657,1.1780021,1.4454123,0.35882574,1.1652107,1.585117,1.0826175,1.3395413,0.9817384,1.0699029,0.27838326,0.8415481,1.2616227,0.93322086,0.80250114,0.9556173,0.60414845,0.91675615,0.5784665,1.0806144,1.327069,0.6176357,0.57361627,1.3108981,1.0972228,0.9935796,1.0915711,0.74826,1.3147192,1.0931951,0.07496351,1.4725095,0.53230476,1.1749402,1.4359891,1.2566669,1.1930894,1.0800381,1.360874,1.0968772,0.82200575,1.3016398,0.8490726,1.2196139,0.3781277,0.6927928,1.30953,0.25583446,1.2216489,1.4698372,0.30420363,1.1657766,0.7499653,1.314816,1.1646571,1.3776948,0.48827916,1.0953345,1.3183053,1.4688236,1.190549,1.4364494,0.19031572,1.3932804,0.36637104,0.7064923,1.440922,1.4194176,1.2306466,1.6117685,0.52527416,0.92511284,0.854521,1.1646719,0.2925139,0.83332205,0.5745347,0.91621727,0.7279359,1.3015637,0.9369461,1.546307,1.422711,1.3144035,0.0,0.019548893,0.53029656,1.0795405,0.42356837,1.0989295,0.90331364,0.77415264,0.93036646,0.57463104,1.3827791,0.56494033,0.8480694,1.293735,1.0755177,1.3484366,0.70900154,1.4635041,1.1116717,1.3231943,0.7390609,1.3111694,1.0146303,1.2982645,0.6461257,1.132503,0.36567146,1.324837,1.3102455,0.26789206,1.2338207,0.74711037,1.2996036,1.4895416,1.5005076,0.69462067,0.779348,0.39048523,0.9522266,0.98224735,0.9228377,1.4209263,1.1082053,1.0840256,0.67448175,0.5213378,1.0128028
pencil,1.4304605,0.9787162,0.5965072,1.1703986,1.42812,0.8477229,0.6117672,0.9324426,1.016452,1.3578111,1.186767,1.4424889,0.3696549,1.1779604,1.5712103,1.0874352,1.362031,1.0363791,1.0587832,0.26723695,0.8593554,1.2424196,0.88813204,0.8287515,0.97852165,0.6022607,0.9399854,0.52358687,1.1299926,1.3355917,0.61316735,0.60270834,1.3184352,1.1310437,1.0092671,1.1027261,0.7182249,1.3212011,1.0580637,0.052713692,1.4616349,0.53442633,1.1932008,1.4489379,1.2492009,1.2192574,1.0845127,1.3714458,1.1072286,0.7855636,1.2905318,0.82213145,1.2126123,0.40608823,0.71386313,1.3113749,0.30231655,1.2223657,1.4559096,0.28957725,1.1865935,0.7226448,1.2949886,1.1277738,1.3696084,0.48401773,1.1308205,1.334968,1.4690136,1.1775496,1.4320327,0.21979916,1.3667557,0.3998078,0.71339667,1.4495803,1.3855653,1.2592977,1.6172419,0.5962964,0.9025309,0.8365215,1.1549776,0.2519464,0.8525604,0.5698575,0.89342725,0.69165015,1.3227375,0.9381448,1.530452,1.4258838,1.3025296,0.019548893,0.0,0.49824888,1.0984361,0.46193236,1.0609825,0.9325581,0.7867552,0.94545597,0.5546461,1.40857,0.59346294,0.8048338,1.3205476,1.1023237,1.3359468,0.7226982,1.4635063,1.1336588,1.3315688,0.7644881,1.3092856,1.0549577,1.2803819,0.6492935,1.157908,0.3425197,1.32663,1.2876937,0.30659378,1.2386475,0.72994715,1.2935768,1.4759915,1.4810598,0.666453,0.75177014,0.3691429,0.95955473,1.025993,0.8988564,1.4109023,1.1255071,1.0720565,0.71072686,0.49695396,1.0658457
pickle,1.4700733,0.8538915,0.15416062,0.6746799,1.4401283,0.542323,0.41156638,0.5095682,1.1799843,1.4034796,1.1053168,1.5306964,0.5794336,1.3943913,1.4428072,1.1440806,1.4407182,1.1967925,1.2402663,0.48788512,0.76274157,1.340615,0.61178136,1.0311264,1.006772,0.7147976,1.1087158,0.49367833,1.1722236,1.4507458,0.5274394,0.8466316,1.3913839,1.05629,0.76210517,1.243184,0.52116156,1.3992825,0.8913388,0.38051206,1.5812063,0.58826035,1.0040885,1.4123474,1.1030349,1.332241,1.2847197,1.3343072,0.9871427,0.40212935,1.2764866,0.74192256,1.3593595,0.611674,0.69841737,1.2859502,0.72275364,0.9706704,1.3533398,0.4909513,1.1486189,0.54029274,1.2768602,0.9738391,1.2858659,0.5766159,1.1523676,1.475183,1.4045932,0.9845319,1.3730578,0.6705888,1.4953558,0.63437706,0.7890146,1.3699511,0.7996645,1.1180091,1.4187225,0.8582748,1.0076517,0.8415053,0.8563058,0.4029569,1.0439837,0.63609326,0.8174954,0.41003728,1.488128,0.92170143,1.4568584,1.3537953,1.4059386,0.53029656,0.49824888,0.0,1.1766448,0.5971097,0.8677524,0.8880627,0.7885828,1.0112749,0.63871825,1.3854691,0.7006533,0.67400724,1.4106412,1.1311158,1.3070576,0.92190886,1.4090606,1.1194974,1.2648004,1.087248,1.3813226,1.2043726,1.480396,0.714828,1.2244549,0.24268723,1.2598017,1.0217774,0.67344266,1.1776068,0.5202478,1.2994246,1.411472,1.5061046,0.4480474,0.6589099,0.5111274,1.160749,1.192909,0.66163033,1.319714,1.185213,1.0587535,1.025762,0.57525605,1.2295882
pig,0.7385597,1.0841835,1.1412581,1.0050104,1.0605332,1.0648787,1.0703585,1.0716764,0.97370297,1.0231948,1.0359077,1.07474,1.0979359,0.9813289,1.1424536,0.75888807,1.0137911,0.9956937,0.6814884,1.1705335,1.1142572,0.9395443,0.9862254,1.0971649,1.0540191,1.1508297,0.93028206,1.027637,1.0352402,1.0154207,1.0102912,0.9957273,1.0875213,1.0302837,0.99592304,0.9404748,0.9712221,1.0802536,0.9274698,1.0811158,1.0548247,1.153147,0.9735274,0.75007826,0.78433645,1.0953075,0.9911654,1.1387715,0.91848224,1.0980241,1.0738405,0.9702479,0.9426579,1.0969228,1.0534146,0.95528775,0.99390686,0.7528031,1.1148025,1.0673094,0.99457985,0.96100307,1.069302,0.82311165,0.887896,1.15782,0.57974076,1.0052723,1.1473048,0.990506,1.121796,1.0575453,1.0878097,1.0736406,1.0985368,0.7608565,1.0215039,0.94603395,0.985201,1.0798789,1.193001,0.96091396,0.8655344,1.1148684,1.0739988,0.9784799,0.98046494,1.0469923,1.0819659,0.9519066,1.1081315,1.088049,0.8001064,1.0795405,1.0984361,1.1766448,0.0,1.0894306,0.78179985,1.0788053,1.0666348,0.43345857,1.0425992,1.0488095,1.0769457,0.97964096,1.0766914,0.7525679,1.0968089,0.9782229,1.1220648,1.0037258,1.1012499,1.0384426,1.0981246,1.0877029,1.1158987,1.0431885,1.0067738,1.1529937,1.0557896,1.0671369,1.0486109,0.997007,0.988603,0.850183,1.1657963,1.0527855,1.1128833,1.0088327,1.0714755,1.065454,0.9867714,0.9578867,0.9631466,1.0468231,0.8405055,1.1321957,1.0214607,1.0629243
pillow,1.2568064,0.7028418,0.7016275,1.0263677,1.3257215,0.84858036,0.5926411,0.9029111,1.0503885,1.4162177,1.15098,1.239531,0.45770514,1.0792816,1.4445245,1.1626766,1.0532452,1.0650637,1.187298,0.50934947,0.8342866,1.2303618,0.926535,0.92357725,0.91468155,0.49113822,0.9146465,0.6839858,0.9841203,1.1049802,0.67034686,0.7967534,1.3210436,0.880478,0.99862087,1.2282124,0.7949166,0.99570745,1.0398093,0.42454886,1.3414481,0.6128894,1.1568552,1.1427436,0.99447215,1.217481,1.0519868,1.1578228,0.94667625,0.78854024,1.3639021,0.8209514,1.3459781,0.41180873,0.73658955,1.1076578,0.5278225,1.1706591,1.54803,0.5122946,0.6687604,0.8993918,1.3638443,1.12511,1.2870331,0.44974506,1.0552356,1.5732107,1.2936066,1.0630327,1.2952114,0.5145441,1.375609,0.476511,0.72561604,1.3495507,1.3156836,1.1538577,1.318373,0.5957658,0.973124,0.9831792,1.0880013,0.5703243,0.59963936,0.65739495,1.0002203,0.8077707,1.3328183,0.9932583,1.4149618,1.2479815,1.403033,0.42356837,0.46193236,0.5971097,1.0894306,0.0,1.1232224,0.8988344,0.8930353,0.93088466,0.70204175,1.1474919,0.5035132,0.8756327,1.2878057,0.8529458,1.3103842,0.9245156,1.3399322,0.92513144,1.0952487,0.80330944,1.3918647,1.1720959,1.4014281,0.54665357,1.2145414,0.4627033,1.0247585,1.2635018,0.47556037,1.3548673,0.8697088,1.1001673,1.4019926,1.5606812,0.7422565,0.74282646,0.6446772,1.0546865,0.6854957,0.89709485,1.4677045,1.1953359,1.0331367,0.7965839,0.69151485,0.9893209
pizza,0.94286805,1.1954246,0.902415,0.78248477,1.3084464,0.9764869,1.0453087,0.6990359,0.93215406,1.1198113,0.8581201,1.1965234,1.1864628,1.2592123,1.097856,0.79321885,1.15504,1.0370653,0.85390186,1.1248564,0.99679047,1.1024117,0.5093974,1.2797153,1.1727757,1.2227441,0.8787085,0.86356056,1.1775299,1.2292149,0.9189114,1.1589053,1.2102325,1.1703318,0.96811086,1.0842094,0.48071522,1.1698207,0.46031117,1.035466,1.1504184,1.1283205,0.9301476,0.820282,0.63835204,1.2571466,1.1820893,1.110579,1.0797334,0.9154198,1.0170001,1.1085564,0.9184809,0.91513866,0.89339757,1.0903949,1.1151795,0.4847957,1.0382626,1.0165663,1.0594267,0.75701326,1.04304,0.3935026,1.0799224,1.1159121,0.8824277,1.2491903,1.1961093,0.89934504,1.2897573,1.1040149,1.1053014,1.165544,1.2680702,0.67693394,0.67971814,1.0865947,1.0454538,1.2782035,1.0423205,1.0900447,0.4117599,1.0315268,1.0819526,1.0283811,1.0425934,0.8669386,1.3373618,0.79477894,1.0815419,1.271482,0.93892205,1.0989295,1.0609825,0.8677524,0.78179985,1.1232224,0.0,1.0485656,0.8735361,0.6924724,0.8783866,1.104219,0.97812426,0.9800627,1.2886885,0.7945691,1.1259058,0.8392474,1.1903718,1.0065037,1.3051867,1.1965271,1.172013,1.1878713,1.2694969,1.0256194,1.1083728,0.98479843,1.2163699,0.7133629,1.0859278,0.8518519,0.8041878,0.84538376,1.172255,1.0890429,0.91455925,1.0635115,1.0378547,1.0975802,1.1171823,0.697453,0.84744304,1.1046848,0.8209597,1.3517575,0.9997266,1.2453287
plant,1.044695,1.1718768,0.939041,0.9363532,1.2178693,0.92280024,0.9125829,0.95689905,0.8472821,1.0527302,1.0920012,1.0878764,0.9649578,1.0128326,1.2580886,0.965357,1.0996376,0.9291177,0.9978706,0.7491071,0.7360629,1.0079038,1.0735084,0.82262665,0.7236172,0.925468,1.0104682,1.0195366,1.1401317,0.910676,0.940737,0.8274944,0.97216564,1.1198847,0.91977674,1.1045948,0.94722843,0.9502303,1.0888994,0.94491494,1.0149504,0.68712515,1.0149033,1.0724969,0.9270966,0.9494335,0.9747074,1.050682,1.2189398,1.1150918,1.126557,1.1895846,1.1469605,0.97401065,0.14478219,1.1427228,0.8116032,0.93484926,0.9948406,1.1111823,1.0979624,1.0927162,1.1882296,1.0882754,1.2276291,1.0211191,0.93734807,1.1738329,1.193597,0.8835048,1.2919893,0.9193622,0.96146643,0.79788035,1.1204823,1.0355271,1.0239117,0.83687663,1.2664158,0.7025826,1.0789428,1.1282611,1.068995,1.0953549,1.0658877,1.1511576,1.226255,0.98089844,1.0991461,0.86038214,1.220145,1.2841026,1.1427493,0.90331364,0.9325581,0.8880627,1.0788053,0.8988344,1.0485656,0.0,0.9190724,0.8070927,0.92133355,1.0587121,0.8489574,1.1087996,0.95072234,0.96678895,1.2533138,0.9562231,1.2566329,0.9963264,1.3402781,0.7414059,1.1509281,1.0078927,1.0614436,1.1004716,1.02146,0.9242663,1.251002,0.9806814,0.80157804,1.0723554,0.7223451,0.9848163,1.2095677,1.0773146,0.84930813,1.1710954,1.108607,1.0955926,0.9410074,0.8575374,1.022318,0.86921436,0.95242864,0.71695536,1.1283414,0.7028047
plate,1.1506826,1.1648841,0.78756344,0.79191273,1.301972,0.83775234,0.6977906,0.9581691,0.80380213,0.68873376,1.1570477,1.2129867,0.81483394,1.0279576,1.3169463,1.1123444,1.1436894,0.973234,0.88463664,0.77068317,0.24496269,0.97512704,0.6535193,1.0886813,0.7268668,0.99567175,1.0355952,0.88995993,1.2467602,1.1757097,0.73603773,0.637131,1.1410221,1.2021129,0.6491487,1.0961857,0.6873896,1.1999967,0.7068434,0.80309623,1.1864165,0.6168286,0.51413965,1.2586334,1.1658123,1.1395786,0.97101647,1.1301146,1.2120169,0.8692175,1.2314078,1.1603248,1.1335962,0.87321204,0.8061336,1.2802161,0.72092223,1.0057311,0.93087673,0.95672745,1.25846,0.7842362,1.2969769,1.0652955,1.1793331,1.0199298,1.1964473,1.14601,1.4261605,0.86553526,1.410331,0.70114666,1.2173393,0.724412,1.1230189,1.0589406,0.80442756,0.8964539,1.2815491,0.8673023,1.0902685,1.1222479,0.7467021,0.88262796,0.78888255,1.1068538,1.1900038,0.69156015,1.1186132,1.0661943,1.3451829,1.3818545,0.93802035,0.77415264,0.7867552,0.7885828,1.0666348,0.8930353,0.8735361,0.9190724,0.0,1.0664636,0.9959684,1.1412256,0.8034832,1.1282881,1.0300627,1.1834,1.3036277,0.96200377,1.3561871,1.1582439,1.3312593,0.8098048,1.2147084,0.41801602,1.15006,1.0800185,0.9877415,0.72650915,1.2507089,0.42263484,0.6514642,0.9884329,0.8956486,1.1987966,1.3584648,0.9626136,0.55776453,1.1755912,0.9396533,1.0134509,1.0109706,0.86188227,0.410631,1.0323018,1.123642,1.0236043,1.1087512,1.0352608
