,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
oven,0.9516772,1.0883148,1.4261435,1.0048383,0.6354986,1.3498313,1.3210027,1.315752,1.0126258,0.39982545,0.54457235,1.1601717,0.6188075,0.8577159,1.3435478,0.7456156,0.63088286,1.0040995,1.2469656,0.9787628,0.7196637,1.4275522,0.75117385,0.8748822,1.1517205,1.0156784,0.46782523,1.3357221,0.9148431,0.6119702,1.167706,1.220394,0.45858037,1.1564637,0.8253313,1.2784545,1.1073681,0.65808505,1.3539159,1.354975,0.48696816,1.158887,1.1251663,1.1640775,1.2624166,1.1430976,0.3354845,0.5908088,0.72908294,1.4552535,0.8462299,1.0258882,1.3320059,1.2760823,1.0520867,1.1943978,1.1735721,1.3481648,0.7572521,1.285824,1.1934131,0.8109281,1.4528596,0.9020153,0.87765044,0.95909554,1.3141276,0.75172615,1.1855977,0.7320714,0.7614094,1.1079375,0.61809796,1.1615909,0.7254766,1.0533885,1.181162,0.91079587,0.8904127,0.68786085,1.0236024,1.3725078,1.0207133,1.276722,1.1265911,1.4496086,0.0,1.3460796,0.70206976,0.5837774,0.8466508,1.3141755,1.3573654,1.2971756,1.1888869,1.3339651,1.375374,1.0060433,1.1801306,1.177345,1.3476976,0.97097766,0.9838874,1.3279958,0.2863127,1.3427813,1.2766193,0.9460496,1.0651022,0.6964804,1.1637895,0.76181906,0.9981926,0.57342345,0.3400936,0.7687458,1.4553635,0.802716,1.3209424,0.96652186,0.9094681,1.1487663,1.1375078,1.3058292,0.70196414,0.8268265,0.6105294,1.4567528,1.344373,1.4104941,1.0552851,1.1059272,1.3614316,0.8441454,0.77103484,0.89938146,1.3722382,0.6404295,0.8751246
owl,1.0782163,1.0379685,0.76395345,1.0065837,1.3553326,0.86995447,0.8725066,0.773722,0.99906325,1.354084,1.2571787,1.013366,1.3318522,1.0312868,0.4096526,1.1708536,1.2133311,1.118072,0.9240635,1.1578243,1.2571206,0.7600056,1.113312,1.1584039,0.7399074,1.0361981,1.1757139,0.9256364,0.87554216,1.2326471,0.8462297,0.8189312,1.1631216,0.8640169,1.25835,0.7688776,1.0026057,1.1995332,0.7853251,0.9369628,1.3157113,1.008507,0.8605163,0.9880208,0.68801695,0.93144274,1.174654,1.2865455,0.9367809,0.7822554,0.9864954,0.9886826,0.94546926,0.984584,0.87434447,1.0070803,0.9357222,0.67503196,1.2304814,0.94516015,0.98122984,1.1037725,0.89676297,1.0692573,1.0600963,1.1984425,0.87033826,1.1563131,0.80238926,1.3078134,1.071448,1.0644763,1.1406844,0.9498762,1.1931102,0.9875117,1.0400698,1.1228464,1.1620568,1.1097816,0.9026233,0.874245,1.1247408,0.95223475,1.1101435,0.77022624,1.3460796,0.0,1.0341631,1.1158171,1.2380097,0.9181349,0.91737235,0.96853286,0.7785071,0.7959969,0.803916,0.9331609,0.9123828,0.76082385,0.8675989,1.0563323,0.98128617,0.9381157,1.219482,0.6435073,0.86539876,0.89159,1.066903,1.1047304,0.9123317,1.1555976,1.0269557,1.1820829,1.4451358,1.1580544,0.78360564,1.0445763,0.8260763,1.1643734,0.99806386,0.91951984,1.019682,0.8282312,1.1244051,0.8177185,1.2589562,0.8437567,0.9336804,0.76396537,1.2108812,1.1132904,0.8393352,1.1434264,1.1352733,1.1030279,0.89034796,1.1352514,1.0656911
pajamas,0.7033284,0.8120253,1.3900476,0.6419852,0.4027611,1.260612,1.4504657,1.3223299,1.2429557,0.47088933,0.37063938,1.4353607,0.8111801,0.43029165,1.3097619,0.4354362,0.8980147,0.9184767,1.4443138,1.2427979,0.7577316,1.4121355,1.1141651,1.1732477,1.154869,1.335201,0.9660685,1.24329,0.872375,0.7724863,1.1292603,1.4108403,0.6220198,1.2416735,0.9745756,1.1469843,1.1756604,0.5840273,1.2756966,1.541374,0.5110898,1.4399912,1.0756824,1.1797111,1.1399128,0.74315053,0.8890158,0.9884606,0.121887624,1.4260057,0.99436617,0.7949958,1.1731521,1.4421332,1.2244112,0.906484,1.3780372,1.2807562,0.7231599,1.200936,0.88108134,0.98694474,1.3331283,0.6549442,0.8745295,0.6851867,1.3099748,1.0849686,1.2194414,0.88683623,0.56983703,1.1227081,0.24709111,1.4830539,0.7336657,1.4419811,1.025362,1.0116633,0.59878206,0.7759501,0.8575727,1.3543574,1.0326734,1.2169211,1.0915821,1.4000314,0.70206976,1.0341631,0.0,0.22651166,0.73807514,1.5297222,1.3932817,1.331609,1.2413775,1.429183,1.3828044,1.2284782,1.3600388,1.2153515,1.4130627,1.0083792,1.4609592,1.2610085,0.8832729,1.3528439,1.093368,0.54229677,1.1682856,0.24357313,1.1936551,0.66089654,1.3468778,0.61356163,0.9322077,0.68642205,1.5225499,0.8463266,1.399776,0.7921021,0.86958575,1.4102516,1.0517651,1.3440108,0.7664971,0.1920538,0.46924812,1.5399519,1.1445218,1.2942206,1.0022556,1.0602971,1.241637,0.97072697,0.87986755,1.3277999,1.3354114,0.9885249,1.0393635
pants,0.78819954,0.693298,1.422837,0.844566,0.5198897,1.3611851,1.4084363,1.2838165,1.276697,0.5414962,0.4231615,1.270125,0.7895719,0.67616254,1.3279572,0.50824285,0.75729156,1.1027582,1.3972187,1.3047576,0.83847594,1.3788059,0.96017647,1.0882939,1.1935542,1.1279474,0.8417772,1.0825992,0.6630248,0.6684134,1.1868725,1.4233048,0.58364666,1.2198659,0.9696865,1.310571,1.0836766,0.6151107,1.247761,1.4323962,0.55183965,1.3757747,1.1691337,1.1985734,1.1084554,0.9537139,0.6931727,0.9364406,0.3116939,1.4391278,0.86203545,0.95132285,1.094379,1.3896706,1.24972,0.73954874,1.4092026,1.3756859,0.8463998,1.1106658,0.8138624,0.9355735,1.3978164,0.68059933,0.9115044,0.7526312,1.2092845,1.094619,1.2163088,0.9534833,0.48189616,1.2044429,0.12243545,1.3724288,0.80774033,1.3004277,0.9788733,1.1251978,0.6464834,0.690959,0.8759873,1.3203111,0.9711977,1.0137326,1.1124144,1.3901068,0.5837774,1.1158171,0.22651166,0.0,0.8539067,1.3938366,1.367506,1.1676711,1.3078537,1.2705408,1.4231555,1.2734082,1.4556024,1.2542926,1.3038644,0.9812908,1.3617303,1.1973178,0.7492703,1.278833,1.0630589,0.74488115,1.1788546,0.2593832,1.1706626,0.3654822,1.1974367,0.76742524,0.86967444,0.7178272,1.4307479,0.8790599,1.3105488,0.67341405,0.9879512,1.3584034,1.0804471,1.3966544,0.7417472,0.46483207,0.6804364,1.535465,1.0384355,1.1807954,1.0499722,0.9664849,1.3867291,1.0553547,0.9781079,1.1785234,1.2217512,0.84795874,0.94615424
paper,0.9128258,0.9483126,1.2224008,0.8510848,0.58007973,1.1114504,1.3075008,1.1405642,1.0515846,0.5190131,0.7134733,1.2468213,0.7920256,0.6992042,1.272993,0.60598767,0.94620454,0.44522238,1.2873077,0.9814464,0.6150819,1.3207676,1.1162274,1.1131572,0.9178858,1.2943674,0.99090695,1.1724823,1.0872047,0.960408,1.0776399,1.2216105,0.8424033,0.9644233,0.8457777,1.0113761,1.1251966,0.90579313,1.1206814,1.2360196,0.7257118,1.27013,1.115151,0.98804635,1.2244055,0.9133533,0.9393399,0.8714471,0.81684136,1.245097,1.0071049,0.9501896,1.1716303,1.1436617,1.2162112,1.0888292,1.0514805,1.1114829,0.71071297,1.2280822,1.0800493,0.89536715,0.9584112,0.98403716,0.85816944,0.7566376,1.4260216,0.98997706,1.1512121,0.87326896,0.8713963,1.0866597,0.79227924,1.238833,0.8841282,1.1911247,0.9510434,0.8875524,0.81744206,0.9353825,1.0321474,1.2624669,0.62391365,1.2291819,0.9644597,1.280137,0.8466508,1.2380097,0.73807514,0.8539067,0.0,1.2291303,1.114502,1.1778265,1.0938829,1.3800732,1.2545757,1.1997889,1.0458435,1.1332794,1.2410765,0.9998858,1.1880596,1.226974,0.8663332,1.3829925,1.0756843,0.9485241,1.022908,0.8381895,1.1906047,1.0018613,1.2440869,0.7247593,0.7752205,0.7248283,1.3802102,0.75858456,1.330354,0.9404357,0.85549587,1.2476968,1.1333928,1.1415082,1.0520312,0.8532298,0.37657583,1.2392299,1.2044841,1.2668414,0.74811924,0.89136845,1.0643595,0.72576857,0.8797021,1.247469,1.3152958,1.0453397,0.98796976
pen,1.4435599,1.0673925,0.78465277,1.449198,1.5064964,0.9221268,0.4584756,0.8575207,0.83491117,1.5405823,1.5288908,0.19616735,1.1968986,1.4581552,0.8526565,1.500025,1.0708025,1.1591989,0.3604567,0.97386146,1.3701656,0.69951993,0.71670383,0.98032385,1.0283998,0.27099925,1.1276078,0.6176933,1.0503094,1.156127,1.1310091,0.5618505,1.2695479,0.9356337,1.062317,1.1018143,0.6263511,1.401505,0.9509907,0.10119951,1.4992826,0.45056152,1.1346692,1.0491985,1.0175128,1.4344363,1.0509578,1.0323465,1.5144544,0.53404504,1.0089574,1.2892091,0.7467631,0.47178638,0.92300165,0.9725468,0.63309693,1.1027523,1.5375293,0.59943044,1.2770349,1.0100285,0.88854337,1.2478764,1.2970111,1.3573605,0.5644908,1.0219426,0.98815256,1.1673734,1.3466017,0.9373239,1.4780495,0.36083913,1.2788227,0.37420857,1.1466595,1.1744678,1.5828139,1.2072669,1.1356755,0.37388515,1.00274,0.4500661,1.0178051,0.5729145,1.3141755,0.9181349,1.5297222,1.3938366,1.2291303,0.0,0.29144,0.55440587,1.0317727,0.41420376,0.64920324,0.9104901,0.8936786,1.0482218,0.33630085,1.0137445,0.55069894,0.6845207,1.1963018,0.656226,0.82351196,1.311002,0.9539681,1.4595346,0.946337,1.0547413,0.64654964,1.389363,1.1448442,1.3632638,0.27989632,1.219729,0.35540545,1.208725,1.3708862,0.6789303,0.884328,0.9181413,1.3064324,1.3666167,1.521838,0.46754688,0.7097562,0.64328426,0.94791317,0.8725444,1.0119698,1.196064,1.155678,0.41523898,0.45627546,0.9207111,1.032798
pencil,1.3722241,0.9841661,0.8423093,1.202061,1.2478979,0.91697085,0.72338444,0.8410065,0.78462183,1.4387274,1.4590358,0.5318749,1.165308,1.323058,0.878758,1.4239302,1.1457155,1.0431652,0.6631245,0.9655769,1.2410089,0.5597163,0.82696205,1.0726292,1.0435678,0.64626276,1.193396,0.67878854,1.1871468,1.2030063,0.89943224,0.74847615,1.3699604,0.99307734,1.0258534,1.0161533,0.8520065,1.3464497,0.7553501,0.3272816,1.4739149,0.736139,1.0908202,1.020336,1.0967616,1.2247646,1.2668388,1.0627735,1.3698432,0.678782,1.1665373,1.1852591,0.63131106,0.7591151,0.99376804,0.96062344,0.39227998,1.05395,1.3311943,0.6240931,1.1040399,1.129241,0.7290664,1.1664442,1.1361703,1.003483,0.77030575,1.0050638,1.0040092,1.0476823,1.2597834,0.880097,1.4132365,0.30818224,1.1795499,0.6889054,1.0360113,1.2254777,1.3957667,1.2377945,1.1735808,0.58466405,0.9813053,0.61802626,1.0221996,0.69683325,1.3573654,0.91737235,1.3932817,1.367506,1.114502,0.29144,0.0,0.72444814,1.0094676,0.63281554,0.58652467,0.96483934,0.8276952,1.0354695,0.5763401,0.97855926,0.76706046,0.6684056,1.3210901,0.7071238,0.66733104,1.2324512,0.82870483,1.3720593,0.9273013,1.143914,0.65125316,1.3222015,1.2448785,1.3043774,0.47028077,1.243096,0.6780227,1.0755233,1.194379,0.52191246,0.87722474,0.95548064,1.317464,1.2500725,1.325952,0.5754642,0.7089547,0.7030039,0.67082506,0.9723004,0.9415434,0.9394436,1.1783856,0.66040736,0.57820237,1.1699653,1.1027224
pickle,1.2378343,0.9159175,0.74589014,1.2214432,1.321923,0.97249466,0.7975931,0.67706454,1.0801024,1.395575,1.3544534,0.44385868,1.331551,1.2849107,0.93304515,1.2887037,1.17676,1.1457294,0.7708336,0.98510396,1.2705907,0.76563644,0.8363052,0.91741514,1.0461109,0.67515206,1.1326066,0.41907388,0.9077089,1.2341961,0.9000126,0.92320865,1.2327653,0.7673025,1.1246699,1.100946,0.39309895,1.3234196,0.684115,0.51619613,1.395083,0.82272285,1.1077571,0.9827833,0.9333714,1.1921681,1.1382275,1.2728467,1.2828915,0.7253365,1.0802227,1.1147788,0.72862756,0.6031243,0.8857683,0.74498135,0.9927488,0.9013222,1.3352494,0.75650287,0.8878174,1.0522754,0.70772874,1.1256604,0.90650916,1.1543301,0.7205109,1.1553394,1.0106666,1.2933643,1.1429299,1.0043176,1.1920983,0.819215,1.3064845,0.8868107,0.70307213,1.2465228,1.2405595,1.1136899,1.0617473,0.70272183,0.88315594,0.59464157,1.1366813,0.70819247,1.2971756,0.96853286,1.331609,1.1676711,1.1778265,0.55440587,0.72444814,0.0,1.1057458,0.60752904,0.8737873,0.96192193,1.0267755,1.0298266,0.4969231,1.1295282,0.9277792,0.70749366,1.2221537,0.8059288,0.8537959,1.2364706,1.0829141,1.2154977,1.0373025,0.8982556,0.9289214,1.2928066,1.2561216,1.2096851,0.68390983,1.177864,0.50676286,0.9106183,1.0853626,0.90006566,1.0842397,0.8578671,1.2206266,1.2528963,1.3615047,0.773393,0.7205242,0.6439887,1.0620047,0.8111414,0.95578635,1.1447461,1.1277913,0.89924634,0.70526195,1.1735383,1.0018191
pig,0.80917716,1.2686207,0.82799935,1.1711085,1.246834,0.8273066,0.8307121,0.8706265,0.97824377,1.2550361,1.2527654,0.9987355,1.0825295,1.2212379,0.57819796,1.1579504,1.2111249,0.926838,0.9344316,1.0086427,1.1018566,0.8986738,1.0390168,1.158783,0.8211986,1.0881422,1.159894,1.2047069,1.1464064,1.2221625,0.90641737,0.7652788,1.2028933,1.025015,1.0778227,0.5557508,1.060868,1.1408592,0.91486317,0.9432045,1.210263,0.9124097,0.42253894,0.9758235,0.4897279,0.7899829,1.1228559,1.0280089,1.2582084,0.9219533,0.9899559,0.9706308,1.1628151,0.88469064,0.9433329,1.2103821,0.9602816,0.5460314,1.2096286,1.1072184,1.0872579,1.0789518,0.89933324,1.2505875,1.1444637,1.2713261,1.0607326,0.8824713,0.32331216,1.0370909,1.2052182,0.973319,1.3373251,1.0301182,1.0612892,1.0122724,1.2806458,0.86582816,1.0825206,1.2124023,1.2151996,1.020705,0.9896146,1.2755201,1.0598418,0.92478037,1.1888869,0.7785071,1.2413775,1.3078537,1.0938829,1.0317727,1.0094676,1.1057458,0.0,0.9640785,0.8390647,0.95081496,0.88610214,0.22652519,0.9920455,0.9631627,0.9439816,1.1330838,1.1294844,0.8119322,1.1249543,1.1721176,0.8961733,1.3196466,0.9517143,1.2975549,1.131958,1.1628636,1.2181509,1.1290836,0.9715148,1.0543724,1.0119307,1.2874694,1.0030344,1.0488497,0.9011762,0.69709796,1.0253214,1.2147167,1.1350305,0.82189596,1.1493689,0.98389655,1.1567528,0.98717546,0.7222646,1.0370232,1.051693,0.9776652,1.1450887,1.0509242,1.030061
pillow,1.0924064,1.0213728,0.83198416,1.3279016,1.5416502,0.8907646,0.51870286,0.9246696,0.7845181,1.5741452,1.3220665,0.3884809,1.2758485,1.3934032,0.7529032,1.1772554,1.0533992,1.3036308,0.49803674,1.0560993,1.421742,0.59225744,0.8871253,0.94538665,1.0950758,0.45958334,1.0677114,0.782614,0.7229464,1.0600765,1.1055825,0.56485456,1.3303974,1.0030022,1.295927,1.0469741,0.6682844,1.165032,0.98437005,0.50921416,1.420171,0.5529493,1.0672997,1.0883706,0.64434826,1.1809416,1.1590765,1.1637787,1.4245691,0.63850975,0.92832506,1.1127751,0.7899748,0.5584382,0.8742326,0.8359097,0.9413701,0.9294903,1.514709,0.6813042,0.8388796,1.032617,0.9437484,1.1569077,1.1836182,1.3567713,0.3607713,1.1388041,0.9485177,1.3739722,1.0617051,0.9972031,1.3287244,0.6856797,1.2398568,0.5926218,1.0893513,1.1430464,1.2898903,1.192035,1.0252557,0.55706334,0.97820985,0.5993046,1.0022748,0.65898323,1.3339651,0.7959969,1.429183,1.2705408,1.3800732,0.41420376,0.63281554,0.60752904,0.9640785,0.0,0.63997185,0.84155124,0.9457649,0.9560276,0.3931865,0.8409629,0.6161602,0.7840895,1.2205129,0.53960276,0.78665215,1.2530534,1.0627775,1.2963519,0.6858722,0.932341,0.8018207,1.4857745,1.2491258,1.3307569,0.36146557,1.188416,0.47342825,1.1007203,1.3869034,0.8828333,0.93690497,0.92750174,1.0968655,1.3103565,1.5937725,0.50437826,0.69388837,0.73759884,1.2695452,0.77709687,0.9498552,1.3208666,1.2721176,0.69104296,0.56458724,0.94757164,0.9983593
pizza,1.2512598,1.0944264,0.7205605,1.1597769,1.3497844,0.90118533,0.67742556,0.721029,0.7436851,1.5242006,1.4484639,0.7259634,1.2851937,1.2714133,0.7140871,1.3332072,1.2183027,1.1545131,0.6494694,0.850303,1.3764095,0.17150545,1.066737,1.0913665,1.0274272,0.7988711,1.2286367,0.7822021,1.0993254,1.2616024,0.68032074,0.7149713,1.3658495,0.91242206,1.2479051,0.9389215,0.9743277,1.276529,0.5695775,0.5915418,1.5012026,0.74642646,1.00654,0.8518973,0.9162893,1.1713305,1.3257446,1.2144804,1.3261797,0.59399146,1.1099199,1.1547338,0.81517875,0.8325875,0.9062547,1.0002699,0.6671182,0.9127207,1.2987082,0.7140258,1.067579,1.1535996,0.78619426,1.2050817,1.03399,1.229115,0.79781497,1.1139761,0.9045273,1.1449962,1.3172455,0.756787,1.4620721,0.5564861,1.2023914,0.83293414,1.0614216,1.1623237,1.3665473,1.204963,1.005674,0.6004931,1.0889227,0.8191608,1.0817411,0.5861345,1.375374,0.803916,1.3828044,1.4231555,1.2545757,0.64920324,0.58652467,0.8737873,0.8390647,0.63997185,0.0,0.93994063,0.4287175,0.92631537,0.61620307,1.0602466,0.75796455,0.74002284,1.336422,0.57282954,0.6810628,1.0728277,1.00938,1.3689375,0.8941292,1.2789975,0.7865874,1.3668804,1.3248405,1.3630136,0.484618,1.2124493,0.65224165,1.1988062,0.8863742,0.62018454,0.8897306,0.7332536,1.2667675,1.237947,1.3577884,0.49644876,0.7832794,0.774537,1.1296674,1.0132318,0.9487345,0.8150493,1.1981375,0.8885937,0.6815868,1.1936032,1.0300771
plant,1.0150363,1.2195792,0.8858868,1.1128776,1.2001218,1.0179538,0.8790653,0.8910613,0.77739096,1.1901798,1.0753719,0.94890594,0.972262,1.1266859,0.8507337,1.1579988,0.8950541,1.0376117,0.75903225,0.91129327,1.0649064,0.9730393,0.87162745,0.8003464,0.86869,0.8211452,1.0591477,1.2808843,1.113386,0.8517098,1.0122092,0.82114863,0.940949,1.0405161,1.1832166,0.98954374,0.9930393,0.90582657,1.087848,0.91964674,0.9989826,0.74478865,1.0107492,0.9860914,0.9744784,1.026236,0.91211534,0.8946504,1.2000744,1.0064728,1.0412011,1.1298788,1.1827285,0.7043361,0.17832696,1.2398084,0.9205535,0.79869306,1.0167531,1.2078702,1.0546992,1.0577478,1.0751287,1.1937718,1.1142117,1.2330799,0.98470587,0.9167471,1.020536,1.1105149,1.0487584,0.875537,1.2877431,0.85765433,0.8369071,0.8398652,0.9976455,0.8731197,1.178005,1.136191,0.99969536,1.0732133,0.9742648,1.2180042,1.0646378,1.0486289,1.0060433,0.9331609,1.2284782,1.2734082,1.1997889,0.9104901,0.96483934,0.96192193,0.95081496,0.84155124,0.93994063,0.0,0.8785178,0.97109795,1.0479654,0.7921221,0.78937143,1.1614301,0.86713743,0.8732455,1.075787,1.1714698,1.0592315,1.2594333,0.8427501,1.2158403,0.8187492,1.0370905,1.0135804,1.1719309,0.99254113,1.0999813,0.87962615,1.2503188,1.0878088,0.8634198,0.9559391,0.64964396,0.8316703,1.1835877,1.1139425,0.9733006,1.190351,1.171374,1.1201972,0.9885864,0.9759898,1.0940839,0.7001414,0.73278034,1.100471,0.7102619,1.0889515
plate,1.1555399,1.2499096,0.77697283,1.0614966,1.267489,0.8032786,0.7158264,0.6424001,0.59562427,1.1724336,1.3498001,0.93859667,1.1069266,1.1821089,0.8051339,1.2394757,1.0970882,0.9218685,0.7531873,0.27736294,1.0725158,0.54685104,1.0916833,0.7799949,0.93534195,0.98253894,1.0839427,1.0923607,1.3197758,1.2042898,0.5570337,0.70125985,1.3033364,0.7797009,1.070366,0.84277314,1.0359625,1.2477062,0.61945415,0.84228754,1.3091573,0.7517867,1.0724833,0.5627161,1.1108971,1.1731645,1.193254,1.0255377,1.3701417,0.6351697,1.1914796,1.1502565,1.1183214,0.84282994,0.89638394,1.2317257,0.4373154,0.844676,0.9321918,1.093314,1.1874343,1.1174212,0.7674417,1.3476616,0.8853369,1.2303761,1.0677696,1.0076872,1.0555803,1.0747019,1.3506128,0.7089672,1.44799,0.63740945,1.1823931,0.80571145,0.98667216,0.9438887,1.295738,1.1913558,1.1072574,0.93505764,0.8814823,1.2139193,1.0770055,0.71899605,1.1801306,0.9123828,1.3600388,1.4556024,1.0458435,0.8936786,0.8276952,1.0267755,0.88610214,0.9457649,0.4287175,0.8785178,0.0,0.99299794,0.95982677,0.9687508,0.7164556,1.0064312,1.134926,0.92403674,1.0319703,1.140431,0.9137226,1.4195433,0.90809864,1.387876,0.7198316,1.1729994,0.8150159,1.1499858,0.79946524,1.1024498,0.776562,1.2594627,0.5560552,0.43725824,0.9983166,0.73567355,1.2193017,1.2906668,1.0552764,0.5642198,1.1198334,1.0186843,1.0254048,0.92303187,0.82604414,0.395321,1.0782554,0.9889303,1.0923712,1.1495861,1.1319066
pony,0.8528327,1.2230468,0.8162545,1.1410999,1.2635126,0.85983557,0.88362426,0.87146956,1.0490599,1.2538677,1.248524,0.99684453,1.1786715,1.2003055,0.5910097,1.1528847,1.2038014,0.978817,0.97039115,1.0742532,1.1703827,0.9598193,1.030203,1.1384443,0.75060165,1.1212251,1.0464965,1.1579361,1.0749575,1.2109525,0.97788864,0.81283265,1.185119,1.0025123,1.1155115,0.6471369,1.0158947,1.1677302,0.96786547,0.9692675,1.261642,0.98146677,0.26600796,0.97205585,0.4288304,0.8571147,1.1476061,1.1465068,1.2104996,0.9825492,0.92031676,0.9430221,1.1567564,0.89752007,0.92291355,1.1662085,1.0261431,0.54900694,1.2234744,1.0424092,1.1348399,1.0716563,0.96102285,1.165537,1.054729,1.2606165,1.0211672,0.9077388,0.118041575,1.0718379,1.1656783,1.0348501,1.2846823,1.1075286,1.0889466,1.033158,1.2637243,0.93530077,1.1501385,1.1577585,1.1260681,1.0240418,1.0610024,1.2192444,1.0390682,0.95147717,1.177345,0.76082385,1.2153515,1.2542926,1.1332794,1.0482218,1.0354695,1.0298266,0.22652519,0.9560276,0.92631537,0.97109795,0.99299794,0.0,1.026655,1.0065355,0.98553604,1.0762671,1.1522343,0.75072634,1.1370082,1.1443043,0.94265646,1.2776531,0.93393594,1.2570587,1.1512237,1.1193768,1.2497649,1.1423757,0.98659337,1.0580791,0.98982626,1.2546932,1.0900139,1.0826591,1.0095141,0.752037,0.98249966,1.1764414,1.173476,0.89999425,1.1326792,1.0030996,1.2206582,1.1006873,0.84589386,1.1237171,1.014975,1.0218374,1.0973049,1.0893799,1.0186476
pumpkin,1.3533807,0.9294368,0.6608416,1.3046982,1.4024277,0.8026184,0.55548024,0.92418396,0.96695095,1.5280442,1.4244797,0.29796237,1.278952,1.3533258,0.8504884,1.3999147,1.1640465,1.2763965,0.5609603,1.029061,1.3913716,0.58223313,0.9141444,1.0113121,1.1450315,0.4431302,1.1480131,0.46886498,0.8460659,1.2369106,1.1081429,0.7637532,1.3286217,0.88918465,1.2526432,1.0268022,0.5297164,1.3360096,0.81527084,0.39456952,1.5105579,0.5859388,1.1064869,1.0925652,0.856285,1.264285,1.176447,1.1852287,1.3613064,0.4491217,0.98625594,1.1484092,0.5774449,0.6524254,1.057521,0.77069753,0.96344256,1.0828253,1.5048847,0.54136544,1.1135577,1.0413063,0.8593519,1.1083536,1.1944125,1.2473719,0.51980984,1.2279228,0.96607673,1.3288972,1.2935052,1.0429478,1.3671052,0.72726905,1.3799622,0.6403408,1.0003282,1.183021,1.4063172,1.2549307,1.1173409,0.36352956,1.0694921,0.41438735,0.9274698,0.3943414,1.3476976,0.8675989,1.4130627,1.3038644,1.2410765,0.33630085,0.5763401,0.4969231,0.9920455,0.3931865,0.61620307,1.0479654,0.95982677,1.026655,0.0,1.1325231,0.7496249,0.5613161,1.3044763,0.7264107,0.7230503,1.2174672,1.2104865,1.2649146,0.9637696,0.9501747,0.9052253,1.3697355,1.2338362,1.3582631,0.3449546,1.1830086,0.44553256,1.0259262,1.2928128,0.9255512,1.0563083,0.8802942,1.3250842,1.2394378,1.4829991,0.49214685,0.4992311,0.62093174,1.2246239,0.91744137,0.9758928,1.2659239,1.2099935,0.76481223,0.47123003,1.059516,0.990929
purse,0.84079194,1.0611674,1.0881244,1.0102983,1.163011,0.9986029,1.0550643,0.98651856,0.5829888,0.9826042,0.88633454,1.0367993,0.8165058,1.0582509,1.0165702,0.8190932,0.9817402,0.8456285,0.83372253,0.91649413,0.7864779,1.0789655,0.7974824,0.71707463,1.0642161,0.8315045,0.97200227,1.3520548,0.9800844,0.6870516,1.1499734,0.91693187,1.0456684,1.222224,0.95083344,0.8909776,1.170404,0.7956455,1.1104984,1.0083907,0.8392247,0.812755,1.0632044,1.1194842,0.92112124,0.9348793,1.0772185,0.8286665,1.061043,1.1750317,1.1477048,1.1244845,1.2841071,0.9589321,0.8793529,1.0919489,0.9412347,0.93410885,1.0000154,1.2626292,0.78205895,1.1007017,0.9006268,1.234517,1.034883,1.1478164,0.965242,0.7463221,1.059725,0.9668339,0.68138754,0.872695,0.94229805,0.86556566,0.816,1.0232548,1.1415703,0.7826793,0.92961496,0.9649431,1.0411382,1.2250435,0.6012664,1.236101,1.1039788,1.1893499,0.97097766,1.0563323,1.0083792,0.9812908,0.9998858,1.0137445,0.97855926,1.1295282,0.9631627,0.8409629,1.0602466,0.7921221,0.9687508,1.0065355,1.1325231,0.0,0.8376354,1.3143063,0.9451915,1.0094804,1.0548904,1.1598022,0.8304947,1.0823996,0.3662027,1.0587248,0.7156637,1.1120225,0.9360403,0.93145686,0.921708,1.1169665,1.0600808,1.0805349,1.1432794,0.93600667,0.76486516,0.9901687,0.5637522,1.0782839,1.0714549,0.95724624,1.2311198,1.2722172,1.0355524,0.5977571,0.8121533,0.8941028,1.0455842,0.7113043,1.1883161,1.0329753,1.1599457
