,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
refrigerator,0.9274723,1.133581,1.4071523,1.2489176,0.8072683,1.4001186,1.2307857,1.1115025,0.98733896,0.6507488,0.93797064,0.61474884,1.2151902,0.6334673,0.84722453,1.249738,1.0243773,0.600114,1.0947416,1.202413,0.5267743,1.3831127,0.944083,0.97056794,0.9432453,1.1513007,1.2568505,0.96517336,0.6096296,0.922426,1.1152816,0.43527663,0.9561399,1.003637,1.1007715,1.2567285,0.63255334,1.0081842,1.3712621,0.44340515,1.1409231,0.9048774,1.0973196,0.9674353,0.99263865,0.39538133,0.62258863,0.8935469,1.1213553,1.3178604,0.84761274,0.97169286,1.3726509,1.3135667,0.84293723,1.1766127,1.2396127,1.1132039,1.0913897,0.7153812,1.321971,0.9932927,1.2114817,0.93113995,0.9110715,1.0435222,1.3418869,1.1056075,0.80580986,0.72046113,0.84232295,1.1810371,0.5355954,1.1180615,1.1756523,1.0195262,1.0465596,0.7265879,0.8985975,0.90280384,1.2408309,1.3841696,1.4048295,1.2098526,1.3535115,1.2977147,1.3617237,0.58046246,1.195526,0.87465465,0.8248073,0.6413794,1.2419268,1.2794713,1.2114061,1.1713738,1.145922,1.2803155,0.8795666,0.83144045,1.0660137,1.1435328,1.0830919,1.2179682,0.8035912,0.9072256,0.0,1.0543811,1.194346,0.9019994,0.9420127,0.8850161,1.0915861,0.8632804,1.1022732,0.99749696,1.2398692,0.5698075,0.9496133,0.69221294,1.5065831,1.0082059,1.3442181,0.86585546,1.0456291,1.1382593,0.94968194,0.80500305,0.83911425,0.5666459,1.3572062,1.4395658,1.4262731,1.0371853,1.1382906,1.15013,0.6841217,0.8498327,0.8352332,0.5860957,1.3757663,0.6457863
rock,0.8268509,0.8875681,1.0414276,1.0689797,0.9731193,0.9239454,1.0377228,1.0293314,1.1604973,0.7512753,0.77971387,0.77915,1.0847387,0.9705599,0.8208033,1.0434827,0.8143507,1.0940092,1.1195191,1.1531948,1.1846997,1.1301901,1.161387,1.1682925,1.1961823,1.0902532,1.0166373,0.6821688,1.1596118,0.88477755,0.88787985,0.93648803,0.9426917,1.0328141,0.85705334,1.0987397,1.0215254,1.0682757,1.1188747,1.0393143,1.1804448,1.1178129,1.0227927,0.8720333,1.132811,0.92445856,1.1045117,1.0789744,0.7486121,1.0338697,0.892053,1.0490465,0.9853934,1.0232728,1.0059031,0.89450085,1.0736868,1.149092,1.0954125,0.99213743,1.1360618,0.9111615,1.0843452,1.0217412,0.94768,1.0190808,1.1155056,0.9747814,0.8653488,1.1554381,0.8811128,1.0996531,1.1672868,0.9836524,1.2002323,0.9783089,1.0918641,0.9586099,0.8850557,0.95867074,1.121008,0.994829,0.9998239,0.92276084,1.0759412,1.0426153,1.1346693,1.0102363,0.99232584,0.8509612,1.0340389,0.8864831,1.1040211,1.1232145,1.0702401,1.1391968,1.1211556,1.1102754,1.1288754,1.0515354,1.1243314,1.0177288,0.9783375,1.1688699,1.020284,1.1054527,1.0543811,0.0,1.1678834,1.0171859,1.0871332,1.0152428,1.0906689,0.879523,1.0221997,0.88395894,1.1131084,1.1099963,0.97836345,0.817269,1.1110606,0.9356335,1.0713814,0.91305935,0.9860663,1.1336733,1.0546125,1.0985605,0.964233,0.8355542,1.1489048,0.9865023,1.0825788,1.1496693,0.915411,1.1774367,1.0653592,1.0128957,1.089623,1.107844,1.0762657,0.87495625
rooster,1.0916717,0.8656311,0.8547455,1.025404,1.2968442,0.85820246,0.96752185,1.1082166,0.98720664,1.3662031,1.0394707,1.346146,0.851781,1.314304,1.2894068,0.6352718,1.2904551,1.12089,0.88944066,1.1131827,1.2392389,0.91523546,0.9821022,0.7602128,0.79389215,1.0085468,0.88175315,0.99358237,1.0780258,1.1522179,1.0538659,1.1304508,1.1645584,1.0533998,1.0971395,0.91409993,1.2110181,1.126399,0.8478283,1.2337645,0.9212463,0.77084756,1.0626647,0.93970853,0.87607974,1.2123327,1.2857854,0.8702968,0.9762333,0.92205256,1.2129382,0.9683231,0.74655056,0.8864414,1.1204844,0.8151718,0.9236554,0.89683867,0.87630415,1.0796396,0.75267315,1.0505701,1.0042864,0.96228594,1.1836559,1.0916946,0.6906929,0.6614659,1.0566486,0.9985135,1.104608,0.9125065,1.1486313,1.0026463,0.6393075,0.9307879,1.19698,1.0350511,1.2050838,1.1731751,0.82335347,0.80438304,0.8005302,0.92784685,0.7163312,0.7145071,0.915966,1.315584,0.73954356,1.2293382,0.9637439,1.3777455,0.8515315,0.8421755,0.75926316,0.9227865,0.75409317,0.7759253,1.2083102,1.0322965,1.1232506,0.6597288,0.70868313,0.987942,1.0021064,0.83639437,1.194346,1.1678834,0.0,1.1890445,1.0945557,1.0138962,1.0191602,1.1411415,0.85848105,0.9783325,0.76999223,1.0970381,1.2025559,1.1961296,0.72183704,1.1692114,0.8505839,1.2247276,1.0595603,0.8768985,1.0904517,1.037557,1.1226432,1.4146812,0.93574184,0.67913866,0.75758314,1.1426002,0.9408061,0.99006367,1.3678136,1.1330163,0.9436572,1.0097282,0.66951495,1.2497692
sandwich,0.77922964,1.0717633,1.273091,1.1317339,0.7500272,1.2889761,1.2188056,0.9344024,1.0708256,0.76395845,0.9468532,0.80052125,1.2371905,0.8995668,0.5069776,1.2285738,0.85942787,0.83637726,1.2597461,1.2042152,0.8611338,1.2963284,1.2085171,1.0175393,1.199893,1.2530935,1.1844505,0.9057097,0.9181694,0.6532817,1.1493742,0.945923,1.0154022,0.9208999,1.1146151,1.0839537,0.96181273,0.5643343,1.2833867,0.74489284,1.2541589,1.2013806,1.035526,0.91574955,0.8482264,0.9858162,1.0038002,1.0168504,0.9602204,1.2209753,0.8898402,0.9029341,1.1347811,1.2197999,0.9236365,1.0750896,1.2260647,1.022983,1.2324191,0.9245952,1.1587894,0.8423994,0.9868601,1.0045705,0.83622885,0.7832085,1.2402077,1.0503064,0.73434967,0.9945306,0.86368895,1.2003505,0.9215577,1.2587433,1.084351,0.7392896,0.8584629,1.0054417,0.74593616,0.9359758,1.0573107,1.2735358,1.2791253,1.0789301,1.0230173,1.1389947,1.2960054,0.8263297,1.0529956,0.7775403,0.83760524,0.7006837,1.225143,1.2484461,1.1236585,1.0378891,1.161396,1.2502216,0.76122105,1.0197598,1.1173311,1.0560954,1.1293845,1.1260141,0.72729063,1.0653139,0.9019994,1.0171859,1.1890445,0.0,1.0765259,0.9456601,1.0123477,0.78314966,0.9326939,0.91378236,1.1988811,1.0030212,1.2028997,0.90539104,1.2446201,0.85701084,1.2452375,0.9190372,1.1033697,1.1594968,1.0039815,0.9676343,0.7782995,0.71694845,1.2620373,1.1843834,1.1680326,0.759406,0.98458654,1.0896847,0.7829406,1.0136445,0.99200326,1.0608121,1.1980314,1.0083659
sauce,1.0362272,1.0087643,1.0639539,0.9580411,0.9243895,0.97061104,1.0357256,1.1301835,0.9528225,1.1311072,0.9940799,0.99177617,1.2569451,0.90099347,1.0011759,1.022044,1.2185768,0.9208518,1.158723,0.81830597,0.7377335,1.0784881,0.8447904,0.99724716,1.1774718,1.2667996,0.91754633,1.3049141,0.8771165,0.787296,0.99180716,1.1126771,0.6659472,1.1609967,0.6620083,1.3345505,0.94190854,1.0986675,1.3087735,0.86115533,0.9428806,0.72805864,0.8572105,1.0123237,0.97913635,1.1281391,0.85314643,1.2129483,1.0290022,0.87992376,0.94196534,1.0691745,1.0423054,1.1058859,0.967639,1.0021912,1.2979848,1.0337802,1.0853207,0.7010064,1.2239108,0.80568767,0.9171767,1.0035477,0.6635301,0.86258423,1.1803061,1.0094916,1.0749608,0.62056136,1.0023283,1.3266448,0.8353803,1.0728115,1.1682795,1.0588462,0.70690155,0.89366066,0.6934047,0.94856876,1.041506,1.0649451,1.2270398,1.27966,1.1167219,1.2420557,0.9503607,0.93436354,0.9992665,0.9878505,1.0130221,0.97649825,1.3444633,1.3327754,1.2880259,1.0697292,1.1069312,1.2829304,0.88294077,0.963807,0.98813826,1.007841,0.9068701,0.82823133,0.96627045,1.0400803,0.9420127,1.0871332,1.0945557,1.0765259,0.0,1.0367955,1.185434,1.0933048,0.8845102,1.088936,1.1717991,0.8128542,1.0639045,1.273389,1.1545198,1.2185385,1.1929233,0.75240815,0.67855597,1.2402711,0.9008212,0.774793,0.98541063,0.79751563,0.8810501,1.1080028,1.2530552,1.0577692,1.2165189,0.916957,0.7041429,0.85804015,1.0013232,1.1583339,1.3002272,1.1373531
scarf,0.88061905,0.99497914,1.2307533,1.097389,0.799717,1.1932384,1.1659924,1.1139754,1.1841742,0.93679893,0.797959,0.8989464,1.1347331,0.9299728,0.7809883,1.1930633,1.1103405,1.0224189,1.181673,1.266685,0.95854133,1.2053139,1.2023071,1.0692786,1.1411204,1.1806871,1.0059072,0.9550952,0.96918935,1.0663257,1.2281502,0.911603,0.97397965,1.0685803,1.0788879,1.21239,0.96175057,1.0347552,1.2091154,0.83678246,1.2098167,0.9193224,1.1097754,1.0020754,0.98404163,0.9165314,0.9889844,0.9823648,0.92788726,1.1074569,0.92213875,0.6087512,0.97859585,1.1594553,1.0388944,1.070466,1.2160424,1.1568389,1.0903697,0.9044522,0.92892754,0.92757195,1.1751075,0.52813923,0.9018934,0.86434704,1.0441499,1.0700358,0.72097766,0.9944364,0.8236034,1.1980307,0.88548064,1.1477599,1.0789868,0.82901204,1.1207367,1.0793663,0.9068853,0.97610295,0.9019309,1.2322062,1.1226931,1.2927735,0.95484096,0.99411035,1.2231452,0.8837435,1.2159638,0.7763961,0.8332136,0.91275036,1.1761245,1.1737981,1.0502476,1.1612784,1.1271713,1.1835096,0.9891956,1.0683208,1.1575903,1.1176428,0.8570602,1.1651273,0.9351006,1.0883003,0.8850161,1.0152428,1.0138962,0.9456601,1.0367955,0.0,1.1384571,0.7023283,1.0270615,1.0272977,1.2161323,0.97600245,1.219367,0.9679664,1.1698868,1.020253,1.2385465,0.9637516,1.0589944,1.2124233,1.0877819,0.8015442,0.61271954,0.81295323,1.253622,1.0060463,1.0428851,1.0700755,1.2611744,1.2245085,0.97270596,0.95004827,0.96088254,1.0124105,1.0040805,0.9531643
scissors,1.0344396,0.94919163,0.91559446,1.006122,1.1892612,0.9925522,0.88001984,0.16344863,0.9519626,1.1296208,1.0254371,1.2830169,1.0172377,1.2285638,0.99733204,0.84203535,1.0953978,1.0053158,0.93282634,0.887164,1.1865339,0.99797285,0.9530765,0.834485,1.0012004,1.0007174,1.0187265,1.1100917,1.0929918,0.9515675,0.81315076,0.9901682,0.982156,0.8929065,0.9624612,0.73174775,1.2401726,0.7320784,0.8382652,1.2690456,0.9357469,1.2085211,0.95906544,1.0289221,0.9719794,1.0909339,1.1704782,1.0124942,1.0176944,0.9135023,1.1321077,1.1993401,1.1348854,1.0331659,0.9331726,1.145889,0.7504606,0.57471573,0.99364895,1.0721431,1.0199834,1.1780298,0.86612487,1.2246723,1.107429,1.1234796,1.0013049,0.8941714,1.1961987,1.005634,1.197894,0.7476162,1.0661522,0.983396,0.96686655,1.1460446,0.8428457,0.9415236,1.1503612,1.0129728,1.0433449,0.9555784,1.0669831,0.86945987,0.90064585,1.096437,0.9638594,0.9755463,0.9181356,1.263416,1.1743487,1.1106151,0.82204276,0.8322223,0.94011736,0.7406475,1.0508977,1.1250262,1.0503169,0.9340147,0.90693915,0.8694143,1.1298727,0.95786625,1.042369,1.100628,1.0915861,1.0906689,1.0191602,1.0123477,1.185434,1.1384571,0.0,1.2023369,0.9934893,1.0979395,0.73208195,1.1255453,1.0467893,1.0604788,0.96504796,0.98409176,0.8564165,1.0651652,1.0206652,0.6886361,0.5528261,1.2168134,1.221682,1.1386336,0.7842547,1.1111746,1.0078527,0.65036184,0.93963706,0.7007873,1.0122482,1.0588453,1.1380533,0.7976572,0.85063124,1.0629207
shirt,0.6027465,1.1312542,1.3940337,1.0339162,0.42841792,1.335062,1.3952454,1.0879116,1.4143165,0.6099491,0.83027065,0.5912421,1.2897669,0.890377,0.46190572,1.2705369,0.9843445,1.0758364,1.429723,1.4762161,0.9643894,1.428677,1.4695504,1.1967784,1.3934999,1.2455754,1.0146382,0.66963255,0.85730445,0.95282066,1.3355467,0.75027114,1.085936,0.9305894,1.0430714,1.265144,0.7620159,0.94876164,1.4541793,0.675,1.503917,1.0117738,1.123378,0.8069495,0.9572803,0.78865504,1.008539,0.9083224,1.0686564,1.3171114,0.60917544,0.54432243,1.0644405,1.1641058,1.0450172,1.1757421,1.4672449,1.1392779,1.2267497,0.8193021,1.0325522,0.6416266,1.3186388,0.48007506,0.7625585,0.67322624,1.2426009,1.0254775,0.148754,1.1899879,0.26205516,1.3940175,0.8053334,1.3427553,1.2440466,0.79151285,1.1240556,1.2275093,0.5960355,0.84016967,0.98462427,1.4183253,1.331154,1.4293398,0.9737189,1.2104884,1.4000859,0.651815,1.2153236,0.26368356,0.33576286,0.76501113,1.4197905,1.420726,1.1870607,1.2845714,1.2907169,1.3169835,0.91126794,1.181942,1.2810171,1.170138,1.0882268,1.182277,0.67372537,1.1692586,0.8632804,0.879523,1.1411415,0.78314966,1.0933048,0.7023283,1.2023369,0.0,0.98401046,0.7550906,1.4087567,0.9663106,1.2245078,0.71912515,1.3363378,0.8260261,1.3994505,0.75919116,1.2704092,1.4559866,1.0964155,0.71014357,0.09612012,0.5817035,1.4742181,1.1325551,1.1270077,1.020936,1.3129573,1.3981643,0.8397862,1.0135496,0.98233455,1.1815394,1.2626197,0.93924975
shoe,0.6461591,0.8417985,1.2187401,1.0235089,1.0404972,1.1264609,1.1889496,1.0515869,0.900591,1.1406081,1.004375,0.9044619,1.1401409,0.91969144,0.94357866,0.947778,0.9319627,0.8944388,1.2092547,1.1325693,0.8920627,1.189611,1.1123415,0.8457288,1.1327368,1.1536207,1.0472987,1.0680224,0.8756465,0.85047305,1.1201245,1.1472776,1.0141038,1.1409817,1.0551288,1.1800678,0.8766957,0.9503452,1.2549694,0.9161683,1.1618584,0.89363444,0.99323183,0.6742654,0.6970339,1.2153912,1.0105499,1.0142422,1.0033432,1.1240481,1.0875806,0.9389487,1.0391271,0.9381303,0.9307475,0.97011817,1.1741912,0.8236158,0.9769751,0.85429597,0.98670924,0.56138116,1.0552671,0.9353554,0.9573792,0.89824986,0.9769196,0.86700225,0.9112535,0.9260666,0.8934381,1.2168074,0.93528897,1.2187093,1.1328641,0.9219252,1.0683724,0.9832051,0.72925705,0.93107194,0.98319566,1.1603189,1.1990758,0.9366088,1.0119973,1.1356794,1.1876463,0.9596258,0.99584407,0.877852,0.89661527,1.0657729,1.194543,1.2254356,1.160423,1.0975018,0.93302286,1.0862578,0.99044484,0.99188817,1.1089483,0.8679039,1.0471624,1.1332469,0.43861914,0.94263333,1.1022732,1.0221997,0.85848105,0.9326939,0.8845102,1.0270615,0.9934893,0.98401046,0.0,1.0019256,0.9958211,1.0462077,1.1720781,1.1670928,0.6372525,1.1202815,1.2353051,0.8590963,1.0610687,1.0746633,0.9338018,0.8256975,0.9523697,1.0354601,1.1076952,0.97201663,1.0758762,1.0522802,0.82259226,0.980619,0.9419472,1.0493759,1.0145805,1.0530714,1.0605137,1.1868876
shorts,0.94707644,1.0406761,1.1223118,0.98567396,0.84485537,1.0614809,1.1350483,1.0502698,1.2067223,0.76885974,0.98451346,0.8406152,0.9435366,0.926128,0.8392041,1.1255909,0.85970086,1.1336305,1.1900123,1.2308202,1.0623714,1.1506138,1.1430123,1.1702505,1.0139984,1.1043221,1.055572,0.5749781,0.9754607,1.0283983,1.0796969,0.91451657,1.025741,0.9758178,1.0183727,0.9970235,0.91808426,1.0294338,1.1133909,0.9368123,1.2119145,1.0719373,1.0557328,1.0858401,1.1949339,0.8055848,1.0357697,0.9821045,0.95382434,1.1350977,0.84647125,1.0174636,0.98537356,0.96653295,1.1706954,0.80362093,1.1976447,1.1635215,1.1541339,0.8815646,1.0755637,0.8890566,1.1826804,0.97875255,1.0155771,0.89253545,0.9843963,0.9998595,0.7146491,1.0757544,0.7462402,1.0811635,1.100553,1.0424594,1.0199991,1.0773007,0.93105495,1.0884246,0.800398,1.0740463,0.9613389,1.0707389,1.0807623,1.0091877,0.87595356,0.9061267,1.1353991,0.95615876,0.97605926,0.8957577,0.6638587,0.9868076,1.1354097,1.1285063,1.0097115,1.1220366,1.1126469,0.8895396,1.1439216,1.1787896,1.2374064,1.0789014,0.9073199,0.99772185,0.8152535,0.94196606,0.99749696,0.88395894,0.9783325,0.91378236,1.088936,1.0272977,1.0979395,0.7550906,1.0019256,0.0,1.0959681,1.0314395,0.97960216,0.8293892,1.1122701,0.85227334,1.1623213,0.86540014,1.1172423,1.1204863,1.0616605,1.0180835,0.8546127,0.98353505,1.2360971,1.0183238,0.9745134,1.0202353,0.9543325,1.2314595,1.0731546,1.0989604,1.1440665,0.9591491,1.0071498,0.87236774
shovel,1.277551,0.877079,0.75785977,0.87421274,1.3982055,0.8112508,0.8713833,0.87546027,0.6917019,1.409696,1.2211987,1.4502681,0.75721455,1.2723973,1.3226548,0.7581472,0.94406444,1.1397308,0.628693,0.81137836,1.276478,0.66085327,0.73298246,0.9160614,0.5273928,0.7799654,0.8579754,1.2295141,0.93619746,1.164696,0.86551,1.2124918,1.277564,0.9893299,1.2360435,0.6980561,1.2249612,1.044194,0.5149325,1.4097186,0.6422992,0.9840313,1.1316851,1.2127092,1.0393264,1.2157781,1.2442362,0.71968657,1.0081071,0.9424916,1.3436043,1.410639,0.76309174,0.7623675,1.0490224,0.94937813,0.4462775,0.92807746,0.6541262,1.1857672,0.8651184,1.1391038,0.8431005,1.389558,1.3673815,1.2165215,0.6589811,0.979725,1.3629856,1.0008976,1.2935127,0.4264809,1.1628748,0.7727094,0.574345,0.94992834,1.1119263,1.0457573,1.2941837,1.2014525,0.98485726,0.8095679,0.71508193,0.4000486,0.7254879,0.82988936,0.8009249,1.3425738,0.67989886,1.4619718,1.1605229,1.443646,0.50739145,0.5033592,0.5751198,0.7207751,0.79281425,0.52252996,1.2445078,0.884519,0.8015443,0.8978218,0.95648146,0.88755727,1.0896835,0.90001476,1.2398692,1.1131084,0.76999223,1.1988811,1.1717991,1.2161323,0.73208195,1.4087567,0.9958211,1.0959681,0.0,1.2507323,0.8963808,1.1394492,0.51691264,1.1238034,0.70557284,1.2374909,1.0556854,0.30276978,0.8764553,1.2772961,1.431056,1.5373527,0.7332345,0.71504414,0.66711307,0.85676575,0.47003424,0.8700636,1.3459822,1.111562,1.142266,0.67498255,0.61232567,1.2229826
shower,1.0071435,1.0486891,1.2609738,1.2599319,0.9416281,1.2283976,1.1451803,1.1299559,1.0292665,0.7675104,0.993899,0.71245086,1.1313894,0.7405348,1.0546529,1.1562636,1.0076432,0.96691084,1.0470338,1.1451524,0.7541932,1.20216,1.0089581,1.0818956,0.9593421,1.101447,1.1889429,1.0033464,0.74966395,0.83304244,1.0359373,0.45590115,0.8696288,1.0326288,0.91982657,1.2477617,0.7124859,1.069756,1.2543745,0.6311478,1.0718879,0.88319105,0.9929947,1.0454062,1.0233399,0.46177292,0.74901927,0.9359886,0.9849491,1.1525489,0.84519255,1.0022713,1.2248992,1.2129354,0.96137655,1.0218456,1.1578104,1.1969043,1.1767511,0.8522977,1.2114316,1.0155764,1.249788,0.9296777,1.0305746,1.0275521,1.2786214,1.0730914,0.92803156,0.93755007,0.9151624,1.1488216,0.73743796,0.9757636,1.0954201,1.1587981,1.0477045,0.7915828,0.95355916,0.923813,1.1614621,1.1744817,1.2078271,1.137286,1.1546644,1.1087868,1.1979461,0.8291819,1.1890441,1.0025814,0.9361663,0.8105062,1.2039104,1.20262,1.1404923,1.2398219,1.09925,1.2378333,0.94006777,0.93252414,1.0791721,1.0894909,1.0031081,1.1822335,0.9745718,1.0631247,0.5698075,1.1099963,1.0970381,1.0030212,0.8128542,0.97600245,1.1255453,0.9663106,1.0462077,1.0314395,1.2507323,0.0,0.9295908,0.8813644,1.3359233,0.99966156,1.2191067,0.91202796,0.9313428,1.1010017,0.96930194,0.84685886,0.95791304,0.8836094,1.2072893,1.2392699,1.3199544,1.095527,1.0927833,1.1651818,0.9457132,0.8285612,0.7553209,0.79417926,1.2943307,0.6233575
sink,1.2530012,1.1702639,0.95430267,1.0937238,1.1756377,0.93645704,0.8938809,1.1519334,0.68572366,0.7549933,1.1430335,0.9987941,0.55292135,0.82157415,1.3062549,1.2090523,0.86322373,1.0827171,0.6392694,0.47692394,0.9624821,0.8562435,0.5770433,1.202085,0.5550006,0.46460056,1.1425667,0.9126069,1.0274765,1.2477272,0.6261884,0.91888034,0.8625429,0.99812526,1.0612776,0.82301223,0.9660615,1.3014718,0.6822462,1.0640748,0.59079105,1.0676312,1.038526,1.1840533,1.3254783,0.7878828,0.8127767,1.0111054,1.2036921,1.0515267,1.1400554,1.2475611,1.1732783,0.7170699,1.018162,0.9759761,0.58798254,1.2456492,0.82147825,1.121736,1.0759907,1.2734292,1.1623832,1.2689841,1.1641358,1.280825,0.8723155,1.1727741,1.2516518,1.1165878,1.2071401,0.6083449,1.0550312,0.5867126,0.96840876,1.3028889,1.1238145,0.91636753,1.2580564,1.0072397,1.16692,0.9382526,0.7538612,0.645081,1.2217993,0.91760457,0.8724902,0.8894327,1.1780562,1.1441708,1.2540679,1.0482998,0.646199,0.62291,1.0338093,1.117564,0.83320665,0.6379069,1.3003173,0.9146546,0.7919949,1.134923,1.1351491,1.0011322,1.1310008,0.68289226,0.9496133,0.97836345,1.2025559,1.2028997,1.0639045,1.219367,1.0467893,1.2245078,1.1720781,0.97960216,0.8963808,0.9295908,0.0,0.89141375,0.8989233,0.80442894,0.83036965,1.115819,0.8188586,0.67902434,0.95062965,1.2073054,1.3058804,1.052943,0.7711736,1.152581,0.9794329,1.1795416,0.75287414,1.0176824,0.98082244,0.9693459,1.0367277,0.760885,0.95526487,0.79118794
slide,0.9415077,1.181514,1.2145969,1.1211219,0.8601227,1.2327213,1.2230525,1.0050043,1.0675507,0.39741313,0.9738389,0.67567265,1.0311835,0.74169683,0.83683586,1.2597231,0.86720574,1.081446,1.1081462,1.2108034,0.87059426,1.2194301,1.2062325,1.1561921,0.98259866,0.99256295,1.1436896,0.49437892,0.88777614,1.1365061,1.1003431,0.5408484,1.1724209,0.75590265,1.160411,0.913529,0.7740332,0.9241248,1.1025255,0.69738674,1.2011915,1.0778564,1.1429582,1.0468419,1.2555767,0.39045823,0.79423547,0.9448295,0.92934436,1.2820174,0.8409151,1.0021569,1.1479545,1.2116104,1.0268347,1.1525807,1.045933,1.234841,1.1113232,0.932816,1.0388241,1.1387472,1.3128746,0.97055227,0.98225015,1.0474555,1.178656,1.0969204,0.71545005,1.2391396,0.7588907,0.92537487,0.8573573,0.9707667,1.067799,1.0869756,1.0932109,1.1384661,1.0657988,0.8721049,1.1071216,1.2208217,1.1382781,1.1252232,1.1534063,1.0305977,1.2860582,0.7798165,1.2245572,0.80379355,0.7692693,0.7759764,1.0656158,1.1001949,1.0669976,1.0206803,1.1728557,1.0574535,1.0328538,1.0298531,1.080302,1.1762059,1.131192,1.2146453,0.9850614,1.0189986,0.69221294,0.817269,1.1961296,0.90539104,1.273389,0.9679664,1.0604788,0.71912515,1.1670928,0.8293892,1.1394492,0.8813644,0.89141375,0.0,1.2299415,0.7714348,1.143935,0.9697707,1.187538,1.021398,1.130177,1.1046538,0.84337586,0.8015477,1.2827961,1.2082471,1.0811478,0.9983359,1.127812,1.3266101,0.97497886,0.99259824,0.9254608,0.7368117,1.1330559,0.6372347
slipper,1.2581632,0.8142501,0.6104784,0.7463354,1.3726983,0.64282274,0.85907274,1.0749875,0.72932315,1.4793336,1.2848538,1.4216404,0.5624534,1.2997015,1.4215609,0.76774466,0.91753095,1.1710992,0.5617064,0.75255656,1.3023968,0.5020144,0.8482623,0.96638006,0.62368923,0.64613336,0.8797786,1.1645315,1.2166717,1.2213117,0.8587943,1.4396219,1.2781423,1.1229023,1.2121701,0.6782536,1.2552832,1.1107342,0.3735721,1.503984,0.5505832,1.0233816,1.0988537,1.121036,0.95629674,1.4040074,1.2338547,0.9817932,1.0277561,0.82389337,1.3124634,1.1531498,0.5579636,0.67188466,1.2302259,0.86921465,0.54634976,0.9698692,0.69957,1.3141886,0.51285225,1.1186392,0.78896725,1.2145088,1.3597912,1.1377769,0.36521626,1.0066261,1.3581971,1.1953281,1.3026505,0.6267755,1.3486037,0.7996142,0.654155,0.9888446,1.2259653,1.2251229,1.3598866,1.2082045,0.73444223,0.5686601,0.3584662,0.5647575,0.657868,0.58848107,0.66814977,1.4636681,0.80715513,1.3062181,1.2714248,1.4773802,0.47135782,0.4492681,0.57904744,0.8655844,0.83327544,0.38894796,1.2383391,1.1085801,0.8816229,0.8938013,0.92329973,0.8665599,1.1224853,0.9287073,1.5065831,1.1110606,0.72183704,1.2446201,1.1545198,1.1698868,0.96504796,1.3363378,0.6372525,1.1122701,0.51691264,1.3359233,0.8989233,1.2299415,0.0,1.1184189,0.48163867,1.2543869,1.1091715,0.6165432,1.1376683,1.216579,1.3602823,1.560491,0.52614313,0.39629126,0.37538016,1.1397867,0.6670835,0.79632014,1.465411,1.3294852,1.1232042,1.0971351,0.4038384,1.3338708
snow,0.9523003,1.1148578,1.0678182,0.984642,0.99438953,1.1029768,1.0129927,1.0360755,1.0588328,0.55342025,0.9969148,0.9314724,0.836074,1.036396,0.9198301,1.1359916,0.9570189,1.0880744,1.0705069,1.0590717,1.0925353,1.0457158,1.1320395,1.152411,1.0259638,0.8837186,1.1762854,0.5340128,1.1625621,1.1035742,0.8650111,0.77551967,1.0595002,0.90718144,1.0140852,0.8570683,1.0914583,0.93176675,0.98290545,1.0195725,1.1164626,1.2252834,1.0648279,0.94759256,1.0938278,0.7298851,1.0776455,0.9682549,0.9812507,1.1231163,0.90992534,0.91647476,1.1584508,0.9456096,1.0059364,1.1692032,0.9883782,1.026345,1.1534824,1.120011,1.0600852,1.1942741,1.17289,0.98010296,0.9734318,1.0813949,1.0655159,0.98352027,0.84364766,1.1817768,0.9187928,0.9360716,1.10716,0.9452713,0.9522911,1.0640798,1.077346,1.1108062,1.1103588,1.0224588,1.0796602,0.99354774,1.032241,1.0398295,1.108953,1.0310479,1.0196494,0.9919823,1.0300483,0.897563,0.932319,0.95176804,1.0083513,0.9828155,1.0319622,1.1323043,0.965575,0.9964319,0.9964019,1.0646408,1.0846269,1.0231682,1.1685587,0.9889655,1.0498313,1.0951021,1.0082059,0.9356335,1.1692114,0.85701084,1.2185385,1.020253,0.98409176,0.8260261,1.1202815,0.85227334,1.1238034,0.99966156,0.80442894,0.7714348,1.1184189,0.0,1.0479854,1.1088632,1.0908685,0.9945745,1.0507119,1.0929694,0.9206933,0.9149971,1.0699975,1.1801212,1.0863407,1.0920832,1.0801821,1.1131599,1.0233101,1.0158828,0.9581965,1.0736172,1.0591601,0.7783171
