,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,frog,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
flower,0.91985446,0.53080857,1.2925582,0.5187702,0.6195853,1.0297017,0.9272104,1.3754008,1.2565336,0.72711784,1.2006515,1.3562461,0.6376194,1.163753,1.1526611,1.0540853,0.5463759,0.68833953,1.1902856,0.750517,0.98828554,0.63050437,0.8840479,0.6069523,1.3093035,0.982843,1.084553,0.8356431,1.1614053,1.391495,1.3282304,0.96345556,0.72565347,1.1817368,0.64216065,0.6828442,0.46045482,1.2343073,1.1483604,1.1912163,1.0828822,1.1079235,1.1627204,1.0436532,1.1225325,0.7132269,0.0,0.9909477,0.5878329,0.91995156,0.9483959,1.2024206,0.81931496,1.123276,1.2886189,0.46250832,0.8701133,1.1117535,1.2820972,1.203948,1.3117194,0.9607548,0.5168377,1.0947886,1.0487559,1.0189689,0.7790199,0.52068174,0.9913993,0.95322275,0.8187488,0.56665486,0.96769977,1.0151123,1.3462493,1.4074926,1.1551383,0.8362219,0.75065196,1.1012747,1.1261066,0.48248613,0.7231906,0.97303325,0.5419669,0.95568585,0.80127835,1.2895969,1.0892619,0.5474172,0.893258,1.0157562,1.392467,1.0682255,1.0436876,1.2199063,1.3202711,1.165189,1.1837482,0.9745121,1.0875587,0.71089005,1.1384262,0.8393854,1.0983791,1.1684248,1.1031917,1.2624817,1.1060027,1.2877543,0.59813833,1.0599796,1.1017112,1.2057534,0.8483821,0.5745649,1.09121,1.0571388,1.1251707,1.1811634,1.0233395,1.0693063
foot,0.7928531,0.937145,1.0325873,0.96865207,0.9926818,1.1341382,1.2046206,1.2641184,1.40755,0.8761287,1.2801849,0.96278864,0.8425733,1.1824985,1.3520646,1.1896106,0.77260363,0.9979745,1.3360044,0.79254013,0.9528937,1.0090094,0.89692515,0.95240533,1.1760708,1.0479519,1.0181701,0.7484816,1.2712898,0.93709093,1.3068414,1.1094195,0.6663901,1.4099764,0.8132157,0.8825463,0.9674355,1.1709212,1.032682,1.0305547,0.6653969,0.9506071,1.1693838,1.2442609,0.40437788,0.8367713,0.9909477,0.0,0.74149865,0.66244286,0.40004897,1.2612349,0.9206156,1.1291566,0.7551068,0.8240262,0.8635507,1.2655925,1.2717807,0.9455285,1.1807364,1.0469481,0.86102283,1.072495,0.8407428,0.9514049,0.8900466,0.8982692,0.7275816,0.68821573,0.5470025,0.8535282,1.1009498,1.1085699,1.1645695,0.9475697,1.1767612,0.64787805,0.70973146,0.9608574,0.9815995,0.9039703,0.9163844,1.0067827,0.86623555,1.0354424,0.8277583,1.2758862,1.0373557,0.83062625,1.0635211,1.0732106,1.1816921,0.5163363,0.7394729,1.1737814,1.1268449,1.1900188,1.3868808,0.45040786,1.1637826,0.90112644,0.5809516,0.62586206,1.2894859,1.2009577,1.0479329,1.181047,1.2423486,1.4135618,0.740919,0.28377306,0.9851279,1.2080948,0.6044476,0.997867,1.2633538,1.3504007,1.1845733,1.2812395,0.68456376,1.1950552
frog,0.5753983,0.67969567,1.2307776,0.72703147,0.7126856,0.9825454,1.0570124,1.312886,1.2191019,0.87094414,1.2874645,1.2679698,0.71579266,1.1576073,1.1903064,0.9332252,0.7718713,0.75309956,1.1282638,0.71624404,1.1044768,0.8168028,1.0649117,0.8554357,1.2327626,0.9866685,1.2697012,0.68004525,1.2610766,1.1551609,1.384925,0.8833934,0.70555544,1.174083,0.76618737,0.6815436,0.787236,1.2972558,1.006663,1.2747765,1.048562,0.97473466,1.0685215,1.1156288,0.91242063,0.59115195,0.5878329,0.74149865,0.0,0.8834539,0.82754266,1.1572258,0.6820879,1.1756527,1.0823846,0.706564,0.9905291,1.1235614,1.3462999,1.2045207,1.2125223,1.2336129,0.8439851,0.90817404,1.1191844,1.040385,0.9566354,0.81631994,0.92191344,0.8117219,0.8712638,0.6486701,1.0956964,0.9666271,1.3720257,1.3736627,1.053626,0.6867504,0.8089827,0.9406166,1.0161302,0.6480546,0.6552943,0.8180279,0.67402005,0.9530976,0.80874324,1.3630838,1.0766325,0.71651876,1.0647777,0.8004879,1.3625797,0.8655892,1.1713493,1.2282425,1.252158,1.0966308,1.2249833,0.82268727,1.0207847,0.88603115,0.9860074,0.7731614,1.1496801,1.1012126,1.1353773,1.2399926,1.2710104,1.2916446,0.5976213,0.86071944,1.0415289,1.1398174,0.87086356,0.56796944,0.91117907,1.1811299,1.0535783,1.2431922,0.97319645,1.2222916
glasses,0.80388224,0.7175598,1.2705965,0.75281185,0.85092807,1.0930393,1.36019,1.3078647,1.4562607,0.48888052,1.3059436,1.154394,0.5995332,1.2565644,1.3014374,1.2626368,0.5103477,0.7236984,1.3834586,0.9003965,1.1465238,0.9613598,0.92861235,0.8961692,1.2239046,1.041765,1.1622088,0.47722024,1.24311,1.0581837,1.3304439,1.1501288,0.38776827,1.4357157,0.5147362,1.0702251,1.0483463,1.2424374,1.0763514,1.2151151,0.6802793,1.0660056,1.1340497,0.96314377,0.49084854,0.6632017,0.91995156,0.66244286,0.8834539,0.0,0.7228104,1.2570026,0.76599365,0.8461018,0.9869876,0.500305,0.63319826,1.2652305,1.3409877,1.1066145,1.2125558,1.2302047,0.7868118,1.020607,0.9922273,1.1928152,1.077627,0.99036497,0.26428324,0.92121315,0.286695,0.79931164,1.1589336,1.0986336,1.3614426,1.1917695,1.281589,0.3999499,0.39068216,1.0362402,1.1340809,1.0134592,0.6523583,1.1107912,0.94380534,1.0636319,0.48673868,1.3373983,1.1278598,0.73069507,1.1211351,0.9829265,1.2745783,0.94610655,0.95116234,1.2625726,1.2363453,0.89836824,1.449712,0.22070861,1.1785834,0.6750953,1.0496145,0.56589586,1.2620118,1.23732,1.0547274,1.2456334,1.2614925,1.4807315,0.5396095,0.4057895,1.0170565,1.2836325,0.80514777,0.99855137,1.31049,1.271089,1.1628242,1.3088999,0.11906302,1.1398401
glove,0.8236946,0.9015516,1.0801947,0.8986053,0.87541735,1.0110831,1.1876374,1.356705,1.4278867,0.8886887,1.2316409,0.89814377,0.91690403,1.07358,1.4059536,1.1596501,0.7926025,0.9981031,1.3351424,0.8769111,1.0803506,0.9826788,0.9092401,0.9788768,1.1436028,1.0762538,1.0741844,0.86846304,1.3154428,0.94777524,1.2520733,1.1278062,0.7960719,1.3909651,0.8078477,0.6319958,0.7061225,1.273882,1.1115673,0.9639928,0.7602663,0.84100884,1.1644919,1.2465765,0.4983883,0.77002424,0.9483959,0.40004897,0.82754266,0.7228104,0.0,1.2722178,0.8380067,1.1198298,0.6421877,0.67787963,0.88711447,1.3274856,1.154242,0.957878,1.263527,1.1556875,0.9700685,0.9964919,0.8585972,0.5008386,1.0822268,0.92808306,0.77438533,0.55868864,0.6104585,0.9153355,1.165657,1.0770037,1.0656991,0.9077473,1.1150298,0.7995462,0.8209849,0.8990001,0.8578407,0.8826584,0.9483802,0.8311019,0.8759968,0.9867374,0.91910625,1.3378991,0.9990929,0.8352928,0.7378902,1.2237412,1.111413,0.45576233,0.64688617,1.2071096,1.2957098,1.2041821,1.2477301,0.46637696,1.2188139,0.96203524,0.3825729,0.64451915,1.3256353,1.1795806,1.0102576,1.1009327,1.3299737,1.4279323,0.8216555,0.3890704,0.84538597,1.2071196,0.48955476,0.9614999,1.2326605,1.3982512,1.1636752,1.2983176,0.7497164,1.23948
grass,1.1916826,1.1262448,0.9391313,1.0339935,1.1642067,1.0250436,0.890048,0.8414841,0.5894998,1.2758387,0.7598063,1.0057906,1.1726894,0.47483045,0.69395334,1.0460234,1.3274156,1.1564227,0.8418226,1.165591,0.9877076,1.2113318,1.2602417,1.1419321,0.9057109,0.9942344,1.0995115,1.3092344,0.8318889,0.80460197,0.75748587,1.0632617,1.3538703,0.7149992,1.380439,0.9937676,1.2848257,1.0285482,1.266715,1.0233928,1.1683968,1.1343566,0.8797803,0.85692817,1.2348232,1.1243532,1.2024206,1.2612349,1.1572258,1.2570026,1.2722178,0.0,1.2100153,0.9242341,1.0147094,1.3399527,1.2462015,0.5324439,0.84566045,0.9211232,0.7812682,1.0250063,1.3272933,0.8852797,1.2015016,1.0723208,1.1661232,1.2065306,1.2540927,1.4098727,1.384809,1.1839725,1.1968795,0.80304134,0.79117686,1.0138105,1.0222931,1.3551525,1.2751553,1.0136958,1.1547439,1.0940218,1.3144999,0.8590713,1.0733907,1.2599313,1.2774308,0.98948115,0.7648403,1.2641683,1.1829712,0.91886276,0.82550925,1.0856928,1.1985111,0.57903117,0.9610475,1.0978687,0.47562945,1.3985939,0.81736416,1.1370904,0.84635556,1.3950198,0.6349733,0.9248564,1.1449714,0.90460384,0.4544767,0.59347796,1.3688459,1.242562,1.1514728,0.98262924,1.4711292,1.1423907,0.9418568,0.42600065,0.98648554,0.90612364,1.2060035,0.87299067
gum,0.9925953,0.5377923,1.1776042,0.6535506,0.51054066,0.7266729,1.1480254,1.3543961,1.2394905,0.7132779,1.3066381,1.1378338,0.8049452,1.1660119,1.2821019,0.8192692,0.5830799,0.5843993,0.95494485,0.91274565,1.240813,0.78692925,1.0892655,1.0603999,0.9775784,1.1640112,1.3771394,0.85644716,1.2747613,1.0343627,1.4005373,0.61805904,0.52684987,1.2206717,0.5193913,0.9810382,0.9195057,1.3132452,0.88129175,1.2287192,1.0440441,0.6355331,1.1317325,1.1411453,0.6660678,0.7567147,0.81931496,0.9206156,0.6820879,0.76599365,0.8380067,1.2100153,0.0,1.1459721,0.82514024,0.6548412,1.0126176,1.261083,1.3664354,1.2983946,1.1378875,1.3710122,0.92260695,0.7861521,1.0972307,0.963446,1.0753227,0.9646384,0.54551697,0.8926483,0.74702007,0.657704,1.224479,1.1183027,1.3383374,1.3267398,0.9554484,0.78136224,0.76131487,0.788144,1.2051629,1.0436001,0.5506452,0.9916172,0.86421424,1.0785224,0.826364,1.4165204,1.1668375,1.0622567,1.0865855,0.9737428,1.3412579,0.83778703,1.1775187,1.2896093,1.2375453,0.9654883,1.1630208,0.64854926,1.2178946,0.7434193,0.99151224,0.8844406,1.2341213,1.1344738,1.2633178,1.2467916,1.3287556,1.2128253,0.50366586,0.6833809,0.87864,0.7758195,1.0011308,0.4213798,0.760151,1.2931612,1.0893785,1.3691885,0.68628436,1.2549081
hair,1.0846075,1.235661,0.8304684,1.2528082,1.205218,0.9322231,1.1347015,0.87558264,0.83944,1.2118758,0.865905,0.7137562,1.1982538,1.0178105,0.9034295,1.040805,1.2253506,1.2739146,0.9799301,1.1798949,1.2509143,1.3157343,1.2133918,1.155454,0.89045215,1.0056095,0.9837246,1.1442369,0.786979,0.874711,0.76370436,1.0756704,1.2631537,0.8913133,1.2546554,1.2118418,1.0647974,0.9036355,1.038687,0.73018557,0.75754035,0.9924413,0.99491435,0.27957213,0.89695334,1.1541632,1.123276,1.1291566,1.1756527,0.8461018,1.1198298,0.9242341,1.1459721,0.0,0.7182587,1.1400692,0.9446477,1.0490206,0.84580165,0.8728602,0.92617756,1.0980042,1.1625944,1.0549281,1.178746,0.8898996,1.223628,1.1692023,0.9312301,1.3476491,1.1417533,1.18451,0.97455066,1.0279183,0.6309955,0.7083544,0.9876926,1.2267326,1.1948924,1.012949,1.1378291,1.1085718,1.2712704,1.0551549,1.2129813,1.049272,1.1355163,0.80124617,1.0704508,1.0273454,0.9500221,1.0852815,0.5130128,1.0711122,1.1093161,0.9897587,0.9981469,0.9318936,0.99078,0.9997845,0.9543055,1.2217648,1.0613008,1.2312369,1.0467055,1.0488828,0.94027704,0.571543,1.0596538,0.76468027,1.2927324,0.8852035,1.101832,1.0000455,1.3102016,1.2617579,0.99537235,0.8704661,0.97723377,0.8494891,0.92115366,0.84867895
hand,1.16059,1.1910808,0.667316,1.2472782,1.1373096,0.69342107,1.0953248,0.99876314,0.9553608,1.2784657,1.0337644,0.56551856,1.3037742,1.0194361,1.0645993,0.8485194,1.2970773,1.2332805,0.90668035,1.0767854,1.260618,1.367095,1.3186619,1.3551741,0.68423814,1.1917979,1.1848385,1.217469,0.99216646,0.65908676,0.9607955,0.94581157,1.1810787,1.0025517,1.2330124,1.186766,1.10675,1.024985,0.9391234,0.8601874,0.79218215,0.61937004,1.0808871,0.85560167,0.42526627,1.081874,1.2886189,0.7551068,1.0823846,0.9869876,0.6421877,1.0147094,0.82514024,0.7182587,0.0,1.229911,1.041217,1.1640729,0.9729421,1.0246238,0.8892586,1.2560256,1.3503573,0.7885283,1.1955327,0.5845243,1.3454272,1.2708373,0.8927961,1.1096503,1.1048821,1.0820413,1.1130017,1.0970258,0.6848096,0.7518834,0.84349054,1.19592,1.248266,0.5698397,1.0157696,1.1238656,1.214878,1.073701,1.0663831,1.0993688,1.2850578,0.9891772,0.9146109,1.1134993,0.97254163,1.0624802,0.7666904,0.8288002,1.0567424,0.99111784,1.0459517,1.0232211,1.0269884,0.93099165,1.1234317,1.2765064,0.7360982,1.0490279,1.1468239,1.0678028,1.0439302,0.7973002,1.1812035,0.8535769,1.2487112,0.5227871,0.82135844,0.7846557,1.1991813,1.0835123,0.8231632,1.0591705,1.0250679,0.98117846,0.9581951,1.068118
hat,0.8923795,0.3912462,1.4367579,0.33855772,0.43127453,1.0712816,1.1442183,1.4368187,1.5109975,0.41529083,1.3563385,1.3696933,0.49154758,1.2976024,1.3861005,1.1480051,0.28445196,0.33552074,1.2978458,0.7372469,1.1500525,0.50142026,0.71496767,0.5788571,1.4241554,1.0006067,1.046904,0.6423261,1.3440464,1.3380411,1.4278647,1.084608,0.45276082,1.4408588,0.28103888,0.69565934,0.7175583,1.3309832,1.1439077,1.3165652,0.9057751,0.95986056,1.17339,1.144059,0.82209384,0.61784714,0.46250832,0.8240262,0.706564,0.500305,0.67787963,1.3399527,0.6548412,1.1400692,1.229911,0.0,0.75492394,1.3159966,1.4223944,1.2418177,1.4198989,1.1611785,0.457587,1.052054,0.89580584,1.1415491,0.9051888,0.5720748,0.5686595,0.75276756,0.45513636,0.54128826,1.0915108,1.1407866,1.5014834,1.4774611,1.2058444,0.56474376,0.44999397,1.0829256,1.0308774,0.7523525,0.43044835,0.9436926,0.59208083,0.9698221,0.49266768,1.4376601,1.0831745,0.6203891,1.0582727,1.1172363,1.4665802,0.9212563,0.9491067,1.4189179,1.4040053,0.8634494,1.3885585,0.45340323,1.2365654,0.561457,1.051452,0.5812745,1.2432204,1.3051925,1.0589815,1.3886914,1.2881222,1.5136857,0.36413383,0.6958104,1.06093,1.3420043,0.6542983,0.59316367,1.2045729,1.3194675,1.1845694,1.3415321,0.5581578,1.2025708
horse,0.88492703,0.92996234,1.0367897,0.94290614,0.9791962,1.0950556,1.1365631,1.0595964,1.1582144,0.79954773,1.263951,1.0965644,0.75140464,1.2693818,1.1413631,1.1766356,0.68329513,0.91578907,1.217959,0.903922,1.1256819,0.9975055,0.9697259,1.0004874,1.1138294,0.87427425,1.0864604,0.7564971,1.1775632,1.0504179,1.1418712,1.1597254,0.7236413,1.1030788,0.71300113,0.97189957,0.8785253,1.0335494,1.0741233,1.0053126,0.81434894,1.1456465,1.0697488,1.0233164,0.77929366,0.8768405,0.8701133,0.8635507,0.9905291,0.63319826,0.88711447,1.2462015,1.0126176,0.9446477,1.041217,0.75492394,0.0,1.2291089,1.0430912,1.0641671,1.179148,1.1239566,0.8513578,1.1158164,0.92889,0.97099143,1.0300956,0.92729425,0.70850384,1.0125775,0.6330056,0.93065166,1.0699528,0.9586122,1.0962045,0.9750587,1.1667408,0.7463236,0.7074717,1.1318861,1.1126897,0.99290603,0.8840344,1.0669769,1.0308608,0.99783987,0.68637043,1.1057858,1.0562428,0.77871466,0.9748662,0.997676,1.003164,1.123352,0.9243361,1.2712705,1.0274627,0.95920616,1.3406366,0.6638361,1.0098684,0.87289613,1.1333773,0.76365674,1.1348631,1.2686214,1.0204382,0.97059655,1.2125024,1.2355187,0.7971486,0.7786392,0.9725018,1.1589173,0.8946872,1.0384855,1.2288115,1.2186527,0.895078,1.1465285,0.65803164,1.1650007
hose,1.1511577,1.1041572,0.9081953,0.96275616,1.0943125,0.95874655,0.79494643,0.86961764,0.85317165,1.1777581,0.8133309,1.1037546,1.1333225,0.80235684,0.482162,1.0856203,1.3279276,1.1288176,0.8976698,1.0663086,0.61387956,1.0889359,1.2484478,1.0926136,0.76208305,1.1410791,1.0975081,1.1381199,0.9627314,0.8505037,0.97271127,1.0220975,1.2154627,0.8999554,1.364461,1.1104078,1.2246878,1.0890653,1.1516002,1.1297567,1.2452306,1.1750336,0.9328817,0.9187781,1.3087564,1.0736326,1.1117535,1.2655925,1.1235614,1.2652305,1.3274856,0.5324439,1.261083,1.0490206,1.1640729,1.3159966,1.2291089,0.0,0.98639584,0.9771999,0.5861523,0.71122766,1.2598957,0.85825455,1.0883818,1.1332537,1.0011365,1.2148566,1.2719142,1.3456943,1.3327267,1.1217103,1.2309206,0.9994184,1.0255375,1.0618076,1.0639846,1.1608428,1.1589319,1.0245515,1.2296116,1.1277972,1.3040955,0.9308268,0.9345065,1.0852442,1.2287699,1.0810004,0.7577543,1.1276791,1.1977909,0.75090736,1.0124515,1.1366421,1.1849377,0.4039067,0.89708424,1.1228724,0.72680646,1.3970971,1.0206205,1.129026,0.97154135,1.22883,0.5452341,0.7649253,1.1371298,1.0491225,0.40748167,0.80476105,1.2896731,1.3167646,1.0991279,0.8449329,1.3696811,1.1111073,1.0788301,0.5081709,0.95716137,0.7813671,1.2345506,0.9475473
jacket,1.0050678,1.4644117,0.76630265,1.4459451,1.3914706,1.0496731,0.86900586,0.6599718,0.45390737,1.374725,0.56157786,0.64267653,1.398581,0.68174577,0.74930584,0.9907906,1.4744754,1.5068034,0.8352059,1.2523295,1.0739343,1.3557904,1.1283599,1.1887136,0.87492645,0.88696957,0.7407269,1.3646263,0.6333938,0.7487462,0.33790243,1.1275445,1.5567605,0.5004866,1.5389497,1.1168691,1.0232577,0.76707035,1.05617,0.65987366,1.0652455,1.049789,0.8535021,0.85971105,1.3012369,1.410014,1.2820972,1.2717807,1.3462999,1.3409877,1.154242,0.84566045,1.3664354,0.84580165,0.9729421,1.4223944,1.0430912,0.98639584,0.0,0.78214246,0.9198762,0.9801927,1.3809109,1.1317667,1.1653454,0.7571088,1.1811247,1.1857058,1.3353777,1.0663819,1.3919291,1.4388806,0.9548183,0.73685336,0.34717882,0.52701056,0.8791613,1.4525698,1.4719591,1.095309,0.6264411,1.2124717,1.5154805,1.1026391,1.3637388,0.7256572,1.3735397,0.65058446,0.93337053,1.2163672,0.7602729,1.0619557,0.46629053,1.0666779,0.88157445,0.91655755,0.7481293,1.0640162,0.6541449,1.3550901,0.71481204,1.3546537,1.090882,1.3143864,0.7871921,0.8039924,0.75538474,0.5318159,0.89668524,0.5531031,1.5842557,1.3692546,1.0125875,0.969759,1.074295,1.4062161,0.98189354,0.8821136,0.8213861,0.6675888,1.3490691,0.9322791
jeans,0.83598304,1.2296729,1.022461,1.2028518,1.1292167,1.1013379,1.0649178,0.9374662,0.97013265,1.2684988,0.7855046,0.7729236,1.2272004,0.8986454,0.9267396,1.2057441,1.2407517,1.2920601,1.0328847,1.143717,0.95548266,1.1673572,0.8444857,0.9922665,0.9998981,0.9606107,0.7895305,1.1583915,0.95407563,0.9592569,0.7936821,1.1665745,1.2794361,0.97709,1.2698892,0.9291359,0.88282543,0.85188735,1.0914183,0.5444329,0.86906046,0.9974187,1.0892966,0.9558587,1.0546789,1.2152568,1.203948,0.9455285,1.2045207,1.1066145,0.957878,0.9211232,1.2983946,0.8728602,1.0246238,1.2418177,1.0641671,0.9771999,0.78214246,0.0,0.92726004,0.91995466,1.151138,1.0958754,0.9115524,0.805985,1.0319515,1.0982364,1.1839677,1.0217159,1.1773603,1.2470267,0.9708115,1.03996,0.7075755,0.5374335,1.1080413,1.2412367,1.2550762,1.0932908,0.9877722,1.0805726,1.2900045,0.87375915,1.1595665,0.95761573,1.1411607,0.8391894,1.0724825,1.0737185,0.75502145,1.1565806,0.5945619,0.90846384,0.56169134,0.85168517,0.91878635,1.1313624,0.837145,1.1060714,0.97673774,1.2247854,0.9023568,1.2127131,0.98067206,0.8760636,0.88992023,0.64375204,0.92563844,0.9102613,1.3019798,1.0134654,1.0079403,1.0505028,0.949723,1.2738991,1.1561329,0.9283102,1.0591522,0.892539,1.1674303,0.92039174
knife,1.1967627,1.2803485,0.797363,1.2570949,1.2212856,0.77700126,1.0773299,0.7750099,0.92647153,1.1250769,0.7755302,0.831537,1.2326428,0.9218674,0.7372228,1.00509,1.3223836,1.1530067,0.8955487,1.144754,0.82741356,1.264437,1.1546568,1.2666279,0.3424431,1.0871191,0.99025303,1.1705449,0.96989405,0.7593978,0.8624805,0.98353195,1.1104714,0.9967723,1.3482141,1.2345046,1.3723559,0.98562646,1.0706472,1.0157996,1.0842445,0.90198344,0.9079555,0.90999573,1.072735,0.9901923,1.3117194,1.1807364,1.2125223,1.2125558,1.263527,0.7812682,1.1378875,0.92617756,0.8892586,1.4198989,1.179148,0.5861523,0.9198762,0.92726004,0.0,0.8958395,1.3209001,0.92298055,0.8543333,1.060166,0.95502543,1.2281392,1.1519567,1.3171606,1.2990313,1.1820701,1.1006342,1.091494,0.8642443,0.87724954,0.88059306,1.1231725,1.1581262,0.95326495,1.138031,1.2268065,1.2927749,1.153819,1.137295,1.0298315,1.2077912,0.86462116,1.0111245,1.2523005,1.0738661,0.5926099,0.91910416,1.0532644,1.1508131,0.3351333,0.8571179,0.832745,0.83494395,1.271591,1.1012013,1.2932504,0.9749772,1.1926203,0.89130235,0.7481104,0.95755994,0.960577,0.79137117,0.7699549,1.3189739,1.1313205,1.0494353,0.37924242,1.3405362,1.2174128,0.9792331,0.7984362,1.0899215,0.5810422,1.1753685,0.99741876
ladder,1.1481975,1.2068609,1.0233517,1.1248802,1.1566794,1.280713,0.7086359,0.87635887,1.0415438,1.1360388,0.72990894,1.2221303,1.1027651,1.0393872,0.9008397,1.0759327,1.0688275,1.1697581,1.0399908,1.0558437,0.33584362,0.914585,0.7585035,0.8462643,1.0369626,1.0185947,0.48984444,1.1290121,0.8119553,1.2198647,0.93952507,1.0514174,1.1606362,0.98404765,1.1849461,1.0662134,0.89719236,0.69862,0.9655491,1.0118241,1.0161469,1.2387724,1.0101782,1.103447,1.2647614,1.2190357,0.9607548,1.0469481,1.2336129,1.2302047,1.1556875,1.0250063,1.3710122,1.0980042,1.2560256,1.1611785,1.1239566,0.71122766,0.9801927,0.91995466,0.8958395,0.0,0.7756423,1.2293777,0.80553097,1.1478169,0.6545176,0.8395058,1.3593498,0.99181205,1.1097066,1.2039306,0.6461303,1.1419683,1.0713136,0.97512454,1.0451247,1.0815234,1.084624,1.1541389,1.0908245,0.8685267,1.2304199,1.0599418,0.9925316,0.9457866,1.1163604,0.7024811,1.1206517,0.89698505,0.8766726,1.0227828,1.098779,1.0766118,0.88700897,0.74043953,0.7893799,1.1164591,0.9313712,1.2814567,1.062001,1.0886339,1.0297465,1.0588055,0.84829867,0.80745095,0.7197014,1.1049075,0.5960093,0.89418936,1.2048095,1.2655118,1.0022662,0.99284136,0.8859761,1.1715188,1.1743959,0.7386093,1.1008052,0.55204713,1.2770344,0.6471653
lamp,1.0077019,0.63179433,1.3378775,0.64920485,0.6595764,1.1805496,1.0590875,1.1741871,1.4136086,0.654796,1.1707271,1.4176941,0.56956124,1.3575957,1.3168081,1.133732,0.43047202,0.49137896,1.2601326,0.86291593,0.93866163,0.5395571,0.50836664,0.66442883,1.3684151,0.8825114,0.6865009,0.6800452,1.0529908,1.5398426,1.2647301,1.0499172,0.60039145,1.344614,0.39093626,0.8485922,0.78427184,0.9076224,0.9669946,1.2400844,0.9288966,1.0614566,1.1169665,1.1894919,0.96886486,0.8357065,0.5168377,0.86102283,0.8439851,0.7868118,0.9700685,1.3272933,0.92260695,1.1625944,1.3503573,0.457587,0.8513578,1.2598957,1.3809109,1.151138,1.3209001,0.7756423,0.0,1.1619874,0.6438536,1.3611815,0.67380214,0.58199966,0.8299076,0.7430836,0.63096863,0.7312157,0.70576406,1.2080795,1.459055,1.3590486,1.1173859,0.6105609,0.5300318,1.1118767,1.0849491,0.61394536,0.50766647,1.0746446,0.80859554,1.0113254,0.4971344,0.99760437,1.2744062,0.6382549,1.1047745,1.1709962,1.4266266,1.1027572,1.0440158,1.3657671,1.0624746,0.83776677,1.3973334,0.7311654,1.1190773,0.5489739,1.1841769,0.7241495,1.2311537,1.197072,0.9310069,1.4298034,1.1639986,1.3076074,0.48775458,0.8938793,1.1545006,1.2847016,0.6509857,0.8241066,1.2160438,1.1335049,1.2528726,1.0057836,0.8121042,0.7863914
melon,1.0505961,0.6731791,0.9786362,0.80790085,0.8049184,0.7484916,1.0666976,1.1915019,1.1484473,1.0777564,1.15759,0.9121622,1.0531096,1.0599561,1.0036279,1.0659028,1.1488448,0.93540514,1.1143197,0.9398275,1.0301291,1.2233062,1.3283187,1.1908822,0.8390291,1.1306214,1.3258431,0.9909115,1.1264235,0.80677754,1.1536716,0.8740206,1.0150594,1.1304847,1.0459646,1.0961407,1.1390023,1.165144,1.0342734,1.057065,1.0517532,0.8320336,1.0378447,1.0175228,0.8785105,0.9039818,1.0947886,1.072495,0.90817404,1.020607,0.9964919,0.8852797,0.7861521,1.0549281,0.7885283,1.052054,1.1158164,0.85825455,1.1317667,1.0958754,0.92298055,1.2293777,1.1619874,0.0,1.1811538,0.94446665,1.1651856,1.2263997,0.8547652,1.1252552,1.0507269,0.81535584,1.2918348,1.0718236,1.1482995,1.1105394,1.0152996,1.0198994,1.0683349,0.30598605,1.1415033,1.1414561,0.89794564,0.920133,0.8364513,1.1528378,1.0460498,1.237968,0.8710799,0.95191145,1.1190116,1.0831468,1.1058073,0.9477833,1.1618261,0.8751221,1.1551499,1.0950572,1.0209244,0.9952251,1.1571238,1.0154693,0.91194826,1.0125241,0.7013434,0.9659523,1.1962517,1.133188,0.7898791,1.0905304,0.9255037,0.9361521,1.0074502,0.90009207,1.2303632,0.96707696,0.87597436,0.9178758,1.0384394,1.1392001,0.9612455,1.158839
