,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,hose,jacket,jeans,knife,ladder,lamp,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
pen,1.3957465,0.8070426,0.765121,1.1339742,0.6565472,0.8670019,0.9692123,1.0185094,1.3046522,1.1934261,1.5091977,0.5743475,1.3010695,1.3980197,0.7255698,1.513132,1.43364,0.65408885,0.5045341,0.9531356,1.1860248,0.8258062,0.89158374,0.83974457,0.8374898,0.7982589,0.7807746,0.70546055,1.0646869,1.132982,0.96815187,0.56107664,1.2249975,1.0439715,1.2273479,1.3590367,1.136401,0.26889372,1.4413898,0.5044828,1.0765593,0.7695659,1.2152551,1.1976098,0.9102353,1.3524096,0.79220855,1.0594363,0.80721277,1.2488261,0.60571265,0.46858656,0.72015893,1.2113289,0.32596284,0.9366685,1.30696,0.4580469,1.1002122,1.3839183,0.90409935,1.1525017,1.072608,1.0160457,0.48298538,1.2003993,1.0383115,1.259055,0.31065118,1.0029069,0.510712,1.258582,1.4511431,0.91581106,1.1917523,1.0709196,1.0040518,0.49746662,0.6772162,0.76249695,0.94548655,0.8187104,1.3736115,1.1279202,0.8871435,0.0,0.13147253,0.65543085,0.98702484,0.8400785,0.4593311,0.9112314,0.9735107,1.0235472,0.6265845,1.2050385,0.4960072,1.3041089,1.1887531,1.2905657,1.2780719,1.2792448,1.2750111,1.0536755,0.8625893,1.0814706,0.6404126,1.3701211,0.5709552,1.299946,0.9933857,1.0741816,0.32969558,1.3043392,0.8329141,1.1386032,1.271888,1.2756054,1.3622389,0.817922,0.62782216,0.73353755,1.0089883,0.627371,0.9844044,1.262185,1.2751474,1.2085347,0.9538811,0.9881991,0.47149098,1.2235581
pencil,1.2934303,0.8521918,0.86676073,0.99136496,0.74700415,0.86590505,0.91678965,1.07584,1.2785872,1.2079827,1.429717,0.8004983,1.3476746,1.2358305,0.8546803,1.4074589,1.3945767,0.77603686,0.7179854,0.9305156,1.1254961,0.76947016,0.97585714,0.8804274,0.88976294,0.9339016,0.8364452,0.7351671,1.1034513,1.157946,0.9517942,0.749793,1.2061851,1.1029552,1.1799843,1.3335373,1.0349507,0.46860957,1.3645706,0.72217983,0.9764465,0.7841592,1.1066048,1.1987907,0.9786339,1.2367425,0.84156287,1.0619981,0.863536,1.1601231,0.60821664,0.674958,0.8394761,1.1935735,0.48440713,0.9192578,1.1594992,0.6301023,0.9741136,1.3369439,0.8459009,1.0476352,1.0309113,0.8413059,0.64935064,1.163372,1.0448089,1.1102473,0.46908903,1.0229024,0.7169692,1.2076,1.2929244,1.0263603,1.1635525,0.9765239,0.92840356,0.66161454,0.7867017,0.7849343,0.96546954,0.9445185,1.2286634,1.15601,0.93254447,0.13147253,0.0,0.7707638,0.9921312,0.9730005,0.5853878,0.9494889,0.95678705,1.0414246,0.7036456,1.1458142,0.74985284,1.2522131,1.0847259,1.2120394,1.1780847,1.1567928,1.2160766,1.0504642,0.8822571,1.1115329,0.8702482,1.2920108,0.6744161,1.2765994,0.92812437,1.0673692,0.5012403,1.246794,0.8481718,1.1048816,1.1135414,1.2510171,1.2615235,0.8483333,0.62039846,0.7950381,0.79896665,0.76263547,0.98007417,1.1797125,1.2072678,1.1650455,1.0331104,1.0346984,0.6239847,1.1879663
pickle,1.2075634,0.83086264,0.60312366,1.046018,0.87912023,0.9035921,0.3981768,1.0451089,1.2007692,1.1859245,1.4161229,0.7271443,1.2546551,1.3426499,0.8372029,1.3547642,1.2374264,0.82905245,0.74965715,0.82073784,1.2390242,0.7238401,0.89404577,1.1591874,0.95563155,0.99244505,1.0922679,0.519339,0.9726077,1.2586594,0.94684887,0.7404639,1.2463052,0.9558533,1.2163047,1.3331304,0.88042367,0.41190457,1.3954699,0.7517741,0.81926477,0.9942495,1.2147338,1.190406,0.92453647,1.328347,0.69739795,1.0692555,0.83530134,1.1660421,0.688535,0.6506913,0.82985294,1.1579679,0.58802354,0.59809047,1.2111864,0.7910103,1.2102947,1.1574011,1.0021667,1.1926922,0.99928176,1.0147519,0.83379716,1.2404573,1.113514,1.1660883,0.5649996,1.1152111,0.79664123,0.68261635,1.309657,0.9004599,1.2508681,0.99349767,0.9939412,0.72245747,0.77865493,0.82052076,0.86025167,0.89190114,1.3829792,1.0730519,0.8178952,0.65543085,0.7707638,0.0,1.0807816,0.7868701,0.6538527,0.75987965,0.8067559,1.0501993,0.8891382,1.1647959,0.6656374,1.2819711,1.1506932,1.2326913,1.2145114,1.2836822,1.2396696,1.0490971,0.96283805,1.0859329,0.7659737,1.1707386,0.8789773,1.2871675,1.001811,0.6596638,0.52849245,1.2299166,0.76511616,1.2343897,1.1882589,1.2640245,1.311995,0.9038428,0.75150967,0.7505545,0.9122153,0.77998066,1.0668201,1.0715885,1.2157968,1.212496,1.1384304,1.040719,0.7412808,1.2521324
pig,1.1881002,0.9937941,0.90496176,1.2466228,0.7879921,0.8858586,1.0501786,1.0533696,1.258654,1.1897292,1.1635606,1.034553,1.2802042,1.228236,0.68699086,1.2390916,1.1924438,0.8290111,0.9784754,0.886844,0.98438394,0.8873021,1.1394103,0.95674044,0.6431081,0.9042703,0.8474128,0.96052456,1.0783268,1.2112665,0.8683132,0.81999266,1.1448284,1.1345528,1.1415387,1.1729226,1.0567766,0.9763317,1.1132859,0.9798831,1.0542581,0.53638345,0.9406683,1.1830338,1.0506244,1.2268796,0.8493978,0.12645829,0.942153,1.0713669,1.1186671,1.018942,1.0158263,1.0143045,1.0036925,0.78787816,1.1262407,0.9952719,1.1192868,1.121147,0.9376964,1.1804782,0.8574064,1.1945627,0.97520304,1.1529899,1.0642529,1.336559,0.99789774,1.0679797,0.9152322,1.1328691,1.1924419,1.0874509,0.99757093,1.1142619,0.87432534,0.9698106,0.90718055,1.0934784,0.7426245,1.0500002,1.2375292,1.1397817,1.0539697,0.98702484,0.9921312,1.0807816,0.0,0.98020744,0.9670762,0.9784485,1.0237137,0.060011268,0.83246696,1.0097471,0.9244741,1.0741644,0.9320444,0.9744069,1.1389316,1.1893703,1.0994824,1.1412624,1.0032741,1.172823,1.1163192,1.2195947,0.95523846,1.073984,0.9750213,0.97067773,0.92352533,1.1877608,0.8895299,0.9402758,1.1823779,1.1705585,1.2129552,0.6902481,1.0423433,1.1131094,1.1752583,0.941595,0.78077835,1.0396953,1.1398542,0.9455427,0.96030235,1.0738688,1.0972944,1.1617668
pillow,1.0877855,0.54243946,0.9253381,0.96844554,0.95311666,0.99148417,1.1126168,1.0185769,0.9693377,1.1417092,1.1137843,0.6538742,0.75556564,1.2320143,0.7611996,1.0209421,1.1956394,0.6404729,0.8054692,1.0446768,1.0760108,1.0570909,0.8861646,0.9176053,0.91803247,0.58986014,0.79918915,0.88374054,0.90028113,0.81101906,1.098713,0.793978,1.1707371,0.9527743,1.1662832,0.8042997,1.17426,0.7238923,1.2259603,0.76520413,1.166549,0.9333453,1.1747483,0.9971024,0.8676584,1.2127686,0.9386872,1.0033139,0.9973567,1.2655556,0.9851177,0.77968645,0.9527189,1.0568726,0.78062385,0.9339555,1.2914274,0.7999708,0.90512025,1.253089,1.1500243,1.153506,1.1250222,1.1474159,0.6425292,1.1685362,0.82991123,1.0077947,0.73627996,1.007801,0.7094729,0.9252618,1.0232497,0.8910573,1.1768906,1.1770102,1.0638477,0.8437409,0.48346537,0.78220296,0.9896137,0.5709695,1.226233,1.0033784,0.88079655,0.8400785,0.9730005,0.7868701,0.98020744,0.0,0.8674623,0.8426906,1.1173573,1.0035355,1.0511323,0.8530052,0.70852786,1.1697528,1.0092963,1.141884,1.2548561,1.1532186,1.0562884,0.7730831,1.0773206,0.9918919,0.73979604,1.3015251,0.6932422,1.061836,0.8272517,1.0428349,0.7711071,1.2310971,0.9294723,1.0998243,1.2125803,1.2051746,1.2514157,0.8330633,0.9383591,0.90240264,1.312232,0.40346056,1.0833378,1.2623216,1.2071421,1.1592919,0.8746537,0.9859303,0.83374226,1.0792266
pizza,1.4032414,0.9416961,0.62465525,1.1580709,0.5885326,0.82682747,0.7357829,0.97614217,1.3855876,1.2205887,1.4763261,0.62723255,1.2479291,1.3846054,0.7476971,1.4889216,1.354293,0.615343,0.53806615,0.8300343,1.0508292,0.47225368,0.9824904,0.8118801,0.9388214,0.8177863,0.68951756,0.5357499,1.0781915,1.2093116,0.8188367,0.57827663,1.217447,1.0648452,1.2086815,1.3635428,0.793189,0.3562466,1.4203558,0.5460285,0.97543776,0.7175835,1.1468261,1.2868338,1.0112461,1.3278983,0.746336,1.0362386,0.8170465,1.2284142,0.8275616,0.52182615,0.5753162,1.1879961,0.6481351,0.87585247,1.2785928,0.6160624,1.1660421,1.361341,0.8639877,1.2630559,0.8921893,1.2064203,0.5994165,1.3141079,1.038459,1.3815749,0.5550385,1.1395638,0.55538493,1.1499653,1.3594924,0.98108363,1.114815,1.0857158,0.7844385,0.53382665,0.69706815,0.9788542,0.73996145,0.82027394,1.3502791,1.2283707,0.9848395,0.4593311,0.5853878,0.6538527,0.9670762,0.8674623,0.0,0.9566562,0.8027962,1.0111319,0.55132383,1.2046936,0.51604235,1.2398396,1.2203685,1.2674036,1.2822939,1.401974,1.2025588,1.1047424,0.9778397,1.2289389,0.6755737,1.4063345,0.6754165,1.2739129,1.1065301,1.0606713,0.59748393,1.3123262,0.74241817,1.0746168,1.3317649,1.269318,1.3228991,0.74236286,0.80239624,0.7495675,1.101062,0.6338831,0.83460677,1.0820827,1.2924684,1.1480349,0.9074042,1.0734617,0.6260417,1.2870898
plant,1.0500157,0.973846,0.8803222,0.9847684,0.82483935,0.94590646,0.9459806,0.97019786,1.1780018,1.18004,1.1508086,0.7822776,1.0629795,1.2247393,0.831888,1.1938084,1.2282617,0.97696763,0.78832173,1.0131744,1.155002,0.9736979,0.9140103,0.95683235,0.8613304,0.694877,0.82499814,1.0293151,0.98227453,0.98844904,0.85274696,0.83145905,1.0920392,1.0475378,1.2235678,1.1339675,1.0857743,0.7997592,1.1281794,0.79525197,1.072728,0.8723345,1.1011837,0.85332596,1.0894382,1.0475365,1.0290625,0.9891151,1.0564929,1.0756979,1.0576298,0.6294168,0.5197413,1.1356221,0.9659799,0.94700783,1.1906667,0.89540064,1.205214,0.8932372,1.0680307,1.0318508,1.0387427,1.1817058,0.7982812,0.9896146,0.915693,1.191133,0.86658627,0.88246834,0.7742299,0.9929485,1.236596,0.9911603,1.1178561,1.0769638,1.0739328,0.8578131,0.95181173,0.8522028,1.0125821,0.8489449,1.0668359,1.118766,0.8847503,0.9112314,0.9494889,0.75987965,0.9784485,0.8426906,0.9566562,0.0,1.0595676,0.9749317,0.9538824,1.07464,0.8541959,1.0025808,1.0468305,1.0361822,1.354153,1.1677258,1.1925454,1.0054301,1.0887253,0.96956843,0.8358151,1.0468222,1.0454438,1.0826905,1.0770019,0.9835955,0.90714294,1.2009196,0.99584603,1.0339123,1.1269338,1.0224533,1.1078963,1.0292029,1.0336043,0.9151181,1.1676383,0.9317101,1.0742153,1.226716,0.64298725,1.0516871,0.87131953,1.0496616,0.9875582,0.8664049
plate,1.1461117,1.2133784,1.0323912,1.1084981,1.0730557,1.0491441,0.66654897,0.71423435,1.0588955,1.2027695,1.1156827,0.99680704,1.2002547,0.8783238,1.0879176,1.1307807,1.005305,0.8815714,0.98944217,0.28845143,0.797985,0.73337454,1.1379379,0.85470176,1.0732695,1.0590384,1.05766,0.798237,1.1132758,1.2408396,0.7490805,0.91945326,1.0979407,1.0089972,0.97689766,1.1840918,0.72591245,0.9642854,1.0517179,0.9144474,0.21565413,1.0511625,1.0245246,1.1036729,0.8903994,1.1373755,0.9257261,1.0063467,1.1507663,1.0689052,1.096342,0.9822437,0.94043165,1.1389719,0.9377341,0.8432157,0.7018959,1.1104121,1.1783906,1.1448085,0.7874857,1.2042298,0.9741452,1.0165169,1.1659441,1.179713,1.1745746,1.1250217,0.9031436,1.12677,0.9966127,0.9378622,1.0977486,1.0883174,1.1277598,1.0036281,0.84471154,1.1014922,1.0053394,1.1695532,1.0533271,0.9988902,1.129238,1.1861453,0.78781754,0.9735107,0.95678705,0.8067559,1.0237137,1.1173573,0.8027962,1.0595676,0.0,1.0207962,1.0580852,1.0732218,0.97347975,0.92008126,1.0253756,0.9110286,1.0602078,1.2238066,1.1094998,1.2004919,1.1581675,1.1243192,0.8887843,1.108262,1.1349869,1.1621093,1.1581204,0.56071025,0.84910667,1.1988184,1.0003178,1.110964,1.1308757,1.2090137,0.8835502,0.8754542,1.1640875,0.9733455,0.83426845,1.0256166,0.9265842,0.296049,1.0836349,1.0179653,1.1889981,1.2396915,1.1006186,1.097742
pony,1.1422479,1.0268157,0.9569699,1.2117356,0.8669399,0.9868395,1.032308,1.0733211,1.2141017,1.1754565,1.1411653,1.0266962,1.2495269,1.2249491,0.73041964,1.2195547,1.1720895,0.88730085,0.9924201,0.9433541,1.0170687,0.89851713,1.120244,1.0413177,0.68134534,0.9461027,0.8923062,0.9756599,1.0396235,1.2119108,0.86766696,0.8696624,1.1339676,1.0785253,1.1468929,1.1541636,1.0173117,1.0067526,1.093453,0.99957615,0.9972633,0.6178791,1.0072995,1.1563776,1.066845,1.1910001,0.911688,0.06854749,0.96174014,1.0064783,1.097271,1.0211445,1.0651776,0.99321365,0.999463,0.8173367,1.1257612,0.9960623,1.1189265,1.0736134,0.97604656,1.1399349,0.86808527,1.1580294,1.0214843,1.123764,1.0694789,1.303984,1.0280854,1.055281,0.957525,1.1278372,1.1987817,1.0768359,1.027903,1.0213082,0.92405236,1.011367,0.99393076,1.1089782,0.79376686,1.0834203,1.1972082,1.1104394,1.0736511,1.0235472,1.0414246,1.0501993,0.060011268,1.0035355,1.0111319,0.9749317,1.0207962,0.0,0.873476,1.0075039,0.9285433,1.0674862,0.9932156,0.97911716,1.1273258,1.1367216,1.080069,1.1247158,1.0524647,1.1565393,1.1043403,1.1766593,0.9932708,1.0488316,0.9771227,0.95118636,0.951183,1.1552885,1.0098674,0.99043447,1.1499933,1.1356845,1.2016488,0.7766517,1.0365863,1.0426388,1.1489763,1.0230522,0.8659432,1.0258821,1.0912044,0.9672559,0.974005,1.0951171,1.1099157,1.114786
pumpkin,1.3263686,0.88987386,0.39235497,1.2305689,0.28803504,0.5722192,0.9186304,1.1316087,1.472992,1.1077186,1.396857,0.6580484,1.3598194,1.304637,0.725081,1.4201624,1.3122098,0.9094243,0.5520501,0.97296613,1.2570589,0.7617277,1.2231982,0.91519845,0.9164513,0.9235902,0.7504168,0.7453977,1.0396945,1.2710977,0.9146216,0.6170063,1.2080991,1.1533467,1.1545229,1.2992697,1.0953736,0.5694878,1.346521,0.5877805,1.155377,0.6735667,1.0579326,1.2698612,1.2124041,1.2778256,0.4933948,0.9364025,0.7329606,0.9675017,0.8275774,0.54849964,0.61498255,1.1301584,0.7974247,0.9653589,1.200105,0.49618852,1.1653291,1.2531418,0.973532,1.0304859,0.9002952,1.1752738,0.4615813,1.3010201,1.072793,1.3072454,0.8246355,1.258396,0.668635,1.121981,1.3697461,1.1885431,0.9888004,1.0246187,0.90303,0.44991612,0.9488469,0.9656291,0.46974277,1.0340488,1.2640247,1.1550858,1.0568299,0.6265845,0.7036456,0.8891382,0.83246696,1.0511323,0.55132383,0.9538824,1.0580852,0.873476,0.0,1.2102467,0.64824694,1.1897371,1.0615245,1.171206,1.257123,1.2042589,1.2308023,1.0793536,1.1155607,1.2077855,0.8656832,1.324174,0.71445334,1.2609872,1.1758052,1.089634,0.8125318,1.2212299,0.74959826,0.9577576,1.1411088,1.2350304,1.3594882,0.7316357,0.69758976,0.7863459,1.2927048,0.9415566,0.7291843,1.2305036,1.2112107,1.0860792,0.9719094,1.201129,0.5547527,1.2533771
purse,0.71442854,1.0464997,1.2436407,1.0149603,1.2330301,1.2222728,1.0905113,0.88889396,0.8049302,1.0077748,0.84620243,1.2694631,0.920021,0.8095873,1.1073273,0.74328995,0.8837446,0.918997,1.2104636,1.0462756,0.7288128,1.0865073,0.83179176,0.8027977,0.97240067,0.9874678,1.0668778,1.1228303,1.1727487,0.83358157,0.99305713,1.197242,0.8241558,1.0576801,0.885079,0.76133984,0.9776406,1.2132423,0.89746094,1.30547,0.9652977,1.034296,0.91689277,1.0015681,0.8405375,0.79933065,1.2192332,1.0191295,1.2004204,1.0800854,1.3515666,1.2724298,1.1089506,0.74128044,1.1367302,0.87216586,1.0090636,1.2606231,0.75186956,1.1342574,0.9355771,1.0893519,0.93714416,1.1320156,1.2482767,0.9333452,0.84477234,0.89975196,1.1436669,0.8571227,1.2554543,0.87307584,0.6407263,0.76856446,0.9421084,1.0873233,1.0197132,1.2940423,0.77536345,1.0008894,1.1777934,0.9852371,0.8750048,0.9934603,0.99844486,1.2050385,1.1458142,1.1647959,1.0097471,0.8530052,1.2046936,1.07464,1.0732218,1.0075039,1.2102467,0.0,1.2189201,0.8927037,0.8882939,0.78718466,0.87554806,0.9663272,0.68753284,0.8867777,0.8790801,1.1030395,1.2365615,1.0072134,1.045879,1.045955,0.935416,1.017555,1.1198945,0.9780125,1.1450512,0.8996708,1.0826312,0.87249666,0.99094677,0.96799445,1.2703459,1.2597051,0.9109524,0.81759375,0.9422672,0.90248007,1.0578374,0.87411094,1.0117601,0.74170417,1.2859242,1.0121529
radio,1.4305794,0.8481988,0.6898363,1.2715721,0.5872846,0.84750307,1.0287728,0.75838417,1.2686696,1.1235299,1.3943489,0.40176082,1.1268704,1.4592899,0.60777795,1.4161532,1.3399787,0.7214317,0.3224138,0.934033,1.195116,0.9199221,0.9844848,0.85003936,0.8325458,0.69673616,0.65938544,0.76025987,0.91773236,1.1315355,1.0493852,0.24264258,1.2246284,0.962805,1.266954,1.3249195,1.192761,0.33850598,1.3329293,0.35330975,1.2274551,0.73741746,1.259907,1.029605,0.85037637,1.4053688,0.8043498,0.9712175,0.6966077,1.265447,0.856372,0.39023298,0.5801554,1.2676861,0.5365396,0.9888942,1.36779,0.3880651,1.2761617,1.3211063,0.95692265,1.2176464,1.0065305,1.2897369,0.41515195,1.223988,1.0802358,1.419308,0.49673474,1.0565599,0.31550235,1.2616112,1.509464,0.9682638,1.1621554,1.1655016,1.094175,0.37510115,0.71704394,0.81216633,0.9107427,0.620968,1.4215298,1.1217301,0.8096286,0.4960072,0.74985284,0.6656374,0.9244741,0.70852786,0.51604235,0.8541959,0.97347975,0.9285433,0.64824694,1.2189201,0.0,1.1675754,1.206625,1.2692152,1.3357719,1.3503258,1.2857293,1.0985892,1.0440018,1.0430692,0.3351187,1.450606,0.6169152,1.167537,1.2087234,1.0539906,0.45929122,1.3145151,0.8733221,1.0792098,1.3298292,1.3095028,1.3731265,0.77970636,0.83638275,0.6671434,1.3957863,0.64935505,0.9210186,1.3077663,1.2232617,1.1938149,0.7364181,0.9948,0.45544565,1.1891714
refrigerator,0.902577,1.1100818,1.3206426,0.9111227,1.3324958,1.2202609,1.1501842,0.7317764,0.8255565,1.1515677,0.67198265,1.247207,0.80770266,0.789785,1.1790478,0.838066,0.81273794,1.1108327,1.2192262,0.978153,0.7633683,1.1408886,0.9862131,0.955919,1.0663736,0.8388896,1.0905802,1.2198234,1.0715046,0.75385684,1.0499523,1.1118584,0.8715926,1.0898092,0.8254189,0.70404947,0.9659913,1.4372748,0.6874187,1.2107116,0.9322967,1.0522085,0.85950255,0.45964205,0.7428265,0.8417534,1.2299395,1.0412158,1.2447464,0.8758617,1.2676086,1.2945329,1.1658759,0.980992,1.2024837,1.153928,0.8261038,1.2851188,0.9928184,0.88348067,0.9912637,0.9070152,1.1128765,0.9954876,1.2721065,0.9629639,0.86450565,0.88450795,1.2824806,0.79579884,1.0850425,0.9825172,0.80498457,0.99257547,0.9635939,1.0398792,1.0647418,1.3367164,1.1079241,1.1109838,1.2659559,0.58235025,0.84695345,0.9677324,0.68699884,1.3041089,1.2522131,1.2819711,1.0741644,1.1697528,1.2398396,1.0025808,0.92008126,1.0674862,1.1897371,0.8927037,1.1675754,0.0,0.9105606,0.79596114,0.9554013,0.76729405,0.97279257,0.9683288,1.1388223,1.0307344,1.1221626,0.9285247,1.3203845,0.96577066,1.1072066,1.0222338,1.1980051,0.9259519,1.197073,0.9103914,0.89729106,0.8966813,0.65054023,1.1459651,1.2721758,1.2442353,1.0527693,1.1897295,1.0594798,0.8320385,0.83342916,0.87328494,0.76449907,0.972736,1.3066472,0.6702719
rooster,0.6835013,1.0518388,1.1144361,0.7902088,1.1303545,0.9049322,0.99998116,1.1068325,0.9486478,1.0462021,0.9382322,1.1841655,1.001812,0.8756936,1.03118,0.88044924,1.0480291,1.2416207,1.2220399,1.0498354,1.0584219,1.0395476,1.0152413,1.1732457,1.1210033,1.1041441,1.0998614,1.072523,0.86040777,0.9704773,1.0962098,1.1719365,1.0512632,1.1060705,0.94642687,0.89864457,0.96103454,1.2837038,0.9814938,1.2167068,1.003595,1.0416414,0.6398139,0.8688416,1.1054113,0.9139943,1.0109993,0.93842006,1.0749335,0.7929301,1.0276198,1.1953107,1.1132475,1.0642803,1.1138697,0.864675,0.89819086,1.0983526,0.91990787,0.9926843,1.0961165,0.7054656,1.0704896,0.83374715,1.0812094,0.9546762,0.95802677,0.8275771,1.1920269,0.95811826,1.1657245,0.87464535,0.72478014,1.0376143,1.0649866,0.99011356,0.97285986,1.1162404,1.0491213,0.9165027,1.0797721,1.0386577,0.8895063,1.0211167,1.008487,1.1887531,1.0847259,1.1506932,0.9320444,1.0092963,1.2203685,1.0468305,1.0253756,0.9932156,1.0615245,0.8882939,1.206625,0.9105606,0.0,0.9103759,0.92513955,0.8927306,1.0239362,0.87959176,1.0856794,1.0395055,1.2005172,1.0203184,1.1545604,1.002445,1.0194747,1.0265409,1.0939895,0.9284641,1.0842967,1.0487816,0.8038064,1.0811881,0.9700598,1.2089741,0.98175853,1.0705501,0.8870806,1.0598766,1.0981776,1.0851525,0.9444348,1.0272322,1.0862474,1.0495427,1.071389,0.88529384
scarf,0.70481056,1.1928663,1.2603593,1.0102247,1.2061028,1.1795158,1.1084408,0.77704513,0.9337388,0.92653525,0.5778115,1.2617664,0.8973538,0.72436863,1.1174977,0.6680642,0.8477749,1.1238116,1.3177663,1.0233488,0.85439646,1.1507561,1.0722051,1.0374953,1.0455507,1.0920507,1.1489648,1.2525673,1.0859426,0.9676463,1.1058625,1.2596772,0.89602476,1.0470943,0.5383197,0.8022753,0.81479186,1.3691134,0.5454465,1.3116356,0.8675671,0.94216263,0.51717526,0.98639035,0.96721864,0.7938019,1.1931928,0.9631462,1.1745269,0.87930727,1.2712419,1.2479138,1.1182462,0.94927484,1.2757545,0.943126,0.7329765,1.3213136,0.920134,0.8707142,1.1111526,1.0033797,1.0014069,0.98697084,1.3062861,0.94134945,1.0892969,0.87388027,1.2083802,0.93043077,1.2750522,0.988407,0.72222567,1.0572013,0.98960364,1.0709038,1.0044959,1.3572342,1.2417241,1.1882362,1.1237928,1.10094,0.76925635,1.083288,1.0619017,1.2905657,1.2120394,1.2326913,0.9744069,1.141884,1.2674036,1.0361822,0.9110286,0.97911716,1.171206,0.78718466,1.2692152,0.79596114,0.9103759,0.0,0.92253834,0.95921713,0.9073,1.1461385,1.0246208,1.0923516,1.2210057,0.86525977,1.2793171,0.8794517,1.0250479,1.0575311,1.2700825,0.9676109,1.239145,0.9653734,0.9110722,0.8287115,0.787715,1.1057899,1.290939,1.2782259,0.93728685,1.2512822,0.9488925,0.81357414,0.89482194,0.9002712,1.1075689,1.0256758,1.3440394,0.96175164
