,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,stick,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
elephant,1.0215464,1.012619,1.0871555,0.8757655,1.1538424,1.1176875,1.2197077,1.0375848,0.7266427,0.9760556,1.0471599,0.9068964,1.0683212,1.1328623,0.9616704,1.1295108,1.0808433,1.163522,1.2225031,0.9933013,1.0532936,0.9779585,1.0719419,0.85215336,0.9469237,1.1367297,0.83975255,0.7326089,1.0352403,0.7747038,1.2061459,1.0267313,1.1106634,1.1501374,0.9578979,1.100102,0.66242415,1.0241466,1.0033547,1.1604384,0.0,0.95388216,1.0713128,0.9231684,1.1761961,1.0462363,1.1529969,1.1435299,0.8997533,0.8831447,1.2601604,1.2524852,0.8826546,1.0209529,1.205591,0.9539585,0.87379384,0.92972255,1.1298792,0.93592095,1.0514011,0.8636519,0.84078217,1.1288915,1.0754752,1.2066379,1.0225708,1.0504572,1.0314878,0.9437699,0.96677744,1.0207736,1.0274959,0.9743351,0.8161725,1.1196287,1.167483,1.1247728,0.89408636,1.0074683,1.1204705,1.1109936,1.0313147,1.1148726,1.0843458,1.0240802,0.9482087,1.0626098,1.0480653,0.8845137,1.0192043,1.2713645,1.0699053,0.909588,1.0244328,0.6428002,1.0696193,1.1861091,1.1405283,1.1159675,0.84102166,1.0585142,1.187793,1.0619526,0.9412053,0.94877386,0.9965893,1.2883296,1.0921634,1.116005,0.9728714,1.0378647,0.91510314,0.7478678
face,0.9123827,1.1139078,1.0001174,1.0093688,1.0381272,1.1416183,1.1397688,1.1403179,0.993001,1.0911902,1.1171995,1.0276572,0.71051043,1.1679192,0.9975586,1.0918283,1.0932136,1.1541806,1.1202093,1.1854699,1.2465726,1.2471436,1.0600394,0.9416807,1.0874557,1.145505,0.9102931,0.9397937,0.9367025,1.0256605,1.2490588,0.93701464,1.1689371,1.0439786,0.9497345,0.75114536,1.0817688,1.1751782,0.65681124,1.1041497,0.95388216,0.0,1.0324585,1.0438368,1.025318,1.0202593,1.210959,1.087781,1.0044937,1.081415,1.0101694,1.125971,0.5776345,0.99192196,1.1469576,1.1040293,0.6251124,0.9871711,1.2645173,0.9580843,1.2034006,1.1090655,0.9544116,1.0248587,0.94683063,0.91384387,1.0038865,1.0288138,1.2533898,1.2165942,0.8739027,1.094199,1.019771,0.597212,0.961606,0.9266606,1.2171514,1.2568539,1.1231338,1.2080269,1.0545952,1.185969,0.9042884,1.0579753,1.0408162,0.969512,0.8521244,0.8443927,1.1791337,0.6112397,1.2260327,1.1088337,1.1469955,0.8787644,1.1981329,0.93835515,0.89602655,1.0031983,1.2253325,1.2006924,0.7135668,0.88631153,1.1073495,1.0861088,1.1423697,1.0495772,1.1892802,0.98062783,1.1421351,1.0548425,1.097519,1.1250416,0.92430925,0.97551125
finger,1.0936534,0.82179606,0.979126,0.81092477,1.1044203,1.1232433,1.0797569,1.2315621,1.1276212,1.0577896,1.1473789,1.0429256,1.1335931,1.054647,1.0075564,1.0941064,1.1675824,1.0838042,1.0555747,0.9232391,1.128603,1.1195405,1.1111159,1.0766048,1.1111804,1.1652493,1.0995847,1.0801218,0.9680039,1.109853,1.0543643,1.2230707,1.2083524,1.1590573,1.1122024,1.1148531,1.1040919,1.0235809,1.189523,0.9521917,1.0713128,1.0324585,0.0,0.9110938,1.1146352,0.25197887,1.0498075,1.0677145,0.98683095,0.7790859,0.8527054,0.6726637,0.79982954,0.19051093,0.9819233,0.8438366,1.1256802,0.84604657,1.0068951,0.9831723,1.1494176,1.0231471,1.0886987,1.1751364,0.79528743,0.9930641,0.72513103,0.8922946,0.8780569,0.96480596,0.5107276,0.9924533,1.1507857,1.1082108,0.90988874,1.019482,1.1083528,1.0385064,1.0349189,1.0974123,1.0963849,1.0814017,0.67479694,1.2016034,1.0936275,1.1286964,1.1153141,0.95768213,1.0928108,1.0341624,0.7054142,1.0309647,1.1138705,1.1320469,0.8630217,1.0444819,1.170883,0.98297966,1.016914,1.0897236,1.0434381,1.0464071,1.1408778,0.25527728,0.94911474,1.0027441,0.7801904,1.1126115,1.0684862,1.0681276,1.1487745,0.93047774,1.0983604,1.0886765
fish,0.8234829,0.90215063,1.2399575,0.863479,1.0960007,1.0885166,1.1636932,1.1608613,0.7522075,0.8553024,1.0196975,0.83125174,0.9763183,1.0437117,0.8210441,0.8687009,1.2652377,1.0693388,1.1263627,0.9994561,1.2260859,1.156183,1.0755148,0.7482319,0.93616843,1.1102057,0.9002022,0.9330207,0.8912055,1.0708841,1.0753618,0.98731005,1.2907362,1.1860801,0.89861923,1.0390418,1.028103,1.0373367,1.020113,1.1074002,0.9231684,1.0438368,0.9110938,0.0,1.0607985,0.9927419,1.0645452,0.8184626,0.972528,1.1898038,0.9723084,0.91363776,0.9612975,0.9151252,1.0581628,0.7114799,0.93723005,0.844062,1.0694257,0.7940302,1.0628016,0.7863661,1.0314342,1.1236179,1.049378,0.9550709,1.1328228,1.2221388,0.9212462,1.2107894,1.015347,1.1719013,1.0878186,0.9985971,0.95403504,0.84709114,0.97764474,1.0448172,1.2335559,1.082793,1.0588151,1.0909301,1.1413324,1.1568213,1.1462836,1.0322423,0.86308575,0.96629757,1.2212744,0.9394533,0.97052044,0.91418535,1.0206866,0.9547646,1.176471,0.94665694,1.1800838,0.9430125,1.0860963,1.0784924,0.9445483,0.859367,1.1582301,1.059037,0.79356337,0.927536,0.92292327,1.0617799,1.0155913,0.9948743,1.0748242,1.228947,0.90081626,0.95802855
flower,0.97576016,1.0317904,1.0765758,1.2119336,0.91821283,0.8481866,0.724549,0.7679955,1.1143347,1.0785514,1.1113219,1.1381457,1.0117167,1.0143851,1.1132246,0.92647195,1.021608,1.0235018,0.9552108,1.0888883,1.0064086,1.0756958,0.942354,0.9186717,1.0916303,0.90700597,1.1525965,1.1281264,1.0530516,1.1217507,1.1108067,0.9330362,0.92196697,0.8219167,0.8142892,0.86867476,0.9881289,1.1468489,1.0506828,1.1165867,1.1761961,1.025318,1.1146352,1.0607985,0.0,1.1445299,0.9620003,0.87551993,1.0633738,1.1935322,0.9436254,0.8914952,1.0255115,1.102699,1.0417302,1.0729353,1.1438366,1.2112141,1.023818,1.0703791,0.88339156,1.0665592,1.0776608,0.7378355,1.0387225,0.95402944,1.1795516,1.1937728,1.0183002,1.0357667,1.1894149,1.0858955,0.87833875,1.0952826,1.1555793,1.0239354,1.082136,1.1439227,0.8097625,0.84698725,0.1930151,1.0033178,1.0617217,0.7956074,0.87186563,0.8811819,1.0449753,1.0033311,1.0576466,1.1165512,1.169002,0.8213188,1.0141485,1.1567999,1.1845464,1.1014372,1.0335672,0.91944325,0.94556946,0.9813165,1.1040972,1.0943482,0.87246287,1.1820295,1.1702839,1.0731128,1.0332623,0.8161297,0.9385536,0.4816652,0.8023418,1.1579994,0.97053254,1.1225998
foot,1.258442,0.88854706,0.82374394,0.98946875,1.2129275,1.1142465,1.0260025,1.1869164,1.1943747,1.2291427,1.1123505,1.2014105,1.1969037,0.9076897,1.080046,1.217959,1.0337391,1.0276732,1.0730462,0.76666856,1.0016111,0.9671824,1.0126154,1.1443168,1.1956592,1.0473815,1.2244613,1.1353232,1.1107763,0.99857545,0.97847795,1.29216,1.0776006,1.1842629,1.1283065,1.1695138,1.1039454,0.89515984,1.2073673,0.85819936,1.0462363,1.0202593,0.25197887,0.9927419,1.1445299,0.0,0.98580533,1.1221448,1.0797684,0.59181595,0.8764247,0.8034668,0.8742446,0.46566457,0.94352037,0.7850642,1.127171,0.9028944,0.8835488,1.1365737,1.0368173,0.8405542,0.96731985,1.1061845,0.8720554,1.0536896,0.6830549,0.8174729,0.7374333,0.8253012,0.4703009,0.8878956,1.2162855,1.1494656,0.9088851,1.1345569,1.0716994,0.926778,0.89698184,1.0986781,1.1525329,0.98465127,0.5545176,1.2585907,1.0454205,1.1765683,1.1526384,0.9993659,0.92727387,1.1060468,0.6156444,1.1215484,1.0107167,1.1972299,0.72545284,1.0851835,1.0416709,1.0306336,0.94578135,0.9706606,1.188981,1.2564497,1.1543726,0.20573741,0.8990252,1.1024462,0.62073135,1.2173544,1.0884857,1.0940577,1.2002765,0.77369046,1.1639261,1.138393
fork,1.2676386,0.9925287,0.7558559,1.1810915,0.8648335,0.6793281,0.69513494,0.7484829,1.3829719,1.3036661,0.75443614,1.4158266,1.2558671,0.588564,1.3782705,1.0950421,0.70913225,0.73479986,0.87653357,0.71933776,0.758989,0.76755327,0.81935847,1.2354785,1.225772,0.6011781,1.326684,1.1695354,1.4298623,1.214345,0.3471681,1.2259636,0.623544,0.8759577,1.155538,1.164951,1.175894,0.89399666,1.2235653,0.6361857,1.1529969,1.210959,1.0498075,1.0645452,0.9620003,0.98580533,0.0,0.9653447,1.0787666,0.7272351,0.94783854,0.67667633,1.3494006,1.1392443,0.7018793,0.9486561,1.2940427,1.2921695,0.4502083,1.3900886,0.6262736,1.103382,1.2270046,0.6873814,1.1773571,1.1109726,0.98546964,0.8121768,0.65173334,0.5563179,1.1476246,0.80175793,1.1503677,1.2698357,1.3313956,1.2007884,0.40824896,0.33510548,0.86169255,0.9385233,1.1133833,0.64244276,0.7983531,0.96971357,0.90427744,1.1869173,1.1573408,1.2134378,0.591514,1.36337,0.8619262,0.75710094,0.77984446,1.2910101,0.70969987,1.1038156,0.8781438,1.0427173,0.5541971,0.6156729,1.4057379,1.3564692,0.6368098,0.93713593,0.8100068,0.83355415,0.74673545,0.86263216,0.9760168,1.182818,0.9678945,0.6563399,1.2814184,1.1775876
frog,0.95659393,0.99539775,1.0608981,1.0769132,0.91174614,0.93347436,0.9415327,0.99406916,1.0832053,0.6806854,1.0247239,0.9540838,1.1038759,0.9784274,1.0189174,0.5347058,1.1610773,1.0401337,0.83717227,0.9227071,1.0337834,1.1024984,1.0128714,0.85113883,1.086765,0.67426157,1.1455133,0.95975643,1.0535928,1.0678849,1.1020029,1.0687448,1.0949135,1.0022908,0.82084686,0.87813306,1.1705748,1.0258483,1.0507834,1.0006226,1.1435299,1.087781,1.0677145,0.8184626,0.87551993,1.1221448,0.9653447,0.0,1.1154823,1.1056243,0.8511925,0.78862345,1.1928129,1.0238956,0.7775376,0.9162938,1.1458383,1.1545976,0.90419555,1.1087443,0.98335135,1.0108103,1.0763333,0.8704075,1.1636617,0.8570259,1.1305628,1.1524417,1.074822,1.0290518,1.0879939,1.0872277,1.0637062,1.1389563,1.148208,1.0600073,1.0481063,1.0608729,1.0868529,0.8313871,0.9415181,0.94987977,1.0972475,0.9114369,0.94201314,1.1246605,0.8025486,1.1089718,0.9702887,1.2119613,0.85840183,0.82992285,1.0971829,1.215901,0.89866596,1.0517035,0.95458806,0.8915168,0.86400205,0.7826196,1.1719624,1.0635751,0.79952604,1.0368983,1.1442747,1.2452933,1.1180134,0.45481992,0.83430654,1.0093124,1.0208049,1.1075764,1.1737549,1.1579149
glass,0.71636534,0.850556,1.3155874,0.7861335,0.9351011,1.0293064,0.97917163,1.1686614,0.66716135,0.89656454,1.2496399,0.81047666,0.7767963,1.2894062,0.92470086,0.97829187,1.2812567,1.2228781,1.0683787,1.265268,1.1217716,1.2630608,1.2568107,1.0054821,0.8350369,1.2424241,0.912495,0.8291652,0.88054776,0.97023916,1.0106361,0.74966824,1.209883,0.8935193,1.0703621,0.97363704,0.934638,1.1906137,0.9666925,1.2444433,0.8997533,1.0044937,0.98683095,0.972528,1.0633738,1.0797684,1.0787666,1.1154823,0.0,1.3880033,0.976638,0.8209665,0.9240849,0.81016624,1.2126582,0.9602177,1.0186219,0.8307421,0.99017525,0.80742276,1.2476804,1.0468386,0.9966828,0.9876337,0.70094365,0.8777713,1.1326873,1.3180943,1.1759458,1.1653316,1.0307811,1.2925628,0.860981,0.9250756,0.8677823,0.82752025,1.0180398,1.2330748,1.119665,1.1760266,1.027635,1.2131162,1.2533945,0.8936547,1.2351332,0.86195576,1.1317014,0.91790825,1.1576564,0.9238753,1.1780484,0.64712393,1.2918282,0.74098486,1.3659036,1.0761508,1.0782464,0.8621903,0.8841197,1.0037377,0.8522766,0.6928196,1.1806118,1.2258347,1.2165564,0.536436,1.2558522,1.0070113,1.0248706,1.0105569,0.8050239,1.3346517,1.0051335,0.9558521
glasses,1.4462897,0.84268457,0.29224348,1.2540662,1.057719,0.8504611,0.9233322,0.9480894,1.511414,1.4111571,0.5917491,1.4881214,1.4840894,0.66399693,1.3922174,1.3499169,0.4038185,0.622812,0.9184479,0.41097546,0.6437409,0.6066881,0.8549958,1.2040274,1.3887224,0.6410428,1.3261437,1.0353054,1.418064,1.0673747,0.6892226,1.5048447,0.49447834,1.1611128,1.1546004,1.3269758,1.2228242,0.8339777,1.360527,0.50230575,0.8831447,1.081415,0.7790859,1.1898038,1.1935322,0.59181595,0.7272351,1.1056243,1.3880033,0.0,1.0800613,0.92666346,1.0740246,1.070675,0.6629001,1.0487878,1.1980829,1.2663946,0.7357005,1.404516,0.66149503,0.9711441,1.1234152,0.8759851,1.3033421,1.3063493,0.56178755,0.27397764,0.73980707,0.51931614,0.5900599,0.37907052,1.3555638,1.3724868,1.2540925,1.3884325,0.87774533,0.54284096,0.6157934,0.9616405,1.231787,0.5637786,0.42550534,1.3076134,0.98133796,1.4064269,1.0778325,1.2667998,0.58474684,1.3321325,0.57401127,1.3185619,0.5448563,1.3998151,0.23792642,1.050086,0.69371367,1.2686619,0.89032483,0.8747457,1.4276216,1.6348262,0.79342175,0.40986145,0.624612,1.3719682,0.6084816,1.172335,1.1559912,1.2045114,1.3146352,0.15411067,1.2500864,1.1683254
glove,0.80032575,0.6636215,1.0502865,0.9468313,0.97949314,0.93578833,0.86381394,1.0680779,1.2792809,1.0316498,1.1082909,1.0659835,0.88912183,1.1495496,0.89618534,0.9274903,1.1204768,1.2549961,0.93586737,0.89661306,0.9887251,1.1470972,1.1788768,0.9777316,1.1112437,1.0852826,1.2771759,1.1516075,0.95443004,0.9889669,1.0752169,1.0995117,1.0823392,1.10525,0.9265488,0.6859625,1.2493004,1.220046,0.93758166,1.0444851,1.2601604,1.0101694,0.8527054,0.9723084,0.9436254,0.8764247,0.94783854,0.8511925,0.976638,1.0800613,0.0,0.6294669,1.0597888,0.7993016,0.4428472,1.1578575,0.9698601,0.88370913,1.1003528,1.099748,1.2023437,1.1407404,0.9823676,1.04339,1.0178046,0.15480697,1.1200356,1.10599,0.8725946,1.1214285,0.9063548,1.0321496,1.0933073,0.93625593,0.9645183,1.0859063,1.0077149,1.0913533,1.0680444,0.78945607,1.0019065,1.2212282,0.83199835,0.8483223,1.0933467,1.090629,0.96330625,0.69056267,0.95619345,1.0589008,0.86755913,0.95660883,1.2719114,1.1710334,1.0079638,1.2981718,1.0477756,0.24521565,1.0877697,1.034459,1.0236003,1.0445532,0.9359183,0.7817599,1.2508521,1.1072224,0.94582707,0.4062258,1.0082006,1.0406702,0.92864466,1.0606023,1.2125617,1.155802
gum,0.98026675,0.6758963,0.8411149,1.1027242,0.7339767,0.7039325,0.85500765,1.1231139,1.3486644,1.1333371,0.9452629,1.2951953,1.0734684,1.0396965,1.2608329,0.92483294,0.94032544,0.8659655,0.91878986,0.75643766,0.9479547,1.1688333,0.9729949,1.2064142,1.3131672,0.7869376,1.369853,1.1691444,1.2795022,1.2757148,0.6918167,1.2302891,0.9114044,0.915604,1.1442807,0.92804074,1.3720098,1.089752,1.1882546,0.6724018,1.2524852,1.125971,0.6726637,0.91363776,0.8914952,0.8034668,0.67667633,0.78862345,0.8209665,0.92666346,0.6294669,0.0,1.1605837,0.7405075,0.5902865,1.1289834,1.2453068,1.2036647,0.7158958,1.3642489,0.98251176,1.1883261,1.249488,0.81472754,0.974421,0.69482005,0.8931442,0.8393618,0.82970244,0.9991705,0.8389293,0.82831514,1.2171142,1.1971436,1.2739471,1.0968127,0.84189904,0.83550835,0.88643813,1.080698,1.0001127,0.73210275,0.8866288,0.85808325,0.9965509,1.2616813,1.1426159,1.0712566,0.889036,1.2868531,0.88272405,0.6099635,1.0324059,1.2428962,0.8789181,1.2337753,0.9143208,0.6521988,0.70046115,0.81587017,1.35999,1.1891736,0.7084831,0.7542743,0.9613289,0.903751,0.8933393,0.561525,0.94611275,1.0663313,1.0207192,0.85665447,1.2660415,1.2133704
hair,0.7574718,1.0492345,1.2179052,0.85295856,1.1192557,1.3033807,1.2309464,1.2353106,0.8106456,0.894879,1.2759976,0.778854,0.68355465,1.2672341,0.7644464,1.0346962,1.2891171,1.3576894,1.2896783,1.2984535,1.4328163,1.3835506,1.1502601,0.90572655,0.9402446,1.313355,0.8116095,0.77708477,0.74954677,0.8957008,1.3479398,0.8163701,1.4383152,1.1198732,1.0189637,0.8059986,1.026011,1.2554694,0.7877092,1.2840965,0.8826546,0.5776345,0.79982954,0.9612975,1.0255115,0.8742446,1.3494006,1.1928129,0.9240849,1.0740246,1.0597888,1.1605837,0.0,0.6947549,1.3170056,0.9705286,0.64569056,0.7012091,1.422373,0.66703135,1.3492525,1.072497,0.88275224,1.2347834,0.7909422,0.9233171,0.95944095,1.1431392,1.3145291,1.3236771,0.6678089,1.2393899,0.97765046,0.6902665,0.7709022,0.80933154,1.2219495,1.3368087,1.2790956,1.2186668,0.9819465,1.4341097,0.9931461,1.0277176,1.0746558,0.8789516,0.967169,0.79670763,1.3069156,0.48051035,1.1205126,1.085636,1.3313346,0.8462206,1.3154806,1.0143447,1.138876,1.0752057,1.3405902,1.3510797,0.56543446,0.713184,1.3316138,0.9261037,1.2305684,0.94925755,1.2413489,1.1821183,1.1698925,0.9123937,1.0784856,1.2275712,0.8128185,0.91354907
hand,0.89364123,0.9630365,1.2389753,0.57492054,1.0963447,1.1660655,1.0465118,1.2914748,0.9701532,0.84913397,1.2990874,0.8537086,0.8510449,1.204656,0.7956859,0.8906436,1.4038205,1.3095325,1.1477987,1.1551002,1.3128376,1.3606703,1.2352576,1.0477062,0.95707285,1.3056406,1.0554292,0.9008708,0.808232,1.0099157,1.1623969,1.0421112,1.4321203,1.1433532,1.1084367,0.9486941,1.1238363,1.2003565,0.9874494,1.1871498,1.0209529,0.99192196,0.19051093,0.9151252,1.102699,0.46566457,1.1392443,1.0238956,0.81016624,1.070675,0.7993016,0.7405075,0.6947549,0.0,1.1775464,0.9092766,0.9856605,0.7261055,1.1135155,0.8090922,1.3519537,1.1350272,1.0137762,1.2068753,0.6166285,0.8822476,0.9362201,1.1452088,1.0982852,1.119961,0.6251007,1.2131791,1.0822594,0.87641954,0.78243464,0.8028978,1.0930222,1.1768528,1.1869276,1.0591654,1.0783631,1.315902,0.8948642,0.999992,1.1543247,1.0437531,1.1125804,0.73642814,1.2157485,0.8440535,0.88228804,0.9421061,1.3836708,1.0038434,1.1567978,1.0959499,1.3004801,0.9507686,1.057843,1.1170768,0.7896365,0.7953822,1.2853751,0.4623484,1.230886,0.8554015,1.0679637,1.0575385,1.0014312,1.034934,1.0732822,1.197441,1.0357841,0.9327586
hat,1.1144644,0.5002778,0.6280728,1.208857,0.8215945,0.64593923,0.85991704,0.9590005,1.4790821,1.2032235,0.68292576,1.3720014,1.262456,0.86410415,1.2725558,1.0398101,0.75094277,0.83239037,0.7245771,0.5353623,0.6137417,0.6868513,0.93506056,1.0828267,1.21608,0.7033771,1.3717034,1.219166,1.3283384,1.1692039,0.8180561,1.3909099,0.6682969,1.0578767,1.0159738,0.93536294,1.2550682,0.8127222,1.2515062,0.64533556,1.205591,1.1469576,0.9819233,1.0581628,1.0417302,0.94352037,0.7018793,0.7775376,1.2126582,0.6629001,0.4428472,0.5902865,1.3170056,1.1775464,0.0,1.1507423,1.2640626,1.2194571,0.79985744,1.4662395,0.8553786,1.0502658,1.1961083,0.83478534,1.2968774,0.6077446,0.8896625,0.716114,0.63123065,0.7492386,0.9123143,0.6445235,1.2323377,1.3387074,1.2933836,1.32969,0.95799196,0.78088707,0.82849014,0.7564651,1.13673,0.6675444,0.66244686,1.0266335,0.96784794,1.3289254,0.96260095,1.162197,0.6672489,1.3962634,0.66722727,1.0046288,0.8356235,1.3732464,0.4806887,1.1414944,0.7899794,0.51467085,0.9134593,0.8561609,1.405818,1.4439468,0.53136814,0.7414302,0.8983768,1.3293791,0.71267045,0.47874373,0.99745417,1.1853688,1.080625,0.6418495,1.3144928,1.2195616
hose,1.0656762,1.0386031,1.2312046,0.87986416,1.2251707,1.1588733,1.1921957,1.1391914,0.64132667,0.94386405,0.9834115,0.8481782,1.1304251,0.8447897,0.9322939,1.0197688,1.2152183,1.1508425,1.0076267,1.036334,1.0971959,0.87152416,1.049767,0.96185017,0.87519246,1.0521462,0.79729915,0.9750101,0.96219444,0.9970139,0.9351658,1.0398196,1.2463232,1.2399191,1.0582218,1.1711764,0.77941155,0.6838824,1.1147748,1.1950976,0.9539585,1.1040293,0.8438366,0.7114799,1.0729353,0.7850642,0.9486561,0.9162938,0.9602177,1.0487878,1.1578575,1.1289834,0.9705286,0.9092766,1.1507423,0.0,1.0692796,0.8048756,0.8925675,0.8476652,0.97616583,0.6226703,0.994008,1.1894381,1.1119931,1.1139561,0.93873894,1.2606353,0.99839175,0.82258,0.9540868,1.1658329,1.069417,1.0958087,0.8954263,1.0872045,0.8292064,0.7983041,1.1292493,1.1509562,0.9979276,1.1105417,1.1773348,1.1173406,1.0895154,1.0564682,0.99013335,1.0800011,1.0751079,1.0637265,0.7439116,1.0552119,0.993061,1.0208113,0.9091642,0.91710436,1.1435199,1.1783521,0.9777751,0.9663141,1.0734246,1.0124751,1.2263321,0.9444834,0.7624322,0.8402039,0.9040588,1.238838,0.8469156,0.9677603,0.9711382,1.1150107,0.9997406,1.0836523
jacket,0.8712434,1.2128959,1.2269357,0.7132114,1.0871727,1.3456924,1.221622,1.2773256,0.8317568,0.8777547,1.1064243,0.7920641,0.47251272,1.2773015,0.66766167,1.0629344,1.1923801,1.3367031,1.2590156,1.3419608,1.3833586,1.3051753,1.107584,0.9323886,0.96638024,1.2460155,0.70160925,0.9037815,0.7828509,0.8701258,1.3283787,0.8914063,1.3543439,1.1815586,1.0416162,0.7680974,1.0489444,1.2911506,0.458323,1.2803187,0.87379384,0.6251124,1.1256802,0.93723005,1.1438366,1.127171,1.2940427,1.1458383,1.0186219,1.1980829,0.9698601,1.2453068,0.64569056,0.9856605,1.2640626,1.0692796,0.0,0.6096607,1.4156182,0.7993261,1.3175993,1.0987731,0.8087966,1.2870195,0.98769975,0.87665623,1.0721788,1.149715,1.278896,1.2250433,0.96731,1.2536894,1.0989887,0.35790026,0.6930876,0.8533281,1.2042898,1.3172019,1.2804554,1.1535535,1.0745519,1.430587,1.1165596,0.9397658,1.1074706,1.0154479,0.85094416,0.5634733,1.2161267,0.19421566,1.1848673,1.2254978,1.2537487,0.65831304,1.3043596,0.9289839,1.128312,1.0586215,1.3606077,1.2735227,0.4280269,0.7429619,1.2793221,1.1667749,1.1853178,1.0212301,1.2228723,1.1484523,1.1989217,0.9931973,1.1617647,1.2024019,0.7856011,0.63598824
jeans,0.8033798,1.0848727,1.4324694,0.6330733,1.1660539,1.3283322,1.257558,1.2658439,0.63522315,0.8004392,1.1799078,0.62954396,0.72935843,1.3440583,0.44547832,1.0592611,1.4158959,1.4422766,1.126932,1.3516608,1.3575072,1.145819,1.2386556,0.89246845,0.61883616,1.4085083,0.7310474,0.88088953,0.6098758,0.71548414,1.2984533,0.8092947,1.5302055,1.30066,1.0072945,0.9411456,0.8072184,1.0858577,0.79729366,1.4210078,0.92972255,0.9871711,0.84604657,0.844062,1.2112141,0.9028944,1.2921695,1.1545976,0.8307421,1.2663946,0.88370913,1.2036647,0.7012091,0.7261055,1.2194571,0.8048756,0.6096607,0.0,1.3254166,0.5844311,1.4349942,0.9096776,0.6726826,1.3774667,0.9124691,0.8951754,1.0182071,1.3275036,1.1138084,1.256431,0.91800004,1.377162,0.90034884,0.6834217,0.26251614,0.85516864,1.1217108,1.3087207,1.3213379,0.99295676,1.1138381,1.5074081,1.2580265,1.0117524,1.2213323,0.8243686,1.0318723,0.6295531,1.2221344,0.54610085,0.9902233,1.0318944,1.3210471,0.7784325,1.2486675,0.99508053,1.2996536,1.018722,1.3128638,1.2710283,0.5304182,0.6870406,1.4197863,0.99270165,1.1649871,0.8709893,1.0618193,1.2822232,1.0209961,1.013512,1.0188364,1.3135856,0.8584986,0.81572586
knife,1.3364899,1.0008769,0.70534563,1.1450756,1.0496223,0.69103456,0.58384794,0.83013433,1.2322521,1.3325219,0.7518151,1.4632078,1.3602815,0.6828835,1.4438475,1.1513734,0.7591051,0.52998245,0.7528472,0.536165,0.6972544,0.685585,0.7839193,1.3139603,1.2376299,0.70706064,1.321718,1.1607239,1.4448905,1.1899035,0.34975696,1.3005192,0.6431562,0.764297,1.2377763,1.2692298,1.1429179,0.657869,1.3869699,0.6447209,1.1298792,1.2645173,1.0068951,1.0694257,1.023818,0.8835488,0.4502083,0.90419555,0.99017525,0.7357005,1.1003528,0.7158958,1.422373,1.1135155,0.79985744,0.8925675,1.4156182,1.3254166,0.0,1.4183192,0.63903064,1.0008676,1.2159307,0.60520273,1.1107148,1.2151092,0.91029596,0.8553121,0.72750753,0.5025831,1.127184,0.7369231,1.1615142,1.3985924,1.3160391,1.2907376,0.6141458,0.4427361,0.66995543,1.0094082,1.1403981,0.4244759,0.911944,1.2016739,0.9102211,1.2480038,1.205927,1.3162886,0.7109884,1.4311489,0.8192607,0.7289492,0.66188914,1.2238888,0.66946346,1.0426052,0.8152807,1.157492,0.11440045,0.13252127,1.5037599,1.4245478,0.7122896,0.8926795,0.69529533,0.8037257,0.7944733,1.0255702,0.9077594,1.2074035,1.0801772,0.7123312,1.3079556,1.2428718
ladder,0.6474922,1.2179866,1.4525609,0.7661704,1.1470565,1.2799089,1.2622092,1.0813205,0.48898375,0.6578601,1.3203312,0.41358876,0.7285385,1.2656692,0.6306769,0.8989424,1.3961025,1.3953638,1.2610216,1.4566096,1.476116,1.299096,1.3529415,0.6661171,0.55681556,1.3691522,0.49150825,0.7773999,0.5666238,0.835549,1.3476952,0.63403666,1.5103439,1.1214733,0.7966232,0.90736157,0.7610276,1.2381229,0.80420923,1.4067537,0.93592095,0.9580843,0.9831723,0.7940302,1.0703791,1.1365737,1.3900886,1.1087443,0.80742276,1.404516,1.099748,1.3642489,0.66703135,0.8090922,1.4662395,0.8476652,0.7993261,0.5844311,1.4183192,0.0,1.2620485,0.9555372,0.8277707,1.2810667,0.8020843,0.96056914,1.2142283,1.3387775,1.3287129,1.3522159,1.0226784,1.3797226,0.8301021,0.7237943,0.7123558,0.6675979,1.1360321,1.3357377,1.3540574,1.1874232,0.93157834,1.5209105,1.3299464,1.0287993,1.2399551,0.7379161,0.8189482,0.748165,1.4002523,0.68534625,1.1914465,0.94948125,1.3579373,0.600618,1.4753138,0.96674424,1.285337,1.113959,1.3439684,1.3197951,0.5874181,0.39669526,1.4089351,1.2384303,1.1961539,0.77924836,1.3058112,1.228075,0.99136865,0.83501065,0.88796544,1.4281479,0.70386076,0.85320747
