,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,mitten,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,spoon,strawberry,stroller,sweater,table,tape,toe,toothbrush,towel,toy,tray,tree,vacuum,watch,window
flower,0.99496084,0.98958015,1.1447586,1.1713076,1.1687533,0.9100768,0.94159037,1.0527488,1.0535978,1.1222636,0.97580993,0.9996975,1.053249,1.1019748,0.99891794,1.0008596,1.0500365,0.8331336,1.1593025,0.70724356,1.0084348,0.7606908,1.1950359,1.1661205,0.9258036,0.9862277,1.1517727,0.97507334,0.9967994,1.0228605,1.0945455,0.99563485,0.9327139,1.0374527,0.74323356,0.9901453,1.0493696,0.9601809,1.0053709,1.1053927,1.1964134,0.8886926,0.0,1.0357056,0.77664095,0.796194,0.95290494,1.2190862,0.95165724,1.0836962,1.0794598,1.0993824,1.0722903,1.1840895,0.761673,1.1837153,0.93734074,0.92333305,1.0061324,0.9336162,1.0050598,1.1501555,0.9972155,1.1304412,1.163299,0.9444501,1.1390808,1.16781,1.0543932,1.1245595,1.0577447,0.8678612,0.9713083,0.35501122,0.9537833,1.1034412,0.8077447,0.9417323,0.8158931,0.9765988,0.83292043,1.1978941,1.0042977,1.2440909,1.0875126,1.0052413,1.1428852,1.1489141,0.9260248,1.0112203,0.8218363,1.0468812,0.8618308,1.1090733,0.9152652,0.89833164,1.0738953,1.1471695,1.0270433,0.9844147,0.8468056,0.818671,0.9885013,1.1224953,0.90973675
foot,1.1206331,1.020498,1.0827682,0.9253126,0.9008934,1.1674597,0.8864127,1.1888896,1.2671148,1.0504915,1.1792665,0.939463,1.1539667,1.1261582,0.83057815,1.0329809,0.96825826,0.9743519,0.9010412,1.0377283,0.9415802,1.0544903,0.8268751,1.0952927,1.1201551,0.98135495,1.1806203,1.0201168,1.1607945,1.0162846,0.8141483,1.2791716,0.9828484,1.0013974,0.73840606,1.0307198,1.0471911,1.1547546,1.0299716,1.0843983,0.5826756,1.1093847,1.0357056,0.0,0.83024627,1.0686897,1.2667514,0.65718466,0.6312649,1.1995351,0.96892655,0.945572,0.88060427,0.94677013,1.198103,0.9730302,0.87783253,1.2866417,0.89525557,1.1315999,0.9304885,0.82664394,0.8600917,0.698608,1.1205434,0.91400564,1.0789945,0.9443281,1.0061238,0.8503584,0.8522775,0.865056,0.9132135,1.0995655,1.1372626,1.1601521,0.88207567,0.9257283,1.1324028,0.84712845,1.0877221,1.0566038,0.39106703,0.8668091,1.0794492,1.0876746,1.2300054,0.34586525,1.0547644,0.7198367,0.92454123,0.8991928,0.9199914,1.1253608,1.2707107,1.0695816,0.40582228,1.0768033,0.8857306,1.161339,1.2277682,1.1262784,0.83429605,0.78910744,1.2549033
fork,1.2062011,0.82535475,1.22311,0.92762375,1.0026878,1.1140362,0.8599137,1.1332785,1.3136576,1.0834671,1.1990914,1.0081792,1.1456938,1.2051679,0.7481361,0.8786427,0.78793985,0.8597107,0.9851747,0.75254035,0.9091605,0.7071418,0.8837363,1.177574,1.1780853,0.80968493,1.2952461,1.0018944,1.3616735,1.0044411,0.7003728,1.2132263,0.7701958,1.114189,0.80754566,1.0807842,1.1083667,1.253661,0.8018689,1.0386508,0.75054777,0.9779598,0.77664095,0.83024627,0.0,0.9079075,1.1485186,0.82745343,0.7555263,1.1416556,1.2637967,0.9981299,0.7645188,1.1735208,0.9820978,1.3128109,0.5719043,1.263834,0.7809783,0.9928014,1.0870601,0.8531327,0.7591375,0.70436144,1.1470819,0.92192566,1.2432066,1.2639558,1.1470128,0.74905604,0.78551346,0.65326446,0.76229286,0.7100403,0.9462333,1.1945033,1.0860647,0.7800595,1.0233192,0.989098,0.8332299,1.3714095,1.0099233,1.2665533,0.9620593,0.7821765,1.4132745,0.7896918,0.83781993,0.8998513,0.48648047,0.7938994,1.0866283,1.2836672,1.2506337,0.8606792,0.77811825,0.9933032,0.8404814,1.1996228,0.98526573,1.0295813,0.9003158,0.7736687,1.1826162
frog,1.0933877,0.8973058,1.2520564,0.94864094,0.91439646,1.0254182,0.9274277,0.87893426,1.1765224,0.97418797,1.1215266,0.9587253,1.1173656,1.066187,0.9413936,0.9294741,0.8971132,0.8791759,1.0564117,0.8546846,1.0106006,0.614996,1.0115582,0.98655,1.0173825,0.85054606,1.1651175,0.9814427,1.1262226,1.0273516,0.9043484,1.1491911,0.8401408,1.0377171,0.8418273,1.1361614,1.1443311,1.0143031,0.8116638,1.1135898,0.9870386,0.82096547,0.796194,1.0686897,0.9079075,0.0,0.99320024,1.0837748,0.8878443,1.008258,1.1675038,1.0214925,0.9232454,1.1520382,0.92861545,1.2892017,0.9742909,1.045935,0.8853729,0.94688773,1.1380025,1.0271822,0.9027289,1.0732669,0.9968299,1.1275568,1.0016551,1.2853092,1.1309917,0.91658247,0.8798209,0.9011471,1.0088786,0.8382801,0.9187206,1.064766,0.9098199,0.92046773,1.0865246,1.0905384,0.9730152,1.2305667,1.0824538,1.2579123,1.1134546,0.8693672,0.89257145,1.0511255,0.8828215,1.110688,0.7917039,0.9000442,0.88914424,1.1672164,1.101197,0.8813559,0.9921976,1.1392666,0.99223113,0.6094139,0.9973621,0.995289,1.0080383,0.9707588,1.0038675
glass,0.80482006,1.2019038,0.8578041,1.0320458,1.229673,0.75957763,1.2399926,0.8715508,0.77303034,1.2493528,0.8197176,0.9308281,0.81456363,0.8741424,1.3031301,1.1833041,1.2286468,0.9895748,0.97207016,1.0970726,1.3625257,1.2516501,1.2123287,1.1311138,1.0421948,1.1513913,0.9957883,0.85644805,0.79673105,0.8971914,1.3557429,0.7787348,1.2174292,0.99086785,1.0942653,1.2112188,0.9145787,0.69868857,1.1720542,1.1197494,1.2905225,1.0330976,0.95290494,1.2667514,1.1485186,0.99320024,0.0,1.285119,1.3117093,0.7885494,0.9773932,0.814242,1.405746,1.1710978,0.70259833,0.92141134,1.369483,0.6820877,1.2146107,0.69734395,0.811841,1.2709274,1.4462948,1.3246257,0.82723045,1.2523847,0.8749503,1.0024517,0.9099647,1.2940617,1.3482196,1.274703,0.8487204,0.9508052,0.6582779,0.9328278,1.0765854,1.2096384,0.9437171,1.0750986,0.89944875,0.97365487,1.1320751,1.1630573,0.84059477,1.0951127,0.752399,1.3846375,1.1922048,1.0752767,1.2678392,1.3003967,1.1563119,0.946235,0.60485566,0.97647953,1.2666581,0.7279136,1.3884997,0.7518265,0.61018497,1.0382347,1.3444681,1.2978387,0.8882641
glasses,1.3644373,0.6448349,1.0838741,0.74145174,0.74665445,1.2791481,1.013737,1.3578246,1.353427,0.8118703,1.3206697,1.0554688,1.2737162,1.1939987,0.98593056,0.6759839,0.6588445,1.1496079,0.95983696,1.0750965,0.9248975,0.9981867,0.6250367,0.9928843,1.3212299,0.82247066,1.1446626,1.1976413,1.2923484,1.1722755,0.38398993,1.4497513,0.7116748,0.92657936,0.8714662,1.1651361,1.1886033,1.2207208,0.90691674,0.90754586,0.3845662,0.96265143,1.2190862,0.65718466,0.82745343,1.0837748,1.285119,0.0,0.7120546,1.230367,0.88893574,0.89226437,0.6520288,0.8892578,1.312334,1.1139497,0.9193019,1.4697964,0.68276924,1.1214021,0.962084,0.33052713,0.75893307,0.2700473,0.9986304,1.1611245,0.9902697,1.1039481,1.1309189,0.50745976,0.62678003,0.96208686,0.86438537,1.1818742,1.2351011,1.216351,1.188073,0.9673284,1.3059064,0.95310074,1.1442193,1.0175867,1.02035,0.8891867,1.0448762,0.90192467,1.354045,0.35417795,0.74461657,1.0428361,0.7155073,0.6766487,1.1475266,1.0592178,1.4774342,1.0205278,0.53844863,1.1079494,0.67810035,1.2746296,1.3567712,1.1733885,0.8719564,0.27294207,1.2997913
glove,1.0753684,1.0446382,1.0851444,0.8059797,0.75552446,1.1707995,1.0833712,1.0942951,1.3810169,1.1023681,1.2799709,0.9592997,1.2418634,1.3032374,0.9299538,1.1414824,1.0734223,0.9742883,1.0702429,0.8759613,0.9041719,0.96426326,0.6132954,1.012579,1.0178372,1.0633049,1.2266608,1.1545043,1.0941528,1.1484499,0.7657873,1.3540802,0.9645258,1.0342356,0.65180516,1.1130952,1.1678681,1.1378423,0.94028604,1.0591741,0.4389047,0.83388376,0.95165724,0.6312649,0.7555263,0.8878443,1.3117093,0.7120546,0.0,1.178707,0.9991129,0.6784579,0.7392487,0.82459205,1.14837,1.0459081,0.9398591,1.2711269,1.0455027,1.0343195,0.76925325,0.8244691,0.6925583,0.6747374,0.9528271,0.9828233,0.95724195,1.0016409,1.017651,0.9355611,0.9459057,0.5564741,0.92207503,1.0754106,1.2352507,1.2644125,0.74063826,1.0667402,1.160689,0.5852251,1.0506063,1.0022138,0.80225736,0.8438159,1.136468,1.2391523,1.3564814,0.545961,1.1125494,0.60872704,0.94630986,0.69590163,0.7766208,1.1452471,1.2722131,0.99898696,0.39036602,1.0901462,0.84009886,1.1813614,1.1289974,1.11958,0.87070364,0.88388395,1.3128144
gum,0.7606337,1.1037748,0.97148305,0.977924,1.0819608,0.73697567,0.9945464,0.8007814,0.99779314,1.119744,1.0511742,1.044508,1.0312741,1.0418372,1.0152793,0.9986456,1.1021986,0.99506414,0.99394244,1.0364534,1.1079661,1.0594337,1.0484676,1.0684341,1.0454032,1.0332905,1.0656679,0.93493533,0.92479396,0.9174366,1.1529543,0.9106015,0.98451227,1.0563143,1.1872597,1.0853746,1.0211543,0.92965865,0.9422962,1.0278367,1.2203794,0.924773,1.0836962,1.1995351,1.1416556,1.008258,0.7885494,1.230367,1.178707,0.0,1.0428793,0.94133663,1.1205423,1.1395977,0.7833214,1.0011646,1.1790571,0.8590437,1.1883278,0.9553623,0.92409396,1.1234827,1.1324769,1.2422671,0.7271642,1.1228371,0.9414349,1.0499316,0.87872183,1.2232198,1.161833,1.1449244,1.0425593,1.0421118,0.81457776,1.0361954,1.0263914,1.131777,0.9376076,0.99736583,0.9808147,1.0954683,1.1188895,1.0802171,0.98749006,0.9940605,0.7768914,1.3030832,1.0875553,1.0495815,1.1871451,1.1366633,1.1346469,0.956255,0.7544956,0.8295585,1.2569907,0.81643754,1.1438639,0.7248634,0.6404517,1.0243212,0.9927307,1.1689286,1.0686891
hair,0.9131886,1.2762938,0.74348927,1.0116993,1.116852,1.0042015,1.1616803,1.0501697,0.8401987,1.1313047,0.8288736,0.9920676,0.9188036,0.8825055,1.3278432,1.2876427,1.3644412,1.2678065,1.0132567,1.3601965,1.2939581,1.320334,1.0396824,0.81474125,1.0391575,1.3289211,0.8891537,1.1597043,0.7368492,1.1165597,1.2446437,0.8712571,1.4058785,0.41324067,0.89304686,1.0657078,0.95733535,0.71167886,1.3233526,0.5521615,0.98759115,1.0655358,1.0794598,0.96892655,1.2637967,1.1675038,0.9773932,0.88893574,0.9991129,1.0428793,0.0,0.80459166,1.2143339,0.66063654,1.215168,0.66956145,1.3049608,0.88514704,1.253914,0.96266,0.72943294,1.1517425,1.2986388,0.9906223,0.8510127,1.1729631,0.5229579,0.6577044,0.9061036,1.1937916,1.2905142,1.3078091,1.0480839,1.1269132,1.1314375,0.9261838,1.0705335,1.3158457,1.1291173,1.0280324,1.0893459,0.5661249,1.0601751,0.71454626,1.0228248,1.3767576,0.81740373,1.0415151,1.2765104,1.0278963,1.3731055,1.2348653,1.0171424,0.42485523,0.94800526,1.303283,0.9197601,0.8828697,1.2272744,0.98434037,1.0608647,1.058071,1.2037399,1.2230928,0.8936309
hand,0.82094586,1.2964938,0.652305,0.74429464,1.0804101,0.8264306,1.3155159,1.017845,0.986651,1.2307712,0.9253746,1.0833672,1.0029052,0.9519659,1.286293,1.3646216,1.380213,1.2131389,0.98964345,1.3527492,1.3883896,1.2764392,0.7953113,0.9993674,1.1263291,1.2967982,1.1055865,1.0647435,0.83813846,1.0324571,1.1768007,0.94696534,1.39349,0.98604774,0.99999356,1.2728006,0.99339557,0.88832533,1.2069619,1.006189,0.5677544,1.0841191,1.0993824,0.945572,0.9981299,1.0214925,0.814242,0.89226437,0.6784579,0.94133663,0.80459166,0.0,1.298814,0.9204507,1.092105,0.83103883,1.3073916,0.9413453,1.2944418,0.90571076,0.5156475,1.0835028,1.393317,0.9999265,0.58734816,1.213591,0.72513574,0.8703493,0.9854262,1.2520862,1.3356922,1.1165137,0.8873828,1.0976628,0.9053105,0.9026035,1.1369582,1.2527714,1.1414074,1.0626246,0.8403906,0.85288346,0.90071416,0.89870554,0.8555026,1.2575262,0.9179318,0.97291744,1.3361204,0.7402555,1.2764153,1.0790944,1.1832811,0.8863468,0.9191284,1.035405,0.77702016,0.5054863,1.3920768,0.95078063,0.72237855,1.0650423,1.2897887,1.1789756,0.9997494
hat,1.2967932,0.57118154,1.360791,0.9334957,0.69350386,1.2924508,0.7674463,1.2223771,1.3540714,0.7398119,1.4307202,0.946699,1.236789,1.3164711,0.68508124,0.5880945,0.5818088,0.9091386,1.0941858,0.5419441,0.6047325,0.57014817,0.75966775,0.9716311,1.0930507,0.61402357,1.1313437,1.0844691,1.4020648,1.1001478,0.41602838,1.3674169,0.4436965,1.1179421,0.83738256,0.9890242,1.2596815,1.3521531,0.7138884,0.9956547,0.7648498,0.80044925,1.0722903,0.88060427,0.7645188,0.9232454,1.405746,0.6520288,0.7392487,1.1205423,1.2143339,1.298814,0.0,1.1425545,1.1037626,1.3642509,0.6592132,1.3967745,0.7599149,1.2324119,1.2250539,0.49317575,0.35114723,0.57491225,1.1905673,0.91229963,1.2203046,1.337148,1.223593,0.575124,0.5525027,0.6726098,1.0176662,0.98024744,1.2467401,1.2332181,0.9603934,0.70863944,1.0925245,0.81630445,1.0990032,1.3091693,1.0798936,1.1425561,1.2457399,0.8215822,1.3112464,0.6549252,0.6426595,1.1817356,0.63256615,0.46603918,0.97009015,1.1923884,1.4319801,0.8457944,0.8983247,1.3443921,0.3936249,1.1919887,1.2463608,1.0142345,0.67889225,0.51352656,1.2943609
jacket,0.89083093,1.2072355,0.776194,0.9357484,0.96518624,1.0004133,1.2002392,0.9824712,0.74117714,1.0577089,0.8228829,1.0675385,0.7307804,0.8517422,1.1984521,1.2274286,1.2861454,1.3798336,1.035662,1.3731217,1.1450485,1.279292,0.9657655,0.5875094,0.9572371,1.2514777,0.8546554,1.171376,0.75864816,1.131411,1.1309583,0.8918252,1.369163,0.70915866,1.1210312,0.9079095,0.9666199,0.9770584,1.2971406,0.6481471,0.91430485,1.0502445,1.1840895,0.94677013,1.1735208,1.1520382,1.1710978,0.8892578,0.82459205,1.1395977,0.66063654,0.9204507,1.1425545,0.0,1.329569,0.75901043,1.080026,0.97528434,1.0783707,1.0558648,0.9677926,1.1101346,1.1778233,1.0023289,0.9111037,1.0855314,0.75474274,0.66643333,0.95606947,1.0307028,1.1381083,1.011555,1.121996,1.1496165,1.2141185,0.89614713,0.9164643,1.2962983,1.1565078,0.91049194,1.0908823,0.6100926,0.9561326,0.7348097,0.87179655,1.2649832,0.9437804,0.91509503,1.2121568,0.8214139,1.2004397,1.1846939,0.8722428,0.92519486,1.0439029,1.353328,0.8116826,0.89429396,1.1372248,1.1969631,1.2087454,1.0259727,1.0150547,1.1270206,0.79086345
jar,0.8676926,1.0892731,1.0937779,1.1713465,1.1801459,1.014275,0.8913711,0.86918867,0.9850522,1.2096816,1.0279402,0.97649384,1.1413255,1.0890807,0.9411744,0.98413455,1.010022,0.44876528,1.002691,0.5646723,0.9172116,0.85281205,1.179925,1.3011299,0.96017426,1.0035778,1.0122198,0.82089174,1.0403105,0.85324407,1.1822438,0.8587079,0.85003346,1.1504551,0.95098263,0.989708,1.0221255,1.0230811,0.8990312,1.2298183,1.2926254,1.0422776,0.761673,1.198103,0.9820978,0.92861545,0.70259833,1.312334,1.14837,0.7833214,1.215168,1.092105,1.1037626,1.329569,0.0,1.1879613,0.9897721,0.80945086,1.1330928,0.9508293,1.0101078,1.2158318,1.0326966,1.1612523,1.0295832,0.92736536,1.1481909,1.2085817,0.88765854,1.2192978,1.1617159,0.908687,1.0445113,0.8477972,0.96101403,1.0808135,0.84291345,0.8573482,0.75113165,1.0306864,0.86289155,1.2036866,1.0098854,1.3102635,1.038453,0.9894398,0.9855914,1.2531798,1.0305886,0.9906983,1.075402,1.1076145,0.9955558,1.0836246,0.7785353,0.6947447,1.2513504,0.9995228,1.1020536,0.8503826,0.80080974,0.9620102,0.97087306,1.2028289,1.1345143
jeans,0.7345947,1.4167131,0.4547146,1.0590549,1.1627884,0.7934423,1.3179197,0.9684697,0.6909065,1.2099779,0.6843596,1.0046982,0.74315596,0.6735583,1.2780713,1.3813236,1.4792383,1.2738538,1.072725,1.4096408,1.3262529,1.4339646,1.1395333,0.9850323,0.8294996,1.340866,0.78523576,1.1711433,0.6538776,1.1461867,1.4409697,0.7814375,1.4828691,0.78821576,1.0357999,1.0081294,0.83227825,0.59438634,1.3413298,0.919314,1.0909523,1.2032123,1.1837153,0.9730302,1.3128109,1.2892017,0.92141134,1.1139497,1.0459081,1.0011646,0.66956145,0.83103883,1.3642509,0.75901043,1.1879613,0.0,1.3347824,0.7755841,1.3340211,0.9788003,0.7663327,1.3071557,1.4000539,1.2305185,0.87345934,1.097851,0.6273885,0.08753073,0.86111057,1.3719459,1.3876615,1.2032365,1.1284363,1.2546089,1.1245626,0.8325109,1.0024127,1.2969747,1.0921471,0.92442226,1.0720878,0.36436856,0.9429867,0.33271754,0.9568759,1.3990496,0.6447529,1.1950015,1.4046531,0.86431324,1.484014,1.3744186,0.9811661,0.6966401,0.72764766,1.224064,0.98606783,0.8303572,1.3841035,0.98881,1.0053675,1.0945809,1.3018456,1.3268399,0.7847469
knife,1.2914656,0.8452954,1.2797672,1.0667874,0.90090555,1.1616197,0.7197293,1.1954299,1.2560053,0.9286939,1.197823,1.0541642,1.171479,1.2229979,0.5934241,0.7719687,0.75941133,0.8070148,1.0675476,0.7119013,0.6522862,0.64987373,0.9491348,1.0940658,1.0219955,0.75500727,1.1557387,0.98213875,1.3400267,0.9657279,0.66473746,1.2538954,0.70183223,1.1916981,0.9445436,0.7492819,1.0726678,1.278098,0.8540256,1.0324084,0.9491131,1.081921,0.93734074,0.87783253,0.5719043,0.9742909,1.369483,0.9193019,0.9398591,1.1790571,1.3049608,1.3073916,0.6592132,1.080026,0.9897721,1.3347824,0.0,1.2372555,0.78475267,1.2382905,1.3305107,0.8640733,0.5556489,0.72328866,1.2243088,0.687003,1.3600883,1.2152545,1.1659412,0.5879314,0.59191793,0.71812475,1.0242682,0.85035807,1.2674702,1.0812919,0.86738706,0.70176125,0.8859461,0.917059,0.8523785,1.3300645,0.9492945,1.1976616,0.887701,0.86112905,1.2755597,0.7847444,0.8252927,1.0304854,0.5138227,0.7256585,0.8144894,1.2576308,1.3499708,0.90307635,0.890727,1.1704252,0.599714,1.1275818,1.2240636,0.9066198,0.5602776,0.765443,1.2101814
ladder,0.6855097,1.4314244,0.73820984,1.1726259,1.2657595,0.78471136,1.1158658,0.66843486,0.35542572,1.2919853,0.34237778,0.95129365,0.7398075,0.6137583,1.3082349,1.3533523,1.4973568,0.95151097,1.1627696,1.1179194,1.2207294,1.2636561,1.3294591,0.9900564,0.5843986,1.3534316,0.70727515,1.1426857,0.4849285,1.115345,1.5476172,0.3397894,1.462231,0.9408113,1.0678432,0.76827085,0.6644953,0.7663458,1.3617041,1.0324985,1.4282985,1.0638275,0.92333305,1.2866417,1.263834,1.045935,0.6820877,1.4697964,1.2711269,0.8590437,0.88514704,0.9413453,1.3967745,0.97528434,0.80945086,0.7755841,1.2372555,0.0,1.2831157,0.9287301,0.8820781,1.5148464,1.4047751,1.4038192,0.89486843,0.9999665,0.74681616,0.81613135,0.83713865,1.4303048,1.4124618,1.2727191,1.2253499,0.99153167,1.0325139,0.8685296,0.8674951,1.1647754,0.7255889,1.048894,0.8908694,0.83556426,1.0893136,0.9967469,0.96517706,1.2596066,0.5689618,1.496175,1.3748767,1.0252471,1.3538092,1.4135952,0.7767813,0.93661726,0.3777526,1.2274013,1.3479655,0.81829894,1.4234707,0.80715764,0.70315146,0.9436158,1.2124087,1.5026116,0.54140675
lamp,1.3535821,0.61760974,1.257781,0.91009825,0.7947439,1.3402914,0.8235073,0.9986045,1.1617807,0.5892156,1.1242156,1.0900196,1.0195456,1.0772364,0.83244073,0.47712874,0.48269147,1.0184188,1.0245068,0.826425,0.6544756,0.77391756,1.042796,0.9041811,1.0678582,0.61880696,1.1159511,1.0427164,1.2717702,1.0683736,0.58351505,1.2141241,0.56128377,1.1195827,1.0267113,0.82913834,1.0712432,1.27779,0.82061607,1.0538557,0.915937,0.9303809,1.0061324,0.89525557,0.7809783,0.8853729,1.2146107,0.68276924,1.0455027,1.1883278,1.253914,1.2944418,0.7599149,1.0783707,1.1330928,1.3340211,0.78475267,1.2831157,0.0,1.1553,1.3315809,0.6003345,0.71973693,0.74579954,1.2870313,0.8463317,1.2775055,1.2827293,1.1227872,0.53217953,0.589084,0.94325435,1.0516998,0.94479465,1.0268939,1.2205067,1.2124751,0.6848758,1.0223622,1.1216122,1.1703455,1.2408017,1.0069715,1.1705337,1.0954115,0.5084335,1.2869897,0.6924066,0.59638953,1.1195959,0.5613735,0.87527317,1.1543121,1.2253786,1.2476015,0.9295592,0.8967746,1.2673562,0.66306984,1.148436,1.3118191,1.0171537,0.75306857,0.48471248,0.92974585
meat,0.9156511,1.1452847,0.97995365,0.99263537,1.1373578,0.8971001,1.1644304,0.89544827,1.0194919,1.1762407,0.93851453,0.9968686,1.0092367,0.9713455,1.1035826,1.2010646,1.1342558,1.0330827,0.78389734,1.1919312,1.2666556,1.0847774,0.9746723,1.0607439,1.173679,1.0405321,1.0543656,0.7270144,1.0023036,0.75191325,1.2062888,0.99012446,1.1985328,0.96579456,1.03025,1.2546753,0.97528833,0.97421503,1.0700111,1.0416807,1.0990797,0.9622321,0.9336162,1.1315999,0.9928014,0.94688773,0.69734395,1.1214021,1.0343195,0.9553623,0.96266,0.90571076,1.2324119,1.0558648,0.9508293,0.9788003,1.2382905,0.9287301,1.1553,0.0,0.8544185,1.1796554,1.2410107,1.1542585,0.95212764,1.1545144,0.87873757,1.0415343,0.88286746,1.142403,1.1762502,1.1786708,0.786114,1.0345432,0.71097195,1.0282291,1.0919913,1.1692592,0.9677113,1.0281497,0.93513757,1.0072079,1.1371564,1.0129505,0.88366663,1.040974,1.07634,1.2128712,1.1722484,0.9887394,1.1255085,1.0549393,1.0295476,0.91795284,0.9194888,1.0615319,1.0736984,0.85564804,1.2639515,0.99482447,0.78046256,1.0910535,1.2760142,1.1718967,1.0216082
mitten,0.8504263,1.3030958,0.78104645,1.0137293,1.1144174,0.83974504,1.2018976,1.0604329,0.91267866,1.2596312,0.86637086,1.0017045,1.02324,0.9848927,1.1899331,1.3270042,1.3963962,1.0928166,1.1063527,1.2342077,1.3540244,1.2603233,0.9700788,1.0394835,1.0632579,1.3036284,1.0163317,1.0386604,0.7965797,1.012588,1.212733,0.7882117,1.3558807,0.96456355,0.89149266,1.1953025,0.893068,0.81479275,1.1749123,0.9706846,0.8751331,0.96268797,1.0050598,0.9304885,1.0870601,1.1380025,0.811841,0.962084,0.76925325,0.92409396,0.72943294,0.5156475,1.2250539,0.9677926,1.0101078,0.7663327,1.3305107,0.8820781,1.3315809,0.8544185,0.0,1.1332636,1.2787757,0.98609173,0.8459377,1.1605619,0.70668256,0.88590527,0.8313917,1.294435,1.2923431,1.0707184,0.9831087,1.0817864,1.019605,0.97945607,0.91264576,1.1861786,1.0809261,0.7462539,0.909383,0.80827355,0.890331,0.8805749,0.9894045,1.366226,0.95089936,1.0599453,1.3173105,0.7782222,1.3356931,1.1600757,1.0647663,0.8776793,0.86249685,1.0746146,0.97378415,0.693411,1.3151231,0.94589293,0.8899646,1.1355205,1.2667189,1.1849374,1.027301
nail,1.3151653,0.32479638,1.2677189,0.8041414,0.6994025,1.3302609,0.9042787,1.3757157,1.4268229,0.6214094,1.452744,1.0527465,1.3217123,1.2834721,0.8551996,0.41189647,0.366839,1.1268371,0.9589332,0.774681,0.72012913,0.793805,0.5095488,1.0714663,1.2889528,0.6898178,1.2148967,1.1136352,1.3624299,1.1424981,0.21375036,1.47662,0.3920619,1.0695862,0.91883075,1.1689882,1.3938043,1.2857985,0.690112,1.0609705,0.4731257,0.83092874,1.1501555,0.82664394,0.8531327,1.0271822,1.2709274,0.33052713,0.8244691,1.1234827,1.1517425,1.0835028,0.49317575,1.1101346,1.2158318,1.3071557,0.8640733,1.5148464,0.6003345,1.1796554,1.1332636,0.0,0.48064625,0.47326827,1.1342452,1.1085081,1.2045162,1.2734959,1.2281483,0.46310198,0.45142847,0.96828353,0.8799087,1.121029,1.123827,1.2630756,1.2978935,0.90312135,1.2535374,1.0030466,1.2563913,1.214977,1.1006762,1.1140871,1.2133999,0.7439411,1.3928156,0.4300357,0.44210958,1.1551839,0.578516,0.38342965,1.2371978,1.1377276,1.4829711,0.8391314,0.72673726,1.2043363,0.38937032,1.2577877,1.2715336,1.1177924,0.7567954,0.23312688,1.3262007
napkin,1.3595139,0.54014486,1.430088,1.0331342,0.6703962,1.2920016,0.6257498,1.2234746,1.4700372,0.7274867,1.4280473,1.0206604,1.3881482,1.4349341,0.4737304,0.56834924,0.4432395,0.79566395,1.0364012,0.40888596,0.41251117,0.62234056,0.6701044,1.1652865,0.99882877,0.7148025,1.1628712,1.1044362,1.3217862,1.1067057,0.37581742,1.4424245,0.34121692,1.203695,0.8395917,0.8259548,1.2215276,1.3596395,0.60332555,1.1318876,0.7713667,0.843287,0.9972155,0.8600917,0.7591375,0.9027289,1.4462948,0.75893307,0.6925583,1.1324769,1.2986388,1.393317,0.35114723,1.1778233,1.0326966,1.4000539,0.5556489,1.4047751,0.71973693,1.2410107,1.2787757,0.48064625,0.0,0.61875,1.2588096,0.76260746,1.3532429,1.3319058,1.1001781,0.53095734,0.39379412,0.67024165,0.98498833,1.0047821,1.2508124,1.2996737,0.9204417,0.6951013,1.0010972,0.74650407,1.1662512,1.3467761,1.033138,1.1264274,1.3173704,0.81447566,1.3786436,0.59225047,0.5925278,1.0973606,0.5578854,0.4394176,0.8763453,1.2338915,1.3943686,0.8199511,0.8352779,1.3914142,0.15309417,1.1992118,1.3130238,1.0788898,0.47052205,0.5160209,1.4266114
