,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,ear,elephant,finger,fish,flower,foot,fork,frog,glasses,glove,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
oven,0.7586278,1.2051548,1.1309708,1.128032,0.8937838,1.2969289,1.247724,1.2948321,0.8723335,0.78761923,0.9209721,1.1053832,0.8268382,1.1883613,0.99090505,1.1984115,0.9622528,1.0893359,1.10983,0.70040923,1.1695733,0.6504346,1.2688162,0.68231845,0.8748366,1.3266404,1.094036,0.5510222,1.1163688,0.7047607,0.70747113,1.2944759,0.8197422,1.2684278,1.2996018,0.5940058,0.9811066,0.79100645,1.126103,0.7993709,0.508253,0.6332263,1.1929798,1.1653847,1.3099457,1.208695,1.0442535,1.0484117,1.1776757,1.1842029,1.2745856,1.0254049,1.2098615,0.93184114,1.1751493,1.1124812,1.0810144,1.1036782,0.9217736,1.1441417,1.0803938,0.73021686,0.9636683,1.0763601,1.2198684,1.3321431,0.9679782,1.2833447,1.0621929,1.1600767,0.0,0.97671413,0.9369077,0.9347509,0.9139655,1.1844804,1.2445409,0.9668387,1.0355116,0.86740214,1.0290786,1.0525689,0.8549986,0.67307764,0.38234013,1.0665216,1.1353853,1.1042174,1.0144901,0.7920855,0.63074136,0.9979102,1.265615,0.98874706,0.8816381,1.008246,1.2073087,0.98875046,1.058115,1.0701461,0.8801264,0.6443087,1.029188,1.3846723,1.3638861,1.0316802,0.9579258,0.9290066,0.6732161,0.8765078,0.98010933,0.7284892,1.1947746,0.60011196
owl,0.8727636,1.1875045,1.0241283,0.959641,0.95916843,1.1620734,1.1682179,0.98488516,1.1063817,0.94575316,0.899706,1.1586529,1.0232099,0.9356978,0.40170848,0.98104674,0.9573204,1.0513983,1.1731768,1.0557317,1.0957718,1.2086257,1.0495057,1.2491286,0.969938,1.2314951,1.0704489,1.2015429,1.1508925,1.0475869,1.0738598,1.1019235,0.9953811,0.9903155,1.1383884,0.92088425,1.0517025,1.0889888,0.8389447,0.9746776,1.0937923,1.0336903,1.1189464,0.9077381,1.1808885,0.9162544,0.9815195,0.83654624,0.91117287,0.6288272,1.1606781,0.99528706,0.9384948,0.9771012,0.9830118,1.1757973,0.8541169,1.0840318,0.8379839,1.0876796,0.9873115,1.0166435,1.0730554,1.0450834,1.1718161,1.1186075,1.1136589,1.1347854,1.075288,1.1660893,0.97671413,0.0,0.9869759,1.1249833,0.93155754,1.1594615,1.1218579,1.0979502,0.96205735,0.9763643,0.94461584,0.8388023,0.979953,0.95721173,1.0495632,0.98631394,0.8535674,1.0211959,0.79166096,0.9391367,1.0629071,0.7827487,1.1076673,1.005406,0.9635834,1.0459145,1.2515862,0.9013777,1.1114005,0.9344697,0.9850459,0.9737563,0.9629018,1.1622787,1.2376688,0.7527433,1.1139041,0.6668013,0.71569496,1.0654777,1.0373979,1.208267,1.1834459,1.0600569
pajamas,0.75397515,1.0793573,1.4572285,1.0532969,0.4505946,1.3119165,1.2783002,1.3490131,1.2020543,0.5811877,0.40467167,1.4345193,0.6053095,0.54653394,1.3066299,0.503842,0.943747,1.4404424,1.4744765,0.90959287,0.9574828,1.149485,1.4581995,1.1926507,1.3573892,1.3770819,0.49701214,0.8776823,1.3792735,0.76703215,1.1110477,1.403908,0.44958878,1.3259308,1.5461013,0.70419705,1.5313398,1.1795461,0.6514383,1.0287558,0.69928944,0.7475711,1.0095571,0.7172713,1.1268208,1.3361428,1.2881446,0.94063973,1.2399911,1.2898754,1.2451396,0.6048073,0.9679755,0.61718047,0.6299124,1.0536138,1.144074,0.4131344,0.9437458,0.22996998,0.99456394,0.7183341,1.4741787,0.41103113,1.3359762,1.4109371,1.4813745,0.98640907,1.3536035,1.3500535,0.9369077,0.9869759,0.0,0.3164394,0.8022859,1.466488,1.4014235,1.0230544,1.2203705,1.2537255,0.94318426,1.216911,0.6495308,1.2860187,0.87894815,1.2113936,0.7894995,0.23733532,0.8236804,1.0421704,1.2229006,0.8266661,1.502003,0.76256776,1.4293299,0.5185645,1.2342886,0.8189299,1.2858291,0.85921323,0.36485958,0.53580594,1.4975604,1.2816536,1.3297156,1.1238058,1.4691476,1.0521307,1.1916564,0.9684768,0.91620153,0.9065762,1.2470403,0.7215687
pants,0.8631318,0.86783636,1.270324,0.9627781,0.7872505,1.1782244,1.1454067,1.2272252,1.0818096,0.8828937,0.7827129,1.2446163,0.79330045,0.7926116,1.197659,0.75755155,1.1271849,1.2563561,1.3172159,1.038349,1.0372524,1.0525396,1.2354379,0.96455336,1.1799324,1.0954065,0.7205423,0.88580465,1.1732175,0.92818475,1.0728179,1.1469709,0.69615877,1.1400042,1.3153067,0.96409094,1.3118656,1.115022,0.7858243,0.9636504,0.7855121,0.85477185,0.90138274,0.8403933,1.0147526,1.2319121,1.2616417,0.7765735,1.0582222,1.291726,1.1037701,0.6420145,1.1227728,0.7908945,0.92354244,0.92489445,1.0463421,0.6423016,1.0864995,0.33079374,1.0660229,0.9178465,1.257102,0.67532897,1.1232542,1.2167132,1.1836798,0.96474415,1.1882019,1.1591725,0.9347509,1.1249833,0.3164394,0.0,1.0406876,1.2553682,1.285893,0.9343106,1.1425946,1.1956408,1.0755116,1.1176907,0.76728165,1.2028196,0.9726812,1.1622328,1.0465198,0.60769904,0.86006236,1.1048583,1.1871407,1.0013466,1.2337675,0.81413424,1.2919426,0.516451,1.1121073,1.0313001,1.0440495,1.0219821,0.64467293,0.8308939,1.3396386,1.0437787,1.0611658,1.2320004,1.1941454,1.1426536,1.1357226,0.950092,1.0307032,0.8803761,1.0397431,0.89654005
paper,0.61606157,1.3567857,1.3550261,1.0646518,0.71614593,1.2923689,1.2735552,1.208885,1.0454633,0.6158166,0.6062323,1.3486135,0.7912278,0.69566107,1.0372636,0.73790765,0.22996873,1.2784641,1.2815238,0.503592,0.8914799,1.1380163,1.2848227,1.2671183,1.1540276,1.4230046,0.88131905,1.0871449,1.2149688,0.86392283,1.0532904,1.3311089,0.7479877,1.1764095,1.3819876,0.65889883,1.3315326,0.95557386,0.8159813,1.1274948,0.76592684,0.86610353,1.1730766,0.88630825,1.2920899,1.0816332,1.1880562,1.2409381,1.2766111,0.9120994,1.3084722,1.2000759,0.6944114,0.8459401,0.8423007,1.2363838,0.88427025,0.80658066,0.9160169,0.8745721,1.004533,0.8368859,1.2711344,0.94306684,1.2850085,1.379642,1.4225438,1.1694565,1.2023693,1.2187899,0.9139655,0.93155754,0.8022859,1.0406876,0.0,1.3606583,1.2595195,1.1222057,0.95343024,1.1456012,0.71759856,0.9104121,0.79811823,1.1530025,0.8289214,1.0570871,0.68487686,0.82419145,0.8836032,1.0309817,0.95753247,0.77305734,1.449094,0.8493043,1.194157,1.0833135,1.1844575,0.9322156,1.3216864,0.6717379,0.79086417,0.68768823,1.2502506,1.4847181,1.3517756,1.0256885,1.4726355,0.87022126,0.93430877,0.9669693,0.5549232,1.0603904,1.44911,0.7218069
pen,1.3606809,0.84223235,0.5906241,1.2090545,1.4743271,0.6725337,0.71774995,0.5244762,0.7713858,1.3789045,1.5002534,0.4146443,1.2543066,1.449147,0.981032,1.4128448,1.2618246,0.22516954,0.26572907,1.2791508,1.132427,0.89635336,0.593504,0.659895,0.6881305,0.46788484,1.3455075,0.982029,0.48165703,1.1559117,1.0470004,0.7110394,1.4391624,0.87408435,0.12114632,1.4100213,0.3066331,1.0482315,1.4054674,1.093779,1.1708282,1.1936259,1.006446,1.1957715,0.93746835,0.82094836,0.88013524,1.1106448,0.7106498,0.97968656,0.43517214,1.2838383,1.226727,1.3537736,1.4531429,0.83798915,1.1150694,1.3453932,1.1719508,1.4031678,0.9292358,1.2963239,0.42941225,1.4784552,0.5023048,0.47662717,0.46755916,0.94743764,0.35552692,0.7352515,1.1844804,1.1594615,1.466488,1.2553682,1.3606583,0.0,0.11758661,0.97026855,0.9638798,0.8310878,1.3149217,1.0703084,1.3337028,0.81658024,1.2095382,0.9873796,1.3643045,1.4203198,1.3291807,1.0305951,0.8386574,1.2521389,0.2575413,1.1626357,0.74298394,1.3205771,0.5944794,1.2597232,0.75953203,1.2965344,1.4149935,1.475774,0.7209843,0.5850033,0.6281679,0.9893417,0.46168524,1.2640634,1.1127437,1.0785365,1.2119504,1.0627795,0.67753553,1.2477272
pencil,1.3562024,0.93868965,0.6048924,1.2084893,1.352799,0.673489,0.7526083,0.49650484,0.82517254,1.2823006,1.3904556,0.51686984,1.2321057,1.3564291,1.0029118,1.2832634,1.230653,0.19692314,0.24567384,1.2811317,1.0706671,0.96072626,0.64413023,0.7856789,0.76807666,0.4703117,1.2970572,1.1035401,0.48079556,1.1227582,1.1948687,0.6800319,1.4015143,0.8590405,0.125561,1.3691537,0.35739303,1.1027167,1.3696315,1.1952122,1.1742,1.1679027,0.9977354,1.1229934,0.9365894,0.8907665,0.9688424,1.2119267,0.80084085,1.0068362,0.35924613,1.3415456,1.1813748,1.3230212,1.3523623,0.9270457,1.1571504,1.2927048,1.1238501,1.3417399,0.88634676,1.2807212,0.4699465,1.4697626,0.49634182,0.41390085,0.5661169,0.93801,0.44804937,0.7294746,1.2445409,1.1218579,1.4014235,1.285893,1.2595195,0.11758661,0.0,1.0514256,1.01166,0.9384906,1.243936,1.1027272,1.3342295,0.8837297,1.2562357,1.0309443,1.2550446,1.3132883,1.316638,0.99775743,0.7784377,1.1732528,0.25987905,1.1097151,0.80952096,1.3684428,0.66760737,1.1720461,0.824126,1.269746,1.3621321,1.4507666,0.7767497,0.6091097,0.6108562,0.94376934,0.53117394,1.3169435,1.1726189,1.1089759,1.1955888,1.1641846,0.7038384,1.2555289
pillow,0.892135,0.82834023,0.9682226,1.0198712,1.1056261,0.8707634,0.8978623,1.0965298,1.0688751,1.1821111,0.9753408,0.7584795,0.9634428,0.95109,1.0051384,0.9273416,1.081803,1.0423124,0.96411145,1.0341942,1.0682034,0.9637195,0.9581103,0.86066467,0.9224123,1.0465605,1.0025582,0.9250045,1.1021856,1.0435499,0.9210163,1.0496217,0.67859393,1.0876713,0.9629446,1.0600125,0.91887796,1.0158569,0.99493515,0.6828238,1.0424632,1.0142072,1.2093731,1.0734187,1.0431749,0.95432705,0.8717381,0.83565843,0.98969597,1.0629566,1.149518,0.70739007,1.0659997,1.2292708,1.1780363,0.804676,0.9854245,1.0639882,1.1229527,0.9359003,1.1523714,1.0648831,1.0500124,0.7418268,1.0594236,1.0103788,0.6992266,1.1132414,0.9724774,0.9409158,0.9668387,1.0979502,1.0230544,0.9343106,1.1222057,0.97026855,1.0514256,0.0,0.9881683,0.91585773,1.2749557,0.9676632,0.83147,0.9008759,0.9826244,0.8974215,1.08188,1.1693044,0.9624854,0.9830694,0.9944489,1.1014539,0.98560333,1.1560092,0.9206742,0.77453434,1.0239474,1.2112083,0.66694254,1.0014942,1.1701899,1.0596037,0.78032815,0.91577333,1.0486532,1.1166371,0.80385804,0.9795059,1.0147316,1.0477309,1.0730084,0.92209005,0.88208354,1.1400759
pizza,0.76545596,1.1536034,0.85830414,0.8423362,1.155504,1.0146083,0.94705033,0.87500066,1.0367618,1.1081021,1.2197689,0.9148187,1.0770048,1.0821171,0.84975445,1.224722,0.8903694,1.0228901,0.8654376,1.0679388,0.8624534,1.1639959,0.9385423,1.2011034,0.849489,1.0930861,1.1669339,1.1731534,1.0048114,1.137841,0.76784104,0.9502419,1.172149,0.78921604,0.9889925,1.0814049,1.026894,0.7438933,1.0658305,0.8792699,1.1613442,1.1366432,1.1259613,1.1205586,1.1256421,0.7111019,0.78552055,1.016751,1.0362452,0.6463034,1.165665,1.1748425,0.86392707,1.0587332,1.0890642,1.1884476,0.78739864,1.2207558,1.055964,1.2216921,0.9463163,1.1571863,0.99546325,1.155986,1.0156349,1.0802264,1.0383947,1.0788287,0.99654293,0.76247907,1.0355116,0.96205735,1.2203705,1.1425946,0.95343024,0.9638798,1.01166,0.9881683,0.0,0.8433912,0.87570465,0.7681744,1.0827799,1.0704688,1.0691483,0.94952065,0.98826563,1.1912746,1.0038377,1.2009002,0.954903,1.0342504,1.0031197,1.109949,0.94088095,1.2279015,0.98199755,1.0627371,0.981155,1.0811536,1.1826305,1.1550397,0.92793506,1.1302714,1.0006268,1.0332536,1.01731,0.8293342,0.87466305,0.8367224,0.9617955,1.1249324,1.1871533,1.0728712
plant,0.9396695,1.085026,0.84138453,1.066092,1.229715,1.0377078,0.97423697,0.9027925,0.96614325,1.1834321,1.2732599,0.83179563,1.1196257,1.2025387,0.7765827,1.2776667,1.0453718,0.83487344,0.9411786,0.99610364,1.1282291,0.87408626,0.86660016,0.85095465,0.72251564,1.0409789,1.2361127,0.91859597,0.9443916,0.98263484,0.9060232,1.0425743,1.1831977,0.9686386,0.84235454,1.1062875,0.74965537,1.0214809,1.1686602,0.9532592,0.98989046,1.1442642,1.1485112,1.1038738,1.1240562,0.8403692,0.5036835,0.7798595,0.88648474,0.841096,1.0297239,1.1355369,1.1492712,1.0644306,1.2386962,0.99846274,0.95229965,1.2458632,0.9169326,1.3163617,1.0832524,1.0427021,0.74405104,1.2397871,1.0320629,1.0264106,0.88451076,1.1057421,0.8564267,0.9897943,0.86740214,0.9763643,1.2537255,1.1956408,1.1456012,0.8310878,0.9384906,0.91585773,0.8433912,0.0,1.1443968,0.9543969,1.0835744,0.7548099,0.95053715,0.8861544,1.195514,1.2799199,0.8788707,0.96098334,0.98779124,1.124206,0.9041069,1.1337471,0.8231381,1.1798989,0.9888498,1.0871878,0.90674454,1.1632612,1.2080395,1.1485157,0.7918829,1.0640663,1.1335357,0.8914504,0.8489477,0.9857349,0.9153877,0.7084147,1.0624058,0.98598486,1.017839,0.80464274
plate,0.84903884,1.2411408,1.151093,0.87102985,0.7754359,1.0357063,1.0815654,1.0782795,1.067138,0.6883626,0.84142673,1.2461091,1.0055208,0.7184979,0.9328653,0.8575021,0.75826883,1.2201571,1.1911,0.8168412,0.80360043,1.1410666,1.1756068,1.3370478,1.1523911,1.2943075,0.9987793,1.1570231,1.0789387,0.9787943,0.95241016,1.1086377,0.9358627,0.8205122,1.3279023,0.80557954,1.2465515,0.7335963,0.9079442,1.0894299,1.0380323,0.99067444,1.158951,0.9071798,1.1861484,0.96810114,1.142578,1.1434541,1.2906287,0.8194706,1.2630343,1.164428,0.68440837,0.9636955,0.73831856,1.1801376,0.99793017,0.92040604,0.8433544,0.96329117,1.0799342,1.0061896,1.1901641,1.0058094,1.2092459,1.2641327,1.3329265,1.0071476,1.174918,1.0193347,1.0290786,0.94461584,0.94318426,1.0755116,0.71759856,1.3149217,1.243936,1.2749557,0.87570465,1.1443968,0.0,0.9893414,0.9652732,1.2194968,1.0553122,1.1038321,0.7302086,0.87656754,0.99241567,1.030147,0.9721677,0.7984955,1.3683043,0.91971046,1.1483876,1.149829,1.1352001,0.9250218,1.228638,0.76898575,0.80604917,0.7088548,1.2061499,1.3347222,1.2023149,0.93002367,1.3253387,0.71599805,0.70545053,0.95602,0.84938645,1.1039162,1.3524085,0.923409
pony,0.8809332,1.0656474,0.9024557,1.0344641,1.1569855,1.0681863,1.061239,1.0908806,1.0550762,1.223204,1.1319531,1.0735762,1.0991163,1.0904076,0.66501665,1.20419,0.8212217,1.1070365,1.0824885,0.96755904,1.0760692,1.0848624,0.86284244,1.1465694,0.89593756,1.1484683,1.1805515,1.138179,1.0825161,1.0973006,0.9000678,0.99899065,1.0883269,0.9227808,1.1117764,1.1216981,1.08612,0.91906136,0.5966941,0.8731184,1.1311466,1.142349,1.0302962,1.1600702,1.0711052,0.70173025,0.99262184,0.9720504,1.1119912,0.60613173,1.1345025,1.152474,0.98569536,1.027793,1.1161209,1.1551737,0.085415244,1.0868151,1.0893519,1.2231672,1.1358265,1.0871171,1.013062,1.1537964,1.1141539,1.1086692,1.0624952,1.1014218,1.0820744,0.82725406,1.0525689,0.8388023,1.216911,1.1176907,0.9104121,1.0703084,1.1027272,0.9676632,0.7681744,0.9543969,0.9893414,0.0,1.1030959,1.049529,1.0121514,0.7393127,0.8595866,1.1434921,0.9096867,1.1262767,1.0622265,1.0767251,1.0819128,1.1295828,1.0034803,1.1584923,1.0014925,1.0625813,1.0072248,0.97707725,1.0918099,1.098588,0.97650605,1.139435,1.1323647,1.0027649,1.0604666,0.8004055,1.0246129,0.89920396,0.90129894,1.1247602,1.0953019,1.0773318
purse,0.66413087,1.035064,1.2903962,1.1337903,0.84144014,1.2379196,1.1893581,1.2667427,1.0630633,0.70459306,0.7491569,1.2317314,0.8638187,0.6777647,1.1484075,0.7674943,0.84704304,1.3093356,1.2974255,0.5989539,0.993168,0.87462,1.2566646,0.87799156,1.1541566,1.3043213,0.87182534,0.873333,1.2288854,0.96398383,1.03771,1.376913,0.7427912,1.2923491,1.3650074,0.70328593,1.2489152,0.8641914,0.9337812,1.0654472,0.69527286,0.818678,1.1249428,0.81262946,1.2816991,1.1904036,1.1484046,0.9717226,1.1831663,1.2265723,1.2909033,0.82745373,1.0684196,0.912866,0.95226115,1.0094889,1.0741923,0.8139411,0.8956364,0.6907964,1.0668155,0.853719,1.3115497,0.690426,1.2604971,1.3983085,1.0610628,0.9835101,1.2177045,1.2468883,0.8549986,0.979953,0.6495308,0.76728165,0.79811823,1.3337028,1.3342295,0.83147,1.0827799,1.0835744,0.9652732,1.1030959,0.0,1.0146613,0.85269934,1.1154623,0.87435913,0.7764361,0.87365603,1.0134488,1.0712521,0.92107934,1.3786974,0.9713093,1.1760557,0.6897476,1.1564027,0.868294,1.11278,0.79999584,0.73359144,0.61871606,1.1695724,1.3308394,1.3244069,0.99035263,1.1543131,0.9153498,0.8964652,0.9772405,0.8922882,0.8449928,1.153396,0.8604597
radio,1.1520585,0.97249687,0.80146325,1.0947908,1.20669,1.0863768,0.990547,0.842077,0.80850035,1.1308572,1.328744,0.689482,1.0466042,1.2798933,0.91731423,1.2745516,1.0846183,0.74865264,0.75606585,0.90291333,1.1244869,0.5692513,0.93391776,0.61601925,0.60944104,1.0114119,1.2535326,0.8196734,0.84293485,1.1125152,0.95686334,1.0892771,1.2089062,1.1203958,0.8365029,0.99734205,0.59363806,0.9291459,1.3172628,1.0421523,0.98024017,0.91848254,1.1725245,1.0950961,1.1215229,1.0178306,1.0522045,0.92241055,0.852105,1.130162,0.9680744,0.97802824,1.1802814,1.1899115,1.1999732,0.9379974,1.1029562,1.3581352,0.96875966,1.2561585,0.9114155,1.1071267,0.69896436,1.1947112,0.9594596,0.9391615,0.6619828,1.0566711,0.8189008,0.939495,0.67307764,0.95721173,1.2860187,1.2028196,1.1530025,0.81658024,0.8837297,0.9008759,1.0704688,0.7548099,1.2194968,1.049529,1.0146613,0.0,0.86288893,0.97471136,1.1751885,1.2857015,0.9989729,0.6578442,0.7762542,1.1445081,0.75577664,1.2155495,0.7172733,1.1601486,0.9257552,1.0262814,0.7453181,1.2339766,1.1912596,1.1433337,0.6039851,0.9648224,1.0930141,0.89076847,0.6633082,1.0065597,0.7252954,0.9972763,1.140133,0.8840791,0.76038027,1.1121249
refrigerator,0.8286015,1.151813,1.2296884,1.1666006,0.9249412,1.28912,1.2405444,1.3254335,0.8529637,0.80165374,0.80348885,1.1875538,0.81767464,1.0029705,1.0968798,1.0925727,0.84492385,1.1040283,1.1858339,0.65915096,1.1774079,0.71691453,1.2157857,0.69757915,1.0468901,1.2415141,1.0299685,0.65242213,1.107434,0.809305,0.7802063,1.2823898,0.76939154,1.3269925,1.287684,0.61152434,1.056201,0.8419001,1.0855132,0.8752908,0.527866,0.865329,1.0881175,1.0698985,1.2433159,1.1770552,1.0080854,1.038597,1.1576017,1.1600662,1.1950318,0.9753731,1.0942372,0.93919694,1.0563116,1.0868032,1.0315841,1.0132782,0.9078212,1.0732343,1.0489097,0.7569101,1.0578556,0.9205305,1.1943331,1.3068051,1.1014442,1.2134874,1.1047994,1.2533957,0.38234013,1.0495632,0.87894815,0.9726812,0.8289214,1.2095382,1.2562357,0.9826244,1.0691483,0.95053715,1.0553122,1.0121514,0.85269934,0.86288893,0.0,1.0459598,1.032099,0.9702274,1.0192168,0.93664217,0.83659756,0.95333326,1.2813983,1.1075467,0.9994813,0.99170566,1.0833391,0.90066195,1.0828027,0.8586071,0.8188225,0.6687676,1.1250557,1.3248936,1.2407237,1.0674616,1.1216298,0.9361832,0.8824978,0.9108644,0.91992736,0.6454626,1.1460918,0.7669945
rooster,1.029096,0.9285833,0.8189922,1.0865474,1.1323977,1.0161626,0.9626087,1.0162873,0.9670484,1.2814614,1.168333,0.9304916,1.1867039,1.0597179,0.82128716,1.1722864,1.0110133,1.0282961,1.0402339,1.0781579,1.0821202,1.0968969,0.7689626,1.0840383,0.9407937,0.91061825,1.0671371,1.1312388,0.9461988,1.1635132,0.85477567,0.953471,1.1178551,0.90016174,0.96220636,1.1001607,1.0079869,0.9509552,0.89612424,0.87553364,1.2172935,1.1796198,0.9391252,1.158289,0.8114574,0.8915877,0.61250997,0.8952474,0.8294991,0.81336236,1.0046542,0.88274,1.1190708,1.1433741,0.91979223,0.99210244,0.766394,1.1534553,1.1062527,1.2239901,1.0509882,1.0842563,1.0170891,1.0511525,0.91905063,0.9169231,0.85657644,1.043465,1.0293893,0.9635513,1.0665216,0.98631394,1.2113936,1.1622328,1.0570871,0.9873796,1.0309443,0.8974215,0.94952065,0.8861544,1.1038321,0.7393127,1.1154623,0.97471136,1.0459598,0.0,1.009964,1.1968586,1.0001752,1.0330527,1.108018,1.0925457,0.90938437,1.1181549,0.94510406,1.0234532,0.9942001,1.1031137,0.94443494,0.9950912,1.1205375,1.2133061,0.86139196,0.90821403,0.98338926,0.9861202,0.8175203,0.97360176,1.0737672,1.028783,1.0395888,0.96475804,0.8981056,1.1428301
scissors,0.72735614,1.2818737,1.2316854,1.0829349,0.6812664,1.1030365,1.0985907,1.2207823,1.226392,0.77284086,0.641214,1.267199,0.8640153,0.76200557,1.0328201,0.7186214,0.5692844,1.3944373,1.2995211,0.76820624,0.9660181,1.2248682,1.0929222,1.3968914,1.2223638,1.3498393,0.9252749,1.2018473,1.3529136,1.015484,1.0748649,1.279222,0.75857115,1.171454,1.2984766,0.84396815,1.3983884,0.97837603,0.80076236,1.0571402,1.049242,0.9105848,1.0836594,0.9855674,1.1520431,0.8025782,1.1396534,1.1704953,1.3200624,0.7133695,1.2627453,1.0301218,0.64007133,0.85077363,0.69881046,1.2731795,0.8761267,0.8074081,0.9092086,0.8168846,0.9584319,0.91170466,1.3779674,0.78901315,1.3082571,1.3194232,1.3650174,1.1209449,1.2882307,1.1531472,1.1353853,0.8535674,0.7894995,1.0465198,0.68487686,1.3643045,1.2550446,1.08188,0.98826563,1.195514,0.7302086,0.8595866,0.87435913,1.1751885,1.032099,1.009964,0.0,0.80427337,0.9703017,0.95378274,1.1367469,0.6932273,1.3864715,0.9588944,1.2843627,1.0486057,1.0616107,0.7733852,1.1705769,0.58857584,0.7859602,0.736943,1.0546628,1.3437998,1.2586508,0.62655497,1.3558939,0.5507913,1.0006865,1.028624,0.76448226,1.0482054,1.2749836,0.9434136
shirt,0.92095995,1.0393684,1.370617,1.032799,0.45543742,1.2607845,1.27355,1.2611185,1.1998949,0.6793402,0.47725666,1.4477171,0.667393,0.5014441,1.2901838,0.49623346,0.93294144,1.4206556,1.4063113,0.94445753,0.99240375,1.189682,1.3738961,1.3328004,1.3893948,1.2815456,0.4921956,1.002948,1.3254309,0.8175878,1.0852431,1.2613908,0.544873,1.2384993,1.4908558,0.7974684,1.5277549,1.1506063,0.619346,1.0825278,0.8631082,0.85346246,0.92100936,0.6579463,0.9760452,1.3168583,1.2514102,1.0379547,1.170337,1.2514424,1.1183847,0.72505635,0.9253161,0.57105196,0.56389636,0.9344222,1.0663631,0.31147015,0.972776,0.38512427,0.9295728,0.7074285,1.4283988,0.4780041,1.3008374,1.279046,1.5306745,0.7903877,1.3933018,1.3013717,1.1042174,1.0211959,0.23733532,0.60769904,0.82419145,1.4203198,1.3132883,1.1693044,1.1912746,1.2799199,0.87656754,1.1434921,0.7764361,1.2857015,0.9702274,1.1968586,0.80427337,0.0,0.86436653,1.006264,1.2331524,0.9151094,1.4335139,0.82586884,1.4342726,0.6551502,1.1775148,0.81485134,1.3404086,0.91384715,0.38894093,0.6404421,1.4758686,1.1717155,1.2142293,1.1593888,1.4831865,1.0690186,1.1925855,0.97511405,0.91645,0.9336685,1.1306553,0.80366755
shoe,0.81167555,0.9487999,1.2994626,0.88058317,0.83534545,1.2587463,1.3409698,1.1895047,1.0683739,1.0162822,0.827113,1.2584746,0.9912331,0.75645626,0.8108707,0.78041005,0.96025103,1.2900696,1.385077,1.016926,0.9937951,1.1728214,1.1121964,1.2061163,1.0691772,1.2644255,0.8527217,1.0914686,1.249443,0.9721961,0.98727906,1.1558614,0.93516207,1.0223496,1.3018777,0.8858132,1.3037322,1.0980543,0.67941415,1.0003465,1.0460999,0.9293472,1.0128723,0.86040705,0.9614081,1.0615962,1.0447232,0.41967416,0.93999577,1.0487784,1.2261953,0.6701485,0.9237434,0.85724115,0.7961706,1.0699915,0.8925704,0.98149985,0.95875484,0.8594471,0.9272093,0.85090387,1.177006,0.8393003,1.2494744,1.2451563,1.2195745,0.94731444,1.2176096,1.2571229,1.0144901,0.79166096,0.8236804,0.86006236,0.8836032,1.3291807,1.316638,0.9624854,1.0038377,0.8788707,0.99241567,0.9096867,0.87365603,0.9989729,1.0192168,1.0001752,0.9703017,0.86436653,0.0,0.89458734,1.0728544,1.0145665,1.125279,0.88110495,1.0181316,0.68631315,1.178777,0.9955199,1.1998405,0.9975274,0.9459601,0.987207,1.1190921,1.1324538,1.2001745,1.0200294,1.3151183,1.0058855,0.860301,0.90781945,1.0146717,1.0293587,1.056243,0.98221487
shovel,1.0976685,1.0184993,1.1418264,1.0511119,0.8509697,1.1730446,1.2062205,0.96171874,0.9120146,0.9036736,1.0472934,1.0067576,0.97571915,1.1027304,0.8858037,1.0044835,1.0598313,0.9282106,0.97250223,0.9771904,1.0337808,0.6528941,1.0873473,0.81059253,0.8431528,1.1569536,1.0403717,0.8782094,0.98332036,0.9391086,1.0047926,1.1601003,1.0695769,1.1255175,0.982944,0.9117814,0.8112803,1.0934229,1.0851761,1.0218374,0.9364281,0.7531234,1.1794362,1.0087357,1.0406309,1.1788212,1.148296,1.0168555,1.0530908,1.1392436,1.1486824,0.94643414,1.1442584,0.96219176,0.97918326,1.0833471,1.1727831,1.1077708,0.787929,1.0421312,0.90456516,0.9125991,0.93558306,1.0222698,1.2476975,1.0798849,0.89684546,1.0522462,1.0381579,1.143746,0.7920855,0.9391367,1.0421704,1.1048583,1.0309817,1.0305951,0.99775743,0.9830694,1.2009002,0.96098334,1.030147,1.1262767,1.0134488,0.6578442,0.93664217,1.0330527,0.95378274,1.006264,0.89458734,0.0,0.6366214,1.0495365,1.0331261,0.93836063,0.80016243,0.98780245,1.0231576,0.9057621,1.0302212,1.1267772,0.94739705,0.9707828,0.8237928,1.0449481,1.230396,0.71119606,0.9499719,1.0710645,0.80827403,1.0307419,1.0878808,0.90937394,0.9145617,0.9925018
