,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,game,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
rock,1.0925673,1.0507532,1.1385701,1.0507244,1.026352,1.0601497,1.105797,0.9999128,0.8910753,0.8719287,0.82940817,0.93540806,1.0471046,1.0489006,1.0200975,0.7084227,0.88979983,1.0552629,1.0086935,1.0760489,1.0602942,1.0483379,0.9912058,1.1989838,1.1126887,1.1220137,0.98598474,1.080525,1.0575912,1.0872916,0.9941518,0.9831131,0.97004366,1.0341039,0.80535936,1.0314192,0.97885174,0.76432383,0.937226,1.0336959,1.0458348,1.1055503,1.1530533,1.1315296,0.95071393,1.1395762,1.1350228,0.7776366,0.98295754,0.9532151,1.0484272,1.0321711,1.0858753,1.0240079,0.95308703,1.0681123,1.0516404,1.0868211,0.9793311,1.0166975,0.9516353,0.9652777,1.0961776,1.03088,0.9071909,0.9282232,1.0524601,1.0958619,1.0028577,1.0053409,0.98950166,0.9975061,1.1966069,0.94994026,1.0266551,1.1124256,1.0498178,1.0520922,1.1235106,0.909116,1.0353421,1.0362849,1.104053,1.0914838,1.038049,0.97878236,1.01382,0.9840035,0.99145955,0.88728756,0.88444436,1.0641401,1.1572526,1.0350854,0.8666697,1.0758183,1.0770603,0.9966108,1.1436794,1.14469,1.0244452,1.0250165,0.0,1.075032,0.8907156,0.88857543,0.9139514,1.0691758,1.0936852,0.92047256,1.0126274,0.9913595,0.9792627,0.9968135,0.6167502,1.0722604,1.0394448,1.1640007,1.070023,0.8188076,1.0742257,1.1090748,1.0527519,1.0437607,0.98074275,1.0562067,0.9080755,1.0259074,0.9978943,1.0775439,1.1895506,0.90177745,1.1713768,0.8536494,0.9545824
rooster,0.57220954,1.134531,0.83579326,1.1886472,1.0579932,0.9469563,0.8696631,1.0424833,1.0782771,1.2758892,1.1351137,1.0189193,1.1172678,1.0957036,0.20136428,0.9555153,1.1525646,0.9494975,0.82544565,0.9821879,1.0422894,0.9666528,0.7951602,1.1965793,0.72685724,0.8849457,0.7893181,1.0760105,0.34812713,0.8238054,0.93054396,0.9269974,1.0260246,1.0985965,1.1788633,0.9748529,1.0508593,1.1853197,0.9822584,0.9972765,0.84884053,0.35081583,0.66923493,1.1240433,1.3166567,1.101612,1.0757091,0.9818309,1.1242062,1.2456149,1.1880462,0.9075256,0.79333395,1.1836331,1.1241354,0.6811693,1.0150652,0.86208606,1.0947088,1.2456328,0.84397846,1.1080078,1.2853932,0.8513161,0.9033767,1.0688113,1.1603893,0.8921106,1.2805631,1.0127368,1.1823697,0.78818154,1.09315,1.1786671,1.2160491,1.080006,1.24674,1.1305698,0.9523791,0.9373169,1.1244814,1.1297209,0.8594124,1.1806816,0.8548138,1.145425,1.2609506,1.1424632,1.0008317,1.0322193,1.1141632,0.80007017,1.1060354,0.9303858,0.81423384,0.8491472,1.1237576,0.7241106,0.88425183,0.79369414,0.821596,1.1062906,1.075032,0.0,1.0963509,1.2102199,1.1466999,0.8984068,1.2296704,1.1576879,1.1200379,1.1976508,1.1588527,0.93367743,1.1786515,0.80446965,1.1326474,0.85348463,0.9565274,1.138407,0.8383129,0.96833974,1.1961044,1.1544285,0.90912724,1.0241266,1.1336268,1.1945521,0.98882097,0.7701907,1.1535943,0.9826123,0.8491906,0.93240416,0.96957505
scarf,1.0166347,0.8319618,1.0112262,1.1739331,1.161033,0.83945405,0.96911496,0.97115535,0.94194007,0.98328435,1.0889893,0.9284086,1.0361532,0.7449902,1.0643127,1.010938,0.94051176,1.0231758,1.0667939,1.0673572,1.044341,1.0637138,1.0847822,1.0712228,0.9851746,0.9461242,1.0290338,0.8953534,1.0973465,0.9460654,1.0319679,0.9302084,1.0367689,0.9819645,1.05676,1.02575,1.0505893,1.0238428,0.97759527,1.011351,1.0971773,1.1210787,0.9386842,0.9610554,0.9631871,0.9775867,1.0615096,1.0987892,0.98699856,0.9994998,0.9722464,0.8607275,1.0672944,0.7998343,1.0433074,0.90941936,1.1108973,1.1427622,0.9632128,0.8111831,0.97915226,1.0808399,1.0731207,0.9473751,0.90146244,1.0188707,1.1916312,1.0163987,0.8945722,1.0005409,1.0167462,0.92052805,1.1224097,0.89603424,1.0455323,1.1591618,0.9067488,0.99595857,1.0107267,1.042612,0.8012403,0.83541036,1.06455,1.094349,0.9177743,1.1393572,0.91022897,1.0828784,0.99110246,0.950421,0.90889335,0.98658574,0.9581263,1.0748186,0.8413653,1.1167785,0.90569836,0.8230623,1.0941842,0.69387853,1.0304767,1.0925632,0.8907156,1.0963509,0.0,0.94948214,1.0992866,0.9233459,1.0457203,0.93939626,1.1447055,1.040401,1.1172944,0.9013231,1.0644317,1.1339675,0.9033721,1.1372671,0.96964335,1.0648836,0.92927647,0.89406025,1.1465883,1.1467075,0.97861385,0.98031783,0.94916517,0.94479823,0.8795023,1.0249739,1.0950674,1.0451165,1.064316,0.9338677,1.0288016
scissors,0.8734524,1.2026616,1.2641612,0.8408411,0.67381924,1.0973299,1.4251876,1.0396336,0.9007728,0.7228973,0.7974947,1.435378,0.798751,0.8350773,1.1598443,0.90445757,0.9308758,0.79380816,1.4422545,1.2606398,0.6302748,1.3691285,1.1388373,1.1294992,1.0106988,1.3946909,1.2119409,1.3038807,1.0960233,1.1148269,1.340512,1.1392033,1.0410925,0.8942824,0.6205239,1.0174661,0.8328331,0.61542237,1.3662682,0.7036058,1.4459965,1.0991861,0.9709583,1.0935816,0.8136806,0.8481103,1.2990067,0.98096496,1.2047116,0.8346648,1.2750062,1.2388805,0.93172616,1.1450613,1.0117444,0.83781075,0.70788693,1.0940704,1.09639,1.0768976,1.4437797,0.8676938,0.81669736,1.3373388,1.1979067,0.5785723,0.8828837,1.1314961,0.8113694,1.1297402,0.60976726,1.2550489,0.90167534,0.84006727,0.8009853,0.93513155,0.9529949,1.3168992,0.9300655,1.4075303,1.2267716,1.1865407,1.1516908,0.94726026,0.8917619,0.76973665,0.97667265,0.7419456,0.91213465,1.2416005,1.2124193,0.97709733,0.9275244,0.8397304,1.2897363,0.90856886,1.1352034,1.2565334,0.89452213,1.1900965,1.3210733,0.98279834,0.88857543,1.2102199,0.94948214,0.0,0.83107394,0.9504123,0.9435505,0.72116387,0.8355551,1.0541065,0.53889155,1.3281496,0.6690975,1.4069467,1.1706005,1.0875437,1.0811949,0.5109297,1.3331343,1.0943111,0.85772216,0.6341251,1.2306011,1.4676808,1.2226045,0.8695055,1.3280896,0.94521236,0.6645572,1.0427349,0.9438068,1.4133596,0.90208083
shirt,0.93181926,1.2567363,1.3027748,0.8914219,0.6874958,1.2398098,1.4437746,1.3240618,1.022168,0.6041231,0.45205933,1.3762205,0.87154704,0.5824022,1.2307287,0.6898546,0.9215423,1.0904406,1.4528482,1.406735,0.90137833,1.419645,1.3072737,1.067659,1.1729597,1.3933146,1.084397,1.2098135,1.000603,1.1852437,1.3978724,1.068065,0.38547754,0.9103037,0.7507204,1.0961696,0.5846801,0.81672496,1.4859548,0.954877,1.4612116,0.9874622,1.1637805,0.95823514,0.8634652,0.9478401,1.2900016,0.5872607,1.1238966,0.53026915,1.1948935,1.3497709,1.0501434,0.94280607,1.2438344,1.2991791,0.9900658,1.1802292,1.0372231,1.0387336,1.4467361,0.54337037,0.7597238,1.3383694,1.3246431,0.894133,0.25666368,1.1862454,0.39572,1.4650733,0.85830283,1.5200126,0.8327905,0.53004444,0.9057368,0.9191086,0.7734869,1.2193179,1.1251091,1.3253889,1.4510449,1.158526,1.3204188,0.73239636,0.8900735,0.23388898,0.37590718,0.8210055,0.9836821,1.428422,1.4223104,0.94759727,1.0627892,0.9529647,1.3504777,0.969399,1.4277594,1.4518154,0.99866676,1.2364291,1.3668091,0.61997056,0.9139514,1.1466999,1.0992866,0.83107394,0.0,1.131956,0.4454438,1.206954,0.5712268,1.0302936,0.53619313,1.4369278,0.72578895,1.2763978,1.1751436,1.1759684,1.4475249,0.9196434,1.3431208,1.2687619,0.2397734,0.6670257,1.4124794,1.4026415,1.2060511,1.1075594,1.4340973,1.3508112,0.91039264,0.9007432,1.2390236,1.3787078,0.8177167
shoe,0.928756,0.98034334,1.0713425,0.9756599,1.050105,0.96459174,1.0803422,1.0308802,0.94568723,1.1238105,1.0634388,1.0561618,0.9765975,1.0448132,0.81651646,0.93420404,1.1697769,0.85153306,0.962391,0.8131944,0.88419694,1.1141411,0.86005986,0.95990247,0.97089523,0.9301293,0.7982815,1.2333882,0.9163552,0.9492794,1.0557784,0.9491615,1.088664,1.1498351,0.98543686,1.1618336,1.0103067,1.1816586,1.008396,0.911886,0.88783,0.9413835,0.9294089,1.1557786,1.1279513,1.1036972,1.020317,1.0927343,1.1778479,1.1347065,1.1802468,1.0560331,1.0647131,0.9858811,1.0266906,0.89750016,0.91317034,0.90987605,1.1784619,0.9730166,0.98617476,1.1761596,1.1398396,1.1246076,0.9458747,1.0198795,1.0787235,0.8004601,1.1062257,0.9284608,1.1077118,0.88043404,0.98403716,1.0353471,1.1970417,0.87375647,1.0020483,1.181526,1.0297807,1.0489924,0.90378934,1.1303076,1.1326956,1.0240673,0.8923673,1.1308473,1.1801118,0.91457057,1.0887142,1.0563186,1.0757478,0.94326913,1.1179667,1.1079593,0.8252462,1.0899965,0.8493309,0.8798989,1.1066519,1.035372,0.8327854,1.1295891,1.0691758,0.8984068,0.9233459,0.9504123,1.131956,0.0,1.1718297,1.0282066,1.158798,1.0470375,0.99738777,0.4256032,1.0291259,0.93326735,0.77686167,0.8835058,0.82146037,0.90201586,1.0788834,0.9445959,1.106227,1.0394218,0.69755477,1.0148381,1.0383813,0.9326168,0.85338855,0.6159818,0.91725695,0.9588012,0.8268065,1.1019428,1.1187066
shorts,0.9241903,0.94925284,1.2837979,0.7832011,0.8719834,1.2780068,1.3424883,1.2487131,0.9987037,0.731523,0.64981896,1.3062317,0.74880505,0.6611651,1.3003521,0.85411966,0.93484116,1.2190874,1.3968003,1.3793429,1.0423408,1.2578523,1.2595754,1.0334785,1.2183633,1.2796258,1.168849,1.0374255,1.0376027,1.0617597,1.427381,1.1138508,0.74940866,0.84948075,0.914222,1.0754149,0.6922217,0.8627218,1.4013352,1.0272306,1.4707878,0.9996532,1.1427112,0.8300494,0.82808614,0.7842524,1.0607164,0.71616673,1.042397,0.52702415,0.950259,1.2959154,1.1360371,0.66952145,1.1805401,1.3858759,1.0407302,1.2098769,0.9741188,0.75291634,1.3624338,0.64845705,0.6255354,1.2079219,1.2719388,1.0175493,0.53714883,1.1980764,0.2692033,1.3407633,0.8664577,1.4760854,0.6548452,0.53469956,0.8300102,0.9824962,0.53613806,1.1211218,1.0894403,1.2936234,1.233896,1.0062386,1.2937818,0.7766938,1.0607793,0.40114248,0.18453693,0.97388864,0.98872685,1.3195539,1.2661755,0.96839875,0.9693738,0.94694835,1.2421565,1.0447698,1.326165,1.3051982,1.0074427,1.0377576,1.3299983,0.7523975,1.0936852,1.2296704,1.0457203,0.9435505,0.4454438,1.1718297,0.0,1.2303743,0.74958664,1.0707448,0.7852226,1.3285116,0.97164655,1.2695069,0.9486124,1.2026458,1.3482547,0.97495294,1.2654109,1.15781,0.44498217,0.74139166,1.408724,1.1122842,1.1531329,1.0412832,1.261647,1.3982644,0.93447804,1.081212,1.1302699,1.318039,0.95025814
shovel,1.1945037,0.89746225,1.1752201,1.0665634,0.87253594,1.1247278,1.0250884,0.77988553,0.9309305,0.95282817,1.2136525,0.89790016,0.9817888,1.2151915,1.1127427,1.2029358,0.76682186,1.0135225,0.8452109,0.8486484,1.0383149,0.89573455,0.8705594,0.9040569,1.0337312,0.79495156,1.0459923,0.905265,1.1804432,0.9266123,0.9854317,1.0005022,1.1589304,1.0038892,0.97469336,1.1867759,1.1949761,0.79896903,0.7563833,0.9109603,0.86698335,1.1668856,1.0496418,0.9323926,0.9883592,1.138501,0.963538,1.2047076,1.087675,1.1531157,0.97291,0.97782296,0.8057566,1.0668675,0.67521596,1.0158513,0.9853226,0.8562272,0.9949552,1.022316,0.9321822,1.1594598,1.0864862,0.9862375,0.9565597,0.92455435,1.1925933,0.9647441,1.1173805,0.6364303,0.8857804,0.8388364,1.1878632,1.13577,1.0292505,0.96487504,1.158247,0.92965114,1.1504166,0.9962348,0.74234056,0.8938667,1.0771585,1.1012979,1.1591861,1.2135229,1.1955667,1.045327,1.1905915,0.77388877,0.7698774,1.1510388,0.96011835,1.1360866,0.97799516,0.8737653,0.8305569,0.9310689,1.2341608,0.8849114,0.9656929,1.0982051,0.92047256,1.1576879,0.93939626,0.72116387,1.206954,1.0282066,1.2303743,0.0,1.1117296,1.0250897,0.98753583,0.9243008,0.8093344,0.9796054,1.0207248,0.88551396,0.65405744,0.7573497,1.0682235,0.8459345,1.1744202,0.98917294,0.89256185,0.941924,0.93888885,0.6100645,0.8380242,0.92259574,1.040285,1.0297172,0.7390269,0.9289753,1.094477
shower,0.94945854,1.2543728,1.2149934,1.0299317,0.8218396,1.193792,1.2836245,1.1161679,0.93162566,0.4740703,0.533989,1.2609084,0.7392118,0.85389924,1.1972597,0.865675,0.9861791,1.1295892,1.3240714,1.2965523,0.9250694,1.201521,1.1969739,1.0287641,1.1000546,1.245113,1.0840049,1.1232708,0.9586561,1.0092591,1.2466037,1.0499653,0.7533373,0.8658097,0.78404284,1.0623064,0.6362367,0.80731237,1.3397437,0.8419224,1.3513825,0.9293744,1.1709423,0.71988696,0.84794974,0.9015763,1.1871665,0.7665938,1.0149758,0.7149852,1.2194054,1.2047889,1.0683477,1.0851566,1.1995395,1.1670575,0.96916074,1.2373993,1.1106323,1.1510761,1.3611873,0.75423396,0.9733555,1.2674651,1.2447407,0.93096995,0.66591877,1.1401854,0.7148441,1.2788084,0.62975496,1.3073642,0.7988745,0.7504832,0.91733617,0.9340024,0.98712313,1.1218785,1.1290735,1.234676,1.2808893,1.2663022,1.1734009,0.6831498,0.9658393,0.61396253,0.6663921,0.9655453,1.0017517,1.3398272,1.3069742,0.93437666,1.0775096,0.95587933,1.2981853,0.9770605,1.2691411,1.281038,0.97558254,1.1398549,1.2981148,0.5384555,1.0126274,1.1200379,1.1447055,0.8355551,0.5712268,1.158798,0.74958664,1.1117296,0.0,0.97402185,0.65206003,1.3303344,0.6785549,1.1929935,1.1665123,1.1254386,1.2953964,0.84227026,1.2450404,1.1480579,0.6802994,0.7226798,1.3093739,1.3023381,1.1359185,1.1458256,1.3167368,1.2607303,1.0027286,0.99664205,1.0586005,1.2419302,0.7914882
sink,1.2776866,1.1928904,1.216972,0.9888245,1.0489484,0.9527285,1.0476271,1.1291531,0.8384078,0.5877887,0.9527566,0.8024111,0.8272128,1.1279483,1.0687488,1.0291301,0.66338015,1.0455761,0.90999466,0.47515643,1.0220677,0.97722375,0.79980284,0.5743762,1.0569755,0.7920833,0.6638957,1.1258205,1.0835352,0.98607236,0.90120506,1.0069115,1.0448344,0.9540001,0.8250934,1.2963533,1.057354,1.0037534,0.9613745,1.0359452,0.7517603,1.118676,1.4088051,0.9534555,0.59415543,1.1286879,0.97274065,1.0356538,1.1013081,1.0395737,1.2075256,1.0045202,0.97876376,1.2495447,0.68955654,1.2652164,1.0938208,0.91977805,1.1639051,1.1503755,0.87666124,1.0745413,1.1221483,1.1649889,1.0938095,1.0512193,1.0119785,0.7195437,1.1396241,0.7244805,1.0037423,0.82262874,1.0672046,0.9618842,0.9739708,0.95931304,1.2058604,1.0770824,1.1666377,0.92744744,0.9652993,1.0441345,1.1773618,0.592795,1.1973264,1.1040626,1.0709409,0.9360173,1.2092195,0.7894108,0.7586378,1.0543971,0.9279336,1.1980875,1.0372728,0.9725423,0.5098289,1.1713231,1.1552427,1.2068862,0.87374973,0.6453128,0.9913595,1.1976508,1.040401,1.0541065,1.0302936,1.0470375,1.0707448,1.0250897,0.97402185,0.0,0.9401314,0.9777816,1.0106305,0.76905847,1.135654,0.8456663,0.70982176,1.1954131,1.1653422,1.1346071,1.0306295,0.83999234,0.9621643,1.1286424,1.0808316,0.8841463,0.9769092,1.1546785,0.6769327,1.0011166,1.0722255,0.8436824,0.9431569
slide,0.7469034,1.3658526,1.2738582,0.9707868,0.6207408,1.137631,1.4798304,1.2680398,0.96322227,0.4785049,0.37922347,1.5041959,0.6477898,0.73581916,1.1565475,0.61548185,0.82918274,0.8587405,1.5109048,1.2820345,0.60566413,1.4479419,1.2046187,1.0565046,1.1192776,1.3953199,1.1014736,1.3969116,0.9167125,1.0189658,1.4572647,1.0841901,0.71523714,0.8692367,0.8074689,1.0552418,0.4954967,0.76203567,1.5146699,0.6021903,1.4958757,0.9387175,1.0870347,0.9672418,0.7680253,0.9302231,1.3360307,0.6025934,1.2545526,0.8109132,1.4306946,1.350181,1.0302222,1.1973277,1.3161653,1.120113,0.71910876,1.0843244,1.2848594,1.2247189,1.5244951,0.8134477,0.998941,1.5027564,1.3197163,0.7416115,0.52002776,1.0699292,0.6512976,1.4107578,0.5986372,1.4293185,0.7078206,0.7381488,0.82584184,0.9184041,1.0023204,1.3840154,1.010235,1.4021001,1.4205208,1.4237716,1.2613776,0.7333306,0.9022914,0.51234686,0.7654643,0.6812089,0.8644365,1.5063542,1.4841069,0.8757779,1.0324913,0.8817402,1.3361486,0.99451697,1.266073,1.4477773,0.8829932,1.3727295,1.3644334,0.7008679,0.9792627,1.1588527,1.1172944,0.53889155,0.53619313,0.99738777,0.7852226,0.98753583,0.65206003,0.9401314,0.0,1.4572768,0.59454906,1.3280754,1.1909535,1.0755647,1.348304,0.70091426,1.3851533,1.1726297,0.5553819,0.47475773,1.2587602,1.5580094,1.321624,1.138511,1.4161633,1.0365521,0.65886164,0.95153415,1.0663595,1.5366874,0.7537006
slipper,1.3007333,0.7081765,0.9037342,1.1364971,1.2861531,1.0431685,0.5821269,0.770903,1.1202675,1.4112886,1.4193778,0.38784623,1.2501984,1.3631467,0.8386018,1.2619398,1.0737923,1.0129261,0.3320626,0.647963,1.2727921,0.5010668,0.7666609,0.98505455,1.0182393,0.5172027,0.7268262,0.6840046,1.1111637,0.9541455,0.5526495,0.997727,1.2402283,1.2836007,1.2313747,1.1844811,1.3766584,1.3618561,0.27094007,1.2738098,0.39011788,1.1086687,0.9834646,1.1675514,1.2617438,1.2188728,0.74513745,1.3035512,0.885962,1.2547153,0.6736649,0.5524336,1.1971775,0.89453197,0.7516384,0.96349245,1.2247005,1.0253636,0.8170577,0.8755139,0.34518218,1.25873,1.186731,0.4937817,0.76917684,1.2337577,1.3720583,0.8934297,1.3394647,0.49090886,1.3761907,0.55986345,1.2214872,1.3043401,1.3935709,1.137698,1.1372583,0.6296787,1.268414,0.36093348,0.61104697,0.6024581,0.97689855,1.2963772,1.1434206,1.4291883,1.3141084,1.2580409,1.3087234,0.36807716,0.46609056,1.1741354,1.2075788,1.2387615,0.56975853,1.2800542,0.6793426,0.52531934,1.3751788,0.7052847,0.35169226,1.3874245,0.9968135,0.93367743,0.9013231,1.3281496,1.4369278,0.4256032,1.3285116,0.9243008,1.3303344,0.9777816,1.4572768,0.0,1.2015166,0.61830485,0.80344176,0.99768174,0.59133255,1.138537,0.66971374,0.66355777,1.3824096,1.5121,0.5177072,0.42844933,0.5581265,0.89175415,0.57954293,0.59431237,1.4064335,1.041464,0.77061737,0.33516037,1.3014435
snow,0.9777971,1.1971041,1.3269403,1.0445161,0.65111566,1.1491189,1.3219118,1.1107771,0.9557466,0.6137588,0.5291109,1.1695173,0.794942,0.8989869,1.1628666,0.7028632,0.7448596,0.98679835,1.2264128,1.2622894,0.8652605,1.2384356,0.9719368,1.2090039,1.1758385,1.2926297,0.9900994,1.2337376,1.034133,1.0251157,1.2252092,1.04595,0.82083595,0.925558,0.8285608,1.1146164,0.73571205,0.87292325,1.1498528,0.8615198,1.2877662,1.0726311,1.1866821,0.9828303,0.8916204,1.1146879,1.2732183,0.608209,1.1643566,0.9928765,1.298702,1.2238603,1.0091466,1.1325568,0.97344226,1.1726421,0.8631458,1.1409322,1.1664127,1.1572461,1.230952,0.8746206,1.0928465,1.2878773,1.0638165,0.6553641,0.8100976,1.1950775,0.8444232,1.1065722,0.6781633,1.2148654,0.8972354,0.8512869,0.9798159,1.0022707,1.0558547,1.2003546,1.2713597,1.1663045,1.234433,1.2580063,1.2442081,0.9478067,0.9354632,0.77778375,0.91830045,0.86426854,1.0240638,1.1254644,1.1216307,1.0228012,1.1073331,1.0482696,1.0758184,0.96504307,1.2023458,1.2213013,1.1039331,1.1803099,1.1862322,0.847095,0.6167502,1.1786515,1.0644317,0.6690975,0.72578895,1.0291259,0.97164655,0.8093344,0.6785549,1.0106305,0.59454906,1.2015166,0.0,1.2656448,1.0660571,1.219239,1.1722364,0.5213124,1.3348951,1.2469347,0.83038867,0.70912963,1.0939153,1.3078363,1.037875,0.9653614,1.2182556,1.0317695,0.977146,0.86854017,1.0954398,1.166836,0.7783066
soap,1.1804211,0.9020568,0.92142445,1.0932454,1.2737997,1.0381459,0.6785041,0.8530683,0.9818417,1.2219772,1.3173544,0.6168046,1.1377084,1.2743857,0.774491,1.2613225,0.98763293,1.0290898,0.4946205,0.62063545,1.1741734,0.6983236,0.6938828,0.7607578,0.89958566,0.4822756,0.5647692,0.91472626,1.0150098,0.885893,0.53953445,0.8531418,1.1790302,1.1197773,1.213156,1.1517333,1.2918496,1.201987,0.6201972,1.1019785,0.45611507,1.0224544,0.9631997,0.945734,1.1525439,1.1907834,0.7475815,1.2053782,0.98346674,1.3034859,0.9504727,0.75627494,0.94573057,1.2068479,0.78815866,0.95996404,1.115269,0.8599048,1.050776,1.0980134,0.4776755,1.2983897,1.2457283,0.770877,0.79535186,1.2221515,1.2449883,0.70066875,1.3758314,0.63383496,1.2148861,0.6165885,1.2230344,1.1981559,1.2266123,0.98315185,1.3117862,0.85527635,1.1890446,0.7090012,0.6412084,0.9147944,0.91127354,1.0150942,1.0698228,1.3164134,1.3192592,1.142081,1.2103468,0.63316983,0.6710599,1.1811153,1.1539483,1.1879358,0.7100372,1.0057096,0.7023525,0.7310524,1.223956,0.8560567,0.49907553,1.021553,1.0722604,0.80446965,1.1339675,1.4069467,1.2763978,0.93326735,1.2695069,0.9796054,1.1929935,0.76905847,1.3280754,0.61830485,1.2656448,0.0,1.0148259,0.84541863,0.6445397,1.1781204,0.78487045,0.69387734,1.2756538,1.2615988,0.73284256,0.7232775,0.9747737,1.0631487,0.516002,0.79008067,1.1503547,1.0955969,0.78248096,0.5898081,1.152944
sock,1.0318295,0.4060222,1.1531308,0.9647065,1.0601952,1.0465786,1.0320276,1.0922651,0.82563585,1.173931,1.1041319,1.0183163,1.0105733,1.0302916,1.0965104,0.83905435,1.0791658,1.1452653,0.95527494,0.94944656,1.1515046,0.9758448,0.8762673,0.8108542,1.1046363,0.8347401,1.1003383,0.931428,1.0268161,0.88465524,1.1053681,0.88279545,1.0374837,1.0341103,1.0316877,1.1042433,1.0072913,1.0846997,0.94497496,1.0891283,0.8947949,1.0714651,0.9688103,0.9754841,1.2182003,1.1502099,0.694415,0.9838581,1.0754416,1.1056484,0.7612848,1.1086221,1.0885721,0.5051556,0.9099289,1.2083826,1.120926,1.015917,1.0611833,0.26231563,0.9221034,1.1016142,0.7911658,1.0068876,0.9719408,1.164769,1.1494386,0.9293795,0.9101495,0.8905929,1.0516968,0.9997414,0.6700623,0.98738164,0.96103454,0.88298464,0.4876873,1.070866,1.0659522,1.0442442,0.812003,0.96871406,1.1331859,1.1297976,1.0961227,1.088533,0.92306614,1.0581704,1.1169213,0.9952725,0.9555208,1.0983143,1.0807828,1.204965,0.62012255,1.0895615,1.0205259,0.9317383,1.1422677,0.8777956,1.0116452,1.1307685,1.0394448,1.1326474,0.9033721,1.1706005,1.1751436,0.77686167,0.9486124,1.0207248,1.1665123,1.135654,1.1909535,0.80344176,1.0660571,1.0148259,0.0,1.02643,0.8535793,0.9785966,1.1409903,0.9587658,1.1315577,1.1593657,0.8251017,0.48556077,0.7702383,0.80952716,0.65178573,1.0358198,1.1414193,1.1044346,0.97711015,1.0528421,1.0888816
soup,0.9788815,1.0547295,1.0108142,0.94626456,1.0356311,0.862206,1.0229127,0.85142505,0.9510687,1.1917858,1.2407974,1.0643245,1.1303155,1.0706272,0.7571715,1.1066856,1.1224775,0.8720801,0.9772683,0.5709914,0.95308053,0.87961847,0.9242042,0.94133025,0.8409446,0.9764772,0.967702,1.1563123,0.9227841,1.0279807,0.89912266,0.9933458,1.1270584,1.1224967,1.0365256,1.0638387,1.2040508,0.82984877,1.0766144,1.0326033,0.8394772,0.9144786,0.99917483,1.1076185,1.1841516,1.0840135,0.9669661,1.1283886,1.0651399,1.1713306,1.1662073,1.0761758,0.82130855,1.1794678,0.9015184,0.81436557,0.88949573,0.6233251,1.1127737,1.1562642,0.95460576,1.1929774,1.1223726,1.1126059,0.9318638,1.062186,1.1377039,0.72250986,1.2589774,0.8286429,1.1099942,0.93394965,1.0227959,1.1341132,0.8937685,0.9262651,1.1858295,1.1086786,0.8201244,1.069686,0.90310353,1.1542158,0.9453627,0.98826885,1.0163587,1.1579652,1.2779858,0.92770267,1.0082247,1.0875627,1.1189816,0.9867494,0.928616,1.0537668,0.9808414,0.8628214,0.6734749,1.0097568,0.93388873,1.125328,0.98301977,1.0574046,1.1640007,0.85348463,1.1372671,1.0875437,1.1759684,0.8835058,1.2026458,0.88551396,1.1254386,0.8456663,1.0755647,0.99768174,1.219239,0.84541863,1.02643,0.0,0.72938347,1.0698608,0.9774572,1.0098485,1.1584144,0.99081063,0.93793225,1.0451231,1.1619099,1.0419743,0.91266245,0.9373143,0.74891025,1.008211,1.0098085,1.069919,1.1159066
