,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
strawberry,1.4542822,0.9524704,0.3234291,0.98344624,1.3776408,0.4736756,0.43401963,0.84912723,0.96025205,1.4734988,1.4448488,0.4481731,1.2772205,1.4303329,1.0575681,1.3864722,1.3306923,0.9115176,0.2845186,0.7621065,1.3689191,0.49802208,1.2114329,0.7713911,0.46908784,0.62723094,1.2396259,0.9272938,1.3263543,1.0854558,0.97623676,0.6049622,1.338059,1.1404495,1.3334181,1.1998327,0.86827904,0.8583421,1.4122984,1.133517,0.32479358,1.4528708,0.3374365,0.90590763,1.2819152,1.2406732,1.0586406,1.2935336,1.3467762,1.3645468,0.7856072,0.40577745,1.194593,0.8247764,1.0919816,0.89309317,0.9258028,0.85988367,0.48482955,0.7630138,1.1430762,1.4299166,0.64901906,1.2607383,1.1906272,0.9704974,1.218707,1.2172251,0.4910255,1.0251867,1.4779959,1.3373927,1.0586371,1.4479938,0.57564867,1.4661732,0.6418881,0.5995643,1.2443243,1.1879566,1.2186426,1.3902147,1.1321998,0.74716926,1.2624532,0.24568605,0.6358955,0.513819,0.42981374,0.32435155,1.4227875,1.1886832,1.3592448,1.4218287,1.3338448,0.4774685,0.43820506,0.543259,1.2285014,0.9853835,0.66047835,0.9314621,0.92770183,1.0218793,0.6451513,1.2347895,0.5636337,1.4451478,0.76101017,1.3414577,1.1227075,1.386467,1.0818882,1.3687027,0.47343636,1.1800514,0.8805673,1.462611,0.2782563,1.2464533,0.5777993,1.1147573,1.1866238,0.6712647,1.1543033,1.1051426,0.0,1.2365893,1.399197,1.463686,0.5012504,0.6649129,1.0091031,1.288692,0.65222687,0.7797185,1.1943264,1.0943394,1.1100383,1.0129992,0.26959562,1.260028
stroller,0.8267119,1.1339146,1.2365727,1.2460151,1.0362641,1.1875829,1.2788194,1.1078267,1.0793493,0.7853571,0.74600327,1.2441531,0.804833,0.91587454,1.0955311,0.8940242,0.77652836,0.9987167,1.2152896,1.152369,0.8063973,1.2793454,0.9123557,1.1258343,1.2454586,1.2269291,0.48488158,1.1390269,0.9033552,0.92738116,1.1905116,1.2674502,0.71274596,0.86451125,0.8050433,0.91640127,1.1976126,1.1822203,0.74798656,1.065434,1.3607969,0.76914155,1.249373,1.1282932,0.9687939,0.9133196,0.76004064,0.73220944,0.97331554,0.90839493,1.1933991,1.3058729,0.76978654,1.2312301,0.62613785,0.8661602,1.1260598,1.207721,1.3463126,1.118088,1.0388815,0.81100434,1.1475273,0.80945784,0.7712777,1.0004016,0.7143852,1.0245351,1.0736761,0.87576324,0.85898817,0.74838156,1.0326053,0.8515582,1.3257856,0.5848997,1.2599683,1.2985852,0.9878535,1.0467522,0.8903394,0.91355884,0.5179746,1.1199971,0.96901834,1.2709839,1.266859,1.3017622,1.2714717,1.2588116,0.8717621,0.9652956,0.720906,0.8468417,0.9561283,1.3462454,1.3719853,1.3161795,0.9094449,1.1467702,1.2514573,1.1765292,1.174067,0.9841847,1.2373537,0.8751352,1.1530463,0.788047,0.99335176,0.7090979,1.088145,0.7626642,1.0832771,0.92319214,1.2847164,0.73966926,1.0588773,0.743742,1.3325955,0.721576,1.2749184,1.1000096,1.1338407,1.3563763,1.1472867,0.85474336,1.2365893,0.0,0.79463404,0.77831256,1.3261964,1.2633578,1.1841323,1.0993884,1.2828498,0.98320293,0.92326045,0.88495743,0.7541218,1.0222546,1.2916193,0.67955095
sweater,0.67910296,0.92772025,1.3497833,1.1281935,0.61611474,1.3882791,1.5296775,1.2559189,1.3144773,0.7140254,0.53952676,1.4145944,0.97267324,0.30411,1.1654563,0.7249689,0.7381368,1.2607627,1.501282,1.429141,0.88594455,1.448069,1.0118471,1.4273698,1.3449826,1.5237844,0.82599765,1.1258062,0.8125061,1.0948337,1.2944083,1.4329377,0.7512831,0.44146407,0.8452124,1.1187892,1.2896273,1.3038266,0.47868323,1.0253233,1.568831,0.7769196,1.5386051,1.1632723,0.8289025,0.82537806,0.992256,0.8492825,1.0187651,0.24164641,1.0488986,1.3739073,0.4714147,1.1108052,0.95278275,1.1661633,1.2987299,1.0814892,1.5419681,1.390068,0.9755305,0.83878464,1.1356024,0.76436603,0.7603672,1.2765819,0.46258283,0.8079273,1.2758722,0.9100641,0.74429035,0.1782003,1.1676627,0.2936591,1.4777889,0.65681434,1.5017526,1.2119496,0.85190594,1.0068148,0.985736,0.64174664,1.0324186,0.9501022,0.8497564,1.3646158,1.4432501,1.2842385,1.3560957,1.3022577,0.70283103,0.86140954,0.2406097,0.28610635,0.88025784,1.5658519,1.5370071,1.4410639,0.8422481,1.2937021,1.4160107,1.2734509,1.3598642,1.1487696,1.2702985,0.94725585,1.4815311,0.70481503,1.2659618,0.36905134,1.2408469,0.1580782,1.0148104,0.45847106,1.4376762,0.8796596,1.307266,0.58369786,1.4294252,0.74056137,1.4287256,1.0271419,1.0635247,1.5274231,1.2543823,0.8654635,1.399197,0.79463404,0.0,0.59453726,1.538181,1.0961556,1.1180652,1.0866281,1.4296931,1.3230162,0.91283876,0.91132104,0.79132974,1.2574558,1.4305534,0.8602748
table,0.6226991,1.2154641,1.4416926,1.1846575,0.77712035,1.2767731,1.4693699,1.2971737,1.0761881,0.5175706,0.3331468,1.4953358,0.6382473,0.6552303,1.2972823,0.6256587,0.6108227,0.9023529,1.4466352,0.9975309,0.47198606,1.4239829,0.8556267,1.2521412,1.5540736,1.448312,0.9008402,1.3311257,0.8122831,0.7882453,1.1839027,1.3822868,0.5760386,0.7470179,0.43589312,0.9572461,1.1071345,1.2444879,0.40849805,1.021654,1.5729375,0.45104122,1.4313302,1.1137407,0.70726407,0.8241482,0.9415453,0.733934,0.7506635,0.70051485,1.3022892,1.4448004,0.84458756,1.3288717,1.0399159,1.2847133,1.1748064,1.3269377,1.4997659,1.3294439,1.0113938,0.5832256,1.4450121,1.0614446,0.7136811,1.0892932,0.8552423,0.9186233,1.4438491,0.8823915,0.6094055,0.6060077,0.814114,0.7419654,1.4405711,0.39313275,1.3353262,1.387078,0.75332314,0.8570716,0.73539007,0.73292583,0.940647,1.262059,0.7944196,1.5304965,1.5520531,1.5844183,1.4646866,1.4449393,0.59679615,0.79326016,0.54818904,0.73785716,0.569824,1.5570406,1.5239092,1.4882529,0.64893305,1.177859,1.3200712,1.3157302,0.9183602,1.0740881,1.368747,0.9670852,1.4002244,0.5631669,1.389621,0.7169723,1.0372298,0.55325854,1.1396676,0.8924766,1.5303226,0.7970581,1.0215523,0.49480075,1.6162368,0.64014363,1.3535047,1.1015666,0.8076701,1.2976387,1.1743482,0.9353199,1.463686,0.77831256,0.59453726,0.0,1.3615457,1.451275,1.2829297,0.8574902,1.5611501,1.0302515,0.4615475,0.8562466,0.8648347,1.078903,1.6235609,0.7315635
tape,1.5341856,1.0296472,0.4676869,0.8300644,1.4666631,0.27563584,0.2788993,0.7637536,0.7649703,1.4197414,1.4734172,0.6104438,1.1581482,1.4961431,1.091689,1.3358676,1.2503681,0.7335887,0.43546563,0.45057166,1.193846,0.52207667,1.0938855,0.3923998,0.62644994,0.5253899,1.1531324,1.0388497,1.3324431,1.0389323,0.78091455,0.43491304,1.4476006,1.3097711,1.2357583,1.0989987,0.57942253,0.7360076,1.4705378,1.1354991,0.4039111,1.4290454,0.3559829,0.88943624,1.0338142,1.2469193,1.0640185,1.3559148,1.0424584,1.5165222,0.998368,0.34479427,1.4328747,0.95611596,1.1637481,0.91283137,1.0051425,1.0597445,0.5232271,0.592563,1.1451504,1.2889376,0.909784,1.2459471,1.2441568,0.7221272,1.4383264,1.2829839,0.57104003,1.036431,1.3630352,1.4709646,0.8136687,1.5089719,0.55167556,1.5380857,0.4937222,0.78232294,1.353482,0.9751592,1.1024132,1.4666061,1.1019739,0.9692308,1.3540382,0.5637825,0.6630041,0.7754121,0.63577056,0.50296545,1.2869692,1.1668979,1.4971244,1.5356697,1.1517925,0.45648867,0.5015938,0.66605306,1.296788,0.7708198,0.6024353,1.0607574,0.595414,1.0454012,0.6564673,1.1337978,0.409382,1.4158874,0.8428416,1.3891487,0.87495005,1.5277957,0.9844472,1.3907869,0.61660576,1.1046947,0.6844059,1.4936527,0.52323794,1.2966754,0.35150784,0.887519,0.88409674,0.46858007,0.9043268,1.1704693,0.5012504,1.3261964,1.538181,1.3615457,0.0,0.8871539,0.9639959,0.96083385,0.6924137,0.5338078,1.1045586,1.1609602,1.1969047,0.89122385,0.57332283,1.3304989
toe,1.4030094,0.22304189,0.6153242,0.43528485,0.9275792,0.9216704,0.8038312,0.90022224,1.2245502,1.3520243,1.4079821,0.75345886,1.2911049,1.0283984,0.9555137,1.3354645,1.3202391,1.1636943,0.9010145,1.2205186,1.4104922,0.88135636,1.1326414,1.0216006,0.70479614,0.8797459,1.3162541,0.5578134,1.2145863,1.1865609,1.0752828,0.89750725,1.3536611,1.0777025,1.3508042,1.3525509,0.96626925,0.9217652,1.2824391,1.1922516,0.68746483,1.4735271,0.9033024,1.0275003,1.1898892,1.160948,1.1692955,1.2862617,1.1979849,0.9871162,0.3857392,0.58507216,0.8762157,0.20356083,1.0107213,1.0475259,1.0883886,0.19085789,0.84702396,1.0570639,1.2906147,1.4186541,0.4349358,0.7774167,1.3074392,0.9421797,0.97586995,0.546639,0.6587908,1.18132,1.2946374,1.2042017,1.3108733,0.96550477,0.8758634,1.3774176,1.0510209,0.6879461,1.2650483,0.9342588,1.3442116,1.1145395,1.1226499,0.39354467,1.2530487,0.48689032,0.8127871,0.39853668,0.5095395,0.5199572,1.354634,1.2257686,1.2475471,0.9442199,1.1907411,0.7496416,0.70626855,0.6869432,1.1087273,1.050173,0.98292804,0.86980796,1.1823021,1.1183336,0.67513025,1.2166543,0.9879117,1.3842976,0.8837292,1.1589211,1.1797508,1.2083213,0.6793341,0.83009386,0.7015832,1.2040448,1.2022555,1.299161,0.4165691,1.3176881,0.87431145,0.6845989,1.0677652,0.9428258,1.0262225,1.095928,0.6649129,1.2633578,1.0961556,1.451275,0.8871539,0.0,0.5061337,1.0504856,0.85617816,1.1500027,1.2734909,1.2182215,1.2049775,1.1909165,0.5164375,1.2961733
tooth,1.1916487,0.65733457,0.8696376,0.591719,0.8746009,1.0638437,0.9857337,0.95860416,1.1999439,1.1837709,1.3282264,0.9353338,1.152236,1.0354444,0.7958311,1.2423538,1.2011722,1.151961,1.0987823,1.2010593,1.2546866,0.97927725,0.9895315,0.9838647,0.90878296,1.0123149,1.1643761,0.664667,1.1595253,1.1750033,1.0066522,0.92890924,1.2153149,1.1191419,1.2180929,1.0796824,1.0050577,0.8764497,1.2209313,1.013063,0.7530173,1.2845662,1.045737,1.0232998,0.9049221,1.1431361,1.173894,1.1813394,0.9968649,1.028737,0.6310123,0.8615298,1.0097718,0.45383936,0.9441294,0.89089054,0.99030495,0.6038258,0.8144543,0.97144103,1.1409564,1.13051,0.72978806,0.7200152,1.2856537,0.6922936,1.0940322,0.65519005,1.0004549,1.189935,0.95567167,1.1952479,1.1733667,0.9457911,0.85691684,1.158093,1.0782737,0.85699886,1.1546328,0.88255614,1.2141316,1.0194232,0.99229026,0.61012065,1.12932,0.7465322,0.8722477,0.63919085,0.79815376,0.85367393,1.2393488,1.0546217,1.2257421,0.9553521,1.0197449,0.73836803,0.7421375,0.7476176,0.96680355,1.0737851,0.99525774,0.90366143,1.1016544,1.1397303,0.837356,1.1489353,1.0561059,1.230925,0.9977785,1.1516122,0.9024643,1.1827912,0.8329831,0.81075895,0.96454453,1.1585997,1.0498108,1.1614575,0.77310514,1.29166,0.9359581,0.7448549,1.0002992,0.86696076,0.6367106,1.0222584,1.0091031,1.1841323,1.1180652,1.2829297,0.9639959,0.5061337,0.0,0.65291953,0.9409863,1.1194782,1.1365108,1.2615793,1.2136753,1.0969113,0.8045715,1.2258583
toothbrush,0.9749182,0.96707183,1.2648427,0.74903643,0.76641726,0.9864312,1.1125121,0.9303874,1.1626682,0.95059776,1.0812176,1.2372017,0.9898343,0.9865178,1.0631446,1.0494375,1.0174218,0.9106185,1.2101922,0.91704994,0.914063,1.1151602,0.7160739,0.99280864,1.2482499,1.1710911,1.0495206,1.0540278,1.1382366,1.1273512,0.95506114,1.1074624,1.0070606,1.1119545,0.9316379,0.8213507,1.1097654,0.94474983,1.1319419,1.0791326,0.8870804,0.9752589,1.110738,1.0646284,0.7731191,1.1397452,0.9903308,1.0383637,0.8294513,1.0732796,1.0837194,1.1240262,1.0612708,0.88130534,1.0709289,1.0687495,1.0479664,0.9294385,0.88952637,1.0089109,1.0570614,0.7945037,1.1546214,0.92464453,1.1047156,0.66267884,1.1290604,0.6922424,1.1822422,1.0468025,0.6586944,1.1035929,0.9544916,0.9726521,0.909792,0.9075657,1.0265572,1.0401187,1.004603,0.6831915,0.90457344,0.9050513,1.0221747,1.0731725,0.9821627,1.2006468,1.079001,1.1697755,1.187594,1.2431983,1.0286125,1.0689064,1.0471013,1.070505,0.7133788,0.8548522,0.84084255,0.96667373,0.9303745,1.077931,0.99776626,1.117183,0.8673736,1.0071825,1.1560354,1.0476958,1.1432309,0.9970937,1.2056406,1.0456254,0.45227957,1.0574759,0.97740865,1.000233,1.1609606,0.9681299,0.9508976,0.83776855,1.2048774,1.1453823,1.020827,0.72642875,0.7276247,0.6630529,0.63514423,0.82117236,1.288692,1.0993884,1.0866281,0.8574902,0.96083385,1.0504856,0.65291953,0.0,1.1154268,0.8544835,0.79328454,1.0913107,1.1707526,0.9809332,1.2847974,1.1166699
towel,1.255525,0.9675061,0.7893821,0.96616113,1.2763476,0.9379805,0.68047893,0.7338587,0.6493919,1.3256193,1.3499789,0.4834351,1.003147,1.3390517,0.70699024,1.0959902,1.4053773,0.92986965,0.46905524,0.8752656,1.3007778,0.58499116,0.9505909,0.64567137,0.6117042,0.30922866,1.2312816,0.67439574,1.088579,0.7348975,0.7856284,0.7162601,1.2778631,1.2676275,1.186274,0.9440162,0.99196076,0.7917937,1.3287834,0.8322596,0.48003542,1.2457513,0.466945,0.9089238,1.3522074,1.1003013,1.0880787,1.0725397,1.1774576,1.363678,0.93218076,0.7678273,1.4879496,0.9431237,1.0487553,0.8048191,0.60952723,0.8428929,0.50290555,0.74087864,0.9206187,1.4612561,0.9037212,1.0350971,1.3202531,0.9793412,1.4069813,1.2372555,0.7201401,1.1550972,1.3176785,1.4010475,1.0705168,1.178139,0.5575918,1.3754623,0.661597,0.62814295,1.03851,1.1764778,1.1355805,1.2064427,1.1184608,1.0866835,1.1045352,0.71408254,0.07699573,0.5452582,0.8084227,0.79954314,1.302473,1.1532776,1.4260112,1.1665326,1.2712966,0.49373883,0.54236495,0.5197245,1.267245,0.5276319,0.6600323,0.53716373,0.88363665,0.9051385,0.773219,0.8436839,0.53963464,1.2546743,0.65258455,1.4081721,0.97111744,1.4945118,0.902313,1.1133267,0.40677226,1.202672,0.8386182,1.402939,0.5012895,1.2584791,0.6187679,0.7606622,1.1591208,0.6409017,0.9057424,1.2591416,0.65222687,1.2828498,1.4296931,1.5611501,0.6924137,0.85617816,0.9409863,1.1154268,0.0,1.0121413,1.3342245,1.2543352,1.1372957,0.67804915,0.5540663,1.2115358
toy,1.1417875,1.1826928,0.76068616,1.0677836,1.3657316,0.4114108,0.6470998,0.68680227,0.7415438,1.341027,1.1773896,0.99282295,1.118456,1.260721,1.2671189,1.086202,0.9731357,0.41875404,0.76006687,0.63118887,0.79407644,0.83075476,0.90790963,0.70997626,0.824456,0.9281313,0.91699415,1.2999283,1.1924815,1.1205862,0.86140054,0.79887956,1.2795922,1.1773889,0.9909804,0.96827394,0.7623269,0.87051076,1.2385516,1.1076677,0.74873304,1.1000143,0.74879515,0.8536021,1.0287439,1.0872746,0.5358741,1.313744,1.0164493,1.3194563,1.1306587,0.8387636,1.1825051,1.1508564,1.1059334,0.95623404,0.9749225,1.2632054,0.8678392,0.3652023,1.0571684,1.1293725,1.1042615,1.148901,1.0974327,0.42960274,1.2355478,1.1836689,0.68895334,0.9194447,1.1825926,1.2237345,0.85985523,1.4014711,0.92198575,1.2218318,0.85794383,1.0500729,1.2208153,0.9300621,0.93188983,1.2115476,0.82315916,1.1472851,1.1364973,0.99828035,1.0404637,1.095223,1.0370843,0.8230866,1.2245436,1.1695515,1.1776128,1.4671423,0.89487123,0.80514884,0.82287484,0.95868075,1.0241488,0.89844656,0.8119304,1.1915838,0.78929406,1.0185857,0.83701473,0.9673655,0.7775597,1.2992016,0.8499899,1.1534829,0.7076398,1.25948,0.9349953,1.4149625,0.9156334,0.89089906,1.024632,1.1568277,0.93910384,1.1267462,0.6951382,1.0935442,1.0588547,0.7745103,0.92307013,0.89955294,0.7797185,0.98320293,1.3230162,1.0302515,0.5338078,1.1500027,1.1194782,0.8544835,1.0121413,0.0,0.83558106,1.0672654,1.0216333,0.9658561,0.91965455,1.2478061
tray,0.90042645,1.1704642,1.0962445,1.0140859,0.9376449,1.0136172,1.2111375,0.98839307,1.0334492,0.92244977,0.80406904,1.2898799,0.7955164,0.8623325,1.3373466,0.8443531,0.82999444,0.82221836,1.2470988,0.7168867,0.6366664,1.1015153,0.9440019,1.1390746,1.2963457,1.2990193,1.0106215,1.3176761,1.074728,1.103782,0.91659,1.1847838,0.9520355,0.96216244,0.73611724,0.95748794,0.9720037,1.0233656,0.8571371,1.0063012,1.2688762,0.7992741,1.2344368,1.0179844,0.7909815,1.0249146,0.88176167,0.9957436,0.81031275,0.91385406,1.1871178,1.125513,0.9745729,1.2114053,1.0039144,1.180195,1.0742847,1.2037337,1.244377,1.0842271,1.0522131,0.79116464,1.2974144,1.0547063,0.90557367,0.90450966,0.9578978,0.93180066,1.2855994,0.98459786,0.8352392,0.89082706,0.7716918,0.9912191,1.2174026,0.7947691,1.213388,1.2968822,0.9615587,0.7168454,0.66124773,0.90923667,0.9605658,1.1251531,0.9681457,1.2962656,1.3131897,1.3844553,1.2692782,1.1428367,0.7625169,0.99378324,0.8351042,1.0181085,0.63890356,1.2914106,1.2523947,1.207092,0.8502023,1.0671164,1.012681,1.2754585,0.63368005,1.0789821,1.0600096,1.032136,1.1855595,0.8310054,1.2778924,0.9220022,0.95091015,0.8594251,1.1148264,1.0299355,1.3475946,0.90095997,0.9852304,0.8972568,1.3696215,0.94912773,1.0978321,1.1345185,0.6371255,1.0432184,1.0636282,0.81464225,1.1943264,0.92326045,0.91283876,0.4615475,1.1045586,1.2734909,1.1365108,0.79328454,1.3342245,0.83558106,0.0,0.90689677,1.0593582,1.150751,1.3771863,0.997876
tree,0.9042271,1.1637375,1.0898495,1.1770582,0.9951608,1.0486543,1.0978621,1.0957975,1.1372471,0.9198693,0.86669534,1.0769049,1.0022637,0.95399654,1.1662717,0.91808504,0.69169295,0.99325144,1.0655035,1.020392,0.94809747,1.0445818,1.1093531,1.2063552,1.1121421,1.243362,0.8800849,1.2280068,1.0207622,1.1033504,0.99128395,1.0680983,0.8588271,0.8628795,0.93782306,1.035776,1.0492554,1.0880855,0.9084573,1.0289352,1.1261024,0.9395246,1.1144537,0.95493007,1.0645989,1.0477624,1.0200399,0.91967034,1.0604272,0.9826282,1.1464925,1.1005443,0.87282217,1.16909,1.0438132,1.0770708,1.0220977,1.2153884,1.1413854,1.0893853,0.8823624,0.904656,1.1447701,1.2274699,0.5259298,1.1962415,0.89410037,1.0793474,1.1439906,0.90523446,0.9447708,0.7992262,0.987703,1.052812,1.1100247,0.90913165,0.9828116,1.1167747,0.95332515,1.0460149,0.93613607,1.0406017,1.0624398,1.1005257,1.0181077,1.1013275,1.2482148,1.2295609,1.0758822,1.0908782,0.95051223,0.9551635,0.80562854,1.0826756,0.9292919,1.1427729,1.1366581,1.107342,1.0997515,1.1566427,1.0106596,1.0722767,1.0424212,0.8960001,1.0650055,1.0817224,1.0587971,0.9034367,1.1704607,0.89256126,1.0991122,0.77736866,1.171122,1.1570866,1.1791788,0.9558537,1.0431143,0.79542774,1.1950412,0.90393376,1.1869525,1.2021072,1.0426568,1.1626085,1.1555418,0.926575,1.0943394,0.88495743,0.91132104,0.8562466,1.1609602,1.2182215,1.2615793,1.0913107,1.2543352,1.0672654,0.90689677,0.0,0.9453361,1.1312493,1.1580858,0.42932945
truck,0.857081,1.1762561,1.1346861,1.2318302,1.0629506,1.1063476,1.166673,1.1290559,1.0061301,0.78856224,0.70502913,1.0407751,0.92193735,0.8691233,1.0705004,0.870166,0.8112919,1.0633646,1.1329706,1.1688954,0.8457866,1.1315492,0.9675783,1.0910332,1.0975597,1.1127713,0.5716733,1.0626918,0.91653,1.0190222,1.0942189,1.1895093,0.83596206,0.7261794,0.92966634,0.92579323,1.0686979,1.2168055,0.7970092,1.0742699,1.199176,0.81534016,1.1433836,1.1061114,1.0168314,0.97313255,1.0257313,0.8911939,1.0316968,0.77346593,1.1747947,1.1989331,0.95012146,1.2573003,0.9656787,0.8905279,1.1798122,1.1592928,1.2412095,1.1363015,0.9451333,0.962297,1.1119843,1.0428361,0.8733656,1.1825645,0.9281787,1.2158324,1.0695647,1.0099076,0.8801426,0.64247894,1.0639457,0.7692749,1.1744788,0.85396504,1.2317784,1.0663695,0.96102357,1.1806482,1.0202819,0.9932866,0.85219467,1.0627062,0.9755828,1.1236099,1.1463041,1.1830269,1.1773231,1.1146555,0.8334694,0.9479369,0.72817993,0.7755794,1.0346355,1.1890748,1.2402844,1.213851,0.9773036,1.1348817,1.1580286,1.1569759,1.203561,1.035723,1.177393,0.8908351,1.0773487,0.84549516,1.1806643,0.79094297,1.2290567,0.7742786,1.0592649,0.89061266,1.1702741,0.75704527,1.0559675,0.75931036,1.1314952,0.7433503,1.1915879,1.0619197,1.2026103,1.3451726,1.2321393,0.9724289,1.1100383,0.7541218,0.79132974,0.8648347,1.1969047,1.2049775,1.2136753,1.1707526,1.1372957,1.0216333,1.0593582,0.9453361,0.0,1.1160858,1.1437575,0.87118554
vacuum,1.0355352,1.0475075,1.131285,1.2184078,1.1164743,1.1726023,0.8910188,1.1156266,0.6489733,0.93616235,1.0459964,0.93168557,0.671486,1.2804303,0.85606694,1.1787726,1.0614527,0.84851533,0.6828351,0.8493938,0.9264641,0.96989226,0.63842064,0.6862184,0.97018516,0.5351243,1.1425495,0.92817134,0.98712426,0.42141008,1.0173901,0.9086046,0.76807636,1.115644,0.7929347,0.7513325,1.0897512,1.00048,1.1007397,1.1404681,0.8775865,0.7963984,0.7082117,0.97592896,1.1490606,0.95676535,1.0029049,0.6550852,0.80010486,1.2330014,1.197405,1.1547155,1.3671517,1.1333787,1.0922585,1.1886407,0.62906986,1.170706,0.6392794,0.93603873,1.1500663,0.99656695,1.1914817,1.0735717,1.1077801,1.1652439,1.1881051,1.1967008,0.96610665,0.8703393,0.7850652,1.1991187,0.80087173,1.1688204,0.7213663,0.7547259,0.6490728,0.75994277,1.0265851,1.2987337,0.9565782,1.1934106,1.0815047,1.3839313,1.1077671,1.164169,0.6864251,0.9689851,1.1121017,1.2155594,0.8816848,1.1906327,1.2606118,1.0879922,1.113477,0.75289154,0.754326,1.0448483,1.1375549,0.81918246,0.92239785,0.65824634,0.9618951,0.8450545,1.0727724,0.6941634,0.68362975,0.795174,0.56876117,1.1880813,0.54267395,1.2853563,0.9600991,1.198599,0.52967393,1.177454,0.7860702,1.0471283,1.0070134,1.1389751,0.89108443,0.9042936,1.25575,0.6044598,0.71731055,1.0646247,1.0129992,1.0222546,1.2574558,1.078903,0.89122385,1.1909165,1.0969113,0.9809332,0.67804915,0.9658561,1.150751,1.1312493,1.1160858,0.0,0.9818251,0.880121
watch,1.5162833,0.91982996,0.40209508,0.9297359,1.3613327,0.6193226,0.45984375,0.84269404,0.9860708,1.4277911,1.5432312,0.26866615,1.3018916,1.4413415,0.7290549,1.4892964,1.3847783,0.9998942,0.3325879,0.9073464,1.4825383,0.5329815,1.201729,0.7858952,0.30040914,0.5394507,1.1469142,0.65988886,1.289366,1.0849863,0.9382197,0.5332683,1.3992281,1.2131779,1.44261,1.1302086,0.89935225,0.8446211,1.4775056,1.121883,0.22241008,1.5103354,0.41870153,1.0000331,1.3323176,1.2429413,1.1443384,1.3206105,1.3222667,1.3698243,0.6366235,0.46918702,1.1856318,0.7243525,1.0475289,0.7653885,0.8719679,0.6808667,0.3923124,0.739022,1.0482131,1.4783658,0.34608883,1.1248697,1.259069,0.96432364,1.1936978,1.1872754,0.40169883,1.1824785,1.4487437,1.4056976,1.2898884,1.3828242,0.45258534,1.5380003,0.6122527,0.5215875,1.3287406,1.2578729,1.4009554,1.4489579,1.0740333,0.5892131,1.3120675,0.15279412,0.527879,0.2071116,0.45240593,0.3730945,1.4086021,1.1937681,1.4515772,1.3509774,1.4020057,0.32414782,0.30918926,0.48578823,1.3031659,0.9825726,0.71632004,0.7323176,0.99901056,1.0464172,0.6752645,1.241288,0.51371765,1.4502053,0.68938386,1.3287084,1.0741814,1.4626802,0.9591162,1.2558143,0.3325023,1.2715297,0.8396796,1.5137932,0.10370624,1.2881678,0.65350425,1.1106639,1.29941,0.6328429,1.0336965,1.1617762,0.26959562,1.2916193,1.4305534,1.6235609,0.57332283,0.5164375,0.8045715,1.2847974,0.5540663,0.91965455,1.3771863,1.1580858,1.1437575,0.9818251,0.0,1.2820624
window,0.82989454,1.1740239,1.2979486,1.2086046,0.9405354,1.2718921,1.2262336,1.291311,1.0960531,0.62211615,0.68902075,1.1534371,0.77380705,0.95999575,1.0392473,0.87993646,0.7665122,1.0820565,1.1136097,1.1561258,0.88304895,1.2394923,0.9676966,1.1636257,1.2699456,1.137655,0.82344866,1.0745652,0.8674729,0.8047211,1.1581113,1.1447423,0.50443065,0.883826,0.8155539,0.97701085,1.1592574,1.182,0.71117365,1.0750368,1.2776557,0.6777226,1.1544256,1.0218211,1.0647677,0.93677515,1.0615897,0.46630025,0.93615884,0.94617224,1.158332,1.2821751,0.92221,1.1631241,0.9148489,1.091037,0.9452996,1.2482888,1.2179523,1.255501,0.9429148,0.7699335,1.2254397,1.145726,0.6032235,1.2211952,0.8631137,1.0565743,1.2549577,0.9261025,0.7884103,0.7955155,0.953931,0.9572966,1.1750742,0.57400775,1.0541507,1.1143372,0.92853975,1.1299055,0.9113295,1.0104585,0.9947238,1.2255635,1.0270429,1.227354,1.1821377,1.2835081,1.1942718,1.2907319,0.75175613,0.9474684,0.83166385,0.9010335,0.92407143,1.2326213,1.2553891,1.1773653,0.97718704,1.1252632,1.1861911,0.9652748,1.136734,0.7798846,1.2750124,1.0721774,1.0544006,0.582678,1.1179531,0.8966913,1.175254,0.79019535,1.2349485,1.0051256,1.1675794,1.0145836,0.95620745,0.6392777,1.3184879,0.8045236,1.2773392,1.1141357,1.0864598,1.2516015,1.11632,0.99269956,1.260028,0.67955095,0.8602748,0.7315635,1.3304989,1.2961733,1.2258583,1.1166699,1.2115358,1.2478061,0.997876,0.42932945,0.87118554,0.880121,1.2820624,0.0
