,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window,zebra
jar,1.1631199,1.1513473,1.0395495,1.1982101,0.8374821,0.86284477,0.9321477,0.8390176,1.082921,1.1153369,1.2024999,1.0770617,1.1995648,1.1853675,1.0434647,1.2047496,1.0940796,0.8650018,0.8898208,0.5978798,0.7839516,0.9960756,0.88906217,0.62460554,0.9932397,0.7503168,0.94626206,1.1354403,1.0609702,1.0878526,0.92075413,1.1456357,0.8703257,1.118993,0.8509536,1.219992,1.183206,1.0275747,1.0522927,0.74479944,0.98013425,0.6366962,1.0628725,1.0033449,1.0944159,1.0829556,1.1854784,1.0102212,1.177509,0.93096983,1.2326704,1.0315189,1.1675628,1.0993744,0.837008,0.95779395,1.0263864,0.89739704,1.1633948,1.1056789,1.0406505,0.7282951,1.1395359,1.0361139,1.0953261,0.9693718,0.96987605,1.0442352,0.0,1.3285538,0.96104985,1.1376215,0.8803401,1.259563,1.0849552,0.87553674,0.47148752,1.0534116,0.91960275,0.8773624,1.1043836,1.0232707,1.1981015,0.9066697,1.0040276,1.0854894,1.1808463,1.2868376,1.0541687,1.0227743,1.0334541,0.8467156,1.120137,0.8757657,0.89101624,0.71333563,0.98094386,0.8963165,1.000965,0.92572457,1.0195564,1.161934,0.87859297,0.91849923,1.2424952,0.92577416,1.2049794,0.9990217,1.2189579,1.0604628,0.99979854,1.0180249,1.1265224,1.1198701,0.92392194,1.0715756,0.9115556,0.91238457,0.9920696,0.6988746,1.0436059,1.0328252,1.2314625,1.0510883,0.6303385,1.0934279,0.9696793,1.0590918,1.0448492,0.8219077,0.6984282,1.0405182,0.89357173,0.9738075,1.0453101,1.0642601,1.2059107
jeans,0.80160093,0.9104277,1.3005714,0.5213531,1.4462695,1.5018163,1.1305662,1.1765276,0.71601224,0.8585832,0.6112855,1.2198303,0.6072149,0.5940404,1.0958077,0.7046801,1.0655605,1.1266522,1.40837,1.4930496,1.0324289,1.2119956,1.2751629,1.3840575,1.1156346,1.3636292,1.4101152,0.73007107,0.7536434,0.94449455,1.403822,0.71232927,1.0030344,0.81946814,1.2954557,0.59932727,0.69837797,1.32527,0.7765309,1.4784387,1.1290885,1.2429737,0.9276731,0.93560725,0.79352105,0.81999624,0.60151637,0.82966745,0.87573737,1.3575304,0.5851889,0.87904835,0.9604632,0.9926618,1.4696367,1.3675402,1.2018583,0.86951244,1.0191625,0.6607545,0.9481359,1.3893547,0.66107124,0.9677421,0.7280299,1.3551009,1.0875186,0.8166239,1.3285538,0.0,1.2239854,0.69504845,1.4338055,0.39745933,0.9141188,1.2748538,1.3058383,0.8555951,1.0836531,1.1522359,1.2453537,1.3121233,1.0180796,1.4168835,0.9436745,0.9738737,0.51258487,0.17459178,0.80253214,1.305453,1.3000605,1.2629327,0.94376564,1.1243666,1.270678,1.3520925,1.054959,1.2257819,0.95137846,1.3729804,0.7764598,0.77631813,1.4145539,1.2841151,0.6899885,1.0353724,0.52211344,0.8685765,0.29036784,0.5960921,0.94442236,0.8338586,1.1753802,0.909435,1.331995,0.7094529,1.2108343,1.4236045,0.85714865,1.3073361,1.3353473,0.99614453,0.46125484,0.7404189,1.4369454,1.0360622,1.3896126,0.697383,1.1556675,1.3886595,1.096266,0.9753769,1.3284066,0.93169475,1.206853,0.86624765,0.87005603
knife,1.2473136,0.8060106,0.625777,1.2932318,0.9380596,0.67155117,0.9240887,1.0994653,1.2832205,1.1386092,1.5257627,0.49841046,1.3772881,1.4686981,1.0485188,1.3929764,0.8448156,0.86034966,0.7171775,0.75410914,1.2126096,0.79510236,0.5278685,0.8522297,0.9011499,0.7881934,0.6723353,1.0484003,1.258894,1.0531898,0.6792947,1.255213,1.1499484,0.9986645,0.80941105,1.4956312,1.1003712,0.40406293,1.4253879,0.63753897,0.84664536,0.927675,1.0580283,1.2531285,1.0923105,1.0136081,1.3372478,1.1994284,0.99401855,0.88109386,1.2997513,1.3154826,0.72857547,0.8300206,0.7525644,0.20515805,1.0785446,1.0277023,0.8858688,1.0651067,1.307431,0.839221,1.343812,1.042012,1.0252002,0.76868767,1.0108844,0.8996853,0.96104985,1.2239854,0.0,1.1275475,0.61899436,1.1618009,1.2892225,0.79664546,0.99742603,1.1638227,0.9144697,1.1111588,0.7857709,0.5091254,0.66666394,0.7034087,0.8991544,1.222018,1.3454733,1.2141693,1.2673726,0.26059246,0.256553,0.7779602,1.0413812,1.0155983,0.9338109,0.6103195,1.0129476,0.9369379,1.0263081,0.6558955,1.2417595,1.2956383,0.75026304,0.76205665,1.1847255,0.6343797,1.4739969,1.0103629,1.1880572,1.0650666,0.88222975,1.3743846,0.6400912,1.2100002,0.8047987,1.1063046,0.8390281,0.19595397,1.1721809,0.6754575,0.8570837,1.2104577,1.3504323,1.3903656,0.9061202,0.81847245,0.6609876,0.8495264,0.7332654,0.94084316,0.96815455,1.1746373,0.8850656,0.8453728,0.63869566,1.259032,1.2186656
ladder,0.9672046,1.0915498,1.2645898,0.843866,1.3511237,1.4038364,0.9706659,0.78386015,0.58821464,1.0666463,0.70492554,1.2588195,0.4547565,0.94451183,1.0328864,0.8702405,0.9713743,1.0633873,1.2725718,1.2074435,0.77541596,1.3531435,0.81783146,1.1108533,1.1118513,0.99520314,1.178819,0.8008686,0.8228371,0.42689693,1.3342496,0.5886646,0.9415004,0.9033231,1.3504694,0.7174369,0.8116592,1.2385184,0.49944013,1.3159683,0.9510473,1.1446435,1.0614002,1.0407678,0.51731044,0.5892126,0.8560993,0.8400349,1.0783333,1.4103602,0.722546,0.9764885,1.2255354,1.1669204,1.0225866,1.2218304,1.188791,0.8417351,1.1868078,0.964368,0.8287705,1.3322555,0.9398864,1.0454162,1.0008994,1.3508567,1.1331828,1.0920311,1.1376215,0.69504845,1.1275475,0.0,1.0089326,0.7442455,1.0547833,1.0038815,1.1483843,1.0169609,0.9154019,1.1090021,1.3109326,1.2586015,1.2390602,1.3103943,0.6025758,1.1220968,0.84393024,0.8311354,0.9997254,1.1284326,1.1724703,1.1292408,0.9760256,1.034649,0.9753053,1.1510086,1.0819808,1.0680265,0.95468175,1.2448592,0.46633762,0.97110176,1.1901503,1.1296542,0.9346797,0.84102905,0.89230686,1.0150664,0.9062508,0.611039,0.7686901,0.74660873,1.3200083,0.9756149,1.3005431,1.0805912,1.1348015,1.2284374,0.84001017,1.1208358,1.2777145,0.7936634,0.97075194,0.6011497,1.2389548,1.2761462,1.4019096,0.7708309,1.1855265,1.1058857,0.9091851,0.8970132,1.0333387,0.5966771,1.3331392,0.6167952,1.0417409
lamp,1.2472545,0.9350039,0.810886,1.4068391,0.7552625,0.569766,1.0981554,1.014049,1.1128856,1.1122367,1.4107713,0.5541655,1.3409588,1.4572608,1.0001878,1.3380132,1.0852633,1.1065191,0.5522932,0.65887076,1.1345537,0.9789472,0.577245,0.68803537,0.85654074,0.6503161,0.6321721,1.1158241,1.256762,0.9340449,0.4488024,1.0296979,1.0169015,1.0808374,0.8853353,1.4149579,1.2494495,0.60598534,1.2489698,0.446894,0.7035586,0.864991,1.1190252,1.2791748,0.791409,0.9350213,1.2551315,1.2486776,1.0230694,0.799207,1.3215262,1.2248995,1.0327963,1.0648497,0.49656606,0.61694396,1.1244833,1.1997709,0.9044038,1.4129683,1.15028,1.0055187,1.3006499,1.0083889,1.3235402,0.6619324,0.9727001,0.9618722,0.8803401,1.4338055,0.61899436,1.0089326,0.0,1.2824371,1.2160398,0.9653464,0.8750833,1.3751347,0.9186542,1.1692121,0.7089211,0.7044269,0.8336208,0.7808907,0.82721335,1.0875715,1.4875584,1.3441522,1.347088,0.52237713,0.58611965,0.8176093,1.0616981,1.0435683,0.71085846,0.71133506,1.0249364,0.8818904,1.0568681,0.74713904,1.0107684,1.2445999,0.6287013,0.67039984,1.2560493,1.0052354,1.4160237,1.1132158,1.2886575,1.1475428,0.7511023,1.3142166,0.70264506,1.1251523,0.81426805,1.3899815,0.8097123,0.5588424,1.2294953,0.6230387,0.6299699,1.0543709,1.3106678,1.2874427,0.73735917,0.99048066,0.7370281,1.2269619,0.87175363,1.047157,1.0397937,0.9503958,0.7966765,0.89901847,0.7607171,0.9020732,1.1697519
leg,0.8469438,0.9002764,1.2367461,0.608771,1.3678802,1.3575362,1.072511,1.1274519,0.8402387,1.0123733,0.7899048,1.1096994,0.7802994,0.8349017,1.0642374,0.85868704,1.1331668,1.2517703,1.1494673,1.3877993,1.0995909,1.1569052,1.1735921,1.1937898,1.1337035,1.17792,1.2945976,0.67948335,0.7984479,0.96527904,1.2864602,0.8682866,1.0347445,0.78599864,1.236778,0.7399747,0.6373977,1.1707929,0.8218835,1.2444644,1.089979,1.1921701,0.9511978,1.0753328,0.844451,0.91349745,0.7582518,0.85005534,0.8637152,1.3062792,0.5804961,0.95535845,0.9238263,1.0175481,1.2824625,1.3109109,1.2567388,0.9698266,1.0040201,0.7318767,0.96187544,1.3812569,0.7402527,1.0652354,0.82983845,1.2407079,1.0776584,0.9742243,1.259563,0.39745933,1.1618009,0.7442455,1.2824371,0.0,1.0212862,1.2223984,1.2013825,0.8282423,1.036411,0.93327063,1.0656587,1.2258254,0.9833544,1.283689,0.90212697,1.0571688,0.75280786,0.47708523,0.949351,1.1882405,1.178714,1.1402107,1.0836967,1.179291,1.1751237,1.3844455,1.0169852,1.1684746,1.0823325,1.2367804,0.79600024,0.86691666,1.229368,1.2161024,0.7869636,1.0801255,0.71093655,0.8767681,0.5365296,0.6405343,0.9801565,0.8985298,1.0354826,0.85295963,1.1956159,0.79731774,1.2014834,1.3286831,0.90438884,1.1388507,1.1558037,0.9427806,0.7026663,0.8535938,1.3637269,0.92008024,1.274998,0.73728716,1.121216,1.3267531,1.2066222,0.96645004,1.2622468,0.8682904,1.0573322,0.9364274,0.91516054
meat,0.9162364,1.2438993,1.3160579,0.855365,1.0444854,1.173904,1.0414325,0.8525877,0.7318197,0.8904462,0.6334133,1.201766,0.7630703,0.704614,1.0907154,0.5950944,1.0178988,1.0554478,1.2256718,1.1137456,0.8653563,1.1901987,1.2549841,1.1431865,1.105182,1.1661872,1.2939882,1.1242291,1.0286652,1.0258347,1.2161652,1.0644834,0.88904583,0.8104316,1.0726304,0.737921,0.9903153,1.3142369,0.6873814,1.2437857,1.1915162,0.9402034,1.2081032,0.9244471,1.0844009,0.94734156,0.82933074,1.0125778,1.1486968,0.98577,0.7635811,0.9294546,1.2614377,1.061493,1.1836749,1.2729354,0.98094237,0.999609,1.2218181,0.87675524,0.9437205,1.0407786,0.94372964,1.0905744,1.095128,1.1529481,1.0830891,0.86363417,1.0849552,0.9141188,1.2892225,1.0547833,1.2160398,1.0212862,0.0,1.0915453,1.0125989,0.78759027,1.1516016,1.0109357,1.1413441,1.0435407,1.2707311,1.2481155,1.0721467,0.8947325,0.8361624,0.9306099,0.7505183,1.3217465,1.3268917,1.2004366,0.91743404,0.97135544,1.1756725,1.0901301,1.0776002,0.94338167,0.8405081,1.2705766,1.0413368,0.79437244,1.2314857,1.2106389,0.8930369,0.9790389,0.82683784,0.90578425,0.94593465,0.93558985,0.9482452,0.7053902,1.2311445,0.6791725,1.2084472,0.8759115,1.2105199,1.3128328,0.7656994,1.1996086,1.1469804,1.0313934,0.75190187,0.7163669,1.0637016,1.2433854,1.1008167,0.9657362,0.82983905,0.9692913,0.9504519,0.96795785,1.2203964,1.116065,1.2497805,0.95503724,0.79184663
melon,1.047868,1.0706114,0.5567245,1.2871108,0.82847524,0.797224,0.29261434,0.4164152,1.1209021,1.1582706,1.3165411,1.0309299,1.1873167,1.2511271,1.1369568,1.1655205,0.84875697,0.91899914,1.0627874,0.5025697,1.0353838,0.9426309,0.7693854,0.81193304,1.0128816,0.73058647,0.8994924,1.0902636,1.1802661,0.94419175,1.0453266,1.1356326,0.9625801,1.0075144,0.9490173,1.3165218,1.090384,0.9568792,1.0626018,1.015528,1.0040483,0.7805691,1.180477,1.0631725,1.1926508,1.0875384,1.1627772,1.1080415,1.2433939,0.97637206,1.1820786,1.1348121,1.1411008,0.9401108,0.9212169,0.7390481,0.8900735,0.65653205,1.1789172,1.1345196,1.1394489,0.8684026,1.2810237,1.048815,1.1422417,0.9802468,1.0137957,0.9086662,0.87553674,1.2748538,0.79664546,1.0038815,0.9653464,1.2223984,1.0915453,0.0,0.911312,0.94727856,0.88534975,0.9591088,1.1955234,0.91624814,1.1623155,0.60755193,1.0427892,1.1835835,1.2191175,1.2331357,1.2299145,0.96404254,0.9578531,0.43147886,1.0136728,0.8209702,0.8964455,0.6230691,1.0261922,0.5121663,0.8250298,0.9438337,1.1181293,1.2215126,1.0328777,0.6774435,1.1637135,0.7334478,1.2826843,0.8298266,1.2253656,1.1073205,0.9893864,1.0589948,1.1250981,1.1096816,0.8968899,1.0089223,0.66681397,0.73675466,1.0575889,0.8932271,1.1285775,1.0245843,1.2197473,1.0877417,0.8055695,1.1367136,1.1052299,1.0266762,0.9200816,0.74096596,0.8663678,1.018934,0.91578746,1.0407389,1.1309447,1.1818243,1.028316
milk,1.1518714,1.2094201,1.1025765,1.1224307,0.80037886,0.8344027,1.0148714,0.9336404,1.104178,1.0717399,1.1353682,1.0585502,1.1519582,1.1364145,1.0320606,1.0968648,1.1222135,0.8556505,0.80398333,0.83324826,0.85893583,1.081502,0.86919975,0.56219697,1.0913852,0.75632924,0.8612344,1.1216478,1.115056,1.0794694,0.8964839,1.089612,0.90561795,1.091016,0.98512423,1.1523966,1.265466,1.0454079,1.0620781,0.76470816,1.0197904,0.7329354,1.1044838,1.025468,1.0396203,1.1153241,1.0662235,1.0704852,1.1957603,0.92983216,1.1865584,0.9810555,1.1763887,1.1514388,0.82692957,0.969652,1.039449,1.0234476,1.1193987,1.1324018,1.046083,0.8756124,1.0781795,1.0927261,1.1374643,0.9860798,0.98396355,0.89060867,0.47148752,1.3058383,0.99742603,1.1483843,0.8750833,1.2013825,1.0125989,0.911312,0.0,1.0248958,0.98027,0.9072207,1.0620953,0.9814157,1.1910911,0.9345534,0.9837864,1.0274065,1.1829151,1.2654223,1.0567114,1.0713452,1.0652113,0.915892,1.053185,0.92946154,0.8516751,0.8090068,1.0355133,0.9105524,0.9373246,0.91904294,1.013132,1.1014005,0.913584,0.9637086,1.237247,0.9785309,1.1461507,1.0719779,1.2218536,1.0566587,1.0398808,0.9602928,1.1568404,1.0796596,1.0144366,1.0898211,1.0114146,0.94574404,1.1171244,0.56422704,1.0140879,0.9540452,1.1985534,1.0963482,0.7270191,1.0831293,1.0004295,1.0716156,0.91986996,0.80145407,0.7440187,1.0007539,0.82965994,0.9478117,1.0887908,1.0567336,1.1008081
mitten,0.45509076,1.0994978,1.2755992,0.77153087,0.99046546,1.0717107,0.85274804,0.9617169,1.0310751,1.055403,0.8694239,1.3845375,0.9080587,0.72469723,0.9060214,0.6961814,1.0931562,0.9789984,1.3316312,1.2396971,0.98298246,1.0859779,1.1237818,1.1427556,0.963412,1.2723255,1.4238642,0.9742337,0.8340641,1.1495721,1.3692842,1.0785328,0.8421564,0.96094435,1.1085229,0.8844241,0.80130947,1.336868,0.878759,1.399416,1.1325172,0.8676462,1.0125177,0.55768156,1.151498,1.0200711,0.8053327,0.7697282,1.1396279,1.0310138,0.9703015,0.8949047,1.0586568,0.5273148,1.2329398,1.300402,0.55070484,0.7060357,1.2388585,0.5683319,1.0631216,0.876163,0.9747307,1.0135278,0.71889424,1.307129,1.0658793,0.97652084,1.0534116,0.8555951,1.1638227,1.0169609,1.3751347,0.8282423,0.78759027,0.94727856,1.0248958,0.0,1.0612974,0.8547697,1.3191082,1.1507716,1.2447062,1.2405598,1.2439091,1.0589029,0.67191136,0.9514374,0.6910078,1.3687526,1.3380675,0.9817654,0.9881484,0.82802725,1.051332,1.1861917,1.0110074,1.0613942,0.9771234,1.3431785,1.0578154,0.9626224,1.1909521,1.2419447,0.7362956,0.7635185,0.8792297,0.9322792,0.96388125,0.7608249,1.1619053,0.77693844,1.3431857,0.95577914,1.0323144,0.524171,1.1251807,1.3417002,0.89871013,1.0879115,1.2722182,1.0944893,0.99671346,0.8828145,1.099313,1.0951707,1.1968935,0.59567755,0.95953876,0.7947173,1.0009893,0.98188263,1.2986536,0.99286413,1.2968609,1.0814074,1.0324825
motorcycle,1.0402797,0.9773696,0.8374218,1.25795,0.91795504,0.95362145,0.91973805,0.9282279,1.2227595,1.0343136,1.2609746,0.96672356,1.1282154,1.1522535,0.87012434,1.1758984,1.1436225,0.9937001,0.9620393,0.91869116,1.0312055,1.0581185,0.8687456,0.95776784,0.8572107,0.9180057,0.8368445,0.97213215,1.050276,0.9029506,0.9314692,1.0735738,1.0705626,0.9668948,1.1336529,1.2268387,1.1041101,0.9706744,1.0982759,0.97263265,0.77730256,1.011343,0.9472031,0.92104805,1.0995044,1.007805,1.0761573,1.0347751,1.0190313,1.0233498,1.0388112,1.0254176,0.99086064,1.024583,0.7365223,0.80062145,0.9502606,0.80880153,0.8564553,0.9893474,1.0694915,0.93817914,1.1157827,1.0037721,0.95621294,0.87499344,0.99024993,0.9730535,0.91960275,1.0836531,0.9144697,0.9154019,0.9186542,1.036411,1.1516016,0.88534975,0.98027,1.0612974,0.0,0.96040744,1.0989113,0.92784286,0.9258935,0.9329132,1.0318198,1.0499893,1.1374745,1.1285957,1.1578039,0.9276949,0.9208837,0.86626554,1.047759,1.0110357,0.8823749,1.0366154,1.0076194,0.9502195,0.7815617,0.87508136,1.0522699,1.1234617,0.81076956,1.1123255,1.0963835,0.68257725,1.1852815,0.72080934,1.0586528,0.8918419,1.1075296,1.0989338,0.94176936,1.2217988,1.0516928,1.0606998,1.0728352,0.7947263,1.141233,1.0917999,1.0772032,0.6426966,1.1937697,1.1461698,0.8937437,1.0030531,0.98286104,0.9506724,0.99719095,0.8363643,0.97878546,1.0690656,0.78213376,0.78132325,0.8268405,1.1322285,1.1953183
muffin,1.0258268,0.95732534,1.017322,0.8717211,0.9806965,0.90603584,0.94009775,1.0022218,1.0541716,1.0498258,1.0657983,1.2340719,1.1015108,0.9625139,0.9364627,1.0332882,1.0912086,1.1048222,1.1224656,1.0184532,1.1372766,0.81048447,1.0972631,1.017066,1.0576925,0.9923369,1.1361276,0.98438036,0.8442575,1.212646,1.1108268,1.1296964,0.95951515,1.0425926,0.85613847,1.0590531,0.8054072,1.1946162,1.0200984,1.1132766,1.0970631,0.77678746,0.93445075,0.98054624,1.1450322,0.98494756,0.94312435,0.88750386,1.1229196,0.9202391,0.9527162,0.9152893,0.947018,1.0521859,0.9412991,1.1398668,1.0019809,0.91741747,1.1387699,0.89846826,0.8478122,0.8015673,0.9925258,1.0799246,0.8416784,1.0939882,1.0842001,1.1076579,0.8773624,1.1522359,1.1111588,1.1090021,1.1692121,0.93327063,1.0109357,0.9591088,0.9072207,0.8547697,0.96040744,0.0,1.0753485,1.0682032,1.0958399,0.8802705,1.154832,0.9689876,0.95693856,1.2027478,0.97872,1.2392828,1.1874458,0.80839294,1.1678985,1.1348246,1.0229268,1.1267929,1.0369552,0.8959867,1.0579828,1.1599674,1.1023824,0.93921816,0.9242677,0.99701333,1.0868539,0.9100731,0.989688,1.0497336,1.1070249,1.024101,1.094387,0.9808019,1.1623454,0.94044566,0.8088936,0.8542696,0.91018546,1.1082727,0.87096655,1.0395936,1.0977244,1.0081658,1.0942994,1.0063988,1.0083905,0.95989335,1.0288318,0.97633684,1.0906821,0.9911174,1.1373316,0.9577471,1.0786135,1.1114186,1.0805919,1.0617152,1.0499489
nail,1.3269411,0.63321286,0.6552998,1.2057602,0.7184597,0.64210415,1.1408786,1.3633792,1.3528092,0.95457226,1.3187368,0.45122027,1.4397438,1.3071101,0.9556782,1.3556278,1.1113261,1.1428221,0.28639615,0.89919454,1.2359052,0.6329172,1.0236242,0.9544158,1.0240593,0.9039015,0.70823663,1.026706,1.2305251,1.1654375,0.50868905,1.2472025,1.2025756,1.1514103,0.7371352,1.287669,1.0984632,0.2937827,1.4711759,0.3487153,0.9176122,1.1479322,0.94852555,1.1930699,1.1327955,1.2805027,1.2159436,1.2797892,0.58029175,0.63367724,1.2614503,1.1870604,0.48499614,1.0165616,0.91493565,0.72360325,1.1417677,1.3595644,0.51185125,1.1912986,1.1091169,0.9077646,1.032041,0.86279154,1.0862498,0.43547595,1.075974,1.0930513,1.1043836,1.2453537,0.7857709,1.3109326,0.7089211,1.0656587,1.1413441,1.1955234,1.0620953,1.3191082,1.0989113,1.0753485,0.0,0.7690536,0.3761201,0.6288967,1.1833477,0.97997665,1.1985655,1.1691574,1.2464998,0.44994617,0.40634418,1.0751597,1.2136892,1.1614199,1.065261,0.9494031,1.1211585,1.1180851,1.3097906,0.5753901,1.3128492,1.1965444,0.77906317,0.84884757,1.0348821,1.3740304,1.2647259,1.2888839,1.173985,1.3191952,1.1989806,1.3094473,0.2098217,1.2047789,0.63782614,1.2332718,0.9364165,0.64547664,1.2542145,0.8279151,0.17420745,1.2107983,1.2111317,1.4049296,0.9524141,0.47346103,0.3710029,1.2646368,1.006481,1.0299262,1.1829127,1.126739,0.8894366,1.1277144,0.33454037,1.2020228,1.0646925
napkin,1.1018459,0.82792264,0.681816,1.4275315,0.91308826,0.741979,0.98539007,1.1011446,1.4320389,1.0705069,1.4948545,0.51795465,1.4434645,1.4210405,0.85655177,1.1348186,1.0135424,0.95319027,0.6273091,0.85342675,1.334648,0.7262516,0.6782526,0.5891284,0.875234,0.5507746,0.57022333,1.1164507,1.2256207,1.0138322,0.62813526,1.1817752,1.2836491,1.1860278,0.7801734,1.4319615,1.2114606,0.51929027,1.4757352,0.5965384,0.63812035,1.1064378,0.87623405,1.2262423,1.1289762,1.2988206,1.1779399,1.2833098,0.9801278,0.79040647,1.2725583,1.3900311,0.80044544,0.9777687,0.59688246,0.43960673,0.9612149,1.3869407,0.9397464,1.1186817,1.3452339,0.8290198,1.4098032,0.93027866,1.2109262,0.567609,0.9500252,0.6028149,1.0232707,1.3121233,0.5091254,1.2586015,0.7044269,1.2258254,1.0435407,0.91624814,0.9814157,1.1507716,0.92784286,1.0682032,0.7690536,0.0,0.7182259,0.709096,0.8864032,0.9112141,1.2585104,1.141643,1.3226197,0.5317868,0.53285575,0.9276551,0.5866312,1.0458102,0.8291284,0.8503091,0.99639535,0.859226,0.8560853,0.5479226,1.2446483,1.2342696,0.5511199,0.7815653,0.97525287,1.0747926,1.4585699,0.9370672,1.0764472,1.3615329,1.2218142,1.462877,0.6061004,1.1164535,0.7591241,1.0674455,0.9551536,0.44767296,1.3386556,0.74538666,0.7868236,0.92610836,1.1997371,1.5658512,0.8967867,0.8297976,0.47936803,1.2624812,0.2016843,0.8905141,1.056269,1.2235205,0.73260725,1.0133333,0.6839017,1.3035843,1.1554976
necklace,1.2361596,0.29048997,0.65834844,1.1655449,1.0199167,0.8067333,1.13838,1.3971658,1.4031826,0.98412824,1.405053,0.4760381,1.3985986,1.1766157,1.1252272,1.3418164,1.1416637,1.1529502,0.6854034,1.0648243,1.3748835,0.5938836,0.92520577,1.0038232,0.92033464,0.95067126,0.8604921,0.93493074,1.2445359,1.1480194,0.66543233,1.1812828,1.300046,1.169761,0.877089,1.3611068,0.93343693,0.38124716,1.5152512,0.68520665,0.80634606,1.241709,0.89588493,1.1032667,1.1357404,1.2257531,1.1092126,1.3270966,0.41924995,0.8520189,1.1900914,1.0968504,0.25710678,0.96153677,1.008854,0.68137705,1.1526346,1.2470541,0.2628683,0.93882006,1.2490885,1.0180398,0.9109212,0.74164116,0.8434707,0.4593947,0.9809377,1.0266446,1.1981015,1.0180796,0.66666394,1.2390602,0.8336208,0.9833544,1.2707311,1.1623155,1.1910911,1.2447062,0.9258935,1.0958399,0.3761201,0.7182259,0.0,0.69476616,1.168081,0.92810464,1.0136167,0.91081184,1.2790534,0.43358028,0.39760613,1.0553635,1.0797051,1.2020926,1.1121409,1.0725007,1.0406655,1.0974479,1.1837183,0.7450193,1.3488169,1.2071359,0.84779507,0.8993956,0.91795856,1.2448541,1.1806103,1.0370523,0.9376501,1.2461214,1.231439,1.4430809,0.2423464,1.2585756,0.78906226,0.9880892,0.92733854,0.6261575,1.3180873,0.93426204,0.5660325,1.1609195,1.0802602,1.5205256,1.0746876,0.35782725,0.55041003,1.0813943,0.97915626,1.1549753,1.2291937,1.1922698,1.0051516,1.1245686,0.26724356,1.2468584,1.0461671
orange,1.2954607,0.7292268,0.2613492,1.3767486,0.5160637,0.40881658,0.75584996,0.97713786,1.4650345,1.1992309,1.5454892,0.7172836,1.5248328,1.4312947,1.0484266,1.4837863,1.0779196,1.0283052,0.6686412,0.5787854,1.2210479,0.3949864,0.92851233,0.7337022,0.9260708,0.6031777,0.68815506,1.0966374,1.263735,1.0776882,0.6180266,1.3836551,1.0937912,1.2737691,0.5668801,1.5238914,1.05547,0.5023714,1.5166667,0.5816316,0.8499423,0.91126627,0.96883327,1.1151651,1.3101122,1.2446622,1.2827417,1.2380648,0.8488339,0.42407155,1.4086868,1.2120409,0.7053665,1.0038675,0.8220861,0.5542206,0.9537387,1.0680015,0.8338192,1.2260866,1.2662032,0.6591625,1.284795,0.9596274,1.1771622,0.5755526,0.9638003,1.0398042,0.9066697,1.4168835,0.7034087,1.3103943,0.7808907,1.283689,1.2481155,0.60755193,0.9345534,1.2405598,0.9329132,0.8802705,0.6288967,0.709096,0.69476616,0.0,1.157689,1.0562544,1.330463,1.3075364,1.3655179,0.5905602,0.5461295,0.54857403,1.1558615,1.0257802,0.9882477,0.61274976,0.98082906,0.7890337,1.1355082,0.65365916,1.3594562,1.3236856,0.69981134,0.48839152,1.2470106,1.1525462,1.4216837,1.078845,1.2448373,1.4041339,1.2308934,1.3922348,0.6227026,1.2848191,0.41714215,1.1269871,0.5073631,0.5112177,1.2231643,0.8678054,0.6630505,1.1373535,1.3428633,1.4283901,0.61903834,0.7625514,0.54099476,1.3335216,0.9760278,0.7318046,0.90292734,1.241921,0.8196088,1.1720825,0.6290157,1.4126167,1.1276387
