,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,0.9908027,0.91709524,0.81465566,0.8896483,0.99457264,1.1147254,0.7849963,1.1989428,1.004825,1.1307461,1.1160169,1.0284204,1.1407095,1.1526408,1.2216511,1.1829433,1.1537834,1.0513966,1.1001056,1.0332025,1.0427499,1.0631423,1.2716439,1.0685209,1.1676754,1.1367292,0.61690646,0.87111145,1.1153516,1.0215632,1.1423596,1.1168641,0.8259156,0.8201954,0.99957156,0.80231255,0.95287037,1.1472508,1.1293578,1.0114756,1.0828623,1.1252106,1.1064534,1.2356772,0.7142975,0.9248995,0.93930197,1.0347896,0.624718,0.97905034,1.2745641,0.54149705,1.2104741,1.009249,0.980559,0.8663471,0.83412766,0.8356853,0.9933803,1.1247413,0.84416544,0.93200195,1.0594096,0.9583851,1.0190144,0.90153944,1.2270076,1.1987857,1.2766519,0.88684016,1.0049678,1.0799348,0.9336403,1.1542453,0.9319023,0.8210342,1.0482103,0.7142124,0.0,0.8866956,1.0563734,1.1407197,1.1233312,0.8678312,1.0257419,1.0558664,0.9849689,1.0613254,0.81087685,0.9688566,1.0860975,0.9582668,1.1224922,1.1353827,1.1114451,0.95594895,1.0719911,0.8902087,1.2519825,1.1233213,1.0010138,0.9670545,0.99493134,0.8921616,0.96816766,1.0968193,1.0704169,1.1096222,0.77246064,0.8663211,0.9844707,0.853886,1.1209838,1.1096789,0.78528994,1.2303882,1.0478609,1.1137737,1.0533991,0.58813924,0.64456636,1.0469041,1.0278257,1.107751,1.218367,1.2064328,1.11656,1.2304931,0.9379352,1.1982306
orange,1.4963591,0.732299,0.49029738,1.2952799,1.148731,0.76720464,0.43493116,1.3481921,1.4466567,1.4512017,0.43978792,1.4693773,1.4602914,1.3249316,1.4612098,0.9966827,1.220532,0.34172118,0.6930239,1.4556115,0.19754386,1.2439753,1.3007464,1.1989455,0.49467945,0.64835864,0.6753081,1.1625954,1.1245849,0.6133808,1.3979492,1.3560355,0.8257289,0.9990753,1.4590111,1.1013156,0.27096856,1.5088086,0.31901538,1.2592531,1.1654854,1.2927033,1.17366,1.297882,0.64347756,0.70923674,1.1096478,1.1919868,0.8897998,0.919828,0.65992045,0.8935486,0.5961556,1.0919176,1.410099,0.7472005,1.1772506,1.1111865,1.2543908,1.1432753,1.2390736,0.50535554,1.0057646,1.3495065,0.5774721,1.4515742,0.601789,1.2964578,0.8680466,1.117728,1.0032364,1.0612996,1.3969014,0.96970296,1.1304604,0.27177125,1.0225395,0.44690228,0.8866956,0.0,1.3905611,1.2716485,1.2420809,1.3108915,1.4180868,0.32207906,0.39072597,0.5878049,0.58871406,1.1442882,0.8045349,0.3645085,0.815452,0.9303283,1.2593722,0.40470695,1.0669048,0.678383,1.3474891,1.1581366,1.2553408,1.3914969,0.7940531,0.86339223,0.4560086,1.3161833,1.2676595,1.2810515,0.27607363,0.709461,0.7123593,0.95581275,0.7044029,1.3540261,0.41647077,1.3812029,1.4379327,1.5301303,0.63889766,0.58045375,1.083668,1.3726948,0.7371732,0.78369766,1.0863293,1.1951338,1.244731,0.8575838,0.2964759,1.3842223
oven,0.9329645,1.3428909,1.3403274,0.82927406,1.0548565,1.2612822,1.314535,0.73991895,0.45969248,0.6336433,1.2563319,0.46718037,0.84669536,0.93594176,0.88492775,1.0493582,0.9023748,1.2742398,1.1115178,0.48951048,1.3091475,0.8199054,0.88306797,1.0903336,1.0735172,1.1916099,1.1680444,0.91763604,0.88651437,1.2142329,0.48589778,0.76173717,1.2277052,0.96211016,0.52578616,0.8842164,1.4040767,0.60533875,1.2248873,1.0400779,1.1317052,0.49131894,0.55033,0.8784178,1.2324047,1.1238793,0.9248638,0.8941173,1.1829737,1.1554801,1.2535644,1.088939,1.2946597,1.2508287,0.6811962,1.2029923,1.0509932,1.0907311,0.7910578,1.0909276,0.9704361,1.350292,1.1612457,0.75870574,1.1221719,0.73765665,1.2191362,0.70296633,1.0612155,1.0313456,0.9409057,0.9464101,0.78059113,1.1298276,0.98087883,1.3727056,1.0245249,1.3421926,1.0563734,1.3905611,0.0,0.9578145,0.9452354,0.71336627,0.7827178,1.3703326,1.3246713,1.2924124,1.2746603,1.1346262,1.1798862,1.3106389,1.2707556,1.0294753,1.0538965,1.356832,1.0409074,1.16539,0.21985841,1.0436466,1.003037,0.7446398,1.306544,1.0207047,1.340508,0.46862864,0.6682163,0.89444643,1.437595,1.1123447,1.216119,1.0519599,1.3040477,0.88928926,1.3290519,0.7913896,0.7160549,0.58237463,1.2740061,1.315437,1.078137,0.89726996,1.1219643,1.3967427,0.7389251,0.8866887,0.88891536,1.0977564,1.3277761,0.5166484
owl,0.6255223,1.2439334,1.0629396,0.90887696,0.85100013,1.1172056,1.1597617,0.97993064,0.8973149,0.7495226,1.2353626,0.93648165,0.67221963,0.7531661,0.7133778,1.1095577,0.9329274,1.3609617,1.2114413,0.95779413,1.174817,1.0582709,1.0619918,0.96322846,1.3756123,1.2245342,1.141957,0.7881508,1.1291382,1.1773688,0.95296013,0.94419056,1.0210091,1.0580434,0.88797885,0.9715775,1.3785919,0.8078724,1.3598099,0.85177004,1.0321689,1.1175187,1.143004,0.8893014,1.2686715,0.92415005,0.85903966,0.61803627,1.217026,0.8828353,1.04825,1.1987926,1.3374195,0.8208741,0.7850502,1.082089,1.014179,0.8633255,0.71352905,0.58343786,1.018332,1.1536446,0.9362328,0.8075395,1.2440829,0.8474362,1.3136944,1.124732,1.224966,0.7587973,0.6620242,1.1088074,0.8813765,0.84930587,0.6898385,1.2170993,1.1496189,1.3639386,1.1407197,1.2716485,0.9578145,0.0,0.8908554,0.946185,0.7802579,1.3442543,1.3270411,1.1868156,1.1364584,0.8749056,1.2139397,1.1096777,1.1136581,0.93601876,0.8321134,0.97049725,1.2227012,1.1891112,1.0055459,0.73780733,1.0344671,0.8207439,1.2124628,1.327365,1.2423326,0.99533427,1.0642128,0.82395685,1.2867582,1.207711,1.2993759,0.8855609,1.2463226,0.81763244,1.2607821,0.91490006,0.8392321,0.84357214,1.1019714,1.3438314,1.0431134,0.9865087,1.258638,1.17657,1.0417469,0.8623388,0.91270685,1.2265882,1.3289809,0.8970912
pajamas,0.9970455,0.9431646,1.1610956,0.67819846,0.9111281,1.1488512,1.2758584,0.9403006,0.77143013,0.80584085,1.1997905,0.7792384,0.69078517,1.0890019,0.50207597,1.0821689,0.99050105,1.349942,1.2006016,0.93023807,1.2862163,1.040932,0.8473994,1.0500469,1.2726045,1.2142421,1.1181318,1.0588596,0.932619,1.2789242,0.8858938,0.83744395,1.1506008,1.0205126,0.7402251,0.99162585,1.292635,0.9490642,1.3355191,1.0147859,0.9924225,1.0385767,1.0931237,0.28314972,1.119451,1.0655148,0.9933361,0.9439162,0.83698106,1.1818973,1.079921,0.9795313,1.1418407,1.2218014,0.92075634,1.0444306,0.91006684,1.0071678,0.90266204,0.9667114,0.7743666,1.2603009,1.1375248,0.6700253,1.2439665,0.5226181,1.1493949,0.9940693,1.2586681,1.0153015,0.90758693,1.047807,0.5990622,1.1954515,0.95893013,1.2124679,1.0197196,1.1528398,1.1233312,1.2420809,0.9452354,0.8908554,0.0,0.6886765,0.8831941,1.3313462,1.3270707,1.2033827,1.2193017,1.0233792,1.1797569,1.207349,1.2384729,1.0602095,0.97073704,1.2384291,1.0012184,1.343725,0.9254491,1.0683025,1.013988,0.6098671,1.1603254,0.9361201,1.2240096,0.89545876,0.87201446,0.6790771,1.3119917,1.3204497,1.0297238,1.071828,1.1849743,0.91941345,1.1977463,0.958362,0.5805509,0.8138236,1.1831604,0.98331296,1.025012,0.865681,1.079171,1.186086,1.0717278,0.9365325,0.97218305,1.2022836,1.1723413,0.91337126
pants,0.98515266,1.0780953,1.2743071,0.652783,1.0230063,1.3545719,1.2506772,1.0651616,0.6399454,0.8050154,1.2391715,0.61715084,0.8802456,0.9284415,0.8735551,1.14047,1.2238067,1.3622651,1.4095166,0.871044,1.3499706,0.99148446,1.0660019,1.105466,1.2943728,1.3276813,0.90727377,0.84995145,1.0557747,1.3339702,0.68036973,0.7678937,1.3019893,0.99156624,0.5255892,0.938586,1.3599952,0.84802794,1.4198655,0.87817556,0.9300027,0.89150476,1.155199,0.6781362,1.0187637,1.21691,0.78906494,0.8098407,0.9116112,1.1609449,1.3750007,0.73776084,1.3809239,1.2744339,0.84677577,0.9884505,0.6706299,1.1189128,0.65740114,1.1067454,0.84088993,1.2147324,1.2074593,0.39207077,1.2614295,0.28882164,1.3644943,0.86435604,1.3516567,0.78296536,0.9763338,1.1496794,0.5931027,1.0638483,1.0782108,1.2256446,1.1845477,1.1177391,0.8678312,1.3108915,0.71336627,0.946185,0.6886765,0.0,0.9616542,1.3958102,1.345935,1.2286508,1.2596217,1.0465496,1.3853297,1.2445955,1.2996216,1.3440099,0.92923707,1.3650792,1.0288705,1.2651606,0.8269055,0.9437726,0.9977314,0.23790544,1.1643198,0.81038415,1.3205754,0.5689182,0.9602582,0.8632214,1.2707632,1.2693778,0.99882245,0.98607117,1.4298582,0.90509677,1.2772025,0.8316254,0.29150546,0.7366413,1.3376259,0.9782667,0.912536,0.96210515,1.2523811,1.3069428,1.258355,0.99575776,1.0286072,1.2010367,1.2706735,0.81044173
paper,0.5610795,1.2551063,1.2330334,0.68690526,0.86276937,1.0999597,1.3634228,0.6498514,0.72130454,0.60245764,1.3559499,0.7663521,0.30855685,0.891595,0.5582207,1.1726291,0.3511554,1.4629674,1.1281636,0.53880805,1.3769541,1.0003911,0.85311717,0.8377625,1.3598866,1.320186,1.2274553,1.0795817,1.0247631,1.1302664,0.8701668,0.750257,1.1224157,1.0121555,0.6869389,0.93495333,1.3609381,0.71940637,1.3659022,0.9840265,1.098592,0.96131974,0.8075633,0.8911798,1.2016284,1.0719819,1.0542383,0.8629489,1.0375625,0.8947841,1.2236106,1.0929471,1.2521946,0.8833473,0.7399869,1.171201,1.0925915,0.9066583,0.8828961,0.98282415,0.7625872,1.3177114,0.92487717,0.86237323,1.349407,0.7437719,1.2378553,0.98614854,1.1348611,0.98966396,0.84960437,0.94221705,0.7883836,1.2749817,0.9233107,1.248355,0.79035044,1.3631507,1.0257419,1.4180868,0.7827178,0.7802579,0.8831941,0.9616542,0.0,1.3889849,1.2803354,1.2912221,1.2233565,0.875867,1.1185142,1.3436575,1.3171029,0.9098103,0.8702639,1.269803,1.0790678,1.1599656,0.8841401,1.0293529,0.8620868,0.8464812,1.335125,1.2239388,1.3719658,0.98393047,0.83242536,0.7451415,1.4376551,1.212048,1.3246908,1.0335929,1.222441,0.78728896,1.3190235,1.0184296,0.7501004,0.57121944,1.2576196,1.2540767,1.004878,0.70827943,1.0731151,1.2018565,0.7191977,0.8971766,0.8852648,1.3220747,1.3595822,0.84539634
pen,1.3403242,0.73184395,0.68782246,1.3135892,1.2949069,0.8123116,0.506798,1.3184443,1.4661984,1.5339671,0.3175155,1.566495,1.425122,1.2371149,1.4101932,0.92505485,1.0103382,0.28097558,0.7285341,1.4085342,0.36765325,1.1397921,1.2131634,1.0926261,0.3340088,0.53061956,0.82543814,1.2164137,1.146509,0.48541933,1.4351678,1.3473537,0.96084344,1.0514883,1.5019141,1.158827,0.08582914,1.550019,0.34012312,1.3176229,1.2120153,1.2020109,1.0968487,1.3104379,0.7129245,1.0078961,1.0785054,1.2570026,0.9689467,0.70518863,0.574546,0.9698933,0.4341973,0.98010397,1.417247,0.75340724,1.1237413,1.0932813,1.3400037,1.2026825,1.2482771,0.44492984,0.9203775,1.3836659,0.6552645,1.4815162,0.31559062,1.2063172,0.70392627,1.1986766,1.2527244,1.0424181,1.5014637,0.95539737,1.2637856,0.43135273,1.0229807,0.49302268,1.0558664,0.32207906,1.3703326,1.3442543,1.3313462,1.3958102,1.3889849,0.0,0.09884149,0.5844676,0.6108506,1.1161005,0.72011673,0.455369,0.6215335,0.9449237,1.307629,0.63700926,0.93132347,0.44862896,1.3073992,1.2872735,0.94760305,1.4645146,0.59180355,0.7735956,0.5170387,1.252965,1.2069331,1.3390343,0.23599005,0.8731086,0.71369576,1.013316,0.581613,1.2849762,0.5275234,1.3922013,1.4988823,1.554106,0.5148164,0.7159539,0.99165297,1.2074897,0.7305165,0.74900323,0.9902356,1.174619,1.2099968,0.60474944,0.2922237,1.3707594
pencil,1.2776569,0.8310119,0.73820055,1.2071427,1.2360749,0.8352743,0.5936891,1.2809596,1.3874888,1.4376382,0.34004974,1.4848218,1.3551142,1.2581797,1.3815049,1.0456684,0.97821707,0.36514425,0.77324414,1.306681,0.48079062,0.9596218,1.1958839,1.1036289,0.38422334,0.664956,0.8002845,1.2668009,1.1296797,0.48363668,1.3517041,1.2656832,0.97334945,0.9343894,1.433238,1.0270624,0.11569905,1.4328729,0.44964957,1.3341773,1.2547736,1.1821905,1.0553409,1.3444363,0.72187865,0.9943122,1.1371244,1.1995121,0.9536797,0.6603679,0.7001209,0.9557264,0.5115364,1.0527096,1.3786483,0.77505255,1.1904933,1.1016558,1.2633077,1.2611012,1.2042428,0.5715047,0.9752429,1.3414001,0.6670187,1.4357855,0.35019737,1.152429,0.66115445,1.1912988,1.2259095,1.0313698,1.4574945,1.070446,1.2407546,0.48709774,1.023377,0.5390649,0.9849689,0.39072597,1.3246713,1.3270411,1.3270707,1.345935,1.2803354,0.09884149,0.0,0.68335265,0.63842523,1.1849697,0.7932174,0.52168155,0.66517866,0.977633,1.2944167,0.68883616,0.994998,0.5359849,1.3099977,1.3352649,0.8165201,1.4075682,0.7740391,0.7899947,0.57654405,1.236752,1.1908638,1.2761525,0.36132324,0.9077581,0.8498899,1.0714903,0.61773807,1.2131602,0.59777945,1.3856184,1.4388833,1.4362464,0.6660243,0.7275802,0.95227873,1.0345643,0.7568693,0.83778954,0.9559437,1.1444088,1.2071865,0.6144403,0.4146223,1.3215014
penguin,1.2187601,0.7983006,0.84890246,1.2892497,1.2626815,0.86299825,0.70945084,1.2728292,1.4261808,1.3476887,0.5921385,1.4585707,1.3095826,1.1260331,1.2206467,0.8576523,1.1100281,0.3507588,0.8841432,1.434783,0.59931064,1.0480225,1.2344536,1.0208747,0.48500264,0.64799833,1.0298622,0.93734455,1.0581572,0.6064675,1.290722,1.2418664,0.8656794,1.0696467,1.4321051,1.1848783,0.65160507,1.3638263,0.49449533,0.93167806,0.8811719,1.1026702,1.09799,1.1818397,0.87679034,0.9903781,1.1687483,1.1436628,1.1046009,1.0343066,0.7079817,1.1870117,0.65198815,0.77279645,1.3387522,0.9846937,1.199234,1.3195822,1.1945977,1.043876,1.331882,0.6428977,0.5564074,1.2518163,0.66588223,1.4145036,0.7409376,1.2158198,0.72080207,1.2780085,1.1947932,0.8892835,1.4953265,0.90966535,1.310228,0.7322246,0.97241205,0.79562235,1.0613254,0.5878049,1.2924124,1.1868156,1.2033827,1.2286508,1.2912221,0.5844676,0.68335265,0.0,0.8392131,0.86497176,0.6690094,0.7082267,0.604893,1.0208392,0.9511125,0.6259738,0.965308,0.74152994,1.1260587,1.1056459,1.1765709,1.2605088,0.6474575,0.93438023,0.3743106,1.2121675,1.3525932,1.176263,0.6032086,0.77303416,0.7154654,1.1579853,0.6894916,1.2028272,0.67995375,1.0802783,1.2410532,1.4203091,0.74432933,0.8394311,1.2340064,1.3324662,0.78581655,0.7322575,1.0745039,1.134388,1.1328634,0.61086977,0.5610815,1.2299266
pickle,1.1919516,0.86899674,0.29090953,1.2416427,0.9891056,0.7033794,0.54268473,1.3210956,1.2786825,1.3610926,0.65461445,1.382499,1.3263608,1.2535851,1.3269982,0.9858513,1.1085565,0.6105507,0.7390364,1.2944503,0.711872,1.0899277,1.2491348,1.0979974,0.67393064,0.77344954,0.9058057,1.1259856,1.1394279,0.684612,1.3322802,1.3938754,0.7833672,0.9509751,1.3656628,1.0345454,0.56125635,1.3584279,0.5668255,1.2662896,1.253088,1.1948831,0.99911016,1.2370268,0.66034865,0.6623909,0.98723584,1.1538465,0.90895534,0.852037,0.8146068,0.8787764,0.7341162,0.9311343,1.1324853,0.8926776,1.1635203,0.7223977,1.2336723,1.0508019,1.1014817,0.78506476,1.0815138,1.297691,0.63071173,1.3502898,0.7888417,1.2162193,0.81369895,1.1995966,0.8309959,0.8639082,1.2756481,1.0040742,1.03945,0.597204,0.965895,0.72230023,0.81087685,0.58871406,1.2746603,1.1364584,1.2193017,1.2596217,1.2233565,0.6108506,0.63842523,0.8392131,0.0,1.1510643,0.82239085,0.655795,0.7402997,0.82106555,1.2834427,0.7169241,1.1921334,0.7439431,1.2637279,1.2263873,1.1797628,1.3351784,0.99566925,0.85688084,0.7970278,1.2394984,1.0028603,1.2731475,0.5716386,0.7986959,0.9997307,0.9020312,0.67779374,1.1662655,0.6727812,1.3546779,1.3768631,1.4094305,0.7857206,0.7617498,0.9892298,1.2064137,0.79679745,0.8878057,0.9782225,1.0079601,1.1282711,0.98035765,0.7213824,1.1898143
pig,0.6488991,0.9575613,1.1003215,0.97721106,1.0085589,1.1103346,1.0905788,1.104651,1.1002204,0.98378044,1.1317695,1.0865602,0.9025688,0.81812906,0.9232213,0.9405329,0.8940569,1.1234831,1.2324115,1.0595814,1.1343884,1.0947186,1.0762253,0.876392,1.1965818,1.0252914,1.0269319,0.74870557,1.073067,1.1445665,1.0582871,1.0294777,0.96356475,1.1172919,0.9912197,1.1043482,1.1456339,1.03401,1.1719494,0.59237134,0.67903864,1.113786,1.1987065,1.1053269,1.0656816,1.1442263,0.96023756,0.93630683,0.99689025,0.99583864,0.98806477,1.0801592,1.1397513,0.44150186,1.082343,1.0483489,0.8566742,1.0919799,0.97744447,0.95514965,1.0271664,1.0082518,0.4551038,0.9458849,1.1697133,0.987874,1.1916358,1.1124731,1.1836634,0.9520404,1.1311015,1.0005667,1.0257541,0.9662609,0.99015,1.0922892,1.0480844,1.1271424,0.9688566,1.1442882,1.1346262,0.8749056,1.0233792,1.0465496,0.875867,1.1161005,1.1849697,0.86497176,1.1510643,0.0,1.0096664,0.9836304,0.9705293,1.1559561,0.66300815,0.9638308,0.88760877,1.0386626,1.0823985,0.7886083,0.9958018,1.0001817,0.8769643,1.1568274,0.9994506,1.1315931,1.2381744,1.0137439,1.0696802,1.1077648,1.0968251,1.0240067,1.1415172,1.0442164,1.0793816,0.9530469,1.028283,1.0571835,0.9933997,1.0318024,0.99319196,1.1060839,1.1052191,0.7991227,1.2007881,1.0101081,0.93519366,0.9870286,1.1299359,1.088026
pillow,1.1863753,0.70137906,1.0270907,1.2501032,1.3017946,0.9171183,0.8006302,0.92029357,1.234193,1.1909052,0.6899891,1.1455821,1.2799075,1.001015,0.8906875,0.84682786,0.9047218,0.59308815,0.7015196,1.1760018,0.7134465,0.97141427,1.1349843,0.9320114,0.5798659,0.69821304,1.2994512,0.92032444,0.66592604,0.6625075,1.2510288,1.1709139,0.79388267,0.85684097,1.1752251,0.9756358,0.8381848,1.1613547,0.59711176,1.0355613,0.94459194,1.0410597,0.7487185,1.0672249,1.0549178,1.0664713,1.1494582,1.3023773,1.1296035,1.0163754,0.7857388,1.2226009,0.4988569,0.90253973,1.3113396,1.1797568,1.1010847,1.2400498,1.4181645,0.9558924,1.2635102,0.92222196,0.7998986,1.3367577,0.6092707,1.3672016,0.5801,1.0918785,0.6398909,1.3158343,1.228409,0.71163124,1.2917438,0.9606045,1.1537758,1.0418087,0.5090221,0.94748,1.0860975,0.8045349,1.1798862,1.2139397,1.1797569,1.3853297,1.1185142,0.72011673,0.7932174,0.6690094,0.82239085,1.0096664,0.0,0.9223684,0.603765,0.8095915,1.0679288,0.9047851,0.9374528,0.7482718,1.0022756,1.0955507,1.1900506,1.4056196,0.58177775,0.8732772,0.6910964,1.205225,1.0772572,1.0930592,0.7700975,0.8321839,0.64348614,1.0896609,0.60250914,1.2813305,0.9185507,1.0212755,1.3610704,1.2867161,0.7472959,1.0068096,1.275213,1.2504236,0.3410989,0.911821,0.83970094,1.172981,1.0833923,0.7050393,0.8724411,1.2279726
pizza,1.3336558,0.9306274,0.71965045,1.2658119,1.2706652,0.9376373,0.62261033,1.2887831,1.3032025,1.2898889,0.46613204,1.3830984,1.3441588,1.2224469,1.3785222,1.0016315,1.2132705,0.4820066,0.8824679,1.3403212,0.517397,1.1497416,1.2931813,1.1265161,0.62323946,0.7093977,0.7621078,0.898261,1.2265623,0.6710926,1.2640705,1.2399297,1.0066416,1.0707002,1.3316518,1.1182901,0.39332044,1.370396,0.47442055,1.1265495,1.1324302,1.1587638,1.1899862,1.2291487,0.67033315,1.0416826,0.9400967,1.1273558,1.028471,0.86292917,0.8256837,0.8517853,0.74358785,0.9978083,1.2940321,0.69105077,1.1323539,1.1067672,1.1567429,1.1238996,1.286202,0.5903182,0.97667193,1.2240663,0.5397578,1.3384964,0.776211,1.1920545,0.9191652,1.0629056,1.2021878,1.0922219,1.3984258,0.9687773,1.0563097,0.3892799,1.085231,0.4870364,0.9582668,0.3645085,1.3106389,1.1096777,1.207349,1.2445955,1.3436575,0.455369,0.52168155,0.7082267,0.655795,0.9836304,0.9223684,0.0,0.8416834,1.0536629,1.1833549,0.76289546,0.99382704,0.71853447,1.2834337,1.1307251,1.2147782,1.2954217,0.85676026,0.79747486,0.6049613,1.1395962,1.2250772,1.2591859,0.3024274,0.9157276,0.8791803,0.91144586,0.90601933,1.2517818,0.7111267,1.2864183,1.3323002,1.3743739,0.76377064,0.7328671,0.95671034,1.3458048,0.86995727,0.9359949,1.1575848,1.1061487,1.1689517,0.92503756,0.4434669,1.2307225
plant,1.0537834,0.7257484,0.91214436,1.2769395,1.3167408,0.9432453,0.6875581,1.1684245,1.4080529,1.3258302,0.712057,1.3832148,1.2906344,1.0187057,1.1709313,0.85398823,1.1104403,0.48583513,1.0135875,1.3400996,0.67011297,0.83762074,1.2188702,0.92753804,0.6039224,0.7472673,1.0853184,0.97814286,0.98984915,0.7102052,1.233435,1.2150383,0.76027286,0.7440318,1.3866069,0.8590041,0.7288332,1.2206035,0.6763739,1.0243882,0.93663734,1.0450056,1.0464892,1.1487505,0.88810414,1.0823858,1.0131589,1.2601111,1.0575906,0.9889101,0.51376534,1.1579653,0.6729572,0.79307085,1.2070906,1.0778012,1.2552414,1.1293664,1.2776171,0.8994705,1.2546682,0.8856518,0.80699,1.3164322,0.6813549,1.4468277,0.69154835,1.001677,0.6147383,1.2314765,1.1306784,0.91233075,1.3840764,0.89495456,1.06879,0.9838229,0.9574195,0.89817345,1.1224922,0.815452,1.2707556,1.1136581,1.2384729,1.2996216,1.3171029,0.6215335,0.66517866,0.604893,0.7402997,0.9705293,0.603765,0.8416834,0.0,1.0192493,1.0622067,0.7486657,0.956066,0.8458246,1.1147295,1.1051265,1.0973763,1.3818903,0.6361173,0.9597198,0.5674071,1.1472524,1.3434033,1.2132521,0.75483644,0.8204696,0.70436925,1.0232787,0.7083562,1.2099239,0.8670621,1.066402,1.3708526,1.3763304,0.8612472,0.85622513,1.1349635,1.2059587,0.73580563,0.8708191,1.1355295,1.0495344,1.1109616,0.48807287,0.8454131,1.17728
plate,1.0533383,1.0202402,0.85911894,1.1302888,0.95860416,0.80357873,0.90285254,0.94494367,0.9042779,0.9646108,0.9581853,1.0751959,0.9874729,1.0024518,1.0162574,0.8984587,0.8443966,1.039037,0.4921357,1.0161557,0.80619776,1.0601008,0.8751572,0.9371809,0.9741426,0.89842373,1.2752712,1.1130626,0.88548344,0.9346821,1.1309566,1.04052,0.6452073,1.1056471,1.1769403,1.1309993,0.99104166,0.9438038,0.8425461,1.1517656,1.1208125,1.0978591,0.8850286,0.9412062,1.2035823,0.58316636,1.1962287,1.1386778,1.1461542,0.9694822,0.8434974,1.21098,0.7237373,0.9729595,0.9031066,1.1811968,1.2257288,0.8859709,1.2101189,0.73905665,1.0428276,1.0322323,1.0209806,1.2224585,0.98575586,1.2169299,0.70959544,1.1232693,0.81729305,1.1477123,0.86090136,1.0528208,1.0549601,1.0882308,0.89055777,1.004278,0.80421025,1.1195353,1.1353827,0.9303283,1.0294753,0.93601876,1.0602095,1.3440099,0.9098103,0.9449237,0.977633,1.0208392,0.82106555,1.1559561,0.8095915,1.0536629,1.0192493,0.0,1.0655355,0.9022544,1.1764026,0.9496772,0.983876,1.0276227,1.0332034,1.2513461,1.0304779,1.1536541,1.0320435,1.1680984,0.5354216,1.0164182,1.0308688,0.9586213,1.0753872,0.94059026,0.6411606,0.8839831,1.0046589,1.1006391,1.1850101,0.8852964,0.7395897,1.233915,1.1520545,0.93817425,0.9071653,1.0006776,0.40451092,1.0256114,1.0094157,1.047022,1.011936,1.0987358
pony,0.63901293,1.0423543,1.2411875,0.94441885,0.97383636,1.1308596,1.2418517,0.9837448,0.9869082,0.8505747,1.217732,0.8982425,0.8642843,0.7368134,0.9120142,0.9407752,0.9645086,1.2503422,1.2367125,0.9604496,1.1903176,0.9858742,1.022061,0.90132815,1.2559854,1.1019213,1.1698487,0.8553845,0.9119234,1.1675662,1.0028658,0.86641693,0.9958666,1.0711281,0.96750015,1.056192,1.3430228,0.73477066,1.2884939,0.15081096,0.29754376,1.0616955,1.0360162,0.9846827,1.2669766,1.1343074,1.1053615,0.94946134,1.1833415,1.1507897,1.0718603,1.1658975,1.1217548,0.65789485,1.0052985,1.1540215,1.036191,1.1558949,0.9054152,0.89240366,1.0984299,1.1953552,0.52890944,0.93599856,1.2149432,0.94901067,1.187423,0.96602225,1.0635334,0.9758103,1.0606039,1.0263776,0.92780375,0.87946385,0.9833461,1.2987274,0.99768776,1.2851771,1.1114451,1.2593722,1.0538965,0.8321134,0.97073704,0.92923707,0.8702639,1.307629,1.2944167,0.9511125,1.2834427,0.66300815,1.0679288,1.1833549,1.0622067,1.0655355,0.0,1.0424956,0.8526131,1.184865,1.0440209,0.41187966,1.0247175,0.9457712,1.0575634,1.2568066,1.0393679,1.0549722,1.1668156,0.88838404,1.3056215,1.0566461,1.1901956,1.0674353,1.1411283,0.95156723,1.2178065,0.5980443,0.92609733,0.8419087,1.1324114,1.2240666,1.1249614,1.0328131,1.1539928,0.71741056,1.0460703,0.9836402,0.85038674,1.0176014,1.257165,0.9635402
