,alligator,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,comb,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,ear,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,milk,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
fish,1.2600037,0.5166589,1.1202377,0.7167203,0.49859834,0.8074882,1.0037347,1.2050003,0.98703843,1.30162,0.33289444,1.1933836,1.32738,0.770435,1.3081228,0.81225455,1.0144063,0.5827836,0.7848791,1.213979,0.7931653,0.8687113,0.9354067,0.7123564,0.7971159,0.766053,1.1462414,1.1854907,1.0646349,0.8468859,1.003687,1.022341,1.129225,1.3021536,1.030842,0.38635862,1.4200022,0.5570962,0.9757274,1.1959962,1.0161017,1.2868044,1.1354691,1.0198042,1.2499859,1.1954656,0.88735944,0.0,0.9614992,0.9737656,0.7329657,0.59631586,1.2958965,0.81490016,0.98095536,0.6159426,1.2471428,1.2588277,0.71221936,1.1137278,1.309033,1.2808181,1.371355,1.1795999,1.3764796,0.6590009,1.447439,0.7288069,1.2904235,1.1197224,1.0114157,0.99563587,0.6583644,0.7529242,0.81794,0.680231,1.2916043,1.1484153,1.3734777,1.2401443,1.1765957,0.30285472,0.44273686,0.837911,0.48172212,0.9201691,0.91490173,0.9998289,0.55363417,0.94208145,0.75251496,1.3578833,1.0497522,1.1063001,1.1497449,1.3735789,1.1264242,1.1477538,0.6320231,1.2162452,1.0228009,1.258708,0.4442767,1.1501133,0.6810299,1.1086243,0.7433826,1.2042583,1.4006907,1.4095194,0.63365835,0.8191011,0.710479,1.1065359,0.55858994,0.7914648,1.2274419,1.15658,0.8421964,0.47468704,1.2615293
flower,0.9574671,0.9861932,0.9414637,0.91765237,0.78588337,0.9770589,0.85572934,1.0672691,1.2143797,1.1630874,1.0708985,1.0528561,1.0834962,1.0171611,1.16069,1.0342885,0.8147353,0.9729632,0.8876152,0.89421225,0.9996336,0.8455767,0.8433405,0.9239658,1.075501,1.0460851,1.1184552,0.96319073,0.82719016,0.91403466,0.82155424,0.93933505,0.8545442,1.2060826,0.8661295,0.9300989,0.9485224,0.9647355,0.8831345,1.0903263,0.9306413,1.0672723,0.9943218,1.1429837,1.1447562,1.2031535,1.0343735,0.9614992,0.0,1.1351713,0.8935024,0.856125,1.0928822,1.1468261,0.9334756,0.69447446,1.1146656,1.0711013,0.9545509,0.96628153,1.1636202,1.0690086,1.2021834,1.0228229,1.2551343,0.97427833,1.0670019,0.7953391,0.86997724,1.0469502,1.0271147,0.9119086,0.9993769,0.811931,1.054897,1.0132979,1.1682423,0.9930381,1.2241542,1.2051265,0.9080166,1.000591,1.0000837,1.0093273,1.0375345,0.51382995,0.852787,0.87998104,1.0138267,0.90651196,0.95708525,1.1488509,0.8245616,1.0062288,0.759762,1.2498089,1.0051384,1.1836588,1.0211542,1.2119366,0.9750533,1.1919626,1.085059,1.0819923,0.98969,0.9060185,0.9593632,1.1595677,1.1947771,1.0069066,0.932855,1.0405635,1.0394489,0.7823109,0.92658067,0.83746946,1.0020543,0.96450883,1.0600142,1.11388,1.0237951
foot,1.0241065,1.015543,0.95952886,0.85189307,1.0573788,0.9540256,1.0904046,1.24066,0.9557985,1.1699301,0.91240394,1.1286135,0.96545917,0.9755882,1.0164918,1.0791291,1.1757394,1.0119554,1.2096124,1.1986674,0.88445306,0.9833855,1.1246636,1.0562972,1.1904094,0.79543203,1.0865154,1.1451373,1.1707948,1.0569763,1.0444392,1.2053069,1.1907251,1.0647337,0.7020309,0.9936501,1.2239488,1.0492882,1.04395,1.0453581,0.89090157,1.1580803,1.2317945,0.7275108,0.85801166,1.0107558,0.7088237,0.9737656,1.1351713,0.0,1.1522259,0.9228772,1.2044313,0.8134912,0.8367417,0.9687585,1.0241511,0.90882516,0.7712126,1.161591,1.0316186,1.1190585,1.0285058,1.0254289,0.86819255,1.0852385,1.2264788,1.1121695,1.0299591,0.85657865,1.1403275,1.0665822,0.78769165,0.9728559,0.78349215,1.1148255,1.1595747,1.060153,1.0142552,0.7963302,1.1056161,0.9501648,0.8436032,0.8761772,0.95319074,0.9732184,1.1812493,1.0275589,0.9860563,1.0919428,0.89292085,1.1908959,1.0976273,0.9428686,1.1516529,0.96966195,0.45955116,0.7416841,0.8513144,1.1688774,1.1576066,1.0885278,0.6892503,1.0373297,1.0494593,0.6547103,1.044132,0.9716575,1.0744442,1.248751,0.99655056,0.60805696,0.6329667,1.0807912,0.8290195,1.0526623,1.1874223,1.1345932,0.8093307,0.7540672,1.195607
fork,1.2127213,0.83638835,0.98078823,0.8721638,0.7442168,0.7713666,0.6809466,1.1233436,1.2707436,1.4216464,0.7910836,1.0667218,1.4317887,0.7599288,1.4224088,0.62984335,0.9849017,0.7474258,0.46994662,1.0695438,0.7893616,0.81146836,0.69813675,0.7035576,0.7789244,0.97907776,1.1563996,0.8981582,0.7251634,0.6292831,0.95420253,0.948149,0.80228513,1.487188,0.7893002,0.6951065,1.2974964,0.6679482,0.82434285,1.1341597,0.9725439,1.1896205,0.8611921,1.2651308,1.3107765,1.2728215,0.9867169,0.7329657,0.8935024,1.1522259,0.0,0.75677377,1.1648133,0.99595237,1.1448987,0.9103102,1.304458,1.2204561,0.95037436,0.88675857,1.3245914,1.0206794,1.5026897,1.0261385,1.5158205,0.08151245,1.2725472,0.4474256,1.1532003,1.3887587,1.1088829,0.9724426,0.9381776,0.5322682,0.9258615,0.8523308,1.1502804,1.3283648,1.4983115,1.4103646,1.2949259,0.51332736,0.55092424,0.8530134,0.8719995,0.73841584,0.49201602,1.1039091,0.8001038,0.62934095,0.8302705,1.2352105,0.7819691,1.2345494,0.83707726,1.4908584,1.1686004,1.3189114,0.74653804,1.252813,0.6780244,1.3201275,0.8414873,1.2089097,0.7350108,1.0839398,0.21965015,1.3178346,1.4809716,1.2794298,0.7031019,0.8913768,0.89000964,0.9323253,0.66089344,0.7416274,1.0073661,1.147594,0.9928837,0.7658777,1.2242455
frog,0.8098601,0.7753054,1.0709479,0.6991496,0.72664976,0.6720236,0.93312305,1.293447,1.1069378,1.3004608,0.8416139,1.2847202,1.3022511,0.4376483,1.3255233,0.8464509,1.0038453,0.8116913,0.89918965,1.2116122,0.68150586,0.7504323,1.0602523,1.0526373,0.98205465,0.9831726,0.94197476,1.1813221,0.91087145,0.79399776,0.9517345,1.1435229,0.97750145,1.3077158,0.9289254,0.7151018,1.2655376,0.8052629,0.82289696,0.88366985,0.72702366,1.2916771,1.208263,1.145425,1.2423193,1.2422326,1.0407704,0.59631586,0.856125,0.9228772,0.75677377,0.0,1.17119,1.0203878,0.904266,0.78019434,1.1813627,1.2694869,0.876495,1.0307883,1.1279737,1.1736417,1.3284192,1.1276137,1.3555479,0.71127385,1.3183846,0.69842654,1.1546627,0.9852532,0.9673764,0.9110395,0.9164734,0.7384629,1.0669987,0.96333313,1.3424315,1.1209021,1.3347927,1.2661238,1.1757048,0.68123484,0.7336471,0.8758748,0.73525393,0.812202,0.92354923,0.6444654,0.7664093,0.7201023,0.83464205,1.4133863,0.75652033,1.1215756,0.94853103,1.3434513,0.947464,1.2039845,0.8212377,1.2450192,1.0252913,1.2555513,0.79438686,1.1640502,0.78405976,1.0911411,0.712498,1.1906765,1.3406761,1.3600235,0.705476,0.9425818,0.8726517,1.0421836,0.7639032,0.6018124,1.2040408,1.1206847,0.93363494,0.7394311,1.2535088
glass,0.77650124,1.3221941,0.899364,1.1908336,1.3295403,1.2026975,1.2087716,0.80074155,1.0569304,0.9178759,1.3524989,0.92741346,0.8037729,1.172216,0.8528002,1.2289433,1.0538589,1.3323987,1.1077487,0.8750787,1.1409785,1.1364928,0.96439904,1.3278637,0.9918618,1.0787909,0.8067697,1.0022031,0.98587066,1.1476876,1.1716845,0.91698784,0.956904,0.883323,1.2538598,1.4375405,0.7588461,1.340919,1.0548223,0.786358,1.0617757,0.9103165,0.9228722,1.0127636,0.99150395,0.63294566,1.0138338,1.2958965,1.0928822,1.2044313,1.1648133,1.17119,0.0,0.89368725,0.7965881,1.0811449,0.6615156,0.6519735,1.1372802,0.9543109,0.6703062,0.86559784,0.7422123,0.6532079,0.80188894,1.2528996,0.67523885,1.2465485,0.82848215,0.83883464,0.91113466,1.0988133,1.2370341,1.2012112,1.0620956,1.2801437,0.854174,0.7364888,0.6983063,0.93462706,0.7982217,1.4006549,1.3911145,1.2110958,1.3050046,1.1761981,0.9504974,1.0622727,1.3599775,1.237557,1.29319,0.768067,1.0046837,0.89163077,0.89716434,0.71224344,1.028322,0.9738812,1.390513,0.8723313,0.79938334,0.77340734,1.4073749,0.88789034,1.3339078,1.0084603,1.1506062,0.8443912,0.733479,0.7173865,1.2907604,1.2270039,1.2646679,0.9106175,1.2909838,1.2334144,0.634016,0.71485436,1.2176018,1.3492393,0.7111265
glasses,1.2482039,0.7477547,1.0054488,0.8368318,0.8834949,0.97375983,1.1194731,1.2587976,1.0850942,1.2835763,0.79224116,1.2765734,1.1338475,1.0395921,1.2352815,0.9566465,1.2136936,0.81484526,1.0860106,1.2189343,0.7719931,1.016281,1.1626318,1.0593684,1.0790589,0.45254874,1.1288748,1.3001428,1.1794193,0.98648244,1.1648719,1.1918019,1.2223444,1.2160602,1.110592,0.79431933,1.333889,0.8913982,1.141974,1.190313,0.9573191,1.1638567,1.1280413,0.57426083,1.0710703,0.5661724,0.5703477,0.81490016,1.1468261,0.8134912,0.99595237,1.0203878,0.89368725,0.0,1.006719,0.91611713,0.6287543,0.75501853,0.45281374,1.0991472,1.0321132,1.1989342,1.1277605,1.1228726,1.1180226,0.9678954,1.2902339,1.004937,1.1720444,0.9710145,1.0412246,1.0608981,0.51054525,1.063801,0.4583423,0.80584174,1.1988223,1.1988636,1.14432,1.0427299,1.1328682,0.71366984,0.56962293,1.0932293,0.83640695,0.9376703,1.1346456,1.0809674,0.82831264,0.9944587,0.9076407,1.224356,1.0594196,0.9671265,1.1420782,1.0625889,1.0844796,0.91723233,0.6043985,1.135521,1.074575,1.1817445,0.52631354,1.1787258,0.9864395,1.0715929,0.9759564,0.9685054,1.1715969,1.3744361,0.8935884,0.5309037,0.52807474,1.0561074,1.0174798,1.0550288,1.2083938,1.0903627,1.0217769,0.41525555,1.1631072
glove,0.81006896,1.2588432,0.8611823,0.997397,1.1274263,1.082009,1.0847485,1.1935647,0.9656165,1.2067606,0.9285425,1.00559,0.73695946,1.0272504,0.88647926,1.2716613,1.0549035,1.2333685,1.1970779,0.9493948,1.0270435,1.0559022,0.7908002,1.1085612,1.1387486,0.8274881,0.84435594,1.0967023,1.1370864,1.2132986,0.98373914,1.0795738,1.1365407,1.0975902,1.1230538,1.2415326,1.12137,1.1918532,1.0481423,0.7571843,0.6191927,1.1405042,1.0018715,0.8915207,1.0662575,0.9879035,0.7820127,0.98095536,0.9334756,0.8367417,1.1448987,0.904266,0.7965881,1.006719,0.0,0.9428543,0.9739653,0.6038188,0.80320746,1.0410943,1.0101106,1.0079901,0.88716966,0.8243297,0.79700834,1.2092551,1.0801687,1.1352255,0.9515365,0.4181279,0.8127637,1.0426557,1.0687616,0.89161444,0.89980185,1.3566238,1.0613425,0.84362155,0.91265726,0.80033547,0.8838285,1.198911,1.1687961,0.7643321,1.2481074,1.0148685,1.0986997,0.9552208,1.1863419,1.0782108,1.024481,1.1010425,0.9283147,0.68577194,0.9167856,0.90581083,0.7535319,0.8129016,1.1629274,1.1427603,0.98689526,1.135338,1.056216,1.0917842,1.1243466,0.5407645,1.1444719,1.0902983,0.9814793,1.1179186,1.0213158,0.86563647,1.0998099,0.80334634,0.6773422,1.0059495,0.92346084,1.07391,0.75076187,1.0232102,1.2431158
gum,1.106428,0.63947856,1.0801145,0.6362178,0.5676476,0.82157975,1.0230597,1.2649978,1.2527866,1.2902763,0.91581255,1.1925936,1.2372532,0.92909265,1.3455026,0.8720101,0.7729902,0.67725,0.8266834,1.0331204,0.77190673,0.8476026,0.8714796,1.0230511,0.918488,0.91790885,1.2427533,1.2260189,0.99086934,0.82292163,0.93400496,0.9854399,1.0240017,1.2700951,0.8577754,0.48374152,1.2091238,0.7121962,1.0796442,1.2376455,1.0488142,1.3155603,1.0447088,1.0069436,1.2239304,1.2325158,0.7967088,0.6159426,0.69447446,0.9687585,0.9103102,0.78019434,1.0811449,0.91611713,0.9428543,0.0,1.2407323,1.0170336,0.9399641,1.0956384,1.3092254,1.1854085,1.286932,0.93613565,1.299901,0.8930917,1.2817326,0.92916584,0.9461404,1.027558,0.93641007,1.0370721,0.6274932,0.89416385,0.9047915,0.81863594,1.2998195,1.1147019,1.3007112,1.3294346,0.9176886,0.61666965,0.64185095,1.0700011,0.75745547,1.056063,0.9068172,0.9816573,0.82316273,1.0620995,0.75985885,1.3765501,1.0385476,1.0590098,0.7854857,1.307673,1.0257806,1.1484439,0.83023775,1.3492838,0.9643509,1.1800058,0.65280133,1.0322436,0.836769,0.9482995,0.90972424,1.2182174,1.3436377,1.1613066,0.6363571,0.8168622,0.606987,0.7618897,0.846398,0.643465,0.938655,1.1530584,0.8716646,0.7083599,1.2531748
hair,0.8671916,1.2153585,1.0951524,1.1782086,1.2887523,1.1400912,1.276232,0.9775781,1.0256046,0.88886285,1.2118146,1.0048177,0.8095578,1.2312535,0.9331411,1.2499529,1.1159525,1.2348913,1.3222891,1.0506977,1.1541167,1.0962535,1.2781742,1.2734942,1.0429308,0.8988161,0.81199336,1.1476687,1.1513063,1.2110944,1.1656549,0.9636623,1.1280134,0.8125226,1.2805015,1.3104479,0.8779826,1.3009399,1.1045582,0.86771107,1.0085939,0.9144726,1.1405151,0.7006059,0.7991525,0.36747265,0.98948175,1.2471428,1.1146656,1.0241511,1.304458,1.1813627,0.6615156,0.6287543,0.9739653,1.2407323,0.0,0.72419417,0.71656924,0.9778533,0.5186021,0.9953859,0.6148379,0.9672312,0.66354173,1.3426487,0.8832646,1.3036065,0.93285936,0.7983981,0.9036206,1.1272004,1.0421859,1.4167418,0.7716784,1.1809945,0.94980454,0.90740985,0.64305174,0.718643,0.93232334,1.2580671,1.2160543,1.3191359,1.1507479,0.99426055,1.1995636,1.0050311,1.2030562,1.1914467,1.2422405,0.8868761,1.0977589,0.9607339,1.0755093,0.48174357,1.0700417,0.8639532,1.1390294,0.87199575,1.1765597,0.76363784,1.1902218,0.9621638,1.2607713,1.1334624,1.290765,0.6275327,0.54023004,0.8709955,1.2934742,1.0025928,1.1125693,1.0910286,1.3946384,1.2998074,1.0399752,0.8203886,1.1925201,1.1079227,0.82105577
hand,0.82342964,1.2864151,0.5716366,1.2002516,1.3203411,1.2294402,1.3057207,1.0020216,1.0002209,1.0433006,1.175555,1.0338013,0.64483607,1.2980384,0.88909245,1.3458291,1.0468158,1.3438368,1.2858922,1.0166901,1.1452854,1.0280738,1.1562881,1.3021228,1.2873269,0.6718452,0.97387064,1.2309322,1.160379,1.227756,1.176394,1.0607084,1.1227095,1.0162576,1.1965448,1.3176575,1.0024565,1.3843367,1.1694427,1.0046592,1.0167853,0.99919766,0.9222621,0.61220473,0.9276664,0.6839298,0.29465055,1.2588277,1.0711013,0.90882516,1.2204561,1.2694869,0.6519735,0.75501853,0.6038188,1.0170336,0.72419417,0.0,0.9276485,1.0161917,0.77964187,0.8942475,0.7578188,0.8017367,0.67051214,1.3101411,0.9892251,1.3222871,0.9696371,0.7923554,1.0132805,1.1229692,0.93384516,1.2462776,0.6723595,1.2423087,0.97950774,0.96807617,0.6723527,0.7839087,0.74619037,1.1987264,1.094452,1.1141889,1.2996747,1.0400394,1.103096,1.0288069,1.1856413,1.2805227,1.2673795,0.9484734,1.1274178,0.7252617,0.92667073,0.6555552,0.98761135,0.7790416,1.1671137,1.0440142,1.0362093,0.9696321,1.0731864,1.017208,1.3509748,0.72646034,1.2537045,0.9380435,0.71329963,0.916305,1.3586178,0.6273571,0.90651345,0.74826384,1.1309392,1.3471589,0.8799542,0.89917463,1.0862918,1.1264343,0.9832419
hat,1.2501695,0.6057691,1.0261258,0.7799647,0.7101614,0.9198741,0.8963231,1.4197737,1.1107343,1.3709879,0.6769313,1.2097455,1.1533961,0.9305381,1.2899216,0.85457206,1.1204281,0.6844001,0.98777336,1.1476796,0.75193644,1.0431762,0.94473743,0.9115115,1.0200735,0.60788023,1.1389419,1.1098028,1.1480062,1.0370964,1.0169398,1.1992505,1.2083848,1.2970072,0.98864293,0.66899335,1.304402,0.7332918,0.9959984,1.1269959,0.75383294,1.2294815,1.2309439,0.7410062,1.1410825,0.91491294,0.669859,0.71221936,0.9545509,0.7712126,0.95037436,0.876495,1.1372802,0.45281374,0.80320746,0.9399641,0.71656924,0.9276485,0.0,1.2591074,1.0624838,1.3185947,1.2095464,1.2448746,1.2174656,0.9218461,1.3686316,0.84861326,1.1650833,0.86820745,1.1329005,1.0454488,0.51089257,0.9056741,0.4989437,0.7895558,1.305826,1.154017,1.2608423,1.0904874,1.2007074,0.7213448,0.5935187,0.97275066,0.79795414,0.75491524,1.109344,1.0327988,0.7358306,0.7926519,0.7685381,1.3630027,0.86974025,0.93656075,1.1992943,1.185357,1.0149398,0.9942268,0.54417205,1.289455,1.1327877,1.2487355,0.5138696,1.2954028,0.7686946,0.97301346,0.95259064,1.0832336,1.2474635,1.3917515,0.75170517,0.5423571,0.62561965,1.093981,0.79205513,0.8258318,1.2663043,1.1480366,0.8946711,0.4336369,1.2130454
helicopter,0.7712611,1.2601635,1.0365361,1.1845136,1.2104044,1.100211,1.1295743,0.70267403,0.96266353,1.0185428,1.0931878,0.9959543,0.9720039,1.0733235,0.9971055,1.0737355,1.034941,1.1428812,1.1649698,1.0380322,1.2502685,0.7732675,0.9459279,1.0012583,0.94836295,1.0051929,0.91341996,0.92925596,1.1068307,0.98163235,1.0743645,0.80611163,1.1121258,1.0503834,1.0607916,1.1060685,0.95800984,1.1363864,0.99756616,1.0061932,1.133649,0.78467286,0.7080569,1.0736898,1.0932391,0.92409664,1.1854831,1.1137278,0.96628153,1.161591,0.88675857,1.0307883,0.9543109,1.0991472,1.0410943,1.0956384,0.9778533,1.0161917,1.2591074,0.0,0.96002126,0.72750676,1.0557483,0.9686134,1.0483738,0.9514058,0.809749,0.8327563,0.9800558,1.0002306,0.8098265,0.98224,1.2682607,1.0271628,1.0478998,1.1813941,0.8804402,1.0986066,1.0230505,0.98956156,0.91479844,1.0167131,1.0824199,1.1004686,1.215914,0.92086375,1.0097069,0.9784689,1.2377813,1.0808206,1.2256398,0.67443275,0.97280264,1.0152162,0.78645086,0.9843223,1.0330564,1.0597566,1.125019,0.631978,0.98122466,0.9663513,1.2556517,0.8670422,1.1512088,1.0747098,0.9812872,1.0905097,1.062629,0.93323684,1.1409342,1.1937804,1.0967366,0.7732333,1.0196111,1.1363567,0.9839589,0.88705075,1.0329832,1.2353919,0.8996253
horse,0.64769745,1.3243966,1.0941949,1.3437498,1.4549766,1.2108543,1.3136356,0.7547921,0.77330947,0.62698746,1.249304,0.94017404,0.66199946,1.1645606,0.7018247,1.3358445,1.1051517,1.3867798,1.4669751,1.0738833,1.3443313,1.1365354,1.4124806,1.3937953,1.0115358,0.9881592,0.66821426,1.0701019,1.2133182,1.2992883,1.1642232,0.94294274,1.1496489,0.6402175,1.3351765,1.4182357,0.72020113,1.4719272,0.88071394,0.7187096,1.1801435,0.91126174,1.1689057,0.7480968,0.63701636,0.5871697,1.1201897,1.309033,1.1636202,1.0316186,1.3245914,1.1279737,0.6703062,1.0321132,1.0101106,1.3092254,0.5186021,0.77964187,1.0624838,0.96002126,0.0,0.85490996,0.5420064,1.0699635,0.5280409,1.380781,0.7512275,1.3608482,1.052251,0.87302995,1.0563128,1.1020567,1.2177205,1.4763899,0.9088453,1.2009528,0.8409966,0.6316681,0.49732143,0.6518929,0.9286534,1.3687522,1.3832035,1.2638427,1.2642975,1.071565,1.3564243,0.77734816,1.2353733,1.2293468,1.3391626,0.72011423,1.0934627,0.94699925,1.0068887,0.48196447,1.0982547,0.8597015,1.2918544,0.6916476,1.1778122,0.58719,1.3508468,0.76167846,1.427468,1.1618494,1.3481247,0.69910675,0.47507364,0.7807545,1.4529841,1.1925374,1.2281809,1.0975295,1.4394305,1.3935202,0.97213376,0.6743156,1.278049,1.3095387,0.6478802
hose,0.8067341,1.3726414,0.9699202,1.3039186,1.3772653,1.1123786,1.0647198,0.7035891,1.0107102,0.8391506,1.2328237,0.80353135,0.846528,1.1503,0.7720283,1.2398326,1.0358847,1.3609568,1.0720803,0.9476536,1.3224187,0.9756528,1.0177798,1.1422174,1.1019607,1.1106833,1.0097065,0.8569709,0.9947112,1.0858226,0.97960955,0.79745525,0.9702427,0.8695075,1.0670435,1.3213233,0.6633996,1.3225856,1.1225655,1.0284009,1.1664553,0.8086618,0.73293763,0.9780539,1.0293347,0.98421586,1.1465777,1.2808181,1.0690086,1.1190585,1.0206794,1.1736417,0.86559784,1.1989342,1.0079901,1.1854085,0.9953859,0.8942475,1.3185947,0.72750676,0.85490996,0.0,0.8304522,0.92374694,0.871594,1.0821272,0.6476064,1.1718135,0.9288531,0.9247154,0.92292845,1.0167767,1.3764613,1.1179161,1.1803477,1.2748094,0.7149887,0.92461544,0.87661964,0.92438483,0.9189414,1.2716882,1.3098046,1.0247507,1.3014491,1.1017759,1.0165163,0.9147046,1.2692566,1.0500141,1.2665629,0.6914179,1.0616382,0.9686532,0.69200903,0.8935092,0.9896919,0.88896155,1.34817,0.7886368,0.82295096,0.77692413,1.4153142,0.85810167,1.2916636,1.0062838,1.0988609,0.9694995,0.816839,0.8108782,1.2361292,1.2893649,1.2048824,0.77424896,1.1583424,1.2122952,0.8610604,0.8245183,1.0556971,1.3809714,0.9274523
jacket,0.7481023,1.4539937,1.0629376,1.2944798,1.5097948,1.2911088,1.3612196,0.7625457,0.78380847,0.5441004,1.2578996,0.82689416,0.35271323,1.3389095,0.43906313,1.4618125,1.0524397,1.4971187,1.496778,0.93126607,1.3906231,1.1648444,1.3816923,1.3930814,1.1885054,1.116654,0.7912144,1.0628203,1.2092862,1.2804596,1.0905466,0.9789703,1.1148281,0.46533424,1.2355161,1.5036702,0.704654,1.5500917,1.2130673,0.8380117,1.1029986,0.8407726,1.0505238,0.8612862,0.5295606,0.6971898,1.1136857,1.371355,1.2021834,1.0285058,1.5026897,1.3284192,0.7422123,1.1277605,0.88716966,1.286932,0.6148379,0.7578188,1.2095464,1.0557483,0.5420064,0.8304522,0.0,0.90695417,0.22659874,1.5133203,0.6732564,1.573666,1.0038173,0.7284609,0.97482353,1.1226107,1.3330841,1.4399712,1.0943837,1.4061234,0.68971026,0.6133565,0.19183683,0.41537333,0.7408859,1.4649553,1.5066001,1.0701683,1.2698041,1.2490191,1.3016989,0.96040267,1.3602165,1.3871007,1.30021,0.65659124,1.3373153,0.6304567,1.0214319,0.16341496,1.0070211,0.6283361,1.478247,0.6982784,1.2273481,0.66464126,1.417233,0.7593136,1.4200144,0.9672439,1.4214005,0.5870013,0.15187365,0.60931885,1.4560456,1.2882581,1.2711897,1.0335838,1.3686193,1.44715,0.9101493,0.85349226,1.05473,1.4411764,0.8030368
jar,0.95815563,1.2855132,1.0069193,1.0916393,1.1691769,1.1752557,1.0366014,0.88191795,1.124839,1.0217938,1.1767551,0.85631716,0.9930502,1.117557,0.9986714,1.1936414,1.0171988,1.222677,0.9582005,0.8265713,1.0664426,1.0543078,0.73713565,1.0147187,1.0193945,1.1866727,0.94331163,0.9790369,0.99373144,0.9484751,1.1230828,0.9011229,0.9844843,0.949345,1.0597928,1.2789526,0.91012955,1.1470995,1.1187608,0.90855306,0.9370309,0.8738012,0.8106357,1.132982,0.9852441,1.0054389,0.93561035,1.1795999,1.0228229,1.0254289,1.0261385,1.1276137,0.6532079,1.1228726,0.8243297,0.93613565,0.9672312,0.8017367,1.2448746,0.9686134,1.0699635,0.92374694,0.90695417,0.0,0.85734475,1.0643439,0.81789464,1.1275152,0.8355138,0.8362877,0.9030261,1.1943798,1.1923922,1.0160217,1.1262653,1.2619514,0.8021786,0.97499186,0.9407314,0.93640095,0.86832505,1.1937182,1.2183638,1.0739717,1.2013445,1.1037005,0.84100705,1.0344753,1.2102259,1.0777414,1.1060923,0.79904723,0.985024,0.9241769,0.8955757,0.8848896,0.966249,0.9945302,1.3042834,0.9490143,0.71141195,1.0071214,1.2597519,0.9699189,1.2124609,0.8703652,0.97440124,0.9654487,0.9346332,0.7912653,1.0933492,1.1341472,1.1827279,0.89680326,1.1140549,1.1190565,0.6641226,0.95320225,0.9637056,1.258225,0.94427824
jeans,0.69685555,1.4553657,1.035893,1.3353791,1.529839,1.295349,1.4398328,0.7289709,0.697592,0.57733595,1.1872005,0.7292441,0.4582616,1.3468335,0.43306577,1.4418404,1.2017583,1.4823512,1.5390704,1.0239501,1.431207,1.1583867,1.3779675,1.2622325,1.1795977,1.085682,0.73269,0.996012,1.2988596,1.3691716,1.1619587,1.00051,1.2360635,0.44251812,1.2887452,1.4902406,0.7623479,1.5407176,1.26587,0.81606686,1.1625152,0.74165326,1.0648389,0.7861843,0.38105094,0.72224605,1.0241054,1.3764796,1.2551343,0.86819255,1.5158205,1.3555479,0.80188894,1.1180226,0.79700834,1.299901,0.66354173,0.67051214,1.2174656,1.0483738,0.5280409,0.871594,0.22659874,0.85734475,0.0,1.5279989,0.6482347,1.5473046,1.0089793,0.70352286,0.9717387,1.1754873,1.2345288,1.4741254,1.0159621,1.3896877,0.6698494,0.68940365,0.25826323,0.13573813,0.85249144,1.4147382,1.4344097,1.1262358,1.242493,1.219436,1.3719659,1.0566291,1.316243,1.433878,1.3313242,0.61206883,1.3052857,0.7778799,1.0515168,0.18687129,0.9424894,0.45315236,1.3799255,0.6482162,1.2627246,0.70013404,1.2930973,0.7221767,1.4073366,0.85901004,1.4731386,0.7180934,0.24287921,0.6528063,1.5355406,1.1503532,1.2291234,0.99259806,1.270695,1.5684645,0.9540778,0.88748056,0.97965634,1.3778096,0.8110688
