,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
sandwich,0.8603383,1.1184165,1.1858491,0.8473712,1.1265868,1.109864,1.1729487,1.243622,0.94403476,1.0817368,1.1939849,0.85982627,0.74617815,1.0736797,0.97813815,1.1738696,0.9999178,1.3202398,1.1048336,0.99223995,0.82207537,1.0358964,0.9269028,1.340957,1.2034775,1.2195491,1.1482365,1.0453447,0.7239959,1.2222205,0.9156316,0.8938915,0.8285083,1.1140492,0.738932,0.9597043,0.6170616,1.3118508,0.86609435,1.2543685,0.8620696,1.2371055,1.1562204,1.079488,0.9988357,1.203171,1.0770236,0.9803956,1.0689886,0.8069467,1.0363827,1.1050043,1.1938038,1.1807607,1.3154342,1.0164065,0.9248313,1.1137023,1.133482,1.0718529,0.90108,1.0204666,0.86407727,1.3621725,1.2518512,0.94235605,0.8347178,0.8505904,0.8971319,1.2500247,0.9249285,1.1738809,0.6487534,0.6661392,1.0129164,0.88998294,0.9634139,0.8174653,1.2010835,1.0563303,1.2562695,1.1411374,1.22846,0.9367732,1.0419539,0.7999445,0.9483652,0.8507579,1.3217459,1.1819665,1.0869001,1.244821,1.1320478,0.3191275,1.0816077,0.59012276,0.983011,1.1205789,0.9388259,1.1410624,0.9354354,1.0480723,0.0,1.0516577,1.0490601,0.8589709,1.1600175,1.0171102,1.1948035,1.1559922,0.99296933,0.9241809,1.3290567,0.90542746,1.025669,1.2999101,0.673095,1.2593634,0.97182894,1.1902891,1.2829189,0.8232039,0.78522485,1.0944344,1.1678009,1.2343632,0.93544495,1.2839242,1.192097,0.8185216,0.92291087,0.84331554,1.29277,1.3063787,1.0165377
scarf,1.0976368,0.7164509,1.0058285,0.7936605,1.0911502,1.2000773,1.144829,1.0904133,1.125846,0.93860495,0.91685045,1.0055487,0.9103426,1.1517745,0.84087014,1.0811672,1.06161,1.0842991,1.1812177,1.1632129,1.0869485,1.1396238,0.9912319,1.174351,1.1779758,0.94531596,1.1014079,1.039492,1.0911267,1.1875336,1.09216,0.8373607,1.0624801,1.0486853,0.96281993,0.91495794,0.99444085,0.96957886,1.1370575,1.1474588,1.1295111,1.1169851,0.9986836,1.1645632,1.0988011,1.0710331,0.7179904,1.1166438,0.9368616,0.94579655,0.6775967,0.94616115,1.2278849,0.6386547,1.2108667,1.1074651,1.0464846,0.6004488,0.6281282,0.77336425,0.850353,0.64517444,0.6356131,0.8587764,1.125633,1.0963857,0.8638911,1.0963314,0.71521217,1.0322781,1.1091197,1.3103198,1.1513711,1.1244781,1.1721195,0.83499664,0.8965642,0.8532453,0.7928433,1.0780514,0.5567392,0.58153784,1.0774575,1.1888483,1.0770409,0.88539755,0.71547544,1.1885922,0.9647958,0.9580836,1.2169042,0.9994325,0.97736543,1.1804802,1.2007501,1.2347648,1.0390518,1.1132516,1.1018047,1.13918,1.147441,1.1384641,1.0516577,0.0,1.0411866,0.87299395,0.84355175,0.6973493,1.1024877,1.0268519,1.2724149,1.0711002,0.7785977,1.0788574,1.0411749,0.8850838,1.0370092,1.1797612,1.0671687,0.9960992,1.1187651,0.84095305,1.0858991,1.1775545,0.61872494,0.7767504,0.82345176,0.964992,1.0380434,1.1737617,1.135428,1.1046282,1.2427633,0.7231951,1.1415149
scissors,0.6950215,1.1943967,1.2225301,0.84727854,1.2135531,1.1218592,1.0729773,0.87713724,0.7969805,0.8757223,1.100745,0.83406484,0.7932948,0.9256392,0.7620259,0.828063,0.8596939,1.303215,1.1029203,0.8862557,1.1470915,0.9445358,0.8242507,1.1822,1.1182153,1.1088754,1.0087106,0.8103686,1.0795207,1.2035637,0.8792993,1.0095599,0.92977965,0.947807,1.1598823,0.895877,0.99450064,1.0446149,0.6896056,1.3056213,0.9367199,1.0363978,1.0072874,0.9655601,0.83234817,1.1361797,1.0396228,1.268314,0.9814982,1.0213528,1.1566776,1.0514302,1.0126952,1.0574772,1.0338362,0.7373594,0.9431847,1.047709,0.92517364,1.1714683,1.032544,1.1292678,0.9759321,1.2451706,0.97406185,0.83081865,0.91808283,1.1639674,0.92508924,0.9628671,0.828707,1.021581,0.9668796,1.0379956,1.1252155,0.86179084,0.99408233,1.2039601,1.2964084,0.99426174,1.0362561,1.059985,1.3124146,1.0751388,0.9305645,0.8254267,0.9351871,0.8959768,0.9336638,0.9046356,0.93139654,1.118352,0.87139785,1.0460765,0.98061633,1.0597211,0.8564358,1.1869162,0.92587423,0.9220795,0.96284723,0.92159456,1.0490601,1.0411866,0.0,0.94563395,0.8618309,1.0896785,0.8539057,0.83766454,0.9177209,0.6719595,1.1918318,0.8994854,1.2589122,1.2754788,1.1680319,0.90977633,1.0662073,1.2331245,0.95115733,0.9100372,0.8404336,1.1821033,1.2585804,1.1150515,0.6602311,1.0812083,1.0887654,0.8853794,0.9848943,1.0619307,1.0183505,1.1468846,1.0238265
shirt,0.79242784,1.2230179,1.4237089,0.5095465,1.3004788,1.2881479,1.441021,1.2443858,0.6249612,0.5706316,1.3095987,0.57215935,0.63405126,1.1457896,0.55778,1.2405678,1.1765753,1.4545237,1.4274354,1.1113305,1.4808655,1.2251265,0.8496292,1.4452844,1.2509016,1.3297113,0.97238237,1.0288986,0.9930823,1.3282163,0.7070743,0.44366038,0.78595805,0.8461119,0.919729,0.4608087,0.8090466,1.4674528,0.5453975,1.485873,0.84020656,1.2631845,1.0875616,0.8234751,1.0576081,1.3064601,1.1589059,1.3914893,0.5653057,0.67306453,1.18666,1.2815623,1.250272,1.2724193,1.4432275,1.1236768,0.6109458,1.1268963,0.88540816,1.3464072,0.5033673,0.93057215,0.83206964,1.35725,1.2213796,0.9372561,0.09867084,1.0251871,0.41173482,1.4767351,0.6075235,1.2556651,0.89162004,1.1648082,0.9909094,0.6658311,0.8838709,0.90722066,1.3089242,1.3852787,1.1783388,1.1024413,1.4118162,0.94281983,0.8392208,0.16640532,0.39543855,0.9892419,1.4138389,1.3560852,1.1883469,1.4370384,1.0310085,1.202081,1.0642788,1.2299254,1.130612,1.3278363,0.98481435,1.2120657,0.64575964,1.1906335,0.8589709,0.87299395,0.94563395,0.0,1.1632272,0.66089916,1.3562615,0.83072716,1.1314805,0.82374334,1.4763597,0.71091855,1.2274384,1.2779331,1.1847272,1.4872671,1.080571,1.3247437,1.1202717,0.12940371,0.6684129,1.4800556,1.2875798,1.285142,0.8023653,1.4026635,1.3649201,1.0433241,0.8183947,0.9303372,1.2350199,1.3918748,0.7244767
shoe,1.0005583,0.64298105,1.0255486,0.8661649,1.089794,1.0218104,0.82804704,0.7190808,1.2941368,1.0885904,0.75621974,1.1703908,1.1446904,0.99085677,0.9598808,0.93823093,0.8845401,0.95141226,1.0532755,0.94550514,0.9094186,0.9639455,1.1103356,0.8643896,0.90258646,0.92130524,0.94229984,1.0195917,1.0379634,0.97995687,1.1705532,1.1913929,1.1439806,1.0527956,0.983118,1.1322095,1.0208306,0.89466816,1.2323146,1.005989,1.2108645,0.80859804,0.96016955,1.16607,1.0897025,0.92860746,0.82957447,1.1383464,1.1182826,1.1570013,0.8847857,0.8070104,0.7992103,0.75239706,0.8572409,0.88970655,1.208736,0.91957957,0.65662515,0.8747176,1.1954129,0.9862459,0.9667714,0.9095369,0.85439706,1.1892073,1.1367582,1.0352165,0.9974492,0.7300394,1.2193682,1.0847528,1.1754491,1.1582117,1.0542487,0.8459103,0.9726368,0.99858075,1.059333,0.93757236,0.7367624,0.96074736,1.0951217,1.1102377,1.0645418,1.1060684,0.9802284,1.0971109,0.8884181,0.9630061,0.93816817,0.8446779,0.69773144,0.98488414,0.87764746,1.0901248,0.8949436,1.0603273,1.0827434,0.84567195,1.2557061,0.956843,1.1600175,0.84355175,0.8618309,1.1632272,0.0,0.9313021,0.8598521,1.123546,1.1551156,1.0236526,0.7053681,1.1386662,0.9925412,0.7534727,1.0512381,0.84644055,1.0191826,1.0076779,0.7616403,1.2387409,1.1836641,1.0627234,0.78072226,0.9229027,1.0752873,0.79661274,1.013656,1.0539191,1.0802099,1.0752715,0.92606264,0.7925267,1.2041408
shorts,1.0772301,0.82927144,1.2210766,0.5619537,1.2666539,1.2944473,1.2777706,1.1692,0.8739422,0.6298025,0.9456441,0.8002273,0.9294498,1.176147,0.7781434,1.1560268,1.249867,1.281646,1.2969744,1.127989,1.2647263,1.2495555,1.0892091,1.1763009,1.2123172,1.0907259,0.93244547,0.96303934,1.0668358,1.2393047,0.92369866,0.65947473,0.93487763,0.94949,1.0005713,0.71694446,0.9454181,1.2582382,0.89233106,1.3115044,1.0236483,1.1131665,1.1303394,0.93980455,1.117587,1.0221397,1.061054,1.2700477,0.69760436,0.92306316,0.83323264,1.147617,1.2067376,0.8086798,1.1738138,1.2247458,0.8914113,1.0128064,0.6703424,1.2349776,0.79384816,0.8391002,0.6996923,1.0765214,1.1726016,0.8686473,0.6298783,1.1053134,0.39944983,1.1362567,0.82378703,1.2259145,0.97417295,1.1719518,1.0508591,0.84371465,0.8774725,0.9122283,1.1087008,1.0489779,0.79352134,0.8784237,1.2336386,1.0029677,1.0888685,0.7881103,0.2890209,1.1177069,1.2069176,1.1954634,1.3113451,1.0862465,0.96133727,1.2153484,1.102125,1.2343948,1.1027924,1.2570817,0.98541445,1.1055237,0.896137,1.2803799,1.0171102,0.6973493,1.0896785,0.66089916,0.9313021,0.0,1.2009329,0.9071984,1.0671821,0.958095,1.0361712,0.9924661,0.96054906,0.7285589,0.9554001,1.2012249,1.0415268,1.1957736,1.0153195,0.65590197,0.93364024,1.3567499,0.8389627,1.0794499,0.94869256,0.97610253,1.3933666,1.1235411,1.0255508,1.1488571,1.1458112,1.0785329,0.80179036
shovel,1.2003914,0.819981,0.9271576,1.1940868,0.81559724,0.8270811,0.74884546,0.81038475,1.2700408,1.3181764,1.147049,1.3710766,1.2949939,0.77849543,1.2234864,0.77904004,1.0051968,0.65919507,0.8982863,0.9147776,0.73516667,0.63899124,1.2143415,0.6966992,0.8038063,0.93348926,0.8069284,0.9017693,1.0231943,0.76214683,1.1918256,1.1653048,1.1796578,1.1856127,1.2081127,1.3761127,1.3346058,0.7188595,1.260232,0.74870217,1.046168,0.6040993,0.77026844,0.99565643,0.98377424,0.8445107,0.97033465,0.92922217,1.2949929,1.2145901,0.8664332,1.0324776,0.6477583,0.8477611,0.5686365,1.0229752,1.2934489,1.0199445,1.145114,1.0084714,1.2330724,1.212431,1.035059,0.80160296,0.7538645,0.9637995,1.3455405,1.0816036,1.3761485,0.59434474,1.0990682,0.7084219,1.1936905,1.1240249,1.0260276,1.307839,1.1073394,1.2223655,0.9172652,0.8465789,0.8649124,1.0301809,0.75677013,1.0312048,1.0259415,1.3312973,1.3459663,1.1152486,0.69641614,0.5789534,0.718555,0.98940986,1.0026319,0.90194714,0.8600823,0.93456453,0.9654765,0.7594118,0.9978157,0.7917503,1.0920167,0.8205337,1.1948035,1.1024877,0.8539057,1.3562615,0.8598521,1.2009329,0.0,1.1340318,0.94672126,1.0563425,0.7867507,1.2226714,0.9559967,0.8054059,1.1216954,0.5269485,1.0578753,0.93821305,0.6202581,1.3155957,1.1851069,0.7859634,0.92942053,1.0504037,0.87516814,0.7826125,0.76432705,1.0039705,1.1558385,1.1209948,0.6387862,0.6707395,1.1942905
shower,1.0056801,1.1707522,1.1915102,0.8915006,1.173761,1.1085873,1.2138075,1.0648226,0.46601462,0.6353818,1.1399904,0.69028944,0.94763285,1.1145495,0.80721843,1.1703535,1.2147511,1.1878849,1.221683,1.0506907,1.2425575,1.10498,0.96132064,1.1018845,1.2480499,1.0179911,0.9258423,0.91921455,1.1279339,1.1179748,0.6510824,0.8310312,0.92891747,0.84765685,1.056462,0.7073235,1.0361475,1.1475165,0.68378633,1.249353,0.9397833,1.1274034,1.1753657,0.49496514,0.66042,1.0484089,1.0522786,1.212001,0.725634,1.0048381,1.1273011,1.2846622,1.0225922,1.0760678,1.1399783,1.1015147,0.86177367,1.0261556,1.1218278,1.234223,0.9195523,1.0291152,1.0773026,1.1529387,1.1257591,0.73425156,0.7660937,1.1659485,0.71379405,1.1801201,0.6602567,0.91202265,1.1104898,1.1971794,1.0687604,1.0369081,1.1075017,1.0942752,1.125332,1.1245946,1.0892882,0.99803454,1.1813475,0.7521366,1.0101606,0.8369622,0.6806183,1.0038507,1.113623,1.1613138,1.1820163,1.1634465,1.047125,1.23664,1.0718609,1.1927917,1.0624034,1.1769102,1.0034809,0.9742505,0.57403773,1.1893011,1.1559922,1.0268519,0.83766454,0.83072716,1.123546,0.9071984,1.1340318,0.0,0.90656435,0.8575537,1.1531463,0.8211917,1.1641724,1.1680961,1.2486913,1.1582513,1.0612961,1.2200546,1.0864538,0.79343367,0.8313247,1.2650926,1.1101236,1.0232133,0.9897034,1.1372857,1.2139353,1.1752982,0.9980821,1.0708306,0.9176832,1.1440692,0.7076477
sink,1.0910991,1.1892017,1.1766591,1.1055032,1.153189,0.9042991,1.140892,0.7207806,0.56079984,0.81686777,0.9026304,0.8232098,0.8362577,1.1794138,1.0075551,1.0105864,0.86647224,1.103216,0.57582706,0.5759041,1.2366066,0.9505654,0.7637429,0.7312423,0.99333334,1.2493829,1.0808256,0.70848185,0.9881023,0.97010416,0.97357607,1.060905,0.7805574,1.0034055,1.1521565,0.9902943,1.1811401,1.0943146,0.79447424,0.94177854,1.049249,1.1793691,1.2782257,0.7003628,0.45133644,0.8630004,1.3733447,0.99232113,0.947978,1.1375914,1.2004074,1.3350083,1.0660177,1.102071,0.69597954,1.1458799,0.9740537,1.2486085,1.304106,1.2767748,1.1985848,1.4262221,1.1714997,1.1809512,1.0660789,0.7457519,1.1192601,0.96750623,1.132785,0.7342303,0.9258317,0.65070534,1.0265638,0.7548899,0.86154926,1.2268755,0.93982387,1.1946585,1.2344246,0.61378145,1.1402129,1.2299788,1.0832326,0.5794585,1.0846261,1.1576742,1.1015067,0.58662176,1.0221716,1.06985,1.010757,1.0974452,0.9006109,1.0528097,1.0952845,0.6464186,1.0877326,1.2118464,0.8010541,0.70879453,0.728455,1.1531616,0.99296933,1.2724149,0.9177209,1.1314805,1.1551156,1.0671821,0.94672126,0.90656435,0.0,0.8478403,1.1061707,0.84381425,0.9346641,0.9116921,0.83260244,0.59082574,1.072151,1.0875646,1.0857131,1.0788283,0.7862561,0.9010013,1.2507303,1.194763,1.0673476,0.83121765,1.1471369,0.5178084,1.0866333,1.0143411,0.9061181,1.1744347,0.8889071
slide,0.774053,1.1767225,1.150788,0.79889005,1.1661016,1.1393462,1.0638311,1.006266,0.6255187,0.81944466,1.1796193,0.6683619,0.6816027,1.1331191,0.77531195,1.0475284,0.99209905,1.3328607,1.0135124,0.888553,1.231656,0.9894182,0.6865298,1.1951973,1.224872,1.0728673,1.1005868,0.8453806,0.9360117,1.3355818,0.7209944,0.8760599,0.8506037,0.88321936,1.0438356,0.75572985,0.76846445,1.1549938,0.66183114,1.343437,0.9531888,1.2871733,1.2512524,1.0229675,1.0007821,1.0043414,1.3105223,1.0329322,0.91123927,0.95721054,1.2213095,1.1630003,1.0944707,1.1629493,1.2500632,0.98474306,0.75544417,1.2004813,1.0438889,1.1702428,0.9847504,1.090468,1.0312531,1.3812318,1.2631102,0.68811923,0.80158496,1.0277075,0.8040505,1.164953,0.7540499,1.1734425,0.7965734,0.8213085,1.0183954,0.8630122,1.0628643,1.0514039,1.3251383,0.9559679,1.2441458,1.1745062,1.2716086,1.0299903,0.96113676,0.7091229,0.76850224,0.918356,1.1237165,1.0214453,1.0611018,1.1519716,0.955302,1.0795357,1.0157102,1.029103,1.149291,1.1672039,0.9407223,1.0581822,0.85754144,1.1437764,0.9241809,1.0711002,0.6719595,0.82374334,1.0236526,0.958095,1.0563425,0.8575537,0.8478403,0.0,1.3182836,0.8480167,1.232009,1.2545562,0.92282885,1.0920248,1.1483605,1.246685,1.1916718,0.81028277,0.7292075,1.1530436,1.3111328,1.1981536,0.6146392,1.1182128,1.0974971,0.7935431,0.90947735,1.073136,1.1492438,1.3539679,0.9577445
slipper,1.4214771,0.55937845,0.3779477,1.2948076,0.6653944,0.9146304,0.56524014,0.78425986,1.4624279,1.360251,0.4726619,1.567514,1.3423941,0.9867519,1.4092234,0.8533069,0.9631052,0.39912128,0.6525334,1.1991102,0.50694823,0.9886896,1.3355212,0.5205444,0.74698496,0.4730817,1.0443703,1.217516,1.1943388,0.5586197,1.4303355,1.4815637,1.4885451,1.0576286,1.1512638,1.4899211,1.3389204,0.31490648,1.6193445,0.40481997,1.4291273,0.8286303,1.0121939,1.3280152,1.2509928,0.7614058,0.6753199,0.70902795,1.2686551,1.2235149,0.52423763,0.7050692,1.0005454,0.38329595,0.43914348,1.0479718,1.2908978,0.48657125,0.81501925,0.50835395,1.2058178,0.74104273,0.95961136,0.20954072,0.783962,1.2968938,1.5200361,1.1908257,1.310002,0.37973273,1.5222197,0.9977749,1.2381306,1.0720792,1.2573416,1.306296,1.1234249,1.0940181,0.30554122,0.764901,0.404073,0.61593384,0.39453983,1.2804389,1.2031137,1.4904965,1.2767106,1.2926967,0.3900301,0.5408238,1.0112296,0.38075793,1.0155573,1.05475,1.2005618,1.0546564,1.1078321,0.67821914,1.2606275,0.9518445,1.5009046,0.97346514,1.3290567,0.7785977,1.1918318,1.4763597,0.7053681,1.0361712,0.7867507,1.1531463,1.1061707,1.3182836,0.0,1.390187,0.77712,0.5442122,0.9848498,0.54007137,1.1473556,0.45252794,0.9983637,1.5486314,1.5952474,0.6201214,0.2633742,0.29004282,1.177454,0.525661,0.63577974,1.3754642,1.2863399,1.2762878,0.95599544,0.1653111,1.3182964
snow,0.8460241,1.2604997,1.3429377,0.7893083,1.2422937,1.1556606,1.2829368,1.1240177,0.5503488,0.6563677,1.2170565,0.4597767,0.81199074,1.0803682,0.6999859,1.1503645,1.1218075,1.3089149,1.186306,1.0366396,1.3194251,1.1464763,0.82582736,1.3128452,1.0847769,1.3596644,0.9394174,0.9156951,1.0203205,1.2111353,0.7627095,0.78125787,0.6514086,0.83889973,0.9692951,0.6013163,0.9405518,1.3301154,0.58030236,1.2892711,0.821584,1.1402013,1.1878953,0.7592493,0.85721517,1.2622143,1.1579274,1.2906208,0.444196,0.91358566,1.2591488,1.2590499,1.0579187,1.261321,1.2655394,1.1331178,0.8088337,1.1693616,1.1065747,1.2827721,0.8841816,1.0703188,1.0629907,1.3266851,1.1630466,0.90677035,0.67190236,1.0738544,0.76267457,1.2787524,0.6675117,1.103939,0.9208755,1.0311894,1.0580996,0.8400465,0.9027641,1.0249137,1.2768366,1.1242136,1.2821681,1.1973004,1.2826834,0.86861324,0.8474592,0.71530354,0.7751364,0.926132,1.2854848,1.3143454,1.0992166,1.3366208,0.9643124,1.1038581,0.9521186,1.1270436,1.0962776,1.3201957,0.98969287,1.1349821,0.68295854,1.2193604,0.90542746,1.0788574,0.8994854,0.71091855,1.1386662,0.9924661,1.2226714,0.8211917,0.84381425,0.8480167,1.390187,0.0,1.1978064,1.3193055,1.1396601,1.261824,0.9496169,1.3140216,1.0188639,0.6663662,0.6113236,1.2537638,1.3220942,1.1651901,1.0383401,1.2373632,1.2602513,0.9027336,0.83751553,0.79832023,1.1735461,1.3460141,0.794518
soap,1.212996,0.7863997,0.85785496,1.1104693,0.95685035,0.82670057,0.8973173,0.9690167,1.2431436,1.2575448,0.85254455,1.2562793,1.0679287,0.9116205,1.2563632,1.0349437,0.9051083,0.8629111,0.8726424,0.92977226,0.7509694,0.798163,1.19414,0.795709,1.0107495,0.9287505,1.1320401,1.0573097,0.9742478,0.7403056,1.1561396,1.2151701,1.2229149,1.1312902,0.93875134,1.2999828,0.9358396,0.9255656,1.252138,0.7360441,1.1679709,0.96518517,0.95571303,1.0521679,0.92645746,0.75812066,0.9739849,0.7281666,1.1398875,1.1423597,0.7265526,1.0134866,1.0199445,0.79524505,0.8324058,1.063926,1.0223038,0.99098176,1.0710325,0.771654,1.1717949,0.9900715,0.9257332,0.94047666,0.8744794,1.0380297,1.2904785,0.8283317,1.2225987,0.7912178,1.1877646,0.86549914,0.9981043,1.0015017,0.86659634,1.147577,0.9640646,0.90399826,0.8946904,0.76550317,0.8697406,0.9142194,0.9065022,0.8728748,1.1289302,1.2856507,1.204802,0.7833229,0.9400744,0.93797874,0.980307,0.7451027,0.955273,0.9159164,1.1350813,0.94294643,1.089475,0.9321812,1.121285,0.9406733,1.1306208,0.9348598,1.025669,1.0411749,1.2589122,1.2274384,0.9925412,0.96054906,0.9559967,1.1641724,0.9346641,1.232009,0.77712,1.1978064,0.0,0.6896713,0.8714453,0.79278815,0.9543223,0.9562253,0.9624578,1.2486373,1.2689666,0.7560945,0.71341014,0.9340731,1.1214302,0.7263321,1.0357733,1.0607531,1.1997616,1.1348135,0.79657173,0.83749664,1.148104
sock,1.3387022,0.394786,0.84788674,1.1055895,0.93680054,0.9023999,0.84257436,0.8184329,1.2651262,1.0171443,0.64893895,1.2847418,1.1770067,1.0674527,1.1866137,0.9332723,0.98473495,0.681998,0.81071067,0.97733283,0.9104606,1.0129731,1.1907223,0.54991746,0.8321888,0.82298934,0.9540165,0.9263884,1.134217,0.72858393,1.2725868,1.1567974,1.2514733,1.0845671,1.102474,1.2084057,1.2716614,0.7535195,1.3792738,0.6492175,1.3171723,0.8328011,0.9678795,1.0241519,1.0815697,0.56165314,0.9184474,0.83187413,1.0395463,1.2461311,0.74470544,0.9084239,0.9422699,0.6945578,0.6556842,1.2097758,1.2750614,0.950917,0.82587767,0.86706626,1.1953269,1.0398258,1.045436,0.57214403,0.845734,1.124911,1.294163,1.0428513,1.0956477,0.62466824,1.2627221,0.850451,1.2379284,1.1414077,0.9101932,1.1991926,1.0277292,1.1121424,0.7773906,0.56751835,0.688201,0.9426752,0.78287905,1.0166008,1.1800996,1.3520012,1.0257457,1.0400218,0.7445587,0.8716278,0.9285026,0.7232819,0.7788565,1.164721,1.0544658,1.0404246,1.0722126,0.9363739,1.0091789,0.85501164,1.1944051,1.1089242,1.2999101,0.8850838,1.2754788,1.2779331,0.7534727,0.7285589,0.8054059,1.1680961,0.9116921,1.2545562,0.5442122,1.3193055,0.6896713,0.0,0.9388343,0.6807315,1.0261534,0.81287694,0.8420284,1.3000048,1.2934704,0.71311474,0.6193844,0.87452936,1.2066827,0.4602272,0.9695417,1.0663121,1.2159753,1.2181547,0.77863264,0.64466876,1.0838945
soup,1.0159756,1.0563776,0.83040726,1.1253645,0.91884685,0.9551602,0.7942491,1.0054729,1.065084,1.1176687,0.810257,1.1126393,1.0274445,1.042626,1.1423992,1.0316747,0.938829,1.0548675,0.723286,0.9809343,0.75408256,1.0931295,0.9934321,0.98394156,1.0156336,0.9412702,1.0845139,0.98473865,0.94076854,0.98253655,1.201627,1.1281161,1.0110838,1.0955048,0.90604377,1.1912501,0.7141851,1.0610118,1.1907306,0.96650916,1.0654105,1.0185751,1.093988,1.1829234,1.0741982,0.8153819,1.1511474,0.69709516,1.3301752,1.0317969,0.9900724,0.88661325,1.1504083,0.96752036,0.9330509,0.89865905,1.085499,1.074585,0.9692278,0.92982644,1.1345356,0.98935574,0.9852412,1.0617099,1.0469537,0.9922293,1.237129,0.93742657,1.1673106,0.91639197,1.22592,1.0434674,0.701742,0.50104386,1.0578207,1.0000396,0.9932098,0.7679842,1.0627507,0.79475635,0.9503105,0.9717488,0.94529396,1.0850371,1.0232689,1.1460608,1.1445286,0.92911905,1.0937591,1.1097845,1.0589609,0.7349549,1.0336262,0.58689487,1.1488194,0.5391072,0.90588695,0.946185,1.0392401,1.0767719,1.19228,0.9501406,0.673095,1.0370092,1.1680319,1.1847272,1.0512381,0.9554001,1.1216954,1.2486913,0.83260244,0.92282885,0.9848498,1.1396601,0.8714453,0.9388343,0.0,0.82626843,1.0036802,0.89503324,1.105477,1.2096152,0.99301004,0.8126355,1.0145386,1.0579076,1.0857172,0.8484576,1.0006404,0.75201833,1.1491423,1.0586935,1.1415501,1.1456871,1.1038132
spoon,1.299072,0.9582962,0.6379538,1.3332186,0.75243795,0.6926513,0.5475238,0.49474108,1.2371601,1.2527725,0.5966273,1.4653335,1.313741,0.9623272,1.3143356,0.6789772,0.7932564,0.55591077,0.39057446,0.8909018,0.7326652,0.6473604,1.0792748,0.48829865,0.60188067,0.73740405,1.092943,0.95274717,1.1311878,0.5768434,1.3278544,1.4603008,1.3173082,1.0817167,1.2980729,1.4589949,1.4409285,0.44080007,1.4532654,0.4894917,1.337549,0.8283613,1.0263275,1.1201154,0.9198308,0.7078041,1.1123295,0.72157586,1.3890054,1.3426528,0.8976587,0.8544248,0.7753899,0.7198734,0.12583745,0.9843253,1.2517613,0.9541952,1.1400397,0.8905893,1.4315803,1.2388004,1.2154852,0.65627,0.6865968,0.9766022,1.5226548,1.1160067,1.4661441,0.16336721,1.4266781,0.5393759,1.184283,0.9653855,1.1096418,1.4882991,1.099359,1.3050916,0.8142568,0.63976604,0.6371144,1.0904936,0.65270764,0.998017,1.1623169,1.4850475,1.4480499,0.9907329,0.37512118,0.49598825,0.8238006,0.55695057,0.8562608,0.94799894,1.0184689,0.6919906,1.0603027,0.7756759,1.1314926,0.7092784,1.2339339,0.888892,1.2593634,1.1797612,0.90977633,1.4872671,0.84644055,1.2012249,0.5269485,1.1582513,0.59082574,1.0920248,0.54007137,1.261824,0.79278815,0.6807315,0.82626843,0.0,1.2387576,0.7166331,0.851665,1.5182028,1.3368571,0.5213244,0.8609063,0.8157568,1.0327083,0.5266695,0.68531793,0.8575134,1.2846162,1.199782,0.647115,0.592915,1.252496
