,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.63294387,1.2009784,1.3304632,0.934951,0.67561007,1.0986493,1.1257948,1.2766714,1.0940893,0.800972,0.7898179,1.2858167,0.79958457,0.65049756,0.92734015,0.803692,1.1667147,0.99941915,1.3671792,1.28871,1.1719012,1.2605402,1.0567796,1.1130514,1.1554174,1.3268286,1.211267,1.3045526,0.9019331,1.0577568,0.8990342,1.1599638,0.9067701,1.2929422,0.8436997,0.7965901,1.1815047,1.2666845,0.8103153,0.9318726,1.3595744,0.8724751,1.3424473,1.0501443,1.1535445,0.9537294,0.99298364,1.1885937,0.97375005,1.2066115,0.7690633,0.7584666,1.0248333,1.145221,1.0419443,1.1109062,1.107574,1.0022646,1.1358196,0.7951324,0.9262015,1.0286651,0.76687104,1.3004206,0.6532313,1.2338885,1.1160551,1.0798539,0.8430593,1.128594,0.7511653,1.2864611,0.97112346,1.1419202,1.1162999,1.0109334,0.6705198,0.9724145,0.8241596,0.7228364,1.2141972,1.255187,1.0721142,0.6778935,1.2891527,1.035583,0.0,0.7014747,0.86311847,0.749579,1.3423067,1.3572056,1.2842495,1.0717206,1.07743,1.0287265,1.1577604,1.1374252,1.3159177,1.1157546,1.2261453,0.8059653,0.93597966,1.0435811,0.9748806,0.8623564,0.8417721,0.78821504,1.0360569,0.87312436,1.0816717,0.88201463,1.1194265,0.77264214,1.2442201,1.2721261,0.9871748,0.9376291,1.1485994,1.1221156,0.6434556,1.3592286,0.9446982,0.79421884,0.88234067,1.2362372,1.0807904,0.89309657,0.65357494,1.213453,1.1525935,0.9343885,0.93375784,0.9833271,1.0829626,1.1371638,0.8178971
pajamas,0.6346874,1.045505,1.5155685,1.1072667,0.3412128,1.3182559,1.3897041,1.3094709,1.1505584,0.66010374,0.52908444,1.1421065,0.4679867,0.5327502,0.8895557,0.66890335,1.2359083,0.9921801,1.4743384,1.5267854,1.142899,1.3751817,1.0490248,1.0853409,1.32323,1.3480946,1.2849576,1.1933014,0.8803874,0.9116497,1.0690405,1.4244101,0.7434753,1.3314391,0.72461414,0.6469016,1.2617595,1.1558726,0.52275574,1.081845,1.3889529,0.78877413,1.5456815,1.1194563,1.2359273,0.8355845,0.99136525,1.1001762,1.0743297,1.4581116,0.81748825,0.7495047,0.9480844,1.228737,1.2346855,1.0789169,1.325362,1.1039524,1.3511958,1.0165431,0.54283744,1.057438,0.6812321,1.3514868,0.5221444,1.146155,1.3124938,1.0496938,0.35911,1.0418305,0.1730892,1.291522,0.8184497,1.4367721,1.3486527,1.0967699,0.5045605,0.85017085,0.8901211,0.98090106,1.3062878,1.2878325,1.0573659,0.8069434,1.3271325,1.0466698,0.7014747,0.0,0.28620964,0.6733671,1.3536396,1.3796426,1.378767,1.1781915,1.2181628,1.2259003,1.3782494,1.3266084,1.406625,1.0221652,1.3414564,0.9315822,0.7912924,1.1390845,1.04098,0.8168383,0.8847624,0.27035785,0.9265192,0.459419,1.1887783,0.830612,1.1470829,0.53815615,1.3098412,1.529586,0.7743828,1.0884259,1.3631978,1.3835342,0.68069047,1.3710083,0.7190894,0.32669115,0.65450877,1.4833044,1.0845119,0.9874223,0.56693375,1.2182062,1.2303345,0.9022341,0.9929846,0.7315357,1.0987294,1.2246853,0.7346325
pants,0.7253187,1.0090119,1.4482147,1.1569068,0.48066682,1.3424444,1.3774445,1.2572061,1.2393551,0.5926212,0.55252355,1.1743748,0.5300063,0.6960894,0.9613705,0.79261106,1.1867518,1.1173924,1.4461529,1.4920266,1.1575222,1.3122451,1.0471367,1.1142887,1.3036292,1.3168969,1.1766437,1.0963126,0.8138881,0.8995708,1.130091,1.4038435,0.79156727,1.3356584,0.78509116,0.79363143,1.2279209,1.0847452,0.5430925,1.1546284,1.3739517,0.7638315,1.5543758,1.0304129,1.1634728,0.7375026,1.011503,0.9499796,0.96516764,1.3981211,0.80998105,0.66537553,0.9779976,1.2220991,1.2321482,1.102793,1.4063045,1.1548837,1.3161991,0.98692065,0.68531704,1.1553378,0.6471702,1.3510573,0.75630873,1.1826869,1.2379768,1.0677601,0.32222432,0.99911135,0.2379123,1.2950135,0.806492,1.3705715,1.3069679,1.0434823,0.6525987,0.78377527,0.8922502,0.9981232,1.246947,1.3515569,1.0638772,0.8772479,1.2526945,0.9902228,0.86311847,0.28620964,0.0,0.8239356,1.3888143,1.4227668,1.3562845,1.2584255,1.186465,1.1889948,1.4058297,1.2303721,1.3569167,1.0412334,1.3692138,0.99018466,0.7536082,1.1406581,1.0382776,0.86562955,1.0473373,0.27190816,0.93285024,0.2999401,1.1235569,0.8073431,1.1581312,0.5989187,1.2550789,1.455665,0.9477935,1.1035134,1.396647,1.3892564,0.93694234,1.3312986,0.6179042,0.2604866,0.6755234,1.4342675,1.0117114,1.0413688,0.7999409,1.2502663,1.2591248,0.928575,0.9556386,0.5212712,1.0277827,1.2504396,0.6799115
paper,0.59240663,1.109279,1.399185,0.89684844,0.61968666,1.0387357,1.1396366,1.287549,1.0503232,0.70561576,0.5650249,1.3769242,0.6102848,0.19620776,0.9667331,0.7830287,1.26894,0.30618244,1.4785246,1.2788988,0.71718276,1.217087,0.98363256,0.9397854,1.2418377,1.4728118,1.3230847,1.3320525,0.9841743,0.96654844,0.9284558,1.2115927,0.8644109,1.3386084,0.71195287,0.78921115,1.2212956,1.1760111,0.6071329,0.9332266,1.4025389,0.74581444,1.4127809,1.1217613,1.211849,0.89853466,0.84880173,1.0739689,1.0870771,1.3567066,0.8753532,0.82830566,1.1377832,1.0629697,1.0647959,1.2542198,1.3136756,0.7090091,1.1378658,1.1150296,0.9172339,0.6689021,0.8833818,1.3152168,0.6569817,1.3841941,1.2434783,1.0783255,0.7500024,0.9988087,0.674592,1.2795231,0.86746705,1.2601432,1.0973037,0.8546428,0.5855986,0.90707606,0.9392379,0.92186385,1.3517396,1.1594663,1.2811207,0.9023127,1.3424532,0.9484324,0.749579,0.6733671,0.8239356,0.0,1.3614792,1.336254,1.4214163,1.1398296,0.9418096,1.1716923,0.96186614,1.2592849,1.3605077,1.09666,1.2833302,1.0508159,0.9001478,1.0794567,0.970944,0.8850155,0.7431986,0.7197794,0.9867006,0.8829166,0.9900222,0.8979103,0.958202,0.80892277,1.4379869,1.3093376,0.98030007,0.83595645,1.2015033,1.2957866,0.94960874,1.4166689,0.98284876,0.73518544,0.53518057,1.0328606,1.2233424,0.77972424,0.583021,1.379163,0.79488355,0.60170436,0.9569842,0.8212643,1.1737885,1.3712733,0.8429193
pen,1.4788032,0.8801861,0.43982047,1.1963713,1.4052725,1.0034134,0.9013517,0.54817677,0.98398197,1.4565485,1.4785374,0.23697722,1.5122812,1.5145628,0.9046444,1.3229455,0.62206787,1.0901299,0.4536488,0.79621094,1.1000149,0.734107,1.0313057,1.2591631,0.7358525,0.4119479,0.8027704,0.4070372,1.2825553,1.2467638,1.170498,0.6198347,1.2975973,0.4048741,1.3803078,1.1468881,0.88686293,0.42010295,1.5224838,1.0452161,0.07692361,1.3937912,0.45292544,1.2201445,1.0975994,1.3171844,1.1805735,0.9642636,0.8804518,0.6094168,1.3603778,1.3140932,0.5991412,0.60835993,0.8726326,0.6370979,0.5155933,1.0440377,1.1190424,0.8510733,1.0881552,0.93292636,1.3495903,0.5861354,1.2486949,0.49314666,0.82902277,0.88227665,1.4192859,1.2030499,1.4407296,0.4270448,1.2951255,0.6860993,1.0557317,1.2516294,1.499774,1.1757823,1.1229436,1.2571958,0.36518103,0.44083458,0.41783822,1.0458857,0.4964469,1.1887684,1.3423067,1.3536396,1.3888143,1.3614792,0.0,0.09944153,0.23660517,0.8216819,1.0917922,0.9050226,0.873887,1.0349338,0.6433246,1.0247132,0.68909425,1.1248213,1.3984585,1.0704256,0.9016912,1.2970961,1.0610576,1.4648838,1.0400877,1.3785195,1.0882854,1.1755391,0.93677866,1.4136634,0.24059469,0.7649111,0.91078335,1.2126697,0.63794446,0.6560194,1.1150241,0.32731843,1.245734,1.5007803,1.5657501,0.8629974,0.6806688,1.0375047,1.2618897,0.361346,1.0228106,1.3830795,1.1676044,1.2216785,1.044219,0.40042716,1.3793496
pencil,1.5171037,0.8234683,0.4719447,1.0876596,1.3454095,0.9351517,0.87598526,0.6309262,0.9717493,1.5225587,1.5283449,0.39795393,1.4837801,1.5034362,0.9657711,1.3808101,0.7169753,1.0448182,0.48452425,0.7606652,1.055836,0.712217,0.97030795,1.1993195,0.73872757,0.49305302,0.8510419,0.45021403,1.3342297,1.2749398,1.1018685,0.6486867,1.3375378,0.46637708,1.3750759,1.264338,0.8414859,0.56203717,1.540828,1.0219536,0.11657786,1.4482441,0.4733094,1.1776247,0.9946517,1.3701788,1.1785012,1.0035644,0.86687016,0.6092803,1.3635232,1.3382394,0.5517501,0.72962403,0.8923491,0.66124225,0.50299144,1.0586133,1.0159379,0.830656,1.0399082,0.8581108,1.3772857,0.5801742,1.1038468,0.5468055,0.87549025,0.84726834,1.4183214,1.1426603,1.4372799,0.36956948,1.3068293,0.7173233,0.9922203,1.2335722,1.426609,1.234565,1.0670022,1.2986472,0.40536678,0.5148273,0.44274378,0.9978441,0.47316116,1.1390703,1.3572056,1.3796426,1.4227668,1.336254,0.09944153,0.0,0.37100297,0.88553035,1.040174,0.924127,0.8778257,0.9653289,0.55040103,0.9654979,0.6694036,1.0637788,1.3925104,1.0749876,0.92372465,1.2459317,0.99867946,1.4807689,1.0064887,1.370733,1.0090433,1.2575676,0.99295247,1.4468322,0.33341604,0.7689939,0.87103564,1.1955792,0.54446995,0.61237985,1.1182913,0.40279514,1.2854519,1.5060954,1.5541104,0.81489235,0.63311964,0.9628864,1.146153,0.44165725,0.928126,1.3536896,1.23082,1.3228953,1.0184186,0.32137018,1.4416535
pickle,1.4848495,0.9539273,0.22736967,1.1047279,1.4480119,0.8850289,0.8324518,0.42740524,1.0023801,1.4121139,1.447629,0.31511676,1.4981015,1.4902124,0.92337966,1.3150258,0.66890395,1.1923909,0.42546117,0.73856306,1.117385,0.63598496,1.2013797,1.2616564,0.81003964,0.42330348,0.8135985,0.35527724,1.2690665,1.27491,1.0490426,0.64088637,1.3235328,0.3649997,1.3931137,1.2076898,0.7658384,0.42695224,1.4796259,0.9857005,0.19843733,1.4097891,0.42445463,1.1926755,1.1093053,1.3134058,1.3166621,0.9349828,0.85297203,0.46238422,1.2918118,1.2146376,0.68445855,0.6033649,0.90115494,0.6904994,0.7981692,1.0170233,1.0695908,0.88346124,1.1854224,0.97590625,1.2569721,0.50327957,1.3517506,0.48448318,0.8070662,1.0602458,1.3650856,1.2280988,1.4280268,0.76083124,1.2955489,0.80296344,0.90352166,1.2106916,1.4914906,1.19185,1.1446095,1.2308228,0.31548882,0.5778936,0.56145704,1.048507,0.33423674,1.266385,1.2842495,1.378767,1.3562845,1.4214163,0.23660517,0.37100297,0.0,0.90267575,1.0045581,0.98922044,0.8329184,0.9808417,0.52926004,1.0938767,0.71533746,1.1700175,1.3956375,1.1108925,0.9233903,1.3237398,1.2319272,1.3965102,1.1200126,1.3620342,1.0780288,1.1126527,1.0801973,1.3541172,0.24940228,0.61962545,1.0700215,1.145418,0.89872247,0.7551368,1.1992902,0.24508274,1.3068967,1.4401116,1.5229526,0.77163064,0.7095617,1.1219796,1.4498438,0.49154562,0.9761062,1.3597579,1.1000454,1.2119104,1.1451926,0.50137186,1.333918
pillow,0.9736974,0.8630446,0.9535946,1.0654657,1.2616535,0.98204863,0.9369342,0.8827956,0.72511137,1.2179686,0.9740703,0.8308758,1.1773088,1.1490465,0.88274586,0.4864174,0.77719283,0.9275325,0.8077475,0.8525364,0.9859337,0.89182276,1.108102,1.0761539,0.9308848,0.76687574,0.69158494,0.99837524,1.0458301,0.76956284,1.1015642,0.7368926,1.0471197,0.7898766,1.1646767,1.029821,0.8469352,1.0456634,0.98852086,1.0721976,0.8659177,0.97304195,0.78280735,0.9280491,0.8347753,1.0507495,0.9654179,0.78824353,1.0666142,0.9151428,1.1601303,1.3015478,1.130312,0.92008615,0.79311115,0.8472387,0.7227811,0.9853574,0.9551352,1.1710131,0.92991084,1.0701523,1.261279,0.8136851,1.3069525,0.8076475,0.6493592,0.8786663,1.2201751,1.129262,1.1965649,0.84645134,1.0831667,0.7505437,0.9781929,1.0767132,1.0916198,1.1606206,1.2535363,1.0353786,1.0058068,0.58572465,0.93502414,1.262591,1.0770581,0.96501553,1.0717206,1.1781915,1.2584255,1.1398296,0.8216819,0.88553035,0.90267575,0.0,0.9881854,0.6355489,0.9288763,0.837304,0.9060523,0.7644149,0.85957587,1.1269386,1.0981251,0.9416389,1.1159425,1.1057433,1.1955417,1.2355211,0.84587604,1.0606581,1.0914989,1.0177319,0.8671191,1.2094736,0.9361516,0.7902472,0.8547138,1.0632447,0.90117186,0.83777046,1.114646,0.84628356,1.1466222,1.2468841,1.2226132,0.8728348,1.0975925,1.1276522,1.3257387,0.54520154,1.0499883,1.1811767,1.0454654,1.0626508,1.0036705,0.9801307,1.1289725
pizza,1.0365635,1.0979851,0.9346224,0.88629293,1.1494277,0.89911664,0.9093225,0.8861802,1.0231019,1.1510918,1.0973734,1.1552095,1.1433412,0.97812134,1.007304,0.9748345,0.9798733,0.862216,1.0570513,0.7271053,0.84756327,0.3815589,1.0366261,0.9906206,1.0685526,1.1864076,0.9897349,1.1250824,1.0198227,1.1160601,0.61273855,0.97006434,1.0937566,1.0583643,1.1060361,1.114554,0.97487944,0.9928108,1.0974691,0.65140164,1.0872782,1.0745847,1.0112545,0.9472864,0.9142321,1.1390775,1.0528837,1.0743351,1.2041256,0.9773914,1.0885446,1.081425,1.2123626,0.95381176,0.83545244,1.0793487,1.014132,0.82923603,0.73149663,1.14729,1.1661277,0.9275711,1.1228168,0.8296099,1.1248027,1.2402563,0.94251555,1.0737798,1.0855985,0.9677473,1.1680337,0.98557615,1.0637935,0.9869331,0.7929561,0.98869205,1.0672041,1.0628366,1.0745866,0.99756426,1.1437016,0.95449615,1.2359667,1.1813862,0.97930956,0.96063143,1.07743,1.2181628,1.186465,0.9418096,1.0917922,1.040174,1.0045581,0.9881854,0.0,0.91840655,0.50083965,0.88356113,0.8710837,1.0250566,0.94642997,1.178489,1.0033875,0.94667685,1.0676817,1.1203499,1.0807025,1.1501918,0.9968535,1.1152918,0.6432972,1.1326284,1.0382041,1.1864774,1.1311545,0.77605414,1.1518704,0.5865803,0.8680774,1.0156912,1.040445,1.0797427,1.1597884,1.1151795,0.96124655,0.7978642,1.1650497,0.95016634,1.1143142,1.1505198,0.88921094,0.59395534,0.9925222,1.1094666,1.0726639,1.1351017,1.1290116
plant,0.9190713,0.94351983,1.0216941,0.9267487,1.1724148,1.0442057,0.93686455,0.9277163,0.85641474,1.2298316,1.1975653,1.0690584,1.2061983,1.2295854,0.8991058,0.91149265,0.97621644,1.0876384,0.8673461,0.9563554,1.0915279,0.96023136,0.80465627,1.0918683,0.86475426,0.91801274,0.876789,1.062204,0.964425,0.95028967,0.9579303,0.82025176,1.0587928,0.8707708,1.0867363,0.9603926,0.9768654,1.0529673,1.1698787,0.7847305,0.9134871,1.0379018,0.9574336,0.90560114,0.78162456,1.0462466,1.0840098,0.78977036,1.0357754,1.0547404,1.2042536,1.2300538,1.1281153,0.87259233,0.31497985,0.86857015,0.6584998,0.9329091,0.82522994,1.1621095,1.0245829,1.0246483,1.1332229,0.8973353,1.2068176,1.1126195,0.74829,0.89636207,1.1918782,0.9833706,1.254923,0.803349,0.88184965,0.6822423,1.0567994,1.0186865,1.0916704,1.1225748,1.1254202,0.80291486,1.1333182,0.8680546,1.001649,1.1695553,1.1482167,0.96380234,1.0287265,1.2259003,1.1889948,1.1716923,0.9050226,0.924127,0.98922044,0.6355489,0.91840655,0.0,1.0060804,0.8748355,1.0362008,1.0190705,1.0528255,1.0829306,1.0765382,0.7955406,1.1757077,0.99670875,1.1437534,1.2682399,0.9232139,1.1494894,0.9861405,1.0754812,1.026384,1.1573533,1.0702279,0.9914465,0.9290024,0.8912833,0.76734674,0.8039468,0.938375,1.0057818,1.0317976,1.236064,1.1656039,1.0194799,1.0846996,1.0135446,1.1221243,0.75566953,1.1045352,1.0882732,0.9127975,1.0656583,0.86660886,1.1058929,1.0593648
plate,1.3341821,1.1293778,0.75644124,0.67176867,1.3525442,0.74694675,0.6643625,0.73446095,0.80541396,1.1346152,1.2567496,1.012307,1.3246405,1.0680845,1.2082956,1.1026603,0.95758075,0.8878742,0.8858292,0.27015638,0.77638245,0.52009505,0.9567467,0.789702,0.775716,0.9296716,1.0553162,0.9937495,1.1982427,0.9941983,0.77598464,0.7670137,1.1795894,0.951236,1.0670042,1.1336589,1.0318451,0.8728826,1.3101423,0.7333962,0.92468077,1.1588253,0.66996384,1.1509364,1.1170236,1.2112137,0.8264073,0.8345519,1.2332262,0.6492777,1.1332763,1.2760192,1.1993665,0.9099197,1.0056487,1.04417,0.7501192,0.959251,0.6494039,1.1966387,1.252892,0.89448833,1.3610871,0.8821657,1.2471,1.0604132,1.0334562,0.99817467,1.3260038,0.936357,1.3863745,0.750122,1.1722398,0.7481178,0.56416196,0.900031,1.2254845,1.1896935,1.0959785,1.0719666,1.0022686,0.61286306,1.1946816,1.2020067,0.89862424,1.0410233,1.1577604,1.3782494,1.4058297,0.96186614,0.873887,0.8778257,0.8329184,0.9288763,0.50083965,1.0060804,0.0,1.0194381,0.85771936,1.006715,0.80533636,1.1774617,1.1331718,1.1369708,1.0007406,1.2444596,0.99735457,1.4002079,1.0754533,1.3338188,0.5612359,0.9909688,0.57454985,1.2315485,1.0280662,0.48814493,1.0208759,0.54380524,0.49782073,0.9526341,1.1090178,0.9242058,1.3146465,1.3646882,0.9762154,0.59781814,1.1647791,0.89379114,1.2307154,0.9400853,0.87832284,0.61124206,1.1272813,1.2886579,1.1477816,1.0544047,1.3177254
pony,0.9836025,1.060064,0.8665421,0.98629767,1.2988511,0.83562785,0.8002048,0.9881283,0.99858,1.1846821,1.1862059,1.0699973,1.1788087,1.2509578,0.9026483,1.0942972,0.92982477,1.0181701,0.7541514,0.8306811,0.9850616,0.9699567,1.0631872,0.9943946,0.8358811,0.8888624,0.77081764,1.1135461,0.7118672,1.035851,0.9867553,0.7842532,1.0547881,0.9335379,1.1367759,1.1022294,0.84918576,1.2020568,1.155088,1.1320028,1.0060829,1.083787,0.7903686,0.23600364,0.2712394,1.1215835,1.1339628,1.041039,1.1654497,0.93652475,1.0452162,1.1558864,1.2370052,0.9135147,0.82360333,1.121274,0.8608612,0.8695928,0.7032903,1.1099191,1.1951666,1.1391863,1.1149063,0.8454755,1.287837,0.87903607,0.39619696,0.9950463,1.1891954,1.01285,1.2776533,0.9335261,1.0460721,0.8086163,0.8911251,1.0169741,1.2179396,1.0132856,1.1709939,1.0008123,1.0581251,1.0474833,1.1381711,1.2751034,0.9798306,0.95672745,1.1374252,1.3266084,1.2303721,1.2592849,1.0349338,0.9653289,0.9808417,0.837304,0.88356113,0.8748355,1.0194381,0.0,0.730426,0.725977,0.8411262,1.0732015,1.0654736,0.44768935,1.1908501,1.0924014,0.9910971,1.2412893,0.9592315,1.0824158,0.93563974,1.099322,1.0717667,1.1096845,1.041004,0.8335863,1.1405838,1.1082194,0.93491006,0.7891262,1.0464355,0.94297373,1.1190783,1.1709718,1.1520208,0.6625447,1.1125582,1.1646532,1.2084744,1.048016,0.75252503,1.1303769,1.073213,1.2174274,0.834484,0.9557559,1.1500082
pumpkin,1.3370881,0.8254161,0.2656461,1.0658827,1.3566599,0.4241687,0.7179012,0.56252944,1.0531732,1.4359208,1.4056079,0.759408,1.4159697,1.3705798,1.0659922,1.297873,0.79553956,1.1757439,0.5597946,0.64950126,1.0744796,0.42588884,1.2161303,1.1264544,0.82715845,0.7160617,0.8874067,0.49128467,1.1578519,1.222245,0.8973618,0.7615333,1.4063706,0.6802826,1.415092,1.3776078,0.5597857,0.7383773,1.4171377,0.9555,0.5458342,1.4372728,0.5696645,0.9176161,0.78768116,1.3903961,1.2725271,1.0027779,0.95701724,0.32462513,1.235439,1.2339683,0.8313478,0.8080294,0.92506427,0.7880982,0.88832885,0.9278802,0.8364029,1.0074486,1.1521866,1.0420684,1.2864094,0.48773515,1.2926943,0.5448277,0.7405049,0.98696023,1.3181442,1.0656829,1.382439,0.8264858,1.369369,0.9252218,0.6275742,1.1775334,1.2980373,1.2058412,1.1564302,1.1128101,0.475743,0.81481695,0.7990744,1.1269069,0.22884595,1.2467961,1.3159177,1.406625,1.3569167,1.3605077,0.6433246,0.55040103,0.52926004,0.9060523,0.8710837,1.0362008,0.85771936,0.730426,0.0,0.92856365,0.63024676,1.0035453,1.3546464,0.9606733,0.91719764,1.2744979,1.2560815,1.3785638,0.9146879,1.2736753,0.9086087,1.2154212,1.2539294,1.357749,0.5281557,0.44978142,1.0594732,1.1598624,0.8826251,0.8843526,1.260329,0.49543846,1.2928998,1.4006484,1.4177969,0.6316996,0.7245854,1.1054637,1.4437765,0.7747719,0.7763802,1.2484367,1.1424991,1.2863333,1.1038464,0.5930555,1.4191395
purse,1.0438045,1.0552506,1.1268295,0.9238223,1.1780277,1.0159936,1.0421939,1.0673271,0.60419416,1.1654727,1.046374,0.9834165,1.0734512,1.0583583,1.1079954,0.8791651,0.9998868,0.80790013,0.83529466,0.8648897,0.62494886,1.0432585,1.0840881,0.7875848,0.79248387,0.73397887,0.7957631,1.1360097,0.8678862,0.7597279,1.1542444,0.9404342,1.0418893,1.0079999,1.0194113,1.0353379,1.0658282,1.0951531,1.0239847,1.1337901,1.0639803,0.97059774,0.89845264,0.7191424,0.6979791,1.0240347,0.8427491,0.9773274,1.2365956,1.1378292,1.0467235,1.2573434,1.2478508,1.0099033,1.0277385,1.0503812,0.8034775,0.98401433,0.9106823,1.1841499,0.6919457,0.97145724,1.2143043,1.0243589,1.1653368,0.65764695,0.85818475,0.7631144,1.0675337,0.91374815,1.0156326,0.7532549,1.0484624,0.9664216,0.99304515,0.9865767,0.8811182,1.060762,1.2364752,1.2003684,1.1975465,0.75105953,1.0280716,1.2723527,1.1740646,0.8182672,1.1157546,1.0221652,1.0412334,1.09666,1.0247132,0.9654979,1.0938767,0.7644149,1.0250566,1.0190705,1.006715,0.725977,0.92856365,0.0,0.84165406,1.0169504,1.0204787,0.78577435,1.1692963,0.96514124,0.787099,1.1287192,0.5735905,1.0048362,1.0435786,1.0168861,0.820248,1.0636728,1.0814043,0.9488827,0.8027738,1.1574299,0.940836,0.8805342,1.0832808,1.0352476,0.7689943,1.078917,1.0438726,0.8361449,1.1610266,1.0677958,1.163704,0.8393644,0.77987796,1.1266531,1.1084843,1.1427261,0.7388879,0.95115906,1.1686096
radio,1.3516653,1.0477656,0.6905674,1.0624086,1.4103795,0.754153,0.80570817,0.8144389,0.71272933,1.2423654,1.2382355,0.74183863,1.3483369,1.3158451,1.1108743,1.1554368,0.8280584,1.0083274,0.5611009,0.6387711,0.8315818,0.79920346,1.0971696,0.62193036,0.8962471,0.60453904,0.8401932,0.9286796,1.0282782,1.10588,1.1233807,0.62014323,1.0660377,0.72250134,1.1769087,1.1856278,0.9843525,0.9180716,1.2712622,1.0349625,0.68672,1.1045115,0.5273148,0.9613412,0.9250782,1.0796909,0.8823317,1.1028899,1.1483603,0.8166782,1.1059872,1.2137334,1.0718033,0.9002468,0.997424,0.86917233,0.792635,1.0303967,0.8772024,1.0243161,1.1733756,0.9394907,1.2944343,0.6804221,1.2921643,0.71602386,0.8134564,1.0608872,1.3097966,0.8952805,1.3816009,0.7568336,1.2116618,0.7759043,0.967481,1.0328016,1.288172,1.1092813,1.1549398,1.0739714,0.7731842,0.84265363,0.93624675,1.2590617,0.7450404,0.8599836,1.2261453,1.3414564,1.3692138,1.2833302,0.68909425,0.6694036,0.71533746,0.85957587,0.94642997,1.0528255,0.80533636,0.8411262,0.63024676,0.84165406,0.0,1.1058302,1.0006521,0.97627056,0.97791934,1.1907613,0.9982605,1.3844296,0.82581246,1.2798449,0.9130437,1.0860369,0.8687348,1.3042197,0.7231392,0.80967045,1.0649076,1.0304085,0.84335566,0.7046063,1.0868114,0.6764086,1.1020862,1.3545673,1.2255983,0.72328955,1.0455334,1.0549178,1.2282557,0.8351841,0.8146858,1.0590868,1.0935645,1.2314861,0.86173636,0.72389096,1.2269527
raisin,0.98885167,0.7701052,1.0623722,0.99800944,0.9447926,0.94142896,1.091469,1.1989901,1.2142249,1.1282811,1.1513761,1.1106809,1.0172199,1.0107538,0.87846506,1.1330047,1.0475953,1.18466,1.1848441,1.1513324,1.2437497,1.1130424,1.1435357,1.1650723,0.97428066,1.15953,1.0429472,0.9894572,0.92328167,1.1178099,0.9729639,1.188935,1.1568341,1.172054,0.97691214,1.0753611,0.7743894,1.1146773,1.0970527,1.1202462,1.1057519,1.0993545,1.1924698,0.97894144,0.9760842,1.1206273,1.1055233,1.1328083,0.7128376,0.9459997,1.0513769,0.8969475,0.7502816,1.1065477,1.140466,0.8548857,1.0271434,1.0586438,1.0614095,0.58539474,0.7596283,0.9503933,0.7962535,0.97635424,0.6719911,0.78208697,1.0927114,0.90255666,1.0588578,0.97409844,0.95314604,1.0623535,1.1815081,1.2202101,1.0338948,1.089618,0.8163862,0.89758444,0.82469535,0.8303895,0.9382303,1.180367,0.7990652,0.55187356,1.0018413,1.1838524,0.8059653,0.9315822,0.99018466,1.0508159,1.1248213,1.0637788,1.1700175,1.1269386,1.178489,1.0829306,1.1774617,1.0732015,1.0035453,1.0169504,1.1058302,0.0,1.1980608,0.9184264,0.89544487,0.6638135,0.98948085,0.99821836,0.92288,0.9506182,1.1322877,1.155124,1.1605504,1.076998,0.9311333,1.1024189,0.8421109,1.1021135,1.0092286,1.083378,0.95459294,1.1648332,0.967488,1.0113535,1.1145686,1.1539028,0.7119034,0.8565349,0.9088478,1.0924058,1.1054302,1.1601661,1.084346,1.0536739,1.1426551,0.83618546,1.0764816
