,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,elephant,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
fish,0.9453183,0.8599943,0.7807185,1.043629,0.92225826,0.9220227,0.9188074,1.2606925,1.2597713,1.3030957,0.5108093,1.289695,1.2384624,0.69769126,0.9685862,1.13889,0.9247676,1.0052955,1.108869,1.3301973,0.6933711,1.0147918,1.1252502,0.87553406,0.96658796,0.61054385,0.98689073,0.98735875,1.2923905,0.6659067,1.0724639,1.3800979,1.1139127,1.2974137,1.025981,0.61390287,1.3742807,0.8960329,1.0463897,1.0245836,1.3559012,1.0983311,1.1747587,0.7966659,0.99761814,0.77026296,0.0,0.9068582,0.82796246,0.8478126,0.6736997,1.1510661,0.887177,0.617544,0.9871482,0.6663021,1.0870441,1.03478,0.64694154,0.94588375,1.2029407,1.1791103,1.1261045,0.8469114,1.3410083,0.8398845,0.9469527,0.7982942,0.8290521,1.0577444,0.7424776,1.2007306,0.6627047,1.1187365,0.81444836,0.8356822,0.8609446,1.2099408,1.0703343,1.2142978,1.1704485,1.1402677,0.73088855,0.7807114,0.882365,0.8590301,1.0503004,1.0362933,1.0960643,0.8806154,1.0265081,0.7523677,1.3327037,0.8839141,1.0817726,1.0912495,1.2073572,0.60650474,1.0192946,0.9215838,1.2074171,0.96106076,1.292137,0.55057704,1.1288652,0.7624749,1.0019338,0.98648787,0.9326306,0.7993086,0.95965797,0.98173815,1.3563633,1.439328,0.7165461,0.7735485,0.7920771,0.94928133,1.0520728,0.93877554,1.2063981,1.079271,1.1725173,1.2665749,0.64763296,1.2399998
flower,0.91536486,1.2090302,0.99942833,1.1722826,1.1022267,1.0976448,1.1210089,0.9783192,1.0861992,1.1848252,1.0534188,1.1495552,1.2099762,0.7825432,1.0059658,0.9886586,0.931275,0.8401147,0.87499326,1.0861583,1.0111552,1.13409,1.0522366,0.6194945,0.94970345,0.8833178,1.170676,1.0228884,0.94839126,0.86614794,1.0201359,1.0140268,1.0030324,1.1447276,0.99994,0.9770731,1.0775154,0.87841356,1.0293616,0.9802581,0.9368274,1.1609524,1.2163323,1.1513824,0.9391238,1.0797614,0.9068582,0.0,1.0938033,0.7749855,0.9817765,0.82035625,1.1318917,1.0392538,0.8610329,0.9098671,1.0954053,1.0802245,1.0471852,0.87066865,0.9896219,1.2294563,1.2782335,0.8315413,0.9724435,0.7318125,1.0159744,0.9533333,0.88976324,1.2147572,0.79210865,1.1283903,1.0317876,0.9601834,1.0483973,0.8336214,0.9865502,1.1192672,1.0488393,1.197894,1.2793294,1.0363703,0.8608697,0.9152734,0.9523875,0.7521406,0.822895,0.1797409,0.8915973,0.97183186,1.0306449,1.0352112,1.0225275,0.7616173,1.0727948,1.1193124,1.2271627,1.0159805,1.1610117,0.9475216,1.1526191,0.77732956,1.2511998,0.99561226,1.0483806,0.9822734,1.0700303,1.1303036,0.84548545,0.9562307,0.8635989,1.1023667,1.2596563,1.1175067,0.98094755,1.0845118,0.9647144,0.9587968,0.95084083,1.043779,1.0200039,0.72923046,1.100687,0.85238343,1.0471014,0.8427994
foot,1.2109886,0.4088149,0.7638037,0.924199,1.0418752,1.0288402,1.0939611,1.3080446,1.3506726,1.3056237,0.61448807,1.2549422,1.1928562,0.96946,1.2104847,1.2309331,1.2062588,0.9150871,1.2458644,1.3454051,0.57941556,1.2090406,1.2128274,1.1678,0.72032785,1.0448027,0.9642853,0.9582629,1.1533641,0.9323396,1.0657042,1.3114934,1.1731713,1.2200736,0.8114903,0.6450948,1.3839302,0.84212565,1.0213645,1.0954055,1.192441,1.1680758,1.0937078,0.5940687,1.0923615,0.37116987,0.82796246,1.0938033,0.0,0.9414431,1.0554917,1.238076,0.48277986,0.5266343,1.191421,1.0039366,0.90451396,0.5918925,0.47078252,1.037093,1.2142254,1.0645782,1.0499493,0.940748,1.2669305,0.9953148,1.1715422,0.9255504,1.0404038,0.8782577,0.97104573,0.94783676,0.5891761,1.2148468,0.40761077,0.7236409,0.82450145,1.2045584,1.0352565,1.1597255,0.9938167,1.2780341,0.7371965,0.697967,0.6937735,0.9431261,1.1342227,1.0715762,1.2991221,0.80714834,0.86233824,0.85944253,1.2575237,0.8577459,1.1012658,1.0914147,1.0333863,0.8026012,0.8752322,0.8451028,1.2017293,1.2207612,1.2139914,0.49787927,1.3293759,0.5586272,0.6944926,1.0393265,1.0325142,0.70395166,1.1392667,1.1299554,1.1429019,1.4354076,0.7558555,0.21870172,0.7348155,0.83757436,1.218884,1.0861795,1.3924437,1.258924,1.1897801,1.207354,0.5733568,1.2802433
fork,1.2408282,1.0038817,0.821291,1.2080169,1.1851491,1.151995,0.88981956,0.9173108,1.1470778,1.5904351,0.78935134,1.405323,1.3982255,0.68948114,1.2274762,1.0405627,0.82597023,0.6334544,0.6474486,1.3094769,0.6722312,1.3275105,0.9361349,0.7116169,0.71034425,0.85271764,0.82587904,1.2253517,1.0695406,0.64570796,1.2092485,1.2640423,1.1378106,1.5421641,0.96891654,0.3832178,1.2709128,0.5468491,1.2503006,0.9933483,1.344063,1.1266735,1.2840022,0.84634066,1.1169204,0.830194,0.8478126,0.7749855,0.9414431,0.0,0.86084765,0.7932813,0.8872656,0.822065,1.0322715,0.84611464,1.3615954,0.8988686,0.78320795,0.7016508,1.1211324,1.4873796,1.5250885,0.08628464,1.1152089,0.42446494,1.201861,0.6562917,0.6789814,1.44452,0.7281815,1.3231205,0.8686279,1.0373447,0.8739304,0.7561977,0.8124579,1.2636042,1.3412614,1.5307405,1.5231205,1.2869405,0.18725598,0.28380626,0.8597892,0.75501513,0.60571593,0.81372744,0.6537191,0.8918469,1.0450388,0.80937004,1.1432807,0.62426037,1.1058302,0.6808883,1.4737692,0.79042673,1.2084795,0.3392523,1.3243096,0.79010576,1.491415,0.6398503,1.4542084,0.69267684,0.97737944,1.1405463,0.116678596,0.68394506,0.8383892,1.3481264,1.4774224,1.4000368,0.55117255,0.95089,0.9002985,0.9543645,0.995084,0.820145,0.7981322,1.1694759,1.1570094,0.8646364,0.73527753,1.2998133
frog,0.8013337,0.8971979,1.1144503,1.265689,0.8890464,0.8654201,0.6721137,1.1459843,1.2605442,1.3123643,0.8657807,1.3260567,1.1377602,0.7422247,1.0037316,0.8164973,0.76653945,0.96046793,0.9874811,1.0179497,0.79744345,1.2038252,0.94243824,0.76399815,1.0021234,0.8600136,0.9640317,0.99905026,1.2108141,0.79892516,1.039832,1.2656846,1.0737318,1.2685435,1.100491,0.7174798,1.2066352,0.9665177,0.90310925,0.5206512,1.3407447,1.0663728,1.130647,0.7245375,1.1973102,0.90407145,0.6736997,0.9817765,1.0554917,0.86084765,0.0,1.0273632,0.8728621,0.90111184,1.0300344,0.47834587,1.1193929,1.0659719,0.7950202,0.8951049,1.0716709,1.1901585,1.243223,0.81513655,1.2352214,0.81708187,0.98775667,0.9543967,0.89814746,1.0578068,0.77406824,1.1923193,1.0702113,0.94026804,0.93049896,1.012785,1.1890757,1.2707851,1.1506747,1.1479437,1.2292812,1.0572001,0.8678757,0.88633573,0.80534583,0.89845294,0.8985648,1.021228,1.0145533,1.16783,0.85791093,0.72119284,1.2781101,0.7288555,1.1224885,0.80905193,1.1976019,0.54989994,0.91628414,0.98941433,1.2626615,1.0924973,1.2433498,0.7878839,1.2510165,0.9050729,1.0127562,0.75355065,0.81203234,0.59744793,0.90340036,0.9218927,1.2796941,1.3085968,0.7380351,1.005635,1.0564052,0.80940944,0.9009484,0.37978625,0.9948616,1.1395262,1.0326083,1.1069183,0.9750504,1.2804134
glass,1.0358938,1.1468506,1.0799308,1.1231989,1.0326283,1.0298338,0.99847925,0.7943063,1.0260087,1.1217775,1.2454624,1.1239861,1.0175245,1.0550553,1.0997294,1.004703,0.89978665,0.6257802,0.5646552,0.9458014,1.0624386,1.0589528,0.8778068,0.760244,1.043694,1.1291312,1.0909061,1.1173894,0.9772292,1.0166835,1.0075116,0.91431403,1.0069188,1.0853703,1.1578165,1.115459,0.97587085,0.7724056,1.0696822,0.8618171,1.0164137,1.0286307,0.9629108,1.1562344,1.1170673,1.1427411,1.1510661,0.82035625,1.238076,0.7932813,1.0273632,0.0,1.1328131,1.1640166,0.8935792,0.9788315,1.0733283,0.97252214,1.2061749,0.8857933,0.99904186,1.1540997,1.1850526,0.84935707,0.98158205,0.8231839,1.0504097,0.9741971,0.93377805,1.1291653,0.99932647,1.0460585,1.1738087,0.9051056,1.0961726,0.99551797,1.023875,1.0399513,1.1065575,1.0959184,1.1834538,0.9306487,1.0060586,1.0279387,1.0931419,0.9730871,0.70184803,0.83377594,0.6121736,1.0810843,1.1184483,1.1960417,0.998083,0.9267031,1.069415,0.9489462,1.1017469,1.0528026,0.9836751,0.8973248,1.1786793,0.8492279,1.1008891,1.2287847,1.0508687,1.0940061,1.0904874,1.0066907,0.69878745,1.0631809,1.0082057,1.078008,1.0558407,0.89907146,1.0250779,1.1599286,1.1617558,1.1578121,0.9236232,0.9221323,0.70226085,0.9540093,0.99261415,0.38525933,1.1270785,1.0170022
glasses,1.2542142,0.6421709,0.8213543,1.0337929,1.0500414,1.0397489,1.0686513,1.341507,1.2632515,1.3020337,0.6003755,1.2608563,1.1783532,0.85722136,1.2725346,1.1580336,1.1037157,0.9339138,1.206612,1.2933002,0.6422576,1.1629255,1.2129928,1.1107383,0.8175596,0.9186125,1.0268222,1.0091664,1.2124107,0.81779253,1.0836408,1.2704539,1.1963924,1.2097173,1.0370389,0.6548111,1.3198167,0.8769295,1.0052739,0.9972724,1.190618,1.0428071,1.0679013,0.5013212,1.0318695,0.5456103,0.887177,1.1318917,0.48277986,0.8872656,0.8728621,1.1328131,0.0,0.64061403,1.1945988,0.9445414,0.67840946,0.72214,0.37132895,1.0056527,1.2084746,1.0561789,1.1890397,0.91581947,1.2706313,0.9300923,1.1288264,0.9997562,1.046968,1.1209514,0.96073884,1.1151493,0.6206435,1.2665513,0.3672744,0.80713665,0.9131981,1.1605572,1.1350222,1.1525531,1.0633254,1.1877329,0.7156635,0.6996498,0.87617064,0.9865792,1.0755119,1.0543152,1.2509444,0.8728129,1.0115873,0.70062125,1.1296375,0.91654277,1.1099548,1.033882,1.0052004,0.8096739,0.87349135,0.8928661,1.1343923,1.1542645,1.2983798,0.5789865,1.2766867,0.6583022,0.88770616,0.92864996,0.9552573,0.64721817,1.0998294,1.0636777,1.1265097,1.3762981,0.69317937,0.4802562,0.88633764,0.76597905,1.2601826,1.0068167,1.2853217,1.1766816,1.1700505,1.1637472,0.53986126,1.1832995
glove,1.2800549,0.79938805,0.44481373,1.2618185,0.9069813,0.89148974,1.1862099,1.2897558,1.3907096,1.5105759,0.24895442,1.3824341,1.4331118,0.70175415,1.2716262,1.1756332,0.97366273,0.5523774,1.1841872,1.3618298,0.43900204,1.3232656,1.0352511,1.0134157,0.5678103,0.52476585,1.1058745,0.99171275,1.2023535,0.6113695,1.1599427,1.4003191,1.3137761,1.3935024,1.1286845,0.35821402,1.5163211,0.48704588,0.99661577,1.064604,1.3601199,1.3573718,1.1979896,0.5179095,1.0439179,0.6607902,0.617544,1.0392538,0.5266343,0.822065,0.90111184,1.1640166,0.64061403,0.0,1.1380545,0.7926185,1.0773636,1.0185289,0.18567085,0.6827345,1.4019573,1.2185163,1.3021824,0.803589,1.3421471,0.64049697,1.3363178,0.8118187,0.8616506,1.2290175,0.6985725,1.303118,0.2899856,1.2584559,0.64363843,0.500106,0.58385384,1.3253593,1.2563657,1.3182893,1.2414829,1.4465632,0.5500589,0.56484026,0.6790466,0.8741465,0.9784696,1.1663017,1.2845013,0.55061257,0.94075775,0.5580786,1.3320571,0.5132731,1.1875517,1.2536311,1.2332064,0.56323576,0.85807186,0.70576453,1.2681091,1.2083714,1.4181817,0.2663495,1.4131995,0.49908984,0.8329747,1.1686132,0.9231948,0.61180687,1.3344461,1.1099254,1.3587993,1.5750725,0.3378582,0.5744821,0.710393,0.93412244,1.2123142,0.7244102,1.46529,1.2711923,1.1213809,1.1166772,0.21598941,1.3181659
grass,0.9813063,1.1373796,1.0846567,1.0207243,1.0632594,1.0526371,1.1172621,0.8880596,0.94568413,0.9930764,1.1035745,0.94438374,1.0215409,0.9553509,0.890783,0.8760376,1.0063006,1.001415,0.9626615,0.94767565,1.1758388,0.735985,0.8826436,0.9803179,1.0029209,0.9042068,1.0515444,0.96565473,1.0223327,1.090488,1.1252381,0.95872784,0.95306534,1.013121,1.1435869,1.1202211,1.0450552,1.0247242,1.0574497,1.0249429,0.9681287,1.0314429,1.0130863,1.1999209,0.7755449,1.1235707,0.9871482,0.8610329,1.191421,1.0322715,1.0300344,0.8935792,1.1945988,1.1380545,0.0,0.9396634,1.1231725,1.0234303,1.1675477,0.96637267,0.99412704,1.0573039,1.0473632,1.0838327,0.90966296,1.0677319,0.85124016,0.9348997,1.0003637,0.9908421,0.8539049,1.0459852,1.1405977,0.8642938,1.1479951,1.0260606,1.043763,0.91663074,0.9718858,1.0904652,1.0524349,1.0001957,1.0816735,1.1012629,1.1152503,0.95634705,1.0061926,0.8923961,0.8851875,1.0550218,1.1299468,1.1164011,0.93507147,1.0391791,1.0584868,1.0334404,1.0491333,0.99973255,0.99804103,1.1024877,0.94622713,0.79313946,1.0078055,1.1599636,0.8459524,1.1888855,1.0159725,1.064211,1.0589789,1.1413302,1.0018426,0.9155985,1.069679,1.022348,1.0979238,1.1561787,1.0106719,0.91206187,0.8735647,1.018696,0.8786676,0.9461248,1.1009284,0.9081085,1.1629472,0.9491667
gum,1.0939496,0.88208354,0.98496705,1.2812787,0.9375455,0.9316735,0.93132365,1.1049477,1.1866633,1.3481804,0.7321155,1.2583437,1.2059927,0.8798352,1.099483,0.8149296,0.52822137,0.8306497,0.9222904,0.9138043,0.7814809,1.2676282,0.7963013,0.8478296,0.84154177,0.7012688,0.8987474,1.125523,1.2120005,0.7484377,0.8983054,1.220264,1.03684,1.3123144,1.165616,0.6389853,1.2411445,0.7678634,1.1360492,0.8364035,1.2520218,1.1082172,1.054743,0.89694834,1.1377109,0.78004885,0.6663021,0.9098671,1.0039366,0.84611464,0.47834587,0.9788315,0.9445414,0.7926185,0.9396634,0.0,1.2082078,0.9729559,0.8246021,0.9406326,1.0834537,1.2346599,1.252884,0.83038044,1.2066752,0.93063945,1.0659691,0.86622405,0.7781799,1.2378075,0.81555605,1.4147016,0.88237643,1.0971736,0.8464777,0.9852515,1.0386401,1.2782929,1.3191962,1.2035923,1.2407734,1.0085732,0.7579499,0.82102716,0.8225374,0.9253658,0.90696317,1.0009094,0.99066603,1.0923289,1.0372059,0.84270954,1.2494462,0.8872025,1.1182812,1.0718794,1.1827917,0.62446684,0.7773498,0.8401593,1.2983238,0.9539775,1.2053559,0.6472964,1.214394,0.8107126,0.9702763,1.02232,0.83181787,0.88814414,0.96885496,0.8952367,1.3430989,1.2804986,0.66361576,0.877395,0.8974814,0.8102045,1.058361,0.4799227,1.0799891,1.1067728,1.0203416,1.074501,0.79618883,1.20417
hair,0.83430505,0.9358913,1.1417891,0.844253,0.9175388,0.94394976,1.1096753,1.2198665,0.9923823,0.7670578,1.1631117,0.88651705,0.6794629,1.0035263,1.075748,1.1134458,1.2327354,1.2855011,1.2404271,1.0002818,1.1643968,0.8100401,1.2322373,1.1056489,1.2998328,1.0854698,1.0954167,0.85174644,1.0453509,1.1726568,0.8883302,1.0168359,0.87800586,0.7668526,0.99272513,1.3344141,0.924166,1.3382623,0.76113796,0.93197405,0.7122358,0.96784693,0.7935114,1.0687191,0.9258965,0.95649344,1.0870441,1.0954053,0.90451396,1.3615954,1.1193929,1.0733283,0.67840946,1.0773636,1.1231725,1.2082078,0.0,0.834937,0.85952467,1.0952224,0.99740773,0.70564574,0.7066653,1.4253165,0.9771842,1.336516,0.88058037,1.2624724,1.2677553,0.80652237,1.3179601,0.7873653,1.0997398,1.1117382,0.89465606,1.2036549,1.1848427,0.8795425,0.8221259,0.6250816,0.6191288,0.88888764,1.3557687,1.3219283,1.0897689,1.3753738,1.2375207,0.991434,1.264264,1.1249828,0.94561875,1.1436639,0.88299835,1.1300673,0.8213925,1.1104434,0.5173689,1.1951517,0.9138575,1.395121,0.9148346,1.1387029,0.8045124,1.248804,0.80871,1.1693652,1.0709946,0.9357959,1.4200768,1.0355707,1.1264021,0.8099897,0.5759484,0.89816177,1.3140966,0.8152803,1.1240819,0.9637118,1.1308501,1.2688179,1.1587448,0.8251732,1.0395744,1.0921185,1.091869,0.7798965
hand,1.0893288,0.3753609,1.1932547,0.60182405,1.0338831,0.9990761,0.8586441,1.093938,1.1509917,1.1613666,1.1577146,1.1250081,0.7939853,1.1279373,1.0889957,1.124192,1.0976008,1.155475,0.9530437,1.0402687,1.0474304,1.0696824,1.1108642,1.0318502,1.0976793,1.3194478,0.71755874,1.0154146,1.1262499,1.1682419,0.92780334,1.1165192,0.9849553,1.1350037,1.0168172,1.0751767,1.1378585,1.1613753,1.0306057,0.91158694,1.0054734,0.94192356,0.9321174,1.0047944,1.1467648,0.26053303,1.03478,1.0802245,0.5918925,0.8988686,1.0659719,0.97252214,0.72214,1.0185289,1.0234303,0.9729559,0.834937,0.0,0.96390617,1.1642997,1.0130175,0.98899615,0.8542416,1.0357522,1.0680147,1.2241082,1.031628,1.1013045,1.1468574,0.7587899,1.1187421,1.0208485,1.113397,0.95967,0.5956427,1.1073438,1.1966131,1.0107862,1.1241728,0.97545266,0.87904143,0.9156607,0.9443147,0.9044506,0.95867616,1.0140829,1.0331037,0.94810504,0.9529867,1.1824878,0.9592075,1.2306894,1.0400208,1.1412928,0.92934334,0.81001836,0.81967974,0.98713714,0.845708,1.0123777,1.2075123,0.93186826,1.0406471,1.0566424,1.1320103,0.87272906,0.7368529,1.0360137,0.91754913,1.0794482,0.98701924,1.0078149,0.88803566,1.091504,1.1842124,0.35675544,1.1905009,0.80303687,1.0217868,1.1736897,0.9560384,1.0968939,1.1490307,1.1227063,0.99548376,1.1007922
hat,1.2970626,0.7441734,0.46948695,1.2617235,0.98275256,0.9521581,1.127979,1.3164339,1.3739151,1.5156391,0.29653597,1.4210154,1.4440795,0.7005019,1.2728748,1.1263422,0.9422908,0.6322104,1.2114658,1.3920386,0.3679763,1.3666103,1.1288296,1.0651128,0.5881614,0.6099269,1.1008143,0.9796969,1.2093656,0.6184984,1.1599149,1.4268315,1.3196632,1.4124544,1.0958154,0.3605168,1.5151092,0.56124014,0.99051595,0.919921,1.4071965,1.3210791,1.2483971,0.34368062,1.0520557,0.59184486,0.64694154,1.0471852,0.47078252,0.78320795,0.7950202,1.2061749,0.37132895,0.18567085,1.1675477,0.8246021,0.85952467,0.96390617,0.0,0.78427184,1.4041021,1.2300069,1.3792229,0.7628668,1.3932965,0.6600425,1.3024321,0.7725617,0.8409716,1.2501957,0.7744349,1.3088869,0.32756293,1.2940028,0.54449487,0.5590784,0.62096226,1.3908392,1.2614791,1.339354,1.3077351,1.4356256,0.5364085,0.5515238,0.65697134,0.8368584,0.97842956,1.0825465,1.2616515,0.57093143,0.930035,0.5070525,1.3583528,0.5552462,1.2023549,1.2317138,1.2582024,0.579867,0.94045734,0.7088475,1.2765843,1.21632,1.4632635,0.269148,1.4488161,0.5148923,0.8289402,1.0837047,0.8968401,0.5274808,1.2553891,1.1787642,1.3693585,1.5949694,0.326128,0.49673426,0.67150146,0.8596792,1.2383755,0.7158901,1.4141506,1.265233,1.1424698,1.1635834,0.2528547,1.3136294
horse,0.94606525,1.1601907,0.722157,1.2480065,0.99205923,0.97768384,1.0806959,0.99460477,1.2025964,1.3183696,0.8923456,1.3039782,1.2764945,0.5956862,1.0910785,0.9356708,0.83546364,0.66391236,0.91228706,1.1631892,0.8360524,1.1521627,0.9848239,0.6744867,0.89581716,0.70456934,1.1984556,0.916206,1.0535288,0.8270055,1.223609,1.020904,1.1493595,1.2743764,1.2135556,0.7432179,1.2102381,0.6564801,0.8384093,0.77020913,1.276592,1.3879063,1.0704907,0.887632,1.0858401,1.1144791,0.94588375,0.87066865,1.037093,0.7016508,0.8951049,0.8857933,1.0056527,0.6827345,0.96637267,0.9406326,1.0952224,1.1642997,0.78427184,0.0,1.1193547,1.1843615,1.2824035,0.73179877,1.0789658,0.677403,1.1660172,0.9794438,0.9754569,1.2618684,0.76123184,1.233148,0.9079087,0.9712717,1.0913022,0.7966535,0.7574897,1.2754952,1.2122306,1.2052772,1.3067628,1.220199,0.71616054,0.7231285,1.020847,0.90123576,0.671634,0.97845125,1.0263286,0.76734257,0.8876466,0.88880795,1.1769613,0.27204728,1.0720127,0.98067075,1.2438748,0.86285174,1.0474383,0.87397915,1.1939769,1.1784536,1.3133492,0.8599398,1.2101587,0.8742845,1.0856566,1.2706819,0.76288456,0.85623443,1.1380696,1.1572578,1.2126248,1.2359308,0.67637146,1.0870899,0.98950994,1.10759,0.9402333,0.67744017,1.0998011,1.0397317,0.9537328,0.91765165,0.7930414,1.0754653
hose,0.9013896,1.1471624,1.2380618,0.9103865,1.1153748,1.1309545,0.92668176,0.95878017,0.8385113,0.74284494,1.3234195,0.8532763,0.69672424,1.1800625,0.88838106,0.70397776,0.96858597,1.2777224,1.0122362,0.8293921,1.3178728,0.8946706,1.0398178,1.0431863,1.3224487,1.2312816,0.9720528,1.1387248,1.0031534,1.1852999,0.9517273,0.7344825,0.8535327,0.8672716,0.8417967,1.2565222,0.7588118,1.3539176,1.117508,1.0004246,0.88501924,0.87146914,0.8334304,1.2391198,1.0185179,1.1762719,1.2029407,0.9896219,1.2142254,1.1211324,1.0716709,0.99904186,1.2084746,1.4019573,0.99412704,1.0834537,0.99740773,1.0130175,1.4041021,1.1193547,0.0,0.93094,0.88049954,1.1088237,0.86411893,1.2046084,0.8255862,1.1333072,1.12384,0.85040474,1.2005314,0.86697185,1.2910473,0.9384061,1.1175922,1.2149986,1.1584665,1.000782,0.9056799,0.8564657,0.9263113,0.75301456,1.1789436,1.1497316,1.2683983,1.1387774,1.0862417,0.93774,0.89992255,1.1601142,0.94335854,1.3089039,0.9967411,1.2489748,0.89360774,0.6408533,0.89799047,1.2826307,1.1235352,1.1921458,0.8798915,0.9337684,0.7228376,1.2902726,0.7780646,1.2238243,1.1261055,1.0289762,1.1132753,1.3099844,0.47346193,0.9704097,0.811199,0.6898407,1.3299806,1.2193316,1.2381108,1.0166163,0.9867115,1.0447263,0.6864431,0.8410582,0.856698,0.9511735,1.2996879,0.8532369
jacket,0.84404534,0.9765113,1.2674073,0.57387,1.0655192,1.0501454,1.1538277,1.025812,0.8548502,0.5309305,1.2023355,0.70506203,0.55465317,1.2097462,0.7607433,1.0288448,1.1653012,1.382712,1.2381818,0.8303782,1.3390069,0.6977045,1.123493,1.2482691,1.253862,1.1236916,1.0807505,0.8246167,0.9899545,1.3690624,0.98395884,0.86095375,0.95902056,0.6531943,0.95632684,1.4772675,0.75963783,1.426018,0.8536588,0.97610164,0.74944293,0.8512926,0.7165782,1.2907352,0.7514471,1.1469744,1.1791103,1.2294563,1.0645782,1.4873796,1.1901585,1.1540997,1.0561789,1.2185163,1.0573039,1.2346599,0.70564574,0.98899615,1.2300069,1.1843615,0.93094,0.0,0.43195587,1.4737991,0.9469855,1.4343021,0.81910086,1.3092853,1.3644834,0.6394381,1.2214687,0.7880137,1.2809783,1.0246423,1.0503432,1.3331723,1.2339548,0.6625494,0.8432449,0.37837535,0.41180855,0.7886513,1.4685664,1.4060951,1.1631908,1.1676412,1.236344,1.1407492,1.2954447,1.2399254,0.8214866,1.246175,0.68641794,1.2640617,0.7687787,1.1119597,0.34236455,1.1798205,0.71633,1.4106028,0.68793684,1.2301155,0.6429096,1.3938131,0.6277554,1.3203938,0.87973434,1.0394202,1.4453034,1.2596877,1.1436907,0.7532083,0.42824018,0.70280516,1.4444256,1.1374913,1.1733646,1.0591959,1.0604539,1.2994723,1.1344345,0.88608015,0.9463648,1.1644571,1.3202134,0.7376833
jeans,0.71266323,0.8556999,1.38689,0.5598628,0.9439581,0.9868089,1.0157917,0.9866001,0.8042546,0.34169888,1.3537754,0.67251277,0.47841036,1.2455593,0.54491043,1.088822,1.275974,1.5308847,1.2314854,0.87369627,1.4198638,0.6128706,1.1394765,1.2195294,1.4348301,1.2978373,1.0326577,0.7690079,0.9700464,1.3993256,0.89061487,0.8413491,0.8403634,0.45630515,0.86850166,1.567189,0.7304903,1.5575227,0.76583016,1.1103084,0.76151454,0.8312086,0.75505686,1.3637247,0.85663295,1.0551999,1.1261045,1.2782335,1.0499493,1.5250885,1.243223,1.1850526,1.1890397,1.3021824,1.0473632,1.252884,0.7066653,0.8542416,1.3792229,1.2824035,0.88049954,0.43195587,0.0,1.556695,0.9061777,1.5363617,0.8008943,1.3713986,1.3769588,0.4452085,1.312011,0.59010124,1.3533679,0.8995886,1.1402646,1.4029136,1.360945,0.69482577,0.6304992,0.4182505,0.21226919,0.70005405,1.5423653,1.5170479,1.162545,1.1584328,1.305511,1.1718915,1.2597886,1.3339448,0.8685144,1.3073099,0.8142673,1.3991376,0.7320957,1.0487384,0.40077543,1.1900982,0.83317757,1.5350847,0.7492045,1.1756697,0.46500254,1.474356,0.52668774,1.2579595,0.88844055,0.9668493,1.5018824,1.2999063,1.090233,0.83133304,0.3234725,0.6633487,1.596087,1.0217606,1.2958517,1.1060418,0.92082465,1.4299011,1.0706469,0.8669646,0.979327,1.2604514,1.3933582,0.8381489
knife,1.2363255,1.0335988,0.83014745,1.2415403,1.2217972,1.1869285,0.82567257,0.9754915,1.1577034,1.5834112,0.75058925,1.3316181,1.478184,0.70007193,1.2398188,1.0079943,0.78303003,0.6271832,0.67950183,1.2781692,0.61844647,1.3103876,0.92105,0.7560937,0.6268926,0.8212147,0.8241394,1.2063823,1.0321788,0.6633054,1.1733096,1.260992,1.1843219,1.5324918,0.9206701,0.31558943,1.2761091,0.5079311,1.2509639,1.0152286,1.336551,1.1230241,1.2987742,0.8092132,1.1452593,0.8779651,0.8469114,0.8315413,0.940748,0.08628464,0.81513655,0.84935707,0.91581947,0.803589,1.0838327,0.83038044,1.4253165,1.0357522,0.7628668,0.73179877,1.1088237,1.4737991,1.556695,0.0,1.0947063,0.4153874,1.21399,0.5794115,0.61605215,1.462172,0.72668624,1.3520863,0.86848396,1.1072178,0.8972328,0.7739912,0.8188375,1.2742019,1.3782476,1.5345993,1.5144894,1.32399,0.16564941,0.268618,0.77260804,0.7194084,0.58874786,0.8845211,0.6891448,0.9115724,1.0306824,0.7427537,1.1541739,0.63050956,1.1597308,0.7025142,1.4950706,0.75673807,1.1759791,0.29592562,1.2855716,0.8013775,1.4932461,0.5602768,1.4506437,0.64746183,0.9509486,1.1096665,0.10507953,0.63940746,0.78459996,1.3007221,1.5162814,1.4211817,0.48551625,0.981732,0.83318806,0.92760915,1.0512332,0.7709216,0.8627894,1.1892513,1.1528523,0.8831963,0.730015,1.3088282
